
[00:00:00.000 --> 00:00:05.600]  今日提到的題目是「患難中的信心」
[00:01:26.000 --> 00:01:30.000]  Jack說「主,你不就是神嗎」
[00:01:30.000 --> 00:01:33.000]  上面的聲音說「沒錯,我就是神」
[00:01:33.000 --> 00:01:36.000]  Jack說「這樣就好了」
[00:01:36.000 --> 00:01:39.000]  「你快點來救我,我答應你」
[00:01:39.000 --> 00:01:41.000]  「如果神救了我之後」
[00:01:41.000 --> 00:01:44.000]  「我以後都會做一個很好的基督徒」
[00:01:44.000 --> 00:01:47.000]  「不再犯罪,以後在教會裡服侍你」
[00:01:47.000 --> 00:01:50.000]  上面的聲音跟Jack說
[00:01:50.000 --> 00:01:54.000]  「你不用這麼多的承諾,我先救你」
[00:01:54.000 --> 00:01:56.000]  「我現在要你做的就是」
[00:01:56.000 --> 00:01:59.000]  Jack說「我要做甚麼」
[00:01:59.000 --> 00:02:01.000]  「你要我做甚麼都可以」
[00:02:01.000 --> 00:02:04.000]  上面的聲音說「我現在需要你」
[00:02:04.000 --> 00:02:06.000]  「放手」
[00:02:06.000 --> 00:02:08.000]  Jack想一想「放手?」
[00:02:08.000 --> 00:02:11.000]  神說「放手」
[00:02:11.000 --> 00:02:13.000]  「你要信得過我」
[00:02:13.000 --> 00:02:16.000]  Jack沉默了一段時間
[00:02:16.000 --> 00:02:20.000]  再大聲高呼「救命啊,救命啊」
[00:02:20.000 --> 00:02:23.000]  「上面有沒有其他人」
[00:02:23.000 --> 00:02:27.000]  丁小妹,甚麼是信心?
[00:02:27.000 --> 00:02:30.000]  甚麼是信心?
[00:02:30.000 --> 00:02:33.000]  很多時候我們有沒有信心
[00:02:33.000 --> 00:02:35.000]  或者我們有多少信心
[00:02:35.000 --> 00:02:38.000]  是要到了一個危難的時候
[00:02:38.000 --> 00:02:42.000]  我們才能夠知道究竟我們有沒有信心
[00:02:42.000 --> 00:02:45.000]  在今天所讀的經文
[00:02:45.000 --> 00:02:47.000]  經文告訴我們
[00:02:47.000 --> 00:02:49.000]  當時的貼薩羅尼加信徒
[00:02:49.000 --> 00:02:53.000]  是面對著各樣的患難
[00:02:53.000 --> 00:02:59.000]  這是他們信心受到測試的時候
[00:02:59.000 --> 00:03:02.000]  保羅在這裡很關心
[00:03:02.000 --> 00:03:04.000]  因為保羅作為他們的創堂牧師
[00:03:04.000 --> 00:03:06.000]  保羅很關心這群信徒
[00:03:06.000 --> 00:03:08.000]  在這麼多的患難當中
[00:03:08.000 --> 00:03:11.000]  他們是否信心仍然站立
[00:03:11.000 --> 00:03:16.000]  抑或在信心的測試中他們失腳
[00:03:16.000 --> 00:03:19.000]  希望通過今天的經文
[00:03:19.000 --> 00:03:21.000]  通過保羅的關心
[00:03:21.000 --> 00:03:23.000]  通過保羅的勸勉
[00:03:23.000 --> 00:03:25.000]  讓我們一起看看
[00:03:25.000 --> 00:03:28.000]  有關信心的一些事實
[00:03:28.000 --> 00:03:31.000]  好了,第一樣我想和大家分享的是
[00:03:31.000 --> 00:03:34.000]  以信心為本的屬靈意義
[00:03:34.000 --> 00:03:38.000]  我想和大家看看信心的重要性
[00:03:38.000 --> 00:03:40.000]  信心的屬靈意義在哪裡
[00:03:40.000 --> 00:03:42.000]  我想大家想像一下
[00:03:42.000 --> 00:03:45.000]  澳洲的大主教
[00:03:45.000 --> 00:03:47.000]  很關心我們活力堂的情況
[00:03:47.000 --> 00:03:50.000]  派了人來活力堂問
[00:03:50.000 --> 00:03:55.000]  我們今天的教會情況
[00:03:55.000 --> 00:03:59.000]  如果這個人來問你
[00:03:59.000 --> 00:04:01.000]  活力堂最近教會的生活如何
[00:04:01.000 --> 00:04:05.000]  你會怎樣回答?
[00:04:05.000 --> 00:04:06.000]  不知道大家有沒有聽過
[00:04:06.000 --> 00:04:10.000]  教會的健康指標ABC
[00:04:10.000 --> 00:04:12.000]  A是代表出席人數
[00:04:12.000 --> 00:04:17.000]  B是代表教堂我們有沒有自己的地方
[00:04:17.000 --> 00:04:20.000]  C是代表我們究竟有沒有銀兩
[00:04:20.000 --> 00:04:23.000]  我們的奉獻數字如何
[00:04:23.000 --> 00:04:26.000]  如果大主教派來的那個人問你的時候
[00:04:26.000 --> 00:04:32.000]  你會不會用教的ABC來和他作答呢?
[00:04:32.000 --> 00:04:33.000]  我想和大家看看
[00:04:33.000 --> 00:04:36.000]  這個貼薩羅利加的人怎樣作答
[00:04:36.000 --> 00:04:39.000]  又或者保羅所關心的是什麼
[00:04:39.000 --> 00:04:42.000]  我們看聖經的經文
[00:04:42.000 --> 00:04:45.000]  聖經的經文在第二節說過
[00:04:45.000 --> 00:04:47.000]  保羅打發提摩太
[00:04:47.000 --> 00:04:50.000]  他們要在他們所信的道上
[00:04:50.000 --> 00:04:53.000]  勸慰當時的信徒
[00:04:53.000 --> 00:04:57.000]  也都想知道他們的信心如何
[00:04:57.000 --> 00:05:01.000]  而當提摩太回來之後的匯報
[00:05:01.000 --> 00:05:05.000]  就和保羅講到他們信心和愛心的好消息
[00:05:05.000 --> 00:05:07.000]  也都因著他們的信心
[00:05:07.000 --> 00:05:10.000]  保羅得著安慰
[00:05:10.000 --> 00:05:11.000]  不單止得著安慰
[00:05:11.000 --> 00:05:15.000]  保羅甚至計劃再去到他們當中
[00:05:15.000 --> 00:05:17.000]  為了滿足他們信心的不足
[00:05:17.000 --> 00:05:19.000]  大家看不看到
[00:05:19.000 --> 00:05:21.000]  有沒有留意這段經文
[00:05:21.000 --> 00:05:25.000]  保羅似乎並不關心所謂教會的ABC
[00:05:25.000 --> 00:05:27.000]  保羅所關心的是什麼
[00:05:27.000 --> 00:05:29.000]  保羅所關心的就是究竟這一班信徒
[00:05:29.000 --> 00:05:31.000]  在這麼多的患難
[00:05:31.000 --> 00:05:33.000]  這麼多的苦難當中
[00:05:33.000 --> 00:05:37.000]  他們是否仍然持守他們當初信神的信心
[00:05:37.000 --> 00:05:39.000]  那就是告訴我們什麼
[00:05:39.000 --> 00:05:41.000]  就是告訴我們
[00:05:41.000 --> 00:05:42.000]  對保羅來說
[00:05:42.000 --> 00:05:45.000]  一班教會信徒的信心
[00:05:45.000 --> 00:05:49.000]  是遠遠重要過剛才我們所說的出席人數
[00:05:49.000 --> 00:05:51.000]  或者有沒有自己的堂址
[00:05:51.000 --> 00:05:54.000]  或者我們有沒有奉獻的數字等等
[00:05:54.000 --> 00:05:56.000]  遠遠重要過
[00:05:56.000 --> 00:06:00.000]  信徒的信心
[00:06:00.000 --> 00:06:05.000]  可以說是教會一個最重要
[00:06:05.000 --> 00:06:08.000]  和是不能夠缺少的基礎
[00:06:08.000 --> 00:06:10.000]  沒有信心的時候
[00:06:10.000 --> 00:06:13.000]  什麼ABC都不再重要
[00:06:13.000 --> 00:06:15.000]  理由很簡單
[00:06:15.000 --> 00:06:16.000]  大家想一想
[00:06:16.000 --> 00:06:17.000]  如果今天教會
[00:06:17.000 --> 00:06:19.000]  你回來教會
[00:06:19.000 --> 00:06:20.000]  是會受到逼迫
[00:06:20.000 --> 00:06:22.000]  是會受到苦難的時候
[00:06:22.000 --> 00:06:25.000]  你猜你會不會因為活力堂有自己的堂址
[00:06:25.000 --> 00:06:28.000]  你猜你會不會因為活力堂
[00:06:28.000 --> 00:06:30.000]  是有很多的奉獻
[00:06:30.000 --> 00:06:31.000]  出席有很多的人數
[00:06:31.000 --> 00:06:34.000]  而繼續回來活力堂
[00:06:34.000 --> 00:06:35.000]  我相信大概不會
[00:06:35.000 --> 00:06:37.000]  如果我會受到迫害的時候
[00:06:37.000 --> 00:06:40.000]  這些ABC都是不再重要
[00:06:40.000 --> 00:06:42.000]  反而如果我仍然信神的時候
[00:06:42.000 --> 00:06:47.000]  回來活力堂就是我的原因
[00:06:47.000 --> 00:06:53.000]  也許今天我們不會有什麼外在的迫害
[00:06:53.000 --> 00:06:55.000]  但是大家想一想
[00:06:55.000 --> 00:06:57.000]  很多時候我們做基督徒的時候
[00:06:57.000 --> 00:07:02.000]  很多我們周圍的生活
[00:07:02.000 --> 00:07:07.000]  都會成為一個今天基督徒所面對的挑戰
[00:07:07.000 --> 00:07:09.000]  可以失業
[00:07:09.000 --> 00:07:13.000]  可以健康上的問題
[00:07:13.000 --> 00:07:15.000]  可以是關係上的問題
[00:07:15.000 --> 00:07:16.000]  可以是家庭
[00:07:16.000 --> 00:07:17.000]  可以是婚姻
[00:07:17.000 --> 00:07:18.000]  可以是兒女的問題
[00:07:18.000 --> 00:07:20.000]  很多不同類型的挑戰
[00:07:20.000 --> 00:07:25.000]  當有一天我們發覺我們周圍的生活圈子
[00:07:25.000 --> 00:07:27.000]  失控的時候
[00:07:27.000 --> 00:07:31.000]  我們是否仍然相信我們所信的神
[00:07:31.000 --> 00:07:33.000]  仍然掌控呢?
[00:07:33.000 --> 00:07:35.000]  這個就是信心所在
[00:07:35.000 --> 00:07:37.000]  我們當面對很多的困難
[00:07:37.000 --> 00:07:38.000]  面對很多的痛苦
[00:07:38.000 --> 00:07:41.000]  面對很多我們不能夠處理的事情的時候
[00:07:41.000 --> 00:07:43.000]  大家不知道會怎樣祈禱
[00:07:43.000 --> 00:07:45.000]  大家會怎樣祈禱
[00:07:45.000 --> 00:07:46.000]  也許我們會說
[00:07:46.000 --> 00:07:48.000]  神啊神啊求你幫助我
[00:07:48.000 --> 00:07:50.000]  我現在面對這些困難
[00:07:50.000 --> 00:07:51.000]  我根本搞不定
[00:07:51.000 --> 00:07:53.000]  神啊求你幫我挪去
[00:07:53.000 --> 00:07:55.000]  這些困難
[00:07:55.000 --> 00:07:58.000]  我相信你們和我都很多時候會做這類型的祈禱
[00:07:58.000 --> 00:08:02.000]  當面對這些困難的時候
[00:08:02.000 --> 00:08:04.000]  這樣祈禱有沒有問題?
[00:08:04.000 --> 00:08:07.000]  這樣祈禱有沒有問題?
[00:08:07.000 --> 00:08:09.000]  當然沒有問題
[00:08:09.000 --> 00:08:11.000]  當面對困難的時候
[00:08:11.000 --> 00:08:15.000]  人總是希望困難離我而去
[00:08:15.000 --> 00:08:19.000]  當我看經文的第十第十一節的時候
[00:08:19.000 --> 00:08:22.000]  保羅這裡所展現的一個給我們的例子
[00:08:22.000 --> 00:08:23.000]  讓我覺得很稀奇
[00:08:23.000 --> 00:08:26.000]  你有沒有發覺保羅沒有求神
[00:08:26.000 --> 00:08:30.000]  讓他們面對的困難與迫害
[00:08:30.000 --> 00:08:32.000]  離開他們
[00:08:32.000 --> 00:08:34.000]  他們本來都沒有求神
[00:08:34.000 --> 00:08:37.000]  讓貼薩羅尼加的信徒
[00:08:37.000 --> 00:08:40.000]  可以在他們的試煉當中
[00:08:40.000 --> 00:08:42.000]  被釋放出來
[00:08:42.000 --> 00:08:44.000]  保羅沒有這樣祈求
[00:08:44.000 --> 00:08:48.000]  如果保羅沒有為了他們的痛苦
[00:08:48.000 --> 00:08:51.000]  叫痛苦離開他們而祈禱的時候
[00:08:51.000 --> 00:08:54.000]  我們有沒有祈錯禱?
[00:08:54.000 --> 00:08:56.000]  我們有沒有祈錯禱?
[00:08:56.000 --> 00:08:59.000]  又或者保羅是不是搞錯了?
[00:08:59.000 --> 00:09:02.000]  保羅是不是出了問題?
[00:09:02.000 --> 00:09:06.000]  保羅豈不是應該這樣祈禱嗎?
[00:09:06.000 --> 00:09:07.000]  保羅豈不是應該說
[00:09:07.000 --> 00:09:11.000]  我為你們周日切切的祈求
[00:09:11.000 --> 00:09:14.000]  要見你們的面
[00:09:14.000 --> 00:09:16.000]  可以進入你們的當中
[00:09:16.000 --> 00:09:17.000]  幫你們解決問題
[00:09:17.000 --> 00:09:20.000]  這樣不是更加實際嗎?
[00:09:20.000 --> 00:09:21.000]  當他們有問題的時候
[00:09:21.000 --> 00:09:24.000]  保羅不是應該幫他們解決問題嗎?
[00:09:24.000 --> 00:09:27.000]  這是很實在的一個情況
[00:09:27.000 --> 00:09:29.000]  但你發覺不是這樣
[00:09:29.000 --> 00:09:32.000]  保羅這裡的祈求就是說
[00:09:32.000 --> 00:09:33.000]  在第十節
[00:09:33.000 --> 00:09:36.000]  要見你們的面
[00:09:36.000 --> 00:09:41.000]  要滿足你們信心的不足
[00:09:41.000 --> 00:09:44.000]  保羅面對困難
[00:09:44.000 --> 00:09:48.000]  面對患難的態度
[00:09:48.000 --> 00:09:51.000]  其實和新約聖經裡
[00:09:51.000 --> 00:09:57.000]  其他兩個使徒的教導相當一致
[00:09:57.000 --> 00:09:59.000]  我們看彼得前書
[00:09:59.000 --> 00:10:01.000]  小路彼得這樣說
[00:10:01.000 --> 00:10:03.000]  他勸勉當時的信徒
[00:10:03.000 --> 00:10:06.000]  他說在大患難當中你們仍然要有喜樂
[00:10:06.000 --> 00:10:08.000]  因為在百般的試煉中
[00:10:08.000 --> 00:10:10.000]  我們暫時優秀
[00:10:10.000 --> 00:10:15.000]  為的是叫我們的信心既被試驗
[00:10:15.000 --> 00:10:19.000]  我們的信心就能夠像金紙一樣
[00:10:19.000 --> 00:10:21.000]  更顯寶貴
[00:10:21.000 --> 00:10:23.000]  可以在主耶穌基督回來的時候
[00:10:23.000 --> 00:10:26.000]  我們得著稱讚榮耀和尊貴
[00:10:26.000 --> 00:10:28.000]  我們再看雅各書
[00:10:28.000 --> 00:10:30.000]  雅各說到患難的時候
[00:10:30.000 --> 00:10:31.000]  他怎麼說?
[00:10:31.000 --> 00:10:34.000]  他說當信徒落在百般的試煉當中的時候
[00:10:34.000 --> 00:10:36.000]  我們要以為大喜樂
[00:10:36.000 --> 00:10:38.000]  因為知道你們的信心
[00:10:38.000 --> 00:10:40.000]  經過試驗就生忍耐
[00:10:40.000 --> 00:10:43.000]  以致我們可以成全完備
[00:10:43.000 --> 00:10:44.000]  毫無缺陷
[00:10:44.000 --> 00:10:45.000]  大家看到嗎?
[00:10:45.000 --> 00:10:48.000]  新約裡面所有的領袖
[00:10:48.000 --> 00:10:50.000]  都告訴我們一件事
[00:10:50.000 --> 00:10:52.000]  我們不單是用負面的角度
[00:10:52.000 --> 00:10:55.000]  來理解我們今天所面對的困難
[00:10:55.000 --> 00:10:59.000]  我們很多時候面對困難與災難
[00:10:59.000 --> 00:11:03.000]  是可以讓我們更加的
[00:11:03.000 --> 00:11:05.000]  可以靠著信心
[00:11:05.000 --> 00:11:07.000]  勝過試探
[00:11:07.000 --> 00:11:09.000]  勝過試煉
[00:11:09.000 --> 00:11:12.000]  因為很多時候這些困難與試煉
[00:11:12.000 --> 00:11:16.000]  反過來幫助我們信徒建立信心
[00:11:16.000 --> 00:11:18.000]  大家看到這個關係嗎?
[00:11:18.000 --> 00:11:20.000]  我們用信心去勝過試煉
[00:11:20.000 --> 00:11:21.000]  同一個時間試煉
[00:11:21.000 --> 00:11:25.000]  也都幫助我們不斷的建立信心
[00:11:25.000 --> 00:11:27.000]  所以也許我們下一次
[00:11:27.000 --> 00:11:30.000]  面對生活上一些困難的時候
[00:11:30.000 --> 00:11:32.000]  我們不單是求神
[00:11:32.000 --> 00:11:35.000]  讓這些痛苦困難離去
[00:11:35.000 --> 00:11:41.000]  我們也可以從正面的角度來求神
[00:11:41.000 --> 00:11:43.000]  讓我們在這些困難裡面
[00:11:43.000 --> 00:11:45.000]  更加學會靠神
[00:11:45.000 --> 00:11:47.000]  更加的經驗
[00:11:47.000 --> 00:11:50.000]  用實際上的生活體驗
[00:11:50.000 --> 00:11:52.000]  來領受神的恩典
[00:11:52.000 --> 00:11:55.000]  讓我們的信心不斷的成長
[00:11:55.000 --> 00:11:57.000]  不單止我們個人的信心
[00:11:57.000 --> 00:11:59.000]  在整體教會的信心
[00:11:59.000 --> 00:12:00.000]  神的角度裡面
[00:12:00.000 --> 00:12:02.000]  我們更加的經歷神
[00:12:02.000 --> 00:12:04.000]  我們來看第二點
[00:12:04.000 --> 00:12:08.000]  信心帶來內在的改變
[00:12:08.000 --> 00:12:11.000]  保羅在這裡形容
[00:12:11.000 --> 00:12:13.000]  當提摩太花靈
[00:12:13.000 --> 00:12:17.000]  說回他們貼薩羅尼加教會的情況的時候
[00:12:17.000 --> 00:12:18.000]  保羅的形容是
[00:12:18.000 --> 00:12:22.000]  這個簡直是一個好的消息
[00:12:22.000 --> 00:12:25.000]  在第八節
[00:12:25.000 --> 00:12:29.000]  因為這個好的消息
[00:12:29.000 --> 00:12:30.000]  為什麼是好的消息呢
[00:12:30.000 --> 00:12:33.000]  因為當他們在患難當中
[00:12:33.000 --> 00:12:35.000]  仍然站立得穩的時候
[00:12:35.000 --> 00:12:36.000]  保羅說
[00:12:36.000 --> 00:12:39.000]  我們就活過來
[00:12:39.000 --> 00:12:40.000]  大家很少這樣形容
[00:12:40.000 --> 00:12:41.000]  大家有沒有試過
[00:12:41.000 --> 00:12:45.000]  聽到別人一些成功的見證的時候
[00:12:45.000 --> 00:12:46.000]  大家會說
[00:12:46.000 --> 00:12:48.000]  我又活過來了
[00:12:48.000 --> 00:12:51.000]  為什麼保羅有這樣的反應
[00:12:51.000 --> 00:12:52.000]  因為如果大家記得
[00:12:52.000 --> 00:12:54.000]  剛才我們所讀的經文
[00:12:54.000 --> 00:12:59.000]  保羅是為了他們當時面對各種的患難
[00:12:59.000 --> 00:13:00.000]  而感到什麼
[00:13:00.000 --> 00:13:01.000]  記不記得
[00:13:01.000 --> 00:13:02.000]  很憂慮
[00:13:02.000 --> 00:13:03.000]  就會因為他憂慮
[00:13:03.000 --> 00:13:06.000]  所以才派提摩太去問
[00:13:06.000 --> 00:13:08.000]  現在憂慮
[00:13:08.000 --> 00:13:13.000]  聽到這班信徒的實際上情況的時候
[00:13:13.000 --> 00:13:15.000]  保羅原初的憂慮
[00:13:15.000 --> 00:13:17.000]  變為喜樂
[00:13:17.000 --> 00:13:21.000]  變為心裡面得到滿足
[00:13:21.000 --> 00:13:26.000]  這個就是他活過來的意思
[00:13:26.000 --> 00:13:29.000]  我們要明白
[00:13:29.000 --> 00:13:34.000]  其實保羅差派提摩太去貼薩諾萊加
[00:13:34.000 --> 00:13:36.000]  是負上很大的代價
[00:13:36.000 --> 00:13:37.000]  我們需要理解這件事
[00:13:37.000 --> 00:13:38.000]  大家想一想
[00:13:38.000 --> 00:13:40.000]  保羅那時候在做什麼
[00:13:40.000 --> 00:13:43.000]  保羅那時候可以說是旅遊報道
[00:13:43.000 --> 00:13:44.000]  去到哪裡
[00:13:44.000 --> 00:13:46.000]  就將福音傳到那裡
[00:13:46.000 --> 00:13:52.000]  那時候他是不是有整隊猜拳的隊工給他
[00:13:52.000 --> 00:13:53.000]  沒有的
[00:13:53.000 --> 00:13:56.000]  那時候只有保羅和一兩個的同工
[00:13:56.000 --> 00:13:58.000]  提摩太就是其中一個
[00:13:58.000 --> 00:13:59.000]  所以大家可以想像一下
[00:13:59.000 --> 00:14:03.000]  如果他連差不多唯一的同工都猜出去的時候
[00:14:03.000 --> 00:14:06.000]  剩下哪些人在幫保羅
[00:14:06.000 --> 00:14:08.000]  沒有的了
[00:14:08.000 --> 00:14:14.000]  就是說你連唯一幫你做宣教工作的弟兄的同工
[00:14:14.000 --> 00:14:16.000]  你都猜派出去的時候
[00:14:16.000 --> 00:14:19.000]  保羅變回日治共
[00:14:19.000 --> 00:14:21.000]  但是他仍然願意
[00:14:21.000 --> 00:14:23.000]  為什麼
[00:14:23.000 --> 00:14:27.000]  因為他看貼薩諾萊加信徒的需要
[00:14:27.000 --> 00:14:30.000]  遠遠重要過他自己的需要
[00:14:30.000 --> 00:14:33.000]  遠遠重要過他自己的需要
[00:14:33.000 --> 00:14:36.000]  所以各位弟兄姊妹可以讓我們看得到
[00:14:36.000 --> 00:14:38.000]  可以讓我們看得到
[00:14:38.000 --> 00:14:41.000]  在基督教的生活裡面
[00:14:41.000 --> 00:14:47.000]  我們需要培養一個關心我們周圍弟兄姊妹的心態
[00:14:47.000 --> 00:14:55.000]  當保羅知道了他們仍然在這個患難裡面
[00:14:55.000 --> 00:14:58.000]  仍然站立得穩的時候
[00:14:58.000 --> 00:15:00.000]  我們再看第七節
[00:15:00.000 --> 00:15:10.000]  你會發覺保羅不是單是去關心信徒的需要
[00:15:10.000 --> 00:15:13.000]  或者是去關心他們所遇到的困難
[00:15:13.000 --> 00:15:16.000]  在第七節我們更加看到另外一個角度
[00:15:16.000 --> 00:15:20.000]  他講到我們在一切患難之中
[00:15:20.000 --> 00:15:24.000]  因著你們的信心就得了安慰
[00:15:24.000 --> 00:15:26.000]  什麼意思
[00:15:26.000 --> 00:15:31.000]  除了保羅去關心信徒的患難
[00:15:31.000 --> 00:15:32.000]  他們的需要
[00:15:32.000 --> 00:15:37.000]  他也去表達他自己也在痛苦患難當中
[00:15:37.000 --> 00:15:42.000]  大家有時候會不會覺得我是信徒領袖
[00:15:42.000 --> 00:15:45.000]  我的責任是去關心其他人的需要
[00:15:45.000 --> 00:15:48.000]  但是我們不是很常想到
[00:15:48.000 --> 00:15:51.000]  其實我們自己的困難需要
[00:15:51.000 --> 00:15:53.000]  不要因為面子的問題
[00:15:53.000 --> 00:15:58.000]  我們都容易讓弟兄姊妹介入我們的困難裡面
[00:15:58.000 --> 00:16:00.000]  因為這個是同行人生的肢體關係
[00:16:00.000 --> 00:16:03.000]  所以保羅給我們另外一個例子
[00:16:03.000 --> 00:16:07.000]  告訴我們我們需要互相擔當
[00:16:07.000 --> 00:16:09.000]  所以我們一路看的時候
[00:16:09.000 --> 00:16:12.000]  我們發覺當時的接受羅里加信徒
[00:16:12.000 --> 00:16:17.000]  不單止是為了保羅的教導來跟著去學習
[00:16:17.000 --> 00:16:19.000]  不單止是這樣
[00:16:19.000 --> 00:16:22.000]  他們都是希望再見到保羅
[00:16:22.000 --> 00:16:25.000]  希望和保羅有相交
[00:16:25.000 --> 00:16:26.000]  受到保羅的安慰
[00:16:26.000 --> 00:16:28.000]  受到保羅的勸勉
[00:16:28.000 --> 00:16:30.000]  所以大家看到信心
[00:16:30.000 --> 00:16:33.000]  是將一個教會弟兄姊妹
[00:16:33.000 --> 00:16:39.000]  是焦聚在神的愛和喜樂裡面
[00:16:39.000 --> 00:16:43.000]  所以為什麼我鼓勵大家參加成長小組
[00:16:43.000 --> 00:16:45.000]  就是因為在成長小組裡面
[00:16:45.000 --> 00:16:47.000]  我們可以有一群弟兄姊妹
[00:16:47.000 --> 00:16:49.000]  和我們一起經歷人生
[00:16:49.000 --> 00:16:50.000]  分享人生
[00:16:50.000 --> 00:16:51.000]  當我們有困難的時候
[00:16:51.000 --> 00:16:53.000]  我們需要弟兄姊妹來安慰
[00:16:53.000 --> 00:16:54.000]  來支持
[00:16:54.000 --> 00:16:56.000]  所以繼續鼓勵大家
[00:16:56.000 --> 00:16:58.000]  在成長小組裡面
[00:16:58.000 --> 00:17:00.000]  一同學習
[00:17:00.000 --> 00:17:03.000]  一同享受神給我們的肢體關係
[00:17:03.000 --> 00:17:04.000]  第三點
[00:17:04.000 --> 00:17:08.000]  除了信心讓我們有內在的改變
[00:17:08.000 --> 00:17:09.000]  讓我們變得平安
[00:17:09.000 --> 00:17:10.000]  讓我們變得喜樂
[00:17:10.000 --> 00:17:13.000]  讓我們懂得關心別人之外
[00:17:13.000 --> 00:17:20.000]  也有推動我們外在的行為表現
[00:17:20.000 --> 00:17:22.000]  在這裡第十節
[00:17:22.000 --> 00:17:26.000]  保羅在這裡晝夜為這群人祈求
[00:17:26.000 --> 00:17:28.000]  要見他們的面
[00:17:28.000 --> 00:17:31.000]  為滿足他們信心的不足
[00:17:31.000 --> 00:17:32.000]  大家要明白
[00:17:32.000 --> 00:17:35.000]  當一個信仰群體
[00:17:35.000 --> 00:17:38.000]  你發覺信仰群體裡面有愛的時候
[00:17:38.000 --> 00:17:40.000]  弟兄姊妹就會很自然
[00:17:40.000 --> 00:17:43.000]  為有需要的人祈禱
[00:17:43.000 --> 00:17:47.000]  所以保羅在這裡不斷地為這群人祈禱
[00:17:47.000 --> 00:17:48.000]  希望他們有一天
[00:17:48.000 --> 00:17:51.000]  他們可以去到這個貼撒羅尼加的教會
[00:17:51.000 --> 00:17:52.000]  繼續去勸勉他們
[00:17:52.000 --> 00:17:56.000]  繼續加增他們的信心
[00:17:56.000 --> 00:17:58.000]  在這裡他的祈禱就是說
[00:17:58.000 --> 00:18:02.000]  求神讓這群信徒的信心不斷地增加
[00:18:02.000 --> 00:18:05.000]  也將他們的愛心傳遍教會
[00:18:05.000 --> 00:18:07.000]  甚至是教會以外的地方
[00:18:07.000 --> 00:18:08.000]  換言之
[00:18:08.000 --> 00:18:13.000]  我們作為信徒是需要互相祈禱
[00:18:13.000 --> 00:18:15.000]  為對方的屬靈成長祈禱
[00:18:15.000 --> 00:18:18.000]  為對方有更加強的信心
[00:18:18.000 --> 00:18:22.000]  和更加深入的愛
[00:18:22.000 --> 00:18:23.000]  所以弟兄姊妹
[00:18:23.000 --> 00:18:25.000]  教會有祈禱會
[00:18:25.000 --> 00:18:28.000]  就會容讓弟兄姊妹可以在祈禱會裡面
[00:18:28.000 --> 00:18:30.000]  學習互相代求
[00:18:30.000 --> 00:18:34.000]  學習實踐信徒群體
[00:18:34.000 --> 00:18:39.000]  互相支持的一個生活方式
[00:18:39.000 --> 00:18:42.000]  我們看第十二節
[00:18:42.000 --> 00:18:47.000]  當我們學習為信徒祈禱的時候
[00:18:47.000 --> 00:18:49.000]  我們就能夠做到
[00:18:49.000 --> 00:18:52.000]  本來在第十二節所說的彼此相愛
[00:18:52.000 --> 00:18:56.000]  愛心都能增長充足
[00:18:56.000 --> 00:18:57.000]  大家要明白
[00:18:57.000 --> 00:19:00.000]  信心的終極果效
[00:19:00.000 --> 00:19:04.000]  是將我們帶到神的面前
[00:19:04.000 --> 00:19:07.000]  將來被神稱讚
[00:19:07.000 --> 00:19:12.000]  我們的心裡堅固成為聖潔無可指責
