
[00:00:00.000 --> 00:00:02.000]  我一次分享信息都要感恩
[00:02:22.000 --> 00:02:24.000]  出院去完成了
[00:02:24.000 --> 00:02:27.000]  他們這張紙裡面所寫的清單
[00:02:27.000 --> 00:02:29.000]  一張人生生前裡面
[00:02:29.000 --> 00:02:31.000]  要完成的清單
[00:02:31.000 --> 00:02:32.000]  裡面有什麼呢
[00:02:32.000 --> 00:02:35.000]  就是包括要在空中跳傘
[00:02:35.000 --> 00:02:37.000]  就是你知道兩個
[00:02:37.000 --> 00:02:39.000]  已經是七八十歲的人
[00:02:39.000 --> 00:02:41.000]  要去空中跳傘
[00:02:41.000 --> 00:02:42.000]  其中一個是
[00:02:42.000 --> 00:02:43.000]  他說他們要完成的
[00:02:43.000 --> 00:02:44.000]  要去紋身
[00:02:44.000 --> 00:02:46.000]  也想去看什麼地方呢
[00:02:46.000 --> 00:02:48.000]  其中一個地點就是香港
[00:02:48.000 --> 00:02:50.000]  我不劇透裡面的結局
[00:02:50.000 --> 00:02:52.000]  到底是怎麼樣
[00:02:52.000 --> 00:02:54.000]  但是大家都值得去看看
[00:02:54.000 --> 00:02:56.000]  都挺搞笑和感人的
[00:02:56.000 --> 00:02:57.000]  想說什麼呢
[00:02:57.000 --> 00:02:58.000]  就是問問大家
[00:02:58.000 --> 00:03:01.000]  如果你去到人生的終結的時候
[00:03:01.000 --> 00:03:04.000]  你會有什麼心願想去完成呢
[00:03:04.000 --> 00:03:07.000]  你的清單又有多長呢
[00:03:07.000 --> 00:03:09.000]  又如果在這張清單裡面
[00:03:09.000 --> 00:03:12.000]  只能夠給你完成一件事
[00:03:12.000 --> 00:03:13.000]  你會祈求
[00:03:13.000 --> 00:03:15.000]  這個是什麼事呢
[00:03:15.000 --> 00:03:17.000]  聖經裡面有這樣提到
[00:03:17.000 --> 00:03:20.000]  基督徒要知道的七蓋一件事
[00:03:20.000 --> 00:03:23.000]  包括有大衛所祈求的一件事
[00:03:23.000 --> 00:03:25.000]  就是與神同在
[00:03:25.000 --> 00:03:26.000]  生來黑眼的人
[00:03:26.000 --> 00:03:27.000]  要知道的一件事
[00:03:27.000 --> 00:03:29.000]  就是知道救恩從誰而來
[00:03:29.000 --> 00:03:31.000]  馬大和瑪利亞知道
[00:03:31.000 --> 00:03:33.000]  就是不可缺少的一件事
[00:03:33.000 --> 00:03:35.000]  就是去聆聽神的話
[00:03:35.000 --> 00:03:36.000]  少年的財主
[00:03:36.000 --> 00:03:37.000]  知道還缺一件事
[00:03:37.000 --> 00:03:40.000]  就是要去奉獻和跟隨主
[00:03:40.000 --> 00:03:41.000]  本來所提到的
[00:03:41.000 --> 00:03:43.000]  就是所要得著的一件事
[00:03:43.000 --> 00:03:45.000]  就是天上面的獎賞
[00:03:45.000 --> 00:03:46.000]  要彼此勸勉的一件事
[00:03:46.000 --> 00:03:48.000]  就是有復活的盼望
[00:03:48.000 --> 00:03:50.000]  而彼得所說的
[00:03:50.000 --> 00:03:51.000]  就是不可以忘記的一件事
[00:03:51.000 --> 00:03:54.000]  就是主必在內
[00:03:54.000 --> 00:03:55.000]  今天我想和大家分享的
[00:03:55.000 --> 00:03:57.000]  是第一個的一件事
[00:03:57.000 --> 00:03:59.000]  大衛的一件事
[00:03:59.000 --> 00:04:00.000]  今天的經文
[00:04:00.000 --> 00:04:02.000]  也是我最喜愛的經文
[00:04:02.000 --> 00:04:04.000]  曾經在神學院考試的時候
[00:04:04.000 --> 00:04:05.000]  會寫下
[00:04:05.000 --> 00:04:07.000]  你最心愛的經文是什麼呢
[00:04:07.000 --> 00:04:08.000]  那我寫下了
[00:04:08.000 --> 00:04:11.000]  今天剛剛讀出的金句
[00:04:11.000 --> 00:04:13.000]  這個金句
[00:04:13.000 --> 00:04:16.000]  我曾經也刻在自己的戒指裡
[00:04:16.000 --> 00:04:17.000]  去提醒自己
[00:04:17.000 --> 00:04:19.000]  就容讓開始之前
[00:04:19.000 --> 00:04:21.000]  我們由一個祈禱開始
[00:04:21.000 --> 00:04:24.000]  天父多謝祢讚美祢
[00:04:24.000 --> 00:04:25.000]  讓我們金錢裡面
[00:04:25.000 --> 00:04:27.000]  能夠再一次相聚
[00:04:27.000 --> 00:04:28.000]  為了我們有這個機會
[00:04:28.000 --> 00:04:30.000]  我們去讚美祢
[00:04:30.000 --> 00:04:32.000]  神啊我們渴望聽到祢的話
[00:04:32.000 --> 00:04:33.000]  當今天我們要看到
[00:04:33.000 --> 00:04:34.000]  詩篇裡面
[00:04:34.000 --> 00:04:35.000]  看到詩人裡面
[00:04:35.000 --> 00:04:37.000]  的心境的時候
[00:04:37.000 --> 00:04:39.000]  神啊你來帶領我們
[00:04:39.000 --> 00:04:41.000]  聖靈你這一刻來幫助我們
[00:04:41.000 --> 00:04:43.000]  讓我們在當中有明白
[00:04:43.000 --> 00:04:45.000]  明白為何大衛所提到的
[00:04:45.000 --> 00:04:47.000]  一件事
[00:04:47.000 --> 00:04:49.000]  主啊求祢在當中
[00:04:49.000 --> 00:04:51.000]  讓我們清楚知道
[00:04:51.000 --> 00:04:53.000]  祢的心意是什麼
[00:04:53.000 --> 00:04:55.000]  願祢這一刻與我們同在
[00:04:55.000 --> 00:04:56.000]  替我們祈禱
[00:04:56.000 --> 00:04:57.000]  奉靠耶穌基督
[00:04:57.000 --> 00:04:58.000]  得生命至極給
[00:04:58.000 --> 00:04:59.000]  阿們
[00:04:59.000 --> 00:05:02.000]  我們看詩篇二十七篇今天
[00:05:02.000 --> 00:05:04.000]  那這個詩篇裡面
[00:05:04.000 --> 00:05:05.000]  是說什麼呢
[00:05:05.000 --> 00:05:07.000]  要進入詩篇二十七篇之前
[00:05:07.000 --> 00:05:09.000]  我們也要先了解一下
[00:05:09.000 --> 00:05:11.000]  詩篇是什麼
[00:05:11.000 --> 00:05:13.000]  昔日的教父阿撻
[00:05:13.000 --> 00:05:15.000]  阿撻拿修這樣形容
[00:05:15.000 --> 00:05:17.000]  大部分聖經的內容
[00:05:17.000 --> 00:05:19.000]  都是向我們的說話
[00:05:19.000 --> 00:05:21.000]  但是唯獨詩篇是
[00:05:21.000 --> 00:05:22.000]  代我們的說話
[00:05:22.000 --> 00:05:23.000]  意思是什麼呢
[00:05:23.000 --> 00:05:24.000]  就是詩篇有一種
[00:05:24.000 --> 00:05:26.000]  訴心聲的功能
[00:05:26.000 --> 00:05:28.000]  能夠將我們的處境
[00:05:28.000 --> 00:05:29.000]  將我們的心情
[00:05:29.000 --> 00:05:30.000]  告訴神知道
[00:05:30.000 --> 00:05:32.000]  所以應該都很多人
[00:05:32.000 --> 00:05:33.000]  會喜歡讀詩篇
[00:05:33.000 --> 00:05:35.000]  有多少人喜歡讀詩篇的
[00:05:35.000 --> 00:05:36.000]  哇好多人舉手
[00:05:36.000 --> 00:05:37.000]  我也很喜歡
[00:05:37.000 --> 00:05:38.000]  我們看一看
[00:05:38.000 --> 00:05:40.000]  詩篇裡面有分五類
[00:05:40.000 --> 00:05:42.000]  包括讚美詩
[00:05:42.000 --> 00:05:44.000]  裡面說到就是呼籲人
[00:05:44.000 --> 00:05:45.000]  要去讚美神
[00:05:45.000 --> 00:05:47.000]  都是興賀堯華作王的
[00:05:47.000 --> 00:05:49.000]  當中有哀歌
[00:05:49.000 --> 00:05:50.000]  在貧乏
[00:05:50.000 --> 00:05:52.000]  在受苦的景況裡面
[00:05:52.000 --> 00:05:53.000]  私人呼籲人
[00:05:53.000 --> 00:05:55.000]  要去仰望呼求神
[00:05:55.000 --> 00:05:57.000]  包括有個人的哀歌
[00:05:57.000 --> 00:05:59.000]  也都有群體的哀歌
[00:05:59.000 --> 00:06:01.000]  感恩詩就是當一個人
[00:06:01.000 --> 00:06:03.000]  經歷了神的拯救的時候
[00:06:03.000 --> 00:06:06.000]  向神發出的感謝讚美
[00:06:06.000 --> 00:06:08.000]  也有個人和群體
[00:06:08.000 --> 00:06:10.000]  君王詩的內容就是講到神
[00:06:10.000 --> 00:06:12.000]  和地上的君王的關係
[00:06:12.000 --> 00:06:14.000]  而智慧詩就是一個
[00:06:14.000 --> 00:06:15.000]  智慧文學的特色
[00:06:15.000 --> 00:06:17.000]  讓讀者有反思
[00:06:17.000 --> 00:06:19.000]  和有教誨的功能
[00:06:19.000 --> 00:06:20.000]  問問大家
[00:06:20.000 --> 00:06:22.000]  大家猜猜聖經裡面
[00:06:22.000 --> 00:06:25.000]  什麼類型的詩歌比較多呢
[00:06:25.000 --> 00:06:30.000]  牧師已經答了答案
[00:06:30.000 --> 00:06:31.000]  那我問我老婆
[00:06:31.000 --> 00:06:34.000]  多數都是讚美的詩
[00:06:34.000 --> 00:06:37.000]  多數都很正向的詩歌
[00:06:37.000 --> 00:06:39.000]  但是原來
[00:06:39.000 --> 00:06:40.000]  牧師答了
[00:06:40.000 --> 00:06:43.000]  最常見的就是哀歌
[00:06:43.000 --> 00:06:45.000]  在詩篇裡面
[00:06:45.000 --> 00:06:47.000]  有三分之一的情況裡面
[00:06:47.000 --> 00:06:48.000]  都是哀歌
[00:06:48.000 --> 00:06:52.000]  呼籲人在難處裡面
[00:06:52.000 --> 00:06:54.000]  要去祈求神
[00:06:54.000 --> 00:06:55.000]  我們又發現
[00:06:55.000 --> 00:06:57.000]  其實現在的流行歌都一樣
[00:06:57.000 --> 00:06:59.000]  多數是越慘情的
[00:06:59.000 --> 00:07:00.000]  或者失戀
[00:07:00.000 --> 00:07:01.000]  被人甩的歌
[00:07:01.000 --> 00:07:03.000]  是最有共鳴的
[00:07:03.000 --> 00:07:06.000]  所以我們看詩篇裡面
[00:07:06.000 --> 00:07:07.000]  要怎麼看呢
[00:07:07.000 --> 00:07:09.000]  我的老師就這樣說
[00:07:09.000 --> 00:07:11.000]  讀詩篇其實最重要
[00:07:11.000 --> 00:07:13.000]  就是看到詩人裡面的語境
[00:07:13.000 --> 00:07:14.000]  那是什麼呢
[00:07:14.000 --> 00:07:16.000]  就是我們要代入詩人
[00:07:16.000 --> 00:07:18.000]  唱這首詩的場景
[00:07:18.000 --> 00:07:20.000]  明白他的心情
[00:07:20.000 --> 00:07:22.000]  所以我們要去了解
[00:07:22.000 --> 00:07:25.000]  詩篇二十七篇的背景
[00:07:25.000 --> 00:07:28.000]  這首詩篇一開始的時候
[00:07:28.000 --> 00:07:29.000]  不是第一節
[00:07:29.000 --> 00:07:31.000]  而是標題
[00:07:31.000 --> 00:07:33.000]  這首詩寫著大衛的詩
[00:07:33.000 --> 00:07:36.000]  如果我們有讀過詩篇的話
[00:07:36.000 --> 00:07:38.000]  你會發現大部分的詩篇
[00:07:38.000 --> 00:07:41.000]  標題都是和大衛王有關的
[00:07:41.000 --> 00:07:43.000]  而其實大衛的詩
[00:07:43.000 --> 00:07:47.000]  又不代表這首詩歌是大衛所寫
[00:07:47.000 --> 00:07:48.000]  因為這一個字
[00:07:48.000 --> 00:07:50.000]  當中裡面有一個介詞
[00:07:50.000 --> 00:07:52.000]  而這個介詞代表
[00:07:52.000 --> 00:07:55.000]  可能是由大衛所作的詩
[00:07:55.000 --> 00:07:57.000]  或者其實這首詩歌
[00:07:57.000 --> 00:07:59.000]  是屬於大衛所擁有的
[00:07:59.000 --> 00:08:03.000]  又或者是為大衛所作的一首詩
[00:08:03.000 --> 00:08:04.000]  雖然如此
[00:08:04.000 --> 00:08:07.000]  但是我們一般人都會認為
[00:08:07.000 --> 00:08:09.000]  相信詩篇裡面
[00:08:09.000 --> 00:08:11.000]  大部分的作者都是大衛
[00:08:11.000 --> 00:08:14.000]  都是關於大衛的事蹟
[00:08:14.000 --> 00:08:16.000]  我們看看今天裡面的經文
[00:08:16.000 --> 00:08:17.000]  第一節
[00:08:17.000 --> 00:08:18.000]  又說是我的亮光
[00:08:18.000 --> 00:08:19.000]  是我的拯救
[00:08:19.000 --> 00:08:21.000]  我還怕誰呢
[00:08:21.000 --> 00:08:23.000]  又說是我生命的保障
[00:08:23.000 --> 00:08:25.000]  我還懼誰呢
[00:08:25.000 --> 00:08:27.000]  一開始詩人就宣告了
[00:08:27.000 --> 00:08:29.000]  三個神的屬性
[00:08:29.000 --> 00:08:30.000]  我的亮光
[00:08:30.000 --> 00:08:31.000]  我的拯救
[00:08:31.000 --> 00:08:33.000]  我生命的保障
[00:08:33.000 --> 00:08:35.000]  亮光給人一個感覺
[00:08:35.000 --> 00:08:38.000]  就是很自然會想起一些很正面的事
[00:08:38.000 --> 00:08:39.000]  很有活力
[00:08:39.000 --> 00:08:41.000]  有生命力的意思
[00:08:41.000 --> 00:08:43.000]  光亦都令人聯想到
[00:08:43.000 --> 00:08:46.000]  就是有一種神的引領在前路
[00:08:46.000 --> 00:08:49.000]  亦都好像一種保護的作用
[00:08:49.000 --> 00:08:51.000]  好像詩篇四十三篇三節這樣提到
[00:08:51.000 --> 00:08:54.000]  求你發出你的亮光和真實
[00:08:54.000 --> 00:08:55.000]  好引導我
[00:08:55.000 --> 00:08:57.000]  帶我去到你的聖山
[00:08:57.000 --> 00:08:59.000]  到你的聖所裡面
[00:08:59.000 --> 00:09:01.000]  光亦都給人一個感覺
[00:09:01.000 --> 00:09:04.000]  就是知道清楚周圍的環境
[00:09:04.000 --> 00:09:08.000]  不會怕有一些突如其來的襲擊
[00:09:08.000 --> 00:09:09.000]  拯救的意思是什麼呢
[00:09:09.000 --> 00:09:11.000]  就是人在患難裡面
[00:09:11.000 --> 00:09:16.000]  有人帶你來脫離那種困難的境況
[00:09:16.000 --> 00:09:17.000]  而生命的保障
[00:09:17.000 --> 00:09:20.000]  可以形容為是一個避難所
[00:09:20.000 --> 00:09:24.000]  是一個提供一個實質的安全地方
[00:09:24.000 --> 00:09:27.000]  詩人一開始就宣告神的稱謂
[00:09:27.000 --> 00:09:30.000]  給詩人一個盼望
[00:09:30.000 --> 00:09:33.000]  大衛一開始就宣告神的屬性
[00:09:33.000 --> 00:09:36.000]  他宣告神的屬性正正因為
[00:09:36.000 --> 00:09:39.000]  他是面對著他心中裡面的懼怕
[00:09:39.000 --> 00:09:43.000]  經文裡面提到他懼怕是誰呢
[00:09:43.000 --> 00:09:46.000]  那個誰是指誰呢
[00:09:46.000 --> 00:09:50.000]  我們要看回十五二紀上十八章七節
[00:09:50.000 --> 00:09:54.000]  因為大衛打死了菲利士人哥里亞
[00:09:54.000 --> 00:09:57.000]  民眾就開始為大衛高興起來了
[00:09:57.000 --> 00:10:00.000]  又跳舞又唱歌又打鼓去慶祝
[00:10:00.000 --> 00:10:02.000]  還說數羅殺死千千
[00:10:02.000 --> 00:10:03.000]  大衛殺死萬萬
[00:10:03.000 --> 00:10:05.000]  數羅聽到之後就發怒
[00:10:05.000 --> 00:10:08.000]  他不喜悅這件事
[00:10:08.000 --> 00:10:10.000]  然後經文裡面有提到
[00:10:10.000 --> 00:10:13.000]  有惡魔淋到在數羅身上
[00:10:13.000 --> 00:10:16.000]  然後耶和華就離開了數羅
[00:10:16.000 --> 00:10:20.000]  相反神喜愛大衛與他同在
[00:10:20.000 --> 00:10:21.000]  加上大衛的精明
[00:10:21.000 --> 00:10:24.000]  連以色列民都越來越喜愛他
[00:10:24.000 --> 00:10:27.000]  這件事使數羅開始懼怕大衛
[00:10:27.000 --> 00:10:30.000]  怕大衛去取奪了他的皇位
[00:10:30.000 --> 00:10:33.000]  但其實大衛沒有這個企圖
[00:10:33.000 --> 00:10:36.000]  只是數羅心胸狹窄
[00:10:36.000 --> 00:10:40.000]  妒忌大衛當他是一個頭號的敵人
[00:10:40.000 --> 00:10:44.000]  於是他就想要一個殺大衛的念頭
[00:10:44.000 --> 00:10:46.000]  由二十章開始
[00:10:46.000 --> 00:10:48.000]  他一次又一次追殺大衛
[00:10:48.000 --> 00:10:50.000]  而諷刺的是什麼呢
[00:10:50.000 --> 00:10:53.000]  就是數羅的兒子約拿丹喜愛大衛
[00:10:53.000 --> 00:10:55.000]  非常愛大衛
[00:10:55.000 --> 00:10:58.000]  還協助大衛離開數羅
[00:10:58.000 --> 00:11:01.000]  大衛由二十三歲開始逃離
[00:11:01.000 --> 00:11:04.000]  數羅的追殺到三十歲
[00:11:04.000 --> 00:11:07.000]  有一次大衛去祭司亞希米娜那裡
[00:11:07.000 --> 00:11:10.000]  希望亞希米娜可以為他提供食物
[00:11:10.000 --> 00:11:13.000]  以及一些武器刀槍
[00:11:13.000 --> 00:11:16.000]  亞希米娜就戰戰兢兢
[00:11:16.000 --> 00:11:18.000]  因為數羅下了一個命令
[00:11:18.000 --> 00:11:21.000]  就是講到哪一個去保護大衛
[00:11:21.000 --> 00:11:24.000]  收留大衛的就要人頭落地
[00:11:24.000 --> 00:11:28.000]  結果亞希米娜都為了大衛提供食物
[00:11:28.000 --> 00:11:32.000]  還為他提供了他殺死菲律師人的刀
[00:11:32.000 --> 00:11:35.000]  而他的結局是他和他的家人
[00:11:35.000 --> 00:11:37.000]  以及八十五個祭司
[00:11:37.000 --> 00:11:41.000]  都被數羅的命令下殺死
[00:11:41.000 --> 00:11:44.000]  大衛去到哪裡數羅就追到哪裡
[00:11:44.000 --> 00:11:45.000]  二十三章這樣講
[00:11:45.000 --> 00:11:47.000]  大衛逃到基依拉城
[00:11:47.000 --> 00:11:50.000]  數羅知道之後就招聚眾民
[00:11:50.000 --> 00:11:54.000]  要下去攻打基依拉城
[00:11:54.000 --> 00:11:56.000]  圍困大衛和跟隨的人
[00:11:56.000 --> 00:11:59.000]  當時跟隨大衛的有六百個百姓
[00:11:59.000 --> 00:12:01.000]  而跟隨數羅的是什麼人呢
[00:12:01.000 --> 00:12:03.000]  二十四章這樣講到
[00:12:03.000 --> 00:12:05.000]  就是數羅在以色列盟中間
[00:12:05.000 --> 00:12:07.000]  挑選三千個精兵
[00:12:07.000 --> 00:12:11.000]  率領他們往野洋的盤石去
[00:12:11.000 --> 00:12:13.000]  尋索大衛和跟隨的人
[00:12:13.000 --> 00:12:15.000]  這裡我們看到
[00:12:15.000 --> 00:12:18.000]  數羅的兵是大衛的五倍
[00:12:18.000 --> 00:12:22.000]  而跟隨大衛的只是一班百姓
[00:12:22.000 --> 00:12:25.000]  數羅那些全部都是精兵
[00:12:25.000 --> 00:12:28.000]  我們看回二十七章二節這樣講
[00:12:28.000 --> 00:12:31.000]  那坐過我的就是我的仇敵
[00:12:31.000 --> 00:12:35.000]  前來吃我肉的時候就半跌扑倒
[00:12:35.000 --> 00:12:37.000]  雖有軍隊安萍攻擊我
[00:12:37.000 --> 00:12:39.000]  我心也不害怕
[00:12:39.000 --> 00:12:41.000]  雖然興起戰爭攻擊我
[00:12:41.000 --> 00:12:44.000]  我仍夠安穩
[00:12:44.000 --> 00:12:47.000]  經文裡面形容仇敵是凶惡的
[00:12:47.000 --> 00:12:49.000]  是好像代表著黑暗的權勢
[00:12:49.000 --> 00:12:52.000]  一步一步地吞噬私人
[00:12:52.000 --> 00:12:55.000]  又形容仇敵的數量眾多
[00:12:55.000 --> 00:12:57.000]  在他四圍中駐守安萍
[00:12:57.000 --> 00:13:01.000]  隨時發起這個戰爭去攻擊他
[00:13:01.000 --> 00:13:02.000]  我們沒有打過仗
[00:13:02.000 --> 00:13:05.000]  我們可能不明白當中有多凶惡
[00:13:05.000 --> 00:13:07.000]  但是我們看到新聞
[00:13:07.000 --> 00:13:10.000]  知道戰爭的可怕
[00:13:10.000 --> 00:13:12.000]  面對這個處境裡面
[00:13:12.000 --> 00:13:13.000]  比著你
[00:13:13.000 --> 00:13:15.000]  你害怕嗎
[00:13:15.000 --> 00:13:18.000]  大衛面對這個必死的處境
[00:13:18.000 --> 00:13:20.000]  他的回應是什麼
[00:13:20.000 --> 00:13:23.000]  私人兩次強調就是他不畏懼
[00:13:23.000 --> 00:13:25.000]  沒有人能夠使他畏懼
[00:13:25.000 --> 00:13:27.000]  環境有多凶惡
[00:13:27.000 --> 00:13:29.000]  處境有多危險
[00:13:29.000 --> 00:13:32.000]  他也不害怕
[00:13:32.000 --> 00:13:35.000]  經歷了七年的被掃羅追殺
[00:13:35.000 --> 00:13:37.000]  不斷的追殺
[00:13:37.000 --> 00:13:41.000]  我懷疑大衛患有創傷後遺症
[00:13:41.000 --> 00:13:42.000]  PDSD
[00:13:42.000 --> 00:13:45.000]  創傷後遺症有什麼後果呢
[00:13:45.000 --> 00:13:49.000]  就是那些焦慮恐懼是必然的事
[00:13:49.000 --> 00:13:51.000]  我又再想
[00:13:51.000 --> 00:13:54.000]  其實恐懼是什麼
[00:13:54.000 --> 00:13:56.000]  是人生的防衛機制
[00:13:56.000 --> 00:13:59.000]  譬如你見到有危險
[00:13:59.000 --> 00:14:01.000]  有東西要掉下來
[00:14:01.000 --> 00:14:02.000]  你的反應是
[00:14:02.000 --> 00:14:03.000]  當然你會很害怕
[00:14:03.000 --> 00:14:05.000]  害怕也很正常
[00:14:05.000 --> 00:14:07.000]  因為你知道你再走前一步的時候
[00:14:07.000 --> 00:14:09.000]  你就會有危險
[00:14:09.000 --> 00:14:11.000]  你會避開它
[00:14:11.000 --> 00:14:12.000]  所以我想到
[00:14:12.000 --> 00:14:14.000]  恐懼本身不是錯
[00:14:14.000 --> 00:14:16.000]  也不是一個懦弱的表現
[00:14:16.000 --> 00:14:18.000]  是一個危機的意識
[00:14:18.000 --> 00:14:20.000]  但是怎樣去面對恐懼
[00:14:20.000 --> 00:14:24.000]  怎樣去回應恐懼是我們要知道的
[00:14:24.000 --> 00:14:26.000]  拋下書包
[00:14:26.000 --> 00:14:29.000]  DSM-5 有沒有人知道是什麼
[00:14:29.000 --> 00:14:34.000]  精神病診斷和統計手冊
[00:14:34.000 --> 00:14:35.000]  就是這樣說
[00:14:35.000 --> 00:14:38.000]  它說患有創傷後遺的人
[00:14:38.000 --> 00:14:40.000]  怎樣去治療比較好呢
[00:14:40.000 --> 00:14:43.000]  就是心理治療是很重要的
[00:14:43.000 --> 00:14:48.000]  這個心理治療是幫助這些患有創傷後遺症的人
[00:14:48.000 --> 00:14:51.000]  減低他們出現的危機性
[00:14:51.000 --> 00:14:53.000]  到底是什麼原因
[00:14:53.000 --> 00:14:56.000]  令到大衛不能夠不害怕
[00:14:56.000 --> 00:14:58.000]  也能夠在當中有安穩呢
[00:14:58.000 --> 00:15:00.000]  答案在第五節
[00:15:00.000 --> 00:15:02.000]  我們一起看看
[00:15:02.000 --> 00:15:04.000]  第五節這樣說
[00:15:04.000 --> 00:15:07.000]  因為我遭遇患難
[00:15:07.000 --> 00:15:13.000]  祂必將我隱藏在祂的帳幕裡
[00:15:13.000 --> 00:15:16.000]  把我藏在祂的帳幕的隱密處
[00:15:16.000 --> 00:15:20.000]  將我高舉在盤石上面
[00:15:20.000 --> 00:15:24.000]  神將大衛隱藏在祂的帳幕裡
[00:15:24.000 --> 00:15:26.000]  我們要問
[00:15:26.000 --> 00:15:30.000]  到底是否因為神的帳幕是特別強的呢
[00:15:30.000 --> 00:15:33.000]  難道這個帳幕有攻擊力的能力
[00:15:33.000 --> 00:15:35.000]  難道這個帳幕可以擊退敵人
[00:15:35.000 --> 00:15:38.000]  還是這個帳幕是一個超堅固
[00:15:38.000 --> 00:15:42.000]  可以抵擋敵人的攻擊的一個帳幕呢
[00:15:42.000 --> 00:15:43.000]  我們要知道
[00:15:43.000 --> 00:15:46.000]  在大衛敬拜神的帳幕裡
[00:15:46.000 --> 00:15:49.000]  其實這個帳幕是一個能夠移動的帳幕
[00:15:49.000 --> 00:15:51.000]  相信要移動的話
[00:15:51.000 --> 00:15:54.000]  這個結構一定不會複雜
[00:15:54.000 --> 00:15:58.000]  根據舊約裡面所說的帳幕是怎麼做出來的呢
