
[00:00:00.000 --> 00:00:01.440]  各位大興節目好
[00:02:46.040 --> 00:02:50.040]  正如保羅在《羅馬書》第四章提到
[00:02:50.040 --> 00:02:53.680]  他說耶穌被出賣是為我們過犯
[00:02:53.680 --> 00:02:57.000]  祂的復活是叫我們清義
[00:02:57.000 --> 00:02:58.400]  因為很重要的一個真理
[00:02:58.400 --> 00:02:59.640]  如果沒有復活
[00:02:59.640 --> 00:03:04.040]  我們仍然在罪惡裡面去死亡
[00:03:04.040 --> 00:03:06.240]  今天我們復活節的時候
[00:03:06.240 --> 00:03:08.320]  我們紀念主要復活
[00:03:08.320 --> 00:03:09.360]  有時候我們都想想
[00:03:09.360 --> 00:03:11.760]  會不會我們都當做
[00:03:11.760 --> 00:03:18.440]  這是我們頭腦上一個教條裡面的一個認信
[00:03:18.440 --> 00:03:23.040]  而還是主的復活帶給我們生命裡面
[00:03:23.040 --> 00:03:26.120]  一個很大的一個真正的意義
[00:03:26.120 --> 00:03:29.320]  是影響著我們怎樣行事為人呢
[00:03:29.320 --> 00:03:31.520]  盼望今天我們看這段經文
[00:03:31.520 --> 00:03:35.680]  是讓《福音》第20章19節至到31節
[00:03:35.680 --> 00:03:38.720]  提到主向門徒顯現
[00:03:38.720 --> 00:03:40.920]  他帶給他們很重要的意義
[00:03:40.920 --> 00:03:45.320]  或者你和我今天再思考這段經文
[00:03:45.320 --> 00:03:50.320]  或者我們看20章19節這段經文
[00:03:50.320 --> 00:03:52.040]  但是之前第1章
[00:03:52.040 --> 00:03:54.200]  即是20章第1節已經說
[00:03:54.200 --> 00:03:58.160]  他說7天的第一天的清早
[00:03:58.160 --> 00:03:59.640]  天環黑的時候
[00:03:59.640 --> 00:04:02.600]  穆大拉的瑪利亞來到墳墓
[00:04:02.600 --> 00:04:07.080]  看到石頭從墳墓已經挪開了
[00:04:07.080 --> 00:04:09.160]  然後《聖經》的記載
[00:04:09.160 --> 00:04:11.840]  他見到復活的主
[00:04:11.840 --> 00:04:13.240]  非常之興奮
[00:04:13.240 --> 00:04:17.040]  然後回去告訴門徒
[00:04:17.040 --> 00:04:20.240]  我已經看見了主
[00:04:20.240 --> 00:04:21.240]  這個很罪惡
[00:04:21.240 --> 00:04:23.520]  如果在其他的福音書裡記載
[00:04:23.520 --> 00:04:24.920]  譬如《馬帝福音》
[00:04:24.920 --> 00:04:26.920]  除了穆大拉的瑪利亞
[00:04:26.920 --> 00:04:28.520]  還有其他的父女
[00:04:28.520 --> 00:04:30.440]  如果我們再看《老家福音》
[00:04:30.440 --> 00:04:31.480]  在當天
[00:04:31.480 --> 00:04:33.920]  在主日的時候
[00:04:33.920 --> 00:04:37.080]  有兩個門徒去二曼五師的路上
[00:04:37.080 --> 00:04:40.040]  又見到復活的主
[00:04:40.040 --> 00:04:42.000]  當他們見到復活的主
[00:04:42.000 --> 00:04:43.960]  他就不再去二曼五師的路
[00:04:43.960 --> 00:04:46.240]  他就回到耶路撒冷那裡
[00:04:46.240 --> 00:04:48.400]  很興奮地告訴人
[00:04:48.400 --> 00:04:51.480]  然後不僅他們見過
[00:04:51.480 --> 00:04:54.760]  當他見到門徒在這裡聚會的時候
[00:04:54.760 --> 00:04:56.760]  那些門徒就彼此很雀躍
[00:04:56.760 --> 00:04:59.320]  主果然復活了
[00:04:59.320 --> 00:05:03.720]  就顯給彼得看到
[00:05:03.720 --> 00:05:06.240]  就是說這些情況就是
[00:05:06.240 --> 00:05:07.520]  現在去到這裡
[00:05:07.520 --> 00:05:08.600]  就是那一天
[00:05:08.600 --> 00:05:12.120]  這裡我們十九節說那一天就是七天的第一天
[00:05:12.120 --> 00:05:13.040]  晚上
[00:05:13.040 --> 00:05:15.320]  在這裡叫晚上發生
[00:05:15.320 --> 00:05:19.080]  主的復活在這一天
[00:05:19.080 --> 00:05:21.680]  在他復活很多的出現
[00:05:21.680 --> 00:05:24.640]  帶來給信徒很多的盼望
[00:05:24.640 --> 00:05:26.280]  以至於我們今天的崇拜
[00:05:26.280 --> 00:05:28.120]  我們以星期天
[00:05:28.120 --> 00:05:29.440]  第一天為主
[00:05:29.440 --> 00:05:31.680]  就跟舊約的安息日
[00:05:31.680 --> 00:05:33.920]  星期六的很不同
[00:05:33.920 --> 00:05:34.800]  主復活了
[00:05:34.800 --> 00:05:36.400]  帶來一個新的時代
[00:05:36.400 --> 00:05:38.440]  所以我們今天教的傳統
[00:05:38.440 --> 00:05:39.920]  都用了主日
[00:05:39.920 --> 00:05:42.680]  而這個名稱在啟示錄更加是說
[00:05:42.680 --> 00:05:43.720]  在主日
[00:05:43.720 --> 00:05:48.120]  是小路約翰見到主的異象
[00:05:48.120 --> 00:05:51.480]  這裡說到晚上幾點鐘
[00:05:51.480 --> 00:05:53.520]  如果仍然是主日
[00:05:53.520 --> 00:05:57.520]  仍然是星期日發生的時候
[00:05:57.520 --> 00:06:02.680]  猶太人以黃昏的六點鐘為一天的開始
[00:06:02.680 --> 00:06:04.800]  如果仍然是星期日
[00:06:04.800 --> 00:06:05.880]  就是說主日
[00:06:05.880 --> 00:06:07.800]  應該就未到六點鐘
[00:06:07.800 --> 00:06:09.840]  接近六點鐘的時候
[00:06:09.840 --> 00:06:13.120]  這時候他們怎樣呢
[00:06:13.120 --> 00:06:14.200]  這裡敘述
[00:06:14.200 --> 00:06:16.960]  第十九節就說
[00:06:16.960 --> 00:06:18.320]  這位復活的主
[00:06:18.320 --> 00:06:23.240]  帶給我們先看十九節到二十三節
[00:06:23.240 --> 00:06:25.440]  會看到復活的主
[00:06:25.440 --> 00:06:29.200]  最重要的一個是給人有平安
[00:06:29.200 --> 00:06:30.160]  給人有盼望
[00:06:30.160 --> 00:06:31.120]  有喜樂
[00:06:31.120 --> 00:06:32.120]  我們看看這裡
[00:06:32.120 --> 00:06:34.960]  因為門徒因怕猶太人
[00:06:34.960 --> 00:06:39.920]  所以所在的地方門都關了
[00:06:39.920 --> 00:06:41.120]  關了門
[00:06:41.120 --> 00:06:44.440]  很怕有些人去捉他們
[00:06:44.440 --> 00:06:47.400]  我們知道他們都有很大的危機
[00:06:47.400 --> 00:06:49.280]  耶穌都被釘死
[00:06:49.280 --> 00:06:52.240]  然後門徒都可能被捉
[00:06:52.240 --> 00:06:54.800]  甚至乎是有生命的危險
[00:06:54.800 --> 00:06:58.120]  所以在一個很驚慌的情況下
[00:06:58.120 --> 00:06:59.680]  而這個時候就說
[00:06:59.680 --> 00:07:02.320]  耶穌來站在當中
[00:07:02.320 --> 00:07:03.680]  突然間這樣
[00:07:03.680 --> 00:07:06.360]  他們敬文沒有記載
[00:07:06.360 --> 00:07:07.320]  他們開門
[00:07:07.320 --> 00:07:09.000]  耶穌敲門
[00:07:09.000 --> 00:07:10.200]  很明顯是一個
[00:07:10.200 --> 00:07:11.760]  耶穌復活的身體
[00:07:11.760 --> 00:07:14.960]  是穿過這些實物
[00:07:14.960 --> 00:07:16.800]  來到他們當中
[00:07:16.800 --> 00:07:18.720]  如果你未見過復活的主
[00:07:18.720 --> 00:07:20.000]  都很害怕
[00:07:20.000 --> 00:07:22.800]  突然間有一個這樣的人物
[00:07:22.800 --> 00:07:24.160]  就來到
[00:07:24.160 --> 00:07:27.320]  這個就像耶穌復活在墳墓池
[00:07:27.320 --> 00:07:28.880]  因為在墳墓裡
[00:07:28.880 --> 00:07:31.000]  門徒看到
[00:07:31.000 --> 00:07:32.520]  主耶穌的果頭巾
[00:07:32.520 --> 00:07:34.640]  主耶穌的果頭巾仍然是捲著的
[00:07:34.640 --> 00:07:37.640]  如果祂真的要走出來
[00:07:37.640 --> 00:07:39.200]  祂要把所有東西都撕掉
[00:07:39.200 --> 00:07:42.960]  把所有細麻布都撕掉
[00:07:42.960 --> 00:07:44.120]  但是這樣很明顯
[00:07:44.120 --> 00:07:45.440]  耶穌基督的身體
[00:07:45.440 --> 00:07:47.680]  是好像穿過物質那樣
[00:07:47.680 --> 00:07:49.680]  當然是穿過墳墓
[00:07:49.680 --> 00:07:52.160]  而墳墓的石頭拿開
[00:07:52.160 --> 00:07:53.240]  不是要拿開
[00:07:53.240 --> 00:07:54.680]  然後耶穌基督走出去
[00:07:54.680 --> 00:07:55.240]  不是
[00:07:55.240 --> 00:07:56.240]  要讓人知道
[00:07:56.240 --> 00:07:57.560]  耶穌基督已經復活了
[00:07:57.560 --> 00:08:00.760]  讓人看到這個墳墓是空的
[00:08:00.760 --> 00:08:02.800]  這樣的情況
[00:08:02.800 --> 00:08:04.160]  來到的時候
[00:08:04.160 --> 00:08:05.160]  主第一句話
[00:08:05.160 --> 00:08:05.960]  對他們說
[00:08:05.960 --> 00:08:08.040]  願你們平安
[00:08:08.040 --> 00:08:09.840]  願你們平安
[00:08:09.840 --> 00:08:12.200]  一般在猶太人的禮儀裡面
[00:08:12.200 --> 00:08:13.880]  就好像說我們打招呼
[00:08:13.880 --> 00:08:14.480]  早晨
[00:08:14.480 --> 00:08:16.200]  或者都會說願你平安
[00:08:16.200 --> 00:08:17.040]  但是我很深信
[00:08:17.040 --> 00:08:18.200]  這裡的經文
[00:08:18.200 --> 00:08:19.200]  如果你看
[00:08:19.200 --> 00:08:22.760]  先後耶穌說了三次
[00:08:22.760 --> 00:08:24.320]  很明顯是特別強調
[00:08:24.320 --> 00:08:25.560]  這種平安
[00:08:25.560 --> 00:08:28.560]  是要祂們主所賜的平安給祂們
[00:08:28.560 --> 00:08:30.360]  在之前的篇幅
[00:08:30.360 --> 00:08:31.560]  主耶穌提過
[00:08:31.560 --> 00:08:34.080]  祂賜平安給門徒
[00:08:34.080 --> 00:08:36.040]  這個平安
[00:08:36.040 --> 00:08:38.240]  更加在主耶穌的復活裡面
[00:08:38.240 --> 00:08:40.480]  更加能夠體驗得到
[00:08:40.480 --> 00:08:41.720]  在十四章
[00:08:41.720 --> 00:08:43.080]  第二十七節
[00:08:43.080 --> 00:08:43.760]  主耶穌說
[00:08:43.760 --> 00:08:45.480]  當祂臨離開
[00:08:45.480 --> 00:08:47.520]  要釘十字架的時候
[00:08:47.520 --> 00:08:48.960]  祂和門徒這樣去
[00:08:48.960 --> 00:08:50.440]  給他們一些安慰
[00:08:50.440 --> 00:08:52.720]  祂說我留下平安給你們
[00:08:52.720 --> 00:08:54.840]  我保祐你們平安賜給你們
[00:08:54.840 --> 00:08:56.200]  我所賜給你們的
[00:08:56.200 --> 00:08:58.280]  不像世人所賜的
[00:08:58.280 --> 00:09:01.200]  你們心裡不要憂愁
[00:09:01.200 --> 00:09:02.840]  也不要膽怯
[00:09:02.840 --> 00:09:05.680]  主的平安和世人所賜的不同
[00:09:05.680 --> 00:09:07.400]  世人的平安
[00:09:07.400 --> 00:09:09.160]  就是風調雨順
[00:09:09.160 --> 00:09:10.960]  順風順水
[00:09:10.960 --> 00:09:14.480]  賺錢賺得多
[00:09:14.480 --> 00:09:16.160]  這樣就平安
[00:09:16.160 --> 00:09:17.760]  但是神的平安不是這樣
[00:09:17.760 --> 00:09:19.160]  祂說將我的平安
[00:09:19.160 --> 00:09:21.440]  耶穌將要面對十字架
[00:09:21.440 --> 00:09:23.200]  祂有那份平安
[00:09:23.200 --> 00:09:26.080]  是超越環境的
[00:09:26.080 --> 00:09:27.400]  還有這種平安
[00:09:27.400 --> 00:09:28.600]  為什麼能夠超越環境呢
[00:09:28.600 --> 00:09:31.920]  就是因為與神有很密切的關係
[00:09:31.920 --> 00:09:33.400]  與神有和好
[00:09:33.400 --> 00:09:35.600]  裡面內心得著平安
[00:09:35.600 --> 00:09:38.360]  與人之間也有一個平安
[00:09:38.360 --> 00:09:40.040]  一個人能夠這樣
[00:09:40.040 --> 00:09:43.240]  真的能夠很坦蕩蕩的過生活
[00:09:43.240 --> 00:09:45.120]  滿有平安
[00:09:45.120 --> 00:09:46.880]  主耶穌就是這樣
[00:09:46.880 --> 00:09:50.120]  更加在第十六章
[00:09:50.120 --> 00:09:51.640]  一個最尾的一個段落
[00:09:51.640 --> 00:09:55.000]  主耶穌說了很多的真理
[00:09:55.000 --> 00:09:57.720]  說祂要去到庫那裡
[00:09:57.720 --> 00:10:00.400]  然後你們將來會再見我
[00:10:00.400 --> 00:10:03.040]  這些論述的時候
[00:10:03.040 --> 00:10:04.280]  為什麼祂這樣說呢
[00:10:04.280 --> 00:10:08.200]  所以在第十六章最後這樣說
[00:10:08.200 --> 00:10:09.960]  我對你們說了這些話
[00:10:09.960 --> 00:10:13.560]  是要使你們在我裡面有平安
[00:10:13.560 --> 00:10:15.720]  在世上你們有苦難
[00:10:15.720 --> 00:10:17.880]  但你們要有勇氣
[00:10:17.880 --> 00:10:20.440]  我已經勝過世界
[00:10:20.440 --> 00:10:22.680]  這個世界就是死拳殺彈
[00:10:22.680 --> 00:10:25.000]  要將它置諸死地
[00:10:25.000 --> 00:10:25.880]  要罪惡
[00:10:25.880 --> 00:10:29.200]  要掌管這個世界
[00:10:29.200 --> 00:10:31.920]  但是耶穌基督說勝過了
[00:10:31.920 --> 00:10:33.920]  就是祂要上十字架
[00:10:33.920 --> 00:10:36.800]  勝過這些一切
[00:10:36.800 --> 00:10:40.600]  所以主耶穌給的平安是超越環境
[00:10:40.600 --> 00:10:42.120]  不單止是這樣
[00:10:42.120 --> 00:10:45.760]  這個復活的見證才真正能夠看到
[00:10:45.760 --> 00:10:48.160]  是主耶穌基督復活了
[00:10:48.160 --> 00:10:49.200]  這個平安很大
[00:10:49.200 --> 00:10:50.280]  你看看主耶穌怎樣呢
[00:10:50.280 --> 00:10:52.760]  隨手這樣撞
[00:10:52.760 --> 00:10:54.920]  這樣做這些
[00:10:54.920 --> 00:10:58.040]  將祂的手和肋膀給他們看
[00:10:58.040 --> 00:10:59.120]  門徒一看
[00:10:59.120 --> 00:11:01.000]  見主就起來了
[00:11:01.000 --> 00:11:04.680]  是一個很大的對比
[00:11:04.680 --> 00:11:05.360]  很害怕
[00:11:05.360 --> 00:11:07.640]  去到很開心
[00:11:07.640 --> 00:11:11.280]  為什麼主耶穌要這樣給他們看
[00:11:11.280 --> 00:11:13.880]  看看祂的手這些呢
[00:11:13.880 --> 00:11:16.040]  很明顯有一個傷痕在裡面
[00:11:16.040 --> 00:11:18.840]  讓他們知道這是真正的那位
[00:11:18.840 --> 00:11:21.800]  是被釘十字架的那位耶穌基督
[00:11:21.800 --> 00:11:24.280]  並且現在來到他們面前
[00:11:24.280 --> 00:11:25.320]  這位主
[00:11:25.320 --> 00:11:27.080]  是真的經歷過死亡
[00:11:27.080 --> 00:11:29.440]  並且有復活的大能
[00:11:29.440 --> 00:11:31.240]  現在在他們面前顯現
[00:11:31.240 --> 00:11:34.400]  這個真是莫大的平安
[00:11:34.400 --> 00:11:36.720]  超越環境
[00:11:36.720 --> 00:11:37.720]  我想還有
[00:11:37.720 --> 00:11:40.360]  如果你是當時的門徒
[00:11:40.360 --> 00:11:42.560]  我不知道你會看到耶穌基督這樣
[00:11:42.560 --> 00:11:46.760]  其實那些傷痕很大的創傷
[00:11:46.760 --> 00:11:48.440]  不是很好看的
[00:11:48.440 --> 00:11:51.120]  有沒有時候有些人給你看看那些疤痕呢
[00:11:51.120 --> 00:11:51.960]  很少給人看
[00:11:51.960 --> 00:11:53.880]  你想藏起來
[00:11:53.880 --> 00:11:57.400]  現在還有一點難為情
[00:11:57.400 --> 00:11:58.760]  主耶穌叫你去想想
[00:11:58.760 --> 00:12:01.080]  主老師的身份
[00:12:01.080 --> 00:12:02.760]  將她的衣服撕開
[00:12:02.760 --> 00:12:04.760]  給你看看
[00:12:04.760 --> 00:12:07.240]  其實這個
[00:12:07.240 --> 00:12:10.040]  大主耶穌一點也不介意
[00:12:10.040 --> 00:12:11.080]  在這個情況
[00:12:11.080 --> 00:12:12.440]  主耶穌只有一個心意
[00:12:12.440 --> 00:12:13.480]  就是說
[00:12:13.480 --> 00:12:15.160]  我就是那個復活的主
[00:12:15.160 --> 00:12:16.200]  你們就相信我吧
[00:12:16.200 --> 00:12:17.640]  有這個平安
[00:12:17.640 --> 00:12:21.080]  我想門徒看到這個這樣的景況
[00:12:21.080 --> 00:12:23.960]  很深深感受到主對他們的愛
[00:12:23.960 --> 00:12:26.040]  因為這些創傷
[00:12:26.040 --> 00:12:28.120]  只是為他們而上
[00:12:28.120 --> 00:12:30.440]  將人的罪
[00:12:30.440 --> 00:12:32.360]  羞辱的標記
[00:12:32.360 --> 00:12:34.040]  釘在十字架上
[00:12:34.040 --> 00:12:35.200]  毫不保留
[00:12:35.200 --> 00:12:36.120]  願意承擔
[00:12:36.120 --> 00:12:37.480]  並且現在
[00:12:37.480 --> 00:12:38.200]  你看看
[00:12:38.200 --> 00:12:39.840]  我成就了
[00:12:39.840 --> 00:12:41.880]  我不知道在我們的生活裡面
[00:12:41.880 --> 00:12:43.160]  有些人為我們
[00:12:43.160 --> 00:12:45.680]  做了一些好事
[00:12:45.680 --> 00:12:48.000]  他付出了很大的代價
[00:12:48.000 --> 00:12:50.080]  有些可能是
[00:12:50.080 --> 00:12:53.480]  一些身體病患要照顧
[00:12:53.480 --> 00:12:55.920]  很多時候會弄傷自己
[00:12:55.920 --> 00:12:58.480]  因為太過關心對方
[00:12:58.480 --> 00:13:00.800]  如果你看到一個服侍你的人
[00:13:00.800 --> 00:13:02.920]  他這裡又痛
[00:13:02.920 --> 00:13:04.760]  那裡又痛
[00:13:04.760 --> 00:13:06.760]  你會很感動
[00:13:06.760 --> 00:13:08.160]  耶穌就是這樣
[00:13:08.160 --> 00:13:12.160]  讓他看到這些傷痕
[00:13:12.160 --> 00:13:13.960]  整件事我們看到
[00:13:13.960 --> 00:13:16.720]  有平安又喜樂
[00:13:16.720 --> 00:13:17.800]  門徒很患難
[00:13:17.800 --> 00:13:19.720]  看到耶穌基督是一個
[00:13:19.720 --> 00:13:20.720]  被釘十字架
[00:13:20.720 --> 00:13:22.680]  而他們也有危險的時候
[00:13:22.680 --> 00:13:25.200]  在一個很黑暗的時候
[00:13:25.200 --> 00:13:26.800]  但他看到父的主
[00:13:26.800 --> 00:13:28.080]  原來在當中
[00:13:28.080 --> 00:13:30.840]  神在做奇妙的工作
[00:13:30.840 --> 00:13:34.560]  使耶穌基督從死裡面復活的大能
[00:13:34.560 --> 00:13:35.560]  我相信沒有一件事
[00:13:35.560 --> 00:13:37.240]  大得過這個神蹟
[00:13:37.240 --> 00:13:38.760]  大得過這個作為
[00:13:38.760 --> 00:13:41.960]  神在很黑暗的時候
[00:13:41.960 --> 00:13:43.840]  作成了他的功
[00:13:43.840 --> 00:13:44.880]  或許我們的生活
[00:13:44.880 --> 00:13:47.800]  也可能是很艱難的時候
[00:13:47.800 --> 00:13:48.760]  或許我們覺得
[00:13:48.760 --> 00:13:50.200]  這是什麼時代
[00:13:50.200 --> 00:13:52.320]  為什麼會這樣
[00:13:52.320 --> 00:13:53.200]  我們也會覺得
[00:13:53.200 --> 00:13:54.480]  這個世界好像失控一樣
[00:13:54.480 --> 00:13:56.040]  或者我們經歷的事情
[00:13:56.040 --> 00:13:58.880]  為什麼會這樣發生
[00:13:58.880 --> 00:14:00.680]  但是復活的主
[00:14:00.680 --> 00:14:02.800]  當日掌權
[00:14:02.800 --> 00:14:04.400]  今天一樣
[00:14:04.400 --> 00:14:07.720]  不會有例外
[00:14:07.720 --> 00:14:09.120]  最近有一位弟兄
[00:14:09.120 --> 00:14:10.280]  和我分享一件事情
[00:14:10.280 --> 00:14:11.480]  他說我很擔心
[00:14:11.480 --> 00:14:12.760]  我很害怕
[00:14:12.760 --> 00:14:13.480]  原因是什麼呢
[00:14:13.480 --> 00:14:14.360]  我害怕失去工作
[00:14:14.360 --> 00:14:17.680]  他在酒樓裡做事
[00:14:17.680 --> 00:14:20.920]  他說現在酒樓傳出一個風聲
[00:14:20.920 --> 00:14:24.360]  說可能要去解僱一些人
[00:14:24.360 --> 00:14:26.720]  因為現在謀事的人很多
[00:14:26.720 --> 00:14:28.920]  找工作的人很多
[00:14:28.920 --> 00:14:30.920]  但是現在經濟越來越差
[00:14:30.920 --> 00:14:33.880]  很多的酒樓都做不下去
[00:14:33.880 --> 00:14:36.080]  我這份工作很難保得住
[00:14:36.080 --> 00:14:36.960]  不過他說
[00:14:36.960 --> 00:14:39.680]  我上一級的那個
[00:14:39.680 --> 00:14:42.560]  他說你應該不用怕的
[00:14:42.560 --> 00:14:44.440]  因為我會保住你
[00:14:44.440 --> 00:14:46.960]  雖然有這個人這樣保住
[00:14:46.960 --> 00:14:48.200]  但是始終很害怕
[00:14:48.200 --> 00:14:49.320]  每次想起的時候
[00:14:49.320 --> 00:14:52.040]  他的心裡有一種很大的壓力
[00:14:52.040 --> 00:14:54.240]  抓住我
[00:14:54.240 --> 00:14:56.280]  我很明白他的心情
[00:14:56.280 --> 00:14:58.440]  很真實的一個處境
[00:14:58.440 --> 00:15:00.720]  我也鼓勵他
[00:15:00.720 --> 00:15:01.800]  我說沒錯
[00:15:01.800 --> 00:15:03.440]  環境是艱難的
[00:15:03.440 --> 00:15:05.760]  不過神仍然掌管
[00:15:05.760 --> 00:15:07.640]  你把這件事情交給神
[00:15:07.640 --> 00:15:10.000]  你的工作能不能保住
[00:15:10.000 --> 00:15:11.920]  我相信神有安排的
[00:15:11.920 --> 00:15:14.960]  你只管做你自己能做到的事情
[00:15:14.960 --> 00:15:16.640]  交託給神
[00:15:16.640 --> 00:15:19.680]  這個弟兄之後就告訴我
[00:15:19.680 --> 00:15:20.320]  是的
[00:15:20.320 --> 00:15:24.880]  這個想法給了我內心有平安
[00:15:24.880 --> 00:15:26.400]  富貴主帶來平安
[00:15:26.400 --> 00:15:27.520]  第一個
[00:15:27.520 --> 00:15:29.280]  第二
[00:15:29.280 --> 00:15:32.320]  主耶穌除了給人平安奚落
[00:15:32.320 --> 00:15:33.920]  是給人有使命
[00:15:33.920 --> 00:15:36.880]  接著我們再看
[00:15:36.880 --> 00:15:38.160]  第二十一節
[00:15:38.160 --> 00:15:42.720]  「於是耶穌又對他們說,願你們平安」
[00:15:42.720 --> 00:15:44.280]  再說一次
[00:15:44.280 --> 00:15:47.080]  這個平安能夠使你們有使命
[00:15:47.080 --> 00:15:48.520]  繼續往前走
[00:15:48.520 --> 00:15:53.400]  他說「父怎樣差遣了我,我也照樣差遣你們」
[00:15:53.400 --> 00:15:56.720]  耶穌已經被父神所差遣
[00:15:56.720 --> 00:15:58.760]  完成了救贖的工作
[00:15:58.760 --> 00:16:01.280]  說這個美好的成果
[00:16:01.280 --> 00:16:02.080]  是要繼續
[00:16:02.080 --> 00:16:04.240]  祂將要去到父那裡去了
[00:16:04.240 --> 00:16:10.240]  所以將這個這麼大的福音的好消息
[00:16:10.240 --> 00:16:15.360]  讓門徒繼續傳出去
[00:16:15.360 --> 00:16:17.280]  這個工作一點都不容易
[00:16:17.280 --> 00:16:19.880]  你看當時都快要躲起來了
[00:16:19.880 --> 00:16:22.240]  生命都有危險
[00:16:22.240 --> 00:16:24.480]  但是主耶穌就說
[00:16:24.480 --> 00:16:26.080]  你要做這個使命
[00:16:26.080 --> 00:16:28.640]  當然主有安慰
[00:16:28.640 --> 00:16:29.920]  主有鼓勵
[00:16:29.920 --> 00:16:31.520]  二十二節馬上就說
[00:16:31.520 --> 00:16:37.840]  「說了者說,他向他們吹了一口氣說,領受聖靈吧」
