
[00:00:00.000 --> 00:00:04.500]  在今天的訊息中,我會從三方面去看這個大喜的訊息
[00:03:15.400 --> 00:03:18.400]  以色列王大衛出身的地方
[00:03:19.400 --> 00:03:22.800]  這個距離一個健康的人走也要走四至五天
[00:03:22.800 --> 00:03:25.200]  瑪利亞身懷重任
[00:03:25.200 --> 00:03:27.600]  就算有勞區逮捕
[00:03:27.600 --> 00:03:29.300]  最快也要十幾天
[00:03:29.300 --> 00:03:32.300]  這是一個非常困難的路途
[00:03:32.300 --> 00:03:33.700]  不僅如此
[00:03:33.700 --> 00:03:35.900]  她去到百里行的時候
[00:03:35.900 --> 00:03:38.600]  瑪利亞懷孕生了嬰兒
[00:03:38.600 --> 00:03:41.900]  但是那時候很多人回來登記
[00:03:41.900 --> 00:03:45.200]  他們找不到生孩子的房間
[00:03:46.000 --> 00:03:49.000]  後來只能夠去一個毫無遮蔽的
[00:03:49.000 --> 00:03:54.200]  以及極不衛生的馬祖裡面生下了嬰孩
[00:03:54.200 --> 00:03:57.000]  在這短短幾句的經歷裡面
[00:03:57.000 --> 00:03:59.000]  告訴我們當時的背景
[00:03:59.000 --> 00:04:02.900]  當時以色列人是活在一個非常殘暴的政權裡面
[00:04:02.900 --> 00:04:04.700]  他們沒有自己的國家
[00:04:04.700 --> 00:04:08.100]  被羅馬帝國統治和欺凌
[00:04:08.100 --> 00:04:10.300]  在這個環境之下
[00:04:10.300 --> 00:04:12.200]  人是活著
[00:04:12.200 --> 00:04:14.400]  活在這個捆綁之中
[00:04:15.800 --> 00:04:16.300]  所以
[00:04:16.300 --> 00:04:18.600]  這個喜訊來到的時候的背景
[00:04:18.600 --> 00:04:20.400]  就是捆綁之中
[00:04:20.400 --> 00:04:22.700]  那麼這個喜訊是什麼呢
[00:04:22.700 --> 00:04:24.800]  我們一起讀接著的經文
[00:04:24.800 --> 00:04:28.900]  在百里行的夜外有牧羊人
[00:04:28.900 --> 00:04:31.700]  夜間值班看守羊群
[00:04:31.700 --> 00:04:35.200]  有主的一個使者站在他們旁邊
[00:04:35.200 --> 00:04:38.200]  主的榮光四面照著他們
[00:04:38.200 --> 00:04:40.400]  牧羊人就很懼怕
[00:04:40.400 --> 00:04:44.200]  這個喜訊是由一個主的使者就是天使
[00:04:44.700 --> 00:04:47.100]  告訴野對女的牧羊人
[00:04:47.100 --> 00:04:51.700]  牧羊人是當時社會裡面差不多最低下的階層
[00:04:51.700 --> 00:04:53.500]  他們沒有什麼知識
[00:04:53.500 --> 00:04:55.800]  社會地位財產等等
[00:04:55.800 --> 00:04:59.200]  他們最主要的工作是看守羊群
[00:04:59.200 --> 00:05:01.800]  甚至他們晚上也要當值
[00:05:01.800 --> 00:05:04.800]  天使突然間顯現
[00:05:04.800 --> 00:05:06.200]  在他們旁邊
[00:05:06.200 --> 00:05:08.200]  使他們非常害怕
[00:05:08.200 --> 00:05:10.100]  天使跟他們說什麼呢
[00:05:10.100 --> 00:05:10.900]  我們繼續讀
[00:05:10.900 --> 00:05:13.700]  天使對他們說
[00:05:14.100 --> 00:05:15.000]  「不要懼怕」
[00:05:15.000 --> 00:05:18.300]  「看啊,因為我報給你們大的訊息」
[00:05:18.300 --> 00:05:20.300]  「是關乎萬民的」
[00:05:20.300 --> 00:05:22.800]  「因為今天在大衛的城裡」
[00:05:22.800 --> 00:05:24.900]  「為你們生了救主」
[00:05:24.900 --> 00:05:26.300]  「就是主基督」
[00:05:26.300 --> 00:05:28.500]  「你不要看見一個嬰孩」
[00:05:28.500 --> 00:05:29.600]  「包著布」
[00:05:29.600 --> 00:05:31.000]  「過在馬槽裡」
[00:05:31.000 --> 00:05:33.500]  「那就是給你們的記號」
[00:05:33.500 --> 00:05:37.000]  忽然有一大隊天兵
[00:05:37.000 --> 00:05:39.300]  和那天使和特美神說
[00:05:39.300 --> 00:05:42.200]  在至高之處榮耀歸於神
[00:05:42.200 --> 00:05:44.000]  在地上平安
[00:05:44.300 --> 00:05:46.000]  歸他所豈予的人
[00:05:46.000 --> 00:05:51.300]  天使向牧人宣告的是一個大氣的訊息
[00:05:51.300 --> 00:05:53.600]  這個喜訊是什麼呢
[00:05:53.600 --> 00:05:55.100]  第一是關乎萬民
[00:05:55.100 --> 00:05:56.800]  怎樣才算是關乎萬民呢
[00:05:56.800 --> 00:05:59.500]  就是給世界上所有的人
[00:05:59.500 --> 00:06:02.500]  不論他們是由不同國家
[00:06:02.500 --> 00:06:03.300]  民族
[00:06:03.300 --> 00:06:04.300]  文化
[00:06:04.300 --> 00:06:05.500]  年齡、性別
[00:06:05.500 --> 00:06:06.800]  社會階層等等
[00:06:06.800 --> 00:06:08.700]  第二呢
[00:06:08.700 --> 00:06:11.800]  就是關於救主基督
[00:06:11.800 --> 00:06:13.300]  今天已經誕生
[00:06:14.300 --> 00:06:16.700]  救主的意思就是解救者
[00:06:16.700 --> 00:06:18.800]  能夠解開捆綁的人
[00:06:18.800 --> 00:06:22.500]  基督的意思就是承受高尤的人
[00:06:22.500 --> 00:06:25.500]  就是被神揀選去做某一件事的人
[00:06:25.500 --> 00:06:28.200]  所以救主基督
[00:06:28.200 --> 00:06:30.900]  就是神所揀選的解救者
[00:06:30.900 --> 00:06:33.700]  這個解救者已經誕生了
[00:06:33.700 --> 00:06:36.200]  可以在百里行的馬槽找到
[00:06:36.200 --> 00:06:40.900]  所以這個喜訊主要的內容
[00:06:41.900 --> 00:06:45.100]  就是能夠使人脫離捆綁的救主已經來到
[00:06:45.100 --> 00:06:49.300]  這個喜訊就是救主已來
[00:06:49.300 --> 00:06:52.500]  今天經文的最後一段
[00:06:52.500 --> 00:06:56.000]  就是講到這個喜訊是怎樣可以接收到
[00:06:56.000 --> 00:06:57.300]  讓我們一起讀
[00:06:57.300 --> 00:07:00.300]  眾天使彌他們
[00:07:00.300 --> 00:07:02.000]  星天去了
[00:07:02.000 --> 00:07:03.800]  牧羊人彼此說
[00:07:03.800 --> 00:07:05.800]  我們往百里行去
[00:07:05.800 --> 00:07:07.400]  看所成之事
[00:07:07.400 --> 00:07:10.000]  就是主所告訴我們的
[00:07:10.500 --> 00:07:12.000]  他們急忙去了
[00:07:12.000 --> 00:07:13.800]  找到馬里亞的羊室
[00:07:13.800 --> 00:07:16.900]  還有那精蟹在馬槽裡
[00:07:16.900 --> 00:07:18.200]  他們看見
[00:07:18.200 --> 00:07:20.900]  就說天使論者閒事的話
[00:07:20.900 --> 00:07:21.900]  全開了
[00:07:21.900 --> 00:07:26.900]  聽見的人都猜疑牧羊人對他所說的話
[00:07:26.900 --> 00:07:30.600]  馬里亞卻把這一切的事存在心裡
[00:07:30.600 --> 00:07:32.200]  反覆思考
[00:07:32.200 --> 00:07:33.900]  牧羊人回去了
[00:07:33.900 --> 00:07:36.700]  因所聽見所看見一切事
[00:07:36.700 --> 00:07:39.400]  正如天使向他們所說的
[00:07:39.700 --> 00:07:41.300]  就歸榮耀於神
[00:07:41.300 --> 00:07:42.600]  讚美他
[00:07:42.600 --> 00:07:45.400]  這段經文
[00:07:45.400 --> 00:07:48.800]  講到的喜訊
[00:07:48.800 --> 00:07:51.400]  是怎樣可以收到這個喜訊
[00:07:51.400 --> 00:07:55.200]  天使對牧羊人宣告
[00:07:55.200 --> 00:07:59.300]  救主基督已經在百里行一個馬槽誕生
[00:07:59.300 --> 00:08:01.300]  之後天使就離開了
[00:08:01.300 --> 00:08:03.100]  請大家注意
[00:08:03.100 --> 00:08:06.600]  天使只是告訴那些牧羊人
[00:08:06.600 --> 00:08:09.800]  在哪裡可以找到這個嬰孩
[00:08:09.800 --> 00:08:12.400]  沒有要求他們一定去找
[00:08:12.400 --> 00:08:15.000]  如果牧羊人不相信
[00:08:15.000 --> 00:08:16.200]  就不去找
[00:08:16.200 --> 00:08:18.400]  但是牧羊人聽到之後
[00:08:18.400 --> 00:08:21.300]  沒有留在百里行的野外
[00:08:21.300 --> 00:08:24.000]  他們很急地就去了百里行
[00:08:24.000 --> 00:08:26.000]  後來真的看見了
[00:08:26.000 --> 00:08:29.000]  看到之後就非常興奮地告訴周圍的人
[00:08:29.000 --> 00:08:31.700]  當晚所發生的事
[00:08:31.700 --> 00:08:34.900]  所以因為他們相信
[00:08:35.500 --> 00:08:36.900]  就可以收到這個喜訊
[00:08:36.900 --> 00:08:40.500]  和親眼看到救主耶穌
[00:08:40.500 --> 00:08:44.000]  所以第三段經文是講到
[00:08:44.000 --> 00:08:47.000]  如果可以接收這個大喜訊的信息
[00:08:47.000 --> 00:08:49.000]  就一定要相信
[00:08:49.000 --> 00:08:50.900]  相信之後
[00:08:50.900 --> 00:08:53.700]  才可以看到救主基督
[00:08:53.700 --> 00:08:57.100]  所以相信就能夠看見
[00:08:57.100 --> 00:09:00.000]  但是經文中有些人
[00:09:00.000 --> 00:09:03.800]  不完全相信牧羊人所說的
[00:09:04.400 --> 00:09:05.400]  這些是哪些人呢
[00:09:05.400 --> 00:09:08.600]  第一是那些聽見的人
[00:09:08.600 --> 00:09:12.100]  當他們聽到牧羊人所說的話
[00:09:12.100 --> 00:09:13.400]  他們的反應是怎麼樣
[00:09:13.400 --> 00:09:15.100]  他們是猜疑
[00:09:15.100 --> 00:09:17.800]  猜疑就是驚訝的意思
[00:09:17.800 --> 00:09:19.600]  就是不相信
[00:09:19.600 --> 00:09:21.400]  牧羊人所說的
[00:09:21.400 --> 00:09:22.800]  你想想
[00:09:22.800 --> 00:09:25.300]  如果他們真的相信的話
[00:09:25.300 --> 00:09:27.400]  就去找這個嬰孩
[00:09:27.400 --> 00:09:30.200]  經文也會記下來
[00:09:30.200 --> 00:09:32.600]  因為他們不相信
[00:09:33.300 --> 00:09:36.000]  所以就看不到救主基督
[00:09:36.000 --> 00:09:41.800]  另外就是孩子的母親瑪利亞
[00:09:41.800 --> 00:09:43.300]  她的反應是怎麼樣
[00:09:43.300 --> 00:09:47.800]  就是把一切的事存在心裡
[00:09:47.800 --> 00:09:49.800]  反復思考
[00:09:49.800 --> 00:09:52.200]  反復思考是什麼意思
[00:09:52.200 --> 00:09:54.600]  就是說她不完全明白
[00:09:54.600 --> 00:09:56.300]  牧羊人所說的
[00:09:56.300 --> 00:09:56.900]  是不是
[00:09:56.900 --> 00:09:59.200]  為什麼呢
[00:09:59.200 --> 00:10:01.800]  因為瑪利亞未懷孕之前
[00:10:02.200 --> 00:10:04.900]  天使曾經對她說過
[00:10:04.900 --> 00:10:06.900]  聖靈要臨在她的身上
[00:10:06.900 --> 00:10:08.600]  使她懷孕生子
[00:10:08.600 --> 00:10:11.900]  將要出生的要稱為神的兒子
[00:10:11.900 --> 00:10:13.600]  在那個時候
[00:10:13.600 --> 00:10:15.200]  她不明白這是什麼意思
[00:10:15.200 --> 00:10:17.100]  就對天使說
[00:10:17.100 --> 00:10:18.600]  我是主的侍女
[00:10:18.600 --> 00:10:21.400]  願意照你的話實現在我身上
[00:10:21.400 --> 00:10:25.700]  當他們聽到牧羊人所說的
[00:10:25.700 --> 00:10:27.400]  就會有一連串的問題
[00:10:27.400 --> 00:10:28.500]  第一
[00:10:29.000 --> 00:10:33.700]  為什麼之前天使稱這些孩子為神的兒子
[00:10:33.700 --> 00:10:36.600]  現在為什麼天使說
[00:10:36.600 --> 00:10:39.400]  她所生的兒子是救主基督
[00:10:39.400 --> 00:10:42.200]  救主基督是什麼意思
[00:10:42.200 --> 00:10:43.900]  第二
[00:10:43.900 --> 00:10:49.100]  為什麼這個孩子的誕生是一個大喜的訊息
[00:10:49.100 --> 00:10:50.400]  第三
[00:10:50.400 --> 00:10:53.600]  為什麼這個喜訊是一個關乎萬民的喜訊
[00:10:53.600 --> 00:10:58.000]  這些問題是瑪利亞存在心裡的
[00:10:59.000 --> 00:10:59.600]  沒有人
[00:10:59.600 --> 00:11:02.100]  沒有其他人會知道
[00:11:02.100 --> 00:11:07.400]  只有她能夠告訴路加福音的作者
[00:11:07.400 --> 00:11:11.000]  讓她寫下今天的經文
[00:11:11.000 --> 00:11:15.900]  這樣瑪利亞是什麼時候才知道這個問題的答案
[00:11:15.900 --> 00:11:19.400]  三十多年之後
[00:11:19.400 --> 00:11:21.900]  當耶穌被釘的十字架之後
[00:11:21.900 --> 00:11:23.200]  死而復活
[00:11:23.200 --> 00:11:25.300]  那時候瑪利亞就明白
[00:11:25.300 --> 00:11:28.200]  當晚天使對牧羊人所說的話
[00:11:28.500 --> 00:11:29.200]  為什麼
[00:11:29.200 --> 00:11:32.000]  因為
[00:11:32.000 --> 00:11:35.200]  耶穌的復活就是證明祂是神的兒子
[00:11:35.200 --> 00:11:37.700]  耶穌復活了之後
[00:11:37.700 --> 00:11:41.100]  除了顯現給祂十二個門徒
[00:11:41.100 --> 00:11:45.100]  祂也顯現給了最少五百個人
[00:11:45.100 --> 00:11:49.600]  這些人都是見證耶穌復活的人
[00:11:49.600 --> 00:11:52.100]  教會歷史記載
[00:11:52.900 --> 00:11:58.500]  他們很多人為了這個見證自己和自己的家庭
[00:11:58.500 --> 00:12:01.100]  而要接受酷刑致死
[00:12:01.100 --> 00:12:03.300]  有些被釘在十字架
[00:12:03.300 --> 00:12:06.300]  有些被放在羅馬的斗手場
[00:12:06.300 --> 00:12:09.500]  被那些獅子活活咬死
[00:12:09.500 --> 00:12:14.900]  他們的殉道就證明了主耶穌實實在在地
[00:12:14.900 --> 00:12:16.700]  在死人中復活了
[00:12:16.700 --> 00:12:20.800]  從來沒有人能夠在死裡面復活
[00:12:21.500 --> 00:12:24.700]  耶穌的復活就證明了祂是神的兒子
[00:12:24.700 --> 00:12:27.000]  聖經羅馬書這樣說
[00:12:27.000 --> 00:12:28.600]  我主耶穌基督
[00:12:28.600 --> 00:12:30.600]  因從死裡復活
[00:12:30.600 --> 00:12:33.600]  用大能顯明祂是神的兒子
[00:12:33.600 --> 00:12:38.100]  為什麼神的兒子來到這個世界要死呢
[00:12:38.100 --> 00:12:40.900]  就是為了救贖所有人的罪
[00:12:40.900 --> 00:12:43.400]  約翰一書這樣說
[00:12:43.400 --> 00:12:44.300]  我們一起讀
[00:12:44.300 --> 00:12:48.000]  祂為我們的罪作了贖罪祭
[00:12:48.000 --> 00:12:50.100]  不單是為我們的罪
[00:12:50.500 --> 00:12:52.700]  也是為抱天下人的罪
[00:12:52.700 --> 00:12:56.100]  所以當耶穌復活了之後
[00:12:56.100 --> 00:13:00.500]  瑪利亞存在心裡面的問題就得到解答
[00:13:00.500 --> 00:13:04.900]  耶穌死而復活就證明了祂是神的兒子
[00:13:04.900 --> 00:13:06.900]  祂就是救主基督
[00:13:06.900 --> 00:13:10.800]  為了世上所有人作了贖罪祭
[00:13:10.800 --> 00:13:13.100]  解除罪惡捆綁
[00:13:13.100 --> 00:13:15.700]  所以瑪利亞就明白了
[00:13:15.700 --> 00:13:19.500]  當晚天使對慕尼亞所說的大氣的信息就是
[00:13:20.000 --> 00:13:24.300]  為世人作贖罪祭的救贖主已經降臨
[00:13:24.300 --> 00:13:26.500]  你可能會問
[00:13:26.500 --> 00:13:30.100]  為什麼這個喜訊是關乎萬民的呢
[00:13:30.100 --> 00:13:35.200]  這是因為罪是全人類的捆綁
[00:13:35.200 --> 00:13:37.300]  無論他們是哪個民族
[00:13:37.300 --> 00:13:40.100]  年紀、文化、社會階層等等
[00:13:40.100 --> 00:13:44.300]  他們都是活在這個罪的權勢之下
[00:13:44.300 --> 00:13:46.700]  那怎樣為罪呢
[00:13:46.700 --> 00:13:49.200]  可以簡單歸納為兩方面
[00:13:50.000 --> 00:13:52.700]  第一就是做了不對的事情
[00:13:52.700 --> 00:13:55.300]  就像聖經十誡裡面說的
[00:13:55.300 --> 00:13:57.600]  不渴殺人、不渴姦淫、不渴偷渡等等
[00:13:57.600 --> 00:14:01.200]  這些都是外表行出來的
[00:14:01.200 --> 00:14:02.200]  不對的行為
[00:14:02.200 --> 00:14:05.600]  另外十誡也說到
[00:14:05.600 --> 00:14:07.500]  不對的思想也是犯罪
[00:14:07.500 --> 00:14:11.900]  包括貪戀屬於其他人的財產
[00:14:11.900 --> 00:14:13.400]  甚至是他們的妻子
[00:14:13.400 --> 00:14:15.700]  在新的聖經裡面
[00:14:15.700 --> 00:14:17.400]  耶穌更加指出
[00:14:17.400 --> 00:14:19.200]  向其他人發怒
[00:14:19.700 --> 00:14:23.100]  看見婦女動淫戀的都是犯罪
[00:14:23.100 --> 00:14:29.100]  所以罪不止是在人的外在言語行為
[00:14:29.100 --> 00:14:32.900]  也在人的心思意念裡面
[00:14:32.900 --> 00:14:34.900]  第二
[00:14:34.900 --> 00:14:38.100]  不做對的事情也是罪
[00:14:38.100 --> 00:14:40.200]  亞伽書這麼說
[00:14:40.200 --> 00:14:43.200]  人若知道該行善而不去行
[00:14:43.200 --> 00:14:45.300]  這就是他的罪了
[00:14:45.300 --> 00:14:46.600]  舉個例子
[00:14:47.500 --> 00:14:49.800]  如果有個小新人自己走出馬路
[00:14:49.800 --> 00:14:52.800]  快要被車撞
[00:14:52.800 --> 00:14:55.600]  有個人在他附近
[00:14:55.600 --> 00:14:57.900]  他有時間和能力去救他
[00:14:57.900 --> 00:15:00.700]  但是沒有身手去救
[00:15:00.700 --> 00:15:02.900]  他有沒有做到不對的事情呢?
[00:15:02.900 --> 00:15:05.100]  如果那個人是我
[00:15:05.100 --> 00:15:06.900]  我會後悔一輩子
[00:15:06.900 --> 00:15:10.300]  因為沒有去做該做的事情
[00:15:10.300 --> 00:15:14.700]  所以以上所說
[00:15:14.800 --> 00:15:17.600]  都是聖經對罪的定義
[00:15:17.600 --> 00:15:19.800]  在這個定義之下
[00:15:19.800 --> 00:15:22.300]  誰可以說自己沒有罪呢?
[00:15:22.300 --> 00:15:23.700]  聖經這麼說
[00:15:23.700 --> 00:15:25.700]  世人都犯了罪
[00:15:25.700 --> 00:15:27.300]  規決了神的榮耀
[00:15:27.300 --> 00:15:29.800]  就是說在神的眼中
[00:15:29.800 --> 00:15:31.800]  所有人都犯了罪
[00:15:31.800 --> 00:15:34.200]  對很多人來說
[00:15:34.200 --> 00:15:37.700]  這句是一個很難接受的說話
[00:15:37.700 --> 00:15:39.600]  特別是一些
[00:15:39.600 --> 00:15:42.600]  他的一生都是走得正
[00:15:42.600 --> 00:15:43.600]  站得正的人
[00:15:44.500 --> 00:15:45.900]  還記得在上個月
[00:15:45.900 --> 00:15:48.100]  一位傳道同工的父親安息你
[00:15:48.100 --> 00:15:53.000]  傳道同工分享他父親信主的經過
[00:15:53.000 --> 00:15:55.700]  這位安息主為的伯伯
[00:15:55.700 --> 00:15:57.500]  一生勤勞工作
[00:15:57.500 --> 00:15:58.800]  對家庭
[00:15:58.800 --> 00:15:59.800]  對人
[00:15:59.800 --> 00:16:01.500]  對事都非常好
[00:16:01.500 --> 00:16:03.300]  他的家人和兒孫
[00:16:03.300 --> 00:16:05.500]  都非常愛他和尊敬他
[00:16:05.500 --> 00:16:09.200]  這個伯伯一直都沒有信耶穌
[00:16:09.200 --> 00:16:11.100]  他最難接受的
[00:16:11.100 --> 00:16:13.800]  是要承認他自己是一個犯罪罪的人
[00:16:15.000 --> 00:16:15.800]  直到有一天
[00:16:15.800 --> 00:16:18.200]  有一位牧師問他
[00:16:18.200 --> 00:16:21.700]  如果將他一生所有的言語行為
[00:16:21.700 --> 00:16:23.500]  心思意念
[00:16:23.500 --> 00:16:24.900]  錄成錄影帶
[00:16:24.900 --> 00:16:29.100]  他願不願意讓他的家人看呢
[00:16:29.100 --> 00:16:31.500]  過了無奈
[00:16:31.500 --> 00:16:32.800]  這個伯伯
[00:16:32.800 --> 00:16:34.700]  就決志信了耶穌
[00:16:34.700 --> 00:16:35.900]  為什麼
[00:16:35.900 --> 00:16:37.800]  因為他很清楚自己有罪
[00:16:37.800 --> 00:16:39.900]  要想問一下大家
[00:16:39.900 --> 00:16:42.600]  無論你是信了耶穌
[00:16:42.600 --> 00:16:43.900]  或者未信耶穌
[00:16:44.300 --> 00:16:45.500]  有誰願意
[00:16:45.500 --> 00:16:48.900]  將自己過去所有的思想行為言語
[00:16:48.900 --> 00:16:51.700]  公開給別人看
[00:16:51.700 --> 00:16:54.300]  我想
[00:16:54.300 --> 00:16:56.100]  每個人都有自己
[00:16:56.100 --> 00:16:57.600]  覺得做得不對的事
[00:16:57.600 --> 00:16:59.700]  或者說得
[00:16:59.700 --> 00:17:01.400]  不好的話
[00:17:01.400 --> 00:17:04.300]  希望那些事從來沒有發生過
[00:17:04.300 --> 00:17:05.300]  對不對呢
[00:17:05.300 --> 00:17:06.900]  但是
[00:17:06.900 --> 00:17:09.000]  事情已經發生了
[00:17:09.000 --> 00:17:10.300]  怎麼去補救呢
[00:17:10.300 --> 00:17:12.700]  很多人以為
[00:17:13.800 --> 00:17:15.600]  所犯的罪可以用積功德
[00:17:15.600 --> 00:17:17.100]  的方法去償還
[00:17:17.100 --> 00:17:20.800]  這個就是將功補過的概念
[00:17:20.800 --> 00:17:23.600]  這些包括了佛教
[00:17:23.600 --> 00:17:24.300]  道教
[00:17:24.300 --> 00:17:25.800]  中國的民間宗教
[00:17:25.800 --> 00:17:26.600]  回教等等
[00:17:26.600 --> 00:17:29.500]  真的嗎
[00:17:29.500 --> 00:17:31.500]  如果
[00:17:31.500 --> 00:17:32.700]  有些人
[00:17:32.700 --> 00:17:34.000]  對香港
[00:17:34.000 --> 00:17:35.500]  有很大的貢獻
[00:17:35.500 --> 00:17:37.500]  如果犯了法
[00:17:37.500 --> 00:17:39.100]  你猜ICAC
[00:17:39.100 --> 00:17:40.800]  會不會起訴他們呢
[00:17:40.800 --> 00:17:43.600]  我大學的一位師兄
[00:17:44.200 --> 00:17:45.200]  在ICAC
[00:17:45.200 --> 00:17:46.600]  工作了很多年
[00:17:46.600 --> 00:17:48.200]  他告訴我
[00:17:48.200 --> 00:17:49.800]  ICAC
[00:17:49.800 --> 00:17:52.300]  成功起訴的人
[00:17:52.300 --> 00:17:53.700]  包括
[00:17:53.700 --> 00:17:55.400]  十大傑出青年
[00:17:55.400 --> 00:17:57.400]  名醫
[00:17:57.400 --> 00:17:59.200]  名教授
[00:17:59.200 --> 00:18:00.900]  政府高官
[00:18:00.900 --> 00:18:03.800]  以及一些做了很多
[00:18:03.800 --> 00:18:05.900]  慈善工作的大商家等等
[00:18:05.900 --> 00:18:08.500]  ICAC
[00:18:08.500 --> 00:18:10.800]  不會因為這些人對社會有很多貢獻
[00:18:10.800 --> 00:18:11.700]  就放過他們
[00:18:11.700 --> 00:18:13.400]  他們要
[00:18:14.000 --> 00:18:14.900]  承擔刑責
[00:18:14.900 --> 00:18:18.400]  就算他們坐了牢
[00:18:18.400 --> 00:18:20.000]  他們一生
[00:18:20.000 --> 00:18:22.100]  也會蒙上很大的污點
[00:18:22.100 --> 00:18:23.600]  所以
[00:18:23.600 --> 00:18:24.300]  武力人
[00:18:24.300 --> 00:18:26.400]  做了多少好事都不能夠
[00:18:26.400 --> 00:18:27.400]  補償
[00:18:27.400 --> 00:18:28.200]  一件
[00:18:28.200 --> 00:18:29.400]  錯的事
[00:18:29.400 --> 00:18:31.400]  那樣
[00:18:31.400 --> 00:18:33.300]  怎樣可以除去自己的罪債呢
[00:18:33.300 --> 00:18:38.800]  神給了世人唯一可以解決罪的方法
[00:18:38.800 --> 00:18:40.300]  就是
[00:18:40.300 --> 00:18:41.500]  定人罪的神
[00:18:41.500 --> 00:18:42.500]  自己願意
[00:18:42.700 --> 00:18:43.900]  為犯罪的人
[00:18:43.900 --> 00:18:45.800]  擔當罪的刑罰
[00:18:45.800 --> 00:18:48.700]  這位有權力定人罪的神
[00:18:48.700 --> 00:18:51.000]  就是神的兒子耶穌
[00:18:51.000 --> 00:18:53.100]  耶穌
[00:18:53.100 --> 00:18:54.400]  曾經這樣說過
[00:18:54.400 --> 00:18:55.900]  人子就是耶穌自己
[00:18:55.900 --> 00:18:58.800]  要在祂賦的榮耀裡面
[00:18:58.800 --> 00:19:01.300]  跟祂的重視者一起來臨
[00:19:01.300 --> 00:19:02.400]  那時候
[00:19:02.400 --> 00:19:04.100]  祂要照各人的行為
