
[00:00:00.000 --> 00:00:01.220]  開庭節目早晨
[00:01:37.900 --> 00:01:39.900]  做律師可以伸張正義
[00:01:39.900 --> 00:01:41.600]  就像拯救世界一樣
[00:01:41.600 --> 00:01:42.800]  不是超人做的嗎?
[00:01:42.800 --> 00:01:44.200]  不過他們這樣說
[00:01:44.200 --> 00:01:45.500]  然後又說我要做會計師
[00:01:45.500 --> 00:01:46.700]  我要計算所有的數字
[00:01:46.700 --> 00:01:48.700]  這就是小學的時候的對話
[00:01:48.700 --> 00:01:51.000]  當上課的時候
[00:01:51.000 --> 00:01:52.000]  老師上課就問了
[00:01:52.000 --> 00:01:52.900]  作文之前就問了
[00:01:52.900 --> 00:01:55.100]  有沒有同學想講一下你的志願?
[00:01:55.100 --> 00:01:57.200]  讓大家作文的時候都知道怎麼作
[00:01:57.400 --> 00:01:58.200]  同學就繼續說
[00:01:58.200 --> 00:01:59.800]  我要做會計師、律師
[00:01:59.800 --> 00:02:01.600]  我要做老師
[00:02:01.600 --> 00:02:03.100]  我要做工程師
[00:02:03.100 --> 00:02:05.700]  然後有個同學就跟老師說
[00:02:05.700 --> 00:02:08.300]  我做什麼師都可以
[00:02:08.300 --> 00:02:11.100]  總之我接下來的職業有個師字就可以了
[00:02:11.100 --> 00:02:13.300]  我在旁邊就笑他
[00:02:13.300 --> 00:02:14.300]  我小聲地說
[00:02:14.300 --> 00:02:17.300]  你想做死師還是有一天做殭屍?
[00:02:17.300 --> 00:02:20.300]  當然就被人罵了
[00:02:20.300 --> 00:02:21.300]  雖然小聲
[00:02:21.300 --> 00:02:23.200]  是啊
[00:02:23.200 --> 00:02:24.700]  做師有什麼好呢?
[00:02:24.700 --> 00:02:25.900]  然後其中一個
[00:02:25.900 --> 00:02:26.500]  我小時候的立志
[00:02:26.500 --> 00:02:28.900]  就是我長大後一定不做什麼師的
[00:02:28.900 --> 00:02:30.900]  當然也是事與願違
[00:02:30.900 --> 00:02:32.600]  今天在大家當中做一個牧師
[00:02:32.600 --> 00:02:34.500]  不過想起師
[00:02:34.500 --> 00:02:35.900]  想起這個身份、角色
[00:02:35.900 --> 00:02:36.700]  我不知道想起什麼
[00:02:36.700 --> 00:02:39.000]  我想起中國人有一句話
[00:02:39.000 --> 00:02:40.200]  我小時候經常聽的
[00:02:40.200 --> 00:02:42.500]  我昨天在周末分享的時候才發現
[00:02:42.500 --> 00:02:43.500]  原來沒有人聽過
[00:02:43.500 --> 00:02:44.600]  不知道為什麼
[00:02:44.600 --> 00:02:46.200]  這句話是孟子說的
[00:02:46.200 --> 00:02:51.200]  孟子在《尼女章句上》
[00:02:51.200 --> 00:02:53.000]  那些章卷裡面
[00:02:53.000 --> 00:02:54.000]  其中說過
[00:02:54.000 --> 00:02:56.800]  他說人之患在什麼?
[00:02:56.800 --> 00:02:59.700]  原來有人聽過
[00:02:59.700 --> 00:03:00.300]  感謝主
[00:03:00.300 --> 00:03:01.300]  昨天一個都沒有
[00:03:01.300 --> 00:03:02.300]  今天有人聽過
[00:03:02.300 --> 00:03:05.100]  人之患在好為人師
[00:03:05.100 --> 00:03:05.800]  有沒有聽過?
[00:03:05.800 --> 00:03:06.800]  有啊
[00:03:06.800 --> 00:03:08.900]  人之患在好為人師
[00:03:08.900 --> 00:03:09.300]  是什麼呢?
[00:03:09.300 --> 00:03:10.300]  就是說
[00:03:10.300 --> 00:03:12.900]  老師也不是很好
[00:03:12.900 --> 00:03:15.500]  做師、做教人的事情也不是很好
[00:03:15.500 --> 00:03:17.400]  這段經文不就是在說這件事嗎?
[00:03:17.400 --> 00:03:19.500]  人之患在好為人師
[00:03:19.500 --> 00:03:20.900]  在說什麼呢?
[00:03:20.900 --> 00:03:22.700]  今天耶穌也教導我們
[00:03:22.700 --> 00:03:25.500]  祂說不要讓人叫你做拉比
[00:03:25.500 --> 00:03:27.400]  拉比就是老師
[00:03:27.400 --> 00:03:28.900]  不要讓人叫你做父
[00:03:28.900 --> 00:03:31.100]  不要讓人叫你做師傅
[00:03:31.100 --> 00:03:34.900]  有沒有電影節目你很喜歡被人叫做師傅
[00:03:34.900 --> 00:03:36.600]  或者叫你做老師的?
[00:03:36.600 --> 00:03:39.900]  有沒有人很喜歡做老師的?
[00:03:39.900 --> 00:03:43.600]  我看到很多電影節目都搖頭了
[00:03:43.600 --> 00:03:45.200]  不過有些好像在教書
[00:03:45.200 --> 00:03:46.600]  教書的都搖頭了
[00:03:46.600 --> 00:03:49.300]  我記得有一次我坐私家車
[00:03:49.300 --> 00:03:50.800]  那天不是我開車
[00:03:50.800 --> 00:03:52.000]  我坐在司機位旁邊
[00:03:52.300 --> 00:03:53.400]  開車的一位弟兄
[00:03:53.400 --> 00:03:55.900]  他是新手
[00:03:55.900 --> 00:03:57.600]  剛剛學了開車
[00:03:57.600 --> 00:03:59.000]  考了車牌沒多久
[00:03:59.000 --> 00:04:00.400]  一直開
[00:04:00.400 --> 00:04:03.900]  開到一個比較窄的地方原來要掉頭
[00:04:03.900 --> 00:04:05.600]  他就預備掉頭了
[00:04:05.600 --> 00:04:07.100]  當他預備掉頭的時候
[00:04:07.100 --> 00:04:09.200]  我就想著我也開了這麼多年車
[00:04:09.200 --> 00:04:10.600]  讓我出一下聲、出一下手
[00:04:10.600 --> 00:04:12.300]  甚至我幫你開車教你
[00:04:12.300 --> 00:04:14.600]  接著當我還沒出聲之前
[00:04:14.600 --> 00:04:15.100]  有人出聲
[00:04:15.100 --> 00:04:16.900]  因為那輛車不止我們兩個人
[00:04:16.900 --> 00:04:18.800]  後面還坐了三位姐妹
[00:04:18.800 --> 00:04:21.800]  這三位姐妹就開始你一言我一句
[00:04:22.000 --> 00:04:23.400]  你扭軚到那邊
[00:04:23.400 --> 00:04:24.800]  這個位置就轉軚了
[00:04:24.800 --> 00:04:26.000]  我幫你看著後面
[00:04:26.000 --> 00:04:26.700]  轉過來
[00:04:26.700 --> 00:04:28.000]  照轉的了
[00:04:28.000 --> 00:04:30.200]  三位姐妹同心合力
[00:04:30.200 --> 00:04:32.700]  用了大約五到八分鐘之後
[00:04:32.700 --> 00:04:36.000]  才讓這輛車做到這個窄路掉頭
[00:04:36.000 --> 00:04:38.800]  我在旁邊一直沒出聲
[00:04:38.800 --> 00:04:40.200]  挺難得的我不出聲
[00:04:40.200 --> 00:04:41.800]  我一直覺得很奇怪
[00:04:41.800 --> 00:04:43.600]  第一就是掉了這麼久
[00:04:43.600 --> 00:04:44.600]  掉頭掉幾分鐘而已
[00:04:44.600 --> 00:04:45.300]  很慢
[00:04:45.300 --> 00:04:46.800]  接著這三位姐妹又說
[00:04:46.800 --> 00:04:47.700]  三個又不同意見
[00:04:47.700 --> 00:04:48.500]  這個又說轉左
[00:04:48.500 --> 00:04:49.500]  那個又說扭右
[00:04:49.500 --> 00:04:51.200]  接著再走一陣子
[00:04:51.200 --> 00:04:52.800]  我就忍不住問這三位姐妹
[00:04:52.800 --> 00:04:54.100]  幾位姐妹
[00:04:54.100 --> 00:04:57.800]  剛才你教她開車這樣掉頭轉彎
[00:04:57.800 --> 00:04:59.500]  你們開的時候是怎樣的
[00:04:59.500 --> 00:05:00.600]  你們自己開的時候
[00:05:00.600 --> 00:05:02.000]  是不是也是這麼緊張的
[00:05:02.000 --> 00:05:04.800]  結果三位姐妹異口同聲地回答我
[00:05:04.800 --> 00:05:06.900]  其實我沒有車牌
[00:05:06.900 --> 00:05:10.100]  三位姐妹都沒有車牌
[00:05:10.100 --> 00:05:10.900]  我很驚訝
[00:05:10.900 --> 00:05:11.900]  我轉過頭看一看
[00:05:11.900 --> 00:05:13.800]  接著這三位就不出聲
[00:05:13.800 --> 00:05:15.400]  我不知道是不是
[00:05:15.400 --> 00:05:16.900]  可能我問得不好
[00:05:16.900 --> 00:05:17.600]  這些問題是不是
[00:05:17.600 --> 00:05:18.500]  不過起碼
[00:05:18.500 --> 00:05:20.300]  原來三個都沒有車牌
[00:05:20.300 --> 00:05:21.700]  但是也教人開車的
[00:05:21.700 --> 00:05:23.500]  你有沒有試過
[00:05:23.500 --> 00:05:25.400]  又說我不會
[00:05:25.400 --> 00:05:26.300]  我不會出聲的
[00:05:26.300 --> 00:05:27.700]  不過不是的
[00:05:27.700 --> 00:05:29.100]  每一天我坐巴士的時候
[00:05:29.100 --> 00:05:30.800]  經常聽到巴士的乘客都說
[00:05:30.800 --> 00:05:33.000]  這個司機也不會開車的
[00:05:33.000 --> 00:05:34.200]  這麼吵
[00:05:34.200 --> 00:05:35.300]  這裡應該這樣
[00:05:35.300 --> 00:05:36.600]  這裡應該這樣
[00:05:36.600 --> 00:05:40.200]  我看一看那些評論司機的乘客
[00:05:40.200 --> 00:05:43.300]  可能大部分都是沒有司機牌
[00:05:43.300 --> 00:05:45.200]  起碼沒有巴士司機牌
[00:05:45.200 --> 00:05:46.700]  但是也是這麼評論的
[00:05:46.700 --> 00:05:47.300]  我也是
[00:05:47.300 --> 00:05:48.800]  我也沒有巴士司機牌
[00:05:48.800 --> 00:05:50.100]  不過我也經常說巴士司機
[00:05:50.300 --> 00:05:51.700]  這樣開就不好了
[00:05:51.700 --> 00:05:53.900]  人為什麼會這樣呢
[00:05:53.900 --> 00:05:56.700]  你說你不喜歡做老師
[00:05:56.700 --> 00:05:57.400]  你不喜歡教人
[00:05:57.400 --> 00:05:59.400]  但是有時候我們也喜歡指點點的
[00:05:59.400 --> 00:06:01.400]  我給點意見而已
[00:06:01.400 --> 00:06:02.400]  你不一定要聽的
[00:06:02.400 --> 00:06:03.600]  不過我給點意見而已
[00:06:03.600 --> 00:06:07.500]  人很喜歡將自己的看法去表達
[00:06:07.500 --> 00:06:08.400]  這個也是正常的
[00:06:08.400 --> 00:06:11.000]  不過有時候我們也會去教人
[00:06:11.000 --> 00:06:13.400]  甚至我們覺得我們想的都對
[00:06:13.400 --> 00:06:16.900]  我偶爾在餐廳吃飯的時候
[00:06:16.900 --> 00:06:19.000]  就會聽到旁邊的人在討論
[00:06:19.000 --> 00:06:20.600]  特別是當電視播放新聞
[00:06:20.600 --> 00:06:23.600]  播放議會、立法會、政府、政策
[00:06:23.600 --> 00:06:26.100]  然後突然間整個餐廳所有人
[00:06:26.100 --> 00:06:27.600]  都變成政治評論家
[00:06:27.600 --> 00:06:28.700]  社會評論家
[00:06:28.700 --> 00:06:32.400]  又或者很懂得所有文化、知識、新聞
[00:06:32.400 --> 00:06:33.100]  全部都懂得
[00:06:33.100 --> 00:06:34.400]  每個人都有獨特的意見
[00:06:34.400 --> 00:06:36.100]  是不是你也是這樣
[00:06:36.100 --> 00:06:37.700]  有時候我也是這樣
[00:06:37.700 --> 00:06:39.900]  司機裡面怎麼說呢
[00:06:39.900 --> 00:06:43.200]  耶穌跟眾人和門徒說的時候
[00:06:43.200 --> 00:06:44.100]  祂說什麼呢
[00:06:44.100 --> 00:06:47.000]  祂說民事和法理賽人
[00:06:47.000 --> 00:06:48.900]  他們坐在摩西的位置上
[00:06:48.900 --> 00:06:50.900]  所以凡是他們吩咐你們的
[00:06:50.900 --> 00:06:53.500]  你們都要謹守遵行
[00:06:53.500 --> 00:06:57.100]  司機裡面經常提到一些人叫做民事
[00:06:57.100 --> 00:06:58.200]  一些叫做法理賽人
[00:06:58.200 --> 00:07:00.600]  民事和法理賽人是什麼人呢
[00:07:00.600 --> 00:07:02.200]  是一些很熟悉聖經
[00:07:02.200 --> 00:07:05.400]  特別熟悉舊約他們的律法、律例
[00:07:05.400 --> 00:07:06.200]  他們很熟悉的
[00:07:06.200 --> 00:07:08.500]  他們很認識
[00:07:08.500 --> 00:07:10.600]  甚至他們是抄寫聖經的人
[00:07:10.600 --> 00:07:12.800]  所以司機裡面說
[00:07:12.800 --> 00:07:15.200]  民事和法理賽人坐在摩西的位置
[00:07:15.200 --> 00:07:16.800]  什麼叫做坐在摩西的位置呢
[00:07:16.800 --> 00:07:18.300]  不是有一個位置叫做摩西的位置
[00:07:18.300 --> 00:07:20.800]  而是意思說摩西在舊約裡面就是
[00:07:20.800 --> 00:07:23.400]  代表著上帝將律法頒佈
[00:07:23.400 --> 00:07:25.500]  並且讓人去謹守這些誡命
[00:07:25.500 --> 00:07:30.600]  這個頒佈誡命或者讓人謹守這個權定
[00:07:30.600 --> 00:07:33.200]  是一群民事和法理賽人中間他們承繼了
[00:07:33.200 --> 00:07:34.900]  他們熟悉律法
[00:07:34.900 --> 00:07:36.400]  他們傳授律法
[00:07:36.400 --> 00:07:37.400]  他們教導
[00:07:37.400 --> 00:07:38.800]  以致讓人去遵守
[00:07:38.800 --> 00:07:40.800]  所以聖經裡面第一個描述是什麼呢
[00:07:40.800 --> 00:07:42.600]  他們吩咐你們做的
[00:07:42.600 --> 00:07:44.700]  你們要謹守遵行
[00:07:44.700 --> 00:07:46.300]  就是耶穌跟門徒說
[00:07:46.300 --> 00:07:47.600]  跟所有人說你要聽的
[00:07:48.300 --> 00:07:49.100]  你一定要聽
[00:07:49.100 --> 00:07:51.600]  因為他們是在傳授摩西的律法
[00:07:51.600 --> 00:07:54.000]  所以聖經裡面說的這個律例
[00:07:54.000 --> 00:07:56.300]  甚至當時教導的人說的話是要聽的
[00:07:56.300 --> 00:07:58.100]  不過
[00:07:58.100 --> 00:07:59.300]  但什麼呢
[00:07:59.300 --> 00:08:02.800]  但不要效法他們的行為
[00:08:02.800 --> 00:08:03.900]  很有趣的
[00:08:03.900 --> 00:08:04.800]  耶穌這個教導是什麼呢
[00:08:04.800 --> 00:08:05.800]  你要聽他說
[00:08:05.800 --> 00:08:07.400]  不過不要跟他
[00:08:07.400 --> 00:08:09.700]  你有沒有試過這樣被人教的
[00:08:09.700 --> 00:08:11.000]  有沒有試過有人跟你說
[00:08:11.000 --> 00:08:12.600]  這個人說的話你聽
[00:08:12.600 --> 00:08:14.000]  全都學會了
[00:08:14.000 --> 00:08:15.200]  全都聽了也沒問題
[00:08:15.200 --> 00:08:16.200]  全都跟著做
[00:08:16.200 --> 00:08:17.600]  不過你不要跟他這樣做就行了
[00:08:18.400 --> 00:08:19.000]  很奇怪啊
[00:08:19.000 --> 00:08:20.700]  耶穌是這麼教的嗎
[00:08:20.700 --> 00:08:21.600]  為什麼呢
[00:08:21.600 --> 00:08:22.900]  耶穌給了理由
[00:08:22.900 --> 00:08:24.500]  第一個理由耶穌說什麼呢
[00:08:24.500 --> 00:08:25.600]  耶穌說
[00:08:25.600 --> 00:08:28.600]  因為他們能說
[00:08:28.600 --> 00:08:30.100]  不能夠行
[00:08:30.100 --> 00:08:32.600]  這個世界有很多這些人
[00:08:32.600 --> 00:08:34.200]  廣東話俗語叫什麼
[00:08:34.200 --> 00:08:35.500]  叫大隻講
[00:08:35.500 --> 00:08:36.400]  是不是
[00:08:36.400 --> 00:08:38.200]  不知道跟大隻有什麼關係呢
[00:08:38.200 --> 00:08:39.000]  我也挺大隻的
[00:08:39.000 --> 00:08:39.800]  我也說的
[00:08:39.800 --> 00:08:40.900]  希望我不是大隻講
[00:08:40.900 --> 00:08:43.100]  因為有些人真的只有一個"講"字
[00:08:43.100 --> 00:08:44.900]  可能你突然間想起
[00:08:44.900 --> 00:08:46.000]  你身邊很多人都是這樣
[00:08:46.000 --> 00:08:47.200]  只有一個"講"字自己不做的
[00:08:48.700 --> 00:08:49.400]  你是不是這樣的
[00:08:49.400 --> 00:08:51.800]  希望不是
[00:08:51.800 --> 00:08:53.900]  但很多時候我們都是這樣
[00:08:53.900 --> 00:08:55.000]  講容易嘛
[00:08:55.000 --> 00:08:56.200]  做難一點
[00:08:56.200 --> 00:08:57.200]  講一下而已
[00:08:57.200 --> 00:08:57.900]  是不是
[00:08:57.900 --> 00:08:59.200]  所有的評論都是這樣
[00:08:59.200 --> 00:09:00.400]  哇他這樣這樣
[00:09:00.400 --> 00:09:01.400]  我經常都說
[00:09:01.400 --> 00:09:02.900]  如果一天真的我們坐在那些高位
[00:09:02.900 --> 00:09:04.600]  甚至你一天坐在特首這個位置
[00:09:04.600 --> 00:09:05.600]  你會怎樣呢
[00:09:05.600 --> 00:09:07.200]  可能你說不要了
[00:09:07.200 --> 00:09:08.500]  我不懂得做
[00:09:08.500 --> 00:09:09.700]  不過講沒問題的
[00:09:09.700 --> 00:09:10.500]  大家都給意見
[00:09:10.500 --> 00:09:12.300]  他們不止講不做
[00:09:12.300 --> 00:09:12.900]  他們做什麼
[00:09:12.900 --> 00:09:13.900]  聖經講第四節說
[00:09:13.900 --> 00:09:16.100]  他們將難挑的重擔
[00:09:16.100 --> 00:09:17.300]  捆起來
[00:09:17.600 --> 00:09:19.300]  掛在人的肩上
[00:09:19.300 --> 00:09:22.200]  自己一個指頭都不肯動
[00:09:22.200 --> 00:09:25.000]  就是把難的東西都藏起來
[00:09:25.000 --> 00:09:26.500]  就全部給旁邊的人
[00:09:26.500 --> 00:09:28.300]  自己什麼都不做
[00:09:28.300 --> 00:09:29.900]  你是不是這樣的
[00:09:29.900 --> 00:09:32.900]  或者你身邊有沒有人是這樣的
[00:09:32.900 --> 00:09:34.800]  還要是教人的
[00:09:34.800 --> 00:09:36.100]  哇還有很有道理
[00:09:36.100 --> 00:09:37.300]  大條道理教你
[00:09:37.300 --> 00:09:40.600]  結果把最難的東西弄在一起
[00:09:40.600 --> 00:09:42.100]  就推在你身上
[00:09:42.100 --> 00:09:44.800]  這麼難這麼難就你做吧
[00:09:44.800 --> 00:09:46.900]  為什麼這麼難這麼難不是應該他做的嗎
[00:09:46.900 --> 00:09:48.200]  他這麼厲害他可以教你
[00:09:48.200 --> 00:09:49.700]  不過他就說你做吧
[00:09:49.700 --> 00:09:51.700]  有時候都會這樣
[00:09:51.700 --> 00:09:53.700]  還有什麼呢
[00:09:53.700 --> 00:09:56.800]  還有說他們所做的一切都是要讓人看見
[00:09:56.800 --> 00:09:58.200]  所以怎樣
[00:09:58.200 --> 00:10:00.400]  那些佩戴的經盒加闊
[00:10:00.400 --> 00:10:02.800]  衣袖的鎚子加長什麼意思呢
[00:10:02.800 --> 00:10:05.000]  當時他們文化裡面有一件事就是
[00:10:05.000 --> 00:10:05.700]  有一些盒子
[00:10:05.700 --> 00:10:07.800]  掛在身上佩戴著
[00:10:07.800 --> 00:10:08.800]  上面放著聖經
[00:10:08.800 --> 00:10:10.100]  故意弄闊一點
[00:10:10.100 --> 00:10:11.400]  弄闊一點為什麼
[00:10:11.400 --> 00:10:12.800]  放多一點讓人看到
[00:10:12.800 --> 00:10:14.300]  哇我經常都看聖經的
[00:10:14.300 --> 00:10:16.400]  還要將袖子加長
[00:10:16.600 --> 00:10:18.200]  讓人遠遠都看他多一點
[00:10:18.200 --> 00:10:20.900]  知道這個伏色一看就是一個虔誠的人了
[00:10:20.900 --> 00:10:25.400]  還要喜歡現席上的首位
[00:10:25.400 --> 00:10:27.300]  會堂裡面的高位
[00:10:27.300 --> 00:10:30.300]  你身邊有沒有這些人的
[00:10:30.300 --> 00:10:32.200]  教你做事
[00:10:32.200 --> 00:10:34.100]  說到天下無敵
[00:10:34.100 --> 00:10:36.900]  做的時候就大聲說不走出來
[00:10:36.900 --> 00:10:39.000]  甚至把最難的東西扔在你身上
[00:10:39.000 --> 00:10:40.300]  接著還要什麼呢
[00:10:40.300 --> 00:10:41.100]  還要
[00:10:41.100 --> 00:10:43.300]  哇扮得很威很厲害
[00:10:43.300 --> 00:10:44.400]  拿了所有的彩
[00:10:44.600 --> 00:10:47.000]  讓人看到我很厲害我很威風
[00:10:47.000 --> 00:10:48.200]  我是很高位的
[00:10:48.200 --> 00:10:49.500]  不過什麼都不做
[00:10:49.500 --> 00:10:51.400]  你身邊有沒有這樣的人
[00:10:51.400 --> 00:10:53.000]  你說有有有
[00:10:53.000 --> 00:10:54.600]  我的上司就是這樣
[00:10:54.600 --> 00:10:56.600]  回到公司他就是這樣
[00:10:56.600 --> 00:10:58.800]  也問也沒有裝模作樣什麼都不做
[00:10:58.800 --> 00:10:59.600]  是不是
[00:10:59.600 --> 00:11:02.100]  所有要拿的彩就全部拿了
[00:11:02.100 --> 00:11:03.700]  接著鑊就我揹了
[00:11:03.700 --> 00:11:06.800]  又或者
[00:11:06.800 --> 00:11:08.500]  你說是的時候我也是這樣的
[00:11:08.500 --> 00:11:11.000]  看到難處就當然避開
[00:11:11.000 --> 00:11:12.600]  最好當然是壓著那個人做
[00:11:12.600 --> 00:11:13.400]  我教他做
[00:11:13.800 --> 00:11:15.400]  我講完就等於教了他做
[00:11:15.400 --> 00:11:16.400]  就給了他
[00:11:16.400 --> 00:11:20.100]  在世界上有很多這樣的人
[00:11:20.100 --> 00:11:22.500]  在當時文化裡面也有這樣的人就是
[00:11:22.500 --> 00:11:24.900]  覺得自己很厲害
[00:11:24.900 --> 00:11:26.400]  很想教人
[00:11:26.400 --> 00:11:28.900]  剛才一開始說很多什麼師什麼師
[00:11:28.900 --> 00:11:30.600]  今時今日我不知道你是什麼師
[00:11:30.600 --> 00:11:32.600]  當我在教會做牧師的時候
[00:11:32.600 --> 00:11:34.900]  我很記得當我要承擔牧師的職份的時候
[00:11:34.900 --> 00:11:36.000]  我都睡不著
[00:11:36.000 --> 00:11:36.900]  一段日子
[00:11:36.900 --> 00:11:38.100]  我就問自己
[00:11:38.100 --> 00:11:39.300]  就是
[00:11:39.300 --> 00:11:42.800]  孟子說人之患在好為人師
[00:11:43.100 --> 00:11:45.100]  做了牧師別人就會看著你
[00:11:45.100 --> 00:11:46.400]  什麼都會問你
[00:11:46.400 --> 00:11:47.900]  好像你要懂得所有東西
[00:11:47.900 --> 00:11:49.400]  頂尖會真的有時候走來問我
[00:11:49.400 --> 00:11:51.000]  牧師牧師我不知道可不可以幫我
[00:11:51.000 --> 00:11:53.700]  問的東西跟信仰又沒有什麼關係
[00:11:53.700 --> 00:11:54.600]  跟聖經又沒有什麼關係
[00:11:54.600 --> 00:11:56.200]  問其他東西我不懂
[00:11:56.200 --> 00:11:57.700]  我不是什麼都懂
[00:11:57.700 --> 00:11:59.600]  不過覺得自己很大壓力
[00:11:59.600 --> 00:12:02.000]  當我睡不著的時候突然間就醒了
[00:12:02.000 --> 00:12:03.400]  不是
[00:12:03.400 --> 00:12:04.700]  我還沒做牧師之前
[00:12:04.700 --> 00:12:06.100]  我就是宣教師
[00:12:06.100 --> 00:12:08.300]  也一樣也有個師字
[00:12:08.300 --> 00:12:09.600]  所以也沒什麼分別
[00:12:09.600 --> 00:12:10.600]  繼續做吧
[00:12:12.000 --> 00:12:13.400]  是啊有時候當我們
[00:12:13.400 --> 00:12:15.300]  做一個教導
[00:12:15.300 --> 00:12:16.200]  或者一個
[00:12:16.200 --> 00:12:17.700]  所謂叫做什麼師什麼師
[00:12:17.700 --> 00:12:19.200]  一些專業啦可能這麼說
[00:12:19.200 --> 00:12:20.800]  的角色的時候
[00:12:20.800 --> 00:12:23.300]  有時候很難避免你要成為教導
[00:12:23.300 --> 00:12:24.600]  我們當中都有
[00:12:24.600 --> 00:12:25.900]  可能做老師的
[00:12:25.900 --> 00:12:28.200]  或者我們當中有團契的導師的
[00:12:28.200 --> 00:12:30.700]  在教會裡面教主一學的導師的等等
[00:12:30.700 --> 00:12:32.800]  我不是說你聽完今天這邊到之後
[00:12:32.800 --> 00:12:33.900]  以後不要教了
[00:12:33.900 --> 00:12:34.800]  以後不要做了
[00:12:34.800 --> 00:12:35.900]  叫你做導師就說
[00:12:35.900 --> 00:12:37.300]  牧師叫的不要做了
[00:12:37.300 --> 00:12:38.400]  所以不要侍奉了
[00:12:38.400 --> 00:12:39.300]  不是這個意思
[00:12:39.900 --> 00:12:42.500]  而是當我們在想我們要去教導的時候
[00:12:42.500 --> 00:12:44.000]  究竟我們在想的是什麼
[00:12:44.000 --> 00:12:46.500]  《聖經》裡面說的這些文字和快傳
[00:12:46.500 --> 00:12:47.700]  當他要教導的時候
[00:12:47.700 --> 00:12:49.600]  第一他沒有新教
[00:12:49.600 --> 00:12:51.000]  他沒有用他的行動
[00:12:51.000 --> 00:12:51.900]  去表達
[00:12:51.900 --> 00:12:53.600]  這個值得我們提醒
[00:12:53.600 --> 00:12:56.200]  頂梓梅你有沒有想過當你去教人
[00:12:56.200 --> 00:12:57.300]  某一句話的時候
[00:12:57.300 --> 00:12:59.200]  你自己的行動都很重要
[00:12:59.200 --> 00:13:00.900]  就像剛才我說的故事
[00:13:00.900 --> 00:13:02.700]  當你要教人去開車的時候
[00:13:02.700 --> 00:13:03.700]  如果你沒有車牌
[00:13:03.700 --> 00:13:04.700]  其實你沒有經驗的時候
[00:13:04.700 --> 00:13:06.500]  你講出來都是紙上談兵
[00:13:06.500 --> 00:13:08.200]  當然你都可能幫得上忙的
[00:13:08.200 --> 00:13:09.100]  看看位置這樣
[00:13:09.300 --> 00:13:10.700]  不過你真的不會怎麼操作
[00:13:10.700 --> 00:13:12.500]  你也沒有這樣的經驗
