
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹早晨 主內平安
[00:02:44.200 --> 00:02:48.100]  而這兩個大段落上下
[00:02:48.100 --> 00:02:51.100]  各自可以分為兩個小段
[00:02:51.100 --> 00:02:55.100]  每一個小段包含了兩節經文
[00:02:55.100 --> 00:03:01.200]  這四個小段形成了這篇詩篇的四個篇章
[00:03:01.200 --> 00:03:06.500]  以下將會將這四個篇章逐一拆解
[00:03:06.500 --> 00:03:09.700]  讓大家可以理解這篇詩篇的訊息
[00:03:09.700 --> 00:03:14.300]  並且可以看到詩人的屬靈覺醒的進程
[00:03:14.300 --> 00:03:17.400]  在開始之前我們先有個祈禱
[00:03:17.400 --> 00:03:19.400]  親愛的上主我們感謝祢
[00:03:19.400 --> 00:03:20.800]  在這個美好的早上
[00:03:20.800 --> 00:03:24.800]  引領我們弟兄姊妹一同回到祢的殿當中
[00:03:24.800 --> 00:03:26.500]  一同去敬拜祢
[00:03:26.500 --> 00:03:30.100]  願到我們所獻上來的祈禱
[00:03:30.100 --> 00:03:31.600]  我們的敬拜
[00:03:31.600 --> 00:03:35.800]  都成為祢閲立的一個祭
[00:03:35.800 --> 00:03:39.700]  又願祢的靈在我們當中親自去引領我們
[00:03:39.700 --> 00:03:41.600]  首先去加力給我
[00:03:41.600 --> 00:03:43.000]  也潔淨我的口舌
[00:03:43.000 --> 00:03:48.600]  以致我能夠有力為祢按著正義宣講祢的話語
[00:03:48.600 --> 00:03:51.800]  也願祢的靈在眾弟兄姊妹心中
[00:03:51.800 --> 00:03:53.500]  去激發眾人的內心
[00:03:53.500 --> 00:03:59.900]  讓今天的訊息能夠作為眾人生命中的提醒和引導
[00:03:59.900 --> 00:04:01.300]  願祢與我們同在
[00:04:01.300 --> 00:04:03.000]  奉主耶穌的名祈禱
[00:04:03.000 --> 00:04:03.800]  阿門
[00:04:03.800 --> 00:04:06.900]  我們先看第一個篇章
[00:04:06.900 --> 00:04:10.200]  開始講到詩人求告神
[00:04:10.200 --> 00:04:11.600]  詩人這樣說
[00:04:11.600 --> 00:04:15.400]  「耶和華,我從深處求告祢」
[00:04:15.400 --> 00:04:17.100]  詩人在此特別強調
[00:04:17.100 --> 00:04:20.500]  他的求告是從深處發出
[00:04:20.500 --> 00:04:21.500]  也就是說
[00:04:21.500 --> 00:04:26.700]  詩人意識到自己陷於一個深處的處境之中
[00:04:26.700 --> 00:04:28.400]  深處即是甚麼呢?
[00:04:28.400 --> 00:04:31.500]  深處即是海的深處
[00:04:31.500 --> 00:04:37.200]  被一個人處於一個極之嚴峻的惡劣的處境之中
[00:04:37.200 --> 00:04:39.900]  好像魚液浸親一樣
[00:04:39.900 --> 00:04:42.600]  而且不是在水面掙扎
[00:04:42.600 --> 00:04:46.200]  而是已經沉到深海裡
[00:04:46.200 --> 00:04:48.400]  海在舊約聖經中
[00:04:48.400 --> 00:04:55.300]  經常用來代表那股為生命帶來破壞、毀滅和死亡的混沌力量
[00:04:55.300 --> 00:04:57.600]  而沉沒在海的深處
[00:04:57.600 --> 00:05:01.300]  就意味著人被大水所包圍和覆蓋
[00:05:01.300 --> 00:05:04.600]  因此與神隔絕了
[00:05:04.600 --> 00:05:05.300]  換言之
[00:05:05.300 --> 00:05:08.300]  詩人意識到自己的活力、動力
[00:05:08.300 --> 00:05:10.200]  以至他的生命氣息
[00:05:10.200 --> 00:05:13.800]  都正在逐漸流逝和消失
[00:05:13.800 --> 00:05:14.800]  他更加發覺
[00:05:14.800 --> 00:05:17.400]  單靠自己的力量去掙扎
[00:05:17.400 --> 00:05:19.400]  完全是無補於事
[00:05:19.400 --> 00:05:23.200]  只會令他有更加大的無力感
[00:05:23.200 --> 00:05:25.100]  面對著死亡的危機
[00:05:25.100 --> 00:05:31.900]  人經常都會有否認、憤怒、討價還價、沮喪的反應
[00:05:31.900 --> 00:05:36.100]  但詩人沒有因此被癱瘓
[00:05:36.100 --> 00:05:40.100]  他沒有跌入否定一切事情的狀態之中
[00:05:40.100 --> 00:05:41.800]  拒絕面對現實
[00:05:41.800 --> 00:05:44.400]  他沒有被憤怒的情緒所困
[00:05:44.400 --> 00:05:45.800]  終日怨天尤人
[00:05:45.800 --> 00:05:50.400]  質問為何不幸的事情要淋到他的身上
[00:05:50.400 --> 00:05:54.600]  他沒有糾纏在討價還價的空想裡
[00:05:54.600 --> 00:05:59.000]  妄想惡事、禍事會突然之間消失
[00:05:59.000 --> 00:06:02.100]  他沒有陷溺在沮喪的心境裡
[00:06:02.100 --> 00:06:06.000]  被焦慮和自憐自憫困住
[00:06:06.000 --> 00:06:09.100]  詩人就是以懇切求告神
[00:06:09.100 --> 00:06:14.200]  作為他對自己處境的應對
[00:06:14.200 --> 00:06:17.200]  他求神聽他的聲音
[00:06:17.200 --> 00:06:20.600]  則以留心他懇求的聲音
[00:06:20.600 --> 00:06:24.300]  「聽」這個字包含了回應的意思
[00:06:24.300 --> 00:06:26.900]  而懇求的聲音裡的「懇求」
[00:06:26.900 --> 00:06:31.000]  特別是在說祈求神的憐憫和私恩
[00:06:31.000 --> 00:06:32.300]  所以詩人在這裡
[00:06:32.300 --> 00:06:35.700]  他不只是希望神成為他的聆聽者
[00:06:35.700 --> 00:06:38.300]  他更加需要神對他的呼求
[00:06:38.300 --> 00:06:42.400]  作出法治憐憫之情的回應行動
[00:06:42.400 --> 00:06:46.400]  詩人這樣應對他陷於深處的困局
[00:06:46.400 --> 00:06:50.800]  表示他認識到自己無力自救的事實
[00:06:50.800 --> 00:06:53.400]  他更加知道神的回應和幫助
[00:06:53.400 --> 00:06:56.900]  才是他唯一的出路
[00:06:56.900 --> 00:06:59.200]  接著到第二個篇章
[00:06:59.200 --> 00:07:04.600]  詩人突然將話題轉到神的赦免之恩
[00:07:04.600 --> 00:07:07.900]  詩人對著神自問自答
[00:07:07.900 --> 00:07:09.500]  詩人這樣說
[00:07:09.500 --> 00:07:15.000]  「耶和華,你若救察罪業主,誰能站得住呢?
[00:07:15.000 --> 00:07:20.500]  但在你有赦免之恩,要叫人敬畏你」
[00:07:20.500 --> 00:07:26.100]  「救察」這個字不只是指細心留意
[00:07:26.100 --> 00:07:29.800]  更加有記錄下來的意思
[00:07:29.800 --> 00:07:33.000]  詩人用反問的方式去表達
[00:07:33.000 --> 00:07:35.800]  神當然看到了人所作的一切罪業
[00:07:35.800 --> 00:07:38.500]  神不會看不到這個世界的罪惡
[00:07:38.500 --> 00:07:40.700]  人一切的行為、言語
[00:07:40.700 --> 00:07:43.700]  甚至最隱密的邪惡思想
[00:07:43.700 --> 00:07:46.400]  神都看得一清二楚
[00:07:46.400 --> 00:07:49.400]  但神不將人這些犯罪的記錄
[00:07:49.400 --> 00:07:52.100]  鉅細無遺地收集起來
[00:07:52.100 --> 00:07:54.900]  作為審判人的根據
[00:07:54.900 --> 00:07:59.700]  否則根本沒有人能夠在神的審判台前
[00:07:59.700 --> 00:08:02.700]  站得住而存活下來
[00:08:02.700 --> 00:08:05.500]  這就是詩人信心的宣告
[00:08:05.500 --> 00:08:07.500]  但大家一定會問
[00:08:07.500 --> 00:08:11.500]  這位原本在深處求告神的詩人
[00:08:11.500 --> 00:08:14.500]  他心裡究竟想起了什麼
[00:08:14.500 --> 00:08:19.300]  而因此令他產生思想上的跳躍呢?
[00:08:19.300 --> 00:08:21.000]  答案很明顯
[00:08:21.000 --> 00:08:26.000]  詩人意識到他自己陷於深處並不是沒有原因
[00:08:26.000 --> 00:08:31.300]  他突然覺醒到他自己也要負上相當的責任
[00:08:31.300 --> 00:08:34.300]  這是詩人一個極之深刻的反省
[00:08:34.300 --> 00:08:37.100]  和對生命的洞見
[00:08:37.100 --> 00:08:39.700]  深處的覺醒使他認識到
[00:08:39.700 --> 00:08:42.700]  自己只能夠尋求神的幫助
[00:08:42.700 --> 00:08:46.900]  而這樣的覺醒和認識使他甦醒過來
[00:08:46.900 --> 00:08:51.900]  使他用一個新的角度回顧自己的人生
[00:08:51.900 --> 00:08:55.900]  重新審視自己生命的真相
[00:08:55.900 --> 00:08:59.500]  罪孽有扭曲和偏離的意思
[00:08:59.500 --> 00:09:04.500]  詩人知道這個問題的根源是他自己離開了神
[00:09:04.500 --> 00:09:07.700]  也就是他對神的不信
[00:09:07.700 --> 00:09:11.700]  他不信將自己的生命主權交在神的手裡
[00:09:11.700 --> 00:09:15.300]  會由自己去掌握更加穩妥
[00:09:15.300 --> 00:09:17.900]  他不相信神的旨意
[00:09:17.900 --> 00:09:19.900]  也就是聖經的教導
[00:09:19.900 --> 00:09:24.300]  會比他自己所謂理性的判斷更加正確
[00:09:24.300 --> 00:09:28.300]  他不信神對他的愛是如此深和徹底
[00:09:28.300 --> 00:09:33.100]  比他對自己的愛更加多、更加深
[00:09:33.100 --> 00:09:33.900]  弟兄姊妹
[00:09:33.900 --> 00:09:36.700]  深處之所以為深處
[00:09:36.700 --> 00:09:40.100]  重點不是在於外在的環境如何
[00:09:40.100 --> 00:09:43.100]  而是有沒有神的同在
[00:09:43.100 --> 00:09:47.500]  受造的人如果離開了次生命的創造主
[00:09:47.500 --> 00:09:51.300]  自然就會陷於深處而步向滅亡
[00:09:51.300 --> 00:09:53.100]  這是必然的事
[00:09:53.100 --> 00:09:57.100]  問題只是人有沒有這個覺醒而已
[00:09:57.100 --> 00:09:59.700]  詩人提到神有赦免之恩
[00:09:59.700 --> 00:10:03.100]  愚民直譯就是神有赦免
[00:10:03.100 --> 00:10:06.500]  莎士比亞曾經說過一句這樣的說話
[00:10:06.500 --> 00:10:08.900]  他說沒有任何東西比起憐憫
[00:10:08.900 --> 00:10:12.300]  更加能夠助長罪惡的膽量
[00:10:12.300 --> 00:10:15.500]  猶太拉比問過一個這樣的問題
[00:10:15.500 --> 00:10:19.100]  他說假如神總是赦免人的罪
[00:10:19.100 --> 00:10:23.100]  人會不會變得越來越不畏懼犯罪呢?
[00:10:23.100 --> 00:10:25.100]  答案當然不是
[00:10:25.100 --> 00:10:30.900]  有另一個拉比作了一個比喻來解釋赦免的作用
[00:10:30.900 --> 00:10:34.900]  他說假設一個債仔發覺他所欠的債務
[00:10:34.900 --> 00:10:39.100]  是他無論如何努力都不能如期償還的
[00:10:39.100 --> 00:10:42.700]  如果他的債主卻是堅持這個債仔
[00:10:42.700 --> 00:10:46.500]  一定要按著原本的承諾的時間
[00:10:46.500 --> 00:10:48.900]  去清還所有的欠債的話
[00:10:48.900 --> 00:10:52.500]  否則他就會立刻作出法律行動
[00:10:52.500 --> 00:10:57.500]  這個債仔很可能會立刻放棄繼續還債
[00:10:57.500 --> 00:10:59.500]  等債主申請他破產
[00:10:59.500 --> 00:11:03.100]  因為反正結果都是一樣
[00:11:03.100 --> 00:11:09.900]  但是假如債主願意延長還款的期限
[00:11:09.900 --> 00:11:14.300]  甚至去減免債仔部分的債務
[00:11:14.300 --> 00:11:17.100]  債仔反而覺得仍然有希望
[00:11:17.100 --> 00:11:20.900]  於是就會繼續還款
[00:11:20.900 --> 00:11:23.300]  這位拉比講得很好
[00:11:23.300 --> 00:11:28.500]  但是關鍵他仍然未點出
[00:11:28.500 --> 00:11:30.100]  最重要的是
[00:11:30.100 --> 00:11:31.300]  神的赦免
[00:11:31.300 --> 00:11:37.300]  赦免這個字除了是抹去一個人的罪孽紀錄之外
[00:11:37.300 --> 00:11:41.700]  更加包括了除罪的意思
[00:11:41.700 --> 00:11:42.700]  也就是說
[00:11:42.700 --> 00:11:48.900]  赦免是一個改變和轉化罪人生命的過程
[00:11:48.900 --> 00:11:51.100]  所以詩人在此特別強調
[00:11:51.100 --> 00:11:56.900]  神的赦免是要使人會因為感恩而敬畏神
[00:11:56.900 --> 00:11:58.700]  詩人在此特別強調
[00:11:58.700 --> 00:12:01.100]  這個要敬畏神
[00:12:01.100 --> 00:12:01.900]  記住
[00:12:01.900 --> 00:12:05.100]  赦免絕對不是縱容人去放肆
[00:12:05.100 --> 00:12:06.900]  繼續犯罪
[00:12:06.900 --> 00:12:09.900]  而是要令人的生命轉變
[00:12:09.900 --> 00:12:12.300]  活出一個敬畏神的人生
[00:12:12.300 --> 00:12:15.700]  這個才是赦免的目的
[00:12:15.700 --> 00:12:20.700]  接著詩人作出了一個堅定的信仰宣言
[00:12:20.700 --> 00:12:22.900]  這也是他的立志
[00:12:22.900 --> 00:12:24.700]  詩人這樣說
[00:12:24.700 --> 00:12:28.100]  「我等候耶和華,我的心等候
[00:12:28.100 --> 00:12:30.100]  我一樣望他的話
[00:12:30.100 --> 00:12:31.900]  我的心等候主
[00:12:31.900 --> 00:12:37.900]  勝於守夜的等候天良」
[00:12:37.900 --> 00:12:40.100]  在短短的這兩節經文中
[00:12:40.100 --> 00:12:42.300]  詩人反覆用了三個不同
[00:12:42.300 --> 00:12:47.900]  卻同樣可以譯作「等候」的希伯來字詞
[00:12:47.900 --> 00:12:49.900]  有些學者認為
[00:12:49.900 --> 00:12:52.900]  詩人在此其實是想表達
[00:12:52.900 --> 00:12:58.500]  詩人雖然仍然看起來好像無盡的黑暗之中
[00:12:58.500 --> 00:13:01.300]  但他仍然是懷著信心和盼望
[00:13:01.300 --> 00:13:04.900]  耐心地等候神的介入和拯救
[00:13:04.900 --> 00:13:07.900]  他相信光明總有一天會來到
[00:13:07.900 --> 00:13:10.900]  大家暫時等著吧
[00:13:10.900 --> 00:13:14.500]  不過這樣的理解過於消極
[00:13:14.500 --> 00:13:22.500]  還未能將三重等候的深層意義表達得清楚
[00:13:22.500 --> 00:13:25.500]  第一個等候所使用的字
[00:13:25.500 --> 00:13:28.700]  字根與「承索」有關
[00:13:28.700 --> 00:13:30.300]  大家一定會好奇
[00:13:30.300 --> 00:13:34.100]  「承索」和「等候」有什麼關係呢?
[00:13:34.100 --> 00:13:37.300]  大家可以從兩方面去理解
[00:13:37.300 --> 00:13:39.100]  首先一條「承索」是怎樣的呢?
[00:13:39.100 --> 00:13:45.100]  一條「承索」是由很多條較幼的繩繞在一起形成的
[00:13:45.100 --> 00:13:48.500]  引申出來其實是在說「等候」是怎樣的呢?
[00:13:48.500 --> 00:13:52.900]  「等候」就是將等候者和被等候的對象
[00:13:52.900 --> 00:13:56.300]  纏繞起來一起的意思
[00:13:56.300 --> 00:14:00.100]  另一個理解的方式更加簡單和直接
[00:14:00.100 --> 00:14:01.900]  「等候」的功能是什麼呢?
[00:14:01.900 --> 00:14:05.100]  就好像一條拉緊了的承索
[00:14:05.100 --> 00:14:08.500]  一頭連在等候的對象身上
[00:14:08.500 --> 00:14:13.700]  另一頭就是由等候者的手緊緊地拉著
[00:14:13.700 --> 00:14:20.300]  讓等候者能夠拉近他和等候對象彼此之間的距離
[00:14:20.300 --> 00:14:22.300]  這就是等候
[00:14:22.300 --> 00:14:24.700]  無論是哪一種的解讀
[00:14:24.700 --> 00:14:28.700]  第一重等候要強調的
[00:14:28.700 --> 00:14:33.300]  就是等候者和等候對象彼此有一個緊密的關係
[00:14:33.300 --> 00:14:37.900]  而且是一個生命結連的關係
[00:14:37.900 --> 00:14:40.700]  等候者絕對不是無可奈何
[00:14:40.700 --> 00:14:43.900]  只是聽天由命等運到
[00:14:43.900 --> 00:14:47.300]  而是他要主動地、努力地
[00:14:47.300 --> 00:14:53.300]  和等候的對象建立一個越來越緊密的生命結連
[00:14:53.300 --> 00:14:56.100]  他會積極地做好充分的準備
[00:14:56.100 --> 00:14:59.900]  去迎接等候對象的臨到
[00:14:59.900 --> 00:15:04.100]  詩人說「我等候耶和華,我的心等候」
[00:15:04.100 --> 00:15:06.700]  前面那半句「我等候耶和華」
[00:15:06.700 --> 00:15:10.900]  就是表明詩人等候的對象是哪一個?
[00:15:10.900 --> 00:15:13.700]  就是耶和華這位救贖以色列民的
[00:15:13.700 --> 00:15:17.100]  和他們有生命之約的獨一真神
[00:15:17.100 --> 00:15:19.500]  「我的心」的「心」字
[00:15:19.500 --> 00:15:21.900]  原文應該是「生命」
[00:15:21.900 --> 00:15:23.900]  而不是「心靈」
[00:15:23.900 --> 00:15:26.700]  所以應該說是「我的生命」
[00:15:26.700 --> 00:15:30.100]  其實是說詩人的整個生命
[00:15:30.100 --> 00:15:32.700]  也是指他整個人
[00:15:32.700 --> 00:15:35.100]  所以詩人想表達的
[00:15:35.100 --> 00:15:38.100]  就是他整個人包括他的身體
[00:15:38.100 --> 00:15:39.300]  包括他的思想
[00:15:39.300 --> 00:15:40.500]  包括他的情感
[00:15:40.500 --> 00:15:42.100]  包括他的意志
[00:15:42.100 --> 00:15:44.100]  都要結連在神身上
[00:15:44.100 --> 00:15:45.900]  都要交在神的手中
[00:15:45.900 --> 00:15:48.500]  成為神合用的器皿
[00:15:48.500 --> 00:15:50.100]  從此以後
[00:15:50.100 --> 00:15:52.900]  詩人生命的主權屬於神
[00:15:52.900 --> 00:15:55.900]  他人生目標和生活方式的選取
[00:15:55.900 --> 00:16:00.100]  都不會再離開神的心意
[00:16:00.100 --> 00:16:02.500]  詩人接著這樣說
[00:16:02.500 --> 00:16:05.100]  「我也仰望他的華」
[00:16:05.100 --> 00:16:08.300]  「仰望」這個字也包含了「等候」的意思
[00:16:08.300 --> 00:16:09.700]  所以有些英文譯本
[00:16:09.700 --> 00:16:11.100]  將這個字
[00:16:11.100 --> 00:16:15.500]  包括了NASB或者JPS的譯本
[00:16:15.500 --> 00:16:17.900]  都會將它譯作「wait for」
[00:16:17.900 --> 00:16:19.500]  或者譯作「await」
[00:16:19.500 --> 00:16:21.500]  就是這樣的原因
[00:16:21.500 --> 00:16:23.100]  第二重的「等候」
[00:16:23.100 --> 00:16:27.300]  就有信心、信靠和盼望的含義在當中
[00:16:27.300 --> 00:16:29.700]  而這個字的字根很有趣
[00:16:29.700 --> 00:16:33.100]  就是與「陷於泥沼」有關
[00:16:33.100 --> 00:16:34.100]  這個字的字根
[00:16:34.100 --> 00:16:35.100]  與「陷於泥沼」
[00:16:35.100 --> 00:16:36.900]  與「陷於困難」有關
[00:16:36.900 --> 00:16:38.900]  所以第二重的「等候」
[00:16:38.900 --> 00:16:45.500]  通常是指困難處境的等候
[00:16:45.500 --> 00:16:51.500]  就好像詩人正處於一個深處的狀態之中
[00:16:51.500 --> 00:16:54.100]  所以聖經幾個中文譯本
[00:16:54.100 --> 00:16:56.700]  將這個字譯作「仰望」
[00:16:56.700 --> 00:17:00.300]  其實是很有意思的 譯得很好
[00:17:00.300 --> 00:17:04.500]  等候者是抬頭注目在天上的
[00:17:04.500 --> 00:17:08.700]  那位滿有大能值得信靠的信實之主
[00:17:08.700 --> 00:17:11.300]  而不是單單低頭
[00:17:11.300 --> 00:17:15.100]  看著地上擺在他面前的那些難處
[00:17:15.100 --> 00:17:19.100]  這就是等候、仰望的意思
[00:17:19.100 --> 00:17:21.700]  詩人在困難之中等候的
[00:17:21.700 --> 00:17:23.100]  不是其他東西
[00:17:23.100 --> 00:17:25.100]  而是神的話
[00:17:25.100 --> 00:17:29.500]  詩人向上仰望、期盼神的話臨到
[00:17:29.500 --> 00:17:32.500]  神的話包括了神的安慰
[00:17:32.500 --> 00:17:36.100]  讓到詩人的心得到堅固和激勵
[00:17:36.100 --> 00:17:38.700]  神的話也包括了神的指引
[00:17:38.700 --> 00:17:40.300]  就是幫助詩人思考
[00:17:40.300 --> 00:17:44.300]  在當前的困境中要怎樣做
[00:17:44.300 --> 00:17:47.300]  神的話也充滿了神的應許
[00:17:47.300 --> 00:17:49.100]  詩人等待信息的神
[00:17:49.100 --> 00:17:55.300]  用他的大能去實現神說過的一切應許
[00:17:55.300 --> 00:17:59.300]  這就是第二重等候所表達的重點
[00:17:59.300 --> 00:18:01.300]  接著到第六節
[00:18:01.300 --> 00:18:03.700]  經文是這樣說的
[00:18:03.700 --> 00:18:05.500]  「我的心等候主
[00:18:05.500 --> 00:18:10.300]  勝於守夜的等候天亮」
[00:18:10.300 --> 00:18:12.700]  這節經文如果原文直譯
[00:18:12.700 --> 00:18:14.500]  就可以直譯成這樣
[00:18:14.500 --> 00:18:22.300]  「我的生命向主勝於那等候天亮的」
[00:18:22.300 --> 00:18:24.500]  第三重等候就是將詩人
[00:18:24.500 --> 00:18:27.500]  和那些等候天亮的人作對比
[00:18:27.500 --> 00:18:28.900]  這些等候天亮的人
[00:18:28.900 --> 00:18:33.100]  可以是指那些在晚上看守城門的人
[00:18:33.100 --> 00:18:35.500]  不過更加可能是指
[00:18:35.500 --> 00:18:39.900]  在聖殿負責守夜的利微祭司
[00:18:39.900 --> 00:18:43.900]  這些利微祭司等待神光出現的那一刻
[00:18:43.900 --> 00:18:47.500]  就獻上當日的每日繁祭
[00:18:47.500 --> 00:18:50.500]  這兩種等候有一個共通點
[00:18:50.500 --> 00:18:52.500]  就是不能夠鬆懈
[00:18:52.500 --> 00:18:55.900]  要專注、要謹慎、要警醒
[00:18:55.900 --> 00:18:59.100]  「勝於」這個詞
[00:18:59.100 --> 00:19:00.700]  原文其實是一個介詞
[00:19:00.700 --> 00:19:03.500]  好像英文的preposition
[00:19:03.500 --> 00:19:07.700]  它可以解作「勝於」
[00:19:07.700 --> 00:19:12.900]  也可以用來表達在他們當中的意思
[00:19:12.900 --> 00:19:15.700]  如果在這裡解作「勝於」
[00:19:15.700 --> 00:19:19.900]  就表示詩人比守城或守聖殿的人
[00:19:19.900 --> 00:19:22.900]  更加專注、謹慎和警醒
[00:19:22.900 --> 00:19:26.100]  但如果採用後者的解釋
[00:19:26.100 --> 00:19:27.900]  其實就是要強調
[00:19:27.900 --> 00:19:31.300]  詩人是和其他人一起等候
[00:19:31.300 --> 00:19:34.100]  救贖黎明的來到
[00:19:34.100 --> 00:19:35.500]  這也顯明了
[00:19:35.500 --> 00:19:38.900]  詩人非常有群體意識
[00:19:38.900 --> 00:19:40.500]  稍後大家會看到
[00:19:40.500 --> 00:19:42.900]  後者的解釋
[00:19:42.900 --> 00:19:44.900]  其實和第四個篇章
[00:19:44.900 --> 00:19:46.300]  即是七至八節
[00:19:46.300 --> 00:19:49.700]  那裡銜接得會更加好
[00:19:49.700 --> 00:19:50.700]  總的來說
[00:19:50.700 --> 00:19:55.700]  三重等候絕對不是被動和消極地挨日子
[00:19:55.700 --> 00:19:57.900]  不會認為當下是沒有意義
[00:19:57.900 --> 00:19:59.700]  是毫無作為的
[00:19:59.700 --> 00:20:03.700]  這樣的三重等候
[00:20:03.700 --> 00:20:06.700]  只是要呼應在前一個段落
[00:20:06.700 --> 00:20:08.100]  結尾的時候
[00:20:08.100 --> 00:20:10.300]  他所強調的重點
[00:20:10.300 --> 00:20:12.900]  是生命要更新、轉化
[00:20:12.900 --> 00:20:16.700]  要活出敬畏神的人生
[00:20:16.700 --> 00:20:18.700]  這篇詩篇
[00:20:18.700 --> 00:20:21.300]  如果大家讀的時候
[00:20:21.300 --> 00:20:23.700]  可能會覺得在這裡也可以停止
[00:20:23.700 --> 00:20:29.500]  但詩人沒有在他做完等候宣告之後完結
[00:20:29.500 --> 00:20:34.100]  詩人最後向以色列發出呼籲
[00:20:34.100 --> 00:20:35.500]  詩人這樣說
[00:20:35.500 --> 00:20:38.500]  「以色列,你當仰望耶和華
[00:20:38.500 --> 00:20:42.300]  因耶和華有慈愛、有豐盛的救恩
[00:20:42.300 --> 00:20:43.900]  他必救贖以色列
[00:20:43.900 --> 00:20:46.500]  脫離一切的罪孽」
[00:20:46.500 --> 00:20:50.500]  這表明了詩人有一個更加清晰的覺醒
[00:20:50.500 --> 00:20:54.700]  知道他所持守的是一個群體的信仰
[00:20:54.700 --> 00:20:56.100]  是一個群體的信仰
[00:20:56.100 --> 00:20:59.500]  而不是單單追求自己個人的救贖
[00:20:59.500 --> 00:21:04.300]  詩人知道他不是孤單地在深處受困和受苦
[00:21:04.300 --> 00:21:08.900]  所以他要和他的同伴一起去求告神
[00:21:08.900 --> 00:21:11.900]  一起去依靠神的赦免之恩
[00:21:11.900 --> 00:21:16.500]  以至他們的生命、人生都能夠轉變
[00:21:16.500 --> 00:21:19.900]  他和他的群體裡的同伴一起等候
[00:21:19.900 --> 00:21:23.100]  將他們的生命結連在神那裡
