
[00:00:00.000 --> 00:00:02.600]  大衛傳的第十一講
[00:01:30.100 --> 00:01:33.000]  同樣的事情發生在他身上
[00:01:33.000 --> 00:01:38.800]  他說願耶和華報應他們所作的惡
[00:01:38.800 --> 00:01:40.000]  這就是大衛
[00:01:40.000 --> 00:01:43.000]  他不是把事情放在自己的手裡
[00:01:43.000 --> 00:01:45.800]  他讓神來主持公道
[00:01:45.800 --> 00:01:48.400]  這就是合神心意的人
[00:01:48.400 --> 00:01:51.300]  今季我們要學習大衛
[00:01:51.300 --> 00:01:54.100]  怎樣能夠合神心意
[00:01:54.100 --> 00:01:55.300]  其中一樣就是
[00:01:55.300 --> 00:01:58.400]  我們不要每件事都說
[00:01:58.400 --> 00:02:01.300]  是替天行道
[00:02:01.300 --> 00:02:02.800]  是做好事
[00:02:02.800 --> 00:02:05.100]  但其實我們是有私心
[00:02:05.100 --> 00:02:09.500]  這個我們需要很小心
[00:02:09.500 --> 00:02:11.600]  在《樹撒母》以下的三章一節
[00:02:11.600 --> 00:02:13.100]  一開始就說
[00:02:13.100 --> 00:02:15.500]  數羅家和大衛家
[00:02:15.500 --> 00:02:17.900]  真戰許久
[00:02:17.900 --> 00:02:20.100]  我們知道這一場的真戰
[00:02:20.100 --> 00:02:22.600]  一共會有七年半
[00:02:22.600 --> 00:02:26.100]  就是兩個家族彼此對敵
[00:02:26.100 --> 00:02:27.500]  我們會見到
[00:02:27.500 --> 00:02:29.900]  伊斯波切就是數羅的兒子
[00:02:29.900 --> 00:02:31.700]  他會變得越來越軟弱
[00:02:31.700 --> 00:02:32.700]  越來越弱
[00:02:32.700 --> 00:02:35.100]  他的勢力會被削減
[00:02:35.100 --> 00:02:38.200]  起初我們知道伊斯波切
[00:02:38.200 --> 00:02:40.800]  是佔有整個以色列地
[00:02:40.800 --> 00:02:44.700]  而大衛只是有猶大一個支派
[00:02:44.700 --> 00:02:47.700]  敵敵眾我寡
[00:02:47.700 --> 00:02:49.900]  但是慢慢慢慢我們會見到
[00:02:49.900 --> 00:02:52.500]  伊斯波切的勢力越來越弱
[00:02:52.500 --> 00:02:55.900]  大衛的勢力越來越強盛
[00:02:55.900 --> 00:02:58.000]  大衛的勢力的強盛
[00:02:58.000 --> 00:03:01.700]  也是反映在大衛的家譜
[00:03:01.700 --> 00:03:05.100]  他的家越來越興旺
[00:03:05.100 --> 00:03:06.300]  這些經文
[00:03:06.300 --> 00:03:08.400]  大衛的家譜
[00:03:08.400 --> 00:03:11.900]  是在《樹力代誌》以下的三章二節到五節
[00:03:11.900 --> 00:03:15.500]  和《力代誌》之上的三章一節到四節
[00:03:15.500 --> 00:03:18.300]  當大衛進入希伯倫的時候
[00:03:18.300 --> 00:03:20.400]  他只有兩個太太
[00:03:20.400 --> 00:03:22.300]  但是現在
[00:03:22.300 --> 00:03:24.500]  他一共有六個妻子
[00:03:24.500 --> 00:03:29.500]  每個妻子都跟他生了兒子
[00:03:29.500 --> 00:03:31.300]  一夫多妻制
[00:03:31.300 --> 00:03:35.300]  是由該隱的後裔拉密
[00:03:35.300 --> 00:03:38.000]  在《創世紀》的四章十九節
[00:03:38.000 --> 00:03:39.800]  由他開始
[00:03:39.800 --> 00:03:43.800]  但是神對以色列人的王
[00:03:43.800 --> 00:03:46.800]  納多菲賓是禁止的事
[00:03:46.800 --> 00:03:49.600]  在《新命記》的十七章十七節
[00:03:49.600 --> 00:03:54.100]  神說 王不可為自己多納菲賓
[00:03:54.100 --> 00:03:55.900]  這就是大衛的問題
[00:03:55.900 --> 00:03:57.900]  他為自己多納菲賓
[00:03:57.900 --> 00:04:00.700]  他是沒有聽到神的話語
[00:04:00.700 --> 00:04:05.000]  在大衛家譜的名單當中
[00:04:05.000 --> 00:04:07.900]  我們會見到他的六個妻子
[00:04:07.900 --> 00:04:10.000]  跟他生了六個兒子
[00:04:10.000 --> 00:04:13.000]  不是說只有六個兒子
[00:04:13.000 --> 00:04:15.500]  每個妻子在家譜裡面
[00:04:15.500 --> 00:04:20.700]  只說到他每個妻子為他生的第一個兒子
[00:04:20.700 --> 00:04:25.300]  而大衛也有其他的兒女
[00:04:25.300 --> 00:04:27.300]  他的女兒我們見到
[00:04:27.300 --> 00:04:30.700]  會在不同的故事當中出現
[00:04:30.700 --> 00:04:33.300]  例如他的女兒他媽
[00:04:33.300 --> 00:04:36.700]  遲些就會在經文出現
[00:04:36.700 --> 00:04:40.000]  這些家譜在撒母以下
[00:04:40.000 --> 00:04:42.400]  以及在歷代至上
[00:04:42.400 --> 00:04:44.800]  都有很多相似的地方
[00:04:44.800 --> 00:04:48.500]  而的確兩本書對於歷史的記載
[00:04:48.500 --> 00:04:51.000]  都有很多相似的地方
[00:04:51.000 --> 00:04:53.800]  只是從不同的角度來看
[00:04:53.800 --> 00:04:57.000]  同一段的歷史事跡
[00:04:57.000 --> 00:05:01.600]  在經文裡面提到大衛有六個兒子
[00:05:01.600 --> 00:05:03.900]  第一個兒子就是暗戀
[00:05:03.900 --> 00:05:07.400]  暗戀的意思就是忠心的意思
[00:05:07.400 --> 00:05:11.800]  是大衛和耶穌列人亞希嫩所生的
[00:05:11.800 --> 00:05:15.100]  我們知道暗戀最出名的是什麼
[00:05:15.100 --> 00:05:19.400]  強姦了他同父異母的妹妹他媽
[00:05:19.400 --> 00:05:24.000]  這件事是記載在撒母以下的第十三章
[00:05:24.000 --> 00:05:27.000]  大衛第二個兒子是基利亞
[00:05:27.000 --> 00:05:30.500]  基利亞的意思就是父親佔盡上風
[00:05:30.500 --> 00:05:33.600]  或者完全是屬於父親的
[00:05:33.600 --> 00:05:41.300]  這個人是大衛和加南人拿伯的妻子阿比該所生的
[00:05:41.300 --> 00:05:44.100]  基利亞似乎是一個花名
[00:05:44.100 --> 00:05:48.000]  而這個人的真正名字是叫做丹爾里
[00:05:48.000 --> 00:05:51.800]  在歷代至上的三章一節是有記載
[00:05:51.800 --> 00:05:54.900]  這個人似乎是英年早逝
[00:05:54.900 --> 00:05:57.800]  所以後來沒有再提及他的事蹟
[00:05:57.800 --> 00:06:02.500]  也沒有與他的兄弟爭取皇位
[00:06:02.500 --> 00:06:06.500]  第三個兒子亞沙隆就出名了
[00:06:06.500 --> 00:06:08.300]  亞沙隆是什麼意思
[00:06:08.300 --> 00:06:11.200]  亞就是父親的意思
[00:06:11.200 --> 00:06:14.500]  沙隆就是和平平安
[00:06:14.500 --> 00:06:21.000]  所以這個名字的意思就是父親是平安的
[00:06:21.000 --> 00:06:28.600]  他是大衛和基術王達買的女兒瑪嘉所生的
[00:06:28.600 --> 00:06:32.200]  基術其實在以色列國的西北部
[00:06:32.200 --> 00:06:34.300]  是一個小的國家
[00:06:34.300 --> 00:06:39.500]  很明顯這一段的婚姻是有政治的動機在裏面
[00:06:39.500 --> 00:06:42.500]  大衛希望在以色列國
[00:06:42.500 --> 00:06:45.200]  在伊斯波切的國家的不變
[00:06:45.200 --> 00:06:47.000]  是有一個聯盟
[00:06:47.000 --> 00:06:49.400]  以致可以牽制敵國
[00:06:49.400 --> 00:06:53.900]  這個就是他和瑪嘉聯婚的原因
[00:06:53.900 --> 00:06:57.400]  但是和異國的人聯婚
[00:06:57.400 --> 00:07:02.000]  其實也是違背了摩西五經 摩西律法
[00:07:02.000 --> 00:07:04.600]  例如在出埃及記的三十四章
[00:07:04.600 --> 00:07:06.100]  新明記的七章
[00:07:06.100 --> 00:07:09.800]  和約書亞記的二十三章都有說到
[00:07:09.800 --> 00:07:12.700]  這個也是所羅門王的問題
[00:07:12.700 --> 00:07:16.400]  他娶了很多外邦人的妻妾
[00:07:16.400 --> 00:07:18.500]  引誘她離開神
[00:07:18.500 --> 00:07:21.400]  這個我們遲些就會看到
[00:07:21.400 --> 00:07:26.700]  我們說亞沙隆名字的意思是父親是平安的
[00:07:26.700 --> 00:07:32.700]  但是亞沙隆不但沒有給他的父親有平安
[00:07:32.700 --> 00:07:36.200]  而且給他的父親有很多的災難
[00:07:36.200 --> 00:07:39.900]  遲些我們會見到他會追殺他的父親
[00:07:39.900 --> 00:07:41.500]  這個就是亞沙隆
[00:07:41.500 --> 00:07:45.400]  這些事跡會記載在薩姆以下的十三章
[00:07:45.400 --> 00:07:47.700]  至十九章
[00:07:47.700 --> 00:07:52.600]  大衛第四個兒子是亞多尼亞
[00:07:52.600 --> 00:07:56.700]  亞多尼亞的意思就是耶和華是主
[00:07:56.700 --> 00:07:59.700]  是大衛和哈及所生的
[00:07:59.700 --> 00:08:02.700]  大衛在他年老多病的時候
[00:08:02.700 --> 00:08:06.700]  亞多尼亞就意圖奪取王位
[00:08:06.700 --> 00:08:10.700]  遲些我們會見到他和所羅門王爭王位
[00:08:10.700 --> 00:08:12.700]  爭輸了
[00:08:12.700 --> 00:08:15.200]  他為什麼會招來殺身之禍
[00:08:15.200 --> 00:08:17.900]  就是因為他想娶大衛的妾侍
[00:08:17.900 --> 00:08:21.500]  就是書念女子亞比薩
[00:08:21.500 --> 00:08:24.100]  以至招來殺身之禍
[00:08:24.100 --> 00:08:27.000]  那你說為什麼要娶大衛的妾侍
[00:08:27.000 --> 00:08:29.200]  就會招來殺身之禍
[00:08:29.200 --> 00:08:31.600]  和今天的經文息息相關
[00:08:31.600 --> 00:08:34.600]  遲些我就會解釋這件事
[00:08:34.600 --> 00:08:39.100]  大衛第五個兒子叫做侍法提亞
[00:08:39.100 --> 00:08:42.900]  意思就是耶和華的審判
[00:08:42.900 --> 00:08:45.100]  是他和亞比泰所生
[00:08:45.100 --> 00:08:47.800]  無論這個兒子和他的母親
[00:08:47.800 --> 00:08:50.600]  我們對他們都一無所知
[00:08:50.600 --> 00:08:52.800]  第六個兒子是以特念
[00:08:52.800 --> 00:08:56.000]  以特念的名字的意思就是愚民
[00:08:56.000 --> 00:08:57.900]  我們讀羅馬書的時候
[00:08:57.900 --> 00:09:01.100]  我們就知道愚民對以色列人來說
[00:09:01.100 --> 00:09:03.100]  是非常重要的
[00:09:03.100 --> 00:09:04.700]  但是這個以特念
[00:09:04.700 --> 00:09:08.000]  反而不是一個很重要很出名的人
[00:09:08.000 --> 00:09:11.100]  他的母親是以格拉
[00:09:11.100 --> 00:09:12.800]  很有趣
[00:09:12.800 --> 00:09:15.300]  無論是撒母以下的經文
[00:09:15.300 --> 00:09:18.700]  或者是歷代至上的經文
[00:09:18.700 --> 00:09:22.800]  都叫以格拉做大衛的妻子
[00:09:22.800 --> 00:09:26.600]  其他的女子都沒有說是大衛的妻子
[00:09:26.600 --> 00:09:29.400]  為什麼這個人叫大衛的妻子
[00:09:29.400 --> 00:09:31.300]  根據猶太人的傳統
[00:09:31.300 --> 00:09:32.800]  這個以格拉
[00:09:32.800 --> 00:09:36.100]  就是大衛第一位的妻子米甲
[00:09:36.100 --> 00:09:37.400]  記不記得米甲
[00:09:37.400 --> 00:09:39.400]  是掃羅的女兒
[00:09:39.400 --> 00:09:43.000]  這個以格拉可能就是他的別名
[00:09:43.000 --> 00:09:47.500]  我們遲些會看到大衛會接米甲回來
[00:09:47.500 --> 00:09:50.400]  去他的皇宮裡面
[00:09:50.400 --> 00:09:54.400]  他就是因為在撒母以下的六章二十三節
[00:09:54.400 --> 00:09:58.600]  當大衛把約瑰搬回來耶路撒冷的時候
[00:09:58.600 --> 00:10:01.100]  記不記得大衛跳舞
[00:10:01.100 --> 00:10:02.600]  他很開心
[00:10:02.600 --> 00:10:05.100]  而米甲就說他失態
[00:10:05.100 --> 00:10:06.400]  嘲笑他
[00:10:06.400 --> 00:10:09.700]  於是神就罰他沒有子女
[00:10:09.700 --> 00:10:11.000]  你說沒有子女
[00:10:11.000 --> 00:10:13.800]  為什麼會有以特念?
[00:10:13.800 --> 00:10:15.700]  猶太人的傳統就是說
[00:10:15.700 --> 00:10:16.900]  這個以特念
[00:10:16.900 --> 00:10:20.900]  是米甲未嘲笑大衛之前所生的
[00:10:20.900 --> 00:10:24.500]  嘲笑了大衛之後就沒有子女
[00:10:24.500 --> 00:10:27.300]  大衛的家譜
[00:10:27.300 --> 00:10:32.600]  都是以以格拉是大衛的妻子來結束
[00:10:32.600 --> 00:10:38.500]  可見以格拉的確是有特殊的地位
[00:10:38.500 --> 00:10:41.300]  這些兒子都是他的妻子
[00:10:41.300 --> 00:10:44.600]  在希伯倫和大衛所生
[00:10:44.600 --> 00:10:49.700]  我們知道大衛移到耶路撒冷之後
[00:10:49.700 --> 00:10:52.300]  他娶了更多的妻妾
[00:10:52.300 --> 00:10:54.700]  和他生了更多的子女
[00:10:54.700 --> 00:10:58.500]  我不會一一跟大家說他的子女
[00:10:58.500 --> 00:11:05.400]  我只會說大衛在希伯倫所生的六個兒子
[00:11:05.400 --> 00:11:08.000]  但是在撒母以下的第五章
[00:11:08.000 --> 00:11:12.200]  記載大衛有很多其他的子女
[00:11:12.200 --> 00:11:14.700]  今天的大綱很簡單
[00:11:14.700 --> 00:11:17.400]  一共會看三件事
[00:11:17.400 --> 00:11:20.800]  第一件事是鴨尼爾的變節
[00:11:20.800 --> 00:11:23.600]  鴨尼爾就是掃羅的元帥
[00:11:23.600 --> 00:11:26.300]  這件事記載在撒母以下的三章
[00:11:26.300 --> 00:11:28.200]  六至二十一節
[00:11:28.200 --> 00:11:31.100]  第二件事是鴨尼爾的死亡
[00:11:31.100 --> 00:11:33.000]  撒母以下的三章
[00:11:33.000 --> 00:11:35.400]  二十二至三十九節
[00:11:35.400 --> 00:11:39.000]  而第三件事就是伊斯波切的死亡
[00:11:39.000 --> 00:11:41.700]  伊斯波切就是掃羅的兒子
[00:11:41.700 --> 00:11:43.400]  撒母以下的四章
[00:11:43.400 --> 00:11:45.200]  一至八節
[00:11:45.200 --> 00:11:48.500]  這三件事都很有趣 是有關係的
[00:11:48.500 --> 00:11:51.900]  三件事 每一件事都有一個誓言
[00:11:51.900 --> 00:11:53.800]  是有人發誓
[00:11:53.800 --> 00:11:57.600]  而這三件事裡面都有一個首尾的結構
[00:11:57.600 --> 00:11:59.800]  到了今天結束的時候
[00:11:59.800 --> 00:12:01.700]  我就會跟大家回來看
[00:12:01.700 --> 00:12:06.100]  這個首尾的結構是非常精彩的
[00:12:06.100 --> 00:12:09.200]  我們先說鴨尼爾的變節
[00:12:09.200 --> 00:12:10.800]  撒母以下的三章
[00:12:10.800 --> 00:12:12.800]  六至二十一節
[00:12:12.800 --> 00:12:15.800]  鴨尼爾是一個非常精明的將軍
[00:12:15.800 --> 00:12:17.600]  是一個政治家
[00:12:17.600 --> 00:12:20.700]  所以他的權勢不斷地增加
[00:12:20.700 --> 00:12:23.000]  在處不覺
[00:12:23.000 --> 00:12:24.600]  掃羅不像大衛
[00:12:24.600 --> 00:12:26.200]  大衛有很多妃嬪
[00:12:26.200 --> 00:12:28.400]  掃羅只有一個妃嬪
[00:12:28.400 --> 00:12:31.900]  這個妃嬪的名字就叫做利斯巴
[00:12:31.900 --> 00:12:35.100]  記載在撒母以下的二十一章八節
[00:12:35.100 --> 00:12:37.100]  有一天伊斯波切
[00:12:37.100 --> 00:12:42.000]  突然間指控鴨尼爾和利斯巴發生關係
[00:12:42.000 --> 00:12:43.900]  說他們有染
[00:12:43.900 --> 00:12:49.500]  經文沒有說到鴨尼爾是否真的和利斯巴發生了關係
[00:12:49.500 --> 00:12:51.200]  但如果是真的話
[00:12:51.200 --> 00:12:53.400]  那就大件事了
[00:12:53.400 --> 00:12:55.000]  為什麼呢?
[00:12:55.000 --> 00:12:57.400]  因為只有王的繼承人
[00:12:57.400 --> 00:13:01.600]  才能夠得到已故皇上的一切
[00:13:01.600 --> 00:13:04.000]  包括他的妃嬪
[00:13:04.000 --> 00:13:06.300]  所以如果有任何的人
[00:13:06.300 --> 00:13:10.800]  說要得到已故王其中一個妃嬪
[00:13:10.800 --> 00:13:13.600]  就是說他想奪取王位
[00:13:13.600 --> 00:13:17.400]  這個就是大衛第四個兒子亞多尼亞
[00:13:17.400 --> 00:13:18.800]  你記不記得我說
[00:13:18.800 --> 00:13:21.600]  他想得到大衛的妾
[00:13:21.600 --> 00:13:23.900]  大衛的妾侍亞比薩
[00:13:23.900 --> 00:13:26.500]  以至招來殺身之禍
[00:13:26.500 --> 00:13:33.000]  所以任何人如果和已故的王的妻妾發生關係
[00:13:33.000 --> 00:13:36.000]  或者說想得到這些妻妾的話
[00:13:36.000 --> 00:13:38.800]  都是死罪 都是叛國罪
[00:13:38.800 --> 00:13:44.700]  現在以斯波切指控鴨尼爾
[00:13:44.700 --> 00:13:47.600]  說他想奪取王位
[00:13:47.600 --> 00:13:49.900]  於是鴨尼爾怎樣?
[00:13:49.900 --> 00:13:51.900]  鴨尼爾就起誓
[00:13:51.900 --> 00:13:54.600]  他說如果我不照爵爺和華
[00:13:54.600 --> 00:13:56.400]  應許大衛的話
[00:13:56.400 --> 00:14:00.900]  成就大衛 怨神重重的懲罰我
[00:14:00.900 --> 00:14:04.100]  這就是第一個誓言
[00:14:04.100 --> 00:14:06.600]  鴨尼爾發了一個誓
[00:14:06.600 --> 00:14:09.600]  這也給我們看到第一個例子
[00:14:09.600 --> 00:14:12.500]  有人假公濟私
[00:14:12.500 --> 00:14:16.000]  是他和以斯波切發生衝突
[00:14:16.000 --> 00:14:18.900]  他是要投靠大衛
[00:14:18.900 --> 00:14:20.000]  但是他怎樣?
[00:14:20.000 --> 00:14:22.700]  他說我現在就是替天行道
[00:14:22.700 --> 00:14:26.500]  因為是爺和華應許大衛的王位
[00:14:26.500 --> 00:14:28.400]  我現在要幫大衛了
[00:14:28.400 --> 00:14:31.100]  但是他自己是有私心
[00:14:31.100 --> 00:14:35.900]  他覺得以斯波切的王朝根本沒有前途
[00:14:35.900 --> 00:14:38.000]  所以他想棄暗投明
[00:14:38.000 --> 00:14:41.000]  他想加入勝利的那一邊
[00:14:41.000 --> 00:14:43.100]  這是他真正的用意
[00:14:43.100 --> 00:14:45.700]  但是他就打響了神的旗號
[00:14:45.700 --> 00:14:48.400]  來做他自己想做的事
[00:14:48.400 --> 00:14:52.400]  他也知道大衛是出了名的人詞
[00:14:52.400 --> 00:14:57.800]  而且對掃羅的家屬有特別的愛心
[00:14:57.800 --> 00:15:00.500]  所以他覺得如果我投靠大衛
[00:15:00.500 --> 00:15:04.400]  他應該是會接受我
[00:15:04.400 --> 00:15:07.800]  大衛王位的字眼首先出現在
[00:15:07.800 --> 00:15:10.600]  在撒母以下的三章十節
[00:15:10.600 --> 00:15:14.400]  其實早在撒母以上的十三章十四節
[00:15:14.400 --> 00:15:18.400]  說耶和華已經尋著一個合他心意的人
[00:15:18.400 --> 00:15:21.300]  立他作百姓的君
[00:15:21.300 --> 00:15:23.900]  在撒母以上的十五章二十八節
[00:15:23.900 --> 00:15:26.400]  又說神應許將掃羅的國
[00:15:26.400 --> 00:15:28.600]  賜給一個更好的人
[00:15:28.600 --> 00:15:30.900]  這個就是大衛
[00:15:30.900 --> 00:15:33.200]  而在撒母以上的第十六章
[00:15:33.200 --> 00:15:36.400]  我們知道撒母已高立大衛
[00:15:36.400 --> 00:15:38.600]  成為以色列人的王
[00:15:38.600 --> 00:15:42.500]  所以大衛被指定成為掃羅的繼承人
[00:15:42.500 --> 00:15:44.200]  是眾所共知
[00:15:44.200 --> 00:15:46.200]  撒母以上的二十五章
[00:15:46.200 --> 00:15:49.500]  撒母以下的五章都有說到
[00:15:49.500 --> 00:15:52.500]  現在大衛將會成為
[00:15:52.500 --> 00:15:54.000]  不單止猶大
[00:15:54.000 --> 00:15:56.800]  也都成為以色列的王
[00:15:56.800 --> 00:15:59.700]  統治全個以色列國
[00:15:59.700 --> 00:16:03.400]  他的領土將會由北邊的旦芝派
[00:16:03.400 --> 00:16:07.000]  去到南邊的別斯巴
[00:16:07.000 --> 00:16:11.800]  在撒母以下的三章十二節至二十一節
[00:16:11.800 --> 00:16:14.000]  就讓我們看到很有趣
[00:16:14.000 --> 00:16:16.500]  是古代外交交易
[00:16:16.500 --> 00:16:19.000]  讓我們看到是怎樣進行
[00:16:19.000 --> 00:16:22.200]  首先 鴨尼爾派使者去見大衛
[00:16:22.200 --> 00:16:26.800]  提出要將以色列國交給大衛來統治
[00:16:26.800 --> 00:16:29.500]  然後大衛派使者
[00:16:29.500 --> 00:16:33.600]  回到鴨尼爾接受這個提議
[00:16:33.600 --> 00:16:35.100]  你說
[00:16:35.100 --> 00:16:37.600]  為何派使者走來走去
[00:16:37.600 --> 00:16:40.700]  自己走去搞定就可以了
[00:16:40.700 --> 00:16:44.200]  但問題是你怎知道對方是否真心
[00:16:44.200 --> 00:16:48.200]  不覺意原來是個苦肉計
[00:16:48.200 --> 00:16:50.300]  你到敵國那裡
[00:16:50.300 --> 00:16:53.200]  隨時捉住你就將你砍頭
[00:16:53.200 --> 00:16:55.100]  所以這些外交交易
[00:16:55.100 --> 00:16:58.100]  首先是派使者往來
[00:16:58.100 --> 00:17:01.100]  然後大衛不單止接受這個提議
[00:17:01.100 --> 00:17:03.000]  他還有一個條件
[00:17:03.000 --> 00:17:07.700]  他說 麻煩你將米甲這個妻子還給我
[00:17:07.700 --> 00:17:11.300]  米甲就是掃羅的女兒
[00:17:11.300 --> 00:17:12.600]  是大衛的妻子
[00:17:12.600 --> 00:17:15.400]  也是伊斯波切的妹妹
[00:17:15.400 --> 00:17:17.700]  其實大衛要求
[00:17:17.700 --> 00:17:19.800]  米甲回到他那裡
[00:17:19.800 --> 00:17:21.600]  接收米甲
[00:17:21.600 --> 00:17:25.000]  其實是違背了摩西五經的教導
[00:17:25.000 --> 00:17:27.200]  摩西五經的教導說
[00:17:27.200 --> 00:17:30.100]  如果你的妻子已經改嫁別人
[00:17:30.100 --> 00:17:31.600]  已經是被人玷污
[00:17:31.600 --> 00:17:34.500]  你不能夠娶回她
[00:17:34.500 --> 00:17:38.700]  於是 厄尼爾就吩咐伊斯波切
[00:17:38.700 --> 00:17:41.400]  要將米甲歸還大衛
[00:17:41.400 --> 00:17:43.800]  大衛也出信給伊斯波切
[00:17:43.800 --> 00:17:47.800]  要求將米甲送回希伯倫
[00:17:47.800 --> 00:17:51.800]  接著 厄尼爾就通知以色列的長老
[00:17:51.800 --> 00:17:53.200]  他會怎樣做
[00:17:53.200 --> 00:17:57.400]  然後他也通知汴雅敏茲派的領袖
[00:17:57.400 --> 00:18:02.100]  然後厄尼爾才帶著二十個代表
[00:18:02.100 --> 00:18:05.100]  帶米甲去希伯倫
[00:18:05.100 --> 00:18:12.100]  當他帶米甲出馬哈廉的時候
[00:18:12.100 --> 00:18:14.900]  米甲的丈夫很愛米甲
[00:18:14.900 --> 00:18:17.700]  還跟著米甲依依不捨
[00:18:17.700 --> 00:18:19.500]  一直這樣哭
[00:18:19.500 --> 00:18:21.700]  後來厄尼爾說
[00:18:21.700 --> 00:18:23.700]  好了 你不要再跟著來
[00:18:23.700 --> 00:18:25.800]  你回家
[00:18:25.800 --> 00:18:30.000]  這個丈夫才沒有辦法回家
[00:18:30.000 --> 00:18:35.400]  厄尼爾帶著二十個代表去大衛那裡
[00:18:35.400 --> 00:18:40.200]  跟大衛商量怎樣將政權交給大衛
[00:18:40.200 --> 00:18:44.000]  然後跟大衛納約
[00:18:44.000 --> 00:18:46.100]  有人會問
[00:18:46.100 --> 00:18:51.100]  為何大衛雖然知道是違反摩西的律法
[00:18:51.100 --> 00:18:55.400]  仍然要接米甲回到他那裡
[00:18:55.400 --> 00:18:57.800]  原因是有四個
[00:18:57.800 --> 00:19:01.800]  第一 米甲是大衛第一個妻子
[00:19:01.800 --> 00:19:03.500]  米甲很愛大衛
[00:19:03.500 --> 00:19:05.900]  大衛也愛米甲
[00:19:05.900 --> 00:19:10.800]  第二個原因是米甲曾經救過大衛一命
[00:19:10.800 --> 00:19:13.700]  在薩姆以上的十九章
[00:19:13.700 --> 00:19:15.300]  第三個原因
[00:19:15.300 --> 00:19:18.800]  就是大衛要逆轉掃羅給他的恥辱
[00:19:18.800 --> 00:19:21.800]  掃羅將他的妻子嫁給別人
[00:19:21.800 --> 00:19:24.800]  所以大衛現在要逆轉這個恥辱
[00:19:24.800 --> 00:19:27.000]  要接米甲回來
[00:19:27.000 --> 00:19:30.000]  還有第四個原因就是最重要
[00:19:30.000 --> 00:19:34.800]  因為大衛即將要接收掃羅的王國
[00:19:34.800 --> 00:19:41.000]  現在他可以以掃羅的女婿的名義來接收這個國
[00:19:41.000 --> 00:19:43.600]  沒有人會說他謀朝篡位
[00:19:43.600 --> 00:19:45.600]  因為他是名正言順
[00:19:45.600 --> 00:19:47.000]  是掃羅的女婿
[00:19:47.000 --> 00:19:51.000]  所以他是能夠接收以色列過
[00:19:51.000 --> 00:19:54.400]  說完了亞利爾的變節
[00:19:54.400 --> 00:19:57.900]  第二個故事就是亞利爾的死亡
[00:19:57.900 --> 00:20:02.300]  在薩姆以下的三章二十二至三十九節
[00:20:02.300 --> 00:20:06.800]  當一件事的外表進行得非常順利
[00:20:06.800 --> 00:20:10.000]  其實內裡可能是隱藏了
[00:20:10.000 --> 00:20:12.200]  有很大的危機
[00:20:12.200 --> 00:20:14.700]  隨時可能會爆發
[00:20:14.700 --> 00:20:17.200]  你說有什麼危機
[00:20:17.200 --> 00:20:22.000]  伊斯波切仍然在掃羅的王位上
[00:20:22.000 --> 00:20:26.400]  不過仍然有很多是掃羅的餘黨
[00:20:26.400 --> 00:20:29.200]  是掃羅的支持者
[00:20:29.200 --> 00:20:32.000]  現在大衛是要面對這些人
[00:20:32.000 --> 00:20:33.700]  第二個原因
[00:20:33.700 --> 00:20:39.700]  亞利爾曾經殺死若鴨的弟弟亞薩克
[00:20:39.700 --> 00:20:42.400]  若鴨蠢蠢躍動
