
[00:00:00.000 --> 00:00:03.200]  我們繼續在《孕育愛》的系列裡面
[00:03:02.700 --> 00:03:05.700]  重覆的一個格式是什麼
[00:03:05.700 --> 00:03:07.700]  就是我約什麼什麼
[00:03:07.700 --> 00:03:09.700]  卻沒有愛 就什麼什麼
[00:03:09.700 --> 00:03:11.700]  一連重覆了三次
[00:03:11.700 --> 00:03:13.700]  當中的意思就是
[00:03:13.700 --> 00:03:19.700]  就算我能夠說天使的話 來敬拜神的恩賜
[00:03:19.700 --> 00:03:22.700]  就算我能夠說一篇扣人心宴
[00:03:22.700 --> 00:03:25.700]  令人津津樂道的宣講信息
[00:03:25.700 --> 00:03:28.700]  但是沒有了愛 又如何呢
[00:03:28.700 --> 00:03:31.700]  就算我們的事工活動多偉大
[00:03:31.700 --> 00:03:34.700]  我們要建一個全世界最高的教堂
[00:03:34.700 --> 00:03:37.700]  我們通宵祈禱會
[00:03:37.700 --> 00:03:39.700]  甚至乎我們進入災區
[00:03:39.700 --> 00:03:42.700]  去救那些災民
[00:03:42.700 --> 00:03:45.700]  可能在火災裡面 在戰爭的場景裡面
[00:03:45.700 --> 00:03:47.700]  我們進入災區去救人
[00:03:47.700 --> 00:03:49.700]  但是你背後的出發點
[00:03:49.700 --> 00:03:52.700]  是為了自己 為了名聲
[00:03:52.700 --> 00:03:54.700]  為了得到人的掌聲
[00:03:54.700 --> 00:03:57.700]  或者為了做而做 或者奉命行事
[00:03:57.700 --> 00:04:00.700]  沒有愛的話 一切事情都毫無意義
[00:04:00.700 --> 00:04:03.700]  是loving 在原謂之下沒有價值
[00:04:03.700 --> 00:04:05.700]  是上帝不喜悅的
[00:04:05.700 --> 00:04:09.700]  當中你會看到明的羅響的拔
[00:04:09.700 --> 00:04:11.700]  我們加小解釋
[00:04:11.700 --> 00:04:13.700]  就好像一個會響的鑼
[00:04:13.700 --> 00:04:15.700]  不斷 砰 砰 砰
[00:04:15.700 --> 00:04:17.700]  但是沒有節奏的
[00:04:17.700 --> 00:04:19.700]  好像音樂那樣
[00:04:19.700 --> 00:04:21.700]  如果只是一個聲音發出
[00:04:21.700 --> 00:04:24.700]  但是沒有音調的
[00:04:24.700 --> 00:04:27.700]  這個只是一個嘈吵的聲音
[00:04:27.700 --> 00:04:30.700]  特別我這兩三天回來教會
[00:04:30.700 --> 00:04:32.700]  大家不知道有沒有聽到這些聲音
[00:04:32.700 --> 00:04:34.700]  有個廣播在說
[00:04:34.700 --> 00:04:37.700]  請支持XXX 十二月XXX
[00:04:37.700 --> 00:04:39.700]  請出來XXX
[00:04:39.700 --> 00:04:42.700]  我連誰都不知道 只聽到廣播
[00:04:42.700 --> 00:04:45.700]  覺得好像在命的羅響的拔一樣
[00:04:45.700 --> 00:04:49.700]  在一年前 在德國的某間教會
[00:04:49.700 --> 00:04:52.700]  他們運用AI人工智能科技
[00:04:52.700 --> 00:04:54.700]  去做了一篇講章
[00:04:54.700 --> 00:04:58.700]  還模擬了一個人在螢光幕裡面去講道
[00:04:58.700 --> 00:05:00.700]  大家覺得是不是很厲害
[00:05:00.700 --> 00:05:02.700]  那篇講章其實在幾分鐘之內
[00:05:02.700 --> 00:05:04.700]  就能夠創作得到
[00:05:04.700 --> 00:05:07.700]  內容豐富 有很好的聖經的解釋
[00:05:07.700 --> 00:05:09.700]  又能夠有活潑的比喻
[00:05:09.700 --> 00:05:12.700]  加上很配合的故事
[00:05:12.700 --> 00:05:14.700]  那又如何呢
[00:05:14.700 --> 00:05:18.700]  我們知道AI是最高的科技
[00:05:18.700 --> 00:05:20.700]  是電腦高速的運算
[00:05:20.700 --> 00:05:23.700]  但是裡面沒有靈魂 沒有靈魂
[00:05:23.700 --> 00:05:26.700]  沒有愛 也是無意義
[00:05:26.700 --> 00:05:29.700]  毫無意義 毫無價值
[00:05:29.700 --> 00:05:31.700]  在一個晚上
[00:05:31.700 --> 00:05:33.700]  大家不知道大家有坐郵輪
[00:05:33.700 --> 00:05:37.700]  現在開始復甦郵輪的行業
[00:05:37.700 --> 00:05:39.700]  在郵輪上有一群賓客
[00:05:39.700 --> 00:05:42.700]  他們在甲板上享受佳餚美宴
[00:05:42.700 --> 00:05:44.700]  享受美麗的黃昏
[00:05:44.700 --> 00:05:46.700]  可能太高興了
[00:05:46.700 --> 00:05:48.700]  有一位女士興高采烈不小心
[00:05:48.700 --> 00:05:50.700]  掉進海裡
[00:05:50.700 --> 00:05:52.700]  接著大家圍在衛籃上
[00:05:52.700 --> 00:05:54.700]  糟糕 找人救她吧
[00:05:54.700 --> 00:05:55.700]  怎麼辦
[00:05:55.700 --> 00:05:56.700]  但是沒有人出手
[00:05:56.700 --> 00:05:58.700]  沒有人去救她
[00:05:58.700 --> 00:06:01.700]  突然聽到有個男士掉進海裡
[00:06:01.700 --> 00:06:04.700]  然後很奮力地游到女士身邊
[00:06:04.700 --> 00:06:06.700]  很不容易把她救回來
[00:06:06.700 --> 00:06:08.700]  大家都拍掌歡呼
[00:06:08.700 --> 00:06:11.700]  說為英勇男士的行為要讚嘆不絕
[00:06:11.700 --> 00:06:14.700]  船長更加要開一個晚宴
[00:06:14.700 --> 00:06:19.700]  在第二天去表揚這個男士的英勇行為
[00:06:19.700 --> 00:06:21.700]  在那晚的表揚大會裡
[00:06:21.700 --> 00:06:26.700]  當然所有的賓客都在雲集
[00:06:26.700 --> 00:06:29.700]  很期待聽聽這個男士說話
[00:06:29.700 --> 00:06:33.700]  這位男士上台目無表情地說
[00:06:33.700 --> 00:06:35.700]  拜託你們誰告訴我們
[00:06:35.700 --> 00:06:39.700]  昨晚誰推我下水的
[00:06:39.700 --> 00:06:41.700]  本來是一個很偉大
[00:06:41.700 --> 00:06:44.700]  很有感動的拯救行動
[00:06:44.700 --> 00:06:46.700]  完全沒有意義
[00:06:46.700 --> 00:06:47.700]  完全毫無價值
[00:06:47.700 --> 00:06:50.700]  還值得表揚嗎
[00:06:50.700 --> 00:06:52.700]  本來在十二章裡面
[00:06:52.700 --> 00:06:55.700]  用身體的器官去形容
[00:06:55.700 --> 00:06:59.700]  大兄姊妹用聖靈給她的恩賜
[00:06:59.700 --> 00:07:02.700]  在身體裡面互相配合
[00:07:02.700 --> 00:07:04.700]  是想帶出一個人
[00:07:04.700 --> 00:07:06.700]  一個身體互相配合
[00:07:06.700 --> 00:07:08.700]  去達到一個共同的目的
[00:07:08.700 --> 00:07:11.700]  譬如我們用口去講道
[00:07:11.700 --> 00:07:12.700]  這個是恩賜
[00:07:12.700 --> 00:07:13.700]  講道的恩賜
[00:07:13.700 --> 00:07:14.700]  用耳去聽
[00:07:14.700 --> 00:07:16.700]  是一個關顧人聆聽人的恩賜
[00:07:16.700 --> 00:07:18.700]  我們用手去幫助人
[00:07:18.700 --> 00:07:19.700]  用腳去傳福音
[00:07:19.700 --> 00:07:21.700]  意思就是傳福的恩賜
[00:07:21.700 --> 00:07:23.700]  給予協助去運用
[00:07:23.700 --> 00:07:25.700]  這裡說的愛
[00:07:25.700 --> 00:07:27.700]  如果套進人的器官裡面
[00:07:27.700 --> 00:07:28.700]  是怎樣的呢
[00:07:28.700 --> 00:07:30.700]  保留沒有說得很清楚
[00:07:30.700 --> 00:07:32.700]  在我自己的體會裡面
[00:07:32.700 --> 00:07:35.700]  我覺得愛就像血液一樣
[00:07:35.700 --> 00:07:37.700]  血液是怎樣的
[00:07:37.700 --> 00:07:39.700]  對人體的器官有什麼關鍵
[00:07:39.700 --> 00:07:41.700]  我們每個器官的功能
[00:07:41.700 --> 00:07:42.700]  需要血嗎
[00:07:42.700 --> 00:07:44.700]  沒有血會怎樣
[00:07:44.700 --> 00:07:46.700]  當一個人面對一個危險
[00:07:46.700 --> 00:07:48.700]  那裡有蛇
[00:07:48.700 --> 00:07:49.700]  有一條蛇
[00:07:49.700 --> 00:07:50.700]  有一條毒蛇
[00:07:50.700 --> 00:07:51.700]  你會怎樣
[00:07:51.700 --> 00:07:53.700]  你馬上跑了
[00:07:53.700 --> 00:07:54.700]  其實你身體的器官
[00:07:54.700 --> 00:07:56.700]  你的心臟會步步跳
[00:07:56.700 --> 00:07:57.700]  為什麼步步跳
[00:07:57.700 --> 00:07:58.700]  除了你害怕之外
[00:07:58.700 --> 00:07:59.700]  其實在泵血
[00:07:59.700 --> 00:08:00.700]  去到你哪裡
[00:08:00.700 --> 00:08:01.700]  去到你腳那裡
[00:08:01.700 --> 00:08:02.700]  讓你腳多些血
[00:08:02.700 --> 00:08:03.700]  跑得快一點
[00:08:03.700 --> 00:08:05.700]  逃離危險
[00:08:05.700 --> 00:08:08.700]  如果器官沒有血會怎樣
[00:08:08.700 --> 00:08:10.700]  這裡有沒有醫學的朋友
[00:08:10.700 --> 00:08:11.700]  你有沒有試過
[00:08:11.700 --> 00:08:12.700]  器官沒有血
[00:08:12.700 --> 00:08:13.700]  會枯死的
[00:08:13.700 --> 00:08:15.700]  所以我們看到
[00:08:15.700 --> 00:08:18.700]  原來愛就是運用
[00:08:18.700 --> 00:08:20.700]  恩賜侍奉的能源
[00:08:20.700 --> 00:08:22.700]  如果背後的動機
[00:08:22.700 --> 00:08:23.700]  是整個身體
[00:08:23.700 --> 00:08:26.700]  最重要的活力表現
[00:08:26.700 --> 00:08:28.700]  你運用恩賜侍奉的動機
[00:08:28.700 --> 00:08:29.700]  是什麼呢
[00:08:29.700 --> 00:08:32.700]  當你在教會侍奉的原因
[00:08:32.700 --> 00:08:34.700]  又是什麼呢
[00:08:34.700 --> 00:08:35.700]  甚至乎
[00:08:35.700 --> 00:08:37.700]  我們不要常常停留在教會裡
[00:08:37.700 --> 00:08:39.700]  在你的家人朋友同事
[00:08:39.700 --> 00:08:41.700]  在你身邊的人當中
[00:08:41.700 --> 00:08:44.700]  你待人處事的出發點
[00:08:44.700 --> 00:08:47.700]  又是什麼呢
[00:08:47.700 --> 00:08:48.700]  我想起自己
[00:08:48.700 --> 00:08:50.700]  在中六的時候
[00:08:50.700 --> 00:08:53.700]  那時候我就舉辦學生會活動
[00:08:53.700 --> 00:08:54.700]  常常都有機會
[00:08:54.700 --> 00:08:55.700]  舉辦不同的活動
[00:08:55.700 --> 00:08:57.700]  要上台報告
[00:08:57.700 --> 00:08:58.700]  當我上台報告
[00:08:58.700 --> 00:09:00.700]  看到很多的同學
[00:09:00.700 --> 00:09:01.700]  老師都在台下
[00:09:01.700 --> 00:09:02.700]  聽著我說話的時候
[00:09:02.700 --> 00:09:04.700]  我心裡有一種飄飄然的感覺
[00:09:04.700 --> 00:09:06.700]  其實我背後舉辦的活動的動機
[00:09:06.700 --> 00:09:09.700]  就是想吸引多些女同學的注意
[00:09:09.700 --> 00:09:11.700]  很想多些同學
[00:09:11.700 --> 00:09:13.700]  老師的掌聲
[00:09:13.700 --> 00:09:15.700]  其實都是想得到人的榮耀
[00:09:15.700 --> 00:09:16.700]  一年之後
[00:09:16.700 --> 00:09:17.700]  我上了耶穌
[00:09:17.700 --> 00:09:19.700]  回到土瓜人信信會
[00:09:19.700 --> 00:09:20.700]  我也很快在教會裡
[00:09:20.700 --> 00:09:22.700]  參與很多不同的侍奉
[00:09:22.700 --> 00:09:23.700]  去派單張
[00:09:23.700 --> 00:09:25.700]  去醫院探訪
[00:09:25.700 --> 00:09:27.700]  去教會祈禱會
[00:09:27.700 --> 00:09:30.700]  做團契的組長
[00:09:30.700 --> 00:09:34.700]  再後來我有機會擔任教會事務部的部長
[00:09:34.700 --> 00:09:35.700]  事務部
[00:09:35.700 --> 00:09:36.700]  現在沒有事務部了
[00:09:36.700 --> 00:09:38.700]  只是執頭執尾而已
[00:09:38.700 --> 00:09:39.700]  不過剛好那一年
[00:09:39.700 --> 00:09:41.700]  一九九二年
[00:09:41.700 --> 00:09:46.700]  我們由土瓜人道一號搬去龍華閣
[00:09:46.700 --> 00:09:49.700]  我擔當了一些事務
[00:09:49.700 --> 00:09:53.700]  搬屋搬堂的很多事務
[00:09:53.700 --> 00:09:56.700]  當晚我就在教會裡做清潔
[00:09:56.700 --> 00:09:58.700]  因為第二天就新堂
[00:09:58.700 --> 00:09:59.700]  在龍華閣的新堂
[00:09:59.700 --> 00:10:01.700]  就是我們上子那裡
[00:10:01.700 --> 00:10:03.700]  開始新的崇拜
[00:10:03.700 --> 00:10:06.700]  所以我整晚都在吸塵清潔
[00:10:06.700 --> 00:10:07.700]  只有發過
[00:10:07.700 --> 00:10:08.700]  因為已經很晚了
[00:10:08.700 --> 00:10:11.700]  做著做著我心裡突然有一種感覺
[00:10:11.700 --> 00:10:12.700]  其實我現在做來
[00:10:12.700 --> 00:10:14.700]  為了什麼呢
[00:10:14.700 --> 00:10:15.700]  有沒有人看到呢
[00:10:15.700 --> 00:10:17.700]  誰知道呢
[00:10:17.700 --> 00:10:18.700]  所以當我反省的時候
[00:10:18.700 --> 00:10:20.700]  我對比回自己
[00:10:20.700 --> 00:10:24.700]  兩年前中六的學生哥
[00:10:24.700 --> 00:10:25.700]  微信主持人
[00:10:25.700 --> 00:10:26.700]  搞學生活動的時候
[00:10:26.700 --> 00:10:28.700]  我知道我現在做了什麼
[00:10:28.700 --> 00:10:30.700]  不是沒有人看到
[00:10:30.700 --> 00:10:33.700]  上帝看著我在教會裡侍奉
[00:10:33.700 --> 00:10:35.700]  我為什麼還要去吸塵呢
[00:10:35.700 --> 00:10:38.700]  我是為了教會而吸塵
[00:10:38.700 --> 00:10:41.700]  我是為了我所愛的群體去服侍
[00:10:41.700 --> 00:10:44.700]  我想教會的禮堂乾淨一點
[00:10:44.700 --> 00:10:45.700]  我想弟兄姊妹
[00:10:45.700 --> 00:10:47.700]  在第二天回來新堂崇拜的時候
[00:10:47.700 --> 00:10:51.700]  有一種清新整齊的感覺
[00:10:51.700 --> 00:10:52.700]  更加投入敬拜
[00:10:52.700 --> 00:10:55.700]  更加喜愛這個新堂
[00:10:55.700 --> 00:10:56.700]  弟兄姊妹
[00:10:56.700 --> 00:10:57.700]  去到這裡
[00:10:57.700 --> 00:10:58.700]  我們有一點想想
[00:10:58.700 --> 00:11:02.700]  你待人處事的動機是什麼呢
[00:11:02.700 --> 00:11:05.700]  你為了你的家人同事淪陷
[00:11:05.700 --> 00:11:07.700]  是不是帶著愛去祝福他們
[00:11:07.700 --> 00:11:08.700]  去幫助他們服侍他們
[00:11:08.700 --> 00:11:11.700]  關心他們
[00:11:11.700 --> 00:11:14.700]  教會或者我剛才說
[00:11:14.700 --> 00:11:17.700]  你會不會犯了類似的毛病呢
[00:11:17.700 --> 00:11:18.700]  這一陣子
[00:11:18.700 --> 00:11:19.700]  不是這一陣子
[00:11:19.700 --> 00:11:20.700]  偶爾都聽到有些人說
[00:11:20.700 --> 00:11:21.700]  教會有很多侍功
[00:11:21.700 --> 00:11:23.700]  我們搞很多活動
[00:11:23.700 --> 00:11:26.700]  有時候是否真的為了假活動而搞活動呢
[00:11:26.700 --> 00:11:27.700]  為做而做呢
[00:11:27.700 --> 00:11:29.700]  我們可以再想想一些
[00:11:29.700 --> 00:11:31.700]  當中的意義何在呢
[00:11:31.700 --> 00:11:33.700]  可不可以有些延續性
[00:11:33.700 --> 00:11:36.700]  那個愛又在這個侍功裡面
[00:11:36.700 --> 00:11:38.700]  怎樣呈現出來呢
[00:11:38.700 --> 00:11:40.700]  又考考大家了
[00:11:40.700 --> 00:11:41.700]  無事獻殷勤
[00:11:41.700 --> 00:11:44.700]  下一句是什麼呢
[00:11:44.700 --> 00:11:45.700]  大家這麼瞎呢
[00:11:45.700 --> 00:11:49.700]  昨晚晚堂的人回答得很快
[00:11:49.700 --> 00:11:51.700]  我們對人
[00:11:51.700 --> 00:11:53.700]  對你身邊的人
[00:11:53.700 --> 00:11:55.700]  你帶著什麼動機去呢
[00:11:55.700 --> 00:11:57.700]  我記得我未信主前我就說
[00:11:57.700 --> 00:12:01.700]  那些人那些朋友是要來利用的
[00:12:01.700 --> 00:12:02.700]  但我信了主之後
[00:12:02.700 --> 00:12:04.700]  我知道私比仇更為有福
[00:12:04.700 --> 00:12:05.700]  人是要來什麼的
[00:12:05.700 --> 00:12:07.700]  是要來愛的
[00:12:07.700 --> 00:12:10.700]  上帝倉促人是要彼此相愛
[00:12:10.700 --> 00:12:11.700]  今天的訊息
[00:12:11.700 --> 00:12:15.700]  會不會令到你以後對人有不同的出發點呢
[00:12:15.700 --> 00:12:17.700]  我們繼續
[00:12:17.700 --> 00:12:20.700]  這裡我相信很多人已經很熟悉的經文
[00:12:20.700 --> 00:12:22.700]  所以我不逐個自己解釋
[00:12:22.700 --> 00:12:23.700]  應該大家聽過一段
[00:12:23.700 --> 00:12:25.700]  我們嘗試一下
[00:12:25.700 --> 00:12:26.700]  入得深一點
[00:12:26.700 --> 00:12:28.700]  看看這段經文的背後
[00:12:28.700 --> 00:12:31.700]  有沒有什麼訊息是想提醒我們的
[00:12:31.700 --> 00:12:33.700]  保留想提醒我們的
[00:12:33.700 --> 00:12:35.700]  第一個我們會發現的
[00:12:35.700 --> 00:12:37.700]  其實裡面所說的愛
[00:12:37.700 --> 00:12:39.700]  不是說的是什麼
[00:12:39.700 --> 00:12:41.700]  其實這是一首詩歌
[00:12:41.700 --> 00:12:45.700]  是一首藝術的作品
[00:12:45.700 --> 00:12:47.700]  不是單單用頭腦去明白
[00:12:47.700 --> 00:12:49.700]  是要用心去領受
[00:12:49.700 --> 00:12:52.700]  用心去感受出來
[00:12:52.700 --> 00:12:56.700]  裡面全部都是用動詞去說愛
[00:12:56.700 --> 00:12:58.700]  我們中文日本用的是字
[00:12:58.700 --> 00:13:00.700]  就被人覺得現在說的形容詞
[00:13:00.700 --> 00:13:02.700]  形容的是什麼
[00:13:02.700 --> 00:13:05.700]  但其實是說一個現在時態的動詞
[00:13:05.700 --> 00:13:08.700]  現在時態的動詞帶出愛
[00:13:08.700 --> 00:13:10.700]  十六個現在時態的動詞
[00:13:10.700 --> 00:13:11.700]  帶出愛是一些
[00:13:11.700 --> 00:13:13.700]  愛就是要活出來
[00:13:13.700 --> 00:13:14.700]  是要做出來
[00:13:14.700 --> 00:13:15.700]  是充滿著動感
[00:13:15.700 --> 00:13:16.700]  充滿著動力
[00:13:16.700 --> 00:13:19.700]  充滿著活力的
[00:13:19.700 --> 00:13:21.700]  從前有些人說
[00:13:21.700 --> 00:13:23.700]  基督教常常都說耶穌
[00:13:23.700 --> 00:13:26.700]  說耶穌只有說字
[00:13:26.700 --> 00:13:27.700]  只有嘴
[00:13:27.700 --> 00:13:30.700]  其實基督徒不是說耶穌
[00:13:30.700 --> 00:13:32.700]  不是說愛
[00:13:32.700 --> 00:13:35.700]  是說我們要活出耶穌基督的樣式
[00:13:35.700 --> 00:13:36.700]  我們要活出愛
[00:13:36.700 --> 00:13:37.700]  這樣才是基督徒
[00:13:37.700 --> 00:13:39.700]  基督徒最重要的就是
[00:13:39.700 --> 00:13:41.700]  將生命的特質要有愛
[00:13:41.700 --> 00:13:43.700]  愛不是用來說教
[00:13:43.700 --> 00:13:45.700]  愛是一個行動
[00:13:45.700 --> 00:13:47.700]  愛是要活出來
[00:13:47.700 --> 00:13:48.700]  做出來
[00:13:48.700 --> 00:13:50.700]  而且是現在就要活出來
[00:13:50.700 --> 00:13:51.700]  做出來
[00:13:51.700 --> 00:13:53.700]  第二個給我們看到的
[00:13:53.700 --> 00:13:56.700]  是有八個不字
[00:13:56.700 --> 00:13:58.700]  在連續兩個愛是恆久
[00:13:58.700 --> 00:14:00.700]  恩賜兩個動詞之後
[00:14:00.700 --> 00:14:01.700]  保羅用了八個不字
[00:14:01.700 --> 00:14:03.700]  其實是想說什麼呢
[00:14:03.700 --> 00:14:05.700]  他說了你們不要這樣做
[00:14:05.700 --> 00:14:07.700]  保羅告訴九林多教他們
[00:14:07.700 --> 00:14:08.700]  你們不要這樣做
[00:14:08.700 --> 00:14:11.700]  你們做了很多反面的教材在裡面
[00:14:11.700 --> 00:14:12.700]  如果你還記得
[00:14:12.700 --> 00:14:14.700]  在過去看九林多前書
[00:14:14.700 --> 00:14:15.700]  講道裡面說
[00:14:15.700 --> 00:14:17.700]  你們不要妒忌對方的恩賜
[00:14:17.700 --> 00:14:18.700]  你們用愛心
[00:14:18.700 --> 00:14:20.700]  用聖靈給你的恩賜
[00:14:20.700 --> 00:14:22.700]  去發揮就可以了
[00:14:22.700 --> 00:14:24.700]  你們不要自誇自己有智慧
[00:14:24.700 --> 00:14:26.700]  自己一個特殊的階層
[00:14:26.700 --> 00:14:27.700]  你比較有錢
[00:14:27.700 --> 00:14:29.700]  你不要做那些害羞的事
[00:14:29.700 --> 00:14:30.700]  在愛言的時候
[00:14:30.700 --> 00:14:31.700]  不要有錢人自己吃
[00:14:31.700 --> 00:14:34.700]  不理那些貧窮的弟兄姊妹
[00:14:34.700 --> 00:14:35.700]  有教會領袖
[00:14:35.700 --> 00:14:36.700]  竟然自己取自己的繼母
[00:14:36.700 --> 00:14:39.700]  簡直是羞家
[00:14:39.700 --> 00:14:42.700]  有人吃偶像的食物
[00:14:42.700 --> 00:14:44.700]  令軟弱的弟兄姊妹跌倒
[00:14:44.700 --> 00:14:46.700]  教會內部有爭辯
[00:14:46.700 --> 00:14:48.700]  竟然告上外間的法庭
[00:14:48.700 --> 00:14:52.700]  種種的事都令教會蒙羞
[00:14:52.700 --> 00:14:53.700]  不單止教會蒙羞
[00:14:53.700 --> 00:14:55.700]  還有誰蒙羞
[00:14:55.700 --> 00:14:56.700]  耶穌也蒙羞
[00:14:56.700 --> 00:14:59.700]  加以保羅 耶穌也蒙羞
[00:14:59.700 --> 00:15:03.700]  教會其實應該是一個愛的典範
[00:15:03.700 --> 00:15:04.700]  一個愛的見證
[00:15:04.700 --> 00:15:07.700]  一個令人見到有愛的群體
[00:15:07.700 --> 00:15:09.700]  但是哥倫多教會
[00:15:09.700 --> 00:15:12.700]  它是一點愛也沒有
[00:15:12.700 --> 00:15:13.700]  相反的
[00:15:13.700 --> 00:15:17.700]  做了很多愛不對的事
[00:15:17.700 --> 00:15:19.700]  當我們在取笑
[00:15:19.700 --> 00:15:22.700]  或者在罵哥倫多教會
[00:15:22.700 --> 00:15:23.700]  我們想想
[00:15:23.700 --> 00:15:26.700]  我們自己的群體裏面
[00:15:26.700 --> 00:15:29.700]  我們會不會只為自己利益去做事呢
[00:15:29.700 --> 00:15:31.700]  我們會不會還記住
[00:15:31.700 --> 00:15:34.700]  旁邊的弟兄姊妹十年前做錯了什麼
[00:15:34.700 --> 00:15:39.700]  死咬著不放呢
[00:15:39.700 --> 00:15:43.700]  除了有動詞十六個
[00:15:43.700 --> 00:15:45.700]  八個不字
[00:15:45.700 --> 00:15:47.700]  更加有四個凡是
[00:15:47.700 --> 00:15:48.700]  綠色的字
[00:15:48.700 --> 00:15:51.700]  凡是的原文就是任何時候
[00:15:51.700 --> 00:15:54.700]  英文NIV是用Always
[00:15:54.700 --> 00:15:57.700]  就是說任何時候都要去包容
[00:15:57.700 --> 00:15:59.700]  相信 盼望 忍耐
[00:15:59.700 --> 00:16:00.700]  在《新抱雞》譯本
[00:16:00.700 --> 00:16:01.700]  他就這樣解釋
[00:16:01.700 --> 00:16:02.700]  他就翻譯這字就是
[00:16:02.700 --> 00:16:04.700]  愛永不放棄
[00:16:04.700 --> 00:16:06.700]  永不失去信心
[00:16:06.700 --> 00:16:08.700]  原是尚存盼望
