
[00:00:00.000 --> 00:00:03.440]  我今天要和大家分享的題目就是
[00:03:34.780 --> 00:03:36.940]  當我們進入這個故事的時候
[00:03:36.940 --> 00:03:38.460]  我們就看看這個人
[00:03:38.460 --> 00:03:41.540]  究竟是一個什麼樣的人呢
[00:03:41.540 --> 00:03:44.060]  在《馬太福音》第十九章十六節那裏
[00:03:44.060 --> 00:03:45.220]  他這樣說
[00:03:45.220 --> 00:03:47.780]  他說有一個人來見耶穌說
[00:03:47.780 --> 00:03:52.460]  夫子我該作什麼善事才能得永生
[00:03:52.460 --> 00:03:55.740]  然後這個人在經文的二十節那裏
[00:03:55.740 --> 00:03:57.540]  他再告訴我們
[00:03:57.540 --> 00:03:59.740]  他說那少年人說
[00:03:59.740 --> 00:04:01.980]  這一切我都遵守了
[00:04:01.980 --> 00:04:04.420]  還缺少什麼呢
[00:04:04.420 --> 00:04:07.780]  我們知道原來這個是一個少年人
[00:04:07.780 --> 00:04:09.340]  是一個年輕人
[00:04:09.340 --> 00:04:10.860]  他說他自己什麼
[00:04:10.860 --> 00:04:13.660]  他說這一切我都遵守了
[00:04:13.660 --> 00:04:15.420]  在耶穌年代我們知道
[00:04:15.420 --> 00:04:17.940]  那時候沒有新約聖經的出現
[00:04:17.940 --> 00:04:19.740]  所以當這個少年人說
[00:04:19.740 --> 00:04:22.420]  他說這一切我都遵守了的時候
[00:04:22.420 --> 00:04:23.820]  他所指的是
[00:04:23.820 --> 00:04:25.060]  他很熟悉
[00:04:25.060 --> 00:04:26.900]  他很熟悉摩西律法
[00:04:26.900 --> 00:04:28.900]  舊約聖經他很認識
[00:04:28.900 --> 00:04:30.500]  他不單止認識
[00:04:30.500 --> 00:04:31.940]  經文告訴我們什麼呢
[00:04:31.940 --> 00:04:34.620]  他說這一切我都遵守了
[00:04:34.620 --> 00:04:37.140]  我們可以從經文當中去理解
[00:04:37.140 --> 00:04:39.580]  這個人是一個法利賽人
[00:04:39.580 --> 00:04:41.900]  他很擔心犯罪得罪神
[00:04:41.900 --> 00:04:44.060]  於是除了在律法以外
[00:04:44.060 --> 00:04:46.140]  加添很多很多的規條
[00:04:46.140 --> 00:04:48.460]  為著在行為上
[00:04:48.460 --> 00:04:49.820]  他不會做錯
[00:04:49.820 --> 00:04:51.220]  不會行差踏錯
[00:04:51.220 --> 00:04:53.540]  而去得罪神
[00:04:53.540 --> 00:04:55.260]  而在其他的福音書
[00:04:55.260 --> 00:04:57.860]  都有記載這個事蹟
[00:04:57.860 --> 00:04:59.780]  在《路加福音》說
[00:04:59.780 --> 00:05:01.020]  他說
[00:05:01.020 --> 00:05:03.300]  有一個官問耶穌說
[00:05:03.300 --> 00:05:04.660]  良善的夫子
[00:05:04.660 --> 00:05:08.300]  我該做什麼事才可以承受永生呢
[00:05:08.300 --> 00:05:09.540]  這裡告訴我們
[00:05:09.540 --> 00:05:11.300]  原來這個少年人
[00:05:11.300 --> 00:05:13.340]  他的職業是做什麼
[00:05:13.340 --> 00:05:14.900]  做官
[00:05:14.900 --> 00:05:18.860]  一個在猶太公會裡的成員
[00:05:18.860 --> 00:05:22.740]  當時那個地方是被羅馬政府統治
[00:05:22.740 --> 00:05:25.980]  羅馬政府是容讓當時的民族
[00:05:25.980 --> 00:05:28.660]  有一定的自治和自由度
[00:05:28.660 --> 00:05:31.140]  所以他們可以在自己的城市
[00:05:31.140 --> 00:05:33.100]  設立一些公會
[00:05:33.100 --> 00:05:35.980]  公會的功能是做什麼呢
[00:05:35.980 --> 00:05:39.820]  就是當你有什麼在律法上不明白
[00:05:39.820 --> 00:05:40.980]  一些訴訟
[00:05:40.980 --> 00:05:43.020]  或者在宗教事件上
[00:05:43.020 --> 00:05:47.100]  一些大家要評斷對與錯的時候
[00:05:47.100 --> 00:05:50.380]  就會將這些案件拿到公會
[00:05:50.380 --> 00:05:53.300]  由公會的人替他們審理
[00:05:53.300 --> 00:05:55.740]  這個少年人年紀輕輕
[00:05:55.740 --> 00:05:58.180]  他就能夠已經成為一個官
[00:05:58.180 --> 00:05:59.780]  他每一天的工作
[00:05:59.780 --> 00:06:01.980]  就是在公會裡面
[00:06:01.980 --> 00:06:04.380]  對著他所熟悉的律法書
[00:06:04.380 --> 00:06:06.940]  然後去分什麼叫做對
[00:06:06.940 --> 00:06:08.500]  什麼叫做錯
[00:06:08.500 --> 00:06:10.660]  如果以一個人的角度
[00:06:10.660 --> 00:06:13.260]  大家覺得這個年輕人厲害嗎
[00:06:13.260 --> 00:06:15.460]  厲害吧 大家都答應了
[00:06:15.460 --> 00:06:19.340]  這麼年輕就已經可以做到官
[00:06:19.340 --> 00:06:20.460]  在人的眼中
[00:06:20.460 --> 00:06:22.740]  可能你已經覺得他很完美
[00:06:22.740 --> 00:06:26.260]  當你說要選這個社會裡面的傑青的時候
[00:06:26.260 --> 00:06:29.220]  可能你都會去提名他
[00:06:29.220 --> 00:06:31.740]  不過當人不停地說
[00:06:31.740 --> 00:06:33.300]  你就好了
[00:06:33.300 --> 00:06:34.180]  你真的好啊
[00:06:34.180 --> 00:06:36.180]  你的背景 你的出身很好
[00:06:36.180 --> 00:06:37.860]  但這個少年人他知道
[00:06:37.860 --> 00:06:40.580]  當別人的說話怎麼說他好
[00:06:40.580 --> 00:06:43.420]  但他知道他裡面有很多的掙扎
[00:06:43.420 --> 00:06:46.780]  他心靈裡面就好像有個黑洞一樣
[00:06:46.780 --> 00:06:49.220]  無論他擁有多少的財富
[00:06:49.220 --> 00:06:51.660]  無論他擁有什麼的地位
[00:06:51.660 --> 00:06:53.580]  有多少的人物望落
[00:06:53.580 --> 00:06:56.620]  但是他心靈裡面的滿足感
[00:06:56.620 --> 00:06:58.220]  原來就算他多努力
[00:06:58.220 --> 00:07:00.540]  都不能夠去填滿
[00:07:00.540 --> 00:07:03.700]  於是這個少年人在其他的福音書裡面
[00:07:03.700 --> 00:07:05.220]  他告訴我們
[00:07:05.220 --> 00:07:06.660]  他是一個
[00:07:06.660 --> 00:07:09.260]  一天耶穌在街上走過
[00:07:09.260 --> 00:07:11.060]  街上很多人
[00:07:11.060 --> 00:07:14.140]  有法利塞人和耶穌在那邊辯論
[00:07:14.140 --> 00:07:16.420]  究竟天國的教導是怎樣
[00:07:16.420 --> 00:07:18.740]  又有人抱著一個嬰兒
[00:07:18.740 --> 00:07:19.860]  去到耶穌面前
[00:07:19.860 --> 00:07:22.860]  就說耶穌啊祢祝福我的小孩子
[00:07:22.860 --> 00:07:24.620]  在這麼多人的時候
[00:07:24.620 --> 00:07:25.660]  這個少年人
[00:07:25.660 --> 00:07:26.900]  這個少年的官
[00:07:26.900 --> 00:07:29.700]  就在眾人的見證下跪在那裡
[00:07:29.700 --> 00:07:30.940]  跟耶穌說
[00:07:30.940 --> 00:07:32.700]  耶穌 夫子
[00:07:32.700 --> 00:07:33.820]  你告訴我
[00:07:33.820 --> 00:07:35.700]  我應該做些什麼
[00:07:35.700 --> 00:07:37.900]  去承受永生
[00:07:37.900 --> 00:07:39.060]  少年人為什麼
[00:07:39.060 --> 00:07:40.100]  他這麼勇敢
[00:07:40.100 --> 00:07:41.540]  這麼謙卑
[00:07:41.540 --> 00:07:44.220]  因為他所經歷生命裡面
[00:07:44.220 --> 00:07:45.340]  這個黑洞
[00:07:45.340 --> 00:07:46.620]  這個纏繞
[00:07:46.620 --> 00:07:48.060]  已經很久了
[00:07:48.060 --> 00:07:50.220]  他很想去找這個答案
[00:07:50.220 --> 00:07:53.140]  他自己沒有方法
[00:07:53.140 --> 00:07:54.380]  而當少年人問
[00:07:54.380 --> 00:07:55.700]  他說我做些什麼
[00:07:55.700 --> 00:07:58.300]  能夠得到永生的時候
[00:07:58.300 --> 00:08:00.540]  從經文一直說下去
[00:08:00.540 --> 00:08:03.020]  耶穌和門徒的對話裡面
[00:08:03.020 --> 00:08:04.340]  我們會知道
[00:08:04.340 --> 00:08:06.140]  原來得永生
[00:08:06.140 --> 00:08:09.180]  和作完全人 進天國
[00:08:09.180 --> 00:08:11.660]  得救是互有關聯
[00:08:11.660 --> 00:08:14.700]  這個少年人縱然認識很多律法
[00:08:14.700 --> 00:08:16.980]  但是他卻不能夠
[00:08:16.980 --> 00:08:18.980]  他覺得自己活得完全
[00:08:18.980 --> 00:08:20.860]  他卻不能夠
[00:08:20.860 --> 00:08:24.300]  看著聖經裡面很多的應許
[00:08:24.300 --> 00:08:26.220]  你又說信耶穌
[00:08:26.220 --> 00:08:28.700]  你又說守律法的時候
[00:08:28.700 --> 00:08:30.540]  有平安有喜樂
[00:08:30.540 --> 00:08:31.380]  但是我沒有
[00:08:31.380 --> 00:08:33.460]  我裡面很不平安
[00:08:33.460 --> 00:08:35.460]  你問我有沒有得救的把握
[00:08:35.460 --> 00:08:37.460]  能不能夠進到天國的把握
[00:08:37.460 --> 00:08:38.580]  我不知道
[00:08:38.580 --> 00:08:42.340]  這個少年人就是有這樣的掙扎在當中
[00:08:42.340 --> 00:08:43.780]  而在其他福音書
[00:08:43.780 --> 00:08:46.260]  在得永生這幾個字裡面
[00:08:46.260 --> 00:08:48.260]  他在用另外一個字
[00:08:48.260 --> 00:08:51.540]  他說是承受永生
[00:08:51.540 --> 00:08:53.940]  承受永生就好像一個財產
[00:08:53.940 --> 00:08:56.300]  當你承受遺產的時候
[00:08:56.300 --> 00:08:57.220]  就是說
[00:08:57.220 --> 00:08:59.420]  你已經擁有了這個東西
[00:08:59.420 --> 00:09:00.300]  你擁有
[00:09:00.300 --> 00:09:01.940]  你可以享用
[00:09:01.940 --> 00:09:02.660]  你擁有
[00:09:02.660 --> 00:09:04.100]  你可以分配
[00:09:04.100 --> 00:09:05.740]  少年人就是一直看著
[00:09:05.740 --> 00:09:06.980]  但是好像這些東西
[00:09:06.980 --> 00:09:08.980]  都不關自己的事
[00:09:08.980 --> 00:09:14.100]  現在我們很多人很喜歡上網
[00:09:14.100 --> 00:09:16.100]  上網看YouTuber
[00:09:16.100 --> 00:09:19.580]  我老公每晚都在看YouTube的影片
[00:09:19.580 --> 00:09:20.580]  覺得很有趣
[00:09:20.580 --> 00:09:22.380]  這個世界原來發生這些事
[00:09:22.380 --> 00:09:23.740]  這個少年人就好像是這樣
[00:09:23.740 --> 00:09:24.940]  看著YouTube
[00:09:24.940 --> 00:09:26.140]  看到有些人
[00:09:26.140 --> 00:09:28.420]  他說這個地方是日本
[00:09:28.420 --> 00:09:31.820]  日本的花海很美
[00:09:31.820 --> 00:09:35.740]  又看到YouTuber躺在花海上拍照
[00:09:35.740 --> 00:09:37.580]  很美的放上去IG
[00:09:37.580 --> 00:09:38.860]  放上去Facebook
[00:09:38.860 --> 00:09:40.660]  跟別人分享一下
[00:09:40.660 --> 00:09:42.900]  然後去園公園
[00:09:42.900 --> 00:09:46.820]  去日本很流行的市場
[00:09:46.820 --> 00:09:48.860]  買了一隻現在這個月份
[00:09:48.860 --> 00:09:52.380]  應該是要吃松葉蟹和皇帝蟹的時候
[00:09:52.380 --> 00:09:54.660]  吃那隻蟹的時候
[00:09:54.660 --> 00:09:56.580]  蟹肉很鮮甜
[00:09:56.580 --> 00:09:59.180]  海水的鮮味
[00:09:59.180 --> 00:10:00.860]  湧進你的喉嚨
[00:10:00.860 --> 00:10:04.060]  你看著YouTuber這樣在介紹一個地方
[00:10:04.060 --> 00:10:06.380]  但你看看你自己的實況的時候
[00:10:06.380 --> 00:10:10.260]  原來你自己坐在自己家的沙發上
[00:10:10.260 --> 00:10:12.580]  你拿著的不是一隻松葉蟹
[00:10:12.580 --> 00:10:15.660]  你拿著的是一杯海鮮味的杯麵
[00:10:15.660 --> 00:10:18.420]  然後你想要去花海拍照
[00:10:18.420 --> 00:10:21.180]  但你發現你窗台那一棵是仙人掌
[00:10:21.180 --> 00:10:22.940]  你睡不睡下去
[00:10:22.940 --> 00:10:23.900]  不睡是吧
[00:10:23.900 --> 00:10:26.500]  然後我們會慨嘆疫情之下
[00:10:26.500 --> 00:10:27.980]  不能去旅行
[00:10:27.980 --> 00:10:30.460]  而少年人是慨嘆什麼呢
[00:10:30.460 --> 00:10:31.620]  我看到天光
[00:10:31.620 --> 00:10:35.100]  但我不知道怎樣去進入
[00:10:35.100 --> 00:10:38.060]  而當少年人去到耶穌的面前
[00:10:38.060 --> 00:10:39.180]  聖經記載
[00:10:39.180 --> 00:10:41.700]  耶穌就望著他
[00:10:41.700 --> 00:10:42.820]  望著他之後
[00:10:42.820 --> 00:10:45.060]  耶穌就愛他
[00:10:45.060 --> 00:10:46.540]  聖經很清楚地說
[00:10:46.540 --> 00:10:49.620]  耶穌為什麼會和這個少年人繼續對話呢
[00:10:49.620 --> 00:10:51.380]  不是因為他有空
[00:10:51.380 --> 00:10:53.980]  而是耶穌愛他
[00:10:53.980 --> 00:10:54.980]  你試想一下
[00:10:54.980 --> 00:10:57.380]  若然我們在一到五
[00:10:57.380 --> 00:10:58.900]  在一點鐘的時間
[00:10:58.900 --> 00:11:01.220]  在中環的街道上面
[00:11:01.220 --> 00:11:03.540]  大家會看到很多人很趕
[00:11:03.540 --> 00:11:04.460]  趕做什麼呢
[00:11:04.460 --> 00:11:05.460]  買飯盒
[00:11:05.460 --> 00:11:06.540]  吃飯
[00:11:06.540 --> 00:11:09.460]  希望快點吃完飯就工作
[00:11:09.460 --> 00:11:12.060]  晚上就不用加班那麼久
[00:11:12.060 --> 00:11:13.060]  如果呢
[00:11:13.060 --> 00:11:16.060]  當你在中環的吃飯時間走過
[00:11:16.060 --> 00:11:17.620]  有一個人拉著你
[00:11:17.620 --> 00:11:18.900]  姐妹姐妹
[00:11:18.900 --> 00:11:19.900]  不是因為是小姐
[00:11:19.900 --> 00:11:20.620]  中環那些
[00:11:20.620 --> 00:11:21.260]  小姐
[00:11:21.260 --> 00:11:24.060]  有空做個問卷調查嗎
[00:11:24.060 --> 00:11:25.740]  姐妹搖頭
[00:11:25.740 --> 00:11:27.860]  我們很正常的反應就是搖頭
[00:11:27.860 --> 00:11:29.820]  我說時間不好意思
[00:11:29.820 --> 00:11:32.140]  但是如果那個拉著你的人
[00:11:32.140 --> 00:11:34.220]  是一個視障人士
[00:11:34.220 --> 00:11:35.660]  他跟你說
[00:11:35.660 --> 00:11:36.540]  小姐小姐
[00:11:36.540 --> 00:11:37.740]  我要回家了
[00:11:37.740 --> 00:11:39.100]  我要坐某一架巴士
[00:11:39.100 --> 00:11:40.620]  但是因為我的眼睛看不到
[00:11:40.620 --> 00:11:42.380]  你可不可以帶我去巴士站
[00:11:42.380 --> 00:11:43.220]  帶不帶
[00:11:43.220 --> 00:11:43.740]  帶
[00:11:43.740 --> 00:11:44.740]  這裡有沒有人不帶的
[00:11:44.740 --> 00:11:45.820]  舉手
[00:11:45.820 --> 00:11:46.220]  沒有
[00:11:46.220 --> 00:11:47.780]  就是個個都不會
[00:11:47.780 --> 00:11:49.980]  為什麼有這樣的分別呢
[00:11:49.980 --> 00:11:51.980]  其實因為我們心裡面
[00:11:51.980 --> 00:11:53.940]  有一份的憐愛
[00:11:53.940 --> 00:11:55.580]  耶穌也一樣
[00:11:55.580 --> 00:11:58.420]  耶穌對這個少年人有一份的憐愛
[00:11:58.420 --> 00:12:00.620]  他看到這個少年人的需要
[00:12:00.620 --> 00:12:03.380]  縱然這個少年人他的肉眼
[00:12:03.380 --> 00:12:06.340]  他看到地上很多很美麗的事情
[00:12:06.340 --> 00:12:09.860]  但是他屬靈的眼睛出現了問題
[00:12:09.860 --> 00:12:11.420]  他屬靈的眼睛
[00:12:11.420 --> 00:12:13.780]  他看不到怎樣去進到天國
[00:12:13.780 --> 00:12:17.220]  他看不到怎樣才能夠活出一個完美的人生
[00:12:17.220 --> 00:12:19.420]  耶穌他看到少年人的需要
[00:12:19.420 --> 00:12:20.900]  所以他就停下來
[00:12:20.900 --> 00:12:24.020]  跟少年人去對話
[00:12:24.020 --> 00:12:25.300]  他跟少年人對話
[00:12:25.300 --> 00:12:28.140]  第一個要少年人學懂的功課就是
[00:12:28.140 --> 00:12:33.420]  你要面對自己的軟弱
[00:12:33.420 --> 00:12:35.060]  因為少年人跟他說
[00:12:35.060 --> 00:12:39.620]  夫子,我應該做些什麼善事來得永生
[00:12:39.620 --> 00:12:41.780]  於是耶穌就跟少年人說
[00:12:41.780 --> 00:12:44.580]  為什麼你要以善事來問我呢
[00:12:44.580 --> 00:12:47.140]  只有一位是善的
[00:12:47.140 --> 00:12:48.860]  善,如果我們看聖經
[00:12:48.860 --> 00:12:50.300]  它也有一個意思
[00:12:50.300 --> 00:12:52.980]  就是一個完全的意思
[00:12:52.980 --> 00:12:54.980]  大家看到在《聖經》上面
[00:12:54.980 --> 00:12:57.420]  有一個十分的分牌
[00:12:57.420 --> 00:13:01.220]  就好像我們剛剛完結的東京奧運
[00:13:01.220 --> 00:13:03.500]  在一些運動比賽裡面
[00:13:03.500 --> 00:13:08.260]  你怎樣才能夠在評判的手中拿到十分的滿分
[00:13:08.260 --> 00:13:10.260]  就是你做的動作
[00:13:10.260 --> 00:13:11.420]  你做的難度
[00:13:11.420 --> 00:13:17.020]  所有東西能夠達到評判的評分標準
[00:13:17.020 --> 00:13:18.420]  所以我們會問
[00:13:18.420 --> 00:13:24.620]  那麼那個評分標準在哪裡呢
[00:13:24.620 --> 00:13:26.740]  這個女孩子
[00:13:26.740 --> 00:13:30.340]  這個跳高選手十四歲的璇紅線
[00:13:30.340 --> 00:13:31.660]  大家很認識
[00:13:31.660 --> 00:13:33.660]  在網上有很多報導
[00:13:33.660 --> 00:13:36.420]  就是說因為她有很多的苦練
[00:13:36.420 --> 00:13:40.780]  以致到她能夠在這個十米高台跳水那裡
[00:13:40.780 --> 00:13:44.060]  可以有三跳拿到滿分
[00:13:44.060 --> 00:13:48.740]  報導說她的表現是完美的征服全球
[00:13:48.740 --> 00:13:50.740]  所以我想我們今天也會問
[00:13:50.740 --> 00:13:55.740]  那如果我們要去完美 完全 在天國裡面的完全
[00:13:55.740 --> 00:13:58.740]  那個完全究竟是怎樣呢
[00:13:58.740 --> 00:14:00.140]  少年人他熟讀《舊約》
[00:14:00.140 --> 00:14:02.460]  他知道完美這個字
[00:14:02.460 --> 00:14:07.180]  其實在《舊約》只會用在創造天地萬物的神身上
[00:14:07.180 --> 00:14:09.340]  而在《馬太福音》
[00:14:09.340 --> 00:14:10.940]  在五章的時候
[00:14:10.940 --> 00:14:14.060]  當耶穌去教導門徒 教導眾人
[00:14:14.060 --> 00:14:17.340]  登山補訓 教導很多天國的法則
[00:14:17.340 --> 00:14:19.260]  去到最後 他有一個總結
[00:14:19.260 --> 00:14:21.860]  他說 所以你們要完全
[00:14:21.860 --> 00:14:25.540]  將你們的天賦完全一樣
[00:14:25.540 --> 00:14:26.780]  今天我們問
[00:14:26.780 --> 00:14:30.020]  究竟什麼叫完全 什麼叫完美的時候
[00:14:30.020 --> 00:14:33.020]  原來聖經說 不是你怎樣定
[00:14:33.020 --> 00:14:36.860]  聖經說 完美是在神那裡
[00:14:36.860 --> 00:14:40.820]  當我們能夠去達至神的完全 完美的時候
[00:14:40.820 --> 00:14:46.180]  這就是神心裡面的完美 完全
[00:14:46.180 --> 00:14:48.660]  而耶穌和船人的對話
[00:14:48.660 --> 00:14:50.580]  祂說 只有一位是善
[00:14:50.580 --> 00:14:53.860]  原來在《古卷》那裡有一個記載
[00:14:53.860 --> 00:14:57.780]  祂說 除了神以外 沒有一個良善的
[00:14:57.780 --> 00:15:01.140]  這裡其實不是說 因為耶穌犯罪
[00:15:01.140 --> 00:15:03.540]  所以耶穌自己這樣說
[00:15:03.540 --> 00:15:06.180]  在《希伯來書》四章裡 祂說
[00:15:06.180 --> 00:15:08.220]  祂是指耶穌
[00:15:08.220 --> 00:15:10.820]  祂說 耶穌也曾經受過試探
[00:15:10.820 --> 00:15:14.500]  與我們一樣 只是祂沒有犯罪
[00:15:14.500 --> 00:15:19.140]  在聖經裡 我們知道 耶穌在曠野受試探
[00:15:19.140 --> 00:15:20.860]  上上受試探
[00:15:20.860 --> 00:15:22.740]  但是祂沒有犯罪
[00:15:22.740 --> 00:15:26.420]  而耶穌為什麼在這裡會這樣跟少年人說呢
[00:15:26.420 --> 00:15:30.700]  是因為 記得少年人稱呼耶穌做什麼嗎?
[00:15:30.700 --> 00:15:31.940]  夫子
[00:15:31.940 --> 00:15:35.100]  原來少年人不認識耶穌是救主
[00:15:35.100 --> 00:15:37.980]  於是耶穌就要教導少年人
[00:15:37.980 --> 00:15:41.580]  就是說 其實在世界人的努力來說
[00:15:41.580 --> 00:15:43.900]  你不能夠達到完全的
[00:15:43.900 --> 00:15:47.660]  因為世上只有一個完全 那個是神
[00:15:47.660 --> 00:15:49.340]  而因為少年人問耶穌
[00:15:49.340 --> 00:15:53.580]  我該做什麼才能得永生的時候
[00:15:53.580 --> 00:15:56.700]  然後耶穌就順著他的思路跟他聊天
[00:15:56.700 --> 00:15:59.180]  他說 該做什麼得永生?
[00:15:59.180 --> 00:16:01.660]  那你應該遵守誡命
[00:16:01.660 --> 00:16:04.060]  少年人問 什麼誡命?
[00:16:04.060 --> 00:16:05.700]  然後耶穌就說
[00:16:05.700 --> 00:16:08.420]  就是不可殺人 不可姦淫
[00:16:08.420 --> 00:16:11.060]  不可偷渡 不可作假見證
[00:16:11.060 --> 00:16:14.500]  當孝敬父母 又當愛人如己
[00:16:14.500 --> 00:16:16.340]  大家熟悉嗎?
[00:16:16.340 --> 00:16:17.820]  熟悉的話 大家點頭
