
[00:00:00.000 --> 00:00:02.760]  月頭小弟的講道
[00:01:31.660 --> 00:01:35.460]  「天國近了,你們應當改變、轉變你的心」
[00:01:35.460 --> 00:01:37.460]  所以就說
[00:01:37.460 --> 00:01:39.460]  是180度的改變
[00:01:39.460 --> 00:01:41.460]  而且不是一件簡單的事情
[00:01:41.460 --> 00:01:44.360]  因為「心」所指的就是一個人的理性
[00:01:44.360 --> 00:01:45.540]  情感
[00:01:45.540 --> 00:01:46.980]  以及意志
[00:01:46.980 --> 00:01:48.980]  所以說真正的悔改
[00:01:48.980 --> 00:01:52.140]  真正的悔改會帶來的就是行為的改變
[00:01:52.140 --> 00:01:54.820]  真正的悔改會帶來行為的改變
[00:01:54.820 --> 00:01:58.220]  而《士徒行傳》26章20節裡面這麼說
[00:01:58.220 --> 00:02:00.740]  「我勸勉你們應當悔改歸向神」
[00:02:00.740 --> 00:02:03.660]  「行事與悔改的心相稱」
[00:02:03.660 --> 00:02:06.460]  就是說《聖經》裡面對於悔改的定義就是
[00:02:06.460 --> 00:02:08.160]  改變你的心
[00:02:08.160 --> 00:02:10.160]  從而改變你的行為
[00:02:10.160 --> 00:02:12.160]  改變你的心
[00:02:12.160 --> 00:02:14.160]  從而改變你的行為
[00:02:14.160 --> 00:02:15.160]  就像一艘船
[00:02:15.160 --> 00:02:17.160]  駕駛船或者飛機
[00:02:17.160 --> 00:02:21.040]  飛機向前,你把舵放到左邊的時候
[00:02:21.040 --> 00:02:23.040]  理論上應該怎樣?
[00:02:23.040 --> 00:02:25.040]  那飛機會轉向左邊嗎?
[00:02:25.040 --> 00:02:27.040]  如果你的舵轉向右邊的時候
[00:02:27.040 --> 00:02:29.040]  那飛機理論上會怎樣?
[00:02:29.040 --> 00:02:31.040]  轉向右邊
[00:02:31.040 --> 00:02:33.040]  如果
[00:02:33.040 --> 00:02:35.040]  當你的舵轉向左
[00:02:35.040 --> 00:02:37.040]  或者轉向右
[00:02:37.040 --> 00:02:39.040]  那飛機繼續直行
[00:02:39.040 --> 00:02:41.040]  即是怎樣?
[00:02:41.040 --> 00:02:43.040]  你祈定禱
[00:02:43.040 --> 00:02:45.040]  你很快會回到天下
[00:02:45.040 --> 00:02:47.040]  你死定了
[00:02:47.040 --> 00:02:49.040]  即是你轉左轉右
[00:02:49.040 --> 00:02:51.040]  那飛機都繼續直行
[00:02:51.040 --> 00:02:53.040]  所以就是
[00:02:53.040 --> 00:02:55.040]  《聖經》裡面所說的悔改
[00:02:55.040 --> 00:02:57.040]  就是說你的心
[00:02:57.040 --> 00:02:59.040]  當有一個人拿著你的舵
[00:02:59.040 --> 00:03:01.040]  扭向左的時候
[00:03:01.040 --> 00:03:03.040]  你的行為
[00:03:03.040 --> 00:03:05.040]  應該是向左
[00:03:05.040 --> 00:03:07.040]  那邊來行
[00:03:07.040 --> 00:03:09.040]  所以仕途保羅
[00:03:09.040 --> 00:03:11.040]  剛才我們讀那段經文
[00:03:11.040 --> 00:03:13.040]  那段經文就說
[00:03:13.040 --> 00:03:15.040]  羅馬書第一章到第十一章
[00:03:15.040 --> 00:03:17.040]  裡面說的是什麼呢?
[00:03:17.040 --> 00:03:19.040]  就是說救恩
[00:03:19.040 --> 00:03:21.040]  說很多救恩
[00:03:21.040 --> 00:03:23.040]  神學的理論
[00:03:23.040 --> 00:03:25.040]  所以有些人說羅馬書比較難明白
[00:03:25.040 --> 00:03:27.040]  但我最近再看羅馬書
[00:03:27.040 --> 00:03:29.040]  我發覺又不是
[00:03:29.040 --> 00:03:31.040]  裡面可以看到究竟
[00:03:31.040 --> 00:03:33.040]  其實保羅說的是
[00:03:33.040 --> 00:03:35.040]  我們以前未信耶穌的時候
[00:03:35.040 --> 00:03:37.040]  那個情況是怎樣
[00:03:37.040 --> 00:03:39.040]  神怎樣看
[00:03:39.040 --> 00:03:41.040]  然後到最後我們信了耶穌之後
[00:03:41.040 --> 00:03:43.040]  其實我們的生命
[00:03:43.040 --> 00:03:45.040]  神會怎樣去對待我們
[00:03:45.040 --> 00:03:47.040]  或者我們生命裏面有一個新的生命
[00:03:47.040 --> 00:03:49.040]  我覺得羅馬書
[00:03:49.040 --> 00:03:51.040]  都是其中一個挺好的
[00:03:51.040 --> 00:03:53.040]  卷書讓我們可以
[00:03:53.040 --> 00:03:55.040]  知道明白究竟
[00:03:55.040 --> 00:03:57.040]  這個救恩和我們接受了
[00:03:57.040 --> 00:03:59.040]  救恩之後
[00:03:59.040 --> 00:04:01.040]  其實生命裏面的改變
[00:04:01.040 --> 00:04:03.040]  所以羅馬書值得去
[00:04:03.040 --> 00:04:05.040]  慢慢去看
[00:04:05.040 --> 00:04:07.040]  所以在裡面羅馬書
[00:04:07.040 --> 00:04:09.040]  一到十一章裏面
[00:04:09.040 --> 00:04:11.040]  保羅說完之前那些系統
[00:04:11.040 --> 00:04:13.040]  所謂系統神學
[00:04:13.040 --> 00:04:15.040]  然後到第十二章
[00:04:15.040 --> 00:04:17.040]  正在講的第一句
[00:04:17.040 --> 00:04:19.040]  所以弟兄們
[00:04:19.040 --> 00:04:21.040]  我以神的慈悲勸你們
[00:04:21.040 --> 00:04:23.040]  將身體獻上當作活則
[00:04:23.040 --> 00:04:25.040]  是聖潔的,是神可喜悅的
[00:04:25.040 --> 00:04:27.040]  你們如斯適逢乃是理所當然的
[00:04:27.040 --> 00:04:29.040]  不如效法這個世界
[00:04:29.040 --> 00:04:31.040]  只要心意更新而變化
[00:04:31.040 --> 00:04:33.040]  叫你們測驗何謂神的善良
[00:04:33.040 --> 00:04:35.040]  純存可喜悅之義
[00:04:35.040 --> 00:04:37.040]  即是同樣是講一個
[00:04:37.040 --> 00:04:39.040]  心的改變
[00:04:39.040 --> 00:04:41.040]  在這裏
[00:04:41.040 --> 00:04:43.040]  羅馬書保羅
[00:04:43.040 --> 00:04:45.040]  在講心的改變的時候
[00:04:45.040 --> 00:04:47.040]  他的意思就是說
[00:04:47.040 --> 00:04:49.040]  在講我們的思想
[00:04:49.040 --> 00:04:51.040]  態度和我們怎樣去
[00:04:51.040 --> 00:04:53.040]  理解這個世界裏面所發生的事情
[00:04:53.040 --> 00:04:55.040]  即是說
[00:04:55.040 --> 00:04:57.040]  他鼓勵我們不要學這個世界
[00:04:57.040 --> 00:04:59.040]  只要
[00:04:59.040 --> 00:05:01.040]  你的思想
[00:05:01.040 --> 00:05:03.040]  你的態度
[00:05:03.040 --> 00:05:05.040]  和你那個
[00:05:05.040 --> 00:05:07.040]  對世界事物的理解
[00:05:07.040 --> 00:05:09.040]  你要更新變化
[00:05:09.040 --> 00:05:11.040]  從而我們不知不覺間
[00:05:11.040 --> 00:05:13.040]  我們就知道
[00:05:13.040 --> 00:05:15.040]  怎樣去測驗神的旨意
[00:05:15.040 --> 00:05:17.040]  神純存可喜悅的旨意
[00:05:17.040 --> 00:05:19.040]  所以說在上一次
[00:05:19.040 --> 00:05:21.040]  我再講,在新約聖經裏面
[00:05:21.040 --> 00:05:23.040]  講悔改這個字是講什麼
[00:05:23.040 --> 00:05:25.040]  改變心
[00:05:25.040 --> 00:05:27.040]  意思就是說一個人
[00:05:27.040 --> 00:05:29.040]  心意的改變,而今次
[00:05:29.040 --> 00:05:31.040]  保羅所講的
[00:05:31.040 --> 00:05:33.040]  就說不要學這個世界
[00:05:33.040 --> 00:05:35.040]  反而要改變
[00:05:35.040 --> 00:05:37.040]  我們的心,即是說
[00:05:37.040 --> 00:05:39.040]  我們的
[00:05:39.040 --> 00:05:41.040]  思想,我們的態度
[00:05:41.040 --> 00:05:43.040]  和我們理解
[00:05:43.040 --> 00:05:45.040]  事情的方式,或者我們的人生觀
[00:05:45.040 --> 00:05:47.040]  道德觀,價值觀等等
[00:05:47.040 --> 00:05:49.040]  世界
[00:05:49.040 --> 00:05:51.040]  即是保羅說不要
[00:05:51.040 --> 00:05:53.040]  效法這個世界,即是說不要學
[00:05:53.040 --> 00:05:55.040]  不要學這個世界
[00:05:55.040 --> 00:05:57.040]  這個世界有什麼我們學了
[00:05:57.040 --> 00:05:59.040]  其實不知不覺間
[00:05:59.040 --> 00:06:03.040]  不知不覺間
[00:06:03.040 --> 00:06:05.040]  這個世界有什麼我們學了
[00:06:05.040 --> 00:06:07.040]  價值觀
[00:06:07.040 --> 00:06:09.040]  例子
[00:06:09.040 --> 00:06:13.040]  自我中心
[00:06:13.040 --> 00:06:15.040]  另外好像
[00:06:15.040 --> 00:06:19.040]  這個世界怎樣看領袖
[00:06:19.040 --> 00:06:23.040]  這個世界,怎樣看一個領袖
[00:06:23.040 --> 00:06:27.040]  要叻
[00:06:27.040 --> 00:06:29.040]  做到嘢
[00:06:29.040 --> 00:06:31.040]  成功
[00:06:35.040 --> 00:06:37.040]  自信
[00:06:37.040 --> 00:06:39.040]  走出來
[00:06:39.040 --> 00:06:41.040]  金光閃閃,旁邊有些保鏢
[00:06:41.040 --> 00:06:43.040]  最好
[00:06:43.040 --> 00:06:47.040]  有業績
[00:06:47.040 --> 00:06:49.040]  剛才是不是有人講過
[00:06:49.040 --> 00:06:51.040]  有權柄
[00:06:51.040 --> 00:06:53.040]  很多,這個世界看領袖
[00:06:53.040 --> 00:06:55.040]  總之是
[00:06:55.040 --> 00:06:57.040]  訪問
[00:06:57.040 --> 00:06:59.040]  學校,學他就學
[00:06:59.040 --> 00:07:01.040]  即是學的,等等
[00:07:01.040 --> 00:07:03.040]  這個世界的領袖
[00:07:03.040 --> 00:07:05.040]  或者叫做
[00:07:05.040 --> 00:07:07.040]  好成功,法師號令
[00:07:07.040 --> 00:07:09.040]  坐在冷氣房裏
[00:07:09.040 --> 00:07:11.040]  不用做的
[00:07:11.040 --> 00:07:13.040]  而耶穌呢,講一個領袖
[00:07:13.040 --> 00:07:15.040]  是怎樣的
[00:07:15.040 --> 00:07:17.040]  柔和謙卑,還有呢
[00:07:17.040 --> 00:07:21.040]  愛神,OK,還有呢
[00:07:21.040 --> 00:07:23.040]  耶穌講這個
[00:07:23.040 --> 00:07:25.040]  領袖
[00:07:25.040 --> 00:07:27.040]  福是世的
[00:07:27.040 --> 00:07:29.040]  誰願為首
[00:07:29.040 --> 00:07:31.040]  要作眾人的僕人
[00:07:31.040 --> 00:07:33.040]  可以這樣說,做到死
[00:07:33.040 --> 00:07:35.040]  一個領袖
[00:07:35.040 --> 00:07:37.040]  耶穌講的一個領袖
[00:07:37.040 --> 00:07:39.040]  好像一個僕人一樣
[00:07:39.040 --> 00:07:41.040]  大的,福是世的
[00:07:41.040 --> 00:07:43.040]  是不是
[00:07:43.040 --> 00:07:45.040]  這個你會看到,其實世界和耶穌的價值觀
[00:07:45.040 --> 00:07:47.040]  很不同,有這兩個的不同
[00:07:47.040 --> 00:07:49.040]  另外,講錢
[00:07:49.040 --> 00:07:51.040]  講財富
[00:07:51.040 --> 00:07:53.040]  這個世界,怎樣為之
[00:07:53.040 --> 00:07:55.040]  有錢
[00:07:55.040 --> 00:07:59.040]  什麼什麼
[00:07:59.040 --> 00:08:01.040]  銀行戶口
[00:08:01.040 --> 00:08:03.040]  看銀行戶口
[00:08:03.040 --> 00:08:05.040]  有多少位數字
[00:08:05.040 --> 00:08:07.040]  七位,十位
[00:08:07.040 --> 00:08:09.040]  這樣
[00:08:09.040 --> 00:08:11.040]  是的,是的
[00:08:11.040 --> 00:08:13.040]  所以我也有十位數字的戶口
[00:08:13.040 --> 00:08:15.040]  不過那個點不知在哪裏
[00:08:15.040 --> 00:08:17.040]  有的,有的,絕對有
[00:08:17.040 --> 00:08:19.040]  哪些人會覺得
[00:08:19.040 --> 00:08:21.040]  或者你怎樣去處理你的財
[00:08:21.040 --> 00:08:23.040]  財富呢
[00:08:23.040 --> 00:08:25.040]  很多時候就會
[00:08:25.040 --> 00:08:27.040]  買好車,住洋樓
[00:08:27.040 --> 00:08:29.040]  喝酒
[00:08:29.040 --> 00:08:31.040]  總之
[00:08:31.040 --> 00:08:33.040]  是要來享受的
[00:08:33.040 --> 00:08:35.040]  由這個財富
[00:08:35.040 --> 00:08:37.040]  可以顯示
[00:08:37.040 --> 00:08:39.040]  你住在哪裏,就可以顯示你的財富
[00:08:39.040 --> 00:08:41.040]  但是耶穌怎樣看財富
[00:08:41.040 --> 00:08:45.040]  你要給人
[00:08:45.040 --> 00:08:47.040]  就有給你的
[00:08:47.040 --> 00:08:49.040]  耶穌看財富是你首先給人
[00:08:49.040 --> 00:08:51.040]  就有給你的
[00:08:51.040 --> 00:08:53.040]  但這個世界不是的
[00:08:53.040 --> 00:08:55.040]  反過來,你賺多少
[00:08:55.040 --> 00:08:57.040]  你喜歡給多少
[00:08:57.040 --> 00:08:59.040]  才去給人
[00:08:59.040 --> 00:09:01.040]  是兩個不同的價值觀
[00:09:01.040 --> 00:09:03.040]  所以就是說,其實在聖經裏面說
[00:09:03.040 --> 00:09:05.040]  心
[00:09:05.040 --> 00:09:07.040]  是很重視心的
[00:09:07.040 --> 00:09:09.040]  因為世界其實都知道一件事
[00:09:09.040 --> 00:09:11.040]  就是說,如果當你得到
[00:09:11.040 --> 00:09:13.040]  一個人的心的時候
[00:09:13.040 --> 00:09:15.040]  你就得到他的什麼
[00:09:15.040 --> 00:09:19.040]  是的
[00:09:19.040 --> 00:09:21.040]  當你得到這個人的心的時候
[00:09:21.040 --> 00:09:23.040]  你就得到他整個人
[00:09:23.040 --> 00:09:25.040]  你就得到他整個人
[00:09:25.040 --> 00:09:27.040]  所以在
[00:09:27.040 --> 00:09:29.040]  三國時代
[00:09:29.040 --> 00:09:31.040]  司馬懿
[00:09:31.040 --> 00:09:33.040]  他都說了一句說話
[00:09:33.040 --> 00:09:35.040]  司馬懿說得民心者得天下
[00:09:35.040 --> 00:09:37.040]  得民心者得天下
[00:09:37.040 --> 00:09:39.040]  其實就是孟子說的
[00:09:39.040 --> 00:09:41.040]  孟子裏面說了一句說話
[00:09:41.040 --> 00:09:43.040]  得天下有道,得其民
[00:09:43.040 --> 00:09:45.040]  取其天下義
[00:09:45.040 --> 00:09:47.040]  總之意思就是說
[00:09:47.040 --> 00:09:49.040]  在裏面說的
[00:09:49.040 --> 00:09:51.040]  如果你要
[00:09:51.040 --> 00:09:53.040]  要得到最高的統治權
[00:09:53.040 --> 00:09:55.040]  就是得到天下
[00:09:55.040 --> 00:09:57.040]  有辦法,就說你獲得
[00:09:57.040 --> 00:09:59.040]  民眾的心
[00:09:59.040 --> 00:10:01.040]  你就可以得到天下
[00:10:01.040 --> 00:10:03.040]  要想得到民眾等等
[00:10:03.040 --> 00:10:05.040]  就是說
[00:10:05.040 --> 00:10:07.040]  你民眾所需要的
[00:10:07.040 --> 00:10:09.040]  你就給他吧
[00:10:09.040 --> 00:10:11.040]  所以在聖經裏面說,有一句說話
[00:10:11.040 --> 00:10:13.040]  所以你要保守
[00:10:13.040 --> 00:10:15.040]  你的心
[00:10:15.040 --> 00:10:17.040]  勝過什麼
[00:10:17.040 --> 00:10:19.040]  保守一切,因為一生的果效
[00:10:19.040 --> 00:10:21.040]  是由心發出
[00:10:21.040 --> 00:10:23.040]  所以你得到
[00:10:23.040 --> 00:10:25.040]  一個人的心
[00:10:25.040 --> 00:10:27.040]  其實他就怎樣
[00:10:27.040 --> 00:10:29.040]  你得到他整個人
[00:10:29.040 --> 00:10:31.040]  所以你會明白為什麼
[00:10:31.040 --> 00:10:33.040]  很多時候我們
[00:10:33.040 --> 00:10:35.040]  面對爭戰,其實爭戰的就是
[00:10:35.040 --> 00:10:37.040]  這一塊地方,面對的就是你的心
[00:10:37.040 --> 00:10:39.040]  因為魔鬼都很想
[00:10:39.040 --> 00:10:41.040]  搶奪你的心
[00:10:41.040 --> 00:10:43.040]  所以戰場就在這裏
[00:10:43.040 --> 00:10:45.040]  所以就是說
[00:10:45.040 --> 00:10:47.040]  聖經是這樣說
[00:10:47.040 --> 00:10:49.040]  不要效法這個世界
[00:10:49.040 --> 00:10:51.040]  不要學這個世界
[00:10:51.040 --> 00:10:53.040]  因為如果當你真的學
[00:10:53.040 --> 00:10:55.040]  這個世界的時候
[00:10:55.040 --> 00:10:57.040]  這個世界
[00:10:57.040 --> 00:10:59.040]  會漸漸得到你的心
[00:10:59.040 --> 00:11:01.040]  甚至在約翰一書
[00:11:01.040 --> 00:11:03.040]  二章十五十六節裏面說
[00:11:03.040 --> 00:11:05.040]  不要愛世界和世界上的事
[00:11:05.040 --> 00:11:07.040]  人如果愛世界
[00:11:07.040 --> 00:11:09.040]  愛父的心
[00:11:09.040 --> 00:11:11.040]  就不在他裏面
[00:11:11.040 --> 00:11:13.040]  因為凡世界上的事,就好像肉體的程度
[00:11:13.040 --> 00:11:15.040]  眼部的程度,和今生的驕傲
[00:11:15.040 --> 00:11:17.040]  都不是從父來的
[00:11:17.040 --> 00:11:19.040]  是從世界裏面來的
[00:11:19.040 --> 00:11:21.040]  我舉一個例子,可能都會覺得
[00:11:21.040 --> 00:11:23.040]  有點嚴重了,但是其實
[00:11:23.040 --> 00:11:25.040]  當我說了大家就會明白
[00:11:25.040 --> 00:11:27.040]  就說
[00:11:27.040 --> 00:11:29.040]  有時當你去追劇
[00:11:29.040 --> 00:11:31.040]  不論台劇,韓劇,日劇
[00:11:31.040 --> 00:11:33.040]  或者你打遊戲機
[00:11:33.040 --> 00:11:35.040]  追下追下
[00:11:35.040 --> 00:11:37.040]  打下打下
[00:11:37.040 --> 00:11:39.040]  你發不發覺
[00:11:39.040 --> 00:11:41.040]  你就漸漸被他吸引
[00:11:41.040 --> 00:11:43.040]  追下追下
[00:11:43.040 --> 00:11:45.040]  你就漸漸被他吸引
[00:11:45.040 --> 00:11:47.040]  然後
[00:11:47.040 --> 00:11:49.040]  慢慢就沒興趣
[00:11:49.040 --> 00:11:51.040]  去看聖經
[00:11:51.040 --> 00:11:53.040]  所以有一次
[00:11:53.040 --> 00:11:55.040]  我坐車,我看完了
[00:11:55.040 --> 00:11:57.040]  我的背包很重
[00:11:57.040 --> 00:11:59.040]  那些人都知道我裏面一定會有本書
[00:11:59.040 --> 00:12:01.040]  那本書看完了
[00:12:01.040 --> 00:12:03.040]  沒東西做,拿個機器出來
[00:12:03.040 --> 00:12:05.040]  拿個機器出來打什麼呢
[00:12:05.040 --> 00:12:07.040]  叫什麼
[00:12:07.040 --> 00:12:09.040]  總之打鑽石那些
[00:12:09.040 --> 00:12:11.040]  挺好玩的,打下打下
[00:12:11.040 --> 00:12:13.040]  然後原來真的很吸引
[00:12:13.040 --> 00:12:15.040]  吸引完了
[00:12:15.040 --> 00:12:17.040]  到一個地步
[00:12:17.040 --> 00:12:19.040]  如果我追下追下
[00:12:19.040 --> 00:12:21.040]  打下打下
[00:12:21.040 --> 00:12:23.040]  我的心
[00:12:23.040 --> 00:12:25.040]  可能就漸漸離開了
[00:12:25.040 --> 00:12:27.040]  可能當我們說
[00:12:27.040 --> 00:12:29.040]  追下追下,打下打下
[00:12:29.040 --> 00:12:31.040]  我們的心就漸漸
[00:12:31.040 --> 00:12:33.040]  不在神的道裏
[00:12:33.040 --> 00:12:35.040]  我們對天父的愛心
[00:12:35.040 --> 00:12:37.040]  那種渴慕
[00:12:37.040 --> 00:12:39.040]  我們是會漸漸冷淡
[00:12:39.040 --> 00:12:41.040]  到最後
[00:12:41.040 --> 00:12:43.040]  我們的生命和一個未信耶穌的人
[00:12:43.040 --> 00:12:45.040]  是沒什麼分別
[00:12:45.040 --> 00:12:47.040]  而最慘的
[00:12:47.040 --> 00:12:49.040]  很多時候
[00:12:49.040 --> 00:12:51.040]  當去到這個階段
[00:12:51.040 --> 00:12:53.040]  我們還以為我們和神之間的關係
[00:12:53.040 --> 00:12:55.040]  非常好
[00:12:55.040 --> 00:12:57.040]  我們
[00:12:57.040 --> 00:12:59.040]  還會以為我們和神之間的關係
[00:12:59.040 --> 00:13:01.040]  非常好,所以聖經這樣說
[00:13:01.040 --> 00:13:03.040]  你要保守
[00:13:03.040 --> 00:13:05.040]  你的心
[00:13:05.040 --> 00:13:07.040]  勝過保守一切
[00:13:07.040 --> 00:13:09.040]  因為一生的果孝
[00:13:09.040 --> 00:13:11.040]  是由心發出
[00:13:11.040 --> 00:13:13.040]  我不知道
[00:13:13.040 --> 00:13:15.040]  大家有沒有玩過中國象棋
[00:13:15.040 --> 00:13:17.040]  有些人不懂
[00:13:17.040 --> 00:13:19.040]  有沒有玩過
[00:13:19.040 --> 00:13:21.040]  我就是棋子
[00:13:21.040 --> 00:13:23.040]  我以前爸爸教我
[00:13:23.040 --> 00:13:25.040]  捉象棋
[00:13:25.040 --> 00:13:27.040]  讓我兩隻車,讓我一隻豹
[00:13:27.040 --> 00:13:29.040]  他都會贏
[00:13:29.040 --> 00:13:31.040]  他都會贏
[00:13:31.040 --> 00:13:33.040]  你會看到多誇張
[00:13:33.040 --> 00:13:35.040]  讓我兩隻車
[00:13:35.040 --> 00:13:37.040]  讓我兩隻車,一隻豹
[00:13:37.040 --> 00:13:39.040]  他靠兩隻馬
[00:13:39.040 --> 00:13:41.040]  一隻豹,居然可以將我軍
[00:13:41.040 --> 00:13:43.040]  有時還會剝我光珠
[00:13:43.040 --> 00:13:45.040]  你會想像
[00:13:45.040 --> 00:13:47.040]  多厲害
[00:13:47.040 --> 00:13:49.040]  其實中國象棋是怎樣玩的
[00:13:49.040 --> 00:13:53.040]  就說
[00:13:53.040 --> 00:13:55.040]  雙方都要
[00:13:55.040 --> 00:13:57.040]  在棋盤裏
[00:13:57.040 --> 00:13:59.040]  棋盤裏有些棋
[00:13:59.040 --> 00:14:01.040]  公車馬豹士將卒
[00:14:01.040 --> 00:14:03.040]  公車馬豹士將卒
[00:14:03.040 --> 00:14:05.040]  用盡棋盤裏所有屬於你的棋
[00:14:05.040 --> 00:14:07.040]  然後
[00:14:07.040 --> 00:14:09.040]  吃了對方的公頭
[00:14:09.040 --> 00:14:11.040]  即是說
[00:14:11.040 --> 00:14:13.040]  除了那個人
[00:14:13.040 --> 00:14:15.040]  要進攻之外
[00:14:15.040 --> 00:14:17.040]  亦都要保護自己的公頭
[00:14:17.040 --> 00:14:19.040]  因為
[00:14:19.040 --> 00:14:21.040]  你想吃對方公頭
[00:14:21.040 --> 00:14:23.040]  其實對方都同樣想吃你的公頭
[00:14:23.040 --> 00:14:25.040]  所以有時就算
[00:14:25.040 --> 00:14:27.040]  要保護公頭被人吃了隻車
[00:14:27.040 --> 00:14:29.040]  都不緊要
[00:14:29.040 --> 00:14:31.040]  為甚麼
[00:14:31.040 --> 00:14:33.040]  因為公頭在這裏
[00:14:33.040 --> 00:14:35.040]  但如果
[00:14:35.040 --> 00:14:37.040]  公頭沒有了
[00:14:37.040 --> 00:14:39.040]  你就捉不到
[00:14:39.040 --> 00:14:41.040]  因為已經輸了
[00:14:41.040 --> 00:14:43.040]  所以其實
[00:14:43.040 --> 00:14:45.040]  你從這樣的互動裏
[00:14:45.040 --> 00:14:47.040]  你會看不看到
[00:14:47.040 --> 00:14:49.040]  我們說要保守我們的心
[00:14:49.040 --> 00:14:51.040]  勝過保守一切
[00:14:51.040 --> 00:14:53.040]  我們的心就像公頭一樣
[00:14:53.040 --> 00:14:55.040]  對方或者魔鬼
[00:14:55.040 --> 00:14:57.040]  其實很想去拿了
[00:14:57.040 --> 00:14:59.040]  我們這一隻公頭
[00:14:59.040 --> 00:15:01.040]  我們就要靠甚麼工居馬炮
[00:15:01.040 --> 00:15:03.040]  來去保護
[00:15:03.040 --> 00:15:05.040]  整個這樣的心
[00:15:05.040 --> 00:15:07.040]  即是保護
[00:15:07.040 --> 00:15:09.040]  這個公頭
[00:15:09.040 --> 00:15:11.040]  所以你不要像
[00:15:11.040 --> 00:15:13.040]  這個世界一樣
[00:15:13.040 --> 00:15:15.040]  保羅說
[00:15:15.040 --> 00:15:17.040]  你不要效法這個世界
[00:15:17.040 --> 00:15:19.040]  只要心意更新
[00:15:19.040 --> 00:15:21.040]  而變化
[00:15:21.040 --> 00:15:23.040]  叫你們測驗何愛神的善良等等
[00:15:23.040 --> 00:15:25.040]  意思是你不要學這個世界
[00:15:25.040 --> 00:15:27.040]  因為你學著學著你的心會不在
[00:15:27.040 --> 00:15:29.040]  你不要愛世界
[00:15:29.040 --> 00:15:31.040]  你愛呀愛呀你的心不會在
[00:15:31.040 --> 00:15:33.040]  所以就是你不要學這個世界
[00:15:33.040 --> 00:15:35.040]  這個世界其他人做甚麼你就做甚麼
[00:15:35.040 --> 00:15:37.040]  甚至你不要愛這個世界
[00:15:37.040 --> 00:15:39.040]  被這個世界吸引
[00:15:39.040 --> 00:15:41.040]  你要保守你的心
[00:15:41.040 --> 00:15:43.040]  免得你的心
[00:15:43.040 --> 00:15:45.040]  完全被這個世界所吸引
[00:15:45.040 --> 00:15:47.040]  被這個世界牽著鼻子走
[00:15:47.040 --> 00:15:49.040]  甚至是被這個世界所捆綁
[00:15:49.040 --> 00:15:51.040]  所以
[00:15:51.040 --> 00:15:53.040]  當你看電視的時候
[00:15:53.040 --> 00:15:55.040]  當你打機的時候
[00:15:55.040 --> 00:15:57.040]  你記得
[00:15:57.040 --> 00:15:59.040]  最好不要打
[00:15:59.040 --> 00:16:01.040]  因為
[00:16:01.040 --> 00:16:03.040]  現在不是
[00:16:03.040 --> 00:16:05.040]  每個電視節目都適合小朋友看
[00:16:05.040 --> 00:16:09.040]  不是每個電視節目
[00:16:09.040 --> 00:16:11.040]  都適合小朋友看
[00:16:11.040 --> 00:16:13.040]  所以
[00:16:13.040 --> 00:16:15.040]  當我們的生命
