
[00:00:00.000 --> 00:00:01.740]  等待節目早晨
[00:01:59.020 --> 00:02:02.360]  或者施洗約翰的事跡
[00:02:02.360 --> 00:02:06.260]  會對我們人生構成一些挑戰
[00:02:06.260 --> 00:02:10.200]  我們現在回到經文裏面去看
[00:02:10.200 --> 00:02:15.700]  馬太方安排了一個非常有排場的鏡頭
[00:02:15.700 --> 00:02:18.640]  這樣的角度讓施洗約翰
[00:02:18.640 --> 00:02:21.780]  在馬太方第三章出場
[00:02:21.780 --> 00:02:24.420]  首先我們看第三節的時候
[00:02:24.420 --> 00:02:27.920]  馬太方的作者提醒讀者
[00:02:27.920 --> 00:02:31.220]  施洗約翰不是一個普通人
[00:02:31.220 --> 00:02:35.420]  因為施洗約翰是一個萬眾期待
[00:02:35.420 --> 00:02:38.200]  在當時的幾百年之前
[00:02:38.200 --> 00:02:41.320]  是以塞亞先知一早已經預言
[00:02:41.320 --> 00:02:44.340]  要出場的一個大人物
[00:02:44.340 --> 00:02:46.000]  於是第四節的時候
[00:02:46.000 --> 00:02:48.340]  就描述到施洗約翰的服飾
[00:02:48.340 --> 00:02:51.540]  打扮和行徑的時候
[00:02:51.540 --> 00:02:53.240]  都比較特別的
[00:02:53.240 --> 00:02:53.980]  就是這樣說
[00:02:53.980 --> 00:02:56.120]  他身穿駱駝無衣
[00:02:56.120 --> 00:02:58.040]  腰束皮帶
[00:02:58.040 --> 00:03:02.020]  吃的是蝗蟲和野蜜
[00:03:02.020 --> 00:03:04.260]  大家千萬不要以為施洗約翰
[00:03:04.260 --> 00:03:05.160]  因為很窮
[00:03:05.160 --> 00:03:08.620]  或者是因為他要回饋大自然
[00:03:08.620 --> 00:03:09.800]  要撲掃
[00:03:09.800 --> 00:03:12.320]  才這樣穿和這樣吃
[00:03:12.320 --> 00:03:14.560]  事實上不說你不知道
[00:03:14.560 --> 00:03:16.740]  如果按列王記下
[00:03:16.740 --> 00:03:20.440]  第一章第八節那裡的記載
[00:03:20.440 --> 00:03:22.480]  施洗約翰這一身的打扮
[00:03:22.480 --> 00:03:24.140]  和所吃的東西
[00:03:24.140 --> 00:03:28.440]  其實正正就是他們已故的民族英雄
[00:03:28.440 --> 00:03:31.280]  或者甚至是在希伯來聖經裡面
[00:03:31.280 --> 00:03:34.360]  稱呼為人民的革命家
[00:03:34.360 --> 00:03:36.920]  舊約偉大先知
[00:03:36.920 --> 00:03:38.060]  以利亞
[00:03:38.060 --> 00:03:42.500]  其實是以利亞的標誌性的服裝
[00:03:42.500 --> 00:03:45.800]  所以隨後在馬達芬第十一章
[00:03:45.800 --> 00:03:47.400]  和第十七章
[00:03:47.400 --> 00:03:50.160]  我們就見到耶穌是直接說
[00:03:50.160 --> 00:03:56.180]  施洗約翰其實就是以利亞
[00:03:56.180 --> 00:03:57.440]  還有
[00:03:57.440 --> 00:04:01.580]  你會見到施洗約翰絕對是萬人迷
[00:04:01.580 --> 00:04:06.780]  他的粉絲的數量看來肯定比姜濤多
[00:04:06.780 --> 00:04:09.080]  何止千百倍
[00:04:09.080 --> 00:04:11.160]  第五節你看到
[00:04:11.160 --> 00:04:13.160]  馬達的作者描述
[00:04:13.160 --> 00:04:16.000]  他說當時耶路撒冷
[00:04:16.000 --> 00:04:20.600]  全猶大和約旦河地區
[00:04:20.600 --> 00:04:24.140]  都到約翰這裡去
[00:04:24.140 --> 00:04:25.140]  做什麼呢?
[00:04:25.140 --> 00:04:31.140]  要在約旦河受施洗約翰的洗禮
[00:04:31.140 --> 00:04:33.440]  然後你去到第七節的時候
[00:04:33.440 --> 00:04:34.920]  甚至提到
[00:04:34.920 --> 00:04:38.520]  連福音書裡面的大反派
[00:04:38.520 --> 00:04:39.920]  就是法利塞人
[00:04:39.920 --> 00:04:41.780]  和撒都哥人
[00:04:41.780 --> 00:04:43.980]  都要走到這個地方
[00:04:43.980 --> 00:04:48.060]  來加入約翰的粉絲團
[00:04:48.060 --> 00:04:50.500]  其實如果你仔細看的時候
[00:04:50.500 --> 00:04:55.300]  馬太的確是將施洗約翰的出場
[00:04:55.300 --> 00:04:56.540]  搞到有這麼高調
[00:04:56.540 --> 00:04:57.960]  得這麼高調
[00:04:57.960 --> 00:05:00.040]  你看第一節那一句
[00:05:00.040 --> 00:05:04.840]  「那些日子施洗的約翰出來」
[00:05:04.840 --> 00:05:08.480]  當中的「出來」這個詞組
[00:05:08.480 --> 00:05:09.880]  其實在原文裡面
[00:05:09.880 --> 00:05:13.880]  是和第十三節介紹耶穌出場的時候
[00:05:13.880 --> 00:05:17.360]  用詞是一模一樣的
[00:05:17.360 --> 00:05:21.900]  而新約時代這個「出來」這個詞組
[00:05:21.900 --> 00:05:25.940]  通常其實是用來表示一個神聖
[00:05:25.940 --> 00:05:29.460]  或者是非常尊貴的人物
[00:05:29.460 --> 00:05:31.900]  要大駕光臨
[00:05:31.900 --> 00:05:36.340]  所以如果要將施洗約翰的出場
[00:05:36.340 --> 00:05:39.820]  排場要拍成一部電影的時候
[00:05:39.820 --> 00:05:44.820]  這個大概是一個君臨天下的震撼場面
[00:05:44.820 --> 00:05:46.580]  如果一部電影的話
[00:05:46.580 --> 00:05:47.780]  或者是一部電影
[00:05:47.780 --> 00:05:49.520]  大概的背景音樂
[00:05:49.520 --> 00:05:52.400]  應該可以選用貝多芬那首
[00:05:52.400 --> 00:05:54.260]  《降衣大調第五》
[00:05:54.260 --> 00:05:58.060]  《鋼琴協奏曲》作品七十三
[00:05:58.060 --> 00:06:02.040]  《帝王協奏曲》來做背景
[00:06:02.040 --> 00:06:03.580]  的確施洗約翰
[00:06:03.580 --> 00:06:07.680]  真的是一個非凡成就的人物
[00:06:07.680 --> 00:06:11.280]  直到今天我們都是在這個日子裏面
[00:06:11.280 --> 00:06:14.040]  我們讀到有關他的事蹟
[00:06:14.040 --> 00:06:14.880]  不單止是這樣
[00:06:14.880 --> 00:06:19.380]  就是連一世紀猶太一個相當之重要
[00:06:19.380 --> 00:06:21.680]  以及著名的歷史學家
[00:06:21.680 --> 00:06:22.980]  約瑟夫
[00:06:22.980 --> 00:06:26.900]  其實也都在他的歷史文獻裏面
[00:06:26.900 --> 00:06:30.060]  去提到施洗約翰這個人
[00:06:30.060 --> 00:06:32.160]  並且稱呼施洗約翰這個人
[00:06:32.160 --> 00:06:33.760]  是一個正直的人
[00:06:33.760 --> 00:06:36.300]  是一個有無數跟隨者
[00:06:36.300 --> 00:06:38.980]  出色的演說家
[00:06:38.980 --> 00:06:41.380]  因此施洗約翰不單止是
[00:06:41.380 --> 00:06:42.880]  是確確鑿鑿
[00:06:42.880 --> 00:06:44.980]  是在歷史裏面出現過
[00:06:44.980 --> 00:06:47.180]  並且是一個被傳為
[00:06:47.180 --> 00:06:49.080]  是一個相當之重要
[00:06:49.080 --> 00:06:53.220]  有魅力和正直的人
[00:06:53.220 --> 00:06:57.360]  不過第一節目雖然英雄莫問出處
[00:06:57.360 --> 00:06:59.700]  不過大家知不知道施洗約翰
[00:06:59.700 --> 00:07:03.900]  其實前半生的經歷是怎樣的呢
[00:07:03.900 --> 00:07:05.440]  大家有沒有興趣知道
[00:07:05.440 --> 00:07:10.700]  他的出身到底是一個什麼人呢
[00:07:10.700 --> 00:07:12.340]  聖經沒有提到
[00:07:12.340 --> 00:07:13.580]  不過我們按一些
[00:07:13.580 --> 00:07:16.920]  今天仍然都找得到的歷史文獻
[00:07:16.920 --> 00:07:18.420]  我們可以推斷得到
[00:07:18.420 --> 00:07:20.180]  施洗約翰出身其實是
[00:07:20.180 --> 00:07:23.280]  相當之普通的一個人
[00:07:23.280 --> 00:07:26.120]  其實施洗約翰很大可能是一個
[00:07:26.120 --> 00:07:28.620]  不懂事的鄉下人
[00:07:28.620 --> 00:07:32.120]  他是一個鄉間祭司的兒子
[00:07:32.120 --> 00:07:35.960]  你說祭司的兒子應該很厲害吧
[00:07:35.960 --> 00:07:37.240]  但其實不是的
[00:07:37.240 --> 00:07:40.440]  施洗約翰是出身相當貧窮
[00:07:40.440 --> 00:07:43.340]  並且受教育是相當少的
[00:07:43.340 --> 00:07:47.240]  絕對不是當時社會的精英
[00:07:47.240 --> 00:07:51.140]  大家知道當日的祭司是一個職業
[00:07:51.140 --> 00:07:53.420]  當日耶穌時代的祭司行業
[00:07:53.420 --> 00:07:56.620]  其實分很多階層
[00:07:56.620 --> 00:08:00.580]  階級的制度相當鮮明
[00:08:00.580 --> 00:08:04.120]  其實在鄉下出身的祭司
[00:08:04.120 --> 00:08:08.120]  他在祭司的階層當日
[00:08:08.120 --> 00:08:10.360]  其實是相當低的
[00:08:10.360 --> 00:08:15.000]  約翰的家庭其實極有可能
[00:08:15.000 --> 00:08:17.200]  被當時社會的有錢人
[00:08:17.200 --> 00:08:20.880]  和大城市裡面的祭司看不起
[00:08:20.880 --> 00:08:24.440]  並且其實約翰這個所謂鄉下祭司
[00:08:24.440 --> 00:08:26.520]  這個階層在當日
[00:08:26.520 --> 00:08:30.680]  其實是一個被剝削的祭司階層
[00:08:30.680 --> 00:08:32.980]  按當時的歷史記載
[00:08:32.980 --> 00:08:36.520]  這種所謂低端的祭司
[00:08:36.520 --> 00:08:40.900]  其實收入是相當不穩定的
[00:08:40.900 --> 00:08:43.900]  甚至當時很多的文獻記載到
[00:08:43.900 --> 00:08:47.200]  屬於這個祭司階層
[00:08:47.200 --> 00:08:51.580]  甚至有時候會在大城市裡餓死
[00:08:51.580 --> 00:08:55.440]  或者是屈屈不得志
[00:08:55.440 --> 00:08:59.780]  有研究聖經的歷史的學者認為
[00:08:59.780 --> 00:09:02.180]  司祭約翰有可能
[00:09:02.180 --> 00:09:05.420]  是曾經因為在大城市裡失意
[00:09:05.420 --> 00:09:06.880]  受欺負
[00:09:06.880 --> 00:09:09.260]  而於是加入了在曠野
[00:09:09.260 --> 00:09:12.400]  就是沙漠的隱羞團體
[00:09:12.400 --> 00:09:16.300]  後來不知道怎樣才重出江湖
[00:09:16.300 --> 00:09:22.840]  然後向百姓宣揚天國的審判的信息
[00:09:22.840 --> 00:09:23.740]  換言之
[00:09:23.740 --> 00:09:26.840]  司祭約翰的出身是相當寒微
[00:09:26.840 --> 00:09:28.880]  至少是貧窮
[00:09:28.880 --> 00:09:31.220]  並且被人輕看
[00:09:31.220 --> 00:09:33.420]  曾經在大城市裡打拼
[00:09:33.420 --> 00:09:35.780]  但是卻是失敗
[00:09:35.780 --> 00:09:41.860]  結果老到洛珀要退隱江湖的一個人
[00:09:41.860 --> 00:09:44.560]  司祭約翰的前半生
[00:09:44.560 --> 00:09:46.820]  其實有點像我們這一代
[00:09:46.820 --> 00:09:48.000]  或者我這一代
[00:09:48.000 --> 00:09:55.340]  就是我們快要退休這一代的戰後出生的第一代香港人
[00:09:55.340 --> 00:09:56.840]  例如我自己
[00:09:56.840 --> 00:09:58.580]  我已經快要退休了
[00:09:58.580 --> 00:10:02.340]  已經到下年六十歲了
[00:10:02.340 --> 00:10:06.280]  我自己自小是家貧的
[00:10:06.280 --> 00:10:08.180]  跟司祭約翰差不多
[00:10:08.180 --> 00:10:14.260]  父母是從內地走難來到香港的難民一代
[00:10:14.260 --> 00:10:19.660]  無論本來在內地有多富貴
[00:10:19.660 --> 00:10:23.440]  走難來到香港都是在工廠裡面打份牛工
[00:10:23.440 --> 00:10:26.740]  然後餐館、餐食、餐餐精
[00:10:26.740 --> 00:10:29.140]  我時常聽我父母和父母的故事
[00:10:29.140 --> 00:10:33.680]  就知道原來我父母本來在中山石崎裡面
[00:10:33.680 --> 00:10:38.880]  是一個大地主家族的嬌嬌女
[00:10:38.880 --> 00:10:48.560]  而我父親就是順德一個大鋼鐵和印刷企業的大老闆的長子
[00:10:48.560 --> 00:10:54.440]  我父母和父親本來應該是名符其實的富二代
[00:10:54.440 --> 00:10:58.740]  我時常想其實原來我本來是富三代
[00:10:58.740 --> 00:11:05.320]  不過同樣他們兩個都是一夜之間成為難民
[00:11:05.320 --> 00:11:07.520]  要偷渡來香港
[00:11:07.520 --> 00:11:10.760]  然後展開了他們人生
[00:11:10.760 --> 00:11:16.560]  由二十多歲開始捱世界的人生
[00:11:16.560 --> 00:11:20.400]  雖然我父母當代的難民
[00:11:20.400 --> 00:11:25.000]  結果有一些走上了類似李嘉誠的發達之路
[00:11:25.000 --> 00:11:26.640]  但是他們大部分人
[00:11:26.640 --> 00:11:28.400]  他們是很長時間
[00:11:28.400 --> 00:11:30.840]  其實都是草根階層
[00:11:30.840 --> 00:11:33.600]  然後是半斤八兩這樣
[00:11:33.600 --> 00:11:38.120]  是在工廠裡面日捱夜捱的打工仔
[00:11:38.120 --> 00:11:39.440]  所以我自己舉個例子
[00:11:39.440 --> 00:11:41.240]  我自己年幼的時候
[00:11:41.240 --> 00:11:43.960]  看來可能和私細約翰差不多
[00:11:43.960 --> 00:11:46.360]  我們是住在篩子區的
[00:11:46.360 --> 00:11:50.120]  然後七十年代很開心地才搬進公屋
[00:11:50.120 --> 00:11:57.200]  是屋邨仔的一個環境底下去長大的
[00:11:57.200 --> 00:12:00.360]  我不知道在座當中的弟兄姊妹有多少
[00:12:00.360 --> 00:12:02.800]  其實出身都是差不多
[00:12:02.800 --> 00:12:03.600]  好像我這樣
[00:12:03.600 --> 00:12:07.880]  或者好像當日的私細約翰那樣
[00:12:07.880 --> 00:12:09.600]  不過正如剛才所說
[00:12:09.600 --> 00:12:11.880]  後期的私細約翰
[00:12:11.880 --> 00:12:14.840]  是成為了一個非常成功的人物
[00:12:14.840 --> 00:12:17.400]  是人民心目中的英雄
[00:12:17.400 --> 00:12:19.280]  並且是眾人的偶像
[00:12:19.280 --> 00:12:22.200]  萬人空巷排著隊
[00:12:22.200 --> 00:12:26.960]  要前來接受他的洗禮或者水禮
[00:12:26.960 --> 00:12:31.680]  加入他這個曠野的群體
[00:12:31.680 --> 00:12:35.240]  我們香港人其實也是差不多
[00:12:35.240 --> 00:12:38.840]  好像私細約翰是先富後甜的
[00:12:38.840 --> 00:12:41.120]  先貧後富
[00:12:41.120 --> 00:12:43.880]  並且是在香港的歷史裡面
[00:12:43.880 --> 00:12:48.760]  我們都體驗著香港是一個很貧窮的社會起飛
[00:12:48.760 --> 00:12:51.760]  變成一個相當富裕的社會
[00:12:51.760 --> 00:12:52.840]  我們翻查歷史
[00:12:52.840 --> 00:12:55.040]  我們知道六七暴動之後
[00:12:55.040 --> 00:12:58.000]  當時的香港殖民政府痛定思痛
[00:12:58.000 --> 00:12:59.440]  大灑金錢
[00:12:59.440 --> 00:13:04.040]  然後要投資到本地的房屋
[00:13:04.040 --> 00:13:04.840]  醫療
[00:13:04.840 --> 00:13:05.960]  教育
[00:13:05.960 --> 00:13:06.960]  社會福利
[00:13:06.960 --> 00:13:09.240]  公共的建設
[00:13:09.240 --> 00:13:10.600]  土地
[00:13:10.600 --> 00:13:14.240]  並且通行「廉潔」的運動等等
[00:13:14.240 --> 00:13:18.400]  這不單止是讓當時沒有用香港來做「踏腳石」
[00:13:18.400 --> 00:13:21.240]  去了外國留下來的人
[00:13:21.240 --> 00:13:23.840]  能夠開始安居樂業
[00:13:23.840 --> 00:13:25.520]  開始生兒育女
[00:13:25.520 --> 00:13:29.760]  然後開始疏遠了政治鬥爭的意識形態
[00:13:29.760 --> 00:13:33.840]  還是在之後的六七十年代
[00:13:33.840 --> 00:13:36.080]  因為整體香港的全球化
[00:13:36.080 --> 00:13:39.160]  為香港帶來經濟的奇跡
[00:13:39.160 --> 00:13:41.840]  建立了良好的基礎
[00:13:41.840 --> 00:13:46.640]  然後在七十年代之間的十年
[00:13:46.640 --> 00:13:49.840]  香港是一夜發達的
[00:13:49.840 --> 00:13:52.240]  成為亞洲四小龍
[00:13:52.240 --> 00:13:53.840]  並且在七十年代的時候
[00:13:53.840 --> 00:13:59.280]  奠定低我們在世界上經濟的地位
[00:13:59.280 --> 00:14:02.640]  即使當時有股災
[00:14:02.640 --> 00:14:09.440]  也沒有將香港帶來一個致命的打擊
[00:14:09.440 --> 00:14:12.880]  以至到由一九六五年到一九八零年
[00:14:12.880 --> 00:14:14.640]  如果我們翻查歷史
[00:14:14.640 --> 00:14:17.880]  我們知道香港的國民生產總值
[00:14:17.880 --> 00:14:23.440]  由年均增長率去到八點六百分之一
[00:14:23.440 --> 00:14:24.800]  到一九八七年
[00:14:24.800 --> 00:14:26.920]  在八零年代中的時候
[00:14:26.920 --> 00:14:29.680]  香港的人均國民生產總值
[00:14:29.680 --> 00:14:33.120]  已經是美元的八千零七十元
[00:14:33.120 --> 00:14:36.120]  當時是高過紐西蘭
[00:14:36.120 --> 00:14:37.840]  高過西班牙
[00:14:37.840 --> 00:14:39.120]  高過愛爾蘭
[00:14:39.120 --> 00:14:41.680]  並且當時只是和英國
[00:14:41.680 --> 00:14:45.680]  低英國大概五分之一左右
[00:14:45.680 --> 00:14:48.880]  這個時候在香港幾乎是沒有失業的
[00:14:48.880 --> 00:14:52.040]  然後消費主義在七十年代開始抬頭
[00:14:52.040 --> 00:14:57.280]  物質生活非常高速地跳升
[00:14:57.280 --> 00:15:03.000]  並且整個社會是機會處處遍地黃金
[00:15:03.000 --> 00:15:07.880]  這一代成長的人只要循規蹈矩
[00:15:07.880 --> 00:15:09.200]  稍加努力
[00:15:09.200 --> 00:15:11.200]  循著社會的階梯
[00:15:11.200 --> 00:15:13.120]  很快就能夠把握
[00:15:13.120 --> 00:15:15.320]  也有機會向上流
[00:15:15.320 --> 00:15:19.560]  生活很快就能夠得到改善
[00:15:19.560 --> 00:15:22.920]  重要的是如果你的智力比常人稍勝
[00:15:22.920 --> 00:15:25.080]  努力稍多
[00:15:25.080 --> 00:15:27.320]  又懂得把握機會的話
[00:15:27.320 --> 00:15:31.960]  那一代的人真的不是很難出人頭地
[00:15:31.960 --> 00:15:34.160]  成為社會的中產階級
[00:15:34.160 --> 00:15:35.680]  甚至是專業人士
[00:15:35.680 --> 00:15:37.760]  甚至成為在座當中
[00:15:37.760 --> 00:15:39.680]  可能是大學的教授
[00:15:39.680 --> 00:15:44.320]  或者是從商而發達的
[00:15:44.320 --> 00:15:45.840]  如果你是當時長大的人
[00:15:45.840 --> 00:15:50.240]  你能夠達成的成就 擁有的財富
[00:15:50.240 --> 00:15:54.320]  可能遠遠超過你父母那一代
[00:15:54.320 --> 00:16:00.320]  也是為了你的下一代創造了福氣
[00:16:00.320 --> 00:16:01.560]  還有
[00:16:01.560 --> 00:16:06.160]  如果你是能夠建立比較良好的人際網絡
[00:16:06.160 --> 00:16:09.280]  累積到更多的社會資本的話
[00:16:09.280 --> 00:16:13.400]  你的前途應該是更加有把握的
[00:16:13.400 --> 00:16:16.280]  所以如果你是加入了類似教會
[00:16:16.280 --> 00:16:21.240]  當時類似教會這類互助互愛的價值群體的話
[00:16:21.240 --> 00:16:25.160]  你會更加容易扶著社會階梯的把手
[00:16:25.160 --> 00:16:26.360]  向上爬
[00:16:26.360 --> 00:16:31.280]  然後達到一個相當不錯的境地
[00:16:31.280 --> 00:16:35.120]  這當然就是為什麼我們在教會裡面
[00:16:35.120 --> 00:16:40.120]  其實中產階層比整體人口的比例
[00:16:40.120 --> 00:16:43.320]  大致上是比較多的
[00:16:43.320 --> 00:16:48.320]  一般人如果人生是先苦後甜
[00:16:48.320 --> 00:16:50.320]  先貧後富
[00:16:50.320 --> 00:16:57.320]  大概也會努力地不會讓自己走回頭路的
[00:16:57.320 --> 00:17:00.320]  尤其是到人生收成期的時候
[00:17:00.320 --> 00:17:03.320]  也會盡量保住自己所擁有的
[00:17:03.320 --> 00:17:07.320]  每天看著MPF的公積金等等
[00:17:07.320 --> 00:17:11.320]  看到高低起跌 想想怎樣去保值
[00:17:11.320 --> 00:17:15.320]  尤其是到收成期的時候
[00:17:15.320 --> 00:17:17.320]  我們不單止為自己
[00:17:17.320 --> 00:17:20.320]  我們也會為下一代著想
[00:17:20.320 --> 00:17:25.320]  於是乎我們會事事相當小心
[00:17:25.320 --> 00:17:30.320]  即使我們做基督徒不會趨炎附勢
[00:17:30.320 --> 00:17:34.320]  也不敢隨便地見義勇為
[00:17:34.320 --> 00:17:38.320]  這應該也是人之常情
[00:17:38.320 --> 00:17:43.320]  可能你和我大概今天也是這一類的人
[00:17:43.320 --> 00:17:45.320]  不知道是不是
[00:17:45.320 --> 00:17:49.320]  屍世若翰是一個例外
[00:17:49.320 --> 00:17:54.320]  他受上主所託 見證天國的福音
[00:17:54.320 --> 00:17:59.320]  向著很多人斥責世人的罪惡
[00:17:59.320 --> 00:18:01.320]  要勸人悔改
[00:18:01.320 --> 00:18:08.320]  當屍世若翰遇到有權有勢的人
[00:18:08.320 --> 00:18:10.320]  其實也是沒有臉給
[00:18:10.320 --> 00:18:12.320]  都是照樣斥責
[00:18:12.320 --> 00:18:15.320]  甚至明知要負上代價
[00:18:15.320 --> 00:18:16.320]  我們看屍世若翰的時候
[00:18:16.320 --> 00:18:18.320]  看來他也是無畏無懼
[00:18:18.320 --> 00:18:22.320]  堅持要講天國的真話
[00:18:22.320 --> 00:18:25.320]  堅持要見義勇為
[00:18:25.320 --> 00:18:27.320]  第七節你看到
[00:18:27.320 --> 00:18:33.320]  若翰看見許多法利賽人和殺刀該人
[00:18:33.320 --> 00:18:35.320]  也來受洗
[00:18:35.320 --> 00:18:37.320]  然後若翰對他們說
[00:18:37.320 --> 00:18:39.320]  毒蛇的種類
[00:18:39.320 --> 00:18:49.320]  誰指示你們要來逃避將來有的憤怒呢
[00:18:49.320 --> 00:18:55.320]  你們要揭出果子和悔改的心相稱
[00:18:55.320 --> 00:18:57.320]  不要自己心裡說
[00:18:57.320 --> 00:18:59.320]  我們是亞伯拉罕
[00:18:59.320 --> 00:19:02.320]  是我們的祖宗
[00:19:02.320 --> 00:19:04.320]  然後繼續若翰說
[00:19:04.320 --> 00:19:05.320]  我告訴你們
[00:19:05.320 --> 00:19:10.320]  上帝能從這石頭中給亞伯拉罕兄弟子孫
[00:19:10.320 --> 00:19:14.320]  現在虎子已經放在樹根上
[00:19:14.320 --> 00:19:17.320]  凡不結果子的樹
[00:19:17.320 --> 00:19:19.320]  就砍下來
[00:19:19.320 --> 00:19:22.320]  雕在火裡
[00:19:22.320 --> 00:19:31.320]  說法利賽人殺刀該人是毒蛇的孽種
[00:19:31.320 --> 00:19:33.320]  他要求他們揭出果子來
[00:19:33.320 --> 00:19:36.320]  和悔改的心相稱
[00:19:36.320 --> 00:19:38.320]  他警告他們如果不揭果子
[00:19:38.320 --> 00:19:40.320]  就會將他們砍下來
[00:19:40.320 --> 00:19:42.320]  雕在火裡燒
[00:19:42.320 --> 00:19:47.320]  看來真的罵個痛快
[00:19:47.320 --> 00:19:51.320]  不過你知不知道法利賽人和殺刀該人
[00:19:51.320 --> 00:19:53.320]  是甚麼人呢
[00:19:53.320 --> 00:19:58.320]  其實他們是了不起的人
[00:19:58.320 --> 00:20:03.320]  殺刀該人是當時猶太教的四大派別之一
[00:20:03.320 --> 00:20:05.320]  的一種重要的人
[00:20:05.320 --> 00:20:07.320]  另外三大派別就是法利賽人
[00:20:07.320 --> 00:20:11.320]  愛色利人和粉蕊黨
[00:20:11.320 --> 00:20:13.320]  其實殺刀該人是甚麼人呢
[00:20:13.320 --> 00:20:17.320]  殺刀該人是圍著祭司長為中心
[00:20:17.320 --> 00:20:20.320]  的一個猶太教派
[00:20:20.320 --> 00:20:28.320]  他們在宗教主導的猶太社會裏面
[00:20:28.320 --> 00:20:33.320]  祭司是社會文化的核心階層
[00:20:33.320 --> 00:20:37.320]  殺刀該人自然是當時社會的領袖
[00:20:37.320 --> 00:20:39.320]  作為猶太教的領袖
[00:20:39.320 --> 00:20:42.320]  殺刀該人當日是不單止有錢
[00:20:42.320 --> 00:20:46.320]  是有權有勢有地位的人
[00:20:46.320 --> 00:20:48.320]  他們不只是宗教領袖
[00:20:48.320 --> 00:20:50.320]  因為他們宗教領袖的身份
[00:20:50.320 --> 00:20:54.320]  當時實行以儀制儀的羅馬帝國
[00:20:54.320 --> 00:20:58.320]  其實是把巴勒斯坦一帶的地區的管治權
[00:20:58.320 --> 00:21:00.320]  的行政權等等
[00:21:00.320 --> 00:21:03.320]  交了給這批殺刀該人
[00:21:03.320 --> 00:21:06.320]  所以他們是非常之有權有勢
[00:21:06.320 --> 00:21:09.320]  是代表著羅馬政權的
[00:21:09.320 --> 00:21:12.320]  他們真是一隻手指尾
[00:21:12.320 --> 00:21:18.320]  可以將施捨約翰壓得死
[00:21:18.320 --> 00:21:26.320]  不過施捨約翰竟然罵他們是毒蛇的孽種
[00:21:26.320 --> 00:21:30.320]  施捨約翰絕對是膽生毛
[00:21:30.320 --> 00:21:33.320]  不懂得死字怎麼寫
[00:21:33.320 --> 00:21:35.320]  殺刀該人就是這樣的人
[00:21:35.320 --> 00:21:37.320]  法利塞人又是什麼人呢
[00:21:37.320 --> 00:21:40.320]  我們不會太陌生的法利塞人
[00:21:40.320 --> 00:21:43.320]  法利塞人當日的人數不多
[00:21:43.320 --> 00:21:45.320]  也不是像殺刀該人那樣
[00:21:45.320 --> 00:21:49.320]  有正統的宗教領袖的地位
[00:21:49.320 --> 00:21:52.320]  不過他們的影響力是相當之大的
[00:21:52.320 --> 00:21:55.320]  也都是百姓是相當之尊重他們的
