
[00:00:00.000 --> 00:00:04.480]  我們會從不同的題目去看全道書
[00:05:08.920 --> 00:05:11.320]  無論他生前多邪惡
[00:05:11.320 --> 00:05:12.320]  到了埋葬
[00:05:12.320 --> 00:05:14.680]  依然要讚美一番
[00:05:14.680 --> 00:05:16.120]  生前他們出入聖所
[00:05:16.120 --> 00:05:18.120]  這件事不make sense
[00:05:18.120 --> 00:05:21.440]  這件事讓所有人覺得
[00:05:21.440 --> 00:05:23.360]  活着真的沒有意義
[00:05:23.360 --> 00:05:26.480]  爲什麼我要做一個很榮耀神的人
[00:05:26.480 --> 00:05:29.600]  做一個行爲舉止很高尚的人
[00:05:29.600 --> 00:05:31.000]  爲什麼有些人這麼邪惡
[00:05:31.000 --> 00:05:33.200]  一生人都這麼好reputation
[00:05:33.200 --> 00:05:35.640]  死了還要有人贊
[00:05:35.640 --> 00:05:37.920]  八章十一節有什麼後果
[00:05:37.920 --> 00:05:39.480]  造成的後果就是
[00:05:39.480 --> 00:05:42.960]  爲什麼世人這樣大膽犯罪
[00:05:42.960 --> 00:05:46.320]  大家都大膽犯罪
[00:05:46.320 --> 00:05:50.600]  因爲罪沒有立刻受到懲罰
[00:05:50.600 --> 00:05:52.240]  因爲你見到很多邪惡的人
[00:05:52.240 --> 00:05:54.000]  做了這麼多邪惡的事
[00:05:54.000 --> 00:05:55.760]  沒有後果
[00:05:55.760 --> 00:05:57.840]  所以就讓人覺得
[00:05:57.840 --> 00:06:00.040]  那些人爲什麼大家都
[00:06:00.040 --> 00:06:05.000]  今日見到旁邊那個幫人運毒
[00:06:05.000 --> 00:06:07.360]  運毒現在的毒販是
[00:06:07.360 --> 00:06:08.840]  披上機票
[00:06:08.840 --> 00:06:10.720]  基本上是免費的vacation
[00:06:10.720 --> 00:06:12.120]  但如果你成功運毒
[00:06:12.120 --> 00:06:13.760]  還有佣金
[00:06:13.760 --> 00:06:16.120]  免費vacation回來
[00:06:16.120 --> 00:06:19.560]  立刻買架全新的Tesla
[00:06:19.560 --> 00:06:21.440]  你腳踏實地
[00:06:21.440 --> 00:06:23.200]  辛辛苦苦工作
[00:06:23.200 --> 00:06:25.160]  賺的錢都不夠他多
[00:06:25.160 --> 00:06:26.400]  你還辛苦
[00:06:26.400 --> 00:06:28.440]  人家一年三次vacation回來
[00:06:28.440 --> 00:06:31.520]  什麼都搞定
[00:06:31.520 --> 00:06:34.240]  你眼巴巴看着他做了很多年
[00:06:34.240 --> 00:06:36.920]  沒有被人捉過
[00:06:36.920 --> 00:06:39.320]  你知道我們從小到大被人教導
[00:06:39.320 --> 00:06:41.640]  壞人一定會被人捉到
[00:06:41.640 --> 00:06:42.880]  電影都這樣拍的
[00:06:42.880 --> 00:06:45.040]  你看現在國內警匪片都是這樣
[00:06:45.040 --> 00:06:48.080]  結局一定是壞人成之於法
[00:06:48.080 --> 00:06:49.320]  爲什麼一定要這樣拍
[00:06:49.320 --> 00:06:50.520]  因爲如果不是這樣拍
[00:06:50.520 --> 00:06:53.160]  港電總局的審批是過不了的
[00:06:53.160 --> 00:06:55.160]  例如香港最出名的
[00:06:55.160 --> 00:06:57.560]  以前名叫雷洛探長
[00:06:57.560 --> 00:06:59.080]  號稱五億探長
[00:06:59.080 --> 00:07:00.360]  探長五億
[00:07:00.360 --> 00:07:03.840]  結果ISAC想捉他的時候
[00:07:03.840 --> 00:07:05.520]  被他逃到加拿大
[00:07:05.520 --> 00:07:07.400]  最後他善終
[00:07:07.400 --> 00:07:08.280]  你怎麼辦
[00:07:08.280 --> 00:07:09.560]  你能不能拍成電影
[00:07:09.560 --> 00:07:10.280]  不行的
[00:07:10.280 --> 00:07:11.800]  過不了審批
[00:07:11.800 --> 00:07:13.520]  電影一定要所有的壞人
[00:07:13.520 --> 00:07:15.040]  最後成之於法
[00:07:15.040 --> 00:07:17.040]  小時候老師都這樣教
[00:07:17.040 --> 00:07:18.400]  壞人一定是成之於法的
[00:07:18.400 --> 00:07:20.520]  大家醒醒定定做個好人
[00:07:20.520 --> 00:07:22.040]  但當你實際長大
[00:07:22.040 --> 00:07:24.480]  你發現現實中的社會
[00:07:24.480 --> 00:07:27.680]  你身邊是會有很多邪惡的人
[00:07:27.680 --> 00:07:30.120]  一生人沒有被捉到
[00:07:30.120 --> 00:07:32.360]  沒有被成之於法
[00:07:32.360 --> 00:07:33.320]  到了死亡
[00:07:33.320 --> 00:07:34.680]  參加他的葬禮
[00:07:34.680 --> 00:07:37.480]  還有人上來贊你一番
[00:07:37.480 --> 00:07:39.520]  這些就稱之爲虛空
[00:07:39.520 --> 00:07:41.560]  作者就說這些東西不合理
[00:07:41.560 --> 00:07:42.800]  這些東西會讓你覺得
[00:07:42.800 --> 00:07:44.560]  我憑什麼很認真地生活
[00:07:44.560 --> 00:07:45.520]  人生沒有意義的
[00:07:45.520 --> 00:07:47.320]  都是這樣
[00:07:47.320 --> 00:07:48.040]  他這麼壞
[00:07:48.040 --> 00:07:50.560]  結果結局還好過我
[00:07:50.560 --> 00:07:52.480]  你踏踏實實地
[00:07:52.480 --> 00:07:53.880]  努努實實地做份工作
[00:07:53.880 --> 00:07:54.680]  從小到大
[00:07:54.680 --> 00:07:55.920]  你都相信老師教你的
[00:07:55.920 --> 00:07:56.560]  只要努力
[00:07:56.560 --> 00:07:58.720]  一定是這個世界公平的
[00:07:58.720 --> 00:08:00.360]  出到社會發覺
[00:08:00.360 --> 00:08:02.240]  他懂得拍馬屁
[00:08:02.240 --> 00:08:04.960]  他升得還快過我
[00:08:04.960 --> 00:08:06.080]  遲我進來
[00:08:06.080 --> 00:08:08.680]  兩年之後升了做我的導演
[00:08:08.680 --> 00:08:10.120]  你工資又比不過他
[00:08:10.120 --> 00:08:11.360]  你做的又多過他
[00:08:11.360 --> 00:08:14.160]  結果信用卡他都拿了
[00:08:14.160 --> 00:08:15.920]  到了退休了
[00:08:15.920 --> 00:08:18.800]  他依然被公司大大讚美
[00:08:18.800 --> 00:08:21.160]  你就覺得人生沒有意義
[00:08:21.160 --> 00:08:22.600]  這叫虛空
[00:08:22.600 --> 00:08:24.320]  就是因爲有這些現象出現
[00:08:24.320 --> 00:08:25.920]  會讓你覺得人生真的沒有意義
[00:08:25.920 --> 00:08:29.000]  我憑什麼要很認真地活着呢
[00:08:29.000 --> 00:08:31.320]  這些就是其中一個謎
[00:08:31.320 --> 00:08:33.160]  就是我和你都必須要面對
[00:08:33.160 --> 00:08:34.680]  現實生活中
[00:08:34.680 --> 00:08:37.600]  當我們出到社會那種的震撼
[00:08:37.600 --> 00:08:40.200]  那種發覺和你小時候被教導
[00:08:40.200 --> 00:08:42.120]  這個世界是公平的
[00:08:42.120 --> 00:08:44.600]  只要邪惡的人一定會被抓到
[00:08:44.600 --> 00:08:47.720]  不踏踏實實的人遲到都會倒黴
[00:08:47.720 --> 00:08:49.680]  只要好人一定有好報
[00:08:49.680 --> 00:08:51.600]  但結果現實的生活告訴你
[00:08:51.600 --> 00:08:52.920]  不是
[00:08:52.920 --> 00:08:54.480]  作者說你觀看一下
[00:08:54.480 --> 00:08:56.760]  你身邊不缺乏一些人
[00:08:56.760 --> 00:08:58.320]  一生人邪惡
[00:08:58.320 --> 00:08:59.840]  做了葬禮的時候
[00:08:59.840 --> 00:09:01.520]  沒有被抓到
[00:09:01.520 --> 00:09:03.800]  那你怎麼處理這些問題
[00:09:03.800 --> 00:09:04.880]  十二節
[00:09:04.880 --> 00:09:07.440]  雖然一個人犯罪八次
[00:09:07.440 --> 00:09:10.880]  他仍享受長壽
[00:09:10.880 --> 00:09:12.920]  身體非常之好
[00:09:12.920 --> 00:09:13.680]  有些人很邪惡
[00:09:13.680 --> 00:09:16.080]  但身體非常之好
[00:09:16.080 --> 00:09:19.320]  以前有個傳道人被人發現
[00:09:19.320 --> 00:09:21.120]  他有婚外情
[00:09:21.120 --> 00:09:23.440]  後來發現不止一個 六個
[00:09:23.440 --> 00:09:25.440]  所以我們說不僅有魅力
[00:09:25.440 --> 00:09:27.400]  身體還很好
[00:09:27.400 --> 00:09:28.720]  身體健康
[00:09:28.720 --> 00:09:31.800]  然而我們知道
[00:09:31.800 --> 00:09:33.640]  當作者說到然而我知道的時候
[00:09:33.640 --> 00:09:37.000]  他是在表達我背後的信念
[00:09:37.000 --> 00:09:38.120]  我是這樣相信
[00:09:38.120 --> 00:09:39.640]  我的信念是什麼呢
[00:09:39.640 --> 00:09:43.400]  我的信念是敬畏上帝的人事事亨通
[00:09:43.400 --> 00:09:44.520]  應該是這樣的
[00:09:44.520 --> 00:09:46.280]  應該是這樣才合理
[00:09:46.280 --> 00:09:48.040]  敬畏上帝人應該事事亨通
[00:09:48.040 --> 00:09:48.920]  然後什麼呢
[00:09:48.920 --> 00:09:51.480]  作惡的人應該是無福可言
[00:09:51.480 --> 00:09:55.120]  他們的生命有如影兒
[00:09:55.120 --> 00:09:56.760]  他們要夭折
[00:09:56.760 --> 00:09:58.320]  應該是這樣的
[00:09:58.320 --> 00:10:00.640]  因爲他們不敬畏上帝
[00:10:00.640 --> 00:10:03.320]  這個就形成我的信念
[00:10:03.320 --> 00:10:04.880]  我是這樣相信
[00:10:04.880 --> 00:10:07.000]  對比現實中發生的事
[00:10:07.000 --> 00:10:09.360]  形成強烈的對比
[00:10:09.360 --> 00:10:12.520]  我是相信敬畏上帝的人事事亨通
[00:10:12.520 --> 00:10:17.360]  然後作惡不敬畏上帝的人就夭折
[00:10:17.360 --> 00:10:19.720]  你說現在的兒童心理學
[00:10:19.720 --> 00:10:21.440]  有些小朋友很小就提出
[00:10:21.440 --> 00:10:22.320]  他將來會成爲一個
[00:10:22.320 --> 00:10:24.880]  精神病毒兇手
[00:10:24.880 --> 00:10:25.800]  一看你的樣子就知道
[00:10:25.800 --> 00:10:26.880]  你將來是精神病毒兇手
[00:10:26.880 --> 00:10:28.360]  夭折
[00:10:28.360 --> 00:10:29.600]  不是的
[00:10:29.600 --> 00:10:31.200]  但現實中不是的
[00:10:31.200 --> 00:10:35.240]  有些精神病毒兇手活到很久很久
[00:10:35.240 --> 00:10:36.000]  抓到的有些
[00:10:36.000 --> 00:10:36.760]  有些還沒抓到
[00:10:36.760 --> 00:10:39.600]  有些是任何一個地方
[00:10:39.600 --> 00:10:42.760]  警署都有些未解的案一箱箱
[00:10:42.760 --> 00:10:45.360]  這些就是解決不了的案件
[00:10:45.360 --> 00:10:46.920]  可能作案的人已經
[00:10:46.920 --> 00:10:47.800]  一生都過去了
[00:10:47.800 --> 00:10:51.000]  你依然解決不了這個案件
[00:10:51.000 --> 00:10:52.720]  所以他說這個就是
[00:10:52.720 --> 00:10:55.000]  所謂我們都需要面對的
[00:10:55.000 --> 00:10:58.360]  第一個的思想引導問題
[00:10:58.360 --> 00:11:01.840]  這個現實會逼你思考很多的問題
[00:11:01.840 --> 00:11:04.400]  人生是什麼回事呢
[00:11:04.400 --> 00:11:09.240]  爲什麼你依然想要敬畏上帝
[00:11:09.240 --> 00:11:10.680]  如果敬畏上帝的人
[00:11:10.680 --> 00:11:13.000]  都不像我想的那樣事事亨通
[00:11:13.000 --> 00:11:14.480]  而不敬畏上帝的人
[00:11:14.480 --> 00:11:16.000]  都不像我想象的那樣
[00:11:16.000 --> 00:11:17.920]  立刻會夭折
[00:11:17.920 --> 00:11:22.040]  人家犯罪八折依然長壽
[00:11:22.040 --> 00:11:24.880]  你怎麼處理這些張力呢
[00:11:24.880 --> 00:11:27.200]  所以給你一些提供
[00:11:27.200 --> 00:11:29.200]  僅供你參考的答案
[00:11:29.200 --> 00:11:31.680]  答案一
[00:11:31.680 --> 00:11:33.120]  這種空虛的現象
[00:11:33.120 --> 00:11:35.840]  不合理的現象
[00:11:35.840 --> 00:11:38.560]  是試金石
[00:11:38.560 --> 00:11:41.080]  這個試金石用來試什麼呢
[00:11:41.080 --> 00:11:42.880]  其實是試驗出
[00:11:42.880 --> 00:11:45.000]  這個世界上是不是真的有些人
[00:11:45.000 --> 00:11:49.080]  會真的敬畏上帝
[00:11:49.080 --> 00:11:51.320]  如果你今天見到一個人
[00:11:51.320 --> 00:11:52.880]  他運毒一次
[00:11:52.880 --> 00:11:56.160]  回家的時候
[00:11:56.160 --> 00:11:58.800]  啪的聲音一個雷劈死了
[00:11:58.800 --> 00:12:02.080]  你一定會很驚恐
[00:12:02.080 --> 00:12:03.800]  惡人找車回來
[00:12:03.800 --> 00:12:05.920]  立刻壞了
[00:12:05.920 --> 00:12:08.080]  你一定不敢運毒
[00:12:08.080 --> 00:12:10.040]  你一定說不要了
[00:12:10.040 --> 00:12:11.480]  我旁邊那個運了車回來
[00:12:11.480 --> 00:12:12.680]  啪一個雷在家
[00:12:12.680 --> 00:12:14.800]  在我面前劈死了
[00:12:14.800 --> 00:12:16.520]  你說不止這樣
[00:12:16.520 --> 00:12:18.240]  請問我問你一點
[00:12:18.240 --> 00:12:19.680]  假如你是因爲這樣的緣故
[00:12:19.680 --> 00:12:21.640]  不敢運毒
[00:12:21.640 --> 00:12:24.920]  你是真的因爲敬畏神不做這件事
[00:12:24.920 --> 00:12:27.360]  還是怕被雷劈
[00:12:27.360 --> 00:12:28.120]  換句話說
[00:12:28.120 --> 00:12:31.080]  如果你旁邊的人做了這件事
[00:12:31.080 --> 00:12:32.840]  沒有雷劈
[00:12:32.840 --> 00:12:36.160]  依然很成功地買新車買新屋
[00:12:36.160 --> 00:12:39.160]  你是不是就會做這件事
[00:12:39.160 --> 00:12:42.920]  很多時候我們表面上是奉公守法的好公民
[00:12:42.920 --> 00:12:45.760]  但是背後的原因是什麼呢
[00:12:45.760 --> 00:12:50.000]  是因爲你真的覺得這件是錯的事
[00:12:50.000 --> 00:12:50.800]  沒有價值的
[00:12:50.800 --> 00:12:52.760]  我不想做這些事
[00:12:52.760 --> 00:12:56.240]  還是你覺得我怕後果
[00:12:56.240 --> 00:12:58.400]  所以馬拉科罕說得很清楚
[00:12:58.400 --> 00:12:59.240]  你恨人是吧
[00:12:59.240 --> 00:13:02.000]  你愚蠢就等於殺人
[00:13:02.000 --> 00:13:05.440]  因爲神看的是我們的本質
[00:13:05.440 --> 00:13:06.760]  當你很恨一個人的時候
[00:13:06.760 --> 00:13:07.760]  如果我立刻跟你說
[00:13:07.760 --> 00:13:09.000]  接下來這一個小時
[00:13:09.000 --> 00:13:10.160]  你做任何的事
[00:13:10.160 --> 00:13:11.480]  不受立法的牽制
[00:13:11.480 --> 00:13:13.360]  沒有任何法律的後果
[00:13:13.360 --> 00:13:15.080]  你可能就動手了
[00:13:15.080 --> 00:13:17.840]  你唯一不敢動手的原因是什麼呢
[00:13:17.840 --> 00:13:20.480]  我還是不會被人判終身監禁
[00:13:20.480 --> 00:13:21.640]  多辛苦都算了
[00:13:21.640 --> 00:13:23.720]  這個後果不想批
[00:13:23.720 --> 00:13:26.600]  所以你不做
[00:13:26.600 --> 00:13:29.000]  抑或你裏面的生命
[00:13:29.000 --> 00:13:31.640]  已經被上帝轉化了
[00:13:31.640 --> 00:13:33.800]  你現在說我裏面沒有恨
[00:13:33.800 --> 00:13:34.720]  你現在即使告訴他
[00:13:34.720 --> 00:13:36.120]  這個世界沒有法律
[00:13:36.120 --> 00:13:38.040]  殺人是不合法的
[00:13:38.040 --> 00:13:39.640]  我都不會想到殺人
[00:13:39.640 --> 00:13:41.000]  我現在只是想享受愛
[00:13:41.000 --> 00:13:43.200]  人與人之間應該愛
[00:13:43.200 --> 00:13:46.400]  抑或要上帝隨時找個雷
[00:13:46.400 --> 00:13:48.400]  跟着你隨時砍你
[00:13:48.400 --> 00:13:50.760]  那你才乖乖地做人呢
[00:13:50.760 --> 00:13:52.520]  那你說是不是做了天國
[00:13:52.520 --> 00:13:55.520]  我們都依然在這個狀態中呢
[00:13:55.520 --> 00:13:57.240]  上帝找了天國的人
[00:13:57.240 --> 00:13:58.720]  依然有個雷跟着你
[00:13:58.720 --> 00:13:59.760]  一不醒定就砍
[00:13:59.760 --> 00:14:01.560]  一隻一個雷砍死跟着你
[00:14:01.560 --> 00:14:03.520]  你才醒醒定定做人
[00:14:03.520 --> 00:14:04.800]  做了天國依然有這個
[00:14:04.800 --> 00:14:09.160]  傳承無死國的人臉識別的追蹤器
[00:14:09.160 --> 00:14:12.000]  否則你就會不醒醒定定做人
[00:14:12.000 --> 00:14:14.240]  你們爲人父母都知道
[00:14:14.240 --> 00:14:15.640]  如果你小孩某段時間
[00:14:15.640 --> 00:14:17.120]  你要看着他
[00:14:17.120 --> 00:14:18.640]  一不留神他就去打遊戲
[00:14:18.640 --> 00:14:20.160]  不做功課
[00:14:20.160 --> 00:14:21.280]  但如果到了四十歲
[00:14:21.280 --> 00:14:23.000]  你都要跟着他
[00:14:23.000 --> 00:14:24.560]  一不留神他去做壞事
[00:14:24.560 --> 00:14:27.000]  那你說你都崩潰了
[00:14:27.000 --> 00:14:28.560]  某個階段可以
[00:14:28.560 --> 00:14:30.000]  但上帝都希望我們成長
[00:14:30.000 --> 00:14:31.240]  生命都轉化
[00:14:31.240 --> 00:14:34.640]  不是一天到晚都要用嚴苛的律法
[00:14:34.640 --> 00:14:36.720]  跟着你 嚇着你
[00:14:36.720 --> 00:14:38.400]  嚇是沒用的
[00:14:38.400 --> 00:14:41.720]  嚇只能夠是一時間有用
[00:14:41.720 --> 00:14:42.880]  當時以色列人
[00:14:42.880 --> 00:14:44.720]  整個舊約已經告訴你
[00:14:44.720 --> 00:14:46.760]  恐嚇沒用
[00:14:46.760 --> 00:14:48.040]  神出現的時候
[00:14:48.040 --> 00:14:49.240]  閃電打雷
[00:14:49.240 --> 00:14:50.600]  那些人嚇得摩西
[00:14:50.600 --> 00:14:51.800]  不要了
[00:14:51.800 --> 00:14:52.920]  你跟神說
[00:14:52.920 --> 00:14:55.280]  神無論頒什麼律法
[00:14:55.280 --> 00:14:56.520]  我們都照做
[00:14:56.520 --> 00:14:59.200]  我們剛剛纔說完尼西米記
[00:14:59.200 --> 00:15:00.600]  尼西米記都一樣
[00:15:00.600 --> 00:15:01.520]  建完城牆
[00:15:01.520 --> 00:15:03.560]  召集大家出來讀神的律法
[00:15:03.560 --> 00:15:05.320]  明不明 他們說明的
[00:15:05.320 --> 00:15:08.440]  他們都宣誓我們照做
[00:15:08.440 --> 00:15:10.880]  過一段時間尼西米返回書山城
[00:15:10.880 --> 00:15:13.760]  一趟回來一看人是傳非
[00:15:13.760 --> 00:15:15.440]  聖殿改了做私人住宅
[00:15:15.440 --> 00:15:18.440]  跟着服侍人散了兵
[00:15:18.440 --> 00:15:20.000]  跟着所有的人都流行
[00:15:20.000 --> 00:15:22.280]  跟外邦人拜偶像的人結婚
[00:15:22.280 --> 00:15:23.640]  然後就生了一些
[00:15:23.640 --> 00:15:26.160]  所有不懂得講本地話的人
[00:15:26.160 --> 00:15:29.480]  所有貪污各種的東西
[00:15:29.480 --> 00:15:32.320]  瞬間就忘記了
[00:15:32.320 --> 00:15:34.360]  整個舊約都告訴你
[00:15:34.360 --> 00:15:36.400]  律法的恐嚇
[00:15:36.400 --> 00:15:38.920]  是不能夠改變人生命
[00:15:38.920 --> 00:15:39.600]  改變不了
[00:15:39.600 --> 00:15:41.280]  只能夠某一段時間
[00:15:41.280 --> 00:15:43.280]  約束你不夠膽太放肆
[00:15:43.280 --> 00:15:44.800]  這個可以做到
[00:15:44.800 --> 00:15:48.080]  但是律法本身是沒有任何power
[00:15:48.080 --> 00:15:50.800]  去轉化你變成一個不一樣的人
[00:15:50.800 --> 00:15:52.720]  只能夠帶你入門
[00:15:52.720 --> 00:15:54.720]  讓你知道我真的很壞
[00:15:54.720 --> 00:15:56.360]  需要解決我們的問題
[00:15:56.360 --> 00:15:57.960]  你只能夠來到基督面前
[00:15:57.960 --> 00:16:01.000]  唯有基督可以帶我們入到迦南
[00:16:01.000 --> 00:16:01.920]  摩西都入不到
[00:16:01.920 --> 00:16:03.480]  因爲是律法的代表
[00:16:03.480 --> 00:16:04.720]  只能夠約書亞
