
[00:00:00.000 --> 00:00:01.960]  好 各位電視節目早晨
[00:01:54.960 --> 00:01:57.000]  祂能夠是去醫治一些人
[00:01:57.000 --> 00:02:00.640]  能夠是去令到人得到那個康復
[00:02:00.640 --> 00:02:03.600]  所以就有很多人來帶去跟隨主
[00:02:03.600 --> 00:02:05.440]  好 我們一齊來帶去看
[00:02:05.440 --> 00:02:07.840]  約翰福音第六章的第二節
[00:02:07.840 --> 00:02:09.160]  我們一齊來讀出
[00:02:09.160 --> 00:02:22.360]  很多人有看到耶穌在病人身上變行的神蹟
[00:02:22.360 --> 00:02:25.760]  很厲害 於是你帶去跟隨祂
[00:02:25.760 --> 00:02:27.720]  特別如果你記得的時候
[00:02:27.720 --> 00:02:30.920]  耶穌用五餅二魚餵飽幾千人的時候
[00:02:30.920 --> 00:02:33.400]  那些人要擁戴祂作王 你知不知道
[00:02:33.400 --> 00:02:35.680]  那為甚麼 對他們有福利
[00:02:35.680 --> 00:02:39.000]  你知道香港那些高官的民望很低
[00:02:39.000 --> 00:02:41.280]  但是昨天幫我派一萬元的時候
[00:02:41.280 --> 00:02:43.040]  他的民望馬上升了
[00:02:43.040 --> 00:02:45.320]  就是「啊 多好啊」這樣
[00:02:45.320 --> 00:02:47.160]  很多人都在那一刻裡面
[00:02:47.160 --> 00:02:49.160]  很想擁戴耶穌作王
[00:02:49.160 --> 00:02:51.600]  其實那是對耶穌很大的試探
[00:02:51.600 --> 00:02:52.880]  我們不在這裏探討
[00:02:52.880 --> 00:02:54.360]  祂可以來作王的時候
[00:02:54.360 --> 00:02:56.080]  就不用走上十字街的路
[00:02:56.080 --> 00:02:57.640]  這是一個很大的誘惑
[00:02:57.640 --> 00:02:59.280]  但是耶穌要拒絕
[00:02:59.280 --> 00:03:03.840]  好了 但是耶穌不只是醫治病人
[00:03:03.840 --> 00:03:08.480]  耶穌來帶去見到當時那些權貴的不公義的事
[00:03:08.480 --> 00:03:09.760]  去指責他們
[00:03:09.760 --> 00:03:11.840]  那些宗教領袖的那種偏差
[00:03:11.840 --> 00:03:14.040]  耶穌來去斥責他們的時候
[00:03:14.040 --> 00:03:18.240]  於是引起了很大的反對勢力
[00:03:18.240 --> 00:03:20.240]  特別這些人是有權力的
[00:03:20.240 --> 00:03:22.560]  後來祂煽動那些人
[00:03:22.560 --> 00:03:24.960]  但是不只是這樣
[00:03:24.960 --> 00:03:27.480]  耶穌後來說的道理
[00:03:27.480 --> 00:03:30.560]  是令到那些人很難去接受的
[00:03:30.560 --> 00:03:31.480]  好 我們一起來看
[00:03:31.480 --> 00:03:35.040]  馬方第十章二十九到三十節
[00:03:35.040 --> 00:03:36.520]  我們一起讀
[00:03:36.520 --> 00:03:39.880]  耶穌說:「我實在高數地悔
[00:03:39.880 --> 00:03:43.000]  仍為我好人而下房屋
[00:03:43.000 --> 00:03:47.840]  百事繫興 社會 故老 兒女 天地
[00:03:47.840 --> 00:03:50.720]  會有不再同世特百會的
[00:03:50.720 --> 00:03:56.080]  就是房屋 繫興 社會 故老 兒女 天地
[00:03:56.080 --> 00:03:58.080]  並且要受命百
[00:03:58.080 --> 00:04:00.480]  在下世必有平生」
[00:04:00.480 --> 00:04:02.680]  原來主耶穌要求人們跟隨的時候
[00:04:02.680 --> 00:04:04.320]  要放棄很多東西
[00:04:04.320 --> 00:04:06.480]  但是你有沒有留意到
[00:04:06.480 --> 00:04:09.360]  這一段的經文是有一點點的
[00:04:09.360 --> 00:04:11.280]  你可以來撇棄了
[00:04:11.280 --> 00:04:14.440]  弟兄 姊妹 父母 兒女
[00:04:14.440 --> 00:04:16.640]  但是不可以撇離你的妻子
[00:04:16.640 --> 00:04:18.120]  你妻子撇不開的
[00:04:18.120 --> 00:04:20.160]  她一世都跟著你 你知不知道
[00:04:20.160 --> 00:04:21.440]  你又想撇走你的妻子
[00:04:21.440 --> 00:04:22.600]  而又只有一百倍
[00:04:22.600 --> 00:04:24.000]  是完全沒有這一件事
[00:04:24.000 --> 00:04:24.920]  有沒有留意到
[00:04:24.920 --> 00:04:27.320]  所以我讀聖經要大家想清楚一點
[00:04:27.320 --> 00:04:29.640]  還有一件事你要留意
[00:04:29.640 --> 00:04:31.600]  不要以為只有百倍
[00:04:31.600 --> 00:04:33.360]  有一句說話可以忽略了
[00:04:33.360 --> 00:04:36.560]  「並要受迫不」
[00:04:36.560 --> 00:04:38.800]  原來走這條十字街的道路
[00:04:38.800 --> 00:04:40.560]  絕對不容易
[00:04:40.560 --> 00:04:43.520]  不是來這裡 是去享受的
[00:04:43.520 --> 00:04:47.280]  接著耶穌還跟自己的門徒說
[00:04:47.280 --> 00:04:49.600]  我會上耶路撒冷
[00:04:49.600 --> 00:04:51.360]  但不是只有榮耀
[00:04:51.360 --> 00:04:52.840]  我要面對死亡
[00:04:52.840 --> 00:04:54.400]  很清楚的說
[00:04:54.400 --> 00:04:57.240]  我會被人帶去辱罵
[00:04:57.240 --> 00:05:01.120]  吐脫滅在我的臉上
[00:05:01.120 --> 00:05:03.200]  當祂這樣說的時候
[00:05:03.200 --> 00:05:05.760]  門徒有什麼反應呢
[00:05:05.760 --> 00:05:09.320]  我們再看馬福音第十章的第三十二節
[00:05:09.320 --> 00:05:11.640]  第十章的三十二節
[00:05:11.640 --> 00:05:14.960]  當門徒走上耶路撒冷時
[00:05:14.960 --> 00:05:17.000]  耶穌在前頭走
[00:05:17.000 --> 00:05:18.800]  門徒就嬉皮
[00:05:18.800 --> 00:05:21.120]  跟從那些人假裝害怕
[00:05:21.120 --> 00:05:24.320]  耶穌又跳過十二個門徒
[00:05:24.320 --> 00:05:26.600]  把自己將要遭遇的事
[00:05:26.600 --> 00:05:28.640]  都送給他們說
[00:05:28.640 --> 00:05:30.480]  看不看到
[00:05:30.480 --> 00:05:31.840]  當耶穌一路宣說
[00:05:31.840 --> 00:05:34.880]  你要撇離那些東西跟隨我的時候
[00:05:34.880 --> 00:05:36.920]  那些門徒開始害怕了
[00:05:36.920 --> 00:05:39.120]  跟著祂保持一定的距離
[00:05:39.120 --> 00:05:40.720]  耶穌在前頭走
[00:05:40.720 --> 00:05:41.880]  他們在後面
[00:05:41.880 --> 00:05:43.880]  其實遠遠的跟從
[00:05:43.880 --> 00:05:46.280]  但是特別強調一件事
[00:05:46.280 --> 00:05:50.200]  跟隨的人開始害怕了
[00:05:50.200 --> 00:05:53.160]  有些人開始後退
[00:05:53.160 --> 00:05:55.440]  但是耶穌特別的來重視
[00:05:55.440 --> 00:05:58.080]  祂那十二個門徒
[00:05:58.080 --> 00:05:59.240]  跟著祂怎樣跟門徒說呢
[00:05:59.240 --> 00:06:00.240]  我說看
[00:06:00.240 --> 00:06:01.240]  我們信耶路撒冷
[00:06:01.240 --> 00:06:04.920]  我們人只要被交給祭司掌握民事
[00:06:04.920 --> 00:06:06.680]  他們要定他死罪
[00:06:06.680 --> 00:06:08.520]  交給外邦人
[00:06:08.520 --> 00:06:10.120]  他們要戲弄他
[00:06:10.120 --> 00:06:11.840]  吐脫末在他臉上
[00:06:11.840 --> 00:06:12.720]  鞭打他
[00:06:12.720 --> 00:06:14.080]  殺害他
[00:06:14.080 --> 00:06:15.520]  但是特別留意一句
[00:06:15.520 --> 00:06:16.880]  過了生天
[00:06:16.880 --> 00:06:19.120]  他要復活
[00:06:19.120 --> 00:06:20.440]  耶穌很清楚說
[00:06:20.440 --> 00:06:24.120]  祂的未來是悲慘的
[00:06:24.120 --> 00:06:26.040]  是痛苦的
[00:06:26.040 --> 00:06:30.320]  被人來帶去咒罵
[00:06:30.320 --> 00:06:32.320]  被人來戲弄
[00:06:32.320 --> 00:06:35.120]  吐口水在臉上
[00:06:35.120 --> 00:06:36.080]  我不知道當時耶穌
[00:06:36.080 --> 00:06:37.040]  有沒有被人
[00:06:37.040 --> 00:06:39.440]  把周圍的鬼跪在祂的頸上
[00:06:39.440 --> 00:06:40.520]  就是這樣的時候
[00:06:40.520 --> 00:06:42.520]  你留意到
[00:06:42.520 --> 00:06:46.040]  門徒開始質疑
[00:06:46.040 --> 00:06:48.240]  我們要跟隨這個主
[00:06:48.240 --> 00:06:50.120]  豈不是要作王的嗎
[00:06:50.120 --> 00:06:52.520]  要復興我們猶大國的嗎
[00:06:52.520 --> 00:06:55.080]  為什麼會是這樣呢
[00:06:55.080 --> 00:06:56.120]  好了 不僅如此
[00:06:56.120 --> 00:06:57.720]  接著耶穌再繼續
[00:06:57.720 --> 00:06:59.320]  更深的去教導他們
[00:06:59.320 --> 00:07:01.040]  記得最後晚餐嗎
[00:07:01.040 --> 00:07:03.040]  不是說聖餐的嗎
[00:07:03.040 --> 00:07:05.520]  他說這是我的身體為你寫的
[00:07:05.520 --> 00:07:07.440]  這是我的肉可以吃
[00:07:07.440 --> 00:07:09.640]  這是我的血可以喝
[00:07:09.640 --> 00:07:10.440]  什麼來的
[00:07:10.440 --> 00:07:12.440]  如無飲血嗎
[00:07:12.440 --> 00:07:15.040]  更加難以接受
[00:07:15.040 --> 00:07:19.520]  於是門徒有什麼反應呢
[00:07:19.520 --> 00:07:20.520]  我們一起去讀
[00:07:20.520 --> 00:07:21.720]  很特別的
[00:07:21.720 --> 00:07:23.120]  很容易記
[00:07:23.120 --> 00:07:24.920]  第六章第66節來的
[00:07:24.920 --> 00:07:25.840]  666
[00:07:25.840 --> 00:07:27.720]  我們一起去讀
[00:07:27.720 --> 00:07:30.320]  楊佛音第六章第66節
[00:07:30.320 --> 00:07:32.440]  從此 坦誤六章
[00:07:32.440 --> 00:07:33.920]  多餘的慰慰為敵
[00:07:33.920 --> 00:07:35.840]  不再和他同行
[00:07:35.840 --> 00:07:37.120]  看到嗎
[00:07:37.120 --> 00:07:39.440]  有些人開始害怕
[00:07:39.440 --> 00:07:43.040]  有些人離開著
[00:07:43.040 --> 00:07:45.120]  放棄跟隨著
[00:07:45.120 --> 00:07:47.640]  因為他們失望
[00:07:47.640 --> 00:07:49.040]  與他們預期之中
[00:07:49.040 --> 00:07:51.040]  有一個很大的落差
[00:07:51.040 --> 00:07:52.240]  這個會不會都是
[00:07:52.240 --> 00:07:54.640]  今天很多基督徒所面對的
[00:07:54.640 --> 00:07:57.640]  屬靈的經歷或者現象
[00:07:57.640 --> 00:07:59.240]  你想想你剛剛信主的時候
[00:07:59.240 --> 00:08:00.640]  你是怎樣
[00:08:00.640 --> 00:08:01.640]  我很記得
[00:08:01.640 --> 00:08:03.040]  當我信耶穌的時候
[00:08:03.040 --> 00:08:04.840]  那些木子就是說
[00:08:04.840 --> 00:08:05.640]  信了主耶穌的時候
[00:08:05.640 --> 00:08:08.840]  有平安 有喜樂 很快樂
[00:08:08.840 --> 00:08:10.840]  但是後來我就信了
[00:08:10.840 --> 00:08:12.640]  但發覺原來
[00:08:12.640 --> 00:08:14.640]  不是平安快樂
[00:08:14.640 --> 00:08:16.440]  是遭到侮辱
[00:08:16.440 --> 00:08:18.040]  我以前未信主之前
[00:08:18.040 --> 00:08:19.240]  那些同學和我一起玩
[00:08:19.240 --> 00:08:21.440]  說髒話沒問題的
[00:08:21.440 --> 00:08:22.240]  後來信了主
[00:08:22.240 --> 00:08:24.240]  覺得應該是要改變的
[00:08:24.240 --> 00:08:25.440]  但是同學不是欣賞你
[00:08:25.440 --> 00:08:27.240]  哇 好東西
[00:08:27.240 --> 00:08:29.640]  啊 這麼好的
[00:08:29.640 --> 00:08:30.840]  故意激勵
[00:08:30.840 --> 00:08:32.240]  我們不是玩神打
[00:08:32.240 --> 00:08:34.040]  不是神立刻上身的
[00:08:34.040 --> 00:08:35.440]  都有些惡習的
[00:08:35.440 --> 00:08:36.640]  後來忍不住的時候
[00:08:36.640 --> 00:08:37.840]  啪 這樣爆出
[00:08:37.840 --> 00:08:39.040]  接著他們就說
[00:08:39.040 --> 00:08:40.240]  你是基督徒來的
[00:08:40.240 --> 00:08:42.240]  怎麼會說這種話
[00:08:42.240 --> 00:08:43.440]  我說好
[00:08:43.440 --> 00:08:45.640]  接下來去讀中學的時候信主
[00:08:45.640 --> 00:08:48.440]  吃飯之前我知道要祈禱
[00:08:48.440 --> 00:08:49.440]  豆腐火腩飯
[00:08:49.440 --> 00:08:51.040]  祈完之後很短而已
[00:08:51.040 --> 00:08:53.040]  之後豆腐忘了火腩
[00:08:53.040 --> 00:08:54.440]  哇 搞什麼
[00:08:54.440 --> 00:08:55.440]  這樣也可以的
[00:08:55.440 --> 00:08:56.840]  所以後來我也會有改變的
[00:08:56.840 --> 00:08:58.040]  我祈禱之前我先做一樣東西
[00:08:58.040 --> 00:09:01.040]  大家知道做什麼嗎
[00:09:01.040 --> 00:09:02.840]  啪
[00:09:02.840 --> 00:09:04.040]  那以後我才去祈禱
[00:09:04.040 --> 00:09:05.840]  你拿啊 你拿啊
[00:09:05.840 --> 00:09:07.040]  所以求神讓我們有智慧
[00:09:07.040 --> 00:09:09.440]  怎樣去面對這些挑戰
[00:09:09.440 --> 00:09:12.640]  那時候家裡罵得很厲害
[00:09:12.640 --> 00:09:14.640]  原來有時候信主
[00:09:14.640 --> 00:09:16.640]  不是一條平坦的路
[00:09:16.640 --> 00:09:19.640]  是會有挑戰 會有壓力
[00:09:19.640 --> 00:09:21.640]  所以今天我們作為一個牧者
[00:09:21.640 --> 00:09:23.840]  我們經常都要反省
[00:09:23.840 --> 00:09:24.840]  去講報道會
[00:09:24.840 --> 00:09:26.640]  不要只是講那些成功神學
[00:09:26.640 --> 00:09:27.840]  會有祝福
[00:09:27.840 --> 00:09:30.040]  而不要去講父代駕
[00:09:30.040 --> 00:09:31.440]  這個是一個虛假
[00:09:31.440 --> 00:09:33.640]  或者是不完整的信仰
[00:09:33.640 --> 00:09:35.440]  諸如此類都完全的沒有
[00:09:35.440 --> 00:09:38.440]  來帶人去濫修人
[00:09:38.440 --> 00:09:42.240]  給你一個很美麗的景象
[00:09:42.240 --> 00:09:43.440]  好像一些政治人物
[00:09:43.440 --> 00:09:45.840]  每一次他出來競選的時候
[00:09:45.840 --> 00:09:47.840]  都會講一幅很美麗的景象給你
[00:09:47.840 --> 00:09:49.440]  但是每次都做不到的
[00:09:49.440 --> 00:09:50.840]  耶穌很清楚跟你講
[00:09:50.840 --> 00:09:53.640]  你跟隨我是要父代駕
[00:09:53.640 --> 00:09:55.640]  但是有些人可能就是這樣
[00:09:55.640 --> 00:09:57.040]  好了 他患病
[00:09:57.040 --> 00:09:59.040]  在信仰上面有人跟他分享福音
[00:09:59.040 --> 00:09:59.840]  他信耶穌
[00:09:59.840 --> 00:10:01.840]  經歷到醫治
[00:10:01.840 --> 00:10:04.040]  但是沒有繼續去追求的時候
[00:10:04.040 --> 00:10:06.040]  是不穩固的
[00:10:06.040 --> 00:10:07.240]  痊癒之後沒多久
[00:10:07.240 --> 00:10:08.740]  你又說得這麼巧
[00:10:08.740 --> 00:10:09.840]  你又說我祈禱
[00:10:09.840 --> 00:10:11.440]  我縮腳給我上香
[00:10:11.440 --> 00:10:14.040]  你怎知道是不是那個去幫我呢
[00:10:14.040 --> 00:10:15.840]  可能是因為這樣的緣故
[00:10:15.840 --> 00:10:18.640]  慢慢他就會放棄這個信仰
[00:10:18.640 --> 00:10:20.240]  所以你看到
[00:10:20.240 --> 00:10:23.640]  主耶穌絕對不是濫生門徒
[00:10:23.640 --> 00:10:25.640]  祂要的是徵兵
[00:10:25.640 --> 00:10:28.240]  祂要人家計算清楚那個代駕
[00:10:28.240 --> 00:10:30.640]  然後才好走上
[00:10:30.640 --> 00:10:32.640]  不要隨隨便便
[00:10:32.640 --> 00:10:34.840]  所以當有些人來跟隨祂的時候
[00:10:34.840 --> 00:10:37.640]  耶穌啊 你看看
[00:10:37.640 --> 00:10:40.840]  天空的飛鳥它有窩
[00:10:40.840 --> 00:10:43.040]  狐狸它有洞
[00:10:43.040 --> 00:10:45.840]  但是我連枕首的地方都沒有
[00:10:45.840 --> 00:10:47.840]  你是不是要跟隨我
[00:10:47.840 --> 00:10:49.640]  所以今天
[00:10:49.640 --> 00:10:52.640]  我們真的要很清楚知道
[00:10:52.640 --> 00:10:55.040]  其實我們跟隨主是有祝福
[00:10:55.040 --> 00:10:56.840]  有內心裡面的平安
[00:10:56.840 --> 00:10:59.840]  神愛我們其實都應該是會很好
[00:10:59.840 --> 00:11:01.840]  但仍然會有很多的衝擊
[00:11:01.840 --> 00:11:03.640]  我們不可以因為這些衝擊
[00:11:03.640 --> 00:11:06.640]  因為這個緣故而失望而放棄
[00:11:06.640 --> 00:11:07.840]  好了
[00:11:07.840 --> 00:11:10.640]  當這幫跟隨者
[00:11:10.640 --> 00:11:13.640]  他們知道耶穌會面對苦處的時候
[00:11:13.640 --> 00:11:15.640]  他就會開始失望
[00:11:15.640 --> 00:11:17.440]  有些人退去
[00:11:17.440 --> 00:11:21.040]  但是當面對耶穌基督的受死的時候
[00:11:21.040 --> 00:11:24.240]  有些人甚至放棄
[00:11:24.240 --> 00:11:27.840]  記不記得當耶穌在赫薩馬利園的時候被捉拿
[00:11:27.840 --> 00:11:30.040]  你當然要好好研讀這段經文
[00:11:30.040 --> 00:11:31.640]  耶穌好像是被捉拿
[00:11:31.640 --> 00:11:34.840]  但是耶穌好像是一個什麼呢
[00:11:34.840 --> 00:11:36.640]  帶領者
[00:11:36.640 --> 00:11:38.840]  是那些羅馬兵丁反而害怕他
[00:11:38.840 --> 00:11:41.840]  耶穌說你要讓我的門徒走
[00:11:41.840 --> 00:11:44.840]  羅馬兵丁真的要讓門徒走
[00:11:44.840 --> 00:11:45.840]  後來就剩下耶穌
[00:11:45.840 --> 00:11:48.440]  記不記得我昨天說過
[00:11:48.440 --> 00:11:53.440]  我們只看到彼得三次不認主
[00:11:53.440 --> 00:11:57.240]  但是彼得是比其他門徒更加愛耶穌
[00:11:57.240 --> 00:11:59.440]  接著那幫人就做什麼
[00:11:59.440 --> 00:12:02.640]  很害怕 因為夫子被人捉拿了
[00:12:02.640 --> 00:12:05.040]  於是他們四散崩潰
[00:12:05.040 --> 00:12:08.240]  他們躲起來不敢再出來
[00:12:08.240 --> 00:12:13.240]  唯有彼得和約翰很愛主
[00:12:13.240 --> 00:12:14.840]  他很想看到耶穌怎麼來
[00:12:14.840 --> 00:12:16.640]  但是他受審
[00:12:16.640 --> 00:12:20.840]  所以他接著在我的院裡面來看
[00:12:20.840 --> 00:12:25.040]  但是在旁邊沒有人成為他的支援
[00:12:25.040 --> 00:12:28.440]  所以昨天我跟他講 我們作為弟兄姊妹
[00:12:28.440 --> 00:12:30.440]  我們互相守望
[00:12:30.440 --> 00:12:33.440]  有人來到在你困難當中
[00:12:33.440 --> 00:12:35.240]  在你恐懼裡面
[00:12:35.240 --> 00:12:36.640]  給你有支援的時候
[00:12:36.640 --> 00:12:38.640]  你容易一點撐下去
[00:12:38.640 --> 00:12:40.240]  但是如果你孤單一人的時候
[00:12:40.240 --> 00:12:43.240]  你很容易就會倒下
[00:12:43.240 --> 00:12:47.240]  所以彼得三次不認主
[00:12:47.240 --> 00:12:48.640]  但是感恩
[00:12:48.640 --> 00:12:51.440]  等一下我們會看到耶穌基督沒有責備他
[00:12:51.440 --> 00:12:54.240]  好了 接著耶穌被釘十字架的時候
[00:12:54.240 --> 00:12:58.040]  他們的希望簡直就已經變成絕望
[00:12:58.040 --> 00:12:59.840]  他們已經幻滅了
[00:12:59.840 --> 00:13:01.440]  於是他們做了什麼
[00:13:01.440 --> 00:13:04.840]  大家記得 他們就重操故業
[00:13:04.840 --> 00:13:08.440]  我們放棄了這個身份
[00:13:08.440 --> 00:13:11.440]  放棄了這個使命
[00:13:11.440 --> 00:13:13.840]  再重申的彼得這些
[00:13:13.840 --> 00:13:17.040]  和約翰他們已經出去再打魚了
[00:13:17.040 --> 00:13:19.840]  我們會不會都有類似這樣的經歷
[00:13:19.840 --> 00:13:22.040]  有時候我們在信仰上面
[00:13:22.040 --> 00:13:23.840]  好像有很多困難
[00:13:23.840 --> 00:13:26.640]  有時候甚至好像我們一些呼求神母
[00:13:26.640 --> 00:13:27.840]  去應允
[00:13:27.840 --> 00:13:29.840]  好像充耳不聞那樣
[00:13:29.840 --> 00:13:31.840]  我們會有失望
[00:13:31.840 --> 00:13:33.640]  於是有時候我們會放棄
[00:13:33.640 --> 00:13:36.240]  我們不肯堅持下去
[00:13:36.240 --> 00:13:37.840]  回想一下
[00:13:37.840 --> 00:13:40.640]  和你一起成長的一些弟兄姊妹
[00:13:40.640 --> 00:13:43.040]  當然有些人可能會生命中
[00:13:43.040 --> 00:13:46.040]  是很豐盛更加積極的去侍奉
[00:13:46.040 --> 00:13:48.240]  但是都會不會有些人
[00:13:48.240 --> 00:13:52.640]  已經離開了這個信仰的路
[00:13:52.640 --> 00:13:54.840]  所以求神你又幫助我們
[00:13:54.840 --> 00:13:58.840]  好了 但是耶穌祂的死只是短暫
[00:13:58.840 --> 00:14:01.640]  那時候但是耶穌基督祂復活
[00:14:01.640 --> 00:14:03.040]  但是你有沒有留意到
[00:14:03.040 --> 00:14:04.240]  當耶穌復活的時候
[00:14:04.240 --> 00:14:08.240]  很多的跟隨者都會有一個相同的反應
[00:14:08.240 --> 00:14:09.640]  就是什麼
[00:14:09.640 --> 00:14:11.840]  不信耶穌復活
[00:14:11.840 --> 00:14:12.840]  那你留意到的時候
[00:14:12.840 --> 00:14:15.640]  如果耶穌其實臨死之前
[00:14:15.640 --> 00:14:18.240]  已經不斷的宣講
[00:14:18.240 --> 00:14:19.040]  我會死
[00:14:19.040 --> 00:14:22.440]  不過我會復活
[00:14:22.440 --> 00:14:24.840]  不止一次的去說
[00:14:24.840 --> 00:14:28.040]  但是門徒沒有記在心裏面
[00:14:28.040 --> 00:14:30.440]  好了 當耶穌復活的時候
[00:14:30.440 --> 00:14:33.840]  但是他們聽到這個消息
[00:14:33.840 --> 00:14:36.240]  竟然是不相信
[00:14:36.240 --> 00:14:39.440]  我們一起看《馬否林》第16章第10到第11節
[00:14:39.440 --> 00:14:42.440]  和《馬否林》第16章第12到第13節
[00:14:42.440 --> 00:14:45.440]  我們請姊妹和我們讀第10到第11節
[00:14:45.440 --> 00:14:47.440]  請弟兄和我們讀第12到13節
[00:14:47.440 --> 00:14:49.440]  我們請姊妹先
[00:14:52.440 --> 00:15:02.440]  強視不順
[00:15:02.440 --> 00:15:03.840]  強視不順
[00:15:03.840 --> 00:15:04.840]  好 弟兄
[00:15:04.840 --> 00:15:09.040]  《馬否林》第16章第12到13兩節
[00:15:09.040 --> 00:15:26.440]  (朗讀)
[00:15:26.440 --> 00:15:29.040]  其餘的門徒仍然是不順
[00:15:29.040 --> 00:15:30.640]  不如我們再看兩段
[00:15:30.640 --> 00:15:35.240]  好了 仍然是請姊妹讀《馬否林》第16章第14節
[00:15:35.240 --> 00:15:50.240]  (朗讀)
[00:15:50.240 --> 00:15:52.240]  十一個門徒
[00:15:52.240 --> 00:15:56.040]  是耶穌那三年多的朝夕相對不斷宣講
[00:15:56.040 --> 00:15:57.240]  祂會復活的
[00:15:57.240 --> 00:15:58.240]  但是那些人跟我說
[00:15:58.240 --> 00:16:00.240]  耶穌復活了
[00:16:00.240 --> 00:16:02.240]  但是他們竟然是
[00:16:02.240 --> 00:16:03.240]  都是不順的
[00:16:03.240 --> 00:16:04.640]  是不是很奇怪
[00:16:04.640 --> 00:16:06.440]  好了 接著我們再看
[00:16:06.440 --> 00:16:09.040]  《路加福金》第24章第9和第11節
[00:16:09.040 --> 00:16:10.640]  我們請弟兄和我們讀出
[00:16:10.640 --> 00:16:12.240]  好 弟兄們一起讀
[00:16:12.240 --> 00:16:13.240]  預備
[00:16:13.240 --> 00:16:27.040]  (朗讀)
[00:16:27.040 --> 00:16:28.240]  我們看到
[00:16:28.240 --> 00:16:30.840]  很多經文竟然是描繪他們有什麼呢
[00:16:30.840 --> 00:16:32.440]  有相同的體會就是
[00:16:32.440 --> 00:16:34.840]  他們不順耶穌復活
[00:16:34.840 --> 00:16:36.240]  為什麼他們不順耶穌復活呢
[00:16:36.240 --> 00:16:38.840]  甚至看到也好像不順
[00:16:38.840 --> 00:16:40.440]  我想有幾個因素
[00:16:40.440 --> 00:16:42.240]  第一個因素是什麼呢
[00:16:42.240 --> 00:16:44.440]  大家有沒有想過
[00:16:44.440 --> 00:16:46.640]  耶穌復活了之後
[00:16:46.640 --> 00:16:49.240]  祂的樣子是怎麼樣的
[00:16:49.240 --> 00:16:52.240]  甚至耶穌跟我們一起走的時候
[00:16:52.240 --> 00:16:56.440]  他們竟然認不到耶穌的樣子
[00:16:56.440 --> 00:16:57.440]  耶穌的樣子是怎麼樣的
[00:16:57.440 --> 00:16:58.640]  大家有沒有想過
[00:16:58.640 --> 00:17:01.640]  那個時候我們會看西方的畫像
