
[00:00:00.000 --> 00:00:02.000]  我今天講到的題目很特別
[00:01:45.480 --> 00:01:47.480]  很語重心長的信息給他們
[00:01:47.480 --> 00:01:51.480]  而這也是《仕途行傳》唯一一篇
[00:01:51.480 --> 00:01:53.480]  保羅所講的道
[00:01:53.480 --> 00:01:55.480]  被記載了下來
[00:01:55.480 --> 00:01:59.480]  這篇道的信息內容是怎樣的呢?
[00:01:59.480 --> 00:02:01.480]  有兩段
[00:02:01.480 --> 00:02:03.480]  第一段是在《仕途行傳》第20章18到24節
[00:02:03.480 --> 00:02:08.480]  回顧他們過去在當中做了什麼
[00:02:08.480 --> 00:02:13.480]  然後祝福他們未來要面對什麼挑戰
[00:02:13.480 --> 00:02:15.480]  他們應該怎樣做
[00:02:15.480 --> 00:02:18.480]  在第20章25到35節
[00:02:18.480 --> 00:02:21.480]  這裡的信息絕對不是保羅自己
[00:02:21.480 --> 00:02:23.480]  吹噓自己
[00:02:23.480 --> 00:02:25.480]  然後高抬自己
[00:02:25.480 --> 00:02:27.480]  慎自己做了多少的事
[00:02:27.480 --> 00:02:29.480]  有時我們可能會聽到一些目者
[00:02:29.480 --> 00:02:31.480]  去講自己做了什麼
[00:02:31.480 --> 00:02:33.480]  我自己當要講自己的事的時候
[00:02:33.480 --> 00:02:35.480]  都要很小心
[00:02:35.480 --> 00:02:37.480]  特別是在神面前
[00:02:37.480 --> 00:02:39.480]  來帶他去好好的禱告
[00:02:39.480 --> 00:02:41.480]  究竟我是想高抬自己
[00:02:41.480 --> 00:02:43.480]  還是想在生命上去交流呢?
[00:02:43.480 --> 00:02:45.480]  不知你記不記得我上次和大家講
[00:02:45.480 --> 00:02:47.480]  不平凡的平凡人
[00:02:47.480 --> 00:02:49.480]  是講試題犯
[00:02:49.480 --> 00:02:52.480]  後來我就要講自己的一些經歷
[00:02:52.480 --> 00:02:54.480]  我講到這一部分的時候
[00:02:54.480 --> 00:02:56.480]  我特別要去小心
[00:02:56.480 --> 00:02:57.480]  要去禱告
[00:02:57.480 --> 00:02:59.480]  因為要由神來審查自己
[00:02:59.480 --> 00:03:01.480]  究竟是講自己
[00:03:01.480 --> 00:03:03.480]  還是高舉自己呢?
[00:03:03.480 --> 00:03:06.480]  你看保羅在《哥林多後書》裡面
[00:03:06.480 --> 00:03:08.480]  和一些不喜歡他的人
[00:03:08.480 --> 00:03:10.480]  都否釋他自己是怎樣
[00:03:10.480 --> 00:03:13.480]  我不知道大家會不會看到
[00:03:13.480 --> 00:03:15.480]  保羅你不是高舉自己嗎?
[00:03:15.480 --> 00:03:17.480]  他說到我又坐牢
[00:03:17.480 --> 00:03:18.480]  又受鞭打
[00:03:18.480 --> 00:03:19.480]  又要冒死
[00:03:19.480 --> 00:03:20.480]  又被棍打了三次
[00:03:20.480 --> 00:03:22.480]  又被人鞭打了五次
[00:03:22.480 --> 00:03:23.480]  被人棍打的時候
[00:03:23.480 --> 00:03:25.480]  四十下就減了一下
[00:03:25.480 --> 00:03:27.480]  又被石頭扔了
[00:03:27.480 --> 00:03:29.480]  我們大家特別留意第27節
[00:03:29.480 --> 00:03:30.480]  到28節
[00:03:30.480 --> 00:03:32.480]  我們一起來讀
[00:03:32.480 --> 00:03:34.480]  受勞苦受困苦
[00:03:34.480 --> 00:03:36.480]  多次不得睡
[00:03:36.480 --> 00:03:38.480]  又饑又渴
[00:03:38.480 --> 00:03:40.480]  多次不得食
[00:03:40.480 --> 00:03:42.480]  受寒冷赤身勞體
[00:03:42.480 --> 00:03:44.480]  除了這外面的事
[00:03:44.480 --> 00:03:47.480]  還有為宗教會掛心的事
[00:03:47.480 --> 00:03:50.480]  天天壓在我身上
[00:03:50.480 --> 00:03:52.480]  這裡很清楚你看到
[00:03:52.480 --> 00:03:55.480]  保羅是講他自己的感受
[00:03:55.480 --> 00:03:57.480]  他自己的經歷
[00:03:57.480 --> 00:03:59.480]  但我們會不會質疑保羅高舉自己呢?
[00:03:59.480 --> 00:04:00.480]  不是
[00:04:00.480 --> 00:04:02.480]  保羅要用他的生命
[00:04:02.480 --> 00:04:04.480]  和別人分享
[00:04:04.480 --> 00:04:06.480]  這是很重要的
[00:04:06.480 --> 00:04:08.480]  作為一個目者
[00:04:08.480 --> 00:04:11.480]  我們要知道他是怎樣
[00:04:11.480 --> 00:04:13.480]  我們要真的清楚
[00:04:13.480 --> 00:04:15.480]  我自己會這樣說
[00:04:15.480 --> 00:04:17.480]  我們做講員
[00:04:17.480 --> 00:04:19.480]  講完就講完
[00:04:19.480 --> 00:04:20.480]  那就走了
[00:04:20.480 --> 00:04:22.480]  甚至可能你不太知道他的時候
[00:04:22.480 --> 00:04:25.480]  他講到天花亂墜都可以
[00:04:25.480 --> 00:04:28.480]  但目者是絕對不容易
[00:04:28.480 --> 00:04:30.480]  因為你在教會裡面目會
[00:04:30.480 --> 00:04:32.480]  弟兄姊妹和你的關係
[00:04:32.480 --> 00:04:34.480]  他會了解你是怎樣
[00:04:34.480 --> 00:04:36.480]  你講那套和你做那套
[00:04:36.480 --> 00:04:38.480]  是截然不同
[00:04:38.480 --> 00:04:40.480]  別人是不會服你的
[00:04:40.480 --> 00:04:42.480]  可能你說我們要彼此
[00:04:42.480 --> 00:04:44.480]  寬恕接納
[00:04:44.480 --> 00:04:46.480]  但你不能寬恕接納別人的時候
[00:04:46.480 --> 00:04:48.480]  你講那套
[00:04:48.480 --> 00:04:50.480]  別人是不會接受的
[00:04:50.480 --> 00:04:53.480]  現在我們看看保羅的自我剖白
[00:04:53.480 --> 00:04:55.480]  他一開始就說到
[00:04:55.480 --> 00:04:57.480]  他怎樣曾是為人
[00:04:57.480 --> 00:04:59.480]  我們看看他的剖白
[00:04:59.480 --> 00:05:01.480]  是什麼一回事
[00:05:01.480 --> 00:05:04.480]  我們看到他的剖白是什麼呢
[00:05:04.480 --> 00:05:06.480]  就是在講你自己
[00:05:06.480 --> 00:05:08.480]  不知道大家有沒有看過這套電影
[00:05:08.480 --> 00:05:09.480]  不赦之罪
[00:05:09.480 --> 00:05:11.480]  有沒有人看過這套電影
[00:05:11.480 --> 00:05:13.480]  在英國上映了
[00:05:13.480 --> 00:05:15.480]  只有兩個人看
[00:05:15.480 --> 00:05:17.480]  很少戲院
[00:05:17.480 --> 00:05:20.480]  我看這套電影有點心酸
[00:05:20.480 --> 00:05:21.480]  為什麼呢
[00:05:21.480 --> 00:05:23.480]  那個男主角叫什麼
[00:05:23.480 --> 00:05:25.480]  梁牧師
[00:05:25.480 --> 00:05:29.480]  不知道大家知不知道這套電影說什麼
[00:05:29.480 --> 00:05:33.480]  他的女兒被人強姦了
[00:05:33.480 --> 00:05:36.480]  但後來強姦她的人
[00:05:36.480 --> 00:05:37.480]  放了監
[00:05:37.480 --> 00:05:39.480]  去了她的教會
[00:05:39.480 --> 00:05:41.480]  她的女兒後來自殺
[00:05:41.480 --> 00:05:42.480]  因為強姦了她之後
[00:05:42.480 --> 00:05:43.480]  她懷孕了
[00:05:43.480 --> 00:05:47.480]  但這個牧師不想她懷孕
[00:05:47.480 --> 00:05:49.480]  於是這個女兒自殺
[00:05:49.480 --> 00:05:51.480]  究竟這個人
[00:05:51.480 --> 00:05:53.480]  可不可以來饒恕
[00:05:53.480 --> 00:05:55.480]  這個已經認罪
[00:05:55.480 --> 00:05:57.480]  悔改的人呢
[00:05:57.480 --> 00:05:59.480]  你看到他最後不行
[00:05:59.480 --> 00:06:02.480]  但他有一個很深的感受
[00:06:02.480 --> 00:06:04.480]  最後這個牧師
[00:06:04.480 --> 00:06:06.480]  不再做牧師了
[00:06:06.480 --> 00:06:08.480]  做Uber
[00:06:08.480 --> 00:06:09.480]  為什麼呢
[00:06:09.480 --> 00:06:10.480]  因為他也過不了自己
[00:06:10.480 --> 00:06:12.480]  他不能夠寬恕對方
[00:06:12.480 --> 00:06:14.480]  我當時還沒看這套電影
[00:06:14.480 --> 00:06:16.480]  但我在永善聯盟裡面講了
[00:06:16.480 --> 00:06:19.480]  一個不赦之罪的論壇
[00:06:19.480 --> 00:06:20.480]  大家知不知道
[00:06:20.480 --> 00:06:22.480]  這套電影裡面有兩個導演
[00:06:22.480 --> 00:06:24.480]  一個是基督徒
[00:06:24.480 --> 00:06:26.480]  一個不是基督徒
[00:06:26.480 --> 00:06:28.480]  不是基督徒的人
[00:06:28.480 --> 00:06:29.480]  姓林
[00:06:29.480 --> 00:06:30.480]  這個名字一定會記得
[00:06:30.480 --> 00:06:31.480]  知道叫什麼名字嗎?
[00:06:31.480 --> 00:06:33.480]  叫林善
[00:06:33.480 --> 00:06:35.480]  他爸爸改了這個名字
[00:06:35.480 --> 00:06:37.480]  叫林善
[00:06:37.480 --> 00:06:40.480]  他是一個很出名的牧師的兒子
[00:06:40.480 --> 00:06:43.480]  但他說他不會信耶穌
[00:06:43.480 --> 00:06:44.480]  我就是說
[00:06:44.480 --> 00:06:46.480]  今天有很多傳道人
[00:06:46.480 --> 00:06:49.480]  很多牧師的子女
[00:06:49.480 --> 00:06:51.480]  不願意信耶穌
[00:06:51.480 --> 00:06:53.480]  甚至反感對這個信仰
[00:06:53.480 --> 00:06:54.480]  為什麼呢?
[00:06:54.480 --> 00:06:56.480]  是因為他可能會看到
[00:06:56.480 --> 00:06:58.480]  自己的父母
[00:06:58.480 --> 00:06:59.480]  他做的事
[00:06:59.480 --> 00:07:01.480]  他講的事
[00:07:01.480 --> 00:07:03.480]  可能是不相符的
[00:07:03.480 --> 00:07:05.480]  可能對著會友
[00:07:05.480 --> 00:07:07.480]  你好啊
[00:07:07.480 --> 00:07:08.480]  可能回家就在批評
[00:07:08.480 --> 00:07:10.480]  這個不知所謂
[00:07:10.480 --> 00:07:12.480]  他們見得太多
[00:07:12.480 --> 00:07:14.480]  所以很多時候
[00:07:14.480 --> 00:07:15.480]  第二代的基督徒
[00:07:15.480 --> 00:07:17.480]  不要只講牧師
[00:07:17.480 --> 00:07:18.480]  第二代的基督徒
[00:07:18.480 --> 00:07:20.480]  是很難做得到的
[00:07:20.480 --> 00:07:21.480]  因為你說的
[00:07:21.480 --> 00:07:23.480]  你的生命是怎樣表現
[00:07:23.480 --> 00:07:25.480]  如果你的兒女
[00:07:25.480 --> 00:07:27.480]  已經成長
[00:07:27.480 --> 00:07:29.480]  但仍然是一個好的基督徒的時候
[00:07:29.480 --> 00:07:31.480]  這個是你的祝福
[00:07:31.480 --> 00:07:32.480]  也代表你的生命
[00:07:32.480 --> 00:07:33.480]  是真的很不錯
[00:07:33.480 --> 00:07:35.480]  是可以感染到他
[00:07:35.480 --> 00:07:38.480]  所以保羅自我否白
[00:07:38.480 --> 00:07:39.480]  他是怎樣呢?
[00:07:39.480 --> 00:07:41.480]  他不只是講一套
[00:07:41.480 --> 00:07:42.480]  因為他在二佛所裡
[00:07:42.480 --> 00:07:43.480]  三年之久
[00:07:43.480 --> 00:07:45.480]  跟我們一起來大約去生活
[00:07:45.480 --> 00:07:46.480]  我們來看看
[00:07:46.480 --> 00:07:48.480]  他所分享的是什麼?
[00:07:48.480 --> 00:07:50.480]  我們一起來大約去讀出
[00:07:50.480 --> 00:07:51.480]  《士徒行傳》二十章
[00:07:51.480 --> 00:07:53.480]  十九到二十一節
[00:07:53.480 --> 00:07:54.480]  我們一起來讀
[00:08:21.480 --> 00:08:24.480]  信靠我主耶穌基督
[00:08:52.480 --> 00:08:54.480]  我們很多人來到
[00:08:54.480 --> 00:08:56.480]  五加一還要等很久
[00:08:56.480 --> 00:08:57.480]  都不知道能不能入籍
[00:08:57.480 --> 00:09:00.480]  但竟然當時的猶太人
[00:09:00.480 --> 00:09:01.480]  可以入了羅馬籍
[00:09:01.480 --> 00:09:03.480]  在議會裡他是議員
[00:09:03.480 --> 00:09:06.480]  所以他帶人去追殺基督徒
[00:09:06.480 --> 00:09:09.480]  他曾經地位是非常高超
[00:09:09.480 --> 00:09:11.480]  他以自己為榮
[00:09:11.480 --> 00:09:13.480]  在菲勒比書裡
[00:09:13.480 --> 00:09:15.480]  他怎樣來大約去講呢?
[00:09:15.480 --> 00:09:17.480]  我們一起來大約去讀
[00:09:17.480 --> 00:09:20.480]  由第五節讀到第七節
[00:09:20.480 --> 00:09:21.480]  我們一起來讀
[00:09:21.480 --> 00:09:24.480]  我第八天受割禮
[00:09:24.480 --> 00:09:26.480]  我是以色列族
[00:09:26.480 --> 00:09:28.480]  變雅敏支派的人
[00:09:28.480 --> 00:09:31.480]  是希伯來人所生的希伯來人
[00:09:31.480 --> 00:09:33.480]  就律法說
[00:09:33.480 --> 00:09:35.480]  我是法利塞人
[00:09:35.480 --> 00:09:36.480]  就熱心說
[00:09:36.480 --> 00:09:38.480]  我是迫不交回的
[00:09:38.480 --> 00:09:40.480]  就律法上的易說
[00:09:40.480 --> 00:09:43.480]  我是無可指責的
[00:09:43.480 --> 00:09:46.480]  只是我先前以為與我有益的
[00:09:46.480 --> 00:09:50.480]  我現在因基督都當作有損的
[00:09:50.480 --> 00:09:52.480]  你有沒有留意到一件很重要的事
[00:09:52.480 --> 00:09:54.480]  保羅講這些事
[00:09:54.480 --> 00:09:57.480]  某些程度都是廢話
[00:09:57.480 --> 00:09:59.480]  我是希伯來人所生的希伯來人
[00:09:59.480 --> 00:10:02.480]  希伯來人所生的當然是希伯來人
[00:10:02.480 --> 00:10:04.480]  那是什麼意思呢?
[00:10:04.480 --> 00:10:06.480]  其實他是很重視自己的血緣
[00:10:06.480 --> 00:10:10.480]  因為我有純正的希伯來人的血統
[00:10:10.480 --> 00:10:12.480]  還有什麼呢?
[00:10:12.480 --> 00:10:14.480]  他是變雅敏支派
[00:10:14.480 --> 00:10:17.480]  知不知道這句說話包含了什麼意思呢?
[00:10:17.480 --> 00:10:21.480]  雅各有多少個兒女呢?
[00:10:21.480 --> 00:10:23.480]  十二個就是錯了
[00:10:23.480 --> 00:10:24.480]  十三個
[00:10:24.480 --> 00:10:26.480]  因為有個女兒
[00:10:26.480 --> 00:10:28.480]  但他最疼愛的是誰呢?
[00:10:28.480 --> 00:10:30.480]  變雅敏
[00:10:30.480 --> 00:10:32.480]  這是最小的小孩
[00:10:32.480 --> 00:10:34.480]  變雅敏的親生哥哥
[00:10:34.480 --> 00:10:36.480]  即是同一個媽媽生的
[00:10:36.480 --> 00:10:37.480]  是弱子
[00:10:37.480 --> 00:10:39.480]  其他十個沒有那麼疼愛
[00:10:39.480 --> 00:10:41.480]  雖然變雅敏是最小的
[00:10:41.480 --> 00:10:43.480]  但是不要忘記
[00:10:43.480 --> 00:10:48.480]  以色列人第一個王是誰呢?
[00:10:48.480 --> 00:10:49.480]  塑羅
[00:10:49.480 --> 00:10:51.480]  塑羅是什麼支派呢?
[00:10:51.480 --> 00:10:53.480]  變雅敏支派
[00:10:53.480 --> 00:10:56.480]  保羅原本的名字叫什麼呢?
[00:10:56.480 --> 00:10:58.480]  塑羅
[00:10:58.480 --> 00:11:00.480]  所以他與有榮焉
[00:11:00.480 --> 00:11:03.480]  我是變雅敏支派的
[00:11:03.480 --> 00:11:05.480]  是最尊貴的支派
[00:11:05.480 --> 00:11:07.480]  而第一個王是什麼呢?
[00:11:07.480 --> 00:11:09.480]  是變雅敏支派的
[00:11:09.480 --> 00:11:11.480]  第一個王叫什麼名字呢?
[00:11:11.480 --> 00:11:13.480]  叫做保羅嗎?
[00:11:13.480 --> 00:11:15.480]  不是,是叫做塑羅
[00:11:15.480 --> 00:11:16.480]  我又叫做塑羅
[00:11:16.480 --> 00:11:18.480]  簡單舉個例子
[00:11:18.480 --> 00:11:19.480]  你知道嗎?
[00:11:19.480 --> 00:11:21.480]  我潮州人是吉潔蘭
[00:11:21.480 --> 00:11:23.480]  李嘉誠是我的同鄉
[00:11:23.480 --> 00:11:25.480]  我都叫嘉誠
[00:11:25.480 --> 00:11:27.480]  你不是與有榮焉嗎?
[00:11:27.480 --> 00:11:30.480]  所以我是變雅敏支派
[00:11:30.480 --> 00:11:33.480]  他的血緣是非常高貴
[00:11:33.480 --> 00:11:35.480]  出身非常尊貴
[00:11:35.480 --> 00:11:37.480]  還有什麼呢?
[00:11:37.480 --> 00:11:38.480]  他守足律法
[00:11:38.480 --> 00:11:40.480]  在律法上來說
[00:11:40.480 --> 00:11:41.480]  是無可指責的
[00:11:41.480 --> 00:11:43.480]  誰會這樣說呢?
[00:11:43.480 --> 00:11:45.480]  這些其實是改變不了的
[00:11:45.480 --> 00:11:47.480]  但是心態
[00:11:47.480 --> 00:11:49.480]  先前以為與我有益的
[00:11:49.480 --> 00:11:51.480]  我現在當作有損
[00:11:51.480 --> 00:11:53.480]  我會放下這些
[00:11:53.480 --> 00:11:55.480]  因為如果他很重視自己的血緣
[00:11:55.480 --> 00:11:57.480]  你知道猶太人是看不起外邦人的
[00:11:57.480 --> 00:11:59.480]  他怎麼跟外邦人傳福音呢?
[00:11:59.480 --> 00:12:01.480]  所以他是很樂意地
[00:12:01.480 --> 00:12:04.480]  放下自己
[00:12:04.480 --> 00:12:06.480]  凡事謙虛
[00:12:08.480 --> 00:12:10.480]  我上次說到
[00:12:10.480 --> 00:12:12.480]  好像表面有很多成就
[00:12:12.480 --> 00:12:13.480]  但一切都是神的工作
[00:12:13.480 --> 00:12:15.480]  當然我要努力
[00:12:15.480 --> 00:12:17.480]  我們不能驕傲
[00:12:17.480 --> 00:12:18.480]  一驕傲的時候
[00:12:18.480 --> 00:12:20.480]  神就不能夠容你
[00:12:20.480 --> 00:12:22.480]  神寧願用一個沒什麼
[00:12:22.480 --> 00:12:24.480]  很厲害的
[00:12:24.480 --> 00:12:26.480]  很多很厲害的東西
[00:12:26.480 --> 00:12:28.480]  但是沒有機會
[00:12:28.480 --> 00:12:31.480]  不會用一些自以為是的人
[00:12:31.480 --> 00:12:33.480]  因為今天是最後一堂講道
[00:12:33.480 --> 00:12:34.480]  所以講長一點
[00:12:34.480 --> 00:12:36.480]  我講一下我的經歷
[00:12:36.480 --> 00:12:38.480]  1978年
[00:12:38.480 --> 00:12:40.480]  距離現在很久了
[00:12:40.480 --> 00:12:42.480]  我到現在都不會忘記這個經歷
[00:12:42.480 --> 00:12:44.480]  在讀神學第三年
[00:12:44.480 --> 00:12:46.480]  有一個大project
[00:12:46.480 --> 00:12:48.480]  那個大project是什麼呢?
[00:12:48.480 --> 00:12:50.480]  就是受毛平的孫基小學
[00:12:50.480 --> 00:12:52.480]  請我去
[00:12:52.480 --> 00:12:54.480]  連續五天
[00:12:54.480 --> 00:12:56.480]  一天有四次
[00:12:56.480 --> 00:12:58.480]  去對著學生
[00:12:58.480 --> 00:13:00.480]  下令性經班
[00:13:00.480 --> 00:13:02.480]  一個人對著學生
[00:13:02.480 --> 00:13:04.480]  一至三年班
[00:13:04.480 --> 00:13:06.480]  下午兩次
[00:13:06.480 --> 00:13:08.480]  我從未試過做這麼大的project
[00:13:08.480 --> 00:13:10.480]  我很認真
[00:13:10.480 --> 00:13:12.480]  去預備我的故事
[00:13:12.480 --> 00:13:14.480]  帶他們唱歌的時候
[00:13:14.480 --> 00:13:15.480]  要寫什麼呢?
[00:13:15.480 --> 00:13:16.480]  白色的雞皮紙
[00:13:16.480 --> 00:13:18.480]  叫他們來唱
[00:13:18.480 --> 00:13:19.480]  很感恩
[00:13:19.480 --> 00:13:20.480]  我完全依靠神
[00:13:20.480 --> 00:13:22.480]  神完全被我控制
[00:13:22.480 --> 00:13:23.480]  叫我起身就起身
[00:13:23.480 --> 00:13:24.480]  叫我坐下就坐下
[00:13:24.480 --> 00:13:25.480]  叫我拍手掌就拍手掌
[00:13:25.480 --> 00:13:27.480]  我簡直覺得自己要hit the line
[00:13:27.480 --> 00:13:28.480]  但是下台
[00:13:28.480 --> 00:13:30.480]  那時候我是陳寶珠、蕭芳芳
[00:13:30.480 --> 00:13:32.480]  現在可能是
[00:13:32.480 --> 00:13:34.480]  我不認識的歌星
[00:13:34.480 --> 00:13:37.480]  即是MIRROR那些
[00:13:37.480 --> 00:13:40.480]  那些新聞仔不讓我走
[00:13:40.480 --> 00:13:42.480]  那些老師說
[00:13:42.480 --> 00:13:44.480]  讓梁新休息
[00:13:44.480 --> 00:13:46.480]  我坐在教員室外
[00:13:46.480 --> 00:13:48.480]  那些新聞仔來看
[00:13:48.480 --> 00:13:49.480]  有些新聞仔說
[00:13:49.480 --> 00:13:50.480]  你可不可以和我簽名?
[00:13:50.480 --> 00:13:51.480]  我簽在哪裡?
[00:13:51.480 --> 00:13:52.480]  簽在衣服那裡
[00:13:52.480 --> 00:13:53.480]  當然不行
[00:13:53.480 --> 00:13:54.480]  我是很開心
[00:13:54.480 --> 00:13:56.480]  我有感謝神
[00:13:56.480 --> 00:13:58.480]  因為神聽我禱告
[00:13:58.480 --> 00:13:59.480]  和我很認真
[00:13:59.480 --> 00:14:01.480]  同一個星期
[00:14:01.480 --> 00:14:03.480]  我自己是宣導會北角堂
[00:14:03.480 --> 00:14:05.480]  我不知道對我是祝福還是奏坐
[00:14:05.480 --> 00:14:07.480]  我的牧師跟我說
[00:14:07.480 --> 00:14:09.480]  我們連續有三萬培督
[00:14:09.480 --> 00:14:11.480]  培靈會
[00:14:11.480 --> 00:14:13.480]  請了一個印度籍的
[00:14:13.480 --> 00:14:14.480]  我還記得叫薩加尼亞
[00:14:14.480 --> 00:14:15.480]  即是一個牧師
[00:14:15.480 --> 00:14:16.480]  他說
[00:14:16.480 --> 00:14:17.480]  你回來
[00:14:17.480 --> 00:14:19.480]  在培靈會裡面負責
[00:14:19.480 --> 00:14:21.480]  大敬拜吧
[00:14:21.480 --> 00:14:23.480]  這個
[00:14:23.480 --> 00:14:25.480]  對我來說不是祝福
[00:14:25.480 --> 00:14:26.480]  因為我喜歡唱歌
[00:14:26.480 --> 00:14:28.480]  但是我很有創意
[00:14:28.480 --> 00:14:29.480]  我唱的歌
[00:14:29.480 --> 00:14:31.480]  往往和我抱有些不同
[00:14:31.480 --> 00:14:33.480]  死了還去拿撒勒
[00:14:33.480 --> 00:14:34.480]  哪有好先知
[00:14:34.480 --> 00:14:35.480]  回到自己的教會
[00:14:35.480 --> 00:14:37.480]  我可以為了侍奉
[00:14:37.480 --> 00:14:39.480]  禁食祈禱
[00:14:39.480 --> 00:14:40.480]  這是第一次
[00:14:40.480 --> 00:14:41.480]  你想想
[00:14:41.480 --> 00:14:42.480]  有沒有人像我這麼認真
[00:14:42.480 --> 00:14:44.480]  為了大敬拜禁食禱告
[00:14:44.480 --> 00:14:46.480]  求神有憐憫幫助
[00:14:46.480 --> 00:14:47.480]  但都沒有那一刻
[00:14:47.480 --> 00:14:48.480]  都是為了奏音
[00:14:48.480 --> 00:14:50.480]  但是還可以
[00:14:50.480 --> 00:14:51.480]  人們都說好了
[00:14:51.480 --> 00:14:53.480]  接著牧師跟我說
[00:14:53.480 --> 00:14:56.480]  我們剛剛會開一間新的分堂
[00:14:56.480 --> 00:14:57.480]  在麗堯
[00:14:57.480 --> 00:14:59.480]  麗堯宣導會
[00:14:59.480 --> 00:15:01.480]  星期六
[00:15:01.480 --> 00:15:03.480]  他們有第一次的報道會
[00:15:03.480 --> 00:15:05.480]  你去帶唱詩
[00:15:05.480 --> 00:15:06.480]  OK
[00:15:06.480 --> 00:15:07.480]  沒問題
[00:15:07.480 --> 00:15:09.480]  那個星期太多成功經驗
[00:15:09.480 --> 00:15:11.480]  太多不錯的反應
[00:15:11.480 --> 00:15:13.480]  就去吧
[00:15:13.480 --> 00:15:15.480]  去到的時候我坐第一行
[00:15:15.480 --> 00:15:17.480]  八點鐘、九點鐘
[00:15:17.480 --> 00:15:19.480]  那個姓李的
[00:15:19.480 --> 00:15:20.480]  傳導人拍我
[00:15:20.480 --> 00:15:21.480]  梁先生
[00:15:21.480 --> 00:15:22.480]  九點鐘你開始吧
[00:15:22.480 --> 00:15:23.480]  OK
[00:15:23.480 --> 00:15:24.480]  看下去
[00:15:24.480 --> 00:15:25.480]  只有十幾個
[00:15:25.480 --> 00:15:26.480]  細蚊仔
[00:15:26.480 --> 00:15:28.480]  我告訴大家
[00:15:28.480 --> 00:15:31.480]  我唱的歌是那個星期帶過的
[00:15:31.480 --> 00:15:33.480]  我講的故事
[00:15:33.480 --> 00:15:34.480]  都是那個星期講過的
[00:15:34.480 --> 00:15:36.480]  都是一樣的
[00:15:36.480 --> 00:15:38.480]  那些細蚊仔
[00:15:38.480 --> 00:15:40.480]  都有反應的
[00:15:40.480 --> 00:15:42.480]  但是我知道
[00:15:42.480 --> 00:15:43.480]  很深感受
[00:15:43.480 --> 00:15:45.480]  我是沒有力量的
[00:15:45.480 --> 00:15:49.480]  我是沒有那種熟齡的能力
[00:15:49.480 --> 00:15:50.480]  雖然說話一樣
[00:15:50.480 --> 00:15:53.480]  那十五分鐘我是在捱的
[00:15:53.480 --> 00:15:55.480]  雖然表面是OK
[00:15:55.480 --> 00:15:59.480]  原來那個星期我太多成功經驗
[00:15:59.480 --> 00:16:02.480]  以致我輕忽了那些小孩子
[00:16:02.480 --> 00:16:05.480]  以致我沒有好好的依靠神
[00:16:05.480 --> 00:16:07.480]  沒有好好的禱告
[00:16:07.480 --> 00:16:10.480]  所以那次報道會完結
[00:16:10.480 --> 00:16:11.480]  我帶完唱詩之後
[00:16:11.480 --> 00:16:13.480]  我沒有留在那裏
[00:16:13.480 --> 00:16:14.480]  我走了
