
[00:00:00.000 --> 00:00:03.960]  大慶姐妹們平安,我們先一起祈禱
[00:02:47.600 --> 00:02:51.120]  以及在其他地方都傳開了
[00:02:51.120 --> 00:02:55.760]  也提到他們是很樂意效法主的
[00:02:55.760 --> 00:03:01.840]  在第二章,我們知道「貼索萊加」教會的弟兄姊妹
[00:03:01.840 --> 00:03:05.600]  也受同胞的迫害
[00:03:05.600 --> 00:03:15.120]  第三章告訴我們保羅派派提摩泰去查探教會的情況
[00:03:15.120 --> 00:03:18.560]  結果提摩泰回到保羅那裡
[00:03:18.560 --> 00:03:26.960]  把「貼索萊加」教會的信心和愛心的好消息向保羅報告
[00:03:26.960 --> 00:03:31.200]  保羅聽了非常喜樂
[00:03:31.200 --> 00:03:37.920]  因為這間教會面對患難都沒有離棄信仰
[00:03:37.920 --> 00:03:42.000]  但是沒有一間教會是完全的
[00:03:42.000 --> 00:03:46.160]  「貼索萊加」教會都沒有例外
[00:03:46.160 --> 00:03:53.440]  我相信他們在生活上、在行事為人方面是有問題的
[00:03:53.440 --> 00:03:58.080]  只是保羅沒有明顯地指責他們
[00:03:58.080 --> 00:04:03.840]  由我們看兩節經文,從中可以看到一些暗示
[00:04:03.840 --> 00:04:06.560]  在第二章第十節說
[00:04:06.560 --> 00:04:15.360]  「我們對你們信主的人,是何等聖潔正直,無可指責」
[00:04:15.360 --> 00:04:21.440]  「者有你們作證,也有上帝作證」
[00:04:21.440 --> 00:04:31.680]  而在第三章十一至十三節是保羅為「貼索萊加」教會的弟兄姊妹祈禱
[00:04:31.680 --> 00:04:37.440]  讓我們留心讀三章十二至十三節
[00:04:37.440 --> 00:04:46.080]  「願主使你們彼此相愛的心和眾人的心都能增長充足」
[00:04:46.080 --> 00:04:55.600]  「如同我們愛你們一樣,使你們在我們的主耶穌和他眾聖徒來臨的時候」
[00:04:55.600 --> 00:05:03.360]  「在我們父上帝面前,成為聖潔,無可指責,阿們」
[00:05:03.360 --> 00:05:12.640]  從這兩節經文可以看到有兩次提到「聖潔」和「無可指責」
[00:05:12.640 --> 00:05:22.640]  我相信一般人,我們一般基督徒都會為自己或別人的缺憲祈禱
[00:05:22.640 --> 00:05:32.480]  「貼索萊加」教會在聖潔生活方面大概有缺憲
[00:05:32.480 --> 00:05:42.080]  他們雖然已經有愛心,但保羅仍然為了他們愛心增長祈禱
[00:05:42.080 --> 00:05:46.640]  即是說他們愛心都有缺憲
[00:05:46.640 --> 00:05:57.440]  所以保羅在第一至第三章可以說是為了第四、第五章做一個鋪墊
[00:05:57.440 --> 00:06:11.120]  他要教導「貼索萊加」的人有關信主之後,信徒的行事為人應該怎樣
[00:06:11.120 --> 00:06:24.880]  在四章一至一開始就說「既然你們領受了我們的教導,知道該怎樣行事為人,討上帝的喜悅」
[00:06:24.880 --> 00:06:31.600]  「其實你們也正這樣行,我勸你們要更加努力」
[00:06:31.600 --> 00:06:42.960]  保羅勸他們要更加努力,即是說他們在行事為人方面仍然有很大的進步空間
[00:06:42.960 --> 00:06:51.600]  他們應該向著哪一方面的目標更加努力尋求進步呢?
[00:06:51.600 --> 00:07:00.800]  在四章三至七節這五節的經文中提到「聖潔」三次
[00:07:00.800 --> 00:07:07.200]  所以在第二章和第三章其實保羅已經提到兩次「聖潔」
[00:07:07.200 --> 00:07:18.960]  而在四章三至七節保羅更加強調「聖潔是上帝呼召我們的旨意或目的」
[00:07:18.960 --> 00:07:29.600]  換句話說「上帝呼召我們進入祂的國,是要我們成為一個聖潔的群體」
[00:07:29.600 --> 00:07:34.720]  「上帝是要建立一個聖潔的角度」
[00:07:34.720 --> 00:07:43.040]  因此這個教導不只是給了「貼薩羅尼加教會」,也是給了所有基督徒
[00:07:43.040 --> 00:07:52.400]  無論我們生活在什麼時代,「聖潔生活」都是上帝對我們的旨意或目的
[00:07:52.400 --> 00:08:00.720]  許多時候有些熱心的基督徒全福音都只是強調「一信就得」
[00:08:00.720 --> 00:08:06.960]  得什麼呢?得到入天堂的簽證,得到永生
[00:08:06.960 --> 00:08:11.120]  這個說法其實都是合乎聖經的
[00:08:11.120 --> 00:08:15.760]  因為我們的確相信「因信稱義」
[00:08:15.760 --> 00:08:22.320]  人不是靠自己的想法或者自己的好行為
[00:08:22.320 --> 00:08:25.280]  就可以進入天堂
[00:08:25.280 --> 00:08:27.920]  而是要靠關係的
[00:08:27.920 --> 00:08:30.720]  是我們藉著相信耶穌
[00:08:30.720 --> 00:08:34.960]  而跟上帝建立一個父子或者父女的關係
[00:08:34.960 --> 00:08:38.560]  一種親情的關係
[00:08:38.560 --> 00:08:43.760]  有了這個關係,我們無論什麼時候離開世界
[00:08:43.760 --> 00:08:47.520]  都自然可以回到天父的家
[00:08:47.520 --> 00:08:56.480]  但是在「因信稱義」之後,我們的行事為人都是非常重要的
[00:08:56.480 --> 00:08:58.720]  這不是說我們是靠行為得救
[00:08:58.720 --> 00:09:01.760]  我們真的是靠信心得救
[00:09:01.760 --> 00:09:09.520]  不過真正的信心是不可能沒有相對應的行為
[00:09:09.520 --> 00:09:11.360]  我舉一個例子
[00:09:11.360 --> 00:09:18.720]  我們在澳洲,有一位澳洲塔省的美女叫Mary Donaldson
[00:09:18.720 --> 00:09:23.360]  她當年就邂逅了一位丹麥的王子
[00:09:23.360 --> 00:09:28.800]  結果他們相信愛情墮入哀嚎
[00:09:28.800 --> 00:09:33.920]  但是當Mary嫁入丹麥皇室之後
[00:09:33.920 --> 00:09:41.040]  Mary是要放棄澳洲國籍,成為丹麥人
[00:09:41.040 --> 00:09:46.320]  她還要學習丹麥語和皇室的禮儀
[00:09:46.320 --> 00:09:50.080]  以致她不會在出席大場面的時候
[00:09:50.080 --> 00:09:54.400]  做了一些不太體統的事
[00:09:54.400 --> 00:10:00.480]  丟了丹麥國家的面子
[00:10:00.480 --> 00:10:03.840]  如果一個人信了耶穌
[00:10:03.840 --> 00:10:08.160]  他是沒有一些相對應的聖潔行為
[00:10:08.160 --> 00:10:12.160]  那個人的信是假的
[00:10:12.160 --> 00:10:14.960]  又或者沒有人教導他
[00:10:14.960 --> 00:10:17.680]  信主之後要讀聖經
[00:10:17.680 --> 00:10:22.560]  要在行事為人方面有所改變
[00:10:22.560 --> 00:10:29.440]  要活出天國人的聖潔行為
[00:10:29.440 --> 00:10:34.000]  保羅在這裡勸導帖撒羅尼加的信徒
[00:10:34.000 --> 00:10:38.320]  行事為人,要聖潔
[00:10:38.320 --> 00:10:40.160]  有了這個目標
[00:10:40.160 --> 00:10:45.600]  究竟要做些什麼呢?
[00:10:45.600 --> 00:10:47.760]  在第三節到第六節
[00:10:47.760 --> 00:10:52.160]  我們可以看到保羅很強調淫行
[00:10:52.160 --> 00:10:58.320]  教導信徒要好好控制自己的身體
[00:10:58.320 --> 00:11:03.760]  不要放縱私慾的邪情
[00:11:03.760 --> 00:11:07.360]  在利美記十九章二節上主說
[00:11:07.360 --> 00:11:10.720]  你要吩咐以色列傳媒眾對他不說
[00:11:10.720 --> 00:11:13.360]  你們要成為聖
[00:11:13.360 --> 00:11:14.960]  因為我耶和華
[00:11:14.960 --> 00:11:19.280]  你們的上帝是神聖的
[00:11:19.280 --> 00:11:23.440]  利美記十九章跟著下去的經文
[00:11:23.440 --> 00:11:27.840]  都是吩咐以色列人在日常生活行為上
[00:11:27.840 --> 00:11:31.520]  要有聖潔的表現
[00:11:31.520 --> 00:11:33.600]  概括來說
[00:11:33.600 --> 00:11:35.840]  那裡提到的生活行為
[00:11:35.840 --> 00:11:38.480]  都可以說是十誡的教導
[00:11:38.480 --> 00:11:40.800]  例如不可偷渡、不可欺騙
[00:11:40.800 --> 00:11:44.160]  不可以彼此說謊
[00:11:44.160 --> 00:11:47.600]  有關聖行為方面的教導
[00:11:47.600 --> 00:11:53.840]  就有提到許配給別人的婢女
[00:11:53.840 --> 00:11:56.800]  一個人與許配給別人的婢女交合
[00:11:56.800 --> 00:11:58.800]  就要受懲罰
[00:11:58.800 --> 00:12:02.400]  不是太過強調
[00:12:02.400 --> 00:12:05.280]  因此保羅在這裡特別強調
[00:12:05.280 --> 00:12:07.680]  在聖方面要保持聖潔
[00:12:07.680 --> 00:12:13.280]  我相信跟當時的社會風俗很有關係
[00:12:13.280 --> 00:12:16.160]  我在維基百科找到一些資料
[00:12:16.160 --> 00:12:18.000]  我讀給大家聽
[00:12:18.000 --> 00:12:19.840]  那篇文章的標題是
[00:12:19.840 --> 00:12:23.040]  古羅馬的聖行為
[00:12:23.040 --> 00:12:25.200]  是這樣的
[00:12:25.200 --> 00:12:27.920]  古羅馬的聖態度和行為
[00:12:27.920 --> 00:12:31.840]  由藝術、文學、冥文、色情、文物
[00:12:31.840 --> 00:12:36.080]  和建築等考古遺跡顯示出來
[00:12:36.080 --> 00:12:38.000]  我們怎麼知道
[00:12:38.000 --> 00:12:41.920]  我們主要是靠考古
[00:12:41.920 --> 00:12:44.640]  因為古羅馬的聖態度
[00:12:44.640 --> 00:12:46.800]  都是兩千多年前
[00:12:46.800 --> 00:12:49.440]  我們考古從甚麼地方
[00:12:49.440 --> 00:12:51.920]  可以找到他們對聖行為的態度呢
[00:12:51.920 --> 00:12:55.280]  就是藝術品、文學的寫作
[00:12:55.280 --> 00:12:56.800]  甚至冥文
[00:12:56.800 --> 00:12:59.840]  在墳墓上寫了甚麼
[00:12:59.840 --> 00:13:02.640]  色情文物,有沒有甚麼色情文物
[00:13:02.640 --> 00:13:04.720]  甚至建築物
[00:13:04.720 --> 00:13:06.160]  建築物看甚麼呢
[00:13:06.160 --> 00:13:08.640]  看他們的牆如何裝飾
[00:13:08.640 --> 00:13:11.440]  他們很喜歡用石頭砌圖案
[00:13:11.440 --> 00:13:14.400]  砌了甚麼出來
[00:13:14.400 --> 00:13:17.360]  繼續讀這篇文章的內容
[00:13:17.360 --> 00:13:21.440]  有時人們認為無限制的聖許可
[00:13:21.440 --> 00:13:24.480]  是古羅馬的特徵
[00:13:24.480 --> 00:13:27.760]  聖行為只是受一些傳統社會
[00:13:27.760 --> 00:13:30.960]  稍為規範
[00:13:30.960 --> 00:13:37.360]  羞恥、謙遜是聖行為的主要調節因素
[00:13:37.360 --> 00:13:39.440]  羅馬社會是富權制的
[00:13:39.440 --> 00:13:41.600]  男子氣概的前提
[00:13:41.600 --> 00:13:46.640]  是能夠管理自己和地位較低的人
[00:13:46.640 --> 00:13:49.120]  不僅在戰爭和政治中
[00:13:49.120 --> 00:13:51.600]  而且在聖軍系中
[00:13:51.600 --> 00:13:55.680]  女性的相應理想是精潔或謙虛
[00:13:55.680 --> 00:13:57.760]  但她是一種更積極
[00:13:57.760 --> 00:14:01.520]  甚至更具競爭力的個人品質
[00:14:01.520 --> 00:14:05.440]  展示了她的吸引力和自制力
[00:14:05.440 --> 00:14:08.240]  上層階級的羅馬女性
[00:14:08.240 --> 00:14:10.880]  被期望受過良好的教育
[00:14:10.880 --> 00:14:12.320]  性格堅強
[00:14:12.320 --> 00:14:16.800]  並積極維護家庭的社會地位
[00:14:16.800 --> 00:14:19.520]  古羅馬文化中的一些性態度
[00:14:19.520 --> 00:14:24.480]  行為與後來的西方社會明顯不同
[00:14:24.480 --> 00:14:30.880]  羅馬宗教將性作為國家繁榮的一個方面
[00:14:30.880 --> 00:14:35.200]  個人可能會求助於私人宗教活動
[00:14:35.200 --> 00:14:39.200]  或魔法來改善他們的性生活
[00:14:39.200 --> 00:14:41.840]  或生殖健康
[00:14:41.840 --> 00:14:48.480]  邁入是合法的、公開的和普遍的
[00:14:48.480 --> 00:14:52.240]  色情畫作是受人尊敬的
[00:14:52.240 --> 00:14:58.080]  上流社會家庭的藝術收藏品之一
[00:14:58.080 --> 00:15:03.120]  男性對少男少女的性吸引力
[00:15:03.120 --> 00:15:06.160]  被認為是自然的
[00:15:06.160 --> 00:15:11.760]  只要年輕的男性伴侶不是自由出生的
[00:15:11.760 --> 00:15:14.560]  即是老大階層的羅馬人
[00:15:14.560 --> 00:15:18.800]  甚至戀童也是被寬恕的
[00:15:18.800 --> 00:15:22.640]  同性戀和異性戀
[00:15:22.640 --> 00:15:29.040]  並沒有形成羅馬人對性的看法的主要義憤法
[00:15:29.040 --> 00:15:34.160]  只要他的行為沒有暴露出弱點或過分之處
[00:15:34.160 --> 00:15:40.320]  也沒有侵犯男性同齡人的權利和特權
[00:15:40.320 --> 00:15:46.960]  那麼他就不會受到道德譴責
[00:15:46.960 --> 00:15:48.960]  最後的意思是
[00:15:48.960 --> 00:15:54.000]  如果一位奴隸主與同性的奴隸有性行為
[00:15:54.000 --> 00:15:59.120]  是不會被譴責的
[00:15:59.120 --> 00:16:12.560]  所以保羅當時對著生活在比較放縱的社會氛圍中
[00:16:12.560 --> 00:16:16.640]  他就勸導接薩羅尼加教會的弟兄姊妹
[00:16:16.640 --> 00:16:20.080]  要活得性結
[00:16:20.080 --> 00:16:24.320]  特別強調淫行方面、性行為方面
[00:16:24.320 --> 00:16:27.360]  在四章六節其實還特別提到
[00:16:27.360 --> 00:16:31.520]  他說「不准有人在這世上越軌
[00:16:31.520 --> 00:16:34.240]  佔他弟兄的便宜」
[00:16:34.240 --> 00:16:37.920]  這句話可能有兩方面的解釋
[00:16:37.920 --> 00:16:42.240]  一是男性以兄弟相愛為藉口
[00:16:42.240 --> 00:16:45.280]  就與弟兄發生性關係
[00:16:45.280 --> 00:16:52.320]  又或者與教會中的姊妹有性關係都可能
[00:16:52.320 --> 00:16:58.480]  我記得很多年前在香港街頭曾經遇到一個人派傳單
[00:16:58.480 --> 00:17:03.520]  那個傳單好像自己稱為「Children of God」
[00:17:03.520 --> 00:17:07.680]  也是基督教,譯為「上帝的兒女」
[00:17:07.680 --> 00:17:11.920]  後來我就問了傳道人
[00:17:11.920 --> 00:17:16.800]  傳道人告訴我他們其實是異端來的
[00:17:16.800 --> 00:17:18.240]  為甚麼呢?
[00:17:18.240 --> 00:17:23.280]  原來他們宣揚弟兄姊妹應該彼此相愛
[00:17:23.280 --> 00:17:25.600]  父聖應該彼此相愛
[00:17:25.600 --> 00:17:27.120]  那他們怎樣做呢?
[00:17:27.120 --> 00:17:33.200]  他們信了他們或者跟了他們的領袖的人
[00:17:33.200 --> 00:17:35.760]  就在一間大廈裡住
[00:17:35.760 --> 00:17:41.760]  姊妹的身體是要給弟兄作為性工具的
[00:17:41.760 --> 00:17:48.880]  彼此相愛,你的身體借給我用一下吧
[00:17:48.880 --> 00:17:56.720]  他們的領袖當然隨意都可以跟任何一位姊妹有性行為
[00:17:56.720 --> 00:18:01.840]  不僅如此,他們還派來一些更漂亮的姊妹上街傳福音
[00:18:01.840 --> 00:18:04.800]  他們稱這一種傳福音的方法
[00:18:04.800 --> 00:18:07.520]  當然是專門向男生傳福音
[00:18:07.520 --> 00:18:11.280]  他們稱這一種方法叫「釣魚法傳福音」
[00:18:11.280 --> 00:18:13.440]  也有聖經根據的
[00:18:13.440 --> 00:18:19.840]  主耶穌的門徒是不斷釣魚的,居多嘛
[00:18:19.840 --> 00:18:23.280]  在四章九節保羅就警告他們
[00:18:23.280 --> 00:18:29.680]  如果他們不順從保羅在有關性行為方面的教導
[00:18:29.680 --> 00:18:32.320]  要他們保持聖潔
[00:18:32.320 --> 00:18:38.800]  不順從的話就等於是氣絕上帝
[00:18:38.800 --> 00:18:44.320]  貼薩羅尼加教會在應用「弟兄間要彼此相愛」的時候
[00:18:44.320 --> 00:18:47.920]  可能也犯了一些錯誤
[00:18:47.920 --> 00:18:54.480]  比如有一位弟兄,他不工作,天天躺平
[00:18:54.480 --> 00:18:58.000]  但他怎樣生活呢?他就跟另一位弟兄說
[00:18:58.000 --> 00:19:05.120]  「聖經教導我們,你要愛鱗魚己,你有食物分一些給我吧」
[00:19:05.120 --> 00:19:08.880]  我的猜想有兩處經文作證
[00:19:08.880 --> 00:19:15.200]  在四章十一節特別說「要立志過安靜的生活」
[00:19:15.200 --> 00:19:19.200]  「管自己的事,親手做工」
[00:19:19.200 --> 00:19:23.920]  「正如我們從此吩咐你們的」
[00:19:23.920 --> 00:19:26.800]  另一處經文就在二章九節
[00:19:26.800 --> 00:19:30.720]  保羅以他自己做榜樣,他就這樣說
[00:19:30.720 --> 00:19:36.240]  「弟兄們,你們紀念我們的辛苦勞碌,晝夜做工」
[00:19:36.240 --> 00:19:41.920]  「傳上帝的福音給你們,免得你們任何人受累」
[00:19:41.920 --> 00:19:45.440]  保羅提這件事是以他自己做榜樣
[00:19:45.440 --> 00:19:49.520]  他沒有收錢傳福音,反而自己賺錢
[00:19:49.520 --> 00:19:53.920]  甚至有可能周祭他們當一些貧窮的人
[00:19:53.920 --> 00:19:57.920]  要弟兄姊妹不要濫用聖經的教導
[00:19:57.920 --> 00:20:00.960]  去佔弟兄的便宜,自己不做工
[00:20:00.960 --> 00:20:05.440]  就叫弟兄要養活她
[00:20:05.440 --> 00:20:08.800]  好了,讓我做一個總結
[00:20:08.800 --> 00:20:11.680]  我們成為基督徒之後
[00:20:11.680 --> 00:20:14.640]  其實是要活出上帝的聖潔
[00:20:14.640 --> 00:20:18.160]  這是上帝的旨意
[00:20:18.160 --> 00:20:23.840]  在聖方面,我們不能隨便與人發生性行為
[00:20:23.840 --> 00:20:28.960]  現在世界潮流是未結婚才有性關係
[00:20:28.960 --> 00:20:31.520]  甚至同居
[00:20:31.520 --> 00:20:36.160]  作為基督徒,我不認為這是聖潔的行為
[00:20:36.160 --> 00:20:40.240]  所以當我女兒未有男朋友之前,我已經跟她說
[00:20:40.240 --> 00:20:45.360]  我對拍拖,認識男朋友只有兩個要求
[00:20:45.360 --> 00:20:50.240]  第一,對方是一位真正的基督徒
[00:20:50.240 --> 00:20:57.120]  而不是為了追求你,隨便洗禮,說信耶穌
[00:20:57.120 --> 00:21:01.360]  第二,不要有婚前性行為
[00:21:01.360 --> 00:21:06.560]  這是不合聖經的教導,不合聖徒的體統
[00:21:06.560 --> 00:21:10.160]  我感激她大學一畢業就結婚
[00:21:10.160 --> 00:21:14.080]  她現在的家庭都很好
[00:21:14.080 --> 00:21:16.480]  至於性放縱方面
[00:21:16.480 --> 00:21:20.960]  我們現在這個世代更加容易,打開網站
[00:21:20.960 --> 00:21:26.480]  隨時都會有美女出來,不穿衣服或少穿衣服
[00:21:26.480 --> 00:21:31.200]  我聽一位港員提過一件發生在加拿大的事
[00:21:31.200 --> 00:21:34.880]  加拿大那邊的房子很多都有地牢
[00:21:34.880 --> 00:21:39.600]  男性、男人都很喜歡到地牢做事
[00:21:39.600 --> 00:21:44.640]  例如做木工,做其他自己有興趣的事
[00:21:44.640 --> 00:21:48.160]  有一位大兄都很喜歡到地牢,他做甚麼呢?
[00:21:48.160 --> 00:21:52.480]  他去看聖電影,三級片
[00:21:52.480 --> 00:21:57.280]  他的太太還對他這樣說
[00:21:57.280 --> 00:22:00.960]  你看就好了,不要做了
[00:22:00.960 --> 00:22:06.560]  其實是不對的,看也不要看就對了
[00:22:06.560 --> 00:22:13.840]  在夏娃吃禁果的事裡,是因為他看的
[00:22:13.840 --> 00:22:16.800]  他看那個分別,善惡做的果
[00:22:16.800 --> 00:22:22.800]  看到它又漂亮,又開始想像,又好吃
[00:22:22.800 --> 00:22:26.400]  於是被蛇引誘了一下,他就吃了
[00:22:26.400 --> 00:22:30.000]  最後掉進陷阱了
[00:22:30.000 --> 00:22:36.720]  在主圖文裡,主耶穌教導我們向上帝祈求
[00:22:36.720 --> 00:22:43.120]  「不叫我們陷入私貪,救我們脫離那惡者」
[00:22:43.120 --> 00:22:49.520]  人遇到試探是無可避免的
[00:22:49.520 --> 00:22:52.880]  但是如果我們知道那裡有試探的話
[00:22:52.880 --> 00:22:58.240]  我們就自己不要走過去
[00:22:58.240 --> 00:23:05.200]  你如果經常看色情雜誌、色情網站
[00:23:05.200 --> 00:23:10.800]  看得多會入腦,入腦之後會上癮的
[00:23:10.800 --> 00:23:17.760]  那你上癮之後,就很容易會掉進陷阱了
[00:23:17.760 --> 00:23:20.160]  這些事不是不會發生的
[00:23:20.160 --> 00:23:25.520]  我也聽過,我有一位輔導員說過
[00:23:25.520 --> 00:23:29.600]  有一晚,突然收到牧師的電話
[00:23:29.600 --> 00:23:35.440]  他說:「哎呀,糟糕了,請你快點去那位弟兄家」
[00:23:35.440 --> 00:23:42.640]  「他太太的神經很激動,情緒很激動」
[00:23:42.640 --> 00:23:46.640]  「你幫我去處理一下吧」
[00:23:46.640 --> 00:23:49.760]  「那位姐妹,為甚麼她的神經突然激動」
[00:23:49.760 --> 00:23:52.960]  「情緒這麼激動」
[00:23:52.960 --> 00:23:58.160]  因為他半夜醒了,發覺他老公不在他身邊
[00:23:58.160 --> 00:24:01.280]  他就起床走出去看看
[00:24:01.280 --> 00:24:14.960]  哇,經過工人房,看到他老公就跟我去飛鴻進行性行為
[00:24:14.960 --> 00:24:17.680]  求主三叫我們不要陷入舌淡
[00:24:17.680 --> 00:24:20.800]  救我們,即是彌勒學者
[00:24:20.800 --> 00:24:23.680]  主有關彼此相愛的教導
[00:24:23.680 --> 00:24:27.040]  這個肯定是主耶穌給我們的命令
[00:24:27.040 --> 00:24:31.680]  我們求主幫助,盡力而為
[00:24:31.680 --> 00:24:35.520]  我們要成為上帝聖潔的子民
[00:24:35.520 --> 00:24:42.640]  千萬不要利用聖經的教導去佔弟兄姐妹的便宜
[00:24:42.640 --> 00:24:45.440]  讓我們一起祈禱
[00:24:45.440 --> 00:24:51.120]  親愛的天父,感謝你揀選了我們成為你的門徒
[00:24:51.120 --> 00:24:58.560]  求聖靈幫助我們將聖經的教導實實在在地活出來
[00:24:58.560 --> 00:25:01.360]  幫助我們時時活在你的面前
[00:25:01.360 --> 00:25:04.640]  成為聖潔,榮耀你
[00:25:04.640 --> 00:25:07.600]  奉耶穌基督的名祈禱
[00:25:07.600 --> 00:25:08.720]  阿們
