
[00:00:00.000 --> 00:00:04.760]  有一個十七世紀的英國詩人
[00:01:43.560 --> 00:01:47.560]  大衛在阿沙隆離世之後
[00:01:47.560 --> 00:01:49.560]  他回到耶路撒冷
[00:01:49.560 --> 00:01:54.720]  在途中遇到的其中兩個人物
[00:01:54.720 --> 00:01:58.560]  就是師妹和米妃波切
[00:01:58.560 --> 00:02:02.640]  我們嘗試從這兩個片段當中
[00:02:02.640 --> 00:02:04.160]  學習一下
[00:02:04.160 --> 00:02:07.640]  究竟我們可以怎樣處理
[00:02:07.640 --> 00:02:10.200]  在我們生命當中
[00:02:10.200 --> 00:02:14.640]  這些我們常常遇到的處境呢?
[00:02:14.640 --> 00:02:16.640]  第一個片段
[00:02:16.640 --> 00:02:23.480]  在第十九章十八節下半節至二十三節
[00:02:23.480 --> 00:02:25.640]  經文是這樣的
[00:02:25.640 --> 00:02:27.640]  請聽我讀出
[00:02:27.640 --> 00:02:31.640]  第十八節下半節
[00:02:31.640 --> 00:02:34.120]  「王要過約旦河的時候
[00:02:34.120 --> 00:02:38.840]  基拉的兒子師妹就俯伏在王面前
[00:02:38.840 --> 00:02:40.080]  對王說
[00:02:40.080 --> 00:02:43.240]  『我主我王出耶路撒冷的時候
[00:02:43.240 --> 00:02:47.240]  僕人行活役的時,現在求我主
[00:02:47.240 --> 00:02:50.040]  不要因此加罪於僕人
[00:02:50.040 --> 00:02:54.240]  不要紀念,也不要放在心上』
[00:02:54.240 --> 00:02:56.240]  僕人明知自己有罪
[00:02:56.240 --> 00:02:58.840]  所以若失全家之忠
[00:02:58.840 --> 00:03:04.040]  今日我首先下來迎接我主我王
[00:03:04.040 --> 00:03:06.840]  西魯雅的兒子阿比西說
[00:03:06.840 --> 00:03:10.240]  『師妹既驟罵耶護華的受告者
[00:03:10.240 --> 00:03:13.240]  不應當致死他嗎?』
[00:03:13.240 --> 00:03:14.240]  大衛說
[00:03:14.240 --> 00:03:18.440]  『西魯雅的兒子,我與你們有何關涉?
[00:03:18.440 --> 00:03:21.840]  使你們今日與我反對?
[00:03:21.840 --> 00:03:25.240]  今日在以色列中豈可致死人?
[00:03:25.240 --> 00:03:29.840]  我豈不知今日我作以色列的王嗎?』
[00:03:29.840 --> 00:03:32.440]  於是王對師妹說
[00:03:32.440 --> 00:03:34.040]  『你必不死』
[00:03:34.040 --> 00:03:37.240]  王就向她起誓」
[00:03:37.240 --> 00:03:43.240]  上文提及在亞沙隆陣亡後
[00:03:43.240 --> 00:03:51.240]  更加突出大衛與約克之間的矛盾
[00:03:51.240 --> 00:03:55.840]  去到撒滿爾基夏的十九章十三節
[00:03:55.840 --> 00:04:02.240]  大衛乘機委任哈瑪撒作為元帥
[00:04:02.240 --> 00:04:05.240]  去取代約克
[00:04:05.240 --> 00:04:12.840]  目的是要安撫猶大軍心
[00:04:12.840 --> 00:04:16.640]  接著大衛班斯回朝
[00:04:16.640 --> 00:04:18.640]  他要返回耶路撒冷
[00:04:18.640 --> 00:04:19.840]  在那個時候
[00:04:19.840 --> 00:04:22.640]  他第一個遇見的人
[00:04:22.640 --> 00:04:26.640]  出來迎接他的是師妹
[00:04:26.640 --> 00:04:28.440]  如果大家有印象
[00:04:28.440 --> 00:04:30.040]  師妹這個人
[00:04:30.040 --> 00:04:34.840]  其實她在撒滿爾基夏的第十六章
[00:04:34.840 --> 00:04:37.240]  曾經出現過
[00:04:37.240 --> 00:04:39.240]  今日這段經文
[00:04:39.240 --> 00:04:43.040]  是第十八節下至二十節
[00:04:43.040 --> 00:04:47.640]  講述他們再一次相遇時的片段
[00:04:47.640 --> 00:04:50.240]  剛才讀過那段經文
[00:04:50.240 --> 00:04:52.440]  「王要蓋約旦河的時候
[00:04:52.440 --> 00:04:54.040]  基拉的兒子師妹
[00:04:54.040 --> 00:04:56.840]  就俯伏在王面前對王說
[00:04:56.840 --> 00:04:59.440]  『我主我王出耶路撒冷的時候
[00:04:59.440 --> 00:05:01.440]  僕人行博弈的事
[00:05:01.440 --> 00:05:05.040]  現在求我主不要因此加罪於僕人
[00:05:05.040 --> 00:05:06.640]  不要紀念我
[00:05:06.640 --> 00:05:08.640]  也不要放在心上
[00:05:08.640 --> 00:05:10.640]  僕人明知自己有罪
[00:05:10.640 --> 00:05:12.640]  所以約失全家之忠
[00:05:12.640 --> 00:05:16.640]  今日我首先下來迎接我主我王』」
[00:05:16.640 --> 00:05:19.240]  裏面也提到
[00:05:19.240 --> 00:05:21.840]  僕人行博弈的事
[00:05:21.840 --> 00:05:25.040]  是撒滿爾基夏的第十六章
[00:05:25.040 --> 00:05:27.040]  第五至十三節
[00:05:27.040 --> 00:05:31.440]  當時大衛要逃離耶路撒冷
[00:05:31.440 --> 00:05:33.840]  在路上遇到
[00:05:33.840 --> 00:05:36.440]  掃羅所屬的汴雅敏之派
[00:05:36.440 --> 00:05:39.440]  裏面的師妹
[00:05:39.440 --> 00:05:43.240]  師妹看見大衛要逃跑
[00:05:43.240 --> 00:05:45.440]  於是她就幸災樂禍
[00:05:45.440 --> 00:05:48.040]  她不但詛咒大衛
[00:05:48.040 --> 00:05:50.040]  還用石頭釘他
[00:05:50.040 --> 00:05:55.040]  誰知大衛竟然不死
[00:05:55.040 --> 00:05:58.440]  還要重新掌權
[00:05:58.440 --> 00:06:02.640]  所以師妹唯有死死地氣
[00:06:02.640 --> 00:06:03.840]  卑躬屈膝
[00:06:03.840 --> 00:06:06.040]  我主我王地說一頓
[00:06:06.040 --> 00:06:07.840]  去對大衛說
[00:06:07.840 --> 00:06:10.640]  「我知道自己有罪了」
[00:06:10.640 --> 00:06:12.840]  所以約失全家
[00:06:12.840 --> 00:06:16.240]  即是整個以色列文當中
[00:06:16.240 --> 00:06:20.040]  她是第一個來迎接大衛
[00:06:20.040 --> 00:06:23.040]  希望大衛可以放過她
[00:06:23.040 --> 00:06:26.840]  保住自己的性命
[00:06:26.840 --> 00:06:30.440]  不過去到第二十一節
[00:06:30.440 --> 00:06:34.640]  當亞比西聽到師妹求饒
[00:06:34.640 --> 00:06:37.040]  亞比西就插嘴
[00:06:37.040 --> 00:06:38.640]  這段經文說
[00:06:38.640 --> 00:06:41.040]  「洗厄魯的兒子亞比西說
[00:06:41.040 --> 00:06:44.240]  師妹既咒罵耶護華的受高者
[00:06:44.240 --> 00:06:47.640]  不應當致死貪魔」
[00:06:47.640 --> 00:06:50.840]  亞比西是約厄的弟弟
[00:06:50.840 --> 00:06:54.640]  兩兄弟都是大衛手下的大將
[00:06:54.640 --> 00:06:58.040]  對於師妹昔日怎樣養
[00:06:58.040 --> 00:07:02.640]  對大衛的羞辱仍然歷歷在目
[00:07:02.640 --> 00:07:06.240]  所以這個冒犯大衛
[00:07:06.240 --> 00:07:09.640]  並且褻瀆神的師妹
[00:07:09.640 --> 00:07:13.440]  她認為必須要被致死
[00:07:13.440 --> 00:07:16.040]  但大衛的想法不是這樣
[00:07:16.040 --> 00:07:18.240]  二十二至二十三節說
[00:07:18.240 --> 00:07:19.240]  大衛說
[00:07:19.240 --> 00:07:23.440]  「洗厄魯的兒子我與你們有何關係
[00:07:23.440 --> 00:07:26.640]  使你們今日與我反對?
[00:07:26.640 --> 00:07:30.240]  今日在以色列中豈可致死人?
[00:07:30.240 --> 00:07:34.440]  我豈不知今日我作以色列的王嗎?
[00:07:34.440 --> 00:07:37.040]  於是王對師妹說
[00:07:37.040 --> 00:07:38.440]  你必不死
[00:07:38.440 --> 00:07:41.040]  王就向她起誓」
[00:07:41.040 --> 00:07:43.840]  正所謂大人不記小人過
[00:07:43.840 --> 00:07:48.440]  大衛終於放生了師妹
[00:07:48.440 --> 00:07:52.640]  他甚至起誓說「你走吧」
[00:07:52.640 --> 00:07:53.640]  事實上
[00:07:53.640 --> 00:07:57.640]  大衛是否對師妹這麼寬容呢?
[00:07:57.640 --> 00:08:00.040]  原來當中有玄機
[00:08:00.040 --> 00:08:01.440]  你看清楚
[00:08:01.440 --> 00:08:05.240]  第二十一節和二十二節
[00:08:05.240 --> 00:08:09.640]  分別都有提及洗厄魯的兒子
[00:08:09.640 --> 00:08:13.840]  但第一個二十一節的洗厄魯的兒子
[00:08:13.840 --> 00:08:19.240]  接著那句就提及是亞比西
[00:08:19.240 --> 00:08:21.840]  洗厄魯的兒子是單數
[00:08:21.840 --> 00:08:24.640]  來到第二十二節
[00:08:24.640 --> 00:08:27.040]  其實是眾數
[00:08:27.040 --> 00:08:28.840]  其實在中文看不到
[00:08:28.840 --> 00:08:31.040]  但看完下面那句就知道了
[00:08:31.040 --> 00:08:33.040]  因為接著那裡
[00:08:33.040 --> 00:08:36.640]  是用了兩次「你們」
[00:08:36.640 --> 00:08:39.640]  「我與你們有何關係
[00:08:39.640 --> 00:08:43.640]  使你們今日與我反對?
[00:08:43.640 --> 00:08:48.240]  所以大衛在這裡指桑罵槐
[00:08:48.240 --> 00:08:53.040]  他是在說亞比西的哥哥約厄
[00:08:53.040 --> 00:08:56.840]  因為約厄違背大衛的命令
[00:08:56.840 --> 00:08:59.040]  將洗厄魯殺了
[00:08:59.040 --> 00:09:00.640]  所以對大衛來說
[00:09:00.640 --> 00:09:02.640]  根本沒有辦法釋懷
[00:09:02.640 --> 00:09:04.440]  放不下這件事
[00:09:04.440 --> 00:09:07.840]  所以他語帶相關
[00:09:07.840 --> 00:09:12.640]  提出了兩個「我要放師妹」的理由
[00:09:12.640 --> 00:09:14.640]  第一,他說
[00:09:14.640 --> 00:09:17.840]  「今日在以色列中豈可致死人
[00:09:17.840 --> 00:09:21.640]  我豈不知今日我作以色列的王嗎?」
[00:09:21.640 --> 00:09:23.840]  今天我回來
[00:09:23.840 --> 00:09:28.440]  其實是作王登基大喜的日子
[00:09:28.440 --> 00:09:32.640]  所以我不想看到有流血事件
[00:09:32.640 --> 00:09:36.240]  第二,你看清楚
[00:09:36.240 --> 00:09:38.440]  這句話其實是有骨的
[00:09:38.440 --> 00:09:43.640]  他要與亞比西和他哥哥約厄
[00:09:43.640 --> 00:09:47.440]  宣示他的主權
[00:09:47.440 --> 00:09:50.440]  現在輪到「你說是嗎?」
[00:09:50.440 --> 00:09:54.440]  「我才是以色列的王」
[00:09:54.440 --> 00:09:56.440]  正因為這樣
[00:09:56.440 --> 00:09:58.840]  到第23節
[00:09:58.840 --> 00:10:00.640]  經文說
[00:10:00.640 --> 00:10:02.840]  「於是王對師妹說
[00:10:02.840 --> 00:10:04.240]  『你必不死』
[00:10:04.240 --> 00:10:06.840]  王就向她起誓
[00:10:06.840 --> 00:10:11.840]  大衛不但作出赦免師妹的決定
[00:10:11.840 --> 00:10:17.840]  他還誓神癖願公開宣佈
[00:10:17.840 --> 00:10:22.640]  為何我把大衛的決定
[00:10:22.640 --> 00:10:24.840]  遙恕寬容的行動
[00:10:24.840 --> 00:10:27.440]  看得這麼負面呢?
[00:10:27.440 --> 00:10:29.840]  不是我冤枉他
[00:10:29.840 --> 00:10:33.840]  我不是以小人之心度君子之腹
[00:10:33.840 --> 00:10:36.440]  因為事實勝於雄辯
[00:10:36.440 --> 00:10:41.440]  如果我們繼續看這個歷史發展
[00:10:41.440 --> 00:10:46.840]  到「烈王記」上第二章第八至第九節
[00:10:46.840 --> 00:10:53.840]  當大衛要把自己的身後事交給所羅門的時候
[00:10:53.840 --> 00:10:55.840]  你看看大衛怎樣說
[00:10:55.840 --> 00:10:58.840]  那段經文是這樣說的
[00:10:58.840 --> 00:11:03.240]  「在你這裡有巴胡林的汴雅文人
[00:11:03.240 --> 00:11:05.240]  基拉的兒子師妹
[00:11:05.240 --> 00:11:07.640]  我往馬哈廉去的那日
[00:11:07.640 --> 00:11:10.440]  他用狠毒的言語咒罵我
[00:11:10.440 --> 00:11:13.840]  後來卻下約旦河迎接我
[00:11:13.840 --> 00:11:17.440]  我就指著瑤華向他起誓說
[00:11:17.440 --> 00:11:20.040]  『我必不用刀殺你
[00:11:20.040 --> 00:11:23.440]  現在你不要以他為無罪
[00:11:23.440 --> 00:11:25.240]  你是聰明人
[00:11:25.240 --> 00:11:27.640]  必知道怎樣待他
[00:11:27.640 --> 00:11:30.040]  使他白頭見殺
[00:11:30.040 --> 00:11:33.240]  流血下到陰間』」
[00:11:33.240 --> 00:11:36.040]  我們不評論
[00:11:36.040 --> 00:11:40.840]  究竟師妹回頭向大衛求饒
[00:11:40.840 --> 00:11:44.240]  究竟她是否真心
[00:11:44.240 --> 00:11:47.240]  可能真心也不一定
[00:11:47.240 --> 00:11:50.240]  這個暫時不看字
[00:11:50.240 --> 00:11:53.240]  但當我們看大衛本身
[00:11:53.240 --> 00:11:57.440]  其實的確過了這麼多年之後
[00:11:57.440 --> 00:12:00.240]  他無法釋懷
[00:12:00.240 --> 00:12:03.240]  我形容他
[00:12:03.240 --> 00:12:05.840]  死也要記住這件事
[00:12:05.840 --> 00:12:07.240]  他快要死了
[00:12:07.240 --> 00:12:09.840]  也要記住這件事
[00:12:09.840 --> 00:12:12.840]  所以他吩咐所羅門
[00:12:12.840 --> 00:12:16.640]  一定要殺了師妹
[00:12:16.640 --> 00:12:20.240]  最近我看到司徒永富博士
[00:12:20.240 --> 00:12:21.840]  有一篇文章
[00:12:21.840 --> 00:12:25.840]  有個朋友送了一段說話給他
[00:12:25.840 --> 00:12:28.240]  我看完也覺得很有意思
[00:12:28.240 --> 00:12:32.240]  所以我就引述出來和大家分享
[00:12:32.240 --> 00:12:35.240]  那段說話是這樣說的
[00:12:35.240 --> 00:12:37.040]  「人到中年
[00:12:37.040 --> 00:12:40.840]  我漸漸懂得了不計較的智慧
[00:12:40.840 --> 00:12:42.840]  不和小人計較
[00:12:42.840 --> 00:12:44.840]  因為相不起
[00:12:44.840 --> 00:12:47.240]  不和朋友計較
[00:12:47.240 --> 00:12:49.240]  因為相感情
[00:12:49.240 --> 00:12:51.240]  不和自己計較
[00:12:51.240 --> 00:12:53.040]  因為相身體
[00:12:53.040 --> 00:12:55.240]  不和親人計較
[00:12:55.240 --> 00:12:57.240]  因為相和氣
[00:12:57.240 --> 00:13:00.040]  不和現實計較
[00:13:00.040 --> 00:13:06.240]  因為生活總是要繼續下去」
[00:13:06.240 --> 00:13:11.840]  如果大衛心裡真的放下這件事
[00:13:11.840 --> 00:13:14.040]  反過來
[00:13:14.040 --> 00:13:16.640]  我深信往後
[00:13:16.640 --> 00:13:20.640]  師妹是否懷恨在心
[00:13:20.640 --> 00:13:23.040]  反咬大衛一口
[00:13:23.040 --> 00:13:24.640]  我不知道
[00:13:24.640 --> 00:13:27.640]  但是我相信
[00:13:27.640 --> 00:13:31.640]  上帝是會有他的方法
[00:13:31.640 --> 00:13:34.440]  去對待師妹
[00:13:34.440 --> 00:13:36.040]  保護大衛
[00:13:36.040 --> 00:13:39.040]  正如在大衛的一生當中
[00:13:39.040 --> 00:13:41.840]  他經歷過很多次
[00:13:41.840 --> 00:13:45.440]  當素羅要傷害他的時候
[00:13:45.440 --> 00:13:48.640]  上帝是保護他
[00:13:48.640 --> 00:13:50.240]  所以
[00:13:50.240 --> 00:13:51.640]  我深信
[00:13:51.640 --> 00:13:54.640]  我們值得學這個功課
[00:13:54.640 --> 00:13:59.440]  如果我們不是出於真心真意
[00:13:59.440 --> 00:14:02.240]  其實那個饒恕
[00:14:02.240 --> 00:14:05.640]  不是真正的寬容饒恕
[00:14:22.640 --> 00:14:24.840]  在大衛的一生當中
[00:14:24.840 --> 00:14:27.640]  師妹是否懷恨在心
[00:14:27.640 --> 00:14:29.640]  反過來
[00:14:29.640 --> 00:14:30.640]  我深信
[00:14:30.640 --> 00:14:31.640]  往後
[00:14:31.640 --> 00:14:34.640]  師妹是會有他的方法
[00:14:34.640 --> 00:14:36.640]  去對待師妹
[00:14:36.640 --> 00:14:38.640]  保護大衛一口
[00:14:38.640 --> 00:14:41.640]  正如在大衛的一生當中
[00:14:41.640 --> 00:14:44.640]  她經歷過很多次
[00:14:44.640 --> 00:14:47.640]  當素羅要傷害他的時候
[00:14:47.640 --> 00:14:49.640]  上帝是保護她
[00:14:49.640 --> 00:14:52.640]  哪日我想要被奴騎上
[00:14:52.640 --> 00:14:54.040]  與王同去
[00:14:54.040 --> 00:14:57.040]  無奈我的僕人欺控了我
[00:14:57.040 --> 00:15:00.840]  又在我主我王面前殘毀我
[00:15:00.840 --> 00:15:02.640]  然而我主我王
[00:15:02.640 --> 00:15:05.040]  如同神的使者一般
[00:15:05.040 --> 00:15:08.640]  你看怎樣好就怎樣行吧
[00:15:08.640 --> 00:15:11.240]  因為我祖傳家的人
[00:15:11.240 --> 00:15:13.440]  在我主我王面前
[00:15:13.440 --> 00:15:15.240]  都算為死人
[00:15:15.240 --> 00:15:18.240]  王卻使僕人在王的席上
[00:15:18.240 --> 00:15:20.240]  同人吃飯
[00:15:20.240 --> 00:15:24.240]  我現在向王還能辦理訴怨嗎?
[00:15:24.240 --> 00:15:25.240]  王對她說
[00:15:25.240 --> 00:15:28.240]  你何必再提你的事呢?
[00:15:28.240 --> 00:15:29.240]  我說
[00:15:29.240 --> 00:15:32.240]  你與洗吧均分地圖
[00:15:32.240 --> 00:15:34.240]  米飛波切對王說
[00:15:34.240 --> 00:15:37.240]  我主我王既平平安安的回宮
[00:15:37.240 --> 00:15:42.240]  就任憑洗吧都取了也可以
[00:15:42.240 --> 00:15:46.240]  當大衛要班師回朝
[00:15:46.240 --> 00:15:49.240]  除了見到侍媒之外
[00:15:49.240 --> 00:15:53.240]  另外一個去接大衛的人物
[00:15:53.240 --> 00:15:56.240]  就是這裡所說的米飛波切
[00:15:56.240 --> 00:16:00.240]  其實經文在第24節的時候
[00:16:00.240 --> 00:16:02.240]  一開始已經提到
[00:16:02.240 --> 00:16:05.240]  他是素羅的孫
[00:16:05.240 --> 00:16:07.240]  如果你忘記的話
[00:16:07.240 --> 00:16:09.240]  在他小時候
[00:16:09.240 --> 00:16:15.240]  因為羽毛抱著他逃走
[00:16:15.240 --> 00:16:17.240]  所以他逃得太急
[00:16:17.240 --> 00:16:19.240]  結果跌倒
[00:16:19.240 --> 00:16:21.240]  腳斷了
[00:16:21.240 --> 00:16:24.240]  兩隻腳都斷了
[00:16:24.240 --> 00:16:29.240]  到了第十九章前半節的部分
[00:16:29.240 --> 00:16:33.240]  提到大衛因為亞沙隆離開世界
[00:16:33.240 --> 00:16:35.240]  所以很傷心
[00:16:35.240 --> 00:16:38.240]  當他帶著這樣的心情
[00:16:38.240 --> 00:16:41.240]  回到耶路撒冷的時候
[00:16:41.240 --> 00:16:44.240]  途中他見到米飛波切
[00:16:44.240 --> 00:16:48.240]  一開始就質問他
[00:16:48.240 --> 00:16:50.240]  第25節下半節
[00:16:50.240 --> 00:16:54.240]  為什麼你沒有跟我一起去
[00:16:54.240 --> 00:16:59.240]  當時米飛波切的身世是怎樣呢?
[00:16:59.240 --> 00:17:03.240]  24節下半節都有提到
[00:17:03.240 --> 00:17:06.240]  他自從王去的日子
[00:17:06.240 --> 00:17:08.240]  直到王平平安安的回來
[00:17:08.240 --> 00:17:10.240]  沒有收腳
[00:17:10.240 --> 00:17:11.240]  沒有剃鬍鬚
[00:17:11.240 --> 00:17:13.240]  也沒有洗衣服
[00:17:13.240 --> 00:17:17.240]  黃色那裡沒有收腳
[00:17:17.240 --> 00:17:19.240]  沒有剃鬍鬚
[00:17:19.240 --> 00:17:23.240]  其實是代表哀悼
[00:17:23.240 --> 00:17:27.240]  一個人離開世界的表達方式
[00:17:27.240 --> 00:17:31.240]  米飛波切搞成這樣的原因
[00:17:31.240 --> 00:17:36.240]  是因為他對於大衛的逃難離開
[00:17:36.240 --> 00:17:39.240]  覺得非常難過
[00:17:39.240 --> 00:17:41.240]  甚至生死未卜
[00:17:41.240 --> 00:17:45.240]  這個不朽蝙蝠的樣子
[00:17:45.240 --> 00:17:47.240]  其實一眼就看得出來
[00:17:47.240 --> 00:17:53.240]  但是大衛去到見到米飛波切的時候
[00:17:53.240 --> 00:17:55.240]  完全沒有回憶
[00:17:55.240 --> 00:17:58.240]  沒有心情去理解
[00:17:58.240 --> 00:18:01.240]  為什麼米飛波切會搞成這樣
[00:18:01.240 --> 00:18:03.240]  就馬上質問他
[00:18:03.240 --> 00:18:06.240]  為什麼早前我逃難的時候
[00:18:06.240 --> 00:18:08.240]  你不跟過來
[00:18:08.240 --> 00:18:14.240]  這件事還有另外一個關鍵人物
[00:18:14.240 --> 00:18:19.240]  就是二十六節所說的米飛波切的僕人
[00:18:19.240 --> 00:18:22.240]  去到這段後面
[00:18:22.240 --> 00:18:26.240]  二十九、三十節就有提到這個人
[00:18:26.240 --> 00:18:28.240]  其實就是洗吧
[00:18:28.240 --> 00:18:31.240]  事情是怎樣的呢
[00:18:31.240 --> 00:18:35.240]  二十六、二十七節上半節就這樣說
[00:18:35.240 --> 00:18:39.240]  他回答說:我主我王僕人是騎腿的
[00:18:39.240 --> 00:18:42.240]  那日我想要避奴騎上
[00:18:42.240 --> 00:18:44.240]  與王同去了
[00:18:44.240 --> 00:18:47.240]  無奈我的僕人欺控了我
[00:18:47.240 --> 00:18:51.240]  又在我主我王面前殘毀我
[00:18:51.240 --> 00:18:55.240]  前文剛才提過
[00:18:55.240 --> 00:18:58.240]  在撒滿爾記下第十六章的時候
[00:18:58.240 --> 00:19:02.240]  就說到大衛逃避阿沙隆
[00:19:02.240 --> 00:19:11.240]  當時洗吧就在第一至第三節出過場
[00:19:11.240 --> 00:19:13.240]  經文這樣說
[00:19:13.240 --> 00:19:15.240]  大衛剛過山頂
[00:19:15.240 --> 00:19:18.240]  見米飛波切的僕人洗吧拉
[00:19:18.240 --> 00:19:21.240]  著備好料的兩匹奴
[00:19:21.240 --> 00:19:24.240]  路上拖著二百面餅
[00:19:24.240 --> 00:19:26.240]  一百葡萄餅
[00:19:26.240 --> 00:19:28.240]  一百個夏天的果餅
[00:19:28.240 --> 00:19:31.240]  一皮袋走來迎接他
[00:19:31.240 --> 00:19:33.240]  王問洗吧說
[00:19:33.240 --> 00:19:36.240]  你帶這些來是什麼意思呢?
[00:19:36.240 --> 00:19:37.240]  洗吧說
[00:19:37.240 --> 00:19:40.240]  奴是給王的家眷騎的
[00:19:40.240 --> 00:19:43.240]  面餅和夏天的果餅
[00:19:43.240 --> 00:19:45.240]  是給少年人吃的
[00:19:45.240 --> 00:19:48.240]  走是給在曠野貔貅人喝的
[00:19:48.240 --> 00:19:50.240]  王問說
[00:19:50.240 --> 00:19:53.240]  你主人的兒子在哪裡呢?
[00:19:53.240 --> 00:19:54.240]  你看看
[00:19:54.240 --> 00:19:55.240]  在這個時候
[00:19:55.240 --> 00:19:59.240]  洗吧乘機戳他主人的背
[00:19:59.240 --> 00:20:01.240]  洗吧回答王說
[00:20:01.240 --> 00:20:03.240]  他仍在耶路撒冷
[00:20:03.240 --> 00:20:04.240]  因他說
[00:20:04.240 --> 00:20:10.240]  以色列人今日必將我父的國歸還我
[00:20:10.240 --> 00:20:12.240]  就是這句話
[00:20:12.240 --> 00:20:18.240]  令到大衛相信米飛波切背叛了自己
[00:20:18.240 --> 00:20:19.240]  於是
[00:20:19.240 --> 00:20:20.240]  跟著那一節
[00:20:20.240 --> 00:20:23.240]  撒姆爾記下十六章第四節
[00:20:23.240 --> 00:20:30.240]  說到大衛將原本屬於米飛波切的東西
[00:20:30.240 --> 00:20:32.240]  全部給了洗吧
[00:20:32.240 --> 00:20:38.240]  從米飛波切這個不修邊幅的樣子
[00:20:38.240 --> 00:20:44.240]  他怎麼可能為了大衛離開而這麼高興呢?
[00:20:44.240 --> 00:20:48.240]  因為他這個邋遢的樣子
[00:20:48.240 --> 00:20:54.240]  是裝不出來的
[00:20:54.240 --> 00:20:55.240]  所以
[00:20:55.240 --> 00:20:57.240]  他說
[00:20:57.240 --> 00:21:01.240]  趁著大衛離開耶路撒冷
[00:21:01.240 --> 00:21:04.240]  謀朝篡位
[00:21:04.240 --> 00:21:06.240]  根本上沒什麼可能
[00:21:06.240 --> 00:21:08.240]  由始至終
[00:21:08.240 --> 00:21:13.240]  米飛波切一直都很感謝大衛對自己的恩情
[00:21:13.240 --> 00:21:15.240]  所以二十七節
[00:21:15.240 --> 00:21:17.240]  剛才讀過一段經文
[00:21:17.240 --> 00:21:21.240]  他視大衛好像神的使者一般
[00:21:21.240 --> 00:21:24.240]  所以跟著二十七節
[00:21:24.240 --> 00:21:25.240]  下半節
[00:21:25.240 --> 00:21:27.240]  到二十八節
[00:21:27.240 --> 00:21:31.240]  米飛波切就繼續表達自己的心跡
[00:21:31.240 --> 00:21:32.240]  經文說
[00:21:32.240 --> 00:21:35.240]  你看怎樣好就怎樣行吧
[00:21:35.240 --> 00:21:41.240]  因為我祖傳家的人在我主我王面前都算為死人
[00:21:41.240 --> 00:21:45.240]  王卻使僕人在王的席上同人吃飯
[00:21:45.240 --> 00:21:49.240]  我現在向王還能辦理訴怨嗎?
[00:21:49.240 --> 00:21:52.240]  雖然大衛早前
[00:21:52.240 --> 00:21:56.240]  將全部屬於米飛波切的東西
[00:21:56.240 --> 00:21:58.240]  都給了洗吧
[00:21:58.240 --> 00:22:04.240]  到今天仍然質疑米飛波切的忠誠
[00:22:04.240 --> 00:22:06.240]  好像很不公平
[00:22:06.240 --> 00:22:09.240]  但是大衛仍然
[00:22:09.240 --> 00:22:13.240]  米飛波切仍然
[00:22:13.240 --> 00:22:20.240]  將一切審斷、權柄、判斷
[00:22:20.240 --> 00:22:22.240]  仍然留在大衛的手中
[00:22:22.240 --> 00:22:29.240]  用一個謙虛、溫柔的心去信服大衛作出的決定
[00:22:29.240 --> 00:22:32.240]  我們看看大衛怎樣回應
[00:22:32.240 --> 00:22:33.240]  二十九節
[00:22:33.240 --> 00:22:35.240]  王對他說
[00:22:35.240 --> 00:22:37.240]  你何必再提你的事呢?
[00:22:37.240 --> 00:22:41.240]  我說你與洗吧均分地圖
