
[00:00:00.000 --> 00:00:05.960]  各位晚安 主內平安 有我們先一同的禱告
[00:01:55.480 --> 00:01:59.680]  首先 他們要有很扎實的烹飪技巧
[00:01:59.680 --> 00:02:02.360]  包括他們對食材的認識
[00:02:02.360 --> 00:02:06.120]  他們對自己能力一個準確的評估
[00:02:06.120 --> 00:02:08.680]  他們又對當下的比賽場地
[00:02:08.680 --> 00:02:10.840]  很多的供應能夠了解
[00:02:10.840 --> 00:02:14.000]  這些都是外在的條件
[00:02:14.000 --> 00:02:16.960]  更加重要的是他們裡面
[00:02:16.960 --> 00:02:18.240]  各種生命的質素
[00:02:18.240 --> 00:02:22.280]  他們對烹飪有份真真正正的熱誠
[00:02:22.280 --> 00:02:24.040]  他們緊張的表現比賽果
[00:02:24.040 --> 00:02:29.800]  以致他們願意繼續努力 不去放棄
[00:02:29.800 --> 00:02:32.680]  我們的生命難免會遇上
[00:02:32.680 --> 00:02:34.800]  或大或小的亂局
[00:02:34.800 --> 00:02:36.680]  可能是我們自己的限制
[00:02:36.680 --> 00:02:38.840]  人怎會不出錯
[00:02:38.840 --> 00:02:40.800]  可能我們身處的大環境
[00:02:40.800 --> 00:02:44.000]  不理想 有挑戰
[00:02:44.000 --> 00:02:47.320]  在這個時候 我們會不會被拖垮
[00:02:47.320 --> 00:02:48.880]  喊聲嘆氣
[00:02:48.880 --> 00:02:52.480]  以為什麼都做不到 躺平算了
[00:02:52.480 --> 00:02:56.320]  還是仍然有心有力 帶著盼望
[00:02:56.320 --> 00:02:58.960]  既保留我們美好的一些根基
[00:02:58.960 --> 00:03:02.280]  也積極去尋求一些新的可能
[00:03:02.280 --> 00:03:04.360]  很想藉著今日學習的經文
[00:03:04.360 --> 00:03:07.400]  《創世紀》11章10至32節
[00:03:07.400 --> 00:03:10.320]  我們一起去思想
[00:03:10.320 --> 00:03:13.000]  《創世紀》的1至11章
[00:03:13.000 --> 00:03:16.920]  是記載了太初遠古的時代
[00:03:16.920 --> 00:03:18.760]  全人類的敘事
[00:03:18.760 --> 00:03:20.600]  由12章開始
[00:03:20.600 --> 00:03:22.960]  記載以色列的祖先
[00:03:22.960 --> 00:03:26.280]  從阿伯拉罕的敘事
[00:03:26.280 --> 00:03:29.480]  1至11章有三個家譜
[00:03:29.480 --> 00:03:31.920]  今天我們會看第三個
[00:03:31.920 --> 00:03:34.560]  我們首先簡單重溫一下
[00:03:34.560 --> 00:03:38.680]  家譜基本上可以分直向和橫向
[00:03:38.680 --> 00:03:41.320]  直向很容易理解一代生一代
[00:03:41.320 --> 00:03:44.440]  第一代生了第二代 活了多少年
[00:03:44.440 --> 00:03:47.360]  第二代又生第三代 如此類推
[00:03:47.360 --> 00:03:52.840]  橫向的是某某生了很多個子女
[00:03:52.840 --> 00:03:56.480]  一直延伸開去
[00:03:56.480 --> 00:03:59.600]  我們先重溫一下
[00:03:59.600 --> 00:04:03.920]  第一個家譜是第五章
[00:04:03.920 --> 00:04:07.800]  記載了由亞當到羅亞
[00:04:07.800 --> 00:04:10.480]  一路十代
[00:04:10.480 --> 00:04:14.960]  大概是超過一千年的日子
[00:04:14.960 --> 00:04:20.080]  基本格式是A活到幾歲生了B
[00:04:20.080 --> 00:04:23.120]  A生了B之後活了多少年生兒育女
[00:04:23.120 --> 00:04:27.120]  一共活了多少年就死了
[00:04:27.120 --> 00:04:33.040]  裡面有三個人物有很特別的描述
[00:04:33.040 --> 00:04:35.440]  第一個是塞特
[00:04:35.440 --> 00:04:38.560]  大家知道該隱煞了阿伯
[00:04:38.560 --> 00:04:43.240]  塞特的角色是特意去榮耀塞特的誕生
[00:04:43.240 --> 00:04:45.480]  去取代阿伯
[00:04:45.480 --> 00:04:52.840]  能夠藉著去延續上帝形象和樣式
[00:04:52.840 --> 00:04:57.800]  所以他說三個兒子形象樣式和自己相似
[00:04:57.800 --> 00:05:00.520]  第二個是伊洛 我們都很清楚有什麼特別
[00:05:00.520 --> 00:05:05.240]  伊洛與神同行 神將他接去
[00:05:05.240 --> 00:05:08.960]  第三個是羅亞
[00:05:08.960 --> 00:05:11.880]  留意拉曼生羅亞的時候
[00:05:11.880 --> 00:05:15.120]  有很長的描述
[00:05:15.120 --> 00:05:23.920]  他說這個兒子一定會使我從工作和手中的勞夫得到安慰
[00:05:23.920 --> 00:05:28.960]  然後加普就繼續在三十二節說羅亞活到五百歲
[00:05:28.960 --> 00:05:32.680]  生了閃、含和啞忽
[00:05:32.680 --> 00:05:37.320]  這樣就停在這裡了
[00:05:37.320 --> 00:05:40.520]  為什麼要停在這裡呢?
[00:05:40.520 --> 00:05:42.000]  大家覺得
[00:05:42.000 --> 00:05:45.160]  為什麼要停在這裡?
[00:05:45.160 --> 00:05:47.960]  因為接著就發生了
[00:05:47.960 --> 00:05:52.800]  第六章至第九章是洪水的事件
[00:05:52.800 --> 00:05:55.440]  洪水事件的主要人物是誰?
[00:05:55.440 --> 00:05:56.840]  羅亞
[00:05:56.840 --> 00:05:58.960]  所以我們看到加普的出現
[00:05:58.960 --> 00:06:00.760]  在《創世紀》的敘事裡面
[00:06:00.760 --> 00:06:05.360]  是一個歷史階段的指示作用
[00:06:05.360 --> 00:06:08.680]  好了 接著洪水事件過去了
[00:06:08.680 --> 00:06:12.760]  很有趣的第九章好像無緣無故
[00:06:12.760 --> 00:06:13.520]  有兩句
[00:06:13.520 --> 00:06:16.080]  洪水以後羅亞活了三百五十年
[00:06:16.080 --> 00:06:18.280]  羅亞活了九百五十年就死了
[00:06:18.280 --> 00:06:20.720]  像不像加普的延續?
[00:06:20.720 --> 00:06:22.560]  很有趣的 這不是加普
[00:06:22.560 --> 00:06:24.920]  有兩節插進去
[00:06:24.920 --> 00:06:28.880]  標誌著羅亞的時代完結了
[00:06:28.880 --> 00:06:32.840]  新的歷史階段又再去接續
[00:06:32.840 --> 00:06:36.160]  於是進入了第二個加普
[00:06:36.160 --> 00:06:41.000]  在第十章一至三十二節
[00:06:41.000 --> 00:06:42.560]  這個加普和第一個不同的
[00:06:42.560 --> 00:06:43.640]  第一個是直向的
[00:06:43.640 --> 00:06:45.720]  這個呢 橫向的
[00:06:45.720 --> 00:06:50.920]  記述了羅亞的三個兒子閃、含、瓦、忽
[00:06:50.920 --> 00:06:53.760]  他們一路擴散的發展
[00:06:53.760 --> 00:06:56.920]  他們的後代繁衍分散出去
[00:06:56.920 --> 00:07:00.720]  承受了七十個宗族
[00:07:00.720 --> 00:07:02.640]  如果我們看這些加普
[00:07:02.640 --> 00:07:04.160]  我們看到的是什麼呢?
[00:07:04.160 --> 00:07:07.640]  名字、數字 意義好像不大
[00:07:07.640 --> 00:07:09.520]  通常沒什麼心機看
[00:07:09.520 --> 00:07:12.640]  橫向跳過了就算了
[00:07:12.640 --> 00:07:14.880]  但是假如我們看看
[00:07:14.880 --> 00:07:19.120]  他們坐落在什麼歷史框架
[00:07:19.120 --> 00:07:22.160]  我們發現到有很深層的意義
[00:07:22.160 --> 00:07:25.600]  我們試試概覽一下
[00:07:25.600 --> 00:07:27.800]  在太初遠古的歷史裡
[00:07:27.800 --> 00:07:29.440]  人和神的關係
[00:07:29.440 --> 00:07:33.080]  是處於一個人不斷犯罪受罰
[00:07:33.080 --> 00:07:38.600]  但神又不斷私下憐憫拯救的循環裡
[00:07:38.600 --> 00:07:41.240]  上帝創造萬有
[00:07:41.240 --> 00:07:43.840]  但亞當不守本位
[00:07:43.840 --> 00:07:45.800]  該忍殺阿伯
[00:07:45.800 --> 00:07:48.560]  人被趕出伊甸園
[00:07:48.560 --> 00:07:50.160]  但神沒有放棄
[00:07:50.160 --> 00:07:55.360]  神有憐憫祂讓失德的出生代替阿伯
[00:07:55.360 --> 00:07:57.360]  接著我們看到第一個加普
[00:07:57.360 --> 00:08:00.760]  是由亞當到羅亞的十代
[00:08:00.760 --> 00:08:02.720]  有一千年
[00:08:02.720 --> 00:08:05.200]  我們知道羅亞的十代是怎樣
[00:08:05.200 --> 00:08:07.000]  充斥著罪惡
[00:08:07.000 --> 00:08:09.720]  上帝忍了一千年
[00:08:09.720 --> 00:08:11.680]  大概吧,中間不拆
[00:08:11.680 --> 00:08:16.400]  接著他要用洪水毀滅這個世界
[00:08:16.400 --> 00:08:18.760]  但他揀損了羅亞
[00:08:18.760 --> 00:08:21.120]  和他的一家藉著方舟
[00:08:21.120 --> 00:08:26.080]  要保留他們成為上帝使用的器命
[00:08:26.080 --> 00:08:29.320]  接著我們進入第二個加普
[00:08:29.320 --> 00:08:30.680]  羅亞死了
[00:08:30.680 --> 00:08:34.440]  誰去延續上帝的救贖計劃
[00:08:34.440 --> 00:08:36.920]  很自然是他三個後代
[00:08:36.920 --> 00:08:39.080]  所以輪到一個閃磐瓦忽
[00:08:39.080 --> 00:08:41.680]  他們的加普出現
[00:08:41.680 --> 00:08:43.840]  他們繁衍後代
[00:08:43.840 --> 00:08:47.160]  散滿全地
[00:08:47.160 --> 00:08:50.560]  但人的罪性更加變本加厲
[00:08:50.560 --> 00:08:53.640]  他們很想蓋塔頂通天
[00:08:53.640 --> 00:08:55.840]  去剷奪上帝的主權
[00:08:55.840 --> 00:08:58.800]  巴別塔事件出現了
[00:08:58.800 --> 00:09:02.920]  上帝變亂人的言語將人分散
[00:09:02.920 --> 00:09:05.640]  假設我們沒有看過以後的經文
[00:09:05.640 --> 00:09:06.440]  我們就停在這裡
[00:09:06.440 --> 00:09:09.480]  上次我們講道就是在講巴別塔
[00:09:09.480 --> 00:09:11.680]  我們就會問
[00:09:11.680 --> 00:09:15.120]  人和神的關係來到這裡
[00:09:15.120 --> 00:09:17.120]  在巴別塔事件之後
[00:09:17.120 --> 00:09:21.960]  可以怎樣繼續延續下去
[00:09:21.960 --> 00:09:24.560]  如果接著的第三個加普
[00:09:24.560 --> 00:09:27.480]  是由閃到亞伯蘭十代
[00:09:27.480 --> 00:09:29.560]  超過了八百年的話
[00:09:29.560 --> 00:09:31.200]  我們又問一個問題
[00:09:31.200 --> 00:09:32.520]  這個加普
[00:09:32.520 --> 00:09:35.240]  有沒有為上帝的救贖計劃
[00:09:35.240 --> 00:09:38.760]  留下一個伏筆
[00:09:38.760 --> 00:09:40.200]  帶著這份好奇
[00:09:40.200 --> 00:09:42.880]  這份學習的心態
[00:09:42.880 --> 00:09:45.840]  我們進入今天第三個加普
[00:09:45.840 --> 00:09:47.480]  我們先來看背景
[00:09:47.480 --> 00:09:49.760]  它說這是閃的後代
[00:09:49.760 --> 00:09:51.640]  洪水以後兩年
[00:09:51.640 --> 00:09:55.200]  閃一百歲生在亞伯撒
[00:09:55.200 --> 00:09:57.920]  這裡只是講了閃的後代
[00:09:57.920 --> 00:09:59.760]  意味著簡選
[00:09:59.760 --> 00:10:04.120]  是呈現在閃的宗族裏面
[00:10:04.120 --> 00:10:09.120]  時間時期是洪水之後兩年
[00:10:09.120 --> 00:10:12.000]  接著的第十至二十六節
[00:10:12.000 --> 00:10:16.760]  由閃到亞伯蘭有十代
[00:10:16.760 --> 00:10:20.160]  大概八百九十年左右
[00:10:20.160 --> 00:10:23.040]  如果我們和第一個加普
[00:10:23.040 --> 00:10:24.680]  我們去比較一下
[00:10:24.680 --> 00:10:27.600]  你覺得格式像不像
[00:10:27.600 --> 00:10:29.680]  都好像看上去
[00:10:29.680 --> 00:10:31.680]  誰誰活了多少歲
[00:10:31.680 --> 00:10:34.040]  生了他的下一代
[00:10:34.040 --> 00:10:35.920]  他生了誰之後
[00:10:35.920 --> 00:10:38.080]  又活了多少年的生兒育女
[00:10:38.080 --> 00:10:39.680]  不停是這樣
[00:10:39.680 --> 00:10:43.120]  但如果從第一個加普比較
[00:10:43.120 --> 00:10:44.200]  有一句沒有了
[00:10:44.200 --> 00:10:47.440]  那句是什麼
[00:10:47.440 --> 00:10:51.040]  活到多少歲就死了
[00:10:51.040 --> 00:10:54.120]  為什麼沒有了這一句
[00:10:54.120 --> 00:10:57.000]  當然不是說人那時候不會死
[00:10:57.000 --> 00:10:58.920]  但為什麼作者要抽起
[00:10:58.920 --> 00:11:02.040]  說他死的這一句
[00:11:02.040 --> 00:11:04.360]  在當時的歷史框架裏面
[00:11:04.360 --> 00:11:05.840]  在第五章的加普的時候
[00:11:05.840 --> 00:11:08.320]  是要顯出我們的始祖亞當
[00:11:08.320 --> 00:11:10.880]  吃了分別善惡說的果子
[00:11:10.880 --> 00:11:16.000]  他有惡果會承受死亡
[00:11:16.000 --> 00:11:19.480]  到第十一章的歷史框架裏面
[00:11:19.480 --> 00:11:22.440]  是要回應洪水事件之後
[00:11:22.440 --> 00:11:25.120]  神要繼續賜福給人
[00:11:25.120 --> 00:11:27.480]  讓人生養眾多
[00:11:27.480 --> 00:11:28.920]  遍滿全地
[00:11:28.920 --> 00:11:33.240]  承接上帝的救贖計劃
[00:11:33.240 --> 00:11:34.280]  不過
[00:11:34.280 --> 00:11:35.040]  是的
[00:11:35.040 --> 00:11:37.720]  確實人在不斷犯罪裏面
[00:11:37.720 --> 00:11:40.840]  神仍然無間斷地賜福給人
[00:11:40.840 --> 00:11:43.080]  不過人仍然很難免
[00:11:43.080 --> 00:11:45.800]  要承受當中的後果
[00:11:45.800 --> 00:11:48.440]  如果你看看那些受瑞
[00:11:48.440 --> 00:11:51.880]  上面五章講的是洪水前的人
[00:11:51.880 --> 00:11:53.800]  他們多少歲
[00:11:53.800 --> 00:11:55.760]  八、九百歲
[00:11:55.760 --> 00:11:57.960]  下面十一章是洪水後的
[00:11:57.960 --> 00:11:59.680]  多少歲
[00:11:59.680 --> 00:12:01.440]  短命了很多
[00:12:01.440 --> 00:12:04.920]  我們抽幾個簡單的來看看
[00:12:04.920 --> 00:12:07.240]  閃是五百加一百
[00:12:07.240 --> 00:12:08.520]  大約六百歲
[00:12:08.520 --> 00:12:11.320]  沙拉是四百多歲
[00:12:11.320 --> 00:12:16.920]  那鶴是一百多歲
[00:12:16.920 --> 00:12:19.880]  逐代遞減
[00:12:19.880 --> 00:12:23.080]  這樣就應驗了
[00:12:23.080 --> 00:12:24.520]  姚惟華曾經說過
[00:12:24.520 --> 00:12:26.480]  人機屬乎血氣
[00:12:26.480 --> 00:12:29.360]  我的靈就不永遠住在他們裏面
[00:12:29.360 --> 00:12:35.280]  然而他的年歲還可以到一百二十歲
[00:12:35.280 --> 00:12:37.520]  我們跟第一個家譜比較之後
[00:12:37.520 --> 00:12:41.200]  我們試試跟第二個家譜比較
[00:12:41.200 --> 00:12:42.400]  剛才講的第二個家譜
[00:12:42.400 --> 00:12:44.600]  是記住了閃、含、雅、忽
[00:12:44.600 --> 00:12:45.920]  他們的後代
[00:12:45.920 --> 00:12:47.640]  我們抽閃的部分
[00:12:47.640 --> 00:12:49.840]  跟第三個家譜比較
[00:12:49.840 --> 00:12:52.960]  第三個家譜只看閃的後代
[00:12:52.960 --> 00:12:54.640]  左邊的是第二個家譜
[00:12:54.640 --> 00:12:57.520]  右邊的是今天的第三個家譜
[00:12:57.520 --> 00:12:58.640]  你看到第二個家譜
[00:12:58.640 --> 00:12:59.600]  第一句
[00:12:59.600 --> 00:13:01.920]  當他講閃的兒子的時候
[00:13:01.920 --> 00:13:03.080]  講了多少個
[00:13:03.080 --> 00:13:04.560]  十章二十二節
[00:13:04.560 --> 00:13:06.160]  閃的兒子是
[00:13:06.160 --> 00:13:09.600]  爾蘭、亞述、阿法撒、路德、阿蘭
[00:13:09.600 --> 00:13:13.400]  講了五個
[00:13:13.400 --> 00:13:15.520]  但是今天的第三個家譜
[00:13:15.520 --> 00:13:16.600]  他只講了一個
[00:13:16.600 --> 00:13:17.840]  那他是誰呢
[00:13:17.840 --> 00:13:19.720]  第十一章十節
[00:13:19.720 --> 00:13:21.560]  只講閃一百歲的時候
[00:13:21.560 --> 00:13:24.280]  生了阿法撒
[00:13:24.280 --> 00:13:29.760]  意味著呈現了上帝的簡選
[00:13:29.760 --> 00:13:30.880]  你看到兩個家譜
[00:13:30.880 --> 00:13:33.680]  有很多位最初是重疊的
[00:13:33.680 --> 00:13:38.440]  阿法撒、沙拉、希伯、法勒是重疊的
[00:13:38.440 --> 00:13:41.520]  不過去到法勒有點不同
[00:13:41.520 --> 00:13:42.760]  十章二十五節
[00:13:42.760 --> 00:13:46.000]  就去講希伯生了兩個兒子
[00:13:46.000 --> 00:13:47.520]  一個叫做法勒
[00:13:47.520 --> 00:13:49.160]  法勒的意思是什麼
[00:13:49.160 --> 00:13:50.600]  就是分開
[00:13:50.600 --> 00:13:52.880]  因為那時候人們分地居住
[00:13:52.880 --> 00:13:57.680]  回應當時的巴別塔事件
[00:13:57.680 --> 00:14:00.640]  法勒有個兄弟叫約坦
[00:14:00.640 --> 00:14:03.720]  接著我們看到兩個家譜
[00:14:03.720 --> 00:14:07.600]  開始出現了分道揚鑣
[00:14:07.600 --> 00:14:09.880]  第二個家譜左手邊的
[00:14:09.880 --> 00:14:13.480]  選擇了約坦的後代一直延續下去
[00:14:13.480 --> 00:14:14.640]  今天看的家譜
[00:14:14.640 --> 00:14:18.160]  選擇了法勒的後代
[00:14:18.160 --> 00:14:22.040]  一直延續下去
[00:14:22.040 --> 00:14:27.160]  再一次去表述了上帝簡選的過程
[00:14:27.160 --> 00:14:30.320]  一直直到二十六節
[00:14:30.320 --> 00:14:31.880]  塔拉活到七十歲
[00:14:31.880 --> 00:14:36.320]  生了阿伯蘭、那赫和哈蘭為子
[00:14:36.320 --> 00:14:43.680]  又問為什麼家譜停在生阿伯蘭那裡
[00:14:43.680 --> 00:14:47.160]  我們假如沒有看過以後的經文
[00:14:47.160 --> 00:14:48.240]  我們就會明白
[00:14:48.240 --> 00:14:50.160]  應該上帝這個簡選
[00:14:50.160 --> 00:14:52.560]  有些特別的意思是吧
[00:14:52.560 --> 00:14:57.480]  我們看看做父親的年歲
[00:14:57.480 --> 00:14:59.600]  阿閃一百歲生阿法撒
[00:14:59.600 --> 00:15:00.880]  這個比較理解
[00:15:00.880 --> 00:15:03.400]  因為他是洪水錢的人
[00:15:03.400 --> 00:15:04.600]  我們長命一點
[00:15:04.600 --> 00:15:07.560]  遲些生兒子是很合理的
[00:15:07.560 --> 00:15:09.600]  接著那些是多少歲生
[00:15:09.600 --> 00:15:11.040]  三十多歲
[00:15:11.040 --> 00:15:14.200]  但是塔拉七十歲才生
[00:15:14.200 --> 00:15:16.600]  學者說七在《九約聖經》
[00:15:16.600 --> 00:15:18.960]  是一個代表完全
[00:15:18.960 --> 00:15:22.040]  意味著神的安排
[00:15:22.040 --> 00:15:24.320]  我們可以作個小結
[00:15:24.320 --> 00:15:25.760]  在今天的家譜
[00:15:25.760 --> 00:15:29.480]  由閃到阿伯蘭十代裡面
[00:15:29.480 --> 00:15:33.040]  去為上帝簡選阿伯蘭
[00:15:33.040 --> 00:15:37.240]  留下了一個伏筆在這裡
[00:15:37.240 --> 00:15:40.880]  之後我們就進入到第二部分
[00:15:40.880 --> 00:15:42.040]  之前講到最後說的
[00:15:42.040 --> 00:15:44.000]  塔拉生了阿伯蘭他們
[00:15:44.000 --> 00:15:46.440]  下面這幾次經文很詳細
[00:15:46.440 --> 00:15:48.920]  去描述塔拉帶著家人
[00:15:48.920 --> 00:15:51.520]  去加南的經過
[00:15:51.520 --> 00:15:53.520]  這是塔拉的後代
[00:15:53.520 --> 00:15:56.000]  塔拉生阿伯蘭那學哈蘭
[00:15:56.000 --> 00:15:57.920]  哈蘭生了羅德
[00:15:57.920 --> 00:16:00.880]  哈蘭死在他父親塔拉的面前
[00:16:00.880 --> 00:16:04.320]  死在他出生地加勒底的吾爾
[00:16:04.320 --> 00:16:07.280]  阿伯蘭那學國娶了妻子
[00:16:07.280 --> 00:16:09.480]  阿伯蘭的妻子叫薩萊
[00:16:09.480 --> 00:16:11.720]  那學的妻子叫麥加
[00:16:11.720 --> 00:16:13.680]  是哈蘭的女兒
[00:16:13.680 --> 00:16:16.840]  哈蘭是麥加和易加的父親
[00:16:16.840 --> 00:16:21.200]  薩萊不生育沒有孩子
[00:16:21.200 --> 00:16:24.600]  塔拉帶著家人去加南的旅程裡面
[00:16:24.600 --> 00:16:28.520]  我們看到滿肚挫折
[00:16:28.520 --> 00:16:30.840]  塔拉的其中一個兒子哈蘭
[00:16:30.840 --> 00:16:34.400]  是被爸爸早死的
[00:16:34.400 --> 00:16:36.600]  塔拉的另一個兒子阿伯蘭
[00:16:36.600 --> 00:16:39.240]  他的妻子是不育的
[00:16:39.240 --> 00:16:42.920]  這段旅程不是風平浪靜
[00:16:42.920 --> 00:16:44.760]  接著繼續去描述
[00:16:44.760 --> 00:16:49.000]  塔拉帶著家人離開吾爾
[00:16:49.000 --> 00:16:51.200]  本來說要去加南
[00:16:51.200 --> 00:16:54.440]  不過停在了哈蘭那裡
[00:16:54.440 --> 00:16:56.800]  我們看到塔拉帶著一個
[00:16:56.800 --> 00:16:59.280]  無兒無女的阿伯蘭
[00:16:59.280 --> 00:17:01.240]  和她的媳婦
[00:17:01.240 --> 00:17:05.000]  一個沒有爸爸的孫羅德
[00:17:05.000 --> 00:17:07.600]  離開了加勒底的吾爾
[00:17:07.600 --> 00:17:10.200]  向著加南地出發
[00:17:10.200 --> 00:17:14.160]  不過在半途就在哈蘭停在那裡
[00:17:14.160 --> 00:17:16.360]  作者沒有技術旅途的原因
[00:17:16.360 --> 00:17:21.480]  只是說塔拉活了205年就死在那裡
[00:17:21.480 --> 00:17:22.960]  我們可能會問
[00:17:22.960 --> 00:17:26.520]  如果上帝是要揀選阿伯蘭的
[00:17:26.520 --> 00:17:29.920]  那為什麼要滿途這麼多挫折呢
[00:17:29.920 --> 00:17:31.480]  是不是
[00:17:31.480 --> 00:17:33.560]  在巴別塔的亂局之後
[00:17:33.560 --> 00:17:36.400]  究竟上帝對人的拯救計劃
[00:17:36.400 --> 00:17:38.760]  怎樣延續下去
[00:17:38.760 --> 00:17:41.080]  往後的經文我們看到
[00:17:41.080 --> 00:17:43.360]  縱然滿有亂局
[00:17:43.360 --> 00:17:47.080]  上帝鋪設了一個恩典的新里程
[00:17:47.080 --> 00:17:49.560]  為要彰顯上帝的主權
[00:17:49.560 --> 00:17:52.360]  上帝的大能
[00:17:52.360 --> 00:17:55.080]  今天學習的經文好像一個橋樑
[00:17:55.080 --> 00:17:58.240]  連結到下次我們會看的十二章
[00:17:58.240 --> 00:18:01.840]  正正式式開始神怎樣去呼召阿伯蘭
[00:18:01.840 --> 00:18:05.000]  讓祂所出的後代成為大國
[00:18:05.000 --> 00:18:07.320]  帶來萬民的祝福
[00:18:07.320 --> 00:18:11.920]  如果我們已經預覽了之前看過之後的經文
[00:18:11.920 --> 00:18:15.160]  我們會更加明白上帝怎樣帶領阿伯蘭
[00:18:15.160 --> 00:18:19.320]  在很多的亂局裡面成就神的計劃
[00:18:19.320 --> 00:18:20.320]  我們之後會看到
[00:18:20.320 --> 00:18:24.280]  阿伯蘭在饑荒的時候去了埃及
[00:18:24.280 --> 00:18:26.480]  接著一個太太太美麗了
[00:18:26.480 --> 00:18:28.960]  她又怕會自己受威脅
[00:18:28.960 --> 00:18:32.120]  就叫太太說謊認自己的妹妹
[00:18:32.120 --> 00:18:35.480]  結果差點闖大禍
[00:18:35.480 --> 00:18:41.560]  戰亂裡面要顧及她的侄女羅德
[00:18:41.560 --> 00:18:43.000]  因為羅德沒有爸爸
[00:18:43.000 --> 00:18:45.160]  她要去搶救羅德
[00:18:45.160 --> 00:18:46.200]  更大問題
[00:18:46.200 --> 00:18:48.240]  妻子殺來不生育
[00:18:48.240 --> 00:18:49.920]  用了自己的方法
[00:18:49.920 --> 00:18:52.240]  結果污吏彈到
[00:18:52.240 --> 00:18:53.440]  在亂局裡面
[00:18:53.440 --> 00:18:56.440]  我們看到神一次又一次去俯立
[00:18:56.440 --> 00:18:58.360]  在人的不能裡面
[00:18:58.360 --> 00:19:02.040]  去彰顯神的大能
[00:19:02.040 --> 00:19:04.760]  我們做個小小的總結
[00:19:04.760 --> 00:19:07.080]  1至11章的內容裡面
[00:19:07.080 --> 00:19:09.040]  一路記載了
[00:19:09.040 --> 00:19:12.920]  是人和神的關係的發展
[00:19:12.920 --> 00:19:14.880]  人永遠是人
[00:19:14.880 --> 00:19:15.800]  是受造物
[00:19:15.800 --> 00:19:17.600]  不是上帝
[00:19:17.600 --> 00:19:18.520]  在歷史裡面
[00:19:18.520 --> 00:19:20.200]  人不斷地犯罪
[00:19:20.200 --> 00:19:22.040]  循環不斷地
[00:19:22.040 --> 00:19:24.440]  蠶奪上帝的主權
[00:19:24.440 --> 00:19:25.960]  不過儘管如此
[00:19:25.960 --> 00:19:28.680]  上帝仍然在他驕傲的人裡面
[00:19:28.680 --> 00:19:31.120]  他願意因此的同在
[00:19:31.120 --> 00:19:32.320]  懲罰過後
[00:19:32.320 --> 00:19:34.680]  仍然不斷地護佑
[00:19:34.680 --> 00:19:35.920]  鬥贖計劃
[00:19:35.920 --> 00:19:39.800]  一路在開展
[00:19:39.800 --> 00:19:41.280]  今天這段經文
[00:19:41.280 --> 00:19:44.280]  給我們有什麼鼓勵
