
[00:00:00.000 --> 00:00:07.000]  臨別贈言 或臨終遺言 我們都很重視
[00:02:28.000 --> 00:02:33.000]  奉父子聖靈的名 給他們施洗
[00:02:33.000 --> 00:02:36.000]  你們就是指當時的十一個門徒
[00:02:36.000 --> 00:02:38.000]  萬民是什麼呢?
[00:02:38.000 --> 00:02:40.000]  萬民就是所有的民族
[00:02:40.000 --> 00:02:43.000]  甚至可以說所有未信耶穌的群體
[00:02:43.000 --> 00:02:45.000]  都是耶穌期盼的
[00:02:45.000 --> 00:02:48.000]  耶穌很希望祂十一個門徒
[00:02:48.000 --> 00:02:51.000]  能夠在耶穌離開世界升天的時候
[00:02:51.000 --> 00:02:55.000]  能夠傳福音給萬族 萬國 萬民
[00:02:55.000 --> 00:02:58.000]  使他們成為主的門徒
[00:02:58.000 --> 00:03:00.000]  其實對於猶太人來說
[00:03:00.000 --> 00:03:04.000]  使人作門徒是拉比的責任
[00:03:04.000 --> 00:03:06.000]  但我們看回聖經
[00:03:06.000 --> 00:03:09.000]  特別在耶穌在世的侍奉
[00:03:09.000 --> 00:03:12.000]  在初期教會的時期
[00:03:12.000 --> 00:03:16.000]  門徒很多時候被形容是跟隨耶穌那群人
[00:03:16.000 --> 00:03:18.000]  都被稱為門徒
[00:03:18.000 --> 00:03:19.000]  可以這麼說
[00:03:19.000 --> 00:03:22.000]  門徒在福音書和《小行傳》
[00:03:22.000 --> 00:03:26.000]  是一個很重要的神學主題
[00:03:26.000 --> 00:03:28.000]  聖經中說到門徒的觀念
[00:03:28.000 --> 00:03:32.000]  其實是根植於上帝的呼召
[00:03:32.000 --> 00:03:36.000]  是神親自去呼召祂的兒女
[00:03:36.000 --> 00:03:38.000]  而我們作為兒女的
[00:03:38.000 --> 00:03:40.000]  我們要去回應上帝的呼召
[00:03:40.000 --> 00:03:42.000]  因著神的呼召
[00:03:42.000 --> 00:03:43.000]  人的回應
[00:03:43.000 --> 00:03:46.000]  就構成了聖經當中一個很重要的字
[00:03:46.000 --> 00:03:48.000]  這個約字
[00:03:48.000 --> 00:03:50.000]  文約
[00:03:50.000 --> 00:03:54.000]  這個文約也都重複在一句話裡面
[00:03:54.000 --> 00:03:56.000]  我要作你們的神
[00:03:56.000 --> 00:04:01.000]  你們要作我的子民
[00:04:01.000 --> 00:04:02.000]  各位姐妹
[00:04:02.000 --> 00:04:04.000]  上帝呼召我們
[00:04:04.000 --> 00:04:05.000]  是要成為祂的兒女
[00:04:05.000 --> 00:04:07.000]  祂要成為我們的神
[00:04:07.000 --> 00:04:10.000]  因著祂的呼召
[00:04:10.000 --> 00:04:13.000]  這個約來得以確立
[00:04:13.000 --> 00:04:14.000]  各位姐妹
[00:04:14.000 --> 00:04:15.000]  當我們信耶穌的時候
[00:04:15.000 --> 00:04:17.000]  我們和上帝是納了約的
[00:04:17.000 --> 00:04:19.000]  上帝要成為我們的神
[00:04:19.000 --> 00:04:22.000]  我們要成為祂的跟從者
[00:04:22.000 --> 00:04:26.000]  所以門徒就是跟從耶穌的人
[00:04:26.000 --> 00:04:29.000]  原來在耶穌這個大使命裡面
[00:04:29.000 --> 00:04:32.000]  不單單是叫人信耶穌
[00:04:32.000 --> 00:04:33.000]  聽福音
[00:04:33.000 --> 00:04:36.000]  而是叫人成為跟從主的人
[00:04:36.000 --> 00:04:38.000]  並且藉著訓練
[00:04:38.000 --> 00:04:39.000]  教導
[00:04:39.000 --> 00:04:43.000]  使初信耶穌的人的生命可以成長
[00:04:43.000 --> 00:04:46.000]  最終能夠成為表裡一致的教徒
[00:04:46.000 --> 00:04:49.000]  而不只是成為A4的信徒
[00:04:49.000 --> 00:04:51.000]  就好像耶穌
[00:04:51.000 --> 00:04:53.000]  他用了三年多的時間
[00:04:53.000 --> 00:04:55.000]  和他的十二個門徒在一起
[00:04:55.000 --> 00:04:56.000]  以言教
[00:04:56.000 --> 00:04:57.000]  心教
[00:04:57.000 --> 00:04:59.000]  去訓練他的門徒
[00:04:59.000 --> 00:05:03.000]  特別教導他們要做一個謙卑的僕人
[00:05:03.000 --> 00:05:05.000]  彼此的服事
[00:05:05.000 --> 00:05:08.000]  當耶穌就快被抓的時候
[00:05:08.000 --> 00:05:12.000]  他不單止頒佈彼此相愛的教導
[00:05:12.000 --> 00:05:15.000]  他更加親自示範為門徒洗腳
[00:05:15.000 --> 00:05:19.000]  一個很重要謙卑的示範
[00:05:19.000 --> 00:05:20.000]  你們要為首
[00:05:20.000 --> 00:05:23.000]  就要做人的僕人
[00:05:23.000 --> 00:05:26.000]  當然在這個時代
[00:05:26.000 --> 00:05:28.000]  耶穌沒有叫我們
[00:05:28.000 --> 00:05:30.000]  要和我們所栽培
[00:05:30.000 --> 00:05:33.000]  所教導的人同食同住
[00:05:33.000 --> 00:05:35.000]  Mandy你不用擔心
[00:05:35.000 --> 00:05:37.000]  耶穌沒有叫你離開你的丈夫
[00:05:37.000 --> 00:05:41.000]  和你栽培的姐妹同食同住
[00:05:41.000 --> 00:05:42.000]  不過
[00:05:42.000 --> 00:05:44.000]  你可以透過不同的方式
[00:05:44.000 --> 00:05:46.000]  和他見面
[00:05:46.000 --> 00:05:47.000]  和他聯繫
[00:05:47.000 --> 00:05:49.000]  以生命影響生命
[00:05:49.000 --> 00:05:51.000]  將你所教導的
[00:05:51.000 --> 00:05:52.000]  你領受的
[00:05:52.000 --> 00:05:56.000]  和你栽培的對象來分享
[00:05:56.000 --> 00:05:58.000]  這是上帝的恩典
[00:05:58.000 --> 00:06:00.000]  神很愛惜我
[00:06:00.000 --> 00:06:02.000]  在我初信主的時候
[00:06:02.000 --> 00:06:04.000]  我栽培了四位弟兄
[00:06:04.000 --> 00:06:06.000]  在我不同的範疇上
[00:06:06.000 --> 00:06:08.000]  成為我生命的師父
[00:06:08.000 --> 00:06:10.000]  無論在神的話語
[00:06:10.000 --> 00:06:12.000]  在教會生活
[00:06:12.000 --> 00:06:13.000]  在報道
[00:06:13.000 --> 00:06:15.000]  在侍奉上
[00:06:15.000 --> 00:06:18.000]  神都分別栽培四位弟兄
[00:06:18.000 --> 00:06:20.000]  來成為我的師父
[00:06:20.000 --> 00:06:23.000]  在他們真實的生命當中
[00:06:23.000 --> 00:06:26.000]  生活的表現
[00:06:26.000 --> 00:06:30.000]  讓我學習怎樣做一個主的門徒
[00:06:30.000 --> 00:06:32.000]  有正面的
[00:06:32.000 --> 00:06:33.000]  有不足的
[00:06:33.000 --> 00:06:35.000]  但上帝就讓我很真實的
[00:06:35.000 --> 00:06:37.000]  去學習去體驗
[00:06:37.000 --> 00:06:39.000]  所以你們要去
[00:06:39.000 --> 00:06:42.000]  固之然是指十一個門徒
[00:06:42.000 --> 00:06:45.000]  但是也都應該包括我們每位弟兄姐妹
[00:06:45.000 --> 00:06:47.000]  我們同樣有這個責任去領受
[00:06:47.000 --> 00:06:50.000]  這個使萬民坐耶穌門徒這個責任
[00:06:50.000 --> 00:06:52.000]  薪火要相傳
[00:06:52.000 --> 00:06:54.000]  這個棒
[00:06:54.000 --> 00:06:55.000]  如果只是那十一個人
[00:06:55.000 --> 00:06:57.000]  除非他們不死
[00:06:57.000 --> 00:06:59.000]  否則沒有辦法來完成
[00:06:59.000 --> 00:07:02.000]  所以我們有責任去完成這個大使命
[00:07:02.000 --> 00:07:05.000]  我們不單止自己要成為主的門徒
[00:07:05.000 --> 00:07:09.000]  更要使別人成為主的門徒
[00:07:09.000 --> 00:07:11.000]  所以緬因
[00:07:11.000 --> 00:07:13.000]  不是陳格斯邀請你
[00:07:13.000 --> 00:07:15.000]  不是愛迫邀請你
[00:07:15.000 --> 00:07:17.000]  真正邀請你的
[00:07:17.000 --> 00:07:18.000]  是耶穌基督
[00:07:18.000 --> 00:07:20.000]  在他的大使命裡面
[00:07:20.000 --> 00:07:22.000]  已經向你和眾頂姐妹
[00:07:22.000 --> 00:07:24.000]  發出一個邀請
[00:07:24.000 --> 00:07:26.000]  耶穌說你要做我門徒
[00:07:26.000 --> 00:07:29.000]  更加要使人做我的門徒
[00:07:29.000 --> 00:07:31.000]  並且奉父子聖靈的命
[00:07:31.000 --> 00:07:34.000]  為他們施洗
[00:07:34.000 --> 00:07:36.000]  沒錯按教會傳統
[00:07:36.000 --> 00:07:39.000]  我們只是那些安納了的牧者
[00:07:39.000 --> 00:07:42.000]  或者特別的人才可以施洗
[00:07:42.000 --> 00:07:43.000]  為什麼要施洗呢
[00:07:43.000 --> 00:07:45.000]  是要使主的門徒
[00:07:45.000 --> 00:07:48.000]  能夠作出一個公開的認訊
[00:07:48.000 --> 00:07:51.000]  完全毀身給這位的主
[00:07:51.000 --> 00:07:53.000]  弟兄姐妹
[00:07:53.000 --> 00:07:55.000]  我們是不是主的門徒呢
[00:07:55.000 --> 00:07:59.000]  我們是不是跟從耶穌的人呢
[00:07:59.000 --> 00:08:02.000]  你不要說我有跟耶穌的
[00:08:02.000 --> 00:08:06.000]  我每個星期都跟誰來教會崇拜
[00:08:06.000 --> 00:08:08.000]  可能你跟從耶穌是跟著
[00:08:08.000 --> 00:08:10.000]  你所愛的人來教會崇拜
[00:08:10.000 --> 00:08:11.000]  或者跟著一個
[00:08:11.000 --> 00:08:14.000]  你覺得很難去意的人來教會崇拜
[00:08:14.000 --> 00:08:17.000]  這個不是跟從主
[00:08:17.000 --> 00:08:21.000]  跟從主不是去到教會就叫跟從主
[00:08:21.000 --> 00:08:23.000]  跟從主是我們的生命
[00:08:23.000 --> 00:08:27.000]  我們生活能夠照主所吩咐的
[00:08:27.000 --> 00:08:29.000]  照主所喜悅的去做
[00:08:29.000 --> 00:08:30.000]  弟兄姐妹
[00:08:30.000 --> 00:08:32.000]  讓我們一起想一想
[00:08:32.000 --> 00:08:34.000]  我們的思想
[00:08:34.000 --> 00:08:36.000]  我們的言語
[00:08:36.000 --> 00:08:39.000]  我們的一舉一動
[00:08:39.000 --> 00:08:45.000]  是不是真的照主所吩咐去做呢
[00:08:45.000 --> 00:08:47.000]  還是說
[00:08:47.000 --> 00:08:50.000]  我們在做主的門徒
[00:08:50.000 --> 00:08:52.000]  只是期盼主給我們有好處
[00:08:52.000 --> 00:08:56.000]  而我在信仰上面卻出賣我們的主
[00:08:56.000 --> 00:08:59.000]  使我們主的命受到虧損
[00:08:59.000 --> 00:09:02.000]  但願我們能夠成為主的門徒
[00:09:02.000 --> 00:09:07.000]  而不是成為主掛名的基督徒
[00:09:07.000 --> 00:09:10.000]  我們能不能夠使別人成為主的門徒呢
[00:09:10.000 --> 00:09:12.000]  還是說
[00:09:12.000 --> 00:09:14.000]  我們成為別人作主門徒
[00:09:14.000 --> 00:09:17.000]  一個絆腳石呢
[00:09:17.000 --> 00:09:20.000]  這是第一個臨別贈言
[00:09:20.000 --> 00:09:22.000]  耶穌給我們一個很大的提醒
[00:09:22.000 --> 00:09:25.000]  同時也給我們這一刻
[00:09:25.000 --> 00:09:27.000]  一個很大的反省
[00:09:27.000 --> 00:09:30.000]  我是不是一個主的門徒
[00:09:30.000 --> 00:09:31.000]  我能不能夠
[00:09:31.000 --> 00:09:32.000]  或者我沒有意識
[00:09:32.000 --> 00:09:36.000]  我要使別人成為主的門徒呢
[00:09:36.000 --> 00:09:38.000]  主也提醒我們
[00:09:38.000 --> 00:09:41.000]  你不單要使別人作我門徒
[00:09:41.000 --> 00:09:43.000]  你更要使這些做門徒的
[00:09:43.000 --> 00:09:46.000]  能夠活像基督
[00:09:46.000 --> 00:09:51.000]  凡我所吩咐你們的都教訓他們遵守
[00:09:51.000 --> 00:09:53.000]  我們作為門徒和耶穌的關係
[00:09:53.000 --> 00:09:56.000]  和耶穌是一種關係
[00:09:56.000 --> 00:09:57.000]  不是一種利益
[00:09:57.000 --> 00:09:59.000]  不是一種利用
[00:09:59.000 --> 00:10:01.000]  耶穌從來不會因為人
[00:10:01.000 --> 00:10:04.000]  單單悔在歸他而滿足
[00:10:04.000 --> 00:10:06.000]  祂很期盼我們
[00:10:06.000 --> 00:10:09.000]  能夠照祂所做的去做
[00:10:09.000 --> 00:10:11.000]  照祂所教的去做
[00:10:11.000 --> 00:10:13.000]  更加能夠將祂的教導
[00:10:13.000 --> 00:10:15.000]  教訓其他人遵守
[00:10:15.000 --> 00:10:17.000]  耶穌更加提醒我們
[00:10:17.000 --> 00:10:21.000]  我們要背起自己的十字架來跟從祂
[00:10:21.000 --> 00:10:23.000]  耶穌從來沒有要我們去揹
[00:10:23.000 --> 00:10:25.000]  耶穌自己的十字架
[00:10:25.000 --> 00:10:26.000]  我們揹不起
[00:10:26.000 --> 00:10:29.000]  我們都沒有本事去揹
[00:10:29.000 --> 00:10:31.000]  沒有資格去揹
[00:10:31.000 --> 00:10:34.000]  我們只需要揹我們自己的十字架
[00:10:34.000 --> 00:10:35.000]  來跟從祂
[00:10:35.000 --> 00:10:37.000]  路加福音十四章二十五、二十七節
[00:10:37.000 --> 00:10:39.000]  這樣教導我們
[00:10:39.000 --> 00:10:41.000]  耶穌呼召說
[00:10:41.000 --> 00:10:43.000]  凡勞苦擔重擔的人
[00:10:43.000 --> 00:10:45.000]  可以到我這裡來
[00:10:45.000 --> 00:10:47.000]  我就使你得安息
[00:10:47.000 --> 00:10:49.000]  這節聖經
[00:10:49.000 --> 00:10:51.000]  我們很多時候給安慰自己
[00:10:51.000 --> 00:10:52.000]  也都安慰其他人
[00:10:52.000 --> 00:10:54.000]  但其實這節聖經
[00:10:54.000 --> 00:10:56.000]  是耶穌對我們一個很重要的呼召
[00:10:56.000 --> 00:10:58.000]  是對門口的呼召
[00:10:58.000 --> 00:11:00.000]  你來我這裡
[00:11:00.000 --> 00:11:02.000]  去承擔我給你的責任
[00:11:02.000 --> 00:11:05.000]  也都享受我給你的安息
[00:11:05.000 --> 00:11:07.000]  耶穌這樣去呼召
[00:11:07.000 --> 00:11:10.000]  你是重新上帝對百姓
[00:11:10.000 --> 00:11:12.000]  對普世的人的一個呼召
[00:11:12.000 --> 00:11:16.000]  因為神是呼召人做祂的子民
[00:11:16.000 --> 00:11:18.000]  做祂在地上的代表
[00:11:18.000 --> 00:11:21.000]  同樣當我信耶穌的時候
[00:11:21.000 --> 00:11:24.000]  我們的主就與我們同在
[00:11:24.000 --> 00:11:29.000]  我們就成為主在世上的代表代言人
[00:11:29.000 --> 00:11:31.000]  主耶穌很希望
[00:11:31.000 --> 00:11:36.000]  我們的生命可以越來越似祂
[00:11:36.000 --> 00:11:38.000]  讓人看到我們的生命
[00:11:38.000 --> 00:11:39.000]  看到我們的樣子
[00:11:39.000 --> 00:11:40.000]  看到我們的言行舉止
[00:11:40.000 --> 00:11:44.000]  認識有主在我們的生命當中
[00:11:44.000 --> 00:11:48.000]  這種呼召是新約和舊約
[00:11:48.000 --> 00:11:52.000]  對門徒觀一個很重要的核心
[00:11:52.000 --> 00:11:54.000]  原來聖經的門徒
[00:11:54.000 --> 00:11:57.000]  就是要活像基督
[00:11:57.000 --> 00:11:59.000]  頂姐妹
[00:11:59.000 --> 00:12:01.000]  我們是不是主的門徒呢?
[00:12:01.000 --> 00:12:03.000]  不是你有沒有來教會
[00:12:03.000 --> 00:12:05.000]  不是你有沒有做些什麼
[00:12:05.000 --> 00:12:07.000]  是我們的生命
[00:12:07.000 --> 00:12:10.000]  是不是似耶穌
[00:12:10.000 --> 00:12:11.000]  再補充
[00:12:11.000 --> 00:12:14.000]  做門徒目標是什麼呢?
[00:12:14.000 --> 00:12:15.000]  對於自己
[00:12:15.000 --> 00:12:18.000]  就是要活像基督
[00:12:18.000 --> 00:12:21.000]  對於我們怎樣去對其他人呢?
[00:12:21.000 --> 00:12:24.000]  是在於我們能不能夠好像有人所說
[00:12:24.000 --> 00:12:28.000]  「非以逆人乃逆於人」
[00:12:28.000 --> 00:12:31.000]  原來我們作為跟從主的門徒
[00:12:31.000 --> 00:12:34.000]  我們不只是拿人的好處
[00:12:34.000 --> 00:12:36.000]  我們不只是不可以吃虧
[00:12:36.000 --> 00:12:39.000]  我們要甚至吃虧
[00:12:39.000 --> 00:12:41.000]  我們都為基督的緣故
[00:12:41.000 --> 00:12:43.000]  去服侍有需要的人
[00:12:43.000 --> 00:12:47.000]  目的是叫人認識耶穌
[00:12:47.000 --> 00:12:49.000]  對於這個世界
[00:12:49.000 --> 00:12:50.000]  我們做門徒的
[00:12:50.000 --> 00:12:52.000]  就是要完成這個大使命
[00:12:52.000 --> 00:12:55.000]  使人成為主的門徒
[00:12:55.000 --> 00:12:57.000]  「凡我所吩咐你們的」
[00:12:57.000 --> 00:13:00.000]  意思就是那幫門徒
[00:13:00.000 --> 00:13:05.000]  三年多聽了很多耶穌的吩咐
[00:13:05.000 --> 00:13:08.000]  看了耶穌很多的行事為人
[00:13:08.000 --> 00:13:09.000]  更是在這裡
[00:13:09.000 --> 00:13:11.000]  聽到耶穌這個大使命
[00:13:11.000 --> 00:13:13.000]  他就將這一切
[00:13:13.000 --> 00:13:15.000]  三年多所聽到的東西
[00:13:15.000 --> 00:13:19.000]  去吩咐其他人全說
[00:13:19.000 --> 00:13:22.000]  而對於我們歷世歷代的信徒
[00:13:22.000 --> 00:13:24.000]  我們就將聖經裡面
[00:13:24.000 --> 00:13:26.000]  所有的東西
[00:13:26.000 --> 00:13:28.000]  都教訓那些未信耶穌的人
[00:13:28.000 --> 00:13:31.000]  叫他們認識上帝是獨一的真神
[00:13:31.000 --> 00:13:34.000]  叫他們知道耶穌是我們唯一的救主
[00:13:34.000 --> 00:13:35.000]  叫他們知道
[00:13:35.000 --> 00:13:38.000]  我們需要信耶穌得名聲
[00:13:38.000 --> 00:13:39.000]  不單止這樣
[00:13:39.000 --> 00:13:41.000]  我們更加要遵行
[00:13:41.000 --> 00:13:43.000]  換言之
[00:13:43.000 --> 00:13:46.000]  耶穌期盼我們門徒
[00:13:46.000 --> 00:13:48.000]  不只是知道耶穌說了什麼
[00:13:48.000 --> 00:13:49.000]  有什麼吩咐
[00:13:49.000 --> 00:13:53.000]  而是我們有沒有遵行他所教導的
[00:13:53.000 --> 00:13:55.000]  《瑪特福音》七章二十四、二十五節裡面說
[00:13:55.000 --> 00:13:58.000]  「凡聽見我者說就去行的
[00:13:58.000 --> 00:14:00.000]  好比一個聰明人將房子」
[00:14:00.000 --> 00:14:04.000]  將房子蓋在盆石上面
[00:14:04.000 --> 00:14:08.000]  原來一個有進行神話語的人
[00:14:08.000 --> 00:14:10.000]  在耶穌的比喻裡面
[00:14:10.000 --> 00:14:13.000]  他就是一個聰明的人
[00:14:13.000 --> 00:14:14.000]  這就是上帝的恩典
[00:14:14.000 --> 00:14:17.000]  讓我們教會在初信初培上
[00:14:17.000 --> 00:14:20.000]  由零到很荒蕪
[00:14:20.000 --> 00:14:22.000]  或者到很初淺
[00:14:22.000 --> 00:14:24.000]  到一個很完整的制度
[00:14:24.000 --> 00:14:26.000]  都是神的恩典
[00:14:26.000 --> 00:14:27.000]  我們一有初信者
[00:14:27.000 --> 00:14:29.000]  我們盡量去安排
[00:14:29.000 --> 00:14:33.000]  性別相同、年齡相若的栽培員
[00:14:33.000 --> 00:14:35.000]  去單對單的栽培
[00:14:35.000 --> 00:14:38.000]  我們盡量期望是這樣的
[00:14:38.000 --> 00:14:40.000]  無論是八科還是十二科
[00:14:40.000 --> 00:14:42.000]  總之我們能夠幫助初信者
[00:14:42.000 --> 00:14:47.000]  得到很好的一個培育的服務
[00:14:47.000 --> 00:14:51.000]  一個最基本的優異的服務
[00:14:51.000 --> 00:14:53.000]  連湯水都預備了
[00:14:53.000 --> 00:14:57.000]  讓他肥肥白白、快高長大
[00:14:57.000 --> 00:15:00.000]  之後我們就請他上三個課程
[00:15:00.000 --> 00:15:04.000]  基督新評、聖經事列、作主門徒
[00:15:04.000 --> 00:15:06.000]  過去有些人都已經捱捱
[00:15:06.000 --> 00:15:08.000]  這麼長的頸都未洗禮
[00:15:08.000 --> 00:15:12.000]  頂姊妹,願你生在福中
[00:15:12.000 --> 00:15:14.000]  真的知道上帝的福氣
[00:15:14.000 --> 00:15:16.000]  為什麼你要上基督新評?
[00:15:16.000 --> 00:15:18.000]  是因為你所信的就是耶穌
[00:15:18.000 --> 00:15:21.000]  你連耶穌的新評是什麼你都不知道
[00:15:21.000 --> 00:15:23.000]  我怎麼可以說我信耶穌?
[00:15:23.000 --> 00:15:26.000]  如果我們要進行主的教導
[00:15:26.000 --> 00:15:28.000]  我連聖經說什麼
[00:15:28.000 --> 00:15:29.000]  聖經有多少本書
[00:15:29.000 --> 00:15:31.000]  聖經新舊約的關係
[00:15:31.000 --> 00:15:32.000]  我都不知道
[00:15:32.000 --> 00:15:36.000]  我怎麼可以說我去遵行主的吩咐?
[00:15:36.000 --> 00:15:38.000]  如果不是作主門徒告訴你
[00:15:38.000 --> 00:15:40.000]  我們的生命是一個背十字架的生命
[00:15:40.000 --> 00:15:43.000]  我怎麼知道我今天的責任?
[00:15:43.000 --> 00:15:49.000]  頂姊妹,這三個課程是有意思的
[00:15:49.000 --> 00:15:52.000]  所以頂姊妹,不要介意長短
[00:15:52.000 --> 00:15:55.000]  也不要介意自己明白有多少
[00:15:55.000 --> 00:15:57.000]  每一個程度不同不要緊
[00:15:57.000 --> 00:16:02.000]  我只能夠鼓勵你像耶穌說的那句話
[00:16:02.000 --> 00:16:07.000]  有耳可聽的就應該聽
[00:16:07.000 --> 00:16:10.000]  無論你有沒有讀過書
[00:16:10.000 --> 00:16:13.000]  你有耳朵你去聽
[00:16:13.000 --> 00:16:15.000]  這就是你和我今天的責任
[00:16:15.000 --> 00:16:22.000]  課程的設計不只是知識的傳遞
[00:16:22.000 --> 00:16:25.000]  很希望透過這些東西
[00:16:25.000 --> 00:16:27.000]  透過單對單的個人栽培
[00:16:27.000 --> 00:16:29.000]  透過課堂的講授
[00:16:29.000 --> 00:16:32.000]  老師不單要將要講的東西講給你聽
[00:16:32.000 --> 00:16:37.000]  更加希望你能夠從老師和栽培者的生命當中
[00:16:37.000 --> 00:16:42.000]  得到感染體會基督的生命
[00:16:42.000 --> 00:16:45.000]  所以在這裡鼓勵做栽培的頂姊妹
[00:16:45.000 --> 00:16:49.000]  特別今天拿了證書的六位栽培員
[00:16:49.000 --> 00:16:54.000]  你不是拿了license拿了牌去栽培別人
[00:16:54.000 --> 00:16:58.000]  你是再次肯定地拿了一個很重要的責任
[00:16:58.000 --> 00:17:03.000]  以生命影響你栽培對象的生命
[00:17:03.000 --> 00:17:07.000]  讓他知道耶穌是一位又真又活的神
[00:17:07.000 --> 00:17:10.000]  各位被栽培的頂姊妹
[00:17:10.000 --> 00:17:14.000]  你不要催你的栽培員快快和我完成
[00:17:14.000 --> 00:17:16.000]  不要拖著時間
[00:17:16.000 --> 00:17:19.000]  我們不只是滿足要求
[00:17:19.000 --> 00:17:20.000]  我們去接受栽培
[00:17:20.000 --> 00:17:22.000]  我們去栽培
[00:17:22.000 --> 00:17:25.000]  我們只是滿足耶穌的心意
[00:17:25.000 --> 00:17:29.000]  達成耶穌臨別的贈言
[00:17:29.000 --> 00:17:31.000]  第三方面
[00:17:31.000 --> 00:17:33.000]  耶穌不只是吩咐我們要洗人作門徒
[00:17:33.000 --> 00:17:35.000]  要活像基督
[00:17:35.000 --> 00:17:37.000]  他更加將一個很重要的應許
[00:17:37.000 --> 00:17:40.000]  就是他的同在
[00:17:40.000 --> 00:17:43.000]  給我們每一個願意遵行他的人
[00:17:43.000 --> 00:17:46.000]  凡我所吩咐你們的都教訓他們遵守
[00:17:46.000 --> 00:17:49.000]  我就尚與你們同在
[00:17:49.000 --> 00:17:52.000]  直到世界的末了
[00:17:52.000 --> 00:17:54.000]  要使萬國萬民成為主的門徒
[00:17:54.000 --> 00:17:57.000]  真的是很大的使命
[00:17:57.000 --> 00:17:59.000]  絕對不是那十一個門徒
[00:17:59.000 --> 00:18:02.000]  靠自己能夠升任的
[00:18:02.000 --> 00:18:04.000]  主既然將使命交付
[00:18:04.000 --> 00:18:09.000]  也會將能力方法賜給他們
[00:18:09.000 --> 00:18:13.000]  今天上帝同樣將主與主愛同在
[00:18:13.000 --> 00:18:15.000]  賜給我們每一個人
[00:18:15.000 --> 00:18:17.000]  因爲耶穌基督復活勝過死亡
[00:18:17.000 --> 00:18:20.000]  耶穌基督已經擁有絕對的權柄
[00:18:20.000 --> 00:18:22.000]  就在馬特方開始的時候
[00:18:22.000 --> 00:18:25.000]  馬太已經宣告耶穌基督就是尼塞亞
[00:18:25.000 --> 00:18:27.000]  就是所應許的王
[00:18:27.000 --> 00:18:29.000]  阿不拉罕的後裔
[00:18:29.000 --> 00:18:30.000]  大衛的子孫
[00:18:30.000 --> 00:18:33.000]  耶穌基督的家譜
[00:18:33.000 --> 00:18:37.000]  當馬太形容耶穌基督就是大衛的子孫的時候
[00:18:37.000 --> 00:18:39.000]  意思就是他已經宣告
