
[00:00:00.000 --> 00:00:01.320]  好,各位電影節目,你們好!
[00:04:04.440 --> 00:04:07.240]  那一刻祂不會理會
[00:04:07.240 --> 00:04:09.280]  也不知道耶穌的心情是怎樣
[00:04:09.280 --> 00:04:11.400]  祂知道耶穌去某個地方
[00:04:11.400 --> 00:04:12.520]  於是祂跟著去了
[00:04:12.520 --> 00:04:15.880]  後來耶穌出來的時候
[00:04:15.880 --> 00:04:18.000]  就見到這一群人
[00:04:18.000 --> 00:04:20.000]  那見到這群人的時候
[00:04:20.000 --> 00:04:21.160]  祂有什麼感受呢
[00:04:21.160 --> 00:04:22.880]  我們一齊去讀
[00:04:22.880 --> 00:04:24.880]  我們讀了這些經文
[00:04:24.880 --> 00:04:27.520]  好我們一齊去讀馬克福音
[00:04:27.520 --> 00:04:29.440]  第六章的第三十四節
[00:04:29.440 --> 00:04:30.640]  我們一齊讀出
[00:04:42.400 --> 00:04:44.400]  看到很深的感受
[00:04:44.400 --> 00:04:46.400]  耶穌雖然心情很沉重
[00:04:46.400 --> 00:04:48.640]  但是祂見到很多人的需要
[00:04:48.640 --> 00:04:53.000]  祂就將自己這個沉重的心情暫時放下
[00:04:53.000 --> 00:04:56.280]  於是就開口教導這一群人
[00:04:56.280 --> 00:05:00.520]  而且由下午到黃昏
[00:05:00.520 --> 00:05:01.800]  好了
[00:05:01.800 --> 00:05:03.440]  黃昏的時候
[00:05:03.440 --> 00:05:05.400]  耶穌就跟門徒說
[00:05:05.400 --> 00:05:07.800]  他們應該要回去
[00:05:07.800 --> 00:05:09.000]  但是我們要給他們東西吃
[00:05:09.000 --> 00:05:10.000]  門徒說
[00:05:10.000 --> 00:05:13.000]  我們哪有這麼多錢買東西給他們吃
[00:05:13.000 --> 00:05:16.000]  大家知道原來在四卷福音書裏面
[00:05:16.000 --> 00:05:19.000]  同樣記載一個的神跡
[00:05:19.000 --> 00:05:20.000]  只有一個
[00:05:20.000 --> 00:05:22.000]  就是五餅二魚的神跡
[00:05:22.000 --> 00:05:24.000]  耶穌用五個餅
[00:05:24.000 --> 00:05:25.000]  兩條魚
[00:05:25.000 --> 00:05:27.000]  去給幾千人得到飽足
[00:05:27.000 --> 00:05:29.000]  好了
[00:05:29.000 --> 00:05:31.000]  當耶穌行完這個神跡之後
[00:05:31.000 --> 00:05:34.000]  耶穌更加受群眾歡迎
[00:05:34.000 --> 00:05:35.000]  為什麼呢
[00:05:35.000 --> 00:05:37.000]  那些人要擁戴耶穌做王
[00:05:37.000 --> 00:05:39.000]  因為如果祂做王的時候
[00:05:39.000 --> 00:05:40.000]  至少我們不用怕
[00:05:40.000 --> 00:05:41.000]  沒有東西吃
[00:05:41.000 --> 00:05:43.000]  你想想
[00:05:43.000 --> 00:05:45.000]  在特區政府裏面
[00:05:45.000 --> 00:05:48.000]  哪個官員的民望是較為好一點
[00:05:48.000 --> 00:05:49.000]  沒有那麼差的呢
[00:05:49.000 --> 00:05:51.000]  是財政司
[00:05:51.000 --> 00:05:53.000]  那為什麼呢
[00:05:53.000 --> 00:05:54.000]  因為派錢
[00:05:54.000 --> 00:05:56.000]  好啊好啊好啊
[00:05:56.000 --> 00:05:59.000]  於是民望就會好一點
[00:05:59.000 --> 00:06:02.000]  那些人就要擁戴耶穌做王
[00:06:02.000 --> 00:06:03.000]  我們一起來看
[00:06:03.000 --> 00:06:05.000]  約翰福音第六章的第十五節
[00:06:05.000 --> 00:06:06.000]  我們一起來讀出
[00:06:07.000 --> 00:06:10.000]  耶穌的基督受眾人宣誓
[00:06:10.000 --> 00:06:13.000]  受徒自由去到山上去了
[00:06:13.000 --> 00:06:15.000]  你知不知道
[00:06:15.000 --> 00:06:16.000]  這個是另外一個
[00:06:16.000 --> 00:06:17.000]  很大的誘惑
[00:06:17.000 --> 00:06:22.000]  當群眾要擁戴耶穌做王的時候
[00:06:22.000 --> 00:06:25.000]  耶穌要那些人離開祂
[00:06:25.000 --> 00:06:28.000]  接著祂自己要冷靜下來
[00:06:28.000 --> 00:06:30.000]  因為為什麼呢
[00:06:30.000 --> 00:06:33.000]  你留意到魔鬼不斷的誘惑耶穌
[00:06:33.000 --> 00:06:36.000]  當耶穌剛剛出來
[00:06:36.000 --> 00:06:38.000]  來帶祂去傳天國福音的時候
[00:06:38.000 --> 00:06:39.000]  記不記得
[00:06:39.000 --> 00:06:40.000]  魔鬼不是引誘祂的
[00:06:40.000 --> 00:06:43.000]  第一就是叫祂把石頭變成餅
[00:06:43.000 --> 00:06:45.000]  第二就是叫祂從墊頂跳下來
[00:06:45.000 --> 00:06:47.000]  祂說如果你是神的兒子
[00:06:47.000 --> 00:06:48.000]  有天使托著你的腳
[00:06:48.000 --> 00:06:49.000]  那時候就碰了
[00:06:49.000 --> 00:06:50.000]  為什麼要祂下來
[00:06:50.000 --> 00:06:52.000]  如果真的這樣的時候
[00:06:52.000 --> 00:06:54.000]  在高處掉下來的時候
[00:06:54.000 --> 00:06:55.000]  完全沒事的時候
[00:06:55.000 --> 00:06:57.000]  祂覺得很厲害很厲害
[00:06:57.000 --> 00:06:59.000]  就覺得祂很厲害
[00:06:59.000 --> 00:07:00.000]  接著第三是什麼呢
[00:07:00.000 --> 00:07:02.000]  就帶祂上了一個山
[00:07:02.000 --> 00:07:04.000]  如果是以色列人就會知道
[00:07:04.000 --> 00:07:06.000]  有一個叫試探山的
[00:07:06.000 --> 00:07:09.000]  就看到世界和萬國的榮耀
[00:07:09.000 --> 00:07:11.000]  魔鬼和耶穌說
[00:07:11.000 --> 00:07:12.000]  你只要拜我一拜
[00:07:12.000 --> 00:07:15.000]  我就將這個世界和萬國的榮耀給你
[00:07:15.000 --> 00:07:17.000]  你有沒有留意耶穌
[00:07:17.000 --> 00:07:19.000]  不是說你行不行
[00:07:19.000 --> 00:07:20.000]  某個程度
[00:07:20.000 --> 00:07:22.000]  耶穌是承認魔鬼有這種能力的
[00:07:22.000 --> 00:07:25.000]  所以那些人出賣自己的靈魂的時候
[00:07:25.000 --> 00:07:27.000]  他可以擁有更多的東西
[00:07:27.000 --> 00:07:28.000]  又有一套電影
[00:07:28.000 --> 00:07:30.000]  叫《追魂交易》
[00:07:30.000 --> 00:07:31.000]  不知道大家有沒有看過
[00:07:31.000 --> 00:07:34.000]  是亞爾伯仙奴做的
[00:07:34.000 --> 00:07:35.000]  他是做魔鬼的
[00:07:35.000 --> 00:07:37.000]  奇諾里維斯做過《男主角》
[00:07:37.000 --> 00:07:38.000]  大家可以去看看
[00:07:38.000 --> 00:07:41.000]  這個又是基於一個故事
[00:07:41.000 --> 00:07:42.000]  就是叫什麼呢
[00:07:42.000 --> 00:07:45.000]  就是浮士德的故事
[00:07:45.000 --> 00:07:46.000]  出賣自己的靈魂
[00:07:46.000 --> 00:07:49.000]  耶穌沒有否定到魔鬼有這種能力
[00:07:49.000 --> 00:07:51.000]  但是祂說只要敬拜神
[00:07:51.000 --> 00:07:56.000]  因為如果祂擺拜可能擁有很多
[00:07:56.000 --> 00:07:58.000]  祂就不用走十字界的路了
[00:08:00.000 --> 00:08:01.000]  不知道大家
[00:08:01.000 --> 00:08:02.000]  在香港來
[00:08:02.000 --> 00:08:04.000]  知不知道香港都有個試探山呢
[00:08:04.000 --> 00:08:06.000]  知不知道在哪裡
[00:08:06.000 --> 00:08:08.000]  不知道嗎
[00:08:08.000 --> 00:08:10.000]  在紅磡火車站對出
[00:08:10.000 --> 00:08:12.000]  你看下去
[00:08:12.000 --> 00:08:14.000]  你看到世界和萬國在那裡
[00:08:14.000 --> 00:08:16.000]  這個都叫試探山
[00:08:16.000 --> 00:08:18.000]  那你就可以留意
[00:08:18.000 --> 00:08:20.000]  那會成為你的提醒
[00:08:20.000 --> 00:08:21.000]  OK
[00:08:21.000 --> 00:08:22.000]  好了
[00:08:22.000 --> 00:08:25.000]  因為耶穌拒絕
[00:08:25.000 --> 00:08:27.000]  《耶穌聖經》裡面有一句話
[00:08:27.000 --> 00:08:29.000]  魔鬼暫時離開耶穌
[00:08:30.000 --> 00:08:31.000]  但是會繼續去試探祂
[00:08:31.000 --> 00:08:34.000]  我們知道
[00:08:34.000 --> 00:08:37.000]  耶穌曾經登山變象之前
[00:08:37.000 --> 00:08:41.000]  祂所愛的門徒彼得
[00:08:41.000 --> 00:08:42.000]  拉著耶穌
[00:08:42.000 --> 00:08:43.000]  叫耶穌不要死
[00:08:43.000 --> 00:08:45.000]  耶穌怎麼說
[00:08:45.000 --> 00:08:46.000]  撒旦退我後邊吧
[00:08:46.000 --> 00:08:50.000]  原來魔鬼又利用彼得這份的愛
[00:08:50.000 --> 00:08:52.000]  去攔阻耶穌搜集世界的路
[00:08:52.000 --> 00:08:54.000]  如果群眾個個都擁戴耶穌的時候
[00:08:54.000 --> 00:08:56.000]  祂可以立刻做皇帝
[00:08:56.000 --> 00:08:58.000]  耶穌知道祂來到這個世界
[00:08:58.000 --> 00:08:59.000]  第一次來的時候
[00:08:59.000 --> 00:09:02.000]  不是為了要做政治上的皇帝
[00:09:02.000 --> 00:09:03.000]  雖然在那一刻裡面
[00:09:03.000 --> 00:09:06.000]  很多人來但是去欣賞祂
[00:09:06.000 --> 00:09:08.000]  認同祂
[00:09:08.000 --> 00:09:09.000]  但是祂拒絕
[00:09:09.000 --> 00:09:12.000]  所以回應這個誘惑
[00:09:12.000 --> 00:09:14.000]  這個很厲害的誘惑
[00:09:14.000 --> 00:09:15.000]  是要怎樣呢
[00:09:15.000 --> 00:09:17.000]  就是需要冷靜下來
[00:09:17.000 --> 00:09:21.000]  然後從歡呼喝采聲之中
[00:09:21.000 --> 00:09:23.000]  退下來
[00:09:23.000 --> 00:09:24.000]  然後再反思
[00:09:24.000 --> 00:09:26.000]  自己應有的使命
[00:09:27.000 --> 00:09:29.000]  應有的責任在那裡
[00:09:29.000 --> 00:09:32.000]  然後肯定再踏上
[00:09:32.000 --> 00:09:33.000]  這個很重要
[00:09:33.000 --> 00:09:35.000]  今天有時候
[00:09:35.000 --> 00:09:37.000]  一些人當他開始成功的時候
[00:09:37.000 --> 00:09:40.000]  他就會迷失了自己的初心
[00:09:40.000 --> 00:09:43.000]  那個基本的方向
[00:09:43.000 --> 00:09:45.000]  甚至是會走歪
[00:09:45.000 --> 00:09:49.000]  所以當很多人來對我們有讚賞
[00:09:49.000 --> 00:09:50.000]  我們要感恩
[00:09:50.000 --> 00:09:52.000]  但是我們都要冷靜反思
[00:09:52.000 --> 00:09:54.000]  我是不是真的這麼值得
[00:09:54.000 --> 00:09:55.000]  別人來有讚賞
[00:09:56.000 --> 00:09:58.000]  我在神的面前
[00:09:58.000 --> 00:09:59.000]  我被神怎樣來評價
[00:09:59.000 --> 00:10:00.000]  這個是很重要的
[00:10:00.000 --> 00:10:02.000]  好了
[00:10:02.000 --> 00:10:05.000]  耶穌自己不單單要離開
[00:10:05.000 --> 00:10:07.000]  祂也要那些門徒
[00:10:07.000 --> 00:10:09.000]  和那些群眾有這個分隔
[00:10:09.000 --> 00:10:11.000]  那些人都走了
[00:10:11.000 --> 00:10:14.000]  然後耶穌就催門徒
[00:10:14.000 --> 00:10:16.000]  你上船吧
[00:10:16.000 --> 00:10:19.000]  然後祂自己安靜
[00:10:19.000 --> 00:10:22.000]  但是想不到天有不測之風雲
[00:10:23.000 --> 00:10:26.000]  加利利海是較為特別的
[00:10:26.000 --> 00:10:28.000]  那個地方
[00:10:28.000 --> 00:10:30.000]  那個地形是影響到
[00:10:30.000 --> 00:10:32.000]  突然間可能風勢大作
[00:10:32.000 --> 00:10:34.000]  可能這一刻裡面
[00:10:34.000 --> 00:10:35.000]  波平如鏡
[00:10:35.000 --> 00:10:39.000]  但是可能下一刻
[00:10:39.000 --> 00:10:41.000]  就會滔天巨浪
[00:10:41.000 --> 00:10:44.000]  所以當我們帶隊去以色列的時候
[00:10:44.000 --> 00:10:46.000]  我們都會在加利利湖那裡
[00:10:46.000 --> 00:10:47.000]  有那個遊船的
[00:10:47.000 --> 00:10:48.000]  至少有一個小時的
[00:10:48.000 --> 00:10:50.000]  我們都要祈禱
[00:10:50.000 --> 00:10:51.000]  千萬不要風浪大作
[00:10:51.000 --> 00:10:53.000]  否則我們很難去平靜風浪
[00:10:53.000 --> 00:10:54.000]  好了
[00:10:54.000 --> 00:10:56.000]  這裡就會看到
[00:10:56.000 --> 00:10:58.000]  突然之間風浪大作
[00:10:58.000 --> 00:11:00.000]  正如中文所說
[00:11:00.000 --> 00:11:03.000]  天有不測之風雲
[00:11:03.000 --> 00:11:06.000]  人有煞時之禍福
[00:11:06.000 --> 00:11:08.000]  很簡單舉一個例子
[00:11:08.000 --> 00:11:13.000]  一間很長久歷史的旅行社
[00:11:13.000 --> 00:11:14.000]  康泰旅行社
[00:11:14.000 --> 00:11:15.000]  記得嗎
[00:11:15.000 --> 00:11:17.000]  最出名的就是吃粥三餐
[00:11:17.000 --> 00:11:19.000]  早上是吃粥
[00:11:19.000 --> 00:11:20.000]  下午是吃粥
[00:11:20.000 --> 00:11:22.000]  這些旅行是吃粥三餐
[00:11:22.000 --> 00:11:23.000]  那時候
[00:11:23.000 --> 00:11:24.000]  好了
[00:11:24.000 --> 00:11:25.000]  就是
[00:11:25.000 --> 00:11:28.000]  當年的八月二十三號
[00:11:28.000 --> 00:11:31.000]  就是在泥沙公園
[00:11:31.000 --> 00:11:33.000]  就是菲律賓市中心的公園
[00:11:33.000 --> 00:11:36.000]  就發生了這個開槍事件
[00:11:36.000 --> 00:11:37.000]  因為有一個警察
[00:11:37.000 --> 00:11:38.000]  來這裡騎劫
[00:11:38.000 --> 00:11:40.000]  結果有些人怎麼樣呢
[00:11:40.000 --> 00:11:41.000]  被殺了
[00:11:41.000 --> 00:11:42.000]  康泰的領隊
[00:11:42.000 --> 00:11:44.000]  還有一個人姓易的
[00:11:44.000 --> 00:11:47.000]  就是被人打爆了下巴
[00:11:47.000 --> 00:11:50.000]  那我都和他有合作去講見證
[00:11:50.000 --> 00:11:53.000]  那天是應該完這一程
[00:11:53.000 --> 00:11:55.000]  就會上機回香港
[00:11:55.000 --> 00:11:57.000]  大家很開心去旅行
[00:11:57.000 --> 00:11:59.000]  但是怎麼想到突然之間
[00:11:59.000 --> 00:12:01.000]  會有這件事發生
[00:12:01.000 --> 00:12:04.000]  另外一次去埃及的時候
[00:12:04.000 --> 00:12:06.000]  是玩熱氣球
[00:12:06.000 --> 00:12:10.000]  我很深感受這個的標題
[00:12:10.000 --> 00:12:11.000]  都很大感慨
[00:12:11.000 --> 00:12:12.000]  最後的微笑
[00:12:12.000 --> 00:12:15.000]  當他們熱氣球升空之前
[00:12:15.000 --> 00:12:17.000]  他們會拍照
[00:12:17.000 --> 00:12:18.000]  大家很開心
[00:12:18.000 --> 00:12:20.000]  誰知道後來這個熱氣球
[00:12:20.000 --> 00:12:21.000]  在半空之中著火
[00:12:21.000 --> 00:12:23.000]  掉下來的時候
[00:12:23.000 --> 00:12:25.000]  死了很多人
[00:12:25.000 --> 00:12:27.000]  我不知道大家有沒有玩過熱氣球
[00:12:27.000 --> 00:12:29.000]  我們去土耳其的時候
[00:12:29.000 --> 00:12:30.000]  會在奇石區
[00:12:30.000 --> 00:12:33.000]  都會來這裡玩這些熱氣球
[00:12:33.000 --> 00:12:35.000]  這件事出現了之後
[00:12:35.000 --> 00:12:38.000]  後來我帶隊去土耳其的時候
[00:12:38.000 --> 00:12:43.000]  我就不讓團友參加這些活動
[00:12:43.000 --> 00:12:45.000]  但是我會讓他們放氣球
[00:12:45.000 --> 00:12:46.000]  都可以玩氣球的
[00:12:46.000 --> 00:12:48.000]  但是就不可以玩這些了
[00:12:48.000 --> 00:12:50.000]  那時候你怎麼想到
[00:12:50.000 --> 00:12:52.000]  這是最後的微笑呢
[00:12:52.000 --> 00:12:56.000]  所以人生是很無奈
[00:12:56.000 --> 00:12:58.000]  很多不測的風雲
[00:12:58.000 --> 00:13:01.000]  但是不要忘記
[00:13:01.000 --> 00:13:05.000]  世界上是絕對沒有波浪的海洋
[00:13:05.000 --> 00:13:07.000]  在我們的人生當中
[00:13:07.000 --> 00:13:10.000]  必定會有很多的波折
[00:13:10.000 --> 00:13:13.000]  你想想你自己過去的日子裡
[00:13:13.000 --> 00:13:15.000]  你都可能經歷到一些
[00:13:15.000 --> 00:13:17.000]  突然而來的衝擊
[00:13:17.000 --> 00:13:20.000]  但是我們絕對不可以
[00:13:20.000 --> 00:13:22.000]  因為懼怕這個巨浪
[00:13:22.000 --> 00:13:25.000]  而不去出海
[00:13:25.000 --> 00:13:28.000]  船不是泊在碼頭那裡
[00:13:28.000 --> 00:13:30.000]  船是要去出海
[00:13:30.000 --> 00:13:34.000]  人生不是要去逃避那些衝擊
[00:13:34.000 --> 00:13:38.000]  我們是要去面對不同的挑戰
[00:13:39.000 --> 00:13:40.000]  作為基督徒
[00:13:40.000 --> 00:13:41.000]  不要忘記
[00:13:41.000 --> 00:13:44.000]  這個世途是很險惡
[00:13:44.000 --> 00:13:48.000]  但是我們不可以因為世途險惡
[00:13:48.000 --> 00:13:51.000]  而不願意經歷人生的真實
[00:13:51.000 --> 00:13:54.000]  不肯面對這個社會
[00:13:54.000 --> 00:13:57.000]  今天我作為基督徒
[00:13:57.000 --> 00:13:59.000]  我們要承擔代價
[00:13:59.000 --> 00:14:00.000]  主耶穌沒有騙我們
[00:14:00.000 --> 00:14:03.000]  這條十字街的路是沉重的
[00:14:03.000 --> 00:14:04.000]  是狹窄的
[00:14:04.000 --> 00:14:06.000]  是不容易走的
[00:14:06.000 --> 00:14:10.000]  但是我們不可以因為那個舒適
[00:14:10.000 --> 00:14:14.000]  而完全坐在那裡
[00:14:14.000 --> 00:14:16.000]  什麼都不去做
[00:14:16.000 --> 00:14:20.000]  今天我們不可以因為懼怕
[00:14:20.000 --> 00:14:22.000]  要承擔這個責任
[00:14:22.000 --> 00:14:25.000]  而不去實踐這個大使命
[00:14:25.000 --> 00:14:27.000]  但是記住
[00:14:27.000 --> 00:14:30.000]  我們的主不是要我們單單的
[00:14:30.000 --> 00:14:32.000]  孤單的去面對
[00:14:32.000 --> 00:14:34.000]  他會跟我們在一起
[00:14:35.000 --> 00:14:36.000]  好了
[00:14:36.000 --> 00:14:40.000]  當這些門徒依著主的吩咐上了船
[00:14:40.000 --> 00:14:44.000]  但是誰知道突然之間風浪大撞
[00:14:44.000 --> 00:14:47.000]  他們會不會去質疑
[00:14:47.000 --> 00:14:51.000]  我今天的處境是誰造成的
[00:14:51.000 --> 00:14:54.000]  是耶穌叫我的
[00:14:54.000 --> 00:14:58.000]  為什麼我現在會有這樣的情形呢
[00:14:58.000 --> 00:14:59.000]  好了 我們再來讀
[00:14:59.000 --> 00:15:01.000]  《馬太福音》第十四章的25到27節
[00:15:01.000 --> 00:15:02.000]  我們一起來讀出來
[00:15:03.000 --> 00:15:05.000]  《馬太福音》第十四章
[00:15:05.000 --> 00:15:26.000]  不要忘記是耶穌叫他們上船的
[00:15:26.000 --> 00:15:28.000]  好了
[00:15:28.000 --> 00:15:30.000]  但是突然之間風浪大撞
[00:15:31.000 --> 00:15:34.000]  而且他們搖路甚苦
[00:15:34.000 --> 00:15:37.000]  在《楊方》第六章的第十九節
[00:15:37.000 --> 00:15:38.000]  那個講道
[00:15:38.000 --> 00:15:42.000]  門徒搖路大概走了多少
[00:15:42.000 --> 00:15:44.000]  十里路有多
[00:15:44.000 --> 00:15:47.000]  其實不是他們拍十里路
[00:15:47.000 --> 00:15:51.000]  Kitty說住在離島
[00:15:51.000 --> 00:15:54.000]  我自己也曾經有四年在離島裡面住
[00:15:54.000 --> 00:15:56.000]  我在長洲看到神明院讀書
[00:15:56.000 --> 00:15:58.000]  所以我曾經說過
[00:15:58.000 --> 00:16:01.000]  我都很恆常坐郵輪
[00:16:01.000 --> 00:16:03.000]  是坐油麻地小輪
[00:16:03.000 --> 00:16:04.000]  這樣的時候
[00:16:04.000 --> 00:16:06.000]  當年談戀愛的時候
[00:16:06.000 --> 00:16:08.000]  我的女朋友
[00:16:08.000 --> 00:16:09.000]  就是現在的師母
[00:16:09.000 --> 00:16:11.000]  來探望我
[00:16:11.000 --> 00:16:13.000]  有一次她在觀音灣
[00:16:13.000 --> 00:16:14.000]  不知道大家是否知道
[00:16:14.000 --> 00:16:16.000]  東灣旁邊的觀音灣爬艇仔
[00:16:16.000 --> 00:16:18.000]  我覺得我很厲害
[00:16:18.000 --> 00:16:19.000]  我爬了一會兒
[00:16:19.000 --> 00:16:21.000]  很快就已經到達海中心
[00:16:21.000 --> 00:16:22.000]  我以為是我
[00:16:22.000 --> 00:16:24.000]  原來是那些浪錶帶我出去
[00:16:24.000 --> 00:16:25.000]  我出去就很容易
[00:16:25.000 --> 00:16:28.000]  哇!回來就很辛苦
[00:16:28.000 --> 00:16:30.000]  搖到我手都避開了
[00:16:30.000 --> 00:16:31.000]  都搖不回去
[00:16:31.000 --> 00:16:33.000]  很辛苦的
[00:16:33.000 --> 00:16:34.000]  所以那一晚
[00:16:34.000 --> 00:16:35.000]  它滔天大浪
[00:16:35.000 --> 00:16:38.000]  船走了十里路
[00:16:38.000 --> 00:16:40.000]  他們很辛苦
[00:16:40.000 --> 00:16:43.000]  他們一定會焦慮不安
[00:16:43.000 --> 00:16:45.000]  因為生命危在旦夕
[00:16:45.000 --> 00:16:49.000]  甚至無處求助
[00:16:49.000 --> 00:16:51.000]  他們一定會在想
[00:16:51.000 --> 00:16:53.000]  我今天這樣的處境
[00:16:54.000 --> 00:16:56.000]  是我們的夫子耶穌
[00:16:56.000 --> 00:16:58.000]  叫我們上船
[00:16:58.000 --> 00:17:00.000]  但現在祂在哪裏
[00:17:00.000 --> 00:17:02.000]  祂可能在陸地上
[00:17:02.000 --> 00:17:03.000]  祂還很安全
[00:17:03.000 --> 00:17:04.000]  但是我在哪裏
[00:17:04.000 --> 00:17:06.000]  祂有沒有理會我們
[00:17:06.000 --> 00:17:08.000]  會不會有時候
[00:17:08.000 --> 00:17:09.000]  我們基督徒
[00:17:09.000 --> 00:17:11.000]  陷在這個困境裏面
[00:17:11.000 --> 00:17:13.000]  有時候在逆境當中
[00:17:13.000 --> 00:17:15.000]  我們都會質疑
[00:17:15.000 --> 00:17:17.000]  神啊
[00:17:17.000 --> 00:17:19.000]  你是不是和我在一起
[00:17:19.000 --> 00:17:22.000]  可能甚至我們過來英國的時候
[00:17:22.000 --> 00:17:24.000]  我們都經歷到
[00:17:24.000 --> 00:17:26.000]  神一些很特別的啟示
[00:17:26.000 --> 00:17:28.000]  啟迪引領
[00:17:28.000 --> 00:17:30.000]  但是來到英國之後
