
[00:00:00.000 --> 00:00:05.000]  真的是看到我們弟兄姊妹 朋友們
[00:03:58.000 --> 00:04:00.000]  這是我們生命的目的
[00:04:00.000 --> 00:04:02.000]  讓我們要去尋找
[00:04:02.000 --> 00:04:05.000]  每一個人都不一樣
[00:04:05.000 --> 00:04:07.000]  感謝神 讚美神
[00:04:07.000 --> 00:04:09.000]  今天我要講說是
[00:04:09.000 --> 00:04:13.000]  我們要活出一個討神喜悅的
[00:04:13.000 --> 00:04:16.000]  一個敬拜的人生
[00:04:16.000 --> 00:04:20.000]  因為我的人生是要來敬拜祂
[00:04:20.000 --> 00:04:23.000]  當我們講到敬拜的時候
[00:04:23.000 --> 00:04:26.000]  你會想到什麼
[00:04:26.000 --> 00:04:28.000]  我們可以自由的發揮一下
[00:04:28.000 --> 00:04:30.000]  當我說敬拜的話
[00:04:30.000 --> 00:04:32.000]  你會想到什麼
[00:04:32.000 --> 00:04:34.000]  感謝 好的
[00:04:34.000 --> 00:04:36.000]  當我們講到敬拜的時候
[00:04:36.000 --> 00:04:38.000]  你會想到什麼
[00:04:38.000 --> 00:04:41.000]  讚美 唱詩歌 是不是
[00:04:41.000 --> 00:04:43.000]  這就是敬拜祂
[00:04:43.000 --> 00:04:46.000]  是 我們弟兄姊妹都很好
[00:04:46.000 --> 00:04:50.000]  因為我以為你們會說就是唱詩歌了
[00:04:50.000 --> 00:04:54.000]  因為敬拜不只是唱詩歌
[00:04:54.000 --> 00:04:56.000]  不只如此
[00:04:56.000 --> 00:04:59.000]  敬拜是一個Lifestyle
[00:04:59.000 --> 00:05:02.000]  是一個我們怎麼樣過日子
[00:05:02.000 --> 00:05:07.000]  我們過日子可以過的很多方式
[00:05:07.000 --> 00:05:14.000]  你可以活在冤嘆之中
[00:05:14.000 --> 00:05:17.000]  哎呀 我以前要是這樣子多好
[00:05:17.000 --> 00:05:19.000]  哎呀 我要是沒有買那個多好
[00:05:19.000 --> 00:05:23.000]  哎呀 我要是住這樣子多好
[00:05:23.000 --> 00:05:25.000]  都是在冤嘆
[00:05:25.000 --> 00:05:27.000]  但是那是過去的事情
[00:05:27.000 --> 00:05:31.000]  怎麼能夠再回來呢
[00:05:31.000 --> 00:05:36.000]  是不是神在我們前面為我們預備
[00:05:36.000 --> 00:05:38.000]  但是祂要我們是說
[00:05:38.000 --> 00:05:40.000]  即使在苦難之中
[00:05:40.000 --> 00:05:42.000]  你也要敬拜我
[00:05:42.000 --> 00:05:44.000]  是不是
[00:05:44.000 --> 00:05:47.000]  所以經上面有說
[00:05:47.000 --> 00:05:52.000]  要拿起Temporary靈骨
[00:05:52.000 --> 00:05:54.000]  在撒瑪利亞的田間
[00:05:54.000 --> 00:05:58.000]  要來唱詩歌讚美神
[00:05:58.000 --> 00:06:02.000]  而你有可能正常在困苦患難之中
[00:06:02.000 --> 00:06:04.000]  這是一個敬拜的人生
[00:06:04.000 --> 00:06:07.000]  因為苦難打不倒你
[00:06:07.000 --> 00:06:10.000]  因為患難不能夠侷限你
[00:06:10.000 --> 00:06:15.000]  因為窮困也不能拘束你
[00:06:15.000 --> 00:06:17.000]  我從來還沒有看到一個人說
[00:06:17.000 --> 00:06:21.000]  因為窮困而受拘束
[00:06:21.000 --> 00:06:23.000]  我從來還沒有看到一個人
[00:06:23.000 --> 00:06:30.000]  說是心裡面有苦難而過不去的
[00:06:30.000 --> 00:06:32.000]  假如他心裡面有神的話
[00:06:32.000 --> 00:06:34.000]  是不是
[00:06:34.000 --> 00:06:38.000]  神的名是超乎萬民之名
[00:06:38.000 --> 00:06:40.000]  所以不管什麼事情
[00:06:40.000 --> 00:06:45.000]  不管什麼困苦患難都過不了
[00:06:45.000 --> 00:06:47.000]  難不了
[00:06:47.000 --> 00:06:50.000]  就是要我們要來敬拜他
[00:06:50.000 --> 00:06:53.000]  剛才我們練的羅馬書十二章
[00:06:53.000 --> 00:06:56.000]  我就練一二節再重複一次
[00:06:56.000 --> 00:06:58.000]  他說所以弟兄們
[00:06:58.000 --> 00:07:00.000]  我以神的慈悲勸你們
[00:07:00.000 --> 00:07:04.000]  將身體獻上當作活祭
[00:07:04.000 --> 00:07:05.000]  是聖潔的
[00:07:05.000 --> 00:07:07.000]  是神所喜悅的
[00:07:07.000 --> 00:07:11.000]  你們如此賜奉乃是理所當然的
[00:07:11.000 --> 00:07:13.000]  不要效法這個世界
[00:07:13.000 --> 00:07:15.000]  只要心依根心而變化
[00:07:15.000 --> 00:07:18.000]  叫你們察驗何為神的
[00:07:18.000 --> 00:07:24.000]  善良純全可喜悅的旨意
[00:07:24.000 --> 00:07:26.000]  Hallelujah
[00:07:26.000 --> 00:07:28.000]  這句話講得真漂亮
[00:07:28.000 --> 00:07:30.000]  但是您知道
[00:07:30.000 --> 00:07:32.000]  新義本
[00:07:32.000 --> 00:07:34.000]  他是這樣子的寫
[00:07:34.000 --> 00:07:36.000]  他說所以弟兄們
[00:07:36.000 --> 00:07:40.000]  既然上帝這樣連續我們
[00:07:40.000 --> 00:07:42.000]  我勸你們把自己當作
[00:07:42.000 --> 00:07:45.000]  活活的積物獻給上帝
[00:07:45.000 --> 00:07:47.000]  專心的侍奉他
[00:07:47.000 --> 00:07:49.000]  得到他的歡喜
[00:07:49.000 --> 00:07:51.000]  這就是你們應該獻上的
[00:07:51.000 --> 00:07:54.000]  真實的敬拜
[00:07:54.000 --> 00:07:57.000]  不要被這世界的造型同化
[00:07:57.000 --> 00:07:59.000]  讓上帝來改造你
[00:07:59.000 --> 00:08:02.000]  更新你們的心思意念
[00:08:02.000 --> 00:08:05.000]  好覺察什麼是他的旨意
[00:08:05.000 --> 00:08:11.000]  知道什麼是良善完全可悅納的
[00:08:11.000 --> 00:08:13.000]  新義本上面就翻譯出來
[00:08:13.000 --> 00:08:16.000]  一個真實的敬拜
[00:08:16.000 --> 00:08:18.000]  所以到底什麼叫做
[00:08:18.000 --> 00:08:22.000]  一個真實的敬拜呢
[00:08:22.000 --> 00:08:24.000]  其實這個答案
[00:08:24.000 --> 00:08:26.000]  剛才我們都有講到
[00:08:26.000 --> 00:08:28.000]  所謂真實的一個敬拜
[00:08:28.000 --> 00:08:29.000]  就是完全的奉獻
[00:08:29.000 --> 00:08:30.000]  全然的偽身
[00:08:30.000 --> 00:08:32.000]  而且是很主動很樂意
[00:08:32.000 --> 00:08:34.000]  很甘心很樂意
[00:08:34.000 --> 00:08:36.000]  是有實際行動的
[00:08:36.000 --> 00:08:39.000]  是專心的服侍的
[00:08:39.000 --> 00:08:42.000]  而心思意念都合乎神的
[00:08:42.000 --> 00:08:44.000]  是神喜歡的
[00:08:44.000 --> 00:08:45.000]  換句話說
[00:08:45.000 --> 00:08:47.000]  真實的敬拜
[00:08:47.000 --> 00:08:52.000]  就是一個正確的敬拜
[00:08:52.000 --> 00:08:55.000]  我發了不只一次
[00:08:55.000 --> 00:08:59.000]  我發給尤其是敬拜團的弟兄姊妹
[00:08:59.000 --> 00:09:02.000]  所謂的敬拜讚美的
[00:09:02.000 --> 00:09:06.000]  guideline的指導原則
[00:09:06.000 --> 00:09:08.000]  因為我希望我們敬拜讚美
[00:09:08.000 --> 00:09:12.000]  能夠有一個正確的方式
[00:09:12.000 --> 00:09:15.000]  來敬拜讚美神
[00:09:15.000 --> 00:09:16.000]  如果不是正確的話
[00:09:16.000 --> 00:09:18.000]  就變成只是在唱歌了
[00:09:18.000 --> 00:09:20.000]  不是嗎
[00:09:20.000 --> 00:09:21.000]  那到底什麼叫
[00:09:21.000 --> 00:09:24.000]  正確的敬拜讚美呢
[00:09:24.000 --> 00:09:28.000]  各位如果留心或者是用心的話
[00:09:28.000 --> 00:09:29.000]  我講了五個
[00:09:29.000 --> 00:09:34.000]  一開二起三放四收五回
[00:09:34.000 --> 00:09:38.000]  一開就是說第一首歌
[00:09:38.000 --> 00:09:41.000]  我們要讓天打開
[00:09:41.000 --> 00:09:44.000]  要讓神的靈澆灌下來
[00:09:44.000 --> 00:09:47.000]  讓神在我們中間來運行
[00:09:47.000 --> 00:09:49.000]  所以一開
[00:09:49.000 --> 00:09:51.000]  那麼我最建議就是說
[00:09:51.000 --> 00:09:53.000]  將天敞開
[00:09:53.000 --> 00:09:55.000]  所以讓這個歌
[00:09:55.000 --> 00:09:57.000]  尤其是敬拜的歌
[00:09:57.000 --> 00:10:00.000]  讓這個天能夠打開
[00:10:00.000 --> 00:10:02.000]  那麼二起呢
[00:10:02.000 --> 00:10:06.000]  是說要讓我們的心能夠打開
[00:10:06.000 --> 00:10:08.000]  我們打開我們的口來讚美神
[00:10:08.000 --> 00:10:12.000]  我們神把天上的門打開了
[00:10:12.000 --> 00:10:14.000]  神下來與我們一起同在
[00:10:14.000 --> 00:10:17.000]  當然祂一直是與我們同在
[00:10:17.000 --> 00:10:18.000]  我是說祂的同在
[00:10:18.000 --> 00:10:20.000]  彰顯出來的時候
[00:10:20.000 --> 00:10:22.000]  我們的心要打開來
[00:10:22.000 --> 00:10:24.000]  我們要能夠讓祂來充滿
[00:10:24.000 --> 00:10:25.000]  讓祂來澆灌我們
[00:10:25.000 --> 00:10:29.000]  讓祂進入我們心裡面
[00:10:29.000 --> 00:10:30.000]  所以第二首歌
[00:10:30.000 --> 00:10:34.000]  我們要能夠啟動我們的心
[00:10:34.000 --> 00:10:37.000]  譬如說是最知心的朋友
[00:10:37.000 --> 00:10:40.000]  譬如說是什麼
[00:10:40.000 --> 00:10:45.000]  第三首歌叫做放
[00:10:45.000 --> 00:10:48.000]  這個時候我們整個在靈裡面
[00:10:48.000 --> 00:10:51.000]  我們要敞開放出去
[00:10:51.000 --> 00:10:54.000]  這個時候要用詩章送詞
[00:10:54.000 --> 00:10:56.000]  要禱告 要靈歌
[00:10:56.000 --> 00:10:59.000]  來讚美我們的神
[00:10:59.000 --> 00:11:02.000]  我自己在別的地方
[00:11:02.000 --> 00:11:05.000]  他們有辦特會的時候
[00:11:05.000 --> 00:11:08.000]  那當然是最好的樂團
[00:11:08.000 --> 00:11:09.000]  最好的歌曲
[00:11:09.000 --> 00:11:13.000]  常常是唱到第三首歌的時候
[00:11:13.000 --> 00:11:17.000]  他放出去的時候
[00:11:17.000 --> 00:11:20.000]  禁不住人痛哭流涕
[00:11:20.000 --> 00:11:22.000]  人跪下來
[00:11:22.000 --> 00:11:25.000]  因為這是再一次
[00:11:25.000 --> 00:11:29.000]  這詩歌 神的話是有能力的
[00:11:29.000 --> 00:11:33.000]  第四首歌就叫做收
[00:11:33.000 --> 00:11:36.000]  那麼我們是要收在
[00:11:36.000 --> 00:11:38.000]  這個主日的主題
[00:11:38.000 --> 00:11:40.000]  我們第一個禮拜都是怎麼樣
[00:11:40.000 --> 00:11:42.000]  第一個主日我們是
[00:11:42.000 --> 00:11:43.000]  擺餅意象
[00:11:43.000 --> 00:11:45.000]  所以我們常常會唱
[00:11:45.000 --> 00:11:48.000]  舊竹竹這些擺餅的歌
[00:11:48.000 --> 00:11:51.000]  第二個禮拜我們見證分享
[00:11:51.000 --> 00:11:54.000]  我們會唱一些
[00:11:54.000 --> 00:11:56.000]  榮耀神見證的
[00:11:56.000 --> 00:11:57.000]  或者是禱告
[00:11:57.000 --> 00:11:59.000]  第三首是
[00:11:59.000 --> 00:12:00.000]  第三個禮拜是一致釋放
[00:12:00.000 --> 00:12:03.000]  今天我們唱耶穌你一致
[00:12:03.000 --> 00:12:05.000]  我就可以帶出
[00:12:05.000 --> 00:12:06.000]  這個禮拜的主題
[00:12:06.000 --> 00:12:08.000]  第四個禮拜我們就要唱
[00:12:08.000 --> 00:12:11.000]  禱告宣告
[00:12:11.000 --> 00:12:13.000]  禱告是一個很好的
[00:12:13.000 --> 00:12:14.000]  那麼第五個禮拜
[00:12:14.000 --> 00:12:17.000]  我們是聖靈的恩賜
[00:12:17.000 --> 00:12:20.000]  我們會唱一些聖靈方面的歌
[00:12:20.000 --> 00:12:24.000]  所以那麼回是講緣
[00:12:24.000 --> 00:12:27.000]  為了配合他的講題
[00:12:27.000 --> 00:12:31.000]  他要唱的一首詩歌等等
[00:12:31.000 --> 00:12:33.000]  為什麼要有guideline呢
[00:12:33.000 --> 00:12:37.000]  因為我們要一個正確的敬拜
[00:12:37.000 --> 00:12:38.000]  如果你說
[00:12:38.000 --> 00:12:43.000]  牧師啊 我懂的歌不多耶
[00:12:43.000 --> 00:12:45.000]  如果是這樣子的話
[00:12:45.000 --> 00:12:48.000]  其實你還沒有預備好
[00:12:48.000 --> 00:12:50.000]  你還真的不能上來帶
[00:12:50.000 --> 00:12:52.000]  甚至於不能上來唱
[00:12:52.000 --> 00:12:54.000]  因為你懂得知道的歌不多嘛
[00:12:54.000 --> 00:12:58.000]  你選來選去就那兩條歌嘛
[00:12:58.000 --> 00:12:59.000]  我甚至有碰到一次
[00:12:59.000 --> 00:13:00.000]  有人跟我說
[00:13:00.000 --> 00:13:04.000]  牧師你怎麼唱這麼
[00:13:04.000 --> 00:13:05.000]  沒唱過這麼深的歌
[00:13:05.000 --> 00:13:06.000]  這麼新的歌啊
[00:13:06.000 --> 00:13:07.000]  我說幫個忙啊
[00:13:07.000 --> 00:13:09.000]  這條歌已經七十年老了
[00:13:09.000 --> 00:13:11.000]  只是你沒唱過
[00:13:11.000 --> 00:13:12.000]  你知道嗎
[00:13:12.000 --> 00:13:17.000]  所以我們真的要花時間
[00:13:17.000 --> 00:13:18.000]  你要敬拜神
[00:13:18.000 --> 00:13:21.000]  你要一個正確的敬拜的方式
[00:13:21.000 --> 00:13:24.000]  我家裡面人都知道
[00:13:24.000 --> 00:13:26.000]  我那時候剛信耶穌的時候
[00:13:26.000 --> 00:13:28.000]  我跟你講我那個嗓門
[00:13:28.000 --> 00:13:32.000]  從小就大
[00:13:32.000 --> 00:13:35.000]  吵架人家吵不過我
[00:13:35.000 --> 00:13:37.000]  當我信了耶穌的時候
[00:13:37.000 --> 00:13:40.000]  我就很喜歡唱詩歌
[00:13:40.000 --> 00:13:42.000]  我唱詩歌呢
[00:13:42.000 --> 00:13:45.000]  就有人送給我一個點唱機
[00:13:45.000 --> 00:13:47.000]  還帶一本詩本
[00:13:47.000 --> 00:13:49.000]  所以我就每次就跟著點唱機
[00:13:49.000 --> 00:13:51.000]  有五百多首
[00:13:51.000 --> 00:13:52.000]  然後跟著詩本
[00:13:52.000 --> 00:13:56.000]  我就從第一條唱到五百多首
[00:13:56.000 --> 00:13:58.000]  唱得又大又小
[00:13:58.000 --> 00:14:00.000]  屋頂都要掀開了
[00:14:00.000 --> 00:14:02.000]  所以當然那都是
[00:14:02.000 --> 00:14:05.000]  所謂的傳統聖詩啦
[00:14:05.000 --> 00:14:08.000]  所以基本上這些歌我都知道
[00:14:08.000 --> 00:14:10.000]  所以你如果願意要
[00:14:10.000 --> 00:14:11.000]  一個正確的敬拜
[00:14:11.000 --> 00:14:12.000]  你要帶敬拜讚美
[00:14:12.000 --> 00:14:14.000]  你願意來真的是
[00:14:14.000 --> 00:14:16.000]  完全的擺上扶持他
[00:14:16.000 --> 00:14:17.000]  你真的歌要熟
[00:14:17.000 --> 00:14:19.000]  不然你唱就唱不下去
[00:14:19.000 --> 00:14:21.000]  你選來選去周生的幾條歌
[00:14:21.000 --> 00:14:23.000]  或者是怎麼搞這麼深的歌
[00:14:23.000 --> 00:14:24.000]  這麼新的歌
[00:14:24.000 --> 00:14:28.000]  其實是一首很老的歌了
[00:14:28.000 --> 00:14:30.000]  還有的時候我們常常
[00:14:30.000 --> 00:14:33.000]  沒有很正確的敬拜讚美
[00:14:33.000 --> 00:14:35.000]  我就常常有聽到弟兄姊妹
[00:14:35.000 --> 00:14:37.000]  帶的人跟我說
[00:14:37.000 --> 00:14:39.000]  不是啊 那首歌好棒好棒
[00:14:39.000 --> 00:14:42.000]  我要唱那首歌
[00:14:42.000 --> 00:14:44.000]  我心裡想
[00:14:44.000 --> 00:14:48.000]  我們講用心靈誠實來敬拜神
[00:14:48.000 --> 00:14:51.000]  那心靈不是說你的心靈
[00:14:51.000 --> 00:14:53.000]  不只是說你的心靈
[00:14:53.000 --> 00:14:55.000]  是說要用聖靈
[00:14:55.000 --> 00:14:59.000]  在聖靈裡面來敬拜他
[00:14:59.000 --> 00:15:01.000]  所以我有時候看到人寫的歌
[00:15:01.000 --> 00:15:02.000]  我進步就是
[00:15:02.000 --> 00:15:05.000]  是不是應該跟他講
[00:15:05.000 --> 00:15:08.000]  譬如講我看到不只一次有人選
[00:15:08.000 --> 00:15:10.000]  相約在竹林
[00:15:10.000 --> 00:15:12.000]  好不好
[00:15:12.000 --> 00:15:16.000]  我們相約在竹林
[00:15:16.000 --> 00:15:17.000]  對不對 很好嘛
[00:15:17.000 --> 00:15:19.000]  他說慕斯這首歌好棒
[00:15:19.000 --> 00:15:21.000]  我說你要不要考慮一下
[00:15:21.000 --> 00:15:22.000]  慕斯這首歌真的好棒
[00:15:22.000 --> 00:15:24.000]  我好喜歡唱
[00:15:24.000 --> 00:15:26.000]  我沒有好意思講
[00:15:26.000 --> 00:15:29.000]  這首歌人家專門喪禮唱
[00:15:29.000 --> 00:15:31.000]  你知道嗎
[00:15:31.000 --> 00:15:34.000]  不要把喪禮唱的歌拿出來唱
[00:15:34.000 --> 00:15:37.000]  因為他後面的歌詞
[00:15:37.000 --> 00:15:38.000]  你再看再看再看
[00:15:38.000 --> 00:15:41.000]  他都是在喪禮上面唱的歌
[00:15:41.000 --> 00:15:43.000]  再好聽的歌都是喪禮的歌
[00:15:43.000 --> 00:15:44.000]  所以每個歌
[00:15:44.000 --> 00:15:47.000]  有不同的場合不同的唱
[00:15:47.000 --> 00:15:51.000]  這都是要讓我們在中間來學習
[00:15:51.000 --> 00:15:53.000]  你要敬拜神
[00:15:53.000 --> 00:15:54.000]  我講第一首歌你要開
[00:15:54.000 --> 00:15:56.000]  你要敬拜神
[00:15:56.000 --> 00:15:57.000]  你要敬拜神的話
[00:15:57.000 --> 00:15:59.000]  你就不要說我啊我啊
[00:15:59.000 --> 00:16:00.000]  神你要給我這個
[00:16:00.000 --> 00:16:01.000]  神你要給我那個
[00:16:01.000 --> 00:16:03.000]  你要說神啊你是偉大奇妙神
[00:16:03.000 --> 00:16:05.000]  神啊你是那個
[00:16:05.000 --> 00:16:07.000]  創造天際宇宙萬物的真神
[00:16:07.000 --> 00:16:09.000]  這叫做敬拜神
[00:16:09.000 --> 00:16:11.000]  你一直叫給我給我給我
[00:16:11.000 --> 00:16:13.000]  那不是敬拜神
[00:16:13.000 --> 00:16:14.000]  是不是
[00:16:14.000 --> 00:16:15.000]  哈雷路亞
[00:16:15.000 --> 00:16:17.000]  所以真實的敬拜
[00:16:17.000 --> 00:16:21.000]  是要先要有正確的敬拜
[00:16:21.000 --> 00:16:25.000]  而且是要深層的敬拜
[00:16:25.000 --> 00:16:26.000]  就好像剛才我們說的
[00:16:26.000 --> 00:16:29.000]  將活身體獻上
[00:16:29.000 --> 00:16:31.000]  當作活祭
[00:16:31.000 --> 00:16:33.000]  意思是說
[00:16:33.000 --> 00:16:37.000]  你獻上的是要一個活的身體
[00:16:37.000 --> 00:16:40.000]  在傳統上面我們的獻祭
[00:16:40.000 --> 00:16:43.000]  要把牲畜
[00:16:43.000 --> 00:16:45.000]  要把它殺了放了血
[00:16:45.000 --> 00:16:47.000]  切成塊洗乾淨
[00:16:47.000 --> 00:16:49.000]  然後獻在祭壇上面
[00:16:49.000 --> 00:16:51.000]  那是死的祭
[00:16:51.000 --> 00:16:54.000]  但是神更喜歡是活的祭
[00:16:54.000 --> 00:16:57.000]  所以一個真誠的敬拜
[00:16:57.000 --> 00:17:00.000]  就是將我們活的身體
[00:17:00.000 --> 00:17:02.000]  來獻祭給我們的神
[00:17:02.000 --> 00:17:05.000]  甘心樂意獻給他
[00:17:05.000 --> 00:17:09.000]  保羅在哥林多前書他說
[00:17:09.000 --> 00:17:11.000]  豈不知你們的身子
[00:17:11.000 --> 00:17:13.000]  就是聖靈的殿嗎
[00:17:13.000 --> 00:17:15.000]  這聖靈是從神而來
[00:17:15.000 --> 00:17:17.000]  住在你們裡頭的
[00:17:17.000 --> 00:17:19.000]  並且你們不是自己的人
[00:17:19.000 --> 00:17:22.000]  因為你們是重駕滿來的
[00:17:22.000 --> 00:17:25.000]  所以要在你們的身子上榮耀神
[00:17:25.000 --> 00:17:29.000]  所以我們用身體來榮耀神
[00:17:29.000 --> 00:17:31.000]  什麼叫用身體在榮耀神呢
[00:17:31.000 --> 00:17:34.000]  就是說你的身體不要作為
[00:17:34.000 --> 00:17:37.000]  不義的工具
[00:17:37.000 --> 00:17:39.000]  你要使你的身體
[00:17:39.000 --> 00:17:42.000]  你的心肝肺腑與喉舌
[00:17:42.000 --> 00:17:47.000]  要能夠來榮耀神
[00:17:47.000 --> 00:17:51.000]  我以前在別的州
[00:17:51.000 --> 00:17:54.000]  我有一個車牌
[00:17:54.000 --> 00:17:56.000]  掛在車子後面
[00:17:56.000 --> 00:17:58.000]  我自己花了一點錢
[00:17:58.000 --> 00:18:01.000]  所以我可以選車牌是什麼
[00:18:01.000 --> 00:18:04.000]  我就選 Andy Yu
[00:18:04.000 --> 00:18:06.000]  就我的名字
[00:18:06.000 --> 00:18:08.000]  那人家就說那你這樣子
[00:18:08.000 --> 00:18:12.000]  我們同事就說那你這樣子
[00:18:12.000 --> 00:18:14.000]  你要是去什麼地方
[00:18:14.000 --> 00:18:15.000]  人家就說哎呀
[00:18:15.000 --> 00:18:17.000]  你去那個地方修修臉啊
[00:18:17.000 --> 00:18:19.000]  我說是對啊
[00:18:19.000 --> 00:18:22.000]  所以我就不去那個地方啊
[00:18:22.000 --> 00:18:25.000]  免得我修修臉啊
[00:18:25.000 --> 00:18:27.000]  這也是一個方法
[00:18:27.000 --> 00:18:31.000]  因為我們的身體啊
[00:18:31.000 --> 00:18:33.000]  原本就是敗壞
[00:18:33.000 --> 00:18:36.000]  不好意思這麼說啦
[00:18:36.000 --> 00:18:37.000]  但是神要我們
[00:18:37.000 --> 00:18:39.000]  是要成為義的工具
[00:18:39.000 --> 00:18:42.000]  義的器具要被祂所用
[00:18:42.000 --> 00:18:46.000]  所以我們常常要潔淨我們自己
[00:18:46.000 --> 00:18:49.000]  各位老實講
[00:18:49.000 --> 00:18:52.000]  我們每天或者是兩天洗一次澡
[00:18:52.000 --> 00:18:53.000]  為什麼
[00:18:53.000 --> 00:18:57.000]  你希望你的身體清潔乾淨嗎
[00:18:57.000 --> 00:19:00.000]  Hallelujah 贊成
[00:19:00.000 --> 00:19:01.000]  如果我們希望
[00:19:01.000 --> 00:19:05.000]  我們的身體清潔乾淨
[00:19:05.000 --> 00:19:07.000]  那麼我們的神
[00:19:07.000 --> 00:19:09.000]  祂不是也是希望
