
[00:00:00.000 --> 00:00:05.000]  請各位打開我們的程序表內頁
[00:03:33.000 --> 00:03:36.000]  這是我一直思考的問題
[00:03:36.000 --> 00:03:38.000]  作為一個信耶穌的人
[00:03:38.000 --> 00:03:43.000]  我們很深信上帝有祂的掌管
[00:03:43.000 --> 00:03:45.000]  而作為一個跟隨主的人
[00:03:45.000 --> 00:03:52.000]  我們更加願意按照著上帝給我們的吩咐
[00:03:52.000 --> 00:03:57.000]  好好對祂實踐祂在我們生命裡面的使命
[00:03:57.000 --> 00:03:59.000]  讓人得著福音
[00:03:59.000 --> 00:04:01.000]  得著生命的改變
[00:04:01.000 --> 00:04:08.000]  這就是我一直在預備今天講章的時候帶著的情緒
[00:04:08.000 --> 00:04:12.000]  《真言書》裡面和《馬太福音》裡面
[00:04:12.000 --> 00:04:20.000]  正正從我們的心的問題來入手
[00:04:20.000 --> 00:04:22.000]  願意與我一起
[00:04:22.000 --> 00:04:24.000]  藉著聖靈的引導
[00:04:24.000 --> 00:04:26.000]  在這兩段經文裡面去思考
[00:04:26.000 --> 00:04:30.000]  上帝今天給我們有什麼啟發和鼓勵
[00:04:30.000 --> 00:04:34.000]  讓我們一起同心吐告
[00:04:34.000 --> 00:04:36.000]  祈求祢的靈與我們同在
[00:04:36.000 --> 00:04:37.000]  引導我們的心
[00:04:37.000 --> 00:04:41.000]  讓我們心去回應祢的恩典與慈愛
[00:04:41.000 --> 00:04:45.000]  讓我們放下那種激動
[00:04:45.000 --> 00:04:51.000]  讓我們放下那種心裡面的不安
[00:04:51.000 --> 00:04:53.000]  讓我們能夠冷靜下來
[00:04:53.000 --> 00:04:56.000]  來到祢面前尋求祢的心意
[00:04:56.000 --> 00:04:58.000]  尋求祢的說話
[00:04:58.000 --> 00:05:01.000]  祈禱奉耶穌基督 性命祈求 阿們
[00:05:28.000 --> 00:05:30.000]  11節那個屬於的段落
[00:05:30.000 --> 00:05:32.000]  和12節這個屬於的段落
[00:05:32.000 --> 00:05:34.000]  有彼此的連結
[00:05:34.000 --> 00:05:35.000]  可以這樣說
[00:05:35.000 --> 00:05:37.000]  兩個是相輔相成
[00:05:37.000 --> 00:05:39.000]  在這兩節經文裡面
[00:05:39.000 --> 00:05:42.000]  反映出人的行為和內心的情緒
[00:05:42.000 --> 00:05:46.000]  那種息息相關的現實
[00:05:46.000 --> 00:05:48.000]  人要控制自己的惡行
[00:05:48.000 --> 00:05:50.000]  首先要做的是
[00:05:50.000 --> 00:05:54.000]  止息著內心裡面的憤怒和怨恨
[00:05:54.000 --> 00:05:55.000]  惡人的口
[00:05:55.000 --> 00:05:58.000]  異人的口的平衡對比手法
[00:05:58.000 --> 00:06:01.000]  引導讀者來一步一步去思考
[00:06:01.000 --> 00:06:02.000]  人的情感世界
[00:06:02.000 --> 00:06:05.000]  怎樣影響了他的行為表現
[00:06:05.000 --> 00:06:08.000]  異人和惡人的行為和結局
[00:06:08.000 --> 00:06:12.000]  藉由一個口的形象來傳達
[00:06:12.000 --> 00:06:14.000]  人的口有什麼用呢
[00:06:14.000 --> 00:06:16.000]  吃飯 說話
[00:06:16.000 --> 00:06:20.000]  吃錯東西會影響自己的身體
[00:06:20.000 --> 00:06:22.000]  傷害自己
[00:06:22.000 --> 00:06:24.000]  說錯話就糟糕了
[00:06:24.000 --> 00:06:26.000]  你會傷害到別人
[00:06:26.000 --> 00:06:29.000]  同時也會令自己陷入一個困局
[00:06:29.000 --> 00:06:31.000]  難受的處境
[00:06:31.000 --> 00:06:32.000]  我們廣東人說
[00:06:32.000 --> 00:06:33.000]  相叫不好口
[00:06:33.000 --> 00:06:35.000]  相打不好手
[00:06:35.000 --> 00:06:39.000]  反映出人際關係裡面衝突的時候的傷害性
[00:06:39.000 --> 00:06:42.000]  不好是指沒有好處的
[00:06:42.000 --> 00:06:43.000]  你想想
[00:06:43.000 --> 00:06:44.000]  吵架的時候
[00:06:44.000 --> 00:06:45.000]  大家都沒有好處
[00:06:45.000 --> 00:06:47.000]  火紅火綠的時候
[00:06:47.000 --> 00:06:49.000]  很危險
[00:06:49.000 --> 00:06:51.000]  特別是老人家
[00:06:51.000 --> 00:06:54.000]  你知道我想說什麼
[00:06:54.000 --> 00:06:55.000]  一個不經意
[00:06:55.000 --> 00:06:57.000]  你就不說
[00:06:57.000 --> 00:06:58.000]  但很現實
[00:06:58.000 --> 00:07:01.000]  今天我們連老人院也有很多衝突
[00:07:01.000 --> 00:07:02.000]  《聖經》真言書裡面的
[00:07:02.000 --> 00:07:08.000]  異人和惡人的判斷原則
[00:07:08.000 --> 00:07:09.000]  在哪裡呢
[00:07:09.000 --> 00:07:12.000]  就是人會不會謹守遵行律法
[00:07:12.000 --> 00:07:15.000]  異人和惡人的判斷
[00:07:15.000 --> 00:07:18.000]  分別就在於人是不是行惡
[00:07:18.000 --> 00:07:20.000]  我們從這個角度去思考
[00:07:20.000 --> 00:07:24.000]  究竟異人惡人的定義是什麼
[00:07:24.000 --> 00:07:26.000]  是不是一次行惡永遠行惡呢
[00:07:26.000 --> 00:07:30.000]  是不是一次行異就永遠是異人呢
[00:07:30.000 --> 00:07:33.000]  《撒慕爾記》有一段很精彩的記載
[00:07:33.000 --> 00:07:36.000]  當大衛被蘇羅王追殺的時候
[00:07:36.000 --> 00:07:39.000]  去到亞都蘭洞躲起來
[00:07:39.000 --> 00:07:41.000]  剛剛蘇羅又獨自一個人
[00:07:41.000 --> 00:07:44.000]  去到這個山洞裡面大解
[00:07:44.000 --> 00:07:46.000]  這個時候大衛的隨從
[00:07:46.000 --> 00:07:48.000]  眼見大好時機
[00:07:48.000 --> 00:07:53.000]  就催促大衛把握機會消滅仇敵
[00:07:53.000 --> 00:07:56.000]  不過大衛最後只是用刀
[00:07:56.000 --> 00:08:00.000]  去割下了蘇羅的衣襟一角
[00:08:00.000 --> 00:08:04.000]  而且當場對著蘇羅和他的一幫手下
[00:08:04.000 --> 00:08:08.000]  講出心裡的一些想法
[00:08:08.000 --> 00:08:11.000]  他對蘇羅講了一句很有意思的話
[00:08:11.000 --> 00:08:14.000]  《撒慕爾記》上的二十四章十三節裡面
[00:08:14.000 --> 00:08:16.000]  他引用了古人的一句話
[00:08:16.000 --> 00:08:19.000]  他說 惡事出於惡人
[00:08:19.000 --> 00:08:25.000]  我大衛卻不親手加害於你
[00:08:25.000 --> 00:08:29.000]  我們由這句話 惡事出於惡人
[00:08:29.000 --> 00:08:32.000]  我們可以看到原來一件事的本質
[00:08:32.000 --> 00:08:35.000]  那個事情的本質
[00:08:35.000 --> 00:08:39.000]  就決定了那個人是行善還是行惡
[00:08:39.000 --> 00:08:41.000]  本身是一個義還是惡
[00:08:41.000 --> 00:08:44.000]  或者你會問 我做了一件惡事
[00:08:44.000 --> 00:08:46.000]  又做了十件善事
[00:08:46.000 --> 00:08:49.000]  是不是可以抵消呢
[00:08:49.000 --> 00:08:51.000]  在上帝的眼中
[00:08:51.000 --> 00:08:54.000]  我是一個惡人還是善良的人呢
[00:08:54.000 --> 00:08:58.000]  上帝怎麼看我
[00:08:58.000 --> 00:09:01.000]  如果我們細心留意
[00:09:01.000 --> 00:09:05.000]  這個被稱為合神心意的大衛
[00:09:05.000 --> 00:09:10.000]  一位非常受敬重的以色列君王
[00:09:10.000 --> 00:09:12.000]  到底我們去評價他的時候
[00:09:12.000 --> 00:09:15.000]  他是一個惡人還是一個義人呢
[00:09:15.000 --> 00:09:17.000]  他人生裡面最大的污點就是
[00:09:17.000 --> 00:09:19.000]  淫人妻子殺人丈夫
[00:09:19.000 --> 00:09:24.000]  這個曾經被神稱為合我心意的人
[00:09:24.000 --> 00:09:25.000]  我們在聖經裡面
[00:09:25.000 --> 00:09:29.000]  無論新約舊約都提到這個合神心意的人
[00:09:29.000 --> 00:09:34.000]  對上帝或者大衛在上帝心裡面的肯定的人
[00:09:34.000 --> 00:09:36.000]  是一個怎樣的人呢
[00:09:36.000 --> 00:09:39.000]  值得我們去深思
[00:09:39.000 --> 00:09:43.000]  然而我想大家留心的是
[00:09:43.000 --> 00:09:46.000]  上帝看人的義和不義
[00:09:46.000 --> 00:09:49.000]  是不是就是因為看他人的行為呢
[00:09:49.000 --> 00:09:51.000]  當然不是
[00:09:51.000 --> 00:09:53.000]  相信大家都知道
[00:09:53.000 --> 00:09:55.000]  我們今天能夠被稱為義
[00:09:55.000 --> 00:09:57.000]  是因為耶穌的愛
[00:09:57.000 --> 00:10:00.000]  我們可以因為信耶穌基督
[00:10:00.000 --> 00:10:02.000]  而可以被稱為義
[00:10:02.000 --> 00:10:04.000]  是上帝的恩典
[00:10:04.000 --> 00:10:06.000]  這個是我們信仰的基要
[00:10:06.000 --> 00:10:09.000]  不是靠行為得救的信仰基要
[00:10:09.000 --> 00:10:11.000]  我不在這裡詳細講
[00:10:11.000 --> 00:10:13.000]  將來有機會再跟大家分享
[00:10:13.000 --> 00:10:15.000]  我們在大衛身上看到
[00:10:15.000 --> 00:10:17.000]  人內心善與惡的思想
[00:10:17.000 --> 00:10:20.000]  影響著我們的行為
[00:10:20.000 --> 00:10:22.000]  人為什麼會有惡念呢
[00:10:22.000 --> 00:10:25.000]  這個是我們經常問的問題
[00:10:25.000 --> 00:10:27.000]  從聖經裡面可能最簡單的
[00:10:27.000 --> 00:10:29.000]  直接的答案可以看到
[00:10:29.000 --> 00:10:32.000]  人性裡面的自我實現
[00:10:32.000 --> 00:10:34.000]  渴求所至
[00:10:34.000 --> 00:10:35.000]  我們在伊甸園的故事裡面
[00:10:35.000 --> 00:10:38.000]  看到人一定要不斷去尋求
[00:10:38.000 --> 00:10:41.000]  自我實現提升自己的時候
[00:10:41.000 --> 00:10:44.000]  一旦失控的時候
[00:10:44.000 --> 00:10:48.000]  一旦為了滿足我們個人的渴求
[00:10:48.000 --> 00:10:51.000]  而不顧一切後果的時候
[00:10:51.000 --> 00:10:55.000]  惡與罪就由此而生
[00:10:55.000 --> 00:10:59.000]  當我們心裡面說想做就去做的時候
[00:10:59.000 --> 00:11:04.000]  後果其實是可以很嚴重
[00:11:04.000 --> 00:11:07.000]  不過要除去內心裡面的惡念
[00:11:07.000 --> 00:11:11.000]  並不能單單靠頭腦上的知識
[00:11:11.000 --> 00:11:14.000]  要去明白我們的心是什麼一回事
[00:11:14.000 --> 00:11:16.000]  我們要將內心裡面的感覺
[00:11:16.000 --> 00:11:22.000]  情緒來引導轉化
[00:11:22.000 --> 00:11:24.000]  真言書十二節裡面說
[00:11:24.000 --> 00:11:27.000]  恨能挑起爭端
[00:11:27.000 --> 00:11:30.000]  愛能遮掩一切過錯
[00:11:30.000 --> 00:11:33.000]  正正是聖經對情緒管理
[00:11:33.000 --> 00:11:35.000]  這個很有意思的課題
[00:11:35.000 --> 00:11:38.000]  帶給我們一個處理的秘方
[00:11:38.000 --> 00:11:40.000]  我們要從聖經的智慧裡面找到
[00:11:40.000 --> 00:11:43.000]  人在得不到被滿足的時候
[00:11:43.000 --> 00:11:45.000]  自己心裡面那種渴求
[00:11:45.000 --> 00:11:46.000]  不能夠被滿足的時候
[00:11:46.000 --> 00:11:50.000]  他怎樣可以面對這個現實
[00:11:50.000 --> 00:11:53.000]  我們要明白自己的軟弱
[00:11:53.000 --> 00:11:55.000]  我們就能夠在情緒激動的時候
[00:11:55.000 --> 00:11:59.000]  有效地控制自己的情緒
[00:11:59.000 --> 00:12:04.000]  而另一方面也能夠幫助我們掌握到
[00:12:04.000 --> 00:12:09.000]  怎樣去冷靜面對衝突的場面
[00:12:09.000 --> 00:12:11.000]  有一句話很有意思
[00:12:11.000 --> 00:12:14.000]  心情好萬事好講
[00:12:14.000 --> 00:12:17.000]  心情差沒什麼好講
[00:12:17.000 --> 00:12:20.000]  我相信大家都很明白這個道理
[00:12:20.000 --> 00:12:25.000]  這個正正就是認識情緒管理的重要之處
[00:12:25.000 --> 00:12:29.000]  因為我們沒辦法獨自一人生活
[00:12:29.000 --> 00:12:32.000]  我們沒辦法離開人群
[00:12:32.000 --> 00:12:37.000]  人與人之間的相處衝突是避無可避的
[00:12:37.000 --> 00:12:39.000]  在這個現實裡面
[00:12:39.000 --> 00:12:40.000]  我們要追求的
[00:12:40.000 --> 00:12:42.000]  我們要去找的是什麼
[00:12:42.000 --> 00:12:48.000]  是減輕在衝突當中所帶來的傷害
[00:12:48.000 --> 00:12:49.000]  我們都知道
[00:12:49.000 --> 00:12:54.000]  人的情緒很多時候會隨著新的事物來轉變
[00:12:54.000 --> 00:12:56.000]  現實環境的變化
[00:12:56.000 --> 00:13:00.000]  會影響我們的心情好和壞
[00:13:00.000 --> 00:13:04.000]  特別相信你和我都一樣
[00:13:04.000 --> 00:13:09.000]  面對著當下的社會境況
[00:13:09.000 --> 00:13:14.000]  心情自然很跌宕
[00:13:14.000 --> 00:13:16.000]  很多疑惑
[00:13:16.000 --> 00:13:19.000]  很多惆悵
[00:13:19.000 --> 00:13:22.000]  不安
[00:13:22.000 --> 00:13:24.000]  的確可能有些人會說
[00:13:24.000 --> 00:13:27.000]  環境不好就離開
[00:13:27.000 --> 00:13:30.000]  有些人可以選擇離開惡劣的環境
[00:13:30.000 --> 00:13:32.000]  離開令自己激動的人
[00:13:32.000 --> 00:13:34.000]  來避免衝突
[00:13:34.000 --> 00:13:36.000]  但是我們細心想一想
[00:13:36.000 --> 00:13:38.000]  實際生活上面
[00:13:38.000 --> 00:13:40.000]  有些環境
[00:13:40.000 --> 00:13:41.000]  有些人
[00:13:41.000 --> 00:13:43.000]  你沒辦法離開的
[00:13:43.000 --> 00:13:46.000]  沒辦法避開的
[00:13:46.000 --> 00:13:51.000]  就好像夫婦關係裡面
[00:13:51.000 --> 00:13:53.000]  兩個不同的人
[00:13:53.000 --> 00:13:55.000]  有不同的看法
[00:13:55.000 --> 00:13:58.000]  有不同的需要
[00:13:58.000 --> 00:14:00.000]  丈夫下班之後
[00:14:00.000 --> 00:14:03.000]  回家通常最想什麼
[00:14:03.000 --> 00:14:06.000]  嘻
[00:14:06.000 --> 00:14:07.000]  打手機
[00:14:07.000 --> 00:14:08.000]  看電視
[00:14:08.000 --> 00:14:10.000]  嘻一陣子
[00:14:10.000 --> 00:14:13.000]  但太太回到家
[00:14:13.000 --> 00:14:15.000]  首先要想的是什麼
[00:14:15.000 --> 00:14:18.000]  煮飯
[00:14:18.000 --> 00:14:20.000]  同一個空間裡面
[00:14:20.000 --> 00:14:23.000]  各有自己的想法和期望
[00:14:23.000 --> 00:14:25.000]  可能忙的太太
[00:14:25.000 --> 00:14:30.000]  會期望丈夫主動幫忙做家務
[00:14:30.000 --> 00:14:33.000]  但丈夫又會很期望
[00:14:33.000 --> 00:14:34.000]  讓她休息
[00:14:34.000 --> 00:14:35.000]  休息夠
[00:14:35.000 --> 00:14:37.000]  休息完才來參與
[00:14:37.000 --> 00:14:38.000]  不用急
[00:14:38.000 --> 00:14:39.000]  我會來的
[00:14:39.000 --> 00:14:41.000]  你等一下吧
[00:14:41.000 --> 00:14:43.000]  雙方各有所求
[00:14:43.000 --> 00:14:44.000]  若然在這一刻
[00:14:44.000 --> 00:14:45.000]  大家的期望
[00:14:45.000 --> 00:14:47.000]  自己心裡所想要的東西
[00:14:47.000 --> 00:14:49.000]  得不到滿足
[00:14:49.000 --> 00:14:51.000]  很容易就會
[00:14:51.000 --> 00:14:55.000]  慢慢慢慢就會容易引起衝突
[00:14:55.000 --> 00:14:57.000]  而通常我們在晚飯裡面
[00:14:57.000 --> 00:14:59.000]  最容易引起衝突的時候
[00:14:59.000 --> 00:15:01.000]  就是有時候一句
[00:15:01.000 --> 00:15:04.000]  很不在意的說話
[00:15:04.000 --> 00:15:05.000]  說出來
[00:15:05.000 --> 00:15:07.000]  就可以出事
[00:15:07.000 --> 00:15:08.000]  最常見
[00:15:08.000 --> 00:15:10.000]  最容易說的說話是什麼
[00:15:10.000 --> 00:15:12.000]  飯好像沒什麼味道
[00:15:12.000 --> 00:15:14.000]  那些菜
[00:15:14.000 --> 00:15:16.000]  每餐都是這樣的
[00:15:16.000 --> 00:15:18.000]  如果你說了這句話
[00:15:18.000 --> 00:15:20.000]  就糟糕了
[00:15:20.000 --> 00:15:21.000]  如果又碰巧
[00:15:21.000 --> 00:15:24.000]  媽媽心情又不是很好
[00:15:24.000 --> 00:15:26.000]  已經生氣的時候
[00:15:26.000 --> 00:15:30.000]  於是媽媽最有力的反擊說話是什麼
[00:15:30.000 --> 00:15:33.000]  不好吃
[00:15:33.000 --> 00:15:38.000]  試過翻桌沒有
[00:15:38.000 --> 00:15:42.000]  場面會變得越來越激烈
[00:15:42.000 --> 00:15:45.000]  非常之厲害的時候
[00:15:45.000 --> 00:15:48.000]  大家都不好過
[00:15:48.000 --> 00:15:50.000]  不過如果能夠大家
[00:15:50.000 --> 00:15:52.000]  能夠好好來到這裡
[00:15:52.000 --> 00:15:54.000]  冷靜下來
[00:15:54.000 --> 00:15:56.000]  情勢會不同
[00:15:56.000 --> 00:15:59.000]  如果我們在衝突開始的時候
[00:15:59.000 --> 00:16:00.000]  我們就想起
[00:16:00.000 --> 00:16:02.000]  恨能挑起爭端
[00:16:02.000 --> 00:16:05.000]  愛能遮掩一切過錯
[00:16:05.000 --> 00:16:08.000]  《針研書》這句話的提醒
[00:16:08.000 --> 00:16:10.000]  會不會可以令我們
[00:16:10.000 --> 00:16:11.000]  將環境
[00:16:11.000 --> 00:16:12.000]  將形勢
[00:16:12.000 --> 00:16:16.000]  將心情改善呢
[00:16:16.000 --> 00:16:18.000]  有時候我們細心想一想
[00:16:18.000 --> 00:16:20.000]  人際之間的衝突的始末
[00:16:20.000 --> 00:16:23.000]  經過來龍去脈的時候
[00:16:23.000 --> 00:16:25.000]  我們會問一句話
[00:16:25.000 --> 00:16:28.000]  有哪一個正確呢
[00:16:28.000 --> 00:16:30.000]  當情緒激動起來的時候
[00:16:30.000 --> 00:16:33.000]  衝口而出那些難堪的說話
[00:16:33.000 --> 00:16:38.000]  其實雙方都會傷害對方
[00:16:38.000 --> 00:16:43.000]  雙方都會傷害對方
[00:16:43.000 --> 00:16:45.000]  你吵架
[00:16:45.000 --> 00:16:47.000]  你就多多少少知道
[00:16:47.000 --> 00:16:50.000]  吵架根本兩個都不好受
[00:16:50.000 --> 00:16:53.000]  大家都痛苦
[00:16:53.000 --> 00:16:55.000]  所以我們一定要留意
[00:16:55.000 --> 00:16:59.000]  我們怎樣處理好我們的情緒
[00:16:59.000 --> 00:17:01.000]  情緒沒有處理好
[00:17:01.000 --> 00:17:03.000]  事情解決不到
[00:17:03.000 --> 00:17:05.000]  我再說一次這句很有意思的話
[00:17:05.000 --> 00:17:07.000]  情緒沒有處理好
[00:17:07.000 --> 00:17:10.000]  事情解決不到
[00:17:10.000 --> 00:17:11.000]  這句話
[00:17:11.000 --> 00:17:14.000]  我是一個自我成長的學習課程裏面
[00:17:14.000 --> 00:17:16.000]  老師的明具
[00:17:16.000 --> 00:17:17.000]  的確
[00:17:17.000 --> 00:17:20.000]  現實中當我們遇到衝動的場面的時候
[00:17:20.000 --> 00:17:23.000]  唯有雙方都冷靜下來的時候
[00:17:23.000 --> 00:17:26.000]  彼此之間才能夠有好的溝通
[00:17:26.000 --> 00:17:27.000]  在冷靜當中
[00:17:27.000 --> 00:17:30.000]  我們才能夠去聆聽對方的心意
[00:17:30.000 --> 00:17:31.000]  想法
[00:17:31.000 --> 00:17:33.000]  明白對方
[00:17:33.000 --> 00:17:38.000]  然後一起來去處理那些難題
[00:17:38.000 --> 00:17:42.000]  能夠去收窄彼此之間的分歧
[00:17:42.000 --> 00:17:45.000]  在這個溝通商量當中
[00:17:45.000 --> 00:17:48.000]  找出那個矛盾的地方
[00:17:48.000 --> 00:17:53.000]  或者我們可以慢慢來疏解那種衝突
[00:17:53.000 --> 00:17:56.000]  解決到問題
[00:17:56.000 --> 00:18:01.000]  不知道你們有沒有試過教小朋友做功課呢
[00:18:01.000 --> 00:18:03.000]  教幼稚園那些
[00:18:03.000 --> 00:18:05.000]  如果那個小朋友
[00:18:05.000 --> 00:18:08.000]  流著馬尿帶著兩行眼淚
[00:18:08.000 --> 00:18:10.000]  很痛苦的時候做功課
[00:18:10.000 --> 00:18:11.000]  你想一想
[00:18:11.000 --> 00:18:14.000]  你可不可以叫他寫得很漂亮的字呢
[00:18:14.000 --> 00:18:18.000]  還有可不可以叫他背熟成數表呢
[00:18:18.000 --> 00:18:22.000]  九因歌呢
[00:18:22.000 --> 00:18:26.000]  我相信
[00:18:26.000 --> 00:18:30.000]  你們會想死
[00:18:30.000 --> 00:18:34.000]  一個很艱難的經驗
[00:18:34.000 --> 00:18:36.000]  情緒沒有處理好
[00:18:36.000 --> 00:18:38.000]  事情解決不了
[00:18:38.000 --> 00:18:40.000]  當小朋友在激動的時候
[00:18:40.000 --> 00:18:43.000]  需要的是你對他的安慰
[00:18:43.000 --> 00:18:46.000]  給他冷靜的機會和空間
[00:18:46.000 --> 00:18:51.000]  讓他去表達自己的情緒
[00:18:51.000 --> 00:18:52.000]  而你呢
[00:18:52.000 --> 00:18:54.000]  也要將你的想法
[00:18:54.000 --> 00:18:57.000]  一步一步地有技巧地
[00:18:57.000 --> 00:19:00.000]  用他明白的語言讓他知道
[00:19:00.000 --> 00:19:04.000]  引導他嘗試找出一個合宜的方法
[00:19:04.000 --> 00:19:07.000]  來解決問題
[00:19:07.000 --> 00:19:09.000]  能夠在恰當的時間
[00:19:09.000 --> 00:19:11.000]  講合宜的話
[00:19:11.000 --> 00:19:13.000]  令人安慰
[00:19:13.000 --> 00:19:16.000]  其實是一件很美妙的事
[00:19:16.000 --> 00:19:18.000]  《鎮賢書》二十五章裡有一句話
[00:19:18.000 --> 00:19:20.000]  大家都很熟悉
[00:19:20.000 --> 00:19:23.000]  一句話說得合宜
[00:19:23.000 --> 00:19:26.000]  就如金蘋果在銀網子裡
[00:19:26.000 --> 00:19:28.000]  正正就是在說
[00:19:28.000 --> 00:19:31.000]  在合宜的話當中帶來的威力
[00:19:31.000 --> 00:19:34.000]  帶來的力量
[00:19:34.000 --> 00:19:37.000]  說造就人的說話
[00:19:37.000 --> 00:19:39.000]  說鼓勵人的說話
[00:19:39.000 --> 00:19:41.000]  化解衝突危機
[00:19:41.000 --> 00:19:43.000]  正正就是聖經所提到的
[00:19:43.000 --> 00:19:47.000]  二人的口是生命的泉源的點題之處
[00:19:47.000 --> 00:19:50.000]  你想想我講一些欣賞肯定的說話的時候
[00:19:50.000 --> 00:19:52.000]  對方會怎樣
[00:19:52.000 --> 00:19:55.000]  即使他笑著說你很虛偽的時候
[00:19:55.000 --> 00:19:57.000]  他仍然是笑著的
[00:19:57.000 --> 00:19:59.000]  因為他受落
[00:19:59.000 --> 00:20:02.000]  就等於很多人說
[00:20:02.000 --> 00:20:04.000]  李先生你很帥
[00:20:04.000 --> 00:20:06.000]  雖然我不是很承認
[00:20:06.000 --> 00:20:09.000]  但我都會受落
[00:20:09.000 --> 00:20:11.000]  當然了
[00:20:11.000 --> 00:20:13.000]  事情的結局
[00:20:13.000 --> 00:20:15.000]  功課做成怎樣
[00:20:15.000 --> 00:20:17.000]  他背不背得到九因歌
[00:20:17.000 --> 00:20:19.000]  已經不是重點
[00:20:19.000 --> 00:20:22.000]  重要的就是親子之間建立了一個溝通的門路
[00:20:22.000 --> 00:20:25.000]  孩子和你之間有好的關係
[00:20:25.000 --> 00:20:28.000]  他能夠放心向你表達他的情緒
[00:20:28.000 --> 00:20:30.000]  表達他對事情的想法
[00:20:30.000 --> 00:20:34.000]  你亦都去明白孩子的心思意念
[00:20:34.000 --> 00:20:36.000]  能夠按著他的步伐
[00:20:36.000 --> 00:20:38.000]  陪著他來成長
[00:20:38.000 --> 00:20:44.000]  這個正正就是一個發展雙方關係的一個很重要目標
[00:20:44.000 --> 00:20:46.000]  雙贏
[00:20:46.000 --> 00:20:48.000]  大家都得到好處
[00:20:48.000 --> 00:20:54.000]  相嗌不好口其實就是相輸
[00:20:54.000 --> 00:20:58.000]  恨能挑起爭端
[00:20:58.000 --> 00:21:01.000]  愛能遮掩一切
[00:21:01.000 --> 00:21:03.000]  能夠有愛在當中
[00:21:03.000 --> 00:21:06.000]  讓我們能夠保持關係良好
[00:21:06.000 --> 00:21:08.000]  生活自然和諧
[00:21:08.000 --> 00:21:12.000]  人與人之間的相處有愛在當中
[00:21:12.000 --> 00:21:14.000]  縱使有時候有衝突
[00:21:14.000 --> 00:21:18.000]  關係仍然沒有受嚴重損害
