
[00:00:00.000 --> 00:00:04.800]  今天講到的題目的主題就是「少的真的不少」
[00:04:43.560 --> 00:04:45.080]  從後來的起
[00:04:45.080 --> 00:04:48.840]  到先來的為止
[00:04:48.840 --> 00:04:51.160]  又在有初顧的人來了
[00:04:51.160 --> 00:04:53.360]  各人得了一錢銀子
[00:04:53.360 --> 00:04:55.640]  就是五點鐘這班工人
[00:04:55.640 --> 00:04:57.440]  合致那先顧的來了
[00:04:57.440 --> 00:05:00.080]  他們以為必要多得
[00:05:00.080 --> 00:05:04.440]  誰知也是割得一錢
[00:05:04.440 --> 00:05:05.640]  他們得了
[00:05:05.640 --> 00:05:07.920]  就埋怨家主說
[00:05:07.920 --> 00:05:09.480]  我們整天勞苦受熱
[00:05:09.480 --> 00:05:11.280]  那後來的只做了一小時
[00:05:11.280 --> 00:05:13.320]  你竟叫他們和我們一樣嗎
[00:05:13.320 --> 00:05:14.880]  家主回答其中一人說
[00:05:14.880 --> 00:05:16.680]  朋友我不規護你
[00:05:16.680 --> 00:05:19.760]  你願我說的不是一錢銀子嗎
[00:05:19.760 --> 00:05:21.360]  拿你的酒吧
[00:05:21.360 --> 00:05:23.920]  我給那後來和給你的一樣
[00:05:23.920 --> 00:05:25.440]  這是我願意的
[00:05:25.440 --> 00:05:28.320]  我的東西難道不可隨我的意思用嗎
[00:05:28.320 --> 00:05:30.320]  當我作好人
[00:05:30.320 --> 00:05:32.040]  你就紅了眼嗎
[00:05:32.040 --> 00:05:34.920]  這樣那在後的必要在前
[00:05:34.920 --> 00:05:38.920]  在前的必要在後了
[00:05:38.920 --> 00:05:40.400]  好了
[00:05:40.400 --> 00:05:42.080]  看完這篇經文
[00:05:42.080 --> 00:05:43.520]  聽完之後
[00:05:43.520 --> 00:05:45.520]  你有什麼感受
[00:05:45.520 --> 00:05:48.160]  一個問題
[00:05:48.160 --> 00:05:51.600]  公不公平
[00:05:51.600 --> 00:05:54.080]  怎麼想
[00:05:54.080 --> 00:05:56.280]  一定有些想法
[00:05:56.280 --> 00:05:58.760]  公不公平
[00:05:58.760 --> 00:06:00.240]  在人生當中的時候
[00:06:00.240 --> 00:06:02.800]  地上生活我們遇到很多不公平的事情
[00:06:02.800 --> 00:06:04.480]  是不是
[00:06:04.480 --> 00:06:06.320]  如果再思想當時
[00:06:06.320 --> 00:06:07.920]  如果你是一個學生
[00:06:07.920 --> 00:06:10.200]  你一向讀書很認真的
[00:06:10.200 --> 00:06:12.320]  上課抄筆記
[00:06:12.320 --> 00:06:15.320]  做功課做得很準時交
[00:06:15.320 --> 00:06:17.360]  做group project做得很好
[00:06:17.360 --> 00:06:21.680]  考試的時候用心去準備考試
[00:06:21.680 --> 00:06:24.000]  你拿個B
[00:06:24.000 --> 00:06:25.720]  另一個同學
[00:06:25.720 --> 00:06:27.040]  上課
[00:06:27.040 --> 00:06:28.880]  走課
[00:06:28.880 --> 00:06:30.480]  不是經常回課
[00:06:30.480 --> 00:06:31.760]  抄筆記
[00:06:31.760 --> 00:06:34.560]  就問你借來影印
[00:06:34.560 --> 00:06:35.720]  做project
[00:06:35.720 --> 00:06:38.160]  做功課
[00:06:38.160 --> 00:06:39.840]  就馬馬虎虎
[00:06:39.840 --> 00:06:43.360]  考試選題目
[00:06:43.360 --> 00:06:44.360]  誰知道
[00:06:44.360 --> 00:06:47.520]  他考試回來的結果是A
[00:06:47.520 --> 00:06:49.160]  你怎樣
[00:06:49.160 --> 00:06:51.200]  有一點不舒服吧
[00:06:51.200 --> 00:06:52.520]  或者你做工
[00:06:52.520 --> 00:06:53.560]  在工作當中的時候
[00:06:53.560 --> 00:06:56.800]  你十五年在這個公司裡面忠心的擺上
[00:06:56.800 --> 00:06:58.360]  做事有交代
[00:06:58.360 --> 00:06:59.640]  又不馬馬虎虎
[00:06:59.640 --> 00:07:00.520]  又不計較
[00:07:00.520 --> 00:07:02.400]  同事的關係又好
[00:07:02.400 --> 00:07:05.000]  上司對你很有欣賞的
[00:07:05.000 --> 00:07:08.720]  因為你是一個誠實實幹型
[00:07:08.720 --> 00:07:10.080]  另一個同工
[00:07:10.080 --> 00:07:13.320]  五年在工作
[00:07:13.320 --> 00:07:15.760]  做事就跟跟計較
[00:07:15.760 --> 00:07:19.440]  有時所說的就是cut corner走捷徑
[00:07:19.440 --> 00:07:21.560]  同工關係當中的時候
[00:07:21.560 --> 00:07:23.560]  就是跟跟計較
[00:07:23.560 --> 00:07:24.800]  在老闆面前
[00:07:24.800 --> 00:07:28.320]  就知道怎樣入位走位
[00:07:28.320 --> 00:07:30.080]  所以當中的時候
[00:07:30.080 --> 00:07:31.680]  升職
[00:07:31.680 --> 00:07:33.360]  老闆選他
[00:07:33.360 --> 00:07:34.560]  不選你
[00:07:34.560 --> 00:07:36.720]  你又怎樣想
[00:07:36.720 --> 00:07:39.480]  會不會思想當中的時候
[00:07:39.480 --> 00:07:43.080]  人在世上很多東西都是不公平的
[00:07:43.080 --> 00:07:46.680]  當中我們要思考的
[00:07:46.680 --> 00:07:50.440]  我們明白當中的架構當中的時候
[00:07:50.440 --> 00:07:52.920]  有時的角度論
[00:07:52.920 --> 00:07:57.560]  我相信神的全權統治性在裡面
[00:07:57.560 --> 00:08:03.000]  但是神是容許撒旦成為空中的掌權者
[00:08:03.000 --> 00:08:07.080]  加上人的操控當中神容許
[00:08:07.080 --> 00:08:10.040]  很多事情就變得很不公平
[00:08:10.040 --> 00:08:13.760]  但你記住是神權完全統治了
[00:08:13.760 --> 00:08:16.400]  只不過神容許這些事情發生
[00:08:16.400 --> 00:08:17.720]  換言之就是說
[00:08:17.720 --> 00:08:19.680]  在這些不公平的事情發生當中的時候
[00:08:19.680 --> 00:08:21.760]  我們明白是會有的
[00:08:21.760 --> 00:08:25.920]  加上我們就是一個侍奉的機會
[00:08:25.920 --> 00:08:28.840]  怎樣將神給我們的公義
[00:08:28.840 --> 00:08:32.520]  神給我們的屬靈的特質
[00:08:32.520 --> 00:08:37.840]  在當中不公平不公義的情形彰顯出來
[00:08:37.840 --> 00:08:39.560]  為神而活
[00:08:39.560 --> 00:08:42.920]  這個榮耀神而活的道理
[00:08:42.920 --> 00:08:44.520]  但是再想當時
[00:08:44.520 --> 00:08:46.240]  這是說什麼比喻
[00:08:46.240 --> 00:08:49.440]  一開始說這個是天國的比喻
[00:08:49.440 --> 00:08:51.000]  這個說天國的比喻
[00:08:51.000 --> 00:08:53.560]  是不是這麼不公平
[00:08:53.560 --> 00:08:54.520]  有些什麼我們不明白
[00:08:54.520 --> 00:08:57.080]  為什麼我們覺得它很不公平呢
[00:08:57.080 --> 00:08:58.760]  究竟要怎樣看法
[00:08:58.760 --> 00:09:02.200]  就是你很重要你的看的視野
[00:09:02.200 --> 00:09:03.720]  你的角度
[00:09:03.720 --> 00:09:11.160]  加上你怎樣定義什麼為之公平
[00:09:11.160 --> 00:09:12.960]  如果從第一批工人的視野
[00:09:12.960 --> 00:09:16.480]  就是說六點鐘開工的班
[00:09:16.480 --> 00:09:19.880]  你覺得舒不舒服呢
[00:09:19.880 --> 00:09:21.360]  六點鐘開班當時
[00:09:21.360 --> 00:09:24.440]  看到後面最後一批工人
[00:09:24.440 --> 00:09:26.520]  五點鐘開班做一個小時
[00:09:26.520 --> 00:09:28.040]  拿一天的工資
[00:09:28.040 --> 00:09:30.520]  第一批是六點鐘開始
[00:09:30.520 --> 00:09:31.480]  做六點鐘十二個小時
[00:09:31.480 --> 00:09:32.560]  都是同一個工資
[00:09:32.560 --> 00:09:36.320]  只看工資和時間工作的時數
[00:09:36.320 --> 00:09:38.120]  你就覺得很不公平
[00:09:38.120 --> 00:09:40.640]  一定覺得不公平
[00:09:40.640 --> 00:09:42.560]  好了 我就只有另外一批
[00:09:42.560 --> 00:09:45.240]  最後一批五點鐘
[00:09:45.240 --> 00:09:46.840]  下午五點鐘做到六點鐘
[00:09:46.840 --> 00:09:48.800]  一個小時一天的工資
[00:09:48.800 --> 00:09:50.320]  你會怎樣感覺
[00:09:50.320 --> 00:09:51.640]  你會覺得什麼
[00:09:51.640 --> 00:09:54.040]  很划算
[00:09:54.040 --> 00:09:57.640]  第二天我都五點鐘去排隊
[00:09:57.640 --> 00:09:59.080]  第一批工人的時候說
[00:09:59.080 --> 00:10:00.560]  第二批工人也一樣
[00:10:00.560 --> 00:10:03.680]  我不用這麼早起床
[00:10:03.680 --> 00:10:06.560]  我在五點鐘在這裡等就行了
[00:10:06.560 --> 00:10:07.320]  所以當中的時候
[00:10:07.320 --> 00:10:08.880]  如果只是和工資
[00:10:08.880 --> 00:10:11.880]  和工作的時間相比
[00:10:11.880 --> 00:10:13.160]  你真的覺得很划算
[00:10:13.160 --> 00:10:15.280]  第一批人覺得很不划算
[00:10:15.280 --> 00:10:16.800]  但是這兩個視野
[00:10:16.800 --> 00:10:20.280]  都不是要看這個比喻的視野
[00:10:20.280 --> 00:10:23.040]  最主要的是從葡萄園
[00:10:23.040 --> 00:10:25.640]  園主這個視野看這個比喻
[00:10:25.640 --> 00:10:29.840]  你才明白這個比喻所說的什麼
[00:10:29.840 --> 00:10:32.520]  葡萄園園主這個字詞
[00:10:32.520 --> 00:10:36.280]  名詞和副名詞出現了二十五次
[00:10:36.280 --> 00:10:38.160]  就是說這個比喻當中的主角
[00:10:38.160 --> 00:10:40.680]  就是這個園主
[00:10:40.680 --> 00:10:45.360]  從園主當中和不同時段的工人的交往
[00:10:45.360 --> 00:10:46.880]  談話
[00:10:46.880 --> 00:10:48.000]  你就要看
[00:10:48.000 --> 00:10:48.800]  看什麼
[00:10:48.800 --> 00:10:51.280]  看這個園主的屬性
[00:10:51.280 --> 00:10:55.840]  園主的性格是什麼
[00:10:55.840 --> 00:10:57.600]  如果要明白這個葡萄園
[00:10:57.600 --> 00:11:00.160]  比喻當中的時候這個就很明
[00:11:00.160 --> 00:11:02.800]  很鮮明的讓你看到這個怎麼解釋
[00:11:02.800 --> 00:11:04.560]  葡萄園的園主就預備了
[00:11:04.560 --> 00:11:07.400]  是耶和華神自己
[00:11:07.400 --> 00:11:11.640]  葡萄園就是講到神的天國
[00:11:11.640 --> 00:11:13.200]  之後二十一章
[00:11:13.200 --> 00:11:14.800]  另外講了兩個比喻
[00:11:14.800 --> 00:11:18.280]  更加清楚明白天國比喻的道理
[00:11:18.280 --> 00:11:19.760]  在不同時段的工人
[00:11:19.760 --> 00:11:23.040]  就講到萬邦萬族的萬民
[00:11:23.040 --> 00:11:24.640]  一聽前的公解
[00:11:24.640 --> 00:11:27.520]  就講到天國裡面的業納或者接納
[00:11:27.520 --> 00:11:31.600]  甚至可以說是一個恩慈當中的救恩給了我們
[00:11:31.600 --> 00:11:35.840]  第一批工人就講到是猶太人
[00:11:35.840 --> 00:11:38.360]  其餘的不同時段的工人
[00:11:38.360 --> 00:11:41.080]  就講到是外邦人
[00:11:41.080 --> 00:11:42.920]  如果你明白這些的喻表
[00:11:42.920 --> 00:11:48.240]  你就容易點明白這個比喻當中的真諦
[00:11:48.240 --> 00:11:50.880]  我想是盼望有三點
[00:11:50.880 --> 00:11:52.880]  看到這個葡萄園園主
[00:11:52.880 --> 00:11:54.840]  他預表了天父
[00:11:54.840 --> 00:11:57.160]  我就希望看這個比喻當中
[00:11:57.160 --> 00:12:01.640]  看出三點關於天父對萬民的心意
[00:12:01.640 --> 00:12:03.280]  第一點所講的
[00:12:03.280 --> 00:12:08.440]  有憐憫心去尋找
[00:12:08.440 --> 00:12:11.240]  尋找 這個手語就是尋找
[00:12:11.240 --> 00:12:14.920]  大家一起學一下這個手語
[00:12:14.920 --> 00:12:19.400]  尋找 眼睛轉轉轉看著去尋找
[00:12:19.400 --> 00:12:25.880]  第二樣東西就是滿有月立形式的擁抱
[00:12:25.880 --> 00:12:27.920]  擁抱就是這樣的手語
[00:12:27.920 --> 00:12:31.360]  在當中 擁抱
[00:12:31.360 --> 00:12:34.120]  尋找 擁抱
[00:12:34.120 --> 00:12:38.440]  第三點就是滿有恩典的去重整
[00:12:38.440 --> 00:12:40.840]  重整就是這個人
[00:12:40.840 --> 00:12:44.240]  重整 就是重整這件事
[00:12:44.240 --> 00:12:45.960]  你記住這三個手語
[00:12:45.960 --> 00:12:49.520]  就是這個比喻當中要我們學習的
[00:12:49.520 --> 00:12:55.880]  尋找 擁抱 重整
[00:12:55.880 --> 00:12:58.080]  然後再下去看
[00:12:58.080 --> 00:13:00.040]  看看怎樣
[00:13:00.040 --> 00:13:01.560]  去尋找
[00:13:01.560 --> 00:13:04.120]  這個比喻裡面看得清楚
[00:13:04.120 --> 00:13:07.240]  這個園主出去了多少次?
[00:13:07.240 --> 00:13:08.600]  五次
[00:13:08.600 --> 00:13:11.000]  你說沒有人敢做事的
[00:13:11.000 --> 00:13:13.120]  找工人一次找完的
[00:13:13.120 --> 00:13:14.800]  你知道你做多少事的
[00:13:14.800 --> 00:13:16.160]  你菩薩園這麼大
[00:13:16.160 --> 00:13:17.640]  一次過找完就行了
[00:13:17.640 --> 00:13:18.880]  但又不是
[00:13:18.880 --> 00:13:21.000]  他要逐批逐批地找
[00:13:21.000 --> 00:13:24.280]  這個就是比喻當中的精髓其中第一個
[00:13:24.280 --> 00:13:25.640]  他是不同視點的人
[00:13:25.640 --> 00:13:28.760]  是預備什麼不同的群族
[00:13:28.760 --> 00:13:29.880]  萬民
[00:13:29.880 --> 00:13:31.840]  所以就這樣找法律
[00:13:31.840 --> 00:13:35.720]  而當中 他是出去找這些工人
[00:13:35.720 --> 00:13:37.040]  他看什麼呢?
[00:13:37.040 --> 00:13:38.400]  出去找工人做什麼呢?
[00:13:38.400 --> 00:13:41.320]  怎樣看法律?
[00:13:41.320 --> 00:13:42.920]  他出去五次
[00:13:42.920 --> 00:13:45.680]  直到去到五點鐘
[00:13:45.680 --> 00:13:46.960]  還要出去找
[00:13:46.960 --> 00:13:48.600]  甚至乎他可以這樣說
[00:13:48.600 --> 00:13:51.920]  去到五點五十九分半
[00:13:51.920 --> 00:13:55.200]  這個園主都會這樣出去找的 相信
[00:13:55.200 --> 00:13:56.200]  去找什麼呢?
[00:13:56.200 --> 00:13:57.400]  就希望看到
[00:13:57.400 --> 00:14:01.480]  還有外面閒站的人是哪些人
[00:14:01.480 --> 00:14:02.720]  然後他就說
[00:14:02.720 --> 00:14:06.320]  我邀請哪些人進我的葡萄園裡面的工作
[00:14:06.320 --> 00:14:08.680]  或者哪些人得到邀請之後
[00:14:08.680 --> 00:14:10.560]  進我的葡萄園裡面的工作
[00:14:10.560 --> 00:14:12.000]  我就要看這件事
[00:14:12.000 --> 00:14:16.400]  所以園主出去繼續的尋找
[00:14:16.400 --> 00:14:18.600]  就是找這些工人
[00:14:18.600 --> 00:14:20.680]  找這些人出來
[00:14:20.680 --> 00:14:23.200]  另外這個比喻裡面
[00:14:23.200 --> 00:14:24.400]  我們可以看到
[00:14:24.400 --> 00:14:27.160]  就是有兩個很大的對比
[00:14:27.160 --> 00:14:29.320]  一個就是第一批的工人
[00:14:29.320 --> 00:14:31.800]  第二個就是最後一批的工人
[00:14:31.800 --> 00:14:34.440]  這個對比其實是很鮮豔的
[00:14:34.440 --> 00:14:35.920]  好了
[00:14:35.920 --> 00:14:37.360]  平時你選東西的時候
[00:14:37.360 --> 00:14:40.400]  請問你怎樣選的?
[00:14:40.400 --> 00:14:43.400]  你會不會特意選一些不好的東西?
[00:14:43.400 --> 00:14:45.000]  你去超級市場買橙的時候
[00:14:45.000 --> 00:14:48.520]  怎樣買的?
[00:14:48.520 --> 00:14:49.840]  按一下、捏一下
[00:14:49.840 --> 00:14:51.040]  軟軟的
[00:14:51.040 --> 00:14:52.560]  放在一旁
[00:14:52.560 --> 00:14:54.040]  你選的是好的橙
[00:14:54.040 --> 00:14:55.280]  在這裡當中的時候
[00:14:55.280 --> 00:14:57.240]  葡萄園的園主選工人的時候
[00:14:57.240 --> 00:14:59.440]  可能都是同一個視野
[00:14:59.440 --> 00:15:00.280]  我小學的時候
[00:15:00.280 --> 00:15:03.080]  很喜歡玩打球的小息的時候
[00:15:03.080 --> 00:15:05.040]  玩打球的時候怎樣玩呢?
[00:15:05.040 --> 00:15:06.040]  就是猜層層的
[00:15:06.040 --> 00:15:07.440]  就是我們跟大哥哥玩
[00:15:07.440 --> 00:15:09.480]  大哥哥、大舊哥哥猜層層
[00:15:09.480 --> 00:15:13.160]  猜層層怎樣呢?
[00:15:13.160 --> 00:15:14.640]  你贏了,你先選
[00:15:14.640 --> 00:15:16.200]  好了,然後第二次的時候
[00:15:16.200 --> 00:15:17.600]  就是了
[00:15:17.600 --> 00:15:19.360]  又是你贏了,你先選
[00:15:19.360 --> 00:15:22.000]  第三次的時候不是
[00:15:22.000 --> 00:15:23.000]  你贏了,你先選
[00:15:23.000 --> 00:15:24.080]  就是選的
[00:15:24.080 --> 00:15:28.480]  你選的時候一定會選一些高大威買
[00:15:28.480 --> 00:15:30.880]  又快,射波又準那些
[00:15:30.880 --> 00:15:31.800]  所以就選到你
[00:15:31.800 --> 00:15:32.480]  如果這樣說
[00:15:32.480 --> 00:15:34.480]  第一批的工人選的時候
[00:15:34.480 --> 00:15:36.160]  可能看上去
[00:15:36.160 --> 00:15:37.680]  他們是聰明的
[00:15:37.680 --> 00:15:39.400]  他們是強壯的
[00:15:39.400 --> 00:15:41.000]  他們做事又快
[00:15:41.000 --> 00:15:42.800]  可能很積極,又有自信
[00:15:42.800 --> 00:15:43.600]  所以當中的時候
[00:15:43.600 --> 00:15:44.880]  第一批的工人
[00:15:44.880 --> 00:15:45.840]  可能有另類的身份
[00:15:45.840 --> 00:15:48.080]  是比較穩重、有自信
[00:15:48.080 --> 00:15:51.160]  經濟是富餘些少
[00:15:51.160 --> 00:15:52.400]  另外你們再看的時候
[00:15:52.400 --> 00:15:54.480]  其餘的幾批又怎樣呢?
[00:15:54.480 --> 00:15:56.920]  看上去比較弱些少
[00:15:56.920 --> 00:15:58.000]  可以這樣的想法
[00:15:58.000 --> 00:16:00.000]  但是他們都要養家活兒
[00:16:00.000 --> 00:16:02.000]  有其他費用的
[00:16:02.000 --> 00:16:05.400]  但是聖經裡面說到出一件很有趣的事
[00:16:05.400 --> 00:16:09.680]  他們不是說最後那段時間出現的
[00:16:09.680 --> 00:16:11.400]  我們都知道
[00:16:11.400 --> 00:16:13.400]  「早鳥有蟲食」
[00:16:13.400 --> 00:16:15.800]  Early bird gets the worm
[00:16:15.800 --> 00:16:17.200]  其實當中的時候
[00:16:17.200 --> 00:16:18.800]  他們都是一大早去到
[00:16:18.800 --> 00:16:19.680]  但是沒有蟲食
[00:16:19.680 --> 00:16:20.880]  選不到
[00:16:20.880 --> 00:16:22.520]  那又怎樣想法?
[00:16:22.520 --> 00:16:23.200]  所以當中的時候
[00:16:23.200 --> 00:16:24.880]  他們就是所謂的
[00:16:24.880 --> 00:16:26.400]  是被貧窮
[00:16:26.400 --> 00:16:28.400]  或者是被邊緣化
[00:16:28.400 --> 00:16:29.560]  不單止是邊緣化的人
[00:16:29.560 --> 00:16:30.280]  不單止是貧窮的人
[00:16:30.280 --> 00:16:35.160]  是可能被邊緣化、被貧窮的人
[00:16:35.160 --> 00:16:39.000]  十幾年前我經常都會去上海
[00:16:39.000 --> 00:16:40.840]  上海是怎樣做法呢?
[00:16:40.840 --> 00:16:44.120]  因為我們的事工夥伴總部就在上海
[00:16:44.120 --> 00:16:46.480]  很近上海灘附近
[00:16:46.480 --> 00:16:48.360]  完了一個早上的開會之後
[00:16:48.360 --> 00:16:49.720]  我就出去看
[00:16:49.720 --> 00:16:51.000]  我不是去上海灘
[00:16:51.000 --> 00:16:52.440]  不是灘
[00:16:52.440 --> 00:16:54.080]  是去裡面的內街看
[00:16:54.080 --> 00:16:55.800]  走內街
[00:16:55.800 --> 00:16:59.160]  竟然讓我在中國看到一個奇蹟
[00:16:59.160 --> 00:17:00.320]  這個奇蹟是怎樣呢?
[00:17:00.320 --> 00:17:04.480]  是有人很整齊列隊排隊的
[00:17:04.480 --> 00:17:05.480]  我就問
[00:17:05.480 --> 00:17:06.320]  為什麼這麼有趣呢?
[00:17:06.320 --> 00:17:07.840]  沒有的
[00:17:07.840 --> 00:17:09.200]  中國搭車是怎樣的?
[00:17:09.200 --> 00:17:10.200]  是否需要排隊的?
[00:17:10.200 --> 00:17:11.680]  沒有排隊的
[00:17:11.680 --> 00:17:12.480]  你走得快
[00:17:12.480 --> 00:17:13.640]  搶得到就搶
[00:17:13.640 --> 00:17:14.600]  但是竟然有人排隊
[00:17:14.600 --> 00:17:15.720]  我就看清楚什麼是排什麼
[00:17:15.720 --> 00:17:17.240]  他們排得這麼整齊
[00:17:17.240 --> 00:17:18.000]  原來
[00:17:18.000 --> 00:17:18.640]  走近一點
[00:17:18.640 --> 00:17:19.240]  看清楚一點
[00:17:19.240 --> 00:17:20.560]  不是排隊
