
[00:00:00.000 --> 00:00:02.120]  尼宗姐妹 平安
[00:01:58.320 --> 00:02:04.760]  都是關於耶穌怎樣去醫治那些有殘疾、深受痛苦的人
[00:02:04.760 --> 00:02:07.480]  給我們看到了神的國的能力
[00:02:07.480 --> 00:02:10.680]  帶到流離失所的人的生命當中
[00:02:10.680 --> 00:02:18.160]  給我們看到了神的國的能力帶到流離失所的人的生命當中
[00:02:18.160 --> 00:02:21.800]  給我們看到了神的國的能力帶到流離失所的人的生命當中
[00:02:21.800 --> 00:02:25.280]  深深地顯出了神的恩典和祂的大能
[00:02:25.280 --> 00:02:25.320]  深深地顯出了神的恩典和祂的大能
[00:02:25.320 --> 00:02:27.960]  所以今天我們來到第八章
[00:02:27.960 --> 00:02:32.240]  我們先看到記載了四個醫治的神蹟
[00:02:32.240 --> 00:02:38.040]  第八章是記載了四個醫治的神蹟
[00:02:38.040 --> 00:02:42.640]  有一隻大麻蜂、一隻白夫長的普倫、一隻彼得的約姆
[00:02:42.640 --> 00:02:44.400]  還有許多被鬼附的人
[00:02:44.400 --> 00:02:47.200]  還有格拉森被鬼附的人
[00:02:47.200 --> 00:02:51.560]  那這四個神蹟包括醫治了有大麻蜂的人
[00:02:51.560 --> 00:02:54.040]  和醫治了白夫長的僕人
[00:02:54.040 --> 00:02:56.240]  也醫治了彼得的岳母
[00:02:56.240 --> 00:02:58.280]  還有很多被鬼附的人
[00:02:58.280 --> 00:03:01.680]  還有在格拉森被鬼附的人
[00:03:01.680 --> 00:03:06.560]  那我們就簡略看一下這些神蹟的重點
[00:03:06.560 --> 00:03:10.640]  那我們就簡略看一下這些神蹟的重點
[00:03:10.640 --> 00:03:13.160]  八章二到三節
[00:03:13.160 --> 00:03:15.160]  在第八章二到三節
[00:03:15.160 --> 00:03:19.040]  有一個長大麻蜂的人來拜耶穌說
[00:03:19.040 --> 00:03:23.080]  主若肯必教 不能教我捷徑
[00:03:23.080 --> 00:03:26.880]  有一個長了大麻蜂的人就來拜耶穌
[00:03:26.880 --> 00:03:30.640]  就說主若肯必能叫我潔淨
[00:03:30.640 --> 00:03:33.440]  麻蜂病是惡性的皮膚病
[00:03:33.440 --> 00:03:37.080]  皮膚會潰爛的 不一定可以痊癒
[00:03:37.080 --> 00:03:40.040]  麻蜂病是惡性的皮膚病
[00:03:40.040 --> 00:03:44.640]  它使皮膚潰爛也不一定會痊癒
[00:03:44.640 --> 00:03:47.040]  而且會有傳染性的
[00:03:47.040 --> 00:03:50.400]  麻蜂病而且是有傳染性的
[00:03:50.400 --> 00:03:54.440]  摩西律法規定凡有麻蜂病的人
[00:03:54.440 --> 00:03:57.480]  必須與社會隔離
[00:03:57.480 --> 00:04:00.720]  在摩西律法裏面就規定了
[00:04:00.720 --> 00:04:02.360]  凡是有麻蜂病的人
[00:04:02.360 --> 00:04:04.800]  一定是要與社會隔離的
[00:04:04.800 --> 00:04:06.680]  我們試過疫情怎樣隔離
[00:04:06.680 --> 00:04:08.680]  我們都知道蠻辛苦的
[00:04:08.680 --> 00:04:13.080]  我們經過疫情都有隔離的經驗
[00:04:13.080 --> 00:04:16.200]  知道其中的感受是怎樣的
[00:04:16.200 --> 00:04:18.680]  所以這個人他如果出來選擇了
[00:04:18.680 --> 00:04:21.800]  他要一直喊著不接近了 不接近了
[00:04:21.800 --> 00:04:24.280]  如果有麻蜂病的人要走出去的話
[00:04:24.280 --> 00:04:28.080]  他要一路走一路叫不潔淨了 不潔淨了
[00:04:28.080 --> 00:04:30.640]  所有人一聽見的知道怎樣
[00:04:30.640 --> 00:04:32.600]  就立刻避開他
[00:04:32.600 --> 00:04:36.600]  所有人聽到都會立刻避開這個人
[00:04:36.600 --> 00:04:40.680]  這個麻蜂病人一見到耶穌就出來跪拜他
[00:04:40.680 --> 00:04:43.560]  這個說麻蜂的病人一見到耶穌
[00:04:43.560 --> 00:04:45.400]  就向耶穌跪拜
[00:04:45.400 --> 00:04:46.720]  覺得自己很不配了
[00:04:46.720 --> 00:04:50.760]  就說主啊 祢若肯必能叫我潔淨
[00:04:50.760 --> 00:04:52.880]  他覺得自己是不配的
[00:04:52.880 --> 00:04:56.680]  他就說主若肯必能叫我潔淨了
[00:04:56.680 --> 00:05:00.400]  所以這個就顯出對耶穌的信心
[00:05:00.400 --> 00:05:04.640]  這個就顯出萬大蜂病的人對耶穌他的信心
[00:05:04.640 --> 00:05:07.880]  他相信耶穌必能醫治他
[00:05:07.880 --> 00:05:11.360]  他相信耶穌是一定可以醫治好他
[00:05:11.360 --> 00:05:14.880]  所以第三節就講到耶穌就伸手去摸他
[00:05:14.880 --> 00:05:19.480]  第三節就講到耶穌伸手去摸這個麻蜂病的人
[00:05:19.480 --> 00:05:21.360]  就說我肯 祢潔淨了
[00:05:21.360 --> 00:05:24.080]  他的大麻蜂就立刻就潔淨了
[00:05:24.080 --> 00:05:27.080]  耶穌就說我肯 祢潔淨了
[00:05:27.080 --> 00:05:30.360]  這個大麻蜂病人他的病就好了
[00:05:30.360 --> 00:05:34.760]  沒有人會願意去摸一個長大麻蜂的人
[00:05:34.760 --> 00:05:38.440]  沒有人會願意去摸一個長大麻蜂病的人
[00:05:38.440 --> 00:05:42.040]  因為他的皮膚又醜又很濃又潰爛
[00:05:42.040 --> 00:05:45.040]  因為這個人的皮膚看起來很醜陋
[00:05:45.040 --> 00:05:48.400]  而且皮膚裏面是有膿也都會潰爛的
[00:05:48.400 --> 00:05:51.760]  而且會怕被傳染
[00:05:51.760 --> 00:05:54.240]  而且會傳染給人的
[00:05:54.240 --> 00:05:57.880]  所以如果耶穌伸手去摸他這個動作
[00:05:57.880 --> 00:06:00.000]  對這個麻蜂病人來說
[00:06:00.000 --> 00:06:01.720]  他一定很感動的
[00:06:01.720 --> 00:06:05.320]  那耶穌親手去摸這個麻蜂病人的時候
[00:06:05.320 --> 00:06:06.800]  對這個麻蜂病人來說
[00:06:06.800 --> 00:06:09.640]  我覺得他是很感動的
[00:06:09.640 --> 00:06:11.040]  耶穌為他所做的一切
[00:06:11.040 --> 00:06:12.680]  我相信他一生都會記得
[00:06:12.680 --> 00:06:15.000]  耶穌對他的憐憫還有恩典
[00:06:15.000 --> 00:06:17.720]  我相信他一生都會對耶穌
[00:06:17.720 --> 00:06:20.240]  對他的憐憫和恩典的
[00:06:20.240 --> 00:06:23.520]  耶穌醫治那些最被人看不起
[00:06:23.520 --> 00:06:25.800]  而且最冷落的人
[00:06:25.800 --> 00:06:30.160]  在醫治的過程裏面仍有憐憫還有慈愛
[00:06:30.160 --> 00:06:34.120]  在醫治的過程中是滿有憐憫和國慈愛的
[00:06:34.120 --> 00:06:37.480]  我曾經聽過一個麻蜂病的故事
[00:06:37.480 --> 00:06:41.520]  我也曾經聽過一個關於麻蜂病的故事
[00:06:41.520 --> 00:06:46.600]  有一群遊客到當地的一個麻蜂病院去參觀
[00:06:46.600 --> 00:06:51.080]  有一群遊客到當地的一個麻蜂病院去參觀
[00:06:51.080 --> 00:06:53.280]  他們都覺得很可憐
[00:06:53.280 --> 00:06:57.520]  一群遊客到當地的一個麻蜂病院去參觀
[00:06:57.520 --> 00:07:02.960]  他們看到這些工作人員在幫助麻蜂病人清洗傷口
[00:07:02.960 --> 00:07:09.400]  他們看到這些工作人員在幫助麻蜂病人清洗傷口
[00:07:09.400 --> 00:07:12.880]  他們看到一個麻蜂病人的腳都潰爛了
[00:07:12.880 --> 00:07:15.160]  而且情況很嚴重
[00:07:15.160 --> 00:07:20.560]  他們看到一個病人的腳潰爛的情況都很嚴重
[00:07:20.560 --> 00:07:24.880]  之後傷口發現裡面不斷的漏洞
[00:07:24.880 --> 00:07:31.800]  工作人員幫病人打開了傷口之後
[00:07:31.800 --> 00:07:35.240]  發現裡面的漏洞不斷地流出來
[00:07:35.240 --> 00:07:37.520]  始終這個遊客就覺得很噁心
[00:07:37.520 --> 00:07:41.600]  就喊著說這些工作給我一百萬我都不做了
[00:07:41.600 --> 00:07:44.200]  其中有一個遊客看到這個情景
[00:07:44.200 --> 00:07:46.160]  他就覺得很噁心
[00:07:46.160 --> 00:07:49.200]  就說這些工作即使給我一百萬
[00:07:49.200 --> 00:07:50.760]  我也不會來做的
[00:07:50.760 --> 00:07:56.240]  那個幫麻蜂病人清洗的人聽見就抬起頭來跟他說
[00:07:56.240 --> 00:07:59.760]  那個幫麻蜂病人清洗傷口的工作人員
[00:07:59.760 --> 00:08:01.880]  就聽見這個遊客這麼說
[00:08:01.880 --> 00:08:04.280]  他就抬起頭對他說
[00:08:04.280 --> 00:08:05.640]  他說我們都是基督徒
[00:08:05.640 --> 00:08:06.680]  都是義工
[00:08:06.680 --> 00:08:09.360]  若不是為了服侍主耶穌的緣故
[00:08:09.360 --> 00:08:11.760]  給我一百萬我也不做
[00:08:11.760 --> 00:08:14.600]  他就說我們都是基督徒
[00:08:14.600 --> 00:08:16.560]  我們都是義工
[00:08:16.560 --> 00:08:20.160]  若不是為了服侍主耶穌的緣故
[00:08:20.160 --> 00:08:22.920]  給我一百萬我也不會做
[00:08:22.920 --> 00:08:26.680]  真的 我覺得是耶穌的愛激勵我們去服侍
[00:08:26.680 --> 00:08:30.640]  真的 我覺得是耶穌的愛激勵我們去服侍
[00:08:30.640 --> 00:08:34.920]  耶穌一生就是這樣寫字去服侍人 醫治人
[00:08:34.920 --> 00:08:39.040]  耶穌一生就是這樣寫字去服侍人和醫治人
[00:08:39.040 --> 00:08:40.560]  那成為我們的幫助
[00:08:40.560 --> 00:08:42.680]  從而成為我們的榜樣
[00:08:42.680 --> 00:08:47.800]  所以當我們看我們所工作的 所服侍的是服侍主
[00:08:47.800 --> 00:08:51.680]  那當我們所做的工作是要去服侍主的話
[00:08:51.680 --> 00:08:54.960]  這個工作或者是這個服侍就變得有意義
[00:08:54.960 --> 00:08:56.240]  而且很尊貴
[00:08:56.240 --> 00:08:59.000]  那這件工作就變得很有意義
[00:08:59.000 --> 00:09:01.280]  而且是很尊貴的
[00:09:01.280 --> 00:09:03.960]  我們再來看第二個神蹟
[00:09:03.960 --> 00:09:06.120]  我們再來看第二個神蹟
[00:09:06.120 --> 00:09:08.480]  是醫治一個白夫長的僕人
[00:09:08.480 --> 00:09:12.720]  是耶穌醫治白夫長的一個僕人
[00:09:12.720 --> 00:09:17.760]  那白夫長是羅馬的那個軍隊的軍官
[00:09:17.760 --> 00:09:21.640]  白夫長是羅馬軍隊的一個軍官
[00:09:21.640 --> 00:09:23.400]  他是一位外邦人
[00:09:23.400 --> 00:09:25.240]  他是一位外邦人
[00:09:25.240 --> 00:09:29.360]  所以馬太她的重點是從以色列轉向一個外邦人
[00:09:29.360 --> 00:09:31.240]  如何信靠耶穌
[00:09:31.240 --> 00:09:35.280]  那馬太她的重點是由以色列人轉去外邦人
[00:09:35.280 --> 00:09:37.480]  看看她是怎樣信靠耶穌的
[00:09:37.480 --> 00:09:40.440]  那這個白夫長就來求耶穌了
[00:09:40.440 --> 00:09:43.040]  那這個白夫長就來到求耶穌
[00:09:43.040 --> 00:09:45.760]  他說主啊我的僕人害癱患病
[00:09:45.760 --> 00:09:48.480]  躺在家裡生事痛苦
[00:09:48.480 --> 00:09:52.000]  那祂就說主啊我的僕人得了癱瘓病症
[00:09:52.000 --> 00:09:54.920]  現在在家裡躺著很辛苦
[00:09:54.920 --> 00:09:57.240]  那耶穌說我去醫治他
[00:09:57.240 --> 00:10:00.920]  那耶穌就對白夫長說好我去醫治他
[00:10:00.920 --> 00:10:02.440]  那白夫長就說了
[00:10:02.440 --> 00:10:05.640]  說主啊你到我身上我不敢當
[00:10:05.640 --> 00:10:07.240]  只要你說一句話
[00:10:07.240 --> 00:10:08.840]  我的僕人就好了
[00:10:08.840 --> 00:10:10.760]  那白夫長就回答說
[00:10:10.760 --> 00:10:13.760]  主啊你到我身上我不敢當
[00:10:13.760 --> 00:10:15.320]  只要你說一句話
[00:10:15.320 --> 00:10:17.480]  我的僕人就必好了
[00:10:17.480 --> 00:10:20.480]  那這個白夫長是有地位的軍官
[00:10:20.480 --> 00:10:24.360]  那這個白夫長是有地位的軍官
[00:10:24.360 --> 00:10:29.680]  但他願意為了僕人來求耶穌
[00:10:29.680 --> 00:10:33.280]  但是他願意為他的僕人去求耶穌
[00:10:33.280 --> 00:10:34.840]  他是一個好的長官
[00:10:34.840 --> 00:10:36.320]  他是一個好的長官
[00:10:36.320 --> 00:10:39.480]  對僕人這麼好很難得的
[00:10:39.480 --> 00:10:42.080]  能夠對僕人這麼好是很難得的
[00:10:42.080 --> 00:10:44.920]  而且他明白權利怎樣運用
[00:10:44.920 --> 00:10:48.360]  而且他也都明白權利是怎樣運用的
[00:10:48.360 --> 00:10:49.960]  他說只要命令一下
[00:10:49.960 --> 00:10:52.800]  他的殺屬就必執行命令
[00:10:52.800 --> 00:10:54.760]  他知道只要他一落命令
[00:10:54.760 --> 00:10:57.240]  他的下屬就一定會執行他的命令
[00:10:57.240 --> 00:11:00.680]  那他相信耶穌的地位比他高
[00:11:00.680 --> 00:11:03.240]  但是他相信耶穌的地位比他更加高
[00:11:03.240 --> 00:11:05.440]  更加有大人的權柄
[00:11:05.440 --> 00:11:07.280]  更加有大人的權柄
[00:11:07.280 --> 00:11:09.600]  所以他很謙卑的蠻有信心的說
[00:11:09.600 --> 00:11:11.240]  只要耶穌說一句話
[00:11:11.240 --> 00:11:14.280]  就能以後他的僕人不用到他的家
[00:11:14.280 --> 00:11:15.840]  所以他是很謙卑
[00:11:15.840 --> 00:11:17.680]  而且是很有信心的說
[00:11:17.680 --> 00:11:19.480]  只要耶穌說一句話
[00:11:19.480 --> 00:11:21.400]  就可以醫治好我的僕人
[00:11:21.400 --> 00:11:23.240]  就不用到我的家
[00:11:23.240 --> 00:11:25.600]  你對耶穌有沒有這個信心呢
[00:11:25.600 --> 00:11:28.600]  那我們大家對耶穌有沒有這樣的信心呢
[00:11:28.600 --> 00:11:30.200]  我覺得不容易了
[00:11:30.200 --> 00:11:31.560]  我覺得是不容易的
[00:11:31.560 --> 00:11:32.440]  去都沒去過
[00:11:32.440 --> 00:11:33.440]  見都沒見過
[00:11:33.440 --> 00:11:35.720]  患什麼癱瘓病都不知道
[00:11:35.720 --> 00:11:39.120]  怎樣可以信得過耶穌能治好這個人呢
[00:11:39.120 --> 00:11:40.440]  因為他都沒去到
[00:11:40.440 --> 00:11:41.400]  也都沒見過
[00:11:41.400 --> 00:11:43.800]  也都不知道具體是什麼癱瘓的病
[00:11:43.800 --> 00:11:45.640]  那怎樣可以信得過耶穌
[00:11:45.640 --> 00:11:48.000]  就可以醫好這個病人呢
[00:11:48.000 --> 00:11:52.520]  現在我們看到AI這個人工智能怎麼發達
[00:11:52.520 --> 00:11:54.800]  我們現在聽到的AI
[00:11:54.800 --> 00:11:56.880]  這個人工智能是很發達的
[00:11:56.880 --> 00:11:58.400]  講到他很厲害了
[00:11:58.400 --> 00:12:00.160]  也都說這個AI是很厲害的
[00:12:00.160 --> 00:12:02.400]  那你身體的病症
[00:12:02.400 --> 00:12:03.720]  說給他聽
[00:12:03.720 --> 00:12:06.840]  人工智能也會給你出一個醫療報告
[00:12:06.840 --> 00:12:08.560]  你能相信嗎
[00:12:08.560 --> 00:12:10.600]  當你將你身體的病症
[00:12:10.600 --> 00:12:12.560]  講給這個AI聽的時候
[00:12:12.560 --> 00:12:14.000]  這個AI人工智能
[00:12:14.000 --> 00:12:17.080]  也都可以給一個醫療報告給你
[00:12:17.080 --> 00:12:19.560]  那你會不會真的相信呢
[00:12:19.560 --> 00:12:22.240]  我相信我們都不太相信
[00:12:22.240 --> 00:12:24.520]  我相信我們可能不會完完全全的相信
[00:12:24.520 --> 00:12:27.360]  我聽過有人現在看中醫
[00:12:27.360 --> 00:12:30.840]  那我就聽過現在有些人去看中醫
[00:12:30.840 --> 00:12:34.560]  在歐洲也不用去到中國的診所去看
[00:12:34.560 --> 00:12:36.960]  如果人在澳洲的時候
[00:12:36.960 --> 00:12:39.920]  是不用親身去到中國的診所去看病的
[00:12:39.920 --> 00:12:44.120]  用電話拍一個舌頭的那個相片傳過去
[00:12:44.120 --> 00:12:46.720]  只要用電話拍張那個
[00:12:46.720 --> 00:12:49.480]  那個相傳過去就可以了
[00:12:49.480 --> 00:12:51.360]  那個中醫就給你藥方
[00:12:51.360 --> 00:12:53.320]  那然後中醫就會給你藥方
[00:12:53.320 --> 00:12:56.160]  你就可以在歐洲買中藥了
[00:12:56.160 --> 00:12:59.600]  那我們就可以在澳洲的中藥店買到藥了
[00:12:59.600 --> 00:13:01.840]  你相信這個中醫的斷證嗎
[00:13:01.840 --> 00:13:04.960]  那你相不相信這個中醫的斷證呢
[00:13:04.960 --> 00:13:07.880]  如果你以前看過這個中醫很好的
[00:13:07.880 --> 00:13:11.680]  很有名望的你就會相信
[00:13:11.680 --> 00:13:13.960]  或者你以前看過很好的中醫
[00:13:13.960 --> 00:13:16.200]  那這個中醫也都很有名望的
[00:13:16.200 --> 00:13:18.560]  那你可能會信 是不是
[00:13:18.560 --> 00:13:21.480]  所以我們覺得這個相信
[00:13:21.480 --> 00:13:24.800]  這個白夫長的相信其實很不簡單
[00:13:24.800 --> 00:13:29.440]  所以我覺得白夫長這個對耶穌的相信是不可思議的
[00:13:29.440 --> 00:13:31.080]  所以耶穌都很驚歎
[00:13:31.080 --> 00:13:34.720]  第十節祂就說 耶穌聽見就是此
[00:13:34.720 --> 00:13:36.800]  那耶穌當時也都很驚歎
[00:13:36.800 --> 00:13:40.360]  第十章說道 耶穌聽見就稀奇
[00:13:40.360 --> 00:13:43.040]  對跟從人說 我實在告訴你們
[00:13:43.040 --> 00:13:48.240]  這麼大的信心就是在以色列中我也沒有遇見過
[00:13:48.240 --> 00:13:50.320]  那耶穌對跟從他的人說
[00:13:50.320 --> 00:13:52.200]  我實在告訴你們
[00:13:52.200 --> 00:13:57.240]  這麼大的信心就是在以色列中我也沒有遇見過
[00:13:57.240 --> 00:14:04.120]  那耶穌的驚歎不是因為白夫長對權利權柄的運用
[00:14:04.120 --> 00:14:09.920]  那耶穌祂的驚歎不是因為白夫長對那個權力祂的運用
[00:14:09.920 --> 00:14:11.880]  不是說不用到我家
[00:14:11.880 --> 00:14:14.080]  不是說不用到我家
[00:14:14.080 --> 00:14:19.000]  而是因為這個外邦人竟然對耶穌有這麼大的信心
[00:14:19.000 --> 00:14:24.480]  而是因為這個外邦人的白夫長竟然對耶穌有這麼大的信心
[00:14:24.480 --> 00:14:27.320]  相信祂的能力 相信祂的權柄
[00:14:27.320 --> 00:14:30.680]  相信耶穌的能力和祂的權柄
[00:14:30.680 --> 00:14:33.960]  所以十三節 於是耶穌就對白夫長說
[00:14:33.960 --> 00:14:38.080]  你回去了 教你的信心給你成全了
[00:14:38.080 --> 00:14:42.480]  那耶穌在十三節裡面 耶穌就對白夫長說
[00:14:42.480 --> 00:14:46.960]  那你回去吧 照你的信心給你成全了
[00:14:46.960 --> 00:14:48.800]  那時候他的僕人就好了
[00:14:48.800 --> 00:14:52.040]  那在那時候他的僕人就馬上好了
[00:14:52.040 --> 00:14:57.280]  接著我們看到耶穌就繼續來醫治彼得的岳母
[00:14:57.280 --> 00:14:59.360]  我們看到接下來的經文
[00:14:59.360 --> 00:15:02.280]  耶穌是繼續醫治彼得的岳母的
[00:15:02.280 --> 00:15:05.360]  然後耶穌用祂的手一摸
[00:15:05.360 --> 00:15:07.400]  一個月就退了
[00:15:07.400 --> 00:15:11.320]  耶穌祂的手一摸彼得的岳母
[00:15:11.320 --> 00:15:13.200]  那個月就退走了
[00:15:13.200 --> 00:15:17.480]  很多人帶著被鬼附的人來到耶穌跟前
[00:15:17.480 --> 00:15:21.440]  祂只用一句話就把這些鬼都趕出去了
[00:15:21.440 --> 00:15:25.360]  那也有很多人帶著被鬼附的人來到耶穌面前
[00:15:25.360 --> 00:15:28.960]  那耶穌只用一句話就把這些鬼都趕出去了
[00:15:28.960 --> 00:15:33.440]  所以耶穌只是用一句話或者是用手一摸就能醫治病人
[00:15:33.440 --> 00:15:36.720]  那耶穌只需要用一句話或者是用手一摸
[00:15:36.720 --> 00:15:38.520]  那就可以醫治好那些人
[00:15:38.520 --> 00:15:40.680]  這個是顯出祂的能力
[00:15:40.680 --> 00:15:43.360]  這個是大大地顯出祂的能力
[00:15:43.360 --> 00:15:46.560]  所以只要我們相信來到耶穌面前
[00:15:46.560 --> 00:15:49.160]  尋求幫助的我們就得醫治
[00:15:49.160 --> 00:15:53.040]  所以我們只要相信來到耶穌的跟前
[00:15:53.040 --> 00:15:55.920]  尋求祂的幫助就能得醫治
[00:15:55.920 --> 00:15:59.200]  我們來到第九章也是記載了五個神蹟
[00:15:59.200 --> 00:16:02.920]  來到第九章也都記載了五個神蹟
[00:16:02.920 --> 00:16:04.720]  講到耶穌醫治癱子
[00:16:04.720 --> 00:16:06.200]  醫治血漏婦人
[00:16:06.200 --> 00:16:07.680]  救女孩復活
[00:16:07.680 --> 00:16:11.480]  還救殺子看見牙疤說話
[00:16:11.480 --> 00:16:16.360]  這裡講的五個神蹟是醫治癱瘓的人
[00:16:16.360 --> 00:16:18.120]  醫治血漏婦人
[00:16:18.120 --> 00:16:20.080]  也都叫過女孩復活
[00:16:20.080 --> 00:16:23.760]  那客子也都是得醫治看見
[00:16:23.760 --> 00:16:25.960]  牙疤也都可以講話
[00:16:25.960 --> 00:16:28.400]  那這些神蹟就是因緣
[00:16:28.400 --> 00:16:30.760]  週月的預言
[00:16:30.760 --> 00:16:34.120]  彌撒亞來的時候就會有這些事情發生
[00:16:34.120 --> 00:16:36.440]  這些神蹟都是應驗舊約
[00:16:36.440 --> 00:16:40.240]  預言彌賽亞來臨的時候會發生的事
[00:16:40.240 --> 00:16:43.040]  那我們看一下第九章一到八節
[00:16:43.040 --> 00:16:45.840]  那我們看一下第九章的一節八節
[00:16:45.840 --> 00:16:49.800]  那有人用鹿子抬著一個炭子來到耶穌跟前
[00:16:49.800 --> 00:16:53.120]  那有人也用張皮抬著一個癱了的人
[00:16:53.120 --> 00:16:54.480]  來到耶穌的跟前
[00:16:54.480 --> 00:16:57.200]  那耶穌見他們的信心
[00:16:57.200 --> 00:16:59.760]  那耶穌見他們很大的信心
[00:16:59.760 --> 00:17:02.480]  那原來信心是可以見的
[00:17:02.480 --> 00:17:04.600]  原來信心是可以看得到的
[00:17:04.600 --> 00:17:06.040]  你看這個圖就知道
[00:17:06.040 --> 00:17:08.440]  那些朋友就拆了這個房頂
[00:17:08.440 --> 00:17:12.800]  然後就將這個炭子放到耶穌跟前來
[00:17:12.800 --> 00:17:16.040]  那我們看到那些人是將那個房頂揭開了
[00:17:16.040 --> 00:17:19.400]  然後將那個炭子的人這樣放下來
[00:17:19.400 --> 00:17:21.920]  所以耶穌見他們的信心就對炭子說
[00:17:21.920 --> 00:17:24.880]  小子放心吧 你的罪洩了
[00:17:24.880 --> 00:17:27.440]  那耶穌見他們的這麼大的信心
[00:17:27.440 --> 00:17:28.880]  就對炭子的人說
[00:17:28.880 --> 00:17:31.480]  小子放心吧 你的罪洩了
[00:17:31.480 --> 00:17:33.240]  這個炭子就被醫好
[00:17:33.240 --> 00:17:36.200]  那這個炭子的人就被醫治了
[00:17:36.200 --> 00:17:40.000]  耶穌是因為他們的信心來把他醫好
[00:17:40.000 --> 00:17:44.200]  耶穌是因為他們的信心來把這個炭子的人醫治好
[00:17:44.200 --> 00:17:47.480]  但這裡很特別的說 你的罪洩了
[00:17:47.480 --> 00:17:49.960]  那這裡很特別耶穌說了
[00:17:49.960 --> 00:17:51.920]  你的罪洩了
[00:17:51.920 --> 00:17:53.800]  為什麼耶穌這樣說呢
[00:17:53.800 --> 00:17:55.960]  那為什麼耶穌會這樣說呢
[00:17:55.960 --> 00:17:59.880]  那罪跟這個病有什麼關係呢
[00:17:59.880 --> 00:18:03.640]  那罪跟這個人的病有什麼關係呢
[00:18:03.640 --> 00:18:08.440]  其實耶穌是要帶我們進入人生更重要的問題
[00:18:08.440 --> 00:18:12.840]  其實耶穌是要帶人進入生命裡面更重要的問題
[00:18:12.840 --> 00:18:14.320]  就是生命的問題
[00:18:14.320 --> 00:18:16.160]  就是生命的問題
[00:18:16.160 --> 00:18:18.920]  我曾經聽過一對夫婦做見證
[00:18:18.920 --> 00:18:22.440]  我曾經聽過一對夫婦做見證
[00:18:22.440 --> 00:18:24.920]  他們將要受洗了
[00:18:24.920 --> 00:18:26.480]  他們將要受洗
[00:18:26.480 --> 00:18:28.840]  那牧師就有很特別的要求
[00:18:28.840 --> 00:18:33.640]  要他們公開講見證以外 還要公開應罪
[00:18:33.640 --> 00:18:36.000]  那牧師就有一個很特別的要求
[00:18:36.000 --> 00:18:38.560]  除了他們要公開見證之外
[00:18:38.560 --> 00:18:40.080]  還要公開應罪
[00:18:40.080 --> 00:18:42.880]  那這對夫婦內心很掙扎
[00:18:42.880 --> 00:18:45.720]  那這對夫婦他們的內心是很掙扎
[00:18:45.720 --> 00:18:47.800]  因為他們看見自己的罪
