
[00:00:00.000 --> 00:00:07.000]  自古以來出色的領袖都會揀選一些最有才幹 最有學識的人
[00:03:34.000 --> 00:03:36.000]  他整天都想著一拆
[00:03:36.000 --> 00:03:39.000]  或者恐怖襲擊去推翻羅馬政權
[00:03:39.000 --> 00:03:42.000]  建立以色列國
[00:03:42.000 --> 00:03:44.000]  本質上這兩邊
[00:03:44.000 --> 00:03:47.000]  馬太和西門是死對頭
[00:03:47.000 --> 00:03:48.000]  是敵人
[00:03:48.000 --> 00:03:50.000]  會不會他們一起跟從耶穌的時候
[00:03:50.000 --> 00:03:52.000]  在後面經常開片打架
[00:03:52.000 --> 00:03:55.000]  還有這個家略人猶大
[00:03:55.000 --> 00:03:57.000]  家略不是一個地方名
[00:03:57.000 --> 00:04:02.000]  家略的阿蘭文意思是假冒者
[00:04:02.000 --> 00:04:05.000]  會不會耶穌揀選猶大的時候
[00:04:05.000 --> 00:04:08.000]  猶大是假冒
[00:04:08.000 --> 00:04:10.000]  假扮跟從耶穌
[00:04:10.000 --> 00:04:11.000]  其實是在想著
[00:04:11.000 --> 00:04:13.000]  計劃著如何出賣耶穌
[00:04:13.000 --> 00:04:15.000]  但是很奇怪
[00:04:15.000 --> 00:04:17.000]  我覺得耶穌都會知道
[00:04:17.000 --> 00:04:20.000]  但是他卻是揀選猶大
[00:04:20.000 --> 00:04:23.000]  這12個人的背景是這麼特別
[00:04:23.000 --> 00:04:25.000]  又沒有什麼特別的東西
[00:04:25.000 --> 00:04:26.000]  很普通
[00:04:26.000 --> 00:04:28.000]  連這幫人的性格
[00:04:28.000 --> 00:04:30.000]  都是更加三尖八角
[00:04:30.000 --> 00:04:31.000]  古靈精怪
[00:04:31.000 --> 00:04:32.000]  我們先說彼得
[00:04:32.000 --> 00:04:34.000]  彼得最出名是什麼
[00:04:34.000 --> 00:04:36.000]  吹水不抹嘴
[00:04:36.000 --> 00:04:39.000]  說過又不敢做
[00:04:39.000 --> 00:04:41.000]  他經常跟從耶穌說
[00:04:41.000 --> 00:04:42.000]  耶穌
[00:04:42.000 --> 00:04:43.000]  師父
[00:04:43.000 --> 00:04:45.000]  你知道我一向都支持你
[00:04:45.000 --> 00:04:46.000]  如果你去死
[00:04:46.000 --> 00:04:48.000]  我是第一個跟你一起去死
[00:04:48.000 --> 00:04:49.000]  大家知道
[00:04:49.000 --> 00:04:51.000]  說是天下無敵
[00:04:51.000 --> 00:04:52.000]  做是無能為力
[00:04:52.000 --> 00:04:56.000]  結果當危難臨到的時候
[00:04:56.000 --> 00:04:57.000]  大家都知道
[00:04:57.000 --> 00:04:59.000]  彼得三次不承認耶穌
[00:04:59.000 --> 00:05:02.000]  這是大弟子
[00:05:02.000 --> 00:05:04.000]  接著是多瑪
[00:05:04.000 --> 00:05:06.000]  多瑪多疑得不得了
[00:05:06.000 --> 00:05:07.000]  復活了的耶穌
[00:05:07.000 --> 00:05:08.000]  站在他旁邊
[00:05:08.000 --> 00:05:09.000]  他都不相信
[00:05:09.000 --> 00:05:11.000]  站在他旁邊都不相信
[00:05:11.000 --> 00:05:12.000]  他說
[00:05:12.000 --> 00:05:13.000]  除非你讓我看看你的手
[00:05:13.000 --> 00:05:15.000]  真的釘過洞
[00:05:15.000 --> 00:05:16.000]  看看我們立旁
[00:05:16.000 --> 00:05:17.000]  是不是真的被矛盾過
[00:05:17.000 --> 00:05:18.000]  我要把手指放進去
[00:05:18.000 --> 00:05:19.000]  試一下
[00:05:19.000 --> 00:05:22.000]  證明你先是復活了
[00:05:22.000 --> 00:05:24.000]  否則我不會相信
[00:05:24.000 --> 00:05:26.000]  沒有信心成這樣
[00:05:26.000 --> 00:05:27.000]  好了
[00:05:27.000 --> 00:05:29.000]  瓦割和約翰
[00:05:29.000 --> 00:05:31.000]  是超級火爆的人
[00:05:31.000 --> 00:05:32.000]  曾經有一次
[00:05:32.000 --> 00:05:35.000]  耶穌帶他跟門徒去到一個村莊
[00:05:35.000 --> 00:05:37.000]  那個村莊不接待耶穌
[00:05:37.000 --> 00:05:39.000]  瓦割和約翰
[00:05:39.000 --> 00:05:40.000]  就跟耶穌這樣建議
[00:05:40.000 --> 00:05:42.000]  師父
[00:05:42.000 --> 00:05:45.000]  這條村不惜抬舉
[00:05:45.000 --> 00:05:47.000]  竟然不接待你
[00:05:47.000 --> 00:05:49.000]  可不可以
[00:05:49.000 --> 00:05:50.000]  讓我們禱告
[00:05:50.000 --> 00:05:52.000]  讓烈火從天降
[00:05:52.000 --> 00:05:53.000]  燒光他們
[00:05:53.000 --> 00:05:54.000]  那當然了
[00:05:54.000 --> 00:05:57.000]  結果是被耶穌罵的
[00:05:57.000 --> 00:05:58.000]  後來耶穌知道自己
[00:05:58.000 --> 00:06:01.000]  就快釘十字架了
[00:06:01.000 --> 00:06:02.000]  他就快要經歷
[00:06:02.000 --> 00:06:05.000]  人間無盡的痛苦
[00:06:05.000 --> 00:06:07.000]  耶穌心情沉重
[00:06:07.000 --> 00:06:08.000]  等於說
[00:06:08.000 --> 00:06:09.000]  如果你心情沉重的時候
[00:06:09.000 --> 00:06:11.000]  你都希望有人跟你分擔
[00:06:11.000 --> 00:06:12.000]  明白你
[00:06:12.000 --> 00:06:13.000]  是不是
[00:06:13.000 --> 00:06:14.000]  但是當時
[00:06:14.000 --> 00:06:15.000]  這兩個門徒
[00:06:15.000 --> 00:06:16.000]  瓦割和約翰
[00:06:16.000 --> 00:06:18.000]  就好像蒸生瓜那樣
[00:06:18.000 --> 00:06:20.000]  超級自我忠心
[00:06:20.000 --> 00:06:22.000]  還在爭權
[00:06:22.000 --> 00:06:23.000]  師父
[00:06:23.000 --> 00:06:25.000]  如果你將你得名義父的時候
[00:06:25.000 --> 00:06:26.000]  你預兩個位給我們
[00:06:26.000 --> 00:06:27.000]  我們兩個
[00:06:27.000 --> 00:06:28.000]  一個坐你左邊
[00:06:28.000 --> 00:06:30.000]  一個坐你右邊
[00:06:30.000 --> 00:06:32.000]  還在爭權
[00:06:32.000 --> 00:06:33.000]  我想
[00:06:33.000 --> 00:06:35.000]  如果我是耶穌
[00:06:35.000 --> 00:06:37.000]  我還沒有在十字架上
[00:06:37.000 --> 00:06:38.000]  為大家流血的時候
[00:06:38.000 --> 00:06:39.000]  已經是吐血了
[00:06:39.000 --> 00:06:41.000]  吐了一桶血
[00:06:41.000 --> 00:06:44.000]  這班門徒就是這樣
[00:06:44.000 --> 00:06:47.000]  在福音書記載
[00:06:47.000 --> 00:06:49.000]  這班門徒
[00:06:49.000 --> 00:06:51.000]  不斷在跟隨耶穌的過程中
[00:06:51.000 --> 00:06:53.000]  個個都爭做最大的
[00:06:53.000 --> 00:06:55.000]  個個都爭做守衛
[00:06:55.000 --> 00:06:56.000]  所以經常吵架
[00:06:56.000 --> 00:06:57.000]  耶穌無數次
[00:06:57.000 --> 00:06:59.000]  要特地去教導他們
[00:06:59.000 --> 00:07:02.000]  想想這班是甚麼人
[00:07:02.000 --> 00:07:03.000]  正如剛才所說
[00:07:03.000 --> 00:07:05.000]  你選的好一點
[00:07:05.000 --> 00:07:07.000]  你選的質素高一點
[00:07:07.000 --> 00:07:08.000]  能幹一點
[00:07:08.000 --> 00:07:09.000]  品格好一點
[00:07:09.000 --> 00:07:10.000]  跟從耶穌行不行
[00:07:10.000 --> 00:07:12.000]  但很奇怪
[00:07:12.000 --> 00:07:15.000]  耶穌竟然選這班人
[00:07:15.000 --> 00:07:16.000]  這十二個人
[00:07:16.000 --> 00:07:17.000]  吵吵鬧鬧的
[00:07:17.000 --> 00:07:20.000]  竟然將極大的使命
[00:07:20.000 --> 00:07:21.000]  交給他們
[00:07:21.000 --> 00:07:22.000]  將極大的
[00:07:22.000 --> 00:07:23.000]  向全世界的人
[00:07:23.000 --> 00:07:26.000]  去傳福音這個大使命
[00:07:26.000 --> 00:07:27.000]  交給他們
[00:07:27.000 --> 00:07:28.000]  將見證耶穌
[00:07:28.000 --> 00:07:29.000]  這麼重大的使命
[00:07:29.000 --> 00:07:31.000]  這麼重大的責任
[00:07:31.000 --> 00:07:34.000]  去託付給這班人
[00:07:34.000 --> 00:07:38.000]  我覺得等於買大勢
[00:07:38.000 --> 00:07:40.000]  我不是鼓勵大家賭博
[00:07:40.000 --> 00:07:42.000]  我是說風險而已
[00:07:42.000 --> 00:07:43.000]  等於買大勢
[00:07:43.000 --> 00:07:46.000]  分分鐘沒有了
[00:07:46.000 --> 00:07:48.000]  風險很高
[00:07:48.000 --> 00:07:50.000]  我估計
[00:07:50.000 --> 00:07:51.000]  大家都知道
[00:07:51.000 --> 00:07:52.000]  保險的目的是甚麼
[00:07:52.000 --> 00:07:53.000]  保險的目的是
[00:07:53.000 --> 00:07:54.000]  幫人承擔風險
[00:07:54.000 --> 00:07:56.000]  分散風險
[00:07:56.000 --> 00:07:57.000]  我估計
[00:07:57.000 --> 00:07:58.000]  如果耶穌當時
[00:07:58.000 --> 00:08:00.000]  用託付這個行動
[00:08:00.000 --> 00:08:01.000]  去買保險
[00:08:01.000 --> 00:08:03.000]  全世界沒有保險公司肯受
[00:08:03.000 --> 00:08:04.000]  為甚麼
[00:08:04.000 --> 00:08:05.000]  風險極高
[00:08:05.000 --> 00:08:06.000]  沒有人能承擔
[00:08:06.000 --> 00:08:07.000]  你想想
[00:08:07.000 --> 00:08:09.000]  將這麼重大的大使命
[00:08:09.000 --> 00:08:10.000]  交給這班人
[00:08:10.000 --> 00:08:12.000]  吵吵鬧鬧的
[00:08:12.000 --> 00:08:14.000]  萬一他搞壞了
[00:08:14.000 --> 00:08:15.000]  耶穌的計劃
[00:08:15.000 --> 00:08:18.000]  萬一他敗壞了這個大使命
[00:08:18.000 --> 00:08:20.000]  萬一他搞禍了當攤
[00:08:20.000 --> 00:08:21.000]  那怎麼辦
[00:08:21.000 --> 00:08:23.000]  但奇怪的是
[00:08:23.000 --> 00:08:25.000]  耶穌對這班人的揀選
[00:08:25.000 --> 00:08:27.000]  是義無反顧的
[00:08:27.000 --> 00:08:28.000]  從來都不是開玩笑的
[00:08:28.000 --> 00:08:29.000]  是認真
[00:08:29.000 --> 00:08:31.000]  一直貫徹始終
[00:08:31.000 --> 00:08:32.000]  等待今天
[00:08:32.000 --> 00:08:34.000]  我們回到聖經
[00:08:34.000 --> 00:08:35.000]  我們一起看
[00:08:35.000 --> 00:08:38.000]  耶穌對這十二個人的揀選
[00:08:38.000 --> 00:08:39.000]  這個過程
[00:08:39.000 --> 00:08:40.000]  這個揀選
[00:08:40.000 --> 00:08:42.000]  究竟跟我們說甚麼呢
[00:08:42.000 --> 00:08:44.000]  今天跟大家分享兩個信息
[00:08:44.000 --> 00:08:45.000]  第一個信息
[00:08:45.000 --> 00:08:47.000]  神要跟這十二個人說
[00:08:47.000 --> 00:08:48.000]  也要跟我們
[00:08:48.000 --> 00:08:49.000]  今天的我們說
[00:08:49.000 --> 00:08:52.000]  神信得過你
[00:08:52.000 --> 00:08:54.000]  神將這個重大的使命
[00:08:54.000 --> 00:08:55.000]  交給你
[00:08:55.000 --> 00:08:56.000]  等姐妹
[00:08:56.000 --> 00:08:57.000]  有的時候
[00:08:57.000 --> 00:08:58.000]  我們問回自己
[00:08:58.000 --> 00:08:59.000]  有時候
[00:08:59.000 --> 00:09:01.000]  我自己都不信得過你自己
[00:09:01.000 --> 00:09:03.000]  但是神今天跟我們說
[00:09:03.000 --> 00:09:05.000]  祂信得過你和我
[00:09:05.000 --> 00:09:06.000]  我們一起看
[00:09:06.000 --> 00:09:07.000]  路加福音
[00:09:07.000 --> 00:09:09.000]  六章十二至十三節
[00:09:09.000 --> 00:09:10.000]  我們一起讀
[00:09:10.000 --> 00:09:11.000]  一二三
[00:09:11.000 --> 00:09:12.000]  那時
[00:09:12.000 --> 00:09:13.000]  耶穌出去
[00:09:13.000 --> 00:09:15.000]  上山禱告
[00:09:15.000 --> 00:09:17.000]  整夜禱告神
[00:09:17.000 --> 00:09:20.000]  到了天亮叫他的門徒來
[00:09:20.000 --> 00:09:22.000]  就從他門中間
[00:09:22.000 --> 00:09:24.000]  挑選十二個人
[00:09:24.000 --> 00:09:26.000]  稱他們為使徒
[00:09:26.000 --> 00:09:28.000]  整夜禱告
[00:09:28.000 --> 00:09:29.000]  那個原文是
[00:09:29.000 --> 00:09:32.000]  通宵達旦去祈禱
[00:09:32.000 --> 00:09:35.000]  所以耶穌不是開個祈禱會
[00:09:35.000 --> 00:09:36.000]  祈一兩個鐘頭
[00:09:36.000 --> 00:09:38.000]  祈完就OK
[00:09:38.000 --> 00:09:39.000]  祂也不是
[00:09:39.000 --> 00:09:41.000]  隨便祈一個禱
[00:09:41.000 --> 00:09:43.000]  問問誰就算
[00:09:43.000 --> 00:09:45.000]  所以那個原文是
[00:09:45.000 --> 00:09:48.000]  明晚去到早上黎明的時候
[00:09:48.000 --> 00:09:50.000]  很長的時間
[00:09:50.000 --> 00:09:52.000]  所以耶穌求問神
[00:09:52.000 --> 00:09:54.000]  是很清楚神的心意
[00:09:54.000 --> 00:09:55.000]  所以這個揀選
[00:09:55.000 --> 00:09:57.000]  就不是公投的揀選
[00:09:57.000 --> 00:09:58.000]  這個揀選
[00:09:58.000 --> 00:10:00.000]  也不是憑著人的判斷
[00:10:00.000 --> 00:10:02.000]  這個好那個不好的揀選
[00:10:02.000 --> 00:10:05.000]  而是神親自揀選
[00:10:05.000 --> 00:10:07.000]  為什麼十二個呢
[00:10:07.000 --> 00:10:10.000]  其實十二這個數字
[00:10:10.000 --> 00:10:12.000]  有特別的屬名意思
[00:10:12.000 --> 00:10:15.000]  在當初神揀選以色列民族的時候
[00:10:15.000 --> 00:10:16.000]  分他們有多少支派
[00:10:16.000 --> 00:10:18.000]  十二支派
[00:10:18.000 --> 00:10:19.000]  在啟示錄
[00:10:19.000 --> 00:10:22.000]  當神的永恆救贖計劃成就
[00:10:22.000 --> 00:10:24.000]  有新的耶路撒冷城
[00:10:24.000 --> 00:10:26.000]  這個新的耶路撒冷城
[00:10:26.000 --> 00:10:27.000]  有多少道城門
[00:10:27.000 --> 00:10:28.000]  十二道城門
[00:10:28.000 --> 00:10:29.000]  有多少塊基石
[00:10:29.000 --> 00:10:31.000]  十二塊基石
[00:10:31.000 --> 00:10:32.000]  有十二使徒的名字
[00:10:32.000 --> 00:10:35.000]  寫在這個城的裏面
[00:10:35.000 --> 00:10:37.000]  所以十二是代表什麼呢
[00:10:37.000 --> 00:10:41.000]  十二是代表神完美的安排
[00:10:41.000 --> 00:10:44.000]  更加強調神的揀選不是人意
[00:10:44.000 --> 00:10:46.000]  不是覺得這個好不好
[00:10:46.000 --> 00:10:48.000]  是神永恆的心意
[00:10:48.000 --> 00:10:50.000]  是完美的安排
[00:10:50.000 --> 00:10:51.000]  這幫使徒
[00:10:51.000 --> 00:10:52.000]  使徒的原文
[00:10:52.000 --> 00:10:54.000]  是在說神的大使
[00:10:54.000 --> 00:10:55.000]  神的代表
[00:10:55.000 --> 00:10:58.000]  是被神差派差遣
[00:10:58.000 --> 00:11:00.000]  去見證耶穌
[00:11:00.000 --> 00:11:02.000]  換句話說這十二個人
[00:11:02.000 --> 00:11:04.000]  這十二個人稱為使徒
[00:11:04.000 --> 00:11:06.000]  神就將這個
[00:11:06.000 --> 00:11:10.000]  這麼重要的見證耶穌的使命
[00:11:10.000 --> 00:11:13.000]  託付給這十二個人
[00:11:13.000 --> 00:11:15.000]  但是誰是使徒
[00:11:15.000 --> 00:11:17.000]  這個使徒究竟是什麼呢
[00:11:17.000 --> 00:11:19.000]  有些學者說
[00:11:19.000 --> 00:11:23.000]  十二使徒是親眼見到耶穌的人
[00:11:23.000 --> 00:11:26.000]  所以隨著這幫人回到天下
[00:11:26.000 --> 00:11:29.000]  所以再沒有使徒了
[00:11:29.000 --> 00:11:32.000]  但是我們看回那個使命的目的
[00:11:32.000 --> 00:11:34.000]  耶穌的大使命
[00:11:34.000 --> 00:11:36.000]  你們要去使萬民族
[00:11:36.000 --> 00:11:38.000]  我的門徒是對什麼人說的
[00:11:38.000 --> 00:11:39.000]  是對所有跟從耶穌的人
[00:11:39.000 --> 00:11:41.000]  所有信耶穌的人
[00:11:41.000 --> 00:11:43.000]  換句話說包括今天你和我
[00:11:43.000 --> 00:11:45.000]  這個大使命是對你和我
[00:11:45.000 --> 00:11:48.000]  一幫真心跟從耶穌的人說的
[00:11:48.000 --> 00:11:51.000]  所以即使今天我們不叫什麼
[00:11:51.000 --> 00:11:53.000]  誰是使徒
[00:11:53.000 --> 00:11:55.000]  但是這個使命仍然繼續
[00:11:55.000 --> 00:11:57.000]  這個使命是交託
[00:11:57.000 --> 00:11:59.000]  託付給你和我
[00:11:59.000 --> 00:12:01.000]  這一幫真心跟從耶穌的人
[00:12:01.000 --> 00:12:05.000]  我們是有這個使命去見證耶穌的
[00:12:05.000 --> 00:12:07.000]  我們再看另外一段聖經
[00:12:07.000 --> 00:12:09.000]  彼得前書二章九節
[00:12:09.000 --> 00:12:10.000]  我們一起讀
[00:12:10.000 --> 00:12:11.000]  一二三
[00:12:11.000 --> 00:12:13.000]  唯有你們是被揀選的族類
[00:12:13.000 --> 00:12:15.000]  是有君尊的祭司
[00:12:15.000 --> 00:12:17.000]  是聖潔的國道
[00:12:17.000 --> 00:12:19.000]  是屬神的子民
[00:12:19.000 --> 00:12:21.000]  要叫你們宣揚那
[00:12:21.000 --> 00:12:23.000]  照你們出黑暗
[00:12:23.000 --> 00:12:26.000]  入奇妙光明者的美德
[00:12:26.000 --> 00:12:29.000]  等於這個揀選的原文
[00:12:29.000 --> 00:12:32.000]  和剛才路加福音的挑選原文
[00:12:32.000 --> 00:12:33.000]  是同一個字
[00:12:33.000 --> 00:12:36.000]  會說我們是被神揀的
[00:12:36.000 --> 00:12:38.000]  所以你今天坐在這裏
[00:12:38.000 --> 00:12:40.000]  不是有這麼巧
[00:12:40.000 --> 00:12:43.000]  你是被神揀坐在這裏的
[00:12:43.000 --> 00:12:45.000]  被神揀的是什麼呢
[00:12:45.000 --> 00:12:48.000]  被神揀的是有一個特別的身份
[00:12:48.000 --> 00:12:50.000]  是一個尊貴的身份
[00:12:50.000 --> 00:12:52.000]  叫做神國的子民
[00:12:52.000 --> 00:12:54.000]  正如你是什麼國的人一樣
[00:12:54.000 --> 00:12:57.000]  你享受一些待遇
[00:12:57.000 --> 00:12:59.000]  好的待遇
[00:12:59.000 --> 00:13:00.000]  我們是神國的子民
[00:13:00.000 --> 00:13:02.000]  我們是受神的保護
[00:13:02.000 --> 00:13:04.000]  受耶穌基督的保護
[00:13:04.000 --> 00:13:06.000]  我們是被聖靈去帶領
[00:13:06.000 --> 00:13:08.000]  住在我們的
[00:13:08.000 --> 00:13:10.000]  聖靈去帶領我們
[00:13:10.000 --> 00:13:11.000]  我們的道路
[00:13:11.000 --> 00:13:13.000]  如果我們信服神
[00:13:13.000 --> 00:13:16.000]  我們會過不一樣的人生
[00:13:16.000 --> 00:13:18.000]  和這個世界不同的
[00:13:18.000 --> 00:13:20.000]  同時我們有這個身份
[00:13:20.000 --> 00:13:21.000]  我們也有這個使命
[00:13:21.000 --> 00:13:23.000]  就是剛才很長的那句話
[00:13:23.000 --> 00:13:24.000]  是什麼
[00:13:24.000 --> 00:13:25.000]  宣揚那
[00:13:25.000 --> 00:13:26.000]  照你們出黑暗
[00:13:26.000 --> 00:13:28.000]  入奇妙光明者的美德
[00:13:28.000 --> 00:13:30.000]  我沒有呼吸
[00:13:30.000 --> 00:13:32.000]  很長
[00:13:32.000 --> 00:13:34.000]  但是其實這個說什麼呢
[00:13:34.000 --> 00:13:35.000]  宣揚那
[00:13:35.000 --> 00:13:36.000]  照你們出黑暗
[00:13:36.000 --> 00:13:37.000]  入奇妙光明者的美德
[00:13:37.000 --> 00:13:38.000]  究竟在說什麼
[00:13:38.000 --> 00:13:41.000]  說我們未信耶穌之前
[00:13:41.000 --> 00:13:44.000]  我們在黑暗的國度裡面
[00:13:44.000 --> 00:13:46.000]  我們沒有神
[00:13:46.000 --> 00:13:48.000]  我們沒有耶穌
[00:13:48.000 --> 00:13:50.000]  我們在黑暗的權勢裡面
[00:13:50.000 --> 00:13:52.000]  但是當我們信耶穌那一刻
[00:13:52.000 --> 00:13:54.000]  就有一個很大的扭轉
[00:13:54.000 --> 00:13:55.000]  我們馬上
[00:13:55.000 --> 00:13:56.000]  不用坐飛機
[00:13:56.000 --> 00:13:58.000]  馬上時空轉移
[00:13:58.000 --> 00:14:01.000]  進入神的國裡面
[00:14:01.000 --> 00:14:02.000]  進入神的國裡面
[00:14:02.000 --> 00:14:04.000]  我們就被神保護了
[00:14:04.000 --> 00:14:07.000]  我們成為神國的市民了
[00:14:07.000 --> 00:14:10.000]  但是什麼是讓我們有這個改變呢
[00:14:10.000 --> 00:14:11.000]  就是我們信耶穌
[00:14:11.000 --> 00:14:13.000]  我們信耶穌
[00:14:13.000 --> 00:14:15.000]  就可以有這個扭轉
[00:14:15.000 --> 00:14:16.000]  就可以有這個改變
[00:14:16.000 --> 00:14:17.000]  所以呢
[00:14:17.000 --> 00:14:19.000]  誰是照我們出黑暗
[00:14:19.000 --> 00:14:20.000]  離開黑暗
[00:14:20.000 --> 00:14:23.000]  入神光榮的國度那個人呢
[00:14:23.000 --> 00:14:25.000]  就是耶穌
[00:14:25.000 --> 00:14:26.000]  所以我要的使命
[00:14:26.000 --> 00:14:28.000]  就是見證耶穌
[00:14:28.000 --> 00:14:29.000]  宣揚耶穌
[00:14:29.000 --> 00:14:33.000]  可能有些弟兄姊妹在想
[00:14:33.000 --> 00:14:37.000]  這個使命怎麼會交給我呢
[00:14:37.000 --> 00:14:38.000]  不可能的
[00:14:38.000 --> 00:14:39.000]  不可能的
[00:14:39.000 --> 00:14:42.000]  我過往有這麼多不好的事情
[00:14:42.000 --> 00:14:46.000]  今天我可能比這十二個人還要差
[00:14:46.000 --> 00:14:48.000]  這個十二叫做使徒的人
[00:14:48.000 --> 00:14:52.000]  今天我的人生都是老老舊舊的
[00:14:52.000 --> 00:14:55.000]  神不會找我的了
[00:14:55.000 --> 00:15:00.000]  甚至可能我們過往的經歷
[00:15:00.000 --> 00:15:01.000]  那些遭遇
[00:15:01.000 --> 00:15:02.000]  可能有些失敗
[00:15:02.000 --> 00:15:03.000]  可能有些遺憾
[00:15:03.000 --> 00:15:05.000]  可能有些不開心的事情
[00:15:05.000 --> 00:15:06.000]  我們過往的經歷
[00:15:06.000 --> 00:15:09.000]  會難了我們的能力去想將來
[00:15:09.000 --> 00:15:13.000]  或者有一個錯誤的感覺
[00:15:13.000 --> 00:15:15.000]  這個錯誤的感覺是什麼呢
[00:15:15.000 --> 00:15:17.000]  神永遠都不會選我
