
[00:00:00.000 --> 00:00:02.760]  今天在崇拜的講道當中
[00:03:37.520 --> 00:03:43.440]  以致可以好像巴別那樣去搞亂了這幫人
[00:03:43.440 --> 00:03:45.840]  讓這些人的攻擊
[00:03:45.840 --> 00:03:49.720]  這些對他們那種傷害可以停止
[00:03:49.720 --> 00:03:55.080]  就好像他們停止了建城建塔的事件
[00:03:55.080 --> 00:03:59.800]  然後星期六昨天我們讀的樂響聖賢經文就是私篇五十六篇
[00:03:59.800 --> 00:04:02.640]  這段我也想邀請弟兄姊妹一起去重讀
[00:04:02.640 --> 00:04:06.960]  這裡提到今天我們在創世紀十一章裡面的訊息
[00:04:06.960 --> 00:04:08.560]  一個很重要的訊息
[00:04:08.560 --> 00:04:11.200]  和這個私人的經歷是一樣的
[00:04:11.200 --> 00:04:13.840]  我們一起來讀這個私篇五十六篇一到四節
[00:04:13.840 --> 00:04:15.360]  預備起
[00:04:15.360 --> 00:04:17.920]  神啊!求你憐憫我
[00:04:17.920 --> 00:04:20.800]  因為人要把我吞了
[00:04:20.800 --> 00:04:23.480]  終日攻擊欺壓我
[00:04:23.480 --> 00:04:27.200]  我的仇敵終日要把我吞了
[00:04:27.200 --> 00:04:31.320]  因情驕傲攻擊我的人甚多
[00:04:31.320 --> 00:04:34.880]  我懼怕的時候要依靠你
[00:04:34.880 --> 00:04:36.400]  我依靠神
[00:04:36.400 --> 00:04:38.720]  我要讚美他的話
[00:04:38.720 --> 00:04:41.960]  我依靠神必不懼怕
[00:04:41.960 --> 00:04:46.320]  血氣之輩能把我怎麼養命
[00:04:46.320 --> 00:04:49.320]  其實我們教會這幾年都鼓勵弟兄姊妹
[00:04:49.320 --> 00:04:55.680]  一起多些在聖經裡面的讀和靈修
[00:04:55.680 --> 00:05:00.520]  所以我們在教會每年都有一個樂響聖賢的推動
[00:05:00.520 --> 00:05:02.600]  其中我們每個禮拜要看的經文
[00:05:02.600 --> 00:05:06.000]  在崇拜周刊的後頁背頁都有登的
[00:05:06.000 --> 00:05:10.240]  登了那個禮拜我們希望鼓勵弟兄姊妹一起去看
[00:05:10.240 --> 00:05:13.200]  其實接下來我們一路看詩篇
[00:05:13.200 --> 00:05:15.360]  其實七月的時候開始看詩篇
[00:05:15.360 --> 00:05:19.240]  我們已經跟詩人一起有很多經歷
[00:05:19.240 --> 00:05:21.320]  其中一個很重要的經歷很想跟弟兄姊妹分享
[00:05:21.320 --> 00:05:22.840]  就是盼望弟兄姊妹
[00:05:22.840 --> 00:05:25.240]  你能夠參與我們這個樂響聖賢的時候
[00:05:25.240 --> 00:05:27.200]  你一路去跟著看詩篇
[00:05:27.200 --> 00:05:31.160]  你就會發現原來在詩人的經歷見證當中
[00:05:31.160 --> 00:05:35.560]  「依靠神」是一個很重要的訊息
[00:05:35.560 --> 00:05:40.840]  我相信神要我們今天在面對我們的生活的時候
[00:05:40.840 --> 00:05:44.560]  讓我們能夠得到一個很大的幫助
[00:05:44.560 --> 00:05:46.840]  就是我們要「依靠神」
[00:05:46.840 --> 00:05:50.200]  「聚散有時,有誰可醫」
[00:05:50.200 --> 00:05:52.360]  我會跟大家領受三個訊息
[00:05:52.360 --> 00:05:55.480]  第一個就是跟人結連的一些影響
[00:05:55.480 --> 00:06:01.720]  「聚散有時,讓我們想想我們到底依靠什麼來過每一天」
[00:06:01.720 --> 00:06:07.040]  「最終,我很盼望我們都能夠認定神是我所依」
[00:06:07.040 --> 00:06:10.240]  與人結連的影響
[00:06:10.240 --> 00:06:13.200]  《創世紀十一章》提到這一班人一起
[00:06:13.200 --> 00:06:17.000]  他們是一樣的人民,一樣的言語
[00:06:17.000 --> 00:06:19.400]  可能可以形容他們為無國界的公民
[00:06:19.400 --> 00:06:21.640]  大家因為言語都相通
[00:06:21.640 --> 00:06:24.160]  好像同一個國家裏面的人
[00:06:24.160 --> 00:06:27.280]  需要去學其他國家的語言
[00:06:27.280 --> 00:06:30.360]  是一個無國界裏面的公民
[00:06:30.360 --> 00:06:32.800]  這班人他們一起的結連
[00:06:32.800 --> 00:06:35.200]  甚至可能可以說他們都頗為同心
[00:06:35.200 --> 00:06:36.720]  好像都頗為團結
[00:06:36.720 --> 00:06:39.360]  但當與人結連的時候會有什麼影響呢?
[00:06:39.360 --> 00:06:43.120]  我想跟大家來看另外一個日本的聖經
[00:06:43.120 --> 00:06:44.640]  這個聖經這樣說
[00:06:44.640 --> 00:06:49.200]  它說「神所說的,他們是同一個民族,說同一種話」
[00:06:49.200 --> 00:06:52.120]  「但這只是一個開始」
[00:06:52.120 --> 00:06:56.560]  「以後他們會怎樣?可以為所欲為」
[00:06:56.560 --> 00:06:58.760]  其實這個只不過是剛剛開始
[00:06:58.760 --> 00:07:01.840]  當他們一起同一個語言
[00:07:01.840 --> 00:07:04.040]  無國界的公民
[00:07:04.040 --> 00:07:07.640]  他們原來可以一起開始去做事
[00:07:07.640 --> 00:07:11.360]  然後這個開始帶來最後的一個影響是什麼?
[00:07:11.360 --> 00:07:14.960]  可以為所欲為
[00:07:14.960 --> 00:07:18.120]  與人結連其實可能有好的影響
[00:07:18.120 --> 00:07:21.680]  但也要留心是可以有壞的影響
[00:07:21.680 --> 00:07:25.440]  看看這個事件他們一起做是做什麼
[00:07:25.440 --> 00:07:28.560]  甚至這個事件可能開始的本質
[00:07:28.560 --> 00:07:30.000]  也是頗好的
[00:07:30.000 --> 00:07:31.360]  但經過一些過程
[00:07:31.360 --> 00:07:34.400]  甚至一些轉變到最後的結果的時候
[00:07:34.400 --> 00:07:39.480]  可能都是一些好的事情變成壞的事情
[00:07:39.480 --> 00:07:40.480]  有時候我們會想
[00:07:40.480 --> 00:07:43.560]  其實這幫人在平原裡面要建一座城
[00:07:43.560 --> 00:07:45.840]  其實都頗好
[00:07:45.840 --> 00:07:48.560]  平原裡面其實很容易被人攻擊的
[00:07:48.560 --> 00:07:50.080]  如果有敵人來的時候
[00:07:50.080 --> 00:07:53.200]  你沒有什麼防守保護的話你就很慘
[00:07:53.200 --> 00:07:55.120]  所以當時的遊牧民族
[00:07:55.120 --> 00:08:01.080]  當然他們是做帳篷多一些的遊牧民族的生活
[00:08:01.080 --> 00:08:02.680]  所以他們想建一個城
[00:08:02.680 --> 00:08:04.680]  其實在開始的時候
[00:08:04.680 --> 00:08:06.200]  我都覺得其實這個建一個城
[00:08:06.200 --> 00:08:08.520]  都不是太壞的事情
[00:08:08.520 --> 00:08:11.520]  但我想事情的發展就是神體見
[00:08:11.520 --> 00:08:14.400]  神體見這幫人原來他們只不過是一個開始
[00:08:14.400 --> 00:08:15.840]  他們的堅誠
[00:08:15.840 --> 00:08:19.520]  是不是單單為了安全呢?為了保護呢?
[00:08:19.520 --> 00:08:21.400]  原來他們堅誠更加要建一個塔
[00:08:21.400 --> 00:08:23.200]  其實是想通天
[00:08:23.200 --> 00:08:26.200]  這個正正就是這幫人的驕傲
[00:08:26.200 --> 00:08:29.600]  他們很想與神同等
[00:08:29.600 --> 00:08:33.040]  他們很想高舉他們的名
[00:08:33.040 --> 00:08:35.440]  所以神在建的時候神要介入
[00:08:35.440 --> 00:08:38.680]  因為這幫人其實是很想自己揚名立萬
[00:08:38.680 --> 00:08:42.000]  他們很想甚至是他們的名跟神一樣
[00:08:42.000 --> 00:08:47.120]  其實這個如果大家有認得或者記得的時候
[00:08:47.120 --> 00:08:50.080]  這個就是創世紀開始的時候
[00:08:50.080 --> 00:08:57.480]  亞當夏娃被試探引誘的時候那種心態
[00:08:57.480 --> 00:09:00.840]  魔鬼蛇來試探引誘他們的時候
[00:09:00.840 --> 00:09:05.120]  就是在說你們可以吃了這個果子之後是怎樣的
[00:09:05.120 --> 00:09:07.200]  跟神差不多
[00:09:07.200 --> 00:09:09.120]  其實正正就是人裡面
[00:09:09.120 --> 00:09:15.360]  很多時候都有這種這樣的慾望或慾念
[00:09:15.360 --> 00:09:18.800]  所以神在建的時候神要介入
[00:09:18.800 --> 00:09:21.200]  這個城的名字叫做巴別
[00:09:21.200 --> 00:09:24.000]  巴別的意思其中一個意思其實有很多不同的意思
[00:09:24.000 --> 00:09:25.840]  就是搞亂了
[00:09:25.840 --> 00:09:28.800]  我想廣東話直接說就是搞亂當
[00:09:28.800 --> 00:09:33.320]  這幫人因為想一起建造
[00:09:33.320 --> 00:09:38.760]  但是最後他們神變亂了他們的語言
[00:09:38.760 --> 00:09:40.720]  大家溝通不了
[00:09:40.720 --> 00:09:43.200]  然後就分散
[00:09:43.200 --> 00:09:45.120]  搞亂當
[00:09:45.120 --> 00:09:50.640]  這個搞亂當我們聽起來就好像覺得神在搞亂當
[00:09:50.640 --> 00:09:53.840]  是神搞得這幫人原本也搞亂了
[00:09:53.840 --> 00:09:58.040]  如果我們說我們今天要學外國語言
[00:09:58.040 --> 00:10:00.240]  就是因為搞亂當
[00:10:00.240 --> 00:10:02.640]  是不是神搞亂呢
[00:10:02.640 --> 00:10:06.520]  其實我相信在聖經裡面告訴我們
[00:10:06.520 --> 00:10:08.480]  神要出手
[00:10:08.480 --> 00:10:10.440]  但是神的出手不是搞亂
[00:10:10.440 --> 00:10:14.640]  神的出手是阻止人做更壞的事
[00:10:14.640 --> 00:10:19.120]  是難阻人泥足深陷
[00:10:19.120 --> 00:10:24.120]  但很多時候反而是人自己胡亂出手插手的時候
[00:10:24.120 --> 00:10:26.040]  搞亂當多一點
[00:10:26.040 --> 00:10:27.880]  如果大家有機會回去看《創世紀》
[00:10:27.880 --> 00:10:30.400]  你看看亞伯蘭的歷史
[00:10:30.400 --> 00:10:34.320]  亞伯蘭神英在他可以有一個兒子
[00:10:34.320 --> 00:10:40.920]  然後他的後裔好像海邊沙那麼多
[00:10:40.920 --> 00:10:42.440]  先上升那麼多
[00:10:42.440 --> 00:10:46.240]  但是過了一段時間好像沒什麼動靜
[00:10:46.240 --> 00:10:51.680]  阿薩萊亞伯蘭的妻子好像已經很年紀大了
[00:10:51.680 --> 00:10:54.240]  所以薩萊自己出手
[00:10:54.240 --> 00:10:56.280]  薩萊出手做什麼呢
[00:10:56.280 --> 00:11:00.200]  將她自己的婢女下甲給了亞伯蘭
[00:11:00.200 --> 00:11:04.360]  等她生了一個兒子就以為那個就是神英許給她的
[00:11:04.360 --> 00:11:09.160]  但是結果當她生了這個兒子之後出來
[00:11:09.160 --> 00:11:12.400]  大家要記得這個以實馬利和這個下甲
[00:11:12.400 --> 00:11:16.360]  成為他們家族裡面一個還帶來很多麻煩
[00:11:16.360 --> 00:11:18.880]  結果就是人出手的時候
[00:11:18.880 --> 00:11:21.440]  人胡亂插手的時候就搞亂當
[00:11:21.440 --> 00:11:26.520]  結果唯有神出手才可以將事件做好一點
[00:11:26.520 --> 00:11:30.360]  有些叫神出手是阻止人做那麼壞的事
[00:11:30.360 --> 00:11:33.840]  神出手是幫人補禍
[00:11:33.840 --> 00:11:40.240]  所以這個是我們看到人很多時候有那種
[00:11:40.240 --> 00:11:42.000]  以用自己的意思
[00:11:42.000 --> 00:11:45.880]  以為自己在做一些好像是為神做的事
[00:11:45.880 --> 00:11:49.720]  其實最終我們要很認定是神的掌管
[00:11:49.720 --> 00:11:52.240]  神一定有祂自己最好的計劃
[00:11:52.240 --> 00:11:54.160]  同樣也是神的憐憫
[00:11:54.160 --> 00:11:56.760]  讓人縱然搞亂之後
[00:11:56.760 --> 00:12:02.440]  神仍然讓人可以回到正路上
[00:12:02.440 --> 00:12:05.760]  我想和大家看看保羅的見證
[00:12:05.760 --> 00:12:08.080]  保羅的見證是提醒我們
[00:12:08.080 --> 00:12:14.000]  保羅其實也是一個自己以為很熱心侍奉神的人
[00:12:14.000 --> 00:12:18.000]  但是原來他自己後來和耶穌基督相遇之後
[00:12:18.000 --> 00:12:20.080]  他知道原來他自己是做錯的
[00:12:20.080 --> 00:12:22.360]  所以神親自出手是甚麼
[00:12:22.360 --> 00:12:26.400]  要保羅在大馬式的路上瞎了一雙眼
[00:12:26.400 --> 00:12:27.840]  然後在這幾天裡面
[00:12:27.840 --> 00:12:34.680]  他自己經歷到原來他自己以前是一個怎樣做錯很多事情的人
[00:12:34.680 --> 00:12:38.280]  他自己願意在神面前的悔改
[00:12:38.280 --> 00:12:41.840]  然後他自己的反省就是他夢了神很大的憐憫
[00:12:41.840 --> 00:12:46.120]  以至他能夠被耶穌基督呼召出來
[00:12:46.120 --> 00:12:51.520]  為耶穌基督作見證作榜樣
[00:12:51.520 --> 00:12:52.840]  所以這個是我們要很小心
[00:12:52.840 --> 00:12:54.680]  我們要反思人那種的結連
[00:12:54.680 --> 00:12:59.320]  可能帶來很多的反而是一個不好的影響
[00:12:59.320 --> 00:13:01.280]  當然有時是可以好的
[00:13:01.280 --> 00:13:02.600]  所以我們要很小心
[00:13:02.600 --> 00:13:07.120]  保羅他自己是和其他人一齊來捉拿這些基督徒
[00:13:07.120 --> 00:13:10.320]  搞到初期教會分散了
[00:13:10.320 --> 00:13:13.360]  所以我們要反思當與人結連的時候
[00:13:13.360 --> 00:13:14.920]  我們到底是為自己做事
[00:13:14.920 --> 00:13:17.280]  還是為真是侍奉神
[00:13:17.280 --> 00:13:22.440]  還是只是借了神的名來做事呢
[00:13:22.440 --> 00:13:25.880]  我們要明白其實今天有很多事
[00:13:25.880 --> 00:13:28.760]  我們是要仰望我們的神
[00:13:28.760 --> 00:13:30.360]  依靠我們的神
[00:13:30.360 --> 00:13:32.880]  當人搞亂的時候
[00:13:32.880 --> 00:13:37.200]  可能我們就會變成和神沒有了結連
[00:13:37.200 --> 00:13:39.880]  和人都會失聯
[00:13:39.880 --> 00:13:45.120]  與人結連是我們要反思帶來什麼樣的影響
[00:13:45.120 --> 00:13:47.040]  最慘有時
[00:13:47.040 --> 00:13:49.920]  在巴別事件裡面他們一齊的遷移
[00:13:49.920 --> 00:13:51.600]  一齊向東遷移
[00:13:51.600 --> 00:13:55.040]  然後一齊來建造城 建造塔
[00:13:55.040 --> 00:13:57.680]  但是當他們所做的事
[00:13:57.680 --> 00:14:00.280]  神親自來出手的時候
[00:14:00.280 --> 00:14:02.240]  他們聯合有時
[00:14:02.240 --> 00:14:05.760]  但是他們最後還是分散了
[00:14:05.760 --> 00:14:08.960]  其實這個是給我們看見
[00:14:08.960 --> 00:14:14.160]  不同的原因可能都會造成一些聚與散
[00:14:14.160 --> 00:14:16.920]  是不是這班巴別塔的人
[00:14:16.920 --> 00:14:18.040]  巴別裡面的人
[00:14:18.040 --> 00:14:21.600]  他們的分散就好像是神的懲罰臨到
[00:14:21.600 --> 00:14:24.280]  是不是一分散就是一些不好的事呢
[00:14:24.280 --> 00:14:26.480]  一會兒我們都會講一下
[00:14:26.480 --> 00:14:29.560]  但我想跟大家看看聚散有時這個有時
[00:14:29.560 --> 00:14:32.640]  其實在我們有機會看過傳道書的時候
[00:14:32.640 --> 00:14:34.760]  大家都會有一些印象
[00:14:34.760 --> 00:14:37.280]  傳道書裡面提到第三章
[00:14:37.280 --> 00:14:40.160]  講到凡事都有定期 萬無都有定時
[00:14:40.160 --> 00:14:42.000]  就講到很多的有時
[00:14:42.000 --> 00:14:43.320]  去到第九節
[00:14:43.320 --> 00:14:45.240]  我給大家看第一到四節
[00:14:45.240 --> 00:14:48.520]  大概是講到生有時 死有時
[00:14:48.520 --> 00:14:49.960]  不同的有時
[00:14:49.960 --> 00:14:52.240]  拆毀有時 建造有時
[00:14:52.240 --> 00:14:54.040]  哭有時 笑有時
[00:14:54.040 --> 00:14:57.320]  這些都是在傳道書裡面提醒我們
[00:14:57.320 --> 00:15:01.160]  萬物都有它的定時
[00:15:01.160 --> 00:15:02.680]  然後神造萬物
[00:15:02.680 --> 00:15:06.320]  國安其事成為美好
[00:15:06.320 --> 00:15:09.040]  又將永生安置在人的心裡面
[00:15:09.040 --> 00:15:11.240]  大神從始至終的作為
[00:15:11.240 --> 00:15:14.600]  人不能參透
[00:15:14.600 --> 00:15:16.120]  國安其事成為美好
[00:15:16.120 --> 00:15:18.200]  我們立刻想起是什麼
[00:15:18.200 --> 00:15:20.360]  神在每次創造之後
[00:15:20.360 --> 00:15:21.760]  每六天創造裡面
[00:15:21.760 --> 00:15:24.080]  神創造完之後都會講什麼
[00:15:24.080 --> 00:15:25.760]  都是好的 是不是
[00:15:25.760 --> 00:15:27.200]  如果大家有印象
[00:15:27.200 --> 00:15:28.640]  但是這裡提醒我們
[00:15:28.640 --> 00:15:31.960]  其實原來生有時 死有時
[00:15:31.960 --> 00:15:33.600]  這個有時呢
[00:15:33.600 --> 00:15:35.480]  很想跟大家在節目裡面講
[00:15:35.480 --> 00:15:40.200]  其實有時不是一個美好
[00:15:40.200 --> 00:15:41.960]  好像有時我們覺得
[00:15:41.960 --> 00:15:44.120]  這個有時出現的時候
[00:15:44.120 --> 00:15:45.920]  我們就會有一點點聯想
[00:15:45.920 --> 00:15:46.800]  就會覺得
[00:15:46.800 --> 00:15:49.920]  什麼都好像是整定了
[00:15:49.920 --> 00:15:52.080]  好像跟預定很有關係
[00:15:52.080 --> 00:15:58.160]  就是我們不可以去做一些事
[00:15:58.160 --> 00:15:59.440]  其實這個也是真的
[00:15:59.440 --> 00:16:01.520]  所以傳道者呢
[00:16:01.520 --> 00:16:02.840]  講多一些就是什麼呢
[00:16:02.840 --> 00:16:04.000]  他說
[00:16:04.000 --> 00:16:06.880]  我知道神所做一切永遠長存
[00:16:06.880 --> 00:16:11.560]  人無法對上帝的作為有所增減
[00:16:11.560 --> 00:16:14.040]  神這樣做是要人敬畏去
[00:16:14.040 --> 00:16:15.000]  現在的事發
[00:16:15.000 --> 00:16:16.280]  將來可以發生
[00:16:16.280 --> 00:16:17.720]  從前已經有過
[00:16:17.720 --> 00:16:19.400]  神會讓這些事重複
[00:16:19.400 --> 00:16:22.040]  所以人有時是什麼呢
[00:16:22.040 --> 00:16:23.840]  很想去插手
[00:16:23.840 --> 00:16:26.440]  正如剛才我提到
[00:16:26.440 --> 00:16:28.640]  他以為可以改變
[00:16:28.640 --> 00:16:30.760]  甚至是控制到
[00:16:30.760 --> 00:16:31.960]  所以這個有時呢
[00:16:31.960 --> 00:16:33.600]  其實要人明白
[00:16:33.600 --> 00:16:38.040]  在神的創造裡面是有限的
[00:16:38.040 --> 00:16:39.560]  當我們想到生有時 死有時
[00:16:39.560 --> 00:16:40.760]  建造有時 拆毀有時
[00:16:40.760 --> 00:16:42.760]  哭有時 笑有時的時候呢
[00:16:42.760 --> 00:16:45.440]  其實要多想到人的有限
[00:16:45.440 --> 00:16:47.400]  這個世界的有限
[00:16:47.400 --> 00:16:50.040]  甚至是創造都有限
[00:16:50.040 --> 00:16:51.880]  創造是來自創造主
[00:16:51.880 --> 00:16:52.880]  我們的神
[00:16:52.880 --> 00:16:54.440]  但其實神的創造
[00:16:54.440 --> 00:16:55.600]  不要想到好像是
[00:16:55.600 --> 00:16:58.080]  哇 一定是最完美的
[00:16:58.080 --> 00:16:59.320]  是好的
[00:16:59.320 --> 00:17:02.040]  但不代表這些創造就可以
[00:17:02.040 --> 00:17:04.640]  人活著長命百歲
[00:17:04.640 --> 00:17:06.440]  就是所有的事情
[00:17:06.440 --> 00:17:08.160]  天下就太平了
[00:17:08.160 --> 00:17:10.320]  大家在實際的生活裡面都知道
[00:17:10.320 --> 00:17:13.400]  不是這樣的一個世界
[00:17:13.400 --> 00:17:14.240]  但我們很相信
[00:17:14.240 --> 00:17:17.320]  神要讓這個創造的有限出現
[00:17:17.320 --> 00:17:19.160]  這個有時就是提醒我們
[00:17:19.160 --> 00:17:21.000]  這些事情會發生的
[00:17:21.000 --> 00:17:22.400]  不是人能夠做些什麼
[00:17:22.400 --> 00:17:24.760]  去增加或者減少
[00:17:24.760 --> 00:17:28.560]  以致提醒我們要認得或記得的是什麼
[00:17:28.560 --> 00:17:29.560]  趁著年輕的時候
[00:17:29.560 --> 00:17:32.480]  要記住你的創造主
[00:17:32.480 --> 00:17:34.120]  我們要記得
[00:17:34.120 --> 00:17:35.680]  我們這位的創造主
[00:17:35.680 --> 00:17:38.040]  這位神是掌管萬有
[00:17:38.040 --> 00:17:41.240]  然後我們只不過是一個被造者
[00:17:41.240 --> 00:17:43.640]  我們不要誇口
[00:17:43.640 --> 00:17:47.080]  這些有時是提醒我們人的有限
[00:17:47.080 --> 00:17:50.320]  這些有時必然會發生
[00:17:50.320 --> 00:17:53.720]  只不過我們要學習怎樣在聚散有時的時候
[00:17:53.720 --> 00:17:57.280]  我們繼續去依靠我們的神
[00:17:57.280 --> 00:17:59.000]  今天的聚散有時
[00:17:59.000 --> 00:18:02.840]  可能對我們的挑戰是什麼呢
[00:18:02.840 --> 00:18:05.120]  是我們最近如果看報紙
[00:18:05.120 --> 00:18:07.800]  或者有些統計數字都告訴我們
[00:18:07.800 --> 00:18:10.480]  香港移出去的人口
[00:18:10.480 --> 00:18:12.640]  又多了十萬多點
[00:18:12.640 --> 00:18:15.200]  就是減減加加之後
[00:18:15.200 --> 00:18:21.440]  所以這幾年我們都是聽到一個叫移民這個話題
[00:18:21.440 --> 00:18:24.520]  我不知道發生在你身邊是有多接近
[00:18:24.520 --> 00:18:27.560]  或者是跟你其實可能沒有什麼關係
[00:18:27.560 --> 00:18:29.840]  各個都不同的
[00:18:29.840 --> 00:18:31.400]  那麼在移民裡面
[00:18:31.400 --> 00:18:35.880]  就可能都會想一下移民去哪裡
[00:18:35.880 --> 00:18:40.600]  創世紀其實有一個挺特別的地方
[00:18:40.600 --> 00:18:42.520]  剛才我們提到這班
[00:18:42.520 --> 00:18:44.840]  去到巴別這個地方
[00:18:44.840 --> 00:18:47.640]  他們向東遷移
[00:18:47.640 --> 00:18:50.160]  他們向東遷移去到平原之後
[00:18:50.160 --> 00:18:53.640]  就建城起塔
[00:18:53.640 --> 00:18:57.280]  然後其實在創世紀裡面記載其他一些人
[00:18:57.280 --> 00:19:01.440]  他們的遷移都是向東的
[00:19:01.440 --> 00:19:04.680]  其中一個人在創世紀第四章裡面說到「該隱」
[00:19:04.680 --> 00:19:07.880]  四章十六節那裡說到「該隱」離開耶和華的「面」
