
[00:00:00.000 --> 00:00:01.920]  各位電影姐妹早晨
[00:03:04.120 --> 00:03:05.160]  為什麼要受苦?
[00:03:05.160 --> 00:03:06.600]  為什麼要受苦呢?
[00:03:06.600 --> 00:03:09.040]  基督徒現在很多時候
[00:03:09.040 --> 00:03:12.760]  還是脫離不了苦難的問題
[00:03:12.760 --> 00:03:15.800]  基督徒現在還是很難去脫離
[00:03:15.800 --> 00:03:17.760]  受苦難這個問題
[00:03:17.760 --> 00:03:18.680]  但是你留意一下
[00:03:18.680 --> 00:03:20.680]  保羅是沒有問這些神學問題的
[00:03:20.680 --> 00:03:21.680]  你留意一下
[00:03:21.680 --> 00:03:24.440]  保羅是沒有問這些神學的問題
[00:03:24.440 --> 00:03:26.600]  我們有些理性一點的頂招妹
[00:03:26.600 --> 00:03:28.920]  我們喜歡研究一下神學
[00:03:28.920 --> 00:03:31.280]  有一些理性的弟兄姊妹
[00:03:31.280 --> 00:03:33.520]  會喜歡研究神學
[00:03:33.520 --> 00:03:35.240]  我們就會問很多問題
[00:03:35.240 --> 00:03:37.600]  我們就會問很多問題了
[00:03:37.600 --> 00:03:39.000]  聖經裡面
[00:03:39.000 --> 00:03:40.200]  舊約有些人物
[00:03:40.200 --> 00:03:42.160]  都會問很多神學問題
[00:03:42.160 --> 00:03:44.400]  聖經裡面舊約有很多人物
[00:03:44.400 --> 00:03:46.160]  都會問一些神學問題
[00:03:46.160 --> 00:03:48.320]  例如詩篇裡面的詩人
[00:03:48.320 --> 00:03:50.880]  例如詩篇裡面的詩人
[00:03:50.880 --> 00:03:52.640]  他們受苦都會問神
[00:03:52.640 --> 00:03:53.760]  為什麼我要這樣受苦
[00:03:53.760 --> 00:03:56.840]  你為什麼閉目不看我等等等等
[00:03:56.840 --> 00:03:58.760]  他們受苦的時候又會問
[00:03:58.760 --> 00:04:00.360]  神為什麼要讓我受苦
[00:04:00.360 --> 00:04:02.600]  為什麼閉目不看我呢?
[00:04:02.600 --> 00:04:04.320]  但是你留意一下
[00:04:04.320 --> 00:04:05.880]  保羅寫書信
[00:04:05.880 --> 00:04:08.040]  保羅很少問這些神學問題的
[00:04:08.040 --> 00:04:10.560]  但是你看看保羅他寫的書信
[00:04:10.560 --> 00:04:14.080]  他很少會去問神學的問題
[00:04:14.080 --> 00:04:15.800]  他在這一次的遭遇裡面
[00:04:15.800 --> 00:04:17.080]  都沒有問問題
[00:04:17.080 --> 00:04:18.800]  他在這一次的遭遇裡面
[00:04:18.800 --> 00:04:20.120]  也沒有問問題
[00:04:20.120 --> 00:04:21.520]  也都沒有埋怨
[00:04:21.520 --> 00:04:22.960]  也沒有埋怨
[00:04:22.960 --> 00:04:25.640]  卻是在監牢裡面唱詩
[00:04:25.640 --> 00:04:28.200]  卻在監獄裡面唱詩
[00:04:28.200 --> 00:04:30.040]  受苦受難的時候
[00:04:30.040 --> 00:04:32.280]  仍然在讚美他的上帝
[00:04:32.280 --> 00:04:33.520]  受苦受難的時候
[00:04:33.520 --> 00:04:35.720]  仍然去讚美他的上帝
[00:04:35.720 --> 00:04:38.840]  這個就是保羅的生命
[00:04:38.840 --> 00:04:42.080]  這就是保羅的生命
[00:04:42.080 --> 00:04:45.400]  那個時間、地點、人物
[00:04:45.400 --> 00:04:47.560]  是否適合讚美敬拜上帝?
[00:04:47.560 --> 00:04:49.760]  在那個時間、人物、地點
[00:04:49.760 --> 00:04:52.680]  是否適合讚美敬拜上帝?
[00:04:52.680 --> 00:04:54.360]  時間是什麼?
[00:04:54.360 --> 00:04:55.840]  半夜
[00:04:55.840 --> 00:04:56.880]  三更半夜
[00:04:56.880 --> 00:04:58.480]  三更半夜的
[00:04:58.480 --> 00:04:59.360]  地點在哪裡?
[00:04:59.360 --> 00:05:00.360]  地點
[00:05:00.360 --> 00:05:02.240]  監獄裡面還要內監
[00:05:02.240 --> 00:05:07.840]  可能是那些重犯才放在那裡
[00:05:07.840 --> 00:05:09.680]  在監獄裡面的內監
[00:05:09.680 --> 00:05:13.560]  可能是專門困那些重犯的人
[00:05:13.560 --> 00:05:14.840]  人物是什麼?
[00:05:14.840 --> 00:05:16.480]  人物
[00:05:16.480 --> 00:05:17.960]  監獄裡面有什麼人?
[00:05:17.960 --> 00:05:19.960]  那些囚犯
[00:05:19.960 --> 00:05:22.400]  那些囚犯多數是惡人
[00:05:22.400 --> 00:05:24.440]  囚犯大部分都是惡人
[00:05:24.440 --> 00:05:25.920]  黑社會大哥
[00:05:25.920 --> 00:05:27.720]  黑社會的大佬
[00:05:27.720 --> 00:05:28.960]  左邊一隻龍
[00:05:28.960 --> 00:05:30.960]  右邊一隻鳳
[00:05:30.960 --> 00:05:32.680]  身上都有紋身
[00:05:32.680 --> 00:05:34.520]  左邊有龍、有鳳
[00:05:34.520 --> 00:05:36.640]  你吵著他睡覺
[00:05:36.640 --> 00:05:38.320]  真的想死
[00:05:38.320 --> 00:05:39.920]  你朝著他們睡覺
[00:05:39.920 --> 00:05:42.400]  你想不要命嗎?
[00:05:42.400 --> 00:05:48.080]  環境就是剛剛保羅被人打完
[00:05:48.080 --> 00:05:51.760]  身上應該都痛吧
[00:05:51.760 --> 00:05:55.040]  還要上了木狗
[00:05:55.040 --> 00:05:58.080]  行動不自由的
[00:05:58.080 --> 00:06:01.400]  如果我們睡在醫院的病床裡
[00:06:01.400 --> 00:06:03.240]  我們都沒有什麼心情唱歌
[00:06:03.240 --> 00:06:06.520]  如果我們躺在醫院的病床上面
[00:06:06.520 --> 00:06:09.000]  我們應該都沒有心情去唱歌
[00:06:09.000 --> 00:06:12.800]  剛剛我們不知道什麼事受了傷自己跌倒
[00:06:12.800 --> 00:06:14.480]  都沒有心情再唱歌
[00:06:14.480 --> 00:06:16.160]  如果我們發生意外
[00:06:16.160 --> 00:06:17.360]  跌倒了、受傷了
[00:06:17.360 --> 00:06:19.880]  我們也沒有心情去唱歌
[00:06:19.880 --> 00:06:21.720]  所以我們很難明白
[00:06:21.720 --> 00:06:24.080]  保羅為什麼可以在這個時候唱歌
[00:06:24.080 --> 00:06:25.400]  所以我們很難明白
[00:06:25.400 --> 00:06:28.520]  為什麼保羅在這個時候去唱歌
[00:06:28.520 --> 00:06:32.080]  保羅將舊約一個信息實踐了
[00:06:32.080 --> 00:06:35.440]  保羅把舊約一個信息時間
[00:06:35.440 --> 00:06:38.520]  成為了我們的鼓勵和教導
[00:06:38.520 --> 00:06:40.720]  成為我們的鼓勵和教導
[00:06:40.720 --> 00:06:44.440]  就是我們剛才讀《約伯記》那句話
[00:06:44.440 --> 00:06:46.920]  就是我們剛才讀《約伯記》那句話
[00:06:46.920 --> 00:06:48.640]  可不可以出POWER POND
[00:06:48.640 --> 00:06:50.160]  就是看著那些經文就可以了
[00:06:50.160 --> 00:06:51.800]  他使人夜間歌唱
[00:06:51.800 --> 00:06:53.840]  他使人夜間歌唱
[00:06:53.840 --> 00:06:56.880]  就是《約伯記》35章的十節
[00:06:56.880 --> 00:06:59.600]  就是《約伯記》35章第十節
[00:06:59.600 --> 00:07:02.120]  你今天起碼要記得這句經文
[00:07:02.120 --> 00:07:05.080]  你今天起碼要記得這句經文
[00:07:05.080 --> 00:07:06.160]  不過你要注意
[00:07:06.160 --> 00:07:09.040]  這個經文不是約伯講的
[00:07:09.040 --> 00:07:12.880]  但是你要注意這句經文不是約伯自己說的
[00:07:12.880 --> 00:07:15.360]  是約伯那三個朋友其中一個講的
[00:07:15.360 --> 00:07:18.600]  是約伯那三位朋友的其中一位講的
[00:07:18.600 --> 00:07:21.000]  我覺得啦 我自己理解啦
[00:07:21.000 --> 00:07:22.960]  那三個朋友不配講的
[00:07:22.960 --> 00:07:24.560]  我覺得 我自己理解
[00:07:24.560 --> 00:07:27.080]  那三個朋友不配說這句話
[00:07:27.080 --> 00:07:30.640]  因為真正做到他使人夜間歌唱的
[00:07:30.640 --> 00:07:31.840]  應該是約伯
[00:07:31.840 --> 00:07:36.080]  因為真正的做到約兼歌唱的人
[00:07:36.080 --> 00:07:37.440]  應該是約伯
[00:07:37.440 --> 00:07:39.120]  那三個朋友未必做到
[00:07:39.120 --> 00:07:40.800]  我不敢說做不到
[00:07:40.800 --> 00:07:42.800]  不過起碼我們看不到他做到
[00:07:42.800 --> 00:07:44.680]  那三個朋友未必做得到
[00:07:44.680 --> 00:07:47.080]  起碼我們看不到他們做了
[00:07:47.080 --> 00:07:48.760]  所以我就說他們不配講的
[00:07:48.760 --> 00:07:50.760]  所以我才說他們不配講
[00:07:50.760 --> 00:07:51.760]  但是不要緊
[00:07:51.760 --> 00:07:53.600]  神有時候就感動一些人
[00:07:53.600 --> 00:07:55.240]  說了一些提醒我們的說話
[00:07:55.240 --> 00:07:56.680]  但是不要緊
[00:07:56.680 --> 00:07:59.280]  因為神就是有時候會感動一些人
[00:07:59.280 --> 00:08:01.240]  去說一些話
[00:08:01.240 --> 00:08:03.160]  所以教會有時候都是其他頂
[00:08:03.160 --> 00:08:05.480]  會有些勸勉勵你的說話
[00:08:05.480 --> 00:08:07.760]  你不要說你憑什麼教我
[00:08:07.760 --> 00:08:09.840]  你自己都不是幾好
[00:08:09.840 --> 00:08:12.200]  所以教會弟兄姊妹
[00:08:12.200 --> 00:08:15.000]  可能有時候會說一些勸勉的話
[00:08:15.000 --> 00:08:16.040]  但是你不要說
[00:08:16.040 --> 00:08:18.920]  你憑什麼去教導我
[00:08:18.920 --> 00:08:21.000]  我們思想什麼是夜間
[00:08:21.000 --> 00:08:22.320]  他使人夜間歌唱
[00:08:22.320 --> 00:08:23.560]  我們去思想一下
[00:08:23.560 --> 00:08:25.600]  什麼叫夜間歌唱
[00:08:25.600 --> 00:08:28.200]  我想起碼大家一定理解夜間
[00:08:28.200 --> 00:08:30.480]  在古代來講是代表黑暗
[00:08:30.480 --> 00:08:33.360]  在古代裡面夜間代表黑暗
[00:08:33.360 --> 00:08:35.560]  古代的夜間應該真的挺黑的
[00:08:35.560 --> 00:08:38.480]  古代的夜間應該是蠻黑暗的
[00:08:38.480 --> 00:08:41.320]  就是不同今天我們香港有夜奔分
[00:08:41.320 --> 00:08:43.760]  不像今天香港有夜奔分
[00:08:43.760 --> 00:08:45.120]  所以挺黑的
[00:08:45.120 --> 00:08:46.320]  所以蠻黑的
[00:08:46.320 --> 00:08:49.200]  夜間也都代表沒有盼望
[00:08:49.200 --> 00:08:51.560]  夜間也代表沒有盼望
[00:08:51.560 --> 00:08:54.320]  如果你看節目都明白
[00:08:54.320 --> 00:08:55.360]  如果你是怕黑的
[00:08:55.360 --> 00:08:57.600]  在黑夜裡面你會恐懼
[00:08:57.600 --> 00:09:00.240]  如果弟兄姊妹你是怕黑的話
[00:09:00.240 --> 00:09:02.920]  在黑間裡面你會恐懼
[00:09:02.920 --> 00:09:04.800]  也都代表前路不明
[00:09:04.800 --> 00:09:07.080]  也代表前路不明
[00:09:07.080 --> 00:09:07.960]  大概是這樣吧
[00:09:07.960 --> 00:09:09.240]  大概就是這樣了
[00:09:09.240 --> 00:09:12.320]  簡單來說絕對不是歌唱的時候
[00:09:12.320 --> 00:09:15.720]  簡單來說絕對不是歌唱的時候
[00:09:15.720 --> 00:09:17.400]  為什麼?唱歌是什麼時候唱的?
[00:09:17.400 --> 00:09:19.320]  為什麼?唱歌是什麼時候唱的?
[00:09:19.320 --> 00:09:21.280]  唱歌是開心的時候唱的
[00:09:21.280 --> 00:09:23.240]  是開心的時候去唱的
[00:09:23.240 --> 00:09:25.480]  風光明媚的時候唱的
[00:09:25.480 --> 00:09:27.400]  風光明媚的時候去唱的
[00:09:27.400 --> 00:09:29.360]  你在大自然郊外
[00:09:29.360 --> 00:09:32.400]  說很舒服有涼風有太陽
[00:09:32.400 --> 00:09:34.240]  你就唱歌了
[00:09:34.240 --> 00:09:35.920]  比如說你身處大自然
[00:09:35.920 --> 00:09:38.680]  你看到有陽光有微風
[00:09:38.680 --> 00:09:41.160]  覺得很舒服你就會唱歌了
[00:09:41.160 --> 00:09:42.880]  就算晚上你在卡拉OK
[00:09:42.880 --> 00:09:44.040]  也有很多燈
[00:09:44.040 --> 00:09:47.080]  就算晚上你去卡拉OK
[00:09:47.080 --> 00:09:48.080]  也有很多燈光
[00:09:48.080 --> 00:09:52.040]  我想你不會在黑媽媽的黑卡拉OK去唱歌
[00:09:52.040 --> 00:09:57.000]  你絕對不會在黑車的房間裡面去唱歌
[00:09:57.000 --> 00:10:00.360]  所以唱歌都是我們很順景
[00:10:00.360 --> 00:10:02.640]  很感恩的時候去唱歌的
[00:10:02.640 --> 00:10:07.240]  唱歌就是我們很順境很感恩的時候去唱的
[00:10:07.240 --> 00:10:08.320]  所以丁子梅
[00:10:08.320 --> 00:10:09.520]  那你有沒有想過
[00:10:09.520 --> 00:10:12.480]  你都經歷過一些很黑暗的時候呢?
[00:10:12.480 --> 00:10:14.200]  弟兄姊妹你有沒有想過
[00:10:14.200 --> 00:10:17.240]  你也經歷過一些很黑暗的時候
[00:10:17.240 --> 00:10:20.280]  那時候你是怎樣面對上帝?
[00:10:20.280 --> 00:10:22.600]  在那個時候你是怎樣面對上帝?
[00:10:22.600 --> 00:10:24.960]  你怎樣渡過那段很黑暗
[00:10:24.960 --> 00:10:26.920]  好像夜間那樣的日子?
[00:10:26.920 --> 00:10:29.200]  那個時候你怎樣渡過那段很黑暗
[00:10:29.200 --> 00:10:31.000]  好像夜間的日子?
[00:10:31.000 --> 00:10:32.640]  你是在哀哭嗎?
[00:10:32.640 --> 00:10:33.760]  你是哀哭嗎?
[00:10:33.760 --> 00:10:34.480]  埋怨嗎?
[00:10:34.480 --> 00:10:35.520]  在埋怨嗎?
[00:10:35.520 --> 00:10:36.560]  自怨自艾嗎?
[00:10:36.560 --> 00:10:37.720]  自怨自艾嗎?
[00:10:37.720 --> 00:10:39.600]  甚至是對神法怨言嗎?
[00:10:39.600 --> 00:10:41.400]  甚至對神法怨言嗎?
[00:10:41.400 --> 00:10:43.600]  甚至說我不再相信你了
[00:10:43.600 --> 00:10:45.640]  甚至說我不相信你了
[00:10:45.640 --> 00:10:47.360]  有時候我們會在夜間
[00:10:47.360 --> 00:10:50.880]  就可能落在一種這樣的情緒光景裡面
[00:10:50.880 --> 00:10:55.120]  有時候我們在夜間會落在這一種的情緒光景裡面
[00:10:55.120 --> 00:10:57.520]  但是使徒保羅讓我們認識到
[00:10:57.520 --> 00:11:00.320]  但是使徒保羅讓我們認識到
[00:11:00.320 --> 00:11:03.320]  一個對神忠心又有信心的人
[00:11:03.320 --> 00:11:05.960]  一個對神忠心又有信心的人
[00:11:05.960 --> 00:11:08.520]  在受苦的時候他不是埋怨
[00:11:08.520 --> 00:11:10.920]  他在受苦的時候他不是埋怨
[00:11:10.920 --> 00:11:11.920]  不是沮喪
[00:11:11.920 --> 00:11:12.760]  不是沮喪
[00:11:12.760 --> 00:11:15.880]  而是仍然可以歌唱敬拜他的上帝
[00:11:15.880 --> 00:11:18.880]  而是仍然可以歌唱敬拜他的上帝
[00:11:18.880 --> 00:11:22.400]  這個反映著我們信仰的深度
[00:11:22.400 --> 00:11:25.280]  這反映我們信仰的深度
[00:11:25.280 --> 00:11:30.400]  其實也可以用來評價一下我們自己的凌晨的光景
[00:11:30.400 --> 00:11:34.440]  其實也可以用來評價一下我們自己的凌晨的光景
[00:11:34.440 --> 00:11:36.200]  今天沒事沒幹的時候
[00:11:36.200 --> 00:11:38.800]  我們每個人都好像是信得挺好的
[00:11:38.800 --> 00:11:42.760]  今天沒事發生我們好像相信得蠻好的
[00:11:42.760 --> 00:11:44.800]  我們每個人都很積極的
[00:11:44.800 --> 00:11:46.040]  我們每個人都很積極的
[00:11:46.040 --> 00:11:46.960]  很火熱的
[00:11:46.960 --> 00:11:47.920]  很火熱的
[00:11:47.920 --> 00:11:50.080]  好像都是很好的基督徒
[00:11:50.080 --> 00:11:52.720]  好像都是很好的基督徒
[00:11:52.720 --> 00:11:53.800]  但是等等先
[00:11:53.800 --> 00:11:54.800]  但是等等先
[00:11:54.800 --> 00:11:56.560]  先觀察多一點
[00:11:56.560 --> 00:11:58.120]  先觀察多一點
[00:11:58.120 --> 00:12:00.080]  到我們有些挫折
[00:12:00.080 --> 00:12:02.680]  到我們發生一些挫折
[00:12:02.680 --> 00:12:03.920]  有沮喪的時候
[00:12:03.920 --> 00:12:05.080]  有沮喪的時候
[00:12:05.080 --> 00:12:06.960]  甚至真的苦難臨到
[00:12:06.960 --> 00:12:08.920]  甚至苦難臨到了
[00:12:08.920 --> 00:12:13.720]  我們是否還能夠在信仰裡面這樣積極熱心呢
[00:12:13.720 --> 00:12:17.800]  我們還能夠在我們的信仰上積極熱心呢
[00:12:17.800 --> 00:12:22.120]  那時候所看到的你才是一個真正的你
[00:12:22.120 --> 00:12:26.760]  那時候所看到的你才是一個真正的你
[00:12:26.760 --> 00:12:30.800]  當然其實不能夠在夜間歌唱
[00:12:30.800 --> 00:12:32.520]  都是一種人性
[00:12:32.520 --> 00:12:34.920]  當然不能夠在夜間歌唱
[00:12:34.920 --> 00:12:36.520]  其實也是人性
[00:12:36.520 --> 00:12:39.400]  自古以來都是這樣
[00:12:39.400 --> 00:12:40.840]  舊約很多人都是這樣
[00:12:40.840 --> 00:12:42.600]  舊約很多人都是這樣
[00:12:42.600 --> 00:12:44.320]  你記不記得以色列人
[00:12:44.320 --> 00:12:45.920]  你還記得以色列人
[00:12:45.920 --> 00:12:48.560]  他們過了紅海之後做什麼事
[00:12:48.560 --> 00:12:50.520]  他們過了紅海做什麼
[00:12:50.520 --> 00:12:56.360]  就是在紅海邊作了歌讚美上帝
[00:12:56.360 --> 00:13:01.720]  他們在紅海邊唱了一首歌去敬拜上帝
[00:13:01.720 --> 00:13:03.680]  是米利岸作了一首歌
[00:13:03.680 --> 00:13:06.000]  是米利岸去創作這首歌
[00:13:06.000 --> 00:13:09.000]  然後以色列人就在海邊讚美神
[00:13:09.000 --> 00:13:12.320]  然後以色列人就在海邊去讚美神
[00:13:12.320 --> 00:13:14.120]  但是你有沒有看聖經
[00:13:14.120 --> 00:13:15.400]  不要忽略了
[00:13:15.400 --> 00:13:18.080]  他們未過紅海之前又怎樣呢
[00:13:18.080 --> 00:13:20.640]  但是你不要忽略聖經裡面說的
[00:13:20.640 --> 00:13:23.720]  他們還沒有過紅海的時候是怎樣呢
[00:13:23.720 --> 00:13:28.080]  他們又在紅海的另一邊
[00:13:28.080 --> 00:13:32.000]  面對那個海水滔滔
[00:13:32.000 --> 00:13:36.640]  面對後面那些埃及的追兵
[00:13:36.640 --> 00:13:38.840]  他們在紅海海邊埋怨上帝
[00:13:38.840 --> 00:13:42.280]  他們在紅海的旁邊埋怨上帝
[00:13:42.280 --> 00:13:45.600]  就是這麼大的分別
[00:13:45.600 --> 00:13:48.640]  如果我們體貼人的軟弱
[00:13:48.640 --> 00:13:50.240]  我們就說這個都很正常
[00:13:50.240 --> 00:13:51.840]  如果我們體貼人的軟弱
[00:13:51.840 --> 00:13:54.200]  我們會說這個是很正常的事
[00:13:54.200 --> 00:13:56.360]  不過正常不等於對
[00:13:56.360 --> 00:13:58.600]  但是正常不代表是對的
[00:13:58.600 --> 00:14:02.680]  這個是一個自然人的信仰情態
[00:14:02.680 --> 00:14:05.640]  這個是自然人的信仰的情態
[00:14:05.640 --> 00:14:08.360]  是我們大多數人的信仰心態
[00:14:08.360 --> 00:14:11.000]  是我們大部分人信仰的心態
[00:14:11.000 --> 00:14:12.240]  所以我們甚至覺得
[00:14:12.240 --> 00:14:14.120]  多麼合理和多麼有人性的
[00:14:14.120 --> 00:14:16.280]  所以我們才覺得蠻合理
[00:14:16.280 --> 00:14:18.200]  還有很人性化
[00:14:18.200 --> 00:14:22.040]  但是聖靈留下了保羅這件事的記載
[00:14:22.040 --> 00:14:25.880]  但是聖靈留下保羅這件事的記載
[00:14:25.880 --> 00:14:29.480]  就是讓我們看到一種不正常的信仰情態
[00:14:29.480 --> 00:14:34.000]  就是我們看到一種不正常的信仰的情態
[00:14:34.000 --> 00:14:36.600]  保羅不是一個自然人
[00:14:36.600 --> 00:14:38.800]  保羅不是一個自然人
[00:14:38.800 --> 00:14:39.720]  保羅是什麼人
[00:14:39.720 --> 00:14:40.760]  保羅是什麼人
[00:14:40.760 --> 00:14:42.240]  一個屬靈人
[00:14:42.240 --> 00:14:43.440]  一個屬靈人
[00:14:43.440 --> 00:14:44.360]  真的
[00:14:44.360 --> 00:14:45.840]  我本來不是很想這樣分
[00:14:45.840 --> 00:14:47.880]  但是保羅都叫我們做屬靈人
[00:14:47.880 --> 00:14:49.160]  屬靈人看頭萬事
[00:14:49.160 --> 00:14:50.520]  是真的
[00:14:50.520 --> 00:14:51.920]  保羅自己也說
[00:14:51.920 --> 00:14:53.080]  他是屬靈人
[00:14:53.080 --> 00:14:55.440]  他叫我們要當一個屬靈人
[00:14:55.440 --> 00:14:57.280]  要看透萬事
[00:14:57.280 --> 00:15:00.760]  屬靈人和自然人是有點不同的
[00:15:00.760 --> 00:15:04.280]  屬靈人跟自然人是有點不同的
[00:15:04.280 --> 00:15:07.760]  夜間真的不是歌唱敬拜的時間
[00:15:07.760 --> 00:15:11.320]  夜間真的不是歌唱敬拜的時候
[00:15:11.320 --> 00:15:14.840]  監獄也不是適合敬拜上帝的地方
[00:15:14.840 --> 00:15:18.240]  監獄也是不適合敬拜的地方
[00:15:18.240 --> 00:15:23.600]  但是明白神的能力和大愛的屬靈人保羅
[00:15:23.600 --> 00:15:28.520]  但是明白神的大愛的屬靈人保羅
[00:15:28.520 --> 00:15:30.440]  他仍然可以敬拜上帝
[00:15:30.440 --> 00:15:33.200]  他仍然可以敬拜上帝
[00:15:33.200 --> 00:15:35.560]  神如果不是偉大到
[00:15:35.560 --> 00:15:38.880]  叫我們可以在患難中迎向他歌唱的
[00:15:38.880 --> 00:15:42.040]  神如果不是偉大到一個地步
[00:15:42.040 --> 00:15:45.320]  叫我們在患難中迎向他去歌唱
[00:15:45.320 --> 00:15:47.880]  他就不是很值得我們相信的上帝了
[00:15:47.880 --> 00:15:51.960]  他就不是一個很值得我們去相信的神了
[00:15:51.960 --> 00:15:54.280]  我相信我們在極困難之中
[00:15:54.280 --> 00:15:57.320]  我們相信我們在極度困難的當中
[00:15:57.320 --> 00:15:58.800]  在黑暗幽谷的時候
[00:15:58.800 --> 00:16:00.560]  在黑暗幽谷的當中
[00:16:00.560 --> 00:16:02.680]  我們對上帝的反應
[00:16:02.680 --> 00:16:04.360]  我們對上帝的反應
