
[00:00:00.000 --> 00:00:02.380]  我們有很大的勇氣
[00:01:33.440 --> 00:01:35.740]  你知不知道考第一的人很少
[00:01:35.740 --> 00:01:36.940]  有沒有人每次發覺
[00:01:36.940 --> 00:01:38.240]  自己覺得讀書的時候
[00:01:38.240 --> 00:01:40.040]  都是緊緊「慢車鞭」
[00:01:40.040 --> 00:01:41.640]  有時候讀精英班
[00:01:41.640 --> 00:01:42.840]  有時候讀下面
[00:01:42.840 --> 00:01:44.840]  所以在我們的成長裡面
[00:01:44.840 --> 00:01:46.540]  他們覺得自己是一個
[00:01:46.540 --> 00:01:48.940]  「慢車鞭」的生命
[00:01:48.940 --> 00:01:52.340]  於是乎當他進入到
[00:01:52.340 --> 00:01:53.840]  他要找工作的時候
[00:01:53.840 --> 00:01:56.440]  他不敢去報任何的東西
[00:01:56.440 --> 00:01:57.240]  他很恐懼
[00:01:57.240 --> 00:01:58.640]  因為他覺得自己
[00:01:58.640 --> 00:02:00.940]  是一個「慢車鞭」的生命
[00:02:00.940 --> 00:02:02.940]  他覺得自己比別人不好
[00:02:02.940 --> 00:02:07.240]  當我們帶著這些背景過去的時候
[00:02:07.240 --> 00:02:09.240]  我們很容易失去盼望
[00:02:09.240 --> 00:02:10.740]  我不知道你過去
[00:02:10.740 --> 00:02:11.840]  有沒有一些位置
[00:02:11.840 --> 00:02:14.340]  令到你曾經失去盼望
[00:02:14.340 --> 00:02:16.240]  但是在這個處境裡面
[00:02:16.240 --> 00:02:18.240]  神跟以色列人說
[00:02:18.240 --> 00:02:21.440]  「漢啊,我要做一件新事」
[00:02:21.440 --> 00:02:23.840]  神要鼓勵他們
[00:02:23.840 --> 00:02:27.040]  告訴他們能夠重新有這個盼望
[00:02:27.040 --> 00:02:28.840]  甚至在第十九節裡面說
[00:02:28.840 --> 00:02:31.140]  神要為我們做一件新事
[00:02:31.140 --> 00:02:32.640]  在曠野裡面開道路
[00:02:32.640 --> 00:02:34.140]  在沙漠裡面開光行
[00:02:34.140 --> 00:02:35.440]  弟兄姊妹,你知不知道這句話
[00:02:35.440 --> 00:02:38.140]  對我的生命很有意義
[00:02:38.140 --> 00:02:40.440]  當我第一間服侍的教會的時候
[00:02:40.440 --> 00:02:42.040]  我在屯門服侍
[00:02:42.040 --> 00:02:44.840]  我是一個剛剛畢業的神學生
[00:02:44.840 --> 00:02:46.540]  去到教會分裂
[00:02:46.540 --> 00:02:48.440]  去到牧師不見了
[00:02:48.440 --> 00:02:50.640]  去到教會裡面吵架
[00:02:50.640 --> 00:02:52.040]  我就在那個處境裡面
[00:02:52.040 --> 00:02:53.640]  要負責一間教會的時候
[00:02:53.640 --> 00:02:55.040]  在那個時刻
[00:02:55.040 --> 00:02:56.040]  神跟我
[00:02:56.040 --> 00:02:57.240]  透過一個姐妹
[00:02:57.240 --> 00:02:58.640]  一個傳來人來按手
[00:02:58.640 --> 00:02:59.240]  為我禱告
[00:02:59.240 --> 00:03:00.840]  祂說了這段經文
[00:03:00.840 --> 00:03:02.240]  告訴我那個情景
[00:03:02.240 --> 00:03:03.840]  就算再糟糕也好
[00:03:03.840 --> 00:03:04.640]  神會怎樣?
[00:03:04.640 --> 00:03:06.040]  在曠野裡面一起說
[00:03:06.040 --> 00:03:07.640]  「開」
[00:03:07.640 --> 00:03:10.140]  在沙漠裡面「開」
[00:03:10.140 --> 00:03:11.140]  「光行」
[00:03:11.140 --> 00:03:13.240]  對呀,弟兄姊妹
[00:03:13.240 --> 00:03:15.840]  這句話其實一直在我生命裡面
[00:03:15.840 --> 00:03:17.640]  無論我在多爛的狀況裡面
[00:03:17.640 --> 00:03:19.040]  我仍然相信
[00:03:19.040 --> 00:03:21.040]  神能夠開道路
[00:03:21.040 --> 00:03:23.840]  神能夠在任何處境裡面
[00:03:23.840 --> 00:03:25.240]  開這條光行
[00:03:25.240 --> 00:03:26.240]  弟兄姊妹
[00:03:26.240 --> 00:03:28.040]  當我來到沙浸
[00:03:28.040 --> 00:03:33.040]  我們去年有一群區長
[00:03:33.040 --> 00:03:35.440]  和一群執事
[00:03:35.440 --> 00:03:36.440]  如果記得的
[00:03:36.440 --> 00:03:39.040]  記得我們有一個心靈醫治的課程
[00:03:39.040 --> 00:03:40.040]  記不記得?
[00:03:40.040 --> 00:03:41.640]  當我們走在一起的時候
[00:03:41.640 --> 00:03:42.640]  你知不知道
[00:03:42.640 --> 00:03:44.840]  那個牧師按手在我身上的時候
[00:03:44.840 --> 00:03:48.440]  他同樣讀同一段經文在我身上
[00:03:48.440 --> 00:03:50.640]  而這段經文成為了
[00:03:50.640 --> 00:03:51.840]  我心裡面的力量
[00:03:51.840 --> 00:03:54.240]  今天我要和你們分享
[00:03:54.240 --> 00:03:56.640]  神怎樣轉化我們的生命
[00:03:56.640 --> 00:03:58.840]  無論你現在的處境是多爛
[00:03:58.840 --> 00:04:00.840]  無論香港的疫情是多大
[00:04:00.840 --> 00:04:03.640]  無論你現在的處境是面對什麼
[00:04:03.640 --> 00:04:07.440]  神仍然可以在曠野裡面開道路
[00:04:07.440 --> 00:04:09.640]  在沙漠裡面開光行
[00:04:09.640 --> 00:04:12.240]  讓我們一起去相信
[00:04:12.240 --> 00:04:13.240]  弟兄姊妹
[00:04:13.240 --> 00:04:15.640]  今天我嘗試從這段經文裡面
[00:04:15.640 --> 00:04:19.640]  用不要害怕
[00:04:19.640 --> 00:04:21.640]  在整段的經文裡面
[00:04:21.640 --> 00:04:23.440]  分開三個部份
[00:04:23.440 --> 00:04:24.440]  第一個部份
[00:04:24.440 --> 00:04:28.040]  不要害怕是發生在43章1至4節
[00:04:28.040 --> 00:04:31.040]  第二個害怕是在5至7節
[00:04:31.040 --> 00:04:33.640]  最後一個在8至13節
[00:04:33.640 --> 00:04:35.440]  講完這三個害怕之後
[00:04:35.440 --> 00:04:36.440]  他又講到
[00:04:36.440 --> 00:04:38.840]  我們就是神的見證
[00:04:38.840 --> 00:04:42.040]  我們的存在是榮耀神而活的
[00:04:42.040 --> 00:04:43.840]  所以當我們這樣
[00:04:43.840 --> 00:04:46.040]  我們應該怎樣榮耀神呢
[00:04:46.040 --> 00:04:48.440]  我們應該要處理心裡面的恐懼
[00:04:48.440 --> 00:04:50.440]  心裡面的害怕
[00:04:50.440 --> 00:04:52.040]  以下有三個理由
[00:04:52.040 --> 00:04:54.440]  幫助我們去除去這個害怕
[00:04:54.440 --> 00:04:56.840]  讓我們能夠在害怕中看見
[00:04:56.840 --> 00:04:59.840]  你是神所做的
[00:04:59.840 --> 00:05:02.240]  當我們看第一節和第七節的時候
[00:05:02.240 --> 00:05:03.040]  重複地
[00:05:03.040 --> 00:05:04.440]  首尾呼應地說
[00:05:04.440 --> 00:05:08.440]  我們每一個都是創造我們
[00:05:08.440 --> 00:05:10.440]  那位就是耶和華我們的神
[00:05:10.440 --> 00:05:12.640]  祂並不單只是創造你
[00:05:12.640 --> 00:05:14.440]  祂還會叫你的名字
[00:05:14.440 --> 00:05:16.240]  知道我叫什麼名字嗎
[00:05:16.240 --> 00:05:17.840]  叫我吧
[00:05:17.840 --> 00:05:20.440]  好尷尬
[00:05:20.440 --> 00:05:22.440]  我的中文名字叫林賢
[00:05:22.440 --> 00:05:24.440]  神就是這樣叫我們的名字
[00:05:24.440 --> 00:05:26.440]  神是創造我們的位置
[00:05:26.440 --> 00:05:30.040]  當我去看創造這個字的原文的時候
[00:05:30.040 --> 00:05:31.640]  原來我發現
[00:05:31.640 --> 00:05:34.440]  原來這個字的背後還有很多意思
[00:05:34.440 --> 00:05:36.640]  背後還有一些很濃厚的意義
[00:05:36.640 --> 00:05:38.840]  不單只是字面的意思
[00:05:38.840 --> 00:05:40.240]  祂有講到什麼呢
[00:05:40.240 --> 00:05:41.640]  是天和地的
[00:05:41.640 --> 00:05:43.640]  是根生而變化的
[00:05:43.640 --> 00:05:45.640]  是由砍伐出來
[00:05:45.640 --> 00:05:46.440]  作出來的
[00:05:46.440 --> 00:05:48.040]  短短這兩個字
[00:05:48.040 --> 00:05:51.240]  背後其實藏著一些很濃厚的意義
[00:05:51.240 --> 00:05:52.640]  當我們認識
[00:05:52.640 --> 00:05:56.440]  我們自己不是單單認識我們表面的層面
[00:05:56.440 --> 00:06:00.240]  而是我們要認識我們是一個怎樣的人
[00:06:00.240 --> 00:06:02.840]  我們應該是和天連接的
[00:06:02.840 --> 00:06:04.840]  我們應該每天都能夠有一個
[00:06:04.840 --> 00:06:07.440]  根生而變化的能力
[00:06:07.440 --> 00:06:10.240]  我們每一次都要被雕琢的
[00:06:10.240 --> 00:06:13.840]  當我們認識自己要用這樣的方式
[00:06:13.840 --> 00:06:14.840]  我們再講下去
[00:06:14.840 --> 00:06:17.240]  我們可不可以講一下我們周圍的家人
[00:06:17.240 --> 00:06:18.040]  我們的丈夫
[00:06:18.040 --> 00:06:18.840]  我們的妻子
[00:06:18.840 --> 00:06:19.640]  我們的男朋友
[00:06:19.640 --> 00:06:20.640]  我們的女朋友
[00:06:20.640 --> 00:06:25.840]  都試一下用這麼豐富的層面去認識他
[00:06:25.840 --> 00:06:28.240]  我們不可以用三言兩語
[00:06:28.240 --> 00:06:30.640]  覺得你很明白一個人
[00:06:30.640 --> 00:06:32.440]  弟兄姊妹
[00:06:32.440 --> 00:06:35.640]  有時候我們以為很明白自己
[00:06:35.640 --> 00:06:37.240]  很明白我隔壁的老公
[00:06:37.240 --> 00:06:39.240]  我們很明白你身邊的人
[00:06:39.240 --> 00:06:41.240]  但其實你心知肚明
[00:06:41.240 --> 00:06:44.640]  不可能完全明白的
[00:06:44.640 --> 00:06:45.640]  在很多人裏面
[00:06:45.640 --> 00:06:48.840]  在她的童年的時候已經被人定型
[00:06:48.840 --> 00:06:51.440]  很多人的童年沒有被人欣賞過
[00:06:51.440 --> 00:06:52.640]  沒有被建立過
[00:06:52.640 --> 00:06:54.240]  甚至被遺棄
[00:06:54.240 --> 00:06:56.440]  很多的弟兄姊妹
[00:06:56.440 --> 00:06:58.040]  在她小時候的日子裏面
[00:06:58.040 --> 00:07:00.440]  都是被一些惡言去成長
[00:07:00.440 --> 00:07:03.640]  導致她說話就覺得沒有人聽
[00:07:03.640 --> 00:07:05.640]  不知道大家知不知道
[00:07:05.640 --> 00:07:10.240]  原來溝通專家曾經指出
[00:07:10.240 --> 00:07:12.440]  當兩個人聊天的時候
[00:07:12.440 --> 00:07:14.840]  會有五種對話
[00:07:14.840 --> 00:07:15.840]  第一個
[00:07:15.840 --> 00:07:16.840]  明白我的意思嗎
[00:07:16.840 --> 00:07:18.440]  兩個人說話的時候
[00:07:18.440 --> 00:07:22.240]  會有五個不同的結果
[00:07:22.240 --> 00:07:24.240]  第一個
[00:07:24.240 --> 00:07:25.840]  你真的在說你想說的話
[00:07:25.840 --> 00:07:27.040]  例如今天要吃飯
[00:07:27.040 --> 00:07:28.440]  你真的今天要吃飯
[00:07:28.440 --> 00:07:30.640]  有時候你說出來就是這個意思
[00:07:30.640 --> 00:07:31.240]  第一個
[00:07:31.240 --> 00:07:34.640]  結果就是你真正要說的話是什麼
[00:07:34.640 --> 00:07:36.440]  第二
[00:07:36.440 --> 00:07:39.840]  是其實你實際要說出來的東西
[00:07:39.840 --> 00:07:41.040]  是什麼呢
[00:07:41.040 --> 00:07:43.240]  姐妹通常都是這樣
[00:07:43.240 --> 00:07:48.440]  經常以為另一邊會猜到姐妹說什麼
[00:07:48.440 --> 00:07:51.240]  例如今晚丈夫問太太
[00:07:51.240 --> 00:07:53.440]  你今天想吃什麼
[00:07:53.440 --> 00:07:54.640]  太太會回答什麼
[00:07:54.640 --> 00:07:56.240]  你知道嗎
[00:07:56.240 --> 00:07:57.240]  不知道
[00:07:57.240 --> 00:08:00.240]  隨便吧
[00:08:00.240 --> 00:08:02.640]  選了之後
[00:08:02.640 --> 00:08:05.640]  你會怪對方不明白你
[00:08:05.640 --> 00:08:07.040]  當你說的時候
[00:08:07.040 --> 00:08:08.840]  跟你心裡想的不一樣
[00:08:08.840 --> 00:08:11.240]  就好像天來地又多高
[00:08:11.240 --> 00:08:12.640]  東來西又多遠
[00:08:12.640 --> 00:08:15.840]  你是完全不明白究竟他想怎樣
[00:08:15.840 --> 00:08:17.240]  有時候我們就
[00:08:17.240 --> 00:08:19.240]  其實你是不是真的隨便
[00:08:19.240 --> 00:08:20.640]  不是真的隨便
[00:08:20.640 --> 00:08:21.640]  但我們就說了
[00:08:21.640 --> 00:08:22.840]  隨便吧
[00:08:22.840 --> 00:08:24.040]  會不會是這樣
[00:08:24.040 --> 00:08:24.840]  第三
[00:08:24.840 --> 00:08:27.440]  對方所聽到的
[00:08:27.440 --> 00:08:30.640]  很多時候當你說一句話出來的時候
[00:08:30.640 --> 00:08:32.240]  對方聽出來
[00:08:32.240 --> 00:08:34.640]  未必是那個原因
[00:08:34.640 --> 00:08:37.440]  有沒有發現
[00:08:37.440 --> 00:08:40.440]  因為我們對方都有一個認知系統
[00:08:40.440 --> 00:08:43.640]  當對方認為聽到有可能是另一個
[00:08:43.640 --> 00:08:47.440]  所以當你要去明白一個人說話的時候
[00:08:47.440 --> 00:08:49.440]  其實是不容易的
[00:08:49.440 --> 00:08:50.840]  你要很努力去聽
[00:08:50.840 --> 00:08:52.840]  你才明白他說什麼
[00:08:52.840 --> 00:08:54.040]  第四
[00:08:54.040 --> 00:08:58.240]  對方對你所說的話的自我解讀
[00:08:58.240 --> 00:09:00.040]  因為對方對你有信念
[00:09:00.040 --> 00:09:02.840]  如果你喜歡一個人的時候他說什麼都是甜的
[00:09:02.840 --> 00:09:04.040]  但你不喜歡他說的話
[00:09:04.040 --> 00:09:06.040]  他說的話你也會覺得討人厭
[00:09:06.040 --> 00:09:07.840]  有時或者有些人說的話
[00:09:07.840 --> 00:09:09.040]  你聽到一個小朋友說話
[00:09:09.040 --> 00:09:10.440]  他跟你斬下斬下
[00:09:10.440 --> 00:09:12.240]  勁斬的時候你就會問
[00:09:12.240 --> 00:09:13.840]  他是不是在騙我
[00:09:13.840 --> 00:09:16.040]  身體語言也有關係
[00:09:16.040 --> 00:09:17.040]  第五
[00:09:17.040 --> 00:09:23.240]  你認為對方對你所說的話的解讀
[00:09:23.240 --> 00:09:25.240]  在很多父母裡面
[00:09:25.240 --> 00:09:29.440]  其實子女開始出去工作了
[00:09:29.440 --> 00:09:32.240]  她剩下兩老在家的時候
[00:09:32.240 --> 00:09:34.440]  她心裡覺得很孤單
[00:09:34.440 --> 00:09:37.840]  她想著很想子女陪陪她
[00:09:37.840 --> 00:09:40.040]  她心裡想著這句話
[00:09:40.040 --> 00:09:42.840]  但很可惜的是
[00:09:42.840 --> 00:09:44.840]  當我們往往想說
[00:09:44.840 --> 00:09:47.440]  你今晚回來吃飯嗎
[00:09:47.440 --> 00:09:49.640]  通常父母都是這樣的
[00:09:49.640 --> 00:09:51.040]  她很想念自己的子女
[00:09:51.040 --> 00:09:52.440]  很愛自己的子女
[00:09:52.440 --> 00:09:53.840]  很想他們回來家裡吃飯
[00:09:53.840 --> 00:09:56.840]  於是又怕說話得罪自己的子女
[00:09:56.840 --> 00:10:01.840]  想著自己謊言祈禱半小時
[00:10:01.840 --> 00:10:03.240]  然後再打電話給兒子
[00:10:03.240 --> 00:10:05.240]  很怕被子女罵
[00:10:05.240 --> 00:10:06.240]  滿心期待
[00:10:06.240 --> 00:10:09.040]  希望自己的子女回來家裡吃飯
[00:10:09.040 --> 00:10:11.240]  誰知道她第一句說話
[00:10:11.240 --> 00:10:12.640]  不是說她心裡的說話
[00:10:12.640 --> 00:10:13.440]  她說什麼
[00:10:13.440 --> 00:10:16.040]  你在哪裡
[00:10:16.040 --> 00:10:17.240]  是不是
[00:10:17.240 --> 00:10:18.640]  我們聽到電話
[00:10:18.640 --> 00:10:20.840]  本來是你今晚回來吃飯嗎
[00:10:20.840 --> 00:10:21.840]  可能是這樣
[00:10:21.840 --> 00:10:23.640]  但第一句就變成了
[00:10:23.640 --> 00:10:25.440]  你現在在哪裡
[00:10:25.440 --> 00:10:29.640]  於是小朋友聽了之後
[00:10:29.640 --> 00:10:31.240]  他會怎樣解讀
[00:10:31.240 --> 00:10:32.040]  他的子女
[00:10:32.040 --> 00:10:33.440]  他聽回來的意思
[00:10:33.440 --> 00:10:35.040]  你到底要不要回來吃飯
[00:10:35.040 --> 00:10:37.240]  就變成了
[00:10:37.240 --> 00:10:39.640]  其實裡面很多非議員的行為
[00:10:39.640 --> 00:10:40.840]  例如
[00:10:40.840 --> 00:10:45.440]  為什麼你今天還要管我在哪裡
[00:10:45.440 --> 00:10:47.240]  可以是這樣
[00:10:47.240 --> 00:10:48.440]  一句說話
[00:10:48.440 --> 00:10:53.240]  我經常被人學習怎樣說話
[00:10:53.240 --> 00:10:55.440]  你要不要回來吃飯
[00:10:55.440 --> 00:10:56.440]  這句說話
[00:10:56.440 --> 00:10:57.640]  如果尾音不同了
[00:10:57.640 --> 00:10:59.040]  聽著
[00:10:59.040 --> 00:11:02.040]  你要不要回來吃飯
[00:11:02.040 --> 00:11:04.240]  那個感覺是不是好一點
[00:11:04.240 --> 00:11:05.240]  但如果
[00:11:05.240 --> 00:11:07.240]  你要不要回來吃飯
[00:11:07.240 --> 00:11:10.240]  你嘗試把尾音變低一點
[00:11:10.240 --> 00:11:11.040]  他就會覺得
[00:11:11.040 --> 00:11:15.240]  你心裡有很多的不滿
[00:11:15.240 --> 00:11:17.640]  於是對於他們來說
[00:11:17.640 --> 00:11:19.840]  可能聽了一輩子
[00:11:19.840 --> 00:11:22.040]  我都聽到你說話很刮心
[00:11:22.040 --> 00:11:23.840]  於是心藏仇恨
[00:11:23.840 --> 00:11:25.040]  累積了很多
[00:11:25.040 --> 00:11:28.040]  沒那麼單純去明白一句說話
[00:11:28.040 --> 00:11:30.240]  於是他就會覺得
[00:11:30.240 --> 00:11:32.840]  為什麼你一點都不緊張我
[00:11:32.840 --> 00:11:33.840]  你知不知道我還很忙
[00:11:33.840 --> 00:11:38.240]  於是結果就是吵架收場
[00:11:38.240 --> 00:11:40.440]  頂姐妹原來
[00:11:40.440 --> 00:11:42.840]  原本是我覺得很孤單
[00:11:42.840 --> 00:11:44.440]  很想你陪我
[00:11:44.440 --> 00:11:46.040]  可以去到一個地步
[00:11:46.040 --> 00:11:49.240]  你一點都不關心我
[00:11:49.240 --> 00:11:50.040]  大家看不看到
[00:11:50.040 --> 00:11:51.640]  仇敵魔鬼的伎倆
[00:11:51.640 --> 00:11:53.240]  所用的方法
[00:11:53.240 --> 00:11:55.040]  是多麼可悲
[00:11:55.040 --> 00:11:56.640]  但你知不知道
[00:11:56.640 --> 00:11:58.440]  在我們頂姐妹相處
[00:11:58.440 --> 00:12:00.240]  在家人相處
[00:12:00.240 --> 00:12:01.640]  在教會的會議裡
[00:12:01.640 --> 00:12:03.040]  在你公司的會議裡
[00:12:03.040 --> 00:12:04.840]  這些對話
[00:12:04.840 --> 00:12:06.040]  誤解對方
[00:12:06.040 --> 00:12:08.240]  是經常出現在我們的生命
[00:12:08.240 --> 00:12:10.640]  以致我們受傷
[00:12:10.640 --> 00:12:11.440]  從小到大
[00:12:11.440 --> 00:12:14.440]  家庭婚姻感情學校同學同事
[00:12:14.440 --> 00:12:16.640]  一直去到我們的社會
[00:12:16.640 --> 00:12:18.240]  我們的解讀
[00:12:18.240 --> 00:12:20.640]  我們都在生命裡有不同的
[00:12:20.640 --> 00:12:22.640]  成為了一些自我形象的
[00:12:22.640 --> 00:12:24.440]  型類在當中
[00:12:24.440 --> 00:12:26.440]  有沒有留意
[00:12:26.440 --> 00:12:28.440]  當我們說的
[00:12:28.440 --> 00:12:30.640]  和對方明白到的
[00:12:30.640 --> 00:12:36.040]  可以完全是兩回事呢
[00:12:36.040 --> 00:12:37.040]  求神幫助我們
[00:12:37.040 --> 00:12:40.240]  用祂的話幫助我們
[00:12:40.240 --> 00:12:43.240]  那種自以為是的價值觀
[00:12:43.240 --> 00:12:46.240]  能夠重新有一個新的目光
[00:12:46.240 --> 00:12:48.640]  去看自己和看身邊的人
[00:12:48.640 --> 00:12:49.640]  頂姐妹你知不知道
[00:12:49.640 --> 00:12:50.840]  很多時候我們說完話
[00:12:50.840 --> 00:12:54.640]  都不記得自己說了什麼
[00:12:54.640 --> 00:12:58.640]  而那些傷害就在那裡發生
[00:12:58.640 --> 00:13:00.040]  我再說一次
[00:13:00.040 --> 00:13:01.240]  很多時候
[00:13:01.240 --> 00:13:04.040]  我們真的不知道自己說了什麼
[00:13:04.040 --> 00:13:06.840]  但問題就在那裡發生
[00:13:06.840 --> 00:13:07.840]  第二
[00:13:07.840 --> 00:13:10.040]  當我們說我們是神被造的時候
[00:13:10.040 --> 00:13:12.040]  同時你也是屬於神
[00:13:12.040 --> 00:13:13.640]  神是創造以色列的
[00:13:13.640 --> 00:13:15.840]  神是以色列的爸爸
[00:13:15.840 --> 00:13:17.840]  祂做人的時候
[00:13:17.840 --> 00:13:20.840]  是有祂的目的去創造我們
[00:13:20.840 --> 00:13:22.840]  我們不會因為
[00:13:22.840 --> 00:13:24.840]  現在我們未能夠
[00:13:24.840 --> 00:13:27.840]  有在人眼前理想中的你
[00:13:27.840 --> 00:13:29.840]  而感到我們的生命
[00:13:29.840 --> 00:13:31.840]  不能夠榮耀神
[00:13:31.840 --> 00:13:32.840]  人生每個階段
[00:13:32.840 --> 00:13:33.840]  我們都很容易
[00:13:33.840 --> 00:13:36.840]  落入一些失望的光景
[00:13:36.840 --> 00:13:38.840]  覺得自己做得不好
[00:13:38.840 --> 00:13:40.840]  當作為女士的時候
[00:13:40.840 --> 00:13:41.840]  如果當你到三十歲
[00:13:41.840 --> 00:13:43.840]  都沒有男朋友的時候
[00:13:43.840 --> 00:13:45.840]  很容易
[00:13:45.840 --> 00:13:48.840]  每年過節的壓力就來了
[00:13:48.840 --> 00:13:49.840]  或者你結了婚
[00:13:49.840 --> 00:13:50.840]  還沒有生孩子
[00:13:50.840 --> 00:13:51.840]  到過時過節的時候
[00:13:51.840 --> 00:13:53.840]  親戚又會問你
[00:13:53.840 --> 00:13:54.840]  當你做不到
[00:13:54.840 --> 00:13:57.840]  大家覺得是你的你的時候
[00:13:57.840 --> 00:13:58.840]  你的生命裡面
[00:13:58.840 --> 00:14:01.840]  就會出現一個陷阱
[00:14:01.840 --> 00:14:04.840]  就是覺得自己力有不逮
[00:14:04.840 --> 00:14:06.840]  弟兄會怎樣呢
[00:14:06.840 --> 00:14:07.840]  弟兄很多時候
[00:14:07.840 --> 00:14:08.840]  當我去審望的時候
[00:14:08.840 --> 00:14:09.840]  我發覺
[00:14:09.840 --> 00:14:10.840]  他們會覺得
[00:14:10.840 --> 00:14:12.840]  我和你是不一樣的
[00:14:12.840 --> 00:14:14.840]  薪水沒有你那麼高
[00:14:14.840 --> 00:14:16.840]  在我以前服侍的教會
[00:14:16.840 --> 00:14:17.840]  在上海
[00:14:17.840 --> 00:14:20.840]  其實大多數都是CEO才去上海
[00:14:20.840 --> 00:14:21.840]  但很多時候
[00:14:21.840 --> 00:14:23.840]  當一些比較
[00:14:23.840 --> 00:14:24.840]  職位低級的時候
[00:14:24.840 --> 00:14:26.840]  走進這些群組裡面
[00:14:26.840 --> 00:14:27.840]  他們覺得很自卑
[00:14:27.840 --> 00:14:30.840]  看不到自己好的地方
[00:14:30.840 --> 00:14:32.840]  頂姐妹在心理學裡面
[00:14:32.840 --> 00:14:35.840]  有一個叫光環效應
[00:14:35.840 --> 00:14:37.840]  有沒有聽過
[00:14:37.840 --> 00:14:42.840]  光環效應就是會放大事情
[00:14:42.840 --> 00:14:44.840]  當我們看一個人的時候
[00:14:44.840 --> 00:14:46.840]  如果你覺得他好
[00:14:46.840 --> 00:14:47.840]  不管他做什麼
[00:14:47.840 --> 00:14:49.840]  他就會一直放大
[00:14:49.840 --> 00:14:50.840]  好像一個月亮
[00:14:50.840 --> 00:14:51.840]  本身很小
[00:14:51.840 --> 00:14:53.840]  但光環怎樣
[00:14:53.840 --> 00:14:55.840]  很大很大
[00:14:55.840 --> 00:14:56.840]  越放越光
[00:14:56.840 --> 00:14:57.840]  出現了一個光環
[00:14:57.840 --> 00:14:59.840]  好像愛慕簡女婿
[00:14:59.840 --> 00:15:03.840]  當他知道女婿是讀醫的時候
[00:15:03.840 --> 00:15:04.840]  在醫學院畢業的時候
[00:15:04.840 --> 00:15:05.840]  他就覺得他很厲害
[00:15:05.840 --> 00:15:07.840]  放屁也比較香
[00:15:07.840 --> 00:15:08.840]  是真的
[00:15:08.840 --> 00:15:10.840]  所以有時
[00:15:10.840 --> 00:15:13.840]  現在很多人追求韓星
[00:15:13.840 --> 00:15:15.840]  有隻蚊子在這裡
[00:15:15.840 --> 00:15:16.840]  等我捉到牠
[00:15:16.840 --> 00:15:18.840]  最近很怕蚊子
[00:15:18.840 --> 00:15:22.840]  所以當我們看到一些帥哥的時候
[00:15:22.840 --> 00:15:24.840]  我們覺得他真的
[00:15:24.840 --> 00:15:26.840]  他做什麼都好像
[00:15:26.840 --> 00:15:28.840]  都是好的
[00:15:28.840 --> 00:15:33.840]  結果這個光環效應
[00:15:33.840 --> 00:15:34.840]  的後果是什麼呢
[00:15:34.840 --> 00:15:38.840]  你失去了判斷力
