
[00:00:00.000 --> 00:00:04.000]  今日講題是「你的話是我腳前的燈」
[00:08:15.000 --> 00:08:21.000]  第二段是B
[00:08:21.000 --> 00:08:23.000]  一直這樣下去
[00:08:23.000 --> 00:08:27.000]  今日大家看英文聖經
[00:08:27.000 --> 00:08:31.000]  都是用希伯來文
[00:08:31.000 --> 00:08:33.000]  原本的字母排列
[00:08:34.000 --> 00:08:36.000]  都是用希伯來文的字母排列
[00:08:36.000 --> 00:08:41.000]  今日我們不是研究
[00:08:41.000 --> 00:08:43.000]  聖經的結構
[00:08:43.000 --> 00:08:48.000]  主要是講神的光
[00:08:48.000 --> 00:08:54.000]  大家很記得
[00:08:54.000 --> 00:08:56.000]  創造天地開始的時候
[00:08:56.000 --> 00:08:58.000]  神第一件事是做什麼
[00:09:02.000 --> 00:09:04.000]  聖經形容當時的地是空虛混沌
[00:09:04.000 --> 00:09:14.000]  冤滅黑暗
[00:09:14.000 --> 00:09:20.000]  有沒有人喜歡黑暗
[00:09:20.000 --> 00:09:22.000]  我想沒有人喜歡黑暗
[00:09:22.000 --> 00:09:28.000]  因為黑暗我們看不到東西
[00:09:28.000 --> 00:09:31.000]  我們有個恐懼
[00:09:32.000 --> 00:09:34.000]  有不平安的感覺
[00:09:34.000 --> 00:09:38.000]  我相信沒有人喜歡黑暗
[00:09:38.000 --> 00:09:42.000]  黑暗給我們的感覺是很混亂
[00:09:42.000 --> 00:09:46.000]  其實未必是混亂
[00:09:46.000 --> 00:09:48.000]  但你看不到
[00:09:48.000 --> 00:09:52.000]  你看不到就要靠摸
[00:09:52.000 --> 00:09:56.000]  今日我們神的恩典很大
[00:09:56.000 --> 00:10:00.000]  我們看到東西
[00:10:00.000 --> 00:10:02.000]  就算我們年紀大了
[00:10:02.000 --> 00:10:04.000]  看得沒那麼清楚
[00:10:04.000 --> 00:10:08.000]  現在的科技
[00:10:08.000 --> 00:10:10.000]  我們戴上眼鏡又清楚
[00:10:10.000 --> 00:10:14.000]  有白內障的人做了手術
[00:10:14.000 --> 00:10:20.000]  他比以前看得更清楚
[00:10:20.000 --> 00:10:24.000]  他還清楚他小時候看的東西
[00:10:24.000 --> 00:10:28.000]  他清楚過我們戴眼鏡的人
[00:10:30.000 --> 00:10:32.000]  眼睛是很重要
[00:10:32.000 --> 00:10:36.000]  當你看不到的時候就恐懼
[00:10:36.000 --> 00:10:40.000]  要靠摸
[00:10:40.000 --> 00:10:44.000]  很害怕
[00:10:44.000 --> 00:10:46.000]  為什麼火災的時候
[00:10:46.000 --> 00:10:48.000]  很多人被困在火場
[00:10:48.000 --> 00:10:54.000]  最大的原因是什麼
[00:10:54.000 --> 00:10:56.000]  不是火煙阻礙他們去路
[00:11:00.000 --> 00:11:02.000]  是他們看不到出路
[00:11:02.000 --> 00:11:06.000]  當煙霧瀰漫的時候
[00:11:06.000 --> 00:11:08.000]  就看不到出路
[00:11:08.000 --> 00:11:10.000]  這是一個防火專家
[00:11:10.000 --> 00:11:12.000]  來跟我們醫院講防火知識的時候
[00:11:12.000 --> 00:11:16.000]  告訴我的
[00:11:16.000 --> 00:11:18.000]  這是醫院裡面
[00:11:18.000 --> 00:11:20.000]  防火專家
[00:11:20.000 --> 00:11:22.000]  來給他們教學的時候
[00:11:22.000 --> 00:11:26.000]  當突然煙霧瀰漫
[00:11:26.000 --> 00:11:28.000]  看不到東西的時候
[00:11:30.000 --> 00:11:32.000]  就會害怕
[00:11:32.000 --> 00:11:34.000]  然後就開始亂
[00:11:34.000 --> 00:11:36.000]  東南西北
[00:11:36.000 --> 00:11:38.000]  你是分不到的
[00:11:38.000 --> 00:11:40.000]  你靠摸
[00:11:40.000 --> 00:11:42.000]  摸到哪裡
[00:11:42.000 --> 00:11:44.000]  摸不摸到出口
[00:11:44.000 --> 00:11:48.000]  如果出口有燈光
[00:11:48.000 --> 00:11:50.000]  反而好一點
[00:11:50.000 --> 00:11:54.000]  如果燈光沒有的時候
[00:11:54.000 --> 00:11:56.000]  你是看不到的
[00:11:58.000 --> 00:12:00.000]  電視做一個世界
[00:12:00.000 --> 00:12:02.000]  就做一個光給我們
[00:12:02.000 --> 00:12:06.000]  因為世界本來是混亂的
[00:12:06.000 --> 00:12:10.000]  但神將光帶到這個世界
[00:12:10.000 --> 00:12:14.000]  光是很重要
[00:12:14.000 --> 00:12:16.000]  當以色列人出埃及的時候
[00:12:16.000 --> 00:12:22.000]  他們不認識路
[00:12:22.000 --> 00:12:26.000]  誰帶路
[00:12:28.000 --> 00:12:30.000]  當然是摩西帶路
[00:12:30.000 --> 00:12:32.000]  有人說是摩西帶路
[00:12:32.000 --> 00:12:34.000]  那摩西怎麼認識路
[00:12:34.000 --> 00:12:36.000]  那摩西又怎麼認得路
[00:12:36.000 --> 00:12:38.000]  你認不認識路
[00:12:38.000 --> 00:12:40.000]  有時候我們很多年前去過一次
[00:12:40.000 --> 00:12:42.000]  就不記得怎麼去
[00:12:42.000 --> 00:12:46.000]  很多地方我們很多年前去過
[00:12:46.000 --> 00:12:48.000]  如果從來沒有去過
[00:12:48.000 --> 00:12:50.000]  更加找不到路
[00:12:50.000 --> 00:12:52.000]  如果從來沒有去過
[00:12:52.000 --> 00:12:54.000]  更加找不到路
[00:12:54.000 --> 00:12:56.000]  今天我們科技發達
[00:12:56.000 --> 00:12:58.000]  很多都是靠導航
[00:12:58.000 --> 00:13:00.000]  衛星導航
[00:13:00.000 --> 00:13:02.000]  其實我們懶惰了很多
[00:13:02.000 --> 00:13:04.000]  我們不寄東西
[00:13:04.000 --> 00:13:06.000]  現在使人很懶惰
[00:13:06.000 --> 00:13:08.000]  連路我們都不去認
[00:13:08.000 --> 00:13:10.000]  以前我們要認路
[00:13:10.000 --> 00:13:14.000]  以前我們去一個地方
[00:13:14.000 --> 00:13:16.000]  沒有去過之前
[00:13:16.000 --> 00:13:18.000]  第一件事要看地圖
[00:13:18.000 --> 00:13:20.000]  第一件事是要看地圖
[00:13:20.000 --> 00:13:22.000]  現在還有人用地圖
[00:13:22.000 --> 00:13:24.000]  現在你去的購物中心
[00:13:24.000 --> 00:13:26.000]  現在去商店可能也沒有地圖
[00:13:26.000 --> 00:13:28.000]  那已經是近10年
[00:13:28.000 --> 00:13:30.000]  也就是這近10年
[00:13:30.000 --> 00:13:32.000]  以前地圖很重要
[00:13:32.000 --> 00:13:34.000]  每一輛車裡面一定有一本地圖
[00:13:34.000 --> 00:13:36.000]  以前地圖是很重要的
[00:13:36.000 --> 00:13:38.000]  每一部車裡面肯定會有一本地圖
[00:13:38.000 --> 00:13:40.000]  看路怎麼走
[00:13:40.000 --> 00:13:42.000]  先看清楚路怎麼走
[00:13:42.000 --> 00:13:44.000]  M4就轉A419
[00:13:44.000 --> 00:13:46.000]  M4就轉419
[00:13:46.000 --> 00:13:48.000]  先寫好
[00:13:48.000 --> 00:13:50.000]  看好幾個輪胎
[00:13:50.000 --> 00:13:52.000]  有看好幾個輪胎
[00:13:52.000 --> 00:13:54.000]  才能找到路
[00:13:54.000 --> 00:13:56.000]  而且你以為將來還會回來的話
[00:13:56.000 --> 00:13:58.000]  想到將來還會回來的話
[00:13:58.000 --> 00:14:00.000]  我們要認路
[00:14:00.000 --> 00:14:02.000]  那裡有個麥當勞
[00:14:02.000 --> 00:14:04.000]  那裡見到油站就要轉彎
[00:14:04.000 --> 00:14:06.000]  那裡見到油站就要轉彎
[00:14:06.000 --> 00:14:08.000]  現在我們會不會這樣做
[00:14:08.000 --> 00:14:10.000]  現在我們還有這樣嗎
[00:14:10.000 --> 00:14:12.000]  因為現在我們靠衛星導航
[00:14:12.000 --> 00:14:14.000]  現在都靠衛星導航
[00:14:14.000 --> 00:14:16.000]  有些人說如果有一天打仗
[00:14:16.000 --> 00:14:18.000]  有一天打仗
[00:14:18.000 --> 00:14:20.000]  美國將衛星導航關掉
[00:14:20.000 --> 00:14:22.000]  美國將衛星導航關掉
[00:14:22.000 --> 00:14:24.000]  我們天下大亂
[00:14:24.000 --> 00:14:26.000]  我們天下就大亂
[00:14:26.000 --> 00:14:28.000]  因為我們太過依靠科技
[00:14:28.000 --> 00:14:30.000]  我們太過依靠科技
[00:14:30.000 --> 00:14:32.000]  以色列人依靠誰
[00:14:32.000 --> 00:14:34.000]  依靠摩西不行
[00:14:34.000 --> 00:14:36.000]  依靠摩西不行
[00:14:36.000 --> 00:14:38.000]  摩西也不認識路
[00:14:38.000 --> 00:14:40.000]  依靠誰 依靠神
[00:14:40.000 --> 00:14:42.000]  神怎麼帶他們出埃及
[00:14:42.000 --> 00:14:44.000]  神怎麼帶他們出埃及
[00:14:44.000 --> 00:14:46.000]  怎麼走過曠野的路
[00:14:46.000 --> 00:14:48.000]  怎麼走過曠野的路
[00:14:48.000 --> 00:14:50.000]  出埃及的十三章
[00:14:50.000 --> 00:14:52.000]  21節就說很清楚告訴我們
[00:14:52.000 --> 00:14:54.000]  出埃及的第十三章
[00:14:54.000 --> 00:14:56.000]  很清楚的告訴我們
[00:14:56.000 --> 00:14:58.000]  耶和華走在他們前面
[00:14:58.000 --> 00:15:00.000]  耶和華走在他們前面
[00:15:00.000 --> 00:15:02.000]  日間用雲柱
[00:15:02.000 --> 00:15:04.000]  引領他們的路
[00:15:04.000 --> 00:15:06.000]  日間用雲柱引領他們的路
[00:15:06.000 --> 00:15:08.000]  夜間用火柱照亮他們
[00:15:08.000 --> 00:15:10.000]  夜間用火柱來照亮他們
[00:15:10.000 --> 00:15:12.000]  使他們日夜都可以走
[00:15:12.000 --> 00:15:14.000]  使他們日夜都可以走
[00:15:14.000 --> 00:15:16.000]  日間的雲柱
[00:15:16.000 --> 00:15:18.000]  夜間的火柱
[00:15:18.000 --> 00:15:20.000]  總不離開百姓的面前
[00:15:20.000 --> 00:15:22.000]  總不離開百姓的面前
[00:15:22.000 --> 00:15:24.000]  原來當時已經有GPS
[00:15:24.000 --> 00:15:26.000]  原來當時已經有衛星導航
[00:15:26.000 --> 00:15:28.000]  原來當時已經有衛星導航
[00:15:28.000 --> 00:15:30.000]  就是神去導航
[00:15:30.000 --> 00:15:32.000]  當然他們看不到神的樣子
[00:15:32.000 --> 00:15:34.000]  當然他們看不到神的樣子
[00:15:34.000 --> 00:15:36.000]  但日間就有雲柱
[00:15:36.000 --> 00:15:38.000]  日間就有雲柱
[00:15:38.000 --> 00:15:40.000]  日間有太陽看到很光就沒有問題
[00:15:40.000 --> 00:15:42.000]  日間有太陽看到也非常清楚
[00:15:42.000 --> 00:15:44.000]  但夜晚雲柱都沒有用
[00:15:44.000 --> 00:15:46.000]  但夜晚雲柱都沒有用
[00:15:46.000 --> 00:15:48.000]  但夜晚雲柱都沒有用
[00:15:48.000 --> 00:15:50.000]  但夜晚雲柱都沒有用
[00:15:50.000 --> 00:15:52.000]  但夜晚雲柱都沒有用
[00:15:52.000 --> 00:15:54.000]  但夜晚雲柱都沒有用
[00:15:54.000 --> 00:15:56.000]  但夜晚雲柱都沒有用
[00:15:56.000 --> 00:15:58.000]  但夜晚雲柱都沒有用
[00:15:58.000 --> 00:16:00.000]  但夜晚雲柱都沒有用
[00:16:00.000 --> 00:16:02.000]  但夜晚雲柱都沒有用
[00:16:02.000 --> 00:16:04.000]  但夜晚雲柱都沒有用
[00:16:04.000 --> 00:16:06.000]  但夜晚雲柱都沒有用
[00:16:06.000 --> 00:16:08.000]  但夜晚雲柱都沒有用
[00:16:08.000 --> 00:16:10.000]  但夜晚雲柱都沒有用
[00:16:10.000 --> 00:16:12.000]  但夜晚雲柱都沒有用
[00:16:12.000 --> 00:16:14.000]  但夜晚雲柱都沒有用
[00:16:42.000 --> 00:16:44.000]  那我們再繼續看十章第二十七節
[00:16:44.000 --> 00:16:46.000]  那我們再繼續看十章第二十七節
[00:17:12.000 --> 00:17:14.000]  就是我們的拯救
[00:17:14.000 --> 00:17:16.000]  我們不需要怕什麼
[00:17:16.000 --> 00:17:18.000]  我們不需要怕什麼
[00:17:18.000 --> 00:17:20.000]  有光就不用怕
[00:17:20.000 --> 00:17:22.000]  有光就不用怕
[00:17:22.000 --> 00:17:24.000]  所以光是很重要
[00:17:24.000 --> 00:17:26.000]  所以難怪到了耶穌的時期
[00:17:26.000 --> 00:17:28.000]  所以難怪到了耶穌的時期
[00:17:28.000 --> 00:17:30.000]  所以到了耶穌的時期
[00:17:30.000 --> 00:17:32.000]  耶穌是怎麼說的呢
[00:17:32.000 --> 00:17:34.000]  耶穌是怎麼說的呢
[00:17:34.000 --> 00:17:36.000]  祂說我是世界的光
[00:17:36.000 --> 00:17:38.000]  祂說我是世界的光
[00:17:38.000 --> 00:17:40.000]  約翰福音八章十二節
[00:17:40.000 --> 00:17:42.000]  約翰福音八章十二節
[00:17:42.000 --> 00:17:44.000]  跟從我的必不在黑暗裡走
[00:17:44.000 --> 00:17:46.000]  跟從我的必不在黑暗裡走
[00:17:46.000 --> 00:17:48.000]  得著生命的光
[00:17:48.000 --> 00:17:50.000]  得著生命的光
[00:17:50.000 --> 00:17:52.000]  等下我再說什麼是生命的光
[00:17:52.000 --> 00:17:54.000]  等下我再說什麼是生命的光
[00:17:54.000 --> 00:17:56.000]  但記住耶穌說
[00:17:56.000 --> 00:17:58.000]  我就是這個世界的光
[00:17:58.000 --> 00:18:00.000]  記住耶穌說過
[00:18:00.000 --> 00:18:02.000]  我就是世界的光
[00:18:02.000 --> 00:18:04.000]  我們還沒有認識神的時候
[00:18:04.000 --> 00:18:06.000]  我們還沒有認識神的時候
[00:18:06.000 --> 00:18:08.000]  我們走在黑暗裡
[00:18:08.000 --> 00:18:10.000]  我們還沒有認識神的時候
[00:18:10.000 --> 00:18:12.000]  我們人生沒有方向
[00:18:12.000 --> 00:18:14.000]  我們人生沒有方向
[00:18:14.000 --> 00:18:16.000]  我們人生沒有方向
[00:18:16.000 --> 00:18:18.000]  如果你不認識神的話
[00:18:18.000 --> 00:18:20.000]  如果你不認識神的話
[00:18:20.000 --> 00:18:22.000]  我們唯一的方向就是向著自己的墳墓走
[00:18:22.000 --> 00:18:24.000]  我們唯一的方向就是向著自己的墳墓走
[00:18:24.000 --> 00:18:26.000]  我們唯一的方向就是向著自己的墳墓走
[00:18:26.000 --> 00:18:28.000]  人生幾十年很快就過去
[00:18:28.000 --> 00:18:30.000]  人生幾十年很快就過去
[00:18:30.000 --> 00:18:32.000]  嘍嘍碌碌的一生
[00:18:32.000 --> 00:18:34.000]  嘍嘍碌碌的一生
[00:18:34.000 --> 00:18:36.000]  有起有落
[00:18:36.000 --> 00:18:38.000]  經歷生離死別
[00:18:38.000 --> 00:18:40.000]  經歷生離死別
[00:18:40.000 --> 00:18:42.000]  無論你賺了多少錢
[00:18:42.000 --> 00:18:44.000]  無論你賺了多少錢
[00:18:44.000 --> 00:18:46.000]  有多少權利
[00:18:46.000 --> 00:18:48.000]  一點都帶不走
[00:18:48.000 --> 00:18:50.000]  一點都帶不走
[00:18:50.000 --> 00:18:52.000]  生命有什麼方向
[00:18:52.000 --> 00:18:54.000]  就向著自己的墳墓
[00:18:54.000 --> 00:18:56.000]  就向著自己的墳墓
[00:18:56.000 --> 00:18:58.000]  當耶穌來到
[00:18:58.000 --> 00:19:00.000]  當耶穌來到
[00:19:00.000 --> 00:19:02.000]  他說我就是世界的光
[00:19:02.000 --> 00:19:04.000]  他說我就是世界的光
[00:19:04.000 --> 00:19:06.000]  你不會像以前一樣走在黑暗裡
[00:19:06.000 --> 00:19:08.000]  你不會像以前一樣走在黑暗裡
[00:19:34.000 --> 00:19:36.000]  在裡面有生命
[00:19:36.000 --> 00:19:38.000]  這個生命就是人的光
[00:19:38.000 --> 00:19:40.000]  這個生命就是人的光
[00:19:40.000 --> 00:19:42.000]  光照在黑暗裡
[00:19:42.000 --> 00:19:44.000]  光照在黑暗裡
[00:19:44.000 --> 00:19:46.000]  黑暗卻沒有勝過光
[00:19:46.000 --> 00:19:48.000]  黑暗卻沒有勝過光
[00:19:48.000 --> 00:19:50.000]  黑暗是不會贏過光的
[00:19:50.000 --> 00:19:52.000]  黑暗是不會贏過光的
[00:19:52.000 --> 00:19:54.000]  只有光勝過黑暗
[00:19:54.000 --> 00:19:56.000]  只有光勝過黑暗
[00:19:56.000 --> 00:19:58.000]  你進入一間房間裡面
[00:19:58.000 --> 00:20:00.000]  開著燈
[00:20:00.000 --> 00:20:02.000]  黑暗一定會走
[00:20:02.000 --> 00:20:04.000]  黑暗一定會走
[00:20:04.000 --> 00:20:06.000]  黑暗還在嗎?
[00:20:06.000 --> 00:20:08.000]  黑暗還在嗎?
[00:20:08.000 --> 00:20:10.000]  黑暗還在嗎?
[00:20:10.000 --> 00:20:12.000]  除非你關燈
[00:20:12.000 --> 00:20:14.000]  除非你不再跟從主耶穌
[00:20:14.000 --> 00:20:16.000]  除非你不再跟從主耶穌
[00:20:16.000 --> 00:20:18.000]  你開了燈,誰會贏?
[00:20:18.000 --> 00:20:20.000]  黑暗大還是光大?
[00:20:20.000 --> 00:20:22.000]  黑暗大還是光大?
[00:20:22.000 --> 00:20:24.000]  當然是光大很多
[00:20:24.000 --> 00:20:26.000]  光蓋過黑暗
[00:20:26.000 --> 00:20:28.000]  光蓋過黑暗
[00:20:28.000 --> 00:20:30.000]  黑暗不會蓋過光
[00:20:30.000 --> 00:20:32.000]  所以跟從我們主耶穌
[00:20:32.000 --> 00:20:34.000]  我們就不再怕住在黑暗裡
[00:20:34.000 --> 00:20:36.000]  跟從主耶穌
[00:20:36.000 --> 00:20:38.000]  我們就不會害怕住在黑暗裡
[00:20:38.000 --> 00:20:40.000]  所有人都住了很多年
[00:20:40.000 --> 00:20:42.000]  有些人住了很多年
[00:20:42.000 --> 00:20:44.000]  他還在說魔鬼
[00:20:44.000 --> 00:20:46.000]  魔鬼整天來搞我
[00:20:46.000 --> 00:20:48.000]  是你軟弱
[00:20:48.000 --> 00:20:50.000]  是因為你的軟弱
[00:20:50.000 --> 00:20:52.000]  魔鬼怎麼敢靠近你的身體
[00:20:52.000 --> 00:20:54.000]  因為有光在你裡面
[00:20:54.000 --> 00:20:56.000]  因為有光在你裡面
[00:20:56.000 --> 00:20:58.000]  光勝過黑暗
[00:20:58.000 --> 00:21:00.000]  所以我們不需要害怕
[00:21:00.000 --> 00:21:02.000]  所以我們不需要懼怕
[00:21:28.000 --> 00:21:30.000]  當我們與神有團契
[00:21:30.000 --> 00:21:32.000]  當我們與神有團契
[00:21:32.000 --> 00:21:34.000]  當我們與神有團契
[00:21:34.000 --> 00:21:36.000]  當我們與神有團契
[00:21:36.000 --> 00:21:38.000]  當我們與神有團契
[00:21:38.000 --> 00:21:40.000]  當我們與神有團契
[00:21:40.000 --> 00:21:42.000]  當我們與神有團契
[00:21:42.000 --> 00:21:44.000]  當我們與神有團契
[00:21:44.000 --> 00:21:46.000]  當我們與神有團契
[00:21:46.000 --> 00:21:48.000]  當我們與神有團契
[00:21:48.000 --> 00:21:50.000]  當我們與神有團契
[00:21:50.000 --> 00:21:52.000]  當我們與神有團契
[00:21:52.000 --> 00:21:54.000]  當我們與神有團契
[00:21:54.000 --> 00:21:56.000]  當我們與神有團契
[00:21:56.000 --> 00:21:58.000]  當我們與神有團契
[00:21:58.000 --> 00:22:00.000]  當我們與神有團契
[00:22:00.000 --> 00:22:02.000]  當我們與神有團契
[00:22:02.000 --> 00:22:04.000]  當我們與神有團契
[00:22:04.000 --> 00:22:06.000]  當我們與神有團契
[00:22:06.000 --> 00:22:08.000]  當我們與神有團契
[00:22:08.000 --> 00:22:10.000]  當我們與神有團契
[00:22:10.000 --> 00:22:12.000]  當我們與神有團契
[00:22:12.000 --> 00:22:14.000]  當我們與神有團契
[00:22:14.000 --> 00:22:16.000]  當我們與神有團契
[00:22:16.000 --> 00:22:18.000]  當我們與神有團契
[00:22:18.000 --> 00:22:20.000]  當我們與神有團契
[00:22:20.000 --> 00:22:22.000]  當我們與神有團契
[00:22:22.000 --> 00:22:24.000]  當我們與神有團契
[00:22:24.000 --> 00:22:26.000]  當我們與神有團契
[00:22:26.000 --> 00:22:28.000]  當我們與神有團契
[00:22:28.000 --> 00:22:30.000]  當我們與神有團契
[00:22:30.000 --> 00:22:32.000]  當我們與神有團契
[00:22:32.000 --> 00:22:34.000]  當我們與神有團契
[00:22:34.000 --> 00:22:36.000]  當我們與神有團契
[00:22:36.000 --> 00:22:38.000]  當我們與神有團契
[00:22:38.000 --> 00:22:40.000]  當我們與神有團契
[00:22:40.000 --> 00:22:42.000]  當我們與神有團契
[00:22:42.000 --> 00:22:44.000]  當我們與神有團契
[00:22:44.000 --> 00:22:46.000]  當我們與神有團契
[00:22:46.000 --> 00:22:48.000]  當我們與神有團契
[00:22:48.000 --> 00:22:50.000]  當我們與神有團契
[00:22:50.000 --> 00:22:52.000]  當我們與神有團契
[00:22:52.000 --> 00:22:54.000]  當我們與神有團契
[00:23:22.000 --> 00:23:24.000]  當我們與神有團契
[00:23:24.000 --> 00:23:26.000]  當我們與神有團契
[00:23:26.000 --> 00:23:28.000]  當我們與神有團契
[00:23:28.000 --> 00:23:30.000]  當我們與神有團契
[00:23:30.000 --> 00:23:32.000]  當我們與神有團契
[00:23:32.000 --> 00:23:34.000]  當我們與神有團契
[00:23:34.000 --> 00:23:36.000]  當我們與神有團契
[00:23:36.000 --> 00:23:38.000]  當我們與神有團契
[00:23:38.000 --> 00:23:40.000]  當我們與神有團契
[00:23:40.000 --> 00:23:42.000]  當我們與神有團契
[00:23:42.000 --> 00:23:44.000]  當我們與神有團契
[00:23:44.000 --> 00:23:46.000]  當我們與神有團契
[00:23:46.000 --> 00:23:48.000]  當我們與神有團契
[00:23:48.000 --> 00:23:50.000]  當我們與神有團契
[00:23:50.000 --> 00:23:52.000]  當我們與神有團契
[00:23:52.000 --> 00:23:54.000]  當我們與神有團契
[00:23:54.000 --> 00:23:56.000]  當我們與神有團契
[00:23:56.000 --> 00:23:58.000]  當我們與神有團契
[00:23:58.000 --> 00:24:00.000]  當我們與神有團契
[00:24:00.000 --> 00:24:02.000]  當我們與神有團契
[00:24:02.000 --> 00:24:04.000]  當我們與神有團契
[00:24:04.000 --> 00:24:06.000]  當我們與神有團契
