
[00:00:00.000 --> 00:00:03.000]  今天講的這篇道是講爸爸
[00:01:57.000 --> 00:01:58.000]  還有
[00:01:58.000 --> 00:01:59.000]  那你有沒有祈禱
[00:01:59.000 --> 00:02:00.000]  有
[00:02:00.000 --> 00:02:02.000]  那你有沒有叫耶穌的補血洗淨你的罪
[00:02:02.000 --> 00:02:03.000]  有
[00:02:03.000 --> 00:02:04.000]  那你還有Jet Lag
[00:02:04.000 --> 00:02:07.000]  我說有
[00:02:07.000 --> 00:02:11.000]  幸好我問醫生拿了藥
[00:02:11.000 --> 00:02:13.000]  不要緊
[00:02:13.000 --> 00:02:17.000]  因為我們信耶穌不是指點耶穌做事
[00:02:17.000 --> 00:02:19.000]  耶穌不是我們的waiter
[00:02:19.000 --> 00:02:22.000]  耶穌是耶穌是我們的主
[00:02:22.000 --> 00:02:25.000]  在這個處境裏四十多年
[00:02:25.000 --> 00:02:28.000]  不離不棄風雨同路
[00:02:28.000 --> 00:02:29.000]  耶穌愛你
[00:02:29.000 --> 00:02:31.000]  耶穌愛我
[00:02:31.000 --> 00:02:35.000]  信耶穌絕對不是代表天色常藍
[00:02:35.000 --> 00:02:39.000]  信耶穌有很多難處
[00:02:39.000 --> 00:02:46.000]  十七年前在我生命裏經歷了一個很低的低谷
[00:02:46.000 --> 00:02:48.000]  祈禱都沒有力
[00:02:48.000 --> 00:02:51.000]  不想出去見人
[00:02:51.000 --> 00:02:53.000]  當時候牧師就跟我說
[00:02:53.000 --> 00:02:57.000]  你不如跟我去一個教牧的祈禱會
[00:02:57.000 --> 00:02:58.000]  我說好啊
[00:02:58.000 --> 00:02:59.000]  去吧
[00:02:59.000 --> 00:03:00.000]  去到的時候
[00:03:00.000 --> 00:03:03.000]  是有一位女仙之講道
[00:03:03.000 --> 00:03:05.000]  那個女仙之在講道的時候
[00:03:05.000 --> 00:03:06.000]  她就說
[00:03:06.000 --> 00:03:08.000]  I know there is a media person
[00:03:08.000 --> 00:03:10.000]  做傳媒的人在我們當中
[00:03:10.000 --> 00:03:12.000]  上帝有事要我跟她說
[00:03:12.000 --> 00:03:14.000]  麻煩她走出來
[00:03:14.000 --> 00:03:20.000]  你猜我出不出
[00:03:20.000 --> 00:03:22.000]  我都說我不開心
[00:03:22.000 --> 00:03:23.000]  一個不開心的人
[00:03:23.000 --> 00:03:25.000]  怎會眾目睽睽之下走出來
[00:03:25.000 --> 00:03:27.000]  當然不出
[00:03:27.000 --> 00:03:29.000]  候牧師會不會叫我出呢
[00:03:29.000 --> 00:03:30.000]  你明白候牧師
[00:03:30.000 --> 00:03:32.000]  你知道他不喜歡逼人的
[00:03:32.000 --> 00:03:36.000]  尤其是老婆不可以逼的
[00:03:36.000 --> 00:03:38.000]  我於是就在那裏
[00:03:38.000 --> 00:03:40.000]  當時我想我那本雜誌都截了
[00:03:40.000 --> 00:03:44.000]  快要連工作都沒有了
[00:03:44.000 --> 00:03:46.000]  怎麼辦呢
[00:03:46.000 --> 00:03:47.000]  誰知道她說
[00:03:47.000 --> 00:03:49.000]  如果她不出來
[00:03:49.000 --> 00:03:52.000]  我不講道
[00:03:52.000 --> 00:03:54.000]  我隔壁有個姊妹就說
[00:03:54.000 --> 00:03:55.000]  師母麻煩你出去吧
[00:03:55.000 --> 00:03:57.000]  不是她不講道
[00:03:57.000 --> 00:04:00.000]  我就死死地走出去
[00:04:00.000 --> 00:04:01.000]  走出去
[00:04:01.000 --> 00:04:03.000]  上帝就告訴你
[00:04:03.000 --> 00:04:06.000]  祂要為你打開傳媒的門
[00:04:06.000 --> 00:04:08.000]  祂要讓你成為一道橋樑
[00:04:08.000 --> 00:04:12.000]  祂要讓你成為福音和社會的橋樑
[00:04:12.000 --> 00:04:15.000]  你要去到不同的地方宣講
[00:04:15.000 --> 00:04:17.000]  我聽完之後
[00:04:17.000 --> 00:04:18.000]  我很記得
[00:04:18.000 --> 00:04:19.000]  我又跟候牧師說
[00:04:19.000 --> 00:04:22.000]  現在他算命嗎
[00:04:22.000 --> 00:04:23.000]  候牧師你不要這樣想
[00:04:23.000 --> 00:04:25.000]  行不行呢
[00:04:25.000 --> 00:04:26.000]  你可不可以當他是一種激勵
[00:04:26.000 --> 00:04:27.000]  行不行
[00:04:27.000 --> 00:04:28.000]  行行行
[00:04:28.000 --> 00:04:29.000]  激勵
[00:04:29.000 --> 00:04:32.000]  當時其實還有一個選擇
[00:04:32.000 --> 00:04:36.000]  有些人都是這樣說
[00:04:36.000 --> 00:04:38.000]  師母你回塘福吧
[00:04:38.000 --> 00:04:39.000]  在那裏躲藏吧
[00:04:39.000 --> 00:04:40.000]  是最好的
[00:04:40.000 --> 00:04:42.000]  每個人都師母師母的記號
[00:04:42.000 --> 00:04:43.000]  我也想的
[00:04:43.000 --> 00:04:47.000]  不過只有一個人反對
[00:04:47.000 --> 00:04:48.000]  你知道是誰了
[00:04:48.000 --> 00:04:49.000]  我不講了
[00:04:49.000 --> 00:04:50.000]  總之他反對
[00:04:50.000 --> 00:04:52.000]  我無法回來
[00:04:52.000 --> 00:04:54.000]  十七年了
[00:04:54.000 --> 00:04:55.000]  真的嗎
[00:04:55.000 --> 00:04:57.000]  我沒有想過
[00:04:57.000 --> 00:04:58.000]  昨天候牧師說
[00:04:58.000 --> 00:05:00.000]  我們從來沒有想過
[00:05:00.000 --> 00:05:03.000]  這些門會開
[00:05:03.000 --> 00:05:05.000]  我為人很感恩
[00:05:05.000 --> 00:05:06.000]  想見到他
[00:05:06.000 --> 00:05:07.000]  如果是你
[00:05:07.000 --> 00:05:08.000]  你想不想見到他
[00:05:08.000 --> 00:05:09.000]  想
[00:05:09.000 --> 00:05:10.000]  兩個星期前
[00:05:10.000 --> 00:05:13.000]  我真的去見到他
[00:05:13.000 --> 00:05:14.000]  我很感動
[00:05:14.000 --> 00:05:15.000]  我不知道他
[00:05:15.000 --> 00:05:16.000]  我問他你記不記得
[00:05:16.000 --> 00:05:17.000]  你講過什麼不記得
[00:05:17.000 --> 00:05:18.000]  知不知道我是誰
[00:05:18.000 --> 00:05:19.000]  當然不知道
[00:05:19.000 --> 00:05:21.000]  因為別人講了很多
[00:05:21.000 --> 00:05:22.000]  祈禱了很多
[00:05:22.000 --> 00:05:23.000]  但當日很有趣
[00:05:23.000 --> 00:05:25.000]  他說Shirley you stand up
[00:05:25.000 --> 00:05:28.000]  I have a prophecy for you and your church
[00:05:28.000 --> 00:05:29.000]  很長的
[00:05:29.000 --> 00:05:30.000]  我不講那麼多
[00:05:30.000 --> 00:05:31.000]  但其中一樣是
[00:05:31.000 --> 00:05:33.000]  上帝會興起塘福
[00:05:33.000 --> 00:05:34.000]  會興起塘福的下一代
[00:05:34.000 --> 00:05:37.000]  會將更多更多的新歌給塘福
[00:05:37.000 --> 00:05:39.000]  讓塘福能夠轉化這個城市
[00:05:39.000 --> 00:05:43.000]  How do you feel
[00:05:43.000 --> 00:05:45.000]  感覺如何
[00:05:45.000 --> 00:05:48.000]  其實你等了一分鐘
[00:05:48.000 --> 00:05:51.000]  有沒有覺得很奇怪
[00:05:51.000 --> 00:05:53.000]  為什麼不說話
[00:05:53.000 --> 00:05:54.000]  在這裡做什麼
[00:05:54.000 --> 00:05:57.000]  於是有些人開始看手機
[00:05:57.000 --> 00:05:59.000]  有些人又看我
[00:05:59.000 --> 00:06:01.000]  又皺眉頭
[00:06:01.000 --> 00:06:03.000]  你在搞什麼
[00:06:03.000 --> 00:06:05.000]  我們每個人都在等一些東西
[00:06:05.000 --> 00:06:07.000]  是不是
[00:06:07.000 --> 00:06:10.000]  有幼稚園小朋友
[00:06:10.000 --> 00:06:13.000]  就可能在等一間學校收
[00:06:13.000 --> 00:06:17.000]  再大一點的就在等一間大學收
[00:06:17.000 --> 00:06:19.000]  有大學收就在等什麼
[00:06:19.000 --> 00:06:22.000]  就在等他認識男女朋友
[00:06:22.000 --> 00:06:25.000]  認識男女朋友就在等他什麼時候
[00:06:25.000 --> 00:06:27.000]  結婚了
[00:06:27.000 --> 00:06:29.000]  到結婚了就在等什麼
[00:06:29.000 --> 00:06:30.000]  你知道的
[00:06:30.000 --> 00:06:31.000]  抱孫子
[00:06:31.000 --> 00:06:33.000]  小聲說好了
[00:06:33.000 --> 00:06:35.000]  然後到我們這個年紀
[00:06:35.000 --> 00:06:36.000]  等什麼
[00:06:36.000 --> 00:06:38.000]  等退休
[00:06:38.000 --> 00:06:42.000]  每個人在等一些東西
[00:06:42.000 --> 00:06:46.000]  但其實我們不習慣等
[00:06:46.000 --> 00:06:48.000]  我們等一等就會生氣
[00:06:48.000 --> 00:06:49.000]  上帝啊
[00:06:49.000 --> 00:06:50.000]  你為什麼答應他
[00:06:50.000 --> 00:06:52.000]  師母祈禱不答應我
[00:06:52.000 --> 00:06:53.000]  你看他女兒都嫁得出
[00:06:53.000 --> 00:06:55.000]  我那個還沒有
[00:06:55.000 --> 00:06:57.000]  上帝啊
[00:06:57.000 --> 00:06:59.000]  為什麼我要我老公變
[00:06:59.000 --> 00:07:00.000]  他總是不變
[00:07:00.000 --> 00:07:01.000]  我老婆也是這樣
[00:07:01.000 --> 00:07:04.000]  回教會幾十年了
[00:07:04.000 --> 00:07:05.000]  我們其實在等什麼
[00:07:05.000 --> 00:07:07.000]  等上帝啊
[00:07:07.000 --> 00:07:08.000]  我們覺得上帝不動
[00:07:08.000 --> 00:07:09.000]  上帝不做事
[00:07:09.000 --> 00:07:10.000]  不過今天
[00:07:10.000 --> 00:07:11.000]  在講這篇導之先
[00:07:11.000 --> 00:07:14.000]  我想將你的思想轉一轉
[00:07:14.000 --> 00:07:18.000]  不是我們在等上帝
[00:07:18.000 --> 00:07:23.000]  是上帝在等我們
[00:07:23.000 --> 00:07:26.000]  同意嗎
[00:07:26.000 --> 00:07:28.000]  不是我們在等上帝
[00:07:28.000 --> 00:07:33.000]  是上帝一路一路一路在等我們
[00:07:33.000 --> 00:07:34.000]  浪子的故事
[00:07:34.000 --> 00:07:40.000]  我形容為是我生命的一幅圖畫
[00:07:40.000 --> 00:07:42.000]  是流離漂泊的時候
[00:07:42.000 --> 00:07:46.000]  上帝尋找到我
[00:07:46.000 --> 00:07:47.000]  大家都耳熟能詳
[00:07:47.000 --> 00:07:49.000]  不用怎麼說
[00:07:49.000 --> 00:07:50.000]  一個爸爸有兩個兒子
[00:07:50.000 --> 00:07:51.000]  一個嬰兒
[00:07:51.000 --> 00:07:52.000]  一個乖乖兒子
[00:07:52.000 --> 00:07:54.000]  嬰兒就問老爸拿家產
[00:07:54.000 --> 00:07:55.000]  就出去散了
[00:07:55.000 --> 00:07:56.000]  然後回來
[00:07:56.000 --> 00:07:59.000]  老爸開派對歡迎他
[00:07:59.000 --> 00:08:02.000]  誰知道乖乖兒子就生氣了
[00:08:02.000 --> 00:08:04.000]  就是這樣
[00:08:04.000 --> 00:08:06.000]  今天很想透過這個故事
[00:08:06.000 --> 00:08:07.000]  跟大家講一下
[00:08:07.000 --> 00:08:10.000]  將集中點放在爸爸身上
[00:08:10.000 --> 00:08:13.000]  一個父親的等待
[00:08:13.000 --> 00:08:14.000]  怎樣的父親
[00:08:14.000 --> 00:08:16.000]  就有怎樣的等待
[00:08:16.000 --> 00:08:17.000]  三點
[00:08:17.000 --> 00:08:18.000]  放手的爸爸
[00:08:18.000 --> 00:08:19.000]  不是一個操控的爸爸
[00:08:19.000 --> 00:08:20.000]  隨時隨在的爸爸
[00:08:20.000 --> 00:08:22.000]  不是一個缺席的爸爸
[00:08:22.000 --> 00:08:23.000]  要輸接納的爸爸
[00:08:23.000 --> 00:08:26.000]  不是一個拒絕的爸爸
[00:08:26.000 --> 00:08:29.000]  放手的父親
[00:08:29.000 --> 00:08:31.000]  十五章十二節
[00:08:31.000 --> 00:08:32.000]  兒子跟爸爸說
[00:08:32.000 --> 00:08:36.000]  請你將我應得的家業給我
[00:08:36.000 --> 00:08:38.000]  什麼叫家業呢
[00:08:38.000 --> 00:08:43.000]  原來就是養老的家財
[00:08:43.000 --> 00:08:46.000]  很多朋友都跟我說
[00:08:46.000 --> 00:08:47.000]  以前我爸爸都跟我說
[00:08:47.000 --> 00:08:49.000]  他說那些好朋友跟他說
[00:08:49.000 --> 00:08:51.000]  千萬不要再生
[00:08:51.000 --> 00:08:52.000]  分家產給子女
[00:08:52.000 --> 00:08:53.000]  為什麼
[00:08:53.000 --> 00:08:55.000]  怕他不養你
[00:08:55.000 --> 00:08:57.000]  以色列人都是這樣說的
[00:08:57.000 --> 00:08:59.000]  他說只要你活著
[00:08:59.000 --> 00:09:01.000]  就不要把權力財產
[00:09:01.000 --> 00:09:03.000]  交給任何人
[00:09:03.000 --> 00:09:05.000]  以免你會改變主意
[00:09:05.000 --> 00:09:07.000]  問他拿回
[00:09:07.000 --> 00:09:11.000]  所以通常是不給的
[00:09:11.000 --> 00:09:12.000]  但是什麼情況給呢
[00:09:12.000 --> 00:09:14.000]  就是爸爸自己覺得要給
[00:09:14.000 --> 00:09:16.000]  那他可以給
[00:09:16.000 --> 00:09:19.000]  不過很少是兒子問爸爸拿
[00:09:19.000 --> 00:09:22.000]  你有沒有聽過
[00:09:22.000 --> 00:09:23.000]  兒子問爸爸拿
[00:09:23.000 --> 00:09:25.000]  就代表大逆不道
[00:09:25.000 --> 00:09:28.000]  就代表想爸爸死
[00:09:28.000 --> 00:09:30.000]  我2006年港獨
[00:09:30.000 --> 00:09:32.000]  就罵兒子大逆不道
[00:09:32.000 --> 00:09:33.000]  他想爸爸死
[00:09:33.000 --> 00:09:34.000]  不過現在的人
[00:09:34.000 --> 00:09:36.000]  不知為何去到不同年齡
[00:09:36.000 --> 00:09:37.000]  寬容一點
[00:09:37.000 --> 00:09:38.000]  我們寬容一點
[00:09:38.000 --> 00:09:41.000]  兒子為什麼會這樣
[00:09:41.000 --> 00:09:44.000]  合不合情理呢
[00:09:44.000 --> 00:09:46.000]  原來有些戒經家說
[00:09:46.000 --> 00:09:48.000]  兒子為什麼要這樣
[00:09:48.000 --> 00:09:50.000]  因為他裡面有desire
[00:09:50.000 --> 00:09:51.000]  想
[00:09:51.000 --> 00:09:54.000]  他想要就問爸爸拿
[00:09:54.000 --> 00:09:56.000]  我想要iPhone就問爸爸拿
[00:09:56.000 --> 00:09:58.000]  有什麼問題
[00:09:58.000 --> 00:10:01.000]  想不是問題
[00:10:01.000 --> 00:10:03.000]  這裡說他想要應得的東西
[00:10:03.000 --> 00:10:04.000]  還有一樣東西
[00:10:04.000 --> 00:10:06.000]  我以前看漏了
[00:10:06.000 --> 00:10:08.000]  他想要了之後
[00:10:08.000 --> 00:10:12.000]  就跟著往遠方去
[00:10:12.000 --> 00:10:13.000]  用廣東話說
[00:10:13.000 --> 00:10:14.000]  就是又這麼遠
[00:10:14.000 --> 00:10:16.000]  走這麼遠
[00:10:16.000 --> 00:10:17.000]  我問你
[00:10:17.000 --> 00:10:20.000]  大部分都到某個年紀
[00:10:20.000 --> 00:10:21.000]  年輕的也好
[00:10:21.000 --> 00:10:23.000]  到我這個年紀也好
[00:10:23.000 --> 00:10:25.000]  你年輕的時候
[00:10:25.000 --> 00:10:29.000]  有沒有想過離開家
[00:10:29.000 --> 00:10:30.000]  有沒有
[00:10:30.000 --> 00:10:31.000]  有舉手嗎
[00:10:31.000 --> 00:10:32.000]  有啊
[00:10:32.000 --> 00:10:33.000]  大部分都應該有
[00:10:33.000 --> 00:10:34.000]  正常的
[00:10:34.000 --> 00:10:35.000]  是不是
[00:10:35.000 --> 00:10:36.000]  離開家
[00:10:36.000 --> 00:10:37.000]  又這麼遠
[00:10:37.000 --> 00:10:38.000]  去到這麼遠
[00:10:38.000 --> 00:10:42.000]  不用爸爸媽媽管
[00:10:42.000 --> 00:10:44.000]  但是當我們看回
[00:10:44.000 --> 00:10:48.000]  我有一幅圖叫做欲望連環圖的時候
[00:10:48.000 --> 00:10:50.000]  是標竿人生
[00:10:50.000 --> 00:10:52.000]  列出來我覺得也挺對
[00:10:52.000 --> 00:10:53.000]  有
[00:10:53.000 --> 00:10:54.000]  要離開
[00:10:54.000 --> 00:10:55.000]  不是問題
[00:10:55.000 --> 00:10:56.000]  但是
[00:10:56.000 --> 00:10:57.000]  接著下去
[00:10:57.000 --> 00:10:59.000]  欲望會令人懷疑
[00:10:59.000 --> 00:11:01.000]  懷疑什麼
[00:11:01.000 --> 00:11:03.000]  在家千日好
[00:11:03.000 --> 00:11:04.000]  No
[00:11:04.000 --> 00:11:06.000]  流浪更有型
[00:11:06.000 --> 00:11:08.000]  是不是出去
[00:11:08.000 --> 00:11:10.000]  出去多好
[00:11:10.000 --> 00:11:12.000]  接著
[00:11:12.000 --> 00:11:17.000]  懷疑之後是欺騙
[00:11:17.000 --> 00:11:19.000]  爸爸想你在這裡
[00:11:19.000 --> 00:11:20.000]  當然了
[00:11:20.000 --> 00:11:22.000]  想你幫他打工
[00:11:22.000 --> 00:11:24.000]  他想擁有你
[00:11:24.000 --> 00:11:26.000]  外面多好
[00:11:26.000 --> 00:11:29.000]  外面很多東西你沒試過
[00:11:29.000 --> 00:11:32.000]  我和何牧師在討論經文的時候
[00:11:32.000 --> 00:11:33.000]  就發覺
[00:11:33.000 --> 00:11:35.000]  其實小孩沒出去之前
[00:11:35.000 --> 00:11:36.000]  他還是乖乖的
[00:11:36.000 --> 00:11:38.000]  同不同意
[00:11:38.000 --> 00:11:39.000]  他是個乖乖的
[00:11:39.000 --> 00:11:43.000]  你知不知道最受誘惑的就是乖乖
[00:11:43.000 --> 00:11:45.000]  接下來會在同福
[00:11:45.000 --> 00:11:48.000]  教一個信二代成全的課程
[00:11:48.000 --> 00:11:51.000]  我看了不少的研究
[00:11:51.000 --> 00:11:55.000]  關於我們信徒下一代
[00:11:55.000 --> 00:11:57.000]  還繼續信的
[00:11:57.000 --> 00:11:58.000]  那個傷亡率
[00:11:58.000 --> 00:12:00.000]  你知不知道是多少
[00:12:00.000 --> 00:12:02.000]  八到九成
[00:12:02.000 --> 00:12:04.000]  最高危的是什麼
[00:12:04.000 --> 00:12:05.000]  傳道人
[00:12:05.000 --> 00:12:06.000]  牧師
[00:12:06.000 --> 00:12:08.000]  還有長執的下一代
[00:12:08.000 --> 00:12:09.000]  為什麼
[00:12:09.000 --> 00:12:10.000]  我後來想到其中一個原因
[00:12:10.000 --> 00:12:12.000]  可能就是往遠方去
[00:12:12.000 --> 00:12:13.000]  明白嗎
[00:12:13.000 --> 00:12:15.000]  最大的誘惑是什麼
[00:12:15.000 --> 00:12:17.000]  你當然是乖女
[00:12:17.000 --> 00:12:19.000]  牧師的女兒
[00:12:19.000 --> 00:12:20.000]  你沒試過外面
[00:12:20.000 --> 00:12:22.000]  你什麼都不懂
[00:12:22.000 --> 00:12:24.000]  你離地
[00:12:24.000 --> 00:12:25.000]  你什麼都不知道
[00:12:25.000 --> 00:12:27.000]  出去
[00:12:27.000 --> 00:12:29.000]  很有誘惑
[00:12:29.000 --> 00:12:31.000]  原來我們這個世代
[00:12:31.000 --> 00:12:34.000]  乖即是貶慈
[00:12:34.000 --> 00:12:37.000]  所以你不要隨便說你的女兒乖女
[00:12:37.000 --> 00:12:38.000]  他們不喜歡
[00:12:38.000 --> 00:12:40.000]  你最多說OK吧
[00:12:40.000 --> 00:12:42.000]  這樣就行了
[00:12:42.000 --> 00:12:43.000]  乖啊
[00:12:43.000 --> 00:12:44.000]  聽話
[00:12:44.000 --> 00:12:46.000]  不夠型的
[00:12:46.000 --> 00:12:48.000]  大家明白嗎
[00:12:48.000 --> 00:12:49.000]  慾望
[00:12:49.000 --> 00:12:50.000]  懷疑
[00:12:50.000 --> 00:12:51.000]  欺騙
[00:12:51.000 --> 00:12:53.000]  去到最後離開
[00:12:53.000 --> 00:12:55.000]  不順從
[00:12:55.000 --> 00:12:57.000]  兒子怎麼樣
[00:12:57.000 --> 00:12:59.000]  這個小兒子後來的
[00:12:59.000 --> 00:13:02.000]  情況是怎樣
[00:13:02.000 --> 00:13:08.000]  我們一會兒再看
[00:13:08.000 --> 00:13:09.000]  在這裡
[00:13:09.000 --> 00:13:11.000]  當一個人有慾望的時候
[00:13:11.000 --> 00:13:12.000]  這裡說
[00:13:12.000 --> 00:13:14.000]  私欲既懷了胎就生出罪
[00:13:14.000 --> 00:13:17.000]  罪既上乘就生出死來
[00:13:17.000 --> 00:13:19.000]  如果你是個爸爸
[00:13:19.000 --> 00:13:21.000]  你有一個這樣的兒子
[00:13:21.000 --> 00:13:23.000]  你會怎樣呢
[00:13:23.000 --> 00:13:25.000]  問你拿家產
[00:13:25.000 --> 00:13:26.000]  一定罵他
[00:13:26.000 --> 00:13:28.000]  我也經歷過
[00:13:28.000 --> 00:13:30.000]  我不是問爸爸拿家產
[00:13:30.000 --> 00:13:32.000]  只不過是九歲的時候
[00:13:32.000 --> 00:13:34.000]  爸爸帶我去波士頓餐廳吃飯
[00:13:34.000 --> 00:13:36.000]  我第一次進波士頓餐廳
[00:13:36.000 --> 00:13:38.000]  你們好像沒有人知道
[00:13:38.000 --> 00:13:40.000]  即是說你們年輕
[00:13:40.000 --> 00:13:42.000]  上幾堂都有人知道
[00:13:42.000 --> 00:13:44.000]  一去到爸爸說你要什麼
[00:13:44.000 --> 00:13:46.000]  我說我要吃龍蝦
[00:13:46.000 --> 00:13:47.000]  那你喝什麼
[00:13:47.000 --> 00:13:49.000]  龍蝦湯
[00:13:49.000 --> 00:13:51.000]  爸爸說你吃了我的車
[00:13:51.000 --> 00:13:52.000]  你敲竹槓
[00:13:52.000 --> 00:13:54.000]  一叫就叫最貴的東西
[00:13:54.000 --> 00:13:56.000]  你現在搶
[00:13:56.000 --> 00:14:00.000]  他說是無心的
[00:14:00.000 --> 00:14:02.000]  即是我爸爸做生意就算了
[00:14:02.000 --> 00:14:03.000]  但對我來說
[00:14:03.000 --> 00:14:05.000]  龍蝦和蝦的價錢
[00:14:05.000 --> 00:14:06.000]  I don't know
[00:14:06.000 --> 00:14:08.000]  我覺得既然叫蝦
[00:14:08.000 --> 00:14:10.000]  就叫大隻一點
[00:14:10.000 --> 00:14:14.000]  罵你
[00:14:14.000 --> 00:14:16.000]  想創你
[00:14:16.000 --> 00:14:18.000]  另外一種可能是
[00:14:18.000 --> 00:14:19.000]  鉗制你
[00:14:19.000 --> 00:14:21.000]  我們可能不讓我們的子女
[00:14:21.000 --> 00:14:22.000]  不要鬥外面
[00:14:22.000 --> 00:14:23.000]  外面不好
[00:14:23.000 --> 00:14:24.000]  你不要去
[00:14:24.000 --> 00:14:26.000]  我和何牧師剛信耶穌的時候
[00:14:26.000 --> 00:14:28.000]  就是一間這麼傳統的教會
[00:14:28.000 --> 00:14:29.000]  那個教導就是
[00:14:29.000 --> 00:14:32.000]  化妝是不行的
[00:14:32.000 --> 00:14:35.000]  看電影是世俗的
[00:14:35.000 --> 00:14:37.000]  我未信耶穌之前
[00:14:37.000 --> 00:14:39.000]  是每個星期去文樂戲院
[00:14:39.000 --> 00:14:41.000]  看台灣戲的
[00:14:41.000 --> 00:14:42.000]  到信了耶穌
[00:14:42.000 --> 00:14:44.000]  他說不准看了
[00:14:44.000 --> 00:14:46.000]  那我有沒有看呢
[00:14:46.000 --> 00:14:48.000]  沒有啊
[00:14:48.000 --> 00:14:50.000]  我很乖的信了
[00:14:50.000 --> 00:14:51.000]  信了之後真的沒有看
[00:14:51.000 --> 00:14:52.000]  一直都沒有看
[00:14:52.000 --> 00:14:53.000]  直到做宣教士了
[00:14:53.000 --> 00:14:54.000]  某一天
[00:14:54.000 --> 00:14:55.000]  熱死了
[00:14:55.000 --> 00:14:56.000]  好像今天一樣
[00:14:56.000 --> 00:14:57.000]  然後呢
[00:14:57.000 --> 00:14:59.000]  我們的車又沒有冷氣
[00:14:59.000 --> 00:15:00.000]  就駛去一個
[00:15:00.000 --> 00:15:01.000]  Manitoba的商場
[00:15:01.000 --> 00:15:02.000]  我很記得
[00:15:02.000 --> 00:15:03.000]  Winnipeg
[00:15:03.000 --> 00:15:05.000]  突然間看到有齣戲
[00:15:05.000 --> 00:15:07.000]  這齣戲應該看得
[00:15:07.000 --> 00:15:09.000]  因為裡面有個字是
[00:15:09.000 --> 00:15:11.000]  ARK
[00:15:11.000 --> 00:15:13.000]  於是我還走去
[00:15:13.000 --> 00:15:14.000]  我說何牧師
[00:15:14.000 --> 00:15:15.000]  我們不如買票看戲
[00:15:15.000 --> 00:15:16.000]  兼涼冷氣
[00:15:16.000 --> 00:15:18.000]  然後我還問那個女孩
[00:15:18.000 --> 00:15:20.000]  Is it about the art of the confident?
[00:15:20.000 --> 00:15:22.000]  是不是說
[00:15:22.000 --> 00:15:24.000]  約會的
[00:15:24.000 --> 00:15:26.000]  Is it about Ten Commandments?
