
[00:00:00.000 --> 00:00:07.000]  經過了聖誕節的三個禮拜
[00:02:26.000 --> 00:02:30.000]  神之子,以肉身彰顯於世
[00:02:30.000 --> 00:02:34.000]  世人犯罪的創傷得到痊癒
[00:02:34.000 --> 00:02:39.000]  也將賜人類得享救恩
[00:02:39.000 --> 00:02:44.000]  主在來必執掌王權
[00:02:44.000 --> 00:02:49.000]  普天與造物,歡呼唱歌
[00:02:49.000 --> 00:02:55.000]  與主補助眾億萬聖民
[00:02:55.000 --> 00:03:01.000]  謹見他面,知主,主也認我
[00:03:01.000 --> 00:03:05.000]  基督明亮神聖
[00:03:05.000 --> 00:03:13.000]  是的,耶穌基督在拔摩島上向使徒約翰顯現
[00:03:13.000 --> 00:03:18.000]  我耶穌差遣我的使者為宗教會
[00:03:18.000 --> 00:03:21.000]  將這些事向你們證明
[00:03:21.000 --> 00:03:25.000]  我是大衛的根,又是他的後裔
[00:03:25.000 --> 00:03:28.000]  我是明亮的神聖
[00:03:28.000 --> 00:03:31.000]  耶穌基督的意思是
[00:03:31.000 --> 00:03:34.000]  我就是那個明亮的神聖
[00:03:34.000 --> 00:03:36.000]  你們可以看見我的
[00:03:36.000 --> 00:03:39.000]  每當晚上來到的時候
[00:03:39.000 --> 00:03:42.000]  你就要向上,在天上去望
[00:03:42.000 --> 00:03:43.000]  你會看見我的
[00:03:43.000 --> 00:03:48.000]  你看見我在黑暗的當中
[00:03:48.000 --> 00:03:51.000]  神聖的應許就是說
[00:03:51.000 --> 00:03:55.000]  長夜,就算是災難的長夜
[00:03:55.000 --> 00:03:57.000]  幾乎結束了
[00:03:57.000 --> 00:04:02.000]  新的日子即將開始
[00:04:02.000 --> 00:04:06.000]  這支火的星有什麼特點呢?
[00:04:06.000 --> 00:04:11.000]  第一個特點,它是名稱為奇妙賊士
[00:04:11.000 --> 00:04:16.000]  第二,它是全能的神
[00:04:16.000 --> 00:04:21.000]  第三,它名稱為永在的父
[00:04:21.000 --> 00:04:28.000]  第四,它名稱為和平的君
[00:04:28.000 --> 00:04:32.000]  我再次同心討告
[00:04:32.000 --> 00:04:34.000]  神愛主懇求你
[00:04:34.000 --> 00:04:38.000]  將你的訊息常常放在我們心靈裡面
[00:04:38.000 --> 00:04:42.000]  讓這些訊息成為一幅一幅的圖畫
[00:04:42.000 --> 00:04:46.000]  在我們生命的日常生活當中
[00:04:46.000 --> 00:04:48.000]  在我們艱難的時候
[00:04:48.000 --> 00:04:51.000]  在我們靈修的時候
[00:04:51.000 --> 00:04:53.000]  在我們坐車的時候
[00:04:53.000 --> 00:04:57.000]  在我們不同的角落的時候
[00:04:57.000 --> 00:05:00.000]  神愛主懇求你的說話
[00:05:00.000 --> 00:05:04.000]  求你給我們承鎮家的弟兄姊妹們
[00:05:04.000 --> 00:05:07.000]  都有這樣的福氣
[00:05:07.000 --> 00:05:12.000]  都能夠常常經歷到你的顯現
[00:05:12.000 --> 00:05:15.000]  epiphany
[00:05:15.000 --> 00:05:17.000]  主我們仰望你
[00:05:17.000 --> 00:05:18.000]  我們的禱告
[00:05:18.000 --> 00:05:21.000]  是奉主耶穌基督的名字求
[00:05:21.000 --> 00:05:23.000]  Amen
[00:05:23.000 --> 00:05:27.000]  之後和御撫其lent
[00:05:27.000 --> 00:05:34.000]  之前是顯現epiphany的日子
[00:05:34.000 --> 00:05:40.000]  epiphany是說到人和神的會遇
[00:05:40.000 --> 00:05:42.000]  當我們回到聖經的時候
[00:05:42.000 --> 00:05:45.000]  我們見到一些著名的epiphany
[00:05:45.000 --> 00:05:47.000]  神和人的會遇
[00:05:47.000 --> 00:05:52.000]  譬如摩西和神的會遇的epiphany
[00:05:52.000 --> 00:05:55.000]  摩西第一次的epiphany在哪裏呢?
[00:05:55.000 --> 00:05:59.000]  就是那個被火燒的荊棘
[00:05:59.000 --> 00:06:01.000]  摩西就是被神所呼召
[00:06:01.000 --> 00:06:07.000]  吩咐他要面對一個法老的暴政
[00:06:07.000 --> 00:06:11.000]  叫希伯來人能夠離開遺牢之地
[00:06:11.000 --> 00:06:14.000]  後來摩西又看見神
[00:06:14.000 --> 00:06:18.000]  又帶領百姓
[00:06:18.000 --> 00:06:21.000]  在白天的時候有雲柱出現
[00:06:21.000 --> 00:06:26.000]  在晚上有火柱來指引百姓
[00:06:26.000 --> 00:06:30.000]  後來摩西有很多機會見神
[00:06:30.000 --> 00:06:33.000]  在生命記的經文告訴我們
[00:06:33.000 --> 00:06:35.000]  在最後的時間
[00:06:35.000 --> 00:06:40.000]  摩西很多時候都是和主
[00:06:40.000 --> 00:06:43.000]  耶和華主面對面聊天
[00:06:43.000 --> 00:06:47.000]  好像好朋友一樣坐下來聊天
[00:06:47.000 --> 00:06:53.000]  摩西的生命是一連串的epiphany
[00:06:53.000 --> 00:06:56.000]  這就說明他是聖賢
[00:06:56.000 --> 00:06:58.000]  他是先知
[00:06:58.000 --> 00:07:00.000]  如果我們做牧師做傳道
[00:07:00.000 --> 00:07:02.000]  上上和神會遇
[00:07:02.000 --> 00:07:05.000]  有很多epiphany
[00:07:05.000 --> 00:07:07.000]  我們當然是牧師
[00:07:07.000 --> 00:07:09.000]  當然是傳道
[00:07:09.000 --> 00:07:11.000]  是聖徒
[00:07:11.000 --> 00:07:13.000]  甚至是聖賢
[00:07:13.000 --> 00:07:15.000]  摩西就是很敏銳的上上
[00:07:15.000 --> 00:07:18.000]  感受到經歷到神的同在
[00:07:18.000 --> 00:07:21.000]  神和他不是很遠的
[00:07:21.000 --> 00:07:24.000]  他們上上有美好的關係
[00:07:24.000 --> 00:07:26.000]  這種神聖的體會
[00:07:26.000 --> 00:07:29.000]  叫摩西有勇氣
[00:07:29.000 --> 00:07:33.000]  變得有熱情
[00:07:33.000 --> 00:07:36.000]  今天我們一起看摩西
[00:07:36.000 --> 00:07:38.000]  這個牧羊人
[00:07:38.000 --> 00:07:42.000]  他最後的一篇講道
[00:07:42.000 --> 00:07:45.000]  這段經文是關乎
[00:07:45.000 --> 00:07:50.000]  神和以色列人納約的經文的一部分
[00:07:50.000 --> 00:07:53.000]  又稱為摩亞的盟約
[00:07:53.000 --> 00:07:58.000]  摩西就是要向百姓指出他們的將來
[00:07:58.000 --> 00:08:03.000]  敦促他們要遵守神的誡命律例
[00:08:03.000 --> 00:08:06.000]  要選擇生命
[00:08:06.000 --> 00:08:09.000]  而不是選擇死亡
[00:08:09.000 --> 00:08:13.000]  我們一起看生命記三十章
[00:08:13.000 --> 00:08:17.000]  十五節至二十節
[00:08:17.000 --> 00:08:19.000]  康那
[00:08:19.000 --> 00:08:21.000]  我今日將生與福
[00:08:21.000 --> 00:08:25.000]  死與禍陳明在你的面前
[00:08:25.000 --> 00:08:27.000]  吩咐你愛耶和華
[00:08:27.000 --> 00:08:31.000]  你的神進行他的道
[00:08:31.000 --> 00:08:34.000]  謹守他的誡命律例典章
[00:08:34.000 --> 00:08:36.000]  使你可以存活
[00:08:36.000 --> 00:08:38.000]  人數增多
[00:08:38.000 --> 00:08:45.000]  耶和華你神就必在你所要進去得為業的地上賜福於你
[00:08:45.000 --> 00:08:49.000]  倘若你心裡偏離
[00:08:49.000 --> 00:08:51.000]  不肯聽從
[00:08:51.000 --> 00:08:56.000]  卻被勾引去敬拜侍奉別神
[00:08:56.000 --> 00:08:59.000]  我今日明明的告訴你們
[00:08:59.000 --> 00:09:01.000]  你們必要滅亡
[00:09:01.000 --> 00:09:08.000]  在你過的約旦河進去得為業的地上你的日子必不長久
[00:09:08.000 --> 00:09:12.000]  我今日呼天喚地的向你們要做見證
[00:09:12.000 --> 00:09:16.000]  我將生死禍福陳明在你的面前
[00:09:16.000 --> 00:09:19.000]  所以你要揀選生命
[00:09:19.000 --> 00:09:24.000]  使你和你的後裔都得存活
[00:09:24.000 --> 00:09:27.000]  且愛耶和華
[00:09:27.000 --> 00:09:31.000]  你的神聽從祂的話
[00:09:31.000 --> 00:09:33.000]  專靠祂
[00:09:33.000 --> 00:09:37.000]  因為祂是你的生命
[00:09:37.000 --> 00:09:41.000]  因為祂是你的生命
[00:09:41.000 --> 00:09:45.000]  你的日子長久也在乎祂
[00:09:45.000 --> 00:09:48.000]  這樣你就可以在耶和華
[00:09:48.000 --> 00:09:58.000]  向你列祖阿伯拉罕以撒亞國起誓應許所賜的地上居住
[00:09:58.000 --> 00:10:01.000]  在摩西侍奉的傑末
[00:10:01.000 --> 00:10:08.000]  在他要將責任交給約書亞就快要見他的列祖爾先
[00:10:08.000 --> 00:10:15.000]  當他說你們以色列人可以進入迦南美地爾先
[00:10:15.000 --> 00:10:20.000]  他就說出最後一篇宣講
[00:10:20.000 --> 00:10:26.000]  我們都知道摩西不是一個出色的講員
[00:10:26.000 --> 00:10:31.000]  他好像患了說話的恐懼症
[00:10:31.000 --> 00:10:33.000]  他不喜歡公共的演說
[00:10:33.000 --> 00:10:38.000]  但在今日的經文當中我們見到那種驚恐似乎消失了
[00:10:38.000 --> 00:10:45.000]  他很有勇氣提醒百姓謹守神的律法
[00:10:45.000 --> 00:10:47.000]  選擇生命
[00:10:47.000 --> 00:10:51.000]  神的律法已經刻在石板上
[00:10:51.000 --> 00:10:55.000]  是從西乃山拿出來的石板
[00:10:55.000 --> 00:10:56.000]  十誡
[00:10:56.000 --> 00:11:04.000]  所以在講道當中摩西特別強調十誡前面的第一個誡命和第二個誡命
[00:11:04.000 --> 00:11:09.000]  第一個誡命就是除了我以外你不可有別的神
[00:11:09.000 --> 00:11:13.000]  第二個誡命就是不可為自己雕刻偶像
[00:11:13.000 --> 00:11:18.000]  第一個誡命就是除了我以外你不可有別的神
[00:11:18.000 --> 00:11:21.000]  就是說你們只可敬拜一位神
[00:11:21.000 --> 00:11:25.000]  這位神會稱呼你們為他的兒女
[00:11:25.000 --> 00:11:28.000]  這位神是可以信任的
[00:11:28.000 --> 00:11:32.000]  這位神會指引你們走前面的路
[00:11:32.000 --> 00:11:37.000]  第二個誡命就是不可為自己雕刻偶像
[00:11:37.000 --> 00:11:40.000]  第二個誡命和第一個誡命是相關的
[00:11:40.000 --> 00:11:44.000]  意思就是說你們要從奴隸地離開
[00:11:44.000 --> 00:11:50.000]  離開之後就不要敬拜那些奴隸地的偶像
[00:11:50.000 --> 00:11:52.000]  這些偶像這些神明
[00:11:52.000 --> 00:11:55.000]  埃及的神明只會叫你們受傷害
[00:11:55.000 --> 00:11:57.000]  不會釋放你們
[00:11:57.000 --> 00:12:00.000]  不會叫你們能夠踏上自由
[00:12:00.000 --> 00:12:05.000]  你們只能敬拜一位耶和華唯一的真神
[00:12:05.000 --> 00:12:08.000]  你們要記住
[00:12:08.000 --> 00:12:12.000]  事實上偶像是沉重的
[00:12:12.000 --> 00:12:15.000]  偶像是人間的愛情
[00:12:15.000 --> 00:12:17.000]  兒女
[00:12:17.000 --> 00:12:19.000]  職業
[00:12:19.000 --> 00:12:21.000]  聲譽
[00:12:21.000 --> 00:12:23.000]  金錢
[00:12:23.000 --> 00:12:25.000]  健康
[00:12:25.000 --> 00:12:27.000]  甚至是政治
[00:12:27.000 --> 00:12:31.000]  偶像是需要人去攜帶的
[00:12:31.000 --> 00:12:33.000]  是很重的
[00:12:33.000 --> 00:12:36.000]  唯有神會攜帶你們
[00:12:36.000 --> 00:12:40.000]  讓你們的生命不會再更加的沉重
[00:12:40.000 --> 00:12:43.000]  所以在這個大前提下
[00:12:43.000 --> 00:12:47.000]  以色列人要愛倫社
[00:12:47.000 --> 00:12:49.000]  愛倫社是什麼呢?
[00:12:49.000 --> 00:12:51.000]  就是其他的誡命
[00:12:51.000 --> 00:12:52.000]  要孝敬父母
[00:12:52.000 --> 00:12:53.000]  不可殺人
[00:12:53.000 --> 00:12:54.000]  不可姦淫
[00:12:54.000 --> 00:12:55.000]  不可偷渡
[00:12:55.000 --> 00:12:57.000]  不可作假見證
[00:12:57.000 --> 00:12:59.000]  不可貪男人
[00:12:59.000 --> 00:13:01.000]  一切所有的
[00:13:01.000 --> 00:13:05.000]  所以這關乎我們日常的生活
[00:13:05.000 --> 00:13:06.000]  我們怎樣用錢
[00:13:06.000 --> 00:13:08.000]  我們用錢的決定
[00:13:08.000 --> 00:13:11.000]  怎樣影響這個社會
[00:13:11.000 --> 00:13:14.000]  這關乎你們是否用和平和愛
[00:13:14.000 --> 00:13:19.000]  來代替你們內心許多的暴力
[00:13:19.000 --> 00:13:22.000]  這關乎你們是否自戀
[00:13:22.000 --> 00:13:26.000]  霸佔了別人許多的時間和空間
[00:13:26.000 --> 00:13:28.000]  這關乎你們有沒有善用神
[00:13:28.000 --> 00:13:29.000]  給你的恩賜
[00:13:29.000 --> 00:13:30.000]  你的才華
[00:13:30.000 --> 00:13:31.000]  你的技能
[00:13:31.000 --> 00:13:32.000]  你的時間的禮物
[00:13:32.000 --> 00:13:34.000]  不是單單是為自己
[00:13:34.000 --> 00:13:36.000]  是為其他的人
[00:13:36.000 --> 00:13:39.000]  這就是神的誡命
[00:13:39.000 --> 00:13:44.000]  神的誡命就好像萬有引力
[00:13:44.000 --> 00:13:48.000]  祂能夠指引生命
[00:13:48.000 --> 00:13:54.000]  是人的生活的一些重要的原則
[00:13:54.000 --> 00:13:59.000]  如果我們是遵守萬有引力的話
[00:13:59.000 --> 00:14:01.000]  遵守這個定律的時候
[00:14:01.000 --> 00:14:03.000]  我們知道怎樣拿著咪高峰
[00:14:03.000 --> 00:14:06.000]  咪高峰不會這樣掉下來
[00:14:06.000 --> 00:14:08.000]  不會壓著自己的腳
[00:14:08.000 --> 00:14:11.000]  壓著腳生活會好一點
[00:14:11.000 --> 00:14:14.000]  錘子就不會這樣掉下來
[00:14:14.000 --> 00:14:16.000]  所以對摩西來說
[00:14:16.000 --> 00:14:19.000]  神的律法就是這樣
[00:14:19.000 --> 00:14:21.000]  神的律法就是保障你的生命
[00:14:21.000 --> 00:14:22.000]  健康
[00:14:22.000 --> 00:14:23.000]  福祉
[00:14:23.000 --> 00:14:28.000]  也意味著保障社會的福祉和健康
[00:14:28.000 --> 00:14:30.000]  所以摩西說
[00:14:30.000 --> 00:14:31.000]  漢娜
[00:14:31.000 --> 00:14:33.000]  我今日將生與福
[00:14:33.000 --> 00:14:34.000]  死與禍
[00:14:34.000 --> 00:14:36.000]  呈明在你的面前
[00:14:36.000 --> 00:14:38.000]  吩咐你們要愛耶和華
[00:14:38.000 --> 00:14:39.000]  你的神
[00:14:39.000 --> 00:14:41.000]  遵行祂的道
[00:14:41.000 --> 00:14:43.000]  謹守祂的誡命律例典章
[00:14:43.000 --> 00:14:45.000]  使你可以存活
[00:14:45.000 --> 00:14:49.000]  假若你心裡偏離
[00:14:49.000 --> 00:14:51.000]  不肯聽從
[00:14:51.000 --> 00:14:54.000]  卻被勾引去敬拜
[00:14:54.000 --> 00:14:56.000]  侍奉別神
[00:14:56.000 --> 00:15:00.000]  你們必要滅亡
[00:15:00.000 --> 00:15:04.000]  我將生死和福
[00:15:04.000 --> 00:15:06.000]  呈明在你的面前
[00:15:06.000 --> 00:15:11.000]  所以你要揀選生命
[00:15:11.000 --> 00:15:17.000]  神的誡命是要謹守的
[00:15:17.000 --> 00:15:23.000]  神的誡命是給予人美好的生活
[00:15:23.000 --> 00:15:26.000]  人對神的誡命的回應
[00:15:26.000 --> 00:15:30.000]  是叫我們的生活更加美好
[00:15:30.000 --> 00:15:33.000]  神給人誡命律例
[00:15:33.000 --> 00:15:37.000]  是叫人得生命
[00:15:37.000 --> 00:15:39.000]  選擇生命
[00:15:39.000 --> 00:15:44.000]  生命不僅是關乎我們的身體健康
[00:15:44.000 --> 00:15:47.000]  或是我們的心臟跳動
[00:15:47.000 --> 00:15:49.000]  生命是關乎幸福
[00:15:49.000 --> 00:15:52.000]  是關乎生活的果子
[00:15:52.000 --> 00:15:56.000]  所以這是關乎心靈的健康
[00:15:56.000 --> 00:15:58.000]  一個人的生命
[00:15:58.000 --> 00:16:01.000]  人與人的關係的繁衍
[00:16:01.000 --> 00:16:05.000]  人與神的關係的加深
[00:16:05.000 --> 00:16:09.000]  所以以色列人不僅要信奉耶和華
[00:16:09.000 --> 00:16:15.000]  還要緊緊跟隨耶和華
[00:16:15.000 --> 00:16:17.000]  所以聖經這樣說
[00:16:17.000 --> 00:16:25.000]  「且愛耶和華,你的神聽從他的話,專靠他」
[00:16:25.000 --> 00:16:31.000]  意思是緊緊的,靠著他,跟著他
[00:16:31.000 --> 00:16:38.000]  這與《生命記》的六章四節的總結是相關的
[00:16:38.000 --> 00:16:39.000]  是什麼呢?
[00:16:39.000 --> 00:16:46.000]  「你要盡心盡性,盡力愛主你的神」
[00:16:46.000 --> 00:16:48.000]  選擇生命是什麼意思呢?
[00:16:48.000 --> 00:16:51.000]  就是選擇愛主你的神
[00:16:51.000 --> 00:16:55.000]  要信服他,並且緊緊跟隨他
[00:16:55.000 --> 00:16:59.000]  選擇生命就是相信神的應許
[00:16:59.000 --> 00:17:03.000]  神的話語是對神的百姓有保證的
[00:17:03.000 --> 00:17:06.000]  只要我們回應神的話
[00:17:06.000 --> 00:17:09.000]  就會決定我們的將來
[00:17:09.000 --> 00:17:13.000]  所以我們要對神不斷更新對神的忠誠
[00:17:13.000 --> 00:17:15.000]  我們要緊緊跟隨他
[00:17:15.000 --> 00:17:18.000]  跟神要有很美好的關係
[00:17:18.000 --> 00:17:22.000]  「穆斯傳道執事,各位弟兄姊妹們」
[00:17:22.000 --> 00:17:28.000]  要緊緊跟著耶穌,跟著神,跟祂有美好的關係
[00:17:28.000 --> 00:17:31.000]  原來你們如何去回應神
[00:17:31.000 --> 00:17:39.000]  會影響到你們現在的生活和將來的生命
[00:17:39.000 --> 00:17:43.000]  所以十六節是這麼說的
[00:17:43.000 --> 00:17:51.000]  「吩咐你愛耶和華你的神,遵行他的道,謹守他的誡命」
[00:17:51.000 --> 00:17:53.000]  生命是什麼呢?
[00:17:53.000 --> 00:17:56.000]  生命就是要愛神
[00:17:56.000 --> 00:18:02.000]  用神的方式去遵行祂的命令
[00:18:02.000 --> 00:18:06.000]  在二十節的上半節是這麼說的
[00:18:06.000 --> 00:18:17.000]  「且愛耶和華你的神,聽從祂的話,尊教祂,因為祂是你的生命」
[00:18:17.000 --> 00:18:21.000]  祂是你的生命
[00:18:21.000 --> 00:18:25.000]  你的日子長久也在乎祂
[00:18:25.000 --> 00:18:27.000]  生命是什麼呢?
[00:18:27.000 --> 00:18:29.000]  生命就是愛神
[00:18:29.000 --> 00:18:33.000]  傾聽神,忠於神
[00:18:33.000 --> 00:18:38.000]  所以生命不是在誡命裡找生命
[00:18:38.000 --> 00:18:40.000]  聽清楚,生命是什麼呢?
[00:18:40.000 --> 00:18:50.000]  就是在頒布誡命律例的神裡面去找生命
[00:18:50.000 --> 00:18:56.000]  最終是什麼呢?耶和華就是生命
[00:18:56.000 --> 00:19:00.000]  相反,當你們離開神
[00:19:00.000 --> 00:19:04.000]  敬拜別的假神
[00:19:04.000 --> 00:19:07.000]  災難必然來到
[00:19:07.000 --> 00:19:11.000]  你會滅亡
[00:19:11.000 --> 00:19:14.000]  這些都是強而有力的話,是不是?
[00:19:14.000 --> 00:19:16.000]  真的很有力
[00:19:16.000 --> 00:19:20.000]  這道門是豐盛的門,選擇生命
[00:19:20.000 --> 00:19:27.000]  走這道門,這道門是死亡,是毀壞
[00:19:27.000 --> 00:19:32.000]  大家認不認同剛才聖經的說話?
[00:19:32.000 --> 00:19:36.000]  我們會說,這些都是很好的忠告
[00:19:36.000 --> 00:19:39.000]  阿們!
[00:19:39.000 --> 00:19:46.000]  如果這樣的話,大家就選擇生命,是不是?
[00:19:46.000 --> 00:19:49.000]  但是你們說要先選擇這道門
[00:19:49.000 --> 00:19:52.000]  我想你們停一停,想一想
[00:19:52.000 --> 00:19:56.000]  選擇生命其實是很明顯的
[00:19:56.000 --> 00:19:58.000]  大家都懂得回答,是不是?
[00:19:58.000 --> 00:20:01.000]  但是不是太容易了?
[00:20:01.000 --> 00:20:03.000]  選擇生命,真的?
[00:20:03.000 --> 00:20:07.000]  為什麼摩西這麼激昂?
[00:20:07.000 --> 00:20:11.000]  為什麼他說的話這麼憂慮?
[00:20:11.000 --> 00:20:17.000]  似乎這個故事裡面有很多事情我們不知道
[00:20:17.000 --> 00:20:25.000]  摩西是不是看見了一些東西?
[00:20:25.000 --> 00:20:34.000]  摩西看見有些人選擇死亡
[00:20:34.000 --> 00:20:38.000]  這些人在埃及做奴隸是被救出來的人
[00:20:38.000 --> 00:20:41.000]  但是救出來之後他們怎樣?
[00:20:41.000 --> 00:20:44.000]  常常在這裡叛逆
[00:20:44.000 --> 00:20:46.000]  在曠野裡有很多年的時間
[00:20:46.000 --> 00:20:50.000]  有些時候發牢騷,有些時候很高興
[00:20:50.000 --> 00:20:55.000]  有些時間很懷疑,有些時間很有盼望
[00:20:55.000 --> 00:20:59.000]  有些時間感到懷疑
[00:20:59.000 --> 00:21:03.000]  有些時候跟我們差不多
[00:21:03.000 --> 00:21:05.000]  有些時候抱怨,有些時候快樂
[00:21:05.000 --> 00:21:07.000]  有些時候叛逆,有些時候信服
[00:21:07.000 --> 00:21:11.000]  有些時候懷疑,有些時候充滿希望
[00:21:11.000 --> 00:21:15.000]  我們是這樣的,你說是不是?
[00:21:15.000 --> 00:21:22.000]  我們跟這些以色列人站在約旦河的邊緣
[00:21:22.000 --> 00:21:27.000]  就快要到達我們夢寐以求的地圖
[00:21:27.000 --> 00:21:32.000]  或者我們準備移民
[00:21:32.000 --> 00:21:36.000]  或者我們要進行手術
[00:21:36.000 --> 00:21:40.000]  或者我們要生小孩
[00:21:40.000 --> 00:21:44.000]  或者我們要開始新的工作
[00:21:44.000 --> 00:21:47.000]  或者我們要結婚
[00:21:47.000 --> 00:21:52.000]  或者我們要終止一段關係
[00:21:52.000 --> 00:21:55.000]  摩西提醒我們
[00:21:55.000 --> 00:21:58.000]  你們都在懸崖上
[00:21:58.000 --> 00:22:01.000]  有兩條路你們可以選擇
[00:22:01.000 --> 00:22:04.000]  一條路是走向生命
[00:22:04.000 --> 00:22:07.000]  另一條路是走向死亡
[00:22:07.000 --> 00:22:12.000]  遵守神的誡命就可以得生命
[00:22:12.000 --> 00:22:17.000]  不遵守神的誡命就必滅亡
[00:22:17.000 --> 00:22:19.000]  但事實是什麼呢?
[00:22:19.000 --> 00:22:22.000]  事實就是一些基督徒
[00:22:22.000 --> 00:22:26.000]  偏偏要選擇死亡
[00:22:26.000 --> 00:22:29.000]  靈性的死亡
[00:22:29.000 --> 00:22:33.000]  因為當我們真的要考慮這些誡命的時候
[00:22:33.000 --> 00:22:35.000]  真的要走的時候
[00:22:35.000 --> 00:22:37.000]  真是何等的艱難
[00:22:37.000 --> 00:22:39.000]  還要遵守所有的誡命
[00:22:39.000 --> 00:22:43.000]  真是多麼的不可能
[00:22:43.000 --> 00:22:45.000]  不少的時候我們都是硬頸的
[00:22:45.000 --> 00:22:47.000]  或者我們都會嘗試一下
[00:22:47.000 --> 00:22:51.000]  或者曾經都試過成功一下
[00:22:51.000 --> 00:22:54.000]  但是要對神完全的忠誠
[00:22:54.000 --> 00:22:57.000]  要對神完全的信服
[00:22:57.000 --> 00:23:00.000]  要遠離我們很多的偶像
[00:23:00.000 --> 00:23:02.000]  這是談何容易
[00:23:02.000 --> 00:23:04.000]  是讓我們很困擾的
[00:23:04.000 --> 00:23:08.000]  所以有些時候我們選擇去忘記
[00:23:08.000 --> 00:23:12.000]  去忘記去嘗試
[00:23:12.000 --> 00:23:16.000]  我們好像不知道下一步應該是怎樣
[00:23:16.000 --> 00:23:19.000]  我們心不舒服
[00:23:19.000 --> 00:23:20.000]  我們受傷
[00:23:20.000 --> 00:23:23.000]  我們很煩惱
[00:23:23.000 --> 00:23:27.000]  有一位年輕的基督徒
[00:23:27.000 --> 00:23:31.000]  一位男士面對離婚的事情
[00:23:31.000 --> 00:23:32.000]  為什麼呢
[00:23:32.000 --> 00:23:34.000]  因為他常常要公幹
[00:23:34.000 --> 00:23:37.000]  去認識一班的女子
[00:23:37.000 --> 00:23:39.000]  跟他們有關係
[00:23:39.000 --> 00:23:42.000]  他知道自己解決不了的問題
[00:23:42.000 --> 00:23:45.000]  他說我跟我太太的關係不好
[00:23:45.000 --> 00:23:48.000]  但我跟我的女人的關係都不是很好
[00:23:48.000 --> 00:23:51.000]  這些都叫我不是很快樂
[00:23:51.000 --> 00:23:53.000]  我知道我是許過諾言
[00:23:53.000 --> 00:23:56.000]  我會跟我太太要忠誠
[00:23:56.000 --> 00:23:58.000]  我們一生去廝守
[00:23:58.000 --> 00:24:01.000]  但是真的這些諾言要遵守嗎
[00:24:01.000 --> 00:24:03.000]  我們兩個走在一起都不快樂
[00:24:03.000 --> 00:24:05.000]  還要繼續走下去嗎
[00:24:05.000 --> 00:24:08.000]  我的工作常常是要出差的
[00:24:08.000 --> 00:24:11.000]  或者轉工有幫助
[00:24:11.000 --> 00:24:13.000]  或者我轉了工不用公幹
[00:24:13.000 --> 00:24:14.000]  不用出差的話
[00:24:14.000 --> 00:24:17.000]  或者我跟我太太可以很快樂
[00:24:17.000 --> 00:24:21.000]  我可以去想一想
[00:24:21.000 --> 00:24:23.000]  不過如果我去嘗試之後
[00:24:23.000 --> 00:24:24.000]  關係還是不快樂
[00:24:24.000 --> 00:24:25.000]  那怎麼辦
[00:24:25.000 --> 00:24:27.000]  我可以怎樣做
