
[00:00:00.000 --> 00:00:02.000]  祝大家新年平安
[00:02:13.000 --> 00:02:16.000]  對社會的不滿
[00:02:16.000 --> 00:02:20.000]  有些內地人來到香港
[00:02:20.000 --> 00:02:22.000]  我們又很不滿
[00:02:23.000 --> 00:02:28.000]  甚至對自己的樣子、身形、際遇
[00:02:28.000 --> 00:02:30.000]  都很多不滿
[00:02:30.000 --> 00:02:35.000]  你有沒有見過你去排隊等車
[00:02:35.000 --> 00:02:37.000]  等久一點
[00:02:37.000 --> 00:02:39.000]  可能那些人都很多牢騷
[00:02:39.000 --> 00:02:42.000]  明明那個巴士站寫著
[00:02:42.000 --> 00:02:44.000]  五至十分鐘一班
[00:02:44.000 --> 00:02:46.000]  但是可能等到四、五分鐘
[00:02:46.000 --> 00:02:49.000]  前面那個已經說這麼久都沒有車來
[00:02:49.000 --> 00:02:50.000]  很不滿
[00:02:51.000 --> 00:02:54.000]  在跪完想去按摩
[00:02:54.000 --> 00:02:56.000]  我有一次去按摩
[00:02:56.000 --> 00:03:01.000]  前面那個人可能做多了某些交易
[00:03:01.000 --> 00:03:03.000]  我前面那個大叔
[00:03:03.000 --> 00:03:05.000]  連髒話都說了
[00:03:05.000 --> 00:03:08.000]  很不滿前面那個為什麼這麼久
[00:03:08.000 --> 00:03:10.000]  其實都不是很久
[00:03:10.000 --> 00:03:12.000]  可能做多幾個交易
[00:03:12.000 --> 00:03:14.000]  很多不滿
[00:03:14.000 --> 00:03:17.000]  有一次我太太帶著兩個兒子
[00:03:17.000 --> 00:03:18.000]  在街上
[00:03:18.000 --> 00:03:19.000]  剛好我兩個兒子有些需要
[00:03:19.000 --> 00:03:22.000]  所以我太太就蹲下跟他聊天
[00:03:22.000 --> 00:03:26.000]  她已經把兩個兒子拉到一邊
[00:03:26.000 --> 00:03:27.000]  不要阻礙路
[00:03:27.000 --> 00:03:30.000]  但忽然後面有個年青人
[00:03:30.000 --> 00:03:32.000]  應該是送貨的
[00:03:32.000 --> 00:03:33.000]  他跟我太太說
[00:03:33.000 --> 00:03:36.000]  你聊天留在敗山
[00:03:36.000 --> 00:03:37.000]  不要在這裡聊
[00:03:37.000 --> 00:03:40.000]  不要阻礙我現在要送貨
[00:03:40.000 --> 00:03:43.000]  很多牢騷、很多不滿
[00:03:43.000 --> 00:03:45.000]  回想起來
[00:03:45.000 --> 00:03:47.000]  其實我自己都不是好很多
[00:03:48.000 --> 00:03:50.000]  有一次我去銀行
[00:03:50.000 --> 00:03:53.000]  在銀行排隊做一些交易
[00:03:53.000 --> 00:03:55.000]  看到銀行的櫃位
[00:03:55.000 --> 00:03:57.000]  很多都不開
[00:03:57.000 --> 00:03:58.000]  開得一個
[00:03:58.000 --> 00:04:00.000]  我心想這條路這麼長
[00:04:00.000 --> 00:04:03.000]  如果不開多些櫃位
[00:04:03.000 --> 00:04:06.000]  今時今日這樣的服務怎麼行
[00:04:06.000 --> 00:04:08.000]  我差點向我的經理投訴
[00:04:08.000 --> 00:04:10.000]  為什麼不開其他櫃位
[00:04:10.000 --> 00:04:14.000]  又不是沒有員工
[00:04:14.000 --> 00:04:17.000]  很多牢騷、很多不滿
[00:04:18.000 --> 00:04:20.000]  在教會
[00:04:20.000 --> 00:04:24.000]  教會的弟兄姊妹多不多不滿
[00:04:24.000 --> 00:04:28.000]  有時可能是我的崗位問題
[00:04:28.000 --> 00:04:30.000]  我收到不少的
[00:04:30.000 --> 00:04:33.000]  可能為了很多雞毛蒜皮的事
[00:04:33.000 --> 00:04:36.000]  很多不滿、很多投訴
[00:04:36.000 --> 00:04:38.000]  其實都是很小事
[00:04:38.000 --> 00:04:41.000]  去不滿、去投訴
[00:04:41.000 --> 00:04:43.000]  其實你問我
[00:04:43.000 --> 00:04:46.000]  有不滿其實沒有問題
[00:04:46.000 --> 00:04:49.000]  但不滿什麼才值得關注
[00:04:49.000 --> 00:04:51.000]  你不滿什麼
[00:04:51.000 --> 00:04:57.000]  在美國芝加哥有一間叫紐溪社區教會
[00:04:57.000 --> 00:04:59.000]  它的創辦人
[00:04:59.000 --> 00:05:01.000]  現在的主任牧師
[00:05:01.000 --> 00:05:03.000]  他叫Bill Hybels
[00:05:03.000 --> 00:05:04.000]  他寫了一本書
[00:05:04.000 --> 00:05:07.000]  那本書的名字叫Holy Discontent
[00:05:07.000 --> 00:05:09.000]  已經有中文譯本出了
[00:05:09.000 --> 00:05:12.000]  叫《神聖的不滿族》
[00:05:12.000 --> 00:05:13.000]  神聖的不滿族
[00:05:13.000 --> 00:05:14.000]  他說什麼呢
[00:05:14.000 --> 00:05:18.000]  原來我們看到社會很多不公不義的事情
[00:05:18.000 --> 00:05:20.000]  我們的心很憤慨
[00:05:20.000 --> 00:05:22.000]  很多不滿
[00:05:22.000 --> 00:05:24.000]  這個議路
[00:05:24.000 --> 00:05:26.000]  他叫《神聖的不滿族》
[00:05:26.000 --> 00:05:29.000]  是推動我們去行公義、好憐憫
[00:05:29.000 --> 00:05:32.000]  去關懷這個社會
[00:05:32.000 --> 00:05:34.000]  我用了Bill Hybels
[00:05:34.000 --> 00:05:37.000]  這個神聖的不滿族的概念
[00:05:37.000 --> 00:05:40.000]  用於我們的靈命裏面
[00:05:40.000 --> 00:05:44.000]  你對你的靈命成長得慢
[00:05:44.000 --> 00:05:46.000]  有沒有不滿呢
[00:05:46.000 --> 00:05:49.000]  你對你的靈命不達標
[00:05:49.000 --> 00:05:50.000]  有沒有不滿呢
[00:05:50.000 --> 00:05:53.000]  這個是神聖的不滿族
[00:05:53.000 --> 00:05:55.000]  這個是好的不滿
[00:05:55.000 --> 00:05:58.000]  我們對很多事情都有很多怨氣不滿
[00:05:58.000 --> 00:06:02.000]  但你對自己屬靈的生命的成長
[00:06:02.000 --> 00:06:04.000]  有沒有不滿呢
[00:06:04.000 --> 00:06:09.000]  有沒有不滿我到今天還未把聖經看完一次呢
[00:06:09.000 --> 00:06:14.000]  有沒有不滿我在茶經裏面還是一個起步階段呢
[00:06:14.000 --> 00:06:19.000]  這個是神聖的不滿族
[00:06:19.000 --> 00:06:22.000]  我很少看劇的
[00:06:22.000 --> 00:06:24.000]  其實我從來沒有看過韓劇
[00:06:24.000 --> 00:06:27.000]  不過有一套韓劇我都沒有看過
[00:06:27.000 --> 00:06:29.000]  不過最近有一個姿態和我分享
[00:06:29.000 --> 00:06:32.000]  我覺得都令我頗多反省
[00:06:32.000 --> 00:06:35.000]  那套韓劇的英文叫Good Doctor
[00:06:35.000 --> 00:06:37.000]  不知道有沒有人看過Good Doctor這套韓劇
[00:06:37.000 --> 00:06:39.000]  有沒有人看過 舉舉手
[00:06:39.000 --> 00:06:43.000]  嘩 你們都很update
[00:06:43.000 --> 00:06:46.000]  可能我的內容不是很精準
[00:06:46.000 --> 00:06:47.000]  因為我沒有看過
[00:06:47.000 --> 00:06:50.000]  但那個韓劇大致講什麼呢
[00:06:50.000 --> 00:06:54.000]  大致講有一個人
[00:06:54.000 --> 00:06:56.000]  他自小有自閉症
[00:06:56.000 --> 00:06:58.000]  還有發育障礙
[00:06:58.000 --> 00:07:01.000]  所以他的成長有很多困難
[00:07:01.000 --> 00:07:07.000]  這個人後來做了一個小兒科醫生
[00:07:07.000 --> 00:07:09.000]  他的記憶力是超強的
[00:07:09.000 --> 00:07:12.000]  他某方面是很強勁的
[00:07:12.000 --> 00:07:14.000]  但在人際關係
[00:07:14.000 --> 00:07:18.000]  因為自閉這些障礙是很弱的
[00:07:18.000 --> 00:07:22.000]  在醫院裏他是一個很出色的小兒科醫生
[00:07:22.000 --> 00:07:26.000]  但和其他同事可能有些磨擦
[00:07:26.000 --> 00:07:28.000]  人際關係是一般般的
[00:07:28.000 --> 00:07:32.000]  他對自己有很多質疑
[00:07:32.000 --> 00:07:34.000]  他有一次問他的上司
[00:07:34.000 --> 00:07:36.000]  他的上司是一個很年輕
[00:07:36.000 --> 00:07:37.000]  很嚴謹
[00:07:37.000 --> 00:07:39.000]  一個很出色的醫生
[00:07:39.000 --> 00:07:41.000]  他問他上司
[00:07:41.000 --> 00:07:44.000]  我是不是一個好醫生
[00:07:44.000 --> 00:07:47.000]  他的上司很有智慧
[00:07:47.000 --> 00:07:51.000]  他說凡是問得我是不是一個好醫生的人
[00:07:51.000 --> 00:07:54.000]  他都是一個好醫生
[00:07:54.000 --> 00:07:57.000]  這一句令我有很多反省
[00:07:57.000 --> 00:08:02.000]  我們有沒有問我是不是一個好的基督徒
[00:08:02.000 --> 00:08:04.000]  我是不是一個好的門徒呢?
[00:08:04.000 --> 00:08:06.000]  凡是問得這一句
[00:08:06.000 --> 00:08:08.000]  我相信你也是一個好的基督徒
[00:08:08.000 --> 00:08:09.000]  好的門徒
[00:08:09.000 --> 00:08:11.000]  因為你問得這一句
[00:08:11.000 --> 00:08:13.000]  其實我有些不足
[00:08:13.000 --> 00:08:15.000]  我有些不行
[00:08:15.000 --> 00:08:17.000]  我有些需要去改進
[00:08:17.000 --> 00:08:20.000]  所以這個就是純正的不滿足
[00:08:20.000 --> 00:08:23.000]  我對於自己一個信徒的生命
[00:08:23.000 --> 00:08:25.000]  我自己不滿足
[00:08:25.000 --> 00:08:27.000]  你當有這份不滿足
[00:08:27.000 --> 00:08:29.000]  你應該很感恩
[00:08:29.000 --> 00:08:31.000]  你應該是一個好的基督徒
[00:08:31.000 --> 00:08:33.000]  是一個好的門徒
[00:08:33.000 --> 00:08:35.000]  你想繼續去追求
[00:08:35.000 --> 00:08:39.000]  在主裡面成長
[00:08:39.000 --> 00:08:41.000]  今天這段經文
[00:08:41.000 --> 00:08:44.000]  從保羅這段經文看到
[00:08:44.000 --> 00:08:48.000]  保羅很明顯有那份神聖的不滿足
[00:08:48.000 --> 00:08:50.000]  這一段經文
[00:08:50.000 --> 00:08:55.000]  頭那三節是一個平衡的結構
[00:08:55.000 --> 00:08:57.000]  為了方便大家
[00:08:57.000 --> 00:09:01.000]  如果大家看講道蓋要第二頁
[00:09:01.000 --> 00:09:06.000]  我將這三節經文的平衡結構列出來
[00:09:06.000 --> 00:09:09.000]  第二節第十二節分開三部分
[00:09:09.000 --> 00:09:12.000]  十二節的上半節是講自己
[00:09:12.000 --> 00:09:14.000]  我未達標的
[00:09:14.000 --> 00:09:17.000]  就對應第十三節的上半節
[00:09:17.000 --> 00:09:20.000]  第十二節的中要竭力追求
[00:09:20.000 --> 00:09:23.000]  就對應第十三節的下半節
[00:09:23.000 --> 00:09:25.000]  到十四節的上半節
[00:09:25.000 --> 00:09:28.000]  要向著標竿去直跑
[00:09:28.000 --> 00:09:30.000]  第十二節的下半節
[00:09:30.000 --> 00:09:32.000]  我們要得著耶穌基督
[00:09:32.000 --> 00:09:33.000]  所以我得著的
[00:09:33.000 --> 00:09:35.000]  就對應第十四節的下半節
[00:09:35.000 --> 00:09:40.000]  要得著從上而來的掌聖
[00:09:40.000 --> 00:09:42.000]  有三個的平衡
[00:09:42.000 --> 00:09:48.000]  所以我就讓這三個平衡的內容去分享
[00:09:48.000 --> 00:09:51.000]  我們先看A那部分
[00:09:51.000 --> 00:09:55.000]  A那部分保羅作出一個很嚴肅的否定
[00:09:55.000 --> 00:09:58.000]  他否定我不是已經得著
[00:09:58.000 --> 00:10:01.000]  我不是已經完全
[00:10:01.000 --> 00:10:04.000]  這個得著這個完全是指什麼呢
[00:10:04.000 --> 00:10:06.000]  很明顯就是指上文
[00:10:06.000 --> 00:10:08.000]  八到十一節那裡說
[00:10:08.000 --> 00:10:11.000]  我因著認識耶穌基督為至寶
[00:10:11.000 --> 00:10:13.000]  我就凋棄萬事
[00:10:13.000 --> 00:10:16.000]  看作萬事如糞土
[00:10:16.000 --> 00:10:18.000]  保羅說這個是應該的
[00:10:18.000 --> 00:10:20.000]  但我都未得
[00:10:20.000 --> 00:10:24.000]  保羅不是想那些菲律賓人去誤解他
[00:10:24.000 --> 00:10:28.000]  你已經完全了
[00:10:28.000 --> 00:10:29.000]  你達標了
[00:10:29.000 --> 00:10:31.000]  保羅說不是的
[00:10:31.000 --> 00:10:35.000]  在認識基督將萬事看作糞土這件事上
[00:10:35.000 --> 00:10:37.000]  保羅都未得
[00:10:37.000 --> 00:10:42.000]  保羅這樣說我想是很震撼
[00:10:42.000 --> 00:10:45.000]  對於如果這句說話出自我和你的口
[00:10:45.000 --> 00:10:47.000]  有沒有震撼
[00:10:47.000 --> 00:10:49.000]  我都未得
[00:10:49.000 --> 00:10:51.000]  我未掂
[00:10:51.000 --> 00:10:53.000]  對於我和你的說很平常
[00:10:53.000 --> 00:10:57.000]  但出自保羅的口這句說話特別震撼
[00:10:57.000 --> 00:10:58.000]  為什麼呢
[00:10:58.000 --> 00:11:00.000]  保羅可能是古往今來
[00:11:00.000 --> 00:11:04.000]  我相信是最熟齡的人之一
[00:11:04.000 --> 00:11:07.000]  出自他的口說我都未掂
[00:11:07.000 --> 00:11:08.000]  我都未達標
[00:11:08.000 --> 00:11:11.000]  我仍然有很多路要跑
[00:11:11.000 --> 00:11:14.000]  當然這個固然是一個熟齡的現實
[00:11:14.000 --> 00:11:17.000]  但我相信保羅是很謙卑
[00:11:17.000 --> 00:11:19.000]  我想他效法了耶穌基督
[00:11:19.000 --> 00:11:22.000]  如果你留意在菲律賓書的第二章
[00:11:22.000 --> 00:11:26.000]  保羅就是凸顯耶穌基督的謙卑社稷
[00:11:26.000 --> 00:11:28.000]  他效法耶穌基督
[00:11:28.000 --> 00:11:30.000]  他自己都是一個很謙卑的人
[00:11:30.000 --> 00:11:32.000]  他說我都未得
[00:11:32.000 --> 00:11:36.000]  我還有很長的路要跑
[00:11:36.000 --> 00:11:38.000]  所以保羅這個仍然未達標
[00:11:38.000 --> 00:11:40.000]  是一個很重要的心態
[00:11:40.000 --> 00:11:43.000]  去推動我們成長
[00:11:43.000 --> 00:11:47.000]  我覺得這一份就是神聖的不滿足
[00:11:47.000 --> 00:11:48.000]  我仍然未得
[00:11:48.000 --> 00:11:51.000]  我仍然要努力去追求
[00:11:51.000 --> 00:11:54.000]  你何時覺得自己掂呢
[00:11:54.000 --> 00:11:55.000]  我達標了
[00:11:55.000 --> 00:11:58.000]  你何時的成長就是平頓
[00:11:58.000 --> 00:11:59.000]  我都得了
[00:11:59.000 --> 00:12:00.000]  我都到位了
[00:12:00.000 --> 00:12:02.000]  我還想再向前行呢
[00:12:02.000 --> 00:12:06.000]  耶穌說心靈貧窮的人有福了
[00:12:06.000 --> 00:12:09.000]  因為天國是他們的
[00:12:09.000 --> 00:12:11.000]  虛心這個字是心靈貧窮
[00:12:11.000 --> 00:12:14.000]  我心靈還沒有需要
[00:12:14.000 --> 00:12:16.000]  這些人有福
[00:12:16.000 --> 00:12:18.000]  因為天國是他們的
[00:12:18.000 --> 00:12:19.000]  滿招選
[00:12:19.000 --> 00:12:20.000]  謙受益
[00:12:20.000 --> 00:12:24.000]  凡是謙卑的人其實是最大的得著
[00:12:24.000 --> 00:12:27.000]  在英國倫敦有一間教堂
[00:12:27.000 --> 00:12:30.000]  這間教堂有幾百年歷史
[00:12:30.000 --> 00:12:33.000]  現在是倫敦一個很重要的觀光點
[00:12:33.000 --> 00:12:35.000]  這間教堂曾幾何時呢
[00:12:35.000 --> 00:12:37.000]  有二千多人聚會
[00:12:37.000 --> 00:12:40.000]  但是到今天只剩下六十多人
[00:12:40.000 --> 00:12:43.000]  有一次這六十多個會友
[00:12:43.000 --> 00:12:46.000]  聯署寫了一封信給主任牧師
[00:12:46.000 --> 00:12:48.000]  他說主任牧師
[00:12:48.000 --> 00:12:51.000]  星期日是放假的
[00:12:51.000 --> 00:12:53.000]  還有我們有很多節目
[00:12:53.000 --> 00:12:57.000]  請問可不可以在星期日你的講道
[00:12:57.000 --> 00:13:00.000]  由二十分鐘減到十分鐘
[00:13:00.000 --> 00:13:04.000]  你猜這個主任牧師怎樣回答呢
[00:13:04.000 --> 00:13:07.000]  這個主任牧師就回覆他們
[00:13:07.000 --> 00:13:08.000]  沒有問題
[00:13:08.000 --> 00:13:09.000]  可以減
[00:13:09.000 --> 00:13:12.000]  還有只要你們不減我的工資
[00:13:12.000 --> 00:13:15.000]  由十分鐘減到五分鐘都可以
[00:13:15.000 --> 00:13:21.000]  你看看原來很多人對於這個屬靈的事
[00:13:21.000 --> 00:13:23.000]  對於屬靈的追求
[00:13:23.000 --> 00:13:25.000]  對於屬靈的認真
[00:13:25.000 --> 00:13:28.000]  是沒有追求的
[00:13:28.000 --> 00:13:29.000]  覺得OK的
[00:13:29.000 --> 00:13:30.000]  我已經來崇拜了
[00:13:30.000 --> 00:13:31.000]  我又崇拜了
[00:13:31.000 --> 00:13:32.000]  我又聽到了
[00:13:32.000 --> 00:13:34.000]  二十分鐘、十分鐘、五分鐘
[00:13:34.000 --> 00:13:35.000]  沒什麼所謂
[00:13:35.000 --> 00:13:36.000]  麻木了
[00:13:36.000 --> 00:13:38.000]  他覺得OK就行了
[00:13:38.000 --> 00:13:40.000]  凡是他覺得自己達標
[00:13:40.000 --> 00:13:42.000]  你一定會停頓
[00:13:42.000 --> 00:13:43.000]  不再追求
[00:13:43.000 --> 00:13:46.000]  不再向前行
[00:13:46.000 --> 00:13:50.000]  所以第一個動力令我們屬靈繼續成長的
[00:13:50.000 --> 00:13:53.000]  一定要有這份屬靈的不滿足
[00:13:53.000 --> 00:13:54.000]  我未達標
[00:13:54.000 --> 00:13:56.000]  我未得
[00:13:56.000 --> 00:14:00.000]  第二個成長的動力就在C的部分
[00:14:00.000 --> 00:14:04.000]  在C的部分就是得著基督所要我得著
[00:14:04.000 --> 00:14:07.000]  得著天上的獎賞
[00:14:07.000 --> 00:14:10.000]  得著基督所要我得著的意思就是
[00:14:10.000 --> 00:14:13.000]  完成基督在我生命的旨意
[00:14:13.000 --> 00:14:17.000]  上帝在我們每一個人的生命裏都有一個心意
[00:14:17.000 --> 00:14:18.000]  有目標
[00:14:18.000 --> 00:14:19.000]  有照明
[00:14:19.000 --> 00:14:21.000]  得著基督所要我得著
[00:14:21.000 --> 00:14:24.000]  能夠完成上帝在我生命裏
[00:14:24.000 --> 00:14:27.000]  祂想要我達到的目標
[00:14:27.000 --> 00:14:31.000]  想要我完成的旨意
[00:14:31.000 --> 00:14:33.000]  如果我們能夠做到這件事
[00:14:33.000 --> 00:14:39.000]  本來就說你能夠得到從天上呼召你來得到的獎賞
[00:14:39.000 --> 00:14:41.000]  我們怎樣得到上帝的獎賞
[00:14:41.000 --> 00:14:45.000]  就是在地上能夠做到上帝要我做的事
[00:14:45.000 --> 00:14:48.000]  我能夠成為上帝要我成為的人
[00:14:48.000 --> 00:14:51.000]  我能夠做到上帝要我做的事
[00:14:51.000 --> 00:14:52.000]  所以我們要問
[00:14:52.000 --> 00:14:55.000]  上帝祢想我成為一個怎樣的人
[00:14:55.000 --> 00:14:58.000]  上帝祢想要我做甚麼
[00:14:58.000 --> 00:15:00.000]  我們要知道這個目標
[00:15:00.000 --> 00:15:01.000]  然後竭力追求
[00:15:01.000 --> 00:15:05.000]  才能得到上帝的獎賞
[00:15:05.000 --> 00:15:09.000]  我們要留意得到這個獎賞的途徑
[00:15:09.000 --> 00:15:12.000]  本來都有個規矩
[00:15:12.000 --> 00:15:14.000]  規矩是甚麼呢
[00:15:14.000 --> 00:15:17.000]  就是必須在耶穌基督裏面
[00:15:17.000 --> 00:15:19.000]  你留意在十二節的下半節
[00:15:19.000 --> 00:15:23.000]  「或許可以得著基督耶穌所要我得著的」
[00:15:23.000 --> 00:15:27.000]  這個「可以」這個字原文是直著的意思
[00:15:27.000 --> 00:15:29.000]  我直著耶穌基督
[00:15:29.000 --> 00:15:32.000]  去到第十四節的下半節
[00:15:32.000 --> 00:15:34.000]  他更加很明確表示
[00:15:34.000 --> 00:15:39.000]  是「臣在基督耶穌裏從上面召我來得的獎賞」
[00:15:39.000 --> 00:15:41.000]  這個規矩是很清楚的
[00:15:41.000 --> 00:15:43.000]  是「在耶穌基督裏」
[00:15:43.000 --> 00:15:45.000]  所以你不是信耶穌
[00:15:45.000 --> 00:15:46.000]  不是想跟從耶穌的人
[00:15:46.000 --> 00:15:49.000]  你不可能得到這個獎賞
[00:15:49.000 --> 00:15:51.000]  你一定要靠耶穌基督
[00:15:51.000 --> 00:15:53.000]  不是靠自己
[00:15:53.000 --> 00:15:56.000]  我們不是靠自己的聰明才智
[00:15:56.000 --> 00:15:57.000]  你的能力
[00:15:57.000 --> 00:15:58.000]  你的學識
[00:15:58.000 --> 00:15:59.000]  你的資源
[00:15:59.000 --> 00:16:01.000]  能夠去達到這個目標
[00:16:01.000 --> 00:16:04.000]  最重要的是我們靠耶穌基督
[00:16:04.000 --> 00:16:07.000]  去達到這個目標
[00:16:07.000 --> 00:16:10.000]  我想大家都有機會看過奧運
[00:16:10.000 --> 00:16:15.000]  或者看過一些很重要的運動比賽
[00:16:15.000 --> 00:16:17.000]  保羅在這兩節
[00:16:17.000 --> 00:16:20.000]  他用了一個運動比賽的圖畫
[00:16:20.000 --> 00:16:21.000]  我們有目標
[00:16:21.000 --> 00:16:23.000]  我們要竭力去追
[00:16:23.000 --> 00:16:25.000]  然後得到獎賞
[00:16:25.000 --> 00:16:27.000]  如果你看奧運
[00:16:27.000 --> 00:16:30.000]  任何比賽的金牌
[00:16:30.000 --> 00:16:32.000]  有多少個?
[00:16:32.000 --> 00:16:34.000]  只有一個
[00:16:34.000 --> 00:16:35.000]  所有的運動員
[00:16:35.000 --> 00:16:37.000]  全世界的運動員
[00:16:37.000 --> 00:16:38.000]  他為了這個金牌
[00:16:38.000 --> 00:16:40.000]  可能付上很大的代價
[00:16:40.000 --> 00:16:42.000]  甚至付上他的一生
[00:16:42.000 --> 00:16:46.000]  有些人一生為了奧運拿這塊金牌
[00:16:46.000 --> 00:16:49.000]  付上他的一生
[00:16:49.000 --> 00:16:52.000]  我們有沒有為了這個獎賞
[00:16:52.000 --> 00:16:55.000]  去付上我們的一生?
[00:16:55.000 --> 00:16:57.000]  我記得在我讀中學的時候
[00:16:57.000 --> 00:16:59.000]  有一次參加學校的六運會
[00:16:59.000 --> 00:17:04.000]  這些很微不足道的運動會
[00:17:04.000 --> 00:17:08.000]  那時候我只懂短跑和跳遠
[00:17:08.000 --> 00:17:12.000]  有一次進入了200米的決賽
[00:17:12.000 --> 00:17:16.000]  我有一個低於我一年級的校友
[00:17:16.000 --> 00:17:17.000]  他厲害很多
[00:17:17.000 --> 00:17:19.000]  除了他短跑之外
[00:17:19.000 --> 00:17:23.000]  他是在競爭全校的全場總冠軍
[00:17:23.000 --> 00:17:24.000]  他有不同的項目
[00:17:24.000 --> 00:17:26.000]  他都拿到很好的成績
[00:17:26.000 --> 00:17:28.000]  他拿了這個200米金牌
[00:17:28.000 --> 00:17:29.000]  他應該十拿九穩
[00:17:29.000 --> 00:17:32.000]  拿到全場總冠軍
[00:17:32.000 --> 00:17:36.000]  可能當時他覺得我和他是最大熱門
[00:17:36.000 --> 00:17:38.000]  他竟然走過來和我說
[00:17:38.000 --> 00:17:44.000]  可不可以讓他拿冠軍
[00:17:44.000 --> 00:17:46.000]  雖然當時我未信主
[00:17:46.000 --> 00:17:49.000]  但有什麼可能一個體育過母精神呢?
[00:17:49.000 --> 00:17:51.000]  我覺得我沒有錯
[00:17:51.000 --> 00:17:53.000]  大家盡力而為
[00:17:53.000 --> 00:17:57.000]  沒有可能比賽會讓他贏
[00:17:57.000 --> 00:17:59.000]  結果他真的輸了
[00:17:59.000 --> 00:18:01.000]  但我看到這件事
[00:18:01.000 --> 00:18:03.000]  我今天的反省是什麼呢?
[00:18:03.000 --> 00:18:07.000]  一個微不足道少的一間中學的六運會金牌
[00:18:07.000 --> 00:18:09.000]  你都這麼著緊
[00:18:09.000 --> 00:18:12.000]  更何況是天上的獎牌
[00:18:12.000 --> 00:18:16.000]  天上的獎賞比這個大得不得了
[00:18:16.000 --> 00:18:18.000]  我們都這麼著緊去爭取
[00:18:18.000 --> 00:18:23.000]  為什麼我們不付上一生去爭取天上的獎牌
[00:18:23.000 --> 00:18:26.000]  是不是值得你付上一生?
[00:18:26.000 --> 00:18:27.000]  很值得
[00:18:27.000 --> 00:18:31.000]  能夠達成耶穌基督在我們生命裡面的旨意
[00:18:31.000 --> 00:18:33.000]  完成這個目標
[00:18:33.000 --> 00:18:35.000]  得到天上的獎賞
[00:18:35.000 --> 00:18:37.000]  是我們第二個動力
[00:18:37.000 --> 00:18:38.000]  如果你有一個動力
[00:18:38.000 --> 00:18:39.000]  神聖的不滿足
[00:18:39.000 --> 00:18:42.000]  我不滿意現在的屬靈生命
[00:18:42.000 --> 00:18:43.000]  第二個動力就是
[00:18:43.000 --> 00:18:46.000]  我很想能夠完成耶穌基督的旨意
[00:18:46.000 --> 00:18:48.000]  能夠得到天上的獎牌
[00:18:48.000 --> 00:18:49.000]  這是第二個動力
[00:18:49.000 --> 00:18:52.000]  我們要怎麼回應呢?
[00:18:52.000 --> 00:18:56.000]  我們要怎麼回應這個比賽呢?
[00:18:56.000 --> 00:18:58.000]  接著保羅就在第B的部分
[00:18:58.000 --> 00:19:01.000]  就講出我們應該的回應
[00:19:01.000 --> 00:19:04.000]  我們先看大階B的部分
[00:19:04.000 --> 00:19:06.000]  他說:我只有一件事
[00:19:06.000 --> 00:19:10.000]  就是說保羅我只專注一件事
[00:19:10.000 --> 00:19:12.000]  我只專心一生
[00:19:12.000 --> 00:19:14.000]  專心自治去完成一件事
[00:19:14.000 --> 00:19:16.000]  就是忘記背後
[00:19:16.000 --> 00:19:18.000]  努力面前的
[00:19:18.000 --> 00:19:20.000]  向著標竿直跑
[00:19:20.000 --> 00:19:23.000]  你看保羅是在比較他自己的背後
[00:19:23.000 --> 00:19:24.000]  就是他的過去
