
[00:00:00.000 --> 00:00:08.500]  今天我們要跟弟兄姊妹一同來看一個《使徒行傳》第三章
[00:02:36.200 --> 00:02:41.300]  我們只有耶穌基督的名叫你起來行走
[00:02:41.300 --> 00:02:44.300]  所以就拉著他的右手就扶他起來
[00:02:44.300 --> 00:02:48.100]  這個時候他的腳跟拐指骨就有力量了
[00:02:48.100 --> 00:02:50.700]  不但是能夠站起來
[00:02:50.700 --> 00:02:53.300]  而且還能走還能跳的
[00:02:53.300 --> 00:02:55.800]  還能夠站立起來
[00:02:55.800 --> 00:03:00.000]  這個真是一個很大的神蹟
[00:03:00.000 --> 00:03:03.800]  一個四十多年從來沒有站起來過的人
[00:03:03.800 --> 00:03:05.300]  現在站起來了
[00:03:05.300 --> 00:03:08.300]  一個四十多年從來沒有走路的人
[00:03:08.300 --> 00:03:10.100]  他能夠走路了
[00:03:10.100 --> 00:03:12.300]  不但能夠站起來走路
[00:03:12.300 --> 00:03:13.600]  還能跳的
[00:03:13.600 --> 00:03:15.600]  還能夠站立起來
[00:03:15.600 --> 00:03:18.300]  那這個是周圍的人看見以後
[00:03:18.300 --> 00:03:21.500]  都是覺得這是一個非常大的神蹟
[00:03:21.500 --> 00:03:23.800]  從來沒有過的
[00:03:23.800 --> 00:03:27.100]  一般就是病人有病不能走路
[00:03:27.100 --> 00:03:29.600]  醫生給他吃點藥他好了
[00:03:29.600 --> 00:03:31.600]  就慢慢就會走一點
[00:03:31.600 --> 00:03:33.900]  走的少慢慢走的多
[00:03:33.900 --> 00:03:36.400]  慢慢就能夠進來恢復過來
[00:03:36.400 --> 00:03:41.500]  可是他不是他一下子就被醫治了
[00:03:41.500 --> 00:03:44.000]  為什麼有這麼大的能力呢
[00:03:44.000 --> 00:03:49.300]  因為彼得就是用奉的耶穌基督的名
[00:03:49.300 --> 00:03:51.100]  耶穌基督的名
[00:03:51.100 --> 00:03:54.900]  他的能力就包含了耶穌神的能力
[00:03:54.900 --> 00:03:59.000]  一下子叫這個生來就癱瘓的人
[00:03:59.000 --> 00:04:00.600]  他能夠走路了
[00:04:00.600 --> 00:04:05.500]  實在是一個很大的奇蹟
[00:04:05.500 --> 00:04:12.300]  那麼這個人別人看起來都很稀奇了
[00:04:12.300 --> 00:04:14.400]  所以稱之之一位
[00:04:14.400 --> 00:04:16.000]  彼得就來見證
[00:04:16.000 --> 00:04:19.900]  他就來講耶穌基督的名
[00:04:19.900 --> 00:04:24.200]  而且勸眾人能夠來歸正
[00:04:24.200 --> 00:04:29.100]  能夠來相信耶穌
[00:04:29.100 --> 00:04:31.900]  所以彼得說經營我都沒有
[00:04:31.900 --> 00:04:35.400]  可見當時的使徒是很窮的
[00:04:35.400 --> 00:04:37.600]  什麼都沒有
[00:04:37.600 --> 00:04:39.700]  就是他有了什麼呢
[00:04:39.700 --> 00:04:42.500]  他有耶穌基督的名
[00:04:42.500 --> 00:04:45.600]  這個就是在這一章
[00:04:45.600 --> 00:04:50.100]  就記得醫治生來就缺腿的人
[00:04:50.100 --> 00:04:53.500]  他把福音傳開了
[00:04:53.500 --> 00:04:56.700]  那從下面十一節開始
[00:04:56.700 --> 00:04:59.600]  就講到在聖殿裡的情況了
[00:04:59.600 --> 00:05:04.700]  這個人也跟著彼得約翰他們進了聖殿
[00:05:04.700 --> 00:05:07.500]  那這下事情一傳開
[00:05:07.500 --> 00:05:09.600]  很多的百姓很多人
[00:05:09.600 --> 00:05:14.400]  眾百姓也跟著跑到那裡就來看
[00:05:14.400 --> 00:05:17.000]  所以彼得就說
[00:05:17.000 --> 00:05:18.800]  那你們看什麼呢
[00:05:18.800 --> 00:05:20.300]  為什麼看我們呢
[00:05:20.300 --> 00:05:24.400]  你以為我們有能力叫這個人起來行走嗎
[00:05:24.400 --> 00:05:25.900]  他都不是
[00:05:25.900 --> 00:05:30.100]  只能行走的能量是神
[00:05:30.100 --> 00:05:36.600]  所以在接下來彼得就對眾人講道
[00:05:36.600 --> 00:05:44.400]  那這個講道的主題就是他高舉耶穌的名
[00:05:44.400 --> 00:05:46.000]  他講道的中心是什麼呢
[00:05:46.000 --> 00:05:49.500]  講耶穌的名
[00:05:49.500 --> 00:05:52.600]  因為我們還記得在五勳立的時候
[00:05:52.600 --> 00:05:55.300]  彼得第一次對眾人講道
[00:05:55.300 --> 00:05:56.900]  他的主題是什麼呢
[00:05:56.900 --> 00:06:02.300]  他就說你們所棄絕的這位耶穌基督
[00:06:02.300 --> 00:06:07.400]  神已經把他高舉立為主立為基督了
[00:06:07.400 --> 00:06:10.400]  這是第一次在五勳的那天
[00:06:10.400 --> 00:06:14.800]  那天就是有三千人悔改信諸了
[00:06:14.800 --> 00:06:18.700]  那這次呢他的主題就講到耶穌的名
[00:06:18.700 --> 00:06:20.800]  還離不開耶穌
[00:06:20.800 --> 00:06:23.900]  講耶穌的名使這個人健壯
[00:06:23.900 --> 00:06:26.500]  不是我們有什麼能力
[00:06:26.500 --> 00:06:31.200]  而是耶穌的名能夠使這個人起來
[00:06:31.200 --> 00:06:37.900]  所以這個講道的主題從十一節開始以後
[00:06:37.900 --> 00:06:42.300]  我們一直可以看到到這一章結束的時候
[00:06:42.300 --> 00:06:52.200]  二十六節彼得多次的提到耶穌的名
[00:06:52.200 --> 00:06:56.400]  我們初步看到可以在這一段聖經裡頭
[00:06:56.400 --> 00:07:00.800]  講到耶穌的名有七個名字
[00:07:00.800 --> 00:07:03.600]  其實耶穌有很多的名字
[00:07:03.600 --> 00:07:09.900]  但是彼得就提到這些名字裡頭其中的七個
[00:07:09.900 --> 00:07:16.700]  所以我們要從這一章聖經彼得所講的話裡頭
[00:07:16.700 --> 00:07:22.300]  我們看到耶穌的名字裡頭他提到有七個
[00:07:22.300 --> 00:07:25.700]  第一個是稱作耶穌
[00:07:25.700 --> 00:07:30.100]  就第十三節說的
[00:07:30.100 --> 00:07:33.900]  他說亞伯拉罕以撒雅各的神
[00:07:33.900 --> 00:07:35.900]  就是我們列祖的神
[00:07:35.900 --> 00:07:39.700]  已經榮耀了他的仆人耶穌
[00:07:39.700 --> 00:07:44.000]  第一個他把耶穌先擺在眾人的面前
[00:07:44.000 --> 00:07:49.200]  這耶穌的意思我們信徒都很清楚
[00:07:49.200 --> 00:07:51.500]  這耶穌的名字非常的寶貴
[00:07:51.500 --> 00:07:54.100]  意思就是耶和華的救恩
[00:07:54.100 --> 00:07:57.600]  或者耶和華拯救
[00:07:57.600 --> 00:08:03.000]  那麼在當時以色列人裡頭很多孩子生下來以後
[00:08:03.000 --> 00:08:06.300]  他們很多人會起這個名字
[00:08:06.300 --> 00:08:07.300]  請耶穌
[00:08:07.300 --> 00:08:08.700]  因為他們什麼呢
[00:08:08.700 --> 00:08:11.400]  他們一直是在壓迫底下
[00:08:11.400 --> 00:08:14.400]  一直得不到拯救
[00:08:14.400 --> 00:08:17.800]  所以他們就希望他們的孩子出來的話
[00:08:17.800 --> 00:08:19.300]  能夠被神所用
[00:08:19.300 --> 00:08:23.500]  能夠救這以色列人從羅馬人裡頭出來
[00:08:23.500 --> 00:08:27.600]  能夠有一個好的生活
[00:08:27.600 --> 00:08:29.100]  所以很多人都說
[00:08:29.100 --> 00:08:31.500]  就盼望有耶和華的救恩
[00:08:31.500 --> 00:08:33.100]  什麼救恩
[00:08:33.100 --> 00:08:35.600]  所以當耶穌生下來的時候
[00:08:35.600 --> 00:08:36.900]  降生的時候
[00:08:36.900 --> 00:08:40.700]  天使就告訴這個約瑟和瑪利亞說
[00:08:40.700 --> 00:08:42.400]  你們要給他起名
[00:08:42.400 --> 00:08:44.000]  那叫做耶穌
[00:08:44.000 --> 00:08:47.900]  因為他要將百姓從罪惡裡救出來
[00:08:47.900 --> 00:08:52.000]  他們所希望的就從猶太人壓迫底下救出來
[00:08:52.000 --> 00:08:56.600]  但是人根本的問題還不是富跟窮
[00:08:56.600 --> 00:08:58.800]  還不是受壓迫
[00:08:58.800 --> 00:09:00.100]  最根本的問題
[00:09:00.100 --> 00:09:02.200]  人是活在罪裡頭
[00:09:02.200 --> 00:09:05.100]  人如果不是從罪裡頭救出來的話
[00:09:05.100 --> 00:09:08.800]  這個人生就是一個沒有意義的人生
[00:09:08.800 --> 00:09:14.700]  所以耶穌的名字就是把百姓從罪惡裡頭救出來
[00:09:14.700 --> 00:09:17.400]  這是耶穌的名字
[00:09:17.400 --> 00:09:24.600]  那這個名字也是表示他是神來到地上做人
[00:09:24.600 --> 00:09:26.600]  是神來到地上做人
[00:09:26.600 --> 00:09:30.000]  誰能夠把人從罪惡救出來呢
[00:09:30.000 --> 00:09:31.600]  肯定是神
[00:09:31.600 --> 00:09:34.200]  所以這個孩子叫做耶穌
[00:09:34.200 --> 00:09:37.300]  天使說你要給他起名叫耶穌
[00:09:37.300 --> 00:09:41.800]  因為他要把百姓從罪裡頭救出來
[00:09:41.800 --> 00:09:43.100]  那麼就說明
[00:09:43.100 --> 00:09:47.400]  從這裡看到他是一個真的人
[00:09:47.400 --> 00:09:50.200]  但是他又是真的神
[00:09:50.200 --> 00:09:54.700]  所以這個耶穌的名字就包括了神人二姓
[00:09:54.700 --> 00:09:58.300]  又有神性又是人性
[00:09:58.300 --> 00:10:00.500]  這是一個耶穌的名字
[00:10:00.500 --> 00:10:02.300]  所以我們叫他新耶穌
[00:10:02.300 --> 00:10:04.400]  新耶穌是新什麼
[00:10:04.400 --> 00:10:07.400]  不是新一個普通的偉大的人物
[00:10:07.400 --> 00:10:10.800]  而是新一位神真神
[00:10:10.800 --> 00:10:16.000]  他把百姓從罪惡救出來
[00:10:16.000 --> 00:10:19.300]  下面就提到有第二個名字的
[00:10:19.300 --> 00:10:21.200]  就剛才我們讀的聖經裡頭
[00:10:21.200 --> 00:10:24.000]  第13節還提到
[00:10:24.000 --> 00:10:29.300]  他的僕人耶穌是神的僕人耶穌
[00:10:29.300 --> 00:10:36.100]  他是指到是這位神的耶穌是神的僕人
[00:10:36.100 --> 00:10:37.800]  這位神是誰的神呢
[00:10:37.800 --> 00:10:42.000]  是亞伯拉罕以沙雅各的神
[00:10:42.000 --> 00:10:48.800]  他是又是神的兒子又是神的僕人
[00:10:48.800 --> 00:10:54.300]  神的僕人其實是一個非常重要的
[00:10:54.300 --> 00:10:58.600]  在以色列書裡頭一直提到預言的時候
[00:10:58.600 --> 00:11:00.800]  說有一位神的僕人
[00:11:00.800 --> 00:11:04.900]  他要來到世上來拯救以色列人
[00:11:04.900 --> 00:11:09.300]  同時也是要拯救世界上所謂的人
[00:11:09.300 --> 00:11:14.300]  所以這位僕人就是要來擔當人的罪
[00:11:14.300 --> 00:11:18.500]  擔當人的憂患擔當人的痛苦
[00:11:18.500 --> 00:11:23.400]  能夠他是為了人的過犯受害
[00:11:23.400 --> 00:11:26.000]  為了人的罪孽壓場
[00:11:26.000 --> 00:11:30.100]  所以在以色列書五則三章裡面就提到
[00:11:30.100 --> 00:11:32.200]  這位僕人來的話
[00:11:32.200 --> 00:11:35.800]  那是為了全人類受苦
[00:11:35.800 --> 00:11:39.200]  他本身並沒有犯罪
[00:11:39.200 --> 00:11:41.600]  但是為了要擔當人的罪
[00:11:41.600 --> 00:11:44.200]  他在地上三十三年
[00:11:44.200 --> 00:11:47.600]  經過多少的憂患痛苦
[00:11:47.600 --> 00:11:52.900]  他好像一個羊一樣的被牽到宰殺之地
[00:11:52.900 --> 00:11:55.900]  但他卻是默默的無神
[00:11:55.900 --> 00:11:58.400]  就是這位僕人
[00:11:58.400 --> 00:12:02.300]  神也要的僕人他做了功什麼呢
[00:12:02.300 --> 00:12:06.300]  就是要神要拯救他們
[00:12:06.300 --> 00:12:10.500]  所以這個是講到這位就是以色列人
[00:12:10.500 --> 00:12:15.100]  神應許給以色列人一位救主
[00:12:15.100 --> 00:12:16.800]  所以他們就稱這個是
[00:12:16.800 --> 00:12:23.600]  這個是神的僕人就是米賽亞
[00:12:23.600 --> 00:12:28.200]  他就是米賽亞就跟基督是同樣的意思
[00:12:28.200 --> 00:12:29.500]  一個是希伯來話
[00:12:29.500 --> 00:12:31.500]  一個是希臘文
[00:12:31.500 --> 00:12:35.700]  兩個都是講到這個僕人救米賽亞
[00:12:35.700 --> 00:12:38.400]  所以在以色列書裡頭
[00:12:38.400 --> 00:12:44.400]  還有幾章聖經很集中的講到耶和華的僕人
[00:12:44.400 --> 00:12:46.200]  他是耶和華的僕人
[00:12:46.200 --> 00:12:47.900]  他要做什麼事情
[00:12:47.900 --> 00:12:52.300]  那這個是在舊約裡頭已經預言了
[00:12:52.300 --> 00:12:54.000]  等到耶穌來的時候
[00:12:54.000 --> 00:13:01.100]  這個預言就應驗了在耶穌的身上
[00:13:01.100 --> 00:13:06.700]  第三個名字他叫做聖潔公益者
[00:13:06.700 --> 00:13:10.300]  第四四節說
[00:13:10.300 --> 00:13:13.300]  你們棄絕了那聖潔公益者
[00:13:13.300 --> 00:13:18.400]  凡求著釋放一個兇手給你們
[00:13:18.400 --> 00:13:19.200]  棄絕誰呢
[00:13:19.200 --> 00:13:20.400]  棄絕耶穌
[00:13:20.400 --> 00:13:26.800]  這裡說耶穌這位耶穌就是聖潔公益者
[00:13:26.800 --> 00:13:30.400]  那麼他是聖潔的羔羊
[00:13:30.400 --> 00:13:32.100]  他是無罪的
[00:13:32.100 --> 00:13:36.900]  在代替有罪的
[00:13:36.900 --> 00:13:38.600]  他又是公益的
[00:13:38.600 --> 00:13:41.400]  能夠擔當人的罪
[00:13:41.400 --> 00:13:46.500]  但是以色列人他們不要這位耶穌
[00:13:46.500 --> 00:13:51.700]  反倒是當比拉多問他到預約節的時候
[00:13:51.700 --> 00:13:54.900]  按照規矩每到一個節日
[00:13:54.900 --> 00:13:56.400]  這個預約節
[00:13:56.400 --> 00:14:02.700]  那麼可以釋放一個囚犯給他們
[00:14:02.700 --> 00:14:07.500]  那麼比拉多就問這些百姓猶太人說
[00:14:07.500 --> 00:14:09.800]  你們到底要我釋放誰呢
[00:14:09.800 --> 00:14:12.000]  是釋放這耶穌給你們呢
[00:14:12.000 --> 00:14:16.000]  還應該釋放這個巴拉巴給你們呢
[00:14:16.000 --> 00:14:22.400]  他以為百姓一定會要求把耶穌釋放了
[00:14:22.400 --> 00:14:24.300]  因為耶穌他沒有犯罪
[00:14:24.300 --> 00:14:27.400]  他做了這麼多奇妙的事情
[00:14:27.400 --> 00:14:29.900]  為百姓做了這麼多事情
[00:14:29.900 --> 00:14:33.900]  他想一定是會來釋放耶穌
[00:14:33.900 --> 00:14:38.600]  而把巴拉巴的強盜殺人犯定罪
[00:14:38.600 --> 00:14:40.200]  把他處死
[00:14:40.200 --> 00:14:41.600]  可是沒有想到
[00:14:41.600 --> 00:14:47.200]  百姓不要耶穌他反倒要一個強盜
[00:14:47.200 --> 00:14:57.000]  所以說耶穌這個名字是聖潔公義者
[00:14:57.000 --> 00:15:02.500]  聖潔跟公義這兩個合起來
[00:15:02.500 --> 00:15:08.900]  就是說到祂是神是聖潔的
[00:15:08.900 --> 00:15:12.700]  但是呢祂又是公義的
[00:15:12.700 --> 00:15:14.900]  祂就是自己是沒有罪
[00:15:14.900 --> 00:15:17.900]  無罪的要代替有罪的
[00:15:17.900 --> 00:15:21.800]  所以這個是耶穌的名字
[00:15:21.800 --> 00:15:24.700]  聖潔的羔羊
[00:15:24.700 --> 00:15:26.900]  那麼祂又是公義的
[00:15:26.900 --> 00:15:29.400]  無罪的代替有罪的
[00:15:29.400 --> 00:15:33.100]  為人的罪被釋在世界上
[00:15:33.100 --> 00:15:35.800]  滿足了神公義的要求
[00:15:35.800 --> 00:15:39.900]  所以這個是耶穌的俗姓
[00:15:39.900 --> 00:15:41.800]  祂是聖潔
[00:15:41.800 --> 00:15:44.100]  祂無罪
[00:15:44.100 --> 00:15:46.400]  祂又是公義的
[00:15:46.400 --> 00:15:53.000]  這樣可以代替這些我們的人的罪
[00:15:53.000 --> 00:15:55.900]  祂又是叫生命的主
[00:15:55.900 --> 00:15:57.300]  祂說你們殺了
[00:15:57.300 --> 00:15:58.500]  受五劫說
[00:15:58.500 --> 00:16:00.900]  你們殺了那生命的主
[00:16:00.900 --> 00:16:04.400]  神卻教他從死裡復活了
[00:16:04.400 --> 00:16:07.900]  我們都為這件事做見證
[00:16:07.900 --> 00:16:13.200]  這個地方又稱這位耶穌是生命的主
[00:16:13.200 --> 00:16:18.100]  這個地方的主不是神的意思
[00:16:18.100 --> 00:16:23.700]  這個主是一位叫做元帥
[00:16:23.700 --> 00:16:25.100]  Prince
[00:16:25.100 --> 00:16:29.500]  在希伯來書第二章就提到
[00:16:29.500 --> 00:16:34.800]  祂說祂是救恩的元帥
[00:16:34.800 --> 00:16:39.100]  祂要領許多眾子進入榮耀裡頭
[00:16:39.100 --> 00:16:42.600]  所以講到這位耶穌
[00:16:42.600 --> 00:16:47.800]  祂是我們的元帥
[00:16:47.800 --> 00:16:51.500]  所以這地方主是講到領頭的意思
[00:16:51.500 --> 00:16:52.500]  Leader
[00:16:52.500 --> 00:16:54.300]  祂是領先的
[00:16:54.300 --> 00:16:56.300]  或者祂是源頭
[00:16:56.300 --> 00:16:58.500]  祂是來源
[00:16:58.500 --> 00:17:00.300]  所以祂是生命的主
[00:17:00.300 --> 00:17:04.400]  就是生命是從祂開始的
[00:17:04.400 --> 00:17:06.300]  生命從哪來呢
[00:17:06.300 --> 00:17:08.200]  不是自然自然而有的
[00:17:08.200 --> 00:17:11.800]  而是神賜給我們的
[00:17:11.800 --> 00:17:15.000]  那耶穌就把生命賜給我們
[00:17:15.000 --> 00:17:18.000]  而且祂要領我們到什麼地方呢
[00:17:18.000 --> 00:17:20.100]  領我們到完全的地步
[00:17:20.100 --> 00:17:21.800]  所以這個生命的主
[00:17:21.800 --> 00:17:24.900]  不但說到祂給我們生命
[00:17:24.900 --> 00:17:28.200]  而且祂要讓我們的生命豐富
[00:17:28.200 --> 00:17:30.800]  讓我們的生命完全
[00:17:30.800 --> 00:17:33.900]  所以這是生命的主
[00:17:33.900 --> 00:17:37.200]  這個生命常常是指的全面的
[00:17:37.200 --> 00:17:40.600]  指的我們身體這樣的生命
[00:17:40.600 --> 00:17:44.200]  也包括我們靈裡頭
[00:17:44.200 --> 00:17:46.000]  靈性的生命
[00:17:46.000 --> 00:17:48.900]  這兩方面都包括
[00:17:48.900 --> 00:17:51.800]  所以這位耶穌就是要給我們什麼呢
[00:17:51.800 --> 00:17:53.200]  給我們生命
[00:17:53.200 --> 00:17:56.300]  所以最重要的我們信耶穌
[00:17:56.300 --> 00:17:57.700]  我們得到什麼呢
[00:17:57.700 --> 00:18:01.100]  得到一個新的生命
[00:18:01.100 --> 00:18:06.600]  比我們得到地上的金銀財寶還要重要
[00:18:06.600 --> 00:18:10.100]  如果一個人他能夠信到耶穌
[00:18:10.100 --> 00:18:13.500]  他得到這個新的生命
[00:18:13.500 --> 00:18:16.700]  那這個不但是現在有生命
[00:18:16.700 --> 00:18:20.500]  而且這個生命一直是到永遠裡頭
[00:18:20.500 --> 00:18:22.500]  這是非常寶貴的
[00:18:22.500 --> 00:18:26.800]  所以主耶穌給我們的是一個最寶貴的禮物
[00:18:26.800 --> 00:18:29.500]  就是永遠的生命
[00:18:29.500 --> 00:18:32.100]  祂是生命的主
[00:18:32.100 --> 00:18:33.800]  所以我們信了主以後
[00:18:33.800 --> 00:18:35.300]  祂要帶領我們
[00:18:35.300 --> 00:18:39.000]  叫我們在這條人生的路上
[00:18:39.000 --> 00:18:40.900]  不斷的成聖
[00:18:40.900 --> 00:18:43.100]  不斷的脫去的舊人
[00:18:43.100 --> 00:18:45.400]  不斷的穿上新人
[00:18:45.400 --> 00:18:48.000]  叫我們生命能夠豐富
[00:18:48.000 --> 00:18:50.400]  所以主耶穌跟門徒說
[00:18:50.400 --> 00:18:53.200]  我來了是要教羊得生命
[00:18:53.200 --> 00:18:55.600]  並且得到更豐生
[00:18:55.600 --> 00:18:57.400]  這就是生命的主
[00:18:57.400 --> 00:18:59.200]  祂是我們生命的主
[00:18:59.200 --> 00:19:02.700]  所以生命離不開耶穌
[00:19:02.700 --> 00:19:04.500]  你在耶穌以外
[00:19:04.500 --> 00:19:07.000]  再要尋找什麼生命
[00:19:07.000 --> 00:19:08.900]  尋找人生的意義
[00:19:08.900 --> 00:19:11.300]  那都是枉然的
[00:19:11.300 --> 00:19:12.900]  只有在主裡頭
[00:19:12.900 --> 00:19:15.000]  祂才是我們生命的主
[00:19:15.000 --> 00:19:17.900]  我們可以從祂裡頭
[00:19:17.900 --> 00:19:27.100]  從有生命到一個生命豐富的地步
[00:19:27.100 --> 00:19:31.100]  第一個名字叫基督
[00:19:31.100 --> 00:19:34.700]  耶穌的名字也稱叫基督
[00:19:34.700 --> 00:19:38.400]  在第十八節就提到了
[00:19:38.400 --> 00:19:42.100]  但神承接眾先知的口
[00:19:42.100 --> 00:19:48.000]  預言基督將要受害就在英年了
[00:19:48.000 --> 00:19:49.600]  到第二十節
[00:19:49.600 --> 00:19:54.300]  祂說主也必猜前所預定給你們的
[00:19:54.300 --> 00:19:56.300]  基督耶穌降臨
[00:19:56.300 --> 00:19:57.800]  又提到基督
[00:19:57.800 --> 00:19:59.700]  所以在這個講道裡頭
[00:19:59.700 --> 00:20:02.300]  兩次都提到基督
[00:20:02.300 --> 00:20:07.100]  所以基督就是祂要所做的工作
[00:20:07.100 --> 00:20:08.700]  祂做什麼呢
[00:20:08.700 --> 00:20:11.600]  神是受告者
[00:20:11.600 --> 00:20:13.100]  在舊約的時候
[00:20:13.100 --> 00:20:16.100]  猶太人有三種職務的話
[00:20:16.100 --> 00:20:19.200]  要經過受告
[00:20:19.200 --> 00:20:21.000]  君王要受告
[00:20:21.000 --> 00:20:24.000]  所以君王登位的時候
[00:20:24.000 --> 00:20:27.100]  他要有祭司高默禱
[00:20:27.100 --> 00:20:29.300]  那麼祭司也要受告
[00:20:29.300 --> 00:20:31.200]  還有先知
[00:20:31.200 --> 00:20:34.500]  所以耶穌是神所預定的基督
[00:20:34.500 --> 00:20:38.000]  就是神所立位的受告者
[00:20:38.000 --> 00:20:39.300]  神受告他
[00:20:39.300 --> 00:20:42.700]  叫他又做祭司
[00:20:42.700 --> 00:20:44.000]  又做君王
[00:20:44.000 --> 00:20:45.600]  又做先知
[00:20:45.600 --> 00:20:48.200]  有這樣的這位基督
[00:20:48.200 --> 00:20:49.700]  那麼在希伯來文
[00:20:49.700 --> 00:20:51.000]  他叫做彌賽亞
[00:20:51.000 --> 00:20:52.500]  所以猶太人都知道
[00:20:52.500 --> 00:20:54.100]  有一位彌賽亞
[00:20:54.100 --> 00:20:57.400]  就是神所收告的
[00:20:57.400 --> 00:21:01.500]  高默的這位基督
[00:21:01.500 --> 00:21:03.900]  那麼祂是基督
[00:21:03.900 --> 00:21:06.200]  所以舊約聖經裡頭
[00:21:06.200 --> 00:21:10.600]  關於許多的彌賽亞的預言
[00:21:10.600 --> 00:21:13.700]  都應驗在耶穌基督的身上
[00:21:13.700 --> 00:21:16.800]  因為祂的名字叫做基督
[00:21:16.800 --> 00:21:20.800]  所以我們是姓耶穌基督
[00:21:20.800 --> 00:21:25.700]  這個是一個很寶貴的名字
[00:21:25.700 --> 00:21:27.200]  第六個名字
[00:21:27.200 --> 00:21:32.200]  祂是像摩西那樣的先知
[00:21:32.200 --> 00:21:37.200]  這個是在二十二節彼得所提到的
[00:21:37.200 --> 00:21:39.800]  他在摩西曾說
[00:21:39.800 --> 00:21:42.800]  主神要從你們弟兄中間
[00:21:42.800 --> 00:21:46.500]  給你們興起一位先知像我
[00:21:46.500 --> 00:21:48.700]  凡他向你們所說的
[00:21:48.700 --> 00:21:51.200]  你們都要聽從
[00:21:51.200 --> 00:21:53.800]  凡不聽從那先知的
[00:21:53.800 --> 00:21:57.700]  必要從民中全然滅絕
[00:21:57.700 --> 00:22:02.200]  這是在聖經裡頭十八章
[00:22:02.200 --> 00:22:07.900]  摩西在向以色列人所說的
[00:22:07.900 --> 00:22:13.200]  當時神用摩西把以色列人
[00:22:13.200 --> 00:22:16.900]  從埃及領出來
[00:22:16.900 --> 00:22:20.100]  所以摩西也對以色列人說
[00:22:20.100 --> 00:22:25.400]  將來有一位像我這樣的先知
[00:22:25.400 --> 00:22:28.200]  要把你們要領出來
[00:22:28.200 --> 00:22:31.200]  要把你們從黑暗裡頭領出來
[00:22:31.200 --> 00:22:34.000]  要把你們從這裡領出來
[00:22:34.000 --> 00:22:36.800]  所以耶穌就很早以前
[00:22:36.800 --> 00:22:39.600]  在舊約聖經已經有預言
[00:22:39.600 --> 00:22:44.000]  祂所起的作用要像摩西那樣
[00:22:44.000 --> 00:22:46.100]  所以在那句話裡頭
[00:22:46.100 --> 00:22:50.000]  聖經說的凡是不聽這位先知的
[00:22:50.000 --> 00:22:52.900]  要全然的被滅絕
[00:22:52.900 --> 00:22:56.900]  就神所猜前要拯救以色列人的
[00:22:56.900 --> 00:23:00.600]  將來神也會猜前一位先知
