
[00:00:00.000 --> 00:00:04.020]  開始之前我們一起低頭有個祈禱
[00:05:33.600 --> 00:05:38.600]  其實哥倫多教會和其他愛邦信徒
[00:05:38.600 --> 00:05:42.800]  能夠得到屬靈的福氣、能夠認識主
[00:05:42.800 --> 00:05:50.000]  其實這與猶太人和耶路撒冷教會的信徒很有關
[00:05:50.000 --> 00:05:52.800]  因為他們很努力地傳福音
[00:05:52.800 --> 00:05:58.100]  他們將福音從耶路撒冷傳開到其他地方
[00:05:58.100 --> 00:06:02.000]  即使當時他們受到很大的逼迫
[00:06:02.000 --> 00:06:04.500]  但他們也不退縮
[00:06:04.500 --> 00:06:06.000]  既然如此
[00:06:06.000 --> 00:06:12.200]  哥倫多的信徒跟他們分享物質上的豐盛
[00:06:12.200 --> 00:06:18.600]  其實這也是互惠互享的理念
[00:06:18.600 --> 00:06:22.000]  在羅馬書15章27節
[00:06:22.000 --> 00:06:23.700]  保羅甚至形容
[00:06:23.700 --> 00:06:29.600]  愛邦人好像欠了耶路撒冷信徒的債
[00:06:29.600 --> 00:06:33.000]  你可以看到保羅用這麼重的字
[00:06:33.000 --> 00:06:35.600]  他看到原來愛邦的信徒
[00:06:35.600 --> 00:06:37.600]  包括哥倫多教會
[00:06:37.600 --> 00:06:42.600]  他們捐獻給耶路撒冷教會這件事是理所當然的
[00:06:42.600 --> 00:06:47.800]  是一個團結合一的見證
[00:06:47.800 --> 00:06:55.200]  在第二節保羅教導信徒在捐獻上具體要做些什麼
[00:06:55.200 --> 00:06:58.000]  這裡說每逢七日的第一日
[00:06:58.000 --> 00:07:02.200]  每人要照自己的收入抽出藥乾
[00:07:02.200 --> 00:07:03.800]  保留起來
[00:07:03.800 --> 00:07:06.600]  免得我來的時候現臭
[00:07:06.600 --> 00:07:08.300]  七日的第一日
[00:07:08.300 --> 00:07:12.400]  福音書指的是耶穌復活的那一天
[00:07:12.400 --> 00:07:15.200]  即是我們今天的主日星期日
[00:07:15.200 --> 00:07:20.200]  這也可以引證由第一個教會
[00:07:20.200 --> 00:07:22.000]  由新約的教會開始
[00:07:22.000 --> 00:07:25.000]  信徒也包括哥倫多的信徒
[00:07:25.000 --> 00:07:27.000]  他們是在主日聚會的
[00:07:27.000 --> 00:07:34.000]  而不是猶太教徒一般在星期六的安息日來聚會
[00:07:34.000 --> 00:07:39.400]  這裡教導他們要每星期都要去捐獻
[00:07:39.400 --> 00:07:44.000]  可能因為當時的工資其實是每個星期發放的
[00:07:44.000 --> 00:07:49.400]  而且這裡說要每人按照自己的收入抽出
[00:07:49.400 --> 00:07:53.200]  即是說不是剩下的才來去奉獻
[00:07:53.200 --> 00:07:56.400]  也不是富有的人才奉獻
[00:07:56.400 --> 00:08:01.800]  是每一個人按照你有多少的收入而去奉獻
[00:08:01.800 --> 00:08:06.000]  每一個信徒無論貧富都應該做的
[00:08:06.000 --> 00:08:14.600]  而且這個做法是不要等到保羅來的時候立刻去湊出來
[00:08:14.600 --> 00:08:19.200]  即是說保羅要求教會在捐獻上面
[00:08:19.200 --> 00:08:22.400]  是不可以草率 不可以隨意
[00:08:22.400 --> 00:08:26.200]  是要預先來做好準備的
[00:08:26.200 --> 00:08:30.800]  這裡保羅對於捐獻有四個原則
[00:08:30.800 --> 00:08:35.800]  第一 要是一個恆常的習慣 定時去做的
[00:08:35.800 --> 00:08:39.000]  第二 要預先留備
[00:08:39.000 --> 00:08:42.400]  第三 要每個人都有份參與
[00:08:42.400 --> 00:08:47.400]  第四 要有預備 不是隨便做的
[00:08:47.400 --> 00:08:51.600]  弟兄姊妹 這個對你有什麼提醒呢?
[00:08:51.600 --> 00:09:00.200]  其實這些原則是幫助我們去檢視我們奉獻的心態
[00:09:00.200 --> 00:09:03.000]  提醒我們去思想
[00:09:03.000 --> 00:09:09.800]  當我們實踐這些教導 實踐去奉獻的時候的真正原因
[00:09:09.800 --> 00:09:13.200]  我記得我以前在工作上工作
[00:09:13.200 --> 00:09:17.600]  遇到一些他不是回教會 未信的同事
[00:09:17.600 --> 00:09:20.200]  或者一些工作上的合作夥伴
[00:09:20.200 --> 00:09:23.600]  總是久不久就會被人問這個問題
[00:09:23.600 --> 00:09:25.600]  他們很稀奇地問
[00:09:25.600 --> 00:09:32.200]  你們基督徒要給十分之一的人工教會嗎?
[00:09:32.200 --> 00:09:34.600]  不過如果你們在倭富成長
[00:09:34.600 --> 00:09:38.200]  你會發覺我們很少教你給十分之一
[00:09:38.200 --> 00:09:39.000]  為什麼呢?
[00:09:39.000 --> 00:09:42.800]  因為我們不想你以為我給了十分之一之後
[00:09:42.800 --> 00:09:45.800]  那十分之九就是自己
[00:09:45.800 --> 00:09:50.200]  因為其實我們的所有都是屬於神的
[00:09:50.200 --> 00:09:54.000]  我們所有的東西 包括我們能夠賺取的收入
[00:09:54.000 --> 00:09:57.000]  都是屬於神 完完全全
[00:09:57.000 --> 00:10:00.600]  我們要學習的是怎樣有智慧
[00:10:00.600 --> 00:10:06.000]  按神的心意來運用給我們有的一切
[00:10:06.000 --> 00:10:13.200]  所以奉獻不是因為基督徒回教會要交的入場費
[00:10:13.200 --> 00:10:20.400]  也不是神的天國事公沒有你給錢就倒了 就不行了
[00:10:20.400 --> 00:10:23.600]  因為如果神要拓展他的國
[00:10:23.600 --> 00:10:28.600]  他有很多的資源可以去運用
[00:10:28.600 --> 00:10:30.800]  我們去奉獻
[00:10:30.800 --> 00:10:36.200]  其實是因為我們要具體地活出一個基督徒的生命
[00:10:36.200 --> 00:10:38.600]  去回饋天父的愛
[00:10:38.600 --> 00:10:42.000]  去實踐對人的愛
[00:10:42.000 --> 00:10:47.600]  曾經有一個宣教士這樣說過一句很有意思的話
[00:10:47.600 --> 00:10:51.800]  他說 One can give without loving
[00:10:51.800 --> 00:10:55.800]  But one cannot love without giving
[00:10:55.800 --> 00:11:00.200]  你可以去給 去捐獻 但是沒有愛
[00:11:00.200 --> 00:11:03.200]  但是你不可以說你有愛
[00:11:03.200 --> 00:11:06.600]  但是你不去實際地付出
[00:11:06.600 --> 00:11:08.800]  今天當我們檢視一下
[00:11:08.800 --> 00:11:13.400]  我們去施予 我們去捐獻的時候的心態
[00:11:13.400 --> 00:11:18.400]  究竟你是否帶著愛來付出呢?
[00:11:18.400 --> 00:11:21.400]  其實有關奉獻的教導
[00:11:21.400 --> 00:11:25.000]  在哥倫多後書的第八至第九章
[00:11:25.000 --> 00:11:27.800]  會有更加詳細的討論
[00:11:27.800 --> 00:11:30.600]  我們講完哥倫多前書之後
[00:11:30.600 --> 00:11:33.400]  就會到哥倫多後書
[00:11:33.400 --> 00:11:36.000]  不過在這裏我們看到
[00:11:36.000 --> 00:11:38.200]  在第三第四節那裏我們都看到
[00:11:38.200 --> 00:11:41.800]  保羅在處理收到回來的捐款的時候
[00:11:41.800 --> 00:11:44.200]  都是非常小心的
[00:11:44.200 --> 00:11:45.600]  第三節那裏說
[00:11:45.600 --> 00:11:48.800]  他叫哥倫多的教會去舉薦
[00:11:48.800 --> 00:11:51.600]  當中其中一些的肢體
[00:11:51.600 --> 00:11:56.200]  代表教會去送錢給耶路撒冷
[00:11:56.200 --> 00:11:57.800]  而第四節那裏說
[00:11:57.800 --> 00:12:01.800]  如果他們覺得保羅應該去的時候
[00:12:01.800 --> 00:12:06.200]  保羅才會參與他們的行列
[00:12:06.200 --> 00:12:07.600]  這裏你會看到
[00:12:07.600 --> 00:12:12.400]  保羅沒有直接經手去處理這些捐款
[00:12:12.400 --> 00:12:16.200]  這個是為了一個避嫌的緣故
[00:12:16.200 --> 00:12:21.400]  以免被人誤會他在當中從中得利
[00:12:21.400 --> 00:12:25.800]  這樣做不單止顯示了保羅的智慧
[00:12:25.800 --> 00:12:30.600]  而且能夠由哥倫多的教會
[00:12:30.600 --> 00:12:34.200]  自己有代表親自來送款
[00:12:34.200 --> 00:12:37.800]  這個也是教會整個群體
[00:12:37.800 --> 00:12:43.400]  一個很具體的行動見證
[00:12:43.400 --> 00:12:45.800]  接著在第五至第九節
[00:12:45.800 --> 00:12:48.400]  在講完捐獻之後
[00:12:48.400 --> 00:12:53.200]  保羅就分享他接下來的行程和計劃
[00:12:53.200 --> 00:12:55.800]  如果你看回第八節那裏說
[00:12:55.800 --> 00:13:00.200]  當時保羅應該在爾忽所
[00:13:00.200 --> 00:13:03.600]  他會在爾忽所留到五巡節之後
[00:13:03.600 --> 00:13:07.200]  即是大概我們的五月六月之間
[00:13:07.200 --> 00:13:11.000]  然後第五節就說他先去到馬其頓
[00:13:11.000 --> 00:13:13.600]  然後才去到哥倫多
[00:13:13.600 --> 00:13:15.800]  去到的時候應該是冬天
[00:13:15.800 --> 00:13:21.000]  所以保羅說他或許會留在那裏過冬
[00:13:21.000 --> 00:13:25.000]  在哥倫多前書的四章十九節
[00:13:25.000 --> 00:13:26.800]  保羅其實已經說過
[00:13:26.800 --> 00:13:30.200]  在很多章之前他已經很早說過
[00:13:30.200 --> 00:13:32.200]  他要去到哥倫多
[00:13:32.200 --> 00:13:34.400]  但為什麼他不早去呢
[00:13:34.400 --> 00:13:36.200]  到現在還沒有去
[00:13:36.200 --> 00:13:38.000]  原來在第九節那裏
[00:13:38.000 --> 00:13:39.200]  保羅說
[00:13:39.200 --> 00:13:44.600]  因為有又寬大又有效的門為我開了
[00:13:44.600 --> 00:13:47.600]  雖然反對的人也多
[00:13:47.600 --> 00:13:51.600]  其實這個事跡在《仕途行傳》第十九章
[00:13:51.600 --> 00:13:53.200]  有詳細的記載的
[00:13:53.200 --> 00:13:55.000]  你可以回去看看
[00:13:55.000 --> 00:13:59.600]  那裏記載了保羅在爾忽所的經歷
[00:13:59.600 --> 00:14:01.400]  他在那裏講道
[00:14:01.400 --> 00:14:03.400]  治病 趕鬼
[00:14:03.400 --> 00:14:05.600]  神的名被傳開
[00:14:05.600 --> 00:14:08.000]  主的道大大興旺
[00:14:08.000 --> 00:14:11.800]  但卻引來很大的騷動
[00:14:11.800 --> 00:14:16.200]  全城的人都起來反對保羅
[00:14:16.200 --> 00:14:17.400]  在那個時候
[00:14:17.400 --> 00:14:21.000]  甚至和保羅一起的門徒都叫他走
[00:14:21.000 --> 00:14:23.800]  因為怕他有生命的危險
[00:14:23.800 --> 00:14:28.600]  但保羅卻仍然留在那裏
[00:14:28.600 --> 00:14:32.400]  神就很奇妙地藉著一個當地的高官
[00:14:32.400 --> 00:14:33.800]  救了保羅
[00:14:33.800 --> 00:14:36.200]  他沒有生命的危險
[00:14:36.200 --> 00:14:38.200]  不過你會看保羅
[00:14:38.200 --> 00:14:41.400]  其實明知那裏有這麼大的危險
[00:14:41.400 --> 00:14:44.200]  他仍然留在爾忽所
[00:14:44.200 --> 00:14:49.200]  這個完完全全是因為福音的緣故
[00:14:49.200 --> 00:14:51.200]  其實這裏所講
[00:14:51.200 --> 00:14:53.000]  他去完馬其頓
[00:14:53.000 --> 00:14:55.000]  才去到哥林多
[00:14:55.000 --> 00:14:57.800]  同樣是福音的緣故
[00:14:57.800 --> 00:15:00.200]  馬其頓那裏有什麼地方呢?
[00:15:00.200 --> 00:15:02.400]  可能大家都有聽過
[00:15:02.400 --> 00:15:05.600]  就是有菲律賓和貼薩羅尼加
[00:15:05.600 --> 00:15:08.600]  這些聖經都有的地方
[00:15:08.600 --> 00:15:12.000]  保羅去那裏其實就是為了去探訪
[00:15:12.000 --> 00:15:14.800]  和幫助在那裏的教會
[00:15:14.800 --> 00:15:19.200]  在屬靈上來建立和兼顧他們
[00:15:19.200 --> 00:15:22.600]  幫助信徒來成長
[00:15:22.600 --> 00:15:24.600]  對於哥林多的教會
[00:15:24.600 --> 00:15:27.400]  保羅就更加愛惜
[00:15:27.400 --> 00:15:29.600]  因為在第六第七節那裏
[00:15:29.600 --> 00:15:36.800]  你會看到保羅不只是經過穿越哥林多
[00:15:36.800 --> 00:15:40.000]  他是要在那裏留下
[00:15:40.000 --> 00:15:42.400]  他希望留在那裏過冬
[00:15:42.400 --> 00:15:46.200]  和他們同住一些時間
[00:15:46.200 --> 00:15:49.600]  其實你看看從第五到第九節
[00:15:49.600 --> 00:15:52.400]  這裏短短五節聖經之中
[00:15:52.400 --> 00:15:55.800]  保羅用了五次說「你們」
[00:15:55.800 --> 00:16:00.400]  和哥林多的教會說話
[00:16:00.400 --> 00:16:02.400]  這五次的「你們」之中
[00:16:02.400 --> 00:16:06.600]  有三次如果你看他原文的表達
[00:16:06.600 --> 00:16:09.400]  其實是一個強調的表達
[00:16:09.400 --> 00:16:12.200]  如果用廣東話說
[00:16:12.200 --> 00:16:16.000]  是「你們」「你們」「你們」
[00:16:16.000 --> 00:16:20.400]  這也表達到保羅其實很掛念他們
[00:16:20.400 --> 00:16:22.600]  很愛惜哥林多的教會
[00:16:22.600 --> 00:16:27.000]  也很希望能夠去到他們當中
[00:16:27.000 --> 00:16:30.600]  保羅他自己本身是一個猶太人
[00:16:30.600 --> 00:16:35.600]  作為一個猶太耶路撒冷的信徒
[00:16:35.600 --> 00:16:39.000]  但他能夠輕看自己的安危
[00:16:39.000 --> 00:16:42.200]  去愛外邦的信徒
[00:16:42.200 --> 00:16:46.600]  這絕對是因為神在他的生命裏工作
[00:16:46.600 --> 00:16:49.600]  而在我們剛才看他的行程裏
[00:16:49.600 --> 00:16:52.600]  也反映了他的心
[00:16:52.600 --> 00:16:54.600]  不過我們也看到
[00:16:54.600 --> 00:16:59.800]  保羅雖然計劃周詳地部署行程計劃
[00:16:59.800 --> 00:17:02.200]  但在第六第七節那裏
[00:17:02.200 --> 00:17:05.400]  我們發覺在這麼周詳的計劃之中
[00:17:05.400 --> 00:17:09.200]  其實他也有一些不肯定的表達
[00:17:09.200 --> 00:17:10.800]  第六節那裏說
[00:17:10.800 --> 00:17:14.400]  「可能會和你們同住一些時候」
[00:17:14.400 --> 00:17:17.400]  「無論我往那裏去」
[00:17:17.400 --> 00:17:20.600]  這代表他不一定去哥林多
[00:17:20.600 --> 00:17:22.400]  在第七節那裏說
[00:17:22.400 --> 00:17:24.200]  「主若允許」
[00:17:24.200 --> 00:17:27.800]  「我就指望和你們同住一些時候」
[00:17:27.800 --> 00:17:32.400]  即是由上帝決定他去不去那裏
[00:17:32.400 --> 00:17:37.800]  其實保羅一直是這樣去看他的事工和計劃
[00:17:37.800 --> 00:17:39.600]  在第四章
[00:17:39.600 --> 00:17:42.000]  哥林多前書第四章十九節那裏
[00:17:42.000 --> 00:17:45.000]  他已經這樣和哥林多的教會說
[00:17:45.000 --> 00:17:47.200]  他說「主若允許」
[00:17:47.200 --> 00:17:50.400]  「我會很快來到你們那裏」
[00:17:50.400 --> 00:17:52.800]  計劃就是計劃
[00:17:52.800 --> 00:17:55.800]  但是保羅不是話事人
[00:17:55.800 --> 00:18:00.400]  計劃能不能像他所想的那樣去執行
[00:18:00.400 --> 00:18:03.400]  神才是那個決定者
[00:18:03.400 --> 00:18:09.200]  保羅是基於愛去作這些計劃部署
[00:18:09.200 --> 00:18:11.800]  他的動機是純正的
[00:18:11.800 --> 00:18:15.800]  他亦很努力地做妥自己的本份
[00:18:15.800 --> 00:18:20.800]  但是他將最後的結果交給神
[00:18:20.800 --> 00:18:26.200]  事情不一定像他所想的那樣出現
[00:18:26.200 --> 00:18:31.800]  是神准許這個計劃才能夠成就
[00:18:31.800 --> 00:18:33.600]  其實在我們侍奉裏面
[00:18:33.600 --> 00:18:37.000]  一個很容易令人沮喪的情況
[00:18:37.000 --> 00:18:41.200]  就是我們明明有好的部署計劃
[00:18:41.200 --> 00:18:42.800]  左思右想
[00:18:42.800 --> 00:18:45.000]  想到最好才推出
[00:18:45.000 --> 00:18:48.800]  但推出的時候他是受到阻撓
[00:18:48.800 --> 00:18:54.600]  或者那個計劃的結果不是我們預期的理想
[00:18:54.600 --> 00:18:56.600]  可能你在團契那裏
[00:18:56.600 --> 00:19:00.800]  想到一些好的方法幫助弟兄姊妹成長
[00:19:00.800 --> 00:19:06.000]  例如說不如我們訂一個全年的零收計劃
[00:19:06.000 --> 00:19:10.400]  不如我們將弟兄姊妹變成一些禱告的夥伴
[00:19:10.400 --> 00:19:13.200]  去互相的代討支持
[00:19:13.200 --> 00:19:16.000]  或者不如我們一起傳福音
[00:19:16.000 --> 00:19:18.600]  不過反應冷淡
[00:19:18.600 --> 00:19:23.000]  甚至有一些計劃爛尾收場
[00:19:23.000 --> 00:19:25.400]  面對一些這樣的結果
[00:19:25.400 --> 00:19:29.600]  通常那些最賣力的人就是最失望的
[00:19:29.600 --> 00:19:32.400]  這個我們都能夠明白的
[00:19:32.400 --> 00:19:36.400]  不過我們都要檢視一下自己的心態
[00:19:36.400 --> 00:19:41.600]  我有沒有將這些事供看得太重要呢
[00:19:41.600 --> 00:19:43.600]  以致這個事供
[00:19:43.600 --> 00:19:48.200]  甚至不知不覺變成了我用來證明自己
[00:19:48.200 --> 00:19:51.800]  肯定自己的一個工具
[00:19:51.800 --> 00:19:54.800]  保羅是一個屬靈的領袖
[00:19:54.800 --> 00:19:57.800]  神給他有恩賜有能力
[00:19:57.800 --> 00:20:00.200]  亦都給他有一個崗位
[00:20:00.200 --> 00:20:03.800]  可以去周詳地去計劃部署
[00:20:03.800 --> 00:20:07.000]  但是他亦都很謙卑的
[00:20:07.000 --> 00:20:11.400]  他清楚知道自己只不過是神的傭人
[00:20:11.400 --> 00:20:13.400]  神才是那個Boss
[00:20:13.400 --> 00:20:16.800]  他的計劃能不能夠去執行
[00:20:16.800 --> 00:20:18.800]  能不能夠去實現
[00:20:18.800 --> 00:20:22.800]  他要學習放手交給神
[00:20:22.800 --> 00:20:24.800]  我亦都曾經看過一句
[00:20:24.800 --> 00:20:26.800]  擺枱頭的座右銘
[00:20:26.800 --> 00:20:28.800]  其實都是很好的
[00:20:28.800 --> 00:20:30.800]  剛好都是英文的
[00:20:30.800 --> 00:20:32.800]  那個英文就是
[00:20:32.800 --> 00:20:34.800]  I do my best
[00:20:34.800 --> 00:20:37.600]  Let God do the rest
[00:20:37.600 --> 00:20:40.800]  即是我將我自己的部份
[00:20:40.800 --> 00:20:42.800]  做到最好
[00:20:42.800 --> 00:20:45.800]  但是其他的東西我就交給上帝了
[00:20:45.800 --> 00:20:48.600]  讓他來工作
[00:20:48.600 --> 00:20:49.600]  弟兄姊妹
[00:20:49.600 --> 00:20:51.800]  盼望我們在我們的侍奉上面
[00:20:51.800 --> 00:20:54.800]  都常常校正我們的心態
[00:20:54.800 --> 00:20:56.800]  我們盡力去計劃
[00:20:56.800 --> 00:21:00.800]  盡力去做好我們可以做的
[00:21:00.800 --> 00:21:02.800]  為天國的事工去努力
[00:21:02.800 --> 00:21:06.800]  但是亦都常存一個謙卑的心
[00:21:06.800 --> 00:21:08.800]  不要太介意成敗
[00:21:08.800 --> 00:21:12.800]  不要介意我自己計劃的東西
[00:21:12.800 --> 00:21:14.800]  變成沒用了
[00:21:14.800 --> 00:21:15.800]  要放在一邊了
[00:21:15.800 --> 00:21:19.800]  因為我們知道這些一切都是在神的手裏面
[00:21:19.800 --> 00:21:27.800]  我們學習清心的去做一個神中心的僕人
[00:21:27.800 --> 00:21:31.800]  接著在第十至第十二節
[00:21:31.800 --> 00:21:37.800]  這裏保羅提及他在天國侍奉上的兩個夥伴
[00:21:37.800 --> 00:21:41.800]  就是提摩泰和阿波羅
[00:21:41.800 --> 00:21:45.600]  提摩泰是保羅的屬靈兒子
[00:21:45.600 --> 00:21:48.800]  在哥倫多傳書第四章裏
[00:21:48.800 --> 00:21:51.800]  保羅曾經稱提摩泰為
[00:21:51.800 --> 00:21:57.800]  他在主內親愛而又忠心的兒子
[00:21:57.800 --> 00:22:02.800]  提摩泰是保羅在宣教侍奉上一個很重要的夥伴
[00:22:02.800 --> 00:22:04.800]  亦都是他的接班人
[00:22:04.800 --> 00:22:08.800]  所以保羅很疼愛他
[00:22:08.800 --> 00:22:10.800]  在這封信的最後
[00:22:10.800 --> 00:22:16.800]  在哥倫多傳書最後的章節的時候
[00:22:16.800 --> 00:22:19.800]  他亦特別提到提摩泰
[00:22:19.800 --> 00:22:25.800]  這裏說提摩泰可能有機會來到哥倫多
[00:22:25.800 --> 00:22:31.800]  他要哥倫多教會的弟兄姊妹好好去愛護他
[00:22:31.800 --> 00:22:34.800]  對他好像對保羅一樣
[00:22:34.800 --> 00:22:36.800]  如果他來的話
[00:22:36.800 --> 00:22:39.800]  哥倫多的信徒要照顧他
[00:22:39.800 --> 00:22:42.800]  使他無可懼怕
[00:22:42.800 --> 00:22:47.800]  那究竟提摩泰有什麼懼怕呢?
[00:22:47.800 --> 00:22:52.800]  有些人猜測會不會是因為他的性格柔弱
[00:22:52.800 --> 00:22:54.800]  他沒有什麼信心
[00:22:54.800 --> 00:22:58.800]  不過亦可能是因為哥倫多的文化
[00:22:58.800 --> 00:23:01.800]  如果大家記得在開頭第一二章所說
[00:23:01.800 --> 00:23:05.800]  那裏的人很尊崇口才好
[00:23:05.800 --> 00:23:08.800]  智慧高的那些叻人
[00:23:08.800 --> 00:23:11.800]  他們很看重那些人叻不叻
[00:23:11.800 --> 00:23:16.800]  所以對於提摩泰作為一個初出茅廬的小傳道
[00:23:16.800 --> 00:23:20.800]  要去到他們當中宣講神的話
