
[00:00:00.000 --> 00:00:02.900]  好多謝陳牧師的介紹
[00:02:54.900 --> 00:02:56.900]  你其實不知道
[00:02:56.900 --> 00:02:59.900]  我曾經都跌倒過
[00:02:59.900 --> 00:03:01.900]  亦都跌得幾慘
[00:03:01.900 --> 00:03:04.900]  是1973年的時候考回考
[00:03:04.900 --> 00:03:05.900]  在香港華人當中
[00:03:05.900 --> 00:03:06.900]  考得不錯的
[00:03:06.900 --> 00:03:08.900]  有幾優有幾良
[00:03:08.900 --> 00:03:10.900]  所以就立志要考入
[00:03:10.900 --> 00:03:13.900]  這個港大的醫學院
[00:03:13.900 --> 00:03:16.900]  亦都到中六那年
[00:03:16.900 --> 00:03:18.900]  定下幾個目標
[00:03:18.900 --> 00:03:22.900]  因為幫學校打羽毛球
[00:03:22.900 --> 00:03:24.900]  做田徑
[00:03:24.900 --> 00:03:26.900]  自己立志要怎樣呢
[00:03:26.900 --> 00:03:29.900]  在那年要做最佳運動員
[00:03:29.900 --> 00:03:31.900]  要做最佳辯論員
[00:03:31.900 --> 00:03:34.900]  要做最優秀的通才學生
[00:03:34.900 --> 00:03:37.900]  要做學生會主席
[00:03:37.900 --> 00:03:41.900]  所以這些目標在1973、1974年達成
[00:03:41.900 --> 00:03:43.900]  亦都除此以外
[00:03:43.900 --> 00:03:48.900]  在當年做了中流山研討會的主席
[00:03:48.900 --> 00:03:51.900]  這個中山莊那個就是我
[00:03:51.900 --> 00:03:53.900]  這位就是Florence
[00:03:53.900 --> 00:03:55.900]  當年的女朋友
[00:03:55.900 --> 00:03:56.900]  現在的太太
[00:03:56.900 --> 00:03:58.900]  她就做副主席
[00:03:58.900 --> 00:04:00.900]  所以華人給了我很多東西
[00:04:00.900 --> 00:04:04.900]  給了我很多有成果的機會
[00:04:04.900 --> 00:04:08.900]  亦都給了我今天的太太
[00:04:08.900 --> 00:04:12.900]  但我想跟大家講這麼多的歷史
[00:04:12.900 --> 00:04:15.900]  並不是說我當年是多漂亮
[00:04:15.900 --> 00:04:17.900]  我其實是想告訴大家
[00:04:17.900 --> 00:04:18.900]  人爬得越高
[00:04:18.900 --> 00:04:20.900]  你是會跌得越痛
[00:04:20.900 --> 00:04:22.900]  因為我在1973、1974年
[00:04:22.900 --> 00:04:24.900]  用了這麼多時間搞這些課外活動
[00:04:24.900 --> 00:04:26.900]  不夠時間讀書
[00:04:26.900 --> 00:04:28.900]  到1975年
[00:04:28.900 --> 00:04:30.900]  考A level的時候
[00:04:30.900 --> 00:04:33.900]  考高級文憑試
[00:04:33.900 --> 00:04:35.900]  就滑鐵龍
[00:04:35.900 --> 00:04:37.900]  不夠時間讀書
[00:04:37.900 --> 00:04:39.900]  只有大半年
[00:04:39.900 --> 00:04:40.900]  所以到1975年
[00:04:40.900 --> 00:04:42.900]  校長派了成績單給我看的時候
[00:04:42.900 --> 00:04:44.900]  天霹靂
[00:04:44.900 --> 00:04:45.900]  只有三個量
[00:04:45.900 --> 00:04:46.900]  不夠分
[00:04:46.900 --> 00:04:48.900]  報醫學院
[00:04:48.900 --> 00:04:49.900]  1975年的夏天
[00:04:49.900 --> 00:04:50.900]  折騰了很久
[00:04:50.900 --> 00:04:52.900]  終於報了
[00:04:52.900 --> 00:04:53.900]  Social Sciences
[00:04:53.900 --> 00:04:55.900]  社會科學學院
[00:04:55.900 --> 00:04:57.900]  報了之後是入到的
[00:04:57.900 --> 00:05:00.900]  70年代入到港大是不容易的
[00:05:00.900 --> 00:05:02.900]  因為大約7個學生
[00:05:02.900 --> 00:05:04.900]  有1個可以入到
[00:05:04.900 --> 00:05:06.900]  本來都天之驕子
[00:05:06.900 --> 00:05:09.900]  可以慶祝一下
[00:05:09.900 --> 00:05:13.900]  但我始終揮之不去的
[00:05:13.900 --> 00:05:15.900]  就是那個挫敗感
[00:05:15.900 --> 00:05:17.900]  跑不進醫學院
[00:05:17.900 --> 00:05:19.900]  所以到1975年
[00:05:19.900 --> 00:05:21.900]  在港大第一年的時候
[00:05:21.900 --> 00:05:24.900]  其實是我人生最低潮的一年
[00:05:24.900 --> 00:05:26.900]  像什麼呢
[00:05:26.900 --> 00:05:29.900]  像劉翔本來是做金牌選手
[00:05:29.900 --> 00:05:31.900]  跑白一高難
[00:05:31.900 --> 00:05:33.900]  應該贏定的
[00:05:33.900 --> 00:05:34.900]  但到最後那一難
[00:05:34.900 --> 00:05:36.900]  你誇一誇
[00:05:36.900 --> 00:05:38.900]  誇了就起不來
[00:05:38.900 --> 00:05:42.900]  但神母要我起不來
[00:05:42.900 --> 00:05:44.900]  主耶穌憐憫我
[00:05:44.900 --> 00:05:47.900]  讓我在港大的第一年
[00:05:47.900 --> 00:05:49.900]  遇到一些基督徒
[00:05:49.900 --> 00:05:50.900]  他們帶我去團契
[00:05:50.900 --> 00:05:52.900]  去福音聖查經
[00:05:52.900 --> 00:05:54.900]  經過一年的辯論
[00:05:54.900 --> 00:05:55.900]  做辯論手
[00:05:55.900 --> 00:05:57.900]  我終於信耶穌
[00:05:57.900 --> 00:05:59.900]  而亦都神母恩待我
[00:05:59.900 --> 00:06:01.900]  讓我和Florence同一個夏天
[00:06:01.900 --> 00:06:03.900]  1976年
[00:06:03.900 --> 00:06:05.900]  在港大的孩會那裏
[00:06:05.900 --> 00:06:07.900]  一起信耶穌
[00:06:07.900 --> 00:06:10.900]  所以人爬得越高
[00:06:10.900 --> 00:06:12.900]  是可以跌得越低
[00:06:12.900 --> 00:06:14.900]  但神的憐憫
[00:06:14.900 --> 00:06:15.900]  扶一扶你
[00:06:15.900 --> 00:06:17.900]  你可以變回新
[00:06:17.900 --> 00:06:19.900]  事隔二十年
[00:06:19.900 --> 00:06:20.900]  得了業之後
[00:06:20.900 --> 00:06:21.900]  入了政府
[00:06:21.900 --> 00:06:23.900]  二十年後
[00:06:23.900 --> 00:06:24.900]  1997年
[00:06:24.900 --> 00:06:27.900]  我就做了處長級的政府同事
[00:06:27.900 --> 00:06:31.900]  當年就做交接儀式統籌處的處長
[00:06:31.900 --> 00:06:34.900]  香港要順利回歸
[00:06:34.900 --> 00:06:36.900]  亦都在97年的時候
[00:06:36.900 --> 00:06:39.900]  董先生去做第一任的行政長官
[00:06:39.900 --> 00:06:41.900]  過了不久就去了辦公室
[00:06:41.900 --> 00:06:42.900]  做他的發言人
[00:06:42.900 --> 00:06:44.900]  再過三幾年
[00:06:44.900 --> 00:06:46.900]  到2002年的時候
[00:06:46.900 --> 00:06:47.900]  就做了局長
[00:06:47.900 --> 00:06:50.900]  做這個政制事務局的局長
[00:06:50.900 --> 00:06:52.900]  做政制很難的
[00:06:52.900 --> 00:06:53.900]  為什麼呢
[00:06:53.900 --> 00:06:55.900]  因為在基本法
[00:06:55.900 --> 00:06:57.900]  北京是承諾了給香港人
[00:06:57.900 --> 00:07:00.900]  有這個普選
[00:07:00.900 --> 00:07:02.900]  但就沒有定時間表
[00:07:02.900 --> 00:07:05.900]  沒有定一個選舉的方法
[00:07:05.900 --> 00:07:07.900]  所以有很多空間
[00:07:07.900 --> 00:07:09.900]  大家可以爭拗
[00:07:09.900 --> 00:07:13.900]  正如在外國的那些從政者
[00:07:13.900 --> 00:07:14.900]  他們就會說
[00:07:14.900 --> 00:07:18.900]  In politics people either love you or hate you
[00:07:18.900 --> 00:07:19.900]  即是什麼呢
[00:07:19.900 --> 00:07:21.900]  就是政治這個範疇
[00:07:21.900 --> 00:07:24.900]  是一個額外行交的範疇
[00:07:24.900 --> 00:07:27.900]  所以做那份工作
[00:07:27.900 --> 00:07:29.900]  由2002年開始很艱難
[00:07:29.900 --> 00:07:30.900]  過了兩年
[00:07:30.900 --> 00:07:34.900]  有一位在另外一個教會的牧師
[00:07:34.900 --> 00:07:36.900]  當年他鼓勵我
[00:07:36.900 --> 00:07:38.900]  牧師不如你成立一個
[00:07:38.900 --> 00:07:41.900]  你們司局長的祈禱會
[00:07:41.900 --> 00:07:43.900]  你們都有好幾位
[00:07:43.900 --> 00:07:44.900]  我想了一會
[00:07:44.900 --> 00:07:45.900]  我聽牧師說
[00:07:45.900 --> 00:07:49.900]  就成立了這個主要官員的祈禱會
[00:07:49.900 --> 00:07:50.900]  開頭有四個人
[00:07:50.900 --> 00:07:51.900]  後面有八個人
[00:07:51.900 --> 00:07:53.900]  開頭的四位就是馬時亨
[00:07:53.900 --> 00:07:55.900]  財經局的局長
[00:07:55.900 --> 00:07:58.900]  李兆光保安局的局長
[00:07:58.900 --> 00:08:02.900]  廖秀東環境局的局長和我
[00:08:02.900 --> 00:08:05.900]  我們每個星期一或星期四
[00:08:05.900 --> 00:08:08.900]  就會在馬時亨辦公室早餐會
[00:08:08.900 --> 00:08:12.900]  Fred就要負責買Pacific coffee和菠蘿包
[00:08:12.900 --> 00:08:14.900]  然後我們喝杯茶
[00:08:14.900 --> 00:08:16.900]  吃個包就在神的面前
[00:08:16.900 --> 00:08:18.900]  陳明所有我們心底裏面
[00:08:18.900 --> 00:08:22.900]  個人或者公務的事情
[00:08:22.900 --> 00:08:25.900]  每一次我們向神禱告
[00:08:25.900 --> 00:08:27.900]  祂都答我們
[00:08:27.900 --> 00:08:28.900]  答我們的時候
[00:08:28.900 --> 00:08:30.900]  未必是愛我們的心意
[00:08:30.900 --> 00:08:33.900]  但是答案一定有的
[00:08:33.900 --> 00:08:35.900]  在政制這個範疇
[00:08:35.900 --> 00:08:37.900]  我們祈禱大約七年之後
[00:08:37.900 --> 00:08:39.900]  到2010年
[00:08:39.900 --> 00:08:41.900]  我們關鍵時刻來到了
[00:08:41.900 --> 00:08:43.900]  由2009年至2010年
[00:08:43.900 --> 00:08:46.900]  我做了大部分大半年的工作
[00:08:46.900 --> 00:08:47.900]  就是做什麼呢
[00:08:47.900 --> 00:08:50.900]  就是2012年的政改方案
[00:08:50.900 --> 00:08:52.900]  但是無論怎樣拉票
[00:08:52.900 --> 00:08:53.900]  做公眾諮詢
[00:08:53.900 --> 00:08:56.900]  都是拿不到足夠的支持
[00:08:56.900 --> 00:09:01.900]  而要三分之二多數在立法會通過六十票
[00:09:01.900 --> 00:09:02.900]  有四十票怎樣數呢
[00:09:02.900 --> 00:09:05.900]  我都還差三四票
[00:09:05.900 --> 00:09:09.900]  所以在2010年年中的時候
[00:09:09.900 --> 00:09:11.900]  大部分的香港市民就認為
[00:09:11.900 --> 00:09:13.900]  這個方案死了
[00:09:13.900 --> 00:09:16.900]  但是我們那班司局長同事
[00:09:16.900 --> 00:09:17.900]  我們不放棄
[00:09:17.900 --> 00:09:19.900]  我們繼續過星期禱告
[00:09:19.900 --> 00:09:21.900]  我們那些太太
[00:09:21.900 --> 00:09:23.900]  他們不是個個要上班
[00:09:23.900 --> 00:09:26.900]  他們一個星期禱告幾次
[00:09:26.900 --> 00:09:29.900]  所以我們沒有放棄
[00:09:29.900 --> 00:09:32.900]  也有很多教會的弟兄姊妹沒有放棄
[00:09:32.900 --> 00:09:35.900]  有一天神答我們禱告
[00:09:35.900 --> 00:09:37.900]  在2010年的六月中
[00:09:37.900 --> 00:09:38.900]  突然間有一天
[00:09:38.900 --> 00:09:41.900]  我在電視上看到何俊仁議員
[00:09:41.900 --> 00:09:45.900]  當年立法會民主黨的主席
[00:09:45.900 --> 00:09:46.900]  他說如果特區政府
[00:09:46.900 --> 00:09:48.900]  可以拿到一人兩票的方案出來
[00:09:48.900 --> 00:09:54.900]  他們黨就會支持這個政改方案
[00:09:54.900 --> 00:09:55.900]  我聽到的時候
[00:09:55.900 --> 00:09:58.900]  我知道如果有他們黨的支持
[00:09:58.900 --> 00:10:00.900]  三分之二的票數是拿到的
[00:10:00.900 --> 00:10:04.900]  這個是六月十三號日日
[00:10:04.900 --> 00:10:06.900]  十四號禮拜一我們有祈禱會
[00:10:06.900 --> 00:10:08.900]  祈禱會完了
[00:10:08.900 --> 00:10:10.900]  我就和黃仁龍律政司司長一起上
[00:10:10.900 --> 00:10:12.900]  禮賓府見曾荫權
[00:10:12.900 --> 00:10:14.900]  在車上我們兩個弟兄說
[00:10:14.900 --> 00:10:17.900]  今天我們一定要和特首再次鼓勵他
[00:10:17.900 --> 00:10:19.900]  再次鼓勵他
[00:10:19.900 --> 00:10:21.900]  向北京提一人兩票的方案
[00:10:21.900 --> 00:10:23.900]  為什麼再次呢
[00:10:23.900 --> 00:10:25.900]  早幾個月我們提過的
[00:10:25.900 --> 00:10:26.900]  但太早了
[00:10:26.900 --> 00:10:28.900]  未講得通
[00:10:28.900 --> 00:10:29.900]  當年也好
[00:10:29.900 --> 00:10:32.900]  我們在禮賓府七八個人開會
[00:10:32.900 --> 00:10:35.900]  眾口同聲都鼓勵他
[00:10:35.900 --> 00:10:37.900]  向北京再提
[00:10:37.900 --> 00:10:38.900]  但是很艱難的
[00:10:38.900 --> 00:10:40.900]  因為還有七至十天
[00:10:40.900 --> 00:10:42.900]  就在立法會表決
[00:10:42.900 --> 00:10:45.900]  最後一刻有這麼大的改變
[00:10:45.900 --> 00:10:47.900]  什麼叫一人兩票呢
[00:10:47.900 --> 00:10:49.900]  一人兩票其實就是
[00:10:49.900 --> 00:10:50.900]  大家現在投票知道了
[00:10:50.900 --> 00:10:52.900]  在立法會的選舉
[00:10:52.900 --> 00:10:54.900]  一票在地區
[00:10:54.900 --> 00:10:55.900]  一票在功能界別
[00:10:55.900 --> 00:10:58.900]  所謂超級區議會的議席
[00:10:58.900 --> 00:11:02.900]  但是那個功能界別的選民基礎
[00:11:02.900 --> 00:11:05.900]  如果一人兩票就要有二十萬人
[00:11:05.900 --> 00:11:07.900]  大幅增加到
[00:11:07.900 --> 00:11:11.900]  大幅增加到三百二十萬人
[00:11:11.900 --> 00:11:15.900]  Donald也好肯舉個頭出來
[00:11:15.900 --> 00:11:16.900]  向北京講
[00:11:16.900 --> 00:11:18.900]  當天就講了
[00:11:18.900 --> 00:11:19.900]  過兩天
[00:11:19.900 --> 00:11:24.900]  我們就在六月十六日不用上班
[00:11:24.900 --> 00:11:25.900]  什麼事呢
[00:11:25.900 --> 00:11:27.900]  因為當日是端午節
[00:11:27.900 --> 00:11:28.900]  不用上班
[00:11:28.900 --> 00:11:29.900]  做什麼呢
[00:11:29.900 --> 00:11:32.900]  拉大隊去黃仁龍的官邸那裡
[00:11:32.900 --> 00:11:34.900]  我們又祈禱了
[00:11:34.900 --> 00:11:38.900]  當日下午在黃仁龍家裡我們祈禱
[00:11:38.900 --> 00:11:40.900]  就是頭兩件事
[00:11:40.900 --> 00:11:45.900]  求主轉動領導人的心
[00:11:45.900 --> 00:11:49.900]  求主賜平安給香港
[00:11:49.900 --> 00:11:52.900]  很清楚的禱告
[00:11:52.900 --> 00:11:54.900]  神答我們
[00:11:54.900 --> 00:11:57.900]  在周末之前我們就聽到消息了
[00:11:57.900 --> 00:12:00.900]  一人兩票可以了
[00:12:00.900 --> 00:12:03.900]  所以不出一個星期之內
[00:12:03.900 --> 00:12:06.900]  這個政改方案通過了
[00:12:06.900 --> 00:12:09.900]  不單止三分之二多數通過
[00:12:09.900 --> 00:12:11.900]  是超過四分之三
[00:12:11.900 --> 00:12:15.900]  六十票有四十六票是支持的
[00:12:15.900 --> 00:12:17.900]  這個亦都是歷史上
[00:12:17.900 --> 00:12:22.900]  唯一一次有三分之二多數通過的一個議案
[00:12:22.900 --> 00:12:24.900]  在香港的立法會
[00:12:24.900 --> 00:12:25.900]  所以很奇妙地
[00:12:25.900 --> 00:12:27.900]  眾人以為死了的方案
[00:12:27.900 --> 00:12:29.900]  神向他吹氣
[00:12:29.900 --> 00:12:32.900]  就讓他服
[00:12:32.900 --> 00:12:35.900]  世人眼中這件事會是什麼呢
[00:12:35.900 --> 00:12:37.900]  這個世人眼中就會說
[00:12:37.900 --> 00:12:39.900]  One week is a long time in politics
[00:12:39.900 --> 00:12:42.900]  談政治一星期已經太長
[00:12:42.900 --> 00:12:45.900]  但對我們司局長的信徒來說
[00:12:45.900 --> 00:12:47.900]  這是舊約真言書的教導
[00:12:47.900 --> 00:12:51.900]  就是皇的心在神的手裡
[00:12:51.900 --> 00:12:54.900]  如龍溝的水隨意流轉
[00:12:54.900 --> 00:12:57.900]  神轉動領導人的心
[00:12:57.900 --> 00:13:00.900]  神轉動一些立法會黨派的心
[00:13:00.900 --> 00:13:04.900]  神掌握特首曾蔭權的心
[00:13:04.900 --> 00:13:07.900]  讓這件事成事
[00:13:07.900 --> 00:13:11.900]  我們這個祈禱會其實很重要
[00:13:11.900 --> 00:13:14.900]  除了有在政府以內的祈禱會
[00:13:14.900 --> 00:13:16.900]  因為大家聚在一起
[00:13:16.900 --> 00:13:20.900]  所以當年Fred的太太Linda Ma
[00:13:20.900 --> 00:13:22.900]  她搞很多活動
[00:13:22.900 --> 00:13:25.900]  大家在座有些朋友都會認識Linda
[00:13:25.900 --> 00:13:27.900]  她搞這個Global Day of Prayer
[00:13:27.900 --> 00:13:29.900]  搞了五年全球禱告日
[00:13:29.900 --> 00:13:33.900]  有一項她在對面海洪館搞一個報道會
[00:13:33.900 --> 00:13:36.900]  報道會就給在香港的外傭
[00:13:36.900 --> 00:13:40.900]  那些菲律賓工人 太傭 印傭
[00:13:40.900 --> 00:13:41.900]  有幾千人來
[00:13:41.900 --> 00:13:46.900]  而當日她在新加坡請了一個港員
[00:13:46.900 --> 00:13:47.900]  西人來的
[00:13:47.900 --> 00:13:48.900]  在台上講
[00:13:48.900 --> 00:13:49.900]  很有力
[00:13:49.900 --> 00:13:52.900]  我和Florence坐在台前
[00:13:52.900 --> 00:13:55.900]  一路聽的時候我心裡面有感動
[00:13:55.900 --> 00:13:56.900]  我就和神講
[00:13:56.900 --> 00:13:59.900]  Lord I want to do that for you one day
[00:13:59.900 --> 00:14:04.900]  有一天主我要學傳道者
[00:14:04.900 --> 00:14:06.900]  為主你傳道
[00:14:06.900 --> 00:14:08.900]  這個是2050年6月
[00:14:08.900 --> 00:14:10.900]  和神做了這個立志
[00:14:10.900 --> 00:14:13.900]  所以每隔一段時間我就想
[00:14:13.900 --> 00:14:15.900]  是不是要去讀神學呢
[00:14:15.900 --> 00:14:19.900]  到2012年的政改方案通過之後
[00:14:19.900 --> 00:14:24.900]  我和Florence我們就去萊茵河畔
[00:14:24.900 --> 00:14:28.900]  去聽一下神的聲音
[00:14:28.900 --> 00:14:35.900]  在萊茵河畔我們是祈禱八天
[00:14:35.900 --> 00:14:38.900]  祈禱八天在船上祈禱完之後
[00:14:38.900 --> 00:14:41.900]  我心裡面就有一個很清楚的感動
[00:14:41.900 --> 00:14:43.900]  我們兩個都清楚
[00:14:43.900 --> 00:14:48.900]  在2012年6月30號五年任期完結的時候
[00:14:48.900 --> 00:14:52.900]  我們就應該離開香港
[00:14:52.900 --> 00:14:54.900]  離開政府
[00:14:54.900 --> 00:14:57.900]  我去牛津讀一年的神學
[00:14:57.900 --> 00:15:00.900]  我回來的時候
[00:15:00.900 --> 00:15:03.900]  我就想去講給特首張宏傑聽
[00:15:03.900 --> 00:15:11.900]  但是就去到當年是2011年的8月
[00:15:11.900 --> 00:15:14.900]  8月坐在辦公室和他聊天的時候
[00:15:14.900 --> 00:15:17.900]  我還未想開聲
[00:15:17.900 --> 00:15:18.900]  他已經開聲
[00:15:18.900 --> 00:15:20.900]  他說Steven啊
[00:15:20.900 --> 00:15:23.900]  我們現在有一個新的消息要告訴你
[00:15:23.900 --> 00:15:26.900]  唐英年他不做政務司長了
[00:15:26.900 --> 00:15:28.900]  他準備去參選特首
[00:15:28.900 --> 00:15:30.900]  這個是五年之前的事
[00:15:30.900 --> 00:15:32.900]  今天有這個消息
[00:15:32.900 --> 00:15:33.900]  他準備參選特首
[00:15:33.900 --> 00:15:35.900]  所以我們商量過之後
[00:15:35.900 --> 00:15:39.900]  我們準備提名你做這個政務司長
[00:15:39.900 --> 00:15:41.900]  當日下午我看著他的眼
[00:15:41.900 --> 00:15:44.900]  我不知道怎樣回答他
[00:15:44.900 --> 00:15:46.900]  我又不可以馬上告訴他
[00:15:46.900 --> 00:15:48.900]  我準備去讀神學
[00:15:48.900 --> 00:15:50.900]  我本來想講給他聽
[00:15:50.900 --> 00:15:52.900]  他說叫我做十份生意的工作
[00:15:52.900 --> 00:15:54.900]  我又不可以馬上告訴他
[00:15:54.900 --> 00:15:55.900]  我答應
[00:15:55.900 --> 00:15:57.900]  所以我沒有答應他
[00:15:57.900 --> 00:15:59.900]  我回去和太太祈禱
[00:15:59.900 --> 00:16:02.900]  第二天神給了一段聖經給我們
[00:16:02.900 --> 00:16:06.900]  就是說我知道我向你所懷的意念
[00:16:06.900 --> 00:16:09.900]  不是降災禍的意念
[00:16:09.900 --> 00:16:10.900]  是治平安的意念
[00:16:10.900 --> 00:16:13.900]  所以叫你們末後有指望
[00:16:13.900 --> 00:16:16.900]  但到底什麼是末後有指望呢
[00:16:16.900 --> 00:16:18.900]  是繼續在政府做這些工作
[00:16:18.900 --> 00:16:21.900]  還是繼續去讀神學呢
[00:16:21.900 --> 00:16:23.900]  我要和大家坦白說
[00:16:23.900 --> 00:16:27.900]  我做在位的八成肯定去讀神學
[00:16:27.900 --> 00:16:29.900]  剩下的兩成做什麼呢
[00:16:29.900 --> 00:16:30.900]  思前想後
[00:16:30.900 --> 00:16:33.900]  想想是否留在政府繼續做久一點
[00:16:33.900 --> 00:16:35.900]  人很奇怪的
[00:16:35.900 --> 00:16:37.900]  不知道那些位置很痛苦
[00:16:37.900 --> 00:16:38.900]  你都留在那裡
[00:16:38.900 --> 00:16:39.900]  為什麼呢
[00:16:39.900 --> 00:16:41.900]  因為你熟悉那個環境
[00:16:41.900 --> 00:16:43.900]  你知道那個環境怎樣痛苦
[00:16:43.900 --> 00:16:47.900]  走新的路你不知道怎樣走
[00:16:47.900 --> 00:16:50.900]  但神擺了一個天使在我身邊
[00:16:50.900 --> 00:16:53.900]  Florence她很清楚 她百分百明白
[00:16:53.900 --> 00:16:55.900]  所以每次商量身體
[00:16:55.900 --> 00:16:58.900]  她就和我說Steven是時候走了
[00:16:58.900 --> 00:17:00.900]  如果我們不離開舊的時候
[00:17:00.900 --> 00:17:02.900]  新的祝福來不了
[00:17:02.900 --> 00:17:05.900]  所以最終我聽了太太提醒
[00:17:05.900 --> 00:17:08.900]  在特首選舉之前
[00:17:08.900 --> 00:17:11.900]  就和北京和周恩傑說了
[00:17:11.900 --> 00:17:13.900]  下一屆我不會留了
[00:17:13.900 --> 00:17:15.900]  他們都好
[00:17:15.900 --> 00:17:18.900]  他們問我為什麼你要走
[00:17:18.900 --> 00:17:20.900]  不可以做久一點嗎
[00:17:20.900 --> 00:17:22.900]  我說人走的歷程
[00:17:22.900 --> 00:17:25.900]  好像星球的軌跡一樣
[00:17:25.900 --> 00:17:29.900]  如果你的軌跡已經走完
[00:17:29.900 --> 00:17:31.900]  你要轉軌跡了
[00:17:31.900 --> 00:17:34.900]  否則你的星球脫軌很危險
[00:17:34.900 --> 00:17:38.900]  有朋友問我離開權力中心難不難
[00:17:38.900 --> 00:17:40.900]  我說其實不難
[00:17:40.900 --> 00:17:42.900]  當你想定的時候
[00:17:42.900 --> 00:17:45.900]  神給你一個清楚的訊息
[00:17:45.900 --> 00:17:47.900]  你就要知所進退
[00:17:47.900 --> 00:17:50.900]  特別我們這些做政治位置的
[00:17:50.900 --> 00:17:52.900]  如果你硬是留下去
[00:17:52.900 --> 00:17:55.900]  有一天時局請你下台
