
[00:00:00.000 --> 00:00:03.980]  這個題目叫《衆志成城爲救主》
[00:01:34.340 --> 00:01:35.460]  我覺得有點奇怪
[00:01:35.460 --> 00:01:36.700]  老老實實
[00:01:36.700 --> 00:01:42.180]  這些牧者教導有兩個很嚴重的神學問題
[00:01:42.180 --> 00:01:43.700]  第一個嚴重的神學問題
[00:01:43.700 --> 00:01:46.940]  他將聖經要應用和不應用的
[00:01:46.940 --> 00:01:52.140]  誰說了算,由他說了算,他超越了聖經一切的權威
[00:01:52.140 --> 00:01:54.660]  聖經是一塊布,任他剪裁
[00:01:54.660 --> 00:01:57.140]  哪些應該守,哪些不應該守,由他決定
[00:01:57.140 --> 00:01:58.220]  你聽得懂我說嗎?
[00:01:58.220 --> 00:01:59.140]  這是很恐怖的事
[00:01:59.140 --> 00:02:00.860]  一會兒我說了你會更加明白
[00:02:00.860 --> 00:02:03.380]  第二,不要騙我
[00:02:03.380 --> 00:02:05.660]  今天我以色列地去那麼多次
[00:02:05.660 --> 00:02:07.660]  我最近認識的猶太導遊
[00:02:07.660 --> 00:02:09.540]  是考過學家,三十多歲
[00:02:09.540 --> 00:02:11.860]  他跟我說牧師,我都不太明白
[00:02:11.860 --> 00:02:16.060]  其實我經常想飛到香港犯下罪
[00:02:16.060 --> 00:02:18.460]  犯下什麼罪?就是不跟着你美技喫東西
[00:02:18.460 --> 00:02:19.540]  你明白我說嗎?
[00:02:19.540 --> 00:02:22.580]  猶太人都不跟着你美技
[00:02:22.580 --> 00:02:25.580]  你幹嘛要跟着你美技呢?
[00:02:25.580 --> 00:02:31.820]  我好稀奇,跟你介紹第一句,你是中國人來的
[00:02:31.820 --> 00:02:35.020]  救恩是爲了每一個不同宗族的人
[00:02:35.020 --> 00:02:37.580]  不是要每一個教徒變成猶太人
[00:02:37.580 --> 00:02:39.940]  這是一個神學的嚴重問題
[00:02:39.940 --> 00:02:42.860]  吳慶祝聖誕節的理據是這樣的
[00:02:42.860 --> 00:02:47.940]  因爲十二月二十五號是太陽神的日子
[00:02:47.940 --> 00:02:50.700]  我們爲什麼要慶祝聖誕節呢?
[00:02:50.700 --> 00:02:56.420]  這種說法是一種偏頗和誤導的
[00:02:56.420 --> 00:02:57.740]  整個歷史是這樣的
[00:02:57.740 --> 00:02:59.980]  如果你只是說十二月二十五號屬於太陽神
[00:02:59.980 --> 00:03:03.220]  然後聖誕節是十二月二十五號的
[00:03:03.220 --> 00:03:04.380]  所以我們不應該慶祝聖誕節
[00:03:04.380 --> 00:03:09.060]  這個說法是偏頗和誤導的
[00:03:09.060 --> 00:03:18.020]  當時所有提倡初期教會回到初期教會的教導
[00:03:18.020 --> 00:03:22.740]  所有的書和神學都面對一個很嚴重的問題
[00:03:22.740 --> 00:03:29.060]  就是你沒有理會當時初期教會的整個社會氣氛
[00:03:29.060 --> 00:03:30.860]  和政治的環境
[00:03:30.860 --> 00:03:34.340]  導致它不能夠舉行這些事情
[00:03:34.340 --> 00:03:35.980]  你聽得明白我說嗎?
[00:03:35.980 --> 00:03:38.620]  今天在回教國家的基督徒不能慶祝聖誕節
[00:03:38.620 --> 00:03:41.260]  甚至不能夠公開崇拜
[00:03:41.260 --> 00:03:43.180]  那麼是不是這些基督徒的聚會
[00:03:43.180 --> 00:03:45.820]  就成爲了回教國家的基督徒的典範呢?
[00:03:45.820 --> 00:03:47.180]  當然不是
[00:03:47.180 --> 00:03:47.900]  對不對?
[00:03:47.900 --> 00:03:50.220]  它是無法止被逼的情況下
[00:03:50.220 --> 00:03:52.100]  初期教會曾經有段時間
[00:03:52.100 --> 00:03:54.420]  佔領我們現在說的佔領中環
[00:03:54.420 --> 00:03:56.460]  佔領耶路撒冷聖殿
[00:03:56.460 --> 00:03:57.740]  聚會了一段很長的時間
[00:03:57.740 --> 00:03:59.220]  接着遇到大饑荒
[00:03:59.220 --> 00:04:01.300]  接着面對大逼迫
[00:04:01.300 --> 00:04:02.940]  犯了信耶穌的人要被抓坐牢
[00:04:02.940 --> 00:04:05.740]  甚至是殉道被殺
[00:04:05.740 --> 00:04:09.500]  信徒要跑去當時的那些叫做墳墓
[00:04:09.500 --> 00:04:10.820]  墳型那裏聚會
[00:04:10.820 --> 00:04:13.420]  當時的墳型和墳墓不是你想象和我想象的
[00:04:13.420 --> 00:04:15.220]  如果你去波蘭
[00:04:15.220 --> 00:04:16.740]  去東德
[00:04:16.740 --> 00:04:17.740]  去歐洲
[00:04:17.740 --> 00:04:19.220]  去以色列等地
[00:04:19.220 --> 00:04:20.100]  你會看到
[00:04:20.100 --> 00:04:22.140]  那些墳墓是地底的
[00:04:22.140 --> 00:04:24.100]  地下墳墓很大
[00:04:24.100 --> 00:04:27.060]  裏面有很多的通道
[00:04:27.060 --> 00:04:29.220]  普通人進去是不會走的
[00:04:29.220 --> 00:04:31.540]  在那些地方拿着火把聚會
[00:04:31.540 --> 00:04:33.340]  因爲要被抓
[00:04:33.340 --> 00:04:36.300]  你要明白那個歷史背景
[00:04:36.300 --> 00:04:39.540]  當時初期教會只能夠有兩個禮儀
[00:04:39.540 --> 00:04:40.780]  一就是浸禮
[00:04:40.780 --> 00:04:42.380]  二就是主餐
[00:04:42.380 --> 00:04:43.860]  而且一信即浸
[00:04:43.860 --> 00:04:44.460]  爲什麼
[00:04:44.460 --> 00:04:46.380]  因爲當時根本沒法子上堂
[00:04:46.380 --> 00:04:49.100]  下禮拜也不知道能不能見到你
[00:04:49.100 --> 00:04:49.780]  你明白嗎
[00:04:49.780 --> 00:04:51.140]  無會席
[00:04:51.140 --> 00:04:52.860]  所以就信而受浸
[00:04:52.860 --> 00:04:54.340]  所以提倡信而受浸的
[00:04:54.340 --> 00:04:56.700]  也是不理那個歷史背景的
[00:04:56.700 --> 00:04:58.060]  完全不理歷史背景的
[00:04:58.060 --> 00:05:01.500]  就將那段經文活生生剝皮拿出來就應用
[00:05:01.500 --> 00:05:02.660]  聽得明白我說嗎
[00:05:02.660 --> 00:05:05.420]  那個歷史背景去到主要三百多年
[00:05:05.420 --> 00:05:06.900]  基督教成爲國教之後
[00:05:06.900 --> 00:05:08.540]  當時羅馬皇帝
[00:05:08.540 --> 00:05:10.900]  要將整個羅馬帝國
[00:05:10.900 --> 00:05:13.460]  你知道羅馬帝國的版圖大到不得了
[00:05:13.460 --> 00:05:15.020]  要整個羅馬帝國
[00:05:15.020 --> 00:05:17.900]  由敬拜太陽神的文化
[00:05:17.900 --> 00:05:20.940]  轉化成爲敬拜耶穌基督的
[00:05:20.940 --> 00:05:23.460]  就將十月二十五號太陽神的日子
[00:05:23.460 --> 00:05:25.180]  改爲聖誕節
[00:05:25.180 --> 00:05:26.500]  你說這件事是不是好事
[00:05:26.500 --> 00:05:28.060]  絕對是好事
[00:05:28.060 --> 00:05:30.460]  所以說些不說些就叫誤導
[00:05:30.460 --> 00:05:31.540]  聽得明白嗎
[00:05:31.540 --> 00:05:34.900]  這些牧者是說些不說些就成爲誤導
[00:05:34.900 --> 00:05:37.580]  這個在歷史上三百多年是一件極好的事
[00:05:37.580 --> 00:05:40.500]  我不是很明白這些教會有識之士坐在那裏
[00:05:40.500 --> 00:05:42.860]  曾經是神學院院長坐在那裏
[00:05:42.860 --> 00:05:44.300]  神學老師坐在那裏
[00:05:44.300 --> 00:05:48.580]  但是不提出挑戰和糾正的原因是什麼
[00:05:48.580 --> 00:05:50.700]  我不是很清楚
[00:05:50.700 --> 00:05:52.340]  讀過歷史的人都知道
[00:05:52.340 --> 00:05:56.620]  今天跟你格雷頂都說你要讀一下書
[00:05:56.620 --> 00:05:58.420]  爲什麼這麼容易受欺騙呢
[00:05:58.420 --> 00:06:00.380]  就是人不讀歷史
[00:06:00.380 --> 00:06:03.300]  或者在網上隨便找些資料當是真的
[00:06:03.300 --> 00:06:05.500]  網上有很多假的資料
[00:06:05.500 --> 00:06:07.900]  你不可以隨便就相信
[00:06:07.900 --> 00:06:12.940]  所以我們知道是整個歷史告訴我們
[00:06:12.940 --> 00:06:14.700]  那天是真的太陽神的日子
[00:06:14.700 --> 00:06:16.220]  但是就改了
[00:06:16.220 --> 00:06:20.020]  你想想星期天英文叫什麼
[00:06:20.020 --> 00:06:22.140]  Sunday 弟兄姊妹
[00:06:22.140 --> 00:06:24.380]  那不要放假了
[00:06:24.380 --> 00:06:26.220]  接着論據就說
[00:06:26.220 --> 00:06:29.140]  聖誕節那天就有很多犯罪
[00:06:29.140 --> 00:06:30.580]  有很多淫亂的事情發生
[00:06:30.580 --> 00:06:31.580]  這個更加誤導
[00:06:31.580 --> 00:06:34.860]  我不明白下面的人是不是腦子有問題
[00:06:34.860 --> 00:06:37.500]  怎麼可以聽得入這個理解呢
[00:06:37.500 --> 00:06:40.980]  任何假期都有淫亂和犯罪的
[00:06:40.980 --> 00:06:43.100]  那你又放假
[00:06:43.100 --> 00:06:44.180]  逢禮拜五
[00:06:44.180 --> 00:06:45.580]  逢禮拜五晚在倫敦
[00:06:45.580 --> 00:06:49.100]  個個喝到醉醺醺的了
[00:06:49.100 --> 00:06:51.780]  那你又放假
[00:06:51.780 --> 00:06:53.940]  你明明這個理據是
[00:06:53.940 --> 00:06:58.140]  是一些你無法想象的理據來的
[00:06:58.140 --> 00:06:59.540]  那更加離譜的就是
[00:06:59.540 --> 00:07:00.540]  你不慶祝聖誕節
[00:07:00.540 --> 00:07:02.100]  我想說弟兄姊妹
[00:07:02.100 --> 00:07:03.980]  我放下真理原則
[00:07:03.980 --> 00:07:11.460]  我放下真理原則
[00:07:11.460 --> 00:07:13.420]  人倫原則
[00:07:13.420 --> 00:07:15.820]  如果你不知道你媽媽什麼時候生日
[00:07:15.820 --> 00:07:18.260]  有很多我們上一代來到香港
[00:07:18.260 --> 00:07:20.020]  他又不知道去年新月是幾時
[00:07:20.020 --> 00:07:21.660]  叫7、8周
[00:07:21.660 --> 00:07:22.940]  那你和你媽媽說
[00:07:22.940 --> 00:07:24.060]  媽媽你不知道什麼時候生日
[00:07:24.060 --> 00:07:25.700]  不跟你慶祝生日
[00:07:25.700 --> 00:07:27.940]  這個叫不孝
[00:07:27.940 --> 00:07:28.700]  和你姐姐說
[00:07:28.700 --> 00:07:30.580]  這個叫不孝
[00:07:30.580 --> 00:07:31.300]  人倫
[00:07:31.300 --> 00:07:32.100]  我說人倫
[00:07:32.100 --> 00:07:34.100]  我不說真理
[00:07:34.100 --> 00:07:36.180]  那你不和耶穌慶祝生日
[00:07:36.180 --> 00:07:37.100]  是叫不什麼
[00:07:37.100 --> 00:07:39.100]  我都不知道怎麼形容了
[00:07:39.100 --> 00:07:41.220]  如果10月25日是太陽神的日子
[00:07:41.220 --> 00:07:42.500]  那就不要25號
[00:07:42.500 --> 00:07:44.340]  不要10月25號
[00:07:44.340 --> 00:07:46.220]  我大概知道耶穌幾時出生
[00:07:46.220 --> 00:07:46.980]  我不是很清楚
[00:07:46.980 --> 00:07:47.660]  準確的日子
[00:07:47.660 --> 00:07:51.060]  大約在冬季是知道的
[00:07:51.060 --> 00:07:52.820]  大約在冬季是真的
[00:07:52.820 --> 00:07:54.860]  這一天我們不清楚
[00:07:54.860 --> 00:07:56.660]  東正教是1月7號
[00:07:56.660 --> 00:07:59.380]  1月9號慶祝聖誕節
[00:07:59.380 --> 00:08:00.700]  那你不10月25
[00:08:00.700 --> 00:08:02.380]  你就去跟東正教
[00:08:02.380 --> 00:08:03.700]  你明白我說嗎
[00:08:03.700 --> 00:08:05.460]  那爲什麼會取消慶祝聖誕節
[00:08:05.460 --> 00:08:07.180]  我不是很明白
[00:08:07.180 --> 00:08:08.580]  如果你的理據是
[00:08:08.580 --> 00:08:09.860]  25號是
[00:08:09.860 --> 00:08:11.540]  10月25號是太陽神的話
[00:08:11.540 --> 00:08:13.540]  你就跟東正教
[00:08:13.540 --> 00:08:14.620]  我就不明白
[00:08:14.620 --> 00:08:17.540]  你說我不主張
[00:08:17.540 --> 00:08:19.260]  10月25號慶祝聖誕
[00:08:19.260 --> 00:08:20.420]  但是你可以跟東正教
[00:08:20.420 --> 00:08:22.500]  1月7號、1月9號
[00:08:22.500 --> 00:08:23.820]  但是不會不慶祝
[00:08:23.820 --> 00:08:24.700]  對不對
[00:08:24.700 --> 00:08:25.820]  你不慶祝聖誕
[00:08:25.820 --> 00:08:27.100]  今天我們所讀的經文
[00:08:27.100 --> 00:08:28.580]  一切都沒有意義了
[00:08:28.580 --> 00:08:30.580]  就是說不需要講的了
[00:08:30.580 --> 00:08:32.020]  弟兄姊妹
[00:08:32.020 --> 00:08:35.420]  然後就提倡要慶祝
[00:08:35.420 --> 00:08:37.380]  如月節、住盤節
[00:08:37.380 --> 00:08:38.980]  還有五旬節
[00:08:38.980 --> 00:08:39.860]  我覺得是離譜的
[00:08:39.860 --> 00:08:40.700]  如月節是很離譜的
[00:08:40.700 --> 00:08:41.900]  我最近在泰國
[00:08:41.900 --> 00:08:43.980]  跟一個克林波的牧師
[00:08:43.980 --> 00:08:45.060]  吵架就吵這件事
[00:08:45.060 --> 00:08:47.340]  你守如月節的時候
[00:08:47.340 --> 00:08:48.820]  又不是喫羊
[00:08:48.820 --> 00:08:49.580]  最離譜
[00:08:49.580 --> 00:08:51.340]  你守如月節的時候
[00:08:51.340 --> 00:08:53.220]  那個被殺的羔羊
[00:08:53.220 --> 00:08:54.380]  就是紀念耶穌基督
[00:08:54.380 --> 00:08:55.420]  釘在壽司鴨上面死
[00:08:55.420 --> 00:08:57.020]  所以耶穌設立主餐
[00:08:57.020 --> 00:08:58.100]  是在如月節之前
[00:08:58.100 --> 00:09:00.100]  因爲提早了一天
[00:09:00.100 --> 00:09:01.860]  因爲明天要死
[00:09:01.860 --> 00:09:03.380]  祂提早了一天守節
[00:09:03.380 --> 00:09:05.500]  那一天就定立了主餐
[00:09:05.500 --> 00:09:06.700]  代替瞭如月節
[00:09:06.700 --> 00:09:08.420]  所以從那一天開始
[00:09:08.420 --> 00:09:09.940]  門徒就守主餐了
[00:09:09.940 --> 00:09:12.780]  對不對
[00:09:12.780 --> 00:09:13.780]  弟兄姊妹
[00:09:13.780 --> 00:09:15.380]  我不太明白守如月節的時候
[00:09:15.380 --> 00:09:19.060]  你究竟是猶太教還是基督教
[00:09:19.060 --> 00:09:21.020]  今天我們基督教的信徒
[00:09:21.020 --> 00:09:23.540]  是不會守如月節的
[00:09:23.540 --> 00:09:26.300]  我們是守主餐
[00:09:26.300 --> 00:09:27.460]  這些教會的使徒
[00:09:27.460 --> 00:09:31.420]  將教會帶回去舊約的原因是什麼
[00:09:31.420 --> 00:09:32.380]  我今天很抱怨
[00:09:32.380 --> 00:09:33.260]  我想揭穿這件事
[00:09:33.260 --> 00:09:34.060]  等我退休之前
[00:09:34.060 --> 00:09:36.860]  你砍死我就算了
[00:09:36.860 --> 00:09:41.140]  是想將教會的文化
[00:09:41.140 --> 00:09:43.620]  帶回去民間宗教那裏
[00:09:43.620 --> 00:09:45.700]  因爲猶太教在舊約初期
[00:09:45.700 --> 00:09:47.100]  是很民間宗教的
[00:09:47.100 --> 00:09:48.860]  你明白嗎
[00:09:48.860 --> 00:09:50.980]  那段期間最大權威的是什麼
[00:09:50.980 --> 00:09:53.660]  就是先知和祭司
[00:09:53.660 --> 00:09:57.100]  所以這些教會的先知就很大權並了
[00:09:57.100 --> 00:09:59.660]  但是你看哥倫多前書十二、十三、十四章
[00:09:59.660 --> 00:10:05.060]  保羅就將先知淡化到什麼地步
[00:10:05.060 --> 00:10:07.660]  人人皆可成先知
[00:10:07.660 --> 00:10:08.500]  和李嘉誠一樣
[00:10:08.500 --> 00:10:11.100]  你都可以是先知
[00:10:11.100 --> 00:10:14.460]  我願意你們個個都能夠講方言
[00:10:14.460 --> 00:10:18.740]  但是我更加願意你們個個都能夠講語言
[00:10:18.740 --> 00:10:19.980]  你聽得明白嗎
[00:10:19.980 --> 00:10:20.620]  弟兄姊妹
[00:10:20.620 --> 00:10:22.260]  但是這些教會爲什麼要回到舊約
[00:10:22.260 --> 00:10:26.500]  因爲回到舊約纔將教會一些人物絕對權威化
[00:10:26.500 --> 00:10:27.780]  我告訴你弟兄姊妹
[00:10:27.780 --> 00:10:29.700]  你現在坐的這間叫小組教會
[00:10:29.700 --> 00:10:37.300]  小組教會是更加能夠將信徒街祭司實踐的
[00:10:37.300 --> 00:10:39.380]  我們都未完全信徒街祭司
[00:10:39.380 --> 00:10:40.860]  我們只是更加
[00:10:40.860 --> 00:10:42.740]  比傳統教會更加
[00:10:42.740 --> 00:10:44.340]  所以有些弟兄姊妹在傳統教會
[00:10:44.340 --> 00:10:45.580]  但是過來做組長
[00:10:45.580 --> 00:10:48.140]  你的腦袋還沒轉
[00:10:48.140 --> 00:10:49.740]  有很多弟兄姊妹投訴
[00:10:49.740 --> 00:10:52.700]  牧師你到退休那天都沒探過我
[00:10:52.700 --> 00:10:56.300]  我死那天都不會探你的了
[00:10:56.300 --> 00:10:57.460]  哎呀我病了
[00:10:57.460 --> 00:10:59.260]  爲什麼牧師不來探我
[00:10:59.260 --> 00:11:03.900]  你的組長來探你就是你的牧者
[00:11:03.900 --> 00:11:05.180]  他在牧養你
[00:11:05.180 --> 00:11:07.420]  你聽得明白嗎
[00:11:07.420 --> 00:11:09.900]  你在我家拆偶像
[00:11:09.900 --> 00:11:11.500]  爲什麼牧師都不來拆
[00:11:11.500 --> 00:11:13.820]  你的組長和區長來跟你拆
[00:11:13.820 --> 00:11:15.700]  就是做了的了
[00:11:15.700 --> 00:11:19.460]  信徒街祭司是實踐到這樣的地步
[00:11:19.460 --> 00:11:21.020]  不是一個主要牧師
[00:11:21.020 --> 00:11:22.740]  去幫千幾人拆偶像
[00:11:22.740 --> 00:11:23.820]  千幾人進了醫院
[00:11:23.820 --> 00:11:25.020]  他逐天去探
[00:11:25.020 --> 00:11:26.940]  弟兄姊妹一年只有365天
[00:11:26.940 --> 00:11:29.380]  一天探三個都探足一年了
[00:11:29.380 --> 00:11:30.460]  不是你死就是我亡
[00:11:30.460 --> 00:11:32.380]  我告訴你
[00:11:32.380 --> 00:11:33.220]  你明白嗎
[00:11:33.220 --> 00:11:36.460]  我們經常要那個牧師來祈禱
[00:11:36.460 --> 00:11:41.340]  這個就是將某些人抬到最高的位
[00:11:41.340 --> 00:11:43.140]  聽得明白嗎
[00:11:43.140 --> 00:11:46.820]  今天我們要信徒街祭司
[00:11:46.820 --> 00:11:48.860]  就要拆毀這一切的東西
[00:11:48.860 --> 00:11:52.020]  聖靈就在當中成爲了我們的保衛士
[00:11:52.020 --> 00:11:53.300]  弟兄姊妹
[00:11:53.300 --> 00:11:54.820]  你要知道這些教會
[00:11:54.820 --> 00:11:56.620]  爲什麼人數這麼多
[00:11:56.620 --> 00:11:57.860]  和李介鼎說一聲
[00:11:57.860 --> 00:12:01.740]  因爲你喜歡迷信
[00:12:01.740 --> 00:12:03.220]  你不敢跟他說
[00:12:03.220 --> 00:12:03.740]  你跟他說
[00:12:03.740 --> 00:12:06.700]  因爲你喜歡迷信
[00:12:06.700 --> 00:12:07.940]  真的喜歡的
[00:12:07.940 --> 00:12:10.540]  我們華人很喜歡迷信的
[00:12:10.540 --> 00:12:12.260]  我掙扎了很多年了
[00:12:12.260 --> 00:12:14.540]  連銷市場不應該投那個攤位
[00:12:14.540 --> 00:12:16.300]  然後在那裏寫輝春
[00:12:16.300 --> 00:12:18.540]  然後十字架經過土告開光之後
[00:12:18.540 --> 00:12:20.740]  一百塊錢變一千塊錢
[00:12:20.740 --> 00:12:22.780]  我相信是很賣的
[00:12:22.780 --> 00:12:25.980]  這些杜人迷信的東西是很賣的
[00:12:25.980 --> 00:12:27.380]  現在我們找那些仙姿祈禱
[00:12:27.380 --> 00:12:31.060]  和找風水大師說話是沒有區別的
[00:12:31.060 --> 00:12:32.500]  整個氣氛就是這樣
[00:12:32.500 --> 00:12:35.300]  將基督教變成了一個有風水師
[00:12:35.300 --> 00:12:37.300]  有道士在那裏
[00:12:37.300 --> 00:12:39.340]  幫我們在那裏作法
[00:12:39.340 --> 00:12:42.700]  不過那個人叫牧師和仙姿
[00:12:42.700 --> 00:12:44.380]  這些教會很興旺
[00:12:44.380 --> 00:12:47.260]  因爲人喜歡迷信
[00:12:47.260 --> 00:12:48.380]  弟兄姊妹
[00:12:48.380 --> 00:12:51.260]  耶穌來就要破除迷信
[00:12:51.260 --> 00:12:53.780]  耶穌來的整個聖誕節
[00:12:53.780 --> 00:12:59.420]  就要一個徹底徹頭徹尾的革命出現了
[00:12:59.420 --> 00:13:03.420]  我見到在第一個聖誕節
[00:13:03.420 --> 00:13:04.900]  我先介紹了第一批
[00:13:04.900 --> 00:13:05.740]  不知道怎麼形容
[00:13:05.740 --> 00:13:06.460]  他不是人
[00:13:06.460 --> 00:13:08.220]  叫天使
[00:13:08.220 --> 00:13:09.900]  多半我們說聖誕節
[00:13:09.900 --> 00:13:11.100]  這一批
[00:13:11.100 --> 00:13:13.580]  這些經文是被忽略的
[00:13:13.580 --> 00:13:14.820]  原因是什麼呢
[00:13:14.820 --> 00:13:16.020]  和李嘉爾頂尖網友說
[00:13:16.020 --> 00:13:19.860]  你不信天使
[00:13:19.860 --> 00:13:22.420]  因爲聖經有說
[00:13:22.420 --> 00:13:26.020]  所以聖劇怎麼都要找些小朋友出來扮天使
[00:13:26.020 --> 00:13:28.020]  因爲沒有他說話
[00:13:28.020 --> 00:13:32.260]  那些牧羊人就出不了場
[00:13:32.260 --> 00:13:34.340]  牧羊人難道自己無端端去找耶穌嗎
[00:13:34.340 --> 00:13:35.300]  不是的
[00:13:35.300 --> 00:13:37.380]  一定是有些天使說了
[00:13:37.380 --> 00:13:38.500]  才讓他們出了場
[00:13:38.500 --> 00:13:39.820]  所以我們怎麼都要有
[00:13:39.820 --> 00:13:43.100]  但是說真的
[00:13:43.100 --> 00:13:45.100]  我們在心底裏不信有天使
[00:13:45.100 --> 00:13:46.660]  和天使都不重要
[00:13:46.660 --> 00:13:49.100]  所以經文讀了就算了
[00:13:49.100 --> 00:13:50.460]  我們不會說天使
[00:13:50.460 --> 00:13:51.540]  但是經文說
[00:13:51.540 --> 00:13:53.500]  忽然間有一對天兵同攬
[00:13:53.500 --> 00:13:56.140]  天使讚美神說
[00:13:56.140 --> 00:13:57.460]  在猶太人傳統裏面
[00:13:57.460 --> 00:13:58.700]  天使有兩種
[00:13:58.700 --> 00:14:00.020]  一種叫文天使
[00:14:00.020 --> 00:14:01.020]  一種叫武天使
[00:14:01.020 --> 00:14:03.580]  就是我們中國人的文武百官
[00:14:03.580 --> 00:14:05.940]  文天使是傳遞信息的
[00:14:05.940 --> 00:14:07.100]  武天使是打仗
[00:14:07.100 --> 00:14:09.220]  米加勒這些是打仗
[00:14:09.220 --> 00:14:11.660]  兩種天使都在證明
[00:14:11.660 --> 00:14:17.780]  這次的報戒任是除了文天使傳遞信息之外
[00:14:17.780 --> 00:14:20.380]  是一場數靈爭戰
[00:14:20.380 --> 00:14:21.380]  是一場爭戰
[00:14:21.380 --> 00:14:23.380]  所以天兵爲什麼要在這裏
[00:14:23.380 --> 00:14:26.180]  你以爲在這裏做氣氛嗎
[00:14:26.180 --> 00:14:27.020]  不是的
[00:14:27.020 --> 00:14:30.860]  因爲在舊約到新約傳遞信息
[00:14:30.860 --> 00:14:33.100]  天兵是不出現的
[00:14:33.100 --> 00:14:35.060]  但是天兵一出現就是打仗
[00:14:35.060 --> 00:14:36.780]  現在兩種都在這裏
[00:14:36.780 --> 00:14:39.020]  除了重要之外
[00:14:39.020 --> 00:14:41.860]  是證明了除了傳遞信息
[00:14:41.860 --> 00:14:43.540]  更加重要的就是
[00:14:43.540 --> 00:14:46.020]  這場是數靈爭戰
[00:14:46.020 --> 00:14:48.740]  天使在耶穌一生的事蹟裏面
[00:14:48.740 --> 00:14:52.420]  佔了非常重要的角色和地位
[00:14:52.420 --> 00:14:53.980]  耶穌還沒出生
[00:14:53.980 --> 00:14:58.100]  已經和瑪利亞宣佈信息
[00:14:58.100 --> 00:14:59.740]  天使已經做了這個角色
[00:14:59.740 --> 00:15:01.260]  然後在曠野
[00:15:01.260 --> 00:15:04.220]  布加音牧羊人就去找耶穌避滅
[00:15:04.220 --> 00:15:05.860]  然後耶穌受試探
[00:15:05.860 --> 00:15:07.340]  天使和他一起
[00:15:07.340 --> 00:15:10.260]  接着耶穌復活
[00:15:10.260 --> 00:15:12.140]  人們進入了他的空墳墓
[00:15:12.140 --> 00:15:13.380]  看不到耶穌的屍體
[00:15:13.380 --> 00:15:15.940]  看到天使和他說
[00:15:15.940 --> 00:15:18.660]  接着耶穌昇天
[00:15:18.660 --> 00:15:20.220]  天使又出現
[00:15:20.220 --> 00:15:21.020]  和門道說
[00:15:21.020 --> 00:15:22.580]  你們還看什麼呢
[00:15:22.580 --> 00:15:24.260]  這位耶穌如何升上去
[00:15:24.260 --> 00:15:25.340]  將來就如何下來
[00:15:25.340 --> 00:15:25.860]  你想想
[00:15:25.860 --> 00:15:29.860]  你看天使在耶穌一生裏面
[00:15:29.860 --> 00:15:32.340]  佔了非常重要的地位
[00:15:32.340 --> 00:15:35.980]  所以希伯來書勸喻信徒不要拜天使
[00:15:35.980 --> 00:15:38.820]  因爲有時危險到我們當祂是神來拜
