
[00:00:00.000 --> 00:00:02.000]  各位 午安
[00:01:35.000 --> 00:01:37.600]  包保我哋呢 完全即係面不改容
[00:01:37.600 --> 00:01:40.400]  隻腳一啲事都冇呀
[00:01:40.400 --> 00:01:41.900]  跟住個女呢 仲咁回應
[00:01:41.900 --> 00:01:45.600]  好呀 一陣間我哋試下咁樣
[00:01:45.600 --> 00:01:47.200]  跟住又過咗陣間啦 姐係咪
[00:01:47.200 --> 00:01:48.200]  跟住輪到呢
[00:01:48.200 --> 00:01:49.600]  過陣間就聽媽媽講啦
[00:01:49.600 --> 00:01:52.600]  做咩擺低哂個 即係筷子唔食呀
[00:01:52.600 --> 00:01:54.300]  喂 爸爸話 飽啦
[00:01:54.300 --> 00:01:57.300]  你邊係飽呀 你係手痛咋嘛
[00:01:57.300 --> 00:02:00.000]  你手痛冇力呀 你冇心機揸筷子
[00:02:00.000 --> 00:02:02.400]  你未食飽你又唔食
[00:02:02.400 --> 00:02:05.200]  即係我喺隔離聽呢 好好笑
[00:02:05.200 --> 00:02:07.000]  嗱 佢哋嘅對話其實呢
[00:02:07.000 --> 00:02:09.700]  即係個關係嗰個氣氛係和諧㗎
[00:02:09.700 --> 00:02:12.600]  閒話家常咁樣 即係相當唔錯㗎
[00:02:12.600 --> 00:02:15.000]  又講阿女你學校點呀 咁樣
[00:02:15.000 --> 00:02:16.600]  但係呢 同頭先嘅對話
[00:02:16.600 --> 00:02:18.400]  你睇到字裏行間呢
[00:02:18.400 --> 00:02:20.700]  即係喺度好想搵啲位
[00:02:20.700 --> 00:02:23.300]  爸爸呢 就知道自己隻腳好過媽媽
[00:02:23.300 --> 00:02:25.600]  咁就用呢樣嘢去炫耀一下
[00:02:25.600 --> 00:02:27.200]  阿媽就知道自己隻手又好過
[00:02:27.200 --> 00:02:31.500]  阿爸呢 又喺面前窒返佢兩句
[00:02:31.500 --> 00:02:35.100]  好多時候呢 我哋都好鍾意喺
[00:02:35.100 --> 00:02:38.700]  不知不覺地 喺人面前去
[00:02:38.700 --> 00:02:42.000]  貶低下人哋 又褒獎下自己
[00:02:42.000 --> 00:02:43.500]  用呢啲嘢呢 去同人講
[00:02:43.500 --> 00:02:44.900]  嗱 我都唔輸蝕㗎
[00:02:44.900 --> 00:02:47.100]  我有嘢show quality㗎 係咪
[00:02:47.100 --> 00:02:49.200]  即係 我都有啲嘢係
[00:02:49.200 --> 00:02:52.600]  可以肯定我自我價值㗎 係咪
[00:02:52.600 --> 00:02:54.600]  我哋不其然 我哋好鍾意去比較
[00:02:54.600 --> 00:02:56.500]  我哋好鍾意去競爭
[00:02:56.500 --> 00:02:58.600]  嗰個群體鍾意啲乜呢
[00:02:58.600 --> 00:03:00.600]  我哋就誇嗰樣嘢 係咪
[00:03:00.600 --> 00:03:03.100]  可能行緊DSE就誇幾多個五星星囉
[00:03:03.100 --> 00:03:06.600]  有錢嘅可能誇層樓幾大 買咩名牌囉
[00:03:06.600 --> 00:03:09.500]  冇錢就誇 搵到幾多coupon呀
[00:03:09.500 --> 00:03:11.600]  搵到幾多個煲嗰啲咁囉 係咪
[00:03:11.600 --> 00:03:12.800]  即係總有嘢畀你
[00:03:12.800 --> 00:03:16.800]  你有群體鍾意咩咪誇嗰樣嘢囉 係咪
[00:03:16.800 --> 00:03:21.000]  雙方群體呢 都可以一樣㗎咋喎 係咪
[00:03:21.000 --> 00:03:24.500]  本來祈禱夠行徹 社關做得好
[00:03:24.500 --> 00:03:27.300]  全呼音夠努力 聖經知識豐富呢
[00:03:27.300 --> 00:03:29.000]  呢啲全部都係好㗎
[00:03:29.000 --> 00:03:31.300]  但如果用呢啲嘢去誇
[00:03:31.300 --> 00:03:34.000]  去建立我哋自己屬靈上面嘅地位呢
[00:03:34.000 --> 00:03:36.900]  其實咁就好有問題㗎
[00:03:36.900 --> 00:03:39.200]  問下大家啦 我哋作為基督徒
[00:03:39.200 --> 00:03:45.800]  究竟點樣先至係我哋真正可以show到我哋嘅quality㗎啦
[00:03:45.800 --> 00:03:48.600]  一齊我哋今日從基文入面一齊去學咋
[00:03:48.600 --> 00:03:51.200]  首先我哋重溫下我哋嘅上文
[00:03:51.200 --> 00:03:53.300]  哥倫多教會嘅使徒呢
[00:03:53.300 --> 00:03:57.300]  就按住當時嗰個群體鍾意嘅嗰啲嘢呢
[00:03:57.300 --> 00:04:00.800]  就帶住私心呢去炫耀自己啦
[00:04:00.800 --> 00:04:04.500]  而且攻擊去即係質疑保羅使徒嘅權柄
[00:04:04.500 --> 00:04:07.600]  話保羅你講嘢呢言語操縱
[00:04:07.600 --> 00:04:11.400]  你又唔肯收佢哋經濟上面嘅即係幫助
[00:04:11.400 --> 00:04:13.200]  保羅就算唔係假使徒呢
[00:04:13.200 --> 00:04:17.500]  都係啲低層次嘅即係門徒仔嗰啲咁啦
[00:04:17.500 --> 00:04:21.100]  或者要揭露呢一班嘅敵人佢哋嗰種嘅愚昧呀
[00:04:21.100 --> 00:04:23.400]  喺上次嘅講到我就睇見
[00:04:23.400 --> 00:04:26.100]  保羅用啲嘲諷嘅手法佢就話啦
[00:04:26.100 --> 00:04:28.300]  好啦你哋咁樣自誇咩
[00:04:28.300 --> 00:04:34.100]  我又逼你逼我用返你哋嗰種方法同你即係交下手呀
[00:04:34.100 --> 00:04:35.900]  所以上次保羅就咁講啦
[00:04:35.900 --> 00:04:38.300]  你係希伯來人咩我都係喎
[00:04:38.300 --> 00:04:40.100]  你係以色列人咩我都係呀
[00:04:40.100 --> 00:04:42.600]  你係阿巴拉嘅後裔我都係
[00:04:42.600 --> 00:04:44.800]  如果講背景出身呢
[00:04:44.800 --> 00:04:47.300]  我同你哋有得揮嘅
[00:04:47.300 --> 00:04:48.900]  但係不過上次經文
[00:04:48.900 --> 00:04:53.100]  最尾保羅話佢強調佢作為假使徒
[00:04:53.100 --> 00:04:56.500]  佢強調佢比假使徒更加係基督嘅僕人
[00:04:56.500 --> 00:04:59.300]  唔係因為呢啲咁風光嘅背景
[00:04:59.300 --> 00:05:02.200]  而係因為佢忍受更加多嘅苦難
[00:05:02.200 --> 00:05:04.700]  跟住佢就列出一個即係受苦嘅清單
[00:05:04.700 --> 00:05:06.500]  大家應該記得
[00:05:06.500 --> 00:05:08.300]  不過特別我想提一提
[00:05:08.300 --> 00:05:12.500]  如果今日有宣教士有傳道人同你講
[00:05:12.500 --> 00:05:15.200]  佢為主受苦列出一個清單嘅呢
[00:05:15.200 --> 00:05:19.800]  其實都可以成為我哋今日呢個環境去誇嘅嘢係咪
[00:05:19.800 --> 00:05:22.400]  不過喺當時哥倫多教會嘅處境
[00:05:22.400 --> 00:05:25.300]  佢當時同一本叫榮辱文化底下
[00:05:25.300 --> 00:05:27.800]  喺人面前展示呢啲苦難呢
[00:05:27.800 --> 00:05:31.800]  俾人睇為呢係一個好失敗好軟弱㗎
[00:05:31.800 --> 00:05:34.000]  而且上一次嘅講道
[00:05:34.000 --> 00:05:36.000]  十一章三十節保羅咁講
[00:05:36.000 --> 00:05:37.800]  我若必須誇口
[00:05:37.800 --> 00:05:41.600]  就誇我軟弱的是好料
[00:05:41.600 --> 00:05:44.700]  其實保羅從第十一章開始描述
[00:05:44.700 --> 00:05:46.600]  佢淨係誇自己嘅軟弱
[00:05:46.600 --> 00:05:49.400]  我聽咗應該可能唔止一次
[00:05:49.400 --> 00:05:52.900]  我哋今日可以繼續去盡心去思想呢個課題
[00:05:52.900 --> 00:05:56.500]  我哋會睇十二章一至十節
[00:05:56.500 --> 00:06:00.100]  保羅繼續去揭露嗰啲敵人呢
[00:06:00.100 --> 00:06:03.500]  好熱衷一啲自誇嗰種嘅愚昧喺度
[00:06:03.500 --> 00:06:05.200]  我睇第一節
[00:06:05.200 --> 00:06:06.700]  雖然自誇無益
[00:06:06.700 --> 00:06:08.800]  我還是不得不誇
[00:06:08.800 --> 00:06:11.600]  保羅重複之前嗰個手法
[00:06:11.600 --> 00:06:13.400]  佢仲嘲諷嘅語氣話
[00:06:13.400 --> 00:06:15.200]  我知道誇耀係無益
[00:06:15.200 --> 00:06:17.300]  不過我被迫用返你嘅方法
[00:06:17.300 --> 00:06:19.800]  我同你去交下手
[00:06:19.800 --> 00:06:22.800]  之前就較量我哋地上嗰啲背景地位
[00:06:22.800 --> 00:06:24.400]  咁今次較量啲咩呢
[00:06:24.400 --> 00:06:25.500]  大家睇到
[00:06:25.500 --> 00:06:29.700]  我現在要提到主嘅意象和啟示
[00:06:29.700 --> 00:06:31.000]  喺保羅嘅著作裏面
[00:06:31.000 --> 00:06:32.300]  只有呢一段經文
[00:06:32.300 --> 00:06:34.000]  提到意象同埋啟示
[00:06:34.000 --> 00:06:36.900]  大概都係指一啲超自然嘅經歷
[00:06:36.900 --> 00:06:38.500]  保羅今次要較量
[00:06:38.500 --> 00:06:40.500]  另外一樣哥倫多教會
[00:06:40.500 --> 00:06:42.800]  相信佢哋好推崇嘅嘢係咩呢
[00:06:42.800 --> 00:06:46.000]  超自然嘅屬靈經驗
[00:06:46.000 --> 00:06:50.200]  今次保羅用咩底牌同佢哋交手
[00:06:50.200 --> 00:06:51.900]  大家如果睇過《小道行傳》
[00:06:51.900 --> 00:06:53.000]  應該都記得
[00:06:53.000 --> 00:06:55.000]  保羅有冇經歷過啲異象
[00:06:55.000 --> 00:06:56.600]  都有吓
[00:06:56.600 --> 00:06:57.300]  如果你係保羅
[00:06:57.300 --> 00:07:00.400]  你攞邊個異象出去同佢哋交手
[00:07:00.400 --> 00:07:01.900]  馬其頓嘅異象
[00:07:01.900 --> 00:07:03.100]  唔知啦
[00:07:03.100 --> 00:07:04.300]  其實我睇返
[00:07:04.300 --> 00:07:06.000]  喺《小道行傳》十八章
[00:07:06.000 --> 00:07:07.900]  當保羅喺哥倫多嘅時候
[00:07:07.900 --> 00:07:10.700]  其實佢經歷過一個異象
[00:07:10.700 --> 00:07:14.300]  夜晚嘅時候
[00:07:14.300 --> 00:07:15.800]  異象同保羅講
[00:07:15.800 --> 00:07:16.500]  唔好驚
[00:07:16.500 --> 00:07:17.300]  只管講
[00:07:17.300 --> 00:07:18.200]  唔好沉默
[00:07:18.200 --> 00:07:19.700]  有我與你同在
[00:07:19.700 --> 00:07:21.400]  冇人會下手害你
[00:07:21.400 --> 00:07:22.500]  因為喺呢個城裏面
[00:07:22.500 --> 00:07:24.800]  有好多屬我嘅人
[00:07:24.800 --> 00:07:26.300]  保羅經歷過好多嘅異象
[00:07:26.300 --> 00:07:27.300]  但我哋發覺
[00:07:27.300 --> 00:07:30.000]  保羅原來有張收埋咗嘅
[00:07:30.000 --> 00:07:31.400]  即係最勁嘅底牌
[00:07:31.400 --> 00:07:33.800]  佢而家先至攞出嚟同佢交手
[00:07:33.800 --> 00:07:35.100]  嗰個底牌係咩嘢呢
[00:07:35.100 --> 00:07:37.400]  我哋睇二至四節
[00:07:37.400 --> 00:07:39.100]  我認識一個在基督裡嘅人
[00:07:39.100 --> 00:07:42.600]  佢喺十四年前被提到第三層天上去
[00:07:42.600 --> 00:07:43.400]  落在身外
[00:07:43.400 --> 00:07:44.100]  我唔知道
[00:07:44.100 --> 00:07:44.700]  喺身外
[00:07:44.700 --> 00:07:45.400]  我唔知道
[00:07:45.400 --> 00:07:46.900]  只有神知道
[00:07:46.900 --> 00:07:49.800]  我跳去第四節
[00:07:49.800 --> 00:07:51.700]  佢被提到落園裡
[00:07:51.700 --> 00:07:53.700]  聽見隱蔽嘅言語
[00:07:53.700 --> 00:07:56.900]  係人唔可以說
[00:07:56.900 --> 00:07:57.900]  保羅提到
[00:07:57.900 --> 00:08:00.400]  佢認識一個喺耶穌基督裡面嘅人
[00:08:00.400 --> 00:08:02.400]  佢認識嘅人其實係邊個呢
[00:08:02.400 --> 00:08:03.700]  其實係佢自己
[00:08:03.700 --> 00:08:05.500]  一會兒我哋會再補充解釋下
[00:08:05.500 --> 00:08:07.400]  點解佢會咁樣講
[00:08:07.400 --> 00:08:08.300]  十四年前
[00:08:08.300 --> 00:08:10.500]  佢有一個好超然嘅屬靈經歷
[00:08:10.500 --> 00:08:13.500]  被提到第三層天上面去
[00:08:13.500 --> 00:08:16.200]  然後猶太人佢哋嘅宇宙論
[00:08:16.200 --> 00:08:17.900]  將個天分為三層
[00:08:17.900 --> 00:08:20.500]  第一層好似我哋而家嗰啲大氣層
[00:08:20.500 --> 00:08:23.200]  第二層就係日月星宿嘅地方
[00:08:23.200 --> 00:08:27.800]  第三層就係神同佢寶座嘅居所
[00:08:27.800 --> 00:08:30.400]  當時拉比佢哋嘅傳統裡面
[00:08:30.400 --> 00:08:32.400]  如果你被提到天上
[00:08:32.400 --> 00:08:34.700]  係一個好特殊嘅神秘經驗
[00:08:34.700 --> 00:08:36.000]  同神同在
[00:08:36.000 --> 00:08:37.200]  係咪勁唔勁
[00:08:37.200 --> 00:08:38.100]  好勁
[00:08:38.100 --> 00:08:39.900]  亦都傳說當時有啲拉比
[00:08:39.900 --> 00:08:42.100]  真係咁樣經歷過
[00:08:42.100 --> 00:08:43.200]  大家留意下
[00:08:43.200 --> 00:08:44.200]  第二節佢話
[00:08:44.200 --> 00:08:46.600]  被提到第三層天上去
[00:08:46.600 --> 00:08:48.100]  第四節話乜嘢呢
[00:08:48.100 --> 00:08:50.400]  被提到樂園去
[00:08:50.400 --> 00:08:52.400]  兩個描述係平衡
[00:08:52.400 --> 00:08:54.500]  即係意味住第三層天
[00:08:54.500 --> 00:08:56.400]  原來就係樂園
[00:08:56.400 --> 00:08:58.700]  樂園就係二人死後
[00:08:58.700 --> 00:08:59.900]  即係佢嘅地方
[00:08:59.900 --> 00:09:00.900]  我諗大家記得
[00:09:00.900 --> 00:09:02.300]  耶穌同佢隔離一齊
[00:09:02.300 --> 00:09:05.200]  釘十字架嗰個法人話
[00:09:05.200 --> 00:09:08.800]  我今日同你要喺樂園
[00:09:08.800 --> 00:09:11.200]  被提到樂園可以預先嘗下
[00:09:11.200 --> 00:09:14.100]  一下死後嗰種嘅場景
[00:09:14.100 --> 00:09:15.500]  吸唔吸引
[00:09:15.500 --> 00:09:16.800]  好吸引
[00:09:16.800 --> 00:09:18.300]  難怪保羅用呢樣嘢
[00:09:18.300 --> 00:09:20.700]  同佢嘅敵人去交手
[00:09:20.700 --> 00:09:23.100]  其實保羅大可以大做文章
[00:09:23.100 --> 00:09:24.800]  炫耀豐豐足足
[00:09:24.800 --> 00:09:26.500]  寫一番
[00:09:26.500 --> 00:09:28.600]  於是乎可以增加自己知名度
[00:09:28.600 --> 00:09:31.400]  去呃到呢班初級使徒
[00:09:31.400 --> 00:09:33.400]  保羅有無咁做呢
[00:09:33.400 --> 00:09:35.900]  我哋睇見保羅唔單止無咁做
[00:09:35.900 --> 00:09:37.400]  反而相反
[00:09:37.400 --> 00:09:39.400]  保羅處處顯得好低調
[00:09:39.400 --> 00:09:41.300]  去描述佢呢個經歷
[00:09:41.300 --> 00:09:42.400]  首先
[00:09:42.400 --> 00:09:44.100]  我哋喺其他保羅嘅書信
[00:09:44.100 --> 00:09:46.900]  從來無聽佢提過呢樣嘢
[00:09:46.900 --> 00:09:48.600]  咁勁點解佢一次都唔提
[00:09:48.600 --> 00:09:50.200]  十四年後而家被迫
[00:09:50.200 --> 00:09:52.200]  要攞返出嚟講
[00:09:52.200 --> 00:09:53.400]  第二
[00:09:53.400 --> 00:09:55.700]  保羅佢用第三人稱去講
[00:09:55.700 --> 00:09:57.500]  我認識一個人係咩
[00:09:57.500 --> 00:10:00.300]  保羅好似一個比較抽離啲嘅角色
[00:10:00.300 --> 00:10:03.100]  即係唔想咁強調
[00:10:03.100 --> 00:10:06.700]  佢好似旁觀去描述呢件事
[00:10:06.700 --> 00:10:08.600]  如果可以睇返嗰個內容
[00:10:08.600 --> 00:10:09.900]  似乎保羅刻意
[00:10:09.900 --> 00:10:12.300]  佢唔去交代當中嗰啲細節
[00:10:12.300 --> 00:10:13.600]  又唔知喺身內
[00:10:13.600 --> 00:10:14.600]  又唔知喺身外
[00:10:14.600 --> 00:10:15.800]  總之係只有神知道
[00:10:15.800 --> 00:10:16.500]  即係話
[00:10:16.500 --> 00:10:17.900]  個身體被提
[00:10:17.900 --> 00:10:19.900]  定係脫離咗身體一個意象
[00:10:19.900 --> 00:10:21.800]  其實都唔知
[00:10:21.800 --> 00:10:22.800]  第四節話
[00:10:22.800 --> 00:10:24.200]  聽到隱蔽嘅言語
[00:10:24.200 --> 00:10:26.200]  係人唔可以講嘅
[00:10:26.200 --> 00:10:27.900]  淨係聽到一啲嘢
[00:10:27.900 --> 00:10:29.400]  又唔捨你見到啲乜嘢
[00:10:29.400 --> 00:10:30.600]  又係隱蔽
[00:10:30.600 --> 00:10:32.300]  即係一係人嘅言語表達唔到
[00:10:32.300 --> 00:10:34.800]  一係就係話神唔准你講
[00:10:34.800 --> 00:10:36.200]  總之一句講曬
[00:10:36.200 --> 00:10:37.500]  個經歷就好超然
[00:10:37.500 --> 00:10:39.000]  不過裏面有啲咩呢
[00:10:39.000 --> 00:10:40.600]  內容點到即止
[00:10:40.600 --> 00:10:42.600]  我唔講咁多
[00:10:42.600 --> 00:10:46.200]  而且保羅話係佢被提上去
[00:10:46.200 --> 00:10:48.700]  唔係佢自己主動努力去求
[00:10:48.700 --> 00:10:51.100]  求得返嚟
[00:10:51.100 --> 00:10:53.300]  保羅要同哥倫多人去表明
[00:10:53.300 --> 00:10:55.200]  如果用佢哋吹之若舞
[00:10:55.200 --> 00:10:56.900]  呢啲咁嘅神秘經驗
[00:10:56.900 --> 00:10:58.600]  同佢哋交手
[00:10:58.600 --> 00:11:00.600]  話佢有仕途嘅資格
[00:11:00.600 --> 00:11:03.400]  保羅絕對有得show quality
[00:11:03.400 --> 00:11:04.600]  而且喺14年前
[00:11:04.600 --> 00:11:06.800]  佢都未建立哥倫多教會前
[00:11:06.800 --> 00:11:08.800]  佢已經經歷咗
[00:11:08.800 --> 00:11:10.000]  不過保羅佢認為
[00:11:10.000 --> 00:11:12.200]  呢個唔係佢仕途嘅標記
[00:11:12.200 --> 00:11:15.700]  佢唔用呢樣嘢去自誇
[00:11:15.700 --> 00:11:16.300]  第六節
[00:11:16.300 --> 00:11:18.200]  保羅仲要再補充多一句
[00:11:18.200 --> 00:11:21.200]  就使我願意誇口也不算狂
[00:11:21.200 --> 00:11:23.500]  因為我會說實話
[00:11:23.500 --> 00:11:24.600]  保羅再強調
[00:11:24.600 --> 00:11:26.200]  佢講嗰啲咁超然嘅經歷
[00:11:26.200 --> 00:11:27.700]  係千真萬確
[00:11:27.700 --> 00:11:29.800]  係實在發生過
[00:11:29.800 --> 00:11:31.000]  估計當時佢啲對手
[00:11:31.000 --> 00:11:34.200]  當時流行講呢啲超然經歷
[00:11:34.200 --> 00:11:35.900]  你又講 佢又講
[00:11:35.900 --> 00:11:39.700]  是真是假都唔知係咪老作
[00:11:39.700 --> 00:11:41.400]  保羅唔單單
[00:11:41.400 --> 00:11:43.700]  唔想用呢啲經歷去自誇
[00:11:43.700 --> 00:11:45.000]  甚至佢覺得
[00:11:45.000 --> 00:11:48.000]  呢次被提到樂園咁樣嘅經驗
[00:11:48.000 --> 00:11:52.600]  反而潛藏住兩種危機
[00:11:52.600 --> 00:11:53.700]  第一個危機
[00:11:53.700 --> 00:11:55.900]  喺六節嘅下
[00:11:55.900 --> 00:11:58.700]  恐怕有人把我看得太高了
[00:11:58.700 --> 00:12:03.400]  過於他在我身上所看見所聽見
[00:12:03.400 --> 00:12:05.000]  第二個危機
[00:12:05.000 --> 00:12:06.900]  喺第七節嘅上
[00:12:06.900 --> 00:12:10.100]  又恐怕我因所得嘅啟示太高深
[00:12:10.100 --> 00:12:12.900]  就過於高抬自己
[00:12:12.900 --> 00:12:14.200]  保羅講咗兩次
[00:12:14.200 --> 00:12:17.000]  佢恐怕一啲嘢係咪
[00:12:17.000 --> 00:12:20.300]  保羅唔想因為呢個經驗太過超凡
[00:12:20.300 --> 00:12:23.800]  以致其他人用呢樣嘢抬高佢
[00:12:23.800 --> 00:12:28.300]  又或者連佢自己都覺得自己好了不起
[00:12:28.300 --> 00:12:30.900]  咁保羅希望其他人用乜嘢
[00:12:30.900 --> 00:12:34.200]  去審視佢作為使徒嘅資格呢
[00:12:34.200 --> 00:12:36.800]  喺第六節嘅下去咁講
[00:12:36.800 --> 00:12:39.200]  恐怕有人把我看得太高
[00:12:39.200 --> 00:12:45.900]  過於他在我身上所看見所聽見
[00:12:45.900 --> 00:12:47.100]  保羅要強調
[00:12:47.100 --> 00:12:48.600]  如果你真係要去審視下
[00:12:48.600 --> 00:12:51.100]  我有冇做使徒嘅資格
[00:12:51.100 --> 00:12:54.300]  唔該你睇下我講啲乜嘢
[00:12:54.300 --> 00:12:55.800]  你從我身上面
[00:12:55.800 --> 00:12:57.400]  你聽到啲乜嘢
[00:12:57.400 --> 00:12:59.100]  你睇見啲乜嘢
[00:12:59.100 --> 00:13:01.000]  保羅要佢哋所聽見嘅
[00:13:01.000 --> 00:13:04.200]  係保羅所傳講嘅福音信息
[00:13:04.200 --> 00:13:05.500]  保羅希望佢哋看見嘅
[00:13:05.500 --> 00:13:07.400]  係保羅作為神嘅僕人
[00:13:07.400 --> 00:13:08.800]  經歷咁多嘅苦難
[00:13:08.800 --> 00:13:10.700]  仍然願意為主受苦
[00:13:10.700 --> 00:13:13.900]  繼續傳揚福音
[00:13:13.900 --> 00:13:17.500]  保羅唔要因為自己呢個神秘經驗太過吸引
[00:13:17.500 --> 00:13:20.200]  錯誤將啲人引導對
[00:13:20.200 --> 00:13:23.300]  引導佢哋將焦點放喺保羅自己嘅身上
[00:13:23.300 --> 00:13:28.200]  佢唔要去僭奪咗神嘅榮耀
[00:13:28.200 --> 00:13:29.000]  嚟到呢度
[00:13:29.000 --> 00:13:30.500]  我哋如果睇返第一節
[00:13:30.500 --> 00:13:32.800]  保羅話自誇無益
[00:13:32.800 --> 00:13:35.400]  我哋有嗰個更加深嘅領受
[00:13:35.400 --> 00:13:37.000]  我想喺度花少少時間
[00:13:37.000 --> 00:13:38.500]  我哋去思想一下
[00:13:38.500 --> 00:13:43.100]  如果信徒用呢啲咁超凡嘅屬靈經歷去自誇
[00:13:43.100 --> 00:13:45.800]  點解無益呢
[00:13:45.800 --> 00:13:47.700]  首先我哋睇下使徒行傳裏面
[00:13:47.700 --> 00:13:50.000]  係呀 使徒見過好多異象
[00:13:50.000 --> 00:13:53.100]  但係嗰啲異象全部都唔係佢哋自己刻意
[00:13:53.100 --> 00:13:54.600]  向神求返嚟
[00:13:54.600 --> 00:13:58.200]  希望自我即係感覺良好一啲
[00:13:58.200 --> 00:14:00.900]  而係神主動藉住呢啲異象
[00:14:00.900 --> 00:14:03.800]  一係就要確認佢哋嘅呼召
[00:14:03.800 --> 00:14:07.800]  一係就要去引領佢哋前面宣教路當走嘅方向
[00:14:07.800 --> 00:14:11.400]  係有具體嘅內容去啟示落去
[00:14:11.400 --> 00:14:13.800]  但係以保羅今次嘅呢個經驗
[00:14:13.800 --> 00:14:15.600]  呢個三神天嘅異象
[00:14:15.600 --> 00:14:17.600]  係個好特殊嘅個案
[00:14:17.600 --> 00:14:22.400]  係保羅佢自己同神經歷嗰種個人同佢同座嘅經歷
[00:14:22.400 --> 00:14:24.100]  內容係好隱蔽嘅
[00:14:24.100 --> 00:14:26.900]  冇一個具體嘅訊息啟示出嚟
[00:14:26.900 --> 00:14:31.500]  對建立信徒對培植教會冇好處
[00:14:31.500 --> 00:14:33.900]  保羅佢唔要去標榜佢自己
[00:14:33.900 --> 00:14:36.100]  而係以神嘅聖功為重
[00:14:36.100 --> 00:14:41.400]  而是佢拒絕用呢啲嘢去引證佢自己嘅權柄
[00:14:41.400 --> 00:14:43.500]  除此以外我哋思想一下啦
[00:14:43.500 --> 00:14:45.800]  如果我哋追求超自然經驗
[00:14:45.800 --> 00:14:48.400]  用呢樣嘢滿足我哋嘅屬靈生命
[00:14:48.400 --> 00:14:50.700]  其實係唔可以長久落去
[00:14:50.700 --> 00:14:55.000]  即使有啲好特殊嘅宗教經驗
[00:14:55.000 --> 00:14:57.300]  當下梗係好刺激好吸引
[00:14:57.300 --> 00:14:59.700]  但係人總唔希望原地踏步
[00:14:59.700 --> 00:15:03.500]  於是乎你好想追求一次比一次更加勁嘅
[00:15:03.500 --> 00:15:06.200]  更加超然嘅屬靈經驗
[00:15:06.200 --> 00:15:09.100]  到有一次你發覺你追求唔到嘅時候
[00:15:09.100 --> 00:15:12.300]  你可能個信心就會滑落
[00:15:12.300 --> 00:15:14.900]  睇嚟好榮耀嘅一啲屬靈經驗
[00:15:14.900 --> 00:15:16.800]  其實可能曇花一現
[00:15:16.800 --> 00:15:19.300]  唔去持久
[00:15:19.300 --> 00:15:23.400]  我哋返返去哥倫多醫院嘅經文裏面
[00:15:23.400 --> 00:15:28.400]  咁乜嘢先係保羅認為真正試圖嘅印記
[00:15:28.400 --> 00:15:29.500]  頭先提過
