
[00:00:00.000 --> 00:00:05.220]  今天跟大家思考的聖經也是一個耶穌裡面說的比喻
[00:04:18.740 --> 00:04:21.460]  都選擇了《馬可福音》的段落
[00:04:21.460 --> 00:04:23.100]  但當你看回聖經裏面
[00:04:23.100 --> 00:04:25.780]  你發現其實這是一個對觀福音
[00:04:25.780 --> 00:04:26.380]  是什麼意思呢
[00:04:26.380 --> 00:04:29.620]  就是說在《馬太福音》和《路加福音》
[00:04:29.620 --> 00:04:31.260]  都有一個參照
[00:04:31.260 --> 00:04:33.620]  就是說同一個耶穌說的比喻
[00:04:33.620 --> 00:04:36.060]  原來《馬太》有記錄《馬可》有記錄
[00:04:36.060 --> 00:04:37.460]  《路加》也有記錄
[00:04:37.460 --> 00:04:38.820]  幾個人都有描述到
[00:04:38.820 --> 00:04:41.460]  耶穌這個比喻的片段
[00:04:41.460 --> 00:04:43.180]  所以如果大家回家再看的時候
[00:04:43.180 --> 00:04:45.460]  可以看《馬太福音》第21章
[00:04:45.460 --> 00:04:47.340]  33至46節
[00:04:47.340 --> 00:04:49.460]  又或者是《路加福音》第20章
[00:04:49.460 --> 00:04:50.780]  9至19節
[00:04:50.780 --> 00:04:54.820]  就會更加清楚那個脈絡或者法節
[00:04:54.820 --> 00:04:55.820]  剛剛我們看這個比喻
[00:04:55.820 --> 00:04:56.820]  12章1節的時候
[00:04:56.820 --> 00:04:57.740]  比喻開始的時候
[00:04:57.740 --> 00:05:01.020]  耶穌就說用比喻對他們說
[00:05:01.020 --> 00:05:02.540]  所以當我們要了解這個比喻
[00:05:02.540 --> 00:05:03.660]  究竟是說什麼的時候
[00:05:03.660 --> 00:05:08.060]  究竟我們問耶穌用比喻跟誰說話呢
[00:05:08.060 --> 00:05:09.660]  跟誰說話呢
[00:05:09.660 --> 00:05:11.540]  在第11節開始之後
[00:05:11.540 --> 00:05:14.220]  耶穌就說了一堆比喻一堆說話
[00:05:14.220 --> 00:05:15.340]  到了第12節
[00:05:15.340 --> 00:05:17.620]  臨結束的時候
[00:05:17.620 --> 00:05:19.980]  就再提及他們
[00:05:19.980 --> 00:05:21.740]  耶穌說比喻給他們聽
[00:05:21.740 --> 00:05:24.100]  他們就看出耶穌的比喻
[00:05:24.100 --> 00:05:27.380]  就指著他們說的
[00:05:27.380 --> 00:05:30.620]  於是就想捉拿耶穌
[00:05:30.620 --> 00:05:33.060]  這幫人知道是指著他們的時候
[00:05:33.060 --> 00:05:35.740]  就想捉拿耶穌
[00:05:35.740 --> 00:05:37.540]  但是因為懼怕百姓
[00:05:37.540 --> 00:05:41.180]  就離開耶穌走開了
[00:05:41.180 --> 00:05:43.180]  所以我們要明白這個比喻的時候
[00:05:43.180 --> 00:05:43.940]  我們要問
[00:05:43.940 --> 00:05:46.420]  究竟他們是誰呢
[00:05:46.420 --> 00:05:49.820]  哪一幫人要去捉住耶穌呢
[00:05:49.820 --> 00:05:51.220]  所以當你看這裡的時候
[00:05:51.220 --> 00:05:53.460]  你又要看回一點圖畫
[00:05:53.460 --> 00:05:56.220]  你就大約有個概念
[00:05:56.220 --> 00:05:57.580]  我先看圖畫
[00:05:57.580 --> 00:06:00.980]  就是在我們讀《馬後福音》的時候
[00:06:00.980 --> 00:06:03.860]  我們說整個段落的結構
[00:06:03.860 --> 00:06:05.300]  就是基本上
[00:06:05.300 --> 00:06:08.140]  就是耶穌早期在加利利
[00:06:08.140 --> 00:06:09.860]  就是1章到第8章的時候
[00:06:09.860 --> 00:06:11.140]  就在加利利
[00:06:11.140 --> 00:06:12.860]  而到了第8章的22節
[00:06:12.860 --> 00:06:14.860]  到了第10章的52節
[00:06:14.860 --> 00:06:16.460]  就說耶穌一路由加利利
[00:06:16.460 --> 00:06:17.500]  怎麼繞過去呢
[00:06:17.500 --> 00:06:20.100]  一路就下去耶路撒冷
[00:06:20.100 --> 00:06:22.380]  而到了第11章1節
[00:06:22.380 --> 00:06:24.220]  到第16章20節
[00:06:24.220 --> 00:06:27.220]  其實就是耶穌已經到達耶路撒冷
[00:06:27.220 --> 00:06:31.060]  就是祂人生的最後階段
[00:06:31.060 --> 00:06:32.340]  所以你會知道
[00:06:32.340 --> 00:06:33.620]  我們今天讀的聖經
[00:06:33.620 --> 00:06:35.140]  在第12章的時候
[00:06:35.140 --> 00:06:38.980]  代表了耶穌就是在耶路撒冷這個地方
[00:06:38.980 --> 00:06:41.820]  耶穌在耶路撒冷這個地方
[00:06:41.820 --> 00:06:43.020]  那你都看得到地圖裡面
[00:06:43.020 --> 00:06:44.660]  耶路撒冷就在下面
[00:06:44.660 --> 00:06:46.100]  比較南部的地方
[00:06:46.100 --> 00:06:47.900]  就是那個耶路撒冷
[00:06:47.900 --> 00:06:49.860]  所以你看得到在
[00:06:49.860 --> 00:06:51.380]  《馬後福音》第11章1節
[00:06:51.380 --> 00:06:52.660]  就聖經很清楚說
[00:06:52.660 --> 00:06:55.900]  耶穌和門徒就將近耶路撒冷
[00:06:55.900 --> 00:06:57.380]  在那裡開始 耶路撒冷開始
[00:06:57.380 --> 00:07:00.500]  到了那裡的八法祈和八大利的時候
[00:07:00.500 --> 00:07:03.180]  就在橄欖山那裡
[00:07:03.180 --> 00:07:04.540]  耶穌就打發兩個門徒
[00:07:04.540 --> 00:07:06.780]  接著一直說一堆的事件
[00:07:06.780 --> 00:07:09.180]  這個就是那個耶路撒冷
[00:07:09.180 --> 00:07:10.900]  耶路撒冷是一個什麼地方呢
[00:07:10.900 --> 00:07:14.740]  你再看多一點圖畫
[00:07:14.740 --> 00:07:19.380]  你會見到耶路撒冷就有聖殿
[00:07:19.380 --> 00:07:21.900]  第二個就是左邊那裡
[00:07:21.900 --> 00:07:23.460]  就見到聖殿
[00:07:23.460 --> 00:07:25.860]  聖殿就是一個很重要的
[00:07:25.860 --> 00:07:28.620]  猶太子民百姓要聚集
[00:07:28.620 --> 00:07:30.620]  去敬拜神的地方
[00:07:30.620 --> 00:07:33.860]  如果你有記得上一次主日
[00:07:33.860 --> 00:07:36.540]  我跟大家說到起一座樓
[00:07:36.540 --> 00:07:39.420]  你記得聖殿旁邊有一個叫安東尼亞堡
[00:07:39.420 --> 00:07:40.380]  就在上面一點
[00:07:40.380 --> 00:07:42.820]  就是說用來監察著
[00:07:42.820 --> 00:07:44.540]  那些猶太人有沒有叛亂的
[00:07:44.540 --> 00:07:46.340]  就起一個高一點的塔
[00:07:46.340 --> 00:07:47.780]  盯著聖殿
[00:07:47.780 --> 00:07:49.580]  所以在那裡隔著
[00:07:49.580 --> 00:07:53.420]  同時間這裡也有左邊有希律的皇宮
[00:07:53.420 --> 00:07:56.580]  代表了他們在羅馬統治之下
[00:07:56.580 --> 00:07:59.620]  由希律去管理他們
[00:07:59.620 --> 00:08:01.260]  同時間你見到下面
[00:08:01.260 --> 00:08:05.180]  一點點就會見到有大祭司的府弟
[00:08:05.180 --> 00:08:07.540]  就是猶太人裡面有個大祭司
[00:08:07.540 --> 00:08:09.260]  就是負責整個猶太人的
[00:08:09.260 --> 00:08:11.300]  一個很重要憲制的事情的
[00:08:11.300 --> 00:08:13.260]  一個總負責人
[00:08:13.260 --> 00:08:17.380]  大祭司的府弟都是在耶路撒冷的
[00:08:17.380 --> 00:08:19.660]  這個就是耶路撒冷的圖畫
[00:08:19.660 --> 00:08:21.940]  那你再看一看右邊
[00:08:21.940 --> 00:08:23.300]  那幅圖的右邊的時候
[00:08:23.300 --> 00:08:25.380]  見到有八法旗
[00:08:25.380 --> 00:08:30.180]  就是剛才我們11章1節有提到的一個地方
[00:08:30.180 --> 00:08:31.940]  就是說八法旗就是在
[00:08:31.940 --> 00:08:35.700]  耶路撒冷外面遠一點的地方
[00:08:35.700 --> 00:08:37.940]  這樣有個概念
[00:08:37.940 --> 00:08:40.220]  我們再看
[00:08:40.220 --> 00:08:43.540]  所以原來你看馬後方第11章1節
[00:08:43.540 --> 00:08:46.220]  去到最後16章的時候
[00:08:46.220 --> 00:08:49.340]  其實就是在說耶穌在最後一個禮拜
[00:08:49.340 --> 00:08:52.340]  馬後方由去了在上面加里尼
[00:08:52.340 --> 00:08:54.700]  一直去到慢慢走下來耶路撒冷
[00:08:54.700 --> 00:08:56.460]  而最後第11章開始就說到
[00:08:56.460 --> 00:08:58.540]  耶穌進入耶路撒冷
[00:08:58.540 --> 00:09:00.540]  耶穌進入耶路撒冷的最後是什麼
[00:09:00.540 --> 00:09:03.300]  是大約一個禮拜的時間
[00:09:03.300 --> 00:09:05.140]  所以這裡有六章聖經就說
[00:09:05.140 --> 00:09:07.900]  耶穌最後一個禮拜的生活
[00:09:07.900 --> 00:09:09.300]  你留意聖經裡面的描述
[00:09:09.300 --> 00:09:12.260]  最後一個禮拜的生活是怎樣呢
[00:09:12.260 --> 00:09:14.460]  發現就是星期天
[00:09:14.460 --> 00:09:17.260]  就是騎驢驅進入耶路撒冷
[00:09:17.260 --> 00:09:18.660]  是不是有棕樹枝鋪在地上
[00:09:18.660 --> 00:09:20.780]  那個圖畫大家有個印象
[00:09:20.780 --> 00:09:22.780]  和撒冷和撒冷
[00:09:22.780 --> 00:09:27.580]  就是耶穌第一次進入耶路撒冷的地方
[00:09:27.580 --> 00:09:28.500]  而你又會發現
[00:09:28.500 --> 00:09:29.980]  當你看回馬後方的時候
[00:09:29.980 --> 00:09:32.140]  去到第11章12節
[00:09:32.140 --> 00:09:35.260]  又說耶穌進入耶路撒冷
[00:09:35.260 --> 00:09:36.780]  進入耶路撒冷期間
[00:09:36.780 --> 00:09:38.780]  又有奏作無花果樹
[00:09:38.780 --> 00:09:41.900]  中間又有潔淨聖殿
[00:09:41.900 --> 00:09:44.900]  接著去到第11章20節
[00:09:44.900 --> 00:09:46.700]  就是星期二
[00:09:46.700 --> 00:09:47.580]  星期二的時候
[00:09:47.580 --> 00:09:50.900]  就說到耶穌第三次進入耶路撒冷
[00:09:50.900 --> 00:09:54.140]  就是我們稍後讀的經文裡面所說的內容
[00:09:54.140 --> 00:09:57.020]  那你有沒有想過為什麼這麼奇怪
[00:09:57.020 --> 00:09:59.540]  耶穌為什麼要星期天進入一次
[00:09:59.540 --> 00:10:00.260]  星期一進入一次
[00:10:00.260 --> 00:10:03.420]  星期二進入一次
[00:10:03.420 --> 00:10:05.780]  為什麼不好好的在耶路撒冷
[00:10:05.780 --> 00:10:08.420]  天天在耶路撒冷就可以了
[00:10:08.420 --> 00:10:09.340]  是不是
[00:10:09.340 --> 00:10:14.300]  有沒有想過為什麼的
[00:10:14.300 --> 00:10:17.780]  就像牧師天天在教會就可以了
[00:10:17.780 --> 00:10:20.820]  又要駕車進來
[00:10:20.820 --> 00:10:23.620]  我們要多理解一點背景
[00:10:23.620 --> 00:10:25.220]  因為如果你記得
[00:10:25.220 --> 00:10:27.220]  耶穌在最後上耶路撒冷的時候
[00:10:27.220 --> 00:10:29.540]  是什麼節日
[00:10:29.540 --> 00:10:30.860]  如意節
[00:10:30.860 --> 00:10:31.540]  如意節是什麼
[00:10:31.540 --> 00:10:33.860]  是猶太人的大節日
[00:10:33.860 --> 00:10:35.620]  大時大節是什麼
[00:10:35.620 --> 00:10:39.620]  而耶路撒冷就是一個宗教聖地
[00:10:39.620 --> 00:10:41.100]  每個人都來的
[00:10:41.100 --> 00:10:42.540]  所以逢大時大節
[00:10:42.540 --> 00:10:44.780]  就超級多人去耶路撒冷
[00:10:44.780 --> 00:10:46.020]  那你想像一下
[00:10:46.020 --> 00:10:47.380]  據學者統計
[00:10:47.380 --> 00:10:49.100]  大約可能保守一點
[00:10:49.100 --> 00:10:51.660]  起碼有二十萬人
[00:10:51.660 --> 00:10:52.700]  在那段時間
[00:10:52.700 --> 00:10:55.540]  那星期就湧到耶路撒冷
[00:10:55.540 --> 00:10:56.940]  那你又想像一下
[00:10:56.940 --> 00:10:58.740]  耶路撒冷又不是很大
[00:10:58.740 --> 00:11:00.940]  但是又有二十萬人湧進來
[00:11:00.940 --> 00:11:02.780]  夠不夠房住
[00:11:02.780 --> 00:11:03.300]  是不是
[00:11:03.300 --> 00:11:05.060]  那些遊客訂酒店
[00:11:05.060 --> 00:11:07.660]  有些有錢的就訂了高級酒店
[00:11:07.660 --> 00:11:07.860]  是不是
[00:11:07.860 --> 00:11:08.300]  你想像一下
[00:11:08.300 --> 00:11:09.700]  如果用今天的圖畫
[00:11:09.700 --> 00:11:12.860]  但有些人就未必有地方住
[00:11:12.860 --> 00:11:13.620]  特別你知道
[00:11:13.620 --> 00:11:16.220]  耶穌不是帶著一疊一疊錢
[00:11:16.220 --> 00:11:17.300]  拿一疊現金
[00:11:17.300 --> 00:11:18.660]  然後去到耶路撒冷
[00:11:18.660 --> 00:11:19.940]  喂 給我房間
[00:11:19.940 --> 00:11:21.020]  耶穌不是這樣的
[00:11:21.020 --> 00:11:23.180]  耶穌是哪一個開放的地方讓他住
[00:11:23.180 --> 00:11:25.020]  他就在別人家裡住
[00:11:25.020 --> 00:11:25.820]  所以你想像一下
[00:11:25.820 --> 00:11:27.740]  耶路撒冷這麼多人的時候
[00:11:27.740 --> 00:11:29.300]  耶穌又要在那裡
[00:11:29.300 --> 00:11:31.100]  他就不是住在耶路撒冷裡面
[00:11:31.100 --> 00:11:32.580]  所以到晚上
[00:11:32.580 --> 00:11:35.420]  他又會出去城外
[00:11:35.420 --> 00:11:36.780]  那你有個概念
[00:11:36.780 --> 00:11:38.060]  所以晚上
[00:11:38.060 --> 00:11:39.860]  耶穌就會離開耶路撒冷
[00:11:39.860 --> 00:11:40.820]  回到城外
[00:11:40.820 --> 00:11:43.260]  一些接待他的人就住
[00:11:43.260 --> 00:11:44.140]  到第二天
[00:11:44.140 --> 00:11:45.260]  回到耶路撒冷
[00:11:45.260 --> 00:11:46.700]  繼續去宣講
[00:11:46.700 --> 00:11:50.220]  繼續去做他最後一個星期要做的事
[00:11:50.220 --> 00:11:51.580]  所以進進出出
[00:11:51.580 --> 00:11:53.220]  進進出出
[00:11:53.220 --> 00:11:55.060]  你就明白為什麼
[00:11:55.060 --> 00:11:56.100]  《馬虎入》裡面記載
[00:11:56.100 --> 00:11:59.060]  他幾次進入耶路撒冷
[00:11:59.060 --> 00:12:00.700]  而今天就說到
[00:12:00.700 --> 00:12:02.060]  星期天進一次
[00:12:02.060 --> 00:12:03.060]  星期一進一次
[00:12:03.060 --> 00:12:05.100]  現在說第三天
[00:12:05.100 --> 00:12:06.140]  星期二
[00:12:06.140 --> 00:12:10.380]  他再進入耶路撒冷那個時間的片段
[00:12:10.380 --> 00:12:12.940]  所以你會看得到在十一節
[00:12:12.940 --> 00:12:17.260]  就說耶穌進了耶路撒冷
[00:12:17.260 --> 00:12:18.780]  然後說什麼呢
[00:12:18.780 --> 00:12:20.260]  原來耶穌進了耶路撒冷
[00:12:20.260 --> 00:12:21.260]  還要進什麼地方呢
[00:12:21.260 --> 00:12:23.900]  原來去聖殿
[00:12:23.900 --> 00:12:24.220]  是吧
[00:12:24.220 --> 00:12:26.420]  御節那一星期快要御節
[00:12:26.420 --> 00:12:28.740]  那耶穌這麼遠來到
[00:12:28.740 --> 00:12:29.620]  是不是打算這麼巧
[00:12:29.620 --> 00:12:31.940]  純粹經過買一些紀念品
[00:12:31.940 --> 00:12:33.300]  買一些手信呢
[00:12:33.300 --> 00:12:34.220]  不是的
[00:12:34.220 --> 00:12:35.540]  他有個目標是什麼
[00:12:35.540 --> 00:12:37.380]  他要進聖殿
[00:12:37.380 --> 00:12:39.060]  一個神的殿
[00:12:39.060 --> 00:12:40.380]  神的居所
[00:12:40.380 --> 00:12:41.580]  所以呢
[00:12:41.580 --> 00:12:42.020]  第一
[00:12:42.020 --> 00:12:42.700]  星期日
[00:12:42.700 --> 00:12:44.180]  主日進來聖殿裡面
[00:12:44.180 --> 00:12:46.420]  看看這裡是什麼樣的環境呢
[00:12:46.420 --> 00:12:48.100]  他們的敬拜場所
[00:12:48.100 --> 00:12:49.340]  好不好啊
[00:12:49.340 --> 00:12:52.260]  他們那個殿做得怎麼樣
[00:12:52.260 --> 00:12:55.020]  或者是各樣東西有沒有秩序呢
[00:12:55.020 --> 00:12:57.500]  接著到了第十五節
[00:12:57.500 --> 00:12:59.660]  就說到第二天
[00:12:59.660 --> 00:13:02.060]  第二天耶穌再進
[00:13:02.060 --> 00:13:04.020]  耶路撒冷再進聖殿的時候
[00:13:04.020 --> 00:13:04.580]  為什麼
[00:13:04.580 --> 00:13:06.380]  發現有些人就
[00:13:06.380 --> 00:13:10.060]  在聖殿裡面做買賣
[00:13:10.060 --> 00:13:10.820]  而到了
[00:13:10.820 --> 00:13:12.180]  第十一章的二十七
[00:13:12.180 --> 00:13:13.740]  二十八節
[00:13:13.740 --> 00:13:14.900]  就說到什麼
[00:13:14.900 --> 00:13:17.260]  第三次說到耶穌進來耶路撒冷
[00:13:17.260 --> 00:13:18.500]  就是我們稍後讀到
[00:13:18.500 --> 00:13:20.940]  第十二章的片段的
[00:13:20.940 --> 00:13:22.460]  一個介紹是什麼呢
[00:13:22.460 --> 00:13:24.020]  原來在那時候
[00:13:24.020 --> 00:13:26.620]  他們來到耶路撒冷
[00:13:26.620 --> 00:13:29.860]  耶穌在殿裡面行走
[00:13:29.860 --> 00:13:31.860]  不斷在那個殿裡面觀察
[00:13:31.860 --> 00:13:32.780]  因為你知道
[00:13:32.780 --> 00:13:33.700]  這個殿呢
[00:13:33.700 --> 00:13:35.420]  就是現在你照片裡面看到的
[00:13:35.420 --> 00:13:36.900]  就是當時耶穌
[00:13:36.900 --> 00:13:39.020]  那個時候的第二聖殿
[00:13:39.020 --> 00:13:40.740]  大約的構造
[00:13:40.740 --> 00:13:42.020]  除了聖殿本身
[00:13:42.020 --> 00:13:43.820]  外面還有一些圍牆
[00:13:43.820 --> 00:13:45.740]  這些就叫做外園
[00:13:45.740 --> 00:13:47.580]  這個地方裡面有很多
[00:13:47.580 --> 00:13:49.020]  猶太人
[00:13:49.020 --> 00:13:50.140]  有一些外邦人
[00:13:50.140 --> 00:13:51.420]  都在那個外園裡面
[00:13:51.420 --> 00:13:53.020]  甚至有些女性
[00:13:53.020 --> 00:13:53.700]  女人
[00:13:53.700 --> 00:13:55.140]  都在那裡聚集
[00:13:55.140 --> 00:13:56.900]  預備去敬拜上帝
[00:13:56.900 --> 00:13:57.700]  而在那裡呢
[00:13:57.700 --> 00:14:00.420]  也在那裡做買賣的地方
[00:14:00.420 --> 00:14:01.220]  OK
[00:14:01.220 --> 00:14:02.460]  但是這裡就在說
[00:14:02.460 --> 00:14:05.580]  耶穌在星期二的日子裡面
[00:14:05.580 --> 00:14:06.940]  來到耶路撒冷
[00:14:06.940 --> 00:14:08.580]  又去到聖殿裡面
[00:14:08.580 --> 00:14:10.020]  在那裡行走的時候
[00:14:10.020 --> 00:14:12.340]  有一幫人就見到耶穌了
[00:14:12.340 --> 00:14:13.140]  現在就解釋
[00:14:13.140 --> 00:14:15.220]  哪一幫人見到耶穌呢
[00:14:15.220 --> 00:14:16.260]  二十七 二十八節說
[00:14:16.260 --> 00:14:19.740]  祭司長 問事和長老
[00:14:19.740 --> 00:14:20.940]  見到耶穌的時候
[00:14:20.940 --> 00:14:23.860]  進前來就問耶穌
[00:14:23.860 --> 00:14:27.580]  你像著什麼權柄做這些事呢
[00:14:27.580 --> 00:14:31.220]  吸引這權柄的是誰呢
[00:14:31.220 --> 00:14:32.740]  那我想一下
[00:14:32.740 --> 00:14:34.420]  為什麼有些人來找耶穌
[00:14:34.420 --> 00:14:36.340]  這幫是什麼人呢
[00:14:36.340 --> 00:14:41.220]  你說祭司長 問事和長老
[00:14:41.220 --> 00:14:43.020]  你有沒有想過這幫是什麼人
[00:14:43.020 --> 00:14:44.820]  這幫人為什麼會在聖殿裡面
[00:14:44.820 --> 00:14:46.340]  見到耶穌呢
[00:14:46.340 --> 00:14:48.500]  我們來看看
[00:14:48.500 --> 00:14:49.420]  原來是這樣的
[00:14:49.420 --> 00:14:50.860]  因為你知道當時
[00:14:50.860 --> 00:14:52.540]  耶路撒冷或者猶太人
[00:14:52.540 --> 00:14:55.180]  已經亡國了
[00:14:55.180 --> 00:14:59.180]  就被羅馬帝國管治的
[00:14:59.180 --> 00:15:00.220]  羅馬帝國管治
[00:15:00.220 --> 00:15:02.700]  某程度上好像殖民地
[00:15:02.700 --> 00:15:05.340]  簡單來說羅馬帝國最大粒
[00:15:05.340 --> 00:15:08.340]  最有權力的就是皇帝
[00:15:08.340 --> 00:15:10.260]  就是羅馬的皇帝
[00:15:10.260 --> 00:15:13.500]  然後他下面安排了不同的省份
[00:15:13.500 --> 00:15:16.220]  省份裡面有一個行省的領導
[00:15:16.220 --> 00:15:18.180]  每一個省有一個領導人
[00:15:18.180 --> 00:15:20.740]  而省裡面還有一些小的地區
[00:15:20.740 --> 00:15:22.500]  有地區的領導人
[00:15:22.500 --> 00:15:23.540]  簡單來說
[00:15:23.540 --> 00:15:24.620]  總之羅馬管治
[00:15:24.620 --> 00:15:28.220]  盡量找羅馬的人去管治
[00:15:28.220 --> 00:15:29.540]  這個很合理
[00:15:29.540 --> 00:15:31.700]  重要的管治的角色
[00:15:31.700 --> 00:15:33.740]  找一些羅馬人去管理
[00:15:33.740 --> 00:15:36.340]  但是去到一些小的地方
[00:15:36.340 --> 00:15:37.140]  或者這麼說
[00:15:37.140 --> 00:15:38.580]  去到某些地方
[00:15:38.580 --> 00:15:41.060]  羅馬人又會給一些權力
[00:15:41.060 --> 00:15:42.820]  他們管那些人
[00:15:42.820 --> 00:15:44.940]  去管自己一些的東西
[00:15:44.940 --> 00:15:46.620]  所以當時來說
[00:15:46.620 --> 00:15:48.340]  羅馬帝國政府
[00:15:48.340 --> 00:15:51.380]  就容許在宗教上面
[00:15:51.380 --> 00:15:53.060]  或者他們民族上面
[00:15:53.060 --> 00:15:54.020]  有一些東西
[00:15:54.020 --> 00:15:56.860]  就交回給猶太人管
[00:15:56.860 --> 00:15:59.060]  交回給猶太人管
[00:15:59.060 --> 00:16:02.380]  而猶太人最主要給他們管什麼呢
[00:16:02.380 --> 00:16:04.700]  當然不會給他們管士兵那些
[00:16:04.700 --> 00:16:05.540]  而是管什麼呢
[00:16:05.540 --> 00:16:06.660]  在宗教上面
[00:16:06.660 --> 00:16:09.620]  特別是在他們的上帝裡面
[00:16:09.620 --> 00:16:10.740]  羅馬帝國就說
[00:16:10.740 --> 00:16:12.700]  任由你們去敬拜你們的神
[00:16:12.700 --> 00:16:14.780]  所以對於敬拜神
[00:16:14.780 --> 00:16:15.580]  敬拜耶和華
