
[00:00:00.000 --> 00:00:04.000]  今年是我們教會慶祝二十週年
[00:03:14.700 --> 00:03:17.500]  那你說我們要怎麼樣來完成這樣的使命呢
[00:03:17.500 --> 00:03:20.500]  今天早上要從三方面來思想
[00:03:20.500 --> 00:03:21.400]  第一個
[00:03:21.400 --> 00:03:23.200]  我們要明白神的心意
[00:03:23.200 --> 00:03:26.900]  跟你媽說要明白神的心意
[00:03:26.900 --> 00:03:29.000]  歷代至上第十二章三十二節
[00:03:29.000 --> 00:03:30.000]  我們看見這裡說
[00:03:30.000 --> 00:03:33.300]  以撒加茲派有二百族長都通達實物
[00:03:33.300 --> 00:03:34.900]  知道以色列所當行的
[00:03:34.900 --> 00:03:38.100]  他們族弟兄都聽從他們的命令
[00:03:38.100 --> 00:03:41.200]  這裡提到以撒加茲派的族長
[00:03:41.200 --> 00:03:45.400]  他們之所以能夠帶來影響力使族裡的弟兄都聽從他們
[00:03:45.400 --> 00:03:48.400]  乃是因為他們通達實物
[00:03:48.400 --> 00:03:50.400]  而且知道所當行
[00:03:50.400 --> 00:03:50.900]  換句話說
[00:03:50.900 --> 00:03:53.600]  今天我們若想要影響世代
[00:03:53.600 --> 00:03:59.000]  我們必須要尋求神在這個世代的心意
[00:03:59.000 --> 00:04:00.300]  兩方面
[00:04:00.300 --> 00:04:00.800]  第一個
[00:04:00.800 --> 00:04:04.000]  我們要明白神對教會的心意
[00:04:04.000 --> 00:04:06.400]  要明白神對教會的心意
[00:04:06.400 --> 00:04:08.400]  馬太福音五章十四節
[00:04:08.400 --> 00:04:10.300]  我深深的相信這一節聖經
[00:04:10.300 --> 00:04:14.000]  是今天神對教會所要傳講的信息
[00:04:14.000 --> 00:04:16.100]  所以說你們是世上的光
[00:04:16.100 --> 00:04:20.400]  承照在山上是不能夠隱藏的
[00:04:20.400 --> 00:04:23.700]  過去教會好像把自己隱藏在一起
[00:04:23.700 --> 00:04:25.400]  過去教會把自己定位
[00:04:25.400 --> 00:04:29.200]  好像是被孤立在角落裡的一個象牙塔
[00:04:29.200 --> 00:04:30.800]  對社區跟城市
[00:04:30.800 --> 00:04:33.000]  我們是不聞不問
[00:04:33.000 --> 00:04:35.700]  但我們看見神的心意卻不是如此
[00:04:35.700 --> 00:04:36.200]  主這裡說
[00:04:36.200 --> 00:04:38.000]  你們就是世上的光
[00:04:38.000 --> 00:04:40.700]  請問你誰是你們
[00:04:40.700 --> 00:04:42.700]  你們我們都非常好反應
[00:04:42.700 --> 00:04:44.100]  就是我們
[00:04:44.100 --> 00:04:45.100]  不是別人
[00:04:45.100 --> 00:04:46.500]  就是我們
[00:04:46.500 --> 00:04:48.200]  這是教會的整體
[00:04:48.200 --> 00:04:51.100]  耶穌說你們就是世上的光
[00:04:51.100 --> 00:04:51.900]  換句話說
[00:04:51.900 --> 00:04:55.600]  面對現今黑暗罪惡的時代
[00:04:55.600 --> 00:04:58.100]  教會是有責任的
[00:04:58.100 --> 00:04:59.100]  你們
[00:04:59.100 --> 00:05:03.400]  教會不只是一個信徒屬靈生命成長的地方
[00:05:03.400 --> 00:05:06.200]  教會不是只是一個我們彼此相親相愛
[00:05:06.200 --> 00:05:08.100]  彼此扶持的地方
[00:05:08.100 --> 00:05:11.500]  教會必須實際的參與社區
[00:05:11.500 --> 00:05:13.100]  為主發光
[00:05:13.100 --> 00:05:16.800]  來扭轉這個黑暗的世代
[00:05:16.800 --> 00:05:18.300]  事實上我越來越看見
[00:05:18.300 --> 00:05:20.600]  神在這末後的世代
[00:05:20.600 --> 00:05:22.600]  要為他名的緣故
[00:05:22.600 --> 00:05:27.100]  正在興起一支極大的軍隊
[00:05:27.100 --> 00:05:29.100]  在以西傑書37章
[00:05:29.100 --> 00:05:30.400]  我們很熟悉的
[00:05:30.400 --> 00:05:32.500]  當神引導以西傑
[00:05:32.500 --> 00:05:33.700]  看見一個異象
[00:05:33.700 --> 00:05:36.600]  在山谷裡面充滿了駭骨
[00:05:36.600 --> 00:05:38.600]  神就對以西傑書
[00:05:38.600 --> 00:05:41.100]  要向這個駭骨發預言
[00:05:41.100 --> 00:05:43.300]  讓風吹進駭骨
[00:05:43.300 --> 00:05:45.200]  駭骨就活了
[00:05:45.200 --> 00:05:47.900]  成為有靈的活人
[00:05:47.900 --> 00:05:49.300]  我們看見這不就是神
[00:05:49.300 --> 00:05:53.300]  今天在教會在信徒心中所做的嗎
[00:05:53.300 --> 00:05:57.500]  本來我們過去是死在罪惡過犯當中的
[00:05:57.500 --> 00:05:59.300]  但如今神恩待我們
[00:05:59.300 --> 00:06:00.200]  檢選我們
[00:06:00.200 --> 00:06:02.200]  神的靈進入我們當中
[00:06:02.200 --> 00:06:04.200]  使我們重新活過來
[00:06:04.200 --> 00:06:06.700]  在基督裡面我們領受新的生命
[00:06:06.700 --> 00:06:08.300]  成為有靈的活人
[00:06:08.300 --> 00:06:11.200]  這就是以西傑看那個異象
[00:06:11.200 --> 00:06:12.700]  一片駭骨
[00:06:12.700 --> 00:06:14.900]  死亡的氣息沒有盼望
[00:06:14.900 --> 00:06:17.100]  但神的靈進入到他們中間
[00:06:17.100 --> 00:06:18.100]  使他們活過來
[00:06:18.100 --> 00:06:22.100]  今天我們就是在神面前有靈的活人
[00:06:22.100 --> 00:06:25.200]  但是為什麼神要做這個工作呢
[00:06:25.200 --> 00:06:27.900]  為什麼神要復興他的教會呢
[00:06:27.900 --> 00:06:30.800]  為什麼神要檢選他的百姓呢
[00:06:30.800 --> 00:06:32.700]  以西傑書37章第十節
[00:06:32.700 --> 00:06:34.900]  我們看見很清楚在這裡告訴我們
[00:06:34.900 --> 00:06:37.000]  當以西傑遵命說預言
[00:06:37.000 --> 00:06:38.100]  氣息進入駭骨
[00:06:38.100 --> 00:06:38.900]  駭骨變活了
[00:06:38.900 --> 00:06:41.700]  並且站起來怎麼樣
[00:06:41.700 --> 00:06:45.200]  成為極大的軍隊
[00:06:45.200 --> 00:06:51.300]  原來神是正在預備一支極大的軍隊的
[00:06:51.300 --> 00:06:52.200]  我聽說你們這些年
[00:06:52.200 --> 00:06:54.700]  當我在全世界各地做宣教工作的時候
[00:06:54.700 --> 00:06:56.900]  我真的看見
[00:06:56.900 --> 00:07:00.500]  有一支極大的軍隊正在被神興起
[00:07:00.500 --> 00:07:02.300]  那是一支宣教的大軍
[00:07:02.300 --> 00:07:04.700]  那是一支轉化的大軍
[00:07:04.700 --> 00:07:07.200]  而今天你我就在這支軍隊當中
[00:07:07.200 --> 00:07:12.600]  我們是否準備好與神來同工呢
[00:07:12.600 --> 00:07:15.700]  第一個你要明白神對教會的心意
[00:07:15.700 --> 00:07:19.000]  不只是讓我們在這裡彼此相親相愛成長
[00:07:19.000 --> 00:07:22.400]  神有一個心意要成為一支軍隊
[00:07:22.400 --> 00:07:26.000]  能夠將神的榮耀遍及這地面
[00:07:26.000 --> 00:07:28.700]  第二你要明白神對你的心意
[00:07:28.700 --> 00:07:32.800]  跟你們說要明白神對你的心意
[00:07:32.800 --> 00:07:35.000]  你不但要明白神對教會整體的心意
[00:07:35.000 --> 00:07:40.200]  更重要的那神在你身上的心意是什麼呢
[00:07:40.200 --> 00:07:42.400]  以後所說五章十七節
[00:07:42.400 --> 00:07:44.900]  保羅很清楚講了不要做糊塗人
[00:07:44.900 --> 00:07:48.200]  要明白主的旨意如何
[00:07:48.200 --> 00:07:49.600]  跟你旁邊在推他的時候
[00:07:49.600 --> 00:07:53.600]  不要做糊塗人啦跟他說
[00:07:53.600 --> 00:07:55.600]  也許你過去是糊裡糊塗OK
[00:07:55.600 --> 00:07:57.000]  但從今天開始
[00:07:57.000 --> 00:08:02.100]  你應當主動積極尋求神對你的心意
[00:08:02.100 --> 00:08:05.600]  你還記得保羅在往大瑪瑟的路上
[00:08:05.600 --> 00:08:08.100]  他去捉拿基督徒的時候
[00:08:08.100 --> 00:08:09.600]  遇見了神
[00:08:09.600 --> 00:08:14.200]  被神用大光光照他就撲倒在地上
[00:08:14.200 --> 00:08:19.000]  在撲倒在地上他問了主他一生最重要兩個問題
[00:08:19.000 --> 00:08:21.400]  第一個問題說主啊你是誰
[00:08:21.400 --> 00:08:23.700]  使徒賢德二十二章第八節裡面
[00:08:23.700 --> 00:08:25.200]  我們看到一見到這個光
[00:08:25.200 --> 00:08:27.400]  他說主啊你是誰
[00:08:27.400 --> 00:08:29.400]  他知道這位向他說話
[00:08:29.400 --> 00:08:32.600]  他知道這位用光照他就是他生命的主宰
[00:08:32.600 --> 00:08:34.700]  只是他不知道這位主宰是誰
[00:08:34.700 --> 00:08:37.100]  他所以問說主啊你是誰
[00:08:37.100 --> 00:08:39.900]  而今天我常常發現我們是正好相反
[00:08:39.900 --> 00:08:41.200]  我們知道他是誰
[00:08:41.200 --> 00:08:43.500]  但卻不知道他是我們的主
[00:08:43.500 --> 00:08:45.100]  剛好跟他完全相反
[00:08:45.100 --> 00:08:46.700]  他就知道這是我的主
[00:08:46.700 --> 00:08:48.100]  但不知道他是誰
[00:08:48.100 --> 00:08:50.900]  他說主啊你是誰
[00:08:50.900 --> 00:08:53.200]  然後他問第二個問題
[00:08:53.200 --> 00:08:55.700]  使徒賢德二十二章第十節
[00:08:55.700 --> 00:08:58.300]  他說主啊那我當作什麼
[00:08:58.300 --> 00:09:01.300]  一旦他認識到他生命的主宰
[00:09:01.300 --> 00:09:02.900]  接下一個問題就是
[00:09:02.900 --> 00:09:05.700]  那主你要我做什麼呢
[00:09:05.700 --> 00:09:07.000]  第二點在你一生當中
[00:09:07.000 --> 00:09:09.400]  你曾經問過這兩個問題嗎
[00:09:09.400 --> 00:09:11.600]  這兩個一生當中最重要的問題
[00:09:11.600 --> 00:09:14.100]  你知道你生命的主宰是誰嗎
[00:09:14.100 --> 00:09:16.900]  你知道他要你做什麼嗎
[00:09:16.900 --> 00:09:19.300]  今天也許你知道耶穌的名字
[00:09:19.300 --> 00:09:22.300]  但你知道耶穌是你生命的主宰嗎
[00:09:22.300 --> 00:09:23.500]  你有沒有真的認真的願意
[00:09:23.500 --> 00:09:25.300]  讓耶穌進入你生命當中
[00:09:25.300 --> 00:09:28.800]  主導你引導你生命的道路呢
[00:09:28.800 --> 00:09:30.100]  你可知道在你一生當中
[00:09:30.100 --> 00:09:31.200]  最重要一件事情
[00:09:31.200 --> 00:09:33.300]  不是你想幹什麼
[00:09:33.300 --> 00:09:35.500]  不是你想去哪裡
[00:09:35.500 --> 00:09:37.200]  在你一生當中最重要的是
[00:09:37.200 --> 00:09:40.400]  主你到底要我幹什麼
[00:09:40.400 --> 00:09:43.700]  主你到底要我去哪裡
[00:09:43.700 --> 00:09:45.700]  如果你真的確認
[00:09:45.700 --> 00:09:47.800]  耶穌就是你生命的主宰
[00:09:47.800 --> 00:09:50.400]  那你就會認真的來尋求神說
[00:09:50.400 --> 00:09:54.200]  主啊那我當作什麼呢
[00:09:54.200 --> 00:09:56.200]  我相信耶穌是你生命的主宰
[00:09:56.200 --> 00:09:58.200]  那你就會認真的來尋求神說
[00:09:58.200 --> 00:10:00.400]  主啊那我當作什麼呢
[00:10:00.400 --> 00:10:02.900]  主啊那我當作什麼呢
[00:10:02.900 --> 00:10:04.900]  主啊那我當作什麼呢
[00:10:04.900 --> 00:10:06.900]  主啊那我當作什麼呢
[00:10:06.900 --> 00:10:08.900]  主啊那我當作什麼呢
[00:10:08.900 --> 00:10:10.900]  主啊那我當作什麼呢
[00:10:10.900 --> 00:10:12.900]  主啊那我當作什麼呢
[00:10:12.900 --> 00:10:14.900]  主啊那我當作什麼呢
[00:10:14.900 --> 00:10:16.900]  主啊那我當作什麼呢
[00:10:16.900 --> 00:10:18.900]  主啊那我當作什麼呢
[00:10:18.900 --> 00:10:20.900]  主啊那我當作什麼呢
[00:10:20.900 --> 00:10:22.900]  主啊那我當作什麼呢
[00:10:22.900 --> 00:10:24.900]  主啊那我當作什麼呢
[00:10:24.900 --> 00:10:26.900]  主啊那我當作什麼呢
[00:10:26.900 --> 00:10:28.900]  主啊那我當作什麼呢
[00:10:28.900 --> 00:10:30.900]  主啊那我當作什麼呢
[00:10:30.900 --> 00:10:32.900]  主啊那我當作什麼呢
[00:10:32.900 --> 00:10:34.900]  主啊那我當作什麼呢
[00:10:34.900 --> 00:10:36.900]  主啊那我當作什麼呢
[00:10:36.900 --> 00:10:38.900]  主啊那我當作什麼呢
[00:10:38.900 --> 00:10:40.900]  主啊那我當作什麼呢
[00:10:40.900 --> 00:10:42.900]  主啊那我當作什麼呢
[00:10:42.900 --> 00:10:44.900]  主啊那我當作什麼呢
[00:10:44.900 --> 00:10:46.900]  主啊那我當作什麼呢
[00:10:46.900 --> 00:10:48.900]  主啊那我當作什麼呢
[00:10:48.900 --> 00:10:50.900]  主啊那我當作什麼呢
[00:10:50.900 --> 00:10:52.900]  主啊那我當作什麼呢
[00:10:52.900 --> 00:10:54.900]  主啊那我當作什麼呢
[00:10:54.900 --> 00:10:56.900]  主啊那我當作什麼呢
[00:10:56.900 --> 00:10:58.900]  主啊那我當作什麼呢
[00:10:58.900 --> 00:11:00.900]  主啊那我當作什麼呢
[00:11:00.900 --> 00:11:02.900]  主啊那我當作什麼呢
[00:11:02.900 --> 00:11:04.900]  主啊那我當作什麼呢
[00:11:04.900 --> 00:11:06.900]  主啊那我當作什麼呢
[00:11:06.900 --> 00:11:08.900]  主啊那我當作什麼呢
[00:11:08.900 --> 00:11:10.900]  主啊那我當作什麼呢
[00:11:10.900 --> 00:11:12.900]  主啊那我當作什麼呢
[00:11:12.900 --> 00:11:14.900]  主啊那我當作什麼呢
[00:11:14.900 --> 00:11:16.900]  主啊那我當作什麼呢
[00:11:16.900 --> 00:11:18.900]  主啊那我當作什麼呢
[00:11:18.900 --> 00:11:20.900]  主啊那我當作什麼呢
[00:11:20.900 --> 00:11:22.900]  主啊那我當作什麼呢
[00:11:22.900 --> 00:11:24.900]  主啊那我當作什麼呢
[00:11:24.900 --> 00:11:26.900]  主啊那我當作什麼呢
[00:11:26.900 --> 00:11:28.900]  主啊那我當作什麼呢
[00:11:28.900 --> 00:11:30.900]  主啊那我當作什麼呢
[00:11:30.900 --> 00:11:32.900]  主啊那我當作什麼呢
[00:11:32.900 --> 00:11:34.900]  主啊那我當作什麼呢
[00:11:34.900 --> 00:11:36.900]  主啊那我當作什麼呢
[00:11:36.900 --> 00:11:38.900]  主啊那我當作什麼呢
[00:11:38.900 --> 00:11:40.900]  主啊那我當作什麼呢
[00:11:40.900 --> 00:11:42.900]  主啊那我當作什麼呢
[00:11:42.900 --> 00:11:44.900]  主啊那我當作什麼呢
[00:11:44.900 --> 00:11:46.900]  主啊那我當作什麼呢
[00:11:46.900 --> 00:11:48.900]  主啊那我當作什麼呢
[00:11:48.900 --> 00:11:50.900]  主啊那我當作什麼呢
[00:11:50.900 --> 00:11:52.900]  主啊那我當作什麼呢
[00:11:52.900 --> 00:11:54.900]  主啊那我當作什麼呢
[00:11:54.900 --> 00:11:56.900]  主啊那我當作什麼呢
[00:11:56.900 --> 00:11:58.900]  主啊那我當作什麼呢
[00:11:58.900 --> 00:12:00.900]  主啊那我當作什麼呢
[00:12:00.900 --> 00:12:02.900]  主啊那我當作什麼呢
[00:12:02.900 --> 00:12:04.900]  主啊那我當作什麼呢
[00:12:04.900 --> 00:12:06.900]  主啊那我當作什麼呢
[00:12:06.900 --> 00:12:08.900]  主啊那我當作什麼呢
[00:12:08.900 --> 00:12:10.900]  主啊那我當作什麼呢
[00:12:10.900 --> 00:12:12.900]  主啊那我當作什麼呢
[00:12:12.900 --> 00:12:14.900]  主啊那我當作什麼呢
[00:12:14.900 --> 00:12:16.900]  主啊那我當作什麼呢
[00:12:16.900 --> 00:12:18.900]  主啊那我當作什麼呢
[00:12:18.900 --> 00:12:20.900]  主啊那我當作什麼呢
[00:12:20.900 --> 00:12:22.900]  主啊那我當作什麼呢
[00:12:22.900 --> 00:12:24.900]  主啊那我當作什麼呢
[00:12:24.900 --> 00:12:26.900]  主啊那我當作什麼呢
[00:12:26.900 --> 00:12:28.900]  主啊那我當作什麼呢
[00:12:28.900 --> 00:12:30.900]  主啊那我當作什麼呢
[00:12:30.900 --> 00:12:32.900]  主啊那我當作什麼呢
[00:12:32.900 --> 00:12:34.900]  主啊那我當作什麼呢
[00:12:34.900 --> 00:12:36.900]  主啊那我當作什麼呢
[00:12:36.900 --> 00:12:38.900]  主啊那我當作什麼呢
[00:12:38.900 --> 00:12:40.900]  主啊那我當作什麼呢
[00:12:40.900 --> 00:12:42.900]  主啊那我當作什麼呢
[00:12:42.900 --> 00:12:44.900]  主啊那我當作什麼呢
[00:12:44.900 --> 00:12:46.900]  主啊那我當作什麼呢
[00:12:46.900 --> 00:12:48.900]  主啊那我當作什麼呢
[00:12:48.900 --> 00:12:50.900]  主啊那我當作什麼呢
[00:12:50.900 --> 00:12:52.900]  主啊那我當作什麼呢
[00:12:52.900 --> 00:12:54.900]  主啊那我當作什麼呢
[00:12:54.900 --> 00:12:56.900]  主啊那我當作什麼呢
[00:12:56.900 --> 00:12:58.900]  主啊那我當作什麼呢
[00:12:58.900 --> 00:13:00.900]  主啊那我當作什麼呢
[00:13:00.900 --> 00:13:02.900]  主啊那我當作什麼呢
[00:13:02.900 --> 00:13:04.900]  主啊那我當作什麼呢
[00:13:04.900 --> 00:13:06.900]  主啊那我當作什麼呢
[00:13:06.900 --> 00:13:08.900]  主啊那我當作什麼呢
[00:13:08.900 --> 00:13:10.900]  主啊那我當作什麼呢
[00:13:10.900 --> 00:13:12.900]  主啊那我當作什麼呢
[00:13:12.900 --> 00:13:14.900]  主啊那我當作什麼呢
[00:13:14.900 --> 00:13:16.900]  主啊那我當作什麼呢
[00:13:16.900 --> 00:13:18.900]  主啊那我當作什麼呢
[00:13:18.900 --> 00:13:20.900]  主啊那我當作什麼呢
[00:13:20.900 --> 00:13:22.900]  主啊那我當作什麼呢
[00:13:22.900 --> 00:13:24.900]  主啊那我當作什麼呢
[00:13:24.900 --> 00:13:26.900]  主啊那我當作什麼呢
[00:13:26.900 --> 00:13:28.900]  主啊那我當作什麼呢
[00:13:28.900 --> 00:13:30.900]  主啊那我當作什麼呢
[00:13:30.900 --> 00:13:32.900]  主啊那我當作什麼呢
[00:13:32.900 --> 00:13:34.900]  主啊那我當作什麼呢
[00:13:34.900 --> 00:13:36.900]  主啊那我當作什麼呢
[00:13:36.900 --> 00:13:38.900]  主啊那我當作什麼呢
[00:13:38.900 --> 00:13:40.900]  主啊那我當作什麼呢
[00:13:40.900 --> 00:13:42.900]  主啊那我當作什麼呢
[00:13:42.900 --> 00:13:44.900]  主啊那我當作什麼呢
[00:13:44.900 --> 00:13:46.900]  主啊那我當作什麼呢
[00:13:46.900 --> 00:13:48.900]  主啊那我當作什麼呢
[00:13:48.900 --> 00:13:50.900]  主啊那我當作什麼呢
[00:13:50.900 --> 00:13:52.900]  主啊那我當作什麼呢
[00:13:52.900 --> 00:13:54.900]  主啊那我當作什麼呢
[00:13:54.900 --> 00:13:56.900]  主啊那我當作什麼呢
[00:13:56.900 --> 00:13:58.900]  主啊那我當作什麼呢
[00:13:58.900 --> 00:14:00.900]  主啊那我當作什麼呢
[00:14:00.900 --> 00:14:02.900]  主啊那我當作什麼呢
[00:14:02.900 --> 00:14:04.900]  主啊那我當作什麼呢
[00:14:04.900 --> 00:14:06.900]  主啊那我當作什麼呢
[00:14:06.900 --> 00:14:08.900]  主啊那我當作什麼呢
[00:14:08.900 --> 00:14:10.900]  主啊那我當作什麼呢
[00:14:10.900 --> 00:14:12.900]  主啊那我當作什麼呢
[00:14:12.900 --> 00:14:14.900]  主啊那我當作什麼呢
[00:14:14.900 --> 00:14:16.900]  主啊那我當作什麼呢
[00:14:16.900 --> 00:14:18.900]  主啊那我當作什麼呢
[00:14:18.900 --> 00:14:20.900]  主啊那我當作什麼呢
[00:14:20.900 --> 00:14:22.900]  主啊那我當作什麼呢
[00:14:22.900 --> 00:14:24.900]  主啊那我當作什麼呢
[00:14:24.900 --> 00:14:26.900]  主啊那我當作什麼呢
[00:14:26.900 --> 00:14:28.900]  主啊那我當作什麼呢
[00:14:28.900 --> 00:14:30.900]  主啊那我當作什麼呢
[00:14:30.900 --> 00:14:32.900]  主啊那我當作什麼呢
[00:14:32.900 --> 00:14:34.900]  主啊那我當作什麼呢
[00:14:34.900 --> 00:14:36.900]  主啊那我當作什麼呢
[00:14:36.900 --> 00:14:38.900]  主啊那我當作什麼呢
[00:14:38.900 --> 00:14:40.900]  主啊那我當作什麼呢
[00:14:40.900 --> 00:14:42.900]  主啊那我當作什麼呢
[00:14:42.900 --> 00:14:44.900]  主啊那我當作什麼呢
[00:14:44.900 --> 00:14:46.900]  主啊那我當作什麼呢
[00:14:46.900 --> 00:14:48.900]  主啊那我當作什麼呢
[00:14:48.900 --> 00:14:50.900]  主啊那我當作什麼呢
[00:14:50.900 --> 00:14:52.900]  主啊那我當作什麼呢
[00:14:52.900 --> 00:14:54.900]  主啊那我當作什麼呢
[00:14:54.900 --> 00:14:56.900]  主啊那我當作什麼呢
[00:14:56.900 --> 00:14:58.900]  主啊那我當作什麼呢
[00:14:58.900 --> 00:15:00.900]  主啊那我當作什麼呢
[00:15:00.900 --> 00:15:02.900]  主啊那我當作什麼呢
[00:15:02.900 --> 00:15:04.900]  主啊那我當作什麼呢
[00:15:04.900 --> 00:15:06.900]  主啊那我當作什麼呢
[00:15:06.900 --> 00:15:08.900]  主啊那我當作什麼呢
[00:15:08.900 --> 00:15:10.900]  主啊那我當作什麼呢
[00:15:10.900 --> 00:15:12.900]  主啊那我當作什麼呢
[00:15:12.900 --> 00:15:14.900]  主啊那我當作什麼呢
[00:15:14.900 --> 00:15:16.900]  主啊那我當作什麼呢
[00:15:16.900 --> 00:15:18.900]  主啊那我當作什麼呢
[00:15:18.900 --> 00:15:20.900]  主啊那我當作什麼呢
[00:15:20.900 --> 00:15:22.900]  主啊那我當作什麼呢
[00:15:22.900 --> 00:15:24.900]  主啊那我當作什麼呢
[00:15:24.900 --> 00:15:26.900]  主啊那我當作什麼呢
[00:15:26.900 --> 00:15:28.900]  主啊那我當作什麼呢
[00:15:28.900 --> 00:15:30.900]  主啊那我當作什麼呢
[00:15:30.900 --> 00:15:32.900]  主啊那我當作什麼呢
[00:15:32.900 --> 00:15:34.900]  主啊那我當作什麼呢
[00:15:34.900 --> 00:15:36.900]  主啊那我當作什麼呢
[00:15:36.900 --> 00:15:38.900]  主啊那我當作什麼呢
[00:15:38.900 --> 00:15:40.900]  主啊那我當作什麼呢
[00:15:40.900 --> 00:15:42.900]  主啊那我當作什麼呢
[00:15:42.900 --> 00:15:44.900]  主啊那我當作什麼呢
[00:15:44.900 --> 00:15:46.900]  主啊那我當作什麼呢
[00:15:46.900 --> 00:15:48.900]  主啊那我當作什麼呢
[00:15:48.900 --> 00:15:50.900]  主啊那我當作什麼呢
[00:15:50.900 --> 00:15:52.900]  主啊那我當作什麼呢
[00:15:52.900 --> 00:15:54.900]  主啊那我當作什麼呢
[00:15:54.900 --> 00:15:56.900]  主啊那我當作什麼呢
