
[00:00:00.000 --> 00:00:05.760]  所以很開心能夠有機會跟大家分享這個題目
[00:03:56.880 --> 00:03:57.880]  好了 接著我們又回來了
[00:03:57.880 --> 00:03:58.880]  你追尋什麼呢
[00:03:58.880 --> 00:04:00.880]  你會說 是
[00:04:00.880 --> 00:04:02.880]  我們在座坐在這裡這麼多個
[00:04:02.880 --> 00:04:05.880]  今天就佔大比數
[00:04:05.880 --> 00:04:07.880]  一定是很想
[00:04:07.880 --> 00:04:10.880]  想不想帶四方帽
[00:04:10.880 --> 00:04:12.880]  當然想啦 是不是
[00:04:12.880 --> 00:04:14.880]  你會追尋學歷 是不是
[00:04:14.880 --> 00:04:15.880]  接著好了
[00:04:15.880 --> 00:04:16.880]  但是你知道嗎
[00:04:16.880 --> 00:04:19.880]  你追尋學歷要追尋多久
[00:04:19.880 --> 00:04:21.880]  十四年 是
[00:04:21.880 --> 00:04:24.880]  怎樣計算十四年
[00:04:24.880 --> 00:04:26.880]  碩士博士
[00:04:26.880 --> 00:04:28.880]  真的 真的有計劃
[00:04:28.880 --> 00:04:30.880]  去計算好
[00:04:30.880 --> 00:04:32.880]  計算碩士博士
[00:04:32.880 --> 00:04:34.880]  你現在還要讀十四年
[00:04:34.880 --> 00:04:36.880]  是啦 當我去看這個
[00:04:36.880 --> 00:04:38.880]  資歷架構的時候就發現
[00:04:38.880 --> 00:04:41.880]  咦 原來真是讀極都不完啦
[00:04:41.880 --> 00:04:44.880]  博士後那些還要不計算你的
[00:04:44.880 --> 00:04:45.880]  做研究
[00:04:45.880 --> 00:04:48.880]  還有你說 咦 讀書是這樣
[00:04:48.880 --> 00:04:50.880]  還有什麼 年資啦
[00:04:50.880 --> 00:04:52.880]  都計算啦 這樣
[00:04:52.880 --> 00:04:54.880]  我不知道你身邊有沒有
[00:04:54.880 --> 00:04:57.880]  那些人很喜歡讀書的
[00:04:57.880 --> 00:04:59.880]  有沒有 有沒有
[00:04:59.880 --> 00:05:01.880]  你身邊很喜歡讀書的那些人
[00:05:01.880 --> 00:05:04.880]  讀到第幾個學位
[00:05:04.880 --> 00:05:05.880]  第幾個 有沒有那些人
[00:05:05.880 --> 00:05:07.880]  很喜歡讀書在你身邊
[00:05:07.880 --> 00:05:10.880]  我就知道 林 林牧師
[00:05:10.880 --> 00:05:12.880]  應該是很高學來的
[00:05:12.880 --> 00:05:15.880]  去讀那個靈修學博士
[00:05:15.880 --> 00:05:17.880]  你們身邊有沒有人很多學位的
[00:05:17.880 --> 00:05:19.880]  不斷讀書 有 好
[00:05:19.880 --> 00:05:21.880]  是誰
[00:05:21.880 --> 00:05:23.880]  讀了多少個學位
[00:05:23.880 --> 00:05:25.880]  你說 沒錯 就是你
[00:05:25.880 --> 00:05:28.880]  咩老師記住他 要請他吃東西的
[00:05:28.880 --> 00:05:30.880]  是 你說就可以了
[00:05:30.880 --> 00:05:32.880]  是 記住你 說就可以了
[00:05:32.880 --> 00:05:34.880]  多少個
[00:05:34.880 --> 00:05:36.880]  但是他就是
[00:05:36.880 --> 00:05:37.880]  由你認知以來
[00:05:37.880 --> 00:05:40.880]  他都是不斷讀書 是不是
[00:05:42.880 --> 00:05:44.880]  是就可以了 是
[00:05:44.880 --> 00:05:47.880]  他讀商科的 不斷進修 沒錯
[00:05:47.880 --> 00:05:49.880]  話說有些人很喜歡
[00:05:49.880 --> 00:05:51.880]  知識不斷地追求
[00:05:51.880 --> 00:05:52.880]  我呢
[00:05:52.880 --> 00:05:55.880]  其實我先生很喜歡讀書的
[00:05:55.880 --> 00:05:58.880]  他在讀第五個學位
[00:05:58.880 --> 00:06:01.880]  是 我都不明白為什麼他在繼續讀
[00:06:01.880 --> 00:06:03.880]  是
[00:06:03.880 --> 00:06:04.880]  好了
[00:06:04.880 --> 00:06:06.880]  屋 你又追求
[00:06:06.880 --> 00:06:08.880]  學歷又追求
[00:06:08.880 --> 00:06:10.880]  那這件事你追不追求呢
[00:06:10.880 --> 00:06:12.880]  嘩 知不知道是什麼
[00:06:12.880 --> 00:06:14.880]  知不知道
[00:06:14.880 --> 00:06:16.880]  Financial Freedom
[00:06:16.880 --> 00:06:18.880]  有沒有人在座
[00:06:18.880 --> 00:06:20.880]  在座不追求的
[00:06:20.880 --> 00:06:22.880]  財務自由
[00:06:22.880 --> 00:06:24.880]  不用打工了
[00:06:24.880 --> 00:06:26.880]  終於什麼時候放假就放假了
[00:06:26.880 --> 00:06:28.880]  有沒有人
[00:06:28.880 --> 00:06:30.880]  追不追求
[00:06:30.880 --> 00:06:31.880]  追求
[00:06:31.880 --> 00:06:33.880]  現在很多上了年紀
[00:06:33.880 --> 00:06:34.880]  退休那些
[00:06:34.880 --> 00:06:36.880]  就不斷在計數
[00:06:36.880 --> 00:06:38.880]  是 財務自由
[00:06:38.880 --> 00:06:40.880]  又可以 喜歡吃什麼 吃什麼
[00:06:40.880 --> 00:06:42.880]  去哪裡玩 去哪裡玩
[00:06:42.880 --> 00:06:44.880]  好了 有一個
[00:06:44.880 --> 00:06:46.880]  九個等級的財務自由
[00:06:46.880 --> 00:06:48.880]  我覺得都挺有趣
[00:06:48.880 --> 00:06:50.880]  他說如果你有
[00:06:50.880 --> 00:06:52.880]  這個萬二元收入的話
[00:06:52.880 --> 00:06:54.880]  你是兩餸飯自由
[00:06:54.880 --> 00:06:56.880]  就是你喜歡點哪個菜
[00:06:56.880 --> 00:06:58.880]  你喜歡四餸都可以
[00:06:58.880 --> 00:07:00.880]  好了 接著呢
[00:07:00.880 --> 00:07:02.880]  萬八元又會有其他東西的自由
[00:07:02.880 --> 00:07:04.880]  字太小了 我看不見了
[00:07:04.880 --> 00:07:06.880]  接著呢
[00:07:06.880 --> 00:07:08.880]  很多東西都令我想一下
[00:07:08.880 --> 00:07:10.880]  要不要加我女兒零用錢呢
[00:07:10.880 --> 00:07:12.880]  讓她午飯的時候
[00:07:12.880 --> 00:07:14.880]  可以兩餸飯自由
[00:07:14.880 --> 00:07:18.880]  當然
[00:07:18.880 --> 00:07:20.880]  當然
[00:07:20.880 --> 00:07:22.880]  財務自由
[00:07:22.880 --> 00:07:24.880]  是不是真自由呢
[00:07:24.880 --> 00:07:26.880]  也是相確的
[00:07:26.880 --> 00:07:28.880]  你繼續回教會
[00:07:28.880 --> 00:07:30.880]  我們都會涉獵到這些題目的
[00:07:30.880 --> 00:07:32.880]  但是今天
[00:07:32.880 --> 00:07:34.880]  有一個人
[00:07:34.880 --> 00:07:36.880]  聖經說 耶穌在路上
[00:07:36.880 --> 00:07:38.880]  有一個人跑來
[00:07:38.880 --> 00:07:40.880]  去追著耶穌尾
[00:07:40.880 --> 00:07:42.880]  他很想在耶穌那裡
[00:07:42.880 --> 00:07:44.880]  找到一些
[00:07:44.880 --> 00:07:46.880]  答案
[00:07:46.880 --> 00:07:48.880]  這個人很特別
[00:07:48.880 --> 00:07:50.880]  如果這個聖經是
[00:07:50.880 --> 00:07:52.880]  網上的聖經給下來
[00:07:52.880 --> 00:07:54.880]  你看到他除了在馬可封印
[00:07:54.880 --> 00:07:56.880]  第十章有記載之外
[00:07:56.880 --> 00:07:58.880]  這個人同樣在
[00:07:58.880 --> 00:08:00.880]  馬太封印的十九章
[00:08:00.880 --> 00:08:02.880]  路加封印的十八章
[00:08:02.880 --> 00:08:04.880]  這個人出現了
[00:08:04.880 --> 00:08:06.880]  在福音書裡面
[00:08:06.880 --> 00:08:08.880]  用不同的人都記載了他
[00:08:08.880 --> 00:08:10.880]  即是在門徒心裡面
[00:08:10.880 --> 00:08:12.880]  這個人是很深刻的
[00:08:12.880 --> 00:08:14.880]  這個人
[00:08:14.880 --> 00:08:16.880]  去問耶穌
[00:08:16.880 --> 00:08:18.880]  他就問耶穌
[00:08:18.880 --> 00:08:20.880]  良善的老師
[00:08:20.880 --> 00:08:22.880]  我該做什麼
[00:08:22.880 --> 00:08:24.880]  才能夠承受永生呢
[00:08:24.880 --> 00:08:28.880]  這個人
[00:08:28.880 --> 00:08:30.880]  第十七節就這樣說
[00:08:30.880 --> 00:08:32.880]  跑來
[00:08:32.880 --> 00:08:34.880]  證明他是四肢健全的
[00:08:34.880 --> 00:08:36.880]  他不是滾過來
[00:08:36.880 --> 00:08:38.880]  我們知道聖經有些比喻
[00:08:38.880 --> 00:08:40.880]  是坦的
[00:08:40.880 --> 00:08:42.880]  是朋友抬他下來
[00:08:42.880 --> 00:08:44.880]  拆了天花板
[00:08:44.880 --> 00:08:46.880]  但起碼這個人是健康的
[00:08:46.880 --> 00:08:48.880]  四肢健全的
[00:08:48.880 --> 00:08:50.880]  在馬可福音的記載裡面
[00:08:50.880 --> 00:08:52.880]  他懂得自己走來
[00:08:52.880 --> 00:08:54.880]  而看其他方書
[00:08:54.880 --> 00:08:56.880]  第十九章
[00:08:56.880 --> 00:08:58.880]  他就記載是有一個青年
[00:08:58.880 --> 00:09:00.880]  有一個青年來找耶穌
[00:09:00.880 --> 00:09:02.880]  證明這個人
[00:09:02.880 --> 00:09:04.880]  是年輕的
[00:09:04.880 --> 00:09:06.880]  好像我們中間那樣
[00:09:06.880 --> 00:09:08.880]  年輕的
[00:09:08.880 --> 00:09:10.880]  無限可能的
[00:09:10.880 --> 00:09:12.880]  因為我們中間是第一課
[00:09:12.880 --> 00:09:14.880]  有沒有人是十一歲的
[00:09:14.880 --> 00:09:16.880]  對了 看看還有多少
[00:09:16.880 --> 00:09:18.880]  十一歲 拿了兒童證沒有
[00:09:18.880 --> 00:09:20.880]  還沒拿
[00:09:20.880 --> 00:09:22.880]  兒童身份證
[00:09:22.880 --> 00:09:24.880]  拿了 換了
[00:09:24.880 --> 00:09:26.880]  對了
[00:09:26.880 --> 00:09:28.880]  無限可能年輕的
[00:09:28.880 --> 00:09:30.880]  接著路加福音第十八章
[00:09:30.880 --> 00:09:32.880]  描述這個人
[00:09:32.880 --> 00:09:34.880]  記載他是一個猶太人的官
[00:09:34.880 --> 00:09:36.880]  猶太人的領袖
[00:09:36.880 --> 00:09:40.880]  馬可福音二二節說
[00:09:40.880 --> 00:09:42.880]  他的財產很多
[00:09:42.880 --> 00:09:44.880]  即是很多錢
[00:09:44.880 --> 00:09:46.880]  我想問一問
[00:09:46.880 --> 00:09:48.880]  一個人
[00:09:48.880 --> 00:09:50.880]  他有健康
[00:09:50.880 --> 00:09:52.880]  有年輕
[00:09:52.880 --> 00:09:54.880]  有本事做領袖
[00:09:54.880 --> 00:09:56.880]  還要很多錢
[00:09:56.880 --> 00:09:58.880]  請你用一個
[00:09:58.880 --> 00:10:00.880]  四字成語形容他
[00:10:00.880 --> 00:10:02.880]  好嗎
[00:10:02.880 --> 00:10:04.880]  好 記住 男同學
[00:10:04.880 --> 00:10:06.880]  請說
[00:10:06.880 --> 00:10:08.880]  這麼快十全十美
[00:10:08.880 --> 00:10:10.880]  都沒有形容他帥不帥仔
[00:10:10.880 --> 00:10:12.880]  差一點
[00:10:12.880 --> 00:10:14.880]  是 是 是
[00:10:14.880 --> 00:10:16.880]  有 聽到 聽到
[00:10:16.880 --> 00:10:18.880]  叫做什麼
[00:10:18.880 --> 00:10:20.880]  人才並茂
[00:10:20.880 --> 00:10:22.880]  好 猜猜前面剛才灰色的
[00:10:22.880 --> 00:10:24.880]  前途無限
[00:10:24.880 --> 00:10:26.880]  對了 還有什麼
[00:10:26.880 --> 00:10:28.880]  還有什麼可能
[00:10:28.880 --> 00:10:30.880]  這是拗頭的動作
[00:10:30.880 --> 00:10:32.880]  都可以算舉手
[00:10:32.880 --> 00:10:34.880]  都可以算舉手
[00:10:34.880 --> 00:10:36.880]  那你答吧
[00:10:36.880 --> 00:10:38.880]  晉升機會良好
[00:10:38.880 --> 00:10:40.880]  對了 晉升機會良好
[00:10:40.880 --> 00:10:42.880]  是不是
[00:10:42.880 --> 00:10:44.880]  玉樹臨風
[00:10:44.880 --> 00:10:46.880]  都說沒有說樣子
[00:10:46.880 --> 00:10:48.880]  即是聖經明明都沒有說樣子
[00:10:48.880 --> 00:10:50.880]  還有那個年代
[00:10:50.880 --> 00:10:52.880]  都沒有說樣子
[00:10:52.880 --> 00:10:54.880]  人家有財有勢
[00:10:54.880 --> 00:10:56.880]  已經不愁了 是不是
[00:10:56.880 --> 00:10:58.880]  好 這邊
[00:10:58.880 --> 00:11:00.880]  我不要這麼偏心就是他們
[00:11:00.880 --> 00:11:02.880]  四字成語 前途
[00:11:02.880 --> 00:11:04.880]  無限量
[00:11:04.880 --> 00:11:06.880]  無可限量 是不是
[00:11:06.880 --> 00:11:08.880]  前途 此感 是不是
[00:11:08.880 --> 00:11:10.880]  嘩 即是
[00:11:10.880 --> 00:11:12.880]  這個人對比我們今天
[00:11:12.880 --> 00:11:14.880]  去想像 如果這個年輕人
[00:11:14.880 --> 00:11:16.880]  在我們這個世代
[00:11:16.880 --> 00:11:18.880]  前途
[00:11:18.880 --> 00:11:20.880]  不需要富幹
[00:11:20.880 --> 00:11:22.880]  可能他爸爸給了很多
[00:11:22.880 --> 00:11:24.880]  給了很多人脈
[00:11:24.880 --> 00:11:26.880]  給了很多錢
[00:11:26.880 --> 00:11:28.880]  送他去最名的學校讀書
[00:11:28.880 --> 00:11:30.880]  幫他找最頂尖的補習老師
[00:11:30.880 --> 00:11:32.880]  給他十八般舞 任學
[00:11:32.880 --> 00:11:34.880]  騎射書數
[00:11:34.880 --> 00:11:36.880]  樣樣精 是不是
[00:11:36.880 --> 00:11:40.880]  我們會想
[00:11:40.880 --> 00:11:42.880]  嘩 你都這麼厲害
[00:11:42.880 --> 00:11:44.880]  你還有欠什麼
[00:11:44.880 --> 00:11:46.880]  你還缺欠什麼
[00:11:46.880 --> 00:11:48.880]  你對比其他那些人
[00:11:48.880 --> 00:11:50.880]  不知好多少
[00:11:50.880 --> 00:11:52.880]  你還欠什麼
[00:11:52.880 --> 00:11:54.880]  但這個
[00:11:54.880 --> 00:11:56.880]  年輕人 這個人
[00:11:56.880 --> 00:11:58.880]  就來到耶穌
[00:11:58.880 --> 00:12:00.880]  面前
[00:12:00.880 --> 00:12:02.880]  他說 梁善的老師
[00:12:02.880 --> 00:12:04.880]  我該做什麼事
[00:12:04.880 --> 00:12:06.880]  才能承受永生呢
[00:12:06.880 --> 00:12:08.880]  是一個
[00:12:08.880 --> 00:12:10.880]  這麼好
[00:12:10.880 --> 00:12:12.880]  背景的人
[00:12:12.880 --> 00:12:14.880]  已經在當時代
[00:12:14.880 --> 00:12:16.880]  有權 有勢
[00:12:16.880 --> 00:12:18.880]  有錢
[00:12:18.880 --> 00:12:20.880]  又話得是
[00:12:20.880 --> 00:12:22.880]  他竟然有東西
[00:12:22.880 --> 00:12:24.880]  在他裡面仍然不滿足
[00:12:24.880 --> 00:12:26.880]  我還可以做些什麼
[00:12:26.880 --> 00:12:28.880]  為什麼靠我的本事
[00:12:28.880 --> 00:12:30.880]  靠我的實力我仍然覺得虧欠
[00:12:30.880 --> 00:12:32.880]  還欠些什麼
[00:12:32.880 --> 00:12:34.880]  耶穌
[00:12:34.880 --> 00:12:36.880]  就挑戰他
[00:12:36.880 --> 00:12:38.880]  你有沒有聽過不可殺人
[00:12:38.880 --> 00:12:40.880]  不可姦淫等等等等
[00:12:40.880 --> 00:12:42.880]  十戒的要求
[00:12:42.880 --> 00:12:44.880]  這個人 二十戒
[00:12:44.880 --> 00:12:46.880]  他說 老師
[00:12:46.880 --> 00:12:48.880]  這一切我從小就遵守
[00:12:48.880 --> 00:12:50.880]  我做到了
[00:12:50.880 --> 00:12:52.880]  我拿A的
[00:12:52.880 --> 00:12:54.880]  操行呢 我拿A+的
[00:12:54.880 --> 00:12:56.880]  我成功了 全成功了
[00:12:56.880 --> 00:12:58.880]  不過
[00:12:58.880 --> 00:13:00.880]  仍然有東西
[00:13:00.880 --> 00:13:02.880]  在生命裡面覺得
[00:13:02.880 --> 00:13:04.880]  不足夠 覺得虧欠
[00:13:04.880 --> 00:13:06.880]  你覺得有沒有這樣的人
[00:13:06.880 --> 00:13:08.880]  你覺得有沒有這樣的人
[00:13:10.880 --> 00:13:12.880]  你會說 不會啦
[00:13:12.880 --> 00:13:14.880]  李嘉誠的兒子還愁什麼
[00:13:14.880 --> 00:13:16.880]  不會啦
[00:13:16.880 --> 00:13:18.880]  哪個 哪個
[00:13:18.880 --> 00:13:20.880]  如果要做明星的話
[00:13:20.880 --> 00:13:22.880]  他這麼多本錢
[00:13:22.880 --> 00:13:24.880]  不會啦
[00:13:24.880 --> 00:13:26.880]  你會不會這樣想
[00:13:26.880 --> 00:13:28.880]  但是 的確
[00:13:28.880 --> 00:13:30.880]  我們今天說
[00:13:30.880 --> 00:13:32.880]  很多我們覺得他有學問
[00:13:32.880 --> 00:13:34.880]  很多我們覺得他有錢
[00:13:34.880 --> 00:13:36.880]  很多我們覺得
[00:13:36.880 --> 00:13:38.880]  他年輕 各樣有
[00:13:38.880 --> 00:13:40.880]  但是他生命裡面
[00:13:40.880 --> 00:13:42.880]  仍然覺得不足
[00:13:42.880 --> 00:13:44.880]  他仍然到處抓
[00:13:44.880 --> 00:13:46.880]  仍然到處去追尋
[00:13:46.880 --> 00:13:48.880]  他覺得
[00:13:48.880 --> 00:13:50.880]  找不到一份安穩
[00:13:50.880 --> 00:13:52.880]  找不到一份
[00:13:52.880 --> 00:13:54.880]  他最踏實的東西
[00:13:54.880 --> 00:13:56.880]  昨天我回家吃飯的時候
[00:13:56.880 --> 00:13:58.880]  我爸爸就對我看
[00:13:58.880 --> 00:14:00.880]  你看看
[00:14:00.880 --> 00:14:02.880]  哇 大家有沒有看
[00:14:02.880 --> 00:14:04.880]  新聞呀
[00:14:04.880 --> 00:14:06.880]  那
[00:14:06.880 --> 00:14:08.880]  新聞呢 原因呢
[00:14:08.880 --> 00:14:10.880]  就是有個香港的港字
[00:14:10.880 --> 00:14:12.880]  港產醫生
[00:14:12.880 --> 00:14:14.880]  我看那個版本不是這個01
[00:14:14.880 --> 00:14:16.880]  我爸爸就拿那些免費報紙
[00:14:16.880 --> 00:14:18.880]  就說
[00:14:18.880 --> 00:14:20.880]  哇 好像演戲那樣做
[00:14:20.880 --> 00:14:22.880]  假扮一個
[00:14:22.880 --> 00:14:24.880]  一個人
[00:14:24.880 --> 00:14:26.880]  然後走去謀殺
[00:14:26.880 --> 00:14:28.880]  這樣
[00:14:28.880 --> 00:14:30.880]  因為他媽媽
[00:14:30.880 --> 00:14:32.880]  想續員 因為他怕
[00:14:32.880 --> 00:14:34.880]  他媽媽的遺產會給
[00:14:34.880 --> 00:14:36.880]  他可能有機會的繼父
[00:14:36.880 --> 00:14:38.880]  所以他要先下手為強
[00:14:38.880 --> 00:14:40.880]  直接打疫苗 殺死那個人
[00:14:40.880 --> 00:14:42.880]  是不是演戲那樣做
[00:14:42.880 --> 00:14:44.880]  接著
[00:14:44.880 --> 00:14:46.880]  我爸爸就說 你看看
[00:14:46.880 --> 00:14:48.880]  我說 是呀 爸爸
[00:14:48.880 --> 00:14:50.880]  多高學歷都好
[00:14:50.880 --> 00:14:52.880]  人心不足
[00:14:52.880 --> 00:14:54.880]  我們下一句諺語是什麼
[00:14:54.880 --> 00:14:56.880]  哇 好厲害 真的要記住你
[00:14:56.880 --> 00:14:58.880]  真的要掌握
[00:14:58.880 --> 00:15:00.880]  是啊 人心不足 蛇吞象
[00:15:00.880 --> 00:15:02.880]  你想一下 醫生
[00:15:02.880 --> 00:15:04.880]  應該都很高學歷 是不是
[00:15:04.880 --> 00:15:06.880]  醫生 應該都收不少錢
[00:15:06.880 --> 00:15:08.880]  看醫生 是不是
[00:15:08.880 --> 00:15:10.880]  收醫生費 是不是
[00:15:10.880 --> 00:15:12.880]  他竟然還要在那裡
[00:15:12.880 --> 00:15:14.880]  喉著他媽媽的遺產
[00:15:14.880 --> 00:15:16.880]  那你就覺得
[00:15:16.880 --> 00:15:18.880]  原來人真的
[00:15:18.880 --> 00:15:20.880]  追求有些東西
[00:15:20.880 --> 00:15:22.880]  真的滿足不了
[00:15:22.880 --> 00:15:24.880]  那你就會說
[00:15:24.880 --> 00:15:26.880]  那有些什麼可以滿足
[00:15:26.880 --> 00:15:30.880]  耶穌在這裏
[00:15:30.880 --> 00:15:32.880]  就跟他說
[00:15:32.880 --> 00:15:34.880]  這個人跑來
[00:15:34.880 --> 00:15:36.880]  跟耶穌問 良善的老師
[00:15:36.880 --> 00:15:38.880]  我做些什麼
[00:15:38.880 --> 00:15:40.880]  才能夠可以承受永生
[00:15:40.880 --> 00:15:42.880]  耶穌跟他說
[00:15:42.880 --> 00:15:46.880]  為什麼你稱我為良善
[00:15:46.880 --> 00:15:48.880]  除了上帝一位之外
[00:15:48.880 --> 00:15:50.880]  再沒有良善的
[00:15:50.880 --> 00:15:52.880]  原來良善
[00:15:52.880 --> 00:15:54.880]  這個的形容詞
[00:15:54.880 --> 00:15:56.880]  不可以隨便說的
[00:15:56.880 --> 00:15:58.880]  原來在他們猶太文化的裏面
[00:15:58.880 --> 00:16:00.880]  只有一位是良善
[00:16:00.880 --> 00:16:02.880]  只有一位是十全十美
[00:16:02.880 --> 00:16:04.880]  那個是誰
[00:16:04.880 --> 00:16:06.880]  上帝 沒錯
[00:16:06.880 --> 00:16:10.880]  原來只有上帝稱得為良善
[00:16:10.880 --> 00:16:12.880]  只有上帝稱得為完美
[00:16:12.880 --> 00:16:14.880]  所以當耶穌
[00:16:14.880 --> 00:16:16.880]  這樣去回應他的時候
[00:16:16.880 --> 00:16:18.880]  是很想幫他轉化
[00:16:18.880 --> 00:16:24.880]  你現在是向人問緊意見
[00:16:24.880 --> 00:16:26.880]  問緊方法
[00:16:26.880 --> 00:16:28.880]  問緊一些途徑
[00:16:28.880 --> 00:16:30.880]  還是說你看清楚
[00:16:30.880 --> 00:16:32.880]  你問緊什麼呢
[00:16:32.880 --> 00:16:36.880]  如果你要追求永生
[00:16:36.880 --> 00:16:38.880]  你要去問的時候
[00:16:38.880 --> 00:16:40.880]  只有從上帝那裏
[00:16:40.880 --> 00:16:42.880]  得到你的答案
