
[00:00:00.000 --> 00:00:04.000]  好,我今天要分享的講題叫做
[00:02:35.000 --> 00:02:38.000]  扶那個藥櫃也會死」
[00:02:38.000 --> 00:02:42.000]  然後文數記十四章十八節她說
[00:02:42.000 --> 00:02:45.000]  「耶和華不輕易發怒
[00:02:45.000 --> 00:02:47.000]  且有豐盛的慈愛
[00:02:47.000 --> 00:02:51.000]  他赦免罪孽和過犯」
[00:02:51.000 --> 00:02:53.000]  是,很好是嗎?
[00:02:53.000 --> 00:02:57.000]  「但是不過,萬不以有罪為無罪
[00:02:57.000 --> 00:03:00.000]  必懲罰人的罪
[00:03:00.000 --> 00:03:03.000]  從父到子直到三四代」
[00:03:03.000 --> 00:03:07.000]  嘩,如果我犯錯事
[00:03:07.000 --> 00:03:11.000]  我的真孫都受牽連
[00:03:11.000 --> 00:03:13.000]  有時傳福音傳到這裏
[00:03:13.000 --> 00:03:15.000]  我的弟兄姊妹都會咬底
[00:03:15.000 --> 00:03:17.000]  我以前是讀…
[00:03:17.000 --> 00:03:19.000]  其實我回了教會
[00:03:19.000 --> 00:03:21.000]  跟福堂很多年
[00:03:21.000 --> 00:03:24.000]  一向都有跟我們有一個讀經計劃
[00:03:24.000 --> 00:03:26.000]  TWA,我不知道你們…
[00:03:26.000 --> 00:03:28.000]  有些有入頭是嗎?
[00:03:28.000 --> 00:03:32.000]  九月這個時候就正正讀二賽亞書
[00:03:32.000 --> 00:03:35.000]  九月在我以前工作的時間
[00:03:35.000 --> 00:03:37.000]  是最忙的時間
[00:03:37.000 --> 00:03:38.000]  最quota的時間
[00:03:38.000 --> 00:03:40.000]  寫business plan的時間
[00:03:40.000 --> 00:03:44.000]  同一時間聽他講審判
[00:03:44.000 --> 00:03:49.000]  說我們當中很多的罪
[00:03:49.000 --> 00:03:51.000]  我聽都聽不下去
[00:03:51.000 --> 00:03:53.000]  一個人心情很繁重
[00:03:53.000 --> 00:03:56.000]  壓力很大的時候
[00:03:56.000 --> 00:03:58.000]  我不知道你們會不會選
[00:03:58.000 --> 00:04:00.000]  讀聖經減壓
[00:04:00.000 --> 00:04:04.000]  我想大家都不會,是嗎?
[00:04:04.000 --> 00:04:06.000]  我記得我聽過有個牧者
[00:04:06.000 --> 00:04:09.000]  他說他的太太去世的時候
[00:04:09.000 --> 00:04:11.000]  她簡直讀不了聖經
[00:04:11.000 --> 00:04:13.000]  其實在講什麼?
[00:04:13.000 --> 00:04:18.000]  就是說當我們很痛、很疲乏
[00:04:18.000 --> 00:04:20.000]  很難過的時間
[00:04:20.000 --> 00:04:24.000]  根本我們是沒有辦法聽得入耳神的話
[00:04:24.000 --> 00:04:27.000]  對神的話語是沒有興趣
[00:04:27.000 --> 00:04:29.000]  又或者有時我們聽
[00:04:29.000 --> 00:04:31.000]  我們會有偏差
[00:04:31.000 --> 00:04:34.000]  我們就是因為受傷
[00:04:34.000 --> 00:04:36.000]  所以我們跟神有隔離
[00:04:36.000 --> 00:04:39.000]  我想先跟大家分享一段經文
[00:04:39.000 --> 00:04:40.000]  其實是一節
[00:04:40.000 --> 00:04:43.000]  是一首最老的詩篇
[00:04:43.000 --> 00:04:45.000]  詩篇第九十篇
[00:04:45.000 --> 00:04:47.000]  摩西社的第一節
[00:04:47.000 --> 00:04:49.000]  可能大家有唱過
[00:04:49.000 --> 00:04:54.000]  「主啊,你世世代代作我的居所」
[00:04:54.000 --> 00:04:58.000]  這裡所講的家、居所
[00:04:58.000 --> 00:05:00.000]  是我們的上帝
[00:05:00.000 --> 00:05:04.000]  是在講住在上帝裡面
[00:05:04.000 --> 00:05:08.000]  是在講跟上帝一個好心、好心的關係
[00:05:08.000 --> 00:05:10.000]  今天我的主題是
[00:05:10.000 --> 00:05:13.000]  「愛我們回家吧」
[00:05:13.000 --> 00:05:15.000]  其實我很想帶出上帝有一個邀請
[00:05:15.000 --> 00:05:17.000]  就是因為他愛
[00:05:17.000 --> 00:05:21.000]  他很想讓以色列民
[00:05:21.000 --> 00:05:24.000]  他們回歸到自己的家裡
[00:05:24.000 --> 00:05:27.000]  上帝很想跟以色列民重新建立
[00:05:27.000 --> 00:05:30.000]  那個好心的關係
[00:05:30.000 --> 00:05:31.000]  我在服侍當中
[00:05:31.000 --> 00:05:35.000]  我很多時候都跟弟兄姊妹說
[00:05:35.000 --> 00:05:39.000]  我從來沒有見過人像神那麼癡情
[00:05:39.000 --> 00:05:41.000]  他們對人的那份愛
[00:05:41.000 --> 00:05:45.000]  根本沒有辦法可以用筆墨去形容
[00:05:45.000 --> 00:05:49.000]  或者可以用人與人的愛去比喻
[00:05:49.000 --> 00:05:54.000]  但是我又發現我們好像知道
[00:05:54.000 --> 00:05:56.000]  但是我們感受不到
[00:05:56.000 --> 00:05:58.000]  頭腦知道
[00:05:58.000 --> 00:06:02.000]  但是心這裡的路好像很遠
[00:06:02.000 --> 00:06:08.000]  我想帶出不能放棄的主權
[00:06:08.000 --> 00:06:10.000]  就是神的愛
[00:06:10.000 --> 00:06:12.000]  神的主權
[00:06:12.000 --> 00:06:15.000]  神的主權是充滿愛的主權
[00:06:15.000 --> 00:06:18.000]  上帝要做我們的居所
[00:06:18.000 --> 00:06:20.000]  所以我想邀請大家
[00:06:20.000 --> 00:06:22.000]  「我們回家吧」
[00:06:22.000 --> 00:06:23.000]  我希望今晚的分享
[00:06:23.000 --> 00:06:26.000]  藉著以色列民拒絕
[00:06:26.000 --> 00:06:28.000]  先知給他們的信息
[00:06:28.000 --> 00:06:30.000]  看看會不會我們有些共鳴
[00:06:30.000 --> 00:06:33.000]  嘗試體會為什麼他們聽不入耳
[00:06:33.000 --> 00:06:35.000]  上帝因為很明白
[00:06:35.000 --> 00:06:37.000]  祂的指紋的情況
[00:06:37.000 --> 00:06:38.000]  他們痛
[00:06:38.000 --> 00:06:40.000]  他們受傷
[00:06:40.000 --> 00:06:42.000]  所以上帝是因為愛
[00:06:42.000 --> 00:06:45.000]  所以差派先知來到
[00:06:45.000 --> 00:06:48.000]  去不斷不斷宣講
[00:06:48.000 --> 00:06:49.000]  我們藉著經文
[00:06:49.000 --> 00:06:52.000]  讓我們更深去明白上帝的心意
[00:06:52.000 --> 00:06:55.000]  我們先有個祈禱
[00:06:55.000 --> 00:06:58.000]  感謝天父我們藉著祢的話
[00:06:58.000 --> 00:07:01.000]  明白祢的心意
[00:07:01.000 --> 00:07:04.000]  求聖靈今天是祢的臨在
[00:07:04.000 --> 00:07:06.000]  與我們每一個
[00:07:06.000 --> 00:07:08.000]  讓我們被祢
[00:07:08.000 --> 00:07:09.000]  就是充滿
[00:07:09.000 --> 00:07:12.000]  預備我們這裡每一個的心
[00:07:12.000 --> 00:07:16.000]  讓我們由遠信服於祢
[00:07:16.000 --> 00:07:18.000]  求主祢的話進入我們裡面
[00:07:18.000 --> 00:07:20.000]  在我們心裡面動工
[00:07:20.000 --> 00:07:22.000]  求主供活孩子
[00:07:22.000 --> 00:07:25.000]  幫助孩子讓孩子說的話
[00:07:25.000 --> 00:07:26.000]  信息是清楚的
[00:07:26.000 --> 00:07:28.000]  讓大興子媒聽得明白
[00:07:28.000 --> 00:07:30.000]  又使用今天的信息
[00:07:30.000 --> 00:07:32.000]  對應我們心裡面的光景
[00:07:32.000 --> 00:07:34.000]  和實際的需要
[00:07:34.000 --> 00:07:36.000]  我們同心領受
[00:07:36.000 --> 00:07:38.000]  感謝主奉耶穌基督聖名祈求
[00:07:38.000 --> 00:07:39.000]  阿們
[00:07:39.000 --> 00:07:40.000]  好
[00:07:40.000 --> 00:07:45.000]  我首先想和大家熱身一下
[00:07:45.000 --> 00:07:46.000]  較早之前
[00:07:46.000 --> 00:07:48.000]  Donald就在說
[00:07:48.000 --> 00:07:50.000]  先知書的中心信息
[00:07:50.000 --> 00:07:54.000]  有兩個英文字去解釋
[00:07:54.000 --> 00:07:56.000]  整體可以說是有關
[00:07:56.000 --> 00:07:58.000]  charge和comfort
[00:07:58.000 --> 00:08:00.000]  如果我們把與charge分開
[00:08:00.000 --> 00:08:02.000]  做兩部份
[00:08:02.000 --> 00:08:05.000]  第一至三十九章就是神的審判
[00:08:05.000 --> 00:08:08.000]  而後半部四十至六十六章
[00:08:08.000 --> 00:08:10.000]  就是講神的救贖
[00:08:10.000 --> 00:08:13.000]  四十章到六十六章
[00:08:13.000 --> 00:08:15.000]  這個部份我相信
[00:08:15.000 --> 00:08:16.000]  大家都應該不陌生
[00:08:16.000 --> 00:08:18.000]  因為如果你們有印象
[00:08:18.000 --> 00:08:22.000]  早前牧師Ivan和阿嵐
[00:08:22.000 --> 00:08:25.000]  他們有說了四首報仁之歌
[00:08:25.000 --> 00:08:31.000]  提過有關神的庇佬回歸的信息
[00:08:31.000 --> 00:08:32.000]  說的是拯救
[00:08:32.000 --> 00:08:34.000]  說的是復興
[00:08:34.000 --> 00:08:37.000]  說的是彌賽亞利道
[00:08:37.000 --> 00:08:39.000]  我今天是想分享
[00:08:39.000 --> 00:08:41.000]  後半部四十至六十六章
[00:08:41.000 --> 00:08:43.000]  神的救贖這部份的
[00:08:43.000 --> 00:08:46.000]  最開始的一段落
[00:08:46.000 --> 00:08:49.000]  就是四十章一至十一節
[00:08:49.000 --> 00:08:51.000]  我將這段簡簡單單
[00:08:51.000 --> 00:08:55.000]  我寫去叫做盼望的源頭
[00:08:55.000 --> 00:08:57.000]  是一個序曲
[00:08:57.000 --> 00:08:58.000]  或者是序言
[00:08:58.000 --> 00:09:00.000]  我不知道你們看書
[00:09:00.000 --> 00:09:01.000]  有沒有唯一的地方
[00:09:01.000 --> 00:09:02.000]  有一個序
[00:09:02.000 --> 00:09:04.000]  preface 有沒有
[00:09:04.000 --> 00:09:05.000]  我不知道你們有沒有
[00:09:05.000 --> 00:09:06.000]  都會看一下
[00:09:06.000 --> 00:09:08.000]  其實裏面是哪些人寫
[00:09:08.000 --> 00:09:10.000]  就一定多數是作者寫的
[00:09:10.000 --> 00:09:11.000]  preface
[00:09:11.000 --> 00:09:12.000]  就是他想講
[00:09:12.000 --> 00:09:14.000]  為什麼我想寫一本書
[00:09:14.000 --> 00:09:15.000]  目的是什麼
[00:09:15.000 --> 00:09:17.000]  或者是基於什麼心情
[00:09:17.000 --> 00:09:18.000]  去寫一本書
[00:09:18.000 --> 00:09:21.000]  而我們這部份
[00:09:21.000 --> 00:09:24.000]  這一段就是後半部的序曲
[00:09:24.000 --> 00:09:28.000]  我又想拿另一個去形容
[00:09:28.000 --> 00:09:29.000]  今天這一段
[00:09:29.000 --> 00:09:30.000]  我們當今晚
[00:09:30.000 --> 00:09:33.000]  就是看電影看前傳
[00:09:33.000 --> 00:09:35.000]  你們有沒有看電影看前傳
[00:09:35.000 --> 00:09:36.000]  喜歡看嗎
[00:09:36.000 --> 00:09:37.000]  前傳就是
[00:09:37.000 --> 00:09:40.000]  因為你們看了後面那部份
[00:09:40.000 --> 00:09:41.000]  某一些段落
[00:09:41.000 --> 00:09:43.000]  你們看了後面
[00:09:43.000 --> 00:09:46.000]  所以我們今天是看前一點
[00:09:46.000 --> 00:09:49.000]  我講回今天這一段之前
[00:09:49.000 --> 00:09:51.000]  我要講回一點他們的背景
[00:09:51.000 --> 00:09:55.000]  背景就是出自在38至39章
[00:09:55.000 --> 00:09:57.000]  當時發生了一件事
[00:09:57.000 --> 00:10:00.000]  就是尤大王希西迦
[00:10:00.000 --> 00:10:03.000]  他病危
[00:10:03.000 --> 00:10:05.000]  病得快要死
[00:10:05.000 --> 00:10:06.000]  接著
[00:10:06.000 --> 00:10:08.000]  以塞亞就跟他說
[00:10:08.000 --> 00:10:09.000]  你快要死了
[00:10:09.000 --> 00:10:14.000]  你準備找下一個接任
[00:10:14.000 --> 00:10:16.000]  希西迦很不想死
[00:10:16.000 --> 00:10:20.000]  所以他就很迫切地跟神禱告
[00:10:20.000 --> 00:10:22.000]  神真的聽了他禱告
[00:10:22.000 --> 00:10:24.000]  加了他十五年命
[00:10:24.000 --> 00:10:25.000]  還有告訴他
[00:10:25.000 --> 00:10:27.000]  神要保護他的國
[00:10:27.000 --> 00:10:30.000]  不會落在亞述的手
[00:10:30.000 --> 00:10:31.000]  不單止
[00:10:31.000 --> 00:10:33.000]  神還有一個神蹟
[00:10:33.000 --> 00:10:36.000]  就是將日映後退十度
[00:10:36.000 --> 00:10:39.000]  去證明上帝說的話是會兌現
[00:10:39.000 --> 00:10:42.000]  希西迦在垂死
[00:10:42.000 --> 00:10:43.000]  然後病好之後
[00:10:43.000 --> 00:10:46.000]  他在38章就作了一首詩
[00:10:46.000 --> 00:10:48.000]  去表達他對人生的感受
[00:10:48.000 --> 00:10:51.000]  他感謝上帝
[00:10:51.000 --> 00:10:54.000]  這個好的消息傳到了巴比倫
[00:10:54.000 --> 00:10:57.000]  巴比倫王他就派了使者
[00:10:57.000 --> 00:10:58.000]  拿一些禮物
[00:10:58.000 --> 00:11:00.000]  去信去賀他
[00:11:00.000 --> 00:11:01.000]  美其名就說賀他
[00:11:01.000 --> 00:11:04.000]  其實就是想跟尤大國結盟
[00:11:04.000 --> 00:11:06.000]  去抗衡亞述國
[00:11:06.000 --> 00:11:08.000]  希西迦很受落
[00:11:08.000 --> 00:11:12.000]  接著他就將自己所有的軍力
[00:11:12.000 --> 00:11:17.000]  財寶都給了巴比倫的使者看
[00:11:17.000 --> 00:11:19.000]  這個是代表他很願意
[00:11:19.000 --> 00:11:22.000]  跟巴比倫去結盟
[00:11:22.000 --> 00:11:24.000]  以後阿仙姿知道了之後
[00:11:24.000 --> 00:11:26.000]  就走去跟希西迦說
[00:11:26.000 --> 00:11:28.000]  將來你的財寶
[00:11:28.000 --> 00:11:32.000]  以及你的子民都要
[00:11:32.000 --> 00:11:34.000]  老到去巴比倫那裡
[00:11:34.000 --> 00:11:38.000]  你的兒子要去宮廷做太監
[00:11:38.000 --> 00:11:40.000]  不過這些事就不會在
[00:11:40.000 --> 00:11:42.000]  你在生的時候發生
[00:11:42.000 --> 00:11:44.000]  你在生的時候
[00:11:44.000 --> 00:11:47.000]  都會享受和平安定
[00:11:47.000 --> 00:11:50.000]  我想大家想一想
[00:11:50.000 --> 00:11:53.000]  如果你在當時的環境
[00:11:53.000 --> 00:11:57.000]  你是希西迦的兒子
[00:11:57.000 --> 00:12:02.000]  你爸爸本來就很信神的
[00:12:02.000 --> 00:12:05.000]  有病被神醫了
[00:12:05.000 --> 00:12:07.000]  但是之後回頭
[00:12:07.000 --> 00:12:11.000]  他就拿回以往那套政治智慧
[00:12:11.000 --> 00:12:13.000]  跟外邦人
[00:12:13.000 --> 00:12:15.000]  即是現在拜偶像的結盟
[00:12:15.000 --> 00:12:17.000]  以後阿仙姿一而再告訴他
[00:12:17.000 --> 00:12:19.000]  不應該做
[00:12:19.000 --> 00:12:21.000]  之後消了你的責任
[00:12:21.000 --> 00:12:24.000]  你說負債子還
[00:12:24.000 --> 00:12:26.000]  你預了你爸爸死了之後
[00:12:26.000 --> 00:12:28.000]  你就做太監
[00:12:28.000 --> 00:12:31.000]  你的心情會怎樣
[00:12:31.000 --> 00:12:35.000]  我們套用
[00:12:35.000 --> 00:12:39.000]  這麼開心的
[00:12:39.000 --> 00:12:42.000]  套用香港今天的情況
[00:12:42.000 --> 00:12:44.000]  早陣子聽過地盤
[00:12:44.000 --> 00:12:47.000]  或者是演唱會事件
[00:12:47.000 --> 00:12:50.000]  有些很嚴重的意外
[00:12:50.000 --> 00:12:57.000]  死傷令到很多家庭都很大影響
[00:12:57.000 --> 00:13:00.000]  我們會問有沒有盼望
[00:13:00.000 --> 00:13:04.000]  這些是不是人可以預計的事
[00:13:04.000 --> 00:13:06.000]  又或者這樣
[00:13:06.000 --> 00:13:10.000]  可能大家都聽不少
[00:13:10.000 --> 00:13:11.000]  現在這個時間
[00:13:11.000 --> 00:13:12.000]  忽然間你的老闆
[00:13:12.000 --> 00:13:14.000]  你的公司說
[00:13:14.000 --> 00:13:16.000]  他們經營困難
[00:13:16.000 --> 00:13:18.000]  你不要說有沒有職星
[00:13:18.000 --> 00:13:22.000]  你打算找路走
[00:13:22.000 --> 00:13:24.000]  又或者是我以前
[00:13:24.000 --> 00:13:27.000]  以往我在銀行做事
[00:13:27.000 --> 00:13:28.000]  Copper Banking
[00:13:28.000 --> 00:13:30.000]  我常常都聽到
[00:13:30.000 --> 00:13:34.000]  收購通常是被買的
[00:13:34.000 --> 00:13:35.000]  就是要坐在那裡
[00:13:35.000 --> 00:13:36.000]  等被人買
[00:13:36.000 --> 00:13:38.000]  等被人拆骨
[00:13:38.000 --> 00:13:41.000]  然後賣豬仔
[00:13:41.000 --> 00:13:43.000]  買新一點
[00:13:43.000 --> 00:13:44.000]  有沒有聽過
[00:13:44.000 --> 00:13:46.000]  最近有家人說移民
[00:13:46.000 --> 00:13:50.000]  又或者是跟家人抹臉
[00:13:50.000 --> 00:13:54.000]  要你承擔全家的責任
[00:13:54.000 --> 00:13:57.000]  你問要不要弄成這樣
[00:13:57.000 --> 00:14:01.000]  甚至可能再炒賣一碟
[00:14:01.000 --> 00:14:03.000]  這些傷害
[00:14:03.000 --> 00:14:06.000]  令你根本喘不過氣
[00:14:06.000 --> 00:14:09.000]  你打算就算沒有出路
[00:14:09.000 --> 00:14:11.000]  也找些東西舒緩一下
[00:14:11.000 --> 00:14:13.000]  減輕痛也好
[00:14:13.000 --> 00:14:16.000]  然後你從一個瓶子
[00:14:16.000 --> 00:14:18.000]  掉到另一個瓶子
[00:14:18.000 --> 00:14:20.000]  沉溺
[00:14:20.000 --> 00:14:21.000]  暫時看不到
[00:14:21.000 --> 00:14:24.000]  有些什麼東西可以翻身
[00:14:24.000 --> 00:14:27.000]  我想跟大家代入一個處境
[00:14:27.000 --> 00:14:32.000]  就是一班受傷被擄的以色列民
[00:14:32.000 --> 00:14:33.000]  探討一下
[00:14:33.000 --> 00:14:36.000]  他們聽到這個安慰的訊息
[00:14:36.000 --> 00:14:39.000]  他們有什麼反應
[00:14:39.000 --> 00:14:40.000]  但我們探討之前
[00:14:40.000 --> 00:14:42.000]  不如我們讀一讀今晚的經文
[00:14:42.000 --> 00:14:45.000]  四十章一字十一節
[00:14:45.000 --> 00:14:47.000]  我想大家幫幫我
[00:14:47.000 --> 00:14:48.000]  我有四章powerpoint
[00:14:48.000 --> 00:14:49.000]  黑色的我讀
[00:14:49.000 --> 00:14:50.000]  啡色的你讀
[00:14:50.000 --> 00:14:52.000]  一人讀一章ok
[00:14:52.000 --> 00:14:55.000]  好我先
[00:14:55.000 --> 00:14:58.000]  你們的上帝要安慰
[00:14:58.000 --> 00:15:00.000]  要安慰我的百姓
[00:15:00.000 --> 00:15:03.000]  要對耶路撒冷說安慰的話
[00:15:03.000 --> 00:15:05.000]  向他宣告
[00:15:05.000 --> 00:15:07.000]  他的戰爭已結束
[00:15:07.000 --> 00:15:09.000]  他的罪孽已赦免
[00:15:09.000 --> 00:15:12.000]  他為自己一切的罪
[00:15:12.000 --> 00:15:15.000]  已從耶和華手中加倍受罰
[00:15:15.000 --> 00:15:18.000]  請大家有聲音
[00:15:39.000 --> 00:15:54.000]  有聲音說
[00:15:54.000 --> 00:15:55.000]  你喊叫吧
[00:15:55.000 --> 00:15:57.000]  我說我喊叫什麼呢
[00:15:57.000 --> 00:16:01.000]  凡有血肉之軀的盡都如草
[00:16:01.000 --> 00:16:05.000]  他的一切榮美像野地的花
[00:16:05.000 --> 00:16:07.000]  耶和華吹一口氣
[00:16:07.000 --> 00:16:10.000]  草就枯乾 花也凋謝
[00:16:10.000 --> 00:16:13.000]  百姓誠言是草
[00:16:13.000 --> 00:16:16.000]  草必枯乾 花必凋謝
[00:16:16.000 --> 00:16:20.000]  唯有我們上帝的話永遠立定
[00:16:20.000 --> 00:16:37.000]  好無信息的隻安娜 要登高山
[00:16:37.000 --> 00:16:40.000]  好無信息的隻耶路撒冷 要擊敵楊昇
[00:16:40.000 --> 00:16:44.000]  楊昇不要懼怕 最有價值性真說
[00:16:44.000 --> 00:16:46.000]  安娜 永的上帝
[00:16:46.000 --> 00:16:50.000]  安娜 太上帝在他那裡
[00:16:50.000 --> 00:16:53.000]  太上帝保佑在他面前
[00:16:53.000 --> 00:16:57.000]  太上帝仿仿仿仿自己的人民
[00:16:57.000 --> 00:17:00.000]  仿美聚集高揚
[00:17:00.000 --> 00:17:03.000]  好彩捧懷 萬萬人道
[00:17:03.000 --> 00:17:05.000]  太乙若小若狄
[00:17:05.000 --> 00:17:09.000]  一開始在四十章一至十一節可以形容
[00:17:09.000 --> 00:17:15.000]  是以塞亞書後半部的一個罪曲
[00:17:15.000 --> 00:17:19.000]  這首詩是一首安慰詩
[00:17:19.000 --> 00:17:23.000]  耶和華知道祂的子民受傷很痛
[00:17:23.000 --> 00:17:27.000]  祂很想跟祂一班被擄去巴比倫的子民說
[00:17:27.000 --> 00:17:29.000]  一切已經過去了
[00:17:29.000 --> 00:17:33.000]  祢的罪沒有了 完了
[00:17:33.000 --> 00:17:35.000]  懲罰完了
[00:17:35.000 --> 00:17:39.000]  第一個出聲的其實是耶和華
[00:17:39.000 --> 00:17:43.000]  祂說要安慰 安慰我的百姓
[00:17:43.000 --> 00:17:46.000]  要對耶路撒冷說安慰的話
[00:17:46.000 --> 00:17:52.000]  上帝很迫切地跟祂的子民說要安慰
[00:17:52.000 --> 00:17:57.000]  有另一個版本說安慰這句其實是談心
[00:17:57.000 --> 00:18:01.000]  我們的上帝很想跟我們談心
[00:18:01.000 --> 00:18:06.000]  很想將安慰的話說到我們心裡
[00:18:06.000 --> 00:18:08.000]  上帝知道我們有罪
[00:18:08.000 --> 00:18:11.000]  罪是會將我們阻隔
[00:18:11.000 --> 00:18:13.000]  很想告訴以色列民聽
[00:18:13.000 --> 00:18:15.000]  你的罪過去了
[00:18:15.000 --> 00:18:17.000]  罪孽要被赦免
[00:18:17.000 --> 00:18:20.000]  上帝很明白以色列民受傷
[00:18:20.000 --> 00:18:22.000]  知道那個感受
[00:18:22.000 --> 00:18:25.000]  祂很著急 很迫切地
[00:18:25.000 --> 00:18:31.000]  所以重點就是耶和華明白子民的情況
[00:18:31.000 --> 00:18:33.000]  祂知道祂要安慰
[00:18:33.000 --> 00:18:36.000]  安慰是很必要性的 最先要做
[00:18:36.000 --> 00:18:40.000]  祂很想主動跟我們修復那個關係
[00:18:40.000 --> 00:18:42.000]  我們思想一下
[00:18:42.000 --> 00:18:44.000]  上帝的安慰
[00:18:44.000 --> 00:18:49.000]  能否進入以色列民的心
[00:18:49.000 --> 00:18:52.000]  他們準備好了嗎
[00:18:52.000 --> 00:18:57.000]  我們去到下一節第三節
[00:18:57.000 --> 00:19:00.000]  要在曠野為耶和華預備道路
[00:19:00.000 --> 00:19:04.000]  在沙漠為我們的上帝修植大道
[00:19:04.000 --> 00:19:08.000]  第五節說耶和華的榮耀必然顯現
[00:19:08.000 --> 00:19:12.000]  凡有血肉之軀的都一同看見
[00:19:12.000 --> 00:19:14.000]  可能大家有遺憾
[00:19:14.000 --> 00:19:18.000]  在新約裡面史洗約翰為了指出耶穌基督
[00:19:18.000 --> 00:19:20.000]  出來侍奉的時候
[00:19:20.000 --> 00:19:24.000]  他都引用了第三節去預言
[00:19:24.000 --> 00:19:26.000]  我們的彌賽亞來了
[00:19:26.000 --> 00:19:28.000]  人貪望的源頭
[00:19:28.000 --> 00:19:31.000]  彌賽亞就是耶穌基督是要來臨
[00:19:31.000 --> 00:19:34.000]  祂是要彰顯耶和華的榮耀
[00:19:34.000 --> 00:19:37.000]  凡有血肉之軀
[00:19:37.000 --> 00:19:41.000]  我們世人都要一同看見
[00:19:41.000 --> 00:19:46.000]  耶和華其實一早已經預備了救恩
[00:19:46.000 --> 00:19:51.000]  而世人一定會看到榮耀的彰顯
[00:19:51.000 --> 00:19:54.000]  我們去到第八節
[00:19:54.000 --> 00:20:00.000]  唯有我們的上帝的話永遠立定
[00:20:00.000 --> 00:20:01.000]  第十一節
[00:20:01.000 --> 00:20:04.000]  祂要像牧人牧養自己的羊群
[00:20:04.000 --> 00:20:08.000]  用磅秘聚集羔羊 抱在胸懷
[00:20:08.000 --> 00:20:11.000]  神的話是永遠不變
