
[00:00:00.000 --> 00:00:04.540]  我記得兩年前在網上聽潘牧師講這篇訊息
[00:02:57.400 --> 00:02:59.200]  在香港的教會
[00:02:59.200 --> 00:03:01.720]  當教會增長越來越多嬰兒出生的時候
[00:03:01.720 --> 00:03:09.680]  我寫了一個去飲宴的牧師條例
[00:03:09.680 --> 00:03:11.880]  就是講明給頂尖會知
[00:03:11.880 --> 00:03:13.320]  真的不好意思
[00:03:13.320 --> 00:03:17.360]  我們不能再禮你們的飲宴
[00:03:17.360 --> 00:03:19.680]  所以你不要請我們了
[00:03:19.680 --> 00:03:23.160]  如果你真的要請的話
[00:03:23.160 --> 00:03:26.000]  你都明白我們不會做禮的
[00:03:26.000 --> 00:03:28.520]  不會送禮物的
[00:03:28.520 --> 00:03:30.520]  因為真的頂不住
[00:03:30.520 --> 00:03:32.240]  結果出了這個條例之後
[00:03:32.240 --> 00:03:34.920]  頂尖會知都說不要的
[00:03:34.920 --> 00:03:35.920]  牧師都要請的
[00:03:35.920 --> 00:03:38.520]  結果我們又省了很多
[00:03:38.520 --> 00:03:40.880]  不用送禮物
[00:03:40.880 --> 00:03:43.640]  這是一個很實際的事
[00:03:43.640 --> 00:03:49.480]  我們看到這幾個博士來到送禮物
[00:03:49.480 --> 00:03:53.960]  當我們看送禮物的行動
[00:03:53.960 --> 00:03:58.760]  這些畫或者舊的聖誕節傳統傳下來
[00:03:58.760 --> 00:04:01.320]  甚至剛才我們唱的詩歌
[00:04:01.320 --> 00:04:06.240]  都有很多在聖誕記載的故事裏錯誤的觀念
[00:04:06.240 --> 00:04:15.040]  如果你看這幾個博士來到敬拜耶穌基督
[00:04:15.040 --> 00:04:17.840]  唯有在馬太福音記載
[00:04:17.840 --> 00:04:20.360]  但如果你看馬太福音的記載
[00:04:20.360 --> 00:04:25.680]  這段聖經和這幅畫是完全錯誤的
[00:04:25.680 --> 00:04:26.280]  為什麼呢
[00:04:26.280 --> 00:04:29.640]  因為聖經講得很清楚
[00:04:29.640 --> 00:04:32.200]  那幾個博學之士絕對不是三個
[00:04:32.200 --> 00:04:35.720]  他們送上三件禮物
[00:04:35.720 --> 00:04:40.000]  但不代表他有三個博士
[00:04:40.000 --> 00:04:41.400]  東方應該從哪裏來
[00:04:41.400 --> 00:04:45.560]  通常我們考國家都說應該不是來自中國
[00:04:45.560 --> 00:04:49.560]  不是西遊記那三個徒弟來找唐三藏
[00:04:49.560 --> 00:04:50.680]  不是
[00:04:50.680 --> 00:04:54.880]  差不多是伊拉克或者伊朗的地方
[00:04:54.880 --> 00:04:56.240]  這班博學之士
[00:04:56.240 --> 00:04:58.000]  他識官天文
[00:04:58.000 --> 00:04:59.360]  他也讀過舊約
[00:04:59.360 --> 00:05:04.040]  知道猶太人的王生在猶太地
[00:05:04.040 --> 00:05:05.640]  所以他就來到當中
[00:05:05.640 --> 00:05:10.480]  但通常當時的這些所謂的旅行者
[00:05:10.480 --> 00:05:14.000]  絕對不會三個人這麼少人來
[00:05:14.000 --> 00:05:16.520]  通常都是一隊駱駝的中隊
[00:05:16.520 --> 00:05:18.440]  有保鑣
[00:05:18.440 --> 00:05:19.960]  有特別的博學之士
[00:05:19.960 --> 00:05:20.920]  他知道的
[00:05:20.920 --> 00:05:24.480]  走過有很多劫匪
[00:05:24.480 --> 00:05:27.680]  最少是三個人騎著駱駝來
[00:05:27.680 --> 00:05:30.240]  一隊中隊來到當中
[00:05:30.240 --> 00:05:35.600]  但聖經沒有說過有多少個博學之士
[00:05:35.600 --> 00:05:36.880]  更加重要的是
[00:05:36.880 --> 00:05:39.280]  如果我們看原文的經文
[00:05:39.280 --> 00:05:41.120]  我們看到的是
[00:05:41.120 --> 00:05:43.600]  他們來到的時候
[00:05:43.600 --> 00:05:46.320]  是進了房子
[00:05:46.320 --> 00:05:48.040]  如果我們看希臘文
[00:05:48.040 --> 00:05:52.480]  希臘文是說得很精準的
[00:05:52.480 --> 00:05:54.480]  這裡說房子
[00:05:54.480 --> 00:05:56.480]  不是馬槽
[00:05:56.480 --> 00:05:59.600]  所以如果大家看整段聖經的話
[00:05:59.600 --> 00:06:00.800]  你看這幅畫
[00:06:00.800 --> 00:06:03.440]  根本不是馬槽那三個
[00:06:03.440 --> 00:06:05.760]  不是三個
[00:06:05.760 --> 00:06:08.200]  那幾個博學之士來到的時候
[00:06:08.200 --> 00:06:10.440]  不是去到馬槽
[00:06:10.440 --> 00:06:11.400]  是去到房子
[00:06:11.400 --> 00:06:15.480]  即是說耶穌已經出世一段時間
[00:06:15.480 --> 00:06:16.840]  可能一歲
[00:06:16.840 --> 00:06:17.800]  可能兩歲
[00:06:17.800 --> 00:06:20.200]  他們已經離開了馬槽
[00:06:20.200 --> 00:06:22.920]  去到一間房子裡面
[00:06:22.920 --> 00:06:23.840]  所以他們去到的時候
[00:06:23.840 --> 00:06:26.520]  就看到瑪利亞和小孩子
[00:06:26.520 --> 00:06:28.120]  看不到藥室
[00:06:28.120 --> 00:06:30.440]  剛才那幅圖又是錯的
[00:06:30.440 --> 00:06:32.240]  藥室不是跪在那裡
[00:06:32.240 --> 00:06:34.920]  因為聖經記載了是沒有藥室的
[00:06:34.920 --> 00:06:36.280]  藥室去了哪裡呢
[00:06:36.280 --> 00:06:38.840]  生多一個當然要出去賺錢
[00:06:38.840 --> 00:06:40.840]  可能是養家
[00:06:40.840 --> 00:06:43.400]  總之進去就看到
[00:06:43.400 --> 00:06:47.160]  瑪利亞和小孩子
[00:06:47.160 --> 00:06:50.400]  他們就俯伏拜小孩子
[00:06:50.400 --> 00:06:51.240]  這件事很重要
[00:06:51.240 --> 00:06:53.120]  因為天主教告訴我們
[00:06:53.120 --> 00:06:55.560]  瑪利亞聖母是值得我們去敬拜
[00:06:55.560 --> 00:06:59.000]  但是你看這三個外邦人來到當中
[00:06:59.000 --> 00:07:00.800]  他們看到瑪利亞和小孩子
[00:07:00.800 --> 00:07:06.400]  他們只是俯伏敬拜小孩子
[00:07:06.400 --> 00:07:07.520]  小孩子這個字
[00:07:07.520 --> 00:07:09.520]  原文和BB仔
[00:07:09.520 --> 00:07:13.600]  希臘文是兩個不同的字
[00:07:13.600 --> 00:07:19.480]  Preston說到這個BB仔
[00:07:19.480 --> 00:07:21.640]  是一些剛出生的BB仔
[00:07:21.640 --> 00:07:22.640]  而另外一個字
[00:07:22.640 --> 00:07:24.280]  就是這個小孩子的字
[00:07:24.280 --> 00:07:27.640]  就說的是比較大一點的BB
[00:07:27.640 --> 00:07:30.520]  大一點的嬰孩
[00:07:30.520 --> 00:07:32.960]  已經出生了一段時間
[00:07:32.960 --> 00:07:34.880]  所以我們會明白
[00:07:34.880 --> 00:07:38.040]  東方的這班博士來到當中
[00:07:38.040 --> 00:07:40.320]  他們不是去到馬場
[00:07:40.320 --> 00:07:41.840]  不是三個
[00:07:41.840 --> 00:07:44.560]  他們是來到一間屋
[00:07:44.560 --> 00:07:49.120]  他們已經搬到一間屋去居住
[00:07:49.120 --> 00:07:50.240]  我不知道是哪間屋
[00:07:50.240 --> 00:07:54.000]  可能是藥室暫時居住的地方
[00:07:54.000 --> 00:07:57.000]  他們看到一個已經出生了一段時間的BB
[00:07:57.000 --> 00:07:59.640]  所以你會明白為何希律王
[00:07:59.640 --> 00:08:03.600]  要殺死三歲以下的小孩
[00:08:03.600 --> 00:08:07.840]  是因為當時耶穌已經不是一個剛出生的BB
[00:08:07.840 --> 00:08:10.960]  所以有人懷疑是兩歲左右
[00:08:10.960 --> 00:08:15.280]  所以希律就要將三歲以下的全部殺掉
[00:08:15.280 --> 00:08:20.120]  他們就獻上黃金、乳香和末藥
[00:08:20.120 --> 00:08:23.040]  大家也聽過很多
[00:08:23.040 --> 00:08:25.040]  黃金是給皇帝的
[00:08:25.040 --> 00:08:29.840]  乳香是祭司、敬拜用的
[00:08:29.840 --> 00:08:32.480]  末藥是告末、死屍用的
[00:08:32.480 --> 00:08:35.000]  三樣都是我比較簡單的去看
[00:08:35.000 --> 00:08:39.840]  三樣都是當時稀有和貴重的禮物
[00:08:39.840 --> 00:08:40.920]  已經記載到
[00:08:40.920 --> 00:08:44.200]  這三個人從他們的寶盒
[00:08:44.200 --> 00:08:46.200]  英文就叫Treasure
[00:08:46.200 --> 00:08:48.960]  從他們帶來的很多寶物裡面
[00:08:48.960 --> 00:08:51.240]  運到這三樣很貴重的物品
[00:08:51.240 --> 00:08:54.560]  送給耶穌
[00:08:54.560 --> 00:08:56.560]  和很多滿月酒一樣
[00:08:56.560 --> 00:08:58.880]  收禮物的其實不是BB
[00:08:58.880 --> 00:09:01.680]  是家長
[00:09:01.680 --> 00:09:04.600]  所以他們為什麼要送禮物呢
[00:09:04.600 --> 00:09:06.120]  第二就是
[00:09:06.120 --> 00:09:07.160]  大家有沒有想過
[00:09:07.160 --> 00:09:11.960]  這三個或多於三個的博士
[00:09:11.960 --> 00:09:13.200]  他來到當中
[00:09:13.200 --> 00:09:17.720]  起先去皇宮找以色列的王
[00:09:17.720 --> 00:09:19.920]  一個皇帝
[00:09:19.920 --> 00:09:22.880]  這三樣東西對一個皇帝來說
[00:09:22.880 --> 00:09:27.680]  其實是微不足道
[00:09:27.680 --> 00:09:31.840]  為什麼他們還要送這三樣東西
[00:09:31.840 --> 00:09:34.480]  千辛萬苦在遠方帶這幾樣東西
[00:09:34.480 --> 00:09:36.600]  來送給耶穌
[00:09:36.600 --> 00:09:38.560]  一個皇帝豈不是什麼都有
[00:09:38.560 --> 00:09:43.240]  用什麼需要你送這幾樣東西給他
[00:09:43.240 --> 00:09:46.960]  所以我們今天看這幾個博士來到當中
[00:09:46.960 --> 00:09:50.080]  我們不只是看他們送這三樣東西
[00:09:50.080 --> 00:09:51.600]  代表著什麼
[00:09:51.600 --> 00:09:53.320]  而是我想和大家看看
[00:09:53.320 --> 00:09:55.200]  那種奉獻的
[00:09:55.200 --> 00:09:58.160]  或者送禮物的態度
[00:09:58.160 --> 00:10:01.360]  因為很多未信主的人很不明白
[00:10:01.360 --> 00:10:04.720]  為什麼基督徒經常說
[00:10:04.720 --> 00:10:05.200]  奉獻
[00:10:05.200 --> 00:10:06.360]  我講的奉獻
[00:10:06.360 --> 00:10:07.560]  不只是錢
[00:10:07.560 --> 00:10:10.360]  錢是最到肉的意思
[00:10:10.360 --> 00:10:11.960]  最實際的意思
[00:10:11.960 --> 00:10:13.920]  我們講的都是我們的形狀
[00:10:13.920 --> 00:10:15.720]  我們的恩賜
[00:10:15.720 --> 00:10:16.920]  我們的時間
[00:10:16.920 --> 00:10:18.800]  我們的心力
[00:10:18.800 --> 00:10:21.880]  我們付出的所謂的犧牲
[00:10:21.880 --> 00:10:24.760]  我們有的東西是上帝給我們的
[00:10:24.760 --> 00:10:26.120]  我們要給出來的
[00:10:26.120 --> 00:10:28.000]  這就已經是一個奉獻
[00:10:28.000 --> 00:10:28.800]  但很多人不明白
[00:10:28.800 --> 00:10:30.480]  為什麼你放這麼多時間在教會
[00:10:30.480 --> 00:10:32.240]  為什麼你做十一奉獻
[00:10:32.240 --> 00:10:35.160]  為什麼你要給錢去支持
[00:10:35.160 --> 00:10:36.360]  這些方面的事供
[00:10:36.360 --> 00:10:37.160]  為什麼
[00:10:37.160 --> 00:10:38.000]  很多人不明白
[00:10:38.000 --> 00:10:41.480]  所以我今天希望未信的朋友能夠明白
[00:10:41.480 --> 00:10:45.600]  我也希望很多基督徒能夠再一次重新看回
[00:10:45.600 --> 00:10:48.960]  我們奉獻應有的態度
[00:10:48.960 --> 00:10:50.600]  應該是些什麼
[00:10:50.600 --> 00:10:52.680]  首先我們看看第一件事
[00:10:52.680 --> 00:10:53.680]  奉獻的態度就是
[00:10:53.680 --> 00:10:56.480]  他們是有目標而來
[00:10:56.480 --> 00:10:59.240]  我用一個字叫做
[00:10:59.240 --> 00:11:04.480]  我們不要做一個reactive的giver
[00:11:04.480 --> 00:11:08.360]  我們要學習做一個proactive的giver
[00:11:08.360 --> 00:11:10.840]  一個reactive的giver沒錯的
[00:11:10.840 --> 00:11:12.440]  什麼叫reactive呢
[00:11:12.440 --> 00:11:15.240]  就是我們看到有需要
[00:11:15.240 --> 00:11:16.880]  我們看到電視
[00:11:16.880 --> 00:11:18.480]  營火
[00:11:18.480 --> 00:11:21.240]  那些受害者有需要
[00:11:21.240 --> 00:11:22.880]  我們看到三藩市
[00:11:22.880 --> 00:11:26.120]  和四號四那些無家可歸的人
[00:11:26.120 --> 00:11:27.320]  他們有需要
[00:11:27.320 --> 00:11:28.960]  我們看到非洲和南美洲
[00:11:28.960 --> 00:11:32.000]  很多貧窮的小朋友有需要
[00:11:32.000 --> 00:11:35.200]  於是我們就給
[00:11:35.200 --> 00:11:36.760]  這個是reactive
[00:11:36.760 --> 00:11:37.760]  reactive沒錯的
[00:11:37.760 --> 00:11:41.400]  因為憐憫的心在我們的心裡面
[00:11:41.400 --> 00:11:44.800]  但是聖經教導我們不單要做一個reactive的giver
[00:11:44.800 --> 00:11:47.400]  我們更加要做一個主動的giver
[00:11:47.400 --> 00:11:50.200]  一個proactive的giver
[00:11:50.200 --> 00:11:53.400]  因為我們給是有一個目標的
[00:11:53.400 --> 00:11:54.560]  我們看看就是
[00:11:54.560 --> 00:11:56.720]  他們來到目標就是敬拜
[00:11:56.720 --> 00:11:59.800]  俯伏敬拜耶穌
[00:11:59.800 --> 00:12:00.800]  給只是一個
[00:12:00.800 --> 00:12:03.400]  好像上個星期潘牧師說的
[00:12:03.400 --> 00:12:06.000]  是給一個行動
[00:12:06.000 --> 00:12:07.960]  就好像人犯罪的行動
[00:12:07.960 --> 00:12:10.000]  不是因為他吃了禁果這麼簡單
[00:12:10.000 --> 00:12:10.840]  而是背後
[00:12:10.840 --> 00:12:15.600]  背後的動力是什麼
[00:12:15.600 --> 00:12:19.000]  這幾個保羅之士給的動力
[00:12:19.000 --> 00:12:22.600]  不是只送一些貴族的禮物
[00:12:22.600 --> 00:12:24.600]  而是他的動力是因為
[00:12:24.600 --> 00:12:29.480]  他想敬拜這位彌賽亞
[00:12:29.480 --> 00:12:34.880]  他是給禮物彌賽亞
[00:12:34.880 --> 00:12:38.440]  是給我們的上帝
[00:12:38.440 --> 00:12:41.240]  所以第一件事我想我們必須要明白
[00:12:41.240 --> 00:12:44.080]  做一個proactive的giver
[00:12:44.080 --> 00:12:48.080]  我們必須要清楚我們給出去的是給誰
[00:12:48.080 --> 00:12:49.840]  無論我們給什麼人
[00:12:49.840 --> 00:12:51.320]  給什麼project
[00:12:51.320 --> 00:12:52.640]  給什麼項目
[00:12:52.640 --> 00:12:53.440]  給什麼教會
[00:12:53.440 --> 00:12:54.880]  給什麼機構
[00:12:54.880 --> 00:12:56.840]  我們都需要有一個正視去看
[00:12:56.840 --> 00:12:58.680]  就是我們給的這些東西
[00:12:58.680 --> 00:13:00.040]  無論錢也好時間也好
[00:13:00.040 --> 00:13:01.080]  心靈也好
[00:13:01.080 --> 00:13:04.280]  你的恩賜也好
[00:13:04.280 --> 00:13:07.280]  你是給誰
[00:13:07.280 --> 00:13:10.280]  因為純粹reactive giver
[00:13:10.280 --> 00:13:12.480]  是有一個問題出現
[00:13:12.480 --> 00:13:14.480]  我們很容易被周圍的環境
[00:13:14.480 --> 00:13:16.000]  周圍的人
[00:13:16.000 --> 00:13:21.240]  去影響我們給的心態
[00:13:21.240 --> 00:13:22.880]  我覺得他慘
[00:13:22.880 --> 00:13:24.680]  我就給
[00:13:24.680 --> 00:13:25.880]  我覺得他不夠慘
[00:13:25.880 --> 00:13:27.240]  我就不給
[00:13:27.240 --> 00:13:29.080]  他是我朋友我就給
[00:13:29.080 --> 00:13:31.160]  他不是我的朋友我就不給
[00:13:31.160 --> 00:13:34.920]  那個判斷純粹是你自己所謂subjective
[00:13:34.920 --> 00:13:37.480]  我有證的就給
[00:13:37.480 --> 00:13:38.880]  明天是cyber monday
[00:13:38.880 --> 00:13:40.280]  家裡要換電視機
[00:13:40.280 --> 00:13:41.880]  換音響
[00:13:41.880 --> 00:13:43.280]  你買了新電視機之後
[00:13:43.280 --> 00:13:44.880]  你舊的就給誰
[00:13:44.880 --> 00:13:47.400]  第一件事想到當然是給教會
[00:13:47.400 --> 00:13:49.080]  舊東西當然是給教會
[00:13:49.080 --> 00:13:51.280]  不是給salvation army
[00:13:51.280 --> 00:13:53.280]  我們reactive giver
[00:13:53.280 --> 00:13:55.280]  但reactive giver有個問題
[00:13:55.280 --> 00:14:00.800]  我們很容易受我們自己主觀的憐憫去影響
[00:14:00.800 --> 00:14:05.200]  所以經常被人騙
[00:14:05.200 --> 00:14:06.880]  上兩星期看新聞
[00:14:06.880 --> 00:14:10.440]  大家有沒有看到有一段新聞
[00:14:10.440 --> 00:14:13.600]  高分咪有對夫婦
[00:14:13.600 --> 00:14:18.840]  就說他們高分咪拿錢來幫露宿者
[00:14:18.840 --> 00:14:21.080]  其實就是拿了錢自己放進袋子裡
[00:14:21.080 --> 00:14:23.640]  也不知道有很多這樣的人
[00:14:23.640 --> 00:14:25.920]  於是我們給了錢高分咪的時候
[00:14:25.920 --> 00:14:27.040]  想幫露宿者
[00:14:27.040 --> 00:14:30.480]  但原來被那對夫婦自己侵吞了
[00:14:30.480 --> 00:14:31.920]  於是我們就心疼
[00:14:31.920 --> 00:14:34.320]  我們蠢了
[00:14:34.320 --> 00:14:36.880]  我們被人騙了
[00:14:36.880 --> 00:14:38.720]  但如果你是一個proactive的
[00:14:38.720 --> 00:14:41.040]  我不是說你隨便給出去
[00:14:41.040 --> 00:14:42.320]  你也要了解
[00:14:42.320 --> 00:14:44.480]  所以我自己也是
[00:14:44.480 --> 00:14:46.200]  每逢給一些機構或教會
[00:14:46.200 --> 00:14:48.160]  我都要了解他們在做什麼
[00:14:48.160 --> 00:14:49.560]  我才會給
[00:14:49.560 --> 00:14:53.120]  不只是看念不念文
[00:14:53.120 --> 00:14:56.360]  因為proactive就是我們給出去
[00:14:56.360 --> 00:14:59.800]  是我們在給上帝
[00:14:59.800 --> 00:15:04.440]  我不是單純給我認識的那些人
[00:15:04.440 --> 00:15:06.120]  因為我這個斯語
[00:15:06.120 --> 00:15:10.440]  是送給耶穌的禮物
[00:15:10.440 --> 00:15:14.400]  耶穌在馬特福音第25章裡面說到
[00:15:14.400 --> 00:15:15.560]  當審判的時候
[00:15:15.560 --> 00:15:23.040]  其中一樣上帝會審判我們的標準是什麼呢
[00:15:23.040 --> 00:15:25.920]  有綿羊和山羊
[00:15:25.920 --> 00:15:29.600]  上帝就稱讚這群綿羊
[00:15:29.600 --> 00:15:31.960]  說我餓了
[00:15:31.960 --> 00:15:32.680]  你給我吃
[00:15:32.680 --> 00:15:34.160]  我渴了你給我喝水
[00:15:34.160 --> 00:15:35.640]  我坐牢你來探我
[00:15:35.640 --> 00:15:39.760]  我病了你來照顧我
[00:15:39.760 --> 00:15:42.040]  那群人說我什麼時候有做過這些事
[00:15:42.040 --> 00:15:43.440]  我什麼時候去探過你
[00:15:43.440 --> 00:15:45.040]  什麼時候給過你吃
[00:15:45.040 --> 00:15:46.720]  什麼時候給過你喝
[00:15:46.720 --> 00:15:48.160]  耶穌就這麼說
[00:15:48.160 --> 00:15:49.840]  大家聽耶穌親口說
[00:15:49.840 --> 00:15:51.560]  我實在告訴你們
[00:15:51.560 --> 00:15:55.240]  這次你們做在我弟兄當中一個最小的身上
[00:15:55.240 --> 00:16:00.120]  就是做在我身上
[00:16:00.120 --> 00:16:02.160]  耶穌說只要你是奉我的名
[00:16:02.160 --> 00:16:03.400]  為我去做
[00:16:03.400 --> 00:16:06.800]  為我去付出的所有的事
[00:16:06.800 --> 00:16:08.400]  你就是在做在我身上
[00:16:08.400 --> 00:16:11.640]  無論做在什麼人的身上都好
[00:16:11.640 --> 00:16:13.440]  所以第一件事做一個Proactive Giver
[00:16:13.440 --> 00:16:16.880]  好像這群博士一樣
[00:16:16.880 --> 00:16:20.120]  他們來到是因為他們想敬拜這位主
[00:16:20.120 --> 00:16:21.360]  給禮物
[00:16:21.360 --> 00:16:23.760]  是你敬拜之後
[00:16:23.760 --> 00:16:26.600]  你覺得你需要給
[00:16:26.600 --> 00:16:28.680]  而不是Reactive
[00:16:28.680 --> 00:16:30.520]  那個小朋友很慘
[00:16:30.520 --> 00:16:34.200]  可能遲些要穿草去埃及
[00:16:34.200 --> 00:16:36.520]  於是給他一些貴的東西
[00:16:36.520 --> 00:16:39.160]  讓他有盤穿
[00:16:39.160 --> 00:16:40.360]  不是
[00:16:40.360 --> 00:16:42.240]  而是他們想去敬拜
[00:16:42.240 --> 00:16:42.720]  不單止這樣
[00:16:42.720 --> 00:16:44.760]  還有第二件很重要的事
[00:16:44.760 --> 00:16:46.960]  施禦是因為
[00:16:46.960 --> 00:16:50.880]  我們正在參與在他們的生命裡面
[00:16:50.880 --> 00:16:52.840]  有時候看聖經
[00:16:52.840 --> 00:16:55.320]  很神奇上帝用很多外邦人
[00:16:55.320 --> 00:16:57.600]  去教導以色列人和我們基督徒
[00:16:57.600 --> 00:16:58.440]  很多功課
[00:16:58.440 --> 00:17:03.720]  無論是埃及的接生婆
[00:17:03.720 --> 00:17:04.520]  救回摩西
[00:17:04.520 --> 00:17:08.400]  或者是約書亞紀裡面說的妓女
[00:17:08.400 --> 00:17:09.560]  外邦的妓女
[00:17:09.560 --> 00:17:10.560]  路德紀
[00:17:10.560 --> 00:17:11.960]  摩亞的女子路德
[00:17:11.960 --> 00:17:16.080]  或者甚至是耶穌紀念那位迦南的婦人
[00:17:16.080 --> 00:17:17.880]  哀求她救恩等等
[00:17:17.880 --> 00:17:20.400]  都讓我們看到外邦人很多功課給我們學
[00:17:20.400 --> 00:17:22.080]  我們看看這幾個外邦的博士
[00:17:22.080 --> 00:17:23.320]  讓我們看到
[00:17:23.320 --> 00:17:25.880]  他來到送禮物是一件很重要的事
[00:17:25.880 --> 00:17:30.120]  因為他認識耶穌是救主
[00:17:30.120 --> 00:17:32.280]  不單止是以色列的王
[00:17:32.280 --> 00:17:36.840]  更加是世人的救主
[00:17:36.840 --> 00:17:41.320]  他們都是救恩的一部份
[00:17:41.320 --> 00:17:44.320]  當你願意給的時候
[00:17:44.320 --> 00:17:45.880]  你又告訴周圍的人知道
[00:17:45.880 --> 00:17:50.360]  你正在參與那班人的生命
[00:17:50.360 --> 00:17:54.800]  這是哥倫多後書保羅跟哥倫多人說
[00:17:54.800 --> 00:17:57.520]  他說馬其頓的教會
[00:17:57.520 --> 00:17:59.320]  經常哀求我們
[00:17:59.320 --> 00:18:01.040]  要去幫耶路撒冷的教會
[00:18:01.040 --> 00:18:02.680]  因為他們貧窮
[00:18:02.680 --> 00:18:04.560]  但是馬其頓的教會也不是很有錢
[00:18:04.560 --> 00:18:05.880]  但是他要求我們
[00:18:05.880 --> 00:18:11.720]  准在這個供給聖徒的善事上有份
[00:18:11.720 --> 00:18:12.840]  中文也很好
[00:18:12.840 --> 00:18:13.880]  我們廣東話也經常說
[00:18:13.880 --> 00:18:19.240]  有沒有份
[00:18:19.240 --> 00:18:23.280]  你如果幫助那些人去照顧
[00:18:23.280 --> 00:18:27.200]  受凌虐的小動物
[00:18:27.200 --> 00:18:30.600]  你是在參與這個行動
[00:18:30.600 --> 00:18:34.800]  你幫助沒東西吃的小朋友
[00:18:34.800 --> 00:18:37.760]  你是在參與他們的生命
[00:18:37.760 --> 00:18:40.840]  你幫助營火裡面的犯罪者
[00:18:40.840 --> 00:18:44.200]  你是在參與他們的生命
[00:18:44.200 --> 00:18:49.200]  這是我們奉獻的一個很重要的出發點
[00:18:49.200 --> 00:18:52.120]  因為你推薦給別人知道
