
[00:00:00.000 --> 00:00:02.880]  這個題目叫做「真門徒」
[00:04:08.040 --> 00:04:09.440]  做著做著呢
[00:04:09.440 --> 00:04:10.960]  可能做什麼呢?
[00:04:10.960 --> 00:04:11.800]  牧師
[00:04:11.800 --> 00:04:13.560]  牧師是有一個什麼禮的?
[00:04:13.560 --> 00:04:14.520]  按立啊
[00:04:14.520 --> 00:04:15.040]  是不是?
[00:04:15.040 --> 00:04:16.160]  所以是按立的
[00:04:16.160 --> 00:04:19.240]  我其實我是在81年讀完神學
[00:04:19.240 --> 00:04:20.080]  就做傳道
[00:04:20.080 --> 00:04:21.400]  做了兩年在教會
[00:04:21.400 --> 00:04:24.920]  接著做了兩年在一個福音機構做大學生工作
[00:04:24.920 --> 00:04:26.080]  回到香港之後
[00:04:26.080 --> 00:04:27.080]  我98年呢
[00:04:27.080 --> 00:04:29.400]  又回到了我們的母會大學浸信會
[00:04:29.400 --> 00:04:30.280]  做傳道
[00:04:30.280 --> 00:04:31.480]  做了兩年之後
[00:04:31.480 --> 00:04:33.960]  到了 year 2000 十月八號
[00:04:33.960 --> 00:04:35.960]  這麼重要的日子我當然記得了
[00:04:35.960 --> 00:04:37.760]  year 2000 十月八號呢
[00:04:37.760 --> 00:04:39.880]  我就被按立做了牧師
[00:04:39.880 --> 00:04:42.120]  那不是說一出來就做牧師的
[00:04:42.120 --> 00:04:43.600]  是做了一段時間
[00:04:43.600 --> 00:04:45.600]  才被按立做牧師
[00:04:45.600 --> 00:04:46.600]  同樣的
[00:04:46.600 --> 00:04:50.080]  這個基督徒呢
[00:04:50.080 --> 00:04:51.560]  就是因為耶穌基督
[00:04:51.560 --> 00:04:54.000]  不是有人按立他
[00:04:54.000 --> 00:04:54.800]  就是說
[00:04:54.800 --> 00:04:59.080]  他是被接受成為神的兒子
[00:04:59.080 --> 00:05:00.440]  是救世的
[00:05:00.440 --> 00:05:01.400]  請救世人的
[00:05:01.400 --> 00:05:02.400]  這個 Christ
[00:05:02.400 --> 00:05:03.760]  那聖徒是什麼呢?
[00:05:03.760 --> 00:05:06.360]  因為作為一個信耶穌的人
[00:05:06.360 --> 00:05:08.040]  作為一個信徒
[00:05:08.040 --> 00:05:09.400]  作為一個門徒
[00:05:09.400 --> 00:05:11.520]  是要過聖潔的生活的
[00:05:11.520 --> 00:05:14.880]  所以聖經說你們是聖潔的族類
[00:05:14.880 --> 00:05:16.440]  是君尊的祭司
[00:05:16.440 --> 00:05:17.600]  原來我們的身份呢
[00:05:17.600 --> 00:05:19.280]  是聖潔的族類的
[00:05:19.280 --> 00:05:20.400]  而聖經說呢
[00:05:20.400 --> 00:05:21.400]  神說什麼呢?
[00:05:21.400 --> 00:05:22.600]  你要聖潔
[00:05:22.600 --> 00:05:23.760]  因為我是聖潔的
[00:05:23.760 --> 00:05:24.680]  神是聖潔的
[00:05:24.680 --> 00:05:25.960]  所以你們要聖潔
[00:05:25.960 --> 00:05:28.360]  這個聖潔的意思當然是在他的那個
[00:05:28.360 --> 00:05:29.560]  是行為
[00:05:29.560 --> 00:05:31.640]  心思意念要去聖潔
[00:05:31.640 --> 00:05:32.840]  除了之外呢
[00:05:32.840 --> 00:05:34.560]  他是要分別出來的
[00:05:34.560 --> 00:05:36.680]  不要好像世界上的人
[00:05:36.680 --> 00:05:38.240]  別人世界上的人這樣做
[00:05:38.240 --> 00:05:39.360]  你又這樣做
[00:05:39.360 --> 00:05:41.840]  世界上有些東西是很好的
[00:05:41.840 --> 00:05:42.640]  是不是?
[00:05:42.640 --> 00:05:45.880]  但是世界上有些東西是很墮落很敗壞的
[00:05:45.880 --> 00:05:47.560]  是非常離譜的
[00:05:47.560 --> 00:05:49.000]  最近我看報紙
[00:05:49.000 --> 00:05:51.800]  他說在浸會大學有一個學生
[00:05:51.800 --> 00:05:53.040]  大家知不知道什麼事?
[00:05:53.040 --> 00:05:55.080]  這個報紙有沒有講?
[00:05:55.080 --> 00:05:55.840]  有沒有看到?
[00:05:55.840 --> 00:05:57.240]  你看到嗎?
[00:05:57.240 --> 00:05:58.640]  他做些什麼?
[00:05:58.640 --> 00:06:00.080]  什麼?
[00:06:00.080 --> 00:06:02.440]  行為那個
[00:06:02.440 --> 00:06:02.840]  是啊
[00:06:02.840 --> 00:06:03.880]  藝術那個
[00:06:03.880 --> 00:06:06.000]  那他做些什麼行為藝術呢?
[00:06:06.000 --> 00:06:07.800]  他是將自己男孩子
[00:06:07.800 --> 00:06:10.760]  是從頭到腳連襪子都不穿
[00:06:11.280 --> 00:06:13.120]  連內褲、內衣都不穿
[00:06:13.120 --> 00:06:13.880]  外褲
[00:06:13.880 --> 00:06:14.720]  不是外褲
[00:06:14.720 --> 00:06:16.160]  褲子和外衣都不穿
[00:06:16.160 --> 00:06:17.960]  全身什麼都不穿
[00:06:17.960 --> 00:06:18.680]  在街上
[00:06:18.680 --> 00:06:19.480]  他去了哪裡?
[00:06:19.480 --> 00:06:20.560]  在街上還是在學校?
[00:06:20.560 --> 00:06:22.120]  總之他出去
[00:06:22.120 --> 00:06:23.360]  在眾人當中
[00:06:23.360 --> 00:06:25.600]  還有些東西我不想講了
[00:06:25.600 --> 00:06:27.280]  你說是不是很噁心?
[00:06:27.280 --> 00:06:29.240]  是不是很離譜?
[00:06:29.240 --> 00:06:33.280]  我想他要麼就是有些醉酒
[00:06:33.280 --> 00:06:34.480]  或者神智不清
[00:06:34.480 --> 00:06:36.280]  但是他說他是藝術
[00:06:36.280 --> 00:06:37.840]  這個叫藝術
[00:06:37.840 --> 00:06:40.120]  你覺得恐怖嗎?
[00:06:40.600 --> 00:06:45.720]  就是從來都沒聽過藝術去到這樣的情況
[00:06:45.720 --> 00:06:49.280]  還有我們又被稱為神的兒女
[00:06:49.280 --> 00:06:49.800]  為什麼呢?
[00:06:49.800 --> 00:06:52.560]  因為在《楊枫第一章十二》
[00:06:52.560 --> 00:06:54.920]  他說凡接待他的就是信他明的人
[00:06:54.920 --> 00:06:56.960]  他就是他們權柄
[00:06:56.960 --> 00:06:58.360]  哇很厲害
[00:06:58.360 --> 00:06:59.000]  有權柄
[00:06:59.000 --> 00:06:59.800]  the right
[00:06:59.800 --> 00:07:00.560]  作什麼?
[00:07:00.560 --> 00:07:01.880]  作神的兒女
[00:07:01.880 --> 00:07:04.560]  所以我們說的這個真門徒
[00:07:04.560 --> 00:07:06.000]  其實可以叫門徒
[00:07:06.000 --> 00:07:06.680]  可以叫信徒
[00:07:06.680 --> 00:07:07.440]  可以叫基督徒
[00:07:07.440 --> 00:07:08.160]  可以叫聖徒
[00:07:08.160 --> 00:07:09.520]  可以叫神的兒女
[00:07:09.720 --> 00:07:12.200]  可能在聖經裡面你再找找
[00:07:12.200 --> 00:07:14.800]  還有多一些其他的名堂也說不定
[00:07:14.800 --> 00:07:15.840]  其實我們稱之為什麼呢?
[00:07:15.840 --> 00:07:17.600]  是君尊的祭司
[00:07:17.600 --> 00:07:20.080]  聖傑的族類
[00:07:20.080 --> 00:07:24.400]  宣揚召你們出黑暗
[00:07:24.400 --> 00:07:26.560]  入奇妙光明者的美德
[00:07:26.560 --> 00:07:27.400]  這是聖經所說的
[00:07:27.400 --> 00:07:27.880]  好了
[00:07:27.880 --> 00:07:30.480]  這個真門徒這個題目
[00:07:30.480 --> 00:07:33.400]  其實我在去年的七月
[00:07:33.400 --> 00:07:34.880]  我就去了多倫多
[00:07:34.880 --> 00:07:37.880]  因為那裡有一間教會
[00:07:37.880 --> 00:07:42.480]  邀請我去他們的下令會做講員
[00:07:42.480 --> 00:07:44.280]  應該是七月二十號
[00:07:44.280 --> 00:07:45.360]  二十一號
[00:07:45.360 --> 00:07:46.600]  二十二號
[00:07:46.600 --> 00:07:48.760]  是不是二十三號呢?
[00:07:48.760 --> 00:07:50.640]  總之就是星期五六日
[00:07:50.640 --> 00:07:51.960]  沒理由這麼多天的
[00:07:51.960 --> 00:07:53.680]  星期五六日
[00:07:53.680 --> 00:07:56.800]  就去分享一個什麼題目呢?
[00:07:56.800 --> 00:07:57.800]  是他們給我的
[00:07:57.800 --> 00:07:58.840]  因為那個教會
[00:07:58.840 --> 00:08:01.680]  全教會就叫人看一本書
[00:08:01.680 --> 00:08:03.280]  那本書叫做什麼呢?
[00:08:03.280 --> 00:08:05.360]  叫做 Radical Disciple
[00:08:05.360 --> 00:08:06.320]  是一個
[00:08:06.320 --> 00:08:08.200]  我不知道中文譯做什麼英文的
[00:08:08.200 --> 00:08:09.280]  哇!這本書
[00:08:09.280 --> 00:08:11.280]  他們先送了一本給我看
[00:08:11.280 --> 00:08:12.520]  我看了
[00:08:12.520 --> 00:08:15.240]  哇!這個作者很厲害
[00:08:15.240 --> 00:08:17.520]  原來在YouTube也有他講到的
[00:08:17.520 --> 00:08:19.880]  他裡面其實是講到
[00:08:19.880 --> 00:08:22.840]  一個門徒是怎樣呢?
[00:08:22.840 --> 00:08:24.000]  是 Radical 的
[00:08:24.000 --> 00:08:27.480]  原來我很尊敬的
[00:08:27.480 --> 00:08:28.600]  John Stock
[00:08:28.600 --> 00:08:30.040]  Reverend John Stock
[00:08:30.040 --> 00:08:31.880]  他也有一本書
[00:08:31.880 --> 00:08:33.480]  不過他N年前作的
[00:08:33.480 --> 00:08:35.160]  又是叫做 Radical Disciple
[00:08:35.160 --> 00:08:36.520]  我N年前看過
[00:08:36.520 --> 00:08:38.720]  其實這些 Discipleship
[00:08:38.720 --> 00:08:40.000]  門徒訓練
[00:08:40.000 --> 00:08:40.720]  門徒
[00:08:40.720 --> 00:08:41.560]  什麼真門徒
[00:08:41.560 --> 00:08:42.240]  真假門徒
[00:08:42.240 --> 00:08:43.640]  有一本叫做真假門徒
[00:08:43.640 --> 00:08:45.800]  都看了很十本百本的
[00:08:45.800 --> 00:08:46.480]  不同的作者
[00:08:46.480 --> 00:08:49.440]  有中外的也有的
[00:08:49.440 --> 00:08:51.640]  那本書我看完之後
[00:08:51.640 --> 00:08:53.800]  他們的教會就給我一個題目
[00:08:53.800 --> 00:08:55.520]  就說這次來廣告
[00:08:55.520 --> 00:08:57.520]  就要講真門徒
[00:08:57.520 --> 00:09:00.080]  其實他們每個人都看了一本書
[00:09:00.080 --> 00:09:00.920]  我看了一本書
[00:09:00.920 --> 00:09:03.520]  所以我就設計了四篇的內容
[00:09:03.520 --> 00:09:04.600]  就講那個題目
[00:09:04.600 --> 00:09:06.960]  其實我這一篇的真門徒
[00:09:06.960 --> 00:09:07.920]  是在那裏講
[00:09:07.920 --> 00:09:09.920]  不過他們給我講一個小時的
[00:09:09.920 --> 00:09:11.760]  因為是下令會
[00:09:11.760 --> 00:09:13.360]  不用趕著要什麼
[00:09:13.360 --> 00:09:15.360]  總之就是整個小時講的
[00:09:15.360 --> 00:09:18.080]  其實這一篇的真門徒
[00:09:18.080 --> 00:09:20.400]  如果我是自己做的筆記
[00:09:20.400 --> 00:09:22.400]  是有29點
[00:09:22.400 --> 00:09:25.360]  但是我想如果講29點
[00:09:25.360 --> 00:09:27.760]  每一個崇拜
[00:09:27.760 --> 00:09:28.960]  我計算過
[00:09:28.960 --> 00:09:31.160]  你今天見到我只給大家6點
[00:09:31.160 --> 00:09:34.600]  如果29點就差不多要講5個星期
[00:09:34.600 --> 00:09:36.120]  那我減了它
[00:09:36.120 --> 00:09:37.720]  所以我只會跟大家
[00:09:37.720 --> 00:09:41.920]  原則上已經講到第15點
[00:09:41.920 --> 00:09:43.360]  可能是第15點
[00:09:43.360 --> 00:09:46.560]  所以起碼要兩次至三次的崇拜才講完
[00:09:46.560 --> 00:09:47.160]  好了
[00:09:47.160 --> 00:09:48.880]  首先我們就看看
[00:09:48.880 --> 00:09:50.880]  這個第一點我跟他們分享的
[00:09:50.880 --> 00:09:52.880]  大家手裏面有個副頁
[00:09:52.880 --> 00:09:56.480]  第一點作為一個真的門徒
[00:09:56.480 --> 00:09:59.320]  是要常常遵守我的道
[00:09:59.320 --> 00:10:00.720]  這個是耶穌講的
[00:10:00.720 --> 00:10:02.720]  你作為一個真正的
[00:10:02.720 --> 00:10:05.160]  耶穌的跟從者
[00:10:05.160 --> 00:10:06.800]  是Disciple
[00:10:06.800 --> 00:10:08.800]  是Follower of Jesus Christ
[00:10:08.800 --> 00:10:10.240]  跟從耶穌的人
[00:10:10.240 --> 00:10:13.840]  是要常常遵守主耶穌的道
[00:10:13.840 --> 00:10:14.840]  對不對?
[00:10:14.840 --> 00:10:16.280]  很合理吧
[00:10:16.280 --> 00:10:18.760]  如果你去跟一個老師
[00:10:18.760 --> 00:10:20.040]  老師教你
[00:10:20.040 --> 00:10:24.120]  當你跟一個老師學唱歌
[00:10:24.120 --> 00:10:26.760]  那你是不是要跟老師
[00:10:26.760 --> 00:10:28.200]  你在學習的期間
[00:10:28.200 --> 00:10:30.960]  你是跟老師他教你怎樣唱法
[00:10:30.960 --> 00:10:32.960]  怎樣去勇氣
[00:10:32.960 --> 00:10:35.200]  怎樣唱高音又怎樣
[00:10:35.200 --> 00:10:36.040]  低音又怎樣
[00:10:36.040 --> 00:10:37.040]  你是要跟他
[00:10:37.040 --> 00:10:38.680]  因為你在學習期間
[00:10:38.680 --> 00:10:40.560]  當然你過了一段時間
[00:10:40.560 --> 00:10:42.080]  你自己成為大師
[00:10:42.080 --> 00:10:44.720]  可能你會自己自創一點
[00:10:44.720 --> 00:10:46.240]  會的
[00:10:46.240 --> 00:10:47.840]  譬如學功夫也是
[00:10:47.840 --> 00:10:49.760]  學功夫你跟老師
[00:10:49.760 --> 00:10:53.400]  我記得那時候我去學空手道
[00:10:53.400 --> 00:10:56.080]  在第二年
[00:10:56.080 --> 00:10:57.480]  我想是第幾年
[00:10:57.480 --> 00:10:58.480]  我第一年去一間
[00:10:58.480 --> 00:10:59.480]  第二年去第二間
[00:10:59.480 --> 00:11:00.480]  那空手道呢
[00:11:00.480 --> 00:11:03.800]  我在那裡打空手道
[00:11:03.800 --> 00:11:05.360]  跟著跟人要
[00:11:05.360 --> 00:11:07.560]  空手道要打搏擊的
[00:11:07.560 --> 00:11:09.800]  打一堂已經打搏擊了
[00:11:09.800 --> 00:11:12.800]  我在加拿大讀學生
[00:11:12.800 --> 00:11:13.800]  是一個外國人
[00:11:13.800 --> 00:11:14.480]  外國人來的
[00:11:14.480 --> 00:11:16.120]  跟我打搏擊
[00:11:16.120 --> 00:11:18.480]  但是我一擺個架出來
[00:11:18.480 --> 00:11:20.000]  根本就不是空手道
[00:11:20.000 --> 00:11:22.480]  因為我空手道學了一堂
[00:11:22.480 --> 00:11:25.080]  但是我以前學過太極
[00:11:25.080 --> 00:11:25.880]  詠春
[00:11:25.880 --> 00:11:26.680]  紅拳
[00:11:26.680 --> 00:11:27.600]  鷹爪
[00:11:27.600 --> 00:11:30.880]  就是每樣都學一點點
[00:11:30.880 --> 00:11:32.840]  學一套半套
[00:11:32.840 --> 00:11:33.720]  你現在叫我打
[00:11:33.720 --> 00:11:34.320]  我都不記得了
[00:11:34.320 --> 00:11:36.040]  不過我將它集大成了自己
[00:11:36.040 --> 00:11:36.960]  就是整個精神
[00:11:36.960 --> 00:11:39.320]  我一擺個架子出來的時候
[00:11:39.320 --> 00:11:42.800]  接著那個鬼仔
[00:11:42.800 --> 00:11:43.720]  都沒有靠近我
[00:11:43.720 --> 00:11:45.200]  我一腳踢我打到他的肚子裡
[00:11:45.200 --> 00:11:46.200]  他躲在那裡
[00:11:46.200 --> 00:11:48.160]  兩個教練
[00:11:48.160 --> 00:11:49.080]  三段的
[00:11:49.080 --> 00:11:49.680]  是鬼佬
[00:11:49.680 --> 00:11:51.080]  兩個是警察
[00:11:51.080 --> 00:11:54.040]  他只不過是去大學那裡教空手道
[00:11:54.040 --> 00:11:56.120]  三段也不是小事
[00:11:56.120 --> 00:11:57.200]  馬上走過來
[00:11:57.200 --> 00:11:59.560]  你這些不是空手道
[00:11:59.560 --> 00:12:01.280]  接著他就擺了個架出來
[00:12:01.280 --> 00:12:02.600]  要跟我打
[00:12:02.600 --> 00:12:03.680]  我當然不跟他打
[00:12:03.680 --> 00:12:05.040]  他三段都很厲害
[00:12:05.040 --> 00:12:05.960]  還是鬼佬很大隻
[00:12:05.960 --> 00:12:08.440]  還是警察很能打
[00:12:08.440 --> 00:12:11.720]  所以他的意思就是
[00:12:11.720 --> 00:12:13.080]  你跟我的空手道
[00:12:13.080 --> 00:12:14.960]  你都不是打空手道的
[00:12:14.960 --> 00:12:16.120]  你都不知道打些什麼
[00:12:16.120 --> 00:12:17.640]  總之手不是空手道的手
[00:12:17.640 --> 00:12:19.160]  他一看就知道
[00:12:19.160 --> 00:12:22.120]  所以原來我們跟主耶穌基督
[00:12:22.120 --> 00:12:23.320]  只是主的門徒
[00:12:23.320 --> 00:12:25.000]  我們一定要跟他的一套
[00:12:25.000 --> 00:12:27.000]  要不然我們可能跟了一些
[00:12:27.000 --> 00:12:30.200]  是混合了也不知道是什麼那一套
[00:12:30.200 --> 00:12:33.080]  所以耶穌基督說
[00:12:33.080 --> 00:12:36.960]  耶穌對信他的猶太人說
[00:12:36.960 --> 00:12:40.440]  你們若繼續遵守我的道
[00:12:40.440 --> 00:12:43.880]  就真是我的門徒了
[00:12:43.880 --> 00:12:44.680]  看到了
[00:12:44.680 --> 00:12:47.000]  他說若繼續遵守我的道
[00:12:47.000 --> 00:12:48.320]  什麼叫繼續
[00:12:48.320 --> 00:12:51.000]  就是說是一個持續的道
[00:12:51.000 --> 00:12:52.200]  如果我跟你說
[00:12:52.200 --> 00:12:54.200]  各位弟兄姊妹
[00:12:54.200 --> 00:12:55.520]  一信耶穌
[00:12:55.520 --> 00:12:56.960]  第一件事要做什麼
[00:12:56.960 --> 00:12:58.960]  你知不知道我會叫你做什麼
[00:12:58.960 --> 00:13:00.960]  你今天決志信主
[00:13:00.960 --> 00:13:02.960]  我講第一件事要做什麼
[00:13:02.960 --> 00:13:05.320]  是買一本聖經
[00:13:05.320 --> 00:13:06.760]  如果你沒有聖經
[00:13:06.760 --> 00:13:08.760]  有些人未信耶穌他已經有聖經
[00:13:08.760 --> 00:13:09.760]  但有些人沒有聖經
[00:13:09.760 --> 00:13:11.040]  你買一本聖經
[00:13:11.040 --> 00:13:12.720]  或者拿一本聖經
[00:13:12.720 --> 00:13:13.840]  怎樣也好
[00:13:13.840 --> 00:13:17.600]  每一天開始要讀聖經神的話語
[00:13:17.600 --> 00:13:19.840]  這個是我很強調的
[00:13:19.840 --> 00:13:21.600]  因為你說你信耶穌
[00:13:21.600 --> 00:13:23.480]  你都不知道主耶穌基督
[00:13:23.480 --> 00:13:25.280]  或者是聖經裡面有很多
[00:13:25.280 --> 00:13:26.680]  無論舊約新約
[00:13:26.680 --> 00:13:27.560]  神的律例
[00:13:27.560 --> 00:13:28.160]  典章
[00:13:28.160 --> 00:13:29.360]  神的教導是怎樣的
[00:13:29.360 --> 00:13:31.240]  你怎樣說自己信了耶穌
[00:13:31.240 --> 00:13:33.120]  怎樣說自己是跟從耶穌
[00:13:33.120 --> 00:13:34.600]  怎樣說自己是愛神
[00:13:34.600 --> 00:13:36.600]  你都不知道神喜歡什麼
[00:13:36.600 --> 00:13:37.480]  是不是
[00:13:37.480 --> 00:13:39.080]  神喜悅什麼神不喜悅什麼
[00:13:39.080 --> 00:13:40.080]  你都不知道
[00:13:40.080 --> 00:13:41.880]  所以這是第一件事
[00:13:41.880 --> 00:13:43.200]  而耶穌基督
[00:13:43.200 --> 00:13:44.040]  祂還說
[00:13:44.040 --> 00:13:45.840]  你們要繼續
[00:13:45.840 --> 00:13:46.880]  什麼叫繼續
[00:13:46.880 --> 00:13:49.600]  就是說不是好像今天讀一讀
[00:13:49.600 --> 00:13:52.200]  那本聖經就不知道扔到哪裡去了
[00:13:52.200 --> 00:13:53.560]  有些人有沒有聖經
[00:13:53.560 --> 00:13:54.160]  有
[00:13:54.160 --> 00:13:54.800]  在哪裡
[00:13:54.800 --> 00:13:55.600]  哦
[00:13:55.600 --> 00:13:57.800]  要找一下才找得出來
[00:13:57.800 --> 00:13:59.080]  可能放在書架
