
[00:00:00.000 --> 00:00:03.400]  今年暑假我們教會有四個不同的短訓
[00:04:29.900 --> 00:04:31.900]  他們有一個宣教的心態
[00:04:31.900 --> 00:04:32.900]  為什麼他們去紐約?
[00:04:32.900 --> 00:04:33.900]  你以為是旅行嗎?
[00:04:33.900 --> 00:04:34.900]  去玩嗎?
[00:04:34.900 --> 00:04:35.900]  很明顯不是
[00:04:35.900 --> 00:04:36.900]  他們很清楚地知道
[00:04:36.900 --> 00:04:38.900]  他們這個行程
[00:04:38.900 --> 00:04:40.900]  就是為了去那裡
[00:04:40.900 --> 00:04:42.900]  幫助當地的教會
[00:04:42.900 --> 00:04:43.900]  就是為了做神的工作
[00:04:43.900 --> 00:04:44.900]  就是為了宣教
[00:04:44.900 --> 00:04:45.900]  所以他們去的時候
[00:04:45.900 --> 00:04:47.900]  只是帶著這個目的
[00:04:47.900 --> 00:04:48.900]  其他都沒有
[00:04:48.900 --> 00:04:53.900]  為什麼沒有宣教?
[00:04:53.900 --> 00:04:55.900]  我的觀點是什麼?
[00:04:55.900 --> 00:04:56.900]  原來
[00:04:56.900 --> 00:04:58.900]  當你有一個宣教的心
[00:04:58.900 --> 00:05:01.900]  上帝將這個心智放在你裡面的時候
[00:05:01.900 --> 00:05:03.900]  這種心智
[00:05:03.900 --> 00:05:06.900]  再加上天賦上帝的幫助
[00:05:06.900 --> 00:05:07.900]  就像Amy說的
[00:05:07.900 --> 00:05:09.900]  一開始的時候很害怕
[00:05:09.900 --> 00:05:10.900]  不過
[00:05:10.900 --> 00:05:11.900]  after prayer
[00:05:11.900 --> 00:05:12.900]  祈禱之後
[00:05:12.900 --> 00:05:14.900]  上帝賜給了他們力量
[00:05:14.900 --> 00:05:15.900]  上帝賜給了他們勇氣
[00:05:15.900 --> 00:05:17.900]  上帝賜給了他們當講的說話
[00:05:17.900 --> 00:05:20.900]  他竟然能夠和一個stranger
[00:05:20.900 --> 00:05:22.900]  在街上碰到的
[00:05:22.900 --> 00:05:23.900]  去分享信仰
[00:05:23.900 --> 00:05:25.900]  去講福音
[00:05:25.900 --> 00:05:28.900]  原來當你有一個宣教的心智
[00:05:28.900 --> 00:05:30.900]  再加上上帝的恩典和能力的時候
[00:05:30.900 --> 00:05:32.900]  你能夠克服恐懼
[00:05:32.900 --> 00:05:34.900]  你能夠走出你的comfort zone
[00:05:34.900 --> 00:05:36.900]  你的安全的警覺區
[00:05:36.900 --> 00:05:39.900]  去做一些你從來沒有想過去做的事
[00:05:39.900 --> 00:05:40.900]  而且你記得
[00:05:40.900 --> 00:05:43.900]  這群是青少年而已
[00:05:43.900 --> 00:05:45.900]  十幾歲而已
[00:05:45.900 --> 00:05:49.900]  但他們已經能夠為主作供
[00:05:49.900 --> 00:05:51.900]  事實上
[00:05:51.900 --> 00:05:52.900]  當我看回的時候
[00:05:52.900 --> 00:05:53.900]  我發覺
[00:05:53.900 --> 00:05:56.900]  這個就是上帝將福音
[00:05:56.900 --> 00:06:00.900]  傳到世界每個角落的方法
[00:06:00.900 --> 00:06:03.900]  這個就是上帝的計劃
[00:06:03.900 --> 00:06:04.900]  我相信
[00:06:04.900 --> 00:06:05.900]  當那些門徒
[00:06:05.900 --> 00:06:06.900]  大家記得吧
[00:06:06.900 --> 00:06:08.900]  當那些門徒
[00:06:08.900 --> 00:06:10.900]  在耶穌升天
[00:06:10.900 --> 00:06:12.900]  耶穌給了一個大使命
[00:06:12.900 --> 00:06:15.900]  你們要往普天下去傳福音給萬民聽
[00:06:15.900 --> 00:06:17.900]  聽就聽吧
[00:06:17.900 --> 00:06:18.900]  如果你是門徒
[00:06:18.900 --> 00:06:20.900]  站在那裡聽到耶穌這樣講的時候
[00:06:20.900 --> 00:06:22.900]  我相信你會很驚訝
[00:06:22.900 --> 00:06:24.900]  Who are we?
[00:06:24.900 --> 00:06:26.900]  一群打魚佬
[00:06:26.900 --> 00:06:28.900]  就算不止十二個人
[00:06:28.900 --> 00:06:30.900]  在牢房上禱告的有二百個人
[00:06:30.900 --> 00:06:32.900]  How can we?
[00:06:32.900 --> 00:06:36.900]  我們能夠將福音帶到全世界每一個角落?
[00:06:36.900 --> 00:06:38.900]  We can make disciples of all nations
[00:06:38.900 --> 00:06:40.900]  能夠成萬民做耶穌基督的門徒?
[00:06:40.900 --> 00:06:42.900]  怎麼做?
[00:06:42.900 --> 00:06:46.900]  我相信連怎麼開始都想不到
[00:06:46.900 --> 00:06:48.900]  直到我發覺
[00:06:48.900 --> 00:06:53.900]  原來上帝是希望透過每一個相信祂的人
[00:06:53.900 --> 00:06:54.900]  就是你和我
[00:06:54.900 --> 00:06:58.900]  在這麼平凡的所謂平順圖
[00:06:58.900 --> 00:07:01.900]  去擴展天國的工作
[00:07:01.900 --> 00:07:02.900]  他們才明白到
[00:07:02.900 --> 00:07:06.900]  原來神不是依靠那些professional minister
[00:07:06.900 --> 00:07:08.900]  那些專業的牧師傳來的人
[00:07:08.900 --> 00:07:09.900]  宣教士
[00:07:09.900 --> 00:07:11.900]  是依靠每一個
[00:07:11.900 --> 00:07:13.900]  包括我們在座的每一位
[00:07:13.900 --> 00:07:15.900]  將福音帶到這個世界
[00:07:15.900 --> 00:07:17.900]  接著是經文
[00:07:17.900 --> 00:07:19.900]  我們很熟悉的
[00:07:19.900 --> 00:07:21.900]  在《小道行傳》十一章
[00:07:21.900 --> 00:07:23.900]  我們先看看當日的情況
[00:07:23.900 --> 00:07:25.900]  為什麼我這樣講呢?
[00:07:25.900 --> 00:07:27.900]  我們看《小道行傳》十一章第十九節開始
[00:07:27.900 --> 00:07:30.900]  上帝原來將福音傳到世界的方法
[00:07:30.900 --> 00:07:32.900]  是透過平凡的信徒
[00:07:32.900 --> 00:07:33.900]  一般的信徒
[00:07:33.900 --> 00:07:35.900]  好像你和我一樣的人
[00:07:35.900 --> 00:07:38.900]  去擴展他的國度
[00:07:38.900 --> 00:07:41.900]  《小道行傳》十一章第十九節說
[00:07:41.900 --> 00:07:43.900]  那些因為試題犯的事
[00:07:43.900 --> 00:07:45.900]  遭患難四散的門徒
[00:07:45.900 --> 00:07:46.900]  大家知道試題犯什麼事了
[00:07:46.900 --> 00:07:48.900]  因為傳福音而殉道
[00:07:48.900 --> 00:07:50.900]  第一個殉道者
[00:07:50.900 --> 00:07:51.900]  試題犯殉道之後
[00:07:51.900 --> 00:07:53.900]  於是教會受逼迫
[00:07:53.900 --> 00:07:55.900]  這些基督徒
[00:07:55.900 --> 00:07:59.900]  四散直走到肥利基
[00:07:59.900 --> 00:08:01.900]  塞浦路斯並安提昂
[00:08:01.900 --> 00:08:02.900]  他們不向別人講
[00:08:02.900 --> 00:08:04.900]  只向猶太人講
[00:08:04.900 --> 00:08:07.900]  但是內宗有塞浦路斯
[00:08:07.900 --> 00:08:08.900]  鼓勵內人
[00:08:08.900 --> 00:08:10.900]  他們到了安提昂的時候
[00:08:10.900 --> 00:08:12.900]  亦都向那些希臘人
[00:08:12.900 --> 00:08:14.900]  傳講主耶穌
[00:08:14.900 --> 00:08:17.900]  主與他們同在
[00:08:17.900 --> 00:08:18.900]  這個很重要
[00:08:18.900 --> 00:08:19.900]  主與他們同在
[00:08:19.900 --> 00:08:21.900]  信而歸之的人
[00:08:21.900 --> 00:08:24.900]  就很多了
[00:08:24.900 --> 00:08:26.900]  頂之我想問問大家
[00:08:26.900 --> 00:08:29.900]  這些四散的門徒是什麼人
[00:08:29.900 --> 00:08:31.900]  四散的門徒是什麼人
[00:08:31.900 --> 00:08:32.900]  就是我剛才所說的
[00:08:32.900 --> 00:08:34.900]  今天我們稱之為平信徒
[00:08:34.900 --> 00:08:36.900]  聖經裡面沒有平信徒這三個字
[00:08:36.900 --> 00:08:38.900]  這是後來我們叫的
[00:08:38.900 --> 00:08:40.900]  這些是一般的門徒
[00:08:40.900 --> 00:08:41.900]  一般的基督徒
[00:08:41.900 --> 00:08:42.900]  為什麼呢
[00:08:42.900 --> 00:08:44.900]  因為所有的領袖都留在耶路撒冷
[00:08:44.900 --> 00:08:47.900]  建立一個新開始的教會
[00:08:47.900 --> 00:08:49.900]  所以他們是Apostles
[00:08:49.900 --> 00:08:50.900]  是使徒
[00:08:50.900 --> 00:08:51.900]  和其他教會領袖
[00:08:51.900 --> 00:08:53.900]  我們鎮守大本營
[00:08:53.900 --> 00:08:54.900]  這班人
[00:08:54.900 --> 00:08:56.900]  這班人的基督徒
[00:08:56.900 --> 00:08:57.900]  因為信仰的緣故
[00:08:57.900 --> 00:09:00.900]  他們要離開所居住的地方
[00:09:00.900 --> 00:09:04.900]  散步到當時羅馬帝國不同的地方
[00:09:04.900 --> 00:09:06.900]  為什麼他們要離開
[00:09:06.900 --> 00:09:08.900]  為什麼他們要離開
[00:09:08.900 --> 00:09:09.900]  很明顯是因為信仰的緣故
[00:09:09.900 --> 00:09:11.900]  因為他們相信耶穌
[00:09:11.900 --> 00:09:15.900]  因為他們相信耶穌就是他們期待已久的救主
[00:09:15.900 --> 00:09:18.900]  他們不想背叛耶穌
[00:09:18.900 --> 00:09:20.900]  他們不想背叛他們的信仰
[00:09:20.900 --> 00:09:23.900]  但是現在猶太的領袖們在逼迫他們
[00:09:23.900 --> 00:09:27.900]  所以他們覺得這裡很難繼續為主道建政
[00:09:27.900 --> 00:09:29.900]  於是他們要離開
[00:09:29.900 --> 00:09:30.900]  有些人離開
[00:09:30.900 --> 00:09:31.900]  有些人留下
[00:09:31.900 --> 00:09:34.900]  所以離開的那些通常都不是教會的領袖
[00:09:34.900 --> 00:09:38.900]  離開的那些都不是很熱心的基督徒
[00:09:38.900 --> 00:09:39.900]  To be honest
[00:09:39.900 --> 00:09:40.900]  但是他們又不想背叛信仰
[00:09:40.900 --> 00:09:42.900]  所以就離開
[00:09:42.900 --> 00:09:44.900]  離開吧
[00:09:44.900 --> 00:09:46.900]  但是聖經說
[00:09:46.900 --> 00:09:49.900]  當他們離開的時候
[00:09:49.900 --> 00:09:51.900]  無論去到哪裡
[00:09:51.900 --> 00:09:54.900]  當他們遇到他們的同胞
[00:09:54.900 --> 00:09:56.900]  什麼人
[00:09:56.900 --> 00:09:57.900]  猶太人
[00:09:57.900 --> 00:10:00.900]  他們忍不住要告訴他們
[00:10:00.900 --> 00:10:02.900]  老鄉,你知道嗎?
[00:10:02.900 --> 00:10:05.900]  我們期待了幾百年
[00:10:05.900 --> 00:10:06.900]  等了很久
[00:10:06.900 --> 00:10:09.900]  那個救主來了
[00:10:09.900 --> 00:10:10.900]  祂就是耶穌
[00:10:10.900 --> 00:10:11.900]  我們見過祂
[00:10:11.900 --> 00:10:12.900]  我們聽過祂講道
[00:10:12.900 --> 00:10:13.900]  祂為我們死
[00:10:13.900 --> 00:10:16.900]  但是又重新復活了
[00:10:16.900 --> 00:10:17.900]  我們相信祂的時候
[00:10:17.900 --> 00:10:19.900]  就能夠得到這個永恆的救恩
[00:10:19.900 --> 00:10:21.900]  上帝會賜福我們的力量
[00:10:21.900 --> 00:10:24.900]  這班人出去
[00:10:24.900 --> 00:10:27.900]  帶著一個要將好消息
[00:10:27.900 --> 00:10:32.900]  告訴自己同胞的心智
[00:10:32.900 --> 00:10:33.900]  一個很簡單
[00:10:33.900 --> 00:10:36.900]  甚至可以很自私的宣教心智
[00:10:36.900 --> 00:10:37.900]  只是向自己同胞說
[00:10:37.900 --> 00:10:40.900]  因為救主是給猶太人的
[00:10:40.900 --> 00:10:42.900]  這是他們一直以來的信念
[00:10:42.900 --> 00:10:43.900]  等了這麼久
[00:10:43.900 --> 00:10:44.900]  等到了
[00:10:44.900 --> 00:10:46.900]  所以怎麼可以不告訴你呢?
[00:10:46.900 --> 00:10:47.900]  大家都是同鄉
[00:10:47.900 --> 00:10:50.900]  大家都是以色列人
[00:10:50.900 --> 00:10:52.900]  所以這班人
[00:10:52.900 --> 00:10:54.900]  因為信仰受逼迫
[00:10:54.900 --> 00:10:56.900]  因為信仰而離開
[00:10:56.900 --> 00:10:57.900]  耶路撒冷
[00:10:57.900 --> 00:10:58.900]  因為信仰
[00:10:58.900 --> 00:11:00.900]  去到每一個地方的時候
[00:11:00.900 --> 00:11:01.900]  既然是為了信仰的緣故
[00:11:01.900 --> 00:11:05.900]  一定要告訴我們自己的同胞
[00:11:05.900 --> 00:11:07.900]  這麼好的消息
[00:11:07.900 --> 00:11:09.900]  不過上帝有一個欽點
[00:11:09.900 --> 00:11:12.900]  為什麼說這是上帝的計劃呢?
[00:11:12.900 --> 00:11:14.900]  因為聖名與他們同在
[00:11:14.900 --> 00:11:16.900]  上帝與他們同在
[00:11:16.900 --> 00:11:18.900]  其中有些人
[00:11:18.900 --> 00:11:22.900]  就不單單向猶太人說
[00:11:22.900 --> 00:11:24.900]  我相信開始的時候
[00:11:24.900 --> 00:11:27.900]  說希臘話的都是猶太人
[00:11:27.900 --> 00:11:30.900]  就好像我們來美國生的小孩
[00:11:30.900 --> 00:11:32.900]  都是中國人
[00:11:32.900 --> 00:11:33.900]  不過不會說中文
[00:11:33.900 --> 00:11:36.900]  所以你自己同胞的子女
[00:11:36.900 --> 00:11:38.900]  徒生徒長
[00:11:38.900 --> 00:11:39.900]  要跟他們傳福音
[00:11:39.900 --> 00:11:40.900]  說什麼呢?
[00:11:40.900 --> 00:11:41.900]  說希臘話
[00:11:41.900 --> 00:11:43.900]  你跟他們說
[00:11:43.900 --> 00:11:44.900]  怎麼跟朋友說呢?
[00:11:44.900 --> 00:11:46.900]  當然我再強調
[00:11:46.900 --> 00:11:48.900]  有上帝的工作
[00:11:48.900 --> 00:11:50.900]  有聖靈的工作在當中
[00:11:50.900 --> 00:11:53.900]  所以當他首先向猶太人說
[00:11:53.900 --> 00:11:54.900]  不說的
[00:11:54.900 --> 00:11:55.900]  因為這個福音是給猶太人的
[00:11:55.900 --> 00:11:57.900]  他們以為
[00:11:57.900 --> 00:11:59.900]  他們不明白原來上帝的救恩
[00:11:59.900 --> 00:12:01.900]  是給全世界每一個人
[00:12:01.900 --> 00:12:02.900]  而當這些福音
[00:12:02.900 --> 00:12:04.900]  傳到給那些說希臘話的猶太人
[00:12:04.900 --> 00:12:06.900]  然後去到朋友
[00:12:06.900 --> 00:12:08.900]  他們看到
[00:12:08.900 --> 00:12:10.900]  我們以為福音是給猶太人
[00:12:10.900 --> 00:12:12.900]  原來不是
[00:12:12.900 --> 00:12:13.900]  凡是願意相信的
[00:12:13.900 --> 00:12:15.900]  都可以領受這個救恩
[00:12:15.900 --> 00:12:18.900]  那些非猶太人有反應
[00:12:18.900 --> 00:12:21.900]  非猶太人信耶穌
[00:12:21.900 --> 00:12:23.900]  在不知不覺當中
[00:12:23.900 --> 00:12:26.900]  他們打破了猶太人
[00:12:26.900 --> 00:12:28.900]  和非猶太人之間的隔膜
[00:12:28.900 --> 00:12:30.900]  以前猶太人是我們自己
[00:12:30.900 --> 00:12:32.900]  我們是天國的子民
[00:12:32.900 --> 00:12:34.900]  我們是上帝的兒女
[00:12:34.900 --> 00:12:35.900]  現在不是
[00:12:35.900 --> 00:12:38.900]  原來凡是信耶穌的都可以
[00:12:38.900 --> 00:12:41.900]  猶太人和非猶太人之間的隔膜
[00:12:41.900 --> 00:12:42.900]  被剷除
[00:12:42.900 --> 00:12:44.900]  文化上的差異
[00:12:44.900 --> 00:12:46.900]  有沒有cultural differences
[00:12:46.900 --> 00:12:48.900]  你跟ABC聊天有沒有differences
[00:12:48.900 --> 00:12:49.900]  有的
[00:12:49.900 --> 00:12:51.900]  不過因為福音的緣故
[00:12:51.900 --> 00:12:52.900]  overcome
[00:12:52.900 --> 00:12:54.900]  overcome
[00:12:54.900 --> 00:12:56.900]  感謝美主
[00:12:56.900 --> 00:12:57.900]  二
[00:12:57.900 --> 00:12:58.900]  我再提一提
[00:12:58.900 --> 00:13:00.900]  這些是什麼人
[00:13:00.900 --> 00:13:02.900]  就好像你們坐在這裡
[00:13:02.900 --> 00:13:04.900]  所謂平信徒
[00:13:04.900 --> 00:13:05.900]  沒有受過訓練
[00:13:05.900 --> 00:13:06.900]  沒有受過裝備
[00:13:06.900 --> 00:13:08.900]  就是因為有這樣的心
[00:13:08.900 --> 00:13:10.900]  要將這個好消息
[00:13:10.900 --> 00:13:12.900]  告訴自己的同胞
[00:13:12.900 --> 00:13:13.900]  而在不知不覺當中
[00:13:13.900 --> 00:13:15.900]  神就使用他們
[00:13:15.900 --> 00:13:19.900]  將福音從猶太
[00:13:19.900 --> 00:13:20.900]  撒馬尼亞
[00:13:20.900 --> 00:13:22.900]  帶出耶路撒冷
[00:13:22.900 --> 00:13:25.900]  去到羅馬帝國
[00:13:25.900 --> 00:13:28.900]  每一個國的閣樓
[00:13:28.900 --> 00:13:29.900]  你知道嗎
[00:13:29.900 --> 00:13:30.900]  讓我再說
[00:13:30.900 --> 00:13:32.900]  原來上帝的心意
[00:13:32.900 --> 00:13:33.900]  上帝的plan
[00:13:33.900 --> 00:13:35.900]  真的高過人的plan
[00:13:35.900 --> 00:13:37.900]  上帝的計劃是
[00:13:37.900 --> 00:13:39.900]  要透過平庸的人
[00:13:39.900 --> 00:13:41.900]  透過一般的基督徒
[00:13:41.900 --> 00:13:43.900]  透過你和我
[00:13:43.900 --> 00:13:45.900]  去將福音帶給那些
[00:13:45.900 --> 00:13:49.900]  未認識耶穌基督的人
[00:13:49.900 --> 00:13:53.900]  當我們說傳福音
[00:13:53.900 --> 00:13:55.900]  當我們說直堂
[00:13:55.900 --> 00:13:56.900]  先不要說直堂
[00:13:56.900 --> 00:13:57.900]  先說傳福音
[00:13:57.900 --> 00:13:59.900]  其實都覺得很難
[00:13:59.900 --> 00:14:01.900]  剛才我們聽Damian說的時候
[00:14:01.900 --> 00:14:04.900]  他都跟stranger說信仰
[00:14:04.900 --> 00:14:05.900]  這個人不認識
[00:14:05.900 --> 00:14:07.900]  在街上碰到
[00:14:07.900 --> 00:14:08.900]  就拉著他
[00:14:08.900 --> 00:14:09.900]  有沒有興趣聽聽
[00:14:09.900 --> 00:14:10.900]  難不難
[00:14:10.900 --> 00:14:12.900]  難
[00:14:12.900 --> 00:14:14.900]  要開一個教會
[00:14:14.900 --> 00:14:16.900]  難不難
[00:14:16.900 --> 00:14:18.900]  更加難
[00:14:18.900 --> 00:14:19.900]  可能你沒想過
[00:14:19.900 --> 00:14:21.900]  開教會不關我的事
[00:14:21.900 --> 00:14:23.900]  牧師你找人去開吧
[00:14:23.900 --> 00:14:25.900]  It's not me
[00:14:25.900 --> 00:14:27.900]  但如果你明白我剛才所說的
[00:14:27.900 --> 00:14:29.900]  原來上帝就是用你
[00:14:29.900 --> 00:14:32.900]  一般的基督徒
[00:14:32.900 --> 00:14:35.900]  平凡像你和我一樣
[00:14:35.900 --> 00:14:38.900]  這些所謂信耶穌的人
[00:14:38.900 --> 00:14:41.900]  去開始這些教會
[00:14:41.900 --> 00:14:47.900]  這個就是神的工作
[00:14:47.900 --> 00:14:49.900]  昨天我看了一個報告
[00:14:49.900 --> 00:14:51.900]  這個報告是什麼呢
[00:14:51.900 --> 00:14:53.900]  Library Research
[00:14:53.900 --> 00:14:57.900]  他們發覺原來有68%的人
[00:14:57.900 --> 00:14:59.900]  這些是經常回教會的
[00:14:59.900 --> 00:15:01.900]  68%
[00:15:01.900 --> 00:15:03.900]  差不多每個星期都去教會的人
[00:15:03.900 --> 00:15:09.900]  他們住在離開教會不到15分鐘的車程
[00:15:09.900 --> 00:15:11.900]  明白我說什麼嗎
[00:15:11.900 --> 00:15:14.900]  即是說離教會遠一點的人
[00:15:14.900 --> 00:15:16.900]  通常不會去得這麼近
[00:15:16.900 --> 00:15:18.900]  不過近就會去
[00:15:18.900 --> 00:15:19.900]  特別是灣區不用說
[00:15:19.900 --> 00:15:21.900]  現在也要半小時車程
[00:15:21.900 --> 00:15:23.900]  那你不是不想去教會嗎
[00:15:23.900 --> 00:15:24.900]  That is true
[00:15:24.900 --> 00:15:26.900]  所以很多人就不來
[00:15:26.900 --> 00:15:30.900]  And that's why
[00:15:30.900 --> 00:15:32.900]  我們要直堂
[00:15:32.900 --> 00:15:34.900]  現在不是說你來吧
[00:15:34.900 --> 00:15:35.900]  We have something that you need
[00:15:35.900 --> 00:15:36.900]  Come
[00:15:36.900 --> 00:15:37.900]  三文治的來吧
[00:15:37.900 --> 00:15:39.900]  President樂來了
[00:15:39.900 --> 00:15:41.900]  Tracy來了
[00:15:41.900 --> 00:15:43.900]  They won't come
[00:15:43.900 --> 00:15:46.900]  Too far away
[00:15:46.900 --> 00:15:48.900]  我們將教會帶到他們的內部
[00:15:48.900 --> 00:15:50.900]  帶到他們當中
[00:15:50.900 --> 00:15:52.900]  我們就鋪一個機會給他們
[00:15:52.900 --> 00:15:55.900]  讓他們有機會去信耶穌
[00:15:55.900 --> 00:15:58.900]  認識耶穌基督的愛
[00:15:58.900 --> 00:16:00.900]  Tim Keller from Redeemer Church
[00:16:00.900 --> 00:16:02.900]  在New York City
[00:16:02.900 --> 00:16:03.900]  一個很有名的牧師
[00:16:03.900 --> 00:16:04.900]  他怎麼說呢
[00:16:04.900 --> 00:16:06.900]  他有一個quote
[00:16:06.900 --> 00:16:08.900]  他在說什麼呢
[00:16:08.900 --> 00:16:10.900]  他說
[00:16:10.900 --> 00:16:14.900]  建立新的教會是我們可以確定的唯一方法
[00:16:14.900 --> 00:16:18.900]  是我們能夠增加一個城市信徒數量
[00:16:18.900 --> 00:16:24.900]  和更新整個基督身體的最佳途徑之一
[00:16:24.900 --> 00:16:26.900]  事實上
[00:16:26.900 --> 00:16:29.900]  所有基督教的研究機構
[00:16:29.900 --> 00:16:32.900]  一個接一個的研究報告都告訴我們
[00:16:32.900 --> 00:16:41.900]  藉堂是能夠完成大使命最有效和唯一的方法
[00:16:41.900 --> 00:16:44.900]  問題是誰去藉堂
[00:16:44.900 --> 00:16:49.900]  誰開始教會
[00:16:49.900 --> 00:16:51.900]  一般的弟兄姊妹
[00:16:51.900 --> 00:16:52.900]  平信徒
[00:16:52.900 --> 00:16:54.900]  你和我
[00:16:54.900 --> 00:16:55.900]  你住在那裡
[00:16:55.900 --> 00:17:00.900]  就在那裡傳福音
[00:17:00.900 --> 00:17:05.900]  前幾天我特意上去President
[00:17:05.900 --> 00:17:07.900]  就是為了今天要和大家分享一個訊息
[00:17:07.900 --> 00:17:11.900]  因為我們開始President的訓堂是六年前
[00:17:11.900 --> 00:17:13.900]  我去訪問
[00:17:13.900 --> 00:17:20.900]  有兩對幫忙一起參加藉堂的弟兄姊妹
[00:17:20.900 --> 00:17:22.900]  其中一個姊妹在分享的時候跟我說
[00:17:22.900 --> 00:17:23.900]  不知道那段影片有沒有播放
[00:17:23.900 --> 00:17:24.900]  我忘記了
[00:17:24.900 --> 00:17:26.900]  好像沒有
[00:17:26.900 --> 00:17:30.900]  她說她搬到西門牧沒多久
[00:17:30.900 --> 00:17:32.900]  認識了很多新的朋友
[00:17:32.900 --> 00:17:34.900]  這些新朋友是鄰居
[00:17:34.900 --> 00:17:37.900]  很多中國人搬到三谷去住
[00:17:37.900 --> 00:17:39.900]  鄰居之外還有什麼呢
[00:17:39.900 --> 00:17:41.900]  是她的小朋友 上學那些
[00:17:41.900 --> 00:17:42.900]  父母去接小朋友放學的時候
[00:17:42.900 --> 00:17:46.900]  父母認識了很多這樣的人
[00:17:46.900 --> 00:17:47.900]  這個姊妹怎麼說呢
[00:17:47.900 --> 00:17:49.900]  她說當她看到這些人的時候
[00:17:49.900 --> 00:17:52.900]  她說看起來每個人都生活得很好
