
[00:00:00.000 --> 00:00:03.120]  我們一起讀的是《舊約聖經》
[00:05:35.520 --> 00:05:36.640]  真是不枉過了
[00:05:36.640 --> 00:05:39.540]  這個我們叫做秘魯和回歸
[00:05:39.540 --> 00:05:44.160]  秘魯70年之後上帝就帶他們回歸
[00:05:44.160 --> 00:05:46.160]  大概70年一個round number
[00:05:46.160 --> 00:05:49.760]  如果你仔細一點去看秘魯
[00:05:49.760 --> 00:05:53.600]  其實秘魯有三個前後有三次的秘魯
[00:05:53.600 --> 00:05:58.620]  第一次是公元前的605年等等
[00:05:58.620 --> 00:06:02.580]  但也都大概70年之後有三次的回歸
[00:06:02.580 --> 00:06:03.780]  回歸然後散了
[00:06:03.780 --> 00:06:04.820]  雖然它沒有復國
[00:06:04.820 --> 00:06:09.420]  但是回歸是代表一種新的盼望
[00:06:09.420 --> 00:06:12.300]  如果有機會我們遲一些去看《但以理書》
[00:06:12.300 --> 00:06:14.140]  我們會知道
[00:06:14.140 --> 00:06:18.420]  其實《但以理》剛好夾在秘魯和回歸的中間
[00:06:18.420 --> 00:06:20.740]  但以理我們相信第一次秘魯的時候
[00:06:20.740 --> 00:06:23.020]  可能它是一個年輕人的秘魯
[00:06:23.020 --> 00:06:27.620]  而到最後回歸的第一次回歸的時候
[00:06:27.620 --> 00:06:32.780]  就是正是但以理入獅子坑出獅子坑那一年
[00:06:32.780 --> 00:06:34.200]  有一件事很重要的
[00:06:34.200 --> 00:06:35.640]  我們要知道就是
[00:06:35.640 --> 00:06:40.120]  以色列人的秘魯回歸不是一個政治的
[00:06:40.120 --> 00:06:41.660]  不是不夠人打
[00:06:41.660 --> 00:06:45.700]  不是因為自己國家低迷
[00:06:45.700 --> 00:06:49.080]  而是完全是耶和華掌管
[00:06:49.080 --> 00:06:51.580]  不單止不是耶和華不夠人打
[00:06:51.580 --> 00:06:54.080]  而是耶和華掌管了
[00:06:54.080 --> 00:06:59.300]  耶和華用亞述人用巴比倫人去審判以色列
[00:06:59.300 --> 00:07:02.540]  然而以色列正在等一個君王
[00:07:02.540 --> 00:07:05.460]  一個君王可以帶他們去真的敬拜耶和華
[00:07:05.460 --> 00:07:09.460]  這個君王可以為他們那幫忠心的愚民
[00:07:09.460 --> 00:07:12.060]  就是以色列人就不會全部得救的
[00:07:12.060 --> 00:07:16.240]  一幫忠心的愚民為他們帶來最得寫面
[00:07:16.240 --> 00:07:21.000]  所以當你去到舊約完結馬拉基書的時候
[00:07:21.000 --> 00:07:22.180]  他們都是回歸了
[00:07:22.180 --> 00:07:25.300]  但是他仍然在等著天國的來臨
[00:07:25.300 --> 00:07:26.420]  那個君王的來臨
[00:07:26.420 --> 00:07:28.940]  接著有400年的黑暗的日子
[00:07:28.940 --> 00:07:30.940]  基本上你讀到這裡
[00:07:30.940 --> 00:07:36.440]  差不多整個以色列人的舊約歷史就完結了
[00:07:36.440 --> 00:07:39.960]  好 你有了這個架構
[00:07:39.960 --> 00:07:43.080]  你就可以開始明白每一本書
[00:07:43.080 --> 00:07:47.360]  和他們在舊約歷史裡面的一些主題
[00:07:47.360 --> 00:07:50.660]  或者它的功能、它的作用
[00:07:50.660 --> 00:07:55.700]  我們都是由《摩西五經》開始複雜、溫雜
[00:07:55.700 --> 00:08:00.980]  我們知道這些都是影子指向最終的主耶穌基督
[00:08:00.980 --> 00:08:04.120]  《摩西五經》、《創世紀》、《創造墮落》
[00:08:04.120 --> 00:08:10.360]  《救贖三部曲》、《揣迦記》、《偶像之家》的《徒生記》
[00:08:10.360 --> 00:08:13.180]  《利美紀》在《揣迦記》之後沒多久
[00:08:13.180 --> 00:08:17.440]  說到上帝在西南山上怎麼樣去啟示祂自己
[00:08:17.440 --> 00:08:19.740]  比如說祂是一個聖潔的君王
[00:08:19.740 --> 00:08:24.620]  而利美或者祭司的作用就是要保護祂的聖潔
[00:08:24.620 --> 00:08:27.640]  也是保護那些有罪的人
[00:08:27.640 --> 00:08:29.820]  因為如果不是
[00:08:29.820 --> 00:08:32.220]  如果他們沒有遵守上帝的誡命
[00:08:32.220 --> 00:08:36.580]  上帝的怒火會在罪人的身上
[00:08:36.580 --> 00:08:40.960]  很可惜以色列人沒有離開他們的偶像
[00:08:40.960 --> 00:08:44.500]  也都沒有成為聖潔、分別為聖
[00:08:44.500 --> 00:08:47.020]  他們在曠野裡面的大叛逆
[00:08:47.020 --> 00:08:47.920]  因為這樣的緣故
[00:08:47.920 --> 00:08:51.460]  結果在曠野裡面留了40年
[00:08:51.460 --> 00:08:55.060]  以致第一代全部死在曠野
[00:08:55.060 --> 00:08:56.840]  之後第二代可以再進去
[00:08:56.840 --> 00:09:00.280]  但是第二代會不會再犯同樣的錯呢?
[00:09:00.280 --> 00:09:04.740]  在第二代還沒有進入這個認祂之地之前
[00:09:04.740 --> 00:09:10.380]  《生命記》是摩西最後的講道
[00:09:10.380 --> 00:09:14.420]  總結祂40年的經驗
[00:09:14.420 --> 00:09:19.500]  鼓勵他們叫他們不可以三心兩意跟隨上帝
[00:09:19.500 --> 00:09:22.440]  而是要深受葛禮、深愛主
[00:09:22.440 --> 00:09:26.340]  唯有這樣他們才可以成為上帝的子民
[00:09:26.340 --> 00:09:29.340]  就完結了摩西悟經
[00:09:29.340 --> 00:09:35.680]  接著約書亞繼承了摩西
[00:09:35.680 --> 00:09:39.580]  帶領他們進入了認祂之地
[00:09:39.580 --> 00:09:44.420]  這個都是一個我們可以說從身體上
[00:09:44.420 --> 00:09:47.720]  從表面上他們進入了
[00:09:47.720 --> 00:09:49.660]  但是其實他們的屬靈狀態是什麼呢?
[00:09:49.660 --> 00:09:52.020]  就算你去到約書亞紀後
[00:09:52.020 --> 00:09:54.180]  約書亞都是繼續去警告他們
[00:09:54.180 --> 00:09:55.940]  他們的屬靈的情況
[00:09:55.940 --> 00:09:59.520]  約書亞紀我有個題目叫做《書見恩仇盡迦蘭》
[00:09:59.520 --> 00:10:03.300]  那個書就是他們一定要遵守摩西悟經
[00:10:03.300 --> 00:10:07.960]  尤其是在《生命記》裡面上帝的律例典章
[00:10:07.960 --> 00:10:12.680]  有恩 你看到拉合的蒙恩
[00:10:12.680 --> 00:10:18.620]  也都看到他們需要打一場聖戰去除去
[00:10:18.620 --> 00:10:22.260]  這個迦蘭人的偶像等等
[00:10:22.260 --> 00:10:24.000]  他們的目標是進入迦蘭
[00:10:24.000 --> 00:10:27.320]  當然這些都是一些影子
[00:10:27.320 --> 00:10:28.920]  當他們進入了之後
[00:10:28.920 --> 00:10:32.500]  下一本書去到《史詩記》就說他們進去了
[00:10:32.500 --> 00:10:36.280]  你發現原來他們是完全不行的
[00:10:36.280 --> 00:10:40.620]  《史詩記》和《路德記》是雙胞胎
[00:10:40.620 --> 00:10:43.420]  其實因為它寫的時候已經是
[00:10:43.420 --> 00:10:45.540]  可能是君王的時代
[00:10:45.540 --> 00:10:47.900]  它總結史詩的時代
[00:10:47.900 --> 00:10:50.660]  那種混亂 混亂史詩真舊主
[00:10:50.660 --> 00:10:52.980]  他們在等一個真的君王
[00:10:52.980 --> 00:10:55.140]  那時以色列沒有王
[00:10:55.140 --> 00:10:59.040]  而這個真君王當時已經是出了蘇羅王
[00:10:59.040 --> 00:11:03.960]  但是他們覺得蘇羅王不是那個真靈天子
[00:11:03.960 --> 00:11:07.540]  或者不是那個真的可以帶我們去到上帝
[00:11:07.540 --> 00:11:14.860]  於是唯有大衛和大衛的後裔才可以帶我們
[00:11:14.860 --> 00:11:19.700]  所以《史詩記》是說蘇羅王不是一個賢君
[00:11:19.700 --> 00:11:24.260]  大衛 《路德記》說大衛才是那個賢君
[00:11:24.260 --> 00:11:26.460]  當然你進入《撒姆爾記》的時候
[00:11:26.460 --> 00:11:31.560]  你會開始發現原來大衛都不是那個賢君
[00:11:31.560 --> 00:11:35.440]  《撒姆爾記》裡面記載三個人
[00:11:35.440 --> 00:11:38.680]  撒姆爾他是kingmaker 他是做王者
[00:11:38.680 --> 00:11:43.040]  蘇羅第一個皇帝和大衛的第一個皇帝
[00:11:43.040 --> 00:11:45.540]  如果你將《撒姆爾記》上下一齊看的時候
[00:11:45.540 --> 00:11:47.640]  你會發現兩個故事加起來
[00:11:47.640 --> 00:11:51.000]  其實是兩個君王的上升和下墜
[00:11:51.000 --> 00:11:56.540]  去到最後大衛因為他拔士巴和烏尼亞的罪
[00:11:56.540 --> 00:12:01.180]  他也做了眼中看為惡的事情
[00:12:01.180 --> 00:12:04.520]  這個《撒姆爾記》的主題會是
[00:12:04.520 --> 00:12:07.180]  永約上主三君王
[00:12:07.180 --> 00:12:10.380]  第三個君王就不在《撒姆爾記》裡面
[00:12:10.380 --> 00:12:13.940]  是上帝納約說有一天大衛的後裔
[00:12:13.940 --> 00:12:16.620]  會真的將上帝的國
[00:12:16.620 --> 00:12:19.880]  永遠的國帶來到我們的當中
[00:12:19.880 --> 00:12:23.560]  《撒姆爾記》的結束帶我們進入《獵王記》
[00:12:23.560 --> 00:12:25.480]  我今天就想了
[00:12:25.480 --> 00:12:28.000]  《獵王記》我怎樣用一個slide
[00:12:28.000 --> 00:12:31.020]  或者一句話去幫你總結
[00:12:31.020 --> 00:12:36.540]  我就叫它做墮落君王真盤王
[00:12:36.540 --> 00:12:38.960]  什麼叫墮落君王真盤王呢?
[00:12:38.960 --> 00:12:41.500]  就是你去到《獵王記》之後
[00:12:41.500 --> 00:12:44.740]  你開始的是所羅門
[00:12:44.740 --> 00:12:47.360]  當然上個星期如果你聽我講已經知道
[00:12:47.360 --> 00:12:51.340]  其實它已經告訴我們所羅門已經墜落了
[00:12:51.340 --> 00:12:53.320]  所羅門之後就更慘了
[00:12:53.320 --> 00:12:55.200]  就是那個國家一分為二
[00:12:55.200 --> 00:12:57.000]  北面就一個一個衰
[00:12:57.000 --> 00:12:59.360]  南面久不久有一個好一點的皇帝
[00:12:59.360 --> 00:13:06.940]  但是最終都是很多很多墮落的君王遺址
[00:13:06.940 --> 00:13:10.240]  最後他們去秘魯巴比倫
[00:13:10.240 --> 00:13:16.140]  很多人覺得《獵王記》寫的背景已經是秘魯
[00:13:16.140 --> 00:13:18.860]  他們在問自己為什麼我們會搞成這樣
[00:13:18.860 --> 00:13:20.920]  究竟為什麼我們會秘魯
[00:13:20.920 --> 00:13:22.040]  當然有人會說
[00:13:22.040 --> 00:13:23.620]  哎呀 上帝是不是忘記了我們
[00:13:23.620 --> 00:13:25.120]  或者上帝不夠打
[00:13:25.120 --> 00:13:27.480]  於是輸了給亞述 輸了給巴比倫
[00:13:27.480 --> 00:13:28.700]  其實答案不是
[00:13:28.700 --> 00:13:32.340]  原來巴比倫和亞述都是上帝所徵用的棋子
[00:13:32.340 --> 00:13:36.880]  以致他處罰犯罪的以色列人
[00:13:36.880 --> 00:13:42.380]  而在當中 在很多的獵王墮落當中
[00:13:42.380 --> 00:13:44.560]  上帝興起了另一幫人叫做先知
[00:13:44.560 --> 00:13:49.120]  當然我們最熟悉的就是以利亞和以利撒
[00:13:49.120 --> 00:13:52.180]  他們在那個時代裏面不斷呼喚
[00:13:52.180 --> 00:13:55.840]  那個君王也是以色列人迴轉
[00:13:55.840 --> 00:14:01.020]  上帝仍然在那個黑暗的時代裏面仍然掌握
[00:14:01.020 --> 00:14:04.560]  當然最後整本書完的時候
[00:14:04.560 --> 00:14:07.000]  其實都有一點點曙光
[00:14:07.000 --> 00:14:13.800]  就是其實那個秘魯沒有令到以色列人完全的滅亡
[00:14:13.800 --> 00:14:16.840]  而是還有一線的曙光
[00:14:16.840 --> 00:14:24.240]  這樣完的就是在預備我們將來天國重要來臨
[00:14:24.240 --> 00:14:26.480]  所以在整個故事裏面
[00:14:26.480 --> 00:14:29.460]  除了君王 即獵王記是君王
[00:14:29.460 --> 00:14:31.760]  扮演一個很重要的角色
[00:14:31.760 --> 00:14:34.260]  你會發現有另外一幫人上了來
[00:14:34.260 --> 00:14:38.920]  就是這個先知
[00:14:38.920 --> 00:14:42.540]  所以今天我們剛剛去到獵王記第19章
[00:14:42.540 --> 00:14:46.280]  我想和你看幾節
[00:14:46.280 --> 00:14:52.120]  關於以利亞傳位給以利撒的故事
[00:14:52.120 --> 00:14:54.640]  這個已經說到以利亞
[00:14:54.640 --> 00:14:58.080]  如果你記得是和巴力大戰了一輪
[00:14:58.080 --> 00:15:00.340]  他自己很depressed(沮喪)
[00:15:00.340 --> 00:15:04.460]  他很不開心的在逃走
[00:15:04.460 --> 00:15:07.680]  於是上帝就追到他 和他說
[00:15:07.680 --> 00:15:12.720]  要他繼續將他的位份傳給以利撒
[00:15:12.720 --> 00:15:17.400]  獵王記19章15節這樣說
[00:15:17.400 --> 00:15:19.100]  耶和華對他說去吧
[00:15:19.100 --> 00:15:23.920]  你要高哈舍作阿蘭王 又高耶護作以色列王
[00:15:23.920 --> 00:15:27.800]  又高以利撒作先知接續你
[00:15:27.800 --> 00:15:31.480]  但我在以色列中留下七千人
[00:15:31.480 --> 00:15:34.400]  是未曾向巴力屈膝
[00:15:34.400 --> 00:15:38.100]  未曾親嘴親吻巴力的
[00:15:38.100 --> 00:15:42.980]  以利亞一直覺得自己是唯一一個忠心如意的上帝
[00:15:42.980 --> 00:15:44.560]  於是他覺得很悲哀
[00:15:44.560 --> 00:15:47.620]  但是上帝說還有其他人我是保留著
[00:15:47.620 --> 00:15:50.200]  而他已經做完他的工作
[00:15:50.200 --> 00:15:54.660]  於是他開始可以將工作卸任傳給以利撒
[00:15:54.660 --> 00:15:57.760]  我想你看一下以利撒夢照的過程
[00:15:57.760 --> 00:16:01.320]  於是以利亞離開那裡 走了於堅
[00:16:01.320 --> 00:16:04.920]  沙伯的兒子以利撒他正在耕田
[00:16:04.920 --> 00:16:07.280]  原來以利撒是農夫來的
[00:16:07.280 --> 00:16:11.980]  在他前頭有十二對牛 自己趕著第十二對
[00:16:11.980 --> 00:16:15.940]  這十二對牛當然就是他的生財的工具
[00:16:15.940 --> 00:16:18.840]  他謀生的工具
[00:16:18.840 --> 00:16:23.400]  以利亞經過他把自己的愛依搭在他身上
[00:16:23.400 --> 00:16:24.500]  這些是Standard
[00:16:24.500 --> 00:16:27.620]  就是說有人呼召你 叫你做他的門徒
[00:16:27.620 --> 00:16:30.180]  以利亞是一個先知
[00:16:30.180 --> 00:16:32.940]  我想在那個時候就眾所居之了
[00:16:32.940 --> 00:16:38.540]  所以以利撒絕對是知道他是一個先知
[00:16:38.540 --> 00:16:39.440]  是一個真先知
[00:16:39.440 --> 00:16:42.720]  也都知道他用自己的愛依搭在他身上
[00:16:42.720 --> 00:16:47.760]  是代表他要呼喚他 要傳位給他
[00:16:47.760 --> 00:16:53.140]  於是以利撒就離開牛 跑到以利亞那裡說
[00:16:53.140 --> 00:16:57.040]  請你讓我先與父母吻別
[00:16:57.040 --> 00:16:59.900]  然後我就跟隨你
[00:16:59.900 --> 00:17:01.840]  以利亞對他說
[00:17:01.840 --> 00:17:05.600]  因我對你所做的事 你去吧 然後回來
[00:17:05.600 --> 00:17:08.280]  於是他說 好 我要跟隨你
[00:17:08.280 --> 00:17:12.180]  你看到以利撒是一個
[00:17:12.180 --> 00:17:15.140]  我們不是很知道以利撒的背景
[00:17:15.140 --> 00:17:18.720]  其實這張曾經是第一次以利撒的名字出來
[00:17:18.720 --> 00:17:20.760]  但是你大概可以估計
[00:17:20.760 --> 00:17:23.720]  以利撒是一個忠於耶和華的人
[00:17:23.720 --> 00:17:27.960]  他是在等待耶和華國度的來臨
[00:17:27.960 --> 00:17:31.700]  在他等待的過程裡面 他是很願意附上
[00:17:31.700 --> 00:17:34.520]  當然沒有人可以說我自己要去做先知
[00:17:34.520 --> 00:17:36.680]  但是當上帝的呼召
[00:17:36.680 --> 00:17:38.680]  來到我們去跟隨他的時候
[00:17:38.680 --> 00:17:41.720]  你看到以利撒是絕對義不容辭
[00:17:41.720 --> 00:17:43.620]  他唯一求了一件事就是
[00:17:43.620 --> 00:17:47.680]  讓我回去與我的父母吻別
[00:17:47.680 --> 00:17:51.240]  於是以利亞說 你去吧 放心 你去吧
[00:17:51.240 --> 00:17:54.700]  以利撒就離開 他回去
[00:17:54.700 --> 00:17:56.500]  載了一對牛
[00:17:56.500 --> 00:18:02.160]  用套牛的器具 煮肉給百姓吃
[00:18:02.160 --> 00:18:06.200]  然後就起身跟隨以利亞服侍他
[00:18:06.200 --> 00:18:08.780]  這個很有趣 他回去 他有12對牛
[00:18:08.780 --> 00:18:11.700]  他載了一對牛 他沒有載完所有
[00:18:11.700 --> 00:18:14.180]  可能要還給他父親還是怎麼樣
[00:18:14.180 --> 00:18:17.420]  但是這對牛是他的命根
[00:18:17.420 --> 00:18:19.760]  從某個角度來說 他謀生的工具等等
[00:18:19.760 --> 00:18:23.280]  他載了他 不是說請大家喝這麼簡單
[00:18:23.280 --> 00:18:25.980]  而是說他要開始一個新的生活
[00:18:25.980 --> 00:18:28.060]  他將他過去的生活
[00:18:28.060 --> 00:18:32.760]  是否保留地拋棄、離開
[00:18:32.760 --> 00:18:35.820]  離開一個新的工作
[00:18:35.820 --> 00:18:40.500]  接著很有趣 他煮這個肉的時候
[00:18:40.500 --> 00:18:43.080]  他用套牛的器具
[00:18:43.080 --> 00:18:48.320]  套牛的器具就是他做耕田的一個工具
[00:18:48.320 --> 00:18:49.320]  他用了這個器具
[00:18:49.320 --> 00:18:51.260]  就是說這個器具我也是放下
[00:18:51.260 --> 00:18:54.340]  他告訴全部所有人
[00:18:54.340 --> 00:18:57.260]  symbolically 就是用一個代號
[00:18:57.260 --> 00:18:59.720]  就是我從今天開始
[00:18:59.720 --> 00:19:03.560]  就與我以前的生命說再見
[00:19:03.560 --> 00:19:09.360]  其實這些東西都是等著指向
[00:19:09.360 --> 00:19:12.400]  將來主耶穌基督來的時候
[00:19:12.400 --> 00:19:14.640]  天國的呼召
[00:19:14.640 --> 00:19:16.880]  主耶穌基督會說 有人要跟隨我
[00:19:16.880 --> 00:19:18.700]  他必須要寫記
[00:19:18.700 --> 00:19:20.820]  背起他的十字架來跟隨我
[00:19:20.820 --> 00:19:27.100]  背起十字架都是與你舊的生命去說再見
[00:19:27.100 --> 00:19:29.900]  要完全的擺上
[00:19:29.900 --> 00:19:32.940]  這些全部都是有舊約的影子在這裡
[00:19:32.940 --> 00:19:36.480]  我想在完結的時候帶你去看一下
[00:19:36.480 --> 00:19:40.660]  主耶穌基督的一個教導或者一個呼召
[00:19:40.660 --> 00:19:45.000]  是怎樣承接著
[00:19:45.000 --> 00:19:49.640]  但是又超越了以利沙夢召的故事
[00:19:49.640 --> 00:19:52.640]  這個成為了其實你我今天的夢召
[00:19:52.640 --> 00:19:55.000]  因為我們再不在舊約 我們在新約了
[00:19:55.000 --> 00:19:57.580]  又有一個人對耶穌說
[00:19:57.580 --> 00:20:06.860]  主啊 我要跟隨你 但容許我先去辭別我家裡的人
[00:20:06.860 --> 00:20:08.900]  如果你看一下這個要求
[00:20:08.900 --> 00:20:11.380]  其實是很像以利沙的要求
[00:20:11.380 --> 00:20:12.560]  他說我要跟隨你
[00:20:12.560 --> 00:20:14.920]  所以我不知道耶穌有沒有呼叫他
[00:20:14.920 --> 00:20:16.000]  你假設他有
[00:20:16.000 --> 00:20:20.600]  或者跟著耶穌接著對他挑戰
[00:20:20.600 --> 00:20:23.020]  或者這個人他自己覺得他自己很好
[00:20:23.020 --> 00:20:24.260]  他想跟隨耶穌
[00:20:24.260 --> 00:20:29.880]  主啊 我要跟隨你 但容許我先去辭別我家裡的人
[00:20:29.880 --> 00:20:33.900]  他說這句話的人大概是很熟悉舊約聖經
[00:20:33.900 --> 00:20:36.980]  他不會不知道舊約裡面有一個故事
[00:20:36.980 --> 00:20:39.180]  以利沙說再見的
[00:20:39.180 --> 00:20:43.180]  於是他覺得 我現在會跟隨你
[00:20:43.180 --> 00:20:49.080]  因為我是在重演著以利沙、以利亞那個故事
[00:20:49.080 --> 00:20:51.320]  但是這個問題就來了
[00:20:51.320 --> 00:20:54.300]  因為他根本不知道耶穌是誰
[00:20:54.300 --> 00:20:55.960]  耶穌不是以利亞
[00:20:55.960 --> 00:20:57.620]  耶穌不是一個普通的先知
[00:20:57.620 --> 00:20:59.740]  甚至耶穌不是最偉大的先知
[00:20:59.740 --> 00:21:02.220]  這麼簡單 耶穌是上帝的兒子
[00:21:02.220 --> 00:21:05.700]  你知不知道耶穌究竟是誰呢?
[00:21:05.700 --> 00:21:08.280]  對於一個人跟他說 我要跟隨你
[00:21:08.280 --> 00:21:10.720]  但 就是你的但字一出來
[00:21:10.720 --> 00:21:13.020]  就證明了其實你真的不明白
[00:21:13.020 --> 00:21:15.040]  你跟隨的那個人是誰
[00:21:15.040 --> 00:21:18.560]  他說但容許我辭別我家
[00:21:18.560 --> 00:21:21.380]  其實那個問題不是他的要求
[00:21:21.380 --> 00:21:23.800]  那個問題是他根本不知道耶穌是誰
[00:21:23.800 --> 00:21:26.620]  所以他作出一個這樣的要求
