
[00:00:00.000 --> 00:00:06.600]  主耶穌說:你們要到全世界 直到地極傳揚這個訊息 福音
[00:03:45.920 --> 00:03:48.920]  就在堅尼製城開遍的碼頭
[00:03:50.920 --> 00:03:52.920]  船是不可以在街上的 就是在海上
[00:03:52.920 --> 00:03:58.920]  昨晚我回到船上 我就在那裡看書展
[00:03:58.920 --> 00:04:03.920]  有兩千本書籍在那裡
[00:04:03.920 --> 00:04:07.920]  如果你走過這個書展
[00:04:07.920 --> 00:04:14.920]  因為有兩千本書種 你走的時候 你很難選到我喜歡的書
[00:04:17.920 --> 00:04:20.920]  所以我就選了一些我喜歡的書 拿來你們的教會
[00:04:20.920 --> 00:04:30.920]  希望你在這個聚會完結之後 你下去拿一兩本贈書
[00:04:30.920 --> 00:04:45.920]  我們看到神真的在世界各地都使用你們的書籍 因為你們的書籍就好像一段講道在文字上
[00:04:47.920 --> 00:04:50.920]  我想問你們多一些更加重要的事情
[00:04:50.920 --> 00:04:54.920]  有很多書是英文的
[00:04:54.920 --> 00:04:57.920]  但是有些書是中文的
[00:04:57.920 --> 00:05:06.920]  請你拿一本書 中文書 送給你的朋友 告訴他們是我送給他們的
[00:05:06.920 --> 00:05:09.920]  我想給你多一些自由
[00:05:14.920 --> 00:05:20.920]  你不單是送給你的朋友 多走一步 你拿我的書 送給你的敵人 告訴他們是我送給他們的
[00:05:20.920 --> 00:05:24.920]  聖經說我們要愛我們的敵人
[00:05:24.920 --> 00:05:30.920]  要愛他們其實都很艱難的 起碼送一本書給他們
[00:05:39.920 --> 00:05:45.920]  我真的非常多謝大家給我機會來 我二十五年前都是來過一次 今天有機會再來 很感謝主
[00:05:45.920 --> 00:05:54.920]  我是那些講道的人 很多時候我得罪人的 所以人家講完一次不會再邀請我回去
[00:05:54.920 --> 00:06:03.920]  在《馬太福音》第九章 對我的生命是很重要的 其中一章是經文
[00:06:06.920 --> 00:06:09.920]  因為在我讀書的中學附近有一個婦女
[00:06:09.920 --> 00:06:12.920]  那時候我還沒有信耶穌
[00:06:12.920 --> 00:06:18.920]  那時候我非常享受我的人生
[00:06:18.920 --> 00:06:26.920]  特別在我生命裡最重要的一樣就是要有很多很多的女朋友
[00:06:26.920 --> 00:06:31.920]  很奇妙 我沒有完全瘋了
[00:06:36.920 --> 00:06:41.920]  然後我就學了 你們可能有些年輕人 貓王皮底視力 那時候就開始搖滾了
[00:06:41.920 --> 00:06:48.920]  那我就做了很多的運動 打球 各樣不同的運動
[00:06:48.920 --> 00:06:52.920]  然後我就學會了愛錢
[00:06:52.920 --> 00:07:03.920]  如果我有錢的話 我可以帶我女朋友去一些好的夜總會 所以我要很多錢
[00:07:04.920 --> 00:07:06.920]  那我開始做小生意了
[00:07:06.920 --> 00:07:09.920]  十三歲開始做生意
[00:07:09.920 --> 00:07:14.920]  十六歲我有我自己的公司了
[00:07:14.920 --> 00:07:26.920]  我發現了 我發明了一個滅火筒 是這麼小的 就可以滅火的
[00:07:29.920 --> 00:07:35.920]  然後差不多有二百個人幫我做事 幫我做事 出去賣滅火筒
[00:07:35.920 --> 00:07:40.920]  那時候我真的很開心
[00:07:40.920 --> 00:07:49.920]  直到這個很愛主的婦人進入我的生命裡 騷擾了我
[00:07:49.920 --> 00:07:56.920]  她就把我的名字放在她的祈禱的代禱事項裡
[00:07:59.920 --> 00:08:01.920]  她不僅是祈禱求神拯救我
[00:08:01.920 --> 00:08:07.920]  她還祈禱求神叫我成為一個宣教士
[00:08:07.920 --> 00:08:11.920]  另外一個計劃
[00:08:11.920 --> 00:08:20.920]  她在家裡祈禱 我在這裡 你拆遣這個George Ferber
[00:08:20.920 --> 00:08:25.920]  或者她見這個人都沒有什麼好 想快點把神送走
[00:08:28.920 --> 00:08:29.920]  我記得在英國有一個牧師
[00:08:29.920 --> 00:08:35.920]  他在教會裡有一個很特別的人 很麻煩
[00:08:35.920 --> 00:08:38.920]  於是他就把這個特別的人送去他們OM的船
[00:08:38.920 --> 00:08:41.920]  然後我又把他送回去
[00:08:41.920 --> 00:08:44.920]  然後我再和這個牧師說
[00:08:44.920 --> 00:08:52.920]  他問牧師為什麼你送他來 他根本都沒有預備好來我們的船
[00:08:58.920 --> 00:09:00.920]  牧師說在教會裡我們真的不知道怎麼算好 不知道怎麼處理他
[00:09:00.920 --> 00:09:01.920]  於是我送他來你的船那裡
[00:09:01.920 --> 00:09:11.920]  在過去50年 教會送來我們那裡的真的很多奇奇怪怪的人
[00:09:11.920 --> 00:09:16.920]  你這麼奇怪的 你都是歡迎你來的
[00:09:16.920 --> 00:09:21.920]  我們見到神真的改變了他們的生命
[00:09:21.920 --> 00:09:26.920]  其中一個就是我自己的親孫
[00:09:28.920 --> 00:09:30.920]  他又不是很特別 不過他真的很普通
[00:09:30.920 --> 00:09:36.920]  他叫自己做一個基督徒
[00:09:36.920 --> 00:09:39.920]  但是沒有什麼意思
[00:09:39.920 --> 00:09:49.920]  其實這艘船很容易 所以我孫子就想去參加這艘船
[00:09:49.920 --> 00:09:52.920]  參加這艘船很簡單 你隨便信了耶穌的人都可以去
[00:09:59.920 --> 00:10:01.920]  我不知道我當日我孫子為什麼會被他們接受
[00:10:01.920 --> 00:10:07.920]  直至他上了船之後 他才發現原來他真的未信耶穌
[00:10:07.920 --> 00:10:17.920]  直至他上了船 他才發現原來神真的拯救了他
[00:10:17.920 --> 00:10:20.920]  他真真正正的開始愛主 為主生活
[00:10:27.920 --> 00:10:32.920]  在這段經文裡說你祈禱 祈求莊家的主 差遣工人出去
[00:10:32.920 --> 00:10:38.920]  所以就是因為這樣的緣故 我旁邊的那個女士為我祈禱
[00:10:38.920 --> 00:10:45.920]  因為她服從神的話語 她祈禱 求遣差遣工人
[00:10:45.920 --> 00:10:49.920]  我想你今天看看你自己的心
[00:10:49.920 --> 00:10:55.920]  我們有沒有真正服從神的話語呢
[00:10:58.920 --> 00:11:00.920]  我剛剛唱了一首詩歌
[00:11:00.920 --> 00:11:05.920]  我們說神啊 我們奉獻我生命 你就用吧
[00:11:05.920 --> 00:11:17.920]  這首歌其實是我自己很喜歡的歌 但現在在英國 在美國他們都不再唱了
[00:11:17.920 --> 00:11:22.920]  有一節其實令到大家都很尷尬
[00:11:28.920 --> 00:11:32.920]  因為有一節說 我所有的錢都給你了 我不會留一丁點給自己
[00:11:32.920 --> 00:11:42.920]  我們有做了一個調查 在英國美國的基督徒當中
[00:11:42.920 --> 00:11:51.920]  我就住在英國的 不過有時候我會去美國傳福音
[00:11:55.920 --> 00:11:58.920]  我們都做了一些調查 希望可以明白他們的人多一點
[00:11:58.920 --> 00:12:12.920]  他們發現這個調查的結果就是 差不多只有10%的基督徒是願意樂意的奉獻
[00:12:12.920 --> 00:12:22.920]  那個培利牧師說 一個基督徒最難去做的事情 就是要將你的錢奉獻出來
[00:12:24.920 --> 00:12:26.920]  他不同意
[00:12:26.920 --> 00:12:30.920]  因為最難的不是給錢 是給你的生命
[00:12:30.920 --> 00:12:35.920]  但是蓋培利牧師繼續說
[00:12:35.920 --> 00:12:40.920]  因為錢是我們生命裏面的很大部分
[00:12:40.920 --> 00:12:44.920]  是我們很努力工作的一部分
[00:12:44.920 --> 00:12:49.920]  我們讀了很多書 做了很多預備工作 我們就可以有錢
[00:12:54.920 --> 00:12:58.920]  當一個人願意奉獻錢的時候 就是將他生命的很大部分奉獻出來
[00:12:58.920 --> 00:13:02.920]  聖經說了很多關於錢的事情
[00:13:02.920 --> 00:13:09.920]  聖經也說了很多有關於性的問題
[00:13:09.920 --> 00:13:17.920]  如果我有多一個小時 我會和你討論一下這個性的問題
[00:13:17.920 --> 00:13:21.920]  那我真的會有麻煩了
[00:13:25.920 --> 00:13:28.920]  他不知道我們教會是怎樣的 他說無知也挺好的
[00:13:28.920 --> 00:13:36.920]  但是在英國 我們在教會裏面不敢再說這個題目了
[00:13:36.920 --> 00:13:43.920]  有一個牧師跟我說 他預備說關於性的問題
[00:13:50.920 --> 00:13:54.920]  那個牧師要說之前 要告訴他的會眾 聽我們這個題目是X-Rating 他們是分階級
[00:13:54.920 --> 00:14:07.920]  如果他們知道那晚牧師說的這些題目是X-Rating 他們就會去另一間教會了 就不回自己的教會了
[00:14:07.920 --> 00:14:16.920]  我很多時候在和很多青年人聚會裏面
[00:14:18.920 --> 00:14:20.920]  這個就是他們想我講的題目
[00:14:20.920 --> 00:14:31.920]  在英國 在美國很多的年輕人 他們都擁有很多這些淫穢的書籍
[00:14:31.920 --> 00:14:44.920]  這本書是那本加勒山路的作者所寫的 是非常好的作者所寫的
[00:14:47.920 --> 00:14:50.920]  他第一本書 加勒山的路已經被人拿走了
[00:14:50.920 --> 00:14:57.920]  這本書是他差不多五六十年之前寫的
[00:14:57.920 --> 00:15:03.920]  是最初 如果我們講關於這個題目的最初我們可以看的書
[00:15:03.920 --> 00:15:12.920]  他是教我們怎樣在這些性裏面得性
[00:15:16.920 --> 00:15:19.920]  在聖經裏面差不多有五百節的經文是講到關於性的
[00:15:19.920 --> 00:15:32.920]  如果我們不要坦誠去面對這個題目的話 我們很難繼續走我們這個路的
[00:15:32.920 --> 00:15:42.920]  在五十年前這個都是我們OM看到的異象
[00:15:45.920 --> 00:15:48.920]  我們看到的是我們人性的潔淨的問題
[00:15:48.920 --> 00:16:00.920]  亦都是講到愛的revolution 是甚麼
[00:16:00.920 --> 00:16:03.920]  革命
[00:16:03.920 --> 00:16:09.920]  愛的革命
[00:16:15.920 --> 00:16:17.920]  我們要向莊家的主求他差遣工人出去
[00:16:17.920 --> 00:16:33.920]  我很感謝主那位太太為我祈禱
[00:16:33.920 --> 00:16:38.920]  她郵寄了一本約翰福音給我
[00:16:43.920 --> 00:16:46.920]  同一個時間我看約翰福音 亦都是看這些淫穢的書籍
[00:16:46.920 --> 00:16:53.920]  雖然我當時是未信耶穌 但我都知道是錯的
[00:16:53.920 --> 00:16:59.920]  所以當時在我生命裏面就有這個征戰在那裏
[00:16:59.920 --> 00:17:06.920]  在那個時候剛剛葛培利牧師就來紐約一晚 只是一晚
[00:17:11.920 --> 00:17:14.920]  他相信葛牧師都想告訴大家 他都是願意將他的問候帶給我們
[00:17:14.920 --> 00:17:20.920]  幾個月前我和他在他家探望他
[00:17:20.920 --> 00:17:32.920]  這個老人家已經九十五歲 但他隨時可以回天父那裏 但他仍然是充滿著喜樂
[00:17:32.920 --> 00:17:38.920]  我自己已經七十五歲了 我都不是很相信
[00:17:42.920 --> 00:17:45.920]  所以我都喜歡和那些九十五歲 一百歲的人團契多一點好一點
[00:17:45.920 --> 00:17:54.920]  我有一個朋友活到一百零四歲
[00:17:54.920 --> 00:17:58.920]  我在他的喪禮裏面講道
[00:17:58.920 --> 00:18:04.920]  當你有時間和一百歲的人分享
[00:18:04.920 --> 00:18:09.920]  雖然你七十五歲對著一百歲 你都覺得你很年輕
[00:18:12.920 --> 00:18:14.920]  這個朋友他一百零四歲 但他在印度服侍神
[00:18:14.920 --> 00:18:22.920]  我現在都時時去那些安息禮拜
[00:18:22.920 --> 00:18:28.920]  起碼每個禮拜我兩個朋友會回天父那裏
[00:18:28.920 --> 00:18:33.920]  天堂可能快要過份的擁擠
[00:18:39.920 --> 00:18:41.920]  在過去一百五十年很多人信耶穌
[00:18:41.920 --> 00:18:48.920]  但過去一百五十年信耶穌的人 比一千幾年前加上信耶穌的人更加多
[00:18:48.920 --> 00:18:56.920]  弟兄姊妹 這個時候真是收割的時候
[00:18:56.920 --> 00:19:01.920]  我們看到這個在香港正在發生
[00:19:01.920 --> 00:19:07.920]  在香港我們的教會是生長得非常之快
[00:19:09.920 --> 00:19:11.920]  都是一樣
[00:19:11.920 --> 00:19:17.920]  聖經說神賜給我們更多的
[00:19:17.920 --> 00:19:19.920]  他向我們收取的就會更多
[00:19:19.920 --> 00:19:23.920]  神這個宣教的運動
[00:19:23.920 --> 00:19:33.920]  就是我們可以感謝神 我們可以將福音傳出去
[00:19:39.920 --> 00:19:41.920]  葛培里牧師感謝主
[00:19:41.920 --> 00:19:47.920]  當我聽他講道 有二萬人在那裏
[00:19:47.920 --> 00:19:53.920]  他那晚叫會眾你們信耶穌
[00:19:53.920 --> 00:19:59.920]  那晚我在二萬人面前 我信耶穌我就走到面前
[00:19:59.920 --> 00:20:05.920]  由那時候開始 這是一個事實
[00:20:05.920 --> 00:20:07.920]  是每一天我生活的事實
[00:20:09.920 --> 00:20:11.920]  今天我們OM有六千人在世界各地來服事
[00:20:11.920 --> 00:20:19.920]  但是這個這麼大的機構可以成立
[00:20:19.920 --> 00:20:21.920]  就是因為很多年前一個婦女祈禱
[00:20:21.920 --> 00:20:25.920]  我想問你
[00:20:25.920 --> 00:20:29.920]  你的禱告的工作生活是怎樣呢
[00:20:29.920 --> 00:20:33.920]  你有沒有為這些國家來祈禱
[00:20:33.920 --> 00:20:37.920]  你有沒有為真是求神 差工人出去
[00:20:39.920 --> 00:20:41.920]  葛培里牧師為你們的領袖來祈禱呢
[00:20:41.920 --> 00:20:49.920]  當我們看聖經的時候
[00:20:49.920 --> 00:20:51.920]  我們發現神是非常重視這個禱告
[00:20:51.920 --> 00:20:55.920]  在很多部份的聖經裏面都有
[00:20:55.920 --> 00:20:57.920]  告訴我們要祈禱
[00:20:57.920 --> 00:21:07.920]  我們屬靈的戰爭
[00:21:07.920 --> 00:21:09.920]  不是用人的力去
[00:21:09.920 --> 00:21:11.920]  是要用神的力
[00:21:11.920 --> 00:21:17.920]  我們有工作在一些世界各地
[00:21:17.920 --> 00:21:19.920]  覺得是很困難的國家
[00:21:19.920 --> 00:21:23.920]  我剛剛從孟加拉來
[00:21:23.920 --> 00:21:29.920]  我希望你有機會可以和我一樣
[00:21:29.920 --> 00:21:31.920]  走去孟加拉的首府
[00:21:37.920 --> 00:21:39.920]  有成千上萬的人
[00:21:39.920 --> 00:21:41.920]  他們沒有機會聽到福音
[00:21:41.920 --> 00:21:47.920]  所以香港的基督徒
[00:21:47.920 --> 00:21:49.920]  我們應該猜險工人
[00:21:49.920 --> 00:21:51.920]  去到好像孟加拉這些地方
[00:21:51.920 --> 00:21:57.920]  我們不可以再期望英國
[00:21:57.920 --> 00:21:59.920]  美國送猜宣教士出來
[00:21:59.920 --> 00:22:03.920]  他們曾經送過一些
[00:22:05.920 --> 00:22:07.920]  但是我們送出去的宣教士
[00:22:07.920 --> 00:22:09.920]  真的比較起
[00:22:09.920 --> 00:22:11.920]  各地的需要實在是很少
[00:22:11.920 --> 00:22:19.920]  我可以告訴你
[00:22:19.920 --> 00:22:21.920]  數給你看
[00:22:21.920 --> 00:22:23.920]  有多過四十個國家
[00:22:23.920 --> 00:22:25.920]  都好像孟加拉那樣
[00:22:25.920 --> 00:22:29.920]  我們怎麼可以說
[00:22:29.920 --> 00:22:31.920]  我們真的信神的話呢
[00:22:35.920 --> 00:22:37.920]  我們怎麼可能可以這麼開心
[00:22:37.920 --> 00:22:39.920]  我們自己去天堂
[00:22:39.920 --> 00:22:41.920]  但是在世界上還有很多人
[00:22:41.920 --> 00:22:43.920]  是沒有這個機會
[00:22:43.920 --> 00:22:49.920]  雅各書雅各告訴我們
[00:22:49.920 --> 00:22:51.920]  我們不單是要聽到
[00:22:51.920 --> 00:22:53.920]  我們是要行動
[00:22:53.920 --> 00:22:57.920]  如果我們這樣做的時候
[00:22:57.920 --> 00:22:59.920]  我們就是欺騙我們自己
[00:22:59.920 --> 00:23:03.920]  請我們看啟示錄第三章
[00:23:05.920 --> 00:23:07.920]  我們從神那裡
[00:23:07.920 --> 00:23:09.920]  有一些很強的話告訴我們
[00:23:09.920 --> 00:23:13.920]  今天我們很好
[00:23:13.920 --> 00:23:15.920]  在一個本地的教會
[00:23:15.920 --> 00:23:19.920]  我們有一間很好的教會
[00:23:19.920 --> 00:23:23.920]  我們這間教會都有意象
[00:23:23.920 --> 00:23:25.920]  我們都有猜險工人出去
[00:23:25.920 --> 00:23:31.920]  當我們這樣做的時候
[00:23:31.920 --> 00:23:33.920]  撒旦都會攻擊我們的士工
[00:23:35.920 --> 00:23:37.920]  我為你們感謝主神
[00:23:37.920 --> 00:23:39.920]  給你們這個合一的心
[00:23:39.920 --> 00:23:41.920]  你們一直到現在都有這個合一的心
[00:23:41.920 --> 00:23:45.920]  很多教會有很多的問題
[00:23:45.920 --> 00:23:47.920]  他們很多教會有分裂
[00:23:47.920 --> 00:23:51.920]  很多教會在其他的國家
[00:23:51.920 --> 00:23:57.920]  很多那些主任牧師
[00:23:57.920 --> 00:23:59.920]  他們會跌落這些性的陷阱裡面
[00:24:05.920 --> 00:24:07.920]  我們這間教會有三千人
[00:24:07.920 --> 00:24:09.920]  現在只剩下三十人
[00:24:09.920 --> 00:24:11.920]  因為魔鬼是不斷地攻擊他們
[00:24:11.920 --> 00:24:21.920]  因為有很多人我們忽略了
[00:24:21.920 --> 00:24:23.920]  我們其實每一天都要活在一個復興裡面
[00:24:23.920 --> 00:24:25.920]  在神的復興裡面
[00:24:33.920 --> 00:24:35.920]  其實這裡啟示錄裡面
[00:24:35.920 --> 00:24:37.920]  有兩個很重要的提醒
[00:24:37.920 --> 00:24:39.920]  不單止提醒你們
[00:24:39.920 --> 00:24:41.920]  也提醒我們OM
[00:24:41.920 --> 00:24:43.920]  第三章第一節
[00:24:43.920 --> 00:24:53.920]  第三章第一節那裡說
[00:24:53.920 --> 00:24:55.920]  我知道你的行為
[00:24:55.920 --> 00:24:57.920]  安明你是活的其實是死的
[00:25:03.920 --> 00:25:05.920]  OM覺得我們看到他們很厲害
[00:25:05.920 --> 00:25:07.920]  是很活的
[00:25:07.920 --> 00:25:11.920]  他們有很多人很多事
[00:25:11.920 --> 00:25:13.920]  還有一隻船可以周圍去
[00:25:13.920 --> 00:25:17.920]  你可以在OM那裡
[00:25:17.920 --> 00:25:19.920]  但是你的屬靈生命可以是死的
[00:25:19.920 --> 00:25:23.920]  我們在船上面真的有些人是這樣
[00:25:23.920 --> 00:25:27.920]  但是我們感謝主當他們願意坦誠面對這件事的時候
[00:25:27.920 --> 00:25:29.920]  我們可以幫助他們
[00:25:33.920 --> 00:25:35.920]  很多屬靈的運動
[00:25:35.920 --> 00:25:37.920]  我們要不斷地有這些復興
[00:25:37.920 --> 00:25:39.920]  如果不是很難繼續前進
[00:25:39.920 --> 00:25:45.920]  但是你又怎樣呢
[00:25:45.920 --> 00:25:53.920]  我們每一個都是屬於一間有生命氣息的教會
[00:25:53.920 --> 00:25:59.920]  香港浸信教會
[00:25:59.920 --> 00:26:01.920]  很出名的在倫敦他都聽到
[00:26:03.920 --> 00:26:05.920]  感謝主我們都是未死的
[00:26:05.920 --> 00:26:07.920]  但是你自己呢
[00:26:07.920 --> 00:26:11.920]  你自己個人是不是真的活著
[00:26:11.920 --> 00:26:15.920]  你是不是真的活著
[00:26:15.920 --> 00:26:17.920]  每一天你去經歷神的大能
[00:26:17.920 --> 00:26:19.920]  經歷神自己的力量呢
[00:26:19.920 --> 00:26:21.920]  第十五節
[00:26:21.920 --> 00:26:25.920]  我們看到第十五節是給老弟教會的
[00:26:25.920 --> 00:26:31.920]  這個應該將它抽出來
[00:26:33.920 --> 00:26:35.920]  這句經文是非常不好聽
[00:26:35.920 --> 00:26:49.920]  在這裡老弟教會的神對他們怎樣說呢
[00:26:49.920 --> 00:26:51.920]  他說我知道你的行為
[00:26:51.920 --> 00:26:53.920]  你也不冷也不熱
[00:26:53.920 --> 00:26:55.920]  我巴不得你或冷或熱
[00:26:55.920 --> 00:26:57.920]  你既如溫水也不冷也不熱
[00:26:57.920 --> 00:26:59.920]  所以我必從我口中
[00:26:59.920 --> 00:27:01.920]  把你吐出去
[00:27:03.920 --> 00:27:05.920]  I think it's the same
[00:27:05.920 --> 00:27:07.920]  It's the word of God
[00:27:07.920 --> 00:27:09.920]  The same
[00:27:09.920 --> 00:27:17.920]  今日在我們西方的教會
[00:27:17.920 --> 00:27:19.920]  很少人會說這段經文
[00:27:19.920 --> 00:27:27.920]  因為他們知道
[00:27:27.920 --> 00:27:29.920]  在現在西方的教會
[00:27:29.920 --> 00:27:31.920]  很多教會都是不冷又不熱
[00:27:33.920 --> 00:27:35.920]  但是我相信
[00:27:35.920 --> 00:27:37.920]  我們一定要宣告
[00:27:37.920 --> 00:27:39.920]  聖經是全部都是神的話
[00:27:39.920 --> 00:27:43.920]  我可能不會再回來你們當中
[00:27:43.920 --> 00:27:49.920]  我們將來下一次再見
[00:27:49.920 --> 00:27:51.920]  就會在天上
[00:27:51.920 --> 00:27:55.920]  我很想和大家分享
[00:27:55.920 --> 00:27:57.920]  在我心裏面這麼重要的經文
[00:28:01.920 --> 00:28:03.920]  這個實在是神的心意
[00:28:03.920 --> 00:28:05.920]  我們每一個人都要為神燒火
[00:28:05.920 --> 00:28:09.920]  我們不是一定要做宣教士
[00:28:09.920 --> 00:28:13.920]  神或許會帶領你做宣教士
[00:28:13.920 --> 00:28:17.920]  我們不是時時覺得
[00:28:17.920 --> 00:28:19.920]  哇!我很淑靈
[00:28:19.920 --> 00:28:21.920]  我有時都覺得很難過
[00:28:21.920 --> 00:28:25.920]  但是我知道要怎樣悔改
[00:28:25.920 --> 00:28:29.920]  我知道怎樣和耶穌說話
[00:28:31.920 --> 00:28:33.920]  我就可以和神說
[00:28:33.920 --> 00:28:35.920]  我的掙扎,我的失敗
[00:28:35.920 --> 00:28:41.920]  因為雖然我這麼老
[00:28:41.920 --> 00:28:43.920]  但我都要留心我的眼睛
[00:28:43.920 --> 00:28:45.920]  不要察看世界的情慾
[00:28:45.920 --> 00:28:49.920]  我有些很奇怪的隱憂
[00:28:49.920 --> 00:28:53.920]  在印度,我最近在一個火車站
[00:28:53.920 --> 00:28:59.920]  我突然間見到一個很美麗的印度婦女
[00:29:01.920 --> 00:29:03.920]  我就親她一口
[00:29:03.920 --> 00:29:07.920]  在印度,這個一定不被接納
[00:29:07.920 --> 00:29:11.920]  我也決定我不可以這樣做
[00:29:11.920 --> 00:29:21.920]  有時我自己都覺得
[00:29:21.920 --> 00:29:23.920]  我已經59年了
[00:29:23.920 --> 00:29:25.920]  但我還有這麼奇怪的隱憂
[00:29:25.920 --> 00:29:29.920]  所以我知道我唯一的希望
[00:29:31.920 --> 00:29:33.920]  是和我的朋友靠近耶穌
[00:29:33.920 --> 00:29:35.920]  每一天靠近耶穌
[00:29:35.920 --> 00:29:37.920]  和對主是絕對的坦白
[00:29:37.920 --> 00:29:41.920]  我回去就和我太太說這個問題
[00:29:41.920 --> 00:29:45.920]  我和我的朋友說這個問題
[00:29:45.920 --> 00:29:47.920]  他們為我祈禱
[00:29:47.920 --> 00:29:51.920]  但如果他們知道我做錯了
[00:29:51.920 --> 00:29:53.920]  或者很蠢
[00:29:53.920 --> 00:29:55.920]  他們會告訴我
[00:30:01.920 --> 00:30:03.920]  因為我們來到信耶穌
[00:30:03.920 --> 00:30:05.920]  我1955年信耶穌的時候
[00:30:05.920 --> 00:30:11.920]  我已經將我第一個愛給了神
[00:30:11.920 --> 00:30:15.920]  我是經歷了一個很特別的
[00:30:15.920 --> 00:30:19.920]  我回到我讀書的中學
[00:30:19.920 --> 00:30:23.920]  他們知道我一直都非常壞
[00:30:29.920 --> 00:30:31.920]  我的成績是非常好,很聰明
[00:30:31.920 --> 00:30:33.920]  但行為非常不當
[00:30:33.920 --> 00:30:39.920]  那裡是一個地方
[00:30:39.920 --> 00:30:41.920]  讓全部尖子在那裡讀書
[00:30:41.920 --> 00:30:45.920]  當他們看到我生命被神改變了之後
[00:30:45.920 --> 00:30:51.920]  那些非基督徒老師
[00:30:51.920 --> 00:30:53.920]  將我的名字
[00:30:53.920 --> 00:30:55.920]  由那些壞人的堆拔了出來
[00:30:57.920 --> 00:30:59.920]  然後就開始開一些祈禱會
[00:30:59.920 --> 00:31:03.920]  開始我每天去柏門買聖經
[00:31:03.920 --> 00:31:09.920]  我在大學讀書的時候
[00:31:09.920 --> 00:31:13.920]  每一天我就會和別人講福音
[00:31:13.920 --> 00:31:17.920]  那時候他只是18歲
[00:31:17.920 --> 00:31:19.920]  在大學回來放假
[00:31:19.920 --> 00:31:21.920]  很多人來聽他講道
[00:31:25.920 --> 00:31:27.920]  他們走出來信耶穌的時候
[00:31:27.920 --> 00:31:33.920]  125個人走出來
[00:31:33.920 --> 00:31:35.920]  他們說要信耶穌
[00:31:35.920 --> 00:31:37.920]  包括我這個不信耶穌的爸爸
[00:31:37.920 --> 00:31:39.920]  和他是一個無神論者的兒子
[00:31:39.920 --> 00:31:45.920]  當我是一個年輕的基督徒的時候
[00:31:45.920 --> 00:31:47.920]  我看很多書
[00:31:47.920 --> 00:31:51.920]  我會聽一些很好的講道
[00:31:53.920 --> 00:31:55.920]  特別是聽葛培利牧師
[00:31:55.920 --> 00:31:57.920]  我聽到很多的警告
[00:31:57.920 --> 00:32:01.920]  聽到很多警告
[00:32:01.920 --> 00:32:03.920]  關於我們不要失去我們的初愛
[00:32:03.920 --> 00:32:07.920]  我們看到在以弗所書第六章
[00:32:07.920 --> 00:32:11.920]  在以弗所書第六章講得很清楚
[00:32:11.920 --> 00:32:13.920]  我們是在一個屬靈的征戰裡面
