
[00:00:00.000 --> 00:00:01.520]  每一年年尾的時候
[00:01:10.400 --> 00:01:12.920]  我想我們能夠有這樣的檢視之後
[00:01:12.920 --> 00:01:16.680]  於是我們更加懂得怎樣去面對新的一年裡面
[00:01:16.680 --> 00:01:18.760]  所以這個是很重要的
[00:01:18.760 --> 00:01:22.560]  今天會跟大家去看一個祈禱
[00:01:22.560 --> 00:01:27.040]  是一群利美人帶領以色列人的禱告
[00:01:27.240 --> 00:01:28.640]  但是這個禱告很特別
[00:01:28.640 --> 00:01:33.120]  它是由古時他們的先祖
[00:01:33.120 --> 00:01:35.080]  他們的歷史一直追溯
[00:01:35.080 --> 00:01:37.720]  然後去到今天的處境
[00:01:37.720 --> 00:01:41.320]  有時候我們都需要有這樣的利大爺去禱告
[00:01:41.320 --> 00:01:43.800]  我們真的無忘初衷
[00:01:43.800 --> 00:01:47.240]  我們不會忘記神怎樣利大爺去呼召我們
[00:01:47.240 --> 00:01:49.000]  怎樣利大爺去建立我們
[00:01:49.000 --> 00:01:50.760]  我們先了解一下背景
[00:01:50.760 --> 00:01:54.160]  當利希米建立了城牆
[00:01:54.160 --> 00:01:57.440]  帶領一群子民能夠去重建城牆
[00:01:57.440 --> 00:02:00.760]  在一個較為安殊的地方居住之後
[00:02:00.760 --> 00:02:03.360]  於是有一個很大的索齡的復興
[00:02:03.360 --> 00:02:07.080]  就是上一次來說復興之源就是水門事件
[00:02:07.080 --> 00:02:08.840]  他們在水門這個地方裡面
[00:02:08.840 --> 00:02:12.760]  有一個很長時間的言經聚會
[00:02:12.760 --> 00:02:15.000]  這群人民得到復興
[00:02:15.000 --> 00:02:18.040]  但是接著他們來到哀哭
[00:02:18.040 --> 00:02:20.040]  但是利希米就跟他們說不要哭
[00:02:20.040 --> 00:02:21.920]  這是一個神所定的日子
[00:02:21.920 --> 00:02:22.920]  我們要開心
[00:02:22.920 --> 00:02:25.720]  於是他們歡樂的去聚會
[00:02:25.720 --> 00:02:28.640]  但是沒多久又再哀哭過
[00:02:28.640 --> 00:02:31.480]  我們一起來讀利希米第九章的第一節
[00:02:31.480 --> 00:02:34.160]  利希米第九章的第一節我們一起來讀出
[00:02:34.160 --> 00:02:36.520]  這月二十四日
[00:02:36.520 --> 00:02:38.800]  以色列人聚集禁食
[00:02:38.800 --> 00:02:41.920]  身穿麻衣頭蒙灰塵
[00:02:41.920 --> 00:02:44.800]  這個月二十四日
[00:02:44.800 --> 00:02:46.720]  以色列人來聚集禁食
[00:02:46.720 --> 00:02:50.680]  他們去披麻蒙灰去奧會
[00:02:50.680 --> 00:02:52.760]  上次已經說了七月
[00:02:52.760 --> 00:02:54.600]  是以色列人的新年
[00:02:54.600 --> 00:02:57.320]  但是在律法規定好像喜樂
[00:02:57.320 --> 00:02:58.920]  傷痛喜樂
[00:02:58.920 --> 00:03:01.200]  不斷的重複出現
[00:03:01.200 --> 00:03:03.680]  七月一日是他們的新年
[00:03:03.680 --> 00:03:06.800]  他們要開心來過新年
[00:03:06.800 --> 00:03:09.240]  但是七月十日是什麼呢?
[00:03:09.240 --> 00:03:10.520]  是贖罪日
[00:03:10.520 --> 00:03:12.800]  是全國的禁食禱告
[00:03:12.800 --> 00:03:14.520]  為自己的罪
[00:03:14.520 --> 00:03:16.360]  來在神面前認罪
[00:03:16.360 --> 00:03:18.520]  接著在十五到二十二日
[00:03:18.520 --> 00:03:19.680]  搞了幾天之後
[00:03:19.680 --> 00:03:21.640]  就是他們的鑄棚節
[00:03:21.640 --> 00:03:25.040]  鑄棚節就是他們要怎樣搬離自己的家
[00:03:25.040 --> 00:03:27.840]  在街道或者他們家的房頂上
[00:03:27.840 --> 00:03:28.720]  甚至是天台
[00:03:28.720 --> 00:03:30.080]  來搭一些帳篷
[00:03:30.080 --> 00:03:32.680]  來很開心的慶祝
[00:03:32.680 --> 00:03:35.200]  因為紀念昔日他們的先祖
[00:03:35.200 --> 00:03:37.080]  在曠野漂流的時候
[00:03:37.080 --> 00:03:38.640]  神的祝福臨到
[00:03:38.640 --> 00:03:39.760]  是很開心的
[00:03:39.760 --> 00:03:41.640]  但是接著
[00:03:41.640 --> 00:03:43.040]  這個月二十四日
[00:03:43.040 --> 00:03:44.960]  剛剛過了沒多久
[00:03:44.960 --> 00:03:45.840]  兩天之後
[00:03:45.840 --> 00:03:47.360]  又來哀哭
[00:03:47.360 --> 00:03:49.440]  好像這麼奇怪
[00:03:49.440 --> 00:03:52.160]  歡樂、傷痛、歡樂
[00:03:52.160 --> 00:03:55.120]  但是其實這裡就是反映我們的人生
[00:03:55.120 --> 00:03:57.000]  有時候我們很開心
[00:03:57.000 --> 00:03:59.280]  但是突然之間會樂極生悲的
[00:03:59.280 --> 00:03:59.960]  是不是?
[00:03:59.960 --> 00:04:01.760]  就是正如我曾經說
[00:04:01.760 --> 00:04:03.200]  我檢討一下我今年
[00:04:03.200 --> 00:04:04.560]  最大的經歷是什麼呢?
[00:04:04.560 --> 00:04:06.120]  就是去完旅行的時候
[00:04:06.120 --> 00:04:07.440]  回到香港的時候
[00:04:07.440 --> 00:04:08.960]  最後那十五分鐘車程
[00:04:08.960 --> 00:04:10.440]  被人偷了所有的行李
[00:04:10.440 --> 00:04:11.560]  就是最貴重的那些
[00:04:11.560 --> 00:04:13.320]  相機、護照什麼都沒有
[00:04:13.320 --> 00:04:13.720]  哇!
[00:04:13.720 --> 00:04:15.200]  那我本來很開心
[00:04:15.200 --> 00:04:16.760]  突然間掉進了低谷裡面
[00:04:16.760 --> 00:04:18.120]  但是我又會去檢視
[00:04:18.120 --> 00:04:20.040]  在當中又經歷到神的祝福
[00:04:20.040 --> 00:04:23.040]  竟然芬蘭航空公司連續四天都壞飛機
[00:04:23.040 --> 00:04:24.800]  可以有四天免費酒店住
[00:04:24.800 --> 00:04:26.120]  那就解救了我
[00:04:26.120 --> 00:04:27.200]  那你留意到原來
[00:04:27.200 --> 00:04:28.920]  在困難裡面會有祝福的
[00:04:28.920 --> 00:04:31.520]  原來可能在開心的裡面
[00:04:31.520 --> 00:04:32.480]  會有痛苦
[00:04:32.480 --> 00:04:35.000]  但是也很可能在痛苦裡面
[00:04:35.000 --> 00:04:36.720]  你會有反省的
[00:04:36.720 --> 00:04:39.040]  這一張報紙
[00:04:39.040 --> 00:04:42.200]  我在接下來下個星期的講道也會再講
[00:04:42.200 --> 00:04:45.000]  連續兩段放在一起
[00:04:45.000 --> 00:04:46.280]  一段是講
[00:04:46.280 --> 00:04:47.920]  易小玲下州拆線
[00:04:48.040 --> 00:04:49.880]  有望恢復原貌九成
[00:04:49.880 --> 00:04:52.880]  易小玲她去旅行很開心
[00:04:52.880 --> 00:04:54.160]  但是想不到
[00:04:54.160 --> 00:04:56.000]  竟然遇到人生一個
[00:04:56.000 --> 00:04:58.120]  不可逆轉的困難
[00:04:58.120 --> 00:05:00.600]  被人開槍打爆了臉
[00:05:00.600 --> 00:05:01.080]  是不是?
[00:05:01.080 --> 00:05:03.440]  但是又不要忘記透過這件事情
[00:05:03.440 --> 00:05:06.160]  去重新認識神
[00:05:06.160 --> 00:05:07.840]  她整個生命有改變
[00:05:07.840 --> 00:05:08.720]  為了祈禱
[00:05:08.720 --> 00:05:10.400]  因為我一直都有跟她有聯繫的
[00:05:10.400 --> 00:05:11.800]  現在還在台灣
[00:05:11.800 --> 00:05:14.200]  她會在一月第三個星期
[00:05:14.200 --> 00:05:16.000]  去到我們粉嶺的教會裡面
[00:05:16.000 --> 00:05:16.840]  來講見證
[00:05:16.840 --> 00:05:17.840]  她自己也講
[00:05:17.960 --> 00:05:21.240]  她期望她在我們美人堂第一次的見證
[00:05:21.240 --> 00:05:23.280]  是不用戴口罩的
[00:05:23.280 --> 00:05:24.640]  就是這次最後一次
[00:05:24.640 --> 00:05:26.560]  但是我反而想講的是下一段
[00:05:26.560 --> 00:05:28.720]  氣爆大難不死
[00:05:28.720 --> 00:05:30.960]  湯Sir與妻修好
[00:05:30.960 --> 00:05:33.480]  大家記得上個月二十二號
[00:05:33.480 --> 00:05:36.200]  石硤尾的爆炸
[00:05:36.200 --> 00:05:39.280]  有一個消防隊伍來帶她去死了
[00:05:39.280 --> 00:05:41.280]  這個人也三級燒傷
[00:05:41.280 --> 00:05:42.680]  但是她說
[00:05:42.680 --> 00:05:43.800]  對她有祝福
[00:05:43.800 --> 00:05:46.840]  甚至拍到她在馬鞍山一間教會裡面
[00:05:46.840 --> 00:05:47.800]  來講見證
[00:05:48.360 --> 00:05:50.360]  她說她與妻子二十年的婚姻生活
[00:05:50.360 --> 00:05:51.960]  其實已經很淡
[00:05:51.960 --> 00:05:53.480]  甚至有很多爭拗
[00:05:53.480 --> 00:05:55.280]  已經去到離婚的地步
[00:05:55.280 --> 00:05:59.400]  甚至有些親屬曾經來帶她去做調停
[00:05:59.400 --> 00:06:00.600]  都改變不了
[00:06:00.600 --> 00:06:03.200]  但是想不到這一次的受傷
[00:06:03.200 --> 00:06:05.520]  就是妻子對她的關心
[00:06:05.520 --> 00:06:07.440]  讓她重新檢視
[00:06:07.440 --> 00:06:09.400]  就是妻子對她那份的愛
[00:06:09.400 --> 00:06:10.920]  和自己的態度
[00:06:10.920 --> 00:06:13.440]  是因為這一次的受傷
[00:06:13.440 --> 00:06:17.120]  是令到她的婚姻得到修補
[00:06:17.600 --> 00:06:20.200]  所以有時苦難又可能是一個祝福
[00:06:20.200 --> 00:06:22.440]  所以今天有時人生就是這樣
[00:06:22.440 --> 00:06:23.240]  你開心
[00:06:23.240 --> 00:06:24.720]  但可能跌落一個低谷
[00:06:24.720 --> 00:06:26.520]  但好像在一個絕境裡面
[00:06:26.520 --> 00:06:28.800]  但在絕境裡面可能又有另外一個的
[00:06:28.800 --> 00:06:30.360]  柳暗花明又一串
[00:06:30.360 --> 00:06:32.720]  你又會經歷到另外一些的獨特的事
[00:06:32.720 --> 00:06:34.560]  在這裡想岔開來說
[00:06:34.560 --> 00:06:36.160]  大家都為了粉嶺堂祈禱
[00:06:36.160 --> 00:06:38.800]  下個禮拜他們進入一個新的紀元
[00:06:38.800 --> 00:06:40.040]  因為為什麼呢
[00:06:40.040 --> 00:06:42.800]  下個禮拜他們會將他們的崇拜
[00:06:42.800 --> 00:06:44.640]  來帶她去有些少的更改
[00:06:44.640 --> 00:06:46.240]  變回做兩堂崇拜
[00:06:46.520 --> 00:06:48.440]  第一堂的祖堂崇拜是九點鐘
[00:06:48.440 --> 00:06:51.440]  是在寶良谷馬錦鳴中學舉行
[00:06:51.440 --> 00:06:53.880]  第二堂崇拜是十一點鐘
[00:06:53.880 --> 00:06:55.400]  在長華邨舉行
[00:06:55.400 --> 00:06:57.960]  因為長華邨隨時是會被收的
[00:06:57.960 --> 00:07:00.520]  我們經歷過就是我們去找地方
[00:07:00.520 --> 00:07:03.160]  好像曾經開心但又絕望
[00:07:03.160 --> 00:07:06.160]  因為我們曾經來認識了一個校長
[00:07:06.160 --> 00:07:07.800]  官立小學的校長
[00:07:07.800 --> 00:07:09.720]  但是他借地方給我們
[00:07:09.720 --> 00:07:11.640]  我們連橫額都在學校拉了
[00:07:11.640 --> 00:07:13.280]  誰知道過了一個學期
[00:07:13.280 --> 00:07:14.760]  突然間收多了很多學生
[00:07:14.880 --> 00:07:17.560]  那個校長就被調走換了另一個校長
[00:07:17.560 --> 00:07:19.280]  那個新的校長坐都沒有坐
[00:07:19.280 --> 00:07:22.360]  我們將我們的計劃全部保定
[00:07:22.360 --> 00:07:24.680]  不讓我們來這裡聚會
[00:07:24.680 --> 00:07:27.040]  更加不讓我們在學校裡面傳福音
[00:07:27.040 --> 00:07:29.680]  我們一直去探索這幾年都找不到
[00:07:29.680 --> 00:07:31.440]  好像在困境當中
[00:07:31.440 --> 00:07:33.320]  但是原來神又為我們開路
[00:07:33.320 --> 00:07:36.200]  大家知道寶良谷是沒有一個基督教背景
[00:07:36.200 --> 00:07:37.960]  反而是民間宗教背景
[00:07:37.960 --> 00:07:39.960]  而那個校長也不是基督徒
[00:07:39.960 --> 00:07:41.600]  但竟然可以給我們
[00:07:41.600 --> 00:07:43.600]  在那裡用他們的地方做崇拜
[00:07:43.920 --> 00:07:45.840]  也很奇妙剛剛七年
[00:07:45.840 --> 00:07:49.280]  我們七年回歸我們現在昔日的地方
[00:07:49.280 --> 00:07:50.640]  我跟弟兄姊妹說
[00:07:50.640 --> 00:07:52.160]  是神幫助我們
[00:07:52.160 --> 00:07:56.720]  擴闊到我們的工作的領域
[00:07:56.720 --> 00:07:57.920]  牧養的領域
[00:07:57.920 --> 00:07:59.600]  我們不單單有長華村
[00:07:59.600 --> 00:08:01.040]  我們回到華明村
[00:08:01.040 --> 00:08:01.800]  雍成縣
[00:08:01.800 --> 00:08:02.920]  所以第三個星期
[00:08:02.920 --> 00:08:04.920]  我們有易小玲的報道會
[00:08:04.920 --> 00:08:06.200]  在十一點鐘的崇拜
[00:08:06.200 --> 00:08:08.080]  但是那天是在馬錦榮裡面舉行
[00:08:08.080 --> 00:08:10.320]  所以你看到困難裡面
[00:08:10.320 --> 00:08:11.440]  神可以開路
[00:08:11.440 --> 00:08:12.840]  所以這個是很特別
[00:08:12.840 --> 00:08:14.040]  人生就是這樣
[00:08:14.040 --> 00:08:15.360]  我今天也經歷了
[00:08:15.360 --> 00:08:17.520]  你知不知道今天一會崇拜完之後
[00:08:17.520 --> 00:08:19.200]  我要出席兩個的婚禮
[00:08:19.200 --> 00:08:20.640]  其中一個婚禮
[00:08:20.640 --> 00:08:21.720]  就要為祈禱
[00:08:21.720 --> 00:08:22.760]  暗默思講道
[00:08:22.760 --> 00:08:24.480]  但是婚禮完了之後
[00:08:24.480 --> 00:08:25.960]  我接著晚上
[00:08:25.960 --> 00:08:27.160]  如果看程序給你們知道
[00:08:27.160 --> 00:08:28.480]  我要負責喪禮
[00:08:28.480 --> 00:08:30.440]  今天下午兩個婚禮
[00:08:30.440 --> 00:08:31.280]  是喜樂的
[00:08:31.280 --> 00:08:33.760]  但是接著晚上有一個喪禮
[00:08:33.760 --> 00:08:35.600]  原來人生就是這樣
[00:08:35.600 --> 00:08:37.040]  但是無論如何
[00:08:37.040 --> 00:08:38.920]  我們都需要帶著祂知道
[00:08:38.920 --> 00:08:40.120]  神一直在掌管著
[00:08:40.120 --> 00:08:42.200]  祂最終的目的
[00:08:42.200 --> 00:08:43.440]  無忘初衷
[00:08:43.440 --> 00:08:45.400]  神做人的目的是什麼?
[00:08:45.400 --> 00:08:47.200]  是讓人來享受的
[00:08:47.200 --> 00:08:50.200]  所以你看回那個律法上的規定
[00:08:50.200 --> 00:08:52.160]  駐彭捷是七天的
[00:08:52.160 --> 00:08:54.760]  就是贖罪日是一天而已
[00:08:54.760 --> 00:08:56.840]  神是期望我們
[00:08:56.840 --> 00:08:58.280]  開開心心
[00:08:58.280 --> 00:09:02.120]  是多於見到我們愁眉苦臉的
[00:09:02.120 --> 00:09:03.240]  我想做父母的
[00:09:03.240 --> 00:09:04.680]  你也一樣有這個心態是不是?
[00:09:04.680 --> 00:09:06.120]  你一定是很想你的兒女
[00:09:06.120 --> 00:09:07.960]  很開心的來過生活的
[00:09:07.960 --> 00:09:10.600]  你不會見到他經常都愁眉苦臉
[00:09:10.600 --> 00:09:12.480]  你就會覺得好啊好啊
[00:09:12.480 --> 00:09:13.600]  不會是這樣
[00:09:13.600 --> 00:09:15.000]  我們的神都是這樣
[00:09:15.000 --> 00:09:17.080]  這一章的重點是什麼呢?
[00:09:17.080 --> 00:09:20.600]  就是利未人實踐著他們的職份
[00:09:20.600 --> 00:09:25.880]  繼續民事以斯拉所帶領以色列人的復興
[00:09:25.880 --> 00:09:29.560]  去帶領百姓來應聚禱告
[00:09:29.560 --> 00:09:31.520]  禁食以表良過
[00:09:31.520 --> 00:09:33.600]  但是最特別的這個祈禱
[00:09:33.600 --> 00:09:37.120]  是為他們先祖的罪來應聚
[00:09:37.120 --> 00:09:39.960]  然後才為自己的罪來求神
[00:09:39.960 --> 00:09:41.360]  來去憐憫
[00:09:41.360 --> 00:09:43.600]  他們按照律法書裡面
[00:09:43.600 --> 00:09:45.760]  來去規定來去言讀神的話
[00:09:45.760 --> 00:09:47.680]  我們一起來看《尼西米記》
[00:09:47.680 --> 00:09:50.320]  第九章的第二到第三節
[00:09:50.320 --> 00:09:51.520]  第二到第三節
[00:09:51.520 --> 00:09:52.680]  我們一起來讀出
[00:09:52.680 --> 00:09:56.760]  以色列人就與一切外邦人離絕
[00:09:56.760 --> 00:10:00.960]  暫著承認自己的罪惡和列祖的罪孽
[00:10:00.960 --> 00:10:05.880]  那日的四分之一站在自己的地方唸耶和華
[00:10:05.880 --> 00:10:08.000]  他們神的律法書
[00:10:08.000 --> 00:10:10.120]  由四分之一認罪
[00:10:10.120 --> 00:10:11.520]  敬拜耶和華
[00:10:11.520 --> 00:10:12.680]  他們的神
[00:10:12.680 --> 00:10:14.600]  四分之一不是指人數
[00:10:14.600 --> 00:10:15.640]  是指時間
[00:10:15.640 --> 00:10:18.200]  就是說他們有三個小時
[00:10:18.200 --> 00:10:19.880]  他們在神的面前
[00:10:19.880 --> 00:10:22.400]  來去站立言讀神的律法
[00:10:22.400 --> 00:10:24.360]  站三個小時真的不容易
[00:10:24.360 --> 00:10:26.600]  接著那三個小時
[00:10:26.600 --> 00:10:28.840]  他們來去敬拜神
[00:10:28.840 --> 00:10:29.600]  認罪
[00:10:29.600 --> 00:10:31.400]  然後歌頌讚美
[00:10:31.400 --> 00:10:33.440]  而特別請大家留意
[00:10:33.440 --> 00:10:35.880]  這次是在二十四日發生的
[00:10:36.360 --> 00:10:38.600]  這個原來不是律法規定的
[00:10:38.600 --> 00:10:41.240]  律法是規定了他們一定要守什麼?
[00:10:41.240 --> 00:10:42.120]  處彭節
[00:10:42.120 --> 00:10:45.840]  這是他們這次自願的去做這件事
[00:10:45.840 --> 00:10:48.440]  這是靈性復興之後
[00:10:48.440 --> 00:10:50.040]  這一個延續
[00:10:50.040 --> 00:10:53.560]  他們需要在神面前來認罪悔改
[00:10:53.560 --> 00:10:56.040]  聖經裡面記載第四節
[00:10:56.040 --> 00:10:58.080]  有八個利微人
[00:10:58.080 --> 00:11:01.000]  在台上大聲的來哀求神
[00:11:01.000 --> 00:11:02.320]  來憐憫他們
[00:11:02.320 --> 00:11:04.160]  求神來寬恕
[00:11:04.160 --> 00:11:06.880]  於是進入這個認罪的禮儀裡面
[00:11:06.880 --> 00:11:11.000]  接著後來第五節就記載另外一批的利微人
[00:11:11.000 --> 00:11:12.440]  當中有些是重複的
[00:11:12.440 --> 00:11:13.840]  繼續延伸下去的
[00:11:13.840 --> 00:11:16.920]  就帶領以色列人來呼求
[00:11:16.920 --> 00:11:18.440]  進入敬拜的裡面
[00:11:18.440 --> 00:11:19.760]  好了
[00:11:19.760 --> 00:11:23.080]  以色列人他們有個人的禱告
[00:11:23.080 --> 00:11:25.080]  但也有群體的禱告
[00:11:25.080 --> 00:11:25.960]  正如我們教會
[00:11:25.960 --> 00:11:28.080]  我們鼓勵弟兄姊妹一定要好好的祈禱
[00:11:28.080 --> 00:11:31.680]  但我們更加渴望弟兄姊妹能夠參與教會的祈禱會
[00:11:31.680 --> 00:11:35.080]  一起去守望我們的教會
[00:11:35.080 --> 00:11:36.400]  守望這個社會
[00:11:36.400 --> 00:11:38.160]  守望有需要的弟兄姊妹
[00:11:38.160 --> 00:11:40.360]  群體的禱告是不可以忽略的
[00:11:40.360 --> 00:11:42.480]  所以這次是一個群體的禱告
[00:11:42.480 --> 00:11:43.560]  但一開始的時候
[00:11:43.560 --> 00:11:45.880]  他們就由他們的先祖
[00:11:45.880 --> 00:11:48.480]  一直來引伸下去
[00:11:48.480 --> 00:11:49.920]  但原來這個禱告
[00:11:49.920 --> 00:11:53.880]  是讓他們對過去的歷史有了解
[00:11:53.880 --> 00:11:55.320]  然後去回顧
[00:11:55.320 --> 00:11:57.080]  很可悲的
[00:11:57.080 --> 00:11:57.720]  很真誠的說
[00:11:57.720 --> 00:12:01.240]  香港人較為少去看歷史
[00:12:01.720 --> 00:12:04.960]  我們沒有怎樣去研究歷史在影響我們
[00:12:04.960 --> 00:12:06.560]  最簡單的舉個例子
[00:12:06.560 --> 00:12:10.600]  我們知不知道中華人民共和國是怎樣立國的
[00:12:10.600 --> 00:12:14.160]  原來因為國民政府那時候他們貪污
[00:12:14.160 --> 00:12:15.440]  他們腐敗
[00:12:15.440 --> 00:12:16.480]  於是怎樣
[00:12:16.480 --> 00:12:17.600]  民不聊生
[00:12:17.600 --> 00:12:19.000]  於是人民起義
[00:12:19.000 --> 00:12:20.280]  於是就反抗了
[00:12:20.280 --> 00:12:21.600]  當時的國民政府
[00:12:21.600 --> 00:12:23.520]  他們就被迫下台
[00:12:23.520 --> 00:12:24.640]  去了台灣
[00:12:24.640 --> 00:12:26.000]  正正是這個原因
[00:12:26.000 --> 00:12:27.200]  所以你有沒有留意到
[00:12:27.200 --> 00:12:31.560]  我們的國家是很怕別人去抗議、暴動
[00:12:31.560 --> 00:12:35.880]  因為它是用一個叛亂的方法
[00:12:35.880 --> 00:12:38.640]  或者一個革命的方法
[00:12:38.640 --> 00:12:40.440]  來推翻當時的政府
[00:12:40.440 --> 00:12:42.720]  所以他們就很怕別人來推翻它
[00:12:42.720 --> 00:12:44.360]  這就是他們的歷史
[00:12:44.360 --> 00:12:44.960]  好了
[00:12:44.960 --> 00:12:46.200]  其實如果你留意一下
[00:12:46.200 --> 00:12:48.680]  香港回歸中國的時候
[00:12:48.680 --> 00:12:49.920]  開頭的時候
[00:12:49.920 --> 00:12:52.040]  那個簽署的契約
[00:12:52.040 --> 00:12:53.320]  其實是很寬鬆的
[00:12:53.320 --> 00:12:55.640]  六四的時候有一個很大的影響
[00:12:55.640 --> 00:12:57.800]  原來六四是在影響我們今天
[00:12:57.800 --> 00:12:59.840]  因為當時反官倒
[00:12:59.840 --> 00:13:02.120]  好了,後來人民又反抗政府
[00:13:02.120 --> 00:13:04.640]  那麼香港人是支持當時的學生
[00:13:04.640 --> 00:13:09.800]  你不要忘記李柱銘也是草簽那些企草之一
[00:13:09.800 --> 00:13:11.360]  後來就退了出來
[00:13:11.360 --> 00:13:12.880]  所以就收得緊
[00:13:12.880 --> 00:13:17.120]  所以今年我們這個雨傘行動這個佔中
[00:13:17.120 --> 00:13:19.440]  其實是令到國內對我們更加收得緊的
[00:13:19.440 --> 00:13:21.800]  未來幾天其實更加不好過
[00:13:21.800 --> 00:13:24.640]  原來我們要了解歷史
[00:13:24.640 --> 00:13:28.120]  就知道為什麼今天有這樣的處境
[00:13:28.560 --> 00:13:30.600]  如果我們忽略了歷史的時候就很可悲
[00:13:30.600 --> 00:13:32.800]  所以你留意聖經裡面一直都很強調
[00:13:32.800 --> 00:13:35.000]  他們要回應歷史
[00:13:35.000 --> 00:13:37.520]  好了,跟大家來看看這段經文
[00:13:37.520 --> 00:13:39.400]  我覺得今天有個難度
[00:13:39.400 --> 00:13:41.720]  第一就是很熟悉聖經的那些覺得
[00:13:41.720 --> 00:13:43.560]  你也是說這些我又不太懂
[00:13:43.560 --> 00:13:45.720]  不熟悉聖經的那些就不知道你說什麼
[00:13:45.720 --> 00:13:47.200]  就是沒有中間路線的
[00:13:47.200 --> 00:13:50.240]  但是不得不承認我們就看看聖經裡面怎麼去禱告
[00:13:50.240 --> 00:13:51.440]  第一個祈禱是怎麼樣呢
[00:13:51.440 --> 00:13:53.920]  他先去歌頌神的能力
[00:13:53.920 --> 00:13:57.120]  在《尼西米記》第九章的第五到第六節
[00:13:57.120 --> 00:13:58.160]  我們一起來讀出
[00:13:58.160 --> 00:13:59.320]  第五到第六節
[00:13:59.320 --> 00:14:04.080]  「耶和華啊,你榮耀之名是應當稱頌的
[00:14:04.080 --> 00:14:07.040]  超乎一切稱頌和讚美
[00:14:07.040 --> 00:14:09.560]  你,唯獨你是耶和華
[00:14:09.560 --> 00:14:12.200]  你做了天和天上的天
[00:14:12.200 --> 00:14:14.160]  並天上的萬象
[00:14:14.160 --> 00:14:16.200]  地和地上的萬物
[00:14:16.200 --> 00:14:18.320]  海和海中所有的
[00:14:18.320 --> 00:14:21.160]  這一切都是你所保存的
[00:14:21.160 --> 00:14:23.520]  天君也都敬拜你」
[00:14:23.520 --> 00:14:27.520]  每一次的禱告都是以歌頌、讚美
[00:14:27.720 --> 00:14:29.440]  感謝作為開始
[00:14:29.440 --> 00:14:34.120]  他們其實現在是活在一個困難的境地當中
[00:14:34.120 --> 00:14:37.480]  雖然他們已經回歸自己的國土
[00:14:37.480 --> 00:14:40.960]  但仍然是被波斯尼達去控制著
[00:14:40.960 --> 00:14:43.520]  甚至被一些官員虐待
[00:14:43.520 --> 00:14:45.000]  他們一會兒我們會看到
[00:14:45.000 --> 00:14:48.000]  他們是在艱辛的境況當中
[00:14:48.000 --> 00:14:50.200]  他們就要去禱告
[00:14:50.200 --> 00:14:52.760]  他們要為了自己過去所犯的罪
[00:14:52.760 --> 00:14:54.560]  先做所犯的罪來去認罪
[00:14:54.560 --> 00:14:57.240]  但是他們先去想一想神是怎麼樣的一位的神
[00:14:57.240 --> 00:14:58.760]  神是創造天地萬物
[00:14:58.760 --> 00:15:01.920]  記住了是滿有榮耀能力和尊貴
[00:15:01.920 --> 00:15:04.040]  祂仍然是屬於神的子民
[00:15:04.040 --> 00:15:06.120]  於是他們有這份信心
[00:15:06.120 --> 00:15:07.320]  今天弟兄姊妹
[00:15:07.320 --> 00:15:09.840]  你想一想你的祈禱的開始是怎麼樣的
[00:15:09.840 --> 00:15:10.800]  我們一開始的時候
[00:15:10.800 --> 00:15:12.400]  我想我們大部分都是會這樣的
[00:15:12.400 --> 00:15:13.640]  我們在天上的父
