
[00:00:00.000 --> 00:00:02.400]  與主同行過豐年
[00:02:07.820 --> 00:02:09.820]  是一個不開心的時間
[00:02:09.820 --> 00:02:15.260]  其實中年常常面對的是一個生命的下滑
[00:02:15.260 --> 00:02:18.260]  即是說我們人生由出世一直成長
[00:02:18.260 --> 00:02:19.260]  去到高峰
[00:02:19.260 --> 00:02:22.900]  去到中年慢慢向下走的時間
[00:02:22.900 --> 00:02:25.140]  當然男女都有不一樣
[00:02:25.140 --> 00:02:27.980]  我們男人我們的頭髮越來越向後
[00:02:27.980 --> 00:02:30.040]  我們肚腩越來越向前
[00:02:30.040 --> 00:02:33.220]  我自己都有這些感覺
[00:02:33.220 --> 00:02:35.580]  睡在這裏就睡不著
[00:02:35.580 --> 00:02:37.860]  坐在這裏就打瞌睡
[00:02:37.860 --> 00:02:40.260]  我不知道你有沒有這樣的經驗
[00:02:40.260 --> 00:02:43.720]  所以我每個星期講到我都要很努力
[00:02:43.720 --> 00:02:45.100]  加些笑話加些笑話
[00:02:45.100 --> 00:02:46.500]  不是因為全部都睡了
[00:02:46.500 --> 00:02:48.200]  不是他們不敬
[00:02:48.200 --> 00:02:51.300]  而是似乎是我們的特徵
[00:02:51.300 --> 00:02:54.240]  我們有些時候很容易睡著覺
[00:02:54.240 --> 00:02:55.700]  坐在這裏一整天
[00:02:55.700 --> 00:02:58.680]  但晚上睡在這裏眼光光
[00:02:58.680 --> 00:03:01.240]  數緊手指等緊鐵礦
[00:03:01.240 --> 00:03:03.840]  男士有時我們的能力
[00:03:03.840 --> 00:03:05.680]  我們的活動能力
[00:03:05.680 --> 00:03:08.580]  我們再不可以好像以前那樣運動
[00:03:08.580 --> 00:03:10.780]  打球的時候我以前是追球
[00:03:10.780 --> 00:03:13.160]  現在看著球
[00:03:13.160 --> 00:03:14.160]  是不是
[00:03:14.160 --> 00:03:16.700]  我們有時男士對我們的體力
[00:03:16.700 --> 00:03:18.200]  做各樣東西不同了
[00:03:18.200 --> 00:03:20.200]  同樣女士都是
[00:03:20.200 --> 00:03:23.140]  我看到同事經常說要搖頭髮
[00:03:23.140 --> 00:03:25.140]  遲些就要出白頭髮
[00:03:25.140 --> 00:03:27.140]  我們很介意很緊張
[00:03:27.140 --> 00:03:29.140]  女士亦都特別的
[00:03:29.140 --> 00:03:31.280]  我見到我的太太扮化妝品
[00:03:31.280 --> 00:03:33.980]  我說以前都不用化妝的
[00:03:33.980 --> 00:03:35.380]  你現在買化妝品
[00:03:35.380 --> 00:03:37.780]  我太太就說現在不化不行了
[00:03:37.780 --> 00:03:39.920]  不過化多幾年就不用再化了
[00:03:39.920 --> 00:03:44.260]  那時已經不再需要介意要不要化妝
[00:03:44.260 --> 00:03:45.920]  女士亦都是
[00:03:45.920 --> 00:03:48.600]  我們的身材我們的皮膚的樣貌
[00:03:48.600 --> 00:03:50.600]  其實是沒有辦法的
[00:03:50.600 --> 00:03:54.440]  這個是歲月在我們生命當中留下的痕跡
[00:03:54.440 --> 00:03:58.940]  是你和我都不會不可以推遲
[00:03:58.940 --> 00:04:02.540]  或者不可以改變的日子
[00:04:02.540 --> 00:04:06.480]  雖然坊間有很多的方式
[00:04:06.480 --> 00:04:08.480]  教你吃什麼做什麼穿什麼
[00:04:08.480 --> 00:04:10.480]  塗什麼
[00:04:10.480 --> 00:04:12.480]  以致你可以拖慢
[00:04:12.480 --> 00:04:14.480]  是不是真的
[00:04:14.480 --> 00:04:16.480]  其實拖不拖慢不要緊
[00:04:16.480 --> 00:04:19.080]  拖深慢慢才是最緊要
[00:04:19.080 --> 00:04:21.080]  所以在當中的時候
[00:04:21.080 --> 00:04:23.080]  我們女性亦都很介意
[00:04:23.080 --> 00:04:25.080]  覺得自己失去吸引力
[00:04:25.080 --> 00:04:27.080]  特別今年期了
[00:04:27.080 --> 00:04:28.080]  全變了
[00:04:28.080 --> 00:04:30.080]  然後再看一看
[00:04:30.080 --> 00:04:32.080]  又很慘的
[00:04:32.080 --> 00:04:34.080]  我們作為男士看一看公司
[00:04:34.080 --> 00:04:36.080]  總有些年輕人
[00:04:36.080 --> 00:04:38.080]  捱得拼搏得
[00:04:38.080 --> 00:04:40.080]  可以11點鐘都不下班
[00:04:40.080 --> 00:04:42.080]  頭髮多過我
[00:04:42.080 --> 00:04:43.080]  學位多過我
[00:04:43.080 --> 00:04:45.080]  只是職位低過我少少
[00:04:45.080 --> 00:04:47.080]  對我是一個影響
[00:04:47.080 --> 00:04:49.080]  對我是一個威脅
[00:04:49.080 --> 00:04:51.080]  作為女士周圍看一看
[00:04:51.080 --> 00:04:53.080]  始終周圍都有小鮮肉
[00:04:53.080 --> 00:04:55.080]  始終周圍都有靚妹仔
[00:04:55.080 --> 00:04:57.080]  有時為何丈夫不看呢
[00:04:57.080 --> 00:04:59.080]  丈夫看她不看我呢
[00:04:59.080 --> 00:05:01.080]  我還記得
[00:05:01.080 --> 00:05:03.080]  幾個月前我太太
[00:05:03.080 --> 00:05:05.080]  在WhatsApp傳了一幅圖畫給我
[00:05:05.080 --> 00:05:07.080]  上面寫著
[00:05:07.080 --> 00:05:09.080]  每日望靚女三分鐘
[00:05:09.080 --> 00:05:11.080]  可以長壽
[00:05:11.080 --> 00:05:13.080]  因為有一日
[00:05:13.080 --> 00:05:15.080]  吃完飯我這樣
[00:05:15.080 --> 00:05:19.080]  望著她
[00:05:19.080 --> 00:05:21.080]  她說做乜
[00:05:21.080 --> 00:05:23.080]  我說養生
[00:05:23.080 --> 00:05:25.080]  我大女兒
[00:05:25.080 --> 00:05:27.080]  跟我女婿一起吃飯
[00:05:27.080 --> 00:05:29.080]  我大女兒說頂你兩個不順
[00:05:29.080 --> 00:05:31.080]  你兩個入房
[00:05:31.080 --> 00:05:33.080]  我跟大女兒說
[00:05:33.080 --> 00:05:35.080]  你老公好似我這樣對媽咪
[00:05:35.080 --> 00:05:37.080]  對你你就有福了
[00:05:37.080 --> 00:05:39.080]  有些時候
[00:05:39.080 --> 00:05:41.080]  男人在這時間
[00:05:41.080 --> 00:05:43.080]  那種不安全
[00:05:43.080 --> 00:05:45.080]  男人那種心的焦慮
[00:05:45.080 --> 00:05:47.080]  是覺得自己的影響力
[00:05:47.080 --> 00:05:49.080]  自己的能力好像愈來愈低
[00:05:49.080 --> 00:05:51.080]  減少
[00:05:51.080 --> 00:05:53.080]  而女性也有時
[00:05:53.080 --> 00:05:55.080]  我們的不安全感
[00:05:55.080 --> 00:05:57.080]  我們的焦慮是覺得好似
[00:05:57.080 --> 00:05:59.080]  我的吸引力
[00:05:59.080 --> 00:06:01.080]  不夠
[00:06:01.080 --> 00:06:03.080]  這個亦都成為我們
[00:06:03.080 --> 00:06:05.080]  究竟我們怎樣去面對黃金的歲月
[00:06:05.080 --> 00:06:07.080]  還是低沉的時間
[00:06:07.080 --> 00:06:09.080]  常常見到的痛苦
[00:06:09.080 --> 00:06:11.080]  常常見到的掙扎
[00:06:11.080 --> 00:06:13.080]  是有時我們
[00:06:13.080 --> 00:06:15.080]  不甘心於有些東西
[00:06:15.080 --> 00:06:17.080]  消減了
[00:06:17.080 --> 00:06:19.080]  少了
[00:06:19.080 --> 00:06:21.080]  我再不是好似
[00:06:21.080 --> 00:06:23.080]  以前那樣能夠運動
[00:06:23.080 --> 00:06:25.080]  我或者再不是好似以前那樣吸引
[00:06:25.080 --> 00:06:27.080]  人有時面對損失
[00:06:27.080 --> 00:06:29.080]  是看你
[00:06:29.080 --> 00:06:31.080]  怎樣面對
[00:06:31.080 --> 00:06:33.080]  當我們面對人生
[00:06:33.080 --> 00:06:35.080]  一些下滑一些損失當中
[00:06:35.080 --> 00:06:37.080]  好的你就覺得
[00:06:37.080 --> 00:06:39.080]  這個是生命的一部份
[00:06:39.080 --> 00:06:41.080]  我減去了
[00:06:41.080 --> 00:06:43.080]  我的體態
[00:06:43.080 --> 00:06:45.080]  增加的是智慧
[00:06:45.080 --> 00:06:47.080]  或者人生的閱歷
[00:06:47.080 --> 00:06:49.080]  今天我怎樣去體會明白人生
[00:06:49.080 --> 00:06:51.080]  能夠常常
[00:06:51.080 --> 00:06:53.080]  帶著生命的伴奏
[00:06:53.080 --> 00:06:55.080]  還是我是不甘心
[00:06:55.080 --> 00:06:57.080]  一個不是很好的心理機制
[00:06:57.080 --> 00:06:59.080]  叫做補償
[00:06:59.080 --> 00:07:01.080]  補償就是我沒有的東西
[00:07:01.080 --> 00:07:03.080]  我一定要拿回
[00:07:03.080 --> 00:07:05.080]  所以你聽過中二危機
[00:07:05.080 --> 00:07:07.080]  幾十歲還
[00:07:07.080 --> 00:07:09.080]  拿著法拉利
[00:07:09.080 --> 00:07:11.080]  但是香港的老人
[00:07:11.080 --> 00:07:13.080]  都不能夠被你踩得那麼狠
[00:07:13.080 --> 00:07:15.080]  又或者
[00:07:15.080 --> 00:07:17.080]  穿那些花T恤
[00:07:17.080 --> 00:07:19.080]  有時真的很難捱
[00:07:19.080 --> 00:07:21.080]  有個太太跟我說
[00:07:21.080 --> 00:07:23.080]  頂不住她丈夫六十歲
[00:07:23.080 --> 00:07:25.080]  在那裏剃腳毛
[00:07:25.080 --> 00:07:27.080]  拿她那枝噴的來剃
[00:07:27.080 --> 00:07:29.080]  她做甚麼呢
[00:07:29.080 --> 00:07:31.080]  就很擔心
[00:07:31.080 --> 00:07:33.080]  有時真是令人擔心
[00:07:33.080 --> 00:07:35.080]  有個太太
[00:07:35.080 --> 00:07:37.080]  很不開心
[00:07:37.080 --> 00:07:39.080]  說我丈夫一定有份愛情
[00:07:39.080 --> 00:07:41.080]  我說為甚麼你那麼擔心
[00:07:41.080 --> 00:07:43.080]  我覺得他一定是對我不忠
[00:07:43.080 --> 00:07:45.080]  我們有沒有甚麼證據
[00:07:45.080 --> 00:07:47.080]  她說打電話給他很久都不接
[00:07:47.080 --> 00:07:49.080]  為甚麼打電話給他
[00:07:49.080 --> 00:07:51.080]  很久都不接
[00:07:51.080 --> 00:07:53.080]  就是證據
[00:07:53.080 --> 00:07:55.080]  因為她的電話是扣在褲子上
[00:07:55.080 --> 00:07:57.080]  打了那麼久她才聽
[00:07:57.080 --> 00:07:59.080]  當時一定是沒有穿褲子
[00:07:59.080 --> 00:08:03.080]  (笑聲)
[00:08:03.080 --> 00:08:05.080]  這個故事教訓我們
[00:08:05.080 --> 00:08:07.080]  做甚麼都要拿著電話
[00:08:07.080 --> 00:08:09.080]  當然
[00:08:09.080 --> 00:08:11.080]  我們聽起來好笑
[00:08:11.080 --> 00:08:13.080]  但是眼中是有淚的
[00:08:13.080 --> 00:08:17.080]  那種心裏頭的不安
[00:08:17.080 --> 00:08:19.080]  那種不安
[00:08:19.080 --> 00:08:21.080]  就是我丈夫是不是對我仍然忠誠
[00:08:21.080 --> 00:08:23.080]  於是少少的事
[00:08:23.080 --> 00:08:25.080]  他對我關心少了
[00:08:25.080 --> 00:08:27.080]  他對我的問候少了
[00:08:27.080 --> 00:08:29.080]  然後我打了電話給他那麼久都不接
[00:08:29.080 --> 00:08:31.080]  已經足以令我覺得恐懼
[00:08:31.080 --> 00:08:35.080]  當我面對這些損失的時候
[00:08:35.080 --> 00:08:37.080]  我會不會有時掙扎要補償
[00:08:37.080 --> 00:08:39.080]  人掙扎補償
[00:08:39.080 --> 00:08:41.080]  用甚麼來補償
[00:08:41.080 --> 00:08:43.080]  男人最簡單
[00:08:43.080 --> 00:08:45.080]  可能在線上繼續拼搏
[00:08:45.080 --> 00:08:47.080]  努力要拿回要失去的東西
[00:08:47.080 --> 00:08:49.080]  有些時候
[00:08:49.080 --> 00:08:51.080]  這個是比較好的
[00:08:51.080 --> 00:08:53.080]  中間沒有那麼好
[00:08:53.080 --> 00:08:55.080]  就是男人開始找到
[00:08:55.080 --> 00:08:57.080]  一些他喜歡的興趣
[00:08:57.080 --> 00:08:59.080]  用興趣來補償
[00:08:59.080 --> 00:09:01.080]  有個太太說
[00:09:01.080 --> 00:09:03.080]  我丈夫一定有婚外情
[00:09:03.080 --> 00:09:05.080]  於是因為她每個星期六
[00:09:05.080 --> 00:09:07.080]  星期日都走了
[00:09:07.080 --> 00:09:09.080]  於是她
[00:09:09.080 --> 00:09:11.080]  跟蹤她
[00:09:11.080 --> 00:09:13.080]  竟然發現她丈夫站在那裏
[00:09:13.080 --> 00:09:15.080]  五六個鐘頭
[00:09:15.080 --> 00:09:19.080]  知不知道做甚麼
[00:09:19.080 --> 00:09:21.080]  男人站在那裏
[00:09:21.080 --> 00:09:23.080]  四五個鐘頭
[00:09:23.080 --> 00:09:25.080]  四五個鐘頭到六個鐘頭
[00:09:25.080 --> 00:09:29.080]  不知道
[00:09:29.080 --> 00:09:31.080]  航拍
[00:09:31.080 --> 00:09:33.080]  航拍
[00:09:33.080 --> 00:09:35.080]  男人喜歡那個
[00:09:35.080 --> 00:09:37.080]  無人機在那裏
[00:09:37.080 --> 00:09:39.080]  樂此不願
[00:09:39.080 --> 00:09:41.080]  他太太仍然有疑問
[00:09:41.080 --> 00:09:43.080]  是否因為他太聰明
[00:09:43.080 --> 00:09:45.080]  知道我跟蹤他
[00:09:45.080 --> 00:09:47.080]  於是找另一個人
[00:09:47.080 --> 00:09:49.080]  他未見過的
[00:09:49.080 --> 00:09:51.080]  拿手機跟他一起航拍
[00:09:51.080 --> 00:09:53.080]  好的事業
[00:09:53.080 --> 00:09:55.080]  中間的
[00:09:55.080 --> 00:09:57.080]  所以你聽到有些男士
[00:09:57.080 --> 00:09:59.080]  去到中型
[00:09:59.080 --> 00:10:01.080]  打牌賭錢
[00:10:01.080 --> 00:10:03.080]  玩航拍那些很好
[00:10:03.080 --> 00:10:05.080]  更差
[00:10:05.080 --> 00:10:07.080]  大家知了
[00:10:07.080 --> 00:10:09.080]  找人補償
[00:10:09.080 --> 00:10:11.080]  有些時候只是想證明自己有吸引力
[00:10:11.080 --> 00:10:13.080]  仍然可以哄到妹妹
[00:10:13.080 --> 00:10:15.080]  所以這個就是補償爭執
[00:10:15.080 --> 00:10:17.080]  另外太太
[00:10:17.080 --> 00:10:19.080]  女士都有
[00:10:19.080 --> 00:10:21.080]  女士的補償是甚麼
[00:10:21.080 --> 00:10:23.080]  很多時候抓住兒子
[00:10:23.080 --> 00:10:25.080]  抓住孫子
[00:10:25.080 --> 00:10:27.080]  於是我捉住他
[00:10:27.080 --> 00:10:29.080]  很想花所有時間
[00:10:29.080 --> 00:10:31.080]  給他照顧他
[00:10:31.080 --> 00:10:33.080]  陪他跟他玩
[00:10:33.080 --> 00:10:35.080]  當沒有人陪我的時候
[00:10:35.080 --> 00:10:37.080]  我最快拿到回報的就是孫子
[00:10:37.080 --> 00:10:39.080]  我買東西給他他一定多謝我
[00:10:39.080 --> 00:10:41.080]  但我都提過
[00:10:41.080 --> 00:10:43.080]  太太有時
[00:10:43.080 --> 00:10:45.080]  記住孫子是借回來玩的
[00:10:45.080 --> 00:10:47.080]  是別人的
[00:10:47.080 --> 00:10:49.080]  不要當自己是自己
[00:10:49.080 --> 00:10:51.080]  見過不少
[00:10:51.080 --> 00:10:53.080]  不好吃的東西
[00:10:53.080 --> 00:10:55.080]  不給食的都給了
[00:10:55.080 --> 00:10:57.080]  不給賣的都賣了
[00:10:57.080 --> 00:10:59.080]  不給玩的都玩了
[00:10:59.080 --> 00:11:01.080]  到時跟媳婦吵架
[00:11:01.080 --> 00:11:03.080]  跟女兒吵架
[00:11:03.080 --> 00:11:05.080]  因為家規都被爺爺婆婆阿公改了
[00:11:05.080 --> 00:11:09.080]  有些時候都是一種補償
[00:11:09.080 --> 00:11:11.080]  甚至有時
[00:11:11.080 --> 00:11:13.080]  接受不到媳婦
[00:11:13.080 --> 00:11:15.080]  因為她搶走兒子
[00:11:15.080 --> 00:11:17.080]  我要撤回去
[00:11:17.080 --> 00:11:19.080]  這是一種補償
[00:11:19.080 --> 00:11:21.080]  另外很貼身的就是婚姻
[00:11:21.080 --> 00:11:23.080]  婚姻可以一世條紋
[00:11:23.080 --> 00:11:25.080]  亦都可以越走越遠
[00:11:25.080 --> 00:11:27.080]  所以婚姻裏有時
[00:11:27.080 --> 00:11:29.080]  我就覺得我們不小心
[00:11:29.080 --> 00:11:31.080]  沉沒
[00:11:31.080 --> 00:11:33.080]  那個簡單的理論是
[00:11:33.080 --> 00:11:35.080]  種花都要流水
[00:11:35.080 --> 00:11:37.080]  養魚都要餵
[00:11:37.080 --> 00:11:39.080]  靠我們拍拖既然浪漫
[00:11:39.080 --> 00:11:41.080]  食老本是不食得好長
[00:11:43.080 --> 00:11:45.080]  因此如果我們想婚姻去到
[00:11:45.080 --> 00:11:47.080]  一生牽手共聚
[00:11:47.080 --> 00:11:49.080]  共渡的時候
[00:11:49.080 --> 00:11:51.080]  是很多時需要我們用心去栽培
[00:11:51.080 --> 00:11:53.080]  但很可惜
[00:11:53.080 --> 00:11:55.080]  可能我的補償是放在事業
[00:11:55.080 --> 00:11:57.080]  我的太太補償是放在
[00:11:57.080 --> 00:11:59.080]  她的父女班
[00:11:59.080 --> 00:12:01.080]  她去學瑜伽
[00:12:01.080 --> 00:12:03.080]  她去學拉筋
[00:12:03.080 --> 00:12:05.080]  她去教書
[00:12:05.080 --> 00:12:07.080]  我們兩個可以向左走向右走
[00:12:07.080 --> 00:12:09.080]  這麼近那麼遠
[00:12:09.080 --> 00:12:11.080]  是越來越遙遠的
[00:12:11.080 --> 00:12:13.080]  是越來越遙遠
[00:12:13.080 --> 00:12:15.080]  所以婚姻疏離
[00:12:15.080 --> 00:12:17.080]  因為一疏離的時候
[00:12:17.080 --> 00:12:19.080]  我們更加沒有安全感
[00:12:19.080 --> 00:12:21.080]  在這個沒有安全感的裏
[00:12:21.080 --> 00:12:23.080]  有時反而帶來
[00:12:23.080 --> 00:12:25.080]  我們很多疑問
[00:12:25.080 --> 00:12:27.080]  很多的擔心
[00:12:27.080 --> 00:12:29.080]  其實讓我們小心
[00:12:29.080 --> 00:12:31.080]  記住態度是決定了過程
[00:12:31.080 --> 00:12:33.080]  我們很熟悉那句說話
[00:12:33.080 --> 00:12:35.080]  還有半杯水
[00:12:35.080 --> 00:12:37.080]  還有半杯水
[00:12:37.080 --> 00:12:39.080]  是不是
[00:12:39.080 --> 00:12:41.080]  要有樂觀開心信任的態度
[00:12:41.080 --> 00:12:43.080]  你去過
[00:12:43.080 --> 00:12:45.080]  人生原來越投入
[00:12:45.080 --> 00:12:47.080]  你就越享受
[00:12:47.080 --> 00:12:49.080]  當我們過我們的豐年的時候
[00:12:49.080 --> 00:12:51.080]  好好投入我每一次的茶經
[00:12:51.080 --> 00:12:53.080]  投入每一次的敬拜
[00:12:53.080 --> 00:12:55.080]  投入每一次的聚會
[00:12:55.080 --> 00:12:57.080]  投入我們至愛良恆的彼此關心
[00:12:57.080 --> 00:12:59.080]  投入我的佛根
[00:12:59.080 --> 00:13:01.080]  投入我的生活
[00:13:01.080 --> 00:13:03.080]  可能是每日都是享受
[00:13:03.080 --> 00:13:05.080]  反過來不是的時候
[00:13:05.080 --> 00:13:07.080]  我們有佛學導引
[00:13:07.080 --> 00:13:09.080]  可以圓
[00:13:09.080 --> 00:13:11.080]  或者在這個時間
[00:13:11.080 --> 00:13:13.080]  當我們不開心
[00:13:13.080 --> 00:13:15.080]  或者在這個時間當我們有壓力
[00:13:15.080 --> 00:13:17.080]  有焦慮的時候
[00:13:17.080 --> 00:13:19.080]  可能反過來
[00:13:19.080 --> 00:13:21.080]  可能這是一個wake up call
[00:13:21.080 --> 00:13:23.080]  一個早晨的鬧鐘
[00:13:23.080 --> 00:13:25.080]  去重新提醒我們
[00:13:25.080 --> 00:13:27.080]  問我們甚麼才是人生長久
[00:13:27.080 --> 00:13:29.080]  真實的幸福
[00:13:29.080 --> 00:13:31.080]  有些時候
[00:13:31.080 --> 00:13:33.080]  能夠陪我們走過一生
[00:13:33.080 --> 00:13:35.080]  仍然是興奮快樂的
[00:13:35.080 --> 00:13:37.080]  是一些在我們生命當中
[00:13:37.080 --> 00:13:39.080]  長久真實
[00:13:39.080 --> 00:13:41.080]  能夠長遠擁有的
[00:13:41.080 --> 00:13:43.080]  甚麼才是
[00:13:43.080 --> 00:13:45.080]  是我坐這個位的權位
[00:13:45.080 --> 00:13:47.080]  是我某一個的外貌
[00:13:47.080 --> 00:13:49.080]  是我那一段
[00:13:49.080 --> 00:13:51.080]  我要能夠控制的關係
[00:13:51.080 --> 00:13:53.080]  有些時候
[00:13:53.080 --> 00:13:55.080]  我們真的不知道
[00:13:55.080 --> 00:13:57.080]  我每一年
[00:13:57.080 --> 00:13:59.080]  澳洲一些教會
[00:13:59.080 --> 00:14:01.080]  都會請我過去
[00:14:01.080 --> 00:14:03.080]  在暑假的時候
[00:14:03.080 --> 00:14:05.080]  會去港島
[00:14:05.080 --> 00:14:07.080]  通常他們有幾個城市
[00:14:07.080 --> 00:14:09.080]  我去完一個城市
[00:14:09.080 --> 00:14:11.080]  因為我去完會去兩三個星期
[00:14:11.080 --> 00:14:13.080]  不同的城市
[00:14:13.080 --> 00:14:15.080]  有不同的聚會、港島
[00:14:15.080 --> 00:14:17.080]  通常一去會去三四個城市
[00:14:17.080 --> 00:14:19.080]  我剛剛
[00:14:19.080 --> 00:14:21.080]  這個暑假我去的時候
[00:14:21.080 --> 00:14:23.080]  去到 Brisbane 這個city
[00:14:23.080 --> 00:14:25.080]  他們的弟兄姊妹特別帶我去
[00:14:25.080 --> 00:14:27.080]  一間
[00:14:27.080 --> 00:14:29.080]  越南的餐館那裏吃東西
[00:14:29.080 --> 00:14:31.080]  這個越南餐館
[00:14:31.080 --> 00:14:33.080]  他們說很出名的
[00:14:33.080 --> 00:14:35.080]  很多人的很生意的
[00:14:35.080 --> 00:14:37.080]  很好吃
[00:14:37.080 --> 00:14:39.080]  那個地方很大
[00:14:39.080 --> 00:14:41.080]  你知如果去過澳洲
[00:14:41.080 --> 00:14:43.080]  餐館都不是很大
[00:14:43.080 --> 00:14:45.080]  比這個位置大幾倍
[00:14:45.080 --> 00:14:47.080]  很多人的
[00:14:47.080 --> 00:14:49.080]  出名勁還是
[00:14:49.080 --> 00:14:51.080]  他做兩輪的
[00:14:51.080 --> 00:14:53.080]  你知道這個city
[00:14:53.080 --> 00:14:55.080]  通常是做一輪的
[00:14:55.080 --> 00:14:57.080]  就是吃一輪的
[00:14:57.080 --> 00:14:59.080]  但他兩輪的
[00:14:59.080 --> 00:15:01.080]  澳洲沒有的
[00:15:01.080 --> 00:15:03.080]  但那個地方最多吃一個小時、兩個小時
[00:15:03.080 --> 00:15:05.080]  但出名在哪裏呢
[00:15:05.080 --> 00:15:07.080]  吃東西我都覺得普通
[00:15:07.080 --> 00:15:09.080]  我吃慣了越南的東西
[00:15:09.080 --> 00:15:11.080]  原來出名
[00:15:11.080 --> 00:15:13.080]  出名在那個老闆
[00:15:13.080 --> 00:15:15.080]  那個老闆那麼出名
[00:15:15.080 --> 00:15:17.080]  那個老闆大概五十多
[00:15:17.080 --> 00:15:19.080]  我估計
[00:15:19.080 --> 00:15:21.080]  我樣貌
[00:15:21.080 --> 00:15:23.080]  五十多
[00:15:23.080 --> 00:15:25.080]  但牙齒都掉了
[00:15:25.080 --> 00:15:27.080]  完全沒有牙齒
[00:15:27.080 --> 00:15:29.080]  那些客人很喜歡
[00:15:29.080 --> 00:15:31.080]  Hey, when will you fix your teeth?
[00:15:31.080 --> 00:15:33.080]  何時把牙齒修好?
[00:15:33.080 --> 00:15:35.080]  Oh, when I have money
[00:15:35.080 --> 00:15:37.080]  先等他有錢
[00:15:37.080 --> 00:15:39.080]  他們說
[00:15:39.080 --> 00:15:41.080]  牙齒掉了一段時間
[00:15:41.080 --> 00:15:43.080]  一隻一隻的掉了
[00:15:43.080 --> 00:15:45.080]  你掉了一隻不修一隻一隻的掉了
[00:15:45.080 --> 00:15:47.080]  終於全都掉了
[00:15:47.080 --> 00:15:49.080]  全都掉了
[00:15:49.080 --> 00:15:51.080]  由於他不知道甚麼原因
[00:15:51.080 --> 00:15:53.080]  政府保險沒得給
[00:15:53.080 --> 00:15:55.080]  他大概要萬多二萬澳元
[00:15:55.080 --> 00:15:57.080]  萬多澳元他不捨得出
[00:15:57.080 --> 00:15:59.080]  於是我說那他怎樣吃東西
[00:15:59.080 --> 00:16:01.080]  他甚麼都打爛了
[00:16:01.080 --> 00:16:03.080]  Blender 我不知道餐點
[00:16:03.080 --> 00:16:05.080]  打爛行不行
