
[00:00:00.000 --> 00:00:05.620]  今日的題目是《亂世信徒》
[00:08:41.900 --> 00:08:47.660]  同樣去面對生與死的情況
[00:08:47.660 --> 00:08:50.540]  薩德拉、米薩和阿伯尼戈
[00:08:50.540 --> 00:08:55.260]  就是在這個亂世的環境裡面
[00:08:55.260 --> 00:08:57.300]  尼布甲、尼薩王說
[00:08:57.300 --> 00:09:01.500]  你不敬拜、不跪拜我的金像的時候
[00:09:01.500 --> 00:09:08.000]  你會被處死,會被扔到火爐裡面
[00:09:08.000 --> 00:09:11.060]  但是薩德拉、米薩和阿伯尼戈
[00:09:11.060 --> 00:09:12.900]  因為他們的信仰
[00:09:12.900 --> 00:09:14.540]  對神的信仰
[00:09:14.540 --> 00:09:20.860]  所以他們寧願選擇被扔進火爐裡面
[00:09:20.860 --> 00:09:26.420]  今天我們當然知道故事的結果是怎樣
[00:09:26.420 --> 00:09:30.680]  所以聽起來我們好像很容易明白
[00:09:30.680 --> 00:09:34.140]  這三個但義利的朋友
[00:09:34.140 --> 00:09:36.180]  薩德拉、米薩和阿伯尼戈
[00:09:36.180 --> 00:09:38.980]  他們是願意站在神那邊
[00:09:38.980 --> 00:09:39.780]  說是容易
[00:09:39.780 --> 00:09:44.340]  但是當時他們在火爐前面的時候
[00:09:44.340 --> 00:09:46.420]  他們知不知道神會答救他們?
[00:09:46.420 --> 00:09:48.240]  他們是不知道的
[00:09:48.240 --> 00:09:49.500]  是不是?
[00:09:49.500 --> 00:09:52.100]  但是他們仍然有這樣的信念
[00:09:52.100 --> 00:09:54.660]  無論神是否會答救
[00:09:54.660 --> 00:09:59.080]  我仍然都是要忠於我的信仰
[00:09:59.080 --> 00:10:07.720]  我們來看看為何這三個希伯來少年有這樣的勇氣
[00:10:07.720 --> 00:10:11.580]  還有為何他們有這樣的信念
[00:10:11.580 --> 00:10:17.760]  我們從這個故事中學習一些功課
[00:10:17.760 --> 00:10:20.060]  怎樣有這樣的勇氣
[00:10:20.060 --> 00:10:22.760]  為何這三個人有這樣的信念
[00:10:22.760 --> 00:10:25.540]  他們信什麼呢?
[00:10:25.540 --> 00:10:29.880]  還有我們怎樣將他們的信念
[00:10:29.880 --> 00:10:32.160]  用在我們的生命裡面
[00:10:32.160 --> 00:10:33.680]  剛才我們說了
[00:10:33.680 --> 00:10:38.140]  基督徒的迫害不是很遙遠的地方
[00:10:38.140 --> 00:10:40.720]  也不是很遙遠的時間
[00:10:40.720 --> 00:10:44.960]  現在就發生在美國這個地方
[00:10:44.960 --> 00:10:49.460]  究竟我們怎樣將這個故事裡面的真理
[00:10:49.460 --> 00:10:52.880]  怎樣應用在我們日常生活裡面呢?
[00:10:52.880 --> 00:10:56.540]  我們來看看這三個人的信念
[00:10:56.540 --> 00:11:03.100]  他們的第一個信念是對神的能力深信不疑
[00:11:03.100 --> 00:11:06.960]  我們來看看《但願理書》第三章第十七節怎樣說
[00:11:06.960 --> 00:11:13.480]  「即便如此,我們所侍奉的神能將我們從烈火的窯裡面救出來」
[00:11:13.480 --> 00:11:15.220]  我希望大家可以圈著它
[00:11:15.220 --> 00:11:16.740]  有「不」
[00:11:16.740 --> 00:11:21.580]  將「神」和「能」兩個字圈出來
[00:11:21.580 --> 00:11:24.340]  God is able
[00:11:24.340 --> 00:11:26.780]  他們有一個很強的信念
[00:11:26.780 --> 00:11:30.000]  就是神的能力是能夠的
[00:11:30.000 --> 00:11:31.040]  為什麼呢?
[00:11:31.040 --> 00:11:34.020]  因為這群希伯來的少年
[00:11:34.020 --> 00:11:36.060]  他們從小就聽到
[00:11:36.060 --> 00:11:40.060]  神怎樣去答救他們的民族
[00:11:40.060 --> 00:11:43.440]  怎樣去創造這個宇宙
[00:11:43.440 --> 00:11:44.740]  怎樣創造這個世界
[00:11:44.740 --> 00:11:46.600]  怎樣創造這個人類
[00:11:46.600 --> 00:11:50.280]  怎樣呼召阿伯拉罕
[00:11:50.280 --> 00:11:53.480]  去到英許之地
[00:11:53.480 --> 00:11:58.020]  英許他以後會有一個國度出來
[00:11:58.020 --> 00:12:04.600]  怎樣帶領這群被埃及人
[00:12:04.600 --> 00:12:09.620]  當奴隸的以色列民眾
[00:12:09.620 --> 00:12:13.120]  由埃及帶到英許之地
[00:12:13.120 --> 00:12:17.920]  又怎樣經過紅海前無去路
[00:12:17.920 --> 00:12:20.840]  有追兵的情況下
[00:12:20.840 --> 00:12:22.760]  神怎樣幫他們開路
[00:12:22.760 --> 00:12:24.760]  打開紅海
[00:12:24.760 --> 00:12:27.260]  讓他們走過紅海
[00:12:27.260 --> 00:12:31.700]  去到英許之地
[00:12:31.700 --> 00:12:34.880]  他們聽過這些故事
[00:12:34.880 --> 00:12:38.780]  他們知道神有這樣的能力
[00:12:38.780 --> 00:12:40.400]  我們也要深信
[00:12:40.400 --> 00:12:46.160]  神的能力仍然在我們每一個人的生命裡面
[00:12:46.160 --> 00:12:48.900]  甚至在這個世界裡面
[00:12:48.900 --> 00:12:51.520]  是能夠彰顯的
[00:12:51.520 --> 00:12:54.720]  這群希伯來少年深信
[00:12:54.720 --> 00:12:59.280]  神的能力在他們的歷史裡面是怎樣彰顯的
[00:12:59.280 --> 00:13:01.120]  其實
[00:13:01.120 --> 00:13:04.200]  我們看看我們中國人
[00:13:04.200 --> 00:13:08.240]  其實神的能力也在我們中國歷史裡面
[00:13:08.240 --> 00:13:09.440]  是彰顯的
[00:13:09.440 --> 00:13:13.720]  我給一些例子給你們聽
[00:13:13.720 --> 00:13:22.600]  相傳多瑪或巴多羅邁其中一個使徒
[00:13:22.600 --> 00:13:27.560]  多瑪去到印度的地方傳道
[00:13:27.560 --> 00:13:33.960]  現在印度有一個紀念碑
[00:13:33.960 --> 00:13:40.080]  紀念多瑪當年去到印度的地方傳福音
[00:13:40.080 --> 00:13:43.920]  有些人相信多瑪不僅去到印度傳福音
[00:13:43.920 --> 00:13:46.440]  他從印度進入中國
[00:13:46.440 --> 00:13:49.080]  這是其中一個傳說
[00:13:49.080 --> 00:13:51.160]  最早的記載
[00:13:51.160 --> 00:13:54.600]  基督教在中國裡面最早的記載
[00:13:54.600 --> 00:13:56.600]  就是在唐朝
[00:13:56.600 --> 00:13:58.800]  在唐太宗的時代
[00:13:58.800 --> 00:14:02.560]  大概是主後635年
[00:14:02.560 --> 00:14:08.280]  已經有一個警教傳入中國
[00:14:08.280 --> 00:14:11.000]  這是有文獻記載的
[00:14:11.000 --> 00:14:12.480]  如果你有留意
[00:14:12.480 --> 00:14:15.400]  有一個碑叫做警教碑
[00:14:15.400 --> 00:14:24.600]  是講述基督教是怎樣在當時傳入中國的地方
[00:14:24.600 --> 00:14:27.000]  大概在200年之後
[00:14:27.000 --> 00:14:29.440]  另一個皇帝叫做唐武宗
[00:14:29.440 --> 00:14:33.680]  因為他深信道教
[00:14:33.680 --> 00:14:36.560]  所以排斥其他宗教
[00:14:36.560 --> 00:14:38.800]  所以當時即使是佛教
[00:14:38.800 --> 00:14:41.400]  基督教也被排斥
[00:14:41.400 --> 00:14:46.040]  差不多過了400年
[00:14:46.040 --> 00:14:47.920]  沉寂的時間
[00:14:47.920 --> 00:14:51.440]  以為基督教或福音
[00:14:51.440 --> 00:14:56.880]  再不能夠在中國立腳
[00:14:56.880 --> 00:14:57.560]  其實不是
[00:14:57.560 --> 00:15:00.360]  在元朝1289年
[00:15:00.360 --> 00:15:02.520]  即是400年之後
[00:15:02.520 --> 00:15:07.080]  方濟各(Franciscans)
[00:15:07.080 --> 00:15:11.520]  天主教的另一個分支
[00:15:11.520 --> 00:15:12.800]  叫做Franciscans
[00:15:12.800 --> 00:15:15.880]  這一班方濟各會的神父
[00:15:15.880 --> 00:15:19.760]  進入中國的地方傳福音
[00:15:19.760 --> 00:15:24.160]  也過了沉寂
[00:15:24.160 --> 00:15:26.600]  也沒有什麼聲音
[00:15:26.600 --> 00:15:29.160]  有人也覺得基督教死了
[00:15:29.160 --> 00:15:30.640]  也不是
[00:15:30.640 --> 00:15:32.520]  300年之後
[00:15:32.520 --> 00:15:35.320]  在明朝1582年
[00:15:35.320 --> 00:15:39.120]  有個很有名的叫利瑪竇
[00:15:39.120 --> 00:15:41.720]  神父進入中國
[00:15:41.720 --> 00:15:47.360]  明朝時代將福音帶到中國
[00:15:47.360 --> 00:15:51.280]  神沒有忘記我們中國人
[00:15:51.280 --> 00:15:54.360]  因為中國人實在太多
[00:15:54.360 --> 00:15:58.320]  在清朝又過了大概300年
[00:15:58.320 --> 00:16:01.000]  又沉寂了300年
[00:16:01.000 --> 00:16:03.880]  在清朝地方107年
[00:16:03.880 --> 00:16:06.320]  馬禮信
[00:16:06.320 --> 00:16:10.840]  馬禮信是第一個基督教的傳教士
[00:16:10.840 --> 00:16:13.280]  以前那些都是天主教
[00:16:13.280 --> 00:16:18.320]  這個真正是基督教改革之後
[00:16:18.320 --> 00:16:21.560]  第一個基督教傳教士進入中國的地方
[00:16:21.560 --> 00:16:26.640]  但是當時清朝政府限制他行動的自由
[00:16:26.640 --> 00:16:32.600]  只允許在廣東、廣州和澳門做傳道功夫
[00:16:32.600 --> 00:16:34.560]  其他地方他不能去
[00:16:34.560 --> 00:16:41.360]  馬禮信用了25年的時間翻譯了第一本中文聖經
[00:16:41.360 --> 00:16:45.320]  他對於我們基督教和基督徒
[00:16:45.320 --> 00:16:47.440]  尤其是中國基督徒
[00:16:47.440 --> 00:16:52.800]  真的有一個莫大的貢獻
[00:16:52.800 --> 00:16:54.680]  他死在廣州
[00:16:54.680 --> 00:16:57.840]  但是葬在澳門
[00:16:57.840 --> 00:17:01.160]  現在去澳門的馬禮信館
[00:17:01.160 --> 00:17:03.960]  可以看到有一個墓碑
[00:17:03.960 --> 00:17:08.800]  講述馬禮信的生平
[00:17:08.800 --> 00:17:11.880]  又過了100年
[00:17:11.880 --> 00:17:13.600]  到民初
[00:17:13.600 --> 00:17:15.520]  義和團之亂
[00:17:15.520 --> 00:17:17.320]  在義和團那段時間
[00:17:17.320 --> 00:17:23.520]  很多基督徒和傳教士被殺害
[00:17:23.520 --> 00:17:26.920]  記不記得陶特良剛才說
[00:17:26.920 --> 00:17:34.080]  殉道者的鮮血是孕育教會的種子
[00:17:34.080 --> 00:17:36.160]  雖然這麼多基督徒
[00:17:36.160 --> 00:17:39.520]  或者這麼多海外進入中國
[00:17:39.520 --> 00:17:41.120]  傳教獻身
[00:17:41.120 --> 00:17:45.240]  在傳教的事工上做了很多工作
[00:17:45.240 --> 00:17:46.920]  他們殉道
[00:17:46.920 --> 00:17:49.280]  而他們的血亦沒有白流
[00:17:49.280 --> 00:17:50.880]  就是在這一段時間
[00:17:50.880 --> 00:17:52.240]  在民初的時間
[00:17:52.240 --> 00:17:56.200]  有很多中國人的領袖成為基督徒
[00:17:56.200 --> 00:17:59.760]  其中很有名的就是孫中山
[00:17:59.760 --> 00:18:04.160]  還有被暗殺的宋教仁
[00:18:04.160 --> 00:18:05.960]  還有蔣介石
[00:18:05.960 --> 00:18:09.560]  還有張學良將軍
[00:18:09.560 --> 00:18:10.920]  亦都成為基督徒
[00:18:10.920 --> 00:18:17.520]  這一班是中國在民初中頂尖的人物
[00:18:17.520 --> 00:18:19.440]  他們都成為基督徒
[00:18:19.440 --> 00:18:26.840]  當時那些基督徒的血並沒有白流
[00:18:26.840 --> 00:18:30.720]  又沉寂了很多年
[00:18:30.720 --> 00:18:36.120]  到了1949年共產得權的時候
[00:18:36.120 --> 00:18:42.160]  當時基督徒的人口大概是四百萬左右
[00:18:42.160 --> 00:18:44.960]  不是很多
[00:18:44.960 --> 00:18:46.520]  到1966年
[00:18:46.520 --> 00:18:48.400]  到1976年
[00:18:48.400 --> 00:18:51.120]  你們都知道文化大革命
[00:18:51.120 --> 00:18:54.920]  其中毛澤東有一句說話
[00:18:54.920 --> 00:18:55.960]  你們可能都聽過
[00:18:55.960 --> 00:18:59.240]  就是宗教是人民的鴉片
[00:18:59.240 --> 00:19:06.680]  他亦都有這樣的打算
[00:19:06.680 --> 00:19:12.920]  能夠在中國將所有的宗教消滅
[00:19:12.920 --> 00:19:13.640]  消除
[00:19:13.640 --> 00:19:16.640]  其中包括基督教
[00:19:16.640 --> 00:19:19.720]  但是他有沒有成功呢?
[00:19:19.720 --> 00:19:20.920]  他沒有成功
[00:19:20.920 --> 00:19:26.680]  因為當基督徒越受逼迫的時候
[00:19:26.680 --> 00:19:30.720]  教會就越增長
[00:19:30.720 --> 00:19:34.600]  由70年末到現在
[00:19:34.600 --> 00:19:38.920]  在國內基督教和基督徒的人數的增長
[00:19:38.920 --> 00:19:41.720]  是數以千萬計
[00:19:41.720 --> 00:19:48.320]  到現在估計有七千萬的基督徒
[00:19:48.320 --> 00:19:52.080]  有些甚至有些統計是超過一億
[00:19:52.080 --> 00:19:55.200]  而我和師母回去
[00:19:55.200 --> 00:19:58.160]  差不多每一次我們回去
[00:19:58.160 --> 00:20:01.640]  都可以帶一些國內的同胞來順住
[00:20:01.640 --> 00:20:05.560]  他們的心是很開放的
[00:20:05.560 --> 00:20:11.960]  神是預備了這一班弟兄姊妹
[00:20:11.960 --> 00:20:14.000]  這一班傳道人
[00:20:14.000 --> 00:20:17.280]  他們雖然經歷了這麼多的苦楚
[00:20:17.280 --> 00:20:22.800]  但是他們的血並沒有白流
[00:20:22.800 --> 00:20:23.840]  在普都大學
[00:20:23.840 --> 00:20:25.840]  Purdue University有一個Professor
[00:20:25.840 --> 00:20:27.640]  他是社會學的Professor
[00:20:27.640 --> 00:20:30.680]  叫Dr. Yang
[00:20:30.680 --> 00:20:33.280]  他作出一個估計
[00:20:33.280 --> 00:20:36.920]  在2025年,距離現在十年之後
[00:20:36.920 --> 00:20:47.920]  中國的基督徒會提升到一億六千萬的基督徒
[00:20:47.920 --> 00:20:53.320]  到了2030年估計會有二億四千七百萬的基督徒
[00:20:53.320 --> 00:20:57.800]  在當時,若果是到2030年那段時間
[00:20:57.800 --> 00:21:02.280]  中國的基督徒會被墨西哥、巴西、美國
[00:21:02.280 --> 00:21:08.240]  加起來都沒有中國的基督徒那麼多
[00:21:08.240 --> 00:21:10.640]  也有一個study(研究)
[00:21:10.640 --> 00:21:12.040]  他這樣說
[00:21:12.040 --> 00:21:13.120]  在微博
[00:21:13.120 --> 00:21:17.960]  微博就等於我們現在在這邊的Twitter
[00:21:17.960 --> 00:21:22.240]  他說在微博裡面
[00:21:22.240 --> 00:21:26.240]  基督耶穌的名字
[00:21:26.240 --> 00:21:31.240]  比毛澤東的名字更加popular
[00:21:31.240 --> 00:21:33.080]  好像很amazing
[00:21:33.080 --> 00:21:36.440]  還有另一個study(研究)
[00:21:36.440 --> 00:21:44.440]  現在的Chairperson叫做習近平
[00:21:44.440 --> 00:21:47.800]  在微博裡面被提及的次數
[00:21:47.800 --> 00:21:49.800]  是沒有耶穌那麼多的
[00:21:49.800 --> 00:21:54.520]  習近平被提及的次數大概是四百萬左右
[00:21:54.520 --> 00:21:55.480]  你猜猜
[00:21:55.480 --> 00:21:58.440]  耶穌基督被提及的次數有多少呢?
[00:21:58.440 --> 00:22:00.600]  有一千八百萬
[00:22:00.600 --> 00:22:02.600]  這個是一個study(研究)
[00:22:02.600 --> 00:22:04.160]  你會想一想
[00:22:04.160 --> 00:22:06.800]  究竟為什麼呢?
[00:22:06.800 --> 00:22:09.760]  為什麼神的手一直在中國的歷史裡面
[00:22:09.760 --> 00:22:11.760]  是彰顯祂的能力呢?
[00:22:11.760 --> 00:22:15.600]  為什麼特別是在近世紀裡面
[00:22:15.600 --> 00:22:17.720]  就是以往的百年裡面
[00:22:17.720 --> 00:22:21.760]  為什麼生長得那麼厲害呢?
[00:22:21.760 --> 00:22:25.800]  原來就是在我們這個世紀裡面
[00:22:25.800 --> 00:22:28.600]  有很多很忠於祂的
[00:22:28.600 --> 00:22:30.600]  基督徒和牧師
[00:22:30.600 --> 00:22:32.600]  獻出了他們的自由
[00:22:32.600 --> 00:22:34.600]  獻出了他們的生命
[00:22:34.600 --> 00:22:36.040]  其中比較出名的
[00:22:36.040 --> 00:22:37.320]  有魏拓星
[00:22:37.320 --> 00:22:39.320]  我們看看他的樣子
[00:22:39.320 --> 00:22:41.320]  他1903年出生
[00:22:41.320 --> 00:22:45.320]  1972年在監獄裡面過世
[00:22:45.320 --> 00:22:47.320]  他在1952年被捕
[00:22:47.320 --> 00:22:51.320]  因為他是傳福音的緣故
[00:22:51.320 --> 00:22:56.320]  在法庭裡面被判15年的監禁
[00:22:56.320 --> 00:23:00.320]  一開始的時候後來被加到20年
[00:23:00.320 --> 00:23:03.320]  在6月1日1972年
[00:23:03.320 --> 00:23:07.320]  他被主接回天教
[00:23:07.320 --> 00:23:09.320]  在他臨死的那一天
[00:23:09.320 --> 00:23:12.320]  他寫了一句話給大家看看
[00:23:12.320 --> 00:23:15.320]  這個是他自己親手的手筆
[00:23:15.320 --> 00:23:20.320]  他說:「我病終,心仍喜樂」
[00:23:20.320 --> 00:23:22.320]  當他過世之後
[00:23:22.320 --> 00:23:24.320]  他有一個孫姪女
[00:23:24.320 --> 00:23:26.320]  去到他的監牢裡
[00:23:26.320 --> 00:23:28.320]  執拾他的細軟
[00:23:28.320 --> 00:23:31.320]  在他的遺物裡發現了一張紙條
[00:23:31.320 --> 00:23:34.320]  那張紙條他就這樣寫
[00:23:34.320 --> 00:23:36.320]  就是魏拓星寫的
[00:23:36.320 --> 00:23:39.320]  他說:「基督是神的兒子
[00:23:39.320 --> 00:23:42.320]  祂為救贖罪人而死
[00:23:42.320 --> 00:23:44.320]  三天後復活
[00:23:44.320 --> 00:23:47.320]  這是宇宙最大的真理
[00:23:47.320 --> 00:23:52.320]  而我也是為我所信的基督而死」
[00:23:52.320 --> 00:23:54.320]  怪不得
[00:23:54.320 --> 00:23:59.320]  神是看顧我們中國人
[00:23:59.320 --> 00:24:03.320]  因為有一群忠心的僕人
[00:24:03.320 --> 00:24:07.320]  獻出了自己的自由和生命
[00:24:07.320 --> 00:24:11.320]  今天我們有機會聽聞這個福音
[00:24:11.320 --> 00:24:13.320]  不單止魏拓星
[00:24:13.320 --> 00:24:16.320]  還有一個王明道夫婦
[00:24:16.320 --> 00:24:19.320]  王明道1900年生
[00:24:19.320 --> 00:24:21.320]  1991年去世
