
[00:00:00.640 --> 00:00:03.400]  今天我們要開始一個新的系列 我們講到
[00:01:54.240 --> 00:01:57.520]  是一個得勝的祖 是一個復活的祖
[00:01:57.520 --> 00:01:59.320]  是一個讓我們有盼望的祖
[00:01:59.320 --> 00:02:03.400]  所以不管環境如何
[00:02:03.400 --> 00:02:06.120]  讓我們帶著一個渴慕的心來到神的面前
[00:02:06.120 --> 00:02:08.600]  知道這位祖在我們中間他掌權
[00:02:08.600 --> 00:02:11.880]  歌羅西書裡面讓我們看見
[00:02:11.880 --> 00:02:13.600]  基督是我們的中心
[00:02:13.600 --> 00:02:15.880]  基督是我們的盼望
[00:02:15.880 --> 00:02:19.400]  親愛的公子妹 盼望何等的重要
[00:02:20.680 --> 00:02:23.920]  保羅在這段聖經裡面 歌羅西書裡面
[00:02:23.920 --> 00:02:30.800]  他一開始他提到他自己是做基督耶穌的使徒保羅
[00:02:30.800 --> 00:02:34.200]  他提到他寫信給歌羅西的教會
[00:02:34.200 --> 00:02:38.480]  讓他寫給歌羅西的教會 給這些歌羅西書的聖徒們
[00:02:38.480 --> 00:02:40.720]  你可以看見從第三節
[00:02:40.720 --> 00:02:43.240]  從第三節到第八節這段聖經裡面
[00:02:43.240 --> 00:02:45.800]  他一直在強調的三件事情
[00:02:45.800 --> 00:02:47.360]  哪三件事情呢
[00:02:48.840 --> 00:02:51.600]  信 望 愛 有沒有
[00:02:51.600 --> 00:02:53.840]  信 望 愛
[00:02:53.840 --> 00:02:57.240]  在這裡第四節他說
[00:02:57.240 --> 00:03:00.200]  應聽見你們在基督耶穌裡的信心
[00:03:00.200 --> 00:03:04.000]  並向眾聖徒的愛心
[00:03:04.000 --> 00:03:05.000]  看到沒有
[00:03:05.000 --> 00:03:09.560]  是為那給你們存在天上的盼望
[00:03:09.560 --> 00:03:14.480]  看到沒有 信 望 愛都有了
[00:03:14.480 --> 00:03:17.040]  保羅在寫書信的時候
[00:03:18.520 --> 00:03:23.840]  他常常把一開始的問安裡面為他們來感謝
[00:03:23.840 --> 00:03:25.400]  這是他寫信的一個特色
[00:03:25.400 --> 00:03:26.840]  他感謝什麼呢
[00:03:26.840 --> 00:03:30.280]  常常裡面提到為他們的信 望 愛感謝
[00:03:30.280 --> 00:03:32.160]  親愛的公子妹
[00:03:32.160 --> 00:03:36.120]  保羅在寫這個書信裡面
[00:03:36.120 --> 00:03:40.840]  他看見基督徒生命當中的一個核心
[00:03:40.840 --> 00:03:42.280]  要素是什麼呢
[00:03:42.280 --> 00:03:45.200]  就是信 望 愛
[00:03:47.680 --> 00:03:50.400]  但是在這段聖經裡面第五節第六節
[00:03:50.400 --> 00:03:51.480]  你注意看
[00:03:51.480 --> 00:03:53.760]  他這裡說
[00:03:53.760 --> 00:03:56.920]  聽見你們在基督耶穌裡的信心
[00:03:56.920 --> 00:04:00.240]  並向眾聖徒的愛心
[00:04:00.240 --> 00:04:00.840]  然後呢
[00:04:00.840 --> 00:04:07.320]  是為那給你們存在天上的盼望
[00:04:07.320 --> 00:04:09.360]  這句話什麼意思
[00:04:09.360 --> 00:04:14.760]  是為這個字
[00:04:14.760 --> 00:04:17.160]  這個字原文的意思
[00:04:17.920 --> 00:04:19.720]  可以把它翻譯成「因為」
[00:04:19.720 --> 00:04:22.000]  換句話說呢
[00:04:22.000 --> 00:04:24.600]  這個意思就是說
[00:04:24.600 --> 00:04:31.040]  天上的盼望是信徒信心愛心的基礎
[00:04:31.040 --> 00:04:36.120]  所以信 望 愛我們通常都念信 望 愛
[00:04:36.120 --> 00:04:36.400]  對不對
[00:04:36.400 --> 00:04:40.440]  保羅有些地方也講到信 望 愛
[00:04:40.440 --> 00:04:43.880]  如今長存的有信有望有愛對不對
[00:04:43.880 --> 00:04:47.040]  但是其實你可以看見
[00:04:47.400 --> 00:04:49.760]  在信 望 愛這三件事情當中
[00:04:49.760 --> 00:04:53.200]  信心愛心的基礎根基是哪裡呢
[00:04:53.200 --> 00:04:54.000]  盼望
[00:04:54.000 --> 00:05:00.320]  所以很重要
[00:05:00.320 --> 00:05:06.680]  我們的盼望跟我們的信心跟我們的愛心息息相關
[00:05:06.680 --> 00:05:10.880]  有一個聖經學者
[00:05:10.880 --> 00:05:16.160]  他也是達拉斯神學院的創辦人之一
[00:05:16.920 --> 00:05:17.520]  他這樣說
[00:05:17.520 --> 00:05:20.600]  他說信心是以過去為基礎
[00:05:20.600 --> 00:05:23.520]  愛心是現在的功效
[00:05:23.520 --> 00:05:26.000]  盼望憧憬未來
[00:05:26.000 --> 00:05:30.120]  或者說信心向後向上看
[00:05:30.120 --> 00:05:32.360]  愛心向外看
[00:05:32.360 --> 00:05:35.240]  盼望向前看
[00:05:35.240 --> 00:05:40.360]  這三樣組成基督徒真實與完美的人生
[00:05:40.360 --> 00:05:42.880]  任何一樣都不可以缺少
[00:05:45.560 --> 00:05:47.560]  所以沒有盼望
[00:05:47.560 --> 00:05:51.400]  我們的信心跟愛心也失去了基礎
[00:05:51.400 --> 00:05:54.880]  盼望信心愛心不可少
[00:05:54.880 --> 00:05:57.040]  我們過去在教會裡面
[00:05:57.040 --> 00:06:00.200]  你會發現比較多講信心比較多講愛心
[00:06:00.200 --> 00:06:02.880]  但是這一段時間這幾年來
[00:06:02.880 --> 00:06:07.600]  一些事情的發生越來越讓我們看見
[00:06:07.600 --> 00:06:10.160]  祖來的日子越來越近了
[00:06:10.160 --> 00:06:12.680]  因此這表明一件事情是什麼
[00:06:12.680 --> 00:06:15.320]  就是我們需要向前看
[00:06:16.040 --> 00:06:17.440]  我們需要看到未來
[00:06:17.440 --> 00:06:20.520]  我們需要看見神在未來的當中
[00:06:20.520 --> 00:06:21.800]  他是在掌權的神
[00:06:21.800 --> 00:06:26.200]  我們看見基督是我們未來將來的事情
[00:06:26.200 --> 00:06:28.240]  我們要看見將來的天國
[00:06:28.240 --> 00:06:30.120]  我們要看見基督要再來
[00:06:30.120 --> 00:06:31.480]  這些是我們的盼望
[00:06:31.480 --> 00:06:34.680]  過去你會覺得說我還年輕
[00:06:34.680 --> 00:06:36.520]  我還年輕
[00:06:36.520 --> 00:06:39.560]  跟這些什麼將來的事情什麼建築面這些東西
[00:06:39.560 --> 00:06:40.920]  跟我還差太遠
[00:06:40.920 --> 00:06:42.640]  但親愛的兄弟妹不是的
[00:06:42.640 --> 00:06:44.800]  這些東西跟你沒有差很遠
[00:06:45.000 --> 00:06:46.720]  這些東西跟你是很近的
[00:06:46.720 --> 00:06:48.160]  當這個戰爭來臨
[00:06:48.160 --> 00:06:51.520]  當你看見面臨到馬上死亡就來臨的時候
[00:06:51.520 --> 00:06:56.760]  你就會發現原來人生短短的術實寒暑
[00:06:56.760 --> 00:06:58.240]  轉眼就過了
[00:06:58.240 --> 00:07:01.040]  到底人生的目的是什麼
[00:07:01.040 --> 00:07:03.000]  未來是哪裡
[00:07:03.000 --> 00:07:04.480]  將來要去哪裡
[00:07:04.480 --> 00:07:05.640]  想過嗎
[00:07:05.640 --> 00:07:07.720]  聽說沒想過嗎
[00:07:07.720 --> 00:07:10.600]  天天我們在這邊看報紙
[00:07:10.600 --> 00:07:12.320]  我們天天在這邊看新聞
[00:07:12.320 --> 00:07:14.360]  我們天天在看這些事情
[00:07:15.120 --> 00:07:19.120]  有沒有讓我們去思想到底我們生活的目標是什麼
[00:07:19.120 --> 00:07:24.160]  農夫存著收穫的盼望他去撒種
[00:07:24.160 --> 00:07:28.720]  商人存著售出的要賣東西賣出去
[00:07:28.720 --> 00:07:31.000]  售出的盼望進貨
[00:07:31.000 --> 00:07:36.120]  學生存著成績優秀的這一個盼望用功
[00:07:36.120 --> 00:07:40.680]  單身的人存著對婚姻的憧憬而去約會
[00:07:41.760 --> 00:07:45.800]  上Coffee and Bagel聽過嗎
[00:07:45.800 --> 00:07:50.520]  只有知道的人就知道
[00:07:50.520 --> 00:07:52.480]  不知道的還是不知道
[00:07:52.480 --> 00:07:57.240]  也許你自己的小孩在美國長大的
[00:07:57.240 --> 00:07:58.920]  有一天你會發現
[00:07:58.920 --> 00:08:02.000]  怎麼他去Coffee and Bagel
[00:08:02.000 --> 00:08:05.760]  那是一個郊遊網站
[00:08:05.760 --> 00:08:09.040]  美國這一類的
[00:08:10.240 --> 00:08:12.880]  這一類的這個網站現在越來越多
[00:08:12.880 --> 00:08:16.320]  那為什麼要去交往
[00:08:16.320 --> 00:08:17.720]  為什麼上上去
[00:08:17.720 --> 00:08:19.760]  請問
[00:08:19.760 --> 00:08:22.120]  因為要準備怎麼樣
[00:08:22.120 --> 00:08:24.120]  找一個終身伴侶是不是
[00:08:24.120 --> 00:08:28.000]  所以對著迎著對結婚的盼望
[00:08:28.000 --> 00:08:29.920]  所以很多單身的年輕人
[00:08:29.920 --> 00:08:33.080]  他想要去找男朋友想要去找女朋友是嗎
[00:08:33.080 --> 00:08:35.080]  是不是他憧憬
[00:08:35.080 --> 00:08:37.680]  我記得以前
[00:08:38.520 --> 00:08:41.080]  我在臺灣的時候我都帶年輕人
[00:08:41.080 --> 00:08:45.920]  那麼有一個姐妹
[00:08:45.920 --> 00:08:49.200]  她結婚的時候還自己做了一首歌
[00:08:49.200 --> 00:08:52.360]  那個歌我現在記不起來
[00:08:52.360 --> 00:08:53.080]  因為是她做的
[00:08:53.080 --> 00:08:56.400]  我意思是說不是我自己唱的歌
[00:08:56.400 --> 00:08:58.040]  但是我的意思
[00:08:58.040 --> 00:09:00.600]  我可以那個歌的大概意思我知道
[00:09:00.600 --> 00:09:02.920]  就是好像就在訴說著
[00:09:02.920 --> 00:09:04.520]  從小他就有一個夢
[00:09:04.520 --> 00:09:06.360]  穿著婚紗什麼之類的
[00:09:06.360 --> 00:09:07.960]  把這做成一首歌來
[00:09:09.520 --> 00:09:12.240]  他嫁妞子美人都要有盼望是不是
[00:09:12.240 --> 00:09:16.880]  在去年的時候
[00:09:16.880 --> 00:09:21.360]  那麼有一個中國國家電視臺
[00:09:21.360 --> 00:09:24.640]  播放出來一個新聞
[00:09:24.640 --> 00:09:26.080]  這個一個消息
[00:09:26.080 --> 00:09:29.960]  這也可以說是也轟動很中國的
[00:09:29.960 --> 00:09:33.400]  我不知道我們當中有人知道
[00:09:33.400 --> 00:09:37.920]  這個劉德華演過一部電影叫《詩姑》有嗎
[00:09:39.120 --> 00:09:39.800]  有沒有人看過
[00:09:39.800 --> 00:09:41.960]  有人看過還不簡單
[00:09:41.960 --> 00:09:46.120]  那其實劉德華演的這一個《詩姑》
[00:09:46.120 --> 00:09:49.720]  這部片子就在形容這一個真實的故事
[00:09:49.720 --> 00:09:52.000]  這個父親呢
[00:09:52.000 --> 00:09:55.480]  你看見這個父親跟這個兒子擁抱
[00:09:55.480 --> 00:09:58.680]  這個孩子在兩歲的時候
[00:09:58.680 --> 00:10:02.240]  他就被那個人口販子把他拐去了
[00:10:02.240 --> 00:10:05.080]  就在家門口玩
[00:10:05.520 --> 00:10:09.360]  然後結果媽媽在裡面弄個煮飯做菜
[00:10:09.360 --> 00:10:11.720]  結果出來結果不見了
[00:10:11.720 --> 00:10:16.480]  父親知道了這件事情
[00:10:16.480 --> 00:10:20.120]  他想盡了辦法
[00:10:20.120 --> 00:10:22.720]  從失蹤的那一天開始
[00:10:22.720 --> 00:10:26.760]  他24年來騎著摩托車
[00:10:26.760 --> 00:10:32.400]  摩托車的上面就放著他兒子兩歲時候的照片
[00:10:33.400 --> 00:10:37.400]  就全中國騎摩托車騎了50萬公里
[00:10:37.400 --> 00:10:39.120]  去尋找這個兒子
[00:10:39.120 --> 00:10:42.760]  總算24年後他尋找到這個兒子
[00:10:42.760 --> 00:10:49.960]  中國的公安部根據DNA的檢查證明他是他的兒子
[00:10:49.960 --> 00:10:54.040]  他被另外一對可能是被那個人口販子賣了之後
[00:10:54.040 --> 00:10:55.080]  就賣給一對夫婦
[00:10:55.080 --> 00:10:58.760]  那對夫婦一直照顧他到他26歲
[00:10:59.600 --> 00:11:04.680]  這個就在去年年底的時候這個父親找到了這個兒子
[00:11:04.680 --> 00:11:09.560]  所以那個《失蹤》這個電影
[00:11:09.560 --> 00:11:14.560]  好像是等於是有了一個圓滿的完結篇
[00:11:14.560 --> 00:11:19.800]  失戶
[00:11:19.800 --> 00:11:21.440]  戶啊
[00:11:21.440 --> 00:11:23.240]  OK
[00:11:23.240 --> 00:11:26.480]  我這邊的是
[00:11:26.480 --> 00:11:28.720]  戶
[00:11:29.800 --> 00:11:30.960]  不是孤兒的孤啊
[00:11:30.960 --> 00:11:32.360]  OK好
[00:11:32.360 --> 00:11:33.000]  Anyway
[00:11:33.000 --> 00:11:35.000]  反正我沒看過你們看過
[00:11:35.000 --> 00:11:37.800]  我不是在推薦電影
[00:11:37.800 --> 00:11:40.640]  我只要講的重點就是說
[00:11:40.640 --> 00:11:44.680]  我就說我就覺得這個父親太偉大了有沒有
[00:11:44.680 --> 00:11:50.120]  花了24年去尋找這個兒子
[00:11:50.120 --> 00:11:55.720]  《千秋之輩》是什麼促使他有這樣子的動力
[00:11:55.720 --> 00:11:57.320]  什麼
[00:12:00.560 --> 00:12:02.320]  他一定相信他兒子活著對不對
[00:12:02.320 --> 00:12:04.720]  是不是
[00:12:04.720 --> 00:12:08.080]  所以他相信他的兒子活著
[00:12:08.080 --> 00:12:09.680]  他帶著一個盼望
[00:12:09.680 --> 00:12:11.240]  他要找到他的兒子
[00:12:11.240 --> 00:12:13.160]  雖然其實找到之後
[00:12:13.160 --> 00:12:15.080]  他們這個新聞也說
[00:12:15.080 --> 00:12:18.440]  因為這個父母他後來的養父養母
[00:12:18.440 --> 00:12:20.320]  其實也照顧他也照顧很好
[00:12:20.320 --> 00:12:23.280]  所以他說他還是會要去跟他們住
[00:12:23.280 --> 00:12:24.600]  但是他會兩邊
[00:12:24.600 --> 00:12:27.240]  他也會經常回去看自己的生父生母
[00:12:28.040 --> 00:12:31.680]  那重點重點不是在到底歸屬誰好那個重點
[00:12:31.680 --> 00:12:35.840]  重點是在說這個父親有這樣的動力去尋找這個兒子
[00:12:35.840 --> 00:12:38.320]  因為他知道這個兒子他一定還活著
[00:12:38.320 --> 00:12:40.040]  在哪個地方他要找到他
[00:12:40.040 --> 00:12:41.080]  親愛的兄弟妹
[00:12:41.080 --> 00:12:44.720]  作為父母親的為了孩子可以付上這樣子的代價
[00:12:44.720 --> 00:12:46.240]  因為他的盼望在哪裡
[00:12:46.240 --> 00:12:47.920]  在兒子身上
[00:12:47.920 --> 00:12:52.240]  那親愛的兄弟妹
[00:12:52.240 --> 00:12:54.280]  人生當中
[00:12:54.280 --> 00:12:56.960]  我們都是需要有盼望的
[00:12:58.040 --> 00:13:01.080]  因此保羅在這個地方提醒我們
[00:13:01.080 --> 00:13:02.000]  他說
[00:13:02.000 --> 00:13:06.040]  那給我們存在天上的盼望
[00:13:06.040 --> 00:13:09.720]  這個是我們信心愛心的基礎
[00:13:09.720 --> 00:13:12.080]  這個是我們生活的動力
[00:13:12.080 --> 00:13:14.400]  是我們人生活著的動力
[00:13:14.400 --> 00:13:16.120]  所以盼望非常的重要
[00:13:16.120 --> 00:13:18.560]  再一次跟你旁邊說盼望很重要
[00:13:18.560 --> 00:13:22.240]  跟你旁邊你要有盼望
[00:13:22.240 --> 00:13:26.560]  好那但是弟兄姊妹
[00:13:27.480 --> 00:13:30.800]  請注意這裡講到的這個盼望是什麼盼望呢
[00:13:30.800 --> 00:13:33.000]  第五節我們一起來練好不好來
[00:13:33.000 --> 00:13:33.920]  預備請
[00:13:33.920 --> 00:13:39.440]  是為那給你們存在天上的盼望
[00:13:39.440 --> 00:13:46.600]  是為那給你們存在天上的盼望
[00:13:46.600 --> 00:13:48.440]  所以這是一個什麼盼望
[00:13:48.440 --> 00:13:52.920]  這是一個存在天上的盼望
[00:13:55.880 --> 00:13:58.120]  這個盼望是存在天上的
[00:13:58.120 --> 00:14:01.800]  這個盼望彼得前述一章四節我們再來練
[00:14:01.800 --> 00:14:02.560]  預備請
[00:14:02.560 --> 00:14:03.960]  不能朽壞
[00:14:03.960 --> 00:14:05.720]  不能玷污
[00:14:05.720 --> 00:14:07.560]  不能衰殘
[00:14:07.560 --> 00:14:12.040]  為你們存留在天上的基業
[00:14:12.040 --> 00:14:14.920]  這邊彼得也講說
[00:14:14.920 --> 00:14:17.880]  這一個盼望是存留在哪裡的
[00:14:17.880 --> 00:14:22.480]  天上的這個存留跟那個存在天上是同一個字
[00:14:25.160 --> 00:14:30.120]  現在就準備我們的盼望跟這個地上的盼望不一樣
[00:14:30.120 --> 00:14:32.840]  地上的盼望是什麼
[00:14:32.840 --> 00:14:35.400]  五指燈科聽過嗎
[00:14:35.400 --> 00:14:38.600]  五指燈科哪五指啊
[00:14:38.600 --> 00:14:48.000]  其實真正講起來這個五指燈科
[00:14:48.000 --> 00:14:50.160]  不是我們現在講的五指燈科
[00:14:50.560 --> 00:14:56.560]  這五指燈科是指的當時候周朝有一個人他有五個兒子
[00:14:56.560 --> 00:14:59.040]  結果五個兒子都勾成迷舊
[00:14:59.040 --> 00:15:00.960]  所以這叫五指燈科
[00:15:00.960 --> 00:15:04.480]  但經過後來演變發展慢慢的
[00:15:04.480 --> 00:15:07.880]  到了現代就把這個五指燈科變成是什麼
[00:15:07.880 --> 00:15:09.320]  就是精子
[00:15:09.320 --> 00:15:12.240]  妻子
[00:15:12.240 --> 00:15:14.760]  孩子
[00:15:14.760 --> 00:15:17.280]  車子
[00:15:17.280 --> 00:15:18.960]  房子
[00:15:19.640 --> 00:15:21.720]  請問這五個你都有的舉手
[00:15:21.720 --> 00:15:23.920]  都有的舉手
[00:15:23.920 --> 00:15:26.280]  只有幾個
[00:15:26.280 --> 00:15:30.200]  你們要不然就是在睡覺
[00:15:30.200 --> 00:15:31.960]  要不然就是在撒謊
[00:15:31.960 --> 00:15:33.160]  不可能吧
[00:15:33.160 --> 00:15:34.840]  這五個都有的舉手
[00:15:34.840 --> 00:15:36.760]  孩子
[00:15:36.760 --> 00:15:37.560]  孩子
[00:15:37.560 --> 00:15:39.840]  孩子房子車子還有一個什麼
[00:15:39.840 --> 00:15:41.920]  精子
[00:15:41.920 --> 00:15:42.800]  妻子
[00:15:42.800 --> 00:15:44.320]  很多人都有啊
[00:15:44.320 --> 00:15:45.680]  你要我點名嗎
[00:15:45.680 --> 00:15:49.040]  五指燈科的都舉手
[00:15:49.120 --> 00:15:50.440]  舉下手舉下手看看
[00:15:50.440 --> 00:15:52.400]  請放下
[00:15:52.400 --> 00:15:54.000]  我這樣子問比較好了
[00:15:54.000 --> 00:15:56.120]  五指還沒燈科的舉手
[00:15:56.120 --> 00:15:59.920]  少數少數
[00:15:59.920 --> 00:16:02.480]  還有一些人總是不舉手
[00:16:02.480 --> 00:16:04.200]  就是中國人
[00:16:04.200 --> 00:16:07.680]  單身的單身的當然是
[00:16:07.680 --> 00:16:09.640]  但是我們單身的少了
[00:16:09.640 --> 00:16:13.160]  那丟死妹請問五指燈科了
[00:16:13.160 --> 00:16:15.200]  你已經達到了人生的目標了
[00:16:15.200 --> 00:16:18.520]  這地上的盼望你都達到了
[00:16:20.120 --> 00:16:23.080]  當你這地上的東西都游泳的那一天
[00:16:23.080 --> 00:16:24.120]  你就開始失望了
[00:16:24.120 --> 00:16:27.120]  所有的地上
[00:16:27.120 --> 00:16:30.080]  這個地上跟天上的比較
[00:16:30.080 --> 00:16:31.960]  就是地上是什麼呢
[00:16:31.960 --> 00:16:34.200]  地上是短暫的
[00:16:34.200 --> 00:16:36.520]  地上的是會秀壞的
[00:16:36.520 --> 00:16:39.840]  想想看
[00:16:39.840 --> 00:16:42.840]  所有一切今天在這上面
[00:16:42.840 --> 00:16:45.160]  假設有一天你跟烏克蘭的人一樣
[00:16:45.160 --> 00:16:47.920]  大軍已經在外面了
[00:16:48.080 --> 00:16:49.280]  炮火雷雷
[00:16:49.280 --> 00:16:51.560]  馬上就開始要打進來了
[00:16:51.560 --> 00:16:52.960]  請問這時候
[00:16:52.960 --> 00:16:55.600]  你要不然就是留下來打仗
[00:16:55.600 --> 00:16:57.320]  你要不然就是要跑
[00:16:57.320 --> 00:16:59.040]  那麼請問你跑的時候你會帶什麼
[00:16:59.040 --> 00:17:02.960]  會帶什麼
[00:17:02.960 --> 00:17:05.000]  帶金子
[00:17:05.000 --> 00:17:07.800]  還帶什麼
[00:17:07.800 --> 00:17:10.440]  金子你可以帶多少金子
[00:17:10.440 --> 00:17:13.400]  帶五公斤黃金
[00:17:13.400 --> 00:17:16.840]  帶孩子
[00:17:18.080 --> 00:17:18.600]  是嗎
[00:17:18.600 --> 00:17:20.920]  你房子可不可以帶得走
[00:17:20.920 --> 00:17:24.040]  甚至車子都不一定帶得走
[00:17:24.040 --> 00:17:26.360]  是不是
[00:17:26.360 --> 00:17:27.760]  親愛的同志們
[00:17:27.760 --> 00:17:30.320]  就算這些東西你能夠帶走
[00:17:30.320 --> 00:17:32.080]  你一個人可以帶多少呢
[00:17:32.080 --> 00:17:35.520]  親愛的同志們
[00:17:35.520 --> 00:17:38.840]  人生在世這些東西都是短暫的
[00:17:38.840 --> 00:17:41.680]  這些都會過去的
[00:17:41.680 --> 00:17:46.840]  所以地上的東西是短暫的
[00:17:47.440 --> 00:17:48.440]  是會朽壞的
[00:17:48.440 --> 00:17:54.200]  所以保留在這裡讓我們看見我的盼望
[00:17:54.200 --> 00:17:55.840]  不是在這地上的盼望
[00:17:55.840 --> 00:17:58.160]  今天我們講盼望很重要
[00:17:58.160 --> 00:18:01.280]  我不是要你像那個
[00:18:01.280 --> 00:18:04.120]  那個中國的那個鍋鋼堂一樣
[00:18:04.120 --> 00:18:09.760]  把你的盼望就只寄託在你的孩子身上
[00:18:09.760 --> 00:18:10.080]  不是
[00:18:10.080 --> 00:18:13.880]  如果你把你的盼望只寄託在你的孩子身上
[00:18:14.400 --> 00:18:18.160]  所以呢我就曾經見過小孩子長大之後
[00:18:18.160 --> 00:18:20.360]  離家出去了空巢了
[00:18:20.360 --> 00:18:21.800]  母親depressed
[00:18:21.800 --> 00:18:24.640]  母親憂鬱了
[00:18:24.640 --> 00:18:28.560]  因為她突然失去了人生生活的中心
[00:18:28.560 --> 00:18:31.480]  親愛的同志們
[00:18:31.480 --> 00:18:35.280]  所以很多父母親不死心啊
[00:18:35.280 --> 00:18:36.840]  兒子啊
[00:18:36.840 --> 00:18:40.320]  你結婚了
[00:18:40.320 --> 00:18:42.680]  我幫你在家附近啊
[00:18:42.680 --> 00:18:44.360]  我幫助你買一棟房子
[00:18:44.400 --> 00:18:50.800]  親愛的同志們
[00:18:50.800 --> 00:18:54.000]  巴不得啊
[00:18:54.000 --> 00:18:57.480]  通通給我嫁娶都嫁在我旁邊
[00:18:57.480 --> 00:18:58.760]  娶都娶在我旁邊
[00:18:58.760 --> 00:19:01.400]  最好是男的都入贅
[00:19:01.400 --> 00:19:07.000]  親愛的同志們啊
[00:19:07.000 --> 00:19:12.160]  這地上都是短暫的
[00:19:14.160 --> 00:19:16.360]  天上的是永恆的
[00:19:16.360 --> 00:19:20.800]  在美國
[00:19:20.800 --> 00:19:23.680]  這個早期的時候
[00:19:23.680 --> 00:19:28.760]  也就是這個九零年代
[00:19:28.760 --> 00:19:32.960]  有一個非常有錢的一個人
[00:19:32.960 --> 00:19:38.080]  可以說他是當時候最有錢的人
[00:19:38.080 --> 00:19:41.400]  也是全世界第一個億萬富翁
[00:19:42.400 --> 00:19:44.600]  這個人叫做洛克
[00:19:44.600 --> 00:19:48.640]  怎麼一下子跑掉了
[00:19:48.640 --> 00:19:52.120]  不對
[00:19:52.120 --> 00:19:56.000]  這個人叫做什麼呢
[00:19:56.000 --> 00:19:57.080]  他叫做洛克菲勒
[00:19:57.080 --> 00:19:59.280]  聽過嗎洛克菲勒
[00:19:59.280 --> 00:20:02.440]  其實我後來注意到在我們教會旁邊
[00:20:02.440 --> 00:20:05.560]  靠近喀斯科那邊就有一塊地
[00:20:05.560 --> 00:20:07.680]  那個就是洛克菲勒金金會擁有的
[00:20:07.680 --> 00:20:10.560]  洛克菲勒很有錢啊
[00:20:11.960 --> 00:20:14.200]  好那簡單的說
[00:20:14.200 --> 00:20:22.800]  他創立了1870年的時候創立了標準石油
[00:20:22.800 --> 00:20:25.720]  他在全盛的時期
[00:20:25.720 --> 00:20:28.840]  他壟斷了全美國90%的石油市場
[00:20:28.840 --> 00:20:34.720]  那麼在1914年最頂峰的時候
[00:20:34.720 --> 00:20:41.240]  他的財富總值達到美國GDP的2.4%
[00:20:41.240 --> 00:20:43.840]  全美國GDP的2.4%
[00:20:43.840 --> 00:20:50.280]  當時可以說普遍被視為
[00:20:50.280 --> 00:20:52.880]  這個整個西方歷史上面的首富
[00:20:52.880 --> 00:20:57.360]  可是他過的日子不快樂
[00:20:57.360 --> 00:21:00.840]  中間裡面生病等等
[00:21:00.840 --> 00:21:03.920]  後來他得了一種病就是會脫毛症
[00:21:03.920 --> 00:21:07.640]  身上的毛髮通通脫掉了
