
[00:00:00.000 --> 00:00:04.120]  今天我們會特別來講一個題目
[00:01:36.600 --> 00:01:39.040]  神希望我們的生命都不是空虛
[00:01:39.040 --> 00:01:41.560]  很豐盛
[00:01:41.560 --> 00:01:43.640]  很實際
[00:01:43.640 --> 00:01:45.360]  非常充實
[00:01:45.360 --> 00:01:47.320]  所以神喜歡充滿
[00:01:47.320 --> 00:01:49.800]  混沌怎麼處理呢
[00:01:49.800 --> 00:01:53.360]  混沌的意思就是formless
[00:01:53.360 --> 00:01:54.520]  就是一坨東西
[00:01:54.520 --> 00:01:56.600]  一坨沒有形狀的
[00:01:56.600 --> 00:01:58.160]  就叫做混沌
[00:01:58.160 --> 00:02:01.640]  要處理混沌就要設立界線
[00:02:01.640 --> 00:02:07.400]  就是光和黑暗分開
[00:02:07.400 --> 00:02:09.840]  有一條界線中間是不能通過的
[00:02:09.840 --> 00:02:11.920]  有光的地方就沒有黑暗
[00:02:11.920 --> 00:02:14.120]  有黑暗的地方絕對不會有光
[00:02:14.120 --> 00:02:15.640]  所以分得很清楚
[00:02:15.640 --> 00:02:19.360]  然後海和地也分開
[00:02:19.360 --> 00:02:22.040]  地下的水和天上的水也分開
[00:02:22.040 --> 00:02:23.440]  不可以合在一起
[00:02:23.440 --> 00:02:25.200]  然後地下的水聚在一起
[00:02:25.200 --> 00:02:26.960]  地就露出來了
[00:02:26.960 --> 00:02:29.160]  以沙灘為界線
[00:02:29.160 --> 00:02:31.080]  不可以過界
[00:02:31.080 --> 00:02:36.560]  過了界線就很嚴重
[00:02:36.560 --> 00:02:38.080]  如果海水不聽話
[00:02:38.080 --> 00:02:41.440]  過了沙灘的界線就表示有海嘯
[00:02:41.440 --> 00:02:43.880]  海嘯通常很快
[00:02:43.880 --> 00:02:45.520]  有沒有看過日本的影片
[00:02:45.520 --> 00:02:47.000]  海嘯來的時候
[00:02:47.000 --> 00:02:50.960]  你會發覺所有東西都是很整齊的
[00:02:50.960 --> 00:02:52.800]  所有東西都不是空虛混沌的
[00:02:52.800 --> 00:02:55.240]  房子全部都整齊整齊的
[00:02:55.240 --> 00:02:57.280]  但是只要海嘯一過
[00:02:57.280 --> 00:03:00.480]  瞬間又回到空虛混沌
[00:03:00.480 --> 00:03:02.400]  無數的生命會失去
[00:03:02.400 --> 00:03:06.000]  所以處理混沌這個問題
[00:03:06.000 --> 00:03:10.640]  神用的方法就是讓它設界線
[00:03:10.640 --> 00:03:13.920]  一坨東西你想把它變成三角形
[00:03:13.920 --> 00:03:17.160]  的方法很簡單就是設立三條邊
[00:03:17.160 --> 00:03:19.720]  然後那些東西是不可以過那條界
[00:03:19.720 --> 00:03:21.480]  過了界就不是三角形
[00:03:21.480 --> 00:03:24.600]  在界裡面就是這個形狀
[00:03:24.600 --> 00:03:26.160]  所以有形狀是好的
[00:03:26.160 --> 00:03:28.360]  沒有形狀是不好的
[00:03:28.360 --> 00:03:31.880]  例如我這些喜歡吃東西又不運動的人
[00:03:31.880 --> 00:03:34.960]  我們稱之為out of shape
[00:03:34.960 --> 00:03:36.760]  就是看到你的時候
[00:03:36.760 --> 00:03:37.760]  看不出你什麼形狀
[00:03:37.760 --> 00:03:39.600]  不過不好看
[00:03:39.600 --> 00:03:41.840]  所以有形狀是好的
[00:03:41.840 --> 00:03:43.360]  有界線是好的
[00:03:43.360 --> 00:03:49.040]  其實定界線和定規矩和定紀律
[00:03:49.040 --> 00:03:51.280]  其實都是同一個道理
[00:03:51.280 --> 00:03:55.840]  其實它是維持著神所創造的order
[00:03:55.840 --> 00:04:00.480]  讓它不會重新回到黑暗
[00:04:00.480 --> 00:04:02.960]  空虛混沌的狀態
[00:04:02.960 --> 00:04:04.880]  神喜歡order
[00:04:04.880 --> 00:04:07.920]  神喜歡每樣東西都有它的界線
[00:04:07.920 --> 00:04:12.880]  這些界線過了就會重新回到空虛混沌
[00:04:12.880 --> 00:04:14.160]  所以這個就不好
[00:04:14.160 --> 00:04:17.280]  好的就是要維持這個界線
[00:04:17.280 --> 00:04:19.080]  其實所有東西都有界線
[00:04:19.080 --> 00:04:22.160]  你開車有界線
[00:04:22.160 --> 00:04:23.480]  我都說過很多次
[00:04:23.480 --> 00:04:27.520]  以前有些學生喜歡開一輛加汽油的車
[00:04:27.520 --> 00:04:29.120]  他加了柴油
[00:04:29.120 --> 00:04:30.960]  然後就打電話來
[00:04:30.960 --> 00:04:32.200]  怎麼辦呢 沒辦法
[00:04:32.200 --> 00:04:34.360]  唯有叫拖車
[00:04:34.360 --> 00:04:37.160]  所以所有東西的設計都是它的界線
[00:04:37.160 --> 00:04:39.960]  我設計好你加汽油就加汽油
[00:04:39.960 --> 00:04:42.120]  你說不想加汽油我加汽水
[00:04:42.120 --> 00:04:45.160]  是可以的 但你加了汽水就失去自由
[00:04:45.160 --> 00:04:46.480]  所有東西都是這樣的
[00:04:46.480 --> 00:04:48.520]  其實這些界線大家明白
[00:04:48.520 --> 00:04:50.840]  紀律的目的
[00:04:50.840 --> 00:04:57.160]  是為了保障大家可以享受最大限度的自由
[00:04:57.160 --> 00:04:59.240]  不是為了剝削自由
[00:04:59.240 --> 00:05:02.800]  所以discipline的設立是為了保障自由
[00:05:02.800 --> 00:05:04.720]  而不是為了剝削自由
[00:05:04.720 --> 00:05:06.200]  我們看一段聖經怎麼說
[00:05:06.200 --> 00:05:07.920]  主耶穌說的
[00:05:07.920 --> 00:05:10.000]  在約翰福音的八章三十一節
[00:05:10.000 --> 00:05:12.040]  主耶穌對信他的猶太人說
[00:05:12.040 --> 00:05:18.000]  你們若遵守我的教導
[00:05:18.000 --> 00:05:20.480]  就真是我的門徒了
[00:05:20.480 --> 00:05:22.600]  這裡說的教導不是指魔術律法
[00:05:22.600 --> 00:05:25.040]  這裡特別指主耶穌的教導
[00:05:25.040 --> 00:05:28.680]  而且特別指主耶穌叫他們學會彼此相愛
[00:05:28.680 --> 00:05:31.320]  好像我愛你們那種教導
[00:05:31.320 --> 00:05:32.320]  就真是我的門徒
[00:05:32.320 --> 00:05:34.400]  你懂得愛就是我的門徒
[00:05:34.400 --> 00:05:37.320]  如果你們會認清真理
[00:05:37.320 --> 00:05:40.920]  真理會使你們得自由
[00:05:40.920 --> 00:05:43.360]  所以真理不是要剝削你的自由
[00:05:43.360 --> 00:05:47.560]  聖的教導是為了保障你
[00:05:47.560 --> 00:05:50.960]  能夠享受最大程度的自由
[00:05:50.960 --> 00:05:52.080]  然後他們就回答
[00:05:52.080 --> 00:05:53.720]  因為這句話得罪了他們
[00:05:53.720 --> 00:05:56.840]  他們這群猶太人就回答
[00:05:56.840 --> 00:05:58.480]  我們是亞伯拉罕的子孫
[00:05:58.480 --> 00:06:00.920]  我們沒有做過誰的奴隸
[00:06:00.920 --> 00:06:03.800]  你說你們會得自由
[00:06:03.800 --> 00:06:05.680]  這句話是什麼意思呢
[00:06:05.680 --> 00:06:08.000]  兩千年前的羅馬帝國
[00:06:08.000 --> 00:06:10.360]  那時候說這句話是得罪人的
[00:06:10.360 --> 00:06:13.720]  因為那時候的階級是很敏感的
[00:06:13.720 --> 00:06:15.000]  要不你就奴隸
[00:06:15.000 --> 00:06:16.760]  要不就我是自由人的身份
[00:06:16.760 --> 00:06:18.920]  這個階級是差很遠的
[00:06:18.920 --> 00:06:21.240]  所以當你跟一個人說你們會得自由
[00:06:21.240 --> 00:06:23.360]  意思就是你在罵我是奴隸
[00:06:23.360 --> 00:06:24.840]  這是很大的侮辱
[00:06:24.840 --> 00:06:27.800]  那群猶太人 那群宗教領袖
[00:06:27.800 --> 00:06:31.240]  有些學識 有些地位 社會地位
[00:06:31.240 --> 00:06:33.280]  所以他們覺得我們自由
[00:06:33.280 --> 00:06:35.880]  在羅馬的帝國
[00:06:35.880 --> 00:06:38.400]  我們被賦予一個自由人的身份
[00:06:38.400 --> 00:06:40.720]  居然說我們現在沒有自由
[00:06:40.720 --> 00:06:42.080]  主耶穌怎麼跟他們說呢
[00:06:42.080 --> 00:06:44.760]  主耶穌對他們說
[00:06:44.760 --> 00:06:46.680]  我鄭重地告訴你們
[00:06:46.680 --> 00:06:51.120]  每個犯罪的人都是罪的奴隸
[00:06:51.120 --> 00:06:51.960]  所以主耶穌說
[00:06:51.960 --> 00:06:53.600]  即使你在羅馬的帝國
[00:06:53.600 --> 00:06:54.960]  給你一個自由的身份
[00:06:54.960 --> 00:06:56.960]  不代表你真的是自由
[00:06:56.960 --> 00:06:59.720]  你可以在身份 社會地位上
[00:06:59.720 --> 00:07:01.120]  覺得你自由
[00:07:01.120 --> 00:07:04.280]  但是你裡面只要是被罪捆綁
[00:07:04.280 --> 00:07:06.560]  你依然是沒有自由
[00:07:06.560 --> 00:07:09.400]  祂說 神設立的真理教導
[00:07:09.400 --> 00:07:12.080]  就是為了set我們free
[00:07:12.080 --> 00:07:15.560]  讓我們重新得著神當初造我們
[00:07:15.560 --> 00:07:20.080]  想要我們享受那種最大程度的自由
[00:07:20.080 --> 00:07:21.760]  所以大家要明白
[00:07:21.760 --> 00:07:23.920]  在下面35節 祂說
[00:07:23.920 --> 00:07:27.520]  奴隸在家庭裡是沒有穩固的地位
[00:07:27.520 --> 00:07:28.960]  然後祂說 兒子呢
[00:07:28.960 --> 00:07:31.280]  卻始終是屬於家庭
[00:07:31.280 --> 00:07:34.280]  要是上帝的兒子使你們得自由
[00:07:34.280 --> 00:07:37.560]  你們就真是自由人
[00:07:37.560 --> 00:07:40.200]  祂說 羅馬帝國給你一個自由的身份
[00:07:40.200 --> 00:07:41.560]  你可以用羅馬公文
[00:07:41.560 --> 00:07:43.840]  祂說 這個不是真正的自由
[00:07:43.840 --> 00:07:47.280]  你在神國裡面成為真正的公民
[00:07:47.280 --> 00:07:49.240]  這個就是真正的自由
[00:07:49.240 --> 00:07:51.040]  而這個身份
[00:07:51.040 --> 00:07:53.080]  只有主耶穌可以給你
[00:07:53.080 --> 00:07:56.360]  只有上帝的兒子可以給你真正的自由
[00:07:56.360 --> 00:07:59.680]  真正天國的公民有他的自由
[00:07:59.680 --> 00:08:03.280]  所以大家要明白 第一點就是
[00:08:03.280 --> 00:08:05.560]  紀律 紀律的設立
[00:08:05.560 --> 00:08:07.600]  不是要剝削我們的自由
[00:08:07.600 --> 00:08:11.400]  是要讓我們享受最大程度的自由
[00:08:11.400 --> 00:08:14.360]  所以一旦過了界
[00:08:14.360 --> 00:08:15.840]  加汽油 我加汽水
[00:08:15.840 --> 00:08:20.240]  然後車就會失去了在路上奔跑的自由
[00:08:20.240 --> 00:08:23.800]  海裡的魚 如果海不夠我的
[00:08:23.800 --> 00:08:26.240]  我希望在陸地上奔跑
[00:08:26.240 --> 00:08:27.720]  一過了界
[00:08:27.720 --> 00:08:32.680]  那條魚就會很快變成飯桌上蒸的魚
[00:08:32.680 --> 00:08:34.800]  它就失去了自由
[00:08:34.800 --> 00:08:39.400]  所以一過界就重新發揮空虛混沌
[00:08:39.400 --> 00:08:41.520]  所以想要自由地享受神秘
[00:08:41.520 --> 00:08:44.240]  我們這個創造當中活著
[00:08:44.240 --> 00:08:46.200]  就要遵守一些界線
[00:08:46.200 --> 00:08:48.760]  所以這是教育最重要的地方
[00:08:48.760 --> 00:08:53.000]  教育有第二個功能是甚麼呢
[00:08:53.000 --> 00:08:56.040]  在哥林多前書第十四章四十節
[00:08:56.040 --> 00:09:00.200]  凡事要做得恰當而有次序
[00:09:00.200 --> 00:09:05.160]  保羅處理的問題是敬拜的混亂
[00:09:05.160 --> 00:09:08.280]  敬拜當中突然說了一句方言
[00:09:08.280 --> 00:09:08.960]  沒有人聽得懂
[00:09:08.960 --> 00:09:10.360]  然後又說了一句
[00:09:10.360 --> 00:09:13.000]  整個敬拜很混亂
[00:09:13.000 --> 00:09:15.800]  所以保羅跟他們說
[00:09:15.800 --> 00:09:18.920]  敬拜有秩序會好一點
[00:09:18.920 --> 00:09:23.440]  神也喜歡我們做事有秩序
[00:09:23.440 --> 00:09:25.760]  所以紀律有一個好處
[00:09:25.760 --> 00:09:30.760]  讓事情運作起來是一個機構
[00:09:30.760 --> 00:09:32.640]  能夠比較orderly
[00:09:32.640 --> 00:09:35.760]  能夠整整有條有秩序
[00:09:35.760 --> 00:09:36.560]  所以唐叢拜
[00:09:36.560 --> 00:09:39.680]  如果大家不是有各自的角色界線
[00:09:39.680 --> 00:09:41.200]  會很混亂
[00:09:41.200 --> 00:09:43.200]  今天來到後面的媒體
[00:09:43.200 --> 00:09:44.240]  心血來潮
[00:09:44.240 --> 00:09:46.120]  覺得今天應該我上來唱兩首歌
[00:09:46.120 --> 00:09:47.520]  然後說PaySim你下來
[00:09:47.520 --> 00:09:48.920]  我上來唱
[00:09:48.920 --> 00:09:50.960]  今天做今天
[00:09:50.960 --> 00:09:52.200]  今天突然心血來潮
[00:09:52.200 --> 00:09:54.600]  覺得今天我很有講道的靈感
[00:09:54.600 --> 00:09:55.760]  今天我要講道
[00:09:55.760 --> 00:09:57.160]  上來講兩句
[00:09:57.160 --> 00:09:59.560]  大家都不知道今天會發生什麼事
[00:09:59.560 --> 00:10:00.800]  今天誰應該做些什麼
[00:10:00.800 --> 00:10:02.800]  就亂七八糟
[00:10:02.800 --> 00:10:06.000]  保羅當時要處理這個問題
[00:10:06.000 --> 00:10:07.720]  你們在敬拜當中
[00:10:07.720 --> 00:10:09.080]  set一個order
[00:10:09.080 --> 00:10:12.480]  大家知道你的角色應該做些什麼
[00:10:12.480 --> 00:10:13.600]  按照你的恩賜
[00:10:13.600 --> 00:10:14.800]  就做回那樣東西
[00:10:14.800 --> 00:10:17.360]  整個敬拜運作起來
[00:10:17.360 --> 00:10:20.040]  就可以有秩序
[00:10:20.040 --> 00:10:23.520]  這就是第二個紀律的功能
[00:10:23.520 --> 00:10:25.880]  所以除了保障我們的自由
[00:10:25.880 --> 00:10:27.840]  讓一個機構運作起來
[00:10:27.840 --> 00:10:28.920]  能夠有order
[00:10:28.920 --> 00:10:31.000]  第三個就是
[00:10:31.000 --> 00:10:32.200]  當你有紀律的時候
[00:10:32.200 --> 00:10:34.520]  set up一些rules的時候
[00:10:34.520 --> 00:10:35.840]  在任何一個機構也好
[00:10:35.840 --> 00:10:36.680]  小組也好
[00:10:36.680 --> 00:10:38.920]  當我們運作起來的時候
[00:10:38.920 --> 00:10:40.640]  可以讓在裡面的人
[00:10:40.640 --> 00:10:44.080]  享受到相對來說
[00:10:44.080 --> 00:10:46.920]  比較公平的一個平台
[00:10:46.920 --> 00:10:48.240]  一個環境
[00:10:48.240 --> 00:10:49.720]  絕對公平是不可能的
[00:10:49.720 --> 00:10:51.760]  這個世上沒有絕對公平的
[00:10:51.760 --> 00:10:55.320]  但是相對來說比較公平一點
[00:10:55.320 --> 00:10:58.320]  這個就是梁牧師的恩賜
[00:10:58.320 --> 00:11:01.760]  梁牧師很喜歡set up很多的rules
[00:11:01.760 --> 00:11:03.160]  rules set up的好處就是
[00:11:03.160 --> 00:11:05.240]  當你set up了大家遵守的時候
[00:11:05.240 --> 00:11:07.800]  大家就沒什麼覺得
[00:11:07.800 --> 00:11:10.200]  梁牧師favor這個或者favor那個
[00:11:10.200 --> 00:11:11.600]  大家就按這個
[00:11:11.600 --> 00:11:13.440]  set up得很清楚
[00:11:13.440 --> 00:11:16.000]  梁牧師來的employee handbook
[00:11:16.000 --> 00:11:18.200]  已經講得非常detail
[00:11:18.200 --> 00:11:20.760]  每一個員工進來第一年
[00:11:20.760 --> 00:11:22.440]  我們應該
[00:11:22.440 --> 00:11:24.840]  大家的工資第一年應該是多少
[00:11:24.840 --> 00:11:26.800]  第二年應該是多少
[00:11:26.800 --> 00:11:27.880]  set up好了
[00:11:27.880 --> 00:11:30.560]  第一年進來每個人的假期是多少
[00:11:30.560 --> 00:11:31.920]  應該一到三年十二天
[00:11:31.920 --> 00:11:33.560]  三年之後變十五天
[00:11:33.560 --> 00:11:35.680]  那就十八天
[00:11:35.680 --> 00:11:36.960]  大家都是這樣
[00:11:36.960 --> 00:11:37.760]  進來一年之後
[00:11:37.760 --> 00:11:39.120]  大家可以申請license
[00:11:39.120 --> 00:11:42.280]  然後三年之後可以開始預備
[00:11:42.280 --> 00:11:43.440]  安立什麼
[00:11:43.440 --> 00:11:47.320]  這些規矩事先全部講清楚了
[00:11:47.320 --> 00:11:49.000]  大家進來的時候
[00:11:49.000 --> 00:11:50.480]  就說大家按這個規矩
[00:11:50.480 --> 00:11:52.600]  大家覺得比較
[00:11:52.600 --> 00:11:55.640]  至少相對來說公平一點
[00:11:55.640 --> 00:11:56.560]  你小組也是
[00:11:56.560 --> 00:11:58.720]  小組你自己有很多規矩
[00:11:58.720 --> 00:12:01.360]  我們set up小組chat的時候都講過
[00:12:01.360 --> 00:12:03.080]  大家set up一些rules
[00:12:03.080 --> 00:12:04.800]  在chat裡面不要賣廣告
[00:12:04.800 --> 00:12:05.720]  大家都是
[00:12:05.720 --> 00:12:07.560]  最好你買回你自己
[00:12:07.560 --> 00:12:08.600]  小組的東西
[00:12:08.600 --> 00:12:09.440]  跟小組的東西有關
[00:12:09.440 --> 00:12:11.360]  你就post出來
[00:12:11.360 --> 00:12:12.160]  因為你有事搞
[00:12:12.160 --> 00:12:13.320]  突然來了幾個
[00:12:13.320 --> 00:12:14.560]  我買保險的
[00:12:14.560 --> 00:12:16.520]  一直在你小組裡面
[00:12:16.520 --> 00:12:18.320]  近期這個保險好
[00:12:18.320 --> 00:12:19.360]  不如買吧
[00:12:19.360 --> 00:12:21.440]  等下有直銷的
[00:12:21.440 --> 00:12:22.840]  M-Way
[00:12:22.840 --> 00:12:24.920]  所以我們要set up一些rules
[00:12:24.920 --> 00:12:26.720]  就是為了保障大家
[00:12:26.720 --> 00:12:29.000]  可以在小組裡面運行得好一點
[00:12:29.000 --> 00:12:31.360]  不然就亂七八糟
[00:12:31.360 --> 00:12:34.160]  所以紀律重要性就是三樣
[00:12:34.160 --> 00:12:35.040]  第一個
[00:12:35.040 --> 00:12:35.920]  他set up界線
[00:12:35.920 --> 00:12:39.400]  保障我們能夠享受最大程度的自由
[00:12:39.400 --> 00:12:40.400]  第二個
[00:12:40.400 --> 00:12:41.920]  讓一個機構運作起來
[00:12:41.920 --> 00:12:43.560]  比較沒那麼亂七八糟
[00:12:43.560 --> 00:12:44.480]  有一點秩序
[00:12:44.480 --> 00:12:45.480]  第三個
[00:12:45.480 --> 00:12:47.960]  讓這個機構裡面的人
[00:12:47.960 --> 00:12:50.040]  能夠享受相對來說
[00:12:50.040 --> 00:12:52.240]  比較公平的環境
[00:12:52.240 --> 00:12:55.800]  這個就是紀律這三樣很重要的功能
[00:12:55.800 --> 00:12:56.640]  第二樣
[00:12:56.640 --> 00:12:58.760]  我就稍微說一點
[00:12:58.760 --> 00:13:02.600]  教會紀律的執行設立和執行
[00:13:02.600 --> 00:13:04.000]  有一段聖經
[00:13:04.000 --> 00:13:06.400]  就在帖撒羅尼加後書
[00:13:06.400 --> 00:13:07.800]  三章十四節
[00:13:07.800 --> 00:13:08.960]  我讀了這段經文
[00:13:08.960 --> 00:13:09.640]  才告訴你
[00:13:09.640 --> 00:13:11.840]  他背後其實在說什麼
[00:13:11.840 --> 00:13:12.760]  他本來這樣說
[00:13:12.760 --> 00:13:15.560]  也許有些人不肯服從
[00:13:15.560 --> 00:13:18.840]  我們在這封信上所吩咐的話
[00:13:18.840 --> 00:13:21.120]  所以本來是吩咐他們一些discipline
[00:13:21.120 --> 00:13:22.280]  一些教導
[00:13:22.280 --> 00:13:24.000]  他說有人可能不聽
[00:13:24.000 --> 00:13:24.760]  不聽怎麼辦呢
[00:13:24.760 --> 00:13:26.920]  他說這樣的人你們要提防
[00:13:26.920 --> 00:13:28.800]  不要跟他們同夥
[00:13:28.800 --> 00:13:29.920]  不要同來合污
[00:13:29.920 --> 00:13:31.240]  不要加入他們
[00:13:31.240 --> 00:13:32.880]  使他們覺得羞愧
[00:13:32.880 --> 00:13:34.640]  讓他們覺得很shame
[00:13:34.640 --> 00:13:36.040]  然後十五節他說
[00:13:36.040 --> 00:13:38.840]  可時不要把他們當敵人
[00:13:38.840 --> 00:13:41.320]  但同時又不是把他們當敵人
[00:13:41.320 --> 00:13:47.560]  又要像對待信徒一樣去勸導他
[00:13:47.560 --> 00:13:51.080]  這篇聖經其實上下文是說
[00:13:51.080 --> 00:13:52.880]  當時在帖撒羅尼加教會
[00:13:52.880 --> 00:13:54.440]  有一群人
[00:13:54.440 --> 00:13:56.080]  首先是一個神學問題出來
[00:13:56.080 --> 00:14:00.280]  他們覺得主耶穌下星期就回來
[00:14:00.280 --> 00:14:01.240]  或者下個月就回來
[00:14:01.240 --> 00:14:02.760]  總之很近
[00:14:02.760 --> 00:14:04.000]  既然他下個月就回來
[00:14:04.000 --> 00:14:05.520]  下星期就回來
[00:14:05.520 --> 00:14:07.960]  不如我們quick那份工給他
[00:14:07.960 --> 00:14:08.520]  做什麼工呢
[00:14:08.520 --> 00:14:10.400]  我們專心等候主回來
[00:14:10.400 --> 00:14:13.520]  我們就quick那份工專心等候主回來
[00:14:13.520 --> 00:14:15.800]  那就quick那份工
[00:14:15.800 --> 00:14:17.160]  你知道人通常是這樣的
[00:14:17.160 --> 00:14:19.120]  人只有兩個選擇
[00:14:19.120 --> 00:14:21.040]  一是做事一是搞事
[00:14:21.040 --> 00:14:22.520]  有空當然是搞事
[00:14:22.520 --> 00:14:24.480]  這群人就沒有那份工
[00:14:24.480 --> 00:14:26.240]  不做工當然有空
[00:14:26.240 --> 00:14:27.640]  怎麼搞事呢
[00:14:27.640 --> 00:14:29.760]  短那加長
[00:14:29.760 --> 00:14:30.640]  說很多閒話
[00:14:30.640 --> 00:14:32.200]  管很多閒事
[00:14:32.200 --> 00:14:34.640]  就搞到教會覺得很頭痛
[00:14:34.640 --> 00:14:37.000]  保羅就處理這個問題
[00:14:37.000 --> 00:14:38.160]  就叫他們
[00:14:38.160 --> 00:14:40.160]  主耶穌什麼時候回來都好
[00:14:40.160 --> 00:14:41.960]  保羅特別解釋
[00:14:41.960 --> 00:14:42.560]  還沒有
[00:14:42.560 --> 00:14:43.720]  很快但還沒有
[00:14:43.720 --> 00:14:44.960]  the lawless one
[00:14:44.960 --> 00:14:46.240]  還沒有出現
[00:14:46.240 --> 00:14:49.360]  解釋一下末日的時間表
[00:14:49.360 --> 00:14:52.520]  叫他們安靜做工麻煩大家
[00:14:52.520 --> 00:14:56.840]  仍然規規矩矩該做工的做工
[00:14:56.840 --> 00:14:59.080]  希望大家可以到Francis
[00:14:59.080 --> 00:15:00.520]  詩詩的境界
[00:15:00.520 --> 00:15:01.720]  有人問他
[00:15:01.720 --> 00:15:03.000]  如果主耶穌明天回來
[00:15:03.000 --> 00:15:04.040]  今天你會做什麼
[00:15:04.040 --> 00:15:05.680]  今天就和昨天一樣
[00:15:05.680 --> 00:15:07.480]  我該九點起床就九點起床
[00:15:07.480 --> 00:15:08.640]  該吃早餐就吃早餐
[00:15:08.640 --> 00:15:09.400]  吃完早餐
[00:15:09.400 --> 00:15:10.200]  我會gardening
[00:15:10.200 --> 00:15:11.400]  我照樣gardening
[00:15:11.400 --> 00:15:12.960]  gardening完總我有靈修時間
[00:15:12.960 --> 00:15:14.120]  照樣靈修
[00:15:14.120 --> 00:15:15.160]  總之昨天做什麼
[00:15:15.160 --> 00:15:16.280]  今天做什麼
[00:15:16.280 --> 00:15:17.520]  即使主耶穌明天回來
[00:15:17.520 --> 00:15:18.520]  今天都不變
[00:15:18.520 --> 00:15:19.720]  就是這樣
[00:15:19.720 --> 00:15:21.960]  這個就是生活的態度
[00:15:21.960 --> 00:15:23.720]  你不管主耶穌什麼時候回來
[00:15:23.720 --> 00:15:25.960]  今天該做什麼就做什麼
[00:15:25.960 --> 00:15:27.840]  保羅特別叫他們
[00:15:27.840 --> 00:15:29.040]  做些正經事
[00:15:29.040 --> 00:15:30.360]  不要搞這些事
[00:15:30.360 --> 00:15:31.480]  但有人不聽
[00:15:31.480 --> 00:15:33.080]  就要設立一些discipline
[00:15:33.080 --> 00:15:34.720]  去執行
[00:15:34.720 --> 00:15:36.680]  在執行discipline的時候
[00:15:36.680 --> 00:15:38.760]  在設立和執行
[00:15:38.760 --> 00:15:40.760]  在教會有幾點要注意
[00:15:40.760 --> 00:15:42.840]  第一
[00:15:42.840 --> 00:15:46.560]  大家要明白所有discipline的設立
[00:15:46.560 --> 00:15:49.400]  都有一個執行的成本
[00:15:49.400 --> 00:15:50.760]  所以不是一個
[00:15:50.760 --> 00:15:52.080]  立法也一樣
[00:15:52.080 --> 00:15:55.600]  你管理一個社會和教會
[00:15:55.600 --> 00:15:58.840]  你無論是設立一個立法去管理一些事
[00:15:58.840 --> 00:16:03.280]  抑或你要在教會設立一些discipline去管理
[00:16:03.280 --> 00:16:05.800]  因為很多時候我們不是很明白
[00:16:05.800 --> 00:16:08.320]  我們以為設立了這個問題就解決了
[00:16:08.320 --> 00:16:08.880]  不是的
[00:16:08.880 --> 00:16:11.680]  設立了只是這個問題的開始
[00:16:11.680 --> 00:16:14.520]  因為所有的法案設立背後
[00:16:14.520 --> 00:16:18.400]  都包含了它的執行的成本
[00:16:18.400 --> 00:16:19.840]  執行是有成本的
[00:16:19.840 --> 00:16:24.360]  所以要考慮執行的成本才立這條法案
[00:16:24.360 --> 00:16:27.480]  因為很多時候我看到county經常都收到
[00:16:27.480 --> 00:16:31.720]  議員說這次我們想立什麼法案什麼法案
