
[00:00:00.000 --> 00:00:02.140]  來到公園二千年
[00:01:37.900 --> 00:01:39.540]  那麼來到新月的時候
[00:01:39.540 --> 00:01:42.100]  很多人都會念了《啟示錄》
[00:01:42.100 --> 00:01:44.780]  很多有關主耶穌在來
[00:01:44.780 --> 00:01:48.100]  但是原來今天所講的那個
[00:01:48.100 --> 00:01:50.700]  《馬太福音》二十四章
[00:01:50.700 --> 00:01:52.660]  也是非常重要
[00:01:52.660 --> 00:01:54.740]  那麼當我們看見這個經文的時候
[00:01:54.740 --> 00:01:55.740]  他就說
[00:01:55.740 --> 00:01:58.940]  耶穌在感染山上坐下來
[00:01:58.940 --> 00:02:00.780]  那門徒就怎麼樣
[00:02:00.780 --> 00:02:04.940]  門徒就安安靜靜的來問耶穌說
[00:02:04.940 --> 00:02:07.020]  為什麼他們來問耶穌啊?
[00:02:07.020 --> 00:02:10.660]  因為在之前第一到第二節
[00:02:10.660 --> 00:02:13.540]  耶穌就指著當時的聖殿說
[00:02:13.540 --> 00:02:16.340]  你們看見這個聖殿很美麗嗎?
[00:02:16.340 --> 00:02:19.580]  將來沒有一個勢頭
[00:02:19.580 --> 00:02:23.300]  敵在另外一個勢頭上不被拆毀
[00:02:23.300 --> 00:02:26.900]  就是說整個聖殿都被拆毀了
[00:02:26.900 --> 00:02:30.220]  還有當時作為猶太人的人
[00:02:30.220 --> 00:02:32.140]  就是門徒很關心
[00:02:32.140 --> 00:02:33.900]  聖殿將來就是這樣
[00:02:33.900 --> 00:02:35.180]  那麼還有呢?
[00:02:35.180 --> 00:02:37.460]  這個事情跟耶穌再來
[00:02:37.460 --> 00:02:39.620]  還有跟墨西有什麼關係呢?
[00:02:39.620 --> 00:02:43.500]  所以當時他們就問了幾個問題
[00:02:43.500 --> 00:02:46.500]  第一個問題什麼有這些事?
[00:02:46.500 --> 00:02:49.780]  幾時有聖殿被拆毀呢?
[00:02:49.780 --> 00:02:51.980]  跟著他們也問說
[00:02:51.980 --> 00:02:52.980]  說什麼?
[00:02:52.980 --> 00:02:56.060]  你將來有什麼預兆?
[00:02:56.060 --> 00:02:56.620]  還有呢?
[00:02:56.620 --> 00:02:59.220]  這個世界來了最後
[00:02:59.220 --> 00:03:01.220]  又有什麼預兆呢?
[00:03:01.220 --> 00:03:02.940]  什麼叫預兆呢?
[00:03:02.940 --> 00:03:05.860]  就是當這個世界重要的事情
[00:03:05.860 --> 00:03:07.620]  沒發生以前
[00:03:07.620 --> 00:03:11.220]  有一些的事首先會出現
[00:03:11.220 --> 00:03:13.300]  我們看見那一些事情
[00:03:13.300 --> 00:03:16.460]  就知道那個大事情就會來臨的
[00:03:16.460 --> 00:03:18.660]  那個大事情是指什麼?
[00:03:18.660 --> 00:03:22.300]  耶穌再來跟世界的末了
[00:03:22.300 --> 00:03:24.020]  那麼當門徒這樣問
[00:03:24.020 --> 00:03:27.540]  耶穌好像不太會答問題一樣
[00:03:27.540 --> 00:03:30.740]  祂就是沒有分開來回答
[00:03:30.740 --> 00:03:33.860]  其實耶穌說你們問的對
[00:03:33.860 --> 00:03:35.620]  當我再來
[00:03:35.620 --> 00:03:39.660]  也就是這個世界的末了同時間
[00:03:39.660 --> 00:03:41.700]  所以我就一同回答
[00:03:41.700 --> 00:03:43.740]  那麼當耶穌這樣回答的時候
[00:03:43.740 --> 00:03:46.300]  你就知道在這個經文裡面
[00:03:46.300 --> 00:03:51.140]  就出現了有幾段不同的預兆
[00:03:51.140 --> 00:03:54.300]  那麼這些預兆來到這個
[00:03:54.300 --> 00:03:56.260]  我們說的第六節
[00:03:56.260 --> 00:03:57.580]  祂怎麼說?
[00:03:57.580 --> 00:03:59.780]  只是怎麼樣?
[00:03:59.780 --> 00:04:02.380]  末期還沒有到
[00:04:02.380 --> 00:04:05.060]  那麼在這一句話還沒有講以前
[00:04:05.060 --> 00:04:07.460]  就有第五到第六節
[00:04:07.460 --> 00:04:09.460]  那麼第六節講完了
[00:04:09.460 --> 00:04:12.620]  跟著又講到有一些的預兆
[00:04:12.620 --> 00:04:16.820]  然後祂就說這都是災難的起頭
[00:04:16.820 --> 00:04:18.820]  那麼還有再下去的
[00:04:18.820 --> 00:04:20.900]  來到第十四節
[00:04:20.900 --> 00:04:23.780]  祂就說末期真的來到了
[00:04:23.780 --> 00:04:25.660]  來到第二十九節
[00:04:25.660 --> 00:04:28.060]  那一些的日子一過去
[00:04:28.060 --> 00:04:30.100]  那麼這些災難都完了
[00:04:30.100 --> 00:04:32.820]  哎呀 當我們看見這些的時候
[00:04:32.820 --> 00:04:35.860]  我們就知道耶穌所講的預兆
[00:04:35.860 --> 00:04:39.700]  是一部的一段的給我們了解
[00:04:39.700 --> 00:04:43.180]  我們可以說把這些預兆
[00:04:43.180 --> 00:04:46.340]  分成五個不同的部分
[00:04:46.340 --> 00:04:48.260]  每一個部分我們看見
[00:04:48.260 --> 00:04:51.060]  這些就知道那個時期
[00:04:51.060 --> 00:04:54.940]  來到耶穌再來以前還有多久
[00:04:54.940 --> 00:04:57.620]  所以我們就從這個角度來看
[00:04:57.620 --> 00:04:59.820]  但是在這些的預兆裡面
[00:04:59.820 --> 00:05:03.660]  其實很多都跟那個災難
[00:05:03.660 --> 00:05:07.780]  也就是我們所關心的那個危機有關係
[00:05:07.780 --> 00:05:09.980]  那麼最重要的一節經文
[00:05:09.980 --> 00:05:12.340]  我讓大家一同來念一起 好嗎
[00:05:12.340 --> 00:05:14.340]  第十四節請念
[00:05:14.340 --> 00:05:19.420]  這天國的福音要傳遍天下
[00:05:19.420 --> 00:05:21.900]  對萬民作見證
[00:05:21.900 --> 00:05:25.940]  然後末期才來到
[00:05:25.940 --> 00:05:29.020]  哎呀 這個經文對基督徒來說
[00:05:29.020 --> 00:05:33.420]  哎呀 是非常開心的一節的經文
[00:05:33.420 --> 00:05:35.060]  但是如果
[00:05:35.060 --> 00:05:38.220]  對一些還沒有新耶穌的朋友來說
[00:05:38.220 --> 00:05:40.740]  這個經文就是什麼
[00:05:40.740 --> 00:05:44.020]  這個經文也就是一個圍禁
[00:05:44.020 --> 00:05:45.140]  為什麼
[00:05:45.140 --> 00:05:48.540]  這個福音傳遍天下怎麼會是圍禁
[00:05:48.540 --> 00:05:51.620]  因為當這個福音傳遍天下
[00:05:51.620 --> 00:05:54.060]  基督徒按照聖經所說
[00:05:54.060 --> 00:05:57.980]  就應該會被提到空中與舉相遇
[00:05:57.980 --> 00:06:01.140]  但是當他們一去了以後
[00:06:01.140 --> 00:06:04.020]  哎呀 再沒有人傳福音給你知道了
[00:06:04.020 --> 00:06:06.140]  所以如果我們說
[00:06:06.140 --> 00:06:10.060]  我們也要把握來傳福音的來得救的話
[00:06:10.060 --> 00:06:13.380]  那麼這個就是一個好的消息
[00:06:13.380 --> 00:06:14.660]  如果不是的話
[00:06:14.660 --> 00:06:18.180]  這個反而成為最後的一個圍禁
[00:06:18.180 --> 00:06:20.340]  那麼當我們看見這個聖經的時候
[00:06:20.340 --> 00:06:24.060]  其實在十四節之前
[00:06:24.060 --> 00:06:27.140]  都提到很多跟教會有關係
[00:06:27.140 --> 00:06:29.060]  但是當再下去
[00:06:29.060 --> 00:06:30.660]  那麼那一些的經文
[00:06:30.660 --> 00:06:33.820]  就跟那一些猶太人有關係
[00:06:33.820 --> 00:06:35.300]  提到聖地了
[00:06:35.300 --> 00:06:36.540]  提到安失日了
[00:06:36.540 --> 00:06:37.900]  提到雪明等等
[00:06:37.900 --> 00:06:42.420]  都好像基督徒在第十四節以後
[00:06:42.420 --> 00:06:44.180]  都已經不存在了
[00:06:44.180 --> 00:06:46.540]  所以當我們看見這些的時候
[00:06:46.540 --> 00:06:48.500]  我們更加了解
[00:06:48.500 --> 00:06:49.940]  耶穌再來
[00:06:49.940 --> 00:06:52.380]  跟那一個的末世的圍禁
[00:06:52.380 --> 00:06:54.300]  是非常有關係的
[00:06:54.300 --> 00:06:58.220]  那麼大概來到了2023年1月
[00:06:58.220 --> 00:07:00.300]  就是大概兩年前
[00:07:00.300 --> 00:07:03.140]  不知道大家有沒有看新聞部報導
[00:07:03.140 --> 00:07:04.340]  那麼其實呢
[00:07:04.340 --> 00:07:06.220]  如果不是每一年
[00:07:06.220 --> 00:07:08.740]  可能是兩年、三年一次
[00:07:08.740 --> 00:07:12.580]  那麼原來有一半的世界上的科學家
[00:07:12.580 --> 00:07:13.620]  他們就是叫
[00:07:13.620 --> 00:07:16.340]  圍禁的那一些的專家
[00:07:16.340 --> 00:07:19.340]  他們就從世界的天氣
[00:07:19.340 --> 00:07:21.540]  他們從世界的天災
[00:07:21.540 --> 00:07:24.780]  還有那一些的打仗的機會等等
[00:07:24.780 --> 00:07:28.300]  就偏了一個叫末世的時鐘
[00:07:28.300 --> 00:07:30.180]  他們有一些是基督徒
[00:07:30.180 --> 00:07:33.020]  但是可能大部分都不是基督徒
[00:07:33.020 --> 00:07:34.460]  他們是什麼人呢
[00:07:34.460 --> 00:07:38.860]  因為他們原來在1947年
[00:07:38.860 --> 00:07:42.820]  就已經有這一個叫末世的時鐘
[00:07:42.820 --> 00:07:44.020]  他們就是說
[00:07:44.020 --> 00:07:46.780]  如果世界的危機越來越多
[00:07:46.780 --> 00:07:50.460]  我們就把那個時針調到
[00:07:50.460 --> 00:07:53.820]  靠近十二點鐘一點
[00:07:53.820 --> 00:07:56.140]  所以如果越靠近
[00:07:56.140 --> 00:07:59.460]  就是說那個危機就越大
[00:07:59.460 --> 00:08:00.580]  那麼你知道嗎
[00:08:00.580 --> 00:08:03.700]  原來2023年那一年
[00:08:03.700 --> 00:08:05.900]  他們把那個時鐘調到
[00:08:05.900 --> 00:08:08.020]  整個歷史當中
[00:08:08.020 --> 00:08:10.940]  最靠近十二點鐘
[00:08:10.940 --> 00:08:12.860]  那麼大家要了解
[00:08:12.860 --> 00:08:14.820]  在這個時期
[00:08:14.820 --> 00:08:17.500]  以色列跟哈馬斯的衝突
[00:08:17.500 --> 00:08:20.460]  還有我們的LA的大火
[00:08:20.460 --> 00:08:22.900]  還有世界的日本等等的地方
[00:08:22.900 --> 00:08:23.900]  有那個地震
[00:08:23.900 --> 00:08:26.100]  我們溫哥華最近也有一去
[00:08:26.100 --> 00:08:28.260]  那麼我們看見這個世界
[00:08:28.260 --> 00:08:30.220]  危機重重的時候
[00:08:30.220 --> 00:08:33.820]  還有見證的那一些的可能性
[00:08:33.820 --> 00:08:35.860]  使到那一些的專家
[00:08:35.860 --> 00:08:39.180]  就把那個時針調到最靠近
[00:08:39.180 --> 00:08:43.100]  其實當我們看我們的聖經的時候
[00:08:43.100 --> 00:08:45.780]  聖經有關耶穌基督
[00:08:45.780 --> 00:08:47.820]  提到那一些的預兆
[00:08:47.820 --> 00:08:49.900]  越來越嚴重的話
[00:08:49.900 --> 00:08:51.620]  越嚴厭的話
[00:08:51.620 --> 00:08:53.140]  也就是說
[00:08:53.140 --> 00:08:55.660]  也靠近這個末世的來臨
[00:08:55.660 --> 00:08:57.260]  跟耶穌的再來
[00:08:57.260 --> 00:09:00.220]  所以我們就用馬太庇二十四章
[00:09:00.220 --> 00:09:02.620]  成為世界末日的
[00:09:02.620 --> 00:09:05.260]  另外一個屬靈的時鐘
[00:09:05.260 --> 00:09:08.300]  所以當時聖經所講到的
[00:09:08.300 --> 00:09:10.220]  第一部分的
[00:09:10.220 --> 00:09:12.580]  就是提到耶穌再來之前
[00:09:12.580 --> 00:09:14.020]  第一個階段
[00:09:14.020 --> 00:09:15.820]  那些預兆是什麼呢?
[00:09:15.820 --> 00:09:18.060]  我們來念第四節
[00:09:18.060 --> 00:09:19.020]  請念
[00:09:19.020 --> 00:09:20.940]  耶穌偉大說
[00:09:20.940 --> 00:09:23.260]  你們要謹慎
[00:09:23.260 --> 00:09:25.820]  免得有人迷惑你們
[00:09:25.820 --> 00:09:27.420]  因為將來
[00:09:27.420 --> 00:09:30.340]  有人冒我的名來說
[00:09:30.340 --> 00:09:31.620]  我是基督
[00:09:31.620 --> 00:09:35.100]  並且要迷惑許多人
[00:09:35.100 --> 00:09:36.780]  那麼這裡就提到
[00:09:36.780 --> 00:09:39.460]  有一個假基督的出現
[00:09:39.460 --> 00:09:41.180]  那麼其實這段經文
[00:09:41.180 --> 00:09:44.580]  也提到有打仗跟打仗的風聲
[00:09:44.580 --> 00:09:45.740]  那麼這一個
[00:09:45.740 --> 00:09:48.180]  就是第一組的預兆
[00:09:48.180 --> 00:09:49.180]  完了以後
[00:09:49.180 --> 00:09:52.900]  祂就說只是末期還沒有到
[00:09:52.900 --> 00:09:56.140]  那麼所以當我們看這一段的時候
[00:09:56.140 --> 00:09:57.300]  我們就發現
[00:09:57.300 --> 00:09:58.620]  這個內容
[00:09:58.620 --> 00:10:01.460]  整到整個的普世性
[00:10:01.460 --> 00:10:03.780]  無論是屬靈的
[00:10:03.780 --> 00:10:06.020]  無論是屬地的
[00:10:06.020 --> 00:10:07.100]  一人一半
[00:10:07.100 --> 00:10:09.660]  但是祂的語調很輕
[00:10:09.660 --> 00:10:11.300]  不是很嚴重
[00:10:11.300 --> 00:10:15.380]  但是時間、預言很長
[00:10:15.380 --> 00:10:17.740]  可能是耶穌聖天以後
[00:10:17.740 --> 00:10:20.420]  一直到十八世紀
[00:10:20.420 --> 00:10:25.100]  都在這個預言應驗了的歌層的當中
[00:10:25.100 --> 00:10:26.020]  那麼所以呢
[00:10:26.020 --> 00:10:28.060]  提到這個假基督
[00:10:28.060 --> 00:10:29.940]  假基督出現了嗎?
[00:10:29.940 --> 00:10:32.740]  原來聖經提到的假基督
[00:10:32.740 --> 00:10:34.740]  有兩種的假基督
[00:10:34.740 --> 00:10:37.500]  有那一個的假基督
[00:10:37.500 --> 00:10:39.260]  又叫敵基督
[00:10:39.260 --> 00:10:42.140]  也有那一些的敵基督
[00:10:42.140 --> 00:10:43.060]  什麼意思呢?
[00:10:43.060 --> 00:10:45.820]  原來那一些就是眾數
[00:10:45.820 --> 00:10:48.740]  原來那一個就是單數
[00:10:48.740 --> 00:10:50.500]  原來來到耶穌
[00:10:50.500 --> 00:10:52.220]  還沒有來到世界
[00:10:52.220 --> 00:10:54.420]  降臨世界以前
[00:10:54.420 --> 00:10:56.940]  就有一個非常厲害的
[00:10:56.940 --> 00:10:59.900]  真摯的宗教的人物
[00:10:59.900 --> 00:11:03.060]  他就是那一個的敵基督
[00:11:03.060 --> 00:11:03.900]  但是呢
[00:11:03.900 --> 00:11:05.820]  在過去的歷史裡面
[00:11:05.820 --> 00:11:08.620]  不但出現那一些
[00:11:08.620 --> 00:11:10.580]  那一些是指到什麼呢?
[00:11:10.580 --> 00:11:14.060]  原來就是指到兩種
[00:11:14.060 --> 00:11:15.940]  可能是有一個人
[00:11:15.940 --> 00:11:18.220]  他自己說他就是基督
[00:11:18.220 --> 00:11:19.740]  其實他不是
[00:11:19.740 --> 00:11:21.260]  另外第二種呢
[00:11:21.260 --> 00:11:23.980]  他說我們是真基督教
[00:11:23.980 --> 00:11:26.460]  其實他不是真基督教
[00:11:26.460 --> 00:11:28.220]  就是那一些的異端
[00:11:28.220 --> 00:11:28.900]  對嗎?
[00:11:28.900 --> 00:11:29.620]  所以呢
[00:11:29.620 --> 00:11:31.820]  我們在過去的歷史裡面
[00:11:31.820 --> 00:11:33.380]  很多這一些
[00:11:33.380 --> 00:11:34.660]  越來越多
[00:11:34.660 --> 00:11:36.180]  幾百個這一些
[00:11:36.180 --> 00:11:39.300]  大大小小出現在世界
[00:11:39.300 --> 00:11:39.860]  還有呢
[00:11:39.860 --> 00:11:41.900]  來到美國也有
[00:11:41.900 --> 00:11:42.820]  那麼所以呢
[00:11:42.820 --> 00:11:45.660]  他們就買賣很多的書
[00:11:45.660 --> 00:11:46.220]  還有呢
[00:11:46.220 --> 00:11:49.660]  他們推廣他們的消息等等
[00:11:49.660 --> 00:11:52.340]  也跟耶穌基督再來
[00:11:52.340 --> 00:11:54.540]  很多都有一點關係
[00:11:54.540 --> 00:11:55.740]  好像有一個呢
[00:11:55.740 --> 00:11:58.180]  以前我們叫他的末門教
[00:11:58.180 --> 00:11:59.260]  後來他改名了
[00:11:59.260 --> 00:12:00.900]  末門末門不好聽
[00:12:00.900 --> 00:12:01.420]  結果呢
[00:12:01.420 --> 00:12:04.500]  他們就是後期信徒教會
[00:12:04.500 --> 00:12:06.380]  所以他們現在改名了
[00:12:06.380 --> 00:12:08.140]  他們也強調了
[00:12:08.140 --> 00:12:10.700]  到來到末世的時候
[00:12:10.700 --> 00:12:13.940]  他們有一個特別的使命在其中
[00:12:13.940 --> 00:12:15.820]  所以當我們看見這一些呢
[00:12:15.820 --> 00:12:18.380]  都留意到底它的內容
[00:12:18.380 --> 00:12:20.820]  跟我們所談論到的神經
[00:12:20.820 --> 00:12:22.380]  是不是一樣
[00:12:22.380 --> 00:12:23.140]  那麼有一些呢
[00:12:23.140 --> 00:12:24.140]  有一個異端
[00:12:24.140 --> 00:12:24.980]  很多年前呢
[00:12:24.980 --> 00:12:26.900]  1997年好像
[00:12:26.900 --> 00:12:30.700]  那麼他們的名字就是叫天堂門
[00:12:30.700 --> 00:12:34.220]  他們整批人一同怎麼樣
[00:12:34.220 --> 00:12:35.980]  一同自殺死掉了
[00:12:35.980 --> 00:12:37.860]  連那個教主也是
[00:12:37.860 --> 00:12:40.180]  那麼以前我留意他們
[00:12:40.180 --> 00:12:43.780]  他們叫他們自己叫太空教
[00:12:43.780 --> 00:12:45.700]  所以他們每個都在山上
[00:12:45.700 --> 00:12:46.900]  預備好衣服
[00:12:46.900 --> 00:12:47.980]  太空衣服
[00:12:47.980 --> 00:12:52.740]  等到耶穌用一個飛碟來接他們到太空去
[00:12:52.740 --> 00:12:54.140]  他們就是這樣相信
[00:12:54.140 --> 00:12:55.980]  哇 這樣還有人性嗎
[00:12:55.980 --> 00:12:57.300]  還有很多
[00:12:57.300 --> 00:12:57.900]  結果呢
[00:12:57.900 --> 00:13:01.220]  幾十個人跟他一同自殺死掉
[00:13:01.220 --> 00:13:03.580]  那麼幾十個人死掉以後呢
[00:13:03.580 --> 00:13:06.580]  那麼有一些人都不知道是什麼人
[00:13:06.580 --> 00:13:08.260]  所以他們就廣播了
[00:13:08.260 --> 00:13:09.940]  廣播說
[00:13:09.940 --> 00:13:12.020]  有那一個你的家人
[00:13:12.020 --> 00:13:13.180]  本來跟你們同住
[00:13:13.180 --> 00:13:15.860]  後來離家出走了
[00:13:15.860 --> 00:13:17.220]  現在不見了
[00:13:17.220 --> 00:13:18.660]  如果你懷疑
[00:13:18.660 --> 00:13:22.580]  他是加進了什麼的一個的教派
[00:13:22.580 --> 00:13:23.300]  現在呢
[00:13:23.300 --> 00:13:25.940]  有幾十個離開世界的人
[00:13:25.940 --> 00:13:27.940]  你們要不要打電話來
[00:13:27.940 --> 00:13:30.180]  看看是不是你的家人
[00:13:30.180 --> 00:13:32.380]  那麼幾十個人打電話來
[00:13:32.380 --> 00:13:34.700]  如果有一百幾十個就對了
[00:13:34.700 --> 00:13:35.820]  這個怎麼樣
[00:13:35.820 --> 00:13:39.060]  這個有一千五百個電話打來
[00:13:39.060 --> 00:13:41.060]  咦 為什麼那麼多啊
[00:13:41.060 --> 00:13:44.300]  因為很多異端出現
[00:13:44.300 --> 00:13:48.180]  很多異端迷惑某一些家庭的成員
[00:13:48.180 --> 00:13:49.780]  所以他們都不知道的時候
[00:13:49.780 --> 00:13:52.100]  打電話來看看是不是
[00:13:52.100 --> 00:13:58.100]  所以現在那一些冒基督的冥的教會
[00:13:58.100 --> 00:13:59.700]  在地上很多
[00:13:59.700 --> 00:14:02.660]  哎呀 你就說偽造沒有那麼多啊
[00:14:02.660 --> 00:14:05.780]  你看我們為偽造禱告
[00:14:05.780 --> 00:14:08.940]  為了他們幾百個宗派來禱告嗎
[00:14:08.940 --> 00:14:09.540]  沒有啊
[00:14:09.540 --> 00:14:12.620]  你看佛教都沒有那麼多
[00:14:12.620 --> 00:14:15.340]  唯獨那個基督教最多
[00:14:15.340 --> 00:14:17.540]  所以我就不信基督教
[00:14:17.540 --> 00:14:19.220]  哎呀 你弄錯了
[00:14:19.220 --> 00:14:25.060]  就是因為越真的才有假貨在旁邊
[00:14:25.060 --> 00:14:25.860]  對嗎
[00:14:25.860 --> 00:14:27.780]  所以以前小的時候
[00:14:27.780 --> 00:14:32.860]  我們都用一種的牛仔褲
[00:14:32.860 --> 00:14:34.100]  老仔褲
[00:14:34.100 --> 00:14:36.140]  那個品牌叫什麼
[00:14:36.140 --> 00:14:37.980]  Teswood牛仔褲
[00:14:37.980 --> 00:14:39.100]  你有沒有穿過
[00:14:39.100 --> 00:14:40.660]  有一些點頭了
[00:14:40.660 --> 00:14:42.500]  那麼結果好的話
[00:14:42.500 --> 00:14:45.460]  那麼Teswood都走出來
[00:14:45.460 --> 00:14:46.500]  為什麼
[00:14:46.500 --> 00:14:49.580]  好的東西才有冒牌貨
[00:14:49.580 --> 00:14:51.020]  如果不好的
[00:14:51.020 --> 00:14:53.260]  買那個正貨都沒有人買了
[00:14:53.260 --> 00:14:54.820]  還要買你的假的嗎
[00:14:54.820 --> 00:14:55.500]  對嗎
[00:14:55.500 --> 00:14:57.700]  哎呀 所以當我們今天
[00:14:57.700 --> 00:15:00.500]  就是看見世界太多這些
[00:15:00.500 --> 00:15:03.420]  這些都讓我們了解
[00:15:03.420 --> 00:15:05.420]  那麼這些都讓我們知道
[00:15:05.420 --> 00:15:09.980]  基督教就是一個被撒旦魔鬼攻擊的宗教
[00:15:09.980 --> 00:15:12.180]  所以我們更加要從聖經
[00:15:12.180 --> 00:15:14.780]  了解我們自己的信仰
[00:15:14.780 --> 00:15:16.420]  但是剛才也說了
[00:15:16.420 --> 00:15:18.940]  有一個那個的基督
[00:15:18.940 --> 00:15:21.900]  將來會不會有這樣的一個出現
[00:15:21.900 --> 00:15:23.020]  有啊
[00:15:23.020 --> 00:15:24.380]  現在呢
[00:15:24.380 --> 00:15:25.620]  現在我們不知道
[00:15:25.620 --> 00:15:27.820]  它已經存在這個世界沒有
[00:15:27.820 --> 00:15:30.980]  但是當我們看見世界
[00:15:30.980 --> 00:15:33.060]  跟什麼666
[00:15:33.060 --> 00:15:36.180]  跟什麼它要攻擊整個世界
[00:15:36.180 --> 00:15:38.660]  用它的方法了解世界
[00:15:38.660 --> 00:15:40.820]  每一個人住在什麼地方
[00:15:40.820 --> 00:15:42.420]  現在呢
[00:15:42.420 --> 00:15:46.660]  那個就是人工智能
[00:15:46.660 --> 00:15:47.540]  AI
[00:15:47.540 --> 00:15:50.020]  越發展得厲害
[00:15:50.020 --> 00:15:51.740]  哎呀 我們心裡面呢
[00:15:51.740 --> 00:15:52.860]  就會害怕
[00:15:52.860 --> 00:15:53.740]  為什麼
[00:15:53.740 --> 00:15:57.020]  因為它不是AI
[00:15:57.020 --> 00:16:00.780]  但是它一定能需要用到AI
[00:16:00.780 --> 00:16:02.900]  來看這整個世界
[00:16:02.900 --> 00:16:03.860]  你知道嗎
[00:16:03.860 --> 00:16:04.420]  現在呢
[00:16:04.420 --> 00:16:06.980]  我們如果要到中國大陸
[00:16:06.980 --> 00:16:10.420]  以前我們都去傳福音培訓
[00:16:10.420 --> 00:16:12.220]  現在不能了
[00:16:12.220 --> 00:16:12.980]  為什麼
[00:16:12.980 --> 00:16:14.780]  每一條街
[00:16:14.780 --> 00:16:16.980]  每個教堂的門口
[00:16:16.980 --> 00:16:19.660]  都裝了那一些CCTV
[00:16:19.660 --> 00:16:21.580]  都清清楚楚你去哪裡
[00:16:21.580 --> 00:16:22.620]  你做什麼
[00:16:22.620 --> 00:16:23.700]  它都知道
[00:16:23.700 --> 00:16:25.820]  如果一個國家是這樣
[00:16:25.820 --> 00:16:27.460]  其他國家可以嗎
[00:16:27.460 --> 00:16:28.820]  一定可以
[00:16:28.820 --> 00:16:30.260]  雖然我們用手機
[00:16:30.260 --> 00:16:31.340]  都知道
[00:16:31.340 --> 00:16:32.260]  這個切
[00:16:32.260 --> 00:16:34.460]  過去的時候會堵車
[00:16:34.460 --> 00:16:35.580]  我們走另外一條路
[00:16:35.580 --> 00:16:36.580]  為什麼你知道
[00:16:36.580 --> 00:16:38.380]  裡面告訴我的
[00:16:38.380 --> 00:16:40.420]  我用那個Google Maps就可以了
[00:16:40.420 --> 00:16:42.260]  為什麼它可以呢
[00:16:42.260 --> 00:16:44.460]  也就是人工智能
[00:16:44.460 --> 00:16:45.500]  為什麼
[00:16:45.500 --> 00:16:47.460]  因為你用手機的時候
[00:16:47.460 --> 00:16:50.100]  你已經告訴它你在哪裡
[00:16:50.100 --> 00:16:51.260]  你做什麼
[00:16:51.260 --> 00:16:53.740]  你喜歡去哪裡吃飯
[00:16:53.740 --> 00:16:55.100]  你要去什麼
[00:16:55.100 --> 00:16:56.460]  它全部都知道
[00:16:56.460 --> 00:16:58.740]  你的電話就是放在那邊
[00:16:58.740 --> 00:17:01.620]  它都聽見你說什麼
[00:17:01.620 --> 00:17:04.620]  以後你的電話都出現一些的廣告
[00:17:04.620 --> 00:17:05.620]  不用告訴它
[00:17:05.620 --> 00:17:07.020]  它已經知道了
[00:17:07.020 --> 00:17:09.540]  還有現在很多家庭
[00:17:09.540 --> 00:17:12.580]  就用什麼家庭安全
[00:17:12.580 --> 00:17:15.420]  其實整個家庭有什麼活動
[00:17:15.420 --> 00:17:16.780]  什麼人進到
[00:17:16.780 --> 00:17:18.020]  什麼人不在
[00:17:18.020 --> 00:17:19.860]  你家裡面有沒有人
[00:17:19.860 --> 00:17:22.180]  那個東西都通知了它
[00:17:22.180 --> 00:17:23.220]  誰通知啊
[00:17:23.220 --> 00:17:24.220]  你通知
[00:17:24.220 --> 00:17:25.700]  因為你用手機
