
[00:00:00.000 --> 00:00:02.000]  青姐妹平安
[00:02:41.000 --> 00:02:47.000]  神就吩咐一條魚在尾端
[00:02:47.000 --> 00:02:49.000]  將約拿套在陸地上
[00:02:49.000 --> 00:02:53.000]  在第三章 約拿按照神的吩咐進入尼尼微城
[00:02:53.000 --> 00:02:57.000]  宣講尼尼微城在四十天後要傾覆的一個訊息
[00:02:57.000 --> 00:03:02.000]  當尼尼微城的王和人民聽到約拿的訊息之後
[00:03:02.000 --> 00:03:05.000]  就悔改離開惡行 回轉歸向神
[00:03:05.000 --> 00:03:08.000]  當神看到尼尼微人悔改的時候
[00:03:08.000 --> 00:03:11.000]  他回心轉意了 就不講他所講的災禍
[00:03:11.000 --> 00:03:13.000]  尼尼微人就得到拯救
[00:03:13.000 --> 00:03:15.000]  接下來就去到第四章
[00:03:15.000 --> 00:03:18.000]  我們今天講的經文 剛才江博思我們讀了出來
[00:03:18.000 --> 00:03:24.000]  我們看到第一節 約拿有些情緒
[00:03:24.000 --> 00:03:28.000]  他說他對這件事很不高興 甚至發怒
[00:03:28.000 --> 00:03:34.000]  我們看一下 約拿他為什麼不高興呢
[00:03:34.000 --> 00:03:38.000]  第三章剛才講了尼尼微城的人悔改
[00:03:38.000 --> 00:03:40.000]  其實三章十節是這樣說的
[00:03:40.000 --> 00:03:44.000]  神看見他們所作的 就是悔改離開惡行
[00:03:44.000 --> 00:03:49.000]  神就轉意 不把所說的災禍降在他們身上
[00:03:49.000 --> 00:03:51.000]  就是說很特別的
[00:03:51.000 --> 00:03:55.000]  當神的怒氣降低 熄滅的時候
[00:03:55.000 --> 00:03:59.000]  第四章一開頭 約拿的怒氣升起來
[00:03:59.000 --> 00:04:03.000]  約拿為什麼會生氣呢 他自己有講
[00:04:03.000 --> 00:04:06.000]  第二節他說 我還在本國的時候
[00:04:06.000 --> 00:04:08.000]  不是自己說過嗎
[00:04:08.000 --> 00:04:10.000]  我知道你是有恩典 有憐憫的神
[00:04:10.000 --> 00:04:13.000]  不輕易發怒 並且有豐盛的慈愛
[00:04:13.000 --> 00:04:18.000]  轉意不降災禍 所以我才急忙逃往他師去
[00:04:18.000 --> 00:04:23.000]  其實當時讀者第一次看約拿書的時候
[00:04:23.000 --> 00:04:26.000]  第一章可能不明白為什麼約拿要逃走
[00:04:26.000 --> 00:04:28.000]  現在去到第四章 最後一章的時候
[00:04:28.000 --> 00:04:32.000]  約拿才講出他的原因
[00:04:32.000 --> 00:04:36.000]  他在家鄉的時候 神呼召他去尼尼微城
[00:04:36.000 --> 00:04:39.000]  要他宣講神要審判尼尼微的訊息
[00:04:39.000 --> 00:04:43.000]  但約拿不想 於是他就逃走了
[00:04:43.000 --> 00:04:48.000]  在聖經裡面 神也呼召了很多僕人才知道
[00:04:48.000 --> 00:04:53.000]  其實他們會不會跟神講數 這些才知道
[00:04:53.000 --> 00:04:58.000]  有嗎 有的 也有不少
[00:04:58.000 --> 00:05:02.000]  摩西是其中一個 也很出名的
[00:05:02.000 --> 00:05:04.000]  神叫他去拯救以色列
[00:05:04.000 --> 00:05:10.000]  其實說不要 我是絕口不說的人
[00:05:10.000 --> 00:05:16.000]  雖然有些才知道 也會跟神講數
[00:05:16.000 --> 00:05:20.000]  但沒有一個逃避神的呼召 去到約拿這個地步
[00:05:20.000 --> 00:05:23.000]  尼尼微城其實在東邊 地理位置上
[00:05:23.000 --> 00:05:28.000]  他才在西邊 真是一東一西這麼遠
[00:05:28.000 --> 00:05:32.000]  叫你去東的就去西 完全相反
[00:05:32.000 --> 00:05:34.000]  約拿就自己去講理由
[00:05:34.000 --> 00:05:40.000]  通常如果小朋友父母叫他去做一件事
[00:05:40.000 --> 00:05:42.000]  通常他不肯做的原因是
[00:05:42.000 --> 00:05:44.000]  覺得不想 那件事很難
[00:05:44.000 --> 00:05:47.000]  或者覺得我不喜歡你這樣
[00:05:47.000 --> 00:05:48.000]  可能是這樣
[00:05:48.000 --> 00:05:51.000]  但你見到約拿的原因是什麼呢
[00:05:51.000 --> 00:05:55.000]  因為神是有恩典有憐憫
[00:05:55.000 --> 00:05:56.000]  你不輕見發露
[00:05:56.000 --> 00:05:58.000]  有豐盛的慈愛 又不降災
[00:05:58.000 --> 00:06:01.000]  其實是一件好事
[00:06:01.000 --> 00:06:05.000]  但講出來竟然是他逃避的原因
[00:06:05.000 --> 00:06:12.000]  所以說其實約拿不想神放過尼尼微城的人
[00:06:12.000 --> 00:06:14.000]  他不想 為什麼呢
[00:06:14.000 --> 00:06:16.000]  為什麼會這樣呢
[00:06:16.000 --> 00:06:18.000]  解經間有不同的解釋
[00:06:18.000 --> 00:06:19.000]  第一就是因為亞述國
[00:06:19.000 --> 00:06:23.000]  其實尼尼微城是亞述國其中一個大城
[00:06:23.000 --> 00:06:26.000]  曾經也是亞述國的首都
[00:06:26.000 --> 00:06:29.000]  亞述國和以色列是敵人
[00:06:29.000 --> 00:06:32.000]  當時神已經透過另外兩位舊約的先知
[00:06:32.000 --> 00:06:34.000]  阿摩斯和荷西亞
[00:06:34.000 --> 00:06:40.000]  宣告神會透過亞述來懲罰以色列
[00:06:40.000 --> 00:06:47.000]  不過以色列最後的確被亞述帝國所滅
[00:06:47.000 --> 00:06:52.000]  所以約拿不想自己民族的敵人得救
[00:06:52.000 --> 00:06:54.000]  滅國的敵人
[00:06:54.000 --> 00:06:59.000]  第二亞述人是以殘忍著稱
[00:06:59.000 --> 00:07:01.000]  他們有很多惡行
[00:07:01.000 --> 00:07:04.000]  如果你看一些網上的資料
[00:07:04.000 --> 00:07:06.000]  其實有一些很殘忍的圖片
[00:07:06.000 --> 00:07:11.000]  他們在戰爭的時候會做很多殘暴行為
[00:07:11.000 --> 00:07:14.000]  而在約拿書第三章第八節裏面
[00:07:14.000 --> 00:07:18.000]  尼尼微皇他自己要求人民要懇切呼求神
[00:07:18.000 --> 00:07:20.000]  悔改離開惡行
[00:07:20.000 --> 00:07:22.000]  摒棄手中的強暴
[00:07:22.000 --> 00:07:25.000]  從此可見尼尼微人知道自己的惡行
[00:07:25.000 --> 00:07:27.000]  他們知道自己做了很多壞事
[00:07:27.000 --> 00:07:29.000]  不過在審判未宣告之前
[00:07:29.000 --> 00:07:31.000]  他們不願意悔改
[00:07:31.000 --> 00:07:35.000]  約拿不想尼尼微人得救
[00:07:35.000 --> 00:07:37.000]  因為他是以色列的敵人
[00:07:37.000 --> 00:07:41.000]  而且他覺得這班人很惡行累累
[00:07:41.000 --> 00:07:43.000]  殘忍的人
[00:07:43.000 --> 00:07:49.000]  大家能不能夠想像得到約拿的心情
[00:07:49.000 --> 00:07:53.000]  能不能夠明白到他呢
[00:07:53.000 --> 00:07:56.000]  你有沒有曾經因為覺得某一個人
[00:07:56.000 --> 00:07:58.000]  某一個族群的人
[00:07:58.000 --> 00:08:00.000]  或者某一類的人
[00:08:00.000 --> 00:08:02.000]  是很殘忍
[00:08:02.000 --> 00:08:04.000]  做了很多不好的事
[00:08:04.000 --> 00:08:10.000]  而你可能不太想他得救
[00:08:10.000 --> 00:08:11.000]  在這個世界裏面
[00:08:11.000 --> 00:08:15.000]  有一些組織和勢力是反基督教的
[00:08:15.000 --> 00:08:20.000]  例如最近在阿富汗掌權的塔利班組織
[00:08:20.000 --> 00:08:23.000]  很多年前大家都聽過他們的名字
[00:08:23.000 --> 00:08:25.000]  他們仇視基督徒
[00:08:25.000 --> 00:08:31.000]  甚至有一些反基督徒的組織
[00:08:31.000 --> 00:08:32.000]  例如伊斯蘭國
[00:08:32.000 --> 00:08:34.000]  他們殺害很多基督徒
[00:08:34.000 --> 00:08:38.000]  甚至將一些處決放上網
[00:08:38.000 --> 00:08:40.000]  如果有一天
[00:08:40.000 --> 00:08:44.000]  你有機會和那些處決基督徒的人傳福音
[00:08:44.000 --> 00:08:47.000]  而你又知道你和他傳福音之後
[00:08:47.000 --> 00:08:49.000]  他會相信的
[00:08:49.000 --> 00:08:51.000]  相信之後
[00:08:51.000 --> 00:08:55.000]  他將來會去哪裏呢
[00:08:55.000 --> 00:08:58.000]  會去同一個地方
[00:08:58.000 --> 00:09:00.000]  他會去到神那裏
[00:09:00.000 --> 00:09:03.000]  能夠得罪永生
[00:09:03.000 --> 00:09:06.000]  如果你有這樣的機會
[00:09:06.000 --> 00:09:10.000]  你想不想呢
[00:09:10.000 --> 00:09:12.000]  當我們嘗試代入
[00:09:12.000 --> 00:09:14.000]  這樣去深情
[00:09:14.000 --> 00:09:16.000]  可能我們能夠明白到
[00:09:16.000 --> 00:09:19.000]  若嵐當中的一些掙扎
[00:09:19.000 --> 00:09:20.000]  或者我們最後都會決定
[00:09:20.000 --> 00:09:23.000]  都會願意去和一些人傳福音
[00:09:23.000 --> 00:09:27.000]  但當中可能都會有一些掙扎的過程
[00:09:27.000 --> 00:09:31.000]  都會有一些感受
[00:09:31.000 --> 00:09:33.000]  除了以上這兩個原因
[00:09:33.000 --> 00:09:34.000]  還有一些解經家
[00:09:34.000 --> 00:09:36.000]  亦都有提出另一個原因
[00:09:36.000 --> 00:09:38.000]  就是若嵐她身為一個先知
[00:09:38.000 --> 00:09:41.000]  她知道她的預言是不會應驗的
[00:09:41.000 --> 00:09:44.000]  所以她不願意去發這個預言
[00:09:44.000 --> 00:09:46.000]  因為神要她宣告
[00:09:46.000 --> 00:09:49.000]  妮妮未成過四十日就會傾福
[00:09:49.000 --> 00:09:50.000]  但她在心裏知道
[00:09:50.000 --> 00:09:52.000]  神有恩典有憐憫
[00:09:52.000 --> 00:09:55.000]  最終會回心轉意不講災禍
[00:09:55.000 --> 00:10:00.000]  聽說到時若嵐所發的預言會落空
[00:10:00.000 --> 00:10:01.000]  作為一個先知
[00:10:01.000 --> 00:10:06.000]  她的名聲和榮耀就在於預言準不準確
[00:10:06.000 --> 00:10:07.000]  就好像今天
[00:10:07.000 --> 00:10:11.000]  我們這個世界都有其他不同的先知
[00:10:11.000 --> 00:10:13.000]  預言家有沒有見過
[00:10:13.000 --> 00:10:15.000]  有沒有見過一些人的預言
[00:10:15.000 --> 00:10:17.000]  其實在香港每年新年
[00:10:17.000 --> 00:10:19.000]  都會有這些預言出現
[00:10:19.000 --> 00:10:21.000]  那些人出書之前
[00:10:21.000 --> 00:10:25.000]  就會說預言通常有些明星或明人
[00:10:25.000 --> 00:10:27.000]  會有些甚麼事
[00:10:27.000 --> 00:10:30.000]  然後那些人就會看它準不準確
[00:10:30.000 --> 00:10:32.000]  那些通常都很大腦的
[00:10:32.000 --> 00:10:36.000]  可能他會有情怒坎坷
[00:10:36.000 --> 00:10:39.000]  事業就會有轉折
[00:10:39.000 --> 00:10:43.000]  所以若嵐為了保存自己作為先知的業績
[00:10:43.000 --> 00:10:48.000]  她不想照神的話去發預言
[00:10:48.000 --> 00:10:52.000]  這個想法合理嗎
[00:10:52.000 --> 00:10:54.000]  在今天你有沒有經歷過
[00:10:54.000 --> 00:10:56.000]  見過類似的事情
[00:10:56.000 --> 00:10:59.000]  會不會有時候我們在侍奉當中
[00:10:59.000 --> 00:11:02.000]  有一些人可能會漸漸迷失
[00:11:02.000 --> 00:11:05.000]  變得著重個人的名聲和表現
[00:11:05.000 --> 00:11:09.000]  很想保留這個名譽
[00:11:09.000 --> 00:11:13.000]  甚至可能過於重視神的心意
[00:11:13.000 --> 00:11:16.000]  無論是剛才所說的
[00:11:16.000 --> 00:11:18.000]  第一第二或第三個原因
[00:11:18.000 --> 00:11:20.000]  都顯示了一點
[00:11:20.000 --> 00:11:23.000]  因為她對神的屬性和行事
[00:11:23.000 --> 00:11:25.000]  其實她的認識很正確
[00:11:25.000 --> 00:11:28.000]  但她心底裡她不認同
[00:11:28.000 --> 00:11:30.000]  神的觀點和一些做法
[00:11:30.000 --> 00:11:33.000]  她知道神是有恩典有憐憫
[00:11:33.000 --> 00:11:35.000]  不輕易發怒有豐盛慈愛
[00:11:35.000 --> 00:11:36.000]  不是只說的
[00:11:36.000 --> 00:11:39.000]  她剛剛第二章的時候經歷了
[00:11:39.000 --> 00:11:42.000]  她第二章的時候經歷了神的拯救
[00:11:42.000 --> 00:11:45.000]  神安排了一條大魚救若嵐
[00:11:45.000 --> 00:11:48.000]  使她不會淹死
[00:11:48.000 --> 00:11:51.000]  而若嵐自己在第二章八字裡
[00:11:51.000 --> 00:11:54.000]  她宣告救恩是屬於耶和華的
[00:11:54.000 --> 00:11:56.000]  在她的禱告裡這樣宣告
[00:11:56.000 --> 00:11:58.000]  救恩是屬於耶和華
[00:11:58.000 --> 00:12:01.000]  但是當若嵐她為離離微人
[00:12:01.000 --> 00:12:03.000]  得救而發怒的時候
[00:12:03.000 --> 00:12:05.000]  顯明了一件事
[00:12:05.000 --> 00:12:07.000]  就是原來在若嵐心底裡
[00:12:07.000 --> 00:12:09.000]  她有她自己的標準
[00:12:09.000 --> 00:12:13.000]  她認為有些人是不應該得到救恩
[00:12:13.000 --> 00:12:16.000]  所以若嵐很生氣
[00:12:16.000 --> 00:12:19.000]  甚至在第三節她生氣得要求死
[00:12:19.000 --> 00:12:22.000]  她說我死了比活著還好
[00:12:22.000 --> 00:12:25.000]  第四節神就問她一個問題
[00:12:25.000 --> 00:12:27.000]  你這樣發怒對不對
[00:12:27.000 --> 00:12:31.000]  這是其中一個逆法
[00:12:31.000 --> 00:12:33.000]  有些逆法其實是神問她
[00:12:33.000 --> 00:12:36.000]  你是不是真的這麼生氣
[00:12:36.000 --> 00:12:41.000]  當我們說我們要傳福音
[00:12:41.000 --> 00:12:43.000]  我們要讓更多人認識神的時候
[00:12:43.000 --> 00:12:46.000]  我們其實是需要按神的心意
[00:12:46.000 --> 00:12:50.000]  去將神的道 神的愛帶到神
[00:12:50.000 --> 00:12:52.000]  要我們去接觸的人當中
[00:12:52.000 --> 00:12:55.000]  而不是按我們自己的心意
[00:12:55.000 --> 00:13:00.000]  我們的方法是神的心意 神的方法
[00:13:00.000 --> 00:13:02.000]  可能有時候我們的難阻
[00:13:02.000 --> 00:13:04.000]  是我們覺得自己不夠
[00:13:04.000 --> 00:13:06.000]  我們覺得自己做不到
[00:13:06.000 --> 00:13:09.000]  但是其實就算我們不足夠
[00:13:09.000 --> 00:13:11.000]  神其實是足夠有餘的
[00:13:11.000 --> 00:13:16.000]  並且祂樂意賜更多的資源
[00:13:16.000 --> 00:13:21.000]  給那些願意為她勇敢踏出去的人
[00:13:21.000 --> 00:13:24.000]  曾經有一位非洲的宣教士這樣分享
[00:13:24.000 --> 00:13:28.000]  她說神呼召她去非洲人當中傳福音
[00:13:28.000 --> 00:13:32.000]  大家有沒有接觸過香港的非洲人
[00:13:32.000 --> 00:13:35.000]  見過或者坐地鐵都會見過
[00:13:35.000 --> 00:13:37.000]  可能沒有跟他們聊過天
[00:13:37.000 --> 00:13:39.000]  能不能夠想像跟他們一起生活
[00:13:39.000 --> 00:13:43.000]  有沒有去過他們集中的群體當中
[00:13:43.000 --> 00:13:45.000]  可能都有點害怕
[00:13:45.000 --> 00:13:47.000]  通常都很高大的
[00:13:47.000 --> 00:13:51.000]  可能吃的東西也有不同
[00:13:51.000 --> 00:13:56.000]  但是這個姐妹她真的回應了神的呼召
[00:13:56.000 --> 00:13:59.000]  她去到一個非洲的部落當中去宣教
[00:13:59.000 --> 00:14:02.000]  在人來看我們覺得她已經很有愛心了
[00:14:02.000 --> 00:14:04.000]  很厲害
[00:14:04.000 --> 00:14:08.000]  當她去到部落裡面的時候
[00:14:08.000 --> 00:14:11.000]  她慢慢發現這些是文化
[00:14:11.000 --> 00:14:13.000]  她應該都有些訓練
[00:14:13.000 --> 00:14:16.000]  但是那些文化真的跟自己家裡很不同
[00:14:16.000 --> 00:14:21.000]  其中有一些就是例如他們流行這個東西
[00:14:21.000 --> 00:14:23.000]  他們會經常問你借東西
[00:14:23.000 --> 00:14:26.000]  借是什麼意思呢
[00:14:26.000 --> 00:14:28.000]  其實是直接進你家裡拿的
[00:14:28.000 --> 00:14:30.000]  拿走了
[00:14:30.000 --> 00:14:33.000]  有需要就來你家裡拿
[00:14:33.000 --> 00:14:37.000]  所以其實這些都對宣教士造成很大的困擾
[00:14:37.000 --> 00:14:39.000]  他們很不習慣
[00:14:39.000 --> 00:14:41.000]  我想大家都想像不到
[00:14:41.000 --> 00:14:43.000]  現在我們身處這個城市
[00:14:43.000 --> 00:14:47.000]  你住的地方原來鄰居可以隨便走進來拿你的東西
[00:14:47.000 --> 00:14:52.000]  你又不可以跟他吵鬧
[00:14:52.000 --> 00:14:58.000]  所以其實這個宣教士覺得她的愛心和耐性越來越消磨
[00:14:58.000 --> 00:15:00.000]  越來越不夠
[00:15:00.000 --> 00:15:02.000]  還有很多的差異
[00:15:02.000 --> 00:15:06.000]  她能夠做些什麼呢
[00:15:06.000 --> 00:15:08.000]  原來人的愛心
[00:15:08.000 --> 00:15:11.000]  原來有這麼大的愛心去到中間都還不夠
[00:15:11.000 --> 00:15:14.000]  她只能夠在上面寫禱告
[00:15:14.000 --> 00:15:17.000]  她求神賜給她更多的愛心
[00:15:17.000 --> 00:15:20.000]  她看到自己愛心的有限
[00:15:20.000 --> 00:15:23.000]  而最後神也聽了她的禱告
[00:15:23.000 --> 00:15:25.000]  將更多的愛心給她
[00:15:25.000 --> 00:15:27.000]  讓她可以繼續在當地生活
[00:15:27.000 --> 00:15:32.000]  將神的愛和福音帶給她們
[00:15:32.000 --> 00:15:35.000]  原來愛心都是要不斷去求的
[00:15:35.000 --> 00:15:37.000]  不是說我這三個人很有愛心
[00:15:37.000 --> 00:15:40.000]  或者神已經給一個愛某群體的心
[00:15:40.000 --> 00:15:42.000]  我們就可以繼續這樣
[00:15:42.000 --> 00:15:47.000]  我們要不斷去求神賜這種的愛心給我們
[00:15:47.000 --> 00:15:50.000]  我自己是做國內的士工
[00:15:50.000 --> 00:15:54.000]  有一次我和一班香港的年青人分享一些士工的情況
[00:15:54.000 --> 00:15:56.000]  我問他們對國內人有什麼看法
[00:15:56.000 --> 00:15:58.000]  有沒有接觸過他們
[00:15:58.000 --> 00:16:01.000]  他們就說很少接觸的
[00:16:01.000 --> 00:16:04.000]  不過其實都會對他們有某些既定的印象
[00:16:04.000 --> 00:16:08.000]  而且通常都不是很好的印象
[00:16:08.000 --> 00:16:10.000]  但是後來當他們有機會
[00:16:10.000 --> 00:16:12.000]  不同的機會去接觸到的時候
[00:16:12.000 --> 00:16:16.000]  他們發現原來其實都不一定好像自己所想
[00:16:16.000 --> 00:16:20.000]  其實都可以溝通
[00:16:20.000 --> 00:16:22.000]  當我們去傳福音的時候
[00:16:22.000 --> 00:16:25.000]  我們需要學習以神的眼光去看人
[00:16:25.000 --> 00:16:30.000]  而不是用我們自己既定的看法去看人
[00:16:30.000 --> 00:16:35.000]  甚至有時候我們自己在心中判斷哪些人
[00:16:35.000 --> 00:16:38.000]  應不應該得罪舊人
[00:16:38.000 --> 00:16:39.000]  在第四節
[00:16:39.000 --> 00:16:41.000]  神問若拿這個問題
[00:16:41.000 --> 00:16:42.000]  若拿沒有回答
[00:16:42.000 --> 00:16:44.000]  第五節就說若拿出了城
[00:16:44.000 --> 00:16:46.000]  在城東坐下
[00:16:46.000 --> 00:16:48.000]  他在那裡搭了一座棚
[00:16:48.000 --> 00:16:49.000]  他坐在棚蔭之下
[00:16:49.000 --> 00:16:53.000]  他要看一下那個城發生什麼事
[00:16:53.000 --> 00:16:55.000]  有解經家就認為第五節
[00:16:55.000 --> 00:16:58.000]  其實是第四節整張對話發生的場景
[00:16:58.000 --> 00:17:00.000]  不是說若拿說了話就走了
[00:17:00.000 --> 00:17:03.000]  而是其實一直都是這樣在說話
[00:17:03.000 --> 00:17:05.000]  若拿為什麼要出城
[00:17:05.000 --> 00:17:08.000]  在城東坐下呢
[00:17:08.000 --> 00:17:11.000]  他說他要看一下那個城到底發生什麼事
[00:17:11.000 --> 00:17:12.000]  什麼意思
[00:17:12.000 --> 00:17:16.000]  大家猜不猜得到若拿的心思
[00:17:16.000 --> 00:17:18.000]  其實已經看到神不降災
[00:17:18.000 --> 00:17:20.000]  為什麼還要坐著看
[00:17:20.000 --> 00:17:24.000]  很生氣就坐著看
[00:17:24.000 --> 00:17:27.000]  有沒有想過若拿在想什麼
[00:17:27.000 --> 00:17:31.000]  似乎他心裡有一絲期望
[00:17:31.000 --> 00:17:36.000]  有些期望可能神都能夠明白到
[00:17:36.000 --> 00:17:39.000]  看到我為什麼這麼生氣
[00:17:39.000 --> 00:17:41.000]  他可能會認同
[00:17:41.000 --> 00:17:43.000]  神可能會照之前所說的
[00:17:43.000 --> 00:17:44.000]  繼續降災
[00:17:44.000 --> 00:17:45.000]  審判其中的人
[00:17:45.000 --> 00:17:47.000]  利利美的人
[00:17:47.000 --> 00:17:50.000]  亞述人是不好的
[00:17:50.000 --> 00:17:54.000]  但神沒有按照若拿所想的
[00:17:54.000 --> 00:17:58.000]  去安排災禍給利利美城的人
[00:17:58.000 --> 00:18:00.000]  反而他在六節八節裡面
[00:18:00.000 --> 00:18:05.000]  神為若拿安排了幾樣東西
[00:18:05.000 --> 00:18:10.000]  第六節神安排一棵秘密
[00:18:10.000 --> 00:18:11.000]  高過若拿
[00:18:11.000 --> 00:18:14.000]  讓他可以為他遮陰
[00:18:14.000 --> 00:18:17.000]  不知道大家有沒有試過行山的時候
[00:18:17.000 --> 00:18:19.000]  其實香港都可以很熱
[00:18:19.000 --> 00:18:21.000]  如果你在街上走
[00:18:21.000 --> 00:18:22.000]  日日曬著你的時候
[00:18:22.000 --> 00:18:24.000]  是不是很想有些東西遮住自己
[00:18:24.000 --> 00:18:25.000]  可能有些人會帶遮
[00:18:25.000 --> 00:18:27.000]  或者有其他的東西
[00:18:27.000 --> 00:18:30.000]  可以遮和不能遮有很大分別
[00:18:30.000 --> 00:18:32.000]  感覺很舒服
[00:18:32.000 --> 00:18:35.000]  有些東西遮住
[00:18:35.000 --> 00:18:36.000]  第二天黎明的時候
[00:18:36.000 --> 00:18:39.000]  神又安排了一隻蟲
[00:18:39.000 --> 00:18:41.000]  注食了這棵植物
[00:18:41.000 --> 00:18:45.000]  這樣就滿了
[00:18:45.000 --> 00:18:48.000]  神又再安排其他更厲害的東西
[00:18:48.000 --> 00:18:50.000]  安排炎熱的東風
[00:18:50.000 --> 00:18:52.000]  大家有沒有經歷過風
[00:18:52.000 --> 00:18:54.000]  如果很熱的時候有涼風
[00:18:54.000 --> 00:18:55.000]  當然很開心
[00:18:55.000 --> 00:18:57.000]  但吹來的風還是熱的時候
[00:18:57.000 --> 00:19:00.000]  覺得真的很辛苦
[00:19:00.000 --> 00:19:02.000]  熱到想死
[00:19:02.000 --> 00:19:04.000]  我都會這樣說
[00:19:04.000 --> 00:19:05.000]  熱到想死
[00:19:05.000 --> 00:19:07.000]  若拿求死
[00:19:07.000 --> 00:19:09.000]  他就說我死了比活著還好
[00:19:09.000 --> 00:19:14.000]  第二次說同一樣的說話
[00:19:14.000 --> 00:19:16.000]  秘密帶給若拿歡暢
[00:19:16.000 --> 00:19:20.000]  但這個蟲弄死了植物
[00:19:20.000 --> 00:19:23.000]  炎熱的東風讓若拿覺得很辛苦
[00:19:23.000 --> 00:19:27.000]  若拿之前心裡有一種憤怒
[00:19:27.000 --> 00:19:31.000]  生氣到要死
[00:19:31.000 --> 00:19:34.000]  加上他身體很辛苦
[00:19:34.000 --> 00:19:36.000]  辛苦到要死
[00:19:36.000 --> 00:19:40.000]  除了肉身的痛苦之外
[00:19:40.000 --> 00:19:44.000]  若拿心中同樣都有憤怒
[00:19:44.000 --> 00:19:47.000]  若拿之前他生氣
[00:19:47.000 --> 00:19:50.000]  是因為他覺得不應該得救的利利美人得救了
[00:19:50.000 --> 00:19:52.000]  覺得不公平
[00:19:52.000 --> 00:19:54.000]  覺得不忿氣
[00:19:54.000 --> 00:19:59.000]  現在他因為曾經令他歡暢的秘密
[00:19:59.000 --> 00:20:01.000]  曾經令他舒服了一陣子的秘密
[00:20:01.000 --> 00:20:02.000]  死了
[00:20:02.000 --> 00:20:03.000]  他覺得不公平
[00:20:03.000 --> 00:20:05.000]  又是不忿氣
[00:20:05.000 --> 00:20:07.000]  不公平不忿氣
