
[00:00:00.000 --> 00:00:02.000]  好的 英姐妹平安
[00:05:39.880 --> 00:05:44.880]  我們和相信的人永遠在一起
[00:05:44.880 --> 00:05:48.400]  而這個預言
[00:05:48.400 --> 00:05:51.520]  傳統認為這個預言
[00:05:51.520 --> 00:05:54.000]  已經應驗了在後世
[00:05:54.000 --> 00:05:55.520]  即七百多年之後
[00:05:55.520 --> 00:05:57.200]  耶穌的降生
[00:05:57.200 --> 00:05:59.040]  祂在地上的傳道
[00:05:59.040 --> 00:06:00.800]  祂受死復活
[00:06:00.800 --> 00:06:03.720]  甚至乎之後祂應許的聖靈降臨
[00:06:03.720 --> 00:06:06.920]  和在啟示錄所說的永遠掌權
[00:06:06.920 --> 00:06:12.720]  就是成就了尼賽亞書所說的預言
[00:06:12.720 --> 00:06:16.440]  我知道大家職稱的群體
[00:06:16.440 --> 00:06:21.760]  都有不少初生孩子的父母
[00:06:21.760 --> 00:06:27.040]  幫子女改名是否很難很頭痛的事
[00:06:27.040 --> 00:06:28.960]  有沒有人同意
[00:06:28.960 --> 00:06:33.720]  又怕兒子改了名被人吃字
[00:06:33.720 --> 00:06:35.800]  吃字之後又改花名
[00:06:35.800 --> 00:06:38.200]  又被人笑
[00:06:38.200 --> 00:06:39.840]  在我的年代
[00:06:39.840 --> 00:06:41.000]  如果姓吳
[00:06:41.000 --> 00:06:42.280]  不是說你年代
[00:06:42.280 --> 00:06:43.960]  在我的年代姓吳的
[00:06:43.960 --> 00:06:46.760]  生孩子不要叫吳廣德
[00:06:46.760 --> 00:06:49.880]  生女兒不要叫吳美麗
[00:06:49.880 --> 00:06:52.760]  小時候又怕
[00:06:52.760 --> 00:06:54.680]  名字這麼老
[00:06:54.680 --> 00:06:56.400]  什麼名字來的
[00:06:56.400 --> 00:06:58.200]  長大後又怕名字
[00:06:58.200 --> 00:06:59.720]  名字這麼幼稚
[00:06:59.720 --> 00:07:02.520]  幾十歲人改了這樣的名字
[00:07:02.520 --> 00:07:04.120]  因為改名字
[00:07:04.120 --> 00:07:06.320]  名字起碼會跟隨你一生
[00:07:06.320 --> 00:07:08.240]  當然你現在隨便
[00:07:08.240 --> 00:07:10.080]  給幾十元就可以
[00:07:10.080 --> 00:07:11.680]  身份證名字都改了
[00:07:11.680 --> 00:07:12.920]  改個什麼名字都可以
[00:07:12.920 --> 00:07:16.920]  但通常一個名字都會跟隨我們一生
[00:07:16.920 --> 00:07:18.920]  如果這個名字
[00:07:18.920 --> 00:07:21.280]  是永恆的名字
[00:07:21.280 --> 00:07:23.080]  是否更加重要
[00:07:23.080 --> 00:07:25.520]  所以其實耶和華神
[00:07:25.520 --> 00:07:28.520]  都有幫祂的兒子改名
[00:07:28.520 --> 00:07:31.160]  而且不止一個名字
[00:07:31.160 --> 00:07:34.160]  但其中實在透過
[00:07:34.160 --> 00:07:36.040]  《以錯也先知》裡面
[00:07:36.040 --> 00:07:38.280]  在《以錯也書》裡面宣告
[00:07:38.280 --> 00:07:39.560]  祂的兒子的名字
[00:07:39.560 --> 00:07:41.040]  都不止一個
[00:07:41.040 --> 00:07:44.240]  而每一個名字都有很特別的意義
[00:07:44.240 --> 00:07:46.160]  代表著神的兒子
[00:07:46.160 --> 00:07:48.400]  降生在世上的身份
[00:07:48.400 --> 00:07:51.080]  然後加上祂要去
[00:07:51.080 --> 00:07:52.760]  將神的應許
[00:07:52.760 --> 00:07:55.520]  很信實地在地上去承受
[00:07:55.520 --> 00:07:57.440]  今天我們就講一下
[00:07:57.440 --> 00:07:58.960]  神的兒子的名字
[00:07:58.960 --> 00:08:00.480]  今天在《以錯也書》
[00:08:00.480 --> 00:08:03.760]  我有兩節今天要分享的經文
[00:08:03.760 --> 00:08:07.480]  第一節是九章六至七節
[00:08:07.480 --> 00:08:09.600]  第二節是七章十四節
[00:08:09.600 --> 00:08:11.480]  我們先讀第一節
[00:08:11.480 --> 00:08:12.760]  一二三
[00:08:12.760 --> 00:08:15.520]  因有一英孩為我們而生
[00:08:15.520 --> 00:08:17.680]  有一子賜給我們
[00:08:17.680 --> 00:08:20.720]  政權必擔在他的肩頭上
[00:08:20.720 --> 00:08:23.480]  他名稱為奇妙賊士
[00:08:23.480 --> 00:08:24.760]  全能的神
[00:08:24.760 --> 00:08:26.120]  永在的父
[00:08:26.120 --> 00:08:27.480]  和平的君
[00:08:27.480 --> 00:08:29.440]  他的政權與平安
[00:08:29.440 --> 00:08:31.080]  必加增無窮
[00:08:31.080 --> 00:08:33.480]  他必在大位的寶座上
[00:08:33.480 --> 00:08:35.000]  治理他的國
[00:08:35.000 --> 00:08:36.560]  以公平公義
[00:08:36.560 --> 00:08:38.880]  使國堅固
[00:08:38.880 --> 00:08:40.960]  從今直到永遠
[00:08:40.960 --> 00:08:43.280]  萬君子耶和華的熱心
[00:08:43.280 --> 00:08:45.040]  必成就這事
[00:08:45.040 --> 00:08:47.560]  《以錯也書》九章六至七節
[00:08:47.560 --> 00:08:51.840]  因此主要給你們一個預兆
[00:08:51.840 --> 00:08:55.280]  看那必有同女懷孕生子
[00:08:55.280 --> 00:08:58.400]  給他起名叫以瑪萊尼
[00:08:58.400 --> 00:09:00.680]  《以錯也書》七章十四節
[00:09:00.680 --> 00:09:08.720]  舊約總共有對應關於基督的預言
[00:09:08.720 --> 00:09:11.760]  基督其實是希臘文
[00:09:11.760 --> 00:09:12.760]  麻煩下一頁
[00:09:12.760 --> 00:09:16.720]  其實就是Christ的意思
[00:09:16.720 --> 00:09:19.560]  希臘文叫Christos
[00:09:19.560 --> 00:09:23.560]  關於基督的預言
[00:09:23.560 --> 00:09:25.200]  也超過三百多個
[00:09:25.200 --> 00:09:27.600]  特別是我們剛才讀過的
[00:09:27.600 --> 00:09:29.720]  《以錯也書》這兩段經文
[00:09:29.720 --> 00:09:33.280]  是其中關於很重要的尼塞亞
[00:09:33.280 --> 00:09:34.840]  其實尼塞亞
[00:09:34.840 --> 00:09:37.040]  Messiah是希伯來文
[00:09:37.040 --> 00:09:40.360]  其實相對來說是在說同一樣東西
[00:09:40.360 --> 00:09:41.240]  和基督
[00:09:41.240 --> 00:09:42.760]  尼塞亞即是基督
[00:09:42.760 --> 00:09:46.680]  只不過是用不同的預言去表達
[00:09:46.680 --> 00:09:49.400]  就是這個受高者的意思
[00:09:49.400 --> 00:09:52.120]  意思就是神所高納的
[00:09:52.120 --> 00:09:55.760]  在希伯來文就叫尼塞亞
[00:09:55.760 --> 00:09:58.600]  在希臘文就叫基督
[00:09:58.600 --> 00:10:01.120]  我們的神是很信實的
[00:10:01.120 --> 00:10:04.080]  其實當尼塞亞的應許
[00:10:04.080 --> 00:10:05.320]  我們很深信
[00:10:05.320 --> 00:10:07.000]  在我們的二千年前
[00:10:07.000 --> 00:10:09.160]  今天是二零二五年
[00:10:09.160 --> 00:10:10.520]  在我們的二千年前
[00:10:10.520 --> 00:10:14.440]  耶穌基督的降生已經到成肉身的時候
[00:10:14.440 --> 00:10:17.160]  我們看聖經其實已經成就了
[00:10:17.160 --> 00:10:19.520]  也藉著聖靈保衛師
[00:10:19.520 --> 00:10:21.600]  祂一路與我們同在
[00:10:21.600 --> 00:10:23.960]  然後為我們歷世歷代
[00:10:23.960 --> 00:10:25.640]  二千年以來
[00:10:25.640 --> 00:10:28.720]  和往後直到耶穌回來的時間
[00:10:28.720 --> 00:10:32.760]  為我們帶來一個永生永恆的盼望
[00:10:32.760 --> 00:10:35.880]  我們今天看這兩段經文
[00:10:35.880 --> 00:10:39.000]  有三個重點要和大家分享
[00:10:39.000 --> 00:10:40.280]  第一就是
[00:10:40.280 --> 00:10:44.440]  神的信實應許就是尼塞亞會來臨
[00:10:44.440 --> 00:10:47.680]  在剛才九章六字的經文就說
[00:10:47.680 --> 00:10:50.160]  因有一英械為我們而生
[00:10:50.160 --> 00:10:52.080]  有一子賜給我們
[00:10:52.080 --> 00:10:54.760]  政權必擔在他的顛頭上
[00:10:54.760 --> 00:10:57.160]  他名稱為奇妙賊士
[00:10:57.160 --> 00:10:58.360]  全能的神
[00:10:58.360 --> 00:10:59.600]  永在的父
[00:10:59.600 --> 00:11:00.920]  和平的君
[00:11:00.920 --> 00:11:07.040]  以塞亞先知就在當時的猶大國
[00:11:07.040 --> 00:11:09.040]  動盪敗壞的時候
[00:11:09.040 --> 00:11:11.880]  也面臨了亞述國興起
[00:11:11.880 --> 00:11:13.720]  一個很強大的大國
[00:11:13.720 --> 00:11:16.000]  他要攻擊要吃掉他們
[00:11:16.000 --> 00:11:20.480]  而在當時非常內憂外患的情況下
[00:11:20.480 --> 00:11:23.960]  在黑暗的時間所發出的預言
[00:11:23.960 --> 00:11:26.720]  而不是在繁榮安定
[00:11:26.720 --> 00:11:28.640]  歌舞昇平的時候
[00:11:28.640 --> 00:11:30.640]  去發預言
[00:11:30.640 --> 00:11:32.360]  而在國家危難
[00:11:32.360 --> 00:11:33.960]  人心惶惶的世代裡
[00:11:33.960 --> 00:11:36.840]  神就透過先知的預言
[00:11:36.840 --> 00:11:39.200]  用了四個名字
[00:11:39.200 --> 00:11:42.560]  來描述將要來的尼塞亞
[00:11:42.560 --> 00:11:44.560]  而且這四個名字
[00:11:44.560 --> 00:11:46.840]  究竟和我們有什麼關係
[00:11:46.840 --> 00:11:49.440]  第一個名字叫做奇妙賊士
[00:11:49.440 --> 00:11:52.280]  英文叫做Wonderful Counselor
[00:11:52.280 --> 00:11:56.840]  這個奇妙賊士的意思
[00:11:56.840 --> 00:11:59.240]  在聖經裡有另一個名稱
[00:11:59.240 --> 00:12:00.640]  叫做保衛斯
[00:12:00.640 --> 00:12:01.760]  你會問
[00:12:01.760 --> 00:12:04.240]  保衛斯不是在說聖靈嗎?
[00:12:04.240 --> 00:12:05.600]  聖靈是
[00:12:05.600 --> 00:12:06.920]  不過是另一位
[00:12:06.920 --> 00:12:08.600]  就是說本身有一位
[00:12:08.600 --> 00:12:10.720]  然後聖靈是另一位
[00:12:10.720 --> 00:12:14.560]  我們看約翰福音14:16就知道了
[00:12:14.560 --> 00:12:16.160]  就是耶穌說的
[00:12:16.160 --> 00:12:20.480]  「我要求父,父就賜給你們另外一位保衛斯
[00:12:20.480 --> 00:12:22.880]  使他永遠與你們同在。」
[00:12:22.880 --> 00:12:25.280]  所以聖靈是另一位保衛斯
[00:12:25.280 --> 00:12:28.040]  那麼第一位保衛斯是誰呢?
[00:12:28.040 --> 00:12:29.640]  就是耶穌
[00:12:29.640 --> 00:12:31.560]  就是這個意思
[00:12:31.560 --> 00:12:34.360]  他的名字要稱為奇妙賊士
[00:12:34.360 --> 00:12:39.080]  而這個與我們永遠同在的保衛斯
[00:12:39.080 --> 00:12:43.400]  就是去成就一個永恆的救贖計劃的設計者
[00:12:43.400 --> 00:12:45.400]  和一個成就者
[00:12:45.400 --> 00:12:48.200]  他也用這個字形容
[00:12:48.200 --> 00:12:52.920]  他的智慧超越了人間的一切謀略
[00:12:52.920 --> 00:12:58.360]  他完全明白了解世人內心深處的想法和感覺
[00:12:58.360 --> 00:13:00.200]  我們心裡想什麼
[00:13:00.200 --> 00:13:02.320]  我們有什麼想法
[00:13:02.320 --> 00:13:03.600]  我們有什麼感覺
[00:13:03.600 --> 00:13:05.320]  他完全都知道
[00:13:05.320 --> 00:13:07.880]  他明白我們一切的處境
[00:13:07.880 --> 00:13:10.640]  無論我們在工作上
[00:13:10.640 --> 00:13:11.720]  在感情上
[00:13:11.720 --> 00:13:12.680]  在家庭上
[00:13:12.680 --> 00:13:13.960]  在任何的需要
[00:13:13.960 --> 00:13:15.200]  我們一切的處境
[00:13:15.200 --> 00:13:18.480]  知道我們一切的需要
[00:13:18.480 --> 00:13:22.040]  也知道什麼是真正對我們的好
[00:13:22.040 --> 00:13:25.160]  還有他已經很清楚
[00:13:25.160 --> 00:13:27.240]  整個終極的結果是怎樣
[00:13:27.240 --> 00:13:28.840]  我們每一個的結果
[00:13:28.840 --> 00:13:30.760]  我們每一個在我們的計劃
[00:13:30.760 --> 00:13:31.920]  他都知道
[00:13:31.920 --> 00:13:35.000]  所以他第一個名稱為奇妙測試
[00:13:35.000 --> 00:13:36.720]  Wonderful Counselor
[00:13:36.720 --> 00:13:39.760]  而第二個名稱叫做全能的神
[00:13:39.760 --> 00:13:41.160]  Almighty God
[00:13:41.160 --> 00:13:43.120]  他不單是一個大能的神
[00:13:43.120 --> 00:13:44.920]  他不單是一個Mighty God
[00:13:44.920 --> 00:13:46.760]  而且是一個All Mighty God
[00:13:46.760 --> 00:13:48.280]  即是說全能的神
[00:13:48.280 --> 00:13:51.720]  擁有神聖一切權柄的能力
[00:13:51.720 --> 00:13:54.280]  而且這個能力是無限的
[00:13:54.280 --> 00:13:58.120]  而他是一個可以將不可能變為可能的神
[00:13:58.120 --> 00:14:00.400]  也是因著他的全能
[00:14:00.400 --> 00:14:03.480]  他願意去保護他的子民百姓
[00:14:03.480 --> 00:14:06.080]  我們一起讀耶利米書32章17節
[00:14:06.080 --> 00:14:07.040]  18節好不好
[00:14:07.040 --> 00:14:07.920]  1 2 3
[00:14:07.920 --> 00:14:08.800]  看啊
[00:14:08.800 --> 00:14:12.000]  你曾用大能和新出來的棒臂
[00:14:12.000 --> 00:14:13.920]  創造天和地
[00:14:13.920 --> 00:14:16.640]  在你沒有難成的時
[00:14:16.640 --> 00:14:19.000]  自大全能的神啊
[00:14:19.000 --> 00:14:22.200]  萬君之耶和華是你的名
[00:14:22.200 --> 00:14:24.400]  這個全能的神
[00:14:24.400 --> 00:14:25.640]  有另一個名字
[00:14:25.640 --> 00:14:27.640]  就是萬君之耶和華
[00:14:27.640 --> 00:14:28.640]  是不是很厲害
[00:14:28.640 --> 00:14:30.880]  一個很厲害的名字
[00:14:30.880 --> 00:14:34.480]  就是他完全有全能
[00:14:34.480 --> 00:14:35.760]  不只是大能
[00:14:35.760 --> 00:14:37.480]  而且是全能的
[00:14:37.480 --> 00:14:39.160]  第三個名字就是
[00:14:39.160 --> 00:14:41.080]  永在的父
[00:14:41.080 --> 00:14:43.840]  Everlasting Father
[00:14:43.840 --> 00:14:44.640]  很有趣
[00:14:44.640 --> 00:14:48.360]  改寫寶寶的名字叫做永在的父
[00:14:48.360 --> 00:14:51.680]  他不單只是一個兒子的身份
[00:14:51.680 --> 00:14:56.480]  而且他更加擁有一個永遠的父親的身份
[00:14:56.480 --> 00:14:59.840]  在神國裡所有的永恆
[00:14:59.840 --> 00:15:01.120]  所有的豐盛
[00:15:01.120 --> 00:15:06.160]  都在這個嬰兒裡
[00:15:06.160 --> 00:15:07.800]  他的慈愛
[00:15:07.800 --> 00:15:09.080]  他的覆蓋
[00:15:09.080 --> 00:15:10.320]  他的照顧
[00:15:10.320 --> 00:15:12.840]  對我們永遠都不會止息
[00:15:12.840 --> 00:15:14.240]  他應許過我們
[00:15:14.240 --> 00:15:18.160]  他不會撇下我們成為孤兒
[00:15:18.160 --> 00:15:20.000]  永在的父
[00:15:20.000 --> 00:15:22.360]  最後一個名字就是和平之君
[00:15:22.360 --> 00:15:24.240]  Prince of Peace
[00:15:24.240 --> 00:15:26.120]  是平安的源頭
[00:15:26.120 --> 00:15:27.840]  平安從他而來
[00:15:27.840 --> 00:15:29.720]  帶來了人與神
[00:15:29.720 --> 00:15:32.280]  人與人之間真正的
[00:15:32.280 --> 00:15:36.560]  和永遠的和平和和好
[00:15:36.560 --> 00:15:39.880]  正如《老家福音》19:38說
[00:15:39.880 --> 00:15:43.200]  奉主名來的王是應當稱重的
[00:15:43.200 --> 00:15:44.960]  在天上有和平
[00:15:44.960 --> 00:15:48.760]  在至高之處有榮光
[00:15:48.760 --> 00:15:50.480]  這四個名稱
[00:15:50.480 --> 00:15:53.520]  就是
[00:15:53.520 --> 00:15:55.160]  Wonderful Counselor
[00:15:55.160 --> 00:15:57.520]  就是奇妙策士
[00:15:57.520 --> 00:15:59.040]  全能的神
[00:15:59.040 --> 00:16:00.520]  永在的父
[00:16:00.520 --> 00:16:02.360]  和平的君
[00:16:02.360 --> 00:16:04.280]  所帶出來的四個名字
[00:16:04.280 --> 00:16:07.320]  讓我們想到這個將要來的神的兒子
[00:16:07.320 --> 00:16:09.680]  這個整全性
[00:16:09.680 --> 00:16:10.920]  我們用我們去形容
[00:16:10.920 --> 00:16:12.400]  他就是一個全知
[00:16:12.400 --> 00:16:13.560]  他什麼都知道
[00:16:13.560 --> 00:16:14.880]  他是一個全愛
[00:16:14.880 --> 00:16:17.600]  也是一個全能的神
[00:16:17.600 --> 00:16:19.520]  從以賽亞時代
[00:16:19.520 --> 00:16:21.760]  到耶穌降生
[00:16:21.760 --> 00:16:24.360]  以色列人其實長一路等候著
[00:16:24.360 --> 00:16:25.240]  剛才也說了
[00:16:25.240 --> 00:16:26.960]  以賽亞所在的時代
[00:16:26.960 --> 00:16:28.200]  是一個黑暗的時代
[00:16:28.200 --> 00:16:29.600]  是一個動盪的時代
[00:16:29.600 --> 00:16:32.280]  是一個被外族入侵的時代
[00:16:32.280 --> 00:16:34.360]  所以以色列人一直盼望著
[00:16:34.360 --> 00:16:36.000]  這個尼賽亞降臨
[00:16:36.000 --> 00:16:38.080]  以色列人正在經歷很多
[00:16:38.080 --> 00:16:40.640]  不少的皇朝的變更
[00:16:40.640 --> 00:16:42.960]  各國加盟
[00:16:42.960 --> 00:16:45.200]  看到他們北國以色列
[00:16:45.200 --> 00:16:47.840]  已經被亞述國吃了
[00:16:47.840 --> 00:16:50.320]  只剩下他們小時候的猶大國
[00:16:50.320 --> 00:16:50.960]  怎麼辦呢?
[00:16:50.960 --> 00:16:52.160]  我們下一步要做什麼呢?
[00:16:52.160 --> 00:16:54.360]  我們還能有多長的生命呢?
[00:16:54.360 --> 00:16:57.160]  會不會很快又被人吃掉呢?
[00:16:57.160 --> 00:16:59.440]  但是就在這段時間
[00:16:59.440 --> 00:17:01.680]  以賽亞神就藉著以賽亞先知
[00:17:01.680 --> 00:17:05.760]  發出了這個預言
[00:17:05.760 --> 00:17:09.280]  神從未忘記祂的應許
[00:17:09.280 --> 00:17:12.040]  所以當時候滿足的時候
[00:17:12.040 --> 00:17:13.480]  七百年之後
[00:17:13.480 --> 00:17:15.840]  耶穌就確實地
[00:17:15.840 --> 00:17:18.120]  在聖經記載裡
[00:17:18.120 --> 00:17:20.800]  道成肉身來到這個世界上
[00:17:20.800 --> 00:17:24.920]  而應驗了以賽亞先知的預言
[00:17:24.920 --> 00:17:26.760]  在當中顯明了
[00:17:26.760 --> 00:17:29.040]  神的應許沒有落空
[00:17:29.040 --> 00:17:31.680]  而祂的話語是信實的
[00:17:31.680 --> 00:17:34.320]  而且是阿滿的
[00:17:34.320 --> 00:17:38.440]  當時耶穌降生的時候
[00:17:38.440 --> 00:17:40.520]  我們剛才去唱詩歌
[00:17:40.520 --> 00:17:42.800]  或者我們每一年的聖誕節
[00:17:42.800 --> 00:17:44.400]  我們都會記得
[00:17:44.400 --> 00:17:45.960]  就是天使報信
[00:17:45.960 --> 00:17:49.160]  在《路加福音》二章十四節裡說什麼呢?
[00:17:49.160 --> 00:17:52.480]  「在至高之處榮耀歸於神
[00:17:52.480 --> 00:17:57.080]  在地上平安歸於他所喜悅的人」
