
[00:00:00.000 --> 00:00:02.760]  (主持人:提醒節目好,我們繼續我們的series)
[00:02:30.200 --> 00:02:36.560]  (「我們要了解一下,這個人的皇后叫做Agustus,奧古士都。」)
[00:02:36.560 --> 00:02:41.000]  (「本身他叫做Octavian,屋大衛。」)
[00:02:41.000 --> 00:02:44.800]  (「但是我們在《聖經》裏面提到的,就是Agustus。」)
[00:02:44.800 --> 00:02:46.640]  (「所以要了解一下,少少歷史。」)
[00:02:46.640 --> 00:02:49.080]  (「因為不是一個小孩子的故事。」)
[00:02:49.080 --> 00:02:52.760]  (「是一個滿有當時的背景。」)
[00:02:52.760 --> 00:02:55.280]  (「很重要的,對當時的人來講。」)
[00:02:55.280 --> 00:02:56.800]  (「一聽的時候,他們就知道。」)
[00:02:56.800 --> 00:03:00.080]  (「了解一下這個奧古士都,看一看這個時間圖。」)
[00:03:00.080 --> 00:03:04.000]  (「這裏有一個世界的歷史,最普遍現在的分法,就是主前和主後。」)
[00:03:04.000 --> 00:03:04.760]  (「看到嗎?」)
[00:03:04.760 --> 00:03:08.760]  (「Before Christ 和 AD, Anno Dominion。」)
[00:03:08.760 --> 00:03:10.760]  (「就是主後的意思。」)
[00:03:10.760 --> 00:03:12.840]  (「Year of the Lord。」)
[00:03:12.840 --> 00:03:18.640]  (「這個是西方,或者我們現代社會,很多時候,將時間這樣分的。」)
[00:03:18.640 --> 00:03:22.120]  (「在左邊,數目一路加大。」)
[00:03:22.120 --> 00:03:23.240]  (「就是主前。」)
[00:03:23.240 --> 00:03:24.800]  (「我們經常說,舊約就是主前。」)
[00:03:24.800 --> 00:03:26.480]  (「幾多年,幾多年,一路加大。」)
[00:03:26.480 --> 00:03:31.840]  (「然後呢,在所謂的零之後,當然沒有零年。」)
[00:03:31.840 --> 00:03:32.560]  (「你明白我的意思嗎?」)
[00:03:32.560 --> 00:03:34.920]  (「除夕的時候,不會說零年到了。」)
[00:03:34.920 --> 00:03:38.080]  (「我們過了One BC。」)
[00:03:38.080 --> 00:03:39.240]  (「然後零年到了。」)
[00:03:39.240 --> 00:03:39.840]  (「沒有的。」)
[00:03:39.840 --> 00:03:42.320]  (「是One AD,所謂。」)
[00:03:42.320 --> 00:03:45.080]  (「然後呢,一路的數目就會加大。」)
[00:03:45.080 --> 00:03:49.480]  (「這個就是Before Christ和AD的意思。」)
[00:03:49.480 --> 00:03:57.560]  (「所以這種分法,在主後第五世紀開始,已經開始有人這樣說。」)
[00:03:57.560 --> 00:04:01.200]  (「以及之後就會越來越普遍了。」)
[00:04:01.200 --> 00:04:05.080]  (「正如我們今天,我們正在用的這個力法,實力的力法。」)
[00:04:05.080 --> 00:04:08.400]  (「就是用所謂的BC和AD。」)
[00:04:08.400 --> 00:04:13.320]  (「當然,當時第五世紀的時候,有一個修士去修正這個力法的時候。」)
[00:04:13.320 --> 00:04:14.960]  (「他們的資料不是很夠。」)
[00:04:14.960 --> 00:04:17.120]  (「所以有些東西就過了。」)
[00:04:17.120 --> 00:04:26.280]  (「你看到上面那裡,耶穌基督降生的年份,應當是所謂BC的六年。」)
[00:04:26.280 --> 00:04:27.400]  (「為什麼呢?」)
[00:04:27.400 --> 00:04:29.200]  (「因為我們知道大希律是什麼時候死的。」)
[00:04:29.200 --> 00:04:33.640]  (「大希律死的時候,附近就有一些月蝕,或者天象出現。」)
[00:04:33.640 --> 00:04:38.960]  (「所以你計算一下的時候,就是公元前四年,Herod the Great就是他死的。」)
[00:04:38.960 --> 00:04:43.360]  (「所以耶穌降生大概是公元前第六年。」)
[00:04:43.360 --> 00:04:49.280]  (「所以除了BC、AD的說法之外,我們還有 BCE和CE的說法。」)
[00:04:49.280 --> 00:04:52.360]  (「因為比較準確一點,特別是說到這一段的時間。」)
[00:04:52.360 --> 00:04:54.440]  (「就是叫做Before Common Era。」)
[00:04:54.440 --> 00:05:02.400]  (「就是大家所共識的這個力法,公元前和公元後。」)
[00:05:02.400 --> 00:05:08.040]  (「你看到耶穌基督降生的背景,那個時間是什麼時候?」)
[00:05:08.040 --> 00:05:09.520]  (「就是羅馬帝國的時候。」)
[00:05:09.520 --> 00:05:13.560]  (「羅馬帝國是公元前二十七年,到四百多年。」)
[00:05:13.560 --> 00:05:15.760]  (「這段時間就是叫做羅馬帝國。」)
[00:05:15.760 --> 00:05:17.360]  (「之前就是叫做共和國的。」)
[00:05:17.360 --> 00:05:21.680]  (「是議會管理和統治整個的國度。」)
[00:05:21.680 --> 00:05:30.680]  (「這個共和國的時間大概是500 BCE到27 BCE,或者BC。」)
[00:05:30.680 --> 00:05:35.680]  (「我不知道你明不明白,大家可能了解這句話。」)
[00:05:35.680 --> 00:05:38.680]  (「英雄做時勢,還是時勢做英雄?」)
[00:05:38.680 --> 00:05:42.680]  (「你覺得時勢做英雄,還是英雄做時勢?」)
[00:05:42.680 --> 00:05:44.560]  (「有時候都是時勢做英雄。」)
[00:05:44.560 --> 00:05:52.360]  (「奧古斯多能夠成為一個第一任的羅馬帝國的皇帝。」)
[00:05:52.360 --> 00:05:55.360]  (「都是時勢做英雄的。」)
[00:05:55.360 --> 00:05:58.360]  (「這裡就很複雜,如果只看下面左邊。」)
[00:05:58.360 --> 00:05:59.800]  (「左邊發生什麼事呢?」)
[00:05:59.800 --> 00:06:04.120]  (「就是共和國最後一個君主,叫做Julius Caesar。」)
[00:06:04.120 --> 00:06:06.240]  (「Julius Caesar很出名的。」)
[00:06:06.240 --> 00:06:10.240]  (「出名在他在主前44年的時候被刺殺。」)
[00:06:10.240 --> 00:06:12.240]  (「就是議會開開考會的時候。」)
[00:06:12.240 --> 00:06:16.240]  (「突然間在後面有人去刺殺他。」)
[00:06:16.240 --> 00:06:17.240]  (「然後他就死了。」)
[00:06:17.240 --> 00:06:24.240]  (「然後整個的共和國,或者羅馬的國度,就陷入一個內戰的情況。」)
[00:06:24.240 --> 00:06:29.240]  (「這個內戰的情況,最後打來打去剩下兩個最大的。」)
[00:06:29.240 --> 00:06:32.240]  (「第一個就是奧古斯多,或者Octavian。」)
[00:06:32.240 --> 00:06:37.240]  (「第二個跟他正敵,是對手的,就叫做Mark Antony。」)
[00:06:37.240 --> 00:06:38.240]  (「Mark Antony。」)
[00:06:38.240 --> 00:06:43.240]  (「所以奧古斯多和Mark Antony打生打死,有很多的內戰。」)
[00:06:43.240 --> 00:06:46.240]  (「直到有一個最決定性的戰爭出現。」)
[00:06:46.240 --> 00:06:50.240]  (「那個就是主前31年,Battle of Actium。」)
[00:06:50.240 --> 00:06:58.240]  (「在希臘的西面的一個海灣,有一個很大的兩方面。」)
[00:06:58.240 --> 00:07:02.240]  (「Octavian,即是Orgestus,和Mark Antony。」)
[00:07:02.240 --> 00:07:06.240]  (「大家就在那個海灣裡有一個海戰。」)
[00:07:06.240 --> 00:07:08.240]  (「有一個Naval Battle。」)
[00:07:08.240 --> 00:07:10.240]  (「然後誰贏了呢?」)
[00:07:10.240 --> 00:07:12.240]  (「就是奧古斯多贏了。」)
[00:07:12.240 --> 00:07:13.240]  (「奧古斯多贏了。」)
[00:07:13.240 --> 00:07:20.240]  (「然後Mark Antony就走了去埃及。」)
[00:07:20.240 --> 00:07:23.240]  (「本來這兩個人是朋友。」)
[00:07:23.240 --> 00:07:31.240]  (「誰知道發生了一些家族上的事,或者政治上的問題。」)
[00:07:31.240 --> 00:07:35.240]  (「於是兩個人就成為了正敵。」)
[00:07:35.240 --> 00:07:42.240]  (「本來Mark Antony和Orgestus,他們本來是聯盟。」)
[00:07:42.240 --> 00:07:49.240]  (「這個Antony其實就是奧古斯多,Orgestus的姐夫。」)
[00:07:49.240 --> 00:07:53.240]  (「就是我姐姐的丈夫。」)
[00:07:53.240 --> 00:07:58.240]  (「他就是Mark Antony和Orgestus之間的關係。」)
[00:07:58.240 --> 00:07:59.240]  (「大家很親的。」)
[00:07:59.240 --> 00:08:01.240]  (「本來是同盟的。」)
[00:08:01.240 --> 00:08:04.240]  (「誰知道Mark Antony就休了他太太。」)
[00:08:04.240 --> 00:08:06.240]  (「就是休了我姐姐。」)
[00:08:06.240 --> 00:08:08.240]  (「這樣就火不火滾?」)
[00:08:08.240 --> 00:08:09.240]  (「很火滾是嗎?」)
[00:08:09.240 --> 00:08:14.240]  (「Orgestus就用了這個原因做一個政治的宣傳。」)
[00:08:14.240 --> 00:08:19.240]  (「所以就去攻打Mark Antony。」)
[00:08:19.240 --> 00:08:22.240]  (「那麼他休了他太太。」)
[00:08:22.240 --> 00:08:24.240]  (「走了去找誰呢?」)
[00:08:24.240 --> 00:08:27.240]  (「就找了一個埃及的皇后。」)
[00:08:27.240 --> 00:08:30.240]  (「那個叫做Cleopatra VII。」)
[00:08:30.240 --> 00:08:35.240]  (「就是埃及以後七世。」)
[00:08:35.240 --> 00:08:37.240]  (「就轟動全國的。」)
[00:08:37.240 --> 00:08:40.240]  (「如果你當時看頭條新聞的話。」)
[00:08:40.240 --> 00:08:48.240]  (「就是Mark Antony和埃及以後七世搞上了。」)
[00:08:48.240 --> 00:08:50.240]  (「然後第一任太太就不要。」)
[00:08:50.240 --> 00:08:52.240]  (「本來是兄弟如手足。」)
[00:08:52.240 --> 00:08:53.240]  (「現在怎樣呢?」)
[00:08:53.240 --> 00:08:57.240]  (「現在反而成為了仇敵。」)
[00:08:57.240 --> 00:08:59.240]  (「但是這個安東尼。」)
[00:08:59.240 --> 00:09:04.240]  (「Mark Antony經過阿克興海戰輸了之後。」)
[00:09:04.240 --> 00:09:07.240]  (「他就和他的情人去到埃及。」)
[00:09:07.240 --> 00:09:10.240]  (「和這個Cleopatra VII。」)
[00:09:10.240 --> 00:09:12.240]  (「大家就在埃及。」)
[00:09:12.240 --> 00:09:15.240]  (「然後這個Agustus攻打到來的時候。」)
[00:09:15.240 --> 00:09:16.240]  (「他們知道搞不定。」)
[00:09:16.240 --> 00:09:20.240]  (「於是乎這個Mark Antony和Cleopatra VII。」)
[00:09:20.240 --> 00:09:23.240]  (「就一起自殺。」)
[00:09:23.240 --> 00:09:26.240]  (「所以是可歌可泣的故事。」)
[00:09:26.240 --> 00:09:27.240]  (「很可歌可泣的。」)
[00:09:27.240 --> 00:09:28.240]  (「就是為了愛情。」)
[00:09:28.240 --> 00:09:30.240]  (「他不要一個政壇。」)
[00:09:30.240 --> 00:09:32.240]  (「那麼瘋狂的那些人。」)
[00:09:32.240 --> 00:09:33.240]  (「所以那些人就覺得。」)
[00:09:33.240 --> 00:09:35.240]  (「為什麼這個安東尼對這個女人」)
[00:09:35.240 --> 00:09:36.240]  (「那麼死心踏地呢。」)
[00:09:36.240 --> 00:09:38.240]  (「一定是這個所謂埃及妖后。」)
[00:09:38.240 --> 00:09:40.240]  (「非常之妖艷。」)
[00:09:40.240 --> 00:09:41.240]  (「非常之靚。」)
[00:09:41.240 --> 00:09:42.240]  (「因為迷人迷到一個地步。」)
[00:09:42.240 --> 00:09:44.240]  (「愛情魔力可以吸了這個」)
[00:09:44.240 --> 00:09:47.240]  (「Mark Antony的那個靈魂出來。」)
[00:09:47.240 --> 00:09:49.240]  (「然後和他一起死。」)
[00:09:49.240 --> 00:09:51.240]  (「老一代的朋友。」)
[00:09:51.240 --> 00:09:53.240]  (「你記得在1963年的時候。」)
[00:09:53.240 --> 00:09:56.240]  (「荷里活有一套的猛片。」)
[00:09:56.240 --> 00:09:57.240]  (「記不記得?」)
[00:09:57.240 --> 00:09:58.240]  (「記得,記得。」)
[00:09:58.240 --> 00:10:00.240]  (「叫做呢?叫做什麼?」)
[00:10:00.240 --> 00:10:01.240]  (「叫做埃及妖后就是了。」)
[00:10:01.240 --> 00:10:02.240]  (「沒錯,叫做埃及妖后。」)
[00:10:02.240 --> 00:10:03.240]  (「今天經常有人說。」)
[00:10:03.240 --> 00:10:06.240]  (「有什麼猛片、票房很厲害。」)
[00:10:06.240 --> 00:10:07.240]  (「經常都說看破地獄。」)
[00:10:07.240 --> 00:10:09.240]  (「其實當時呢。」)
[00:10:09.240 --> 00:10:12.240]  (「這套戲叫做Cleopatra。」)
[00:10:12.240 --> 00:10:14.240]  (「是非常之賣座的。」)
[00:10:14.240 --> 00:10:19.240]  (「當時是58個million的box office。」)
[00:10:19.240 --> 00:10:20.240]  (「58個million。」)
[00:10:20.240 --> 00:10:22.240]  (「當時即是計算現在。」)
[00:10:22.240 --> 00:10:26.240]  (「是差不多500個million的box office。」)
[00:10:26.240 --> 00:10:28.240]  (「找誰飾演埃及妖后。」)
[00:10:28.240 --> 00:10:29.240]  (「當然找這個最靚。」)
[00:10:29.240 --> 00:10:30.240]  (「當時最靚的那個。」)
[00:10:30.240 --> 00:10:32.240]  (「Elizabeth Taylor。」)
[00:10:32.240 --> 00:10:33.240]  (「Elizabeth Taylor。」)
[00:10:33.240 --> 00:10:34.240]  (「Elizabeth Taylor。」)
[00:10:34.240 --> 00:10:36.240]  (「記得啊。」)
[00:10:36.240 --> 00:10:37.240]  (「你記不記得這套戲。」)
[00:10:37.240 --> 00:10:39.240]  (「你上YouTube還可以看的。」)
[00:10:39.240 --> 00:10:41.240]  (「不短的這套戲。」)
[00:10:41.240 --> 00:10:42.240]  (「都幾長。」)
[00:10:42.240 --> 00:10:45.240]  (「你找了這個Elizabeth太來。」)
[00:10:45.240 --> 00:10:49.240]  (「去飾演埃及妖后。」)
[00:10:49.240 --> 00:10:50.240]  (「靚不靚她。」)
[00:10:50.240 --> 00:10:52.240]  (「不知道。」)
[00:10:52.240 --> 00:10:53.240]  (「好靚啊。」)
[00:10:53.240 --> 00:10:54.240]  (「好靚。」)
[00:10:54.240 --> 00:10:55.240]  (「By the way。」)
[00:10:55.240 --> 00:10:57.240]  (「講開這個女神。」)
[00:10:57.240 --> 00:10:58.240]  (「當時的女神。」)
[00:10:58.240 --> 00:11:00.240]  (「當時她有很多名車。」)
[00:11:00.240 --> 00:11:04.240]  (「其中一部名車是1961年的Rolls Royce。」)
[00:11:04.240 --> 00:11:06.240]  (「Silver Cloud II。」)
[00:11:06.240 --> 00:11:08.240]  (「就是右下角那個。」)
[00:11:08.240 --> 00:11:09.240]  (「為什麼要講名車。」)
[00:11:09.240 --> 00:11:12.240]  (「這個名車現在市值200萬。」)
[00:11:12.240 --> 00:11:14.240]  (「我們進來就見到很多靚車。」)
[00:11:14.240 --> 00:11:16.240]  (「你不急。」)
[00:11:16.240 --> 00:11:19.240]  (「就是Elizabeth太來那個靚車。」)
[00:11:19.240 --> 00:11:20.240]  (「為什麼要講靚車。」)
[00:11:20.240 --> 00:11:21.240]  (「因為美女一定要講靚車。」)
[00:11:21.240 --> 00:11:22.240]  (「所以我要講靚車。」)
[00:11:22.240 --> 00:11:24.240]  (「Anyways,我們回到正題。」)
[00:11:24.240 --> 00:11:28.240]  (「正題就是奧古斯都成為霸主了。」)
[00:11:28.240 --> 00:11:31.240]  (「他在主前二十七年的時候。」)
[00:11:31.240 --> 00:11:32.240]  (「先講正題。」)
[00:11:32.240 --> 00:11:33.240]  (「不看對神了。」)
[00:11:33.240 --> 00:11:35.240]  (「主前二十七年的時候。」)
[00:11:35.240 --> 00:11:38.240]  (「這個奧古斯都就成為天下的霸主了。」)
[00:11:38.240 --> 00:11:41.240]  (「本身他叫做奧大維。」)
[00:11:41.240 --> 00:11:44.240]  (「現在取王號變成奧古斯都。」)
[00:11:44.240 --> 00:11:48.240]  (「所以這個國度因為靠強權和靠軍力。」)
[00:11:48.240 --> 00:11:50.240]  (「靠政治的手腕。」)
[00:11:50.240 --> 00:11:52.240]  (「如果你看當時的YouTube、Tiktok等等。」)
[00:11:52.240 --> 00:11:55.240]  (「所有的宣傳都是講這個國王。」)
[00:11:55.240 --> 00:11:57.240]  (「這個羅馬的皇帝。」)
[00:11:57.240 --> 00:11:59.240]  (「Augustus the Emperor。」)
[00:11:59.240 --> 00:12:01.240]  (「是多麼厲害。」)
[00:12:01.240 --> 00:12:03.240]  (「然後有很多的錢幣。」)
[00:12:03.240 --> 00:12:04.240]  (「很多的雕像。」)
[00:12:04.240 --> 00:12:07.240]  (「都是歌頌他的人生。」)
[00:12:07.240 --> 00:12:09.240]  (「歌頌他的威水史。」)
[00:12:09.240 --> 00:12:14.240]  (「甚至有一些當時的詩歌。」)
[00:12:14.240 --> 00:12:16.240]  (「或者那些國歌。」)
[00:12:16.240 --> 00:12:19.240]  (「都會歌頌羅馬的皇帝。」)
[00:12:19.240 --> 00:12:23.240]  (「其中一個最著名的雕像。」)
[00:12:23.240 --> 00:12:27.240]  (「就是這個Augustus of Prima Porta。」)
[00:12:27.240 --> 00:12:31.240]  (「Prima Porta是羅馬城北邊一個小的市鎮。」)
[00:12:31.240 --> 00:12:34.240]  (「在那裡找到一個這樣的雕像。」)
[00:12:34.240 --> 00:12:37.240]  (「你看到這個雕像,在上面,心口上面。」)
[00:12:37.240 --> 00:12:41.240]  (「寫著很多政治上的宣傳。」)
[00:12:41.240 --> 00:12:42.240]  (「譬如有不同的神明。」)
[00:12:42.240 --> 00:12:44.240]  (「因為他是神的兒子。」)
[00:12:44.240 --> 00:12:47.240]  (「如果你翻查一些文獻。」)
[00:12:47.240 --> 00:12:49.240]  (「講到這個Augustus的時候。」)
[00:12:49.240 --> 00:12:51.240]  (「你會發現,他很多時候。」)
[00:12:51.240 --> 00:12:54.240]  (「自己有一些的尊稱。」)
[00:12:54.240 --> 00:12:56.240]  (「就叫自己做主的。」)
[00:12:56.240 --> 00:12:57.240]  (「Lord。」)
[00:12:57.240 --> 00:12:59.240]  (「叫自己做救主。」)
[00:12:59.240 --> 00:13:01.240]  (「Savior。」)
[00:13:01.240 --> 00:13:03.240]  (「說自己是光,或者太陽。」)
[00:13:03.240 --> 00:13:07.240]  (「他所帶來的是for all peoples。」)
[00:13:07.240 --> 00:13:09.240]  (「萬民的,普世的。」)
[00:13:09.240 --> 00:13:11.240]  (「這個君王登基的時候。」)
[00:13:11.240 --> 00:13:13.240]  (「是一個的Gospel。」)
[00:13:13.240 --> 00:13:14.240]  (「是一個的福音。」)
[00:13:14.240 --> 00:13:17.240]  (「帶來地上的平安Pax。」)
[00:13:17.240 --> 00:13:19.240]  (「Lightningman Pax。」)
[00:13:19.240 --> 00:13:21.240]  (「他的稱號就是神。」)
[00:13:21.240 --> 00:13:23.240]  (「或者神的兒子。」)
[00:13:23.240 --> 00:13:25.240]  (「這裡不解釋太多。」)
[00:13:25.240 --> 00:13:27.240]  (「如果你想知道多一點。」)
[00:13:27.240 --> 00:13:28.240]  (「邦邦錄了幾條片。」)
[00:13:28.240 --> 00:13:30.240]  (「你在城會網台就可以看到。」)
[00:13:30.240 --> 00:13:31.240]  (「OK。」)
[00:13:31.240 --> 00:13:32.240]  (「這裡先賣一賣廣告。」)
[00:13:32.240 --> 00:13:34.240]  (「但我想舉一句。」)
[00:13:34.240 --> 00:13:36.240]  (「當時有一個國歌叫做」)
[00:13:36.240 --> 00:13:38.240]  (「Carmen's Ceglari。」)
[00:13:38.240 --> 00:13:40.240]  (「Carmen's Ceglari是什麼意思呢?」)
[00:13:40.240 --> 00:13:42.240]  (「Carmen就是Song的意思。」)
[00:13:42.240 --> 00:13:44.240]  (「Carmen這個字其實是Song的意思。」)
[00:13:44.240 --> 00:13:46.240]  (「即是詩歌的意思。」)
[00:13:46.240 --> 00:13:48.240]  (「Ceglari就是Age的意思。」)
[00:13:48.240 --> 00:13:50.240]  (「或者時間歷史的大段落。」)
[00:13:50.240 --> 00:13:52.240]  (「即是世紀之歌。」)
[00:13:52.240 --> 00:13:54.240]  (「當時有一個朝廷的詩人叫做」)
[00:13:54.240 --> 00:13:56.240]  (「賀拉斯。」)
[00:13:56.240 --> 00:13:58.240]  (「賀拉斯。」)
[00:13:58.240 --> 00:14:00.240]  (「賀拉斯。」)
[00:14:00.240 --> 00:14:02.240]  (「他大概是公元前17年的時候。」)
[00:14:02.240 --> 00:14:04.240]  (「寫這首世紀之歌。」)
[00:14:04.240 --> 00:14:06.240]  (「裡面有一些歌詞說什麼呢?」)
[00:14:06.240 --> 00:14:08.240]  (「他說因為奧古士都成為了」)
[00:14:08.240 --> 00:14:10.240]  (「羅馬天下的霸主。」)
[00:14:10.240 --> 00:14:12.240]  (「所以就有信、和平和尊榮。」)
[00:14:12.240 --> 00:14:14.240]  (「所以就有信、和平和尊榮。」)
[00:14:14.240 --> 00:14:16.240]  (「所以就有信、和平和尊榮。」)
[00:14:16.240 --> 00:14:18.240]  (「所以就有信、和平和尊榮。」)
[00:14:18.240 --> 00:14:20.240]  (「回到以前那個的Good old days。」)
[00:14:20.240 --> 00:14:22.240]  (「回到以前那個的Good old days。」)
[00:14:22.240 --> 00:14:24.240]  (「回到以前那個的Good old days。」)
[00:14:24.240 --> 00:14:26.240]  (「還有他說,過去的偉人裡面」)
[00:14:26.240 --> 00:14:28.240]  (「誰能夠像這位奧古士都值得讚頌呢?」)
[00:14:28.240 --> 00:14:30.240]  (「誰能夠像這位奧古士都值得讚頌呢?」)
[00:14:30.240 --> 00:14:32.240]  (「發光的他。」)
[00:14:32.240 --> 00:14:34.240]  (「治理世界。」)
[00:14:34.240 --> 00:14:36.240]  (「光芒萬丈。」)
[00:14:36.240 --> 00:14:38.240]  (「然後阿波羅神就是光輝的神。」)
[00:14:38.240 --> 00:14:40.240]  (「就是賜予世界新的光輝。」)
[00:14:40.240 --> 00:14:42.240]  (「然後就是恢復這個世界的和平。」)
[00:14:42.240 --> 00:14:44.240]  (「然後就是恢復這個世界的和平。」)
[00:14:44.240 --> 00:14:46.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:46.240 --> 00:14:48.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:48.240 --> 00:14:50.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:50.240 --> 00:14:52.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:52.240 --> 00:14:54.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:54.240 --> 00:14:56.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:56.240 --> 00:14:58.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:14:58.240 --> 00:15:00.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:00.240 --> 00:15:02.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:02.240 --> 00:15:04.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:04.240 --> 00:15:06.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:14.240 --> 00:15:16.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:16.240 --> 00:15:18.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:18.240 --> 00:15:20.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:20.240 --> 00:15:22.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:22.240 --> 00:15:24.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:24.240 --> 00:15:26.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:26.240 --> 00:15:28.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:28.240 --> 00:15:30.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:30.240 --> 00:15:32.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:32.240 --> 00:15:34.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:34.240 --> 00:15:36.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:44.240 --> 00:15:46.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:46.240 --> 00:15:48.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:48.240 --> 00:15:50.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:50.240 --> 00:15:52.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:52.240 --> 00:15:54.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:54.240 --> 00:15:56.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:56.240 --> 00:15:58.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:15:58.240 --> 00:16:00.240]  (「使萬丈在春日的時候,能夠有安穩。」)
[00:16:00.240 --> 00:16:02.240]  (「使萬丈在春日的時候,能夠有安穩。」)
