
[00:00:00.000 --> 00:00:05.140]  三位天父,我們感謝祢的恩典,祢讓我們有豐盛的救恩,
[00:03:03.480 --> 00:03:08.400]  如果他是全善的話,就不可能是全能。
[00:03:08.400 --> 00:03:12.600]  如果我們對聖經所啟示的上帝,
[00:03:12.600 --> 00:03:18.640]  他的聖情和做事方法認識得不足夠的話,
[00:03:18.640 --> 00:03:23.240]  我們也很容易被這些哲學思想引入歧途,
[00:03:23.240 --> 00:03:28.600]  而懷疑上帝的全能和全善。
[00:03:28.600 --> 00:03:34.960]  此外,可能在哥羅西教會裡面也有一些猶太人的信徒,
[00:03:34.960 --> 00:03:41.840]  他們在未信耶穌之前,都一定會遵守摩西的律法。
[00:03:41.840 --> 00:03:47.840]  信了基督之後,他仍然教導其他人要遵守摩西的律法。
[00:03:47.840 --> 00:03:53.080]  所以在二章十六節說:
[00:03:53.080 --> 00:04:02.160]  「不要讓人在你們的飲食、節期、月數或安息日這些問題上,用條例束縛你們。」
[00:04:02.160 --> 00:04:08.520]  最後,哥羅西教會也有一些人會教人要崇拜天使。
[00:04:08.520 --> 00:04:10.360]  在二章十八節說:
[00:04:10.360 --> 00:04:20.320]  「不要讓那些堅持有特殊遠見、故作謙虛、崇拜天使的人,使你們喪失了得獎的機會。」
[00:04:20.320 --> 00:04:25.240]  這些情況很可能是出於好奇心。
[00:04:25.240 --> 00:04:30.640]  人總是很喜歡知道一些秘密的事情。
[00:04:30.640 --> 00:04:34.520]  如果我說:「我有一個秘密告訴大家。」
[00:04:34.520 --> 00:04:37.040]  大家可能會很留心地聽。
[00:04:37.040 --> 00:04:41.000]  如果我殺有其事地將你拉到一旁,
[00:04:41.000 --> 00:04:47.400]  然後告訴你:「我有一個安靜的秘密告訴你,你千萬不要告訴別人。」
[00:04:47.400 --> 00:04:53.160]  那你就可能會更加留心地聽我說話。
[00:04:53.160 --> 00:04:57.840]  其實我們要學習接受的是接受人的限制。
[00:04:57.840 --> 00:05:02.360]  如果聖經裡面沒有將一些靈界的事情告訴我們,
[00:05:02.360 --> 00:05:06.880]  我們就不要用自己的方法去探索。
[00:05:06.880 --> 00:05:12.080]  坊間有些人教人去探索屬靈世界,
[00:05:12.080 --> 00:05:17.280]  比如利用打坐,或者學儒家的冥想這些方法,
[00:05:17.280 --> 00:05:21.760]  企圖去經驗一下屬靈世界的事。
[00:05:21.760 --> 00:05:31.000]  最近如果我們有留意本地的電視新聞,提到在市內某一間聖公會不借地方給人練習儒家。
[00:05:31.000 --> 00:05:36.880]  就是由於儒家不只是教人做一些體操這麼簡單,
[00:05:36.880 --> 00:05:40.400]  而是會教人冥想的。
[00:05:40.400 --> 00:05:44.200]  儒家教人做很多不同的姿勢,
[00:05:44.200 --> 00:05:49.920]  其實那些都是一些在印度教的神像的姿勢。
[00:05:49.920 --> 00:05:55.560]  所以我們不要過於好奇去探索靈界的事物。
[00:05:55.560 --> 00:05:58.680]  在新明志二十九章二十九節提到,
[00:05:58.680 --> 00:06:04.480]  有些事情上主我們的上帝向我們隱蔽,
[00:06:04.480 --> 00:06:11.640]  但是祂啟示了自己的法律,我們跟我們的子孫都要永遠進行。
[00:06:11.640 --> 00:06:18.280]  對我們現代的基督徒來說,上帝向我們啟示了基督,
[00:06:18.280 --> 00:06:22.440]  有了基督的啟示就已經是足夠了。
[00:06:22.440 --> 00:06:28.440]  我們不需要再有其他的奧秘,不需要尋求其他的奧秘。
[00:06:28.440 --> 00:06:31.760]  正如今天的經文第二節至第三節說,
[00:06:31.760 --> 00:06:33.960]  這奧秘就是基督本身,
[00:06:33.960 --> 00:06:42.200]  祂是開啟上帝所儲藏著的一切智慧和知識的藥事。
[00:06:42.200 --> 00:06:47.400]  為了免得大家被任何人用花言巧語把你們引入歧途,
[00:06:47.400 --> 00:06:54.960]  我今天想從聖經裡面所啟示有關天使的事跟大家分享一下,
[00:06:54.960 --> 00:06:59.240]  免得我們犯了崇拜天使的錯誤。
[00:06:59.240 --> 00:07:03.080]  首先我們要認識這個宇宙世界,
[00:07:03.080 --> 00:07:09.080]  從聖經裡面我們知道,除了看得見的物質世界之外,
[00:07:09.080 --> 00:07:15.520]  的確還有一個肉眼所不能夠看見的屬靈世界的存在。
[00:07:15.520 --> 00:07:18.720]  聖經說:「上帝是靈」,
[00:07:18.720 --> 00:07:23.680]  就已經肯定了有屬靈的世界存在了。
[00:07:23.680 --> 00:07:28.640]  事實上,最新的物理科學還發現了一些東西,
[00:07:28.640 --> 00:07:33.520]  就是科學家所謂的「暗物質」和「暗能量」。
[00:07:33.520 --> 00:07:39.000]  到目前為止,其實科學家還不能夠用任何的方法,
[00:07:39.000 --> 00:07:44.840]  去證實那些「暗物質」和「暗能量」的存在。
[00:07:44.840 --> 00:07:48.560]  他們只是靠計算而認定,
[00:07:48.560 --> 00:07:50.680]  假如沒有「暗物質」和「暗能量」,
[00:07:50.680 --> 00:07:55.200]  我們的宇宙就不應該是現在這樣的樣子。
[00:07:55.200 --> 00:07:58.800]  如果沒有「暗物質」,宇宙會很亂,
[00:07:58.800 --> 00:08:06.600]  如果沒有「暗能量」,宇宙就不可能加速膨脹。
[00:08:06.600 --> 00:08:09.960]  如果科學家都可以憑數學計算,
[00:08:09.960 --> 00:08:15.240]  而不需要找到任何證據來作出推論,
[00:08:15.240 --> 00:08:18.040]  我們根據《聖經》的啟示,
[00:08:18.040 --> 00:08:24.000]  而相信屬靈世界的存在,並不是匪夷所思的。
[00:08:24.000 --> 00:08:30.560]  根據《聖經》的啟示,在屬靈世界中的確是有天使的存在,
[00:08:30.560 --> 00:08:36.840]  並且天使是有不同的工作,甚至不同的名稱的。
[00:08:36.840 --> 00:08:45.800]  在《聖經》中,最早提到的一類天使是基魯伯。
[00:08:45.800 --> 00:08:48.280]  在《創世紀》三章二十四節提到,
[00:08:48.280 --> 00:08:54.680]  主上趕走那人以後,在伊甸園東邊安排了基魯伯,
[00:08:54.680 --> 00:08:57.720]  由安治了發出火焰四面轉動的劍,
[00:08:57.720 --> 00:09:00.480]  為了防止人接近那火生命樹。
[00:09:00.480 --> 00:09:03.680]  從這裡我們可以看到基魯伯的主要任務,
[00:09:03.680 --> 00:09:07.880]  似乎是做保安工作的。
[00:09:07.880 --> 00:09:11.960]  在《出埃及記》提到上帝的私人座的時候,
[00:09:11.960 --> 00:09:16.160]  在上帝的私人座下面也有兩個基魯伯,
[00:09:16.160 --> 00:09:20.320]  並且在當時有一個會幕圍著聖所,
[00:09:20.320 --> 00:09:24.360]  會幕那些是用織的,
[00:09:24.360 --> 00:09:27.800]  在上面也是繡著一些基魯伯的。
[00:09:27.800 --> 00:09:31.040]  後來到所羅門建造聖殿的時候,
[00:09:31.040 --> 00:09:34.840]  聖殿的圍牆上面也是刻有基魯伯,
[00:09:34.840 --> 00:09:38.720]  並且在至聖所裡面,
[00:09:38.720 --> 00:09:44.240]  所羅門是用木做了兩隻很大的基魯伯。
[00:09:44.240 --> 00:09:48.560]  在以西傑仙主所看到的上帝的寶座的異像裡面,
[00:09:48.560 --> 00:09:53.200]  基魯伯也是在上帝的寶座下面的,
[00:09:53.200 --> 00:09:58.400]  基魯伯真的好像上帝的近身保安員一樣。
[00:09:58.400 --> 00:10:02.200]  除了基魯伯之外,聖經也提到天使,
[00:10:02.200 --> 00:10:06.480]  有些天使的樣貌,我們可能看書的時候,
[00:10:06.480 --> 00:10:10.080]  好像有兩隻翼飛一飛,其實不是的,
[00:10:10.080 --> 00:10:14.160]  根據聖經給我們看到天使好像人一樣,
[00:10:14.160 --> 00:10:18.360]  所以當阿伯拉罕接待過路的旅客的時候,
[00:10:18.360 --> 00:10:24.760]  他竟然後來才知道原來接待的那些是天使,
[00:10:24.760 --> 00:10:30.280]  當時的天使一定好像人一樣,所以阿伯拉罕起初不知道他們是天使,
[00:10:30.280 --> 00:10:33.400]  一定是到了後來才知道。
[00:10:33.400 --> 00:10:36.360]  不過天使也有能力殺人的,
[00:10:36.360 --> 00:10:41.960]  聖經記載在《出埃及記》上帝派了冥冥的天使,
[00:10:41.960 --> 00:10:47.840]  殺了所有埃及人的長子和投生的生畜。
[00:10:47.840 --> 00:10:56.640]  而在猶大王熹西家的時代,當時的世界霸主是亞述帝國,
[00:10:56.640 --> 00:10:59.160]  在中東的地方。
[00:10:59.160 --> 00:11:02.400]  亞述王曾經率領二十萬大軍,
[00:11:02.400 --> 00:11:08.240]  一直要去圍攻耶路撒冷。
[00:11:08.240 --> 00:11:14.520]  誰知道亞述王太過狂妄,他嘲笑上帝,
[00:11:14.520 --> 00:11:22.880]  上帝派了天使,一夜之間殺了他們十八萬五千的軍隊。
[00:11:22.880 --> 00:11:28.520]  另外有些天使是負責送信的。
[00:11:28.520 --> 00:11:33.240]  在《但熱利先知》提到一位天使,他的名字叫加伯列,
[00:11:33.240 --> 00:11:37.280]  他專門負責報信的。
[00:11:37.280 --> 00:11:40.880]  在新約裡面我們也看到加伯列出現的,
[00:11:40.880 --> 00:11:44.800]  他向施洗約翰的父親撒加利亞報信,
[00:11:44.800 --> 00:11:50.800]  後來又向耶穌的母親瑪利亞報信。
[00:11:50.800 --> 00:11:54.320]  在《但熱利先知》裡面還提到另外一類的天使,
[00:11:54.320 --> 00:11:57.960]  叫護國天使。
[00:11:57.960 --> 00:12:00.680]  我不知道他怎樣保護國家,
[00:12:00.680 --> 00:12:07.080]  我們只知道保護以色列的那位天使叫米加勒。
[00:12:07.080 --> 00:12:12.120]  這個名字在希伯來文很有意思,
[00:12:12.120 --> 00:12:21.800]  就是誰能夠和上帝相比,誰夠上帝威。
[00:12:21.800 --> 00:12:26.000]  在新約裡面我們看到另外一些天使做不同的事情。
[00:12:26.000 --> 00:12:27.920]  在《仕途行傳》第五章,
[00:12:27.920 --> 00:12:34.720]  我們看到有天使帶一些被關在牢房裡面的仕途出監。
[00:12:34.720 --> 00:12:38.440]  而在第十二章我們更加看到一個比較詳細的記錄,
[00:12:38.440 --> 00:12:41.080]  天使是怎樣帶彼得出監的。
[00:12:41.080 --> 00:12:44.640]  他首先叫彼得穿衣服,跟著他出去。
[00:12:44.640 --> 00:12:51.240]  他一路走的時候,那些護衛員、監牢的羅馬兵竟然看不到他們,
[00:12:51.240 --> 00:12:55.760]  然後走到一道門,一下子就自動打開了。
[00:12:55.760 --> 00:12:59.040]  那些天使很有能力,好像拿著遙控器一樣,
[00:12:59.040 --> 00:13:03.720]  走過去就已經打開了。
[00:13:03.720 --> 00:13:08.120]  可能是由於聖經裡面有這麼多關於天使的記載,
[00:13:08.120 --> 00:13:13.800]  在哥羅西教會裡面有些人教導人要敬拜天使,
[00:13:13.800 --> 00:13:18.920]  不過我們現在有聖經,希伯來書一章十四節說:
[00:13:18.920 --> 00:13:29.000]  「天使豈不是服役的靈,奉差遣,為那將要承受救恩的人效力嗎?」
[00:13:29.000 --> 00:13:31.960]  因此對我們信了耶穌的人來說,
[00:13:31.960 --> 00:13:36.040]  我們絕對是不必拜天使的。
[00:13:36.040 --> 00:13:37.680]  哥羅西書二章十節說:
[00:13:37.680 --> 00:13:44.560]  「他(基督)是元首,是超過一切靈界的執政者和掌權者。」
[00:13:44.560 --> 00:13:49.680]  所以我們有了基督,就有了一切。
[00:13:49.680 --> 00:13:53.000]  對於一些邪靈或者污靈,
[00:13:53.000 --> 00:13:59.000]  其實神學家都相信那些污靈的來源是墮落在天使。
[00:13:59.000 --> 00:14:02.920]  聖經沒有確實記載污靈的來源,
[00:14:02.920 --> 00:14:05.600]  我們不知道,也不用探索,
[00:14:05.600 --> 00:14:08.840]  總之污靈可能是上帝創造墮落了,
[00:14:08.840 --> 00:14:12.960]  以後上帝會解決它們。
[00:14:12.960 --> 00:14:17.360]  對人生最重要的事是認識基督,
[00:14:17.360 --> 00:14:22.120]  祂是元首,是超越一切靈界的執政者和掌權者。
[00:14:22.120 --> 00:14:26.880]  所以我們不用怕鬼,有些人很怕鬼,我們不用怕。
[00:14:26.880 --> 00:14:34.520]  並且我們知道將來基督一定會將所有的邪靈和鬼魔都扔進地獄。
[00:14:34.520 --> 00:14:40.360]  所以有些小事,我們不用怕。
[00:14:40.360 --> 00:14:44.800]  對於猶太人的教師,教導哥羅西教會的人,
[00:14:44.800 --> 00:14:51.320]  要守一些國禮,或者守飲食節期月數,或者安息的條例。
[00:14:51.320 --> 00:14:53.880]  保羅的教導是這樣說的:
[00:14:53.880 --> 00:14:58.440]  「從前,因為你們有罪性,又是沒有律法的外邦人,
[00:14:58.440 --> 00:15:00.520]  你們在靈性上是死的,
[00:15:00.520 --> 00:15:05.120]  但是上帝使你們跟基督一同再活過來,
[00:15:05.120 --> 00:15:08.600]  祂赦免了我們一切的過犯,
[00:15:08.600 --> 00:15:15.280]  取消了那對我們不利法律上束縛我們的罪債紀錄,
[00:15:15.280 --> 00:15:19.960]  把他釘在十字架上,毀掉了他。」
[00:15:19.960 --> 00:15:24.920]  就是說我們未信主之前的罪已經因著耶穌的死,
[00:15:24.920 --> 00:15:29.160]  以及我們願意接受耶穌,信靠耶穌,
[00:15:29.160 --> 00:15:32.720]  已經完全被釋放了。
[00:15:32.720 --> 00:15:35.960]  我們信了耶穌就已經足夠,
[00:15:35.960 --> 00:15:41.040]  我們不需要再受舊約的規條。
[00:15:41.040 --> 00:15:46.080]  二章十七節提到一句說話,要解釋一下,
[00:15:46.080 --> 00:15:52.840]  「這一切不過是將來之事之影兒,基督才是實體。」
[00:15:52.840 --> 00:15:58.440]  為什麼不需要受舊約,為什麼有了基督就足夠呢?
[00:15:58.440 --> 00:16:02.480]  聖經說影兒,以前的事,
[00:16:02.480 --> 00:16:06.080]  只不過是影兒,基督才是實體。
[00:16:06.080 --> 00:16:09.760]  影兒跟實體有什麼關係呢?
[00:16:09.760 --> 00:16:12.520]  我們都知道,像今天天氣好的時候,
[00:16:12.520 --> 00:16:17.240]  我們可以看到影子,無論是人的影子,還是樹的影子,
[00:16:17.240 --> 00:16:21.360]  我們都看到,但是那些影子不是真實的東西,
[00:16:21.360 --> 00:16:27.360]  看到人影不是真人,看到樹影不是真樹。
[00:16:27.360 --> 00:16:30.680]  同樣的道理,在舊約裡面,
[00:16:30.680 --> 00:16:34.960]  很多的規條都只是有影子的作用,
[00:16:34.960 --> 00:16:40.080]  或者說是預表了將來會發生的事。
[00:16:40.080 --> 00:16:44.200]  我舉幾個例子,讓大家了解,
[00:16:44.200 --> 00:16:47.960]  舊約的條例和敬拜的規定,
[00:16:47.960 --> 00:16:53.200]  都只是有影子功能,而主耶穌就是實體。
[00:16:53.200 --> 00:16:56.760]  第一樣東西是安息日,
[00:16:56.760 --> 00:17:01.760]  安息日是上主跟出了哀求的以色列人,
[00:17:01.760 --> 00:17:05.080]  在西奈山納約的時候的記號,
[00:17:05.080 --> 00:17:08.040]  上主跟人納約很喜歡有記號的,
[00:17:08.040 --> 00:17:13.840]  這個就是西奈山之約的記號,安息日。
[00:17:13.840 --> 00:17:16.040]  由於這個是納約記號,
[00:17:16.040 --> 00:17:20.520]  在出埃及的31章12-15節就規定,
[00:17:20.520 --> 00:17:24.840]  凡是不遵守安息日的以色列人,
[00:17:24.840 --> 00:17:30.080]  是要被處死刑的,很嚴重的。
[00:17:30.080 --> 00:17:33.280]  猶太人不守安息日是要處死的,
[00:17:33.280 --> 00:17:36.840]  可見遵守安息日的重要性。
[00:17:36.840 --> 00:17:40.640]  但是安息最主要的目的,
[00:17:40.640 --> 00:17:46.240]  是讓人可以親近上帝,享受上帝,
[00:17:46.240 --> 00:17:54.680]  在上帝裡面有完全和好的關係和安息。
[00:17:54.680 --> 00:17:59.200]  以色列人雖然有遵守安息日,
[00:17:59.200 --> 00:18:05.080]  卻是得不到真正的安息。
[00:18:05.080 --> 00:18:08.040]  主耶穌是基督徒的安息,
[00:18:08.040 --> 00:18:10.040]  主耶穌曾經說:
[00:18:10.040 --> 00:18:14.480]  「人子是安息日的主。」
[00:18:14.480 --> 00:18:16.280]  祂也呼籲:
[00:18:16.280 --> 00:18:20.280]  「來吧,所有勞苦背負重擔的人,
[00:18:20.280 --> 00:18:27.840]  都到我這裡來,我要使你們得安息。」
[00:18:27.840 --> 00:18:30.960]  有了耶穌,我們就有安息。
[00:18:30.960 --> 00:18:33.840]  第二個例子,聖殿。
[00:18:33.840 --> 00:18:39.160]  舊約在沒有耶路撒冷的聖殿之前才有會幕,
[00:18:39.160 --> 00:18:43.320]  那是摩西和上帝會面的地方。
[00:18:43.320 --> 00:18:47.600]  在會幕裡面有一件很重要的家具,
[00:18:47.600 --> 00:18:51.720]  就是在致聖所裡面的藥櫃。
[00:18:51.720 --> 00:18:56.160]  藥櫃上的蓋,就是上帝的私恩座,
[00:18:56.160 --> 00:19:00.240]  是象徵上帝的王座。
[00:19:00.240 --> 00:19:07.280]  上帝是在王座上出聲,跟摩西聊天。
[00:19:07.280 --> 00:19:13.480]  後來,索羅門在耶路撒冷為上帝興建了一座聖殿。
[00:19:13.480 --> 00:19:20.680]  藥櫃和私恩座都是放在致聖所當中。
[00:19:20.680 --> 00:19:23.880]  以色列的人民要敬拜上帝,
[00:19:23.880 --> 00:19:30.680]  一定要去聖殿才可以獻祭給上帝。
[00:19:30.680 --> 00:19:36.360]  在耶穌的時代,有聖殿,那是第二座的聖殿。
[00:19:36.360 --> 00:19:45.560]  因為索羅門所建的聖殿已經被巴比倫入侵猶大時放火燒了。
[00:19:45.560 --> 00:19:53.760]  不過聖殿只不過是影子,主耶穌卻是聖殿的實體。
[00:19:53.760 --> 00:19:57.520]  當主耶穌潔淨聖殿時,祂曾經說:
[00:19:57.520 --> 00:20:04.040]  「你們拆毀這聖殿,三天之內我要把它重建起來。」
[00:20:04.040 --> 00:20:11.240]  門徒當時不明白,可是當主耶穌復活後,門徒便明白了。
[00:20:11.240 --> 00:20:16.480]  門徒便明白了什麼?
[00:20:16.480 --> 00:20:24.600]  門徒明白了,耶穌才是聖殿的實體。
[00:20:24.600 --> 00:20:31.080]  在舊約中,聖殿只有一間,要敬拜上帝,一定要去聖殿。
[00:20:31.080 --> 00:20:38.040]  主耶穌也曾經說過:「我就是道路,真理生命。」
[00:20:38.040 --> 00:20:43.240]  「要不是直著我,沒有人能到父親那裡去。」
[00:20:43.240 --> 00:20:46.880]  一間的聖殿,一個的耶穌。
[00:20:46.880 --> 00:20:56.520]  所以唯一的道路就是耶穌,聖殿是影子,耶穌才是實體。
[00:20:56.520 --> 00:21:03.960]  聖殿是用石頭造的,耶穌的信徒就是活石。
[00:21:03.960 --> 00:21:07.720]  第三個例子是獻祭的制度。
[00:21:07.720 --> 00:21:14.200]  在舊約中,人民要敬拜上帝,都一定要獻祭。
[00:21:14.200 --> 00:21:21.080]  獻祭一定要經過祭司,將祭物放上祭壇。
[00:21:21.080 --> 00:21:28.160]  人民不可以自己殺了生畜,拿去祭壇,不可以的,一定要有祭司。
[00:21:28.160 --> 00:21:37.360]  大祭司就是上帝和人的中間人,在上帝面前代表人,在人面前代表上帝。
[00:21:37.360 --> 00:21:46.480]  不過這一切的制度,獻祭、敬拜的制度,都是影子的,而主耶穌就是實體。
[00:21:46.480 --> 00:21:52.800]  在希伯來書第五章一至十節裡面,討論到主耶穌是大祭司。
[00:21:52.800 --> 00:22:01.280]  然後在第九章二十三節至二十八節,說到主耶穌是那個完全的獻祭,
[00:22:01.280 --> 00:22:07.280]  為我們獻上了一次而永遠有效的贖罪祭。
[00:22:07.280 --> 00:22:14.040]  所以即使是舊約的獻祭制度,都是影子,耶穌來了就是實體。
[00:22:14.040 --> 00:22:17.840]  最後一個例子,就是潔淨和不潔淨的條例。
[00:22:17.840 --> 00:22:24.120]  在舊約裡面,有很多有關潔淨和不潔淨的食物的條例。
[00:22:24.120 --> 00:22:27.920]  我相信是因為人每天都需要吃東西,
[00:22:27.920 --> 00:22:33.120]  上帝是故意訂了一些條例來培訓以色列人,
[00:22:33.120 --> 00:22:39.200]  在日常的生活裡面,記得自己的身份。
[00:22:39.200 --> 00:22:44.120]  以色列人是被揀選的族類,是和其他民族有所分別的。
[00:22:44.120 --> 00:22:49.760]  所以在他們日常的做事裡面,食物裡面都要分清潔淨和不潔淨的條例,
[00:22:49.760 --> 00:22:52.080]  使他們時時記住。
[00:22:52.080 --> 00:22:55.640]  但是到了新約的時候,
[00:22:55.640 --> 00:23:01.720]  在司徒函卷十五章十九節至二十節,記載了第一次耶路撒冷會議,
[00:23:01.720 --> 00:23:06.200]  就通過了一個議案,
[00:23:06.200 --> 00:23:13.120]  說信了耶穌的人是不必遵守那些條例。
[00:23:13.120 --> 00:23:18.040]  不過在約翰福音十七章十九節,主耶穌為門徒祈禱,
[00:23:18.040 --> 00:23:24.200]  基督徒仍然要在生活上要分別為聖。
[00:23:24.200 --> 00:23:31.960]  保羅在羅馬書十二章二節也教導我們不要沾染世俗。
[00:23:31.960 --> 00:23:35.080]  所以有關食物的條例,我們是不必遵守,
[00:23:35.080 --> 00:23:40.040]  但是基督徒卻仍然是應該過聖潔的生活,
[00:23:40.040 --> 00:23:45.040]  和其他人是不一樣的生活。
[00:23:45.040 --> 00:23:52.520]  保羅提醒教會,說基督是開啟上帝所儲藏的一切智慧和知識的約士。
[00:23:52.520 --> 00:23:58.480]  知識有兩種,一種是思想方面的知識,
[00:23:58.480 --> 00:24:04.280]  比如我告訴你,我們每個人都有這種知識,一加一等於二。
[00:24:04.280 --> 00:24:09.560]  數學的知識是不講求一些實際的行動的,
[00:24:09.560 --> 00:24:12.280]  不過知識有另外一種,
[00:24:12.280 --> 00:24:17.000]  另外一種的知識是要實踐才能獲得的知識,
[00:24:17.000 --> 00:24:23.840]  比如說游泳,我們可以在書本裡學習一切游泳的技巧,
[00:24:23.840 --> 00:24:25.680]  如何動手,如何動腳,
[00:24:25.680 --> 00:24:31.240]  但是你以為這樣已經懂了,你一跳進水裡一定會淹死,
[00:24:31.240 --> 00:24:36.960]  因為游泳一定要去實習的,實習了才可以得到的。
[00:24:36.960 --> 00:24:43.160]  信仰也是一樣,單單了解信仰的內容,
[00:24:43.160 --> 00:24:49.120]  甚至你很熟悉聖經,可以去神學院教聖經,
[00:24:49.120 --> 00:24:53.840]  不能算是真正有信仰的人,
[00:24:53.840 --> 00:25:02.320]  只有依照信仰的教導來學習改變我們的價值觀和生活方式的人,
[00:25:02.320 --> 00:25:06.560]  才算是有真實的信仰。
[00:25:06.560 --> 00:25:16.440]  在第五節,保羅說,哥羅西教會對基督的信仰有堅固的根基,
[00:25:16.440 --> 00:25:19.840]  不過在第六節至第七節,
[00:25:19.840 --> 00:25:23.600]  保羅鼓勵信徒要在行為上實踐信仰,
[00:25:23.600 --> 00:25:27.280]  哥羅西教會的信徒不是傻傻的,
[00:25:27.280 --> 00:25:30.440]  他們在信仰上有堅固的基礎,
[00:25:30.440 --> 00:25:35.840]  不過保羅仍然鼓勵他們要在行為上實踐信仰。
[00:25:35.840 --> 00:25:42.400]  今天很多基督徒都將耶穌分成主和救主,
[00:25:42.400 --> 00:25:47.640]  很多人非常樂意接受主耶穌做救主,
[00:25:47.640 --> 00:25:52.920]  而沒有接受耶穌作為自己生命的主。
[00:25:52.920 --> 00:25:56.960]  其實如果我們不接受耶穌做主,
[00:25:56.960 --> 00:26:00.480]  祂也不會成為我們的救主。
[00:26:00.480 --> 00:26:08.840]  在第六節,保羅教導信徒要以基督耶穌為主,
[00:26:08.840 --> 00:26:12.960]  說你們的行為必須以祂為中心,
[00:26:12.960 --> 00:26:19.920]  唯有以基督為中心的人才能算是耶穌基督的門徒。
[00:26:19.920 --> 00:26:24.840]  怎樣才算是以基督為中心呢?
[00:26:24.840 --> 00:26:31.640]  希臘的原文的「以基督為中心」是指「在祂裡面行走」,
[00:26:31.640 --> 00:26:36.040]  這句話我相信有三方面的意思,
[00:26:36.040 --> 00:26:43.440]  第一,我們當然要遵照祂的說話來生活,
[00:26:43.440 --> 00:26:45.560]  第二,我們要學祂的榜樣,
[00:26:45.560 --> 00:26:47.440]  祂怎樣做我們就怎樣做,
[00:26:47.440 --> 00:26:49.640]  簡單來說,有樣學樣,
[00:26:49.640 --> 00:26:52.160]  耶穌怎樣做我們就怎樣做,
[00:26:52.160 --> 00:26:58.640]  最後,我們還要遵從主耶穌教導的規範和準則來做人。
[00:26:58.640 --> 00:27:01.720]  很多人都會背《羅馬書》十章九節,
[00:27:01.720 --> 00:27:05.400]  如果你明口裡宣認耶穌為主心裡信上帝,
[00:27:05.400 --> 00:27:08.560]  使祂從死裡復活,你就會得救。
[00:27:08.560 --> 00:27:10.560]  不過很多基督徒都誤會了,
[00:27:10.560 --> 00:27:14.400]  以為口裡承認,心裡相信,
[00:27:14.400 --> 00:27:16.960]  耶穌從死裡復活就可以得救,
[00:27:16.960 --> 00:27:20.960]  卻沒有提到行為。
[00:27:20.960 --> 00:27:24.840]  口裡承認,心裡相信,有提到行為嗎?
[00:27:24.840 --> 00:27:27.640]  沒有啊!
[00:27:27.640 --> 00:27:29.760]  不過我們要小心,
[00:27:29.760 --> 00:27:33.560]  假如我們只是口裡宣認耶穌是我們的主,
[00:27:33.560 --> 00:27:38.240]  心裡卻仍然以自我作主,
[00:27:38.240 --> 00:27:39.840]  不接受主耶穌,
