
[00:00:00.000 --> 00:00:09.500]  大家好,經過退休會後,我們又回到我們的教會聚會點,一起去敬拜
[00:03:32.000 --> 00:03:38.500]  一方面當然是指到彼得究竟是不是愛主耶穌基督
[00:03:38.500 --> 00:03:47.500]  但其實同時間也都展示出彼得對於身邊他一起同伴的門徒
[00:03:47.500 --> 00:03:53.500]  或者甚至這班門徒的所作所為
[00:03:53.500 --> 00:03:59.500]  是不是彼得都帶著愛心來去接受和面對呢
[00:04:00.000 --> 00:04:06.500]  這個約翰福音的記載其實是一個很有深度的介紹
[00:04:06.500 --> 00:04:12.500]  也都讓我們去看到在往後日子甚至去到仕途行傳的當中
[00:04:12.500 --> 00:04:18.500]  彼得怎樣去看待身邊的門徒
[00:04:18.500 --> 00:04:25.500]  甚至是一些我們稱之為仕途的保羅
[00:04:26.000 --> 00:04:31.500]  怎樣去面對彼得或者彼得怎樣面對他們
[00:04:31.500 --> 00:04:33.500]  但是在這段聖經裏面
[00:04:33.500 --> 00:04:41.500]  尤其是在第21章約翰福音第21章第20節至到23節裏面
[00:04:41.500 --> 00:04:44.500]  這段經文是非常之有趣
[00:04:44.500 --> 00:04:47.500]  但是也都非常之難解釋的
[00:04:47.500 --> 00:04:50.500]  如果大家有機會的或者和我一起去打開
[00:04:51.000 --> 00:04:59.500]  約翰福音的第21章第21節至到23節
[00:04:59.500 --> 00:05:02.500]  我讀出給大家聽聽
[00:05:02.500 --> 00:05:06.500]  這段聖經其實我們明不明白他當中想講些什麼
[00:05:06.500 --> 00:05:08.500]  這段聖經這樣講
[00:05:08.500 --> 00:05:15.500]  他說彼得轉過來看見耶穌所愛的那門徒跟著
[00:05:15.500 --> 00:05:20.500]  就是在晚飯的時候靠著耶穌胸膛說
[00:05:21.000 --> 00:05:24.500]  主啊賣你的是誰的那門徒
[00:05:24.500 --> 00:05:27.500]  彼得看見他就問耶穌說
[00:05:27.500 --> 00:05:30.500]  主啊這人將來如何
[00:05:30.500 --> 00:05:32.500]  耶穌對他說
[00:05:32.500 --> 00:05:37.500]  我若要他等到我來的時候與你何干
[00:05:37.500 --> 00:05:39.500]  你跟從我吧
[00:05:39.500 --> 00:05:42.500]  於是這話傳在弟兄中間
[00:05:42.500 --> 00:05:44.500]  說那門徒不死
[00:05:44.500 --> 00:05:48.500]  其實耶穌不是說他不死
[00:05:49.000 --> 00:05:56.500]  而是說我若要他等到我來的時候與你何干
[00:05:56.500 --> 00:05:58.500]  這段聖經看似很簡單
[00:05:58.500 --> 00:06:02.500]  甚至在基督教會的傳道之間
[00:06:02.500 --> 00:06:08.500]  有時甚至將彼得對身邊這位耶穌所愛的門徒
[00:06:08.500 --> 00:06:12.500]  有一種不客氣的態度
[00:06:12.500 --> 00:06:17.500]  似乎彼得有一種增進的心智
[00:06:18.000 --> 00:06:19.500]  究竟是否這樣呢?
[00:06:19.500 --> 00:06:23.500]  我在對於約翰福音的詮釋的時候
[00:06:23.500 --> 00:06:25.500]  來到這一段聖經
[00:06:25.500 --> 00:06:29.500]  當然有幾個比較難處理的問題
[00:06:29.500 --> 00:06:33.500]  第一這段聖經是否真的在原文聖經裡存在
[00:06:33.500 --> 00:06:37.500]  因為約翰福音的最後這一部分
[00:06:37.500 --> 00:06:41.500]  稱之為一個增長版本的結束
[00:06:42.000 --> 00:06:48.500]  究竟是否原本耶穌在聖經新約啟示裡的一部分呢?
[00:06:48.500 --> 00:06:51.500]  這其中在學術上其中一個掙扎
[00:06:51.500 --> 00:06:53.500]  不過我不在這裡和大家去看
[00:06:53.500 --> 00:06:57.500]  我們當這段聖經都是上帝的啟示的時候
[00:06:57.500 --> 00:07:03.500]  彼得是否出於與這位耶穌所愛的門徒
[00:07:03.500 --> 00:07:06.500]  或者我們所知道的這位約翰
[00:07:06.500 --> 00:07:08.500]  是有一個比較呢?
[00:07:09.000 --> 00:07:16.500]  還是彼得是出於因為這位是耶穌所愛的門徒
[00:07:16.500 --> 00:07:20.500]  所以彼得同樣關心到這位門徒
[00:07:20.500 --> 00:07:24.500]  他的未來發展是怎樣一回事呢?
[00:07:24.500 --> 00:07:31.500]  在這種解釋上其實當然你問我
[00:07:31.500 --> 00:07:33.500]  我有我個人的看法
[00:07:34.000 --> 00:07:39.500]  但是不少我們活在這個地上作為基督徒
[00:07:39.500 --> 00:07:46.500]  其實不多不少我們都會可能掉在這種矛盾裡面
[00:07:46.500 --> 00:07:53.500]  一方面我們似乎是需要按照耶穌基督的教訓
[00:07:53.500 --> 00:07:56.500]  我們要去彼此相愛
[00:07:56.500 --> 00:07:59.500]  去彼此接待
[00:07:59.500 --> 00:08:01.500]  我們很想做到的
[00:08:02.000 --> 00:08:04.500]  作為教會的一份子
[00:08:04.500 --> 00:08:06.500]  我們通常都會說弟兄姊妹
[00:08:06.500 --> 00:08:10.500]  要大家彼此照顧關懷守望
[00:08:10.500 --> 00:08:15.500]  但是也都有同時一種矛盾
[00:08:15.500 --> 00:08:18.500]  就是我們會有一種比較
[00:08:18.500 --> 00:08:22.500]  我曾經和一位弟兄分享到的時候
[00:08:22.500 --> 00:08:27.500]  他分享到一個他在教會裡面的一個難處
[00:08:28.000 --> 00:08:34.500]  他跟我講到他說在教會當中他回到一間教會已經接近十年的時間
[00:08:34.500 --> 00:08:37.500]  和一對夫婦非常熟悉
[00:08:37.500 --> 00:08:41.500]  兩家人一起經常去出遊
[00:08:41.500 --> 00:08:44.500]  甚至大家一起坐下來傾談
[00:08:44.500 --> 00:08:48.500]  在信仰上彼此信心上支援
[00:08:48.500 --> 00:08:55.500]  但是當一去到他們自己的子女的層面上
[00:08:56.000 --> 00:08:59.500]  他突然打了一個凸
[00:08:59.500 --> 00:09:06.500]  他說有一次當兩個小朋友參加一個比賽的時候
[00:09:06.500 --> 00:09:12.500]  那一次不幸也好榮譽也好
[00:09:12.500 --> 00:09:15.500]  他的小朋友得獎
[00:09:15.500 --> 00:09:17.500]  贏出這個比賽
[00:09:17.500 --> 00:09:23.500]  但是同樣參賽的這位很好的小朋友
[00:09:24.000 --> 00:09:26.500]  因為輸了的緣故
[00:09:26.500 --> 00:09:30.500]  就覺得很不開心
[00:09:30.500 --> 00:09:36.500]  而這對夫婦就突然間有一次和他這樣講
[00:09:36.500 --> 00:09:41.500]  他說你的女兒或者你的小朋友就厲害了
[00:09:41.500 --> 00:09:47.500]  他突然間覺得為何會有一個這樣的比較呢
[00:09:47.500 --> 00:09:52.500]  既然大家在主裡面都有這麼親密的關係
[00:09:53.000 --> 00:09:56.500]  為何我要引用約翰福音這段聖經
[00:09:56.500 --> 00:10:00.500]  就是因為彼得這段聖經裡面的表達
[00:10:00.500 --> 00:10:04.500]  可以有兩種很不同的詮釋
[00:10:04.500 --> 00:10:07.500]  他究竟是一種比較
[00:10:07.500 --> 00:10:10.500]  和耶穌這位所愛的門徒
[00:10:10.500 --> 00:10:16.500]  是不是一種在屬靈上都要爭耶穌的愛
[00:10:17.000 --> 00:10:24.500]  還是他真的體貼耶穌基督他的教導叫彼此守望
[00:10:24.500 --> 00:10:30.500]  尤其是彼得是耶穌門徒當中的領袖
[00:10:30.500 --> 00:10:38.500]  他是不是真的很關懷這位耶穌所愛的門徒的未來呢
[00:10:38.500 --> 00:10:43.500]  我不在這裡給一個答案給大家
[00:10:44.000 --> 00:10:47.500]  我想讓大家看到你和我
[00:10:47.500 --> 00:10:54.500]  都會可能跌在一種這樣的屬靈的矛盾裡面
[00:10:54.500 --> 00:10:58.500]  你說牧師你又說講俄巴底亞書
[00:10:58.500 --> 00:11:01.500]  為何變成講新約呢
[00:11:01.500 --> 00:11:06.500]  因為這種矛盾就正正是在
[00:11:06.500 --> 00:11:12.500]  俄巴底亞書裡面去陳述了出來
[00:11:13.000 --> 00:11:15.500]  在聖經當中我們會發現到
[00:11:15.500 --> 00:11:19.500]  原來俄巴底亞書裡面所提及到的
[00:11:19.500 --> 00:11:23.500]  以東以及猶大國
[00:11:23.500 --> 00:11:29.500]  原來是源自於舊約聖經裡面一對親生兄弟
[00:11:29.500 --> 00:11:32.500]  以素和雅各
[00:11:32.500 --> 00:11:36.500]  這一對兄弟從出生
[00:11:36.500 --> 00:11:40.500]  之前到出生的那一刻開始
[00:11:41.000 --> 00:11:44.500]  以至於往後他們兩兄弟
[00:11:44.500 --> 00:11:49.500]  以及他們所衍生出來的兩個邦國
[00:11:49.500 --> 00:11:58.500]  他們都不斷地沉醉在一種鬥爭或者比較裡面
[00:11:58.500 --> 00:12:02.500]  結果就發展成為一種互相攻擊
[00:12:02.500 --> 00:12:06.500]  甚至互相陷害的狀態
[00:12:07.000 --> 00:12:11.500]  當見到對方失敗的時候
[00:12:11.500 --> 00:12:16.500]  在俄巴底亞書我們見到以東人
[00:12:16.500 --> 00:12:24.500]  當看到猶大國被擄滅亡這件事情發生的時候
[00:12:24.500 --> 00:12:29.500]  他們充滿沾沾自喜
[00:12:29.500 --> 00:12:32.500]  甚至可以用熟稔一點的說法
[00:12:33.000 --> 00:12:38.500]  這位的以東民族他們覺得
[00:12:38.500 --> 00:12:45.500]  好了,上帝伸張正義為我們都出一口氣
[00:12:45.500 --> 00:12:47.500]  出些什麼氣呢?
[00:12:47.500 --> 00:12:54.500]  這個正正就是在整段我們去看俄巴底亞書的基礎觀念
[00:12:54.500 --> 00:12:58.500]  也都讓我們重新想一下
[00:12:58.500 --> 00:13:02.500]  在聖經的本意當中
[00:13:03.000 --> 00:13:05.500]  屬靈人在他們之間
[00:13:05.500 --> 00:13:08.500]  或者屬神的子民之間
[00:13:08.500 --> 00:13:12.500]  或者甚至親兄弟之間
[00:13:12.500 --> 00:13:15.500]  是不是真的有一份比較
[00:13:15.500 --> 00:13:19.500]  或者一份作為
[00:13:19.500 --> 00:13:26.500]  成為我們在地上要去掙扎的題目呢?
[00:13:26.500 --> 00:13:30.500]  所以讓我們一起去打開俄巴底亞書
[00:13:31.000 --> 00:13:33.500]  我們看看在這本書裡面
[00:13:33.500 --> 00:13:40.500]  耶和華神怎樣向以東人的一連串意象宣佈之後
[00:13:40.500 --> 00:13:46.500]  猶大國的國民是不是應該讀了俄巴底亞書
[00:13:46.500 --> 00:13:50.500]  他們就應該大開慶祝會呢?
[00:13:50.500 --> 00:13:56.500]  還是在這段聖經有更深一層的意義呢?
[00:13:56.500 --> 00:13:58.500]  讓我們一起去看看這本書
[00:13:59.000 --> 00:14:03.500]  所以為什麼今天我給了這段聖經的題目
[00:14:03.500 --> 00:14:06.500]  叫做不要沾沾自喜
[00:14:06.500 --> 00:14:09.500]  我們會在這段聖經裡面去看到
[00:14:09.500 --> 00:14:13.500]  有很多人都在見到對方失敗的時候
[00:14:13.500 --> 00:14:19.500]  似乎好像一步自己的恩仇
[00:14:19.500 --> 00:14:25.500]  或者可以說是見到對方被上帝懲罰
[00:14:26.000 --> 00:14:30.500]  就好像一口冤屈氣被紓緩一樣
[00:14:30.500 --> 00:14:33.500]  我們一起去打開這本書
[00:14:33.500 --> 00:14:36.500]  去看看俄巴底亞書
[00:14:36.500 --> 00:14:38.500]  我相信現在這個世界
[00:14:38.500 --> 00:14:41.500]  應該沒有人找不到俄巴底亞書的了
[00:14:41.500 --> 00:14:45.500]  如果你用手機電子版一戳就中了
[00:14:45.500 --> 00:14:50.500]  但是如果我們下次有機會玩個遊戲
[00:14:50.500 --> 00:14:55.500]  我們就不如拿本聖經出來
[00:14:56.000 --> 00:14:59.500]  看看你能不能夾到俄巴底亞書
[00:14:59.500 --> 00:15:02.500]  又看看你能不能夾到猶大書
[00:15:02.500 --> 00:15:05.500]  保證這個遊戲蠻好玩的
[00:15:05.500 --> 00:15:07.500]  回去有空就練習一下
[00:15:07.500 --> 00:15:10.500]  我們一起打開俄巴底亞書
[00:15:10.500 --> 00:15:12.500]  我們今天會和大家一起去看的
[00:15:12.500 --> 00:15:15.500]  就是第一節的經文
[00:15:15.500 --> 00:15:17.500]  沒有哪一章的了
[00:15:17.500 --> 00:15:18.500]  只有一章而已
[00:15:18.500 --> 00:15:21.500]  所以不需要哪一章的了
[00:15:21.500 --> 00:15:23.500]  我們只是看第一節
[00:15:24.000 --> 00:15:26.500]  有弟兄姊妹我們都打開聖經的
[00:15:26.500 --> 00:15:28.500]  我們一起讀一次好不好
[00:15:28.500 --> 00:15:30.500]  找到之後我們一起讀
[00:15:55.000 --> 00:15:58.500]  這個聖經想講什麼呢
[00:15:58.500 --> 00:16:01.500]  一般就這樣看下去
[00:16:01.500 --> 00:16:03.500]  就很簡單
[00:16:03.500 --> 00:16:06.500]  開頭講到俄巴底亞
[00:16:06.500 --> 00:16:10.500]  一位先知他得了耶華的啟示
[00:16:10.500 --> 00:16:15.500]  然後就講一大堆有關於以東的事情
[00:16:15.500 --> 00:16:18.500]  究竟是講些什麼呢
[00:16:18.500 --> 00:16:21.500]  很簡單而已就是這麼多
[00:16:21.500 --> 00:16:23.500]  上帝有話要講
[00:16:24.000 --> 00:16:26.500]  當我們去了解這段聖經的時候
[00:16:26.500 --> 00:16:29.500]  第一個我們要考慮的問題就是
[00:16:29.500 --> 00:16:35.500]  上帝為什麼在一本希伯來人聖經裡面
[00:16:35.500 --> 00:16:41.500]  要講一些關於另一個族群
[00:16:41.500 --> 00:16:44.500]  叫做以東的事情呢
[00:16:44.500 --> 00:16:51.500]  為什麼呢
[00:16:52.000 --> 00:16:54.500]  講一些背景
[00:16:54.500 --> 00:16:57.500]  當我們去讀俄巴底亞書
[00:16:57.500 --> 00:16:59.500]  第一個問題就是
[00:16:59.500 --> 00:17:08.500]  究竟俄巴底亞書寫作的歷史背景是什麼時間
[00:17:08.500 --> 00:17:11.500]  在研究聖經裡面
[00:17:11.500 --> 00:17:13.500]  學者很厲害的
[00:17:13.500 --> 00:17:16.500]  很多時候永遠給你兩個答案
[00:17:16.500 --> 00:17:19.500]  又不告訴你實質答案是什麼
[00:17:20.000 --> 00:17:22.500]  每個人學院都是這樣的
[00:17:22.500 --> 00:17:25.500]  很多時候我們的同學
[00:17:25.500 --> 00:17:29.500]  我們叫做功力未深的時候
[00:17:29.500 --> 00:17:31.500]  都會有這個問題的
[00:17:31.500 --> 00:17:35.500]  就是說為什麼教授講的東西無伶兩可
[00:17:35.500 --> 00:17:40.500]  宗教不是很實在的東西嗎
[00:17:40.500 --> 00:17:44.500]  尤其是我們將來出來募會
[00:17:44.500 --> 00:17:46.500]  或者有弟兄姊妹問
[00:17:46.500 --> 00:17:49.500]  俄巴底亞書是什麼時候寫的
[00:17:50.000 --> 00:17:51.500]  學者通常給兩個答案
[00:17:51.500 --> 00:17:53.500]  一個叫做早期寫作
[00:17:53.500 --> 00:17:56.500]  一個叫做末期寫作
[00:17:56.500 --> 00:17:59.500]  兩者之間的分別
[00:17:59.500 --> 00:18:01.500]  其實就是告訴我們
[00:18:01.500 --> 00:18:07.500]  這本書究竟他想成書的時間是什麼時候
[00:18:07.500 --> 00:18:13.500]  還是他寫的時候是哪一段時間
[00:18:13.500 --> 00:18:17.500]  其中早期理解的
[00:18:18.000 --> 00:18:20.500]  或者很多時候講到早期理解
[00:18:20.500 --> 00:18:23.500]  就是按照俄巴底亞書的內文
[00:18:23.500 --> 00:18:28.500]  來嘗試去斷定他的歷史背景
[00:18:28.500 --> 00:18:32.500]  很大部分的學者
[00:18:32.500 --> 00:18:35.500]  都認為俄巴底亞書所寫的
[00:18:35.500 --> 00:18:41.500]  正正就是新巴比倫的時代興起
[00:18:41.500 --> 00:18:45.500]  而進攻猶大國的時間
[00:18:46.000 --> 00:18:50.500]  如果真的用陽曆來講
[00:18:50.500 --> 00:18:56.500]  大約是主前的第六百年至六百零二年
[00:18:56.500 --> 00:18:58.500]  這段時間
[00:18:58.500 --> 00:19:00.500]  因為在這段時間裡
[00:19:00.500 --> 00:19:04.500]  我們知道猶大國是被新巴比倫國
[00:19:04.500 --> 00:19:08.500]  從北往南進攻
[00:19:11.000 --> 00:19:16.000]  所以這段聖經的直根點是
[00:19:16.000 --> 00:19:18.500]  秘魯的過程
[00:19:18.500 --> 00:19:25.500]  尤其是秘魯剛剛完成的時間
[00:19:25.500 --> 00:19:29.500]  相信是主前第六百零二年
[00:19:29.500 --> 00:19:34.500]  這是很多學者的解釋
[00:19:35.000 --> 00:19:41.500]  另一些學者提供後期成書的時間表
[00:19:41.500 --> 00:19:44.500]  後期成書的時間表
[00:19:44.500 --> 00:19:48.500]  往往是講到這本書寫了之後
[00:19:48.500 --> 00:19:50.500]  寄了下來
[00:19:50.500 --> 00:19:52.500]  然後真正成為一個書卷
[00:19:52.500 --> 00:19:56.500]  傳遞給人去讀的時間
[00:19:56.500 --> 00:19:59.500]  因此很多時候就講到
[00:19:59.500 --> 00:20:02.500]  這不是在秘魯期間
[00:20:03.000 --> 00:20:05.500]  或者剛剛秘魯完結的時間
[00:20:05.500 --> 00:20:10.500]  是在秘魯已經過了好一段時日
[00:20:10.500 --> 00:20:14.500]  甚至猶大國不但不再存在
[00:20:14.500 --> 00:20:18.500]  是在羅馬世界的時間
[00:20:18.500 --> 00:20:20.500]  而寫成的一本書
[00:20:20.500 --> 00:20:24.500]  去重提這段歷史的因素
[00:20:24.500 --> 00:20:29.500]  成為在後世歷代的
[00:20:30.000 --> 00:20:33.500]  讀這本書的讀者的一個境界
[00:20:33.500 --> 00:20:38.500]  究竟是哪一個的詮釋比較好呢?
[00:20:38.500 --> 00:20:41.500]  或者才是對的呢?
[00:20:41.500 --> 00:20:46.500]  很多時候信徒就要求一個答案
[00:20:46.500 --> 00:20:50.500]  我就將這兩個答案告訴你
[00:20:50.500 --> 00:20:54.500]  因為我相信這兩個的作用
[00:20:54.500 --> 00:20:58.500]  是同時在一本書裏面發生的
[00:20:59.000 --> 00:21:01.500]  一方面要告訴我們
[00:21:01.500 --> 00:21:05.500]  在當寫俄巴底亞書的時候
[00:21:05.500 --> 00:21:07.500]  作為一位先知
[00:21:07.500 --> 00:21:11.500]  他將這一大堆的內容寫下來
[00:21:11.500 --> 00:21:13.500]  其實他的心路歷程
[00:21:13.500 --> 00:21:17.500]  以及當時猶大國被滅的時候
[00:21:17.500 --> 00:21:18.500]  他們的掙扎
[00:21:18.500 --> 00:21:23.500]  以及這段聖經裏面所講的主人翁
[00:21:23.500 --> 00:21:25.500]  或者叫做以東人
[00:21:25.500 --> 00:21:27.500]  啟示的對象
[00:21:28.000 --> 00:21:31.500]  他們究竟他們的心情
[00:21:31.500 --> 00:21:35.500]  靈性以及他們的下場是怎樣
[00:21:35.500 --> 00:21:39.500]  這兩個不同的解釋
[00:21:39.500 --> 00:21:41.500]  講到後期的話
[00:21:41.500 --> 00:21:43.500]  就會好像是一種
[00:21:43.500 --> 00:21:50.500]  可以值得被人滿心歡喜
[00:21:50.500 --> 00:21:55.500]  因為終於有人行惡被懲治
[00:21:56.000 --> 00:21:58.500]  而且是被上帝懲治
[00:21:58.500 --> 00:22:01.500]  在這樣的情況之下
[00:22:01.500 --> 00:22:05.500]  那不就是彰顯上帝公義了
[00:22:05.500 --> 00:22:08.500]  究竟是不是這個意思呢
[00:22:08.500 --> 00:22:12.500]  我們用兩方面來看看
[00:22:12.500 --> 00:22:13.500]  第一部分
[00:22:13.500 --> 00:22:17.500]  第一節的上半節
[00:22:17.500 --> 00:22:19.500]  上半節講什麼呢
[00:22:20.000 --> 00:22:26.500]  俄巴底亞得了耶和華的默示
[00:22:26.500 --> 00:22:28.500]  在一開始
[00:22:28.500 --> 00:22:32.500]  這裡要讓我們去理解
[00:22:32.500 --> 00:22:34.500]  這本書
[00:22:34.500 --> 00:22:43.500]  是要從上帝的意象的角度來去詮釋
[00:22:43.500 --> 00:22:45.500]  換句話來說
[00:22:46.000 --> 00:22:50.500]  我們不是將這本書套入
[00:22:50.500 --> 00:22:52.500]  我覺得它看完之後
[00:22:52.500 --> 00:22:55.500]  我覺得它是什麼意義
[00:22:55.500 --> 00:22:58.500]  反而我們要去問的是
[00:22:58.500 --> 00:23:03.500]  上帝想講過什麼訊息呢
[00:23:03.500 --> 00:23:06.500]  這個詮釋
[00:23:06.500 --> 00:23:13.500]  就是涉及於我們很多時候解釋聖經的兩個原則
[00:23:14.000 --> 00:23:16.500]  一個是對的,一個是錯的
[00:23:16.500 --> 00:23:19.500]  對的原則叫Exegesis
[00:23:19.500 --> 00:23:23.500]  我們是要從上帝的內容
[00:23:23.500 --> 00:23:29.500]  去找回上帝講解的動機和目的
[00:23:29.500 --> 00:23:34.500]  所以我們是從聖經去告訴我們
[00:23:34.500 --> 00:23:38.500]  從聖經向外來告訴我們
[00:23:38.500 --> 00:23:43.500]  另一個錯誤的詮釋叫Exegesis
[00:23:44.000 --> 00:23:48.500]  Exegesis是從我的角度套入聖經
[00:23:48.500 --> 00:23:51.500]  覺得聖經怎樣解釋
[00:23:51.500 --> 00:23:55.500]  為什麼我要在這裡強調一點呢
[00:23:55.500 --> 00:24:00.500]  首先可以幫助大家讀聖經的時候
[00:24:00.500 --> 00:24:03.500]  尤其是
[00:24:03.500 --> 00:24:09.500]  我們要做一些聖經分享的時候
[00:24:10.000 --> 00:24:14.500]  我們很容易跌入Exegesis的局面
[00:24:14.500 --> 00:24:19.500]  我覺得一段聖經怎樣適合我的情況
[00:24:19.500 --> 00:24:23.500]  按照我的理解和我的歷史背景
[00:24:23.500 --> 00:24:29.500]  我人世的遭遇來詮釋上帝應該是這樣的意思
[00:24:29.500 --> 00:24:37.500]  但是上帝往往他的解釋不是按照你和我的狀態來陳述的
[00:24:38.000 --> 00:24:44.500]  所以一開始俄巴底亞書要講得很清楚
[00:24:44.500 --> 00:24:50.500]  這個必須要從神的角度來詮釋
[00:24:50.500 --> 00:24:56.500]  神以下一連串的異象陳述
[00:24:56.500 --> 00:24:58.500]  為什麼說異象呢
[00:24:58.500 --> 00:25:02.500]  這裡明明中文寫明是默示的
[00:25:02.500 --> 00:25:06.500]  如果大家有聖經其他的譯本
[00:25:07.000 --> 00:25:08.500]  尤其是英文
[00:25:08.500 --> 00:25:12.500]  這裡用到一個英文的翻譯
[00:25:12.500 --> 00:25:15.500]  希伯來文叫做Vision
[00:25:15.500 --> 00:25:23.500]  我可以說著緊90%的翻譯譯本
[00:25:23.500 --> 00:25:26.500]  都是用Vision這個字眼
[00:25:26.500 --> 00:25:33.500]  Vision和默示有一些意義上的深度不同
[00:25:34.000 --> 00:25:37.500]  默示就好像某一件事
[00:25:37.500 --> 00:25:41.500]  我靜靜地跟你說了
[00:25:41.500 --> 00:25:50.500]  上帝是不是靜靜地躲起來和俄巴底亞這位先知說呢
[00:25:50.500 --> 00:25:53.500]  似乎不只是這樣
[00:25:53.500 --> 00:25:59.500]  因為Vision或者在希伯來文上這個字眼
[00:26:00.000 --> 00:26:04.500]  異象是一幅活活的圖畫
[00:26:04.500 --> 00:26:10.500]  而先知俄巴底亞是經歷過親歷其境
[00:26:10.500 --> 00:26:12.500]  或者甚至我可以這樣說
[00:26:12.500 --> 00:26:16.500]  是親眼目睹一幅圖像
[00:26:16.500 --> 00:26:21.500]  來了解上帝的啟示
[00:26:21.500 --> 00:26:27.500]  所以這個不是自己自發地去一種詮釋
[00:26:28.000 --> 00:26:33.500]  而是上帝有展示給人去看的一本書
[00:26:33.500 --> 00:26:39.500]  所以不是只是俄巴底亞先知的個人經歷
[00:26:39.500 --> 00:26:42.500]  然後將他自說自話寫了下來
[00:26:42.500 --> 00:26:50.500]  反而是一連串的讓上帝帶他所看的景象
[00:26:50.500 --> 00:26:54.500]  來將他記下來
[00:26:55.000 --> 00:27:02.500]  所以不是一種只是吸眼睛的一種觀望之後
[00:27:02.500 --> 00:27:08.500]  寫下來的一種個人的一種經歷靈性幻想
[00:27:08.500 --> 00:27:14.500]  而是上帝帶他去行看過這幅圖畫
[00:27:14.500 --> 00:27:21.500]  我相信每一個信徒都很期望有一個這樣的經歷
[00:27:22.000 --> 00:27:26.500]  弟兄姊妹 俄巴底亞未死 未在天國裏面
[00:27:26.500 --> 00:27:32.500]  但是能夠和上主一起在侍奉的裏面
[00:27:32.500 --> 00:27:37.500]  看上帝所要我們看的事物
[00:27:37.500 --> 00:27:40.500]  是一份極大的光榮
[00:27:40.500 --> 00:27:45.500]  今天我們能夠打開俄巴底亞書去看
[00:27:46.000 --> 00:27:52.500]  俄巴底亞怎樣和神一起讓他看見這幅圖畫
[00:27:52.500 --> 00:27:56.500]  我們應該有一份很大的感恩
