
[00:00:00.000 --> 00:00:08.000]  耶穌愛我 我知道 因有聖經告訴我
[00:02:29.000 --> 00:02:34.000]  我們真的要專心仰賴耶和華
[00:02:34.000 --> 00:02:42.000]  不要讓我身邊的事物 周遭的環境分了我們的心
[00:02:42.000 --> 00:02:47.000]  願我們能夠在這個末世的光景裏面
[00:02:47.000 --> 00:02:53.000]  體會救恩是出於我們所信的神
[00:02:53.000 --> 00:03:00.000]  根據希伯來的聖經 一章十七節是歸入第二章的
[00:03:00.000 --> 00:03:08.000]  所以今天我會和大家由一章十七節思想到二章第十節
[00:03:08.000 --> 00:03:18.000]  如果大家留意 一章十七節是記載耶和華安排一條大魚吞了若拿三日三夜
[00:03:18.000 --> 00:03:26.000]  然後二章十節 耶和華吩咐魚 魚就將若拿套在旱地上
[00:03:26.000 --> 00:03:30.000]  真是一個首尾呼應的敘述
[00:03:30.000 --> 00:03:33.000]  吞了 然後拖出來
[00:03:33.000 --> 00:03:37.000]  中間那段 就是若拿在餘福裏面
[00:03:37.000 --> 00:03:43.000]  一段很奇異 是我們意想不到感恩的祈禱
[00:03:43.000 --> 00:03:46.000]  或者一個頌歌
[00:03:46.000 --> 00:03:49.000]  救恩出於耶和華
[00:03:49.000 --> 00:03:54.000]  這個不是因為有二章十節的記載而得的結論
[00:03:54.000 --> 00:04:00.000]  而是若拿在他餘福裏面一個信仰的宣告
[00:04:00.000 --> 00:04:04.000]  正如當他在船上面 他對著那班水手
[00:04:04.000 --> 00:04:07.000]  他說我是敬畏耶和華的
[00:04:07.000 --> 00:04:10.000]  雖然我們覺得他掩著嘴笑
[00:04:10.000 --> 00:04:16.000]  但這確實是他的信仰 在餘福裏面他再一次說
[00:04:16.000 --> 00:04:20.000]  救恩是出於耶和華
[00:04:20.000 --> 00:04:25.000]  為什麼一個被丟下海 甚至現在困在餘福裏面的若拿
[00:04:25.000 --> 00:04:28.000]  可以作出這樣的宣告呢
[00:04:28.000 --> 00:04:31.000]  因為 第一個原因
[00:04:31.000 --> 00:04:36.000]  他所信的上帝 或者我們所信的上帝
[00:04:36.000 --> 00:04:40.000]  他有與眾不同的管教
[00:04:40.000 --> 00:04:45.000]  上帝有與眾不同的管教
[00:04:45.000 --> 00:04:48.000]  看回第一章第三節
[00:04:48.000 --> 00:04:51.000]  講到 神對若拿說
[00:04:51.000 --> 00:04:55.000]  你起來往利尼眉大城去
[00:04:55.000 --> 00:04:58.000]  向其中的居民呼喊
[00:04:58.000 --> 00:05:02.000]  因為他們的惡 達到我面前
[00:05:02.000 --> 00:05:08.000]  神吩咐才知道 你要去利尼眉大城
[00:05:08.000 --> 00:05:13.000]  亞述的首府 距離以色列一千公里
[00:05:13.000 --> 00:05:16.000]  是在東北面的地方
[00:05:16.000 --> 00:05:21.000]  向那裏的居民宣告審判的信息
[00:05:21.000 --> 00:05:26.000]  因為他們的惡已經很厲害 達到神的面前
[00:05:26.000 --> 00:05:28.000]  結果如何
[00:05:28.000 --> 00:05:35.000]  結果若拿卻起來 逃往他斯去躲避耶和華
[00:05:35.000 --> 00:05:41.000]  夏道若柏遇見一艘船 是要去他斯的
[00:05:41.000 --> 00:05:44.000]  他就吸了船架 上了船
[00:05:44.000 --> 00:05:50.000]  要與船上的人 逃往他斯去躲避耶和華
[00:05:50.000 --> 00:05:52.000]  按照神的吩咐
[00:05:52.000 --> 00:05:57.000]  他應該向東北方向 行一千公里的路
[00:05:57.000 --> 00:06:00.000]  向利尼眉宣告審判的信息
[00:06:00.000 --> 00:06:04.000]  但當時 若拿卻向西的方向
[00:06:04.000 --> 00:06:06.000]  去到他斯的地方
[00:06:06.000 --> 00:06:10.000]  現在的西巴牙南部的一個港口
[00:06:10.000 --> 00:06:14.000]  距離是四千公里
[00:06:14.000 --> 00:06:20.000]  為的是要躲避耶和華 和他的吩咐
[00:06:20.000 --> 00:06:26.000]  若拿寧願 由他家鄉 加特希弗
[00:06:26.000 --> 00:06:30.000]  走三天半的路程 去到若柏港
[00:06:30.000 --> 00:06:35.000]  包起船 然後寧願多用四倍的時間
[00:06:35.000 --> 00:06:38.000]  都要違背神的命令
[00:06:38.000 --> 00:06:43.000]  因為他不想 向那班拜偶像
[00:06:43.000 --> 00:06:49.000]  行邪淫 心裡傲慢的人 宣告審判的信息
[00:06:49.000 --> 00:06:54.000]  作為神的先知
[00:06:54.000 --> 00:07:00.000]  面對亞述 索迪 甚至是威脅者
[00:07:00.000 --> 00:07:03.000]  要被神的審判
[00:07:03.000 --> 00:07:06.000]  若拿應該是責無旁貸
[00:07:06.000 --> 00:07:12.000]  甚至應該急不及待出發 完成任務
[00:07:12.000 --> 00:07:17.000]  但他的遺命 反映了他對公義的上帝
[00:07:17.000 --> 00:07:20.000]  一份不敬
[00:07:20.000 --> 00:07:26.000]  也是他作為一個先知 最大失責的地方
[00:07:26.000 --> 00:07:28.000]  或許有人為他解釋
[00:07:28.000 --> 00:07:36.000]  是因為當時利尼避城 被稱為亞述瘋狂的戰線
[00:07:36.000 --> 00:07:38.000]  聽到亞述 聽到利尼避城
[00:07:38.000 --> 00:07:41.000]  他心裡都害怕
[00:07:41.000 --> 00:07:45.000]  如果今天 你收到一個命令
[00:07:45.000 --> 00:07:51.000]  你去敘利亞和伊斯蘭國談判
[00:07:51.000 --> 00:07:53.000]  你會怎樣
[00:07:53.000 --> 00:07:56.000]  好啊 好啊 機會來了
[00:07:56.000 --> 00:07:59.000]  發揮我的外交本色 是不是
[00:07:59.000 --> 00:08:02.000]  我相信十個 九個多倫不想去 是不是
[00:08:02.000 --> 00:08:05.000]  多多倫不想去 你炒我魷魚 我都不去
[00:08:05.000 --> 00:08:12.000]  若拿是否因為當時利尼避城 被稱為亞述瘋狂的戰線
[00:08:12.000 --> 00:08:14.000]  他害怕
[00:08:14.000 --> 00:08:17.000]  無論是不是這個原因
[00:08:17.000 --> 00:08:19.000]  一路看下去 你大概會知道
[00:08:19.000 --> 00:08:23.000]  最盡的原因是什麼
[00:08:23.000 --> 00:08:25.000]  但是作為一個先知
[00:08:25.000 --> 00:08:28.000]  他公然的違背上帝的吩咐
[00:08:28.000 --> 00:08:33.000]  他是要面對應有的後果
[00:08:33.000 --> 00:08:37.000]  好了 面對風浪
[00:08:37.000 --> 00:08:42.000]  他竟然以一個放棄的心態來尋死
[00:08:42.000 --> 00:08:45.000]  連船主都說 不如你也求你的神
[00:08:45.000 --> 00:08:49.000]  我們現在同舟共濟了 你還在睡覺
[00:08:49.000 --> 00:08:51.000]  他不管
[00:08:51.000 --> 00:08:57.000]  他好像甘心的去面對上帝給他的懲罰
[00:08:57.000 --> 00:09:02.000]  其實是他對上帝一份無聲的抗議
[00:09:02.000 --> 00:09:05.000]  我是不去的
[00:09:05.000 --> 00:09:08.000]  死就死吧
[00:09:08.000 --> 00:09:13.000]  聖經說 然而也說 使海中起了大浪
[00:09:13.000 --> 00:09:17.000]  海就狂風大作 甚至船都快爛了
[00:09:17.000 --> 00:09:20.000]  連水手都怕 求自己的神
[00:09:20.000 --> 00:09:25.000]  將船上的東西拋下海 希望令船輕一些
[00:09:25.000 --> 00:09:29.000]  但若拿走到船底
[00:09:29.000 --> 00:09:34.000]  躺臥沉睡 蓋上被子 無眼看
[00:09:34.000 --> 00:09:39.000]  這樣才知 神對他作出任何的懲罰
[00:09:39.000 --> 00:09:45.000]  從今天角度 理所當然 死有餘辜
[00:09:45.000 --> 00:09:51.000]  耶和華的確安排了一條大魚吞了若拿
[00:09:51.000 --> 00:09:55.000]  並且在餘福中三日三夜
[00:09:55.000 --> 00:09:58.000]  看到這裡 大家都很興趣
[00:09:58.000 --> 00:10:01.000]  這條吞拿魚實際是什麼魚呢?
[00:10:01.000 --> 00:10:07.000]  猶太史學家約瑟夫說這條是鯨魚
[00:10:07.000 --> 00:10:10.000]  也有學者認為這條只不過是普通大魚
[00:10:10.000 --> 00:10:12.000]  總之很大條
[00:10:12.000 --> 00:10:15.000]  也有學者認為是鯊魚
[00:10:15.000 --> 00:10:21.000]  當然世上有所謂的鯨鯊真的很大條
[00:10:21.000 --> 00:10:25.000]  無論是什麼魚 這不是重點
[00:10:25.000 --> 00:10:28.000]  重點是上帝真的安排了一條很大的魚
[00:10:28.000 --> 00:10:34.000]  可以讓若拿生活在這裡三日三夜
[00:10:34.000 --> 00:10:37.000]  經歷一個很奇妙的旅程
[00:10:37.000 --> 00:10:39.000]  好像我上次說的
[00:10:39.000 --> 00:10:46.000]  經歷一個他完全沒想過退休的經歷
[00:10:46.000 --> 00:10:51.000]  三日三夜其實是一個粗略的說法
[00:10:51.000 --> 00:10:54.000]  聖經經常說三日三夜
[00:10:54.000 --> 00:10:58.000]  三字是一個很特別的字眼
[00:10:58.000 --> 00:11:01.000]  三、七、十、二
[00:11:01.000 --> 00:11:05.000]  在舊約裡面三日三夜是指一段旅程
[00:11:05.000 --> 00:11:08.000]  甚至可以直達陰間的一段旅程
[00:11:08.000 --> 00:11:12.000]  耶穌甚至引用若拿在餘福中三日三夜
[00:11:12.000 --> 00:11:16.000]  去形容描述他受死埋葬的事實
[00:11:16.000 --> 00:11:20.000]  大家在《馬太福音》第十二章四十節可以看到
[00:11:20.000 --> 00:11:24.000]  耶穌的引述令到若拿這本書
[00:11:24.000 --> 00:11:26.000]  或者若拿在餘福裡面三日三夜
[00:11:26.000 --> 00:11:30.000]  已不再成為一段被譽為
[00:11:30.000 --> 00:11:32.000]  去求不可能的事
[00:11:32.000 --> 00:11:34.000]  人怎麼可以在魚裡面三日三夜呢
[00:11:34.000 --> 00:11:36.000]  但耶穌的引述
[00:11:36.000 --> 00:11:39.000]  我相信、我肯定
[00:11:39.000 --> 00:11:42.000]  若拿在餘福裡面三日三夜
[00:11:42.000 --> 00:11:46.000]  是一個實在的經歷和記載
[00:11:46.000 --> 00:11:49.000]  耶和華安排一條大魚吞了若拿
[00:11:49.000 --> 00:11:52.000]  他在餘福中三日三夜
[00:11:52.000 --> 00:11:55.000]  會不會就好像我們所理解的
[00:11:55.000 --> 00:11:59.000]  是神對這個活躍的先知一份的懲罰呢
[00:11:59.000 --> 00:12:02.000]  按常理來看
[00:12:02.000 --> 00:12:05.000]  如果我是上帝要懲罰若拿
[00:12:05.000 --> 00:12:06.000]  何必這麼麻煩呢
[00:12:06.000 --> 00:12:09.000]  神都透過人將他扔下海了
[00:12:09.000 --> 00:12:11.000]  餵魚就搞定了
[00:12:11.000 --> 00:12:15.000]  何必勞煩大魚哥哥去招呼他呢
[00:12:15.000 --> 00:12:19.000]  但更重要
[00:12:19.000 --> 00:12:23.000]  我們從第一節到第七節裡面
[00:12:23.000 --> 00:12:27.000]  或者集中第二節到第六節的上半節
[00:12:27.000 --> 00:12:30.000]  是若拿的禱告
[00:12:30.000 --> 00:12:32.000]  我們發覺到
[00:12:32.000 --> 00:12:35.000]  大魚吞了若拿三日三夜
[00:12:35.000 --> 00:12:38.000]  不是對若拿的懲罰
[00:12:38.000 --> 00:12:40.000]  是對若拿的什麼呢
[00:12:40.000 --> 00:12:43.000]  我很想大家讀一讀這段經文
[00:12:43.000 --> 00:12:47.000]  可以由第二節到第七節
[00:13:13.000 --> 00:13:15.000]  我眼前雖被驅逐
[00:13:15.000 --> 00:13:18.000]  我仍要仰望你的聖殿
[00:13:18.000 --> 00:13:20.000]  珠水環繞我
[00:13:20.000 --> 00:13:22.000]  肌膚湮滅我
[00:13:22.000 --> 00:13:24.000]  深煙圍繞我
[00:13:24.000 --> 00:13:26.000]  海草纏繞我的頭
[00:13:26.000 --> 00:13:28.000]  我下到山根
[00:13:28.000 --> 00:13:31.000]  地的門將我永遠關住
[00:13:31.000 --> 00:13:33.000]  而話我的神
[00:13:33.000 --> 00:13:37.000]  你卻將我的性命從坑中救出來
[00:13:37.000 --> 00:13:40.000]  我心在我裡面發昏的時候
[00:13:40.000 --> 00:13:42.000]  我就想念而話
[00:13:42.000 --> 00:13:44.000]  我的禱告進入你的聖殿
[00:13:44.000 --> 00:13:46.000]  達到你的面前
[00:13:46.000 --> 00:13:49.000]  一般經歷過被拋下海
[00:13:49.000 --> 00:13:52.000]  一般在漁福裡面這樣的光景的人
[00:13:52.000 --> 00:13:54.000]  不可能有第二
[00:13:54.000 --> 00:13:57.000]  或者第一至第七節的記載
[00:13:57.000 --> 00:14:00.000]  都混到傻了
[00:14:00.000 --> 00:14:03.000]  這一篇這樣的禱文
[00:14:03.000 --> 00:14:05.000]  很細膩
[00:14:05.000 --> 00:14:06.000]  很真實
[00:14:06.000 --> 00:14:09.000]  是反映當時在漁福裡面的若拿
[00:14:09.000 --> 00:14:14.000]  對上帝一份根深的體會
[00:14:14.000 --> 00:14:19.000]  他為什麼能夠講出那段感恩的禱文呢?
[00:14:19.000 --> 00:14:23.000]  會不會可能是因為被拋下水那一刻
[00:14:23.000 --> 00:14:25.000]  被水濺到
[00:14:25.000 --> 00:14:28.000]  在水中掙扎的那種恐懼
[00:14:28.000 --> 00:14:31.000]  接著就快千鈞一髮
[00:14:31.000 --> 00:14:32.000]  就快死的時候
[00:14:32.000 --> 00:14:33.000]  就快沒氣的時候
[00:14:33.000 --> 00:14:35.000]  神就用安平的大雨救了他
[00:14:35.000 --> 00:14:42.000]  以致他能夠體會好像二章二節至第六節的那份體會
[00:14:42.000 --> 00:14:44.000]  另一個可能性
[00:14:44.000 --> 00:14:45.000]  根本一拋下海的時候
[00:14:45.000 --> 00:14:47.000]  上帝已經找大雨哥哥
[00:14:47.000 --> 00:14:48.000]  已經招呼他
[00:14:48.000 --> 00:14:49.000]  一擔就擔了他
[00:14:49.000 --> 00:14:52.000]  使他不需要經歷到在水中掙扎
[00:14:52.000 --> 00:14:54.000]  就快斷氣那種的經歷
[00:14:54.000 --> 00:14:57.000]  無論如何
[00:14:57.000 --> 00:15:02.000]  從整段的記載裡面
[00:15:02.000 --> 00:15:07.000]  約拿的確是身處在魚肚裡面
[00:15:07.000 --> 00:15:10.000]  並且是身處在海底
[00:15:10.000 --> 00:15:15.000]  海被譽為混亂不安的環境
[00:15:15.000 --> 00:15:17.000]  在這樣的環境裡面
[00:15:17.000 --> 00:15:22.000]  約拿竟然能夠用一種很詩意的方式
[00:15:22.000 --> 00:15:26.000]  就要禱告表達他被困的心境
[00:15:26.000 --> 00:15:28.000]  無論如何
[00:15:28.000 --> 00:15:30.000]  整個討論
[00:15:30.000 --> 00:15:34.000]  我們看不到約拿有任何的埋怨
[00:15:34.000 --> 00:15:38.000]  或者再有放棄自己生命的跡象
[00:15:38.000 --> 00:15:40.000]  相反
[00:15:40.000 --> 00:15:42.000]  讓我們看到
[00:15:42.000 --> 00:15:47.000]  當他面對自己臨死的光景
[00:15:47.000 --> 00:15:49.000]  所帶來的絕望
[00:15:49.000 --> 00:15:51.000]  恐懼真實的面相
[00:15:51.000 --> 00:15:53.000]  就是不知所措
[00:15:53.000 --> 00:15:55.000]  就快斷氣
[00:15:55.000 --> 00:15:59.000]  令自己好像身處一個惡者的地方
[00:15:59.000 --> 00:16:02.000]  就是與上帝隔絕
[00:16:02.000 --> 00:16:06.000]  被上帝刑罰的苦況和失望當中
[00:16:06.000 --> 00:16:08.000]  雖然如此
[00:16:08.000 --> 00:16:11.000]  但是約拿的土文告訴他
[00:16:11.000 --> 00:16:13.000]  他看到神的憐憫
[00:16:13.000 --> 00:16:18.000]  以至他能夠對上帝產生的盼望
[00:16:18.000 --> 00:16:19.000]  仰望
[00:16:19.000 --> 00:16:24.000]  他體會經歷神的慈愛憐憫和救贖
[00:16:24.000 --> 00:16:27.000]  使他很想想念神
[00:16:27.000 --> 00:16:29.000]  很渴望去到神的殿
[00:16:29.000 --> 00:16:32.000]  意思就是去到神的面前
[00:16:32.000 --> 00:16:33.000]  敬拜他
[00:16:33.000 --> 00:16:35.000]  向他禱告
[00:16:35.000 --> 00:16:37.000]  向他獻祭
[00:16:37.000 --> 00:16:39.000]  正如很多以色列人
[00:16:39.000 --> 00:16:41.000]  在伊斯蘭的觀念裏面
[00:16:41.000 --> 00:16:43.000]  在神的殿裏面禱告
[00:16:43.000 --> 00:16:45.000]  特別有效
[00:16:45.000 --> 00:16:47.000]  在聖經上也記載
[00:16:47.000 --> 00:16:50.000]  向這殿舉手祈求
[00:16:50.000 --> 00:16:53.000]  必蒙誰聽
[00:16:53.000 --> 00:16:57.000]  在如福是一個垂死邊緣
[00:16:57.000 --> 00:16:59.000]  與神隔絕的約拿
[00:16:59.000 --> 00:17:00.000]  他想念的
[00:17:00.000 --> 00:17:03.000]  好像一般以色列人的想念一樣
[00:17:03.000 --> 00:17:05.000]  很想敬拜上帝
[00:17:05.000 --> 00:17:08.000]  很想上帝向他施憐憫
[00:17:08.000 --> 00:17:10.000]  施行拯救
[00:17:10.000 --> 00:17:13.000]  在如福裏面的約拿
[00:17:13.000 --> 00:17:15.000]  已經成為一個新造的人
[00:17:15.000 --> 00:17:17.000]  他不再逃避上帝
[00:17:17.000 --> 00:17:22.000]  他只是一心想親近神
[00:17:22.000 --> 00:17:25.000]  這一次來自上帝
[00:17:25.000 --> 00:17:28.000]  與眾不同的管教
[00:17:28.000 --> 00:17:32.000]  看來好像懲罰
[00:17:32.000 --> 00:17:36.000]  實際是神對先知的拯救
[00:17:36.000 --> 00:17:38.000]  保護
[00:17:38.000 --> 00:17:40.000]  要讓先知知道
[00:17:40.000 --> 00:17:44.000]  神已經撫聽了他的聲音
[00:17:44.000 --> 00:17:47.000]  應運了他的禱告
[00:17:47.000 --> 00:17:49.000]  更讓約拿體驗
[00:17:49.000 --> 00:17:55.000]  他在靈裏面應該有的反省和根深
[00:17:55.000 --> 00:17:57.000]  他因為搏抑
[00:17:57.000 --> 00:18:00.000]  去遠離上帝
[00:18:00.000 --> 00:18:03.000]  就好像被流放到陰間
[00:18:03.000 --> 00:18:07.000]  鎖住沒有自由的光景裏面
[00:18:07.000 --> 00:18:09.000]  但上帝沒有放棄他
[00:18:09.000 --> 00:18:10.000]  上帝知道
[00:18:10.000 --> 00:18:13.000]  聆聽到他的呼求
[00:18:13.000 --> 00:18:15.000]  他的禱告
[00:18:15.000 --> 00:18:19.000]  約拿在如禱裏面的禱告是真摯的
[00:18:19.000 --> 00:18:21.000]  是主動的
[00:18:21.000 --> 00:18:23.000]  因為在如福裏面
[00:18:23.000 --> 00:18:25.000]  他唯一的出路
[00:18:25.000 --> 00:18:28.000]  就是仰望這位神的憐憫和救贖
[00:18:28.000 --> 00:18:30.000]  他深深體會到
[00:18:30.000 --> 00:18:33.000]  只有上帝是他唯一的拯救
[00:18:33.000 --> 00:18:35.000]  以至他不得不向上帝
[00:18:35.000 --> 00:18:39.000]  發出讚美和許願
[00:18:39.000 --> 00:18:41.000]  弟兄姊妹
[00:18:41.000 --> 00:18:45.000]  神很多時候會使用不同
[00:18:45.000 --> 00:18:48.000]  令我們難以置信的方法
[00:18:48.000 --> 00:18:50.000]  甚至我們稱為神蹟
[00:18:50.000 --> 00:18:53.000]  去施行他對我們的拯救
[00:18:53.000 --> 00:18:54.000]  你有沒有體會過呢?
[00:18:54.000 --> 00:18:55.000]  你有沒有體會過呢?
[00:18:55.000 --> 00:18:57.000]  你有沒有經歷過呢?
[00:18:57.000 --> 00:19:00.000]  你相不相信呢?
[00:19:00.000 --> 00:19:01.000]  在約拿書第一章
[00:19:01.000 --> 00:19:03.000]  神蹟風浪
[00:19:03.000 --> 00:19:09.000]  竟然打動那班水手的心
[00:19:09.000 --> 00:19:14.000]  甚至向他們不認識的上帝呼求
[00:19:14.000 --> 00:19:21.000]  甚至當他們將約拿拋下海的時候
[00:19:21.000 --> 00:19:26.000]  竟然他們經歷到狂風止住
[00:19:26.000 --> 00:19:28.000]  去到第一章十七節
[00:19:28.000 --> 00:19:31.000]  神再次以大雨吞了約拿
[00:19:31.000 --> 00:19:36.000]  去管教拯救這位我們稱為很有性格
[00:19:36.000 --> 00:19:39.000]  但公然為命的先知
[00:19:39.000 --> 00:19:46.000]  為何上帝在海裏要施行這工作
[00:19:46.000 --> 00:19:50.000]  在漁風裏施行這工作呢?
[00:19:50.000 --> 00:19:55.000]  因為神的作為是人擦不透
[00:19:55.000 --> 00:20:00.000]  你和我都想不到上帝在想甚麼
[00:20:00.000 --> 00:20:02.000]  正如保羅說
[00:20:02.000 --> 00:20:06.000]  心在神豐富的智慧與知識
[00:20:06.000 --> 00:20:10.000]  祂的判斷何其難測
[00:20:10.000 --> 00:20:14.000]  祂的足跡何其難尋
[00:20:14.000 --> 00:20:16.000]  很多時候我們很聰明
[00:20:16.000 --> 00:20:21.000]  應該說很聰明
[00:20:21.000 --> 00:20:23.000]  你這樣的經歷
[00:20:23.000 --> 00:20:25.000]  當然是你犯罪
[00:20:25.000 --> 00:20:26.000]  你犯錯
[00:20:26.000 --> 00:20:28.000]  所以上帝罰你
[00:20:28.000 --> 00:20:31.000]  我相信我們現在都有這樣的觀念
[00:20:31.000 --> 00:20:35.000]  約伯的朋友都是這樣的觀念
[00:20:35.000 --> 00:20:39.000]  我們將上帝困在我們的觀念裏
[00:20:39.000 --> 00:20:42.000]  在我們的有限無知裏
[00:20:42.000 --> 00:20:45.000]  但上帝的判斷是我們擦不透的
[00:20:45.000 --> 00:20:48.000]  上帝是那位獨行其事
[00:20:48.000 --> 00:20:50.000]  上帝的足跡是我們摸不到的
[00:20:50.000 --> 00:20:56.000]  是你用google都search不到的
[00:20:56.000 --> 00:21:03.000]  我們有甚麼本事可以為上帝講說話
[00:21:03.000 --> 00:21:07.000]  連約伯被稱為異人
[00:21:07.000 --> 00:21:09.000]  在他經歷的裏面
[00:21:09.000 --> 00:21:11.000]  特別是開初的時候
[00:21:11.000 --> 00:21:19.000]  他都沒有辦法明白上帝的作為
[00:21:19.000 --> 00:21:26.000]  上帝用不同的方式去私人拯救
[00:21:26.000 --> 00:21:30.000]  除了因為他無法察度的作為
[00:21:30.000 --> 00:21:37.000]  是因為上帝是一位體重每一個垂死的人的上帝
[00:21:37.000 --> 00:21:38.000]  聖經說
[00:21:38.000 --> 00:21:40.000]  他不願一人沉淪
[00:21:40.000 --> 00:21:42.000]  那願萬人得救
[00:21:42.000 --> 00:21:45.000]  我們很多時候都會質疑上帝
[00:21:45.000 --> 00:21:48.000]  為甚麼伊斯蘭國那麼猖狂
[00:21:48.000 --> 00:21:52.000]  為甚麼敵對勢力那麼囂張
[00:21:52.000 --> 00:21:55.000]  我們基督徒反而受苦
[00:21:55.000 --> 00:21:56.000]  受人嘲笑
[00:21:56.000 --> 00:21:59.000]  上帝 你是不是不存在的
[00:21:59.000 --> 00:22:03.000]  上帝 是不是我們信錯了你
[00:22:03.000 --> 00:22:10.000]  上帝 為甚麼你還不動手去救這些人
[00:22:10.000 --> 00:22:13.000]  這裡再一次告訴你
[00:22:13.000 --> 00:22:18.000]  上帝是體重每一個垂死的人
[00:22:18.000 --> 00:22:20.000]  主不會輕看
[00:22:20.000 --> 00:22:25.000]  他會閱覽每一個真心真意的禱告
[00:22:25.000 --> 00:22:29.000]  包括在餘福裏面約拿的禱告
[00:22:29.000 --> 00:22:31.000]  為甚麼
[00:22:31.000 --> 00:22:36.000]  因為救恩出於耶和華
[00:22:36.000 --> 00:22:41.000]  神藉大禹救了約拿
[00:22:41.000 --> 00:22:45.000]  是神要向約拿和我們所有人
[00:22:45.000 --> 00:22:49.000]  去示範甚麼叫做公義
[00:22:49.000 --> 00:22:53.000]  甚麼叫做無條件的拯救
[00:22:53.000 --> 00:22:59.000]  以致到讓約拿對於他從神而來的呼召
[00:22:59.000 --> 00:23:03.000]  對於他對上帝一直的認識
[00:23:03.000 --> 00:23:09.000]  有更深層的理解和幫助
[00:23:09.000 --> 00:23:10.000]  弟兄姊妹
[00:23:10.000 --> 00:23:15.000]  我們的信仰是需要去經歷
[00:23:15.000 --> 00:23:17.000]  以致我們能夠體會到
[00:23:17.000 --> 00:23:21.000]  我們所信的是有真有活的神
[00:23:21.000 --> 00:23:25.000]  我們的信仰如果不讓上帝介入
[00:23:25.000 --> 00:23:29.000]  不讓上帝在我們生命裏面有作為
[00:23:29.000 --> 00:23:32.000]  我們是沒有辦法更深體會到
[00:23:32.000 --> 00:23:35.000]  上帝是一位獨一的真神
[00:23:35.000 --> 00:23:41.000]  我們也不會相信救恩是可以出於他
[00:23:41.000 --> 00:23:42.000]  是的
[00:23:42.000 --> 00:23:46.000]  面對今天的社會
[00:23:46.000 --> 00:23:48.000]  這麼多人住在劏房
[00:23:48.000 --> 00:23:52.000]  這麼多人這麼痛苦
[00:23:52.000 --> 00:23:56.000]  敵對勢力的囂張
[00:23:56.000 --> 00:24:00.000]  這麼多人拜偶像
[00:24:00.000 --> 00:24:04.000]  但他們是生活到風山水起
[00:24:04.000 --> 00:24:06.000]  我們作為基督徒
[00:24:06.000 --> 00:24:08.000]  我們很不舒服
[00:24:08.000 --> 00:24:11.000]  我們很不明白
[00:24:11.000 --> 00:24:14.000]  但願我們知道
[00:24:14.000 --> 00:24:18.000]  救恩是出於耶和華
[00:24:18.000 --> 00:24:21.000]  救恩是出於耶和華
[00:24:21.000 --> 00:24:23.000]  除了因為上帝是那位
[00:24:23.000 --> 00:24:27.000]  施行奇異作為的上帝之外
[00:24:27.000 --> 00:24:33.000]  更因為蒙恩的人獨特的回應
[00:24:33.000 --> 00:24:36.000]  從約拿你看到這件事
[00:24:36.000 --> 00:24:38.000]  在約拿書第一章
[00:24:38.000 --> 00:24:39.000]  我們可以看到
[00:24:39.000 --> 00:24:44.000]  連信奉愛邦假神的水手
[00:24:44.000 --> 00:24:47.000]  都曉得向真神耶和華呼求
[00:24:47.000 --> 00:24:50.000]  並且大大的敬畏神
[00:24:50.000 --> 00:24:52.000]  向祂獻祭許願
[00:24:52.000 --> 00:24:55.000]  並且珍惜約拿的生命
