
[00:00:00.000 --> 00:00:06.000]  好,各位聽眾,今天是2013年的第一次崇拜
[00:07:21.000 --> 00:07:23.000]  我們的身體不只是屬於我們
[00:07:23.000 --> 00:07:25.000]  你不是說我喜歡怎樣吃東西
[00:07:25.000 --> 00:07:26.000]  我怎樣睡覺
[00:07:26.000 --> 00:07:28.000]  我怎樣去糟蹋都可以
[00:07:28.000 --> 00:07:30.000]  不可以這樣
[00:07:30.000 --> 00:07:32.000]  因為我們的身體是神的電
[00:07:32.000 --> 00:07:34.000]  是需要被榮耀
[00:07:34.000 --> 00:07:36.000]  被好好建立起來
[00:07:36.000 --> 00:07:38.000]  但是今天很多人在起居飲食
[00:07:38.000 --> 00:07:41.000]  基本的事情都做得不好
[00:07:41.000 --> 00:07:43.000]  有沒有人很晚睡覺呢
[00:07:43.000 --> 00:07:46.000]  過了十二點 我當是晚了
[00:07:46.000 --> 00:07:48.000]  有沒有人飲食都很不健康呢
[00:07:48.000 --> 00:07:49.000]  很肥膩的那些就喜歡吃
[00:07:49.000 --> 00:07:50.000]  很胃食的那些喜歡吃
[00:07:50.000 --> 00:07:52.000]  不管健不健康煎炸
[00:07:52.000 --> 00:07:54.000]  或者那些不健康的
[00:07:54.000 --> 00:07:55.000]  或者飲或者吃
[00:07:55.000 --> 00:07:56.000]  就喜歡吃就去吃
[00:07:56.000 --> 00:07:57.000]  有沒有這樣的人呢
[00:07:57.000 --> 00:07:58.000]  我相信有
[00:07:58.000 --> 00:07:59.000]  不過你不好意思舉手
[00:07:59.000 --> 00:08:02.000]  有沒有人是不做健康的運動呢
[00:08:02.000 --> 00:08:03.000]  或者反過來
[00:08:03.000 --> 00:08:06.000]  你知道自己做健康運動的人請你舉手
[00:08:06.000 --> 00:08:09.000]  不是很多
[00:08:09.000 --> 00:08:11.000]  你知不知道自己做不健康的運動呢
[00:08:11.000 --> 00:08:13.000]  我想說什麼叫不健康的運動
[00:08:13.000 --> 00:08:15.000]  譬如我做很多都是不健康的運動
[00:08:15.000 --> 00:08:17.000]  不是很健康
[00:08:17.000 --> 00:08:19.000]  就是打球這些不是很健康
[00:08:19.000 --> 00:08:20.000]  對心肺不是很好
[00:08:20.000 --> 00:08:23.000]  對肌肉或者對受損的機會很大
[00:08:23.000 --> 00:08:24.000]  所以我都悔改
[00:08:24.000 --> 00:08:26.000]  最近都會踩一下室內單車
[00:08:26.000 --> 00:08:28.000]  或者最近收到一個好消息
[00:08:28.000 --> 00:08:30.000]  我們的顧問牧師經常都益我們
[00:08:30.000 --> 00:08:32.000]  他送了一個網頁告訴我
[00:08:32.000 --> 00:08:34.000]  原來有些運動呢
[00:08:34.000 --> 00:08:36.000]  一天做三次
[00:08:36.000 --> 00:08:38.000]  每次做三十秒
[00:08:38.000 --> 00:08:41.000]  一個禮拜做幾次就很有效對你身體的改善
[00:08:41.000 --> 00:08:42.000]  就是說一個禮拜
[00:08:42.000 --> 00:08:45.000]  不用做五分鐘的運動對你身體有很大的幫助
[00:08:45.000 --> 00:08:47.000]  你想不想聽是什麼呢
[00:08:47.000 --> 00:08:49.000]  一個禮拜五分鐘而已
[00:08:49.000 --> 00:08:52.000]  每天分半鐘做三次左右
[00:08:52.000 --> 00:08:54.000]  不過星期五我示範了
[00:08:54.000 --> 00:08:55.000]  今天不能夠示範
[00:08:55.000 --> 00:08:58.000]  因為示範完我三分鐘講不到
[00:08:58.000 --> 00:09:01.000]  就是很激烈地做一些很急速的運動
[00:09:01.000 --> 00:09:02.000]  例如掌上壓
[00:09:02.000 --> 00:09:04.000]  或者是Sit up中文
[00:09:04.000 --> 00:09:05.000]  我不記得是什麼
[00:09:05.000 --> 00:09:06.000]  總之彎腰這樣
[00:09:06.000 --> 00:09:07.000]  很急速很快地做
[00:09:07.000 --> 00:09:10.000]  星期五我示範打拳
[00:09:10.000 --> 00:09:11.000]  打拳很快
[00:09:11.000 --> 00:09:13.000]  好像葉問那些你有沒有看過
[00:09:13.000 --> 00:09:15.000]  連續打三十秒
[00:09:15.000 --> 00:09:16.000]  打三次
[00:09:16.000 --> 00:09:17.000]  一天這樣做
[00:09:17.000 --> 00:09:19.000]  不用五分鐘
[00:09:19.000 --> 00:09:21.000]  一個禮拜做三次就會很健康
[00:09:21.000 --> 00:09:23.000]  這個據聞是一個醫學的報告
[00:09:23.000 --> 00:09:25.000]  你信不信由你
[00:09:25.000 --> 00:09:26.000]  不過我相信也有些果效
[00:09:26.000 --> 00:09:27.000]  我一天試完之後
[00:09:27.000 --> 00:09:29.000]  那天都很精神
[00:09:29.000 --> 00:09:31.000]  我冬天都不用怎麼穿衣服
[00:09:31.000 --> 00:09:33.000]  跟這個有關係
[00:09:33.000 --> 00:09:35.000]  高物理言學
[00:09:35.000 --> 00:09:38.000]  我們需要去注重我們的身體
[00:09:38.000 --> 00:09:42.000]  今早當我五六點看新聞的時候
[00:09:42.000 --> 00:09:44.000]  我看到有兩個海關的官員
[00:09:44.000 --> 00:09:46.000]  一個五十歲
[00:09:46.000 --> 00:09:50.000]  就突然間死亡
[00:09:50.000 --> 00:09:51.000]  因為心力交瘁
[00:09:51.000 --> 00:09:54.000]  他的太太患了癌病
[00:09:54.000 --> 00:09:56.000]  他陪伴他走一些日子
[00:09:56.000 --> 00:09:58.000]  差不多同一天
[00:09:58.000 --> 00:10:00.000]  他太太病逝
[00:10:00.000 --> 00:10:02.000]  但他因為心力交瘁
[00:10:02.000 --> 00:10:05.000]  亦都是過身
[00:10:05.000 --> 00:10:07.000]  應該是很健壯的海關官員
[00:10:07.000 --> 00:10:08.000]  五十歲
[00:10:08.000 --> 00:10:09.000]  五十歲很敏感
[00:10:09.000 --> 00:10:11.000]  因為我五十歲
[00:10:11.000 --> 00:10:13.000]  另一個人
[00:10:13.000 --> 00:10:14.000]  又是官員
[00:10:14.000 --> 00:10:15.000]  因為患了心臟病
[00:10:15.000 --> 00:10:17.000]  但他又繼續打籃球
[00:10:17.000 --> 00:10:19.000]  於是前晚在屯門打球
[00:10:19.000 --> 00:10:22.000]  突然間又是死亡
[00:10:22.000 --> 00:10:24.000]  二十七歲
[00:10:24.000 --> 00:10:26.000]  海關官員
[00:10:26.000 --> 00:10:27.000]  打籃球
[00:10:27.000 --> 00:10:29.000]  我喜歡打籃球
[00:10:29.000 --> 00:10:32.000]  今天我們要注重我們的身體
[00:10:32.000 --> 00:10:33.000]  我只是說運動
[00:10:33.000 --> 00:10:35.000]  但飲食、睡眠
[00:10:35.000 --> 00:10:36.000]  這些都是很重要
[00:10:36.000 --> 00:10:38.000]  今天我們需要強壯起來
[00:10:38.000 --> 00:10:40.000]  因為我們的身體和我們的心靈
[00:10:40.000 --> 00:10:41.000]  和我們的靈
[00:10:41.000 --> 00:10:43.000]  是沒有一個絕對的分野
[00:10:43.000 --> 00:10:45.000]  這些一切都是互相的影響
[00:10:45.000 --> 00:10:47.000]  今天有些人的生命不健康
[00:10:47.000 --> 00:10:48.000]  跟他的生活習慣不健康
[00:10:48.000 --> 00:10:50.000]  都是很有關係
[00:10:50.000 --> 00:10:51.000]  我們靈性好不好
[00:10:51.000 --> 00:10:52.000]  不只是抽離
[00:10:52.000 --> 00:10:53.000]  我有沒有讀聖經
[00:10:53.000 --> 00:10:54.000]  有沒有禱告
[00:10:54.000 --> 00:10:55.000]  不只是這樣
[00:10:55.000 --> 00:10:58.000]  跟你整體的生活都很有關係
[00:10:58.000 --> 00:10:59.000]  第一方面
[00:10:59.000 --> 00:11:00.000]  所以是身體
[00:11:00.000 --> 00:11:02.000]  第二方面是心理上
[00:11:02.000 --> 00:11:04.000]  有些醫學報告說
[00:11:04.000 --> 00:11:07.000]  今天香港人大概有兩至三成
[00:11:07.000 --> 00:11:11.000]  一生中患過一些比較嚴重的情緒問題
[00:11:11.000 --> 00:11:12.000]  包括了抑鬱症
[00:11:12.000 --> 00:11:13.000]  驚恐症
[00:11:13.000 --> 00:11:14.000]  社交焦慮症
[00:11:14.000 --> 00:11:15.000]  廣泛的焦慮症
[00:11:15.000 --> 00:11:16.000]  或者強迫症
[00:11:16.000 --> 00:11:21.000]  這些是成人都比較多出現的問題
[00:11:21.000 --> 00:11:24.000]  而裡面也有三方面值得我們思想
[00:11:24.000 --> 00:11:28.000]  第一是精神的健康
[00:11:28.000 --> 00:11:30.000]  當然我們明白
[00:11:30.000 --> 00:11:32.000]  如果你精神健康不健康
[00:11:32.000 --> 00:11:36.000]  即是那些神經病那些人
[00:11:36.000 --> 00:11:38.000]  你有神經的問題
[00:11:38.000 --> 00:11:41.000]  什麼是精神的問題呢
[00:11:41.000 --> 00:11:43.000]  可能醫學有很多的解釋
[00:11:43.000 --> 00:11:45.000]  對我一個這麼膚淺的人來說
[00:11:45.000 --> 00:11:49.000]  我覺得就是想事情要想一遍
[00:11:49.000 --> 00:11:50.000]  想事情只有一種角度
[00:11:50.000 --> 00:11:51.000]  不斷地想
[00:11:51.000 --> 00:11:52.000]  不斷地想
[00:11:52.000 --> 00:11:53.000]  這個人不好
[00:11:53.000 --> 00:11:54.000]  這個人不好
[00:11:54.000 --> 00:11:55.000]  這個人活該
[00:11:55.000 --> 00:11:56.000]  這個人怎樣怎樣
[00:11:56.000 --> 00:11:58.000]  一直這樣想下去
[00:11:58.000 --> 00:11:59.000]  當我在印度侍奉的時候
[00:11:59.000 --> 00:12:00.000]  有一個童工
[00:12:00.000 --> 00:12:01.000]  其實他很好
[00:12:01.000 --> 00:12:04.000]  他愛這個國家這個地方
[00:12:04.000 --> 00:12:05.000]  但他在想怎樣幫人
[00:12:05.000 --> 00:12:06.000]  怎樣幫人
[00:12:06.000 --> 00:12:07.000]  怎樣幫人
[00:12:07.000 --> 00:12:08.000]  怎樣幫人
[00:12:08.000 --> 00:12:09.000]  想著想著
[00:12:09.000 --> 00:12:10.000]  他想如果我是美國總統就好了
[00:12:10.000 --> 00:12:11.000]  如果我是美國總統
[00:12:11.000 --> 00:12:12.000]  他是美國人
[00:12:12.000 --> 00:12:14.000]  於是後期他患上了精神病
[00:12:14.000 --> 00:12:16.000]  就是幻想他是美國總統
[00:12:16.000 --> 00:12:17.000]  是要吃藥
[00:12:17.000 --> 00:12:18.000]  是真的
[00:12:18.000 --> 00:12:20.000]  真的有這樣的事情發生
[00:12:20.000 --> 00:12:22.000]  不是不好的事情
[00:12:22.000 --> 00:12:23.000]  但他就是這樣想
[00:12:23.000 --> 00:12:24.000]  這樣想
[00:12:24.000 --> 00:12:25.000]  這樣想
[00:12:25.000 --> 00:12:26.000]  他只有一個方法
[00:12:26.000 --> 00:12:27.000]  想一個事情
[00:12:27.000 --> 00:12:28.000]  或者解決方法
[00:12:28.000 --> 00:12:29.000]  或者對人對事
[00:12:29.000 --> 00:12:30.000]  只有一種方法
[00:12:30.000 --> 00:12:31.000]  不斷地想
[00:12:31.000 --> 00:12:32.000]  不斷地想
[00:12:32.000 --> 00:12:34.000]  其實他極端化
[00:12:34.000 --> 00:12:36.000]  其實他走錯了路
[00:12:36.000 --> 00:12:38.000]  不是只有這樣一種想法
[00:12:38.000 --> 00:12:40.000]  有時候我們要抽離
[00:12:40.000 --> 00:12:41.000]  以致我們精神
[00:12:41.000 --> 00:12:44.000]  不會出現一個這樣的精神分裂
[00:12:44.000 --> 00:12:45.000]  精神不妥當
[00:12:45.000 --> 00:12:47.000]  精神有問題的狀況
[00:12:47.000 --> 00:12:49.000]  我們需要有肢體提醒我們
[00:12:49.000 --> 00:12:50.000]  其實不一定這樣看
[00:12:50.000 --> 00:12:52.000]  不一定這樣做
[00:12:52.000 --> 00:12:53.000]  有些人很倔強
[00:12:53.000 --> 00:12:54.000]  一定要這樣做
[00:12:54.000 --> 00:12:56.000]  一定要這樣看
[00:12:56.000 --> 00:12:58.000]  我覺得很大危機
[00:12:58.000 --> 00:13:01.000]  出現這個精神健康的問題
[00:13:01.000 --> 00:13:04.000]  第二是情緒的健康
[00:13:04.000 --> 00:13:06.000]  EQ
[00:13:06.000 --> 00:13:09.000]  有些人的情緒很容易發作
[00:13:09.000 --> 00:13:12.000]  我們說好像他有一個電掣
[00:13:12.000 --> 00:13:14.000]  或者有一條尾巴
[00:13:14.000 --> 00:13:15.000]  你不小心踩到他
[00:13:15.000 --> 00:13:16.000]  他就會發作
[00:13:16.000 --> 00:13:18.000]  大叫
[00:13:18.000 --> 00:13:19.000]  在那裡咬你一口
[00:13:19.000 --> 00:13:20.000]  罵到你傻
[00:13:20.000 --> 00:13:23.000]  不知道你有沒有見過這樣的人
[00:13:23.000 --> 00:13:24.000]  他有這個掣
[00:13:24.000 --> 00:13:26.000]  你又不知道是什麼掣
[00:13:26.000 --> 00:13:27.000]  不過你不小心碰到
[00:13:27.000 --> 00:13:28.000]  你不小心碰到
[00:13:28.000 --> 00:13:30.000]  他就大大的發作
[00:13:30.000 --> 00:13:31.000]  很情緒化
[00:13:31.000 --> 00:13:33.000]  不能夠控制自己
[00:13:33.000 --> 00:13:35.000]  這個是情緒健康的問題
[00:13:35.000 --> 00:13:36.000]  我今天所說的
[00:13:36.000 --> 00:13:38.000]  和其他方面都有關係
[00:13:38.000 --> 00:13:40.000]  我不能夠抽離
[00:13:40.000 --> 00:13:41.000]  情緒有問題
[00:13:41.000 --> 00:13:42.000]  怎樣處理
[00:13:42.000 --> 00:13:44.000]  因為其實今天所說的所有東西
[00:13:44.000 --> 00:13:45.000]  都是相關連
[00:13:45.000 --> 00:13:47.000]  可能他身體出現問題
[00:13:47.000 --> 00:13:48.000]  可能他睡覺不好
[00:13:48.000 --> 00:13:50.000]  可能是一些化學的問題
[00:13:50.000 --> 00:13:51.000]  可能是靈性的問題
[00:13:51.000 --> 00:13:53.000]  我不能夠歸咎是什麼問題
[00:13:53.000 --> 00:13:55.000]  或者是童年陰影的問題
[00:13:55.000 --> 00:13:57.000]  但是這些狀況
[00:13:57.000 --> 00:13:58.000]  這些病徵
[00:13:58.000 --> 00:13:59.000]  我們需要留意
[00:13:59.000 --> 00:14:00.000]  今天我們在教會
[00:14:00.000 --> 00:14:01.000]  在小組裡面
[00:14:01.000 --> 00:14:02.000]  我們都見到
[00:14:02.000 --> 00:14:04.000]  不同有這樣的人
[00:14:04.000 --> 00:14:07.000]  我們需要面對
[00:14:07.000 --> 00:14:08.000]  我們需要在主裡面
[00:14:08.000 --> 00:14:10.000]  剛強起來
[00:14:10.000 --> 00:14:12.000]  有的人很喜歡投訴
[00:14:12.000 --> 00:14:14.000]  有的人很喜歡埋怨
[00:14:14.000 --> 00:14:17.000]  有的人很喜歡苦讀
[00:14:17.000 --> 00:14:18.000]  有的人很喜歡睡不著
[00:14:18.000 --> 00:14:20.000]  想別人的壞事
[00:14:20.000 --> 00:14:22.000]  這些都是情緒的問題
[00:14:22.000 --> 00:14:23.000]  或者胃痛
[00:14:23.000 --> 00:14:24.000]  無名的胃痛
[00:14:24.000 --> 00:14:25.000]  頭痛
[00:14:25.000 --> 00:14:26.000]  腫痛
[00:14:26.000 --> 00:14:28.000]  都是一些情緒的表現
[00:14:28.000 --> 00:14:30.000]  第三方面
[00:14:30.000 --> 00:14:32.000]  是意志的健康
[00:14:32.000 --> 00:14:33.000]  在心理裡面
[00:14:33.000 --> 00:14:34.000]  有一種健康
[00:14:34.000 --> 00:14:36.000]  叫做意志的健康
[00:14:36.000 --> 00:14:37.000]  意思就是說
[00:14:37.000 --> 00:14:39.000]  一些事情
[00:14:39.000 --> 00:14:40.000]  你明白
[00:14:40.000 --> 00:14:42.000]  你知道是好的
[00:14:42.000 --> 00:14:43.000]  但是你不去做
[00:14:43.000 --> 00:14:45.000]  或者始終做不出來
[00:14:45.000 --> 00:14:46.000]  做來做去都做不到
