
[00:00:00.000 --> 00:00:02.000]  各位姐妹大家新年好
[00:06:24.000 --> 00:06:27.000]  直到阻礙的日子近了
[00:06:27.000 --> 00:06:29.000]  那我今天要跟大家分享的詩篇
[00:06:29.000 --> 00:06:30.000]  是91篇呢
[00:06:30.000 --> 00:06:32.000]  大部分的學者認為呢
[00:06:32.000 --> 00:06:34.000]  它是大衛寫的
[00:06:34.000 --> 00:06:36.000]  那也有人認為它是摩西
[00:06:36.000 --> 00:06:40.000]  但是我比較贊成是這個大衛
[00:06:40.000 --> 00:06:42.000]  原因是因為他很多的語句呢
[00:06:42.000 --> 00:06:43.000]  跟大衛說的很像
[00:06:43.000 --> 00:06:47.000]  他是我的避難所
[00:06:47.000 --> 00:06:48.000]  無論誰寫的
[00:06:48.000 --> 00:06:50.000]  我們其實是要從神的話語裡面
[00:06:50.000 --> 00:06:51.000]  找到原則
[00:06:51.000 --> 00:06:52.000]  但我今天呢
[00:06:52.000 --> 00:06:55.000]  我就用這個簡單的整理一下
[00:06:55.000 --> 00:06:56.000]  大家跟我一起念
[00:06:56.000 --> 00:06:57.000]  這是我今天的講道大綱
[00:06:57.000 --> 00:06:58.000]  第一點
[00:06:58.000 --> 00:07:01.000]  選擇住在神那裡
[00:07:01.000 --> 00:07:04.000]  祂必日夜保護你
[00:07:04.000 --> 00:07:07.000]  你若專心來愛祂
[00:07:07.000 --> 00:07:10.000]  必享生命救恩福
[00:07:10.000 --> 00:07:12.000]  我們看見第一句話
[00:07:12.000 --> 00:07:14.000]  有一個動詞叫做什麼呢
[00:07:14.000 --> 00:07:15.000]  選擇
[00:07:15.000 --> 00:07:18.000]  當我們選擇住在神那裡的時候
[00:07:18.000 --> 00:07:20.000]  神會保護我們
[00:07:20.000 --> 00:07:22.000]  當我們住在神那裡
[00:07:22.000 --> 00:07:25.000]  這個魔鬼不會害我們
[00:07:25.000 --> 00:07:27.000]  所以神祂要保護我們
[00:07:27.000 --> 00:07:30.000]  那如果我們專心來愛祂的話呢
[00:07:30.000 --> 00:07:33.000]  就有美福可享
[00:07:33.000 --> 00:07:35.000]  那我們來看今天的經文
[00:07:35.000 --> 00:07:37.000]  在今天的第一節裡面
[00:07:37.000 --> 00:07:39.000]  詩人告訴我們說
[00:07:39.000 --> 00:07:42.000]  祂說住在至高者隱秘處的
[00:07:42.000 --> 00:07:45.000]  必住在全能者的印下
[00:07:45.000 --> 00:07:46.000]  那在這裡
[00:07:46.000 --> 00:07:50.000]  誰住在至高者的隱秘處呢
[00:07:50.000 --> 00:07:51.000]  如今就是你我們
[00:07:51.000 --> 00:07:53.000]  我們認識主耶穌基督的
[00:07:53.000 --> 00:07:54.000]  我們神的兒女
[00:07:54.000 --> 00:07:59.000]  都是應該要住在神的隱秘處的
[00:07:59.000 --> 00:08:01.000]  但是我要問的是
[00:08:01.000 --> 00:08:03.000]  我們雖然都懂得這個道理
[00:08:03.000 --> 00:08:04.000]  有誰不懂
[00:08:04.000 --> 00:08:05.000]  大家讀聖經大家都懂
[00:08:05.000 --> 00:08:07.000]  但是我們門心問一問
[00:08:07.000 --> 00:08:09.000]  或者是說自己問一下自己
[00:08:09.000 --> 00:08:11.000]  我們現在真的有住在
[00:08:11.000 --> 00:08:13.000]  這個隱秘處嗎
[00:08:13.000 --> 00:08:15.000]  有嗎
[00:08:15.000 --> 00:08:17.000]  有沒有提心吊膽呢
[00:08:17.000 --> 00:08:19.000]  有沒有不平安呢
[00:08:19.000 --> 00:08:24.000]  有沒有不敢來面對神呢
[00:08:24.000 --> 00:08:25.000]  還是你是一個很喜樂
[00:08:25.000 --> 00:08:32.000]  很喜歡朝見神的呢
[00:08:32.000 --> 00:08:34.000]  我分享有一次
[00:08:34.000 --> 00:08:36.000]  大概前年的時候
[00:08:36.000 --> 00:08:38.000]  我跟師母還有我的孩子Samuel
[00:08:38.000 --> 00:08:41.000]  我們決定去東岸去造訪
[00:08:41.000 --> 00:08:43.000]  去探訪一位朋友
[00:08:43.000 --> 00:08:45.000]  他們住DC玩樂之後
[00:08:45.000 --> 00:08:48.000]  我們決定我們要來個小旅行
[00:08:48.000 --> 00:08:51.000]  我們就去紐約
[00:08:51.000 --> 00:08:54.000]  大家知道紐約的消費高還是低
[00:08:54.000 --> 00:08:56.000]  高
[00:08:56.000 --> 00:08:58.000]  它有比加州高嗎
[00:08:58.000 --> 00:09:00.000]  有對不對
[00:09:00.000 --> 00:09:03.000]  那我們第一個面對的問題就是哪裡
[00:09:03.000 --> 00:09:05.000]  住的問題
[00:09:05.000 --> 00:09:09.000]  所以我們就在討論說要住哪裡
[00:09:09.000 --> 00:09:10.000]  心裡面就開始想了
[00:09:10.000 --> 00:09:13.000]  在盤算認識了誰住在哪裡
[00:09:13.000 --> 00:09:15.000]  可是我們心裡想說
[00:09:15.000 --> 00:09:17.000]  我們要去的地方呢
[00:09:17.000 --> 00:09:19.000]  因為紐約很大
[00:09:19.000 --> 00:09:22.000]  我們不希望花太多時間在交通上面
[00:09:22.000 --> 00:09:24.000]  所以最後我們還是決定
[00:09:24.000 --> 00:09:28.000]  還是住當地的旅社
[00:09:28.000 --> 00:09:29.000]  但是旅社太貴了
[00:09:29.000 --> 00:09:31.000]  所以我們攝取了半天呢
[00:09:31.000 --> 00:09:32.000]  我看了一下
[00:09:32.000 --> 00:09:33.000]  最後決定住哪裡
[00:09:33.000 --> 00:09:36.000]  你們猜猜看
[00:09:36.000 --> 00:09:38.000]  民宿
[00:09:38.000 --> 00:09:41.000]  民宿在美國就是Airbnb
[00:09:41.000 --> 00:09:46.000]  Airbnb這樣子
[00:09:46.000 --> 00:09:47.000]  我就上網看了一下
[00:09:47.000 --> 00:09:50.000]  就看了一下評價東比較西比較
[00:09:50.000 --> 00:09:52.000]  後來選擇了一家
[00:09:52.000 --> 00:09:54.000]  其實還是有點擔心
[00:09:54.000 --> 00:09:57.000]  因為從來沒去過對不對
[00:09:57.000 --> 00:09:59.000]  然後我們住的那個地方呢
[00:09:59.000 --> 00:10:01.000]  是黑人區
[00:10:01.000 --> 00:10:03.000]  但是我們開始不是這麼確定
[00:10:03.000 --> 00:10:06.000]  但是有網友就說這個地方不錯啊
[00:10:06.000 --> 00:10:09.000]  然後也離地鐵站很近
[00:10:09.000 --> 00:10:12.000]  大概走路十幾分鐘就可以到地鐵站
[00:10:12.000 --> 00:10:17.000]  於是我們就決定要住這一間了
[00:10:17.000 --> 00:10:18.000]  其實我們當時
[00:10:18.000 --> 00:10:20.000]  我們希望我們在紐約呢
[00:10:20.000 --> 00:10:22.000]  我們的訴求很簡單
[00:10:22.000 --> 00:10:24.000]  我們希望一個三人房
[00:10:24.000 --> 00:10:27.000]  然後有可以洗澡的地方
[00:10:27.000 --> 00:10:29.000]  然後進地鐵站十五分鐘
[00:10:29.000 --> 00:10:32.000]  大概就這樣
[00:10:32.000 --> 00:10:33.000]  然後我們呢
[00:10:33.000 --> 00:10:35.000]  因為我們要去的地方呢
[00:10:35.000 --> 00:10:39.000]  是我們希望把握時間
[00:10:39.000 --> 00:10:40.000]  不希望這個
[00:10:40.000 --> 00:10:43.000]  應該講說Airbnb的這個屋主
[00:10:43.000 --> 00:10:45.000]  他希望我們下午三點就check in
[00:10:45.000 --> 00:10:47.000]  但是我們就覺得太早了
[00:10:47.000 --> 00:10:50.000]  這樣要花時間往返太浪費時間了
[00:10:50.000 --> 00:10:52.000]  所以我們想說可不可以晚一點
[00:10:52.000 --> 00:10:53.000]  他跟我們說大概六點
[00:10:53.000 --> 00:10:54.000]  六點半
[00:10:54.000 --> 00:10:56.000]  可是當天check in的時候
[00:10:56.000 --> 00:10:58.000]  事實上快十點半了
[00:10:58.000 --> 00:11:00.000]  各位姊妹我們呢
[00:11:00.000 --> 00:11:01.000]  結束我們的行程呢
[00:11:01.000 --> 00:11:03.000]  到了下了地鐵站
[00:11:03.000 --> 00:11:06.000]  走路的時候我們就發現
[00:11:06.000 --> 00:11:10.000]  我們走在黑人區裡面
[00:11:10.000 --> 00:11:12.000]  所看見的呢
[00:11:12.000 --> 00:11:15.000]  看見的人全部都是黑色的
[00:11:15.000 --> 00:11:18.000]  那這個時候呢我就跟我兒子說
[00:11:18.000 --> 00:11:21.000]  把你的這個hoodie的帽子戴上
[00:11:21.000 --> 00:11:24.000]  我也把我的hoodie的帽子戴上
[00:11:24.000 --> 00:11:26.000]  那黑人都喜歡戴hoodie對不對
[00:11:26.000 --> 00:11:30.000]  那我們就喬裝我們也是黑人
[00:11:30.000 --> 00:11:33.000]  那這個小雪師母就走在中間
[00:11:33.000 --> 00:11:35.000]  我們就越走越快
[00:11:35.000 --> 00:11:37.000]  走的時候就東張西望的
[00:11:37.000 --> 00:11:38.000]  看看有沒有什麼
[00:11:38.000 --> 00:11:39.000]  因為你知道嗎
[00:11:39.000 --> 00:11:40.000]  沒有去過
[00:11:40.000 --> 00:11:42.000]  因為我以前就聽說了
[00:11:42.000 --> 00:11:45.000]  我的同事他在紐約裡面
[00:11:45.000 --> 00:11:46.000]  他拉著行李走
[00:11:46.000 --> 00:11:49.000]  結果當天就被搶了
[00:11:49.000 --> 00:11:51.000]  他才拉行李走出來地鐵
[00:11:51.000 --> 00:11:53.000]  不是那時候好像還沒地鐵站
[00:11:53.000 --> 00:11:54.000]  兩千年左右
[00:11:54.000 --> 00:11:57.000]  他拉著這個行李就被搶了
[00:11:57.000 --> 00:11:59.000]  所以我對這個印象
[00:11:59.000 --> 00:12:01.000]  是有點擔心的
[00:12:01.000 --> 00:12:03.000]  但是當那天我們就越走越快
[00:12:03.000 --> 00:12:04.000]  結果就沒事了
[00:12:04.000 --> 00:12:07.000]  走到了這個屋主的
[00:12:07.000 --> 00:12:09.000]  走到我們要住宿的地方
[00:12:09.000 --> 00:12:10.000]  那我擔心呢
[00:12:10.000 --> 00:12:13.000]  所以我會印什麼 印訂單出來
[00:12:13.000 --> 00:12:16.000]  因為飯店有你的資料
[00:12:16.000 --> 00:12:19.000]  但是你跟一般的屋主
[00:12:19.000 --> 00:12:20.000]  他怎麼知道你有沒有
[00:12:20.000 --> 00:12:22.000]  你是在這邊來住的
[00:12:22.000 --> 00:12:24.000]  所以我一定要把訂單印出來
[00:12:24.000 --> 00:12:26.000]  確保我到時候可以入住
[00:12:26.000 --> 00:12:28.000]  所以我就把它印出來了
[00:12:28.000 --> 00:12:29.000]  然後也跟房東聯絡了
[00:12:29.000 --> 00:12:32.000]  然後後來我們好不容易進去了
[00:12:32.000 --> 00:12:34.000]  當我們住進去的時候
[00:12:34.000 --> 00:12:35.000]  就發現呢
[00:12:35.000 --> 00:12:37.000]  感謝主
[00:12:37.000 --> 00:12:39.000]  有三張床
[00:12:39.000 --> 00:12:41.000]  然後有洗澡的地方
[00:12:41.000 --> 00:12:43.000]  雖然不是很大
[00:12:43.000 --> 00:12:46.000]  然後更卸下心防的是
[00:12:46.000 --> 00:12:49.000]  這個屋主是兩位學生
[00:12:49.000 --> 00:12:52.000]  然後我們就有點就放心了
[00:12:52.000 --> 00:12:55.000]  那早上的時候呢
[00:12:55.000 --> 00:12:57.000]  這個學生他就起來呢
[00:12:57.000 --> 00:12:58.000]  他就遛狗
[00:12:58.000 --> 00:13:00.000]  狗呢 這兩隻狗呢
[00:13:00.000 --> 00:13:02.000]  就很興奮的你知道嗎
[00:13:02.000 --> 00:13:04.000]  狗早起來的時候都很興奮
[00:13:04.000 --> 00:13:07.000]  因為這個要可以出去放風了
[00:13:07.000 --> 00:13:10.000]  他就竄到我們的房間裡面來了
[00:13:10.000 --> 00:13:11.000]  在我的房間裡面
[00:13:11.000 --> 00:13:14.000]  我還伸手去摸了他一下
[00:13:14.000 --> 00:13:17.000]  有了這樣的經驗
[00:13:17.000 --> 00:13:19.000]  那跟這些房東他們住一起
[00:13:19.000 --> 00:13:21.000]  其實還蠻 感覺蠻好的
[00:13:21.000 --> 00:13:23.000]  就是很安靜
[00:13:23.000 --> 00:13:24.000]  最重要的是
[00:13:24.000 --> 00:13:28.000]  我們三個人
[00:13:28.000 --> 00:13:31.000]  一天晚上花不到美金一百塊
[00:13:31.000 --> 00:13:32.000]  這是我們的經歷
[00:13:32.000 --> 00:13:34.000]  各位觀眾姐妹我要說什麼
[00:13:34.000 --> 00:13:36.000]  並不是說我有這個旅遊的經驗怎麼樣
[00:13:36.000 --> 00:13:38.000]  而是說當我呢
[00:13:38.000 --> 00:13:40.000]  我們真實的經歷住在一個
[00:13:40.000 --> 00:13:42.000]  我們從來沒有住過的地方
[00:13:42.000 --> 00:13:43.000]  你就住過啦
[00:13:43.000 --> 00:13:46.000]  有住過沒住過是不一樣的
[00:13:46.000 --> 00:13:49.000]  有住過你下次還會不會去住
[00:13:49.000 --> 00:13:51.000]  如果好的話你會決定要住
[00:13:51.000 --> 00:13:53.000]  而且你還會留comment給他
[00:13:53.000 --> 00:13:56.000]  就說這家還不錯
[00:13:56.000 --> 00:13:57.000]  如果沒有住過
[00:13:57.000 --> 00:13:59.000]  我們只能想像
[00:13:59.000 --> 00:14:01.000]  但我們看看詩人呢
[00:14:01.000 --> 00:14:03.000]  他告訴我們說什麼呢
[00:14:03.000 --> 00:14:05.000]  我們讀一下你們的經文的第二節
[00:14:05.000 --> 00:14:08.000]  經文的第二節
[00:14:08.000 --> 00:14:12.000]  我要論到耶和華碩
[00:14:12.000 --> 00:14:14.000]  祂是我的避難所
[00:14:14.000 --> 00:14:16.000]  是我的山寨
[00:14:16.000 --> 00:14:18.000]  是我的神
[00:14:18.000 --> 00:14:20.000]  是我所依靠的
[00:14:20.000 --> 00:14:22.000]  詩人他一定是經歷過神
[00:14:22.000 --> 00:14:26.000]  他才會說我要論到耶和華碩
[00:14:26.000 --> 00:14:29.000]  他一定有住過
[00:14:29.000 --> 00:14:31.000]  就像我有住過Airbnb
[00:14:31.000 --> 00:14:32.000]  所以我才可以跟你們講
[00:14:32.000 --> 00:14:34.000]  我住過的是什麼情況
[00:14:34.000 --> 00:14:36.000]  我們從詩人的口中知道
[00:14:36.000 --> 00:14:38.000]  他所論述的神
[00:14:38.000 --> 00:14:41.000]  是什麼樣的神呢
[00:14:41.000 --> 00:14:44.000]  祂是至高者
[00:14:44.000 --> 00:14:47.000]  祂是全能神
[00:14:47.000 --> 00:14:49.000]  祂是耶和華
[00:14:49.000 --> 00:14:51.000]  祂是神
[00:14:51.000 --> 00:14:53.000]  祂是我的神
[00:14:53.000 --> 00:14:54.000]  在至高者裡面呢
[00:14:54.000 --> 00:14:57.000]  我們在詩篇四七篇第二節裡面講到
[00:14:57.000 --> 00:15:01.000]  耶和華至高者是可畏的神
[00:15:01.000 --> 00:15:04.000]  所以大衛他一定是經歷到神是那位可畏的
[00:15:04.000 --> 00:15:05.000]  有嗎
[00:15:05.000 --> 00:15:07.000]  有經歷過嗎
[00:15:07.000 --> 00:15:09.000]  記不記得烏剎事件
[00:15:09.000 --> 00:15:11.000]  他在迎約貴的時候
[00:15:11.000 --> 00:15:14.000]  他的祭司手去摸到約貴
[00:15:14.000 --> 00:15:15.000]  去扶約貴
[00:15:15.000 --> 00:15:17.000]  結果就被擊殺了
[00:15:17.000 --> 00:15:20.000]  讓大衛頭痛不已
[00:15:20.000 --> 00:15:22.000]  讓他很擔心
[00:15:22.000 --> 00:15:23.000]  怎麼辦
[00:15:23.000 --> 00:15:24.000]  他又想迎約貴
[00:15:24.000 --> 00:15:26.000]  可是卻發生這樣的事
[00:15:26.000 --> 00:15:29.000]  他經歷過神是那位至高的神
[00:15:29.000 --> 00:15:31.000]  詩篇四十六篇第四節講到
[00:15:31.000 --> 00:15:32.000]  有一條河
[00:15:32.000 --> 00:15:35.000]  這河的分岔使神的臣歡喜
[00:15:35.000 --> 00:15:38.000]  這臣就是至高者的聖所
[00:15:38.000 --> 00:15:40.000]  我們知道神的聖所
[00:15:40.000 --> 00:15:42.000]  在這裡看見至高者
[00:15:42.000 --> 00:15:46.000]  祂的聖臣是喜樂的臣
[00:15:46.000 --> 00:15:49.000]  詩篇七十八篇第三十五節也講到了
[00:15:49.000 --> 00:15:51.000]  我們的這位神
[00:15:51.000 --> 00:15:55.000]  至高的神是救贖主
[00:15:55.000 --> 00:15:57.000]  所以對大衛來講
[00:15:57.000 --> 00:15:59.000]  他一定知道
[00:15:59.000 --> 00:16:00.000]  這個詩人他一定經歷到
[00:16:00.000 --> 00:16:02.000]  那位神是至高的神
[00:16:02.000 --> 00:16:03.000]  是可謂的
[00:16:03.000 --> 00:16:07.000]  是那位救贖的神
[00:16:07.000 --> 00:16:08.000]  第二個我們看到
[00:16:08.000 --> 00:16:11.000]  漢口里所說的那位神
[00:16:11.000 --> 00:16:14.000]  是全能的神
