
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹,早晨,很高興有機會能夠今天在這裡和大家分享上帝的道
[00:09:37.000 --> 00:09:42.000]  了解上帝歷史裡面的活動,以及對我們每個人的帶領
[00:09:43.000 --> 00:09:52.000]  根據詩篇139篇1-6節和13-18節,這裡講到神是完全認識我們的
[00:09:52.000 --> 00:09:58.000]  甚至我們在沒有福的時候,上帝其實已經是認識我們
[00:09:58.000 --> 00:10:04.000]  我們所度的每一個日子都是記在上帝的冊子上
[00:10:05.000 --> 00:10:13.000]  上帝對我們是沒有什麼不了解,上帝對我們是沒有什麼不知道的
[00:10:13.000 --> 00:10:19.000]  這裡甚至講到上帝的意念是很珍貴,很眾多
[00:10:19.000 --> 00:10:26.000]  但是無論我們在睡覺,或者當我們醒來的時候
[00:10:26.000 --> 00:10:33.000]  上帝都必定與我們同在,上帝與我們是同行的
[00:10:34.000 --> 00:10:40.000]  儘管祂有多了解我們,祂也是與我們同行的
[00:10:40.000 --> 00:10:46.000]  這種同行也表示了上帝願意我們認識祂
[00:10:46.000 --> 00:10:51.000]  上帝願意我們知道祂與我們同行
[00:10:51.000 --> 00:10:57.000]  上帝願意將祂啟示給我們,讓我們能夠了解祂
[00:10:58.000 --> 00:11:04.000]  透過我們對那種洞察力的培養,上帝的恩典
[00:11:04.000 --> 00:11:09.000]  讓我們能夠體會到上帝如何與我們同行
[00:11:09.000 --> 00:11:12.000]  上帝如何來引導我們的生命
[00:11:12.000 --> 00:11:18.000]  今天我們讀《撒姆爾記》上的第三章
[00:11:18.000 --> 00:11:23.000]  我打算跟大家看完第三章
[00:11:24.000 --> 00:11:29.000]  裡面記載了兩個測驗上帝的人的故事
[00:11:29.000 --> 00:11:35.000]  一個是孩童撒姆爾,這個只是一個孩童
[00:11:35.000 --> 00:11:41.000]  他還有很多潛質還沒有發展出來
[00:11:41.000 --> 00:11:46.000]  還有很多潛質還沒有實現出來
[00:11:47.000 --> 00:11:55.000]  另外一個,他是一個眼目昏花,看不分明的二尼,這位祭師
[00:11:55.000 --> 00:12:01.000]  這兩個人他們生活在一個神的語言非常稀少
[00:12:01.000 --> 00:12:07.000]  不常有默示的日子,這個時間一定是一個很紛亂的時間
[00:12:07.000 --> 00:12:14.000]  上帝的說話非常少,上帝的默示非常少
[00:12:15.000 --> 00:12:18.000]  在一個這樣的時刻,他們兩個人
[00:12:18.000 --> 00:12:25.000]  一個是毫無預備,但是另一個是不斷的去思索
[00:12:25.000 --> 00:12:30.000]  究竟他所擔心的事情會是怎樣的一回事
[00:12:30.000 --> 00:12:38.000]  根據《出埃及記》第27章第20至21節的要求
[00:12:39.000 --> 00:12:47.000]  就是在這個藥櫃要有一個燈,這個燈由晚上到早晨都不可以熄滅
[00:12:47.000 --> 00:12:54.000]  祭師就要在那裡料理著這個燈,令它不會熄滅
[00:12:54.000 --> 00:12:58.000]  《出埃及記》第三章一開始的時候
[00:12:58.000 --> 00:13:05.000]  其實講到這位撒姆爾這個童子正在擔當這個職責
[00:13:06.000 --> 00:13:11.000]  在那裡看著這個燈,不要讓這個燈熄滅
[00:13:11.000 --> 00:13:14.000]  要保持著他的明亮
[00:13:14.000 --> 00:13:21.000]  神三次來呼喚這個撒姆爾,他都是回應我在這裡
[00:13:21.000 --> 00:13:25.000]  他都去找這個以利,以利兩次跟他說
[00:13:25.000 --> 00:13:28.000]  我沒有呼喚過你,於是叫他回去睡覺
[00:13:28.000 --> 00:13:35.000]  到了第三次的時候,以利明白上帝呼喚這個撒姆爾
[00:13:36.000 --> 00:13:43.000]  然後他才教撒姆爾怎樣去聆聽,怎樣去回應
[00:13:43.000 --> 00:13:49.000]  撒姆爾對神說,請說僕人敬聽
[00:13:49.000 --> 00:13:52.000]  請說僕人敬聽
[00:13:52.000 --> 00:13:59.000]  神於是告訴撒姆爾,他要怎樣追討以利家的罪業
[00:14:00.000 --> 00:14:06.000]  同時,正是神將他的話語給撒姆爾的時候
[00:14:06.000 --> 00:14:12.000]  確認了他是上帝揀選的先知的身份
[00:14:12.000 --> 00:14:17.000]  撒姆爾從來沒有聆聽過上帝的聲音
[00:14:17.000 --> 00:14:23.000]  雖然他很忠勤地在這個會幕裡服侍
[00:14:23.000 --> 00:14:28.000]  他也沒有經驗過神怎樣去引導他
[00:14:29.000 --> 00:14:32.000]  他也沒有心去察驗什麼
[00:14:32.000 --> 00:14:36.000]  他是靠以利對他的提醒
[00:14:36.000 --> 00:14:42.000]  提醒他安靜的裡面,去聆聽上帝的聲音
[00:14:42.000 --> 00:14:48.000]  所以如果我們看撒姆爾對上帝的活動
[00:14:48.000 --> 00:14:54.000]  他只是察驗一個有經驗的長者去指導他
[00:14:55.000 --> 00:15:00.000]  一個他是以一個尊敬和謙卑的態度
[00:15:00.000 --> 00:15:07.000]  用他願意留心聆聽的心去聆聽上帝所給他的說話
[00:15:07.000 --> 00:15:13.000]  當然這種態度不是一時之間就能夠出現的
[00:15:13.000 --> 00:15:18.000]  這種態度應該是從小,當然撒姆爾還是小
[00:15:18.000 --> 00:15:23.000]  已經開始很恭謹地在服侍的過程裡
[00:15:24.000 --> 00:15:28.000]  很明白這位上帝是以謙卑恭謹的態度
[00:15:28.000 --> 00:15:32.000]  去面對他,去尋求他的時候
[00:15:32.000 --> 00:15:37.000]  很留心的去聆聽,才能夠聽到他的聲音
[00:15:37.000 --> 00:15:42.000]  還有,在19-21節說到
[00:15:42.000 --> 00:15:47.000]  神在以後的日子裡,與撒姆爾同在
[00:15:47.000 --> 00:15:52.000]  使他的話一句都沒有落空,確立他先知的身份
[00:15:53.000 --> 00:15:58.000]  他也在赤羅再一次向他顯現,啟示他自己
[00:15:58.000 --> 00:16:03.000]  不單在當天晚上,上帝對他說話
[00:16:03.000 --> 00:16:09.000]  在及後的日子裡,上帝也一樣向他展現
[00:16:09.000 --> 00:16:13.000]  他對他的身份的確認
[00:16:13.000 --> 00:16:18.000]  在這個經文裡,有另外一個人
[00:16:18.000 --> 00:16:22.000]  他要察驗神的引導,這是以利
[00:16:23.000 --> 00:16:27.000]  他希望了解的,並不是他個人的事
[00:16:27.000 --> 00:16:32.000]  他希望了解的,是他家族的前景
[00:16:32.000 --> 00:16:37.000]  察驗不是為了我們自己,而是為了整個群體
[00:16:37.000 --> 00:16:43.000]  究竟他的方向是怎樣,這個群體要面對什麼
[00:16:43.000 --> 00:16:48.000]  在這段故事裡,我們看到
[00:16:49.000 --> 00:16:54.000]  神並不是直接向他說明,他要怎樣審判他的家族
[00:16:54.000 --> 00:16:58.000]  神是向撒姆爾說
[00:16:58.000 --> 00:17:03.000]  以利相信神對撒姆爾說了些什麼
[00:17:03.000 --> 00:17:07.000]  他要求撒姆爾告訴他
[00:17:07.000 --> 00:17:14.000]  於是撒姆爾就將神對他說的話告訴以利
[00:17:17.000 --> 00:17:21.000]  以利知道自己兒子的惡行
[00:17:21.000 --> 00:17:26.000]  在二章二十二至二十五節,即是前一章
[00:17:26.000 --> 00:17:29.000]  其實他知道,在他的經驗裡
[00:17:29.000 --> 00:17:34.000]  他看到他的兒子是多麼不遵從上帝的說話
[00:17:34.000 --> 00:17:38.000]  他的惡行有多少,他自己曾經勸過他們
[00:17:38.000 --> 00:17:41.000]  不過他們不聽
[00:17:41.000 --> 00:17:44.000]  所以在他的經驗裡告訴他
[00:17:45.000 --> 00:17:49.000]  我的家族是不行的,我的家族是有問題的
[00:17:49.000 --> 00:17:53.000]  只不過我真的需要確認究竟會是怎樣
[00:17:53.000 --> 00:17:56.000]  上帝會怎樣對待我們
[00:17:56.000 --> 00:18:00.000]  而上帝在之前也派過一個神人
[00:18:00.000 --> 00:18:04.000]  在二章二十七至三十六節裡
[00:18:04.000 --> 00:18:07.000]  告訴他,他要懲罰他的家族
[00:18:07.000 --> 00:18:12.000]  而且另外興起一個領袖來取代以利
[00:18:13.000 --> 00:18:17.000]  其實在他未聽到撒姆爾對他說的話之前
[00:18:17.000 --> 00:18:20.000]  他已經之前有相當的經驗
[00:18:20.000 --> 00:18:23.000]  他看到他的兒子的惡行
[00:18:23.000 --> 00:18:26.000]  上帝派一個神人來跟他說
[00:18:26.000 --> 00:18:31.000]  然後他在撒姆爾的口中再一次確定
[00:18:31.000 --> 00:18:35.000]  上帝是會來懲罰他的家族
[00:18:35.000 --> 00:18:39.000]  無論他的家族獻什麼祭品都好
[00:18:40.000 --> 00:18:44.000]  都不能夠來取代上帝的那一種懲罰
[00:18:44.000 --> 00:18:50.000]  所以從實際他所看到發生的事
[00:18:50.000 --> 00:18:54.000]  從以往聽到神人的訊息
[00:18:54.000 --> 00:18:56.000]  從撒姆爾的確認
[00:18:56.000 --> 00:18:59.000]  以來知道神的判斷是怎樣
[00:18:59.000 --> 00:19:02.000]  他也是心存信服的
[00:19:02.000 --> 00:19:08.000]  他說,神看怎樣是好就怎樣走
[00:19:10.000 --> 00:19:13.000]  這也有兩種解釋
[00:19:13.000 --> 00:19:18.000]  一種解釋是早期以色列有一種命定主義
[00:19:18.000 --> 00:19:20.000]  上帝是怎樣我就怎樣
[00:19:20.000 --> 00:19:23.000]  但當然另一種理解是
[00:19:23.000 --> 00:19:28.000]  以利始終信服於上帝的判斷
[00:19:28.000 --> 00:19:37.000]  他並沒有違抗上帝對他的家族審判的決定
[00:19:40.000 --> 00:19:45.000]  從這兩個測驗上帝作為的人身上我們看到
[00:19:45.000 --> 00:19:50.000]  第一,神可以直接宣告他的想法
[00:19:50.000 --> 00:19:54.000]  但他也可以派人代言
[00:19:54.000 --> 00:19:57.000]  跟我們說他的想法是怎樣
[00:19:57.000 --> 00:20:04.000]  第二,測驗的人必定需要以尊敬謙卑的態度
[00:20:04.000 --> 00:20:07.000]  來聆聽上帝的說話
[00:20:08.000 --> 00:20:14.000]  觀察或嘗試理解上帝究竟是怎樣來到
[00:20:14.000 --> 00:20:19.000]  有他的作為或詮釋上帝的作為
[00:20:19.000 --> 00:20:25.000]  第三,神可以藉著靈性導師來幫助我們
[00:20:25.000 --> 00:20:28.000]  尋找和了解他的途徑
[00:20:29.000 --> 00:20:40.000]  靈性導師這個事工在天主教的傳統中一直都有做
[00:20:40.000 --> 00:20:45.000]  但在基督教的傳統中我們失落了很多年
[00:20:45.000 --> 00:20:53.000]  但近幾十年我們開始重視靈性導師的事工
[00:20:54.000 --> 00:20:59.000]  靈性導師基本上不是甚麼特別的事
[00:20:59.000 --> 00:21:02.000]  而是一個師徒的關係
[00:21:02.000 --> 00:21:08.000]  透過這個徒弟講述他日常生活的經驗
[00:21:08.000 --> 00:21:10.000]  其實是很日常生活的事
[00:21:10.000 --> 00:21:17.000]  這個師傅幫助他理解上帝如何介入在他日常生活中
[00:21:17.000 --> 00:21:19.000]  以及如何引導他
[00:21:20.000 --> 00:21:26.000]  這是一個師徒定期性的聚會
[00:21:26.000 --> 00:21:31.000]  來分享這位徒弟的心路歷程
[00:21:31.000 --> 00:21:34.000]  這位師傅如何幫助他
[00:21:34.000 --> 00:21:37.000]  透過他自己的經驗和訓練
[00:21:37.000 --> 00:21:41.000]  讓他可以看到上帝如何一路引導他的生命
[00:21:41.000 --> 00:21:49.000]  這個在中年人士中是最適合的
[00:21:50.000 --> 00:21:55.000]  因為我們對生命的反省能力越來越高
[00:21:55.000 --> 00:21:59.000]  而且我們已經相當成熟
[00:21:59.000 --> 00:22:03.000]  對於青少年來說可能還不是很適合
[00:22:03.000 --> 00:22:06.000]  不過我們浸會大樓那邊
[00:22:06.000 --> 00:22:11.000]  早幾年開始我們都嘗試幫助大學生
[00:22:12.000 --> 00:22:21.000]  在這個淑寧導引的下目室有些同工接受訓練幫助他們
[00:22:21.000 --> 00:22:23.000]  這是其中一個途徑
[00:22:23.000 --> 00:22:29.000]  來幫助我們學習如何去測驗上帝的工作
[00:22:29.000 --> 00:22:38.000]  當然神亦可以藉著其他人告訴我們祂的作為
[00:22:39.000 --> 00:22:43.000]  還可以藉著我們很小心的反省過往的經驗
[00:22:43.000 --> 00:22:48.000]  正如這位義尼可以看到他以往的經驗
[00:22:48.000 --> 00:22:50.000]  他的兒子這麼不長進
[00:22:50.000 --> 00:22:53.000]  神人曾經來宣告過
[00:22:53.000 --> 00:22:59.000]  透過這個經驗可以幫助我們去理解
[00:22:59.000 --> 00:23:03.000]  去測驗上帝接下來的行動可能會是怎樣
[00:23:04.000 --> 00:23:09.000]  事實上測驗上帝可以是直觀的
[00:23:09.000 --> 00:23:13.000]  有些人很直覺地覺得應該是這樣
[00:23:13.000 --> 00:23:16.000]  所謂心領神會
[00:23:16.000 --> 00:23:20.000]  但亦往往是經過一個分析的程序
[00:23:20.000 --> 00:23:24.000]  在聖經裏面士同傳第十五章
[00:23:24.000 --> 00:23:27.000]  那裏是記載了耶路撒冷的大會
[00:23:27.000 --> 00:23:33.000]  耶路撒冷大會我們相信上帝是由工作
[00:23:34.000 --> 00:23:37.000]  然後他們達到一個結論
[00:23:37.000 --> 00:23:41.000]  然後有計劃怎樣去推行
[00:23:41.000 --> 00:23:44.000]  如果我們看士同傳第十五章的時候
[00:23:44.000 --> 00:23:48.000]  第五到六節講到他們要認清問題是甚麼
[00:23:48.000 --> 00:23:52.000]  究竟外邦人是否需要來接受國禮
[00:23:52.000 --> 00:23:54.000]  遵守這個律法
[00:23:54.000 --> 00:23:56.000]  然後第六到十二節
[00:23:56.000 --> 00:23:58.000]  他們收集不同的資料
[00:23:58.000 --> 00:24:03.000]  在十三到二十一節來分享這個智慧
[00:24:04.000 --> 00:24:06.000]  然後在聖經裏面有些地方是重覆的
[00:24:06.000 --> 00:24:09.000]  分別記載了彼得的說話
[00:24:09.000 --> 00:24:11.000]  保羅和西拉的見證
[00:24:11.000 --> 00:24:13.000]  上帝如何在他們當中
[00:24:13.000 --> 00:24:15.000]  來到外邦人裏面的工作
[00:24:15.000 --> 00:24:19.000]  然後見到這些工作有上帝的同在
[00:24:19.000 --> 00:24:22.000]  於是最後他們作出決定
[00:24:22.000 --> 00:24:25.000]  不想將一些額外的負擔
[00:24:25.000 --> 00:24:28.000]  來給過這些外邦的信徒
[00:24:28.000 --> 00:24:31.000]  於是就訂了幾條的規則
[00:24:32.000 --> 00:24:35.000]  不可以吃大血的食物諸如此類
[00:24:35.000 --> 00:24:37.000]  然後他們制定計劃
[00:24:37.000 --> 00:24:39.000]  就是寫一些書信
[00:24:39.000 --> 00:24:42.000]  就派一些人去發給不同的教會
[00:24:42.000 --> 00:24:44.000]  然後真的派他們去
[00:24:44.000 --> 00:24:48.000]  其實這個過程都是一個測驗的過程
[00:24:48.000 --> 00:24:52.000]  和他們將焦點定在問題在哪裏
[00:24:52.000 --> 00:24:56.000]  到他們去分享他們的經驗和智慧
[00:24:56.000 --> 00:25:00.000]  到他們做出一個大家共同認可的決定
[00:25:01.000 --> 00:25:02.000]  到他們有一個計劃
[00:25:02.000 --> 00:25:05.000]  怎樣將這個決定告訴宗教會
[00:25:05.000 --> 00:25:07.000]  到他們真的派人去
[00:25:07.000 --> 00:25:10.000]  到不同的宗教會裏面去做事
[00:25:10.000 --> 00:25:13.000]  測驗可以是一個分析
[00:25:13.000 --> 00:25:17.000]  可以是一個很具體的計劃的過程
[00:25:17.000 --> 00:25:21.000]  詩篇139篇
[00:25:21.000 --> 00:25:24.000]  17到18字那裏說到
[00:25:24.000 --> 00:25:27.000]  神的意念眾多
[00:25:27.000 --> 00:25:30.000]  比海的沙更多
[00:25:32.000 --> 00:25:36.000]  人和神是無可比較的
[00:25:36.000 --> 00:25:42.000]  渺小的人嘗試去理解神
[00:25:42.000 --> 00:25:45.000]  測驗神的行動
[00:25:45.000 --> 00:25:49.000]  其實是一種僭越
[00:25:49.000 --> 00:25:55.000]  但是神是一個滿有恩典的神
[00:25:55.000 --> 00:25:58.000]  他是願意讓我們了解的
[00:25:59.000 --> 00:26:02.000]  他是願意將他啟示給我們
[00:26:02.000 --> 00:26:04.000]  他是願意讓我們看到
[00:26:04.000 --> 00:26:07.000]  他怎樣來引導我們
[00:26:07.000 --> 00:26:11.000]  不過其實當中還有很多的含混
[00:26:11.000 --> 00:26:16.000]  其實含混性很清晰
[00:26:16.000 --> 00:26:19.000]  我們見到一件社會的事件
[00:26:19.000 --> 00:26:21.000]  不同的基督徒有不同的反應
[00:26:21.000 --> 00:26:23.000]  每一個都說是上帝引導他
[00:26:27.000 --> 00:26:29.000]  我們見到有人蒙召的時候說見到異象
[00:26:29.000 --> 00:26:32.000]  但亦都見到有人蒙召的時候
[00:26:32.000 --> 00:26:36.000]  只是上帝一步一步地為他開路
[00:26:36.000 --> 00:26:39.000]  以主他進入宮場
[00:26:39.000 --> 00:26:43.000]  我們都問
[00:26:43.000 --> 00:26:46.000]  為何上帝的意念在這個人身上
[00:26:46.000 --> 00:26:50.000]  和在那個人身上會不同呢
[00:26:50.000 --> 00:26:54.000]  其實這個測驗並不是告訴我們
[00:26:57.000 --> 00:26:58.000]  我們找到一件事
[00:26:58.000 --> 00:27:00.000]  可能在不同人的身上
[00:27:00.000 --> 00:27:03.000]  上帝在信仰的原則裏面
[00:27:03.000 --> 00:27:06.000]  有不同的心意都未定
[00:27:06.000 --> 00:27:09.000]  其實當我們說我們測驗上帝
[00:27:09.000 --> 00:27:12.000]  只是測驗上帝的行動的時候
[00:27:12.000 --> 00:27:14.000]  我們有很多不同的理論
[00:27:14.000 --> 00:27:16.000]  如果我們相信
[00:27:16.000 --> 00:27:19.000]  上帝真的命定了所有東西的話
[00:27:19.000 --> 00:27:23.000]  或者說是上帝命定我們的人生
[00:27:23.000 --> 00:27:25.000]  好像一條線一樣
[00:27:26.000 --> 00:27:28.000]  由不同的點來組成的話
[00:27:28.000 --> 00:27:30.000]  於是我們就會問
[00:27:30.000 --> 00:27:32.000]  我由這一點去到下一點
[00:27:32.000 --> 00:27:34.000]  再去到下一點是怎樣
[00:27:34.000 --> 00:27:36.000]  我不可以走錯
[00:27:36.000 --> 00:27:39.000]  去了第二點走去第二條線
[00:27:39.000 --> 00:27:42.000]  有些人的想法是這樣的
[00:27:42.000 --> 00:27:45.000]  這個是很受嘉義文宗的影響
[00:27:45.000 --> 00:27:47.000]  但亦都有人說
[00:27:47.000 --> 00:27:49.000]  喂 上帝的旨意不是
[00:27:49.000 --> 00:27:52.000]  好像一條線一個點那樣
[00:27:52.000 --> 00:27:54.000]  上帝的旨意
[00:27:55.000 --> 00:27:56.000]  是一個頻譜來的
[00:27:56.000 --> 00:27:58.000]  是一個範圍來的
[00:27:58.000 --> 00:28:01.000]  這個範圍就是聖經為我們定定
[00:28:01.000 --> 00:28:03.000]  不同的界限
[00:28:03.000 --> 00:28:05.000]  這一邊和這一邊
[00:28:05.000 --> 00:28:07.000]  這個極端和那個極端
[00:28:07.000 --> 00:28:09.000]  這個激進和這個激進
[00:28:09.000 --> 00:28:11.000]  這個保守和這個保守
[00:28:11.000 --> 00:28:13.000]  在我的信念裏面
[00:28:13.000 --> 00:28:15.000]  這邊的激進是叫做保守
[00:28:15.000 --> 00:28:17.000]  這邊的激進都是叫做保守
[00:28:17.000 --> 00:28:19.000]  或者這邊的激進都是叫激進
[00:28:23.000 --> 00:28:25.000]  其實這個世界甚麼叫激進 甚麼叫保守
[00:28:25.000 --> 00:28:27.000]  甚麼叫左 甚麼叫右
[00:28:27.000 --> 00:28:30.000]  是在我們甚麼角度裏面去看
[00:28:30.000 --> 00:28:35.000]  但是聖經是有界線的
[00:28:35.000 --> 00:28:38.000]  我們不可以跳出某一些的界線
[00:28:38.000 --> 00:28:43.000]  我們講漸中
[00:28:43.000 --> 00:28:45.000]  有人說我要伸張正義
[00:28:45.000 --> 00:28:49.000]  但有人說我們要保持這個社會
[00:28:49.000 --> 00:28:51.000]  要有秩序
[00:28:52.000 --> 00:28:53.000]  如果你問我
[00:28:53.000 --> 00:28:55.000]  兩樣東西聖經都有原則
[00:28:55.000 --> 00:28:57.000]  他們有不同的取捨
[00:28:57.000 --> 00:29:00.000]  那條底線就是說
[00:29:00.000 --> 00:29:02.000]  弟兄姊妹要彼此包容
[00:29:02.000 --> 00:29:10.000]  上帝究竟呼召我去教書
[00:29:10.000 --> 00:29:12.000]  還是我去從商呢
[00:29:12.000 --> 00:29:15.000]  我想上帝沒有定你去教書還是從商
[00:29:15.000 --> 00:29:17.000]  當然你有很多東西可以考慮
[00:29:17.000 --> 00:29:19.000]  你的心智是怎樣
[00:29:20.000 --> 00:29:22.000]  你的態度是怎樣 接受的訓練是怎樣等等
