
[00:00:00.000 --> 00:00:02.200]  歡迎大家來到我們的周道崇拜
[00:01:20.520 --> 00:01:24.520]  讓每一個聽眾都可以聽得明白
[00:01:24.520 --> 00:01:26.360]  從這個角度來說
[00:01:26.360 --> 00:01:30.800]  耶穌這篇講道說真的完全不達標
[00:01:30.800 --> 00:01:32.320]  我可以這樣說
[00:01:32.320 --> 00:01:34.200]  在一個講道堂裏面
[00:01:34.200 --> 00:01:36.040]  耶穌這篇講道是應該貼堂的
[00:01:36.040 --> 00:01:38.640]  但貼堂是做反面教材
[00:01:38.640 --> 00:01:42.680]  我們叫做「How not to preach a sermon」
[00:01:42.680 --> 00:01:47.600]  你怎樣講道是會摧毀了一篇道
[00:01:47.600 --> 00:01:53.880]  耶穌這篇道真的做了很多很多不應該做的事
[00:01:53.880 --> 00:01:58.760]  如果你在今天的神學院裏叫他重寫
[00:01:58.760 --> 00:02:00.200]  有趣的是
[00:02:00.200 --> 00:02:03.320]  耶穌好像就是想他們聽不明白
[00:02:03.320 --> 00:02:10.000]  無論這班人多用心、多追求、多渴望、多想信耶穌
[00:02:10.000 --> 00:02:13.000]  其實到最後我覺得如果你用心聽的時候
[00:02:13.000 --> 00:02:16.600]  你都是非常迷思和困惑
[00:02:16.600 --> 00:02:18.440]  不知道他在說什麼
[00:02:18.440 --> 00:02:20.400]  你問「How can it be?」
[00:02:20.400 --> 00:02:23.600]  耶穌怎可能是這樣講道呢?
[00:02:23.600 --> 00:02:26.440]  其實答案是因為耶穌所講的道
[00:02:26.440 --> 00:02:29.920]  都未完全結束
[00:02:29.920 --> 00:02:32.440]  耶穌在地上講的每一篇道
[00:02:32.440 --> 00:02:35.280]  其實你最後一句都要加上一句
[00:02:35.280 --> 00:02:37.200]  「To be continued」
[00:02:37.200 --> 00:02:38.240]  「待續」
[00:02:38.240 --> 00:02:40.400]  你看連續劇的時候
[00:02:40.400 --> 00:02:41.840]  其實故事還未完
[00:02:41.840 --> 00:02:43.640]  叫你下次再回來
[00:02:43.640 --> 00:02:46.960]  我們今天講道我都要整體
[00:02:46.960 --> 00:02:48.480]  我都不知道你下星期回來不回來
[00:02:48.480 --> 00:02:50.840]  所以我怎樣都要給你一個比較完整的
[00:02:50.840 --> 00:02:52.200]  但耶穌不是
[00:02:52.200 --> 00:02:55.840]  耶穌那些講道每一篇到最後都是「待續」的
[00:02:55.840 --> 00:02:56.920]  雖然他沒有告訴你
[00:02:56.920 --> 00:02:58.560]  但其實每一篇都是「待續」
[00:02:58.560 --> 00:03:02.560]  直到有一天耶穌大喊一聲「成了」
[00:03:02.560 --> 00:03:04.480]  那篇道就完了
[00:03:04.480 --> 00:03:05.240]  你明不明白?
[00:03:05.240 --> 00:03:08.320]  所以你之前聽他講的那些道
[00:03:08.320 --> 00:03:11.440]  真的不知道他在說什麼
[00:03:11.440 --> 00:03:14.600]  但去到他大喊一聲「成了」那一天
[00:03:14.600 --> 00:03:18.240]  他一生要講的這個天國福音就大功告成
[00:03:18.240 --> 00:03:19.800]  去到那一天
[00:03:19.800 --> 00:03:22.280]  你回頭看出來
[00:03:22.280 --> 00:03:23.760]  就是「成了」那一天之後
[00:03:23.760 --> 00:03:25.680]  你會發現
[00:03:25.680 --> 00:03:26.520]  一天都光了
[00:03:26.520 --> 00:03:31.600]  原來我現在明白那篇道是什麼了
[00:03:31.600 --> 00:03:33.520]  因為最後的太陽升起來了
[00:03:33.520 --> 00:03:36.480]  太陽升起來一照回前面
[00:03:36.480 --> 00:03:38.080]  完全你懵然不知
[00:03:38.080 --> 00:03:40.200]  不知道他發生什麼事的道
[00:03:40.200 --> 00:03:42.680]  是完全明白了
[00:03:42.680 --> 00:03:46.840]  我希望你明白我講的背後的道理
[00:03:46.840 --> 00:03:48.360]  我們回到今天
[00:03:48.360 --> 00:03:52.440]  今天這篇道其實真的不容易明白
[00:03:52.440 --> 00:03:54.840]  如果你真的要明白耶穌講的這篇道
[00:03:54.840 --> 00:03:56.520]  「我是生命量」這篇
[00:03:56.520 --> 00:04:00.080]  剛才我們讀了很多很多的經文
[00:04:00.080 --> 00:04:04.600]  我們必須要解說明白以下五條問題
[00:04:04.600 --> 00:04:07.840]  我讀完這麼長的道的時候
[00:04:07.840 --> 00:04:09.520]  你要解決這五個問題
[00:04:09.520 --> 00:04:12.520]  你才會明白耶穌究竟在講什麼
[00:04:12.520 --> 00:04:14.480]  第一條問題是
[00:04:14.480 --> 00:04:17.840]  「絕不飢餓,永不乾旱」
[00:04:17.840 --> 00:04:20.160]  飢餓和乾旱究竟代表什麼
[00:04:20.160 --> 00:04:21.520]  你一定要問這個問題
[00:04:21.520 --> 00:04:22.600]  第二個問題
[00:04:22.600 --> 00:04:24.040]  耶穌說你要吃我的肉
[00:04:24.040 --> 00:04:26.920]  喝我的血
[00:04:26.920 --> 00:04:28.600]  真的要的嗎
[00:04:28.600 --> 00:04:29.880]  真的不喝不行嗎
[00:04:29.880 --> 00:04:31.080]  不吃不行嗎
[00:04:31.080 --> 00:04:32.760]  第三條問題
[00:04:32.760 --> 00:04:35.480]  我們的祖宗在曠野死了
[00:04:35.480 --> 00:04:38.400]  現在需要天糧才可以永活
[00:04:38.400 --> 00:04:41.640]  為什麼我們的祖宗會死
[00:04:41.640 --> 00:04:44.240]  為什麼要吃天糧才可以永活
[00:04:44.240 --> 00:04:45.400]  第四條問題
[00:04:45.400 --> 00:04:48.440]  「他在我裡面,我也在他裡面」
[00:04:48.440 --> 00:04:49.720]  這個代表什麼
[00:04:49.720 --> 00:04:54.040]  最後「末日我要使他復活」
[00:04:54.040 --> 00:04:59.440]  末日最後的光景會是怎樣的一幕
[00:04:59.440 --> 00:05:03.280]  如果你能夠解答這五條題目
[00:05:03.280 --> 00:05:07.200]  你就可以明白耶穌究竟在講什麼
[00:05:07.200 --> 00:05:12.880]  我們想逐章逐節看完今天的經文
[00:05:12.880 --> 00:05:17.040]  然後我們要回到這五條問題
[00:05:17.040 --> 00:05:19.360]  當你讀完這五條問題
[00:05:19.360 --> 00:05:21.360]  解答了這五條問題
[00:05:21.360 --> 00:05:24.360]  你就可以明白今次的訊息
[00:05:24.360 --> 00:05:26.240]  今天的經文是耶穌的講道
[00:05:26.240 --> 00:05:30.000]  耶穌的講道由35節開始到58節
[00:05:30.000 --> 00:05:33.120]  其實剛剛好分了兩件三文治
[00:05:33.120 --> 00:05:34.160]  有兩個部分
[00:05:34.160 --> 00:05:38.480]  而每個部分都是前後呼應的
[00:05:38.480 --> 00:05:41.360]  我們先看第一件三文治
[00:05:41.360 --> 00:05:47.400]  是第六章第35節至到第六章48節
[00:05:47.400 --> 00:05:50.320]  第六章35節耶穌對他們說
[00:05:50.320 --> 00:05:52.960]  「我就是生命的糧」
[00:05:52.960 --> 00:05:55.880]  「到我這裡來的絕不飢餓」
[00:05:55.880 --> 00:05:58.840]  「信我的永不乾旱」
[00:05:58.840 --> 00:06:01.600]  第48節就是三文治的結束
[00:06:01.600 --> 00:06:04.400]  為什麼我說它是三文治
[00:06:04.400 --> 00:06:08.440]  因為祂說「我就是生命的糧」
[00:06:08.440 --> 00:06:12.040]  於是第35節和第48節剛剛好是前後呼應的
[00:06:12.040 --> 00:06:15.480]  中間那句說話就是整篇的主題
[00:06:15.480 --> 00:06:16.880]  或者這三文治的主題
[00:06:16.880 --> 00:06:19.800]  中間那句說話可以重整一下
[00:06:19.800 --> 00:06:24.120]  變成「到我這裡來又信我的人」
[00:06:24.120 --> 00:06:29.960]  「這人絕不飢餓永不乾旱」
[00:06:29.960 --> 00:06:33.640]  於是你明白了耶穌不是叫你來了就得到一件事
[00:06:33.640 --> 00:06:35.200]  然後信我再拿第二件事
[00:06:35.200 --> 00:06:37.000]  而是你來了信我
[00:06:37.000 --> 00:06:38.720]  你不再飢餓
[00:06:38.720 --> 00:06:42.040]  你也永不乾旱
[00:06:42.040 --> 00:06:43.600]  去到這裡如果你醒目的時候
[00:06:43.600 --> 00:06:45.120]  你馬上會問一句問題
[00:06:45.120 --> 00:06:47.120]  你會說「那我好吃好住」
[00:06:47.120 --> 00:06:49.320]  「我又不餓又不渴」
[00:06:49.320 --> 00:06:53.240]  「那這段聖經或者這篇道對我有什麼意義呢」
[00:06:53.240 --> 00:06:58.040]  如果你上網上聽一些牧師講這篇道的時候
[00:06:58.040 --> 00:07:00.040]  其實有兩個可能的
[00:07:00.040 --> 00:07:01.920]  大部分牧師都是取第一個可能
[00:07:01.920 --> 00:07:03.320]  第一個可能就是
[00:07:03.320 --> 00:07:05.920]  你雖然身體上無憂無慮
[00:07:05.920 --> 00:07:08.520]  你可以不飢餓不乾旱
[00:07:08.520 --> 00:07:14.280]  但是人的心靈總是會飢餓總會乾旱的
[00:07:14.280 --> 00:07:16.760]  於是我們每個人都需要有人生的意義
[00:07:16.760 --> 00:07:18.600]  有滿足有目標
[00:07:18.600 --> 00:07:19.880]  你有錢又怎樣
[00:07:19.880 --> 00:07:22.440]  你心裡面是空虛的
[00:07:22.440 --> 00:07:24.520]  於是耶穌講的飢餓
[00:07:24.520 --> 00:07:30.280]  耶穌講的乾渴其實不是在講肉體上的
[00:07:30.280 --> 00:07:31.760]  是在講精神上的
[00:07:31.760 --> 00:07:32.760]  大家明白嗎
[00:07:32.760 --> 00:07:34.600]  你這樣講的時候很多人聽
[00:07:34.600 --> 00:07:36.320]  「那又是喔」
[00:07:36.320 --> 00:07:39.680]  於是你覺得這個牧師的講話都可以繼續講下去
[00:07:39.680 --> 00:07:41.680]  這是第一個可能性
[00:07:41.680 --> 00:07:44.840]  但這個可能性當然不是耶穌所想的可能性
[00:07:44.840 --> 00:07:46.480]  第二個可能性
[00:07:46.480 --> 00:07:53.240]  耶穌從一個屬天永恆的角度去想飢餓和乾渴
[00:07:53.240 --> 00:07:57.400]  這個從屬天的角度來看的飢餓和乾渴
[00:07:57.400 --> 00:08:01.360]  是大部分人其實感覺不到的
[00:08:01.360 --> 00:08:02.640]  但是是最真實的
[00:08:02.640 --> 00:08:04.760]  最終極的
[00:08:04.760 --> 00:08:07.840]  但是大家感覺不到的
[00:08:07.840 --> 00:08:09.880]  我講一個故事出來
[00:08:09.880 --> 00:08:11.440]  你就明白我在講什麼
[00:08:11.440 --> 00:08:13.560]  什麼是飢渴
[00:08:13.560 --> 00:08:15.640]  什麼是飢餓
[00:08:15.640 --> 00:08:17.040]  什麼是乾渴
[00:08:17.040 --> 00:08:18.240]  因為故事聖經裡面
[00:08:18.240 --> 00:08:21.160]  如果你在讀終極問答的時候
[00:08:21.160 --> 00:08:23.240]  你很快就會去到那個故事
[00:08:23.240 --> 00:08:26.680]  那個故事叫財主與拉撒盧
[00:08:26.680 --> 00:08:31.120]  財主在世界的時候有沒有飢餓
[00:08:31.120 --> 00:08:32.640]  有沒有乾渴
[00:08:32.640 --> 00:08:33.040]  沒有
[00:08:33.040 --> 00:08:34.520]  但是財主死了之後
[00:08:34.520 --> 00:08:38.800]  他就陰間就飢渴和乾渴
[00:08:38.800 --> 00:08:40.040]  你明白嗎
[00:08:40.040 --> 00:08:42.000]  因為他在那裡
[00:08:42.000 --> 00:08:44.280]  紅紅烈火燒到
[00:08:44.280 --> 00:08:45.720]  他跟阿爸阿媽說
[00:08:45.720 --> 00:08:49.080]  可不可以派拉撒盧給我兩滴水
[00:08:49.080 --> 00:08:51.760]  耶穌說了那個
[00:08:51.760 --> 00:08:53.920]  所以這裡你不要看和我無關
[00:08:53.920 --> 00:08:56.800]  因為我又不飢又不渴
[00:08:56.800 --> 00:08:59.400]  我大把銀大把洗
[00:08:59.400 --> 00:09:00.760]  接著你可以說
[00:09:00.760 --> 00:09:02.520]  我心裡面狀態都很好的
[00:09:02.520 --> 00:09:04.760]  我已經安排了我之後退休的日子
[00:09:04.760 --> 00:09:06.080]  我去哪裡玩
[00:09:06.080 --> 00:09:07.880]  我心裡面非常健康
[00:09:07.880 --> 00:09:09.360]  非常旺盛
[00:09:09.360 --> 00:09:13.200]  我完全沒有這樣的心靈的飢渴需要
[00:09:13.200 --> 00:09:15.080]  但是有一樣東西
[00:09:15.080 --> 00:09:16.560]  你感覺不到的
[00:09:16.560 --> 00:09:18.200]  但是必然會發生的
[00:09:18.200 --> 00:09:20.000]  你有沒有想過在故事裡面
[00:09:20.000 --> 00:09:22.400]  那個有錢人根本在他在世的時候
[00:09:22.400 --> 00:09:25.600]  想都沒有想過他有這個飢渴的可能
[00:09:25.600 --> 00:09:26.320]  是不是
[00:09:26.320 --> 00:09:27.400]  這個就是可怕的地方
[00:09:27.400 --> 00:09:28.640]  因為你現在今天
[00:09:28.640 --> 00:09:29.600]  你坐在這裡的時候
[00:09:29.600 --> 00:09:30.520]  我跟你說這件事
[00:09:30.520 --> 00:09:31.560]  你覺得
[00:09:31.560 --> 00:09:33.440]  我感覺不到
[00:09:33.440 --> 00:09:34.920]  我感覺不到地獄的火
[00:09:34.920 --> 00:09:36.680]  我感覺不到我將來會飢渴
[00:09:36.680 --> 00:09:38.600]  但是我告訴你就是會
[00:09:38.600 --> 00:09:40.320]  這件事可怕的地方就是
[00:09:40.320 --> 00:09:41.520]  你根本想不到
[00:09:41.520 --> 00:09:44.240]  你根本沒有辦法連繫到
[00:09:44.240 --> 00:09:46.200]  但是這件事必然會發生
[00:09:46.200 --> 00:09:49.520]  這是耶穌引導我們去想的
[00:09:49.520 --> 00:09:52.960]  飢渴的方向
[00:09:52.960 --> 00:09:55.280]  而信耶穌
[00:09:55.280 --> 00:10:00.720]  是唯一可以解決這個飢渴乾渴的唯一出路
[00:10:00.720 --> 00:10:01.840]  信耶穌
[00:10:01.840 --> 00:10:05.560]  你不但會永不飢渴
[00:10:05.560 --> 00:10:08.160]  不信耶穌就永遠飢渴
[00:10:08.160 --> 00:10:10.120]  永遠飢渴不是永遠飢渴
[00:10:10.120 --> 00:10:12.800]  永遠飢渴是地獄火紅紅
[00:10:12.800 --> 00:10:15.280]  你開始明白這件事了
[00:10:15.280 --> 00:10:17.400]  耶穌是唯一的出路
[00:10:17.400 --> 00:10:19.320]  出路就是信祂
[00:10:19.320 --> 00:10:20.080]  什麼叫信祂
[00:10:20.080 --> 00:10:22.920]  你上個星期在這裡就知道了
[00:10:22.920 --> 00:10:23.920]  Notitia
[00:10:23.920 --> 00:10:25.240]  你的腦袋裡面
[00:10:25.240 --> 00:10:28.560]  你要對福音有個認識不夠的
[00:10:28.560 --> 00:10:29.600]  然後Ascensus
[00:10:29.600 --> 00:10:32.320]  你要心裡面認同福音裡面
[00:10:32.320 --> 00:10:33.160]  世人都犯了罪
[00:10:33.160 --> 00:10:34.280]  規決要上帝為榮
[00:10:34.280 --> 00:10:35.960]  罪的功架乃是死
[00:10:35.960 --> 00:10:38.160]  最後還有Fiducia
[00:10:38.160 --> 00:10:40.280]  一個全人的信靠
[00:10:40.280 --> 00:10:43.640]  全人對耶穌的衛生
[00:10:43.640 --> 00:10:46.880]  於是我們繼續去看
[00:10:46.880 --> 00:10:49.400]  耶穌將祂的主旨跟他們說了
[00:10:49.400 --> 00:10:51.760]  祂說你信我的永遠不乾渴
[00:10:51.760 --> 00:10:53.760]  耶穌在說永恆的救恩
[00:10:53.760 --> 00:10:57.600]  可視你們已經看見我還是不信
[00:10:57.600 --> 00:10:59.800]  耶穌同一班來追求祂
[00:10:59.800 --> 00:11:01.160]  做皇帝的人跟祂說
[00:11:01.160 --> 00:11:02.160]  你見到我了
[00:11:02.160 --> 00:11:03.720]  你仍然不信
[00:11:03.720 --> 00:11:06.440]  令我想起約翰福音第一章第十四節
[00:11:06.440 --> 00:11:08.920]  道成了肉身住在我們中間
[00:11:08.920 --> 00:11:11.320]  充充滿滿的有恩典有真理
[00:11:11.320 --> 00:11:14.160]  我們也見過祂的榮光
[00:11:14.160 --> 00:11:16.480]  這班人和十二門徒
[00:11:16.480 --> 00:11:18.800]  和約翰一樣見過祂的榮光
[00:11:18.800 --> 00:11:22.000]  只不過他們看見了
[00:11:22.000 --> 00:11:23.440]  仍然不信
[00:11:23.440 --> 00:11:24.200]  為什麼不信
[00:11:24.200 --> 00:11:26.520]  是因為耶穌沒有達標
[00:11:26.520 --> 00:11:28.920]  耶穌不是他們的類型
[00:11:28.920 --> 00:11:33.080]  耶穌不是他們想要的君王救主
[00:11:33.080 --> 00:11:35.280]  以創世第五十三章第二節這麼說
[00:11:35.280 --> 00:11:37.760]  祂無皆美形象使我們注視
[00:11:37.760 --> 00:11:40.720]  祂也無美貌使我們
[00:11:40.720 --> 00:11:42.560]  仰慕祂
[00:11:42.560 --> 00:11:44.560]  馬太福音第一章第二十一節
[00:11:44.560 --> 00:11:45.680]  祂的名字叫耶穌
[00:11:45.680 --> 00:11:47.400]  因為祂要將自己的百姓
[00:11:47.400 --> 00:11:49.560]  從罪惡裏面拯救出來
[00:11:49.560 --> 00:11:51.840]  耶穌不是他們的類型
[00:11:51.840 --> 00:11:54.680]  於是他們不信
[00:11:54.680 --> 00:11:56.320]  第三十七節三十八節
[00:11:56.320 --> 00:11:58.400]  凡夫所賜給我的人
[00:11:58.400 --> 00:11:59.280]  必道我者裡來
[00:11:59.280 --> 00:12:00.280]  道我者裡來的人
[00:12:00.280 --> 00:12:02.440]  我總不丟棄他
[00:12:02.440 --> 00:12:03.920]  因為我從天上降下來
[00:12:03.920 --> 00:12:05.840]  不是要按自己的旨意行
[00:12:05.840 --> 00:12:10.600]  而是要遵行差我來那位的旨意
[00:12:10.600 --> 00:12:11.480]  耶穌在做甚麼
[00:12:11.480 --> 00:12:15.560]  人們說耶穌在教導預定和揀選
[00:12:15.560 --> 00:12:17.640]  我的答案是可能吧
[00:12:17.640 --> 00:12:18.280]  我不知道
[00:12:18.280 --> 00:12:19.640]  但如果你問我
[00:12:19.640 --> 00:12:23.040]  我覺得耶穌其實明顯在刻意挑釁他們
[00:12:23.040 --> 00:12:25.120]  挑釁眼前的一班猶太人
[00:12:25.120 --> 00:12:28.120]  他們相信自己在負那邊
[00:12:28.120 --> 00:12:30.120]  但耶穌在挑戰他們
[00:12:30.120 --> 00:12:33.240]  他們是否真的站在天賦那邊
[00:12:33.240 --> 00:12:34.200]  你明白嗎
[00:12:34.200 --> 00:12:36.320]  有沒有排錯隊
[00:12:36.320 --> 00:12:39.400]  有沒有對自己感覺太良好
[00:12:39.400 --> 00:12:42.800]  你以為你已經坐定一顆鹿在天賦那邊
[00:12:42.800 --> 00:12:45.360]  其實你是不是呢
[00:12:45.360 --> 00:12:49.080]  這是耶穌一直以來對著猶太的領袖也好
[00:12:49.080 --> 00:12:50.160]  猶太的群眾
[00:12:50.160 --> 00:12:54.160]  他不斷地警告不斷地勸告
[00:12:54.160 --> 00:12:56.960]  既是警告又是勸告
[00:12:56.960 --> 00:12:58.600]  如果你回到前面那一章
[00:12:58.600 --> 00:12:59.400]  你已經看到
[00:12:59.400 --> 00:13:02.520]  耶穌和那班猶太人一樣是做同一件事
[00:13:02.520 --> 00:13:06.120]  你們並沒有他的道存在你們心裡
[00:13:06.120 --> 00:13:09.160]  因為你們不信他所差來的
[00:13:09.160 --> 00:13:11.920]  在前面的第五章
[00:13:11.920 --> 00:13:13.160]  你們查考聖經
[00:13:13.160 --> 00:13:15.840]  因為你們以為其中有永生
[00:13:15.840 --> 00:13:18.400]  但這經正是為我作見證
[00:13:18.400 --> 00:13:22.400]  然而你們不肯到我這裡來得生命
[00:13:22.400 --> 00:13:24.680]  如果你們記得耶穌所說的一切
[00:13:24.680 --> 00:13:25.880]  祂不是在定他們的罪
[00:13:25.880 --> 00:13:27.040]  祂是在警告他們
[00:13:27.040 --> 00:13:28.960]  祂是在勸告他們
[00:13:28.960 --> 00:13:31.000]  耶穌在挑戰他們
[00:13:31.000 --> 00:13:38.280]  去深思到底他們是否真的站在天賦那一邊
[00:13:38.280 --> 00:13:39.880]  現在有兩隊
[00:13:39.880 --> 00:13:41.520]  一隊人人都排在那一邊
[00:13:41.520 --> 00:13:42.840]  耶穌又在另一邊
[00:13:42.840 --> 00:13:45.120]  又說你排錯隊了
[00:13:45.120 --> 00:13:47.040]  如果你真的去尋求上帝
[00:13:47.040 --> 00:13:49.200]  你應該過來我這邊
[00:13:49.200 --> 00:13:51.680]  人們覺得你瘋了
[00:13:51.680 --> 00:13:52.800]  而你一個人在那裡
[00:13:52.800 --> 00:13:54.200]  但耶穌就是在做這件事
[00:13:54.200 --> 00:13:55.720]  耶穌不斷警告他們
[00:13:55.720 --> 00:13:58.760]  你回去查一下聖經
[00:13:58.760 --> 00:14:00.040]  你不信我也信本聖經
[00:14:00.040 --> 00:14:02.880]  其實這些都是林牧師說的
[00:14:02.880 --> 00:14:04.440]  我經常叫你不要信我
[00:14:04.440 --> 00:14:05.560]  你信本聖經
[00:14:05.560 --> 00:14:07.880]  你想想你究竟信不信
[00:14:07.880 --> 00:14:09.320]  不要說你因信聖經
[00:14:09.320 --> 00:14:11.240]  你要想想什麼叫信等等
[00:14:11.240 --> 00:14:12.840]  這些不是我作的
[00:14:12.840 --> 00:14:14.600]  我只是鼓勵你想想
[00:14:14.600 --> 00:14:16.400]  因為我怕你排錯隊
[00:14:16.400 --> 00:14:19.400]  我怕你以為自己得救
[00:14:19.400 --> 00:14:20.720]  但其實不是
[00:14:20.720 --> 00:14:22.040]  耶穌在挑戰他們
[00:14:22.040 --> 00:14:23.800]  耶穌在勸告他們
[00:14:23.800 --> 00:14:26.600]  叫他們一旦發現自己排錯隊
[00:14:26.600 --> 00:14:30.200]  起碼今天你還有機會快快迴轉
[00:14:30.200 --> 00:14:33.280]  來耶穌那裡信靠跟隨
[00:14:33.280 --> 00:14:37.840]  上帝所差來的獨一愛子
[00:14:37.840 --> 00:14:40.680]  回到第六章39節
[00:14:40.680 --> 00:14:42.720]  差我來那位的子兒
[00:14:42.720 --> 00:14:45.120]  就是說他所賜給我的
[00:14:45.120 --> 00:14:46.400]  要我一個也不失落
[00:14:46.400 --> 00:14:48.920]  並且在末日使他復活
[00:14:48.920 --> 00:14:50.040]  第四十節
[00:14:50.040 --> 00:14:51.160]  因為父的子兒
[00:14:51.160 --> 00:14:54.880]  是要使每個人見了子
[00:14:54.880 --> 00:14:56.960]  而信的人得永生
[00:14:56.960 --> 00:15:01.320]  並且在末日我要使他復活
[00:15:01.320 --> 00:15:02.520]  如果你來到我這裡
[00:15:02.520 --> 00:15:05.400]  如果你信靠上帝所差來的那一位
[00:15:05.400 --> 00:15:07.760]  你必定第一不失落
[00:15:07.760 --> 00:15:10.520]  第二你會得到永生
[00:15:10.520 --> 00:15:12.080]  所謂永生
[00:15:12.080 --> 00:15:15.000]  不是說你的身體永遠不死
[00:15:15.000 --> 00:15:16.320]  不是秦始皇那種
[00:15:16.320 --> 00:15:17.920]  身體永遠不死
[00:15:17.920 --> 00:15:20.960]  如果是這樣就不需要有末日復活
[00:15:20.960 --> 00:15:23.040]  講到尾一早跟你說有末日復活
[00:15:23.040 --> 00:15:24.600]  就是說你的所謂永生
[00:15:24.600 --> 00:15:26.800]  就不是你現在的身體
[00:15:26.800 --> 00:15:28.000]  是存到永遠
[00:15:28.000 --> 00:15:31.320]  永生是說你一旦信靠了耶穌
[00:15:31.320 --> 00:15:32.560]  在上帝面前
[00:15:32.560 --> 00:15:33.440]  我們有句說話
[00:15:33.440 --> 00:15:35.480]  那個拉丁文叫Coram Deo
[00:15:35.480 --> 00:15:37.520]  你就在上帝面前
[00:15:37.520 --> 00:15:39.240]  永遠活著永遠不死
[00:15:39.240 --> 00:15:39.840]  什麼意思
[00:15:39.840 --> 00:15:40.800]  在上帝面前
[00:15:40.800 --> 00:15:41.800]  其他人看不到的時候
[00:15:41.800 --> 00:15:42.960]  上帝看到
[00:15:42.960 --> 00:15:44.920]  因為你的身體在上帝面前
[00:15:44.920 --> 00:15:46.160]  無論是生與死
[00:15:46.160 --> 00:15:48.560]  上帝都看到你的靈魂
[00:15:48.560 --> 00:15:50.640]  無論你的身體已經腐化了
[00:15:50.640 --> 00:15:53.920]  上帝仍然照顧著你的靈魂
[00:15:53.920 --> 00:15:56.480]  上帝保守著你的靈魂
[00:15:56.480 --> 00:15:59.120]  因為你的身體無論生與死
[00:15:59.120 --> 00:16:01.720]  都是上帝的看顧底下
[00:16:01.720 --> 00:16:03.040]  接著去到末日的時候
[00:16:03.040 --> 00:16:07.880]  上帝要將你已經壞了的身體
[00:16:07.880 --> 00:16:08.880]  重新復活
[00:16:08.880 --> 00:16:10.840]  這個是永生的意思
[00:16:10.840 --> 00:16:12.880]  不是你永遠不死
[00:16:12.880 --> 00:16:15.120]  你是在上帝面前不死的意思
[00:16:15.120 --> 00:16:18.080]  第41節
[00:16:18.080 --> 00:16:20.080]  猶太人因為耶穌
[00:16:20.080 --> 00:16:23.880]  「我是從天上降下來的娘」
[00:16:23.880 --> 00:16:26.360]  就私下議論祂說
[00:16:26.360 --> 00:16:28.000]  「這不是約瑟的兒子耶穌」
[00:16:28.000 --> 00:16:30.920]  「我們豈不認識祂的父母嗎」
[00:16:30.920 --> 00:16:32.760]  「現在祂怎麼說」
[00:16:32.760 --> 00:16:35.760]  「我是從天上降下來的」
[00:16:35.760 --> 00:16:37.760]  這裡說猶太人
[00:16:37.760 --> 00:16:41.200]  這個猶太人跟之前跟耶穌對話的
[00:16:41.200 --> 00:16:42.960]  那群人又不一樣
[00:16:42.960 --> 00:16:45.240]  之前那群人如果你記得
[00:16:45.240 --> 00:16:47.360]  早一天吃了五餅二魚
[00:16:47.360 --> 00:16:50.320]  接著坐船早上來找耶穌
[00:16:50.320 --> 00:16:53.240]  那群人耶穌已經打發了他們離開
[00:16:53.240 --> 00:16:54.520]  因為耶穌指名道姓
[00:16:54.520 --> 00:16:55.760]  說你們不信
[00:16:55.760 --> 00:16:57.920]  你夠人見我都不信
