
[00:00:00.000 --> 00:00:03.100]  各位主人 各位弟兄姊妹 平安
[00:01:15.900 --> 00:01:19.400]  在雨雨雪期間就進入耶路撒冷
[00:01:19.400 --> 00:01:21.300]  剛才大家所讀的經文是
[00:01:21.300 --> 00:01:23.900]  第二天進入耶路撒冷的時候
[00:01:23.900 --> 00:01:25.500]  那麼第一天他做了些什麼呢
[00:01:25.500 --> 00:01:28.300]  那麼第一天他就進入耶路撒冷的時候
[00:01:28.300 --> 00:01:32.100]  就叫他的門徒去村莊找一隻盧駒
[00:01:32.100 --> 00:01:35.400]  帶就可以坐一隻盧駒去進入耶路撒冷城
[00:01:35.400 --> 00:01:36.600]  那時候那些門徒
[00:01:36.600 --> 00:01:40.100]  那些耶路撒冷的市民很開心的
[00:01:40.100 --> 00:01:43.400]  因為原來在那裡唱了讚美
[00:01:43.400 --> 00:01:45.400]  他說和撒拿和撒拿
[00:01:45.400 --> 00:01:50.100]  是奉主的名是驚噹稱頌的
[00:01:50.100 --> 00:01:53.900]  那些人就把他的衣服鋪在地上
[00:01:53.900 --> 00:01:57.100]  用橄欖枝在歡迎主耶穌基督
[00:01:57.100 --> 00:02:00.100]  他們又引用了詩篇
[00:02:00.100 --> 00:02:04.000]  118篇那裡來唱歌頌
[00:02:04.000 --> 00:02:06.900]  去歡迎耶穌進入耶路撒冷城
[00:02:06.900 --> 00:02:10.500]  其實這件事這個歡迎
[00:02:10.500 --> 00:02:13.600]  比較是一個很大的諷刺
[00:02:13.600 --> 00:02:15.700]  如果大家留心看詩篇的時候
[00:02:15.700 --> 00:02:17.500]  原來他稱為救主
[00:02:17.500 --> 00:02:20.100]  稱耶穌為救主尼塞亞
[00:02:20.100 --> 00:02:22.600]  那麼他們所需要的
[00:02:22.600 --> 00:02:26.100]  其實不是一個軍事的強人
[00:02:26.100 --> 00:02:28.700]  因為他們當時巴勒斯坦地
[00:02:28.700 --> 00:02:33.200]  是受到由羅馬帝國去統治
[00:02:33.200 --> 00:02:34.900]  羅馬海撒大地
[00:02:34.900 --> 00:02:37.300]  去管理地中海一帶的地方
[00:02:37.300 --> 00:02:40.800]  那麼他們受到不公平
[00:02:40.800 --> 00:02:43.800]  或者受到一句壓迫的時候
[00:02:43.800 --> 00:02:46.700]  他們在期待尼塞亞的來臨
[00:02:46.700 --> 00:02:50.300]  想著推翻羅馬的政權
[00:02:50.300 --> 00:02:51.700]  但是其實想清楚一點
[00:02:51.700 --> 00:02:52.900]  原來唱這首歌
[00:02:52.900 --> 00:02:55.200]  原來那個頌尼羅撒冷
[00:02:55.200 --> 00:02:56.900]  其實是什麼意思
[00:02:56.900 --> 00:03:02.300]  是把這幫以色列人從罪裡面拯救出來
[00:03:02.300 --> 00:03:06.500]  那跟這個推翻政權是完全沒有關係的
[00:03:06.500 --> 00:03:09.100]  但是他在歡迎耶穌的時候
[00:03:09.100 --> 00:03:10.800]  他都不知道自己在說什麼
[00:03:10.800 --> 00:03:12.900]  那麼這裡真的是
[00:03:12.900 --> 00:03:15.600]  原來他之後這幫居民
[00:03:15.600 --> 00:03:18.700]  還會將耶穌釘在十字架上面
[00:03:18.700 --> 00:03:21.300]  那麼這個第一次進城的時候
[00:03:21.300 --> 00:03:23.400]  晚上耶穌就出去了
[00:03:23.400 --> 00:03:26.600]  就是去到剛才大家所讀的經文當中
[00:03:26.600 --> 00:03:29.300]  去結證聖殿的事情
[00:03:29.300 --> 00:03:31.400]  那麼這個聖殿是被人
[00:03:31.400 --> 00:03:33.700]  一般當時的以色列人
[00:03:33.700 --> 00:03:36.300]  視為一個敬拜的地方
[00:03:36.300 --> 00:03:38.900]  那麼我們今天就從這個經文當中
[00:03:38.900 --> 00:03:42.100]  從耶穌第二天進耶路撒冷的
[00:03:42.100 --> 00:03:43.800]  故事當中的記載
[00:03:43.800 --> 00:03:45.500]  我們去明白上線明白
[00:03:45.500 --> 00:03:47.500]  究竟我們有一個
[00:03:47.500 --> 00:03:49.600]  以基督為中心的一個敬拜當中
[00:03:49.600 --> 00:03:53.400]  我們遇到什麼阻力障礙
[00:03:53.400 --> 00:03:54.700]  以及這些障礙裡面
[00:03:54.700 --> 00:03:56.700]  我們怎麼從聖經的經文當中
[00:03:56.700 --> 00:04:00.300]  去鼓勵我們去克服這些障礙
[00:04:00.300 --> 00:04:03.200]  可以使我們能夠真的以基督為中心
[00:04:03.200 --> 00:04:04.500]  來跟祂敬拜
[00:04:04.500 --> 00:04:05.600]  我們的主耶穌的敬拜
[00:04:05.600 --> 00:04:07.200]  我們三位一體的神
[00:04:07.200 --> 00:04:09.800]  我們就從今天的經文當中
[00:04:09.800 --> 00:04:12.300]  第十一章的十二節
[00:04:12.300 --> 00:04:13.400]  去到十七節
[00:04:13.400 --> 00:04:18.200]  打後到二十六節
[00:04:18.200 --> 00:04:20.900]  那裡看回原來耶穌的教導
[00:04:20.900 --> 00:04:25.200]  是教導我們怎麼去克服這些困難
[00:04:25.200 --> 00:04:27.100]  我們一起提告
[00:04:27.100 --> 00:04:28.100]  愛你的天父上帝
[00:04:28.100 --> 00:04:29.200]  我們多謝你
[00:04:29.200 --> 00:04:32.100]  多謝你藉著你的門徒使徒
[00:04:32.100 --> 00:04:34.900]  去寫下了聖經的話語
[00:04:34.900 --> 00:04:37.100]  藉著彼得
[00:04:37.100 --> 00:04:39.800]  藉著馬可
[00:04:39.800 --> 00:04:42.600]  將耶穌生平的事蹟
[00:04:42.600 --> 00:04:45.400]  去怎麼帶領門徒寫下來
[00:04:45.400 --> 00:04:47.200]  求聖靈去幫助我們
[00:04:47.200 --> 00:04:49.000]  好使我們做門徒的
[00:04:49.000 --> 00:04:51.700]  都能夠從聖經當中學習
[00:04:51.700 --> 00:04:52.800]  未信主的
[00:04:52.800 --> 00:04:55.000]  都能夠聖靈去幫助我們
[00:04:55.000 --> 00:04:57.200]  能夠明白主耶穌基督
[00:04:57.200 --> 00:04:59.800]  來到世上所傳的福音
[00:04:59.800 --> 00:05:02.400]  內容的真諦是甚麼
[00:05:02.400 --> 00:05:03.000]  我們多謝你
[00:05:03.000 --> 00:05:05.000]  求您帶領以下的時間
[00:05:05.000 --> 00:05:07.100]  禱告是奉主耶穌得聖的祈禱
[00:05:07.100 --> 00:05:08.300]  阿們
[00:05:08.300 --> 00:05:10.200]  好了 我們看今天的經文
[00:05:10.200 --> 00:05:11.400]  剛才大家提到
[00:05:11.400 --> 00:05:14.300]  原來耶穌第一天進來了
[00:05:14.300 --> 00:05:15.200]  進了耶路撒冷
[00:05:15.200 --> 00:05:19.600]  然後出去伯大利住宿過夜
[00:05:19.600 --> 00:05:21.200]  然後第二天又從伯大利
[00:05:21.200 --> 00:05:22.600]  進入耶路撒冷
[00:05:22.600 --> 00:05:25.100]  從橄欖山經過橄欖山進去了
[00:05:25.100 --> 00:05:29.200]  他途中就看到一棵無花果樹
[00:05:29.200 --> 00:05:31.200]  無花果大家有沒有吃過
[00:05:31.200 --> 00:05:33.400]  我在我父親的後院
[00:05:33.400 --> 00:05:35.200]  前院後院也種了很多無花果
[00:05:35.200 --> 00:05:37.000]  上次中秋節期間
[00:05:37.000 --> 00:05:40.600]  也進去了很多無花果
[00:05:40.600 --> 00:05:43.800]  無花果是非常好吃的水果
[00:05:43.800 --> 00:05:46.000]  是生吃的 當然大家可以煲湯
[00:05:46.000 --> 00:05:49.200]  但是生吃是非常好吃的
[00:05:49.200 --> 00:05:53.200]  那你去到經過無花果樹的時候
[00:05:53.200 --> 00:05:54.400]  他就伸手去拿
[00:05:54.400 --> 00:05:57.000]  看到 嘩
[00:05:57.000 --> 00:05:59.400]  找不到果子
[00:05:59.400 --> 00:06:02.500]  就算是未熟的也找不到
[00:06:02.500 --> 00:06:06.200]  他之後就在門徒面前
[00:06:06.200 --> 00:06:08.300]  就將這棵無花果
[00:06:08.300 --> 00:06:13.700]  就在這棵無花果
[00:06:13.700 --> 00:06:16.200]  看到耶穌這個故事之後
[00:06:16.200 --> 00:06:17.400]  去到尾段的時候
[00:06:17.400 --> 00:06:20.000]  去到二十六二十七節的時候
[00:06:20.000 --> 00:06:22.400]  他也是二十節開始
[00:06:22.400 --> 00:06:24.000]  他也是回程的時候
[00:06:24.000 --> 00:06:27.300]  再經過這棵無花果的時候
[00:06:27.300 --> 00:06:30.500]  就發現這棵無花果是枯乾的
[00:06:30.500 --> 00:06:33.200]  是完全地枯乾的時候
[00:06:33.200 --> 00:06:38.100]  其實耶穌進去看到這個事蹟的時候
[00:06:38.100 --> 00:06:39.300]  我們一會兒會提到
[00:06:39.300 --> 00:06:45.400]  是會看到跟這幫以色列的領袖的敬拜有關係
[00:06:45.400 --> 00:06:47.200]  他藉著這個景況
[00:06:47.200 --> 00:06:49.900]  去帶出兩個無花果的事情
[00:06:49.900 --> 00:06:53.500]  中間這個記載的事情
[00:06:53.500 --> 00:06:58.900]  就是在第十五節開始
[00:06:58.900 --> 00:07:00.800]  第十五節到第十九節
[00:07:00.800 --> 00:07:03.200]  是這個經文的重點
[00:07:03.200 --> 00:07:07.300]  是記載了原來耶穌進去聖殿裡面
[00:07:07.300 --> 00:07:12.200]  怎樣去跟這幫以色列的領袖
[00:07:12.200 --> 00:07:14.900]  還有在眾人面前
[00:07:14.900 --> 00:07:20.100]  去講解敬拜神的模式是應該怎樣
[00:07:20.100 --> 00:07:21.900]  敬拜神的心智是怎樣
[00:07:21.900 --> 00:07:23.600]  我們看到這裡見到
[00:07:23.600 --> 00:07:27.200]  甚至說他們來到耶路撒冷了
[00:07:27.200 --> 00:07:29.100]  進入了聖殿
[00:07:29.100 --> 00:07:33.300]  這個聖殿當時是大喜律王開始建造的
[00:07:33.300 --> 00:07:34.900]  我們看回的時候
[00:07:34.900 --> 00:07:38.500]  他耶穌年代的期間都是在修緝
[00:07:38.500 --> 00:07:40.800]  快要完成的期間裡面
[00:07:40.800 --> 00:07:43.000]  進入這個很大的建築物聖殿當中
[00:07:43.000 --> 00:07:44.900]  進入聖殿他們看到什麼呢
[00:07:44.900 --> 00:07:48.800]  看到有殿裡面在外邦人院那裡
[00:07:48.800 --> 00:07:50.800]  即是園的聖殿的結構
[00:07:50.800 --> 00:07:52.700]  如果大家去過耶路撒冷的時候
[00:07:52.700 --> 00:07:55.700]  還沒去過都看到一些模型
[00:07:55.700 --> 00:08:01.500]  中間有個敬拜耶和華的地方
[00:08:01.500 --> 00:08:03.900]  但是外面有外邦人的院子
[00:08:03.900 --> 00:08:06.600]  是讓外邦人可以經過
[00:08:06.600 --> 00:08:10.600]  他就變成是把這幫領袖
[00:08:10.600 --> 00:08:13.700]  那幫民事祭司
[00:08:13.700 --> 00:08:20.000]  就把那些買賣的攤位搬到外邦人院的地方
[00:08:20.000 --> 00:08:21.000]  去做買賣
[00:08:21.000 --> 00:08:24.400]  還有當中有一些兌換銀錢的桌椅
[00:08:24.400 --> 00:08:25.800]  那些桌子在當中
[00:08:25.800 --> 00:08:29.000]  預備那些在第二城
[00:08:29.000 --> 00:08:35.500]  外面城來的猶太人來到耶路撒冷過禹之的時候
[00:08:35.500 --> 00:08:38.700]  他們方便他們買祭物的事情
[00:08:38.700 --> 00:08:42.100]  這些換銀錢的桌子
[00:08:42.100 --> 00:08:49.600]  當然是有很多明白當時的情況的學者都會解釋
[00:08:49.600 --> 00:08:51.700]  原來他們真的要換那些羅馬貨幣
[00:08:51.700 --> 00:08:57.000]  換回聖殿的幣去買祭物
[00:08:57.000 --> 00:08:59.300]  其實同一時間
[00:08:59.300 --> 00:09:02.400]  因為當時看回當時的時間
[00:09:02.400 --> 00:09:05.800]  當時是儒節之前
[00:09:05.800 --> 00:09:08.900]  如果我們看回出埃及的時候
[00:09:08.900 --> 00:09:14.500]  儒節的起源是出於耶和華神
[00:09:14.500 --> 00:09:18.200]  帶這幫以色列民出埃及
[00:09:18.200 --> 00:09:20.800]  因為耶和華神聽到以色列民
[00:09:20.800 --> 00:09:24.400]  被埃及人的欺壓所受的困苦
[00:09:24.400 --> 00:09:28.500]  耶和華神就親手帶領這幫以色列民
[00:09:28.500 --> 00:09:33.400]  出去埃及進入迦蘭地
[00:09:33.400 --> 00:09:35.000]  由摩西去帶領他們
[00:09:35.000 --> 00:09:38.400]  耶和華神就命令
[00:09:38.400 --> 00:09:41.400]  當時就吩咐了他們
[00:09:41.400 --> 00:09:42.900]  這幫以色列民
[00:09:42.900 --> 00:09:46.200]  你們要在儒節的時候
[00:09:46.200 --> 00:09:50.900]  要紀念神怎麼去拯救他們
[00:09:50.900 --> 00:09:54.600]  他們要有個屬駕去將他們
[00:09:54.600 --> 00:09:55.800]  從罪裏面
[00:09:55.800 --> 00:09:58.900]  從困苦當中拯救出來
[00:09:58.900 --> 00:10:02.100]  所以他們用這個
[00:10:02.100 --> 00:10:04.200]  石哈勒他用的二十歲份
[00:10:04.200 --> 00:10:09.800]  二十歲以上的男兵
[00:10:09.800 --> 00:10:14.600]  就要拿半石哈勒作為聖殿的
[00:10:14.600 --> 00:10:17.800]  敬拜耶和華神的禮物
[00:10:17.800 --> 00:10:23.300]  所以這個傳統的習俗
[00:10:23.300 --> 00:10:27.200]  一直到耶穌主耶穌的時代都是有的
[00:10:27.200 --> 00:10:28.600]  所以我們當我們看回
[00:10:28.600 --> 00:10:31.000]  剛才大家所讀的經文當中
[00:10:31.000 --> 00:10:34.600]  說這幫換銀錢的人的卓子裏面
[00:10:34.600 --> 00:10:36.500]  其實他都在收稅
[00:10:36.500 --> 00:10:38.400]  收這個聖殿的稅
[00:10:38.400 --> 00:10:40.400]  去將這些紀念
[00:10:40.400 --> 00:10:43.100]  這個儒節的兩個禮拜前
[00:10:43.100 --> 00:10:44.700]  當時的規矩就是
[00:10:44.700 --> 00:10:47.600]  兩個禮拜前就開始收
[00:10:47.600 --> 00:10:49.000]  聖殿的稅
[00:10:49.000 --> 00:10:52.900]  他們這幫的民事祭司
[00:10:52.900 --> 00:10:54.900]  就藉著這些桌子
[00:10:54.900 --> 00:10:56.800]  在聖殿裏面
[00:10:56.800 --> 00:10:59.200]  在外園的範圍裏面
[00:10:59.200 --> 00:11:00.500]  就擺了這些桌子
[00:11:00.500 --> 00:11:02.200]  在這裏收取銀錢
[00:11:02.200 --> 00:11:09.100]  那麼主耶穌見到這些人
[00:11:09.100 --> 00:11:10.300]  進聖殿的人
[00:11:10.300 --> 00:11:13.400]  在這裏買賣祭物
[00:11:13.400 --> 00:11:14.400]  無論是甲子
[00:11:14.400 --> 00:11:16.600]  或者其他的事情都好
[00:11:16.600 --> 00:11:17.800]  或者是換銀錢
[00:11:17.800 --> 00:11:20.000]  給這個聖殿稅的時候
[00:11:20.000 --> 00:11:26.200]  甚至有些人就在當中去思想到
[00:11:26.200 --> 00:11:35.000]  原來他們是主耶穌基督
[00:11:35.000 --> 00:11:36.700]  見到這些情況的時候
[00:11:36.700 --> 00:11:40.800]  就想起剛才我們早兩個禮拜的時候
[00:11:40.800 --> 00:11:43.800]  我們看到馬可福音第十章的時候
[00:11:43.800 --> 00:11:45.200]  原來主耶穌基督
[00:11:45.200 --> 00:11:47.400]  就是來到我們當中
[00:11:47.400 --> 00:11:50.800]  是捨命作多人的贖價
[00:11:50.800 --> 00:11:54.800]  就是同樣是將他們拯救出來的贖價
[00:11:54.800 --> 00:11:57.600]  原來主耶穌基督來的目的
[00:11:57.600 --> 00:12:02.900]  是要取代這個憲制的制度
[00:12:02.900 --> 00:12:06.100]  這個制度從出埃及的時候
[00:12:06.100 --> 00:12:08.200]  用半個舍赫納
[00:12:08.200 --> 00:12:11.900]  這個餘節給聖殿稅的時候
[00:12:11.900 --> 00:12:16.300]  他換的銀錢是代表了他贖他們的生命
[00:12:16.300 --> 00:12:18.000]  主耶穌基督來到我們當中
[00:12:18.000 --> 00:12:24.400]  是用他的命去換取這個多人的贖價
[00:12:24.400 --> 00:12:27.700]  將他們從罪裏面拯救出來
[00:12:27.700 --> 00:12:29.700]  所以我們看到原來
[00:12:29.700 --> 00:12:32.700]  在這個行為當中
[00:12:32.700 --> 00:12:35.100]  主耶穌基督將這些桌子
[00:12:35.100 --> 00:12:37.000]  這些做買賣
[00:12:37.000 --> 00:12:40.000]  換銀錢給聖殿稅
[00:12:40.000 --> 00:12:42.500]  將這桌子翻轉的時候
[00:12:42.500 --> 00:12:44.500]  其實有個訊息在背後
[00:12:44.500 --> 00:12:46.600]  就是分享了原來主耶穌基督
[00:12:46.600 --> 00:12:48.200]  在門徒面前
[00:12:48.200 --> 00:12:50.100]  在門徒面前分享了
[00:12:50.100 --> 00:12:52.400]  原來主耶穌基督來的目的
[00:12:52.400 --> 00:12:54.200]  就是作多人的贖價
[00:12:54.200 --> 00:12:56.200]  我們看到原來我們要
[00:12:56.200 --> 00:12:58.300]  首先如果我們真的是
[00:12:58.300 --> 00:13:01.100]  以主耶穌基督做我們忠心的時候
[00:13:01.100 --> 00:13:02.700]  我們要再次的心
[00:13:02.700 --> 00:13:07.200]  要被主耶穌基督的福音來更新
[00:13:07.200 --> 00:13:11.100]  我們的心智如果還沒被主耶穌基督
[00:13:11.100 --> 00:13:12.000]  這個福音
[00:13:12.000 --> 00:13:14.600]  介給我們的福音去更新的時候
[00:13:14.600 --> 00:13:18.500]  我們來教會敬拜的時候
[00:13:18.500 --> 00:13:22.000]  就不是敬拜神
[00:13:22.000 --> 00:13:24.900]  主耶穌基督來的福音是告訴我們
[00:13:24.900 --> 00:13:26.600]  神是多麼愛我們
[00:13:26.600 --> 00:13:28.500]  但是我們犯罪
[00:13:28.500 --> 00:13:31.600]  我們得罪了神的標準
[00:13:31.600 --> 00:13:33.700]  達不到神的標準的時候
[00:13:33.700 --> 00:13:36.900]  就跟神有分一格的時候
[00:13:36.900 --> 00:13:39.400]  我們無論是用自己任何的能力
[00:13:39.400 --> 00:13:40.900]  給多少的稅也好
[00:13:40.900 --> 00:13:43.600]  或者做多少事情去補償也好
[00:13:43.600 --> 00:13:44.700]  都不能夠補償
[00:13:44.700 --> 00:13:46.200]  只有藉著主耶穌基督
[00:13:46.200 --> 00:13:49.000]  因為祂是道路真理生命
[00:13:49.000 --> 00:13:49.900]  只有藉著祂
[00:13:49.900 --> 00:13:53.200]  我們才可以去到富那裡去
[00:13:53.200 --> 00:13:55.400]  所以藉著主耶穌基督這個
[00:13:55.400 --> 00:13:56.900]  捨身的贖價
[00:13:56.900 --> 00:13:58.900]  如果我們接受這條道路的話
[00:13:58.900 --> 00:14:01.700]  我們就可以回到神的身邊
[00:14:01.700 --> 00:14:03.900]  去到有永生的盼望
[00:14:03.900 --> 00:14:05.600]  成為神的兒女
[00:14:05.600 --> 00:14:06.900]  所以這個是
[00:14:06.900 --> 00:14:12.300]  當我們真的要回到主耶穌基督的時候
[00:14:12.300 --> 00:14:15.300]  我們就可以以主耶穌基督為中心
[00:14:15.300 --> 00:14:17.700]  去敬拜神
[00:14:17.700 --> 00:14:19.600]  我們看到原來當中
[00:14:19.600 --> 00:14:20.900]  不是那麼簡單
[00:14:20.900 --> 00:14:24.300]  不只是有一些不懂的
[00:14:24.300 --> 00:14:27.800]  以為自己信了耶和華神的人在當中
[00:14:27.800 --> 00:14:32.100]  原來當中有很多是過路客
[00:14:32.100 --> 00:14:34.300]  過路客來看看
[00:14:34.300 --> 00:14:35.600]  怎樣過路呢
[00:14:35.600 --> 00:14:37.400]  by pass 捷徑
[00:14:37.400 --> 00:14:38.300]  即是你去哪裡
[00:14:38.300 --> 00:14:41.300]  經過聖殿是個捷徑
[00:14:41.300 --> 00:14:43.900]  從一邊去另一邊是個捷徑
[00:14:43.900 --> 00:14:44.700]  我們看到
[00:14:44.700 --> 00:14:48.300]  原來如果我們不是將這個信息
[00:14:48.300 --> 00:14:52.600]  我們的心不是被改變的時候
[00:14:52.600 --> 00:14:53.600]  我們現代也是
[00:14:53.600 --> 00:14:59.600]  很可能將教會變成一個老人中心
[00:14:59.600 --> 00:15:02.000]  社區中心
[00:15:02.000 --> 00:15:05.300]  或者一些所謂的俱樂部
[00:15:05.300 --> 00:15:06.500]  又或者要好一點的
[00:15:06.500 --> 00:15:07.600]  做下一些善事
[00:15:07.600 --> 00:15:09.600]  扶輪社好嗎
[00:15:09.600 --> 00:15:12.300]  又或者做一些
[00:15:12.300 --> 00:15:13.400]  就變了質
[00:15:13.400 --> 00:15:16.400]  不是來教會去敬拜神
[00:15:16.400 --> 00:15:18.400]  星期天變了一些
[00:15:18.400 --> 00:15:21.700]  第二種的目的的時候
[00:15:21.700 --> 00:15:24.400]  但是我們如果真是願意
[00:15:24.400 --> 00:15:26.900]  願意將心被神改變
[00:15:26.900 --> 00:15:29.100]  去接受這個福音的時候
[00:15:29.100 --> 00:15:31.000]  我們就有這個敬拜
[00:15:31.000 --> 00:15:32.800]  基督為中心的基礎
[00:15:32.800 --> 00:15:34.000]  因為主耶穌基督
[00:15:34.000 --> 00:15:37.100]  是我們生命的基石
[00:15:37.100 --> 00:15:38.500]  我們再看下去
[00:15:38.500 --> 00:15:39.800]  第二點的時候
[00:15:39.800 --> 00:15:42.700]  看十七節
[00:15:42.700 --> 00:15:44.800]  主耶穌基督就用神的話語
[00:15:44.800 --> 00:15:45.600]  去教訓
[00:15:45.600 --> 00:15:49.200]  去教導這班猶太人
[00:15:49.200 --> 00:15:50.100]  他教導說
[00:15:50.100 --> 00:15:55.000]  他就引用了二塞亞書
[00:15:55.000 --> 00:15:57.800]  引用了二塞亞書的經文
[00:15:57.800 --> 00:15:59.900]  他教導他們說
[00:15:59.900 --> 00:16:02.000]  這個五十六章
[00:16:02.000 --> 00:16:04.300]  第七節的經文說
[00:16:04.300 --> 00:16:06.100]  這個聖殿
[00:16:06.100 --> 00:16:07.700]  現在我們踏足
[00:16:07.700 --> 00:16:09.300]  也在這裡踏足的聖殿
[00:16:09.300 --> 00:16:12.500]  是萬國禱告的殿
[00:16:12.500 --> 00:16:14.500]  這個萬國禱告的殿
[00:16:14.500 --> 00:16:17.400]  在當中會帶給眾人
[00:16:17.400 --> 00:16:19.000]  是帶給喜樂
[00:16:19.000 --> 00:16:22.000]  當我們接受了這個福音的時候
[00:16:22.000 --> 00:16:23.100]  主耶穌基督福音的時候
[00:16:23.100 --> 00:16:25.500]  我們就成為神的兒女
[00:16:25.500 --> 00:16:27.200]  我們就可以跟神
[00:16:27.200 --> 00:16:29.200]  父神去禱告
[00:16:29.200 --> 00:16:32.700]  無論是我們當中的猶太人也好
[00:16:32.700 --> 00:16:36.900]  或者是當中的其他外族人
[00:16:36.900 --> 00:16:37.700]  孤兒寡婦
[00:16:37.700 --> 00:16:40.400]  或者是流離去寄居也好
[00:16:40.400 --> 00:16:41.400]  來到當中
[00:16:41.400 --> 00:16:43.100]  都可以藉著禱告
[00:16:43.100 --> 00:16:45.100]  去從中得到喜樂
[00:16:45.100 --> 00:16:47.500]  所以這個萬國禱
[00:16:47.500 --> 00:16:49.900]  不只是給猶太人
[00:16:49.900 --> 00:16:52.000]  是給外邦人
[00:16:52.000 --> 00:16:58.300]  一班是流離寄居的薩瑪尼亞人
[00:16:58.300 --> 00:17:01.600]  都可以在當中得到喜樂的時候
[00:17:01.600 --> 00:17:02.600]  這裡就說
[00:17:02.600 --> 00:17:03.900]  看到原來這個的殿
[00:17:03.900 --> 00:17:05.100]  這個的地方
[00:17:05.100 --> 00:17:07.600]  是一個萬國禱告的地方
[00:17:07.600 --> 00:17:10.700]  是帶給眾人跟神建立一個更深
[00:17:10.700 --> 00:17:11.700]  更長遠
[00:17:11.700 --> 00:17:13.800]  更深入的關係的地方
[00:17:13.800 --> 00:17:15.300]  可以從中
[00:17:15.300 --> 00:17:18.000]  在生命的重擔當中
[00:17:18.000 --> 00:17:20.000]  而得到喜樂的地方
[00:17:20.000 --> 00:17:21.600]  所以我們看到原來
[00:17:21.600 --> 00:17:24.200]  主耶穌基督去潔淨聖殿的時候
[00:17:24.200 --> 00:17:26.200]  是將這個地方
[00:17:26.200 --> 00:17:29.100]  是變成一個同神親近的地方
[00:17:29.100 --> 00:17:31.100]  是不是就是這麼簡單說
[00:17:31.100 --> 00:17:33.300]  是將這個地方能夠潔淨
[00:17:33.300 --> 00:17:36.000]  就是將在那個地方的問題
[00:17:36.000 --> 00:17:37.500]  我相信絕對不是
[00:17:37.500 --> 00:17:41.100]  因為想起就算很多的教會
[00:17:41.100 --> 00:17:42.400]  成長的時間
[00:17:42.400 --> 00:17:44.500]  當一間教會直堂的時候
[00:17:44.500 --> 00:17:47.100]  他們可能會租一些地方
[00:17:47.100 --> 00:17:50.300]  為他酒店的回憶室
[00:17:50.300 --> 00:17:52.000]  或者是禮堂
[00:17:52.000 --> 00:17:55.600]  那個地方平時都不是做敬拜的
[00:17:55.600 --> 00:17:57.300]  難道那個地方分別為聖
[00:17:57.300 --> 00:18:01.400]  變成是要聖到一個很神聖的地方
[00:18:01.400 --> 00:18:04.100]  只是做敬拜不可以做其他活動嗎
[00:18:04.100 --> 00:18:05.200]  不是
[00:18:05.200 --> 00:18:06.800]  這裡所提到的就是
[00:18:06.800 --> 00:18:09.000]  我們這個的地方
[00:18:09.000 --> 00:18:10.400]  我們的心裡面
[00:18:10.400 --> 00:18:12.900]  是不是有其他的東西
[00:18:12.900 --> 00:18:15.300]  將敬拜去擠了出去
[00:18:15.300 --> 00:18:17.000]  排擠了出去
[00:18:17.000 --> 00:18:18.200]  因為我們怎樣看到
[00:18:18.200 --> 00:18:20.300]  因為我們看到下一節
[00:18:20.300 --> 00:18:22.100]  不是下一節 下一個問題
