
[00:00:00.000 --> 00:00:03.680]  我們這幾個月一直在講亞國書的系列
[00:04:14.200 --> 00:04:18.280]  同樣要受到無憐憫的審判
[00:04:18.280 --> 00:04:20.960]  當我們看四章六節的時候
[00:04:20.960 --> 00:04:21.760]  那裏這樣說
[00:04:21.760 --> 00:04:25.040]  臣對抗或者阻擋驕傲的人
[00:04:25.040 --> 00:04:29.600]  卻次因及謙卑的人
[00:04:29.600 --> 00:04:33.680]  這一節的經文就引出了三批驕傲的人
[00:04:33.680 --> 00:04:36.480]  第一批就在四章十一至十二節
[00:04:36.480 --> 00:04:40.000]  講到那些惡意批評誹謗的人
[00:04:40.000 --> 00:04:44.880]  第二類的人就是四章十三至十七節
[00:04:44.880 --> 00:04:49.480]  講一班自誇張狂的商人
[00:04:49.480 --> 00:04:54.000]  我們今天明天我們要往某城裏去
[00:04:54.000 --> 00:04:56.760]  在那裏住一年作買賣得利
[00:04:56.760 --> 00:04:58.000]  很多很多的東西
[00:04:58.000 --> 00:05:00.840]  我們只想賺多點賺多點
[00:05:00.840 --> 00:05:03.680]  賺多點多點擁有多點
[00:05:03.680 --> 00:05:07.800]  這一班的商人是自誇張狂者
[00:05:07.800 --> 00:05:09.120]  都是驕傲
[00:05:09.120 --> 00:05:12.280]  到今天我們要和大家分享的一段經文
[00:05:12.280 --> 00:05:16.960]  五章一至六節就是講到行惡的婦者
[00:05:16.960 --> 00:05:18.840]  然後在第六節裏面
[00:05:18.840 --> 00:05:21.440]  也是首尾呼應來講到
[00:05:21.440 --> 00:05:23.000]  你們定了二人的罪
[00:05:23.000 --> 00:05:24.560]  把他殺害
[00:05:24.560 --> 00:05:27.440]  難道臣不會對抗你們嗎
[00:05:27.440 --> 00:05:29.440]  臣對抗驕傲的人
[00:05:29.440 --> 00:05:31.920]  這一班的人同樣都是驕傲的人
[00:05:31.920 --> 00:05:34.000]  臣都會對抗他們
[00:05:34.000 --> 00:05:36.120]  上一段講到這一班的商人
[00:05:36.120 --> 00:05:38.360]  正在籌除滿志
[00:05:38.360 --> 00:05:40.360]  夢想一個發財的路
[00:05:40.360 --> 00:05:42.080]  可惜他們沒有想到
[00:05:42.080 --> 00:05:46.240]  人的生命一夜之間就煙消雲散
[00:05:46.240 --> 00:05:50.760]  現在從商人去到一班擁有田地的人
[00:05:50.760 --> 00:05:55.440]  當日擁有田地的人都是有錢人
[00:05:55.440 --> 00:05:57.760]  這兩班人共通點都是驕傲的人
[00:05:57.760 --> 00:06:00.320]  都是當臣舞蹈的婦人
[00:06:00.320 --> 00:06:03.760]  追求自身利益的人
[00:06:03.760 --> 00:06:05.440]  硬講在第五章
[00:06:05.440 --> 00:06:07.320]  剛才我們讀的一段經文
[00:06:07.320 --> 00:06:13.040]  出現很多字眼都是充滿末世的主題
[00:06:13.040 --> 00:06:17.200]  苦難 災難
[00:06:17.200 --> 00:06:19.080]  末世 當宰殺的日子
[00:06:19.080 --> 00:06:23.720]  都是講到末世的一些審判的字眼
[00:06:23.720 --> 00:06:31.520]  即是說臣會審判這些為富不仁的人
[00:06:31.520 --> 00:06:33.160]  這一班為富不仁的人
[00:06:33.160 --> 00:06:39.840]  亦可能在當時欺壓信徒群體
[00:06:39.840 --> 00:06:40.720]  第一節
[00:06:40.720 --> 00:06:45.000]  你們這些富足人應當哭泣浩濤
[00:06:45.000 --> 00:06:47.480]  因為將有苦難臨到你們身上
[00:06:47.480 --> 00:06:50.320]  一開始已經是一個審判
[00:06:50.320 --> 00:06:53.720]  跟上一段的經文有不同
[00:06:53.720 --> 00:06:57.600]  上一段的經文是講了他們的罪行
[00:06:57.600 --> 00:07:01.600]  最後才講到審判
[00:07:01.600 --> 00:07:07.200]  婦人究竟為何要浩濤大哭呢?
[00:07:07.200 --> 00:07:12.120]  為何災難或審判會臨到她們身上呢?
[00:07:12.120 --> 00:07:14.000]  她們有甚麼罪呢?
[00:07:14.000 --> 00:07:17.680]  她們跌入了甚麼陷阱而不能自拔呢?
[00:07:17.680 --> 00:07:20.240]  她們如何當臣舞蹈呢?
[00:07:20.240 --> 00:07:26.640]  經文指出她們有四方面的罪行
[00:07:26.640 --> 00:07:28.800]  我們逐一來看看
[00:07:28.800 --> 00:07:31.200]  第一方面的罪行
[00:07:31.200 --> 00:07:34.640]  在第二至第三節
[00:07:34.640 --> 00:07:36.640]  你們的財物壞了
[00:07:36.640 --> 00:07:39.600]  衣服也被從此熬了
[00:07:39.600 --> 00:07:42.120]  你們的金銀都長了壽
[00:07:42.120 --> 00:07:44.280]  那壽要證明你們的不是
[00:07:44.280 --> 00:07:46.120]  又要吃你們的肉
[00:07:46.120 --> 00:07:47.560]  如同火燒
[00:07:47.560 --> 00:07:51.760]  你們在此末世只知積攢錢財
[00:07:51.760 --> 00:07:54.840]  她們的問題是甚麼呢?
[00:07:54.840 --> 00:07:57.360]  雅各用了財物
[00:07:57.360 --> 00:07:58.720]  用了衣服
[00:07:58.720 --> 00:08:00.720]  用了金銀
[00:08:00.720 --> 00:08:07.560]  來形容這班當時的婦人所擁有的身家財產
[00:08:07.560 --> 00:08:08.800]  財物是甚麼呢?
[00:08:08.800 --> 00:08:11.920]  財物如果她是一個田農的時候
[00:08:11.920 --> 00:08:13.080]  田地
[00:08:13.080 --> 00:08:14.800]  或者她自己的出產
[00:08:14.800 --> 00:08:20.040]  可能是穀物或者葡萄或者是橄欖等等
[00:08:20.040 --> 00:08:22.760]  但是原來這一切的東西
[00:08:22.760 --> 00:08:25.880]  都是會扭壞的
[00:08:25.880 --> 00:08:29.200]  財物扭壞腐爛了
[00:08:29.200 --> 00:08:31.320]  衣裳被重鑄了
[00:08:31.320 --> 00:08:34.400]  金銀長了壽
[00:08:34.400 --> 00:08:37.560]  全部都是完美的機會
[00:08:37.560 --> 00:08:38.800]  完成了的
[00:08:38.800 --> 00:08:40.320]  但是當時這一班有錢人
[00:08:40.320 --> 00:08:40.800]  沒有啊
[00:08:40.800 --> 00:08:42.280]  我的衣服沒有壞
[00:08:42.280 --> 00:08:43.560]  我的金也沒有壞
[00:08:43.560 --> 00:08:45.000]  我的財物
[00:08:45.000 --> 00:08:47.720]  我的橄欖
[00:08:47.720 --> 00:08:48.880]  我們的葡萄
[00:08:48.880 --> 00:08:49.800]  我們的出產
[00:08:49.800 --> 00:08:50.400]  我們的田地
[00:08:50.400 --> 00:08:52.040]  沒有啊
[00:08:52.040 --> 00:08:55.200]  但是雅各就用了一個先知的口吻
[00:08:55.200 --> 00:08:56.800]  來去預言
[00:08:56.800 --> 00:09:00.760]  這個叫Prophetic Anticipation
[00:09:00.760 --> 00:09:02.360]  是一個預述
[00:09:02.360 --> 00:09:06.400]  就說她們必定的已經壞了
[00:09:06.400 --> 00:09:09.320]  預言這一切地上的物質
[00:09:09.320 --> 00:09:11.120]  都會徹底的
[00:09:11.120 --> 00:09:12.800]  嚴重的腐蝕扭壞
[00:09:12.800 --> 00:09:13.920]  沒有永恆的價值
[00:09:13.920 --> 00:09:17.840]  就是地上最有價值的黃金白銀
[00:09:17.840 --> 00:09:22.360]  這些問題是為自己
[00:09:22.360 --> 00:09:24.800]  囤積財富
[00:09:24.800 --> 00:09:26.920]  擁有
[00:09:26.920 --> 00:09:29.160]  更多
[00:09:29.160 --> 00:09:31.560]  而沒有正確的使用財物
[00:09:31.560 --> 00:09:34.000]  這樣有就等於沒有了
[00:09:34.000 --> 00:09:36.920]  囤積財富就好像一隻小驢
[00:09:36.920 --> 00:09:40.280]  拖著黃金而只是吃乾草
[00:09:40.280 --> 00:09:43.240]  儲蓄和囤積的分別
[00:09:43.240 --> 00:09:45.960]  就是儲蓄是智慧的舉動
[00:09:45.960 --> 00:09:47.360]  但是囤積呢
[00:09:47.360 --> 00:09:49.040]  就聖經裏面說到
[00:09:49.040 --> 00:09:50.880]  是罪惡來的
[00:09:50.880 --> 00:09:52.880]  他們被財物克制
[00:09:52.880 --> 00:09:54.720]  甚至成為奴隸
[00:09:54.720 --> 00:09:56.440]  不買不行的
[00:09:56.440 --> 00:09:58.400]  什麼東西都要囤積
[00:09:58.400 --> 00:10:00.080]  什麼東西都要擁有
[00:10:00.080 --> 00:10:01.760]  為自己
[00:10:01.760 --> 00:10:02.600]  為自己
[00:10:02.600 --> 00:10:04.160]  自我為中心
[00:10:04.160 --> 00:10:08.080]  無法去分享的
[00:10:08.080 --> 00:10:10.120]  嘉爾文曾經這樣說
[00:10:10.120 --> 00:10:13.520]  他說神並沒有定義要金銀獎壽
[00:10:13.520 --> 00:10:15.720]  或者衣服被重瓦
[00:10:15.720 --> 00:10:16.880]  被重鑄
[00:10:16.880 --> 00:10:17.480]  反之
[00:10:17.480 --> 00:10:18.960]  他定義要
[00:10:18.960 --> 00:10:20.760]  這些
[00:10:20.760 --> 00:10:22.120]  成為什麼呢
[00:10:22.120 --> 00:10:27.440]  幫助人的工具
[00:10:27.440 --> 00:10:30.560]  所以把錢用在毫無益處的事情上
[00:10:30.560 --> 00:10:36.280]  同樣是一種沒有人性的名證
[00:10:36.280 --> 00:10:38.400]  囤積財富
[00:10:38.400 --> 00:10:41.840]  神有什麼審判呢
[00:10:41.840 --> 00:10:43.360]  這個審判就是
[00:10:43.360 --> 00:10:44.840]  這獸
[00:10:44.840 --> 00:10:48.320]  要成為指控你們的證據
[00:10:48.320 --> 00:10:49.200]  這個獸
[00:10:49.200 --> 00:10:51.120]  生獸的獸
[00:10:51.120 --> 00:10:55.200]  是和毒氣是同一個字
[00:10:55.200 --> 00:10:57.280]  記不記得《雅各書》說到
[00:10:57.280 --> 00:10:59.200]  我們身體某一個部份
[00:10:59.200 --> 00:11:02.240]  是毒氣
[00:11:02.240 --> 00:11:04.240]  舌頭
[00:11:04.240 --> 00:11:08.320]  所以雅各人格化了這個獸
[00:11:08.320 --> 00:11:10.600]  這個獸就用來指控
[00:11:10.600 --> 00:11:13.840]  抵擋你們的證據
[00:11:13.840 --> 00:11:16.200]  都要好像火神
[00:11:16.200 --> 00:11:18.640]  審判的火一樣吞吃你們的肉
[00:11:18.640 --> 00:11:21.240]  意思就是在末世的時候
[00:11:21.240 --> 00:11:26.960]  他將要受到地獄之火的焚燒
[00:11:26.960 --> 00:11:30.240]  囤積財富
[00:11:30.240 --> 00:11:33.640]  我們想起一位女士
[00:11:33.640 --> 00:11:37.480]  菲律賓前第一夫人艾美黛
[00:11:37.480 --> 00:11:39.720]  當時
[00:11:39.720 --> 00:11:42.560]  菲律賓的人民有三分一
[00:11:42.560 --> 00:11:47.120]  每一日只靠一元美金來過活
[00:11:47.120 --> 00:11:51.240]  但是這位第一夫人
[00:11:51.240 --> 00:11:54.600]  卻是擁有過千對的鞋
[00:11:54.600 --> 00:11:57.960]  多達七千噸的金條
[00:11:57.960 --> 00:12:00.680]  現在的菲律賓總統
[00:12:00.680 --> 00:12:02.960]  曾經和她聊過天
[00:12:02.960 --> 00:12:08.240]  問她是她講給今天的菲律賓總統知道的
[00:12:08.240 --> 00:12:09.760]  當然這七千噸的金條
[00:12:09.760 --> 00:12:12.280]  她說其實有這七千噸的金條
[00:12:12.280 --> 00:12:15.720]  其實是在不同的地方
[00:12:15.720 --> 00:12:18.640]  現在你是拿不到出來用的
[00:12:18.640 --> 00:12:21.840]  有 但是沒有
[00:12:21.840 --> 00:12:25.120]  所以
[00:12:25.120 --> 00:12:29.120]  囤積財富
[00:12:29.120 --> 00:12:31.800]  是一個罪
[00:12:31.800 --> 00:12:33.720]  在神的眼中
[00:12:33.720 --> 00:12:37.160]  香港曾經有一年木屋區大火
[00:12:37.160 --> 00:12:42.800]  有一個婆婆在火場上大聲地救命
[00:12:42.800 --> 00:12:46.640]  可惜火勢實在太過猛烈
[00:12:46.640 --> 00:12:48.920]  鄰居也救不了她
[00:12:48.920 --> 00:12:52.360]  然後婆婆將一個很大包的包裹
[00:12:52.360 --> 00:12:54.640]  一丟不丟給鄰居
[00:12:54.640 --> 00:12:57.160]  然後自己就暈倒了
[00:12:57.160 --> 00:13:00.840]  更加悲劇的就是葬身火海
[00:13:00.840 --> 00:13:04.080]  當人們將這個包裹拆開看的時候
[00:13:04.080 --> 00:13:08.920]  嘩 原來發現裏面有些什麼呢
[00:13:08.920 --> 00:13:13.440]  原來有十萬的港幣現金
[00:13:13.440 --> 00:13:16.200]  還有二萬美金
[00:13:16.200 --> 00:13:18.640]  還有很多貴重的物品
[00:13:18.640 --> 00:13:23.280]  原來她認為
[00:13:23.280 --> 00:13:26.840]  將這些財物放在身邊就最安全了
[00:13:26.840 --> 00:13:28.240]  有安全感了
[00:13:28.240 --> 00:13:30.880]  又不敢將錢放在銀行
[00:13:30.880 --> 00:13:33.720]  反而將它放在身邊
[00:13:33.720 --> 00:13:35.360]  她誓估不到
[00:13:35.360 --> 00:13:38.000]  她一生所申勞所得的
[00:13:38.000 --> 00:13:44.920]  自己都沒有機會去享用
[00:13:44.920 --> 00:13:48.440]  我想我們住在香港這個城市
[00:13:48.440 --> 00:13:54.000]  我們知道香港人都很喜歡囤積物品
[00:13:54.000 --> 00:13:56.840]  但如果我們一直囤積物品的時候
[00:13:56.840 --> 00:13:58.960]  而影響我們的生活
[00:13:58.960 --> 00:14:02.600]  這樣就會成為一個病態了
[00:14:02.600 --> 00:14:06.160]  在上一年4至5月
[00:14:06.160 --> 00:14:13.040]  和富社會企業訪問了差不多一千個成年人
[00:14:13.040 --> 00:14:16.360]  發現原來有六成的受訪者
[00:14:16.360 --> 00:14:23.920]  都有強迫性的罪藏行為
[00:14:23.920 --> 00:14:29.560]  大約有一成的人有強迫性購物行為
[00:14:29.560 --> 00:14:32.080]  而精神科醫生指出
[00:14:32.080 --> 00:14:35.080]  如果你居住的地方
[00:14:35.080 --> 00:14:37.320]  有很多雜物,不捨得扔東西
[00:14:37.320 --> 00:14:41.360]  又可能有罪藏失調症
[00:14:41.360 --> 00:14:46.680]  調查發現四分一的受訪者最少擁有11雙鞋
[00:14:46.680 --> 00:14:51.880]  有逾四成的人擁有超過5個袋或背囊
[00:14:51.880 --> 00:14:55.560]  近四成的人有多於20件T恤
[00:14:55.560 --> 00:14:58.800]  三成的人每星期最少一次購買
[00:14:58.800 --> 00:15:00.600]  沒有需要的東西
[00:15:00.600 --> 00:15:04.000]  沒有計劃要買的東西
[00:15:04.000 --> 00:15:08.200]  受訪的女性比男性容易出現這種行為
[00:15:08.200 --> 00:15:12.360]  姐妹們要留心
[00:15:12.360 --> 00:15:13.680]  其實我也有病
[00:15:13.680 --> 00:15:17.760]  我一定是超過20件T恤
[00:15:17.760 --> 00:15:20.160]  我在城鎮已經做了十幾年
[00:15:20.160 --> 00:15:23.720]  我的成長班一年換一件班衫
[00:15:23.720 --> 00:15:27.320]  還要一件班衫、一件紅、一件藍
[00:15:27.320 --> 00:15:29.880]  已經有很多班衫
[00:15:29.880 --> 00:15:31.080]  穿不上
[00:15:31.080 --> 00:15:33.400]  有些衣服
[00:15:33.400 --> 00:15:37.440]  正所謂印在成長班字上的名字
[00:15:37.440 --> 00:15:39.760]  可能已經脫色了
[00:15:39.760 --> 00:15:41.760]  是真的
[00:15:41.760 --> 00:15:45.320]  有這麼多也穿不上
[00:15:45.320 --> 00:15:55.480]  袋我絕對有超過5個袋或背囊
[00:15:55.480 --> 00:15:58.680]  環保袋也無數
[00:15:58.680 --> 00:16:01.640]  所以我也是有病的
[00:16:01.640 --> 00:16:04.360]  書籍有很多
[00:16:04.360 --> 00:16:06.760]  辦公室有很多書
[00:16:06.760 --> 00:16:10.520]  有些同事離職或退休時
[00:16:10.520 --> 00:16:12.120]  會扔很多書出來
[00:16:12.120 --> 00:16:15.520]  可能他到退休時才扔書出來
[00:16:15.520 --> 00:16:18.400]  看到這本書不錯
[00:16:18.400 --> 00:16:22.440]  但今天有很多人只買書
[00:16:22.440 --> 00:16:23.760]  不看書
[00:16:23.760 --> 00:16:25.280]  家裏有很多書
[00:16:25.280 --> 00:16:27.160]  但其實全部是新的
[00:16:27.160 --> 00:16:30.680]  當新的時候封塵
[00:16:30.680 --> 00:16:34.240]  到十年後沒看過這本書
[00:16:34.240 --> 00:16:37.240]  其實很多很多的東西
[00:16:37.240 --> 00:16:39.120]  但其實是囤積
[00:16:39.120 --> 00:16:41.320]  沒有真正用
[00:16:41.320 --> 00:16:42.800]  在聖經裏
[00:16:42.800 --> 00:16:46.640]  耶穌曾經說過無知財主的比喻
[00:16:46.640 --> 00:16:48.200]  這個無知財主說
[00:16:48.200 --> 00:16:50.200]  我有這麼多出產
[00:16:50.200 --> 00:16:51.560]  我有這麼多東西
[00:16:51.560 --> 00:16:53.720]  我要收藏的
[00:16:53.720 --> 00:16:55.160]  我要拆掉這個倉房
[00:16:55.160 --> 00:16:58.120]  我要建造更大的倉房
[00:16:58.120 --> 00:17:00.360]  來收藏我一切的糧食
[00:17:00.360 --> 00:17:02.560]  貨物、囤積
[00:17:02.560 --> 00:17:04.440]  擁有這麼多東西
[00:17:04.440 --> 00:17:06.680]  慢慢用
[00:17:06.680 --> 00:17:10.280]  安日的吃喝快樂
[00:17:10.280 --> 00:17:12.800]  但神卻對他說
[00:17:12.800 --> 00:17:14.280]  無知的人
[00:17:14.280 --> 00:17:17.520]  今天晚上你的靈魂必被取去
[00:17:17.520 --> 00:17:23.320]  你所預備的要歸給誰呢?
[00:17:23.320 --> 00:17:24.720]  凡為自己積財
[00:17:24.720 --> 00:17:29.640]  在神面前是不會付足的
[00:17:29.640 --> 00:17:32.280]  第一個罪行
[00:17:32.280 --> 00:17:33.360]  囤積財富
[00:17:33.360 --> 00:17:34.640]  第二個罪行
[00:17:34.640 --> 00:17:36.360]  是在第四節
[00:17:36.360 --> 00:17:38.280]  工人給你們收割莊稼
[00:17:38.280 --> 00:17:40.080]  你們虧欠他們的工錢
[00:17:40.080 --> 00:17:41.800]  這工錢有聲音呼叫
[00:17:41.800 --> 00:17:44.280]  並且那收割之人的冤聲
[00:17:44.280 --> 00:17:49.400]  已經入了萬君之主的意料
[00:17:49.400 --> 00:17:53.080]  當時在新約的時代
[00:17:53.080 --> 00:17:55.440]  夏天是收割的季節
[00:17:55.440 --> 00:17:57.720]  需要很多的臨時工人
[00:17:57.720 --> 00:18:00.400]  需要他們按日計糧
[00:18:00.400 --> 00:18:04.240]  這些工人大多數都是生活貧困
[00:18:04.240 --> 00:18:06.680]  很多的窮苦的大眾
[00:18:06.680 --> 00:18:10.280]  餐穩餐食餐餐清
[00:18:10.280 --> 00:18:14.520]  整家人都要靠這些微薄的工資來生活
[00:18:14.520 --> 00:18:17.800]  但這些有錢人就是欺壓他們
[00:18:17.800 --> 00:18:19.440]  剋扣工資
[00:18:19.440 --> 00:18:22.120]  虧欠他們的工錢
[00:18:22.120 --> 00:18:24.320]  剝削他們
[00:18:24.320 --> 00:18:28.560]  虧欠這個字是兩個字加起來的
[00:18:28.560 --> 00:18:29.400]  哪兩個字呢?
[00:18:29.400 --> 00:18:32.840]  從和強奪
[00:18:32.840 --> 00:18:37.120]  從這些人的手裏邊強奪的意思
[00:18:37.120 --> 00:18:39.000]  不把他們應該得到的
[00:18:39.000 --> 00:18:41.360]  給他們這種不仁不義的行為
[00:18:41.360 --> 00:18:44.520]  當日的社會是司空見慣
[00:18:44.520 --> 00:18:48.720]  這個問題是剝削工人
[00:18:48.720 --> 00:18:50.640]  剝削他們應得的
[00:18:50.640 --> 00:18:54.440]  基本上是不誠實的罪行
[00:18:54.440 --> 00:18:56.480]  是從工人的手裏邊
[00:18:56.480 --> 00:18:58.440]  奪取他們應得的報酬
[00:18:58.440 --> 00:19:00.240]  是自私的行為
[00:19:00.240 --> 00:19:03.000]  是只顧中飽私囊
[00:19:03.000 --> 00:19:05.640]  是當神舞蹈
[00:19:05.640 --> 00:19:08.880]  當然和耶穌在《馬太福音》20章
[00:19:08.880 --> 00:19:13.640]  講到葡萄園的比喻有一個很大的分別
[00:19:13.640 --> 00:19:16.120]  不論是早上九點進去做工的
[00:19:16.120 --> 00:19:18.960]  或者下午五點才來做工的
[00:19:18.960 --> 00:19:21.480]  都得到一個銀幣
[00:19:21.480 --> 00:19:23.440]  表明這位的園主
[00:19:23.440 --> 00:19:25.360]  就是我們這位的天父
[00:19:25.360 --> 00:19:28.400]  這位滿有恩典的神
[00:19:28.400 --> 00:19:30.440]  他是憐憫的神
[00:19:30.440 --> 00:19:32.280]  他是慷慨的主
[00:19:32.280 --> 00:19:37.880]  讓他們能夠維持家計
[00:19:37.880 --> 00:19:39.680]  審判是怎樣審判呢?
[00:19:39.680 --> 00:19:40.800]  神是怎樣審判呢?
[00:19:40.800 --> 00:19:46.080]  這裏的雅各再一次人格化了「公前」這個字
[00:19:46.080 --> 00:19:48.240]  「公前」就好像一個人一樣
[00:19:48.240 --> 00:19:49.240]  他會走出來
[00:19:49.240 --> 00:19:51.880]  這個「公前」會呼喊的
[00:19:51.880 --> 00:19:52.760]  與此同時
[00:19:52.760 --> 00:19:55.160]  收割工人的冤聲已經傳入了
[00:19:55.160 --> 00:19:57.880]  萬君之主的耳裏邊
[00:19:57.880 --> 00:20:00.040]  這幅是一個戰爭的圖畫
[00:20:00.040 --> 00:20:03.200]  就是我們這位萬君的神
[00:20:03.200 --> 00:20:05.120]  好像一個戰士一樣
[00:20:05.120 --> 00:20:06.480]  大能的主
[00:20:06.480 --> 00:20:11.960]  要對抗這些欺壓工人的婦人
[00:20:11.960 --> 00:20:14.760]  這是一個嚴厲的審判
[00:20:14.760 --> 00:20:17.120]  但對於受欺壓的人
[00:20:17.120 --> 00:20:19.720]  對於受壓的人來說
[00:20:19.720 --> 00:20:21.880]  這是一個安慰的訊息
[00:20:21.880 --> 00:20:25.840]  因為有我們這位萬君之主
[00:20:25.840 --> 00:20:28.520]  與我們站在我這一邊
[00:20:28.520 --> 00:20:29.760]  站在我們這一邊
[00:20:29.760 --> 00:20:31.840]  為我們打仗
[00:20:31.840 --> 00:20:33.680]  我們這位萬君之主
[00:20:33.680 --> 00:20:34.560]  體恤我們
[00:20:34.560 --> 00:20:36.120]  瑞聽我們
[00:20:36.120 --> 00:20:37.280]  拯救我們
[00:20:37.280 --> 00:20:39.640]  保護我們
[00:20:39.640 --> 00:20:43.800]  頂姐妹羅肯聖賢已經進入了《出埃及記》了
[00:20:43.800 --> 00:20:46.400]  不知道你們看了第五、第六章沒有呢?
[00:20:46.400 --> 00:20:49.160]  今天去到第六章了
[00:20:49.160 --> 00:20:52.240]  《出埃及記》頭幾章講到
[00:20:52.240 --> 00:20:58.320]  是這班埃及人怎樣來欺壓這班以色列民
[00:20:58.320 --> 00:21:01.640]  而神要來幫助他們
[00:21:01.640 --> 00:21:02.480]  拯救他們
[00:21:02.480 --> 00:21:05.840]  在今天早上我讀第六章的時候
[00:21:05.840 --> 00:21:09.720]  那裡已經講到
[00:21:09.720 --> 00:21:10.640]  他說
[00:21:10.640 --> 00:21:13.320]  我們這位神已經聽見以色列人
[00:21:13.320 --> 00:21:16.440]  被埃及人苦待的哀聲了
[00:21:16.440 --> 00:21:20.200]  神要紀念神自己的約
[00:21:20.200 --> 00:21:24.520]  所以他就跟摩西說
[00:21:24.520 --> 00:21:27.080]  摩西你要跟以色列人這樣說
