
[00:00:00.000 --> 00:00:04.000]  好,麻煩惠雄、阿丁姐妹平安
[00:03:25.000 --> 00:03:31.000]  這封是史濤保羅所寫的四封監獄書信的其中一卷
[00:03:31.000 --> 00:03:36.000]  這本書大概寫在主後61至63年
[00:03:36.000 --> 00:03:40.000]  是保羅在羅馬的監獄裏寫成的
[00:03:40.000 --> 00:03:43.000]  當時有一些背景
[00:03:43.000 --> 00:03:48.000]  已忽所教會是保羅親自設立的
[00:03:48.000 --> 00:03:52.000]  當時在小亞、細亞省各個地方的教會
[00:03:52.000 --> 00:03:55.000]  外邦人即是非猶太人
[00:03:55.000 --> 00:03:59.000]  外邦人的基督徒數目越來越多
[00:03:59.000 --> 00:04:04.000]  史濤保羅可能鑑於他們這些外邦基督徒
[00:04:04.000 --> 00:04:07.000]  他們來自一個異教的世界
[00:04:07.000 --> 00:04:11.000]  他們對神揀選猶太人做他們的子民
[00:04:11.000 --> 00:04:15.000]  但現在又將福音傳給他們這些外邦人
[00:04:15.000 --> 00:04:17.000]  所以這些外邦信徒
[00:04:17.000 --> 00:04:21.000]  他們不明白究竟神的目的是甚麼
[00:04:21.000 --> 00:04:23.000]  因此保羅就有這個負擔
[00:04:23.000 --> 00:04:27.000]  他很想將他從神所領受的啟示
[00:04:27.000 --> 00:04:29.000]  就是關於教會的奧秘
[00:04:29.000 --> 00:04:33.000]  藉著這本書來講解清楚
[00:04:33.000 --> 00:04:35.000]  使這些外邦信徒
[00:04:35.000 --> 00:04:40.000]  他們都能夠認識神對教會的計劃和目的
[00:04:40.000 --> 00:04:44.000]  也就是說他們能夠清楚地明白教會的來源
[00:04:44.000 --> 00:04:49.000]  教會的性質和教會的見證等等
[00:04:49.000 --> 00:04:55.000]  已忽所書這本書也被一些人稱為書信中的皇后
[00:04:55.000 --> 00:05:02.000]  很多人主張已忽所書是心若思想的最高峰
[00:05:02.000 --> 00:05:06.000]  這本書的一個重要主題就是教會
[00:05:06.000 --> 00:05:10.000]  我們可以在已忽所書裏面有三段經文
[00:05:10.000 --> 00:05:14.000]  看到教會在當中的重要性
[00:05:14.000 --> 00:05:16.000]  在一章裏他提到
[00:05:16.000 --> 00:05:20.000]  「神使萬有都歸服在他的腳下
[00:05:20.000 --> 00:05:24.000]  並賜他給教會作萬有的元首
[00:05:24.000 --> 00:05:26.000]  教會是他的身體
[00:05:26.000 --> 00:05:29.000]  善雅充滿萬有者所完全充滿的」
[00:05:29.000 --> 00:05:31.000]  這裏說的是耶穌基督
[00:05:31.000 --> 00:05:33.000]  第三章裏說到
[00:05:33.000 --> 00:05:37.000]  「願榮耀在教會中和耶穌基督裏歸給他
[00:05:37.000 --> 00:05:41.000]  直到萬代 永世無窮 阿們」
[00:05:41.000 --> 00:05:44.000]  第五章裏說到
[00:05:44.000 --> 00:05:45.000]  「這是極大的奧秘
[00:05:45.000 --> 00:05:48.000]  但我是指著基督和教會說的」
[00:05:48.000 --> 00:05:51.000]  他之前說到夫婦的關係
[00:05:51.000 --> 00:05:58.000]  但其實他是用這個來指向耶穌基督和教會的關係
[00:05:58.000 --> 00:06:03.000]  指向耶穌基督是怎樣的愛教會
[00:06:03.000 --> 00:06:07.000]  這本書啟示了神在這個世代裏的心意
[00:06:07.000 --> 00:06:11.000]  乃是建造耶穌基督的身體
[00:06:11.000 --> 00:06:15.000]  就是在榮耀當中的教會
[00:06:15.000 --> 00:06:20.000]  《已不所書》這本書給了我們有關教會最高的啟示
[00:06:20.000 --> 00:06:26.000]  它亦是教會歷史的一個很精美的大綱
[00:06:26.000 --> 00:06:31.000]  它說到神藉著恩典將人從罪裏拯救出來
[00:06:31.000 --> 00:06:35.000]  而這些在基督裏被贖出來的人
[00:06:35.000 --> 00:06:38.000]  就是教會在基督的身體
[00:06:38.000 --> 00:06:42.000]  這班人被呼召出來要傳揚救恩
[00:06:42.000 --> 00:06:46.000]  為要完成神最初的救贖計劃
[00:06:46.000 --> 00:06:47.000]  所以弟兄姊妹
[00:06:47.000 --> 00:06:51.000]  今天你和我還有每一個信耶穌的人
[00:06:51.000 --> 00:06:56.000]  不單止為了自己能夠得到永生的入場券
[00:06:56.000 --> 00:07:01.000]  我們還肩負著一個重要尊貴的責任
[00:07:01.000 --> 00:07:03.000]  就是要作神的精兵
[00:07:03.000 --> 00:07:06.000]  為神去打仗搶救靈魂
[00:07:06.000 --> 00:07:08.000]  現在我們就一起來看看
[00:07:08.000 --> 00:07:10.000]  到底我們去打仗
[00:07:10.000 --> 00:07:12.000]  我們有什麼把握呢?
[00:07:12.000 --> 00:07:16.000]  我們靠的是什麼呢?
[00:07:16.000 --> 00:07:20.000]  我們先看看這個爭戰得勝的秘訣
[00:07:20.000 --> 00:07:24.000]  在剛才這段經文裏面有兩小段
[00:07:24.000 --> 00:07:28.000]  都說到我們靠的把握是什麼
[00:07:28.000 --> 00:07:30.000]  得勝的秘訣是什麼
[00:07:30.000 --> 00:07:32.000]  10到12節那裏說
[00:07:32.000 --> 00:07:34.000]  你們要靠主的大能大力
[00:07:34.000 --> 00:07:36.000]  在他裏面剛強
[00:07:36.000 --> 00:07:39.000]  要穿戴神所賜的全副軍裝
[00:07:39.000 --> 00:07:42.000]  使你們能夠抵擋魔鬼的詭計
[00:07:42.000 --> 00:07:44.000]  因為我們的爭戰對抗的
[00:07:44.000 --> 00:07:46.000]  不是有血有肉的人
[00:07:46.000 --> 00:07:47.000]  而是執政的掌權的
[00:07:47.000 --> 00:07:52.000]  本行者幽暗世界和天上的邪靈
[00:07:52.000 --> 00:07:54.000]  18到20節那裏又教我們
[00:07:54.000 --> 00:07:57.000]  要藉著各樣的禱告祈求
[00:07:57.000 --> 00:07:59.000]  隨時在聖靈裏祈禱
[00:07:59.000 --> 00:08:02.000]  並且要在這件事上行九警醒
[00:08:02.000 --> 00:08:07.000]  為眾聖徒來祈求
[00:08:07.000 --> 00:08:11.000]  所以在這兩段經文裏面我們看到
[00:08:11.000 --> 00:08:15.000]  我們爭戰的得勝秘訣有五點
[00:08:15.000 --> 00:08:20.000]  第一就是我們要靠主的大能大力
[00:08:20.000 --> 00:08:22.000]  剛才偉雄帶我們唱了一首歌
[00:08:22.000 --> 00:08:25.000]  叫做《住在耶穌裏面》
[00:08:25.000 --> 00:08:29.000]  那裏說到我們是住在耶穌裏面
[00:08:29.000 --> 00:08:32.000]  在耶穌裏面我們有能力
[00:08:32.000 --> 00:08:38.000]  那首歌最後出了約翰一書的經文
[00:08:38.000 --> 00:08:40.000]  他說我們是屬神的
[00:08:40.000 --> 00:08:41.000]  我們勝過這個世界
[00:08:41.000 --> 00:08:46.000]  因為在我們裏面的勝過這個世界上的那個
[00:08:46.000 --> 00:08:49.000]  所以當基督徒與耶穌基督聯合之後
[00:08:49.000 --> 00:08:51.000]  你信主之後
[00:08:51.000 --> 00:08:54.000]  你在他裏面你可以隨時隨地
[00:08:54.000 --> 00:08:57.000]  支取到這麼大的力量
[00:08:57.000 --> 00:09:00.000]  但當我們不懂得支取的時候
[00:09:00.000 --> 00:09:02.000]  我們就會剛強不起來
[00:09:02.000 --> 00:09:05.000]  但只要我們掌握這個秘訣的時候
[00:09:05.000 --> 00:09:08.000]  你就可以常常成為一個剛強的人
[00:09:08.000 --> 00:09:14.000]  第二個秘訣就是要穿戴神所賜的全副軍裝
[00:09:14.000 --> 00:09:18.000]  一個上場打仗的士兵不可能空槍上陣
[00:09:18.000 --> 00:09:21.000]  必須穿著適當的裝束
[00:09:21.000 --> 00:09:24.000]  而且還要全副軍裝上陣
[00:09:24.000 --> 00:09:28.000]  否則的話我們未上場已經輸了一大截
[00:09:28.000 --> 00:09:33.000]  第三就是我們要認清爭戰的對象
[00:09:33.000 --> 00:09:38.000]  廣東話有句說話:知己知彼,百戰百勝
[00:09:38.000 --> 00:09:40.000]  原來我們基督徒都要知道
[00:09:40.000 --> 00:09:43.000]  我們爭戰的對象是誰
[00:09:43.000 --> 00:09:46.000]  表面上我們爭戰的是人
[00:09:46.000 --> 00:09:50.000]  但實質卻是藏在人背後的魔鬼
[00:09:50.000 --> 00:09:54.000]  經文裏講到執政的掌權的
[00:09:54.000 --> 00:09:59.000]  其實它指的不是世上各國的執政掌權人物
[00:09:59.000 --> 00:10:04.000]  而是背後那些無形的反叛神的勢力
[00:10:04.000 --> 00:10:08.000]  其實就是撒旦的幕僚
[00:10:08.000 --> 00:10:12.000]  撒旦的勢力分佈在世界不同的範疇
[00:10:12.000 --> 00:10:15.000]  為的是要阻止人們歸向神
[00:10:15.000 --> 00:10:21.000]  第四個秘訣就是在聖靈裏面多方禱告
[00:10:21.000 --> 00:10:23.000]  為何要在聖靈裏面呢?
[00:10:23.000 --> 00:10:27.000]  因為只有聖靈知道神的旨意
[00:10:27.000 --> 00:10:30.000]  有時我們如果按自己心意禱告
[00:10:30.000 --> 00:10:33.000]  我們禱告出來的不一定合神的心意
[00:10:33.000 --> 00:10:35.000]  但當我們在聖靈裏禱告
[00:10:35.000 --> 00:10:38.000]  聖靈會在我們禱告裏面
[00:10:38.000 --> 00:10:40.000]  告訴我們神的心意
[00:10:40.000 --> 00:10:43.000]  以致我們禱告的都是合乎神的心意
[00:10:43.000 --> 00:10:46.000]  如果沒有了禱告
[00:10:46.000 --> 00:10:49.000]  就算我們穿上上帝所賜的全副軍裝
[00:10:49.000 --> 00:10:51.000]  都起不到作用
[00:10:51.000 --> 00:10:55.000]  其實禱告就代表我們讓神
[00:10:55.000 --> 00:10:58.000]  來為我們征戰
[00:10:58.000 --> 00:10:59.000]  聖經裏有說
[00:10:59.000 --> 00:11:01.000]  The battle belongs to the Lord
[00:11:01.000 --> 00:11:03.000]  那個征戰是屬於神
[00:11:03.000 --> 00:11:06.000]  上帝為我們來征戰
[00:11:06.000 --> 00:11:09.000]  而這個禱告我們不是單單為自己祈禱
[00:11:09.000 --> 00:11:12.000]  還要為其他的聖徒祈禱
[00:11:12.000 --> 00:11:14.000]  為其他的弟兄姊妹禱告
[00:11:14.000 --> 00:11:17.000]  因為我們一班的弟兄姊妹
[00:11:17.000 --> 00:11:21.000]  其實我們都是神的團隊當中的其中一員
[00:11:21.000 --> 00:11:24.000]  我們要彼此的代求
[00:11:24.000 --> 00:11:26.000]  最後就是要堅持到底
[00:11:26.000 --> 00:11:27.000]  經文裏說
[00:11:27.000 --> 00:11:30.000]  我們要行久竟成
[00:11:30.000 --> 00:11:32.000]  在這場屬靈征戰裏面
[00:11:32.000 --> 00:11:36.000]  我們必須保持警覺戒備的心
[00:11:36.000 --> 00:11:39.000]  同時不鬆懈、不灰心
[00:11:39.000 --> 00:11:44.000]  堅持到底才能取得最後的勝利
[00:11:44.000 --> 00:11:46.000]  接著我們看看
[00:11:46.000 --> 00:11:50.000]  剛才說到上帝給了我們全副軍裝
[00:11:50.000 --> 00:11:53.000]  到底這全副軍裝有些甚麼呢?
[00:11:53.000 --> 00:11:55.000]  這裏說到
[00:11:55.000 --> 00:11:58.000]  用真理當大紙束腰
[00:11:58.000 --> 00:12:01.000]  要披上公義的胸甲
[00:12:01.000 --> 00:12:03.000]  要將和平的福音預備好
[00:12:03.000 --> 00:12:06.000]  當作孩子穿在腳上
[00:12:06.000 --> 00:12:09.000]  又要拿起信心的盾牌
[00:12:09.000 --> 00:12:11.000]  還要戴上救恩的頭盔
[00:12:11.000 --> 00:12:13.000]  拿起聖靈的寶劍
[00:12:13.000 --> 00:12:16.000]  這幾樣都是那副軍裝
[00:12:16.000 --> 00:12:22.000]  經文用了一些生活化的物品來形容這副軍裝
[00:12:22.000 --> 00:12:25.000]  在太平盛世我們毋須打仗
[00:12:25.000 --> 00:12:29.000]  但當我們要穿起這副軍裝的時候
[00:12:29.000 --> 00:12:33.000]  就意味著我們前面必有艱難險阻
[00:12:33.000 --> 00:12:38.000]  撒旦會用各種各樣邪惡的事來搞擾我們
[00:12:38.000 --> 00:12:43.000]  使我們遭遇艱難和險惡的日子
[00:12:43.000 --> 00:12:47.000]  所以既然我們要面對的是一場屬靈的征戰
[00:12:47.000 --> 00:12:53.000]  我們就必須用神所賜的全副軍裝來迎戰
[00:12:53.000 --> 00:12:57.000]  這副軍裝包括有真理的腰帶
[00:12:57.000 --> 00:13:01.000]  這個用真理當大紙束腰的意思是
[00:13:01.000 --> 00:13:03.000]  我們的行事為人
[00:13:03.000 --> 00:13:05.000]  如果我們要得力的話
[00:13:05.000 --> 00:13:08.000]  我們就要受到真理的約束
[00:13:08.000 --> 00:13:13.000]  我們要用神的真理來約束我們每一天的生活
[00:13:13.000 --> 00:13:17.000]  第二是公義的胸甲
[00:13:17.000 --> 00:13:19.000]  披上公義的胸甲
[00:13:19.000 --> 00:13:22.000]  胸甲就是保護我們的心臟
[00:13:22.000 --> 00:13:24.000]  在你的胸口這裡
[00:13:24.000 --> 00:13:30.000]  撒旦很多時候會攻擊我們的良心
[00:13:30.000 --> 00:13:33.000]  他會在我們的良心裡面作出控訴
[00:13:33.000 --> 00:13:36.000]  但這裡說我們有公義的胸甲
[00:13:36.000 --> 00:13:41.000]  用神的公義來保護我們不受撒旦的控訴
[00:13:41.000 --> 00:13:44.000]  這個公義有兩個層面
[00:13:44.000 --> 00:13:46.000]  第一個客觀方面就是說
[00:13:46.000 --> 00:13:51.000]  我們可以存著無虧的良心
[00:13:51.000 --> 00:13:53.000]  不受撒旦的控訴
[00:13:53.000 --> 00:13:57.000]  因為我們已經靠耶穌得稱為義
[00:13:57.000 --> 00:13:59.000]  主已經救贖我們
[00:13:59.000 --> 00:14:01.000]  祂的補血洗淨我們的罪
[00:14:01.000 --> 00:14:05.000]  所以撒旦不能再用這些罪來控訴我們
[00:14:05.000 --> 00:14:11.000]  第二就是我們能夠靠著主的生命活出公義的行為
[00:14:11.000 --> 00:14:14.000]  使我們的良心不覺得虧欠
[00:14:14.000 --> 00:14:16.000]  不受到撒旦的控訴
[00:14:16.000 --> 00:14:20.000]  所以我們要披上公義的胸甲
[00:14:20.000 --> 00:14:26.000]  第三就是我們要穿上和平福音的鞋子
[00:14:26.000 --> 00:14:29.000]  穿當鞋穿在腳上
[00:14:29.000 --> 00:14:32.000]  就是說你去到哪裡都要戴著
[00:14:32.000 --> 00:14:35.000]  你隨時隨地作好準備
[00:14:35.000 --> 00:14:40.000]  就是要向人傳揚洗人和神和好的福音
[00:14:40.000 --> 00:14:44.000]  和平的福音就是洗人和神和好的福音
[00:14:44.000 --> 00:14:47.000]  我們要時刻準備向人傳福音
[00:14:47.000 --> 00:14:50.000]  將人帶回到神的面前
[00:14:50.000 --> 00:14:54.000]  第四就是信心的盾牌
[00:14:54.000 --> 00:14:59.000]  這個盾牌是用來抵擋患念而來的攻擊
[00:14:59.000 --> 00:15:05.000]  我們用什麼來抵擋撒旦對我們一切的攻擊呢?
[00:15:05.000 --> 00:15:08.000]  就是憑著我們對神那份信心
[00:15:08.000 --> 00:15:10.000]  所以無論遭遇什麼
[00:15:10.000 --> 00:15:14.000]  我們都堅定相信神是信實的
[00:15:14.000 --> 00:15:17.000]  祂是值得我們去信靠、信託的
[00:15:17.000 --> 00:15:23.000]  我們就可以用這個信心來抵抗撒旦一切的攻擊
[00:15:23.000 --> 00:15:29.000]  這個救恩頭盔是戴在我們的頭上
[00:15:29.000 --> 00:15:33.000]  我們的頭是我們人的思想的所在
[00:15:33.000 --> 00:15:37.000]  撒旦很容易攻擊我們的思想
[00:15:37.000 --> 00:15:43.000]  他經常會利用我們的思想來攻擊我們
[00:15:43.000 --> 00:15:46.000]  當我們戴上這個救恩頭盔的時候
[00:15:46.000 --> 00:15:50.000]  意味著我們認定神的拯救
[00:15:50.000 --> 00:15:54.000]  神的拯救就是我們的保護
[00:15:54.000 --> 00:15:57.000]  我們相信無論環境多艱險
[00:15:57.000 --> 00:16:00.000]  但是神都會拯救我們
[00:16:00.000 --> 00:16:04.000]  所以我們就不需要再懼怕撒旦任何的威嚇
[00:16:04.000 --> 00:16:07.000]  最後就是聖靈的寶劍
[00:16:07.000 --> 00:16:13.000]  聖靈的寶劍進可攻退可守
[00:16:13.000 --> 00:16:16.000]  聖靈的寶劍就是神的話
[00:16:16.000 --> 00:16:21.000]  有神的話可以令我們一方面去攻擊受敵
[00:16:21.000 --> 00:16:26.000]  另一方面可以在外在的攻擊下
[00:16:26.000 --> 00:16:32.000]  我們能夠有力去抵抗這一切的攻擊
[00:16:32.000 --> 00:16:36.000]  我們看了神給我們的軍裝
[00:16:36.000 --> 00:16:38.000]  其實總結一下
[00:16:38.000 --> 00:16:42.000]  我們要靠的是靠著真理
[00:16:42.000 --> 00:16:44.000]  靠著神給我們的公義
[00:16:44.000 --> 00:16:46.000]  靠著神給我們的救恩
[00:16:46.000 --> 00:16:48.000]  靠著神給我們的信心
[00:16:48.000 --> 00:16:53.000]  靠著這份福音和神的話來抵擋
[00:16:53.000 --> 00:17:00.000]  來打這個屬靈的爭戰
[00:17:00.000 --> 00:17:05.000]  看完之後我們來作一些反思
[00:17:05.000 --> 00:17:11.000]  弟子們,你作好跟隨耶穌的準備了嗎?
[00:17:11.000 --> 00:17:16.000]  耶穌基督在約翰福音15章18到21節
[00:17:16.000 --> 00:17:20.000]  講到門徒和世界的關係
[00:17:20.000 --> 00:17:22.000]  祂說:如果世人恨你們
[00:17:22.000 --> 00:17:26.000]  你們要知道他們在恨你們之前已經恨我了
[00:17:26.000 --> 00:17:28.000]  你們若果屬於這個世界
[00:17:28.000 --> 00:17:31.000]  世人必定愛屬自己的
[00:17:31.000 --> 00:17:33.000]  但是因為你們不屬於世界
[00:17:33.000 --> 00:17:36.000]  而是我從世界中揀選了你們
[00:17:36.000 --> 00:17:38.000]  所以世人就恨你們
[00:17:38.000 --> 00:17:41.000]  你們要記住我對你們說過的話
[00:17:41.000 --> 00:17:43.000]  服人不能大過主人
[00:17:43.000 --> 00:17:45.000]  他們若果迫害我
[00:17:45.000 --> 00:17:47.000]  也必定迫害你們
[00:17:47.000 --> 00:17:48.000]  他們若遵守我的話
[00:17:48.000 --> 00:17:50.000]  也必定遵守你們的話
[00:17:50.000 --> 00:17:52.000]  但他們因著我的名
[00:17:52.000 --> 00:17:54.000]  要向你們行這一切
[00:17:54.000 --> 00:17:58.000]  因為他們不認識那位差我來的
[00:17:58.000 --> 00:18:00.000]  魔鬼是世界的王
[00:18:00.000 --> 00:18:03.000]  掌控世人的心去抵擋神
[00:18:03.000 --> 00:18:06.000]  所以祂一定會利用一切的手段
[00:18:06.000 --> 00:18:09.000]  去迫害跟隨耶穌基督的人
[00:18:09.000 --> 00:18:12.000]  可能是透過生活上的艱難
[00:18:12.000 --> 00:18:15.000]  譬如現在我們面對著疫情
[00:18:15.000 --> 00:18:18.000]  很多人的生活都泥在旦夕
[00:18:18.000 --> 00:18:20.000]  很多人的生活很艱難
[00:18:20.000 --> 00:18:23.000]  可能祂會用這方面去攻擊我們
[00:18:23.000 --> 00:18:27.000]  又或者祂會透過我們的疾病苦難
[00:18:27.000 --> 00:18:31.000]  可能祂會令我們身患重病
[00:18:31.000 --> 00:18:33.000]  令我們去質疑上帝的信神
[00:18:33.000 --> 00:18:35.000]  質疑這個世界有沒有神
[00:18:35.000 --> 00:18:37.000]  又或者祂會透過我們
[00:18:37.000 --> 00:18:40.000]  身處在一些很惡劣的環境
[00:18:40.000 --> 00:18:44.000]  譬如有一天可能你失去了信仰的自由
[00:18:44.000 --> 00:18:47.000]  令你覺得神是否存在呢?
[00:18:47.000 --> 00:18:49.000]  是否還值得我去信祂呢?
[00:18:49.000 --> 00:18:51.000]  以致你會埋怨神
[00:18:51.000 --> 00:18:54.000]  甚至一步步的放棄信仰
[00:18:54.000 --> 00:18:57.000]  你如果要選擇跟隨耶穌
[00:18:57.000 --> 00:18:58.000]  就要有心理準備
[00:18:58.000 --> 00:19:01.000]  要受到這個世界的逼迫
[00:19:01.000 --> 00:19:06.000]  因為信耶穌的人不屬於這個世界
[00:19:06.000 --> 00:19:07.000]  弟兄姊妹
[00:19:07.000 --> 00:19:11.000]  你作好準備去跟隨耶穌了嗎?
[00:19:11.000 --> 00:19:14.000]  你作好準備為耶穌面對
[00:19:14.000 --> 00:19:21.000]  可能來到你面前的逼迫了嗎?
[00:19:21.000 --> 00:19:23.000]  道家福音九章記載了一段
[00:19:23.000 --> 00:19:27.000]  耶穌與一些想跟隨祂的人的對話
[00:19:27.000 --> 00:19:30.000]  這裡提到耶穌與一些人一路走的時候
[00:19:30.000 --> 00:19:32.000]  有一個人跟他說
[00:19:32.000 --> 00:19:33.000]  你無論去到哪裡
[00:19:33.000 --> 00:19:35.000]  我都要跟隨你
[00:19:35.000 --> 00:19:37.000]  耶穌說:狐狸有洞
[00:19:37.000 --> 00:19:39.000]  天空的飛鳥有窩
[00:19:39.000 --> 00:19:42.000]  但人子連棲身的地方都沒有
[00:19:42.000 --> 00:19:45.000]  他對另一個人說:你跟隨我吧
[00:19:45.000 --> 00:19:47.000]  但那個人說:主啊
[00:19:47.000 --> 00:19:50.000]  請准我先回去安葬我的父親吧
[00:19:50.000 --> 00:19:54.000]  耶穌說:讓死人去埋葬他們的死人
[00:19:54.000 --> 00:19:56.000]  你應該去傳揚神的國
[00:19:56.000 --> 00:19:58.000]  又有一個人說:主啊
[00:19:58.000 --> 00:19:59.000]  我要跟隨你
[00:19:59.000 --> 00:20:03.000]  不過讓我先回家跟家人道別吧
[00:20:03.000 --> 00:20:05.000]  請姐妹
[00:20:05.000 --> 00:20:07.000]  我們是哪一類人呢?
[00:20:07.000 --> 00:20:09.000]  主呼召你去跟從他
[00:20:09.000 --> 00:20:13.000]  主呼召你要天天背起十甲去跟從他
[00:20:13.000 --> 00:20:18.000]  你怎樣去回應呢?
[00:20:18.000 --> 00:20:19.000]  第二就是
[00:20:19.000 --> 00:20:23.000]  你怎樣裝備自己作處徵兵呢?
[00:20:23.000 --> 00:20:26.000]  一個隨時奉命上戰場的士兵
[00:20:26.000 --> 00:20:30.000]  不可能是臨上陣前才來練兵的
[00:20:30.000 --> 00:20:33.000]  所謂養兵千日用在一朝
[00:20:33.000 --> 00:20:34.000]  未打仗的時候
[00:20:34.000 --> 00:20:36.000]  你就要天天來訓練
[00:20:36.000 --> 00:20:39.000]  一天一天來練兵
[00:20:39.000 --> 00:20:41.000]  我們又有沒有常作準備
[00:20:41.000 --> 00:20:43.000]  整裝待發呢?
[00:20:43.000 --> 00:20:45.000]  但願我們每一個人
[00:20:45.000 --> 00:20:47.000]  我們都好好去建立
[00:20:47.000 --> 00:20:50.000]  和為我們自己的屬靈生命去禱告
[00:20:50.000 --> 00:20:55.000]  求神給我們有一個渴慕神的心
[00:20:55.000 --> 00:20:57.000]  願我們能夠每天讀經
[00:20:57.000 --> 00:20:58.000]  禱告
[00:20:58.000 --> 00:21:00.000]  遵行神的話
[00:21:00.000 --> 00:21:02.000]  願我們把握每一個機會
[00:21:02.000 --> 00:21:04.000]  和人分享福音
[00:21:04.000 --> 00:21:09.000]  每一天來信靠主
[00:21:09.000 --> 00:21:10.000]  第三就是
[00:21:10.000 --> 00:21:11.000]  我們思想一下
[00:21:11.000 --> 00:21:16.000]  我是否基督徵兵裡的一員呢?
[00:21:16.000 --> 00:21:18.000]  我的信仰到底是怎樣呢?
[00:21:18.000 --> 00:21:21.000]  我是否只是活在自己的世界裡
[00:21:21.000 --> 00:21:22.000]  單打獨鬥
[00:21:22.000 --> 00:21:25.000]  還是我覺得我這個信仰
[00:21:25.000 --> 00:21:27.000]  其實只是我和神之間的關係
[00:21:27.000 --> 00:21:32.000]  與別人無關呢?
[00:21:32.000 --> 00:21:35.000]  《耳福所書》四章有另一段經文
[00:21:35.000 --> 00:21:36.000]  它這樣說
[00:21:36.000 --> 00:21:38.000]  「他所賜的有作使徒的
[00:21:38.000 --> 00:21:39.000]  有作先知的
[00:21:39.000 --> 00:21:41.000]  有作傳福音的
[00:21:41.000 --> 00:21:43.000]  也有作牧養和教導的
